Orthogroup	NEMVE	BRAFL
OG0003124	NEMVE07294	bflo_20947
OG0003125	NEMVE08001	bflo_09377
OG0003126	NEMVE22974	bflo_25347
OG0003127	NEMVE23321, NEMVE12556	bflo_16528
OG0003128	NEMVE24270	bflo_20579
OG0003129	NEMVE13080, NEMVE11504	bflo_07740, bflo_07601, bflo_07737, bflo_20157, bflo_20156
OG0003130	NEMVE01488, NEMVE21603	bflo_20145
OG0003131	NEMVE22604	bflo_20297
OG0003132	NEMVE18843	bflo_13312
OG0003133	NEMVE01926	bflo_13064
OG0003134	NEMVE25482, NEMVE17821, NEMVE06152, NEMVE23073, NEMVE16971, NEMVE07892	bflo_18233
OG0003134	NEMVE06574	bflo_22695
OG0003135	NEMVE14450	bflo_11156
OG0003136	NEMVE18312	bflo_06361
OG0003138	NEMVE08372	bflo_18045, bflo_24475
OG0003140	NEMVE23520	bflo_05963, bflo_05965
OG0003141	NEMVE13946	bflo_24349
OG0003142	NEMVE18327	bflo_06487
OG0003143	NEMVE19221	bflo_05643
OG0003144	NEMVE13803	bflo_18077
OG0003145	NEMVE22594, NEMVE14437	bflo_16411
OG0003146	NEMVE21927	bflo_01499
OG0003147	NEMVE02983	bflo_10687
OG0003148	NEMVE09246	bflo_12082
OG0003149	NEMVE13799	bflo_05831, bflo_05830
OG0003150	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919	bflo_21673
OG0003153	NEMVE14674	bflo_13277
OG0003154	NEMVE25099	bflo_15309, bflo_20484, bflo_01436
OG0003155	NEMVE02938	bflo_23835, bflo_23490
OG0003156	NEMVE19363	bflo_17373
OG0003156	NEMVE21986	bflo_27205
OG0003157	NEMVE04632	bflo_14340
OG0003158	NEMVE04924	bflo_02352
OG0003159	NEMVE13613, NEMVE14314	bflo_18570, bflo_07057
OG0003160	NEMVE13326	bflo_09900
OG0003161	NEMVE04772	bflo_11644
OG0003162	NEMVE13463	bflo_06527
OG0003163	NEMVE21987	bflo_25957
OG0003164	NEMVE17247	bflo_15147
OG0003165	NEMVE08402	bflo_17531
OG0003167	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876	bflo_20648
OG0003168	NEMVE22739, NEMVE15186, NEMVE18014	bflo_11347, bflo_11349, bflo_11348, bflo_11346
OG0003169	NEMVE23426	bflo_05306
OG0003171	NEMVE00958	bflo_16716
OG0003172	NEMVE13880	bflo_19337
OG0003174	NEMVE00181, NEMVE14667	bflo_15477
OG0003175	NEMVE10111, NEMVE15002	bflo_02528, bflo_02529, bflo_02516
OG0003176	NEMVE05784, NEMVE14676	bflo_13138, bflo_13141, bflo_13521
OG0003178	NEMVE05084	bflo_21644
OG0003179	NEMVE14494, NEMVE20675	bflo_07971
OG0003180	NEMVE24273	bflo_03868
OG0003181	NEMVE09804	bflo_23833
OG0003182	NEMVE14953	bflo_13801
OG0003183	NEMVE14853	bflo_00612
OG0003184	NEMVE14706	bflo_07007
OG0003185	NEMVE11277, NEMVE11278	bflo_03286
OG0003186	NEMVE01537	bflo_17640
OG0003187	NEMVE20444, NEMVE23086	bflo_06988
OG0003188	NEMVE13336	bflo_05779
OG0003189	NEMVE07613	bflo_17966, bflo_17711
OG0003191	NEMVE13976	bflo_02395
OG0003193	NEMVE09272	bflo_22117
OG0003194	NEMVE21245, NEMVE03000	bflo_16541
OG0003195	NEMVE25963, NEMVE10862	bflo_23682
OG0003196	NEMVE09009, NEMVE09005	bflo_23488, bflo_13878, bflo_13848
OG0003197	NEMVE09274	bflo_21320
OG0003199	NEMVE25466	bflo_11640
OG0003200	NEMVE06404, NEMVE11235	bflo_05796
OG0003202	NEMVE08285	bflo_08512
OG0003203	NEMVE23504	bflo_00895
OG0003204	NEMVE04641	bflo_14307
OG0003205	NEMVE11482	bflo_04278
OG0003206	NEMVE13786	bflo_14678, bflo_27134
OG0003207	NEMVE13760	bflo_11574
OG0003208	NEMVE13391	bflo_12238
OG0003211	NEMVE25111	bflo_12109
OG0003212	NEMVE08610	bflo_11237, bflo_11720
OG0003213	NEMVE20699, NEMVE15231, NEMVE07326, NEMVE05132, NEMVE04700, NEMVE04710, NEMVE08152, NEMVE07683, NEMVE06438, NEMVE09861, NEMVE25336	bflo_06414
OG0003214	NEMVE19887	bflo_15011
OG0003215	NEMVE05074	bflo_23368
OG0003217	NEMVE25774	bflo_13097, bflo_13181
OG0003218	NEMVE06170	bflo_21266
OG0003219	NEMVE24114	bflo_14338
OG0003221	NEMVE24005, NEMVE13322	bflo_01510
OG0003223	NEMVE13687	bflo_13052
OG0003224	NEMVE07475	bflo_00958
OG0003225	NEMVE14015	bflo_08138
OG0003226	NEMVE20833, NEMVE10372, NEMVE19663	bflo_03250
OG0003227	NEMVE21244	bflo_09183
OG0003228	NEMVE06914	bflo_11373
OG0003230	NEMVE21692	bflo_10210
OG0003231	NEMVE13764	bflo_05723
OG0003234	NEMVE03676	bflo_14580, bflo_14579
OG0003235	NEMVE11954, NEMVE22173	bflo_14854
OG0003236	NEMVE24262	bflo_16680, bflo_27409, bflo_22679
OG0003238	NEMVE23364	bflo_07377
OG0003239	NEMVE13113	bflo_09028
OG0003251	NEMVE01548	bflo_12651
OG0003252	NEMVE13979	bflo_14795
OG0003253	NEMVE23463	bflo_01277
OG0003254	NEMVE05092	bflo_05940
OG0003255	NEMVE09782	bflo_08217
OG0003257	NEMVE13838	bflo_05925
OG0003258	NEMVE07151	bflo_24354
OG0003260	NEMVE15106	bflo_25696
OG0003261	NEMVE25094	bflo_01512, bflo_00495
OG0003262	NEMVE01475	bflo_20031
OG0003263	NEMVE22513	bflo_23703
OG0003264	NEMVE15698	bflo_04822
OG0003265	NEMVE09756	bflo_11145
OG0003266	NEMVE14097	bflo_10178
OG0003267	NEMVE16965	bflo_26847, bflo_07095
OG0003268	NEMVE11716, NEMVE22429	bflo_13173
OG0003269	NEMVE24476	bflo_23123
OG0003270	NEMVE21786	bflo_12004
OG0003271	NEMVE16628	bflo_07598, bflo_10103, bflo_21788, bflo_08094, bflo_06460
OG0003272	NEMVE06426	bflo_14266
OG0003273	NEMVE08681, NEMVE15126, NEMVE08691, NEMVE11258	bflo_14432
OG0003276	NEMVE23236	bflo_17428
OG0003277	NEMVE24088	bflo_11010
OG0003278	NEMVE03405	bflo_11050, bflo_18953
OG0003279	NEMVE14441	bflo_14292
OG0003281	NEMVE23592	bflo_22362, bflo_21924, bflo_21888, bflo_22360, bflo_22359, bflo_22361, bflo_22079
OG0003283	NEMVE00381, NEMVE23430	bflo_27041, bflo_12474
OG0003284	NEMVE16097, NEMVE21149	bflo_02462
OG0003286	NEMVE10573	bflo_23054
OG0003287	NEMVE08529	bflo_03086
OG0003288	NEMVE04690, NEMVE13954	bflo_14155
OG0003290	NEMVE01103	bflo_07091
OG0003291	NEMVE10692, NEMVE20230	bflo_04904
OG0003292	NEMVE16550	bflo_08515
OG0003293	NEMVE04909, NEMVE20380	bflo_00129
OG0003294	NEMVE06441	bflo_14576
OG0003296	NEMVE22460	bflo_21081
OG0003297	NEMVE11100	bflo_22943, bflo_27414
OG0003298	NEMVE04703	bflo_15165
OG0003299	NEMVE13192	bflo_25833
OG0003301	NEMVE21850, NEMVE21705	bflo_01141
OG0003304	NEMVE18141	bflo_18183, bflo_25914, bflo_18739
OG0003305	NEMVE13992	bflo_03407
OG0003306	NEMVE24655	bflo_11444, bflo_26999
OG0003308	NEMVE00997	bflo_25159, bflo_25333
OG0003309	NEMVE14486	bflo_18723
OG0003311	NEMVE17780	bflo_01504
OG0003312	NEMVE19875, NEMVE20841	bflo_17850
OG0003314	NEMVE13216	bflo_14212
OG0003315	NEMVE25813, NEMVE20375	bflo_01079
OG0003316	NEMVE07618	bflo_24864
OG0003317	NEMVE05254	bflo_23280
OG0003317	NEMVE21332	bflo_23472
OG0003318	NEMVE22763	bflo_11452
OG0003319	NEMVE11076	bflo_06319
OG0003320	NEMVE13147	bflo_10097
OG0003322	NEMVE17519	bflo_00002, bflo_27076
OG0003324	NEMVE17427	bflo_05150, bflo_22670
OG0003324	NEMVE17426, NEMVE20502	bflo_22770
OG0003325	NEMVE07678	bflo_08410
OG0003326	NEMVE23156	bflo_09789
OG0003327	NEMVE06800	bflo_15914
OG0003328	NEMVE14055	bflo_00597, bflo_00596, bflo_16009, bflo_14605, bflo_13901, bflo_13749, bflo_00426
OG0003329	NEMVE22267	bflo_06538
OG0003330	NEMVE17547	bflo_05318
OG0003331	NEMVE24492	bflo_20334
OG0003332	NEMVE25694	bflo_06531
OG0003333	NEMVE00058	bflo_03278
OG0003334	NEMVE03565	bflo_07602
OG0003335	NEMVE01928, NEMVE19241	bflo_16036
OG0003336	NEMVE06507	bflo_16347
OG0003337	NEMVE13578	bflo_24672
OG0003338	NEMVE06602	bflo_25768
OG0003340	NEMVE15762, NEMVE20934	bflo_00966
OG0003341	NEMVE01952	bflo_13784
OG0003342	NEMVE17096	bflo_08333
OG0003343	NEMVE24170	bflo_21197
OG0003344	NEMVE24619	bflo_06379
OG0003346	NEMVE14289	bflo_11187, bflo_22611, bflo_06286, bflo_15968, bflo_15971, bflo_15970, bflo_05737
OG0003347	NEMVE23886	bflo_18875
OG0003348	NEMVE23418	bflo_01497
OG0003349	NEMVE14973	bflo_08162
OG0003351	NEMVE22797	bflo_11662
OG0003351	NEMVE22733	bflo_18448
OG0003352	NEMVE24015	bflo_26474, bflo_26477, bflo_08957
OG0003353	NEMVE06482	bflo_11091
OG0003354	NEMVE14304	bflo_00257
OG0003355	NEMVE08592	bflo_07915
OG0003356	NEMVE06309	bflo_13961
OG0003357	NEMVE22497, NEMVE12768	bflo_10674
OG0003358	NEMVE23739	bflo_11374
OG0003359	NEMVE13744	bflo_09270
OG0003360	NEMVE20499	bflo_08028
OG0003361	NEMVE14739	bflo_21492
OG0003362	NEMVE00976	bflo_15019, bflo_27136, bflo_15047
OG0003363	NEMVE10901	bflo_19412, bflo_19416
OG0003363	NEMVE17304, NEMVE16720, NEMVE16221	bflo_19624
OG0003364	NEMVE01971	bflo_03561
OG0003366	NEMVE21908	bflo_23663
OG0003368	NEMVE21767, NEMVE00061	bflo_08973
OG0003369	NEMVE09534, NEMVE11386	bflo_08608
OG0003370	NEMVE18949	bflo_05182
OG0003371	NEMVE11040, NEMVE21515, NEMVE20478	bflo_14039
OG0003372	NEMVE24037	bflo_25213
OG0003373	NEMVE24072	bflo_04729
OG0003374	NEMVE13211	bflo_01562
OG0003375	NEMVE19185	bflo_05681
OG0003376	NEMVE16260, NEMVE11402, NEMVE11401	bflo_05753
OG0003377	NEMVE15318	bflo_09240, bflo_09241
OG0003378	NEMVE16798	bflo_09811
OG0003379	NEMVE20545, NEMVE16052	bflo_01579
OG0003380	NEMVE22683	bflo_20421
OG0003381	NEMVE14322	bflo_09923
OG0003383	NEMVE23495	bflo_00169
OG0003384	NEMVE00423	bflo_10672
OG0003385	NEMVE24878	bflo_20288
OG0003386	NEMVE24105	bflo_24755
OG0003387	NEMVE13639	bflo_20271, bflo_20266
OG0003388	NEMVE08840, NEMVE15438	bflo_08160
OG0003391	NEMVE17395	bflo_11495
OG0003392	NEMVE09110	bflo_04347
OG0003393	NEMVE10476, NEMVE13045, NEMVE23905	bflo_04808
OG0003394	NEMVE16445	bflo_00632
OG0003396	NEMVE24075	bflo_03372
OG0003401	NEMVE11233	bflo_15561, bflo_16225, bflo_04587, bflo_04585
OG0003419	NEMVE08218	bflo_19082
OG0003420	NEMVE19645	bflo_16820, bflo_16824
OG0003421	NEMVE04651, NEMVE09589	bflo_14823
OG0003422	NEMVE07883, NEMVE20521, NEMVE01482	bflo_15120
OG0003423	NEMVE16997, NEMVE18442	bflo_27281, bflo_18335, bflo_24193, bflo_03381, bflo_03806, bflo_11430, bflo_26333, bflo_11943, bflo_11944, bflo_12483
OG0003424	NEMVE16825	bflo_22975
OG0003425	NEMVE02069	bflo_06597
OG0003426	NEMVE04788	bflo_17220
OG0003428	NEMVE22338	bflo_15063
OG0003429	NEMVE22490	bflo_03695
OG0003430	NEMVE24395	bflo_10656
OG0003431	NEMVE04794	bflo_18771
OG0003432	NEMVE13929	bflo_01885
OG0003433	NEMVE22730	bflo_22519
OG0003434	NEMVE19996, NEMVE14429	bflo_00872
OG0003435	NEMVE13652	bflo_21768
OG0003438	NEMVE17966	bflo_20074, bflo_20077
OG0003439	NEMVE25599	bflo_21650
OG0003440	NEMVE09605	bflo_14213
OG0003441	NEMVE08561, NEMVE06221	bflo_12321
OG0003442	NEMVE13895	bflo_15421
OG0003443	NEMVE23998	bflo_23995
OG0003444	NEMVE04612	bflo_03457
OG0003445	NEMVE14554	bflo_16302
OG0003447	NEMVE24666	bflo_11633
OG0003448	NEMVE10129	bflo_13876
OG0003449	NEMVE09971	bflo_22898
OG0003450	NEMVE23497	bflo_14312
OG0003451	NEMVE07235	bflo_17722
OG0003452	NEMVE21083, NEMVE23965	bflo_09208
OG0003453	NEMVE14861, NEMVE07006, NEMVE20495	bflo_09284
OG0003454	NEMVE14065	bflo_18619
OG0003455	NEMVE24559, NEMVE20985	bflo_03202, bflo_03230
OG0003456	NEMVE14823	bflo_23918
OG0003457	NEMVE18245	bflo_01506
OG0003458	NEMVE04918	bflo_05669
OG0003458	NEMVE17272	bflo_03987
OG0003459	NEMVE06913, NEMVE20106	bflo_13470
OG0003460	NEMVE05656, NEMVE12240, NEMVE19324	bflo_16240
OG0003461	NEMVE23166	bflo_10235
OG0003462	NEMVE15109	bflo_15758
OG0003463	NEMVE08123	bflo_24804
OG0003464	NEMVE21995, NEMVE25422	bflo_22976
OG0003465	NEMVE00981	bflo_16970
OG0003466	NEMVE19302	bflo_09344
OG0003467	NEMVE14975, NEMVE20626, NEMVE11976	bflo_12624
OG0003468	NEMVE01447, NEMVE21354	bflo_18674
OG0003469	NEMVE23482	bflo_12756
OG0003470	NEMVE08394	bflo_06693
OG0003471	NEMVE13566	bflo_23271
OG0003472	NEMVE23741	bflo_14735
OG0003473	NEMVE02684, NEMVE05125	bflo_23011
OG0003474	NEMVE00065	bflo_01167
OG0003475	NEMVE00257	bflo_17402
OG0003476	NEMVE12591	bflo_10013
OG0003477	NEMVE15677, NEMVE14421	bflo_05188
OG0003478	NEMVE14744	bflo_05169
OG0003479	NEMVE22549	bflo_11660
OG0003480	NEMVE09026	bflo_13731
OG0003483	NEMVE22468	bflo_15095
OG0003484	NEMVE21744	bflo_08356
OG0003486	NEMVE08417, NEMVE11925	bflo_20523
OG0003487	NEMVE22483	bflo_10772
OG0003488	NEMVE05426	bflo_05906
OG0003489	NEMVE05755	bflo_02309
OG0003490	NEMVE07514	bflo_20489
OG0003491	NEMVE14708	bflo_22547
OG0003492	NEMVE06260	bflo_06984
OG0003493	NEMVE15798	bflo_25210
OG0003496	NEMVE20920	bflo_14755
OG0003496	NEMVE00055	bflo_14596
OG0003497	NEMVE01002	bflo_06218
OG0003498	NEMVE10613, NEMVE20419	bflo_01724
OG0003499	NEMVE25845	bflo_23661
OG0003500	NEMVE05089, NEMVE12196	bflo_20102
OG0003501	NEMVE13383	bflo_25164
OG0003502	NEMVE06419	bflo_20275
OG0003503	NEMVE14218, NEMVE14261	bflo_23296
OG0003504	NEMVE14390	bflo_23302
OG0003505	NEMVE05913	bflo_12682
OG0003506	NEMVE25216	bflo_15168
OG0003507	NEMVE06192	bflo_26224
OG0003508	NEMVE10416	bflo_14628
OG0003509	NEMVE10409	bflo_24353
OG0003510	NEMVE09335	bflo_13265
OG0003511	NEMVE22014, NEMVE01517	bflo_06537
OG0003512	NEMVE20614, NEMVE08803, NEMVE19792	bflo_21139, bflo_21138
OG0003513	NEMVE14528	bflo_18565
OG0003515	NEMVE07802	bflo_14188
OG0003516	NEMVE22943, NEMVE13148	bflo_10550
OG0003517	NEMVE22199	bflo_03023
OG0003518	NEMVE07929	bflo_25746
OG0003519	NEMVE22344	bflo_18795
OG0003520	NEMVE01051	bflo_10704
OG0003521	NEMVE15787, NEMVE15788	bflo_17952
OG0003522	NEMVE24059	bflo_23156
OG0003523	NEMVE07334	bflo_24396
OG0003524	NEMVE20753, NEMVE23630	bflo_24392
OG0003527	NEMVE02209	bflo_21741
OG0003528	NEMVE12358, NEMVE13793	bflo_17528
OG0003529	NEMVE22936	bflo_18877
OG0003531	NEMVE23009	bflo_24099
OG0003532	NEMVE01942	bflo_09668
OG0003533	NEMVE21770	bflo_12390
OG0003534	NEMVE01995	bflo_22240, bflo_22294
OG0003535	NEMVE18138, NEMVE18330	bflo_09980
OG0003536	NEMVE23719	bflo_06440
OG0003537	NEMVE15401	bflo_09395
OG0003538	NEMVE24834	bflo_15185
OG0003539	NEMVE14225	bflo_11094
OG0003540	NEMVE25772	bflo_14295
OG0003541	NEMVE05768	bflo_13586
OG0003542	NEMVE05244	bflo_23060
OG0003543	NEMVE21904	bflo_03236
OG0003544	NEMVE21778	bflo_07217
OG0003545	NEMVE09118	bflo_23382
OG0003546	NEMVE00903	bflo_16201
OG0003547	NEMVE21707	bflo_10227
OG0003548	NEMVE24045	bflo_09354
OG0003549	NEMVE22192	bflo_18405
OG0003550	NEMVE14633	bflo_00232
OG0003551	NEMVE25468	bflo_25362
OG0003552	NEMVE13583	bflo_16108
OG0003554	NEMVE05007	bflo_10753
OG0003555	NEMVE10803	bflo_24243, bflo_23498
OG0003556	NEMVE17151	bflo_06642
OG0003557	NEMVE12283	bflo_15889
OG0003558	NEMVE23552	bflo_04064
OG0003560	NEMVE06594	bflo_11890
OG0003561	NEMVE01009, NEMVE02397	bflo_04334
OG0003562	NEMVE13820	bflo_01200
OG0003563	NEMVE09047	bflo_23836
OG0003563	NEMVE25142	bflo_08114
OG0003564	NEMVE07651, NEMVE05001	bflo_09292
OG0003565	NEMVE24799	bflo_25721
OG0003566	NEMVE24534	bflo_03002
OG0003567	NEMVE14039	bflo_04792
OG0003568	NEMVE23185	bflo_20229
OG0003570	NEMVE24756	bflo_26249
OG0003571	NEMVE07104, NEMVE21760	bflo_05241
OG0003573	NEMVE15669	bflo_20068
OG0003574	NEMVE05954	bflo_24168
OG0003577	NEMVE01484	bflo_00343
OG0003578	NEMVE14882, NEMVE12325	bflo_20566, bflo_14712
OG0003579	NEMVE14468	bflo_07074
OG0003581	NEMVE02408	bflo_18883, bflo_18884
OG0003582	NEMVE05180	bflo_10944
OG0003589	NEMVE23603	bflo_14792, bflo_14591
OG0003589	NEMVE24856, NEMVE19350	bflo_14784, bflo_14587, bflo_14776, bflo_14590, bflo_14585, bflo_14774
OG0003589	NEMVE23604	bflo_14778, bflo_14787, bflo_14779
OG0003597	NEMVE06178, NEMVE07749	bflo_10323
OG0003598	NEMVE09849	bflo_16711
OG0003599	NEMVE00164	bflo_06072
OG0003601	NEMVE01801	bflo_19194, bflo_18911
OG0003603	NEMVE13720	bflo_23649
OG0003604	NEMVE14417	bflo_20404
OG0003606	NEMVE07605	bflo_17517
OG0003607	NEMVE25182, NEMVE12941, NEMVE12994	bflo_05933
OG0003608	NEMVE05516, NEMVE19157	bflo_15932
OG0003610	NEMVE07493, NEMVE14129	bflo_01164
OG0003611	NEMVE07655, NEMVE15407	bflo_09170
OG0003612	NEMVE22973	bflo_25558
OG0003613	NEMVE08287	bflo_12262
OG0003615	NEMVE03122	bflo_26275
OG0003616	NEMVE22796	bflo_11097
OG0003618	NEMVE14538	bflo_01473
OG0003619	NEMVE25213	bflo_14248
OG0003620	NEMVE14400	bflo_25025
OG0003622	NEMVE09372	bflo_11800
OG0003624	NEMVE20665	bflo_11072
OG0003625	NEMVE23563	bflo_09142, bflo_01124, bflo_01123, bflo_18218, bflo_17455, bflo_17909, bflo_01122, bflo_01337, bflo_01126, bflo_01671
OG0003626	NEMVE00939, NEMVE20827	bflo_02389
OG0003629	NEMVE13677	bflo_22183
OG0003630	NEMVE01474	bflo_20004
OG0003631	NEMVE20518, NEMVE20475	bflo_23468
OG0003632	NEMVE09812	bflo_03937
OG0003633	NEMVE24448	bflo_00307
OG0003634	NEMVE09286, NEMVE17797, NEMVE17799	bflo_24973
OG0003635	NEMVE14571	bflo_07120
OG0003635	NEMVE17691	bflo_14711
OG0003636	NEMVE10467	bflo_07731, bflo_05787, bflo_07722
OG0003638	NEMVE14258	bflo_17869
OG0003639	NEMVE05431	bflo_21388, bflo_21692
OG0003640	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097	bflo_26670, bflo_02410
OG0003641	NEMVE25925, NEMVE21020	bflo_13272
OG0003642	NEMVE13366	bflo_04341
OG0003643	NEMVE21963	bflo_10320, bflo_24819, bflo_24817, bflo_09628, bflo_02964, bflo_24044
OG0003644	NEMVE14219, NEMVE19898	bflo_16458
OG0003645	NEMVE06456, NEMVE06446	bflo_14727
OG0003646	NEMVE06017	bflo_03551
OG0003647	NEMVE18107	bflo_06536
OG0003648	NEMVE10380	bflo_22126
OG0003649	NEMVE10970	bflo_06468
OG0003650	NEMVE01779	bflo_21715
OG0003651	NEMVE07230	bflo_01723
OG0003652	NEMVE14170	bflo_17868
OG0003655	NEMVE21782	bflo_17616
OG0003656	NEMVE23361	bflo_08293
OG0003658	NEMVE14339	bflo_00698
OG0003659	NEMVE01974	bflo_02419
OG0003661	NEMVE00922	bflo_26559
OG0003662	NEMVE08035	bflo_10412
OG0003664	NEMVE07963	bflo_23017, bflo_23489
OG0003665	NEMVE22002, NEMVE13012, NEMVE21940	bflo_03349, bflo_03667, bflo_14985, bflo_03668, bflo_03348, bflo_03347
OG0003667	NEMVE05425	bflo_20479
OG0003668	NEMVE14297	bflo_06147
OG0003669	NEMVE07090	bflo_25341
OG0003670	NEMVE20471, NEMVE23703	bflo_05026
OG0003671	NEMVE14323	bflo_09735
OG0003672	NEMVE08668	bflo_23403
OG0003673	NEMVE10750	bflo_04517
OG0003674	NEMVE05251	bflo_23396
OG0003675	NEMVE14081	bflo_02379
OG0003676	NEMVE21802	bflo_15747
OG0003676	NEMVE07553	bflo_04781, bflo_04777
OG0003677	NEMVE22425	bflo_19132
OG0003678	NEMVE25356	bflo_25551
OG0003679	NEMVE11368	bflo_02036, bflo_13294
OG0003680	NEMVE13143	bflo_01532
OG0003681	NEMVE01693	bflo_03957
OG0003682	NEMVE22975	bflo_07489
OG0003683	NEMVE21208	bflo_20104
OG0003684	NEMVE10127	bflo_13833
OG0003685	NEMVE07449	bflo_07993
OG0003686	NEMVE09181	bflo_12834
OG0003687	NEMVE23894, NEMVE12128	bflo_19027
OG0003689	NEMVE15357	bflo_19565
OG0003690	NEMVE15068	bflo_13292
OG0003691	NEMVE21817	bflo_14352
OG0003691	NEMVE16405	bflo_03283
OG0003692	NEMVE20806, NEMVE11090	bflo_09441
OG0003693	NEMVE09308	bflo_11485
OG0003694	NEMVE22408	bflo_07368
OG0003695	NEMVE01731	bflo_16279
OG0003696	NEMVE11320	bflo_11319
OG0003697	NEMVE17845	bflo_23717
OG0003698	NEMVE22878	bflo_10629
OG0003699	NEMVE16490	bflo_03400
OG0003700	NEMVE05136, NEMVE03153	bflo_22951
OG0003701	NEMVE05754	bflo_01336
OG0003703	NEMVE24764	bflo_03241
OG0003704	NEMVE24279	bflo_06360
OG0003705	NEMVE23677	bflo_01256
OG0003706	NEMVE16662	bflo_15874
OG0003707	NEMVE04617	bflo_05223, bflo_06702
OG0003708	NEMVE07588	bflo_17394
OG0003709	NEMVE18151	bflo_13931
OG0003710	NEMVE22261	bflo_18086
OG0003711	NEMVE13813, NEMVE21206	bflo_12884
OG0003712	NEMVE13197	bflo_23878
OG0003714	NEMVE13060	bflo_24976, bflo_27475
OG0003716	NEMVE13656	bflo_24004
OG0003717	NEMVE06991	bflo_01566
OG0003718	NEMVE22937	bflo_02164
OG0003719	NEMVE08960	bflo_04239
OG0003721	NEMVE10208, NEMVE18963	bflo_09733
OG0003722	NEMVE01466, NEMVE20465	bflo_16670
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380	bflo_24348
OG0003725	NEMVE14781	bflo_25499, bflo_25497
OG0003728	NEMVE23247	bflo_16366
OG0003729	NEMVE25381	bflo_02888
OG0003730	NEMVE15317, NEMVE13968	bflo_09786
OG0003731	NEMVE23012	bflo_09228
OG0003732	NEMVE13725	bflo_21803
OG0003733	NEMVE13938	bflo_25583
OG0003734	NEMVE22526	bflo_15650
OG0003735	NEMVE23342	bflo_17363
OG0003736	NEMVE22403	bflo_12719
OG0003737	NEMVE15745	bflo_15994
OG0003738	NEMVE24821, NEMVE25967	bflo_23509
OG0003739	NEMVE09958	bflo_04782, bflo_26767
OG0003740	NEMVE22455	bflo_09974
OG0003741	NEMVE00260, NEMVE22579	bflo_10194
OG0003742	NEMVE13350, NEMVE15271	bflo_00933
OG0003743	NEMVE21709	bflo_17350
OG0003744	NEMVE05864	bflo_11052
OG0003745	NEMVE24615	bflo_13758, bflo_07859
OG0003746	NEMVE04748	bflo_18735
OG0003747	NEMVE17516	bflo_06649
OG0003749	NEMVE22325	bflo_09949, bflo_09953
OG0003750	NEMVE13166	bflo_14314
OG0003751	NEMVE03634, NEMVE10234	bflo_08903, bflo_02875
OG0003752	NEMVE10007, NEMVE01099, NEMVE09376	bflo_09978
OG0003753	NEMVE23093	bflo_22685
OG0003754	NEMVE12822, NEMVE01565	bflo_10581
OG0003755	NEMVE07225	bflo_20955
OG0003756	NEMVE08256	bflo_13745
OG0003757	NEMVE25101	bflo_05823
OG0003759	NEMVE07147	bflo_25051
OG0003760	NEMVE25257	bflo_06355
OG0003761	NEMVE06273	bflo_07994
OG0003762	NEMVE13179	bflo_23845
OG0003763	NEMVE18331	bflo_18232
OG0003764	NEMVE01625	bflo_23348
OG0003767	NEMVE24136	bflo_13723, bflo_13725, bflo_13724
OG0003768	NEMVE13220	bflo_14840
OG0003769	NEMVE25860	bflo_13838
OG0003770	NEMVE14300	bflo_14290
OG0003771	NEMVE24800	bflo_23473
OG0003773	NEMVE23658	bflo_23068
OG0003775	NEMVE06322	bflo_09717
OG0003776	NEMVE25761	bflo_19353
OG0003777	NEMVE13412	bflo_05355
OG0003778	NEMVE22626	bflo_03437
OG0003779	NEMVE22651	bflo_10120
OG0003781	NEMVE25151	bflo_09426
OG0003795	NEMVE20355, NEMVE20909, NEMVE06474	bflo_11372
OG0003798	NEMVE14516	bflo_17437
OG0003803	NEMVE24989	bflo_25196
OG0003806	NEMVE14378	bflo_23190, bflo_00688
OG0003807	NEMVE13183	bflo_23696
OG0003808	NEMVE11383	bflo_01527
OG0003809	NEMVE22938	bflo_07420
OG0003811	NEMVE12033, NEMVE10353	bflo_14145
OG0003812	NEMVE18581	bflo_24338
OG0003813	NEMVE22400	bflo_08536
OG0003815	NEMVE23225	bflo_18600
OG0003817	NEMVE12881, NEMVE22126	bflo_16520
OG0003818	NEMVE20836, NEMVE05581	bflo_26938, bflo_10045
OG0003819	NEMVE21617, NEMVE25005, NEMVE16569, NEMVE16568, NEMVE23843, NEMVE17587, NEMVE17588, NEMVE20790, NEMVE17586, NEMVE17708, NEMVE17707	bflo_14692
OG0003820	NEMVE18008	bflo_03485
OG0003821	NEMVE22804	bflo_11241
OG0003822	NEMVE05304	bflo_19782, bflo_19813, bflo_19570, bflo_19126, bflo_19569, bflo_19568, bflo_19572
OG0003823	NEMVE13544	bflo_01062
OG0003824	NEMVE12681, NEMVE22639	bflo_01655
OG0003825	NEMVE06848	bflo_06191
OG0003826	NEMVE08019	bflo_20813
OG0003827	NEMVE22358	bflo_25484, bflo_25483, bflo_26097
OG0003828	NEMVE13970	bflo_16758
OG0003829	NEMVE16467, NEMVE20813, NEMVE16466	bflo_16298
OG0003831	NEMVE24194	bflo_15015
OG0003832	NEMVE07346	bflo_11645
OG0003833	NEMVE22798	bflo_15287
OG0003834	NEMVE25157	bflo_13313
OG0003835	NEMVE19413, NEMVE21309	bflo_01951
