Orthogroup	NEMVE	BRAFL
OG0000458	NEMVE08200, NEMVE08773	bflo_06803
OG0000458	NEMVE19181, NEMVE20462	bflo_19919, bflo_20979
OG0000459	NEMVE01634	bflo_11609, bflo_03237
OG0000461	NEMVE16015, NEMVE02669	bflo_07181, bflo_00203
OG0000461	NEMVE01791	bflo_20096
OG0000463	NEMVE04814	bflo_09114
OG0000463	NEMVE21255, NEMVE25382, NEMVE25677	bflo_05598
OG0000465	NEMVE13428	bflo_00794
OG0000467	NEMVE14048	bflo_11110
OG0000468	NEMVE13616	bflo_23431
OG0000469	NEMVE09305	bflo_11324
OG0000469	NEMVE11884, NEMVE14640	bflo_04725
OG0000470	NEMVE21967	bflo_08491
OG0000471	NEMVE05341, NEMVE24949, NEMVE11487	bflo_06159, bflo_05125
OG0000472	NEMVE20356, NEMVE23755, NEMVE16025, NEMVE01070, NEMVE13924	bflo_20370, bflo_20857, bflo_17690, bflo_02139
OG0000475	NEMVE06628	bflo_02919
OG0000476	NEMVE26012, NEMVE14062	bflo_17083
OG0000476	NEMVE18829	bflo_06569, bflo_06568, bflo_06570
OG0000477	NEMVE01151	bflo_02512
OG0000477	NEMVE06227, NEMVE19028, NEMVE02504	bflo_19348, bflo_27296, bflo_19342
OG0000478	NEMVE07361, NEMVE10350	bflo_13973, bflo_13972, bflo_22125
OG0000479	NEMVE08501	bflo_17734
OG0000479	NEMVE01571	bflo_20950
OG0000480	NEMVE15945, NEMVE13632, NEMVE03415	bflo_24500, bflo_24748
OG0000481	NEMVE14291	bflo_20169, bflo_20171
OG0000481	NEMVE08558, NEMVE19919	bflo_15712
OG0000481	NEMVE15147	bflo_07346
OG0000482	NEMVE07212	bflo_20130
OG0000482	NEMVE16583	bflo_09175
OG0000484	NEMVE01977	bflo_25251
OG0000485	NEMVE22788, NEMVE13734, NEMVE13331	bflo_18606
OG0000485	NEMVE07747, NEMVE13855, NEMVE20860, NEMVE14808	bflo_25560, bflo_16150
OG0000487	NEMVE15441	bflo_00817
OG0000488	NEMVE15686, NEMVE21984, NEMVE10971, NEMVE05317, NEMVE01783	bflo_26845, bflo_07048
OG0000489	NEMVE06997	bflo_01733
OG0000490	NEMVE10885, NEMVE01389	bflo_16287
OG0000494	NEMVE07299, NEMVE07527	bflo_21012
OG0000495	NEMVE08235, NEMVE12792, NEMVE20582, NEMVE17007, NEMVE13773, NEMVE00109	bflo_17328, bflo_17329, bflo_20028, bflo_14633, bflo_25150, bflo_26792, bflo_05352, bflo_14634, bflo_17330
OG0000496	NEMVE01918	bflo_02965, bflo_12707, bflo_13361, bflo_12706
OG0000497	NEMVE08101	bflo_09440
OG0000497	NEMVE01201	bflo_16465
OG0000498	NEMVE24427	bflo_13583
OG0000502	NEMVE25454, NEMVE16833, NEMVE23878, NEMVE15578, NEMVE18694, NEMVE08508	bflo_20513, bflo_20511, bflo_12130, bflo_18933, bflo_25086, bflo_25075
OG0000503	NEMVE05391, NEMVE14143	bflo_10348
OG0000503	NEMVE14616, NEMVE21447, NEMVE04604	bflo_17082
OG0000504	NEMVE09966	bflo_06289
OG0000505	NEMVE01165	bflo_07768
OG0000505	NEMVE08537	bflo_07767
OG0000506	NEMVE19592, NEMVE13334, NEMVE02126	bflo_22129
OG0000508	NEMVE05943	bflo_18835
OG0000508	NEMVE14310	bflo_00915
OG0000508	NEMVE00947	bflo_20411
OG0000510	NEMVE20557, NEMVE22375	bflo_00250
OG0000511	NEMVE10041	bflo_18145
OG0000513	NEMVE10614	bflo_08550
OG0000514	NEMVE02331	bflo_04358
OG0000515	NEMVE15353, NEMVE06339, NEMVE00211	bflo_07840, bflo_19448
OG0000518	NEMVE18572, NEMVE21553	bflo_27139
OG0000519	NEMVE08236, NEMVE08233	bflo_04746, bflo_19841
OG0000520	NEMVE15120, NEMVE15641	bflo_23733
OG0000521	NEMVE09570	bflo_23364
OG0000521	NEMVE23333	bflo_10380
OG0000522	NEMVE17699	bflo_10022, bflo_10021
OG0000523	NEMVE14414	bflo_20597
OG0000523	NEMVE12314, NEMVE14490, NEMVE25107	bflo_05805, bflo_15596, bflo_15930, bflo_15929, bflo_01419, bflo_01438
OG0000524	NEMVE05824, NEMVE20629	bflo_07612
OG0000525	NEMVE09218	bflo_16581
OG0000525	NEMVE08240, NEMVE00576, NEMVE09107	bflo_22957
OG0000526	NEMVE02137	bflo_03466, bflo_05443, bflo_05444, bflo_21568, bflo_09245, bflo_14836, bflo_08760, bflo_15247, bflo_13787, bflo_26442, bflo_00822, bflo_00641, bflo_26490, bflo_00115, bflo_21914, bflo_03791, bflo_21569, bflo_23707, bflo_03795, bflo_26158, bflo_15326, bflo_15248, bflo_22821
OG0000528	NEMVE01984	bflo_24671
OG0000528	NEMVE00929	bflo_07977
OG0000529	NEMVE03332	bflo_24350
OG0000530	NEMVE06599	bflo_25160
OG0000531	NEMVE14815, NEMVE12231, NEMVE01249	bflo_00390
OG0000532	NEMVE20756, NEMVE25016	bflo_01721, bflo_17770
OG0000533	NEMVE02550, NEMVE25584, NEMVE19189, NEMVE19190, NEMVE15699, NEMVE23813	bflo_06859, bflo_25618
OG0000533	NEMVE05457, NEMVE10527	bflo_20601, bflo_11898
OG0000535	NEMVE02217, NEMVE22814, NEMVE02030	bflo_23349, bflo_19394, bflo_13649, bflo_13443
OG0000536	NEMVE08621, NEMVE14814, NEMVE12841, NEMVE21129, NEMVE06646	bflo_12464, bflo_11681, bflo_11680, bflo_11682
OG0000537	NEMVE10025, NEMVE12209, NEMVE20117, NEMVE01223	bflo_26451, bflo_23567, bflo_00838, bflo_01223, bflo_02140, bflo_02205, bflo_02937, bflo_08077, bflo_08076, bflo_21616
OG0000537	NEMVE10023	bflo_21615
OG0000539	NEMVE13521, NEMVE17604	bflo_21528, bflo_22330, bflo_19729, bflo_11764, bflo_18430, bflo_04586, bflo_01715, bflo_09848, bflo_04616, bflo_10638, bflo_10636, bflo_19528, bflo_07866, bflo_08212
OG0000542	NEMVE06432	bflo_00155
OG0000542	NEMVE07119	bflo_00805
OG0000544	NEMVE07821	bflo_14131
OG0000544	NEMVE17337	bflo_07969, bflo_25327
OG0000545	NEMVE22844	bflo_18231
OG0000545	NEMVE13567	bflo_12226
OG0000547	NEMVE07087	bflo_10425, bflo_10420, bflo_11850, bflo_12128, bflo_11499, bflo_19336
OG0000548	NEMVE04844	bflo_09374
OG0000548	NEMVE06148	bflo_11390
OG0000549	NEMVE02972	bflo_06860, bflo_06875, bflo_06867
OG0000549	NEMVE17041, NEMVE07249, NEMVE12537, NEMVE17324, NEMVE10001, NEMVE05564	bflo_06869, bflo_06873
OG0000549	NEMVE13118, NEMVE14115, NEMVE08371, NEMVE04872	bflo_08772, bflo_09508, bflo_08773, bflo_17976, bflo_10802, bflo_09069, bflo_07906
OG0000550	NEMVE06631	bflo_02626, bflo_20434, bflo_02305, bflo_02304
OG0000551	NEMVE08380, NEMVE08363	bflo_12938, bflo_07425, bflo_12554
OG0000552	NEMVE21688	bflo_07608
OG0000552	NEMVE07685	bflo_14381
OG0000552	NEMVE22528	bflo_22570
OG0000553	NEMVE01847	bflo_01191
OG0000553	NEMVE02314	bflo_23301
OG0000560	NEMVE05955, NEMVE05072, NEMVE03063, NEMVE10552	bflo_21065, bflo_17516, bflo_25084, bflo_24948, bflo_24301, bflo_25087, bflo_24121, bflo_24472, bflo_25015
OG0000561	NEMVE13983	bflo_08446, bflo_27388, bflo_22174
OG0000561	NEMVE07923	bflo_22164
OG0000562	NEMVE24693	bflo_01967
OG0000562	NEMVE00965, NEMVE00354, NEMVE11153	bflo_12589, bflo_27046
OG0000564	NEMVE09523	bflo_12710
OG0000565	NEMVE07590, NEMVE08439	bflo_23423, bflo_00721, bflo_21031, bflo_25370, bflo_12816, bflo_06157, bflo_02938, bflo_02291
OG0000566	NEMVE01452	bflo_08449
OG0000566	NEMVE25701, NEMVE12453	bflo_04927
OG0000567	NEMVE14988	bflo_12747, bflo_00564
OG0000569	NEMVE21611	bflo_11769, bflo_11767, bflo_13475, bflo_16473, bflo_05421, bflo_24200, bflo_01938, bflo_00290, bflo_13737
OG0000570	NEMVE22864	bflo_05300, bflo_11340
OG0000571	NEMVE13681, NEMVE17270	bflo_05348
OG0000572	NEMVE11725, NEMVE07899	bflo_05895
OG0000572	NEMVE06248	bflo_23930
OG0000573	NEMVE07663	bflo_24510
OG0000573	NEMVE24870	bflo_06124
OG0000574	NEMVE05113, NEMVE00288	bflo_23738
OG0000574	NEMVE21832	bflo_15787
OG0000575	NEMVE02996, NEMVE04558	bflo_22268
OG0000576	NEMVE22593	bflo_00644
OG0000579	NEMVE14544, NEMVE13622, NEMVE13623	bflo_12221
OG0000580	NEMVE07001	bflo_01833, bflo_03722
OG0000581	NEMVE09955	bflo_13400
OG0000581	NEMVE11190, NEMVE03274	bflo_15589
OG0000582	NEMVE25170	bflo_16708
OG0000584	NEMVE25972, NEMVE16540, NEMVE25354, NEMVE18804	bflo_25906, bflo_25368, bflo_25269
OG0000585	NEMVE01468	bflo_12167
OG0000587	NEMVE06172	bflo_22172
OG0000587	NEMVE07185	bflo_21539
OG0000588	NEMVE17749, NEMVE01142, NEMVE19423, NEMVE22311, NEMVE14453	bflo_25659
OG0000588	NEMVE14794	bflo_18379
OG0000590	NEMVE13093	bflo_02465
OG0000590	NEMVE24419	bflo_13755
OG0000591	NEMVE09505	bflo_21592, bflo_22417
OG0000592	NEMVE07461, NEMVE13635	bflo_18259, bflo_18186, bflo_18254, bflo_09136
OG0000593	NEMVE09147	bflo_23756, bflo_12794
OG0000594	NEMVE06479	bflo_12010, bflo_04803, bflo_12009, bflo_11236
OG0000597	NEMVE01043	bflo_20762, bflo_20033
OG0000597	NEMVE17081	bflo_08218
OG0000600	NEMVE07602	bflo_17336
OG0000600	NEMVE20142, NEMVE06207	bflo_25419
OG0000601	NEMVE11702, NEMVE00524	bflo_23194, bflo_02476, bflo_02479, bflo_02475
OG0000602	NEMVE10759	bflo_21292
OG0000607	NEMVE16595	bflo_03955
OG0000609	NEMVE21819	bflo_06226
OG0000609	NEMVE20971, NEMVE21996	bflo_02450
OG0000610	NEMVE11336, NEMVE09264	bflo_06848
OG0000611	NEMVE14933	bflo_14598
OG0000611	NEMVE05786	bflo_13769
OG0000612	NEMVE12444	bflo_10795, bflo_08808
OG0000612	NEMVE05951	bflo_13076
OG0000613	NEMVE22948, NEMVE10497, NEMVE12410, NEMVE07547, NEMVE08041, NEMVE06754, NEMVE10305, NEMVE24275, NEMVE00459, NEMVE10326	bflo_06280
OG0000614	NEMVE17877	bflo_05248
OG0000614	NEMVE11934, NEMVE17876	bflo_12534, bflo_23560
OG0000615	NEMVE07646	bflo_21223
OG0000616	NEMVE10226	bflo_16048
OG0000618	NEMVE06400	bflo_06683
OG0000619	NEMVE10365	bflo_22484
OG0000622	NEMVE26021, NEMVE25823	bflo_00412, bflo_01190, bflo_25028, bflo_06144, bflo_12002, bflo_11520, bflo_09638, bflo_19540, bflo_17231, bflo_24423, bflo_02582
OG0000623	NEMVE01534	bflo_05993
OG0000623	NEMVE08660	bflo_18608, bflo_22702
OG0000624	NEMVE22364	bflo_18705
OG0000625	NEMVE09632	bflo_13602
OG0000626	NEMVE09165	bflo_01067
OG0000627	NEMVE06184	bflo_11148
OG0000628	NEMVE01732	bflo_04338
OG0000628	NEMVE14770, NEMVE01487	bflo_04756
OG0000630	NEMVE01354, NEMVE18453, NEMVE01884	bflo_19455, bflo_20594, bflo_02532, bflo_26749, bflo_19086, bflo_14072, bflo_00702, bflo_04553, bflo_01050, bflo_20664
OG0000630	NEMVE15709, NEMVE15932, NEMVE05465	bflo_18276
OG0000632	NEMVE03197	bflo_03401
OG0000633	NEMVE15822	bflo_15810, bflo_05433, bflo_06357, bflo_06920, bflo_06887, bflo_06921, bflo_06972, bflo_07875, bflo_06813, bflo_06924, bflo_09159, bflo_21204, bflo_24198
OG0000634	NEMVE11198, NEMVE11196, NEMVE09232	bflo_23919
OG0000636	NEMVE13522	bflo_10717, bflo_05158
OG0000637	NEMVE02196	bflo_18940
OG0000637	NEMVE04658	bflo_02509
OG0000637	NEMVE11757	bflo_15987
OG0000637	NEMVE22914	bflo_13690
OG0000639	NEMVE13335	bflo_00204
OG0000639	NEMVE13125, NEMVE04888	bflo_13390
OG0000642	NEMVE06951	bflo_06990
OG0000643	NEMVE06808	bflo_25724
OG0000643	NEMVE10252	bflo_20210
OG0000645	NEMVE09157	bflo_13206
OG0000645	NEMVE23952	bflo_08017
OG0000646	NEMVE08138	bflo_24088
OG0000646	NEMVE10645	bflo_12788
OG0000647	NEMVE14504, NEMVE21056	bflo_10183, bflo_23085, bflo_10185
OG0000648	NEMVE15084	bflo_12702
OG0000648	NEMVE22274	bflo_12700
OG0000649	NEMVE05779	bflo_19169, bflo_02204, bflo_23734
OG0000650	NEMVE00579, NEMVE08484, NEMVE16607	bflo_07845, bflo_02924
OG0000651	NEMVE14632	bflo_00909
OG0000652	NEMVE15799, NEMVE23302	bflo_12260
OG0000654	NEMVE10112	bflo_02577
OG0000656	NEMVE03009, NEMVE02980	bflo_11707, bflo_18480, bflo_27256
OG0000657	NEMVE20473	bflo_05123
OG0000657	NEMVE21856	bflo_05126
OG0000658	NEMVE23262, NEMVE15764	bflo_12934, bflo_19622, bflo_13653, bflo_02290, bflo_02292, bflo_03199, bflo_07680, bflo_12703, bflo_13654
OG0000660	NEMVE09574	bflo_04466
OG0000660	NEMVE22331	bflo_18320
OG0000662	NEMVE13299, NEMVE13159	bflo_09255
OG0000662	NEMVE01041	bflo_23849
OG0000664	NEMVE05215	bflo_11369
OG0000665	NEMVE13408, NEMVE06240	bflo_06772
OG0000670	NEMVE22694	bflo_21701
OG0000672	NEMVE22550, NEMVE12239	bflo_21591
OG0000672	NEMVE22511	bflo_18607
OG0000673	NEMVE22976	bflo_05947
OG0000674	NEMVE08889	bflo_03109
OG0000674	NEMVE21073, NEMVE10599	bflo_09819
OG0000676	NEMVE24025	bflo_01208
OG0000676	NEMVE10858, NEMVE20237, NEMVE10856	bflo_21661
OG0000680	NEMVE06900, NEMVE06887, NEMVE25832	bflo_11480, bflo_11478, bflo_12784, bflo_11600, bflo_11950, bflo_11953, bflo_06681, bflo_06524, bflo_11051, bflo_11738
OG0000681	NEMVE03851	bflo_15452
OG0000681	NEMVE04836	bflo_09887
OG0000682	NEMVE16780, NEMVE07021	bflo_10014
OG0000683	NEMVE21952	bflo_08553
OG0000683	NEMVE09341	bflo_25223
OG0000684	NEMVE15727, NEMVE25884, NEMVE05474	bflo_13113
OG0000685	NEMVE02060	bflo_08805
OG0000688	NEMVE16944, NEMVE03265, NEMVE10170, NEMVE06401, NEMVE06998, NEMVE07748, NEMVE22811, NEMVE25521, NEMVE03365, NEMVE12073, NEMVE04753, NEMVE12373	bflo_05068
OG0000689	NEMVE03103, NEMVE17867, NEMVE14579, NEMVE16682, NEMVE11851	bflo_01538
OG0000690	NEMVE04578	bflo_00919
OG0000690	NEMVE25619	bflo_17423
OG0000690	NEMVE08336	bflo_25725
OG0000691	NEMVE22438	bflo_13891
OG0000691	NEMVE12723	bflo_01480
OG0000692	NEMVE05252, NEMVE06220, NEMVE20255	bflo_25652
OG0000692	NEMVE18773	bflo_06417
OG0000692	NEMVE10687, NEMVE25957	bflo_16738
OG0000693	NEMVE08217, NEMVE08755	bflo_24457
OG0000693	NEMVE20668, NEMVE09217	bflo_15843
OG0000694	NEMVE18564	bflo_16417
OG0000696	NEMVE01737	bflo_01530
OG0000696	NEMVE05214, NEMVE05168, NEMVE16042	bflo_11008
OG0000697	NEMVE14547	bflo_12428
OG0000699	NEMVE06767, NEMVE22384, NEMVE24758	bflo_22458
OG0000700	NEMVE20231, NEMVE20652	bflo_03482, bflo_03666
OG0000701	NEMVE21835	bflo_10548
OG0000702	NEMVE17196	bflo_12229
OG0000703	NEMVE15172	bflo_07565
OG0000706	NEMVE06133, NEMVE16186	bflo_11940
OG0000708	NEMVE25462	bflo_25666
OG0000708	NEMVE24967	bflo_11530
OG0000709	NEMVE22208	bflo_24062
OG0000710	NEMVE10055	bflo_13156
OG0000711	NEMVE22699	bflo_03306, bflo_03574, bflo_02975, bflo_04395
OG0000715	NEMVE04746	bflo_19456
OG0000717	NEMVE21831	bflo_16636
OG0000718	NEMVE14726, NEMVE25058	bflo_19048
OG0000720	NEMVE07453	bflo_07779, bflo_07282
OG0000721	NEMVE22360	bflo_20743
OG0000721	NEMVE25732	bflo_17766
OG0000722	NEMVE02310	bflo_12630, bflo_12642
OG0000723	NEMVE02161, NEMVE02153	bflo_08599, bflo_16835, bflo_07774, bflo_07630, bflo_05135, bflo_22054
OG0000725	NEMVE13886	bflo_16019
OG0000726	NEMVE24264	bflo_19350
OG0000730	NEMVE15279	bflo_18664
OG0000730	NEMVE09750	bflo_25897
OG0000731	NEMVE07735	bflo_21630
OG0000732	NEMVE16239	bflo_21787
OG0000732	NEMVE22346	bflo_25639
OG0000733	NEMVE13174	bflo_12810
OG0000733	NEMVE00072	bflo_07935
OG0000734	NEMVE19740	bflo_15574
OG0000735	NEMVE14467	bflo_01496
OG0000737	NEMVE10658	bflo_09049
OG0000740	NEMVE01913	bflo_19201
OG0000740	NEMVE19718, NEMVE22222, NEMVE02336, NEMVE18361	bflo_18191
OG0000741	NEMVE17618, NEMVE19675	bflo_13328
OG0000743	NEMVE10602, NEMVE15509, NEMVE05453	bflo_23103
OG0000744	NEMVE09152	bflo_07888, bflo_08706, bflo_13928
OG0000745	NEMVE09518, NEMVE18143	bflo_16822, bflo_19075, bflo_22342
OG0000746	NEMVE09896	bflo_21955, bflo_21961, bflo_21963, bflo_21966
OG0000748	NEMVE07396	bflo_12750
OG0000748	NEMVE13110	bflo_00355
OG0000749	NEMVE13534	bflo_11190
OG0000750	NEMVE05904, NEMVE11347	bflo_19081
OG0000750	NEMVE04853, NEMVE04866, NEMVE22873	bflo_11013, bflo_00072, bflo_18053, bflo_18708
OG0000751	NEMVE06350	bflo_19051, bflo_18792
OG0000751	NEMVE11679, NEMVE25261, NEMVE04384, NEMVE10698, NEMVE22234, NEMVE26010	bflo_08486
OG0000752	NEMVE14796, NEMVE20340	bflo_17530
OG0000752	NEMVE15527	bflo_25764
OG0000753	NEMVE09279, NEMVE20008	bflo_07197
OG0000753	NEMVE09763	bflo_21758
OG0000754	NEMVE22557	bflo_13330, bflo_13646, bflo_27064
OG0000755	NEMVE04854	bflo_13054
OG0000756	NEMVE17524	bflo_24481, bflo_26484
OG0000756	NEMVE07841, NEMVE00130, NEMVE08531, NEMVE07837, NEMVE07856, NEMVE07852, NEMVE05305, NEMVE00351, NEMVE07843, NEMVE07857, NEMVE07838, NEMVE05291	bflo_23308
OG0000756	NEMVE00639, NEMVE08316	bflo_23505
OG0000756	NEMVE22037	bflo_01257
OG0000757	NEMVE25201	bflo_20811
OG0000757	NEMVE05970	bflo_18826, bflo_04296
OG0000759	NEMVE07127, NEMVE15354	bflo_02579, bflo_02659
OG0000761	NEMVE07056	bflo_16367
OG0000762	NEMVE08946	bflo_02491, bflo_02535
OG0000764	NEMVE12589	bflo_11618, bflo_11956, bflo_15881
OG0000765	NEMVE15020	bflo_08626
OG0000766	NEMVE13890	bflo_05997
OG0000767	NEMVE21839	bflo_14537, bflo_17883
OG0000768	NEMVE24837, NEMVE20124	bflo_12288
OG0000772	NEMVE14663, NEMVE13205	bflo_08683
OG0000772	NEMVE10521, NEMVE10515, NEMVE14130, NEMVE06923	bflo_02996, bflo_06062, bflo_13063
OG0000773	NEMVE08204	bflo_07679, bflo_07678, bflo_07054
OG0000773	NEMVE10496	bflo_26359, bflo_01755, bflo_20058
OG0000774	NEMVE18724	bflo_25631
OG0000774	NEMVE06617	bflo_23899
OG0000774	NEMVE14955, NEMVE01618	bflo_11567
OG0000775	NEMVE13607, NEMVE14906	bflo_25667, bflo_18209, bflo_17805, bflo_18208, bflo_16771, bflo_00359, bflo_15150
OG0000776	NEMVE25221, NEMVE11470, NEMVE23261	bflo_09243, bflo_19338, bflo_21158, bflo_19331, bflo_19332
OG0000777	NEMVE21910, NEMVE15143	bflo_23099
OG0000778	NEMVE13753	bflo_12322, bflo_00934, bflo_24104, bflo_24583
OG0000779	NEMVE24334	bflo_16829
OG0000779	NEMVE02313	bflo_05592
OG0000780	NEMVE09488	bflo_13962
OG0000780	NEMVE02513, NEMVE00281, NEMVE20933, NEMVE05745	bflo_02364
OG0000780	NEMVE05870	bflo_25174
OG0000781	NEMVE23221, NEMVE21745, NEMVE06147, NEMVE10644	bflo_25793, bflo_17209, bflo_17450, bflo_17842
OG0000782	NEMVE10772	bflo_25636
OG0000784	NEMVE16267	bflo_22377, bflo_22425, bflo_26168, bflo_10268, bflo_09560
OG0000787	NEMVE12098	bflo_08501
OG0000788	NEMVE01862	bflo_03223
OG0000788	NEMVE24569	bflo_02988
OG0000789	NEMVE07737, NEMVE03438, NEMVE04012, NEMVE19529	bflo_09423, bflo_18363, bflo_11778, bflo_18440, bflo_18471
OG0000789	NEMVE20059	bflo_12117
OG0000791	NEMVE13487	bflo_18766
OG0000792	NEMVE13648	bflo_08648, bflo_08645, bflo_26503, bflo_08647
OG0000792	NEMVE08948	bflo_02568
OG0000793	NEMVE19406	bflo_06217
OG0000794	NEMVE13875	bflo_20321, bflo_27324
OG0000795	NEMVE18602	bflo_15104
OG0000796	NEMVE06742	bflo_21654
OG0000797	NEMVE07332, NEMVE20914	bflo_07471
OG0000798	NEMVE05537	bflo_14240
OG0000799	NEMVE24041	bflo_10428
OG0000800	NEMVE14672, NEMVE19724, NEMVE21859, NEMVE14222, NEMVE11273, NEMVE13140, NEMVE06468	bflo_09025
OG0000802	NEMVE11136, NEMVE06054	bflo_25821, bflo_26295
OG0000803	NEMVE22189	bflo_09447, bflo_09941, bflo_00518, bflo_08756, bflo_15349
OG0000805	NEMVE08735	bflo_23872, bflo_23871, bflo_22595, bflo_22285, bflo_21225, bflo_22287, bflo_14885
OG0000807	NEMVE22960	bflo_17704
OG0000809	NEMVE22186, NEMVE08335, NEMVE12321	bflo_25858
OG0000810	NEMVE18390	bflo_25756
OG0000810	NEMVE02291	bflo_00231
OG0000811	NEMVE21518	bflo_16577
OG0000812	NEMVE19850	bflo_04832, bflo_23602
OG0000813	NEMVE25754, NEMVE22200, NEMVE24635	bflo_07088
OG0000814	NEMVE06776, NEMVE16660	bflo_08334, bflo_04758, bflo_16736, bflo_08551
OG0000815	NEMVE13365	bflo_05473
OG0000815	NEMVE13499	bflo_02427
OG0000816	NEMVE14127, NEMVE00812	bflo_18431, bflo_07555
OG0000817	NEMVE14686	bflo_00856
OG0000817	NEMVE01689, NEMVE21825	bflo_07439
OG0000817	NEMVE14311	bflo_18969
OG0000818	NEMVE08706	bflo_23425
OG0000819	NEMVE14350	bflo_10524
OG0000819	NEMVE21753, NEMVE17271, NEMVE13337, NEMVE08410, NEMVE19184, NEMVE14132	bflo_20741
OG0000819	NEMVE07543, NEMVE14834	bflo_20956
OG0000820	NEMVE08902	bflo_18733
OG0000822	NEMVE07227	bflo_03526, bflo_03719, bflo_03555, bflo_03528, bflo_09872, bflo_09868, bflo_04733
OG0000823	NEMVE00095	bflo_22163, bflo_09486
OG0000824	NEMVE05752	bflo_13274
OG0000825	NEMVE07795, NEMVE11350	bflo_15210
OG0000825	NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057	bflo_08984, bflo_09151, bflo_09150
OG0000826	NEMVE01532, NEMVE25209	bflo_13774
OG0000827	NEMVE06012	bflo_18876, bflo_03038, bflo_06200, bflo_05865, bflo_25409
OG0000828	NEMVE13102, NEMVE13594	bflo_07597
OG0000828	NEMVE15094	bflo_20839
OG0000829	NEMVE08791	bflo_10600, bflo_10308, bflo_10699
OG0000832	NEMVE01204, NEMVE18227, NEMVE20901, NEMVE16417, NEMVE04715	bflo_18479, bflo_00071, bflo_00076
OG0000833	NEMVE18727	bflo_25237
OG0000834	NEMVE05968, NEMVE05965	bflo_02857
OG0000835	NEMVE08598, NEMVE20600	bflo_03284
OG0000836	NEMVE05982	bflo_08676
OG0000836	NEMVE01499	bflo_07996, bflo_08141, bflo_07459
OG0000837	NEMVE25541	bflo_01440, bflo_15081, bflo_01439
OG0000838	NEMVE09615, NEMVE02207, NEMVE03582, NEMVE04654, NEMVE17040	bflo_09519, bflo_10354
OG0000841	NEMVE05492	bflo_13469
OG0000842	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617	bflo_26481
OG0000844	NEMVE07462	bflo_24153
OG0000845	NEMVE08579, NEMVE13814, NEMVE01849	bflo_18108
OG0000845	NEMVE19954, NEMVE05692	bflo_17447
OG0000847	NEMVE07778	bflo_21169
OG0000847	NEMVE06005, NEMVE08888	bflo_20471
OG0000848	NEMVE13752	bflo_07381
OG0000849	NEMVE14809	bflo_02361, bflo_19468
OG0000850	NEMVE15099	bflo_25536
OG0000850	NEMVE21917	bflo_08991
OG0000851	NEMVE05563, NEMVE23273	bflo_14102
OG0000852	NEMVE07789	bflo_13268
OG0000853	NEMVE23651	bflo_26522
OG0000854	NEMVE02919, NEMVE09672, NEMVE06236, NEMVE07456	bflo_07303, bflo_07298, bflo_18632, bflo_26078, bflo_07314, bflo_07317, bflo_07311, bflo_07307, bflo_01973, bflo_16247, bflo_16220, bflo_16222, bflo_16356, bflo_11684
OG0000856	NEMVE05473, NEMVE14626, NEMVE21694	bflo_08358, bflo_22469
OG0000857	NEMVE18201	bflo_03314
OG0000858	NEMVE13289	bflo_10644, bflo_11464
OG0000858	NEMVE05037	bflo_11695
OG0000858	NEMVE05877	bflo_03553
OG0000859	NEMVE19193, NEMVE00437	bflo_06258
OG0000860	NEMVE23955, NEMVE13259	bflo_15791
OG0000861	NEMVE21201, NEMVE01293, NEMVE09770, NEMVE15469, NEMVE06681, NEMVE09391	bflo_20852, bflo_20859, bflo_20860, bflo_21098, bflo_12911, bflo_22390, bflo_22416, bflo_02704, bflo_02426, bflo_06512
OG0000863	NEMVE07030, NEMVE18750, NEMVE13303, NEMVE13302, NEMVE13474, NEMVE06880	bflo_10601
OG0000863	NEMVE07145, NEMVE20946	bflo_08026, bflo_21273, bflo_02986, bflo_00151, bflo_21272, bflo_21398, bflo_06721, bflo_15485
OG0000866	NEMVE20292, NEMVE18737, NEMVE19120, NEMVE19080, NEMVE20220, NEMVE19768	bflo_00544, bflo_18651, bflo_06776, bflo_19533, bflo_17937, bflo_11290, bflo_19531, bflo_19535, bflo_17936, bflo_18919, bflo_09366, bflo_09007, bflo_09006, bflo_14664, bflo_15101, bflo_14663, bflo_15100, bflo_04437
OG0000869	NEMVE07859	bflo_24265
OG0000869	NEMVE23299	bflo_25732
OG0000870	NEMVE02461, NEMVE01574	bflo_17929, bflo_15998, bflo_15012, bflo_17767, bflo_19756
OG0000871	NEMVE16871	bflo_17545
OG0000871	NEMVE14071	bflo_10176
OG0000872	NEMVE14190	bflo_03017
OG0000873	NEMVE10811, NEMVE11481	bflo_01487
OG0000874	NEMVE13256	bflo_14069
OG0000874	NEMVE13222, NEMVE18182, NEMVE17061, NEMVE18841, NEMVE13223, NEMVE01986, NEMVE02990, NEMVE11626	bflo_12681
OG0000875	NEMVE12865	bflo_01017
OG0000875	NEMVE14079	bflo_19415
OG0000876	NEMVE02940, NEMVE11949	bflo_02085
OG0000877	NEMVE16415	bflo_12965, bflo_12968
OG0000878	NEMVE02420	bflo_03682, bflo_03630, bflo_02683
OG0000879	NEMVE13129	bflo_19083, bflo_24230, bflo_18829, bflo_05186
OG0000880	NEMVE15899	bflo_12495
OG0000881	NEMVE13265	bflo_15605
OG0000881	NEMVE14845	bflo_20101
OG0000882	NEMVE02007	bflo_04158
