Orthogroup	NEMVE	ASTMX
OG0006482	NEMVE03006	ASTMX15100
OG0006483	NEMVE17969	ASTMX12268
OG0006484	NEMVE08744, NEMVE00650	ASTMX15629, ASTMX15630
OG0006485	NEMVE22268	ASTMX05625
OG0006486	NEMVE14560	ASTMX00970
OG0006487	NEMVE07085	ASTMX19663
OG0006488	NEMVE02068	ASTMX20556
OG0006490	NEMVE14501	ASTMX07123
OG0006491	NEMVE05407	ASTMX09131
OG0006493	NEMVE19349	ASTMX06078
OG0006494	NEMVE14035	ASTMX06517
OG0006496	NEMVE00019	ASTMX13132
OG0006497	NEMVE24844	ASTMX04148
OG0006498	NEMVE14543	ASTMX09105
OG0006500	NEMVE07205	ASTMX01354
OG0006501	NEMVE11638, NEMVE12339, NEMVE13908	ASTMX20489
OG0006502	NEMVE23114	ASTMX03641
OG0006503	NEMVE13506	ASTMX17879
OG0006504	NEMVE14016	ASTMX09346
OG0006505	NEMVE14629	ASTMX14118
OG0006506	NEMVE14719	ASTMX07943, ASTMX07944
OG0006507	NEMVE00425, NEMVE01835	ASTMX06390
OG0006508	NEMVE08993, NEMVE21341	ASTMX20868
OG0006509	NEMVE24726	ASTMX17571
OG0006510	NEMVE15703	ASTMX21327
OG0006511	NEMVE14251	ASTMX07468
OG0006512	NEMVE22978	ASTMX17346
OG0006513	NEMVE15730	ASTMX12836
OG0006514	NEMVE21783	ASTMX14865
OG0006515	NEMVE04937	ASTMX02761
OG0006516	NEMVE06592	ASTMX04545
OG0006517	NEMVE18893, NEMVE20520	ASTMX11934
OG0006518	NEMVE13789	ASTMX04564
OG0006519	NEMVE13465	ASTMX01289
OG0006520	NEMVE22333	ASTMX13980
OG0006522	NEMVE06557, NEMVE20051	ASTMX12222, ASTMX05880
OG0006523	NEMVE25529	ASTMX06331
OG0006524	NEMVE24587, NEMVE06481	ASTMX08327
OG0006525	NEMVE22491	ASTMX04027
OG0006526	NEMVE14152	ASTMX12578
OG0006527	NEMVE08764	ASTMX22946, ASTMX16450, ASTMX16451
OG0006528	NEMVE22210	ASTMX16747
OG0006530	NEMVE02091	ASTMX01859
OG0006532	NEMVE08321	ASTMX02900
OG0006534	NEMVE19297	ASTMX18494
OG0006535	NEMVE20581	ASTMX21623
OG0006536	NEMVE17923	ASTMX04129
OG0006537	NEMVE03134, NEMVE02559	ASTMX08262
OG0006538	NEMVE23417	ASTMX18870
OG0006540	NEMVE14709	ASTMX04121
OG0006541	NEMVE16807	ASTMX10564
OG0006542	NEMVE14992, NEMVE10018	ASTMX13981
OG0006543	NEMVE14466, NEMVE04354	ASTMX20456
OG0006545	NEMVE18966	ASTMX12257
OG0006546	NEMVE05077	ASTMX21843
OG0006547	NEMVE14179	ASTMX12162
OG0006549	NEMVE14235, NEMVE01817	ASTMX13289
OG0006550	NEMVE08614	ASTMX02023
OG0006551	NEMVE18896	ASTMX09829
OG0006552	NEMVE14982	ASTMX10359
OG0006553	NEMVE08520	ASTMX04960
OG0006554	NEMVE11077	ASTMX07799
OG0006555	NEMVE16609	ASTMX00532
OG0006556	NEMVE14156	ASTMX22485, ASTMX04835
OG0006557	NEMVE13737	ASTMX00610
OG0006559	NEMVE21703	ASTMX04929, ASTMX14718
OG0006560	NEMVE18516	ASTMX10786
OG0006561	NEMVE13352	ASTMX15649
OG0006562	NEMVE14938	ASTMX04124
OG0006563	NEMVE13142	ASTMX14853
OG0006564	NEMVE13427	ASTMX05891
OG0006565	NEMVE11088	ASTMX05183, ASTMX13946
OG0006566	NEMVE18626	ASTMX21272
OG0006567	NEMVE23190	ASTMX00688
OG0006568	NEMVE19392, NEMVE19291	ASTMX11588
OG0006569	NEMVE17890	ASTMX04216
OG0006570	NEMVE14036	ASTMX00900
OG0006571	NEMVE19259	ASTMX18330
OG0006573	NEMVE24473	ASTMX15993
OG0006574	NEMVE18114	ASTMX02442
OG0006575	NEMVE17612	ASTMX03347
OG0006576	NEMVE17507	ASTMX19578
OG0006577	NEMVE17589	ASTMX02962
OG0006578	NEMVE14360	ASTMX20623, ASTMX20624
OG0006581	NEMVE04969	ASTMX05136
OG0006583	NEMVE06578	ASTMX09907
OG0006584	NEMVE13873	ASTMX01917
OG0006585	NEMVE07777, NEMVE12311, NEMVE00796	ASTMX03264
OG0006586	NEMVE02913, NEMVE05314	ASTMX00582
OG0006587	NEMVE23322	ASTMX17293
OG0006588	NEMVE02714, NEMVE13440, NEMVE13441	ASTMX22543
OG0006589	NEMVE08161	ASTMX01982
OG0006590	NEMVE05361	ASTMX01101
OG0006591	NEMVE14253, NEMVE07569	ASTMX01816
OG0006592	NEMVE02392	ASTMX19848
OG0006593	NEMVE12550	ASTMX13747
OG0006594	NEMVE14133	ASTMX10490
OG0006595	NEMVE14900	ASTMX17451
OG0006596	NEMVE21882	ASTMX15703
OG0006597	NEMVE08474, NEMVE00517	ASTMX08816
OG0006598	NEMVE20869, NEMVE13702	ASTMX03337
OG0006600	NEMVE09809, NEMVE00613	ASTMX01495
OG0006601	NEMVE21238, NEMVE06630	ASTMX11415
OG0006602	NEMVE22737	ASTMX13176
OG0006603	NEMVE13346	ASTMX16596
OG0006604	NEMVE25234	ASTMX04380
OG0006605	NEMVE14469	ASTMX19206
OG0006606	NEMVE08978	ASTMX07238
OG0006607	NEMVE07507	ASTMX07493
OG0006608	NEMVE25300, NEMVE11908	ASTMX16691, ASTMX06296
OG0006609	NEMVE01863	ASTMX17421
OG0006610	NEMVE05164	ASTMX19699
OG0006611	NEMVE03049, NEMVE05376, NEMVE20908	ASTMX17727
OG0006612	NEMVE25494	ASTMX02924
OG0006613	NEMVE23363	ASTMX21383
OG0006614	NEMVE04847	ASTMX01993
OG0006615	NEMVE08793	ASTMX12256
OG0006616	NEMVE20547, NEMVE13459	ASTMX13105
OG0006618	NEMVE09184	ASTMX02646
OG0006619	NEMVE24711	ASTMX17174
OG0006621	NEMVE02138	ASTMX03527
OG0006622	NEMVE14827	ASTMX01144
OG0006623	NEMVE12206, NEMVE10717	ASTMX00578
OG0006624	NEMVE05837, NEMVE05866, NEMVE02389	ASTMX19460
OG0006625	NEMVE16423	ASTMX17003, ASTMX17004
OG0006626	NEMVE13430	ASTMX00608
OG0006627	NEMVE24706, NEMVE17757	ASTMX01364
OG0006628	NEMVE05340	ASTMX02213, ASTMX00249
OG0006630	NEMVE14529	ASTMX22622
OG0006631	NEMVE22840	ASTMX13615
OG0006633	NEMVE10562	ASTMX18345
OG0006636	NEMVE02023	ASTMX06791
OG0006637	NEMVE09116	ASTMX01565
OG0006638	NEMVE10130	ASTMX05476
OG0006639	NEMVE14232	ASTMX05575, ASTMX21284
OG0006640	NEMVE16586	ASTMX09650
OG0006641	NEMVE23007	ASTMX01398
OG0006642	NEMVE24819, NEMVE00921	ASTMX03226
OG0006644	NEMVE09006	ASTMX21336
OG0006645	NEMVE09395	ASTMX14608
OG0006646	NEMVE12960	ASTMX04908
OG0006647	NEMVE14917	ASTMX21895
OG0006648	NEMVE20212	ASTMX11425
OG0006649	NEMVE20949	ASTMX22278
OG0006651	NEMVE24687	ASTMX03710
OG0006652	NEMVE18100, NEMVE08941	ASTMX16547
OG0006654	NEMVE10531, NEMVE00967, NEMVE02443	ASTMX10252
OG0006655	NEMVE21990	ASTMX02610
OG0006657	NEMVE07568	ASTMX13430
OG0006658	NEMVE08447, NEMVE14700	ASTMX01278
OG0006659	NEMVE14197	ASTMX08325
OG0006660	NEMVE24206	ASTMX16840, ASTMX15712
OG0006661	NEMVE20209	ASTMX06079
OG0006662	NEMVE14723	ASTMX10852
OG0006663	NEMVE25118	ASTMX20793
OG0006664	NEMVE00897	ASTMX18894
OG0006666	NEMVE15097	ASTMX14266
OG0006667	NEMVE14509	ASTMX06457
OG0006668	NEMVE13784	ASTMX08555
OG0006669	NEMVE01621, NEMVE12149	ASTMX07762
OG0006670	NEMVE14438	ASTMX08852
OG0006671	NEMVE22584	ASTMX02120
OG0006672	NEMVE07938	ASTMX03220
OG0006673	NEMVE13899	ASTMX18034, ASTMX05111
OG0006675	NEMVE04979	ASTMX17949
OG0006676	NEMVE15782	ASTMX10262
OG0006677	NEMVE22635	ASTMX10112
OG0006678	NEMVE15058	ASTMX21609
OG0006679	NEMVE22315	ASTMX01521
OG0006681	NEMVE24851	ASTMX10798
OG0006683	NEMVE16605	ASTMX17752
OG0006684	NEMVE17767	ASTMX19788
OG0006686	NEMVE25052	ASTMX07806
OG0006687	NEMVE14655	ASTMX05776
OG0006688	NEMVE02085	ASTMX02675
OG0006689	NEMVE24146, NEMVE12853	ASTMX02612
OG0006690	NEMVE23260	ASTMX15458
OG0006691	NEMVE14331	ASTMX01429
OG0006692	NEMVE14555	ASTMX15358
OG0006693	NEMVE15971	ASTMX13879
OG0006694	NEMVE06376	ASTMX03870
OG0006695	NEMVE19387	ASTMX21264
OG0006696	NEMVE22693	ASTMX04210, ASTMX04552
OG0006697	NEMVE13214	ASTMX19949, ASTMX09481
OG0006698	NEMVE24243	ASTMX14552
OG0006700	NEMVE14095	ASTMX18394
OG0006702	NEMVE14025	ASTMX04300
OG0006703	NEMVE06399	ASTMX15261
OG0006704	NEMVE09753	ASTMX03144
OG0006706	NEMVE08399	ASTMX06498
OG0006707	NEMVE18156, NEMVE12324	ASTMX05711
OG0006708	NEMVE23781	ASTMX11423
OG0006709	NEMVE06920	ASTMX12695
OG0006710	NEMVE10954	ASTMX16956
OG0006711	NEMVE11839	ASTMX17012
OG0006712	NEMVE05787	ASTMX19601
OG0006713	NEMVE06582	ASTMX15643, ASTMX17218
OG0006714	NEMVE13528	ASTMX07976
OG0006715	NEMVE23580	ASTMX14563, ASTMX06410
OG0006716	NEMVE16253	ASTMX11731
OG0006717	NEMVE17875	ASTMX04689
OG0006718	NEMVE09098	ASTMX17392
OG0006719	NEMVE25006	ASTMX11390
OG0006720	NEMVE13949	ASTMX06026
OG0006721	NEMVE24868	ASTMX18174
OG0006722	NEMVE22551	ASTMX12405
OG0006723	NEMVE13754	ASTMX13335
OG0006724	NEMVE17764, NEMVE10359	ASTMX17753
OG0006725	NEMVE05867	ASTMX09476
OG0006726	NEMVE06858	ASTMX03873
OG0006727	NEMVE14653	ASTMX20841, ASTMX20842
OG0006728	NEMVE16075	ASTMX14617
OG0006729	NEMVE17861	ASTMX05077
OG0006731	NEMVE22494	ASTMX19985
OG0006732	NEMVE14487	ASTMX22779
OG0006733	NEMVE15467	ASTMX09373, ASTMX11811
OG0006734	NEMVE14116	ASTMX04829
OG0006735	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806	ASTMX05292
OG0006736	NEMVE24623	ASTMX03650
OG0006737	NEMVE09025	ASTMX11682
OG0006738	NEMVE17102	ASTMX13600
OG0006739	NEMVE00721	ASTMX02177
OG0006741	NEMVE13385	ASTMX00781
OG0006742	NEMVE25399	ASTMX08794, ASTMX20354
OG0006743	NEMVE16849	ASTMX13436, ASTMX07092
OG0006745	NEMVE24739	ASTMX16122
OG0006749	NEMVE24563	ASTMX10213
OG0006750	NEMVE25037	ASTMX03816
OG0006751	NEMVE07529	ASTMX10960
OG0006752	NEMVE20853, NEMVE23516	ASTMX03481
OG0006753	NEMVE10471	ASTMX08486
OG0006754	NEMVE23232	ASTMX06832
OG0006755	NEMVE22112	ASTMX00482
OG0006756	NEMVE02436	ASTMX09700
OG0006757	NEMVE06921	ASTMX13935
OG0006758	NEMVE23646	ASTMX00799
OG0006759	NEMVE13478	ASTMX17468
OG0006760	NEMVE21302, NEMVE15995	ASTMX10010
OG0006762	NEMVE08950	ASTMX19374, ASTMX06557
OG0006764	NEMVE18314, NEMVE06948	ASTMX04734
OG0006765	NEMVE11490	ASTMX03547, ASTMX03548
OG0006766	NEMVE03175	ASTMX03906
OG0006768	NEMVE18868, NEMVE25762	ASTMX01848
OG0006770	NEMVE23535	ASTMX05163, ASTMX17797
OG0006772	NEMVE25240	ASTMX17412
OG0006774	NEMVE16002	ASTMX10054
OG0006775	NEMVE15139	ASTMX07700
OG0006776	NEMVE15379	ASTMX14097
OG0006777	NEMVE10884	ASTMX09376
OG0006780	NEMVE06625	ASTMX04854
OG0006787	NEMVE09873, NEMVE15414	ASTMX01901, ASTMX01425
OG0006791	NEMVE14989	ASTMX08046
OG0006827	NEMVE02172	ASTMX03162
OG0006828	NEMVE07879	ASTMX06916
OG0006829	NEMVE13112	ASTMX16614
OG0006830	NEMVE08915	ASTMX12230
OG0006831	NEMVE24859	ASTMX02537
OG0006832	NEMVE22982	ASTMX05805
OG0006833	NEMVE24233	ASTMX16981
OG0006835	NEMVE16968	ASTMX09545
OG0006837	NEMVE23801, NEMVE25442	ASTMX12356
OG0006838	NEMVE13721	ASTMX04988
OG0006842	NEMVE22104, NEMVE04435	ASTMX18470
OG0006843	NEMVE13226	ASTMX15344, ASTMX15343
OG0006844	NEMVE13224	ASTMX05150
OG0006845	NEMVE17371	ASTMX22497, ASTMX18536
OG0006846	NEMVE24794	ASTMX04852
OG0006847	NEMVE13304	ASTMX05035
OG0006848	NEMVE16167	ASTMX02777, ASTMX15411
OG0006849	NEMVE22050	ASTMX10597
OG0006850	NEMVE06805	ASTMX17410
OG0006851	NEMVE25124	ASTMX10431
OG0006853	NEMVE23764	ASTMX02147
OG0006856	NEMVE09221	ASTMX15975
OG0006857	NEMVE25407	ASTMX10533
OG0006860	NEMVE18531	ASTMX08893
OG0006861	NEMVE20619, NEMVE17024	ASTMX12683
OG0006862	NEMVE23812	ASTMX04586
OG0006863	NEMVE15515	ASTMX06189
OG0006864	NEMVE08355	ASTMX14844
OG0006865	NEMVE25822	ASTMX00544
OG0006866	NEMVE08860	ASTMX15118
OG0006867	NEMVE14363	ASTMX17195
OG0006869	NEMVE16212, NEMVE00422	ASTMX04037
OG0006871	NEMVE04605, NEMVE09898	ASTMX18202
OG0006873	NEMVE01547	ASTMX19378
OG0006875	NEMVE25510	ASTMX06127
OG0006876	NEMVE02088	ASTMX11416
OG0006877	NEMVE14455	ASTMX13244
OG0006878	NEMVE07083	ASTMX16892
OG0006880	NEMVE06819	ASTMX10742
OG0006881	NEMVE07356	ASTMX18811
OG0006882	NEMVE15924	ASTMX02554
OG0006885	NEMVE22646	ASTMX15506
OG0006886	NEMVE21731	ASTMX09095, ASTMX01120
OG0006887	NEMVE06955	ASTMX11439
OG0006888	NEMVE13701, NEMVE21293	ASTMX09251
OG0006889	NEMVE13933	ASTMX07203
OG0006890	NEMVE05014	ASTMX17391
OG0006891	NEMVE04359	ASTMX19493
OG0006892	NEMVE24012, NEMVE20580	ASTMX00090
OG0006893	NEMVE17795	ASTMX07824
OG0006894	NEMVE06286, NEMVE11857	ASTMX19536
OG0006895	NEMVE06846, NEMVE12809	ASTMX01494
OG0006896	NEMVE22792	ASTMX21118, ASTMX01593
OG0006897	NEMVE10415	ASTMX03361
OG0006898	NEMVE19257	ASTMX06272
OG0006899	NEMVE06869	ASTMX19445
OG0006901	NEMVE14333	ASTMX00087
OG0006902	NEMVE18593, NEMVE20461	ASTMX14454
OG0006904	NEMVE14542	ASTMX18096
OG0006905	NEMVE07398	ASTMX21329
OG0006906	NEMVE13236	ASTMX11180
OG0006907	NEMVE24857	ASTMX21343
OG0006908	NEMVE17575	ASTMX03466
OG0006909	NEMVE07072	ASTMX01775
OG0006911	NEMVE19816	ASTMX04692
OG0006912	NEMVE18786	ASTMX03849
OG0006914	NEMVE06049	ASTMX15342
OG0006916	NEMVE23817	ASTMX16770
OG0006917	NEMVE08132	ASTMX19078
OG0006918	NEMVE15078	ASTMX16285
OG0006922	NEMVE16294, NEMVE15894	ASTMX09149, ASTMX09150
OG0006923	NEMVE13295	ASTMX08705
OG0006924	NEMVE01464	ASTMX15741
OG0006925	NEMVE13382, NEMVE02521	ASTMX08108
OG0006926	NEMVE23407	ASTMX04276
OG0006928	NEMVE09174	ASTMX20820, ASTMX17417
OG0006929	NEMVE08440	ASTMX14469
OG0006930	NEMVE25703, NEMVE25702	ASTMX18849
OG0006931	NEMVE13787	ASTMX01266
OG0006932	NEMVE05137	ASTMX01417
OG0006934	NEMVE24344	ASTMX00025
OG0006935	NEMVE13070	ASTMX18496
OG0006936	NEMVE03459, NEMVE10607	ASTMX10953
OG0006937	NEMVE21757	ASTMX14042
OG0006938	NEMVE06983	ASTMX05289
OG0006942	NEMVE13642	ASTMX13442
OG0006943	NEMVE05334	ASTMX16314
OG0006944	NEMVE06196	ASTMX02091
OG0006945	NEMVE08899	ASTMX00086, ASTMX21538
OG0006946	NEMVE14167	ASTMX14240
OG0006947	NEMVE01200	ASTMX01422
OG0006948	NEMVE13841, NEMVE20539	ASTMX02465
OG0006949	NEMVE22705	ASTMX06229
OG0006951	NEMVE22939	ASTMX12012
OG0006952	NEMVE05912	ASTMX00883
OG0006953	NEMVE17873	ASTMX13999
OG0006954	NEMVE22116	ASTMX20718
OG0006955	NEMVE06612	ASTMX07198, ASTMX07110
OG0006957	NEMVE04985	ASTMX04737
OG0006959	NEMVE12151	ASTMX03957, ASTMX19214
OG0006960	NEMVE13244	ASTMX00079
OG0006962	NEMVE14216	ASTMX00716
OG0006964	NEMVE09836	ASTMX21391
OG0006965	NEMVE21735, NEMVE20767	ASTMX06957
OG0006966	NEMVE24481	ASTMX09198
OG0006967	NEMVE19421	ASTMX07737
OG0006968	NEMVE00056	ASTMX20101
OG0006969	NEMVE15089	ASTMX15725
OG0006970	NEMVE23188	ASTMX10956, ASTMX17588
OG0006971	NEMVE23702, NEMVE20470	ASTMX14444
OG0006972	NEMVE12009	ASTMX02142
OG0006972	NEMVE13779	ASTMX02143
OG0006975	NEMVE13294	ASTMX05767
OG0006976	NEMVE05707	ASTMX01198
OG0006977	NEMVE15122	ASTMX13939
OG0006978	NEMVE08429, NEMVE20677	ASTMX03349
OG0006979	NEMVE07666	ASTMX20387
OG0006980	NEMVE14898	ASTMX08911
OG0006981	NEMVE02175	ASTMX18249
OG0006982	NEMVE06872	ASTMX06903
OG0006983	NEMVE25267	ASTMX04803
OG0006985	NEMVE04709	ASTMX08374
OG0006988	NEMVE05095	ASTMX04994
OG0006989	NEMVE14102	ASTMX13258
OG0006990	NEMVE23992	ASTMX12780
OG0006991	NEMVE25869	ASTMX17290
OG0006992	NEMVE06904	ASTMX01520
OG0006993	NEMVE25888	ASTMX15549
OG0006994	NEMVE06963	ASTMX16722
OG0006995	NEMVE10340	ASTMX13568
OG0006996	NEMVE23296	ASTMX17714
OG0006997	NEMVE23283	ASTMX16081
OG0006999	NEMVE22370, NEMVE03933	ASTMX01835
OG0007000	NEMVE24962	ASTMX15934
OG0007001	NEMVE12371	ASTMX14381
OG0007002	NEMVE25316	ASTMX16784
OG0007003	NEMVE18273	ASTMX07209, ASTMX15526
OG0007004	NEMVE25041	ASTMX09577
OG0007005	NEMVE06529	ASTMX22123
OG0007006	NEMVE25078	ASTMX06196
OG0007007	NEMVE06743	ASTMX02970
OG0007008	NEMVE08423	ASTMX15324
OG0007009	NEMVE17080	ASTMX19873
OG0007010	NEMVE07154	ASTMX11111
OG0007011	NEMVE14439	ASTMX05849
OG0007012	NEMVE08741	ASTMX09660
OG0007013	NEMVE23027, NEMVE20235	ASTMX04505
OG0007014	NEMVE07869	ASTMX08585
OG0007015	NEMVE01530	ASTMX17285
OG0007017	NEMVE09597	ASTMX21710
OG0007019	NEMVE19601	ASTMX01540
OG0007020	NEMVE13872	ASTMX09751
OG0007021	NEMVE19842, NEMVE16021	ASTMX12977
OG0007022	NEMVE13989	ASTMX05294
OG0007023	NEMVE19206	ASTMX16844
OG0007024	NEMVE22348	ASTMX00414
OG0007025	NEMVE24902	ASTMX02047
OG0007026	NEMVE10600	ASTMX05189
OG0007027	NEMVE14622	ASTMX19969
OG0007029	NEMVE14776	ASTMX00701
OG0007031	NEMVE10005	ASTMX20247
OG0007032	NEMVE08495	ASTMX00154
OG0007033	NEMVE13356	ASTMX01258
OG0007034	NEMVE13497	ASTMX14249
OG0007035	NEMVE14476	ASTMX03494, ASTMX12369
OG0007036	NEMVE22685	ASTMX13788
OG0007037	NEMVE13503	ASTMX12701
OG0007038	NEMVE05760	ASTMX01792
OG0007039	NEMVE09028, NEMVE00545	ASTMX01368, ASTMX11134
OG0007040	NEMVE13790	ASTMX09108
OG0007041	NEMVE25405, NEMVE18865	ASTMX12415, ASTMX17229
OG0007042	NEMVE18027	ASTMX10661
OG0007043	NEMVE05818	ASTMX12586
OG0007044	NEMVE13670	ASTMX08265
OG0007045	NEMVE11342	ASTMX05785
OG0007047	NEMVE23774	ASTMX00903
OG0007048	NEMVE22617	ASTMX04983, ASTMX07732
OG0007049	NEMVE24890	ASTMX02583
OG0007050	NEMVE01542	ASTMX11641
OG0007053	NEMVE21766	ASTMX17068
OG0007054	NEMVE10860	ASTMX07334
OG0007055	NEMVE15080	ASTMX13195
OG0007056	NEMVE14420	ASTMX05882
OG0007057	NEMVE14004	ASTMX12425
OG0007058	NEMVE17442	ASTMX07059
OG0007059	NEMVE21382, NEMVE22940	ASTMX01512
OG0007060	NEMVE23768	ASTMX01836
OG0007061	NEMVE02935	ASTMX10503
OG0007062	NEMVE24553	ASTMX15159
OG0007063	NEMVE09723	ASTMX10117
OG0007064	NEMVE07349	ASTMX19560
OG0007065	NEMVE22963	ASTMX06285
OG0007066	NEMVE22679	ASTMX22476
OG0007067	NEMVE22891	ASTMX08892
OG0007068	NEMVE19134	ASTMX10090
OG0007070	NEMVE14725	ASTMX03138
OG0007071	NEMVE18624	ASTMX08483
OG0007073	NEMVE14833	ASTMX19088
OG0007074	NEMVE25050	ASTMX18317
OG0007075	NEMVE25698	ASTMX15828, ASTMX07345
OG0007076	NEMVE07000, NEMVE20249	ASTMX16160
OG0007077	NEMVE15227	ASTMX11100
OG0007078	NEMVE19867	ASTMX15143
OG0007079	NEMVE25540	ASTMX04560
OG0007082	NEMVE02341	ASTMX10303
OG0007083	NEMVE23773	ASTMX00902
OG0007084	NEMVE22005	ASTMX21153
OG0007085	NEMVE25338	ASTMX02625
OG0007086	NEMVE14980, NEMVE19924	ASTMX07211
OG0007087	NEMVE07751	ASTMX08152
OG0007088	NEMVE05070	ASTMX15682
OG0007089	NEMVE11263	ASTMX02285
OG0007090	NEMVE05876	ASTMX06534, ASTMX02841
OG0007091	NEMVE13797	ASTMX11325
OG0007092	NEMVE07545	ASTMX01277
OG0007093	NEMVE13401	ASTMX22411, ASTMX21833
OG0007094	NEMVE07935	ASTMX08477
OG0007095	NEMVE15027	ASTMX09063
OG0007096	NEMVE05490	ASTMX11766, ASTMX03776
OG0007097	NEMVE14580	ASTMX19019
OG0007098	NEMVE13689	ASTMX01065
OG0007099	NEMVE24293, NEMVE20476	ASTMX18631
OG0007100	NEMVE06130	ASTMX09252
OG0007102	NEMVE05323	ASTMX09794
OG0007103	NEMVE05668, NEMVE15842	ASTMX15827
OG0007104	NEMVE06182	ASTMX02246, ASTMX12173
OG0007105	NEMVE17115	ASTMX19209
OG0007106	NEMVE14945	ASTMX00806
OG0007107	NEMVE05263	ASTMX19243
OG0007108	NEMVE13433	ASTMX12153
OG0007111	NEMVE25144	ASTMX09580, ASTMX03137
OG0007112	NEMVE10814	ASTMX05122
OG0007113	NEMVE10653	ASTMX02092, ASTMX16843
OG0007114	NEMVE09146	ASTMX13798
OG0007115	NEMVE16071	ASTMX16286
OG0007117	NEMVE22757	ASTMX15880
OG0007118	NEMVE02206	ASTMX14472
OG0007119	NEMVE02886, NEMVE13562	ASTMX05484
OG0007120	NEMVE06186	ASTMX06093
OG0007121	NEMVE25193	ASTMX18720
OG0007122	NEMVE14233	ASTMX04799
OG0007124	NEMVE10468	ASTMX09795
OG0007125	NEMVE11876, NEMVE10855	ASTMX16475
OG0007126	NEMVE22756	ASTMX14075
OG0007127	NEMVE13588	ASTMX12250, ASTMX01819
OG0007128	NEMVE13615	ASTMX15167
OG0007129	NEMVE04898	ASTMX09310, ASTMX13495
OG0007130	NEMVE25495, NEMVE21143	ASTMX16072
OG0007131	NEMVE23758, NEMVE12360	ASTMX13441
OG0007132	NEMVE06535, NEMVE12522	ASTMX04322
OG0007133	NEMVE11996, NEMVE06036	ASTMX21250
OG0007134	NEMVE13156	ASTMX16982
OG0007135	NEMVE14282	ASTMX00245
OG0007136	NEMVE08828	ASTMX05160
OG0007137	NEMVE14801	ASTMX18044
OG0007138	NEMVE09440, NEMVE12478	ASTMX13115
OG0007139	NEMVE09713	ASTMX04012
OG0007141	NEMVE14565	ASTMX17349
OG0007143	NEMVE08778, NEMVE20919	ASTMX01334
OG0007145	NEMVE19580	ASTMX08637
OG0007147	NEMVE13817	ASTMX13962
OG0007148	NEMVE22073	ASTMX17772
OG0007150	NEMVE11424	ASTMX03541
OG0007152	NEMVE25856	ASTMX14227, ASTMX14226
OG0007153	NEMVE18215	ASTMX01581
OG0007154	NEMVE23811	ASTMX04579
OG0007158	NEMVE25894	ASTMX13778, ASTMX13779
OG0007159	NEMVE15742	ASTMX02076
OG0007161	NEMVE21945	ASTMX12648, ASTMX10902
OG0007163	NEMVE16742	ASTMX14930
OG0007164	NEMVE18934	ASTMX04180
OG0007165	NEMVE14929	ASTMX02974
OG0007166	NEMVE07634	ASTMX12427
OG0007171	NEMVE22675	ASTMX19376
OG0007173	NEMVE10079	ASTMX08040
OG0007174	NEMVE07400	ASTMX15803
OG0007175	NEMVE21931	ASTMX08991
OG0007176	NEMVE05885	ASTMX19988
OG0007177	NEMVE06930	ASTMX13669
OG0007178	NEMVE09946	ASTMX03848
OG0007179	NEMVE24920	ASTMX11963
OG0007180	NEMVE22211	ASTMX07909
OG0007181	NEMVE22672, NEMVE11674	ASTMX06406, ASTMX09641
OG0007182	NEMVE25249	ASTMX03504
OG0007183	NEMVE01494, NEMVE21223	ASTMX05746
OG0007184	NEMVE13898	ASTMX04306
OG0007186	NEMVE16937	ASTMX01462
OG0007187	NEMVE13089	ASTMX05320
OG0007188	NEMVE21925	ASTMX06664
OG0007189	NEMVE08515	ASTMX20543
OG0007190	NEMVE09045	ASTMX05931
OG0007191	NEMVE04826	ASTMX21840
OG0007192	NEMVE12614	ASTMX07871
OG0007195	NEMVE21446	ASTMX16329
OG0007199	NEMVE05797	ASTMX12249, ASTMX15392
OG0007200	NEMVE18894	ASTMX15610
OG0007201	NEMVE15153, NEMVE03813	ASTMX04910
OG0007204	NEMVE22074	ASTMX05488, ASTMX20399
OG0007208	NEMVE19982	ASTMX11191
OG0007209	NEMVE06647, NEMVE25525	ASTMX11363, ASTMX15404
OG0007214	NEMVE15542, NEMVE25539	ASTMX20677
OG0007248	NEMVE05909	ASTMX11925
OG0007250	NEMVE23608	ASTMX04160
OG0007251	NEMVE08156, NEMVE08153	ASTMX21422
OG0007253	NEMVE01126	ASTMX10666, ASTMX22135
OG0007254	NEMVE23140	ASTMX14077
OG0007255	NEMVE06734	ASTMX20514
OG0007256	NEMVE11220, NEMVE11514	ASTMX11396
OG0007258	NEMVE00047, NEMVE14648	ASTMX15166
OG0007261	NEMVE06464, NEMVE10739	ASTMX18822, ASTMX21778
OG0007264	NEMVE15060	ASTMX01064
OG0007266	NEMVE15550, NEMVE00843	ASTMX02148
OG0007267	NEMVE01298	ASTMX06471
OG0007268	NEMVE08006	ASTMX21870
OG0007270	NEMVE23267	ASTMX04175, ASTMX22945
OG0007271	NEMVE14749	ASTMX06578
OG0007272	NEMVE17086	ASTMX05229
OG0007273	NEMVE22414	ASTMX07371
OG0007274	NEMVE12604, NEMVE24366	ASTMX02966
OG0007275	NEMVE14669	ASTMX12595
OG0007276	NEMVE11672	ASTMX21244
OG0007279	NEMVE24542	ASTMX12215
OG0007280	NEMVE14013	ASTMX21182
OG0007281	NEMVE23664	ASTMX19835
OG0007282	NEMVE13645	ASTMX13185
OG0007286	NEMVE05488, NEMVE09092	ASTMX18425
