Orthogroup	NEMVE	ASTMX
OG0000587	NEMVE06172	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880
OG0000587	NEMVE07185	ASTMX13819
OG0000588	NEMVE17749, NEMVE01142, NEMVE19423, NEMVE22311, NEMVE14453	ASTMX14157, ASTMX18468, ASTMX06494, ASTMX10386, ASTMX19382
OG0000588	NEMVE14794	ASTMX03016
OG0000590	NEMVE13093	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496
OG0000590	NEMVE24419	ASTMX11935, ASTMX00513
OG0000591	NEMVE09505	ASTMX06089, ASTMX06091, ASTMX09194
OG0000591	NEMVE20755	ASTMX06088
OG0000592	NEMVE07461, NEMVE13635	ASTMX15625, ASTMX01208, ASTMX00581, ASTMX20394, ASTMX11355
OG0000593	NEMVE09147	ASTMX11066, ASTMX07725, ASTMX21954, ASTMX04864, ASTMX09942, ASTMX00591, ASTMX02549, ASTMX05477, ASTMX19749
OG0000594	NEMVE06479	ASTMX12792, ASTMX14374, ASTMX18889, ASTMX12791, ASTMX14375, ASTMX18890, ASTMX10755, ASTMX00628
OG0000597	NEMVE01043	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757
OG0000597	NEMVE17081	ASTMX00247, ASTMX15148, ASTMX16916
OG0000600	NEMVE07602	ASTMX20647
OG0000601	NEMVE11702, NEMVE00524	ASTMX01445, ASTMX20990, ASTMX07640, ASTMX07641, ASTMX07642, ASTMX05034, ASTMX05939
OG0000602	NEMVE10759	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681
OG0000603	NEMVE09253	ASTMX01585, ASTMX22855
OG0000607	NEMVE16595	ASTMX02194, ASTMX15507, ASTMX16125, ASTMX15313
OG0000608	NEMVE04652	ASTMX19885
OG0000609	NEMVE21819	ASTMX09487
OG0000609	NEMVE20971, NEMVE21996	ASTMX13250
OG0000610	NEMVE11336, NEMVE09264	ASTMX09076, ASTMX07077, ASTMX09077
OG0000610	NEMVE07164, NEMVE08795, NEMVE01252	ASTMX15042
OG0000611	NEMVE14933	ASTMX07157, ASTMX09331, ASTMX05615
OG0000611	NEMVE05786	ASTMX12827
OG0000612	NEMVE12444	ASTMX10076, ASTMX09692, ASTMX18860, ASTMX09749
OG0000612	NEMVE05951	ASTMX15804
OG0000613	NEMVE22948, NEMVE10497, NEMVE12410, NEMVE07547, NEMVE08041, NEMVE06754, NEMVE10305, NEMVE24275, NEMVE00459, NEMVE10326	ASTMX03360
OG0000614	NEMVE17877, NEMVE14696, NEMVE17143, NEMVE24296, NEMVE11934, NEMVE17876	ASTMX11010
OG0000615	NEMVE07646	ASTMX21454, ASTMX20753
OG0000616	NEMVE10226	ASTMX16225
OG0000618	NEMVE19385, NEMVE10800	ASTMX02522
OG0000619	NEMVE19229, NEMVE19228, NEMVE20655	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697
OG0000619	NEMVE10365	ASTMX11692, ASTMX15038
OG0000623	NEMVE01534	ASTMX07600
OG0000623	NEMVE08660	ASTMX07831, ASTMX20139, ASTMX15503
OG0000624	NEMVE22364	ASTMX13226, ASTMX19412, ASTMX08664
OG0000625	NEMVE09632	ASTMX11301, ASTMX11304, ASTMX11302, ASTMX16523, ASTMX16522, ASTMX11303, ASTMX14967, ASTMX11878
OG0000625	NEMVE06181, NEMVE02778, NEMVE00819	ASTMX10549
OG0000626	NEMVE09165	ASTMX00847, ASTMX01224, ASTMX06433, ASTMX01759, ASTMX01760
OG0000627	NEMVE26024, NEMVE23606	ASTMX21721
OG0000627	NEMVE06184	ASTMX00646, ASTMX01724, ASTMX02960, ASTMX07039, ASTMX06195
OG0000628	NEMVE01732	ASTMX05782, ASTMX11840, ASTMX18687
OG0000628	NEMVE14770, NEMVE01487	ASTMX03435, ASTMX03434, ASTMX12380, ASTMX18405, ASTMX15898
OG0000629	NEMVE16462	ASTMX02967
OG0000629	NEMVE07693	ASTMX18251
OG0000633	NEMVE15822	ASTMX11538
OG0000634	NEMVE11198, NEMVE11196, NEMVE09232	ASTMX01056, ASTMX12422
OG0000636	NEMVE13522	ASTMX16568, ASTMX15211, ASTMX02467, ASTMX01529, ASTMX19165, ASTMX14950
OG0000637	NEMVE11757	ASTMX21369
OG0000637	NEMVE22914	ASTMX21579, ASTMX17434
OG0000639	NEMVE13335	ASTMX07088, ASTMX03393
OG0000639	NEMVE13125, NEMVE04888	ASTMX02657, ASTMX18519, ASTMX07469
OG0000642	NEMVE06951	ASTMX04214, ASTMX12313
OG0000643	NEMVE06808	ASTMX02318, ASTMX01314
OG0000643	NEMVE10252	ASTMX20408, ASTMX05940, ASTMX03512
OG0000644	NEMVE16752, NEMVE18367, NEMVE09302, NEMVE23922, NEMVE18366	ASTMX16962, ASTMX21496, ASTMX18112, ASTMX07459
OG0000645	NEMVE09157	ASTMX12833, ASTMX02606
OG0000645	NEMVE23952	ASTMX18567, ASTMX05124
OG0000646	NEMVE08138	ASTMX06884, ASTMX16478, ASTMX02676
OG0000646	NEMVE10645	ASTMX07029, ASTMX07086, ASTMX20232
OG0000647	NEMVE14504, NEMVE21056	ASTMX17066, ASTMX19826, ASTMX06640, ASTMX12729, ASTMX12730
OG0000648	NEMVE15084	ASTMX22428, ASTMX02643
OG0000648	NEMVE22274	ASTMX15128, ASTMX02551
OG0000649	NEMVE05779	ASTMX09392, ASTMX04774, ASTMX18484, ASTMX18485, ASTMX01888
OG0000650	NEMVE00579, NEMVE08484	ASTMX12731, ASTMX05353, ASTMX08700, ASTMX08975, ASTMX20574, ASTMX08278, ASTMX16890, ASTMX00837, ASTMX13841
OG0000651	NEMVE14632	ASTMX17737, ASTMX05303, ASTMX08641
OG0000652	NEMVE23302	ASTMX06378
OG0000653	NEMVE18279	ASTMX20196, ASTMX12008
OG0000653	NEMVE23026	ASTMX16680, ASTMX08281, ASTMX18100, ASTMX03946, ASTMX02496, ASTMX13550, ASTMX18970, ASTMX13180, ASTMX06484
OG0000654	NEMVE10112	ASTMX13738, ASTMX11052, ASTMX19746, ASTMX10206, ASTMX17145, ASTMX00164
OG0000657	NEMVE12346, NEMVE25351, NEMVE21856	ASTMX12483, ASTMX19401
OG0000660	NEMVE09574	ASTMX00650, ASTMX17867
OG0000660	NEMVE22331	ASTMX14506, ASTMX05874
OG0000661	NEMVE16330, NEMVE23743	ASTMX20064, ASTMX13172, ASTMX22694, ASTMX19430, ASTMX21560, ASTMX20894, ASTMX21559, ASTMX20895, ASTMX21484, ASTMX20961, ASTMX20959, ASTMX21485, ASTMX17363, ASTMX15700, ASTMX10414, ASTMX10410, ASTMX10411
OG0000662	NEMVE13299, NEMVE13159	ASTMX17885
OG0000662	NEMVE01041	ASTMX16404, ASTMX12633, ASTMX19890, ASTMX07727
OG0000663	NEMVE12167	ASTMX22176
OG0000664	NEMVE05215	ASTMX04014, ASTMX05721, ASTMX16074, ASTMX00707
OG0000664	NEMVE23867	ASTMX05443, ASTMX20094
OG0000665	NEMVE13408, NEMVE06240	ASTMX00639, ASTMX14293, ASTMX19003, ASTMX12074, ASTMX09156, ASTMX14734, ASTMX03383
OG0000667	NEMVE23519, NEMVE25804, NEMVE01425, NEMVE25902, NEMVE01608, NEMVE05691	ASTMX20350, ASTMX23022, ASTMX21283
OG0000670	NEMVE22694	ASTMX20785, ASTMX03449, ASTMX08812, ASTMX09574, ASTMX02280, ASTMX21360, ASTMX21701, ASTMX18201
OG0000672	NEMVE12239	ASTMX06515, ASTMX05666
OG0000672	NEMVE22511	ASTMX04882
OG0000674	NEMVE08889	ASTMX09072, ASTMX11026
OG0000674	NEMVE21073, NEMVE10599	ASTMX07263, ASTMX16632, ASTMX09005
OG0000676	NEMVE24025	ASTMX00864, ASTMX18277
OG0000676	NEMVE10858, NEMVE20237, NEMVE10856	ASTMX08754, ASTMX04107, ASTMX12053, ASTMX05384
OG0000678	NEMVE13917, NEMVE20139	ASTMX01451, ASTMX04995, ASTMX12327, ASTMX19465, ASTMX12926
OG0000680	NEMVE06900, NEMVE06887, NEMVE25832	ASTMX04094, ASTMX17912, ASTMX07260, ASTMX09412
OG0000681	NEMVE03851	ASTMX16270, ASTMX14874, ASTMX04528, ASTMX09518
OG0000681	NEMVE04836	ASTMX09258, ASTMX00394
OG0000682	NEMVE17718, NEMVE16780, NEMVE07021	ASTMX11995, ASTMX12288, ASTMX10499, ASTMX07767
OG0000683	NEMVE21952	ASTMX00004, ASTMX04192
OG0000683	NEMVE09341	ASTMX14160
OG0000684	NEMVE15727, NEMVE25884, NEMVE05474	ASTMX02086, ASTMX02670, ASTMX17835, ASTMX13854
OG0000685	NEMVE02060	ASTMX19743, ASTMX06302, ASTMX05561, ASTMX15879, ASTMX18992
OG0000685	NEMVE21758	ASTMX21758
OG0000690	NEMVE04578	ASTMX00910, ASTMX12919
OG0000690	NEMVE25619	ASTMX02690
OG0000690	NEMVE08336	ASTMX17891, ASTMX22294
OG0000691	NEMVE22438	ASTMX15518
OG0000691	NEMVE12723	ASTMX17535, ASTMX19545, ASTMX15604, ASTMX00917, ASTMX18521
OG0000692	NEMVE16262, NEMVE25899, NEMVE06218, NEMVE05252, NEMVE06220, NEMVE20255	ASTMX05795
OG0000693	NEMVE08217, NEMVE08755	ASTMX01005, ASTMX05252, ASTMX09341, ASTMX22319, ASTMX13726, ASTMX10635
OG0000693	NEMVE20668, NEMVE09217	ASTMX11362
OG0000694	NEMVE18564	ASTMX03278, ASTMX14068, ASTMX09753, ASTMX09044
OG0000696	NEMVE01737	ASTMX10247
OG0000697	NEMVE14547	ASTMX20673, ASTMX15925, ASTMX22108, ASTMX19355, ASTMX01748, ASTMX13942, ASTMX09469
OG0000698	NEMVE22163, NEMVE01912, NEMVE22218	ASTMX03878
OG0000699	NEMVE13812, NEMVE21875, NEMVE05953	ASTMX12167, ASTMX03451
OG0000699	NEMVE06767, NEMVE22384, NEMVE24758	ASTMX16931, ASTMX12166
OG0000700	NEMVE20231, NEMVE20652	ASTMX14574, ASTMX08885, ASTMX10307, ASTMX02187, ASTMX22678, ASTMX06288, ASTMX10199, ASTMX22219
OG0000701	NEMVE21835	ASTMX20666, ASTMX10954, ASTMX11996, ASTMX15941
OG0000702	NEMVE17196	ASTMX18168, ASTMX02447, ASTMX15168, ASTMX00641, ASTMX14288
OG0000703	NEMVE15172	ASTMX02735, ASTMX03772, ASTMX19327
OG0000706	NEMVE06133, NEMVE16186	ASTMX06417, ASTMX00708
OG0000708	NEMVE25462	ASTMX20485, ASTMX07401
OG0000708	NEMVE24967	ASTMX01986, ASTMX04018
OG0000709	NEMVE22208	ASTMX03927, ASTMX01587, ASTMX01677, ASTMX01678, ASTMX12944
OG0000710	NEMVE10055	ASTMX11525, ASTMX00218, ASTMX09787, ASTMX01132, ASTMX21085, ASTMX15140
OG0000711	NEMVE22699	ASTMX10859, ASTMX02221, ASTMX06274, ASTMX00349, ASTMX10858
OG0000715	NEMVE04746	ASTMX14672, ASTMX18871, ASTMX22799, ASTMX19603, ASTMX07512, ASTMX20053, ASTMX05364
OG0000716	NEMVE01624	ASTMX07959, ASTMX03833, ASTMX05778
OG0000717	NEMVE21831	ASTMX09731, ASTMX10325, ASTMX00509, ASTMX05729, ASTMX14194, ASTMX15771, ASTMX00510
OG0000718	NEMVE14726, NEMVE25058	ASTMX00156, ASTMX21497, ASTMX08739, ASTMX06759, ASTMX18042, ASTMX01851, ASTMX22450
OG0000720	NEMVE07453	ASTMX08205, ASTMX06231
OG0000721	NEMVE22360	ASTMX09355, ASTMX10626
OG0000721	NEMVE25732	ASTMX01119, ASTMX09098, ASTMX11905, ASTMX16534
OG0000722	NEMVE02310	ASTMX11006, ASTMX22801, ASTMX12541, ASTMX04707, ASTMX03237, ASTMX11068, ASTMX03598, ASTMX02154, ASTMX08313
OG0000723	NEMVE02161, NEMVE02153	ASTMX06370, ASTMX00757, ASTMX03618
OG0000724	NEMVE05669	ASTMX14147, ASTMX14520, ASTMX08940, ASTMX16541
OG0000725	NEMVE13886	ASTMX17945, ASTMX15661, ASTMX11197
OG0000725	NEMVE15404, NEMVE03108	ASTMX12603, ASTMX18944
OG0000726	NEMVE24264	ASTMX13772, ASTMX13000, ASTMX04188, ASTMX09401
OG0000730	NEMVE15279	ASTMX20397, ASTMX07875, ASTMX13260
OG0000731	NEMVE14724	ASTMX02541, ASTMX17854, ASTMX16715, ASTMX02722
OG0000732	NEMVE16239	ASTMX04110, ASTMX08757, ASTMX08756
OG0000732	NEMVE22346	ASTMX19433, ASTMX11592, ASTMX05482
OG0000733	NEMVE13174	ASTMX13523, ASTMX10818, ASTMX05629, ASTMX01287
OG0000733	NEMVE00072	ASTMX12275, ASTMX15113, ASTMX04231
OG0000734	NEMVE19740	ASTMX19512, ASTMX21022, ASTMX19965, ASTMX01932, ASTMX22860
OG0000735	NEMVE14467	ASTMX18670, ASTMX15914, ASTMX01829, ASTMX03219
OG0000737	NEMVE10658	ASTMX07624, ASTMX11985
OG0000740	NEMVE01913	ASTMX14537, ASTMX06828, ASTMX20426, ASTMX10405
OG0000741	NEMVE19698, NEMVE25753	ASTMX17362
OG0000743	NEMVE10602, NEMVE15509, NEMVE05453	ASTMX20693, ASTMX11433, ASTMX04870
OG0000744	NEMVE09152	ASTMX02577, ASTMX08430, ASTMX13118, ASTMX02655, ASTMX15516
OG0000745	NEMVE09518, NEMVE18143	ASTMX10595
OG0000746	NEMVE08669	ASTMX17663
OG0000746	NEMVE08249, NEMVE17603	ASTMX07607
OG0000748	NEMVE13110	ASTMX16043
OG0000749	NEMVE13534	ASTMX16104, ASTMX05800, ASTMX02758, ASTMX16105, ASTMX04430
OG0000750	NEMVE05904, NEMVE11347	ASTMX00934, ASTMX08372
OG0000751	NEMVE06350	ASTMX20516, ASTMX04152, ASTMX15696
OG0000751	NEMVE22234, NEMVE26010	ASTMX19712, ASTMX07901
OG0000752	NEMVE15527	ASTMX06480, ASTMX04128
OG0000753	NEMVE09279, NEMVE20008	ASTMX22178, ASTMX21967
OG0000753	NEMVE09763	ASTMX20031, ASTMX02344, ASTMX11178
OG0000755	NEMVE04854	ASTMX12763, ASTMX09944, ASTMX09713, ASTMX10144
OG0000756	NEMVE17524	ASTMX17607
OG0000756	NEMVE07841, NEMVE00130, NEMVE08531, NEMVE07837, NEMVE07856, NEMVE07852, NEMVE05305, NEMVE00351, NEMVE07843, NEMVE07857, NEMVE07838, NEMVE05291, NEMVE00639, NEMVE08316	ASTMX08072
OG0000757	NEMVE25201	ASTMX17086
OG0000757	NEMVE05970	ASTMX05445
OG0000759	NEMVE07127, NEMVE15354	ASTMX14677, ASTMX13249, ASTMX18116, ASTMX06445, ASTMX15465, ASTMX13612, ASTMX13613
OG0000761	NEMVE07056	ASTMX04074, ASTMX18480, ASTMX02391
OG0000762	NEMVE08946	ASTMX05730, ASTMX00651
OG0000764	NEMVE08398, NEMVE01257	ASTMX06499, ASTMX03308
OG0000765	NEMVE15020	ASTMX18648, ASTMX05048
OG0000766	NEMVE13890	ASTMX11015, ASTMX06840, ASTMX04918, ASTMX08201
OG0000767	NEMVE21839	ASTMX03288, ASTMX02324, ASTMX18659, ASTMX03804
OG0000768	NEMVE24837, NEMVE20124	ASTMX07141, ASTMX00777, ASTMX22777, ASTMX20032
OG0000772	NEMVE14663, NEMVE13205	ASTMX21784
OG0000772	NEMVE10521, NEMVE10515, NEMVE14130, NEMVE06923	ASTMX06747
OG0000774	NEMVE18724	ASTMX06458
OG0000774	NEMVE06617	ASTMX12899
OG0000774	NEMVE14955, NEMVE01618	ASTMX04044
OG0000775	NEMVE13607, NEMVE14906	ASTMX08143, ASTMX19025
OG0000776	NEMVE25221, NEMVE11470, NEMVE23261	ASTMX07839, ASTMX16276, ASTMX00140, ASTMX08791, ASTMX16952
OG0000777	NEMVE21910, NEMVE15143	ASTMX11385
OG0000778	NEMVE13753	ASTMX13835, ASTMX20627, ASTMX08752, ASTMX06889, ASTMX05232, ASTMX09431, ASTMX20492, ASTMX18216, ASTMX05703
OG0000779	NEMVE24334	ASTMX03346
OG0000779	NEMVE02313	ASTMX03437, ASTMX00687, ASTMX11032, ASTMX06141
OG0000780	NEMVE09488	ASTMX01363
OG0000780	NEMVE05870	ASTMX05871
OG0000781	NEMVE23221, NEMVE21745, NEMVE06147, NEMVE10644	ASTMX01378
OG0000782	NEMVE10772	ASTMX19387, ASTMX06219, ASTMX00254
OG0000784	NEMVE16267	ASTMX13104, ASTMX16895, ASTMX00816, ASTMX16655, ASTMX03185, ASTMX16934, ASTMX19363, ASTMX06706
OG0000787	NEMVE12098	ASTMX18588, ASTMX20527, ASTMX20528, ASTMX03662, ASTMX06610, ASTMX03035, ASTMX22236
OG0000788	NEMVE01862	ASTMX03595, ASTMX18586
OG0000788	NEMVE24569	ASTMX05072, ASTMX10651, ASTMX11933, ASTMX02454
OG0000789	NEMVE07737, NEMVE03438, NEMVE04012, NEMVE19529	ASTMX05744, ASTMX05742, ASTMX21288
OG0000791	NEMVE13487	ASTMX13100, ASTMX11966, ASTMX00979, ASTMX16746, ASTMX17098
OG0000792	NEMVE08948	ASTMX01915
OG0000793	NEMVE19406	ASTMX14223, ASTMX10357, ASTMX01727, ASTMX02233, ASTMX02443, ASTMX05161, ASTMX20115
OG0000794	NEMVE13875	ASTMX18972
OG0000795	NEMVE18602	ASTMX15720
OG0000796	NEMVE12330	ASTMX20326
OG0000797	NEMVE07332, NEMVE20914	ASTMX20588, ASTMX19577
OG0000798	NEMVE05537	ASTMX21193, ASTMX11678, ASTMX10211, ASTMX11679, ASTMX06892
OG0000799	NEMVE24041	ASTMX17390, ASTMX14818, ASTMX00307, ASTMX10072, ASTMX09971, ASTMX14456, ASTMX15426
OG0000800	NEMVE06468	ASTMX03211
OG0000802	NEMVE11136, NEMVE06054	ASTMX06019, ASTMX21699, ASTMX11410, ASTMX02887, ASTMX04926, ASTMX14181, ASTMX13825, ASTMX08074, ASTMX21722, ASTMX16382, ASTMX05118, ASTMX11346
OG0000803	NEMVE22189	ASTMX01085, ASTMX17361
OG0000805	NEMVE08735	ASTMX10697, ASTMX13799, ASTMX19764, ASTMX17903, ASTMX12444, ASTMX09333, ASTMX07001, ASTMX16652
OG0000809	NEMVE12321	ASTMX06550
OG0000810	NEMVE18390	ASTMX22884, ASTMX14057
OG0000810	NEMVE02291	ASTMX12714, ASTMX07516, ASTMX17120
OG0000811	NEMVE21518	ASTMX16565
OG0000813	NEMVE25754, NEMVE22200, NEMVE24635	ASTMX04213
OG0000814	NEMVE06776, NEMVE16660	ASTMX15594, ASTMX15595
OG0000815	NEMVE13365	ASTMX05918
OG0000815	NEMVE13499	ASTMX08658
OG0000816	NEMVE14127, NEMVE00812	ASTMX01604, ASTMX07613, ASTMX14361, ASTMX03674, ASTMX12133
OG0000817	NEMVE14686	ASTMX22057
OG0000817	NEMVE01689, NEMVE21825	ASTMX12294
OG0000817	NEMVE14311	ASTMX19659
OG0000818	NEMVE25555	ASTMX15406
OG0000818	NEMVE08706	ASTMX12922, ASTMX22575, ASTMX07670, ASTMX01486, ASTMX09066
OG0000819	NEMVE14350	ASTMX14488
OG0000819	NEMVE07543, NEMVE14834	ASTMX05872, ASTMX12231
OG0000820	NEMVE08902	ASTMX12576, ASTMX21202, ASTMX17705, ASTMX08673, ASTMX00527, ASTMX23035, ASTMX11792, ASTMX15475
OG0000822	NEMVE07227	ASTMX12417, ASTMX10309, ASTMX03593, ASTMX12605
OG0000823	NEMVE00095	ASTMX19476
OG0000824	NEMVE05752	ASTMX19096, ASTMX19094, ASTMX19092, ASTMX12217, ASTMX19091, ASTMX12216, ASTMX19095
OG0000825	NEMVE07795, NEMVE11350	ASTMX14867, ASTMX09792
OG0000825	NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057	ASTMX19849, ASTMX06289
OG0000826	NEMVE01532, NEMVE25209	ASTMX19669
OG0000827	NEMVE06012	ASTMX03408, ASTMX03367
OG0000828	NEMVE13102, NEMVE13594	ASTMX13643
OG0000828	NEMVE15094	ASTMX19023
OG0000829	NEMVE08791	ASTMX20116, ASTMX18197, ASTMX04946, ASTMX13633, ASTMX12842, ASTMX02806, ASTMX14699, ASTMX09961, ASTMX19415, ASTMX04647, ASTMX18505
OG0000832	NEMVE01204, NEMVE18227, NEMVE20901, NEMVE16417, NEMVE04715	ASTMX15114, ASTMX12276, ASTMX04850
OG0000833	NEMVE18727	ASTMX16676, ASTMX17036, ASTMX20537, ASTMX17998
OG0000834	NEMVE05965	ASTMX03780
OG0000835	NEMVE10452	ASTMX11779
OG0000835	NEMVE08598, NEMVE20600	ASTMX01087, ASTMX09001, ASTMX07115, ASTMX07230
OG0000836	NEMVE01499	ASTMX14295, ASTMX00637, ASTMX02859
OG0000837	NEMVE25541	ASTMX04294, ASTMX04295, ASTMX04140, ASTMX07602, ASTMX17291
OG0000838	NEMVE09615, NEMVE02207, NEMVE03582, NEMVE04654, NEMVE17040	ASTMX09271, ASTMX02044, ASTMX09270, ASTMX02043, ASTMX16316
OG0000841	NEMVE05492	ASTMX20424, ASTMX10887, ASTMX01216, ASTMX12144
OG0000842	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617	ASTMX13270, ASTMX14600, ASTMX21767, ASTMX08674, ASTMX22831, ASTMX05913, ASTMX19115, ASTMX09604
OG0000844	NEMVE07470, NEMVE07462	ASTMX05225, ASTMX06886, ASTMX11513, ASTMX04355, ASTMX10336, ASTMX04359
OG0000845	NEMVE19954, NEMVE05692	ASTMX05855
OG0000847	NEMVE07778	ASTMX04476
OG0000847	NEMVE08888	ASTMX13199, ASTMX17255
OG0000848	NEMVE21784	ASTMX13979, ASTMX14345, ASTMX04742
OG0000848	NEMVE13752	ASTMX00257, ASTMX06224, ASTMX13366
OG0000849	NEMVE14809	ASTMX14573, ASTMX21951, ASTMX13338, ASTMX16587, ASTMX06284
OG0000850	NEMVE15099	ASTMX16693, ASTMX02820
OG0000850	NEMVE21917	ASTMX12095
OG0000851	NEMVE23273	ASTMX09789, ASTMX17144, ASTMX08263
OG0000852	NEMVE25782	ASTMX14218, ASTMX09079, ASTMX14219
OG0000852	NEMVE07789	ASTMX01973, ASTMX04325
OG0000853	NEMVE23651	ASTMX09686, ASTMX12533, ASTMX13818
OG0000854	NEMVE02919, NEMVE09672, NEMVE06236, NEMVE07456	ASTMX08448, ASTMX07266, ASTMX08447
OG0000856	NEMVE05473, NEMVE14626, NEMVE21694	ASTMX08887, ASTMX08886
OG0000857	NEMVE18201	ASTMX18737, ASTMX15778, ASTMX01089, ASTMX09003
OG0000858	NEMVE13289	ASTMX14432
OG0000858	NEMVE00856, NEMVE05037	ASTMX08402
OG0000858	NEMVE05877	ASTMX03492
OG0000859	NEMVE19193, NEMVE00437	ASTMX18557, ASTMX14932, ASTMX18996, ASTMX04905, ASTMX12394, ASTMX18622, ASTMX17513
OG0000860	NEMVE23955, NEMVE13259	ASTMX22579, ASTMX13435, ASTMX16785, ASTMX21569, ASTMX19755
OG0000861	NEMVE21201, NEMVE01293, NEMVE09770, NEMVE15469, NEMVE06681, NEMVE09391	ASTMX09840, ASTMX14709
OG0000863	NEMVE07030, NEMVE18750, NEMVE13303, NEMVE13302, NEMVE13474, NEMVE06880	ASTMX14464, ASTMX10280
OG0000866	NEMVE20292, NEMVE18737, NEMVE19120, NEMVE19080, NEMVE20220, NEMVE19768	ASTMX16257, ASTMX10404
OG0000868	NEMVE07048	ASTMX15068
OG0000868	NEMVE05531	ASTMX16949
OG0000869	NEMVE07859	ASTMX05238
OG0000869	NEMVE23299	ASTMX03029, ASTMX03031, ASTMX03030
OG0000870	NEMVE02461, NEMVE01574	ASTMX17331, ASTMX18789
OG0000871	NEMVE16871	ASTMX08820
OG0000871	NEMVE14071	ASTMX22315
OG0000872	NEMVE14190	ASTMX20999
OG0000873	NEMVE10811	ASTMX18538
OG0000873	NEMVE11481	ASTMX22220
OG0000874	NEMVE13256	ASTMX01664, ASTMX03695, ASTMX11238, ASTMX21323
OG0000874	NEMVE15310	ASTMX11237
OG0000874	NEMVE13222, NEMVE18182, NEMVE17061, NEMVE18841, NEMVE13223, NEMVE01986, NEMVE02990, NEMVE11626	ASTMX03655, ASTMX07423
OG0000875	NEMVE12865, NEMVE19619	ASTMX10227, ASTMX22128
OG0000875	NEMVE14079	ASTMX15020
OG0000877	NEMVE16415	ASTMX02085
OG0000878	NEMVE02420	ASTMX02607, ASTMX14927
OG0000879	NEMVE13129	ASTMX19602, ASTMX05400
OG0000880	NEMVE13288	ASTMX19119, ASTMX05557, ASTMX08534, ASTMX10778
OG0000881	NEMVE13265	ASTMX08736, ASTMX09138
OG0000881	NEMVE14845	ASTMX09646, ASTMX05888
OG0000882	NEMVE02007	ASTMX13018, ASTMX12618, ASTMX07464, ASTMX13019, ASTMX05010
OG0000887	NEMVE10146	ASTMX05512, ASTMX10768, ASTMX16791
OG0000888	NEMVE10813	ASTMX14224, ASTMX11928
OG0000888	NEMVE11848	ASTMX18926
OG0000889	NEMVE22565	ASTMX01303, ASTMX13535
OG0000889	NEMVE14419	ASTMX17253, ASTMX13198, ASTMX13987, ASTMX20205
OG0000890	NEMVE06371, NEMVE00333, NEMVE16346	ASTMX13028, ASTMX21054, ASTMX07291
OG0000893	NEMVE20101, NEMVE02240, NEMVE02067, NEMVE02075	ASTMX16839, ASTMX15713, ASTMX05174, ASTMX05175, ASTMX05176, ASTMX15714
OG0000894	NEMVE23274	ASTMX14915, ASTMX19186
OG0000894	NEMVE14617	ASTMX07726, ASTMX19891, ASTMX11065
OG0000896	NEMVE21907	ASTMX08984
OG0000896	NEMVE10977	ASTMX03839, ASTMX20490
OG0000897	NEMVE06224, NEMVE12475	ASTMX00619
OG0000897	NEMVE14979	ASTMX00999, ASTMX08838
OG0000898	NEMVE14546, NEMVE21727	ASTMX07406, ASTMX18529
OG0000899	NEMVE18761	ASTMX04348, ASTMX20253, ASTMX02728, ASTMX04745, ASTMX18004
OG0000904	NEMVE08753	ASTMX09306, ASTMX14881, ASTMX12135
OG0000906	NEMVE08831, NEMVE02278, NEMVE03808	ASTMX22382
OG0000907	NEMVE00986	ASTMX06533, ASTMX02843
OG0000909	NEMVE10272	ASTMX14114, ASTMX08183, ASTMX18935, ASTMX02527
OG0000911	NEMVE24020	ASTMX10186, ASTMX20068, ASTMX11057, ASTMX07865, ASTMX06052
OG0000912	NEMVE23980	ASTMX10500, ASTMX10501, ASTMX16615
OG0000912	NEMVE23705	ASTMX13041, ASTMX04397
OG0000913	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717	ASTMX04731, ASTMX14355
OG0000914	NEMVE08606	ASTMX10770, ASTMX04016, ASTMX01787, ASTMX05533, ASTMX00615
OG0000915	NEMVE05638	ASTMX19052, ASTMX06403, ASTMX16161, ASTMX09477, ASTMX05555, ASTMX07212
OG0000916	NEMVE00760, NEMVE23155, NEMVE15635	ASTMX19855, ASTMX19856, ASTMX19853, ASTMX12970, ASTMX19854, ASTMX20080, ASTMX20081, ASTMX15070, ASTMX15071, ASTMX18988, ASTMX18989, ASTMX18985, ASTMX18987, ASTMX19857, ASTMX18220, ASTMX20067, ASTMX18221, ASTMX16683, ASTMX13125, ASTMX18305, ASTMX18615
OG0000921	NEMVE04805	ASTMX13599
OG0000921	NEMVE19737, NEMVE09442	ASTMX02073
OG0000925	NEMVE21937, NEMVE05629, NEMVE00068	ASTMX10561
OG0000925	NEMVE22442, NEMVE00338	ASTMX00132, ASTMX00555
OG0000926	NEMVE13988	ASTMX09727
OG0000928	NEMVE08415, NEMVE20627	ASTMX22584, ASTMX18625, ASTMX17517, ASTMX00645, ASTMX01726
