Orthogroup	HUMAN	YEAST
OG0006503	HUMAN27658	YEAST06053
OG0006504	HUMAN26364	YEAST02866
OG0006507	HUMAN17635, HUMAN17633, HUMAN17634	YEAST02914
OG0006509	HUMAN22918, HUMAN22917	YEAST02252
OG0006511	HUMAN18612, HUMAN18611, HUMAN09163	YEAST01899
OG0006512	HUMAN20060, HUMAN20059	YEAST04169
OG0006514	HUMAN22995	YEAST05820
OG0006515	HUMAN08961	YEAST03195
OG0006516	HUMAN09318	YEAST02248
OG0006520	HUMAN07570	YEAST05914
OG0006523	HUMAN15810, HUMAN15811	YEAST04170
OG0006528	HUMAN18246	YEAST02276
OG0006532	HUMAN14164	YEAST05019
OG0006536	HUMAN14779	YEAST05130
OG0006538	HUMAN17787	YEAST02168
OG0006543	HUMAN25209	YEAST03219
OG0006544	HUMAN18899	YEAST06160
OG0006550	HUMAN02858	YEAST05541
OG0006552	HUMAN23496	YEAST02016
OG0006553	HUMAN25917	YEAST05825
OG0006554	HUMAN07135	YEAST04136
OG0006561	HUMAN08528, HUMAN08523	YEAST00874
OG0006564	HUMAN26384, HUMAN26375	YEAST05934
OG0006568	HUMAN25683	YEAST03560
OG0006569	HUMAN17062	YEAST02940
OG0006571	HUMAN23449	YEAST00795
OG0006574	HUMAN14371, HUMAN14370	YEAST06163
OG0006577	HUMAN05518, HUMAN05517	YEAST03945
OG0006578	HUMAN22134	YEAST00813
OG0006580	HUMAN12502, HUMAN12504	YEAST04957
OG0006584	HUMAN20560	YEAST01846
OG0006589	HUMAN17150	YEAST04474
OG0006594	HUMAN10868, HUMAN10810	YEAST00464
OG0006595	HUMAN03332	YEAST05577
OG0006596	HUMAN19063, HUMAN19062	YEAST03312
OG0006597	HUMAN30289	YEAST01876
OG0006598	HUMAN28610	YEAST02580
OG0006602	HUMAN14818	YEAST06259
OG0006603	HUMAN11393	YEAST05721
OG0006604	HUMAN11730, HUMAN11731	YEAST01597
OG0006607	HUMAN00747, HUMAN00746	YEAST05258
OG0006609	HUMAN27322	YEAST04231
OG0006610	HUMAN10217	YEAST04593
OG0006611	HUMAN06625	YEAST02395
OG0006613	HUMAN09458, HUMAN09457, HUMAN09459	YEAST00490
OG0006615	HUMAN13872	YEAST02695
OG0006617	HUMAN16554, HUMAN16553, HUMAN16555	YEAST02864, YEAST02189
OG0006619	HUMAN24501	YEAST03691
OG0006622	HUMAN28527, HUMAN29955	YEAST04382
OG0006625	HUMAN18256	YEAST05905
OG0006627	HUMAN13668, HUMAN13665, HUMAN13667	YEAST01553
OG0006630	HUMAN09502	YEAST05584
OG0006631	HUMAN17541	YEAST01419, YEAST04493
OG0006633	HUMAN24475	YEAST05580
OG0006636	HUMAN16299	YEAST06190
OG0006637	HUMAN13012	YEAST06011
OG0006651	HUMAN19384	YEAST03308
OG0006655	HUMAN23490, HUMAN23489	YEAST04609
OG0006658	HUMAN08547	YEAST03323
OG0006662	HUMAN05526	YEAST02707
OG0006663	HUMAN18303	YEAST04538
OG0006664	HUMAN23221	YEAST04769
OG0006667	HUMAN09839	YEAST03011
OG0006668	HUMAN17409	YEAST00040
OG0006669	HUMAN23253	YEAST05379
OG0006678	HUMAN13325, HUMAN13324	YEAST03428
OG0006681	HUMAN27423, HUMAN27424	YEAST02774
OG0006688	HUMAN07994	YEAST02298
OG0006690	HUMAN01353	YEAST00986
OG0006691	HUMAN12920, HUMAN12921	YEAST06141
OG0006692	HUMAN12863, HUMAN12864	YEAST04243
OG0006694	HUMAN25673	YEAST04074
OG0006703	HUMAN27810	YEAST04919
OG0006704	HUMAN01256	YEAST02241
OG0006706	HUMAN01180	YEAST01312
OG0006707	HUMAN20459, HUMAN20457, HUMAN20458	YEAST04448
OG0006712	HUMAN19027	YEAST01297
OG0006716	HUMAN28602, HUMAN28603, HUMAN28601	YEAST01688
OG0006717	HUMAN04736, HUMAN04735	YEAST03273, YEAST00511
OG0006722	HUMAN10116	YEAST05928
OG0006725	HUMAN20956	YEAST05141
OG0006726	HUMAN25679	YEAST01310
OG0006728	HUMAN13866, HUMAN13863, HUMAN13864, HUMAN13865	YEAST01819
OG0006730	HUMAN01413	YEAST06066
OG0006732	HUMAN17586	YEAST05092
OG0006736	HUMAN20713	YEAST03708, YEAST02845
OG0006738	HUMAN17555, HUMAN17554	YEAST03786
OG0006741	HUMAN20918	YEAST00908
OG0006752	HUMAN05470	YEAST01605
OG0006753	HUMAN08651	YEAST06210
OG0006754	HUMAN28391	YEAST05223, YEAST00660
OG0006755	HUMAN17392	YEAST03743
OG0006757	HUMAN15606, HUMAN15607, HUMAN15605	YEAST02585
OG0006758	HUMAN20524	YEAST00132
OG0006766	HUMAN30336	YEAST01711
OG0006769	HUMAN03966	YEAST04955
OG0006772	HUMAN17212	YEAST05602
OG0006775	HUMAN25975	YEAST01095
OG0006776	HUMAN12695, HUMAN12694	YEAST02455
OG0006777	HUMAN15487	YEAST05242
OG0006826	HUMAN23918, HUMAN23919	YEAST03748
OG0006830	HUMAN12476	YEAST02320
OG0006838	HUMAN10291	YEAST01244
OG0006843	HUMAN28655	YEAST03855
OG0006846	HUMAN08740, HUMAN08738	YEAST04146
OG0006853	HUMAN06735	YEAST03500
OG0006860	HUMAN11386	YEAST03798
OG0006867	HUMAN16895	YEAST03341
OG0006869	HUMAN21448, HUMAN21447	YEAST01706
OG0006874	HUMAN21129	YEAST03449
OG0006876	HUMAN01056	YEAST00384
OG0006880	HUMAN21476	YEAST04631
OG0006881	HUMAN04096, HUMAN04095	YEAST01049
OG0006887	HUMAN12500	YEAST01983
OG0006888	HUMAN25053	YEAST00485
OG0006890	HUMAN03527	YEAST02034
OG0006891	HUMAN04608	YEAST00187
OG0006892	HUMAN18023	YEAST04820
OG0006894	HUMAN13291, HUMAN13290	YEAST01360
OG0006897	HUMAN23447	YEAST00856
OG0006901	HUMAN18029, HUMAN18028	YEAST05480
OG0006906	HUMAN11694	YEAST00746
OG0006918	HUMAN28188	YEAST05610
OG0006920	HUMAN07463	YEAST02490
OG0006924	HUMAN23650	YEAST04308
OG0006927	HUMAN14265	YEAST00921
OG0006934	HUMAN07629, HUMAN07628	YEAST02053
OG0006935	HUMAN28718	YEAST02014
OG0006936	HUMAN03224	YEAST06114
OG0006937	HUMAN13657	YEAST05537
OG0006938	HUMAN20508, HUMAN20507	YEAST02536
OG0006939	HUMAN00665	YEAST01033
OG0006940	HUMAN12720, HUMAN12719	YEAST05163
OG0006942	HUMAN04879, HUMAN04878	YEAST00190
OG0006943	HUMAN03534	YEAST02583
OG0006949	HUMAN09677	YEAST00975, YEAST00256
OG0006952	HUMAN29995, HUMAN28013	YEAST02831
OG0006953	HUMAN11732	YEAST02903, YEAST04751, YEAST05739
OG0006959	HUMAN02003	YEAST01865
OG0006964	HUMAN25417	YEAST05995
OG0006966	HUMAN21659	YEAST02544
OG0006967	HUMAN20241	YEAST06235
OG0006968	HUMAN28378	YEAST03972
OG0006969	HUMAN22092, HUMAN22091	YEAST01604
OG0006971	HUMAN07273	YEAST00044
OG0006973	HUMAN25475	YEAST03793
OG0006975	HUMAN00754	YEAST02322
OG0006977	HUMAN21112	YEAST06248
OG0006978	HUMAN23552	YEAST00696
OG0006980	HUMAN21874	YEAST02173
OG0006985	HUMAN20423	YEAST03215
OG0006989	HUMAN18220	YEAST04914
OG0006991	HUMAN19260	YEAST05066
OG0006992	HUMAN03662	YEAST04657
OG0006994	HUMAN17958, HUMAN17957, HUMAN17956	YEAST05554
OG0006995	HUMAN20603	YEAST06048
OG0006997	HUMAN20334, HUMAN20333, HUMAN20332	YEAST00664
OG0006998	HUMAN13149	YEAST02509
OG0006999	HUMAN28121	YEAST03874
OG0007003	HUMAN15197	YEAST01840
OG0007005	HUMAN26374	YEAST03907
OG0007009	HUMAN28810	YEAST05645
OG0007010	HUMAN22418	YEAST01652
OG0007012	HUMAN22710	YEAST05361
OG0007013	HUMAN12055	YEAST05971
OG0007015	HUMAN19068	YEAST03053
OG0007016	HUMAN11135	YEAST05307
OG0007020	HUMAN17277, HUMAN17276	YEAST00663
OG0007024	HUMAN26989	YEAST01864
OG0007028	HUMAN02161	YEAST06312
OG0007029	HUMAN02371	YEAST05619
OG0007030	HUMAN23013, HUMAN23012	YEAST05712
OG0007033	HUMAN18746	YEAST04002
OG0007036	HUMAN24835	YEAST04799
OG0007043	HUMAN03790	YEAST02072, YEAST01064
OG0007045	HUMAN00605	YEAST01113
OG0007046	HUMAN25422, HUMAN25421	YEAST04826
OG0007049	HUMAN11321, HUMAN11320	YEAST05930
OG0007050	HUMAN22442	YEAST05668
OG0007053	HUMAN12939, HUMAN12938, HUMAN12937	YEAST05898
OG0007055	HUMAN19997	YEAST02593
OG0007057	HUMAN03899	YEAST05673
OG0007061	HUMAN03639	YEAST03247
OG0007063	HUMAN15926	YEAST04650
OG0007065	HUMAN04174, HUMAN04175	YEAST01111
OG0007071	HUMAN01176	YEAST02162
OG0007073	HUMAN18294	YEAST03946
OG0007075	HUMAN27538	YEAST00811
OG0007084	HUMAN28379	YEAST05527
OG0007089	HUMAN05186, HUMAN05187	YEAST04132
OG0007092	HUMAN08546	YEAST01811
OG0007093	HUMAN11063	YEAST01923
OG0007095	HUMAN16273	YEAST02581
OG0007097	HUMAN07307, HUMAN07306, HUMAN07305	YEAST01699
OG0007098	HUMAN11106	YEAST03783
OG0007106	HUMAN21445	YEAST00202
OG0007112	HUMAN09877	YEAST05597
OG0007114	HUMAN20779	YEAST03493
OG0007118	HUMAN25504	YEAST01120
OG0007119	HUMAN01099	YEAST05459
OG0007120	HUMAN23269, HUMAN23270	YEAST04248
OG0007121	HUMAN25080, HUMAN25079	YEAST05746
OG0007124	HUMAN17400, HUMAN17402, HUMAN17399	YEAST04818
OG0007127	HUMAN26224	YEAST04415
OG0007130	HUMAN06959	YEAST05158
OG0007131	HUMAN23398	YEAST05874
OG0007132	HUMAN28401, HUMAN28402	YEAST06078
OG0007137	HUMAN15907	YEAST00797
OG0007138	HUMAN02269	YEAST04319
OG0007139	HUMAN24643	YEAST05259
OG0007143	HUMAN16614	YEAST02636
OG0007144	HUMAN02639	YEAST04135
OG0007150	HUMAN11018	YEAST00900
OG0007154	HUMAN08481	YEAST01439
OG0007164	HUMAN21192	YEAST05557
OG0007165	HUMAN05594, HUMAN05595	YEAST04228, YEAST02514
OG0007166	HUMAN04674, HUMAN04671, HUMAN04673	YEAST05384
OG0007168	HUMAN19655, HUMAN19656	YEAST02929
OG0007182	HUMAN11844	YEAST00042
OG0007184	HUMAN28058, HUMAN28057, HUMAN28055	YEAST01512
OG0007185	HUMAN13405, HUMAN13406	YEAST01036
OG0007186	HUMAN12868	YEAST00761
OG0007192	HUMAN17983	YEAST00860
OG0007201	HUMAN24731, HUMAN24730	YEAST01721
OG0007254	HUMAN02644	YEAST00328
OG0007258	HUMAN14003	YEAST02867
OG0007264	HUMAN11107	YEAST04093
OG0007269	HUMAN16581, HUMAN16580, HUMAN16579	YEAST04522
OG0007274	HUMAN05717	YEAST04165, YEAST05634
OG0007276	HUMAN28796	YEAST02007
OG0007279	HUMAN11856	YEAST02363
OG0007282	HUMAN07231	YEAST04912
OG0007288	HUMAN22785	YEAST02949
OG0007292	HUMAN15636	YEAST05159
OG0007303	HUMAN18735	YEAST05207
OG0007307	HUMAN17065, HUMAN17066	YEAST05606
OG0007317	HUMAN17014	YEAST04084
OG0007321	HUMAN04956, HUMAN04955	YEAST05016
OG0007322	HUMAN29064	YEAST01090
OG0007325	HUMAN11525	YEAST03249
OG0007330	HUMAN05264	YEAST00633
OG0007335	HUMAN08862	YEAST06084
OG0007336	HUMAN00761	YEAST03606
OG0007341	HUMAN25872	YEAST00183
OG0007342	HUMAN28838	YEAST03859
OG0007343	HUMAN14176, HUMAN14177	YEAST00383
OG0007347	HUMAN20415	YEAST02066
OG0007349	HUMAN19722, HUMAN19724, HUMAN19723	YEAST01492
OG0007354	HUMAN23192	YEAST03378
OG0007355	HUMAN28384	YEAST02682
OG0007361	HUMAN01585, HUMAN01584	YEAST02394
OG0007363	HUMAN07700	YEAST05519
OG0007364	HUMAN20228	YEAST01959
OG0007367	HUMAN00909	YEAST01013
OG0007371	HUMAN03496	YEAST04970
OG0007376	HUMAN27825, HUMAN27824, HUMAN27826	YEAST02976
OG0007379	HUMAN08973, HUMAN08972	YEAST00967
OG0007380	HUMAN13808, HUMAN13807	YEAST00785, YEAST00666
OG0007382	HUMAN19380	YEAST01108
OG0007387	HUMAN29057	YEAST06326
OG0007393	HUMAN08660	YEAST01116
OG0007394	HUMAN15894, HUMAN15893	YEAST05998
OG0007395	HUMAN13460	YEAST00603
OG0007397	HUMAN00870	YEAST03512
OG0007399	HUMAN16123	YEAST02279
OG0007401	HUMAN05484, HUMAN30125, HUMAN05483	YEAST03451
OG0007408	HUMAN28141, HUMAN28142	YEAST03401
OG0007409	HUMAN25552	YEAST05329
OG0007411	HUMAN23662, HUMAN23663	YEAST04399
OG0007412	HUMAN17545	YEAST04822
OG0007414	HUMAN01057	YEAST01970
OG0007415	HUMAN12759	YEAST01948
OG0007417	HUMAN07346	YEAST04175
OG0007419	HUMAN12143, HUMAN12142	YEAST02667
OG0007421	HUMAN06697	YEAST00762
OG0007424	HUMAN10237	YEAST05463
OG0007425	HUMAN06193	YEAST06135
OG0007427	HUMAN03785	YEAST00763
OG0007428	HUMAN20678	YEAST01536
OG0007431	HUMAN26226	YEAST00610
OG0007439	HUMAN16947	YEAST01063
OG0007442	HUMAN00969	YEAST03687
OG0007446	HUMAN07376	YEAST04647
OG0007451	HUMAN08167, HUMAN08166	YEAST02017
OG0007454	HUMAN18226	YEAST01359
OG0007456	HUMAN07199	YEAST00931
OG0007458	HUMAN28978	YEAST02196
OG0007460	HUMAN16832, HUMAN16830, HUMAN16831, HUMAN16829	YEAST04891
OG0007463	HUMAN06999	YEAST00394
OG0007466	HUMAN09405	YEAST00806
OG0007473	HUMAN18188, HUMAN18186, HUMAN18187	YEAST03408
OG0007478	HUMAN19940	YEAST02470
OG0007482	HUMAN01581	YEAST05783
OG0007483	HUMAN25804	YEAST01187
OG0007484	HUMAN15505	YEAST00517
OG0007488	HUMAN24932	YEAST04193
OG0007491	HUMAN10273	YEAST05032
OG0007495	HUMAN19626, HUMAN19624	YEAST04536
OG0007498	HUMAN28184	YEAST00593
OG0007499	HUMAN04823	YEAST03994
OG0007504	HUMAN26616	YEAST02642
OG0007508	HUMAN29445	YEAST05759
OG0007509	HUMAN12458	YEAST03229
OG0007519	HUMAN15216, HUMAN15215	YEAST04589
OG0007528	HUMAN01170	YEAST02438
OG0007531	HUMAN23525, HUMAN23527, HUMAN23526	YEAST05725
OG0007550	HUMAN14033, HUMAN11371	YEAST03311
OG0007552	HUMAN10432, HUMAN10431, HUMAN20058	YEAST04097
OG0007591	HUMAN12931	YEAST02623
OG0007597	HUMAN07406	YEAST05244
OG0007605	HUMAN25002	YEAST04509
OG0007615	HUMAN17636	YEAST05127
OG0007618	HUMAN05174, HUMAN05173	YEAST02486
OG0007619	HUMAN21829	YEAST04342
OG0007622	HUMAN21098	YEAST01282
OG0007624	HUMAN00744	YEAST03901
OG0007645	HUMAN10615, HUMAN10616	YEAST05586
OG0007646	HUMAN29544	YEAST05572
OG0007648	HUMAN29977, HUMAN29976	YEAST03775
OG0007656	HUMAN02869	YEAST02935
OG0007657	HUMAN04204	YEAST01213
OG0007663	HUMAN19568	YEAST01133
OG0007673	HUMAN30108, HUMAN00583	YEAST04892
OG0007676	HUMAN24899	YEAST01965
OG0007685	HUMAN18793	YEAST00976
OG0007690	HUMAN27678	YEAST00054
OG0007692	HUMAN02061	YEAST05386
OG0007698	HUMAN29272	YEAST04526
OG0007701	HUMAN07269	YEAST04394
OG0007703	HUMAN22827	YEAST03290
OG0007704	HUMAN21558, HUMAN21556	YEAST01687
OG0007712	HUMAN03420	YEAST02916
OG0007722	HUMAN03285	YEAST06130
OG0007739	HUMAN01347	YEAST04408
OG0007744	HUMAN26813, HUMAN26814	YEAST04303
OG0007749	HUMAN26822	YEAST02144
OG0007751	HUMAN17117, HUMAN17120	YEAST03046
OG0007754	HUMAN21523	YEAST03550
OG0007758	HUMAN29935	YEAST04336
OG0007760	HUMAN19195	YEAST02821
OG0007766	HUMAN10523, HUMAN10522	YEAST03772, YEAST02908
OG0007767	HUMAN17614	YEAST03177
OG0007769	HUMAN10250	YEAST02589
OG0007772	HUMAN21301	YEAST05211
OG0007773	HUMAN22030	YEAST05609
OG0007783	HUMAN10560	YEAST03579
OG0007784	HUMAN12802	YEAST01170
OG0007786	HUMAN18705	YEAST01347
OG0007801	HUMAN12139, HUMAN12140, HUMAN12141	YEAST02556, YEAST00332
OG0007803	HUMAN17024	YEAST00818
OG0007810	HUMAN20972	YEAST06278
OG0007811	HUMAN21891	YEAST05686
OG0007816	HUMAN00100, HUMAN00099	YEAST00605
OG0007823	HUMAN03449	YEAST03887
OG0007825	HUMAN14275, HUMAN14274	YEAST05054
OG0007827	HUMAN16930, HUMAN16931, HUMAN16929	YEAST01279
OG0007829	HUMAN11339	YEAST02649
OG0007830	HUMAN01001	YEAST03594
OG0007831	HUMAN27771	YEAST03693
OG0007838	HUMAN19928	YEAST04312
OG0007840	HUMAN27821, HUMAN27820	YEAST02829
OG0007843	HUMAN23053, HUMAN24119	YEAST04794
OG0007848	HUMAN19483	YEAST03711
OG0007849	HUMAN08686	YEAST01915
OG0007850	HUMAN19514	YEAST01418
OG0007852	HUMAN20987, HUMAN20988, HUMAN20989	YEAST02199
OG0007854	HUMAN25144, HUMAN25143	YEAST01377
OG0007858	HUMAN27701, HUMAN27702	YEAST03196
OG0007866	HUMAN13545, HUMAN13544	YEAST06036
OG0007918	HUMAN24900, HUMAN24901	YEAST04092
OG0007941	HUMAN10746, HUMAN10745	YEAST03892
OG0007942	HUMAN14706, HUMAN14708, HUMAN14707	YEAST03545
OG0007943	HUMAN05448	YEAST03288
OG0007958	HUMAN10130	YEAST01011
OG0007971	HUMAN20515	YEAST03990
OG0007975	HUMAN00102, HUMAN00101	YEAST01243
OG0007976	HUMAN10652	YEAST02259
OG0007978	HUMAN26591, HUMAN26590	YEAST01491
OG0007982	HUMAN24581	YEAST03186
OG0007986	HUMAN23732, HUMAN23729, HUMAN23731, HUMAN23730	YEAST01263
OG0007991	HUMAN09310	YEAST02341
OG0007993	HUMAN02476	YEAST00089
OG0007995	HUMAN30442, HUMAN30445, HUMAN30643, HUMAN30641, HUMAN30642, HUMAN30644, HUMAN30645, HUMAN30640	YEAST03463
OG0007996	HUMAN05904	YEAST04079
OG0007998	HUMAN27286	YEAST00688
OG0008008	HUMAN25914	YEAST02355
OG0008020	HUMAN25874	YEAST05433
OG0008030	HUMAN20023	YEAST00039
OG0008031	HUMAN10154	YEAST04719
OG0008038	HUMAN21043	YEAST05601
OG0008045	HUMAN26584, HUMAN26585, HUMAN26582, HUMAN26580, HUMAN26583, HUMAN26581, HUMAN26586	YEAST01345
OG0008053	HUMAN26036	YEAST05804
OG0008055	HUMAN06710	YEAST05224
OG0008056	HUMAN29996	YEAST04542
OG0008069	HUMAN14189	YEAST00959
OG0008072	HUMAN00396, HUMAN00395	YEAST00552
OG0008074	HUMAN12463	YEAST05664
OG0008079	HUMAN27934	YEAST03108
OG0008085	HUMAN02875	YEAST04107
OG0008091	HUMAN07361, HUMAN07360	YEAST06200
OG0008100	HUMAN00523	YEAST03959
OG0008103	HUMAN04801, HUMAN04800	YEAST05352
OG0008104	HUMAN03550, HUMAN03549, HUMAN03551	YEAST06240
OG0008105	HUMAN16819	YEAST03324
OG0008110	HUMAN17613	YEAST00121
OG0008111	HUMAN09690	YEAST06004, YEAST05693
OG0008115	HUMAN08321	YEAST05684, YEAST06009
OG0008127	HUMAN07524	YEAST05342
OG0008136	HUMAN19121	YEAST02756
OG0008201	HUMAN21455	YEAST01163
OG0008202	HUMAN02093	YEAST06186
OG0008208	HUMAN20538	YEAST04341
OG0008219	HUMAN27873	YEAST05754
OG0008244	HUMAN10161	YEAST04999
OG0008251	HUMAN23749	YEAST01472
OG0008254	HUMAN01824	YEAST04740
OG0008267	HUMAN06220, HUMAN06219	YEAST02722
OG0008273	HUMAN11962, HUMAN11961	YEAST00628
OG0008275	HUMAN25394	YEAST05358
OG0008281	HUMAN04744	YEAST01387
OG0008307	HUMAN06155	YEAST01285
OG0008323	HUMAN28595	YEAST05718
OG0008339	HUMAN25678	YEAST03286
OG0008346	HUMAN16797	YEAST01382
OG0008348	HUMAN18638	YEAST03383
OG0008351	HUMAN12466	YEAST01276
OG0008401	HUMAN02443	YEAST02115
OG0008403	HUMAN00738	YEAST01318
OG0008404	HUMAN29395, HUMAN29394	YEAST02842
OG0008416	HUMAN08501	YEAST05168
OG0008432	HUMAN21308	YEAST01317
OG0008524	HUMAN10821	YEAST02216
OG0008533	HUMAN25516	YEAST00770
OG0008540	HUMAN01647	YEAST02219
OG0008542	HUMAN14337, HUMAN14336	YEAST00506
OG0008546	HUMAN13748, HUMAN13749	YEAST03499
OG0008601	HUMAN23784	YEAST03150
OG0008602	HUMAN16845	YEAST04166
OG0008620	HUMAN28760	YEAST00843
OG0008626	HUMAN08220	YEAST03306
OG0008645	HUMAN19088, HUMAN19089	YEAST05803
OG0008677	HUMAN20610	YEAST03567
OG0008680	HUMAN24151	YEAST02511
OG0008681	HUMAN07834	YEAST04884
OG0008685	HUMAN11457, HUMAN11458, HUMAN11459, HUMAN11460, HUMAN11461	YEAST00164
OG0008689	HUMAN14589	YEAST05237
OG0008705	HUMAN14679	YEAST06239
OG0008799	HUMAN24720	YEAST03377
OG0008816	HUMAN13931, HUMAN13932	YEAST01954
OG0008818	HUMAN14082	YEAST00271
OG0008823	HUMAN12241	YEAST03936
OG0008824	HUMAN29242, HUMAN29240	YEAST01698
OG0008861	HUMAN24421	YEAST04983
OG0008872	HUMAN01074	YEAST03799
OG0008903	HUMAN03756, HUMAN03754	YEAST01637
OG0008913	HUMAN19253, HUMAN19254, HUMAN19252	YEAST03181, YEAST03769
OG0008923	HUMAN16587	YEAST01739
OG0008946	HUMAN07520	YEAST00403
OG0008990	HUMAN26155	YEAST02040
OG0009056	HUMAN17511	YEAST00322
OG0009078	HUMAN14279	YEAST02676
OG0009099	HUMAN08800	YEAST05709
OG0009115	HUMAN14535	YEAST05628, YEAST04158
OG0009118	HUMAN22449, HUMAN22448	YEAST03618
OG0009166	HUMAN27435	YEAST03055
OG0009172	HUMAN26535	YEAST02854
OG0009182	HUMAN18573	YEAST03621
OG0009225	HUMAN26321	YEAST01052
OG0009232	HUMAN28638	YEAST04731
OG0009311	HUMAN22391	YEAST00623
OG0009315	HUMAN30592	YEAST04722
OG0009344	HUMAN25894, HUMAN25893	YEAST03868
OG0009483	HUMAN11553, HUMAN11552, HUMAN11551	YEAST05877
OG0009486	HUMAN28305	YEAST00324
OG0009590	HUMAN29800	YEAST02138
OG0009604	HUMAN11402, HUMAN11401	YEAST04803
OG0009614	HUMAN25897, HUMAN25898	YEAST00622
OG0009630	HUMAN04554	YEAST02852
OG0009649	HUMAN22602	YEAST01825
OG0009651	HUMAN02662, HUMAN02663	YEAST04775
OG0009654	HUMAN13260	YEAST04221
OG0009676	HUMAN23168	YEAST05959
OG0009737	HUMAN08207, HUMAN08209	YEAST02025
OG0009892	HUMAN14965	YEAST01082
OG0009911	HUMAN11997, HUMAN11996	YEAST03388
OG0009926	HUMAN29192	YEAST03054
OG0009994	HUMAN18924, HUMAN18923	YEAST06045
OG0010139	HUMAN25785	YEAST01045
OG0010271	HUMAN07263	YEAST03656
OG0010284	HUMAN24460, HUMAN24462, HUMAN24461, HUMAN24459	YEAST01922
OG0010323	HUMAN24110	YEAST04943
OG0010346	HUMAN08356, HUMAN08357	YEAST00902, YEAST04286
OG0010369	HUMAN28824	YEAST01224
OG0010372	HUMAN17105, HUMAN17104	YEAST02145
OG0010570	HUMAN28086, HUMAN28085	YEAST03006
OG0010643	HUMAN13584, HUMAN13583	YEAST00800
OG0010876	HUMAN19963, HUMAN19962	YEAST02678
OG0011003	HUMAN30563	YEAST03808
OG0011004	HUMAN07514, HUMAN19225	YEAST05869
OG0011258	HUMAN09231	YEAST02930
OG0011334	HUMAN29523	YEAST01779
OG0011371	HUMAN29525	YEAST01766
OG0011375	HUMAN17390, HUMAN17391	YEAST03348
OG0011414	HUMAN16780	YEAST04503
OG0011869	HUMAN20839	YEAST04156
OG0011920	HUMAN26055, HUMAN26056	YEAST05132
OG0012364	HUMAN15343	YEAST01364
OG0012438	HUMAN21317	YEAST03374
OG0012449	HUMAN24580	YEAST06083, YEAST05798
OG0012498	HUMAN05172	YEAST04109
OG0014188	HUMAN29526	YEAST01781
OG0014945	HUMAN12349	YEAST05837
OG0018258	HUMAN18728	YEAST01934
OG0021111	HUMAN07405	YEAST01340
