Orthogroup	HUMAN	NEMVE
OG0000136	HUMAN24844, HUMAN03600	NEMVE22321, NEMVE17620, NEMVE20155, NEMVE02071, NEMVE04995, NEMVE13318, NEMVE15328
OG0000137	HUMAN28180, HUMAN25590, HUMAN25594	NEMVE20817, NEMVE18407
OG0000137	HUMAN23088, HUMAN13481, HUMAN25150, HUMAN25149	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935
OG0000139	HUMAN26414	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194
OG0000140	HUMAN27223	NEMVE07307
OG0000140	HUMAN03912, HUMAN03911, HUMAN03907, HUMAN06859, HUMAN04225	NEMVE16491
OG0000145	HUMAN16162	NEMVE14111
OG0000147	HUMAN11823, HUMAN00217, HUMAN18499, HUMAN00218	NEMVE01930
OG0000147	HUMAN24559, HUMAN27635	NEMVE13815
OG0000147	HUMAN02299	NEMVE14266
OG0000147	HUMAN18714, HUMAN18712	NEMVE15010
OG0000148	HUMAN30520, HUMAN20407, HUMAN26826, HUMAN02390, HUMAN02389, HUMAN20409, HUMAN21158, HUMAN20413, HUMAN20412, HUMAN05377, HUMAN02391, HUMAN06229, HUMAN06230	NEMVE23582, NEMVE05630
OG0000149	HUMAN23614, HUMAN23616, HUMAN23619	NEMVE02950, NEMVE00060, NEMVE07321
OG0000149	HUMAN10034, HUMAN23690	NEMVE08530, NEMVE21291
OG0000149	HUMAN22790	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954
OG0000151	HUMAN14595, HUMAN29381, HUMAN29382, HUMAN24889, HUMAN01320	NEMVE14638
OG0000151	HUMAN26562, HUMAN12958, HUMAN06281, HUMAN17972, HUMAN17973	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329
OG0000151	HUMAN29073, HUMAN01218, HUMAN01219	NEMVE23696
OG0000155	HUMAN25690, HUMAN25689	NEMVE19500, NEMVE11462, NEMVE00815
OG0000155	HUMAN00775, HUMAN25228, HUMAN25227, HUMAN25225, HUMAN00773, HUMAN00771	NEMVE19985, NEMVE14842
OG0000157	HUMAN28808, HUMAN14307	NEMVE24250
OG0000157	HUMAN01369, HUMAN20932, HUMAN26487, HUMAN19863, HUMAN20935, HUMAN26485, HUMAN01368	NEMVE14302
OG0000157	HUMAN11058, HUMAN11059	NEMVE22690
OG0000158	HUMAN02259, HUMAN02258, HUMAN02257, HUMAN02214, HUMAN02213, HUMAN02058, HUMAN02060, HUMAN02059, HUMAN29068, HUMAN02261, HUMAN02256, HUMAN02260, HUMAN19321, HUMAN25759, HUMAN27804	NEMVE19203, NEMVE24928
OG0000159	HUMAN27903	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600
OG0000159	HUMAN29307	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227
OG0000159	HUMAN04389, HUMAN23217, HUMAN11668	NEMVE08562
OG0000160	HUMAN18884, HUMAN18883	NEMVE13435, NEMVE07078, NEMVE05120
OG0000160	HUMAN19901, HUMAN19900, HUMAN19910, HUMAN19911, HUMAN18777, HUMAN19703, HUMAN19833, HUMAN19781	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396
OG0000163	HUMAN20181, HUMAN13484, HUMAN13482, HUMAN13483	NEMVE23040, NEMVE12529, NEMVE24450
OG0000163	HUMAN12888, HUMAN06524, HUMAN26092	NEMVE12704, NEMVE13131
OG0000164	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006	NEMVE18535
OG0000165	HUMAN22846, HUMAN23999	NEMVE01276, NEMVE18257
OG0000166	HUMAN19484	NEMVE13422, NEMVE21827
OG0000166	HUMAN10732, HUMAN10959, HUMAN20038, HUMAN20042, HUMAN00974, HUMAN12174	NEMVE03435, NEMVE02015, NEMVE05833
OG0000168	HUMAN04352	NEMVE11950, NEMVE10581, NEMVE12729, NEMVE21914, NEMVE11814
OG0000168	HUMAN17049, HUMAN15865, HUMAN15864	NEMVE12386, NEMVE14100, NEMVE08169
OG0000169	HUMAN03065, HUMAN11979, HUMAN11981, HUMAN11980, HUMAN11869, HUMAN11789	NEMVE11847
OG0000171	HUMAN12335	NEMVE02961
OG0000171	HUMAN23027	NEMVE13315
OG0000172	HUMAN09786, HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598, HUMAN19177	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433
OG0000173	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381	NEMVE08851
OG0000174	HUMAN13871, HUMAN18009	NEMVE06970
OG0000175	HUMAN22641, HUMAN22640	NEMVE08062
OG0000175	HUMAN27828, HUMAN27827	NEMVE00450, NEMVE15112
OG0000179	HUMAN23712, HUMAN09621	NEMVE18776
OG0000179	HUMAN22996	NEMVE07348
OG0000179	HUMAN17836	NEMVE15362
OG0000180	HUMAN27480, HUMAN07523, HUMAN30008	NEMVE17226, NEMVE07670
OG0000181	HUMAN06326, HUMAN06327, HUMAN02594	NEMVE24124
OG0000181	HUMAN26916, HUMAN21065	NEMVE23021
OG0000181	HUMAN08369	NEMVE13666, NEMVE22609
OG0000182	HUMAN03114	NEMVE19657, NEMVE19159, NEMVE17733
OG0000183	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522	NEMVE11293
OG0000183	HUMAN05463	NEMVE10854
OG0000183	HUMAN19339, HUMAN19578	NEMVE13332
OG0000184	HUMAN02121	NEMVE03203, NEMVE02061
OG0000184	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543	NEMVE14657, NEMVE21989
OG0000185	HUMAN06309, HUMAN06308, HUMAN21401	NEMVE22342
OG0000185	HUMAN11020, HUMAN08224, HUMAN23184, HUMAN16695	NEMVE24028
OG0000186	HUMAN00084	NEMVE20616, NEMVE25738, NEMVE21024, NEMVE18157
OG0000186	HUMAN16942	NEMVE05720
OG0000186	HUMAN02832	NEMVE13342
OG0000188	HUMAN01044, HUMAN01045	NEMVE02174, NEMVE06434, NEMVE08702, NEMVE02205, NEMVE02239, NEMVE08353, NEMVE22726, NEMVE24815, NEMVE01623, NEMVE01520
OG0000188	HUMAN27535, HUMAN03482, HUMAN23029	NEMVE13624
OG0000188	HUMAN27536	NEMVE06764
OG0000191	HUMAN16841, HUMAN16840	NEMVE23068
OG0000191	HUMAN28068	NEMVE19938
OG0000191	HUMAN28067, HUMAN19059, HUMAN16651, HUMAN00619	NEMVE20056, NEMVE07639, NEMVE07647, NEMVE10676, NEMVE12682
OG0000192	HUMAN18173, HUMAN01281, HUMAN28989, HUMAN14173	NEMVE05593
OG0000192	HUMAN29457	NEMVE13792
OG0000192	HUMAN10321	NEMVE01940
OG0000193	HUMAN05476, HUMAN05474, HUMAN26464, HUMAN26463, HUMAN07238, HUMAN07239, HUMAN23343, HUMAN15327, HUMAN15326, HUMAN05473, HUMAN05475, HUMAN19343, HUMAN19575, HUMAN19345, HUMAN19577, HUMAN19344, HUMAN19576	NEMVE10259, NEMVE11693, NEMVE07643
OG0000194	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276	NEMVE11646, NEMVE08721
OG0000195	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624	NEMVE15098
OG0000199	HUMAN23978, HUMAN23979, HUMAN23972, HUMAN23974, HUMAN23976, HUMAN23962, HUMAN23961, HUMAN23965, HUMAN23963, HUMAN23969, HUMAN23970, HUMAN23967, HUMAN23975, HUMAN23977, HUMAN23971, HUMAN23973, HUMAN23964, HUMAN23966, HUMAN23968, HUMAN23980, HUMAN23981, HUMAN23982	NEMVE06018
OG0000200	HUMAN24423, HUMAN24424, HUMAN14051, HUMAN24422, HUMAN14049, HUMAN14047, HUMAN14044, HUMAN14039, HUMAN14041, HUMAN14045, HUMAN14043, HUMAN02149, HUMAN21772	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943
OG0000201	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555	NEMVE09097
OG0000201	HUMAN12208, HUMAN12206, HUMAN19902	NEMVE18189, NEMVE09350
OG0000202	HUMAN27583, HUMAN12787, HUMAN26515, HUMAN18114, HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794	NEMVE18137, NEMVE01256
OG0000203	HUMAN23097	NEMVE25285
OG0000203	HUMAN27942, HUMAN25548, HUMAN00779	NEMVE01883
OG0000203	HUMAN21966, HUMAN00014	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834
OG0000204	HUMAN18516	NEMVE04586, NEMVE13063
OG0000204	HUMAN05840, HUMAN05075, HUMAN18517	NEMVE08800
OG0000204	HUMAN04275, HUMAN06256, HUMAN04282, HUMAN06995, HUMAN18515, HUMAN06257, HUMAN03860	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981
OG0000205	HUMAN08496, HUMAN02469	NEMVE09132
OG0000205	HUMAN12678, HUMAN20579, HUMAN06361	NEMVE05941
OG0000205	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573
OG0000206	HUMAN03735	NEMVE15768
OG0000207	HUMAN13832, HUMAN19141, HUMAN28598, HUMAN00876, HUMAN21341, HUMAN02010	NEMVE14338, NEMVE18126
OG0000208	HUMAN19120, HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894, HUMAN11859, HUMAN11860	NEMVE01513, NEMVE06396
OG0000209	HUMAN10642, HUMAN10641	NEMVE04011, NEMVE00628, NEMVE03484, NEMVE21050, NEMVE16290, NEMVE16425, NEMVE18816
OG0000210	HUMAN01117	NEMVE14502
OG0000210	HUMAN22011, HUMAN22010	NEMVE08730
OG0000211	HUMAN05541	NEMVE13306
OG0000211	HUMAN18718	NEMVE08412
OG0000211	HUMAN23611	NEMVE13225
OG0000211	HUMAN14218, HUMAN10060	NEMVE10733
OG0000214	HUMAN12671	NEMVE18074, NEMVE19863, NEMVE25733
OG0000215	HUMAN23880, HUMAN18661	NEMVE19007
OG0000218	HUMAN21084, HUMAN05261	NEMVE06667, NEMVE11926, NEMVE02677
OG0000219	HUMAN21989	NEMVE04554, NEMVE04602
OG0000220	HUMAN03287	NEMVE15160
OG0000220	HUMAN28206	NEMVE06570, NEMVE06590
OG0000221	HUMAN21691, HUMAN00105, HUMAN00104	NEMVE01044, NEMVE13312
OG0000221	HUMAN18037, HUMAN20574	NEMVE05724
OG0000223	HUMAN28208, HUMAN16716	NEMVE05418
OG0000223	HUMAN17129, HUMAN03438, HUMAN03439, HUMAN17365	NEMVE21368, NEMVE09090
OG0000225	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061	NEMVE22802, NEMVE01960
OG0000226	HUMAN18050	NEMVE10381
OG0000226	HUMAN16817	NEMVE25655
OG0000227	HUMAN18012, HUMAN26229	NEMVE09031
OG0000227	HUMAN14350, HUMAN09613, HUMAN09611	NEMVE06657, NEMVE07158
OG0000227	HUMAN10994, HUMAN24420, HUMAN18815	NEMVE07017, NEMVE03569, NEMVE03503
OG0000228	HUMAN11712, HUMAN04553, HUMAN04552, HUMAN04548	NEMVE18402, NEMVE24491
OG0000229	HUMAN02983, HUMAN29674	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629
OG0000230	HUMAN27790, HUMAN16569	NEMVE08205
OG0000231	HUMAN30467, HUMAN17388, HUMAN22380, HUMAN04081	NEMVE09601, NEMVE01545, NEMVE09855
OG0000232	HUMAN24032, HUMAN24036, HUMAN24033, HUMAN24038, HUMAN24037, HUMAN28599, HUMAN28600, HUMAN24027, HUMAN20432	NEMVE22092
OG0000233	HUMAN28694, HUMAN28693	NEMVE05033, NEMVE16788, NEMVE03178, NEMVE08203, NEMVE11146
OG0000234	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653, HUMAN02863, HUMAN02862, HUMAN04453	NEMVE11754, NEMVE21946, NEMVE11372
OG0000235	HUMAN09679, HUMAN22334, HUMAN07552, HUMAN17686, HUMAN22277	NEMVE16102, NEMVE05387
OG0000236	HUMAN01231	NEMVE06799
OG0000236	HUMAN25711	NEMVE08450
OG0000238	HUMAN10740	NEMVE12144
OG0000238	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630, HUMAN13821	NEMVE01679, NEMVE14698, NEMVE17148
OG0000239	HUMAN12749, HUMAN02988, HUMAN18073	NEMVE15715
OG0000239	HUMAN08545	NEMVE10508, NEMVE14103
OG0000239	HUMAN12754, HUMAN26078	NEMVE08852
OG0000242	HUMAN17637, HUMAN26476	NEMVE05130
OG0000244	HUMAN24979, HUMAN06221, HUMAN20455	NEMVE23766
OG0000244	HUMAN08182, HUMAN11623, HUMAN21504, HUMAN11095, HUMAN11094, HUMAN18917, HUMAN27992	NEMVE21797, NEMVE21081, NEMVE13759
OG0000245	HUMAN04221, HUMAN06119, HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748, HUMAN13244, HUMAN12223, HUMAN12226, HUMAN15927, HUMAN20162	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204
OG0000246	HUMAN15952	NEMVE09525, NEMVE24900
OG0000250	HUMAN13349, HUMAN13351	NEMVE10051
OG0000250	HUMAN27668	NEMVE01219, NEMVE11185, NEMVE10375, NEMVE10373
OG0000250	HUMAN06114	NEMVE14142
OG0000251	HUMAN21878, HUMAN21879, HUMAN00428	NEMVE15024
OG0000251	HUMAN21880, HUMAN18381, HUMAN29671, HUMAN00112, HUMAN21687	NEMVE08878, NEMVE10840, NEMVE14021, NEMVE07657, NEMVE13061, NEMVE19405, NEMVE17535
OG0000255	HUMAN30604, HUMAN30605	NEMVE09558
OG0000255	HUMAN04286	NEMVE09130, NEMVE09131, NEMVE10975, NEMVE13921
OG0000256	HUMAN29239, HUMAN14982	NEMVE06790
OG0000257	HUMAN28535, HUMAN09663	NEMVE17110
OG0000258	HUMAN13200	NEMVE06308
OG0000258	HUMAN13201, HUMAN08490	NEMVE03906
OG0000258	HUMAN21035, HUMAN02853	NEMVE09736
OG0000258	HUMAN08489, HUMAN16922	NEMVE25195
OG0000260	HUMAN26833, HUMAN20959	NEMVE13152
OG0000260	HUMAN03777	NEMVE12262, NEMVE00014
OG0000261	HUMAN21681, HUMAN07777, HUMAN07776, HUMAN30345, HUMAN30344	NEMVE17834
OG0000263	HUMAN25246, HUMAN25245	NEMVE02731
OG0000265	HUMAN29224	NEMVE14166
OG0000265	HUMAN06212	NEMVE22133
OG0000265	HUMAN06211	NEMVE00125, NEMVE14956
OG0000266	HUMAN10487, HUMAN10486	NEMVE17970
OG0000268	HUMAN20566, HUMAN20565, HUMAN06897, HUMAN28950, HUMAN17752, HUMAN17746, HUMAN17747, HUMAN13867	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005
OG0000269	HUMAN17779, HUMAN13131, HUMAN02926	NEMVE22828, NEMVE15262
OG0000270	HUMAN19510, HUMAN19509, HUMAN25405, HUMAN08280, HUMAN08281, HUMAN08279, HUMAN15869	NEMVE06642
OG0000273	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419	NEMVE15051
OG0000273	HUMAN16753, HUMAN16752	NEMVE12092, NEMVE06102
OG0000275	HUMAN18758, HUMAN18757, HUMAN08320	NEMVE10649
OG0000275	HUMAN03545, HUMAN28702, HUMAN17534	NEMVE23270
OG0000276	HUMAN22311	NEMVE03444, NEMVE05577, NEMVE02978, NEMVE07784, NEMVE02398, NEMVE02390
OG0000277	HUMAN10958, HUMAN04583, HUMAN07256	NEMVE07555
OG0000277	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311	NEMVE05309
OG0000278	HUMAN07375	NEMVE19249
OG0000278	HUMAN12098	NEMVE19287
OG0000278	HUMAN15042, HUMAN15043	NEMVE11833
OG0000278	HUMAN16991	NEMVE13169
OG0000280	HUMAN14956, HUMAN23588, HUMAN10086	NEMVE13585, NEMVE24119, NEMVE14846
OG0000280	HUMAN09733	NEMVE14600
OG0000281	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413	NEMVE05496, NEMVE09742
OG0000281	HUMAN23769, HUMAN23090, HUMAN23089	NEMVE11485, NEMVE06109, NEMVE02781
OG0000282	HUMAN22065	NEMVE18155
OG0000282	HUMAN02951, HUMAN12498	NEMVE06711, NEMVE06725
OG0000282	HUMAN17183	NEMVE09000
OG0000282	HUMAN03610	NEMVE07044
OG0000282	HUMAN22064	NEMVE08997
OG0000282	HUMAN03422	NEMVE03120, NEMVE08986
OG0000284	HUMAN01172, HUMAN24826, HUMAN14646	NEMVE09228
OG0000285	HUMAN12968	NEMVE19602
OG0000286	HUMAN21702	NEMVE22388
OG0000286	HUMAN05817	NEMVE17190
OG0000287	HUMAN29109, HUMAN07582, HUMAN02188	NEMVE19439, NEMVE12059, NEMVE02463, NEMVE06816, NEMVE13519
OG0000288	HUMAN10017, HUMAN25535, HUMAN27850	NEMVE01052
OG0000289	HUMAN00853, HUMAN23391	NEMVE22048, NEMVE20877
OG0000295	HUMAN13492	NEMVE13612
OG0000296	HUMAN11442	NEMVE07167
OG0000296	HUMAN08613	NEMVE06937
OG0000296	HUMAN10103, HUMAN23742, HUMAN10104	NEMVE07171
OG0000296	HUMAN23238, HUMAN09898	NEMVE01953
OG0000296	HUMAN23176, HUMAN11443	NEMVE05527
OG0000297	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189	NEMVE08136, NEMVE08886
OG0000298	HUMAN18547, HUMAN19996, HUMAN04931	NEMVE13191, NEMVE05181
OG0000299	HUMAN00611, HUMAN00610, HUMAN25580	NEMVE01544, NEMVE14250
OG0000301	HUMAN22694	NEMVE06233
OG0000301	HUMAN13542	NEMVE22595, NEMVE01755, NEMVE07457, NEMVE17084, NEMVE16876, NEMVE14009
OG0000301	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693	NEMVE13830
OG0000301	HUMAN26951, HUMAN03228	NEMVE07722
OG0000302	HUMAN17995	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703
OG0000303	HUMAN15777	NEMVE00764, NEMVE09168
OG0000305	HUMAN06757	NEMVE13195
OG0000305	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374	NEMVE22819
OG0000306	HUMAN26268, HUMAN26267	NEMVE12646
OG0000307	HUMAN08959, HUMAN15785	NEMVE22339
OG0000307	HUMAN23554, HUMAN09389, HUMAN09383	NEMVE05619, NEMVE23281
OG0000308	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797	NEMVE04922
OG0000308	HUMAN00635	NEMVE02882, NEMVE07008
OG0000308	HUMAN23142	NEMVE14481, NEMVE22536
OG0000310	HUMAN29760, HUMAN29761	NEMVE21881, NEMVE10980
OG0000312	HUMAN09558, HUMAN23442	NEMVE09939
OG0000312	HUMAN29892	NEMVE17449
OG0000312	HUMAN22837, HUMAN07566	NEMVE14828
OG0000313	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849	NEMVE22122
OG0000313	HUMAN18542, HUMAN05865, HUMAN18541	NEMVE21924
OG0000313	HUMAN05866, HUMAN26880, HUMAN26879	NEMVE19582
OG0000314	HUMAN28861	NEMVE02359
OG0000314	HUMAN20239, HUMAN13015, HUMAN15940	NEMVE12383
OG0000315	HUMAN26404	NEMVE02785
OG0000315	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330	NEMVE14926, NEMVE12015
OG0000315	HUMAN26829	NEMVE07786
OG0000316	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014	NEMVE08746
OG0000316	HUMAN23728, HUMAN14541	NEMVE01734
OG0000317	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612	NEMVE20889
OG0000319	HUMAN13915	NEMVE04991, NEMVE11008, NEMVE15918, NEMVE00786
OG0000319	HUMAN27813	NEMVE03426, NEMVE08121
OG0000319	HUMAN13914	NEMVE00937
OG0000321	HUMAN01031, HUMAN28466	NEMVE02272
OG0000321	HUMAN10412	NEMVE06455
OG0000321	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629	NEMVE09403, NEMVE01701, NEMVE09405
OG0000322	HUMAN07374, HUMAN22557, HUMAN26486	NEMVE06193, NEMVE02760, NEMVE08806, NEMVE01047
OG0000323	HUMAN01778	NEMVE13071
OG0000323	HUMAN02810, HUMAN19638	NEMVE14851
OG0000325	HUMAN28586, HUMAN17795, HUMAN12672	NEMVE06503, NEMVE02181, NEMVE05508
OG0000326	HUMAN00388, HUMAN00387, HUMAN00389	NEMVE13638
OG0000328	HUMAN11141, HUMAN07966, HUMAN07965, HUMAN11142, HUMAN11137, HUMAN28259, HUMAN18956, HUMAN11136, HUMAN11140, HUMAN11139, HUMAN28261, HUMAN28260, HUMAN18955	NEMVE17398
OG0000330	HUMAN08894, HUMAN08893	NEMVE09775
OG0000331	HUMAN26603, HUMAN13510, HUMAN20180	NEMVE17290, NEMVE12074, NEMVE01823, NEMVE11437, NEMVE01340, NEMVE12493, NEMVE02334, NEMVE01386, NEMVE07186, NEMVE07520
OG0000332	HUMAN22505, HUMAN03239	NEMVE03226, NEMVE24753, NEMVE16005, NEMVE01098, NEMVE01130, NEMVE02140
OG0000332	HUMAN03095, HUMAN03078, HUMAN23009	NEMVE02081
OG0000335	HUMAN23060, HUMAN23061	NEMVE02469
OG0000338	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881	NEMVE23189
OG0000338	HUMAN18523, HUMAN18521	NEMVE10431
OG0000338	HUMAN26174	NEMVE14053
OG0000339	HUMAN19136, HUMAN19137	NEMVE11322, NEMVE01443
OG0000341	HUMAN27909, HUMAN25614, HUMAN19124, HUMAN00589, HUMAN27910	NEMVE08913
OG0000343	HUMAN25327, HUMAN05299	NEMVE03840, NEMVE10282, NEMVE10285
OG0000344	HUMAN26468, HUMAN04594, HUMAN07196	NEMVE09427
OG0000344	HUMAN06678, HUMAN06679	NEMVE07424, NEMVE12469, NEMVE07402
OG0000345	HUMAN23757, HUMAN23095, HUMAN03649	NEMVE00031, NEMVE06094, NEMVE05822, NEMVE13377, NEMVE23409
OG0000346	HUMAN19921	NEMVE01671
OG0000350	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776	NEMVE05817
OG0000350	HUMAN08412, HUMAN18677	NEMVE13780
OG0000352	HUMAN28462, HUMAN14440, HUMAN14836	NEMVE06598
OG0000352	HUMAN25510	NEMVE05333
OG0000352	HUMAN07061	NEMVE09599
OG0000353	HUMAN03163, HUMAN27743, HUMAN03162, HUMAN03166, HUMAN03164, HUMAN03165, HUMAN22804	NEMVE06098
OG0000356	HUMAN16866, HUMAN16864	NEMVE11083, NEMVE11082
OG0000356	HUMAN24976, HUMAN24975	NEMVE11501
OG0000357	HUMAN04990, HUMAN07295, HUMAN10915	NEMVE24307
OG0000357	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932	NEMVE08179
OG0000358	HUMAN06892	NEMVE21582
OG0000358	HUMAN06877	NEMVE08090
OG0000358	HUMAN06183, HUMAN06182	NEMVE04980
OG0000358	HUMAN07810	NEMVE13509
OG0000359	HUMAN11476, HUMAN11475	NEMVE05129
OG0000360	HUMAN07694, HUMAN23042	NEMVE04676
OG0000360	HUMAN21019	NEMVE04667
OG0000362	HUMAN10639	NEMVE16590
OG0000362	HUMAN10638, HUMAN10640	NEMVE20512, NEMVE15881, NEMVE23357, NEMVE15859, NEMVE17206, NEMVE23356, NEMVE24111, NEMVE12122, NEMVE12472, NEMVE12592, NEMVE00723, NEMVE02360, NEMVE05697, NEMVE12093, NEMVE02361, NEMVE00830, NEMVE15331, NEMVE00821, NEMVE00813, NEMVE06501, NEMVE06522, NEMVE16469, NEMVE00720, NEMVE09867, NEMVE08222
OG0000363	HUMAN02625	NEMVE13781
OG0000363	HUMAN24877, HUMAN07338, HUMAN07337, HUMAN24873	NEMVE02006
OG0000363	HUMAN26508	NEMVE08135
OG0000367	HUMAN02861, HUMAN21458	NEMVE15237
OG0000372	HUMAN22749	NEMVE15104
OG0000372	HUMAN00421	NEMVE21923
OG0000372	HUMAN23778	NEMVE13274
OG0000372	HUMAN18835, HUMAN16705	NEMVE13664
OG0000373	HUMAN07152, HUMAN07150, HUMAN04999	NEMVE23724
OG0000373	HUMAN16794	NEMVE07978
OG0000374	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433	NEMVE11428
OG0000374	HUMAN03380, HUMAN22685	NEMVE13611
OG0000374	HUMAN06431, HUMAN06430, HUMAN17757	NEMVE14343
OG0000375	HUMAN10694, HUMAN10742, HUMAN10275, HUMAN12054, HUMAN12057, HUMAN22225, HUMAN25491	NEMVE08516, NEMVE22003
OG0000377	HUMAN21744	NEMVE08903
OG0000378	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089	NEMVE10276
OG0000378	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643, HUMAN15646	NEMVE03549
OG0000379	HUMAN11868	NEMVE21880, NEMVE24618
OG0000379	HUMAN10494, HUMAN12062, HUMAN30691, HUMAN17335, HUMAN30690, HUMAN00722, HUMAN00721	NEMVE08922
OG0000380	HUMAN22952, HUMAN24062	NEMVE06348, NEMVE17453
OG0000382	HUMAN26825, HUMAN26823, HUMAN20891	NEMVE14766
OG0000384	HUMAN22826	NEMVE13549, NEMVE19650
OG0000384	HUMAN17917	NEMVE14575
OG0000386	HUMAN23124, HUMAN05335, HUMAN30459	NEMVE16157, NEMVE00367, NEMVE01134, NEMVE02065, NEMVE18127, NEMVE15594
OG0000389	HUMAN23760, HUMAN03279	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303
OG0000392	HUMAN01116	NEMVE07781
OG0000393	HUMAN07234	NEMVE10034
OG0000393	HUMAN27562	NEMVE23058
OG0000393	HUMAN13374	NEMVE10184
OG0000395	HUMAN19542, HUMAN05545	NEMVE11003, NEMVE10074
OG0000397	HUMAN17188	NEMVE01578
OG0000399	HUMAN08526	NEMVE08302
OG0000399	HUMAN16706	NEMVE13243
OG0000399	HUMAN01751, HUMAN09596, HUMAN14913	NEMVE13654
OG0000400	HUMAN25403	NEMVE03765
OG0000401	HUMAN12512, HUMAN02934	NEMVE22826
OG0000402	HUMAN26844	NEMVE01259
OG0000402	HUMAN27407, HUMAN03424	NEMVE08796, NEMVE12680
OG0000402	HUMAN19232, HUMAN08155	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421
