Orthogroup	HUMAN	ASTMX
OG0000537	HUMAN18315	ASTMX15548, ASTMX22237
OG0000537	HUMAN18316	ASTMX15547
OG0000537	HUMAN30217	ASTMX02699
OG0000537	HUMAN07839	ASTMX00179
OG0000538	HUMAN17702	ASTMX06663
OG0000538	HUMAN06667, HUMAN06666	ASTMX01046
OG0000538	HUMAN03004	ASTMX13231, ASTMX04495, ASTMX12645, ASTMX21007
OG0000539	HUMAN12531	ASTMX18298
OG0000539	HUMAN26140, HUMAN26141, HUMAN05513	ASTMX11895
OG0000540	HUMAN27588	ASTMX17477
OG0000540	HUMAN03609	ASTMX11992, ASTMX08565, ASTMX06601
OG0000540	HUMAN27589	ASTMX18502, ASTMX17476
OG0000540	HUMAN02919, HUMAN02918	ASTMX07387
OG0000540	HUMAN18270	ASTMX17150, ASTMX12690
OG0000540	HUMAN06351	ASTMX05290
OG0000540	HUMAN12799, HUMAN12798	ASTMX07380
OG0000542	HUMAN07559	ASTMX11231
OG0000542	HUMAN30229	ASTMX21069
OG0000542	HUMAN20659	ASTMX04273
OG0000544	HUMAN07581	ASTMX11235, ASTMX03698
OG0000544	HUMAN28510	ASTMX22927
OG0000544	HUMAN22577	ASTMX06964, ASTMX06963
OG0000544	HUMAN28509	ASTMX02823, ASTMX10067
OG0000545	HUMAN09330	ASTMX10987
OG0000545	HUMAN16986	ASTMX08452, ASTMX01683
OG0000545	HUMAN04980	ASTMX12544
OG0000545	HUMAN08518	ASTMX08514
OG0000545	HUMAN15565	ASTMX06310
OG0000546	HUMAN14774	ASTMX04133
OG0000546	HUMAN00899	ASTMX22988
OG0000546	HUMAN06794, HUMAN06793	ASTMX21232
OG0000546	HUMAN04696, HUMAN04695, HUMAN04697	ASTMX02230
OG0000547	HUMAN20436, HUMAN20437	ASTMX00797, ASTMX00796, ASTMX04032, ASTMX00795
OG0000548	HUMAN24231	ASTMX20814
OG0000548	HUMAN27638, HUMAN27637	ASTMX19774
OG0000548	HUMAN17353	ASTMX15937
OG0000548	HUMAN03638	ASTMX10502
OG0000548	HUMAN02528	ASTMX10235
OG0000548	HUMAN06895	ASTMX16625, ASTMX05347
OG0000550	HUMAN04259	ASTMX00671
OG0000550	HUMAN17929	ASTMX00672, ASTMX00670, ASTMX00669, ASTMX00673
OG0000551	HUMAN21041	ASTMX02105
OG0000552	HUMAN23580	ASTMX21676
OG0000552	HUMAN13654	ASTMX01181
OG0000552	HUMAN30481	ASTMX00313
OG0000553	HUMAN02361	ASTMX09263
OG0000553	HUMAN06910	ASTMX16310
OG0000553	HUMAN19362	ASTMX17368
OG0000553	HUMAN05458, HUMAN05459	ASTMX03487
OG0000553	HUMAN20240	ASTMX14321
OG0000553	HUMAN12995	ASTMX21466, ASTMX11677
OG0000554	HUMAN28125	ASTMX01832
OG0000554	HUMAN22160	ASTMX14014
OG0000554	HUMAN27603	ASTMX18036, ASTMX05113
OG0000554	HUMAN24024	ASTMX22267
OG0000554	HUMAN16725	ASTMX07583
OG0000557	HUMAN10138, HUMAN10139	ASTMX07708
OG0000557	HUMAN04037, HUMAN04031, HUMAN04032, HUMAN04034, HUMAN04033, HUMAN04028, HUMAN04027, HUMAN04029	ASTMX18714, ASTMX18712, ASTMX18706, ASTMX18708, ASTMX18709, ASTMX18704, ASTMX07707
OG0000560	HUMAN03172, HUMAN03171	ASTMX10434, ASTMX12293
OG0000561	HUMAN08902	ASTMX19650
OG0000561	HUMAN08905	ASTMX12281
OG0000561	HUMAN04883	ASTMX09747
OG0000561	HUMAN23834	ASTMX04726
OG0000562	HUMAN14967, HUMAN14968	ASTMX02939
OG0000562	HUMAN20748, HUMAN20749	ASTMX18239, ASTMX07420
OG0000563	HUMAN13046	ASTMX12226, ASTMX05877
OG0000563	HUMAN07267	ASTMX13470
OG0000564	HUMAN25870	ASTMX18629, ASTMX04222
OG0000564	HUMAN09308	ASTMX15637
OG0000564	HUMAN09010	ASTMX13514, ASTMX14790
OG0000564	HUMAN18697	ASTMX21125
OG0000565	HUMAN26569, HUMAN26572, HUMAN26570	ASTMX06713
OG0000566	HUMAN13951	ASTMX06097
OG0000566	HUMAN09508	ASTMX02203
OG0000566	HUMAN09507	ASTMX02202
OG0000566	HUMAN12454	ASTMX09638
OG0000567	HUMAN07964	ASTMX07889
OG0000567	HUMAN01748	ASTMX10650
OG0000567	HUMAN14288, HUMAN14286, HUMAN14287	ASTMX02913
OG0000570	HUMAN20050	ASTMX10311
OG0000570	HUMAN13467, HUMAN13468	ASTMX21575, ASTMX01487
OG0000570	HUMAN20512	ASTMX14282
OG0000572	HUMAN16893	ASTMX14415
OG0000572	HUMAN09020	ASTMX08526
OG0000572	HUMAN05894	ASTMX09438
OG0000572	HUMAN00191	ASTMX05246
OG0000573	HUMAN05881	ASTMX14748, ASTMX06784
OG0000573	HUMAN26705	ASTMX18772
OG0000573	HUMAN00083	ASTMX02110
OG0000574	HUMAN12049	ASTMX11657
OG0000574	HUMAN14519	ASTMX08559
OG0000575	HUMAN19743	ASTMX18324
OG0000575	HUMAN04569	ASTMX10924
OG0000575	HUMAN23201	ASTMX11741, ASTMX07926
OG0000575	HUMAN17765, HUMAN17763	ASTMX05390, ASTMX08403
OG0000576	HUMAN06494, HUMAN17099	ASTMX05718
OG0000576	HUMAN19648	ASTMX14775
OG0000576	HUMAN06497	ASTMX02752
OG0000576	HUMAN20975	ASTMX00788
OG0000578	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777	ASTMX18006, ASTMX10470
OG0000578	HUMAN16988, HUMAN16989	ASTMX08286, ASTMX01576
OG0000578	HUMAN08467	ASTMX10827, ASTMX04585
OG0000578	HUMAN15796	ASTMX13822, ASTMX06067
OG0000579	HUMAN06899	ASTMX19442, ASTMX10867
OG0000579	HUMAN02365	ASTMX05568
OG0000579	HUMAN20498	ASTMX19217
OG0000579	HUMAN30498	ASTMX02063, ASTMX06365
OG0000580	HUMAN03958	ASTMX14484
OG0000580	HUMAN25266	ASTMX07599, ASTMX04139
OG0000580	HUMAN00808	ASTMX04250
OG0000581	HUMAN08477	ASTMX10825
OG0000581	HUMAN16919	ASTMX10598
OG0000581	HUMAN16920	ASTMX10599
OG0000581	HUMAN08478, HUMAN08479	ASTMX10824
OG0000582	HUMAN14892	ASTMX11411
OG0000582	HUMAN02173	ASTMX20610
OG0000582	HUMAN29110	ASTMX13349, ASTMX13077
OG0000582	HUMAN24912	ASTMX01858, ASTMX10152
OG0000583	HUMAN30390, HUMAN30389	ASTMX19288, ASTMX12142
OG0000583	HUMAN17451, HUMAN17452	ASTMX19104, ASTMX09781
OG0000583	HUMAN25385	ASTMX15227
OG0000583	HUMAN00760	ASTMX16808, ASTMX07495
OG0000584	HUMAN01300	ASTMX03102, ASTMX07415
OG0000585	HUMAN21116	ASTMX10753, ASTMX02113
OG0000585	HUMAN26483, HUMAN26481	ASTMX17466, ASTMX08311
OG0000585	HUMAN01438	ASTMX20178, ASTMX01009
OG0000586	HUMAN05084, HUMAN05083	ASTMX06304, ASTMX01062
OG0000586	HUMAN20402	ASTMX07105, ASTMX02632
OG0000586	HUMAN16092	ASTMX21166, ASTMX07309, ASTMX21686
OG0000587	HUMAN18299, HUMAN18301	ASTMX17633, ASTMX15674
OG0000587	HUMAN26727	ASTMX05654
OG0000587	HUMAN29633	ASTMX18684
OG0000587	HUMAN29632	ASTMX02880
OG0000587	HUMAN15867	ASTMX13819
OG0000588	HUMAN14858	ASTMX14157, ASTMX18468
OG0000588	HUMAN01187	ASTMX06494
OG0000588	HUMAN28650	ASTMX10386, ASTMX19382
OG0000588	HUMAN05176, HUMAN05175	ASTMX03016
OG0000589	HUMAN16335, HUMAN03934	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370
OG0000589	HUMAN02319	ASTMX02599, ASTMX02002, ASTMX18733
OG0000590	HUMAN12674, HUMAN20582	ASTMX20440
OG0000590	HUMAN20581	ASTMX15142
OG0000590	HUMAN06597	ASTMX10181, ASTMX04496
OG0000590	HUMAN13708	ASTMX11935
OG0000590	HUMAN19211	ASTMX00513
OG0000591	HUMAN12144	ASTMX04992, ASTMX12325
OG0000591	HUMAN05235	ASTMX09194
OG0000591	HUMAN17606	ASTMX03131, ASTMX08773
OG0000592	HUMAN28912	ASTMX15625
OG0000592	HUMAN11498	ASTMX01208
OG0000592	HUMAN04372, HUMAN04369	ASTMX00581, ASTMX20394
OG0000593	HUMAN20155	ASTMX07725
OG0000593	HUMAN13573	ASTMX21954
OG0000593	HUMAN08183	ASTMX09942
OG0000593	HUMAN11452	ASTMX00591, ASTMX02549
OG0000593	HUMAN28338	ASTMX05477
OG0000593	HUMAN18999	ASTMX19749
OG0000594	HUMAN05742	ASTMX12792, ASTMX14374
OG0000594	HUMAN19377	ASTMX18889
OG0000594	HUMAN05741	ASTMX12791, ASTMX14375
OG0000594	HUMAN02011, HUMAN19379	ASTMX18890
OG0000594	HUMAN21115, HUMAN06244, HUMAN06243	ASTMX00628
OG0000597	HUMAN10866	ASTMX09658
OG0000597	HUMAN12318	ASTMX18806
OG0000597	HUMAN05005	ASTMX12198
OG0000597	HUMAN07090	ASTMX15757
OG0000597	HUMAN28946	ASTMX16916
OG0000600	HUMAN29715	ASTMX20645
OG0000600	HUMAN30123	ASTMX04525
OG0000601	HUMAN12747, HUMAN12745, HUMAN12746	ASTMX01445
OG0000601	HUMAN03315, HUMAN03312	ASTMX20990
OG0000601	HUMAN03311, HUMAN03313	ASTMX07641, ASTMX07642
OG0000601	HUMAN27680	ASTMX05034, ASTMX05939
OG0000602	HUMAN30350	ASTMX11828
OG0000602	HUMAN07761	ASTMX15540, ASTMX07892, ASTMX18681
OG0000602	HUMAN18490	ASTMX15541, ASTMX07893
OG0000602	HUMAN30349	ASTMX11827
OG0000602	HUMAN07762	ASTMX00030, ASTMX18680
OG0000603	HUMAN08741	ASTMX10221, ASTMX04851
OG0000603	HUMAN16967, HUMAN16962	ASTMX06561
OG0000604	HUMAN09221	ASTMX11005, ASTMX17547
OG0000604	HUMAN02688	ASTMX19569
OG0000604	HUMAN15456	ASTMX12146, ASTMX03234, ASTMX19571, ASTMX20953, ASTMX20951
OG0000607	HUMAN16331	ASTMX15507
OG0000607	HUMAN06857	ASTMX16125
OG0000607	HUMAN02344, HUMAN02342, HUMAN02340	ASTMX15313
OG0000608	HUMAN20227	ASTMX19885
OG0000609	HUMAN08370	ASTMX09487
OG0000609	HUMAN07817	ASTMX00147, ASTMX19500
OG0000609	HUMAN18125, HUMAN18126	ASTMX13250
OG0000609	HUMAN06700	ASTMX05358
OG0000610	HUMAN01601	ASTMX09076
OG0000610	HUMAN09728	ASTMX07077
OG0000610	HUMAN09729	ASTMX15042
OG0000610	HUMAN29369	ASTMX03105, ASTMX08602
OG0000611	HUMAN29652	ASTMX07157
OG0000611	HUMAN30039	ASTMX09331, ASTMX05615
OG0000611	HUMAN11001	ASTMX12827
OG0000612	HUMAN22280	ASTMX10076
OG0000612	HUMAN03773	ASTMX09692, ASTMX18860
OG0000612	HUMAN17186	ASTMX09749
OG0000612	HUMAN18998	ASTMX15804
OG0000613	HUMAN25530	ASTMX01217
OG0000613	HUMAN19034	ASTMX05307
OG0000613	HUMAN00632	ASTMX07479, ASTMX16319
OG0000613	HUMAN23544, HUMAN23543	ASTMX03360
OG0000614	HUMAN15491	ASTMX11010
OG0000615	HUMAN30186	ASTMX21454, ASTMX20753
OG0000615	HUMAN17431	ASTMX11891
OG0000615	HUMAN11804	ASTMX11351
OG0000615	HUMAN21799	ASTMX16657, ASTMX03183
OG0000616	HUMAN15635	ASTMX03499
OG0000616	HUMAN15634, HUMAN15631, HUMAN15630, HUMAN15633	ASTMX16225
OG0000616	HUMAN05634	ASTMX12370, ASTMX03498
OG0000616	HUMAN01902	ASTMX08899
OG0000617	HUMAN06246	ASTMX00627
OG0000618	HUMAN25830	ASTMX02522
OG0000619	HUMAN30255	ASTMX10497
OG0000619	HUMAN07791	ASTMX15037
OG0000619	HUMAN18310	ASTMX11698, ASTMX11697
OG0000623	HUMAN29673, HUMAN25277	ASTMX07600
OG0000623	HUMAN13183	ASTMX07831, ASTMX20139
OG0000623	HUMAN20164	ASTMX15503
OG0000624	HUMAN13141, HUMAN13140, HUMAN13137, HUMAN13139	ASTMX13226
OG0000624	HUMAN04665	ASTMX19412
OG0000624	HUMAN17862, HUMAN17863	ASTMX08664
OG0000625	HUMAN21164	ASTMX11302
OG0000625	HUMAN21166, HUMAN21167	ASTMX16522, ASTMX11303
OG0000625	HUMAN05685	ASTMX14967, ASTMX11878
OG0000625	HUMAN21168	ASTMX10549
OG0000626	HUMAN27952, HUMAN27948, HUMAN27949, HUMAN27947	ASTMX00847
OG0000626	HUMAN25546	ASTMX01224
OG0000626	HUMAN28493, HUMAN28494, HUMAN19309, HUMAN19310	ASTMX06433, ASTMX01759, ASTMX01760
OG0000627	HUMAN09736	ASTMX00646, ASTMX01724
OG0000627	HUMAN05647, HUMAN05648	ASTMX02960, ASTMX07039
OG0000627	HUMAN21321	ASTMX06195
OG0000628	HUMAN00812	ASTMX05782
OG0000628	HUMAN29648	ASTMX11840, ASTMX18687
OG0000628	HUMAN19013	ASTMX03435
OG0000628	HUMAN25575	ASTMX12380, ASTMX18405
OG0000628	HUMAN13689, HUMAN13690	ASTMX15898
OG0000629	HUMAN07070	ASTMX17914, ASTMX07251
OG0000631	HUMAN09236	ASTMX12519, ASTMX16186, ASTMX08079, ASTMX01385
OG0000631	HUMAN26651	ASTMX13773
OG0000631	HUMAN12569	ASTMX11017, ASTMX10453
OG0000631	HUMAN12788	ASTMX10203
OG0000631	HUMAN02602	ASTMX15063
OG0000631	HUMAN00764, HUMAN00766	ASTMX14478, ASTMX21082
OG0000631	HUMAN07455	ASTMX20256, ASTMX01113, ASTMX09803, ASTMX09531
OG0000631	HUMAN00703	ASTMX01213, ASTMX01211, ASTMX01214, ASTMX01210, ASTMX01209
OG0000634	HUMAN19294	ASTMX01056
OG0000636	HUMAN24046	ASTMX16568, ASTMX15211
OG0000636	HUMAN03669	ASTMX02467, ASTMX01529
OG0000636	HUMAN24047	ASTMX19165, ASTMX14950
OG0000637	HUMAN29494	ASTMX21369
OG0000637	HUMAN13558	ASTMX21579, ASTMX17434
OG0000639	HUMAN09533, HUMAN09532	ASTMX07088
OG0000639	HUMAN14008, HUMAN14006	ASTMX03393
OG0000639	HUMAN27984	ASTMX02657
OG0000639	HUMAN18874	ASTMX07469
OG0000641	HUMAN06466, HUMAN06440, HUMAN06446, HUMAN06441, HUMAN06443, HUMAN06442, HUMAN06444, HUMAN06445, HUMAN06450, HUMAN06449, HUMAN06448, HUMAN06451, HUMAN06447, HUMAN06465, HUMAN06462, HUMAN06463, HUMAN06460, HUMAN06461, HUMAN06455, HUMAN06452, HUMAN06453, HUMAN06454, HUMAN06456, HUMAN06458, HUMAN06459, HUMAN06457	ASTMX00505, ASTMX10774, ASTMX10773, ASTMX09397
OG0000642	HUMAN22651	ASTMX01930, ASTMX01929, ASTMX17309, ASTMX04214, ASTMX12313
OG0000642	HUMAN16907	ASTMX10591
OG0000643	HUMAN15348	ASTMX02318
OG0000643	HUMAN16800	ASTMX01314
OG0000643	HUMAN07323	ASTMX20408
OG0000643	HUMAN26427	ASTMX03512
OG0000644	HUMAN22116	ASTMX16962
OG0000644	HUMAN17148, HUMAN17149	ASTMX21496, ASTMX18112
OG0000645	HUMAN10998	ASTMX12833, ASTMX02606
OG0000645	HUMAN28596	ASTMX18567
OG0000645	HUMAN09882	ASTMX05124
OG0000646	HUMAN27168, HUMAN27166	ASTMX06884
OG0000646	HUMAN21940	ASTMX16478
OG0000646	HUMAN26714, HUMAN26713, HUMAN26712	ASTMX02676
OG0000646	HUMAN08137	ASTMX07029
OG0000646	HUMAN15251	ASTMX07086
OG0000646	HUMAN20778	ASTMX20232
OG0000647	HUMAN03823	ASTMX06640
OG0000648	HUMAN24454	ASTMX22428
OG0000648	HUMAN30639, HUMAN30638, HUMAN30677, HUMAN30667, HUMAN24455	ASTMX15128
OG0000648	HUMAN11456	ASTMX02551
OG0000649	HUMAN25984	ASTMX18484, ASTMX18485, ASTMX01888
OG0000650	HUMAN18217	ASTMX12731
OG0000650	HUMAN06708	ASTMX05353
OG0000650	HUMAN20675	ASTMX08700
OG0000650	HUMAN29107	ASTMX08975, ASTMX20574
OG0000650	HUMAN26004, HUMAN26007	ASTMX08278, ASTMX16890, ASTMX00837
OG0000650	HUMAN17225	ASTMX13841
OG0000651	HUMAN06591	ASTMX17737, ASTMX05303
OG0000651	HUMAN26012, HUMAN21917	ASTMX08641
OG0000652	HUMAN21071	ASTMX00761
OG0000652	HUMAN26943	ASTMX07128, ASTMX20824
OG0000652	HUMAN30543	ASTMX06369
OG0000653	HUMAN12926	ASTMX20196
OG0000653	HUMAN26558, HUMAN26556	ASTMX12008
OG0000653	HUMAN14283	ASTMX16680
OG0000653	HUMAN01134	ASTMX08281
OG0000653	HUMAN08393, HUMAN08395	ASTMX18100
OG0000653	HUMAN04740	ASTMX03946
OG0000653	HUMAN02676	ASTMX02496
OG0000653	HUMAN29035	ASTMX13550
OG0000653	HUMAN01203	ASTMX18970, ASTMX13180, ASTMX06484
OG0000654	HUMAN06311	ASTMX13738
OG0000654	HUMAN02928	ASTMX19746
OG0000654	HUMAN12517, HUMAN12516	ASTMX10206
OG0000654	HUMAN17734	ASTMX17145, ASTMX00164
OG0000657	HUMAN28804	ASTMX12483
OG0000657	HUMAN09580	ASTMX19401
OG0000660	HUMAN17951	ASTMX00650
OG0000660	HUMAN29765, HUMAN20002	ASTMX14506
OG0000660	HUMAN12473	ASTMX05874
OG0000660	HUMAN18492	ASTMX20321
OG0000662	HUMAN07575, HUMAN24055	ASTMX17885
OG0000662	HUMAN13608	ASTMX16404, ASTMX12633
OG0000662	HUMAN20161	ASTMX19890
OG0000662	HUMAN20159	ASTMX07727
OG0000663	HUMAN28104	ASTMX00870
OG0000663	HUMAN16610	ASTMX22176
OG0000664	HUMAN29786	ASTMX04014
OG0000664	HUMAN06961	ASTMX05721, ASTMX16074
OG0000664	HUMAN02401	ASTMX00707
OG0000664	HUMAN18076	ASTMX05443
OG0000664	HUMAN26530	ASTMX20094
OG0000665	HUMAN09548	ASTMX00639, ASTMX14293
OG0000665	HUMAN28609	ASTMX19003, ASTMX12074
OG0000665	HUMAN01767, HUMAN01766	ASTMX09156, ASTMX14734
OG0000665	HUMAN17334, HUMAN28606, HUMAN28736	ASTMX03383
OG0000666	HUMAN05776	ASTMX16636
OG0000666	HUMAN12708	ASTMX13230, ASTMX04456
OG0000666	HUMAN28883	ASTMX12814, ASTMX08397
OG0000666	HUMAN29934	ASTMX19047
OG0000670	HUMAN11951	ASTMX20785, ASTMX03449
OG0000670	HUMAN30284	ASTMX08812
OG0000670	HUMAN07897	ASTMX09574
OG0000670	HUMAN21594, HUMAN21596	ASTMX02280, ASTMX21360
OG0000670	HUMAN02100	ASTMX21701, ASTMX18201
OG0000671	HUMAN30521	ASTMX06408, ASTMX19050
OG0000671	HUMAN20442	ASTMX00924, ASTMX01022
OG0000671	HUMAN02416, HUMAN06726	ASTMX16162, ASTMX15147
OG0000672	HUMAN21925	ASTMX06515
OG0000672	HUMAN11935	ASTMX05666
OG0000672	HUMAN13493	ASTMX04882
OG0000674	HUMAN09924	ASTMX11026
OG0000674	HUMAN06161	ASTMX07263
OG0000674	HUMAN04193	ASTMX16632
OG0000674	HUMAN04194	ASTMX09005
OG0000675	HUMAN03749, HUMAN03750	ASTMX11306
OG0000676	HUMAN28075	ASTMX00864
OG0000676	HUMAN19050	ASTMX18277
OG0000676	HUMAN18527	ASTMX08754
OG0000676	HUMAN30341	ASTMX04107
OG0000676	HUMAN07788	ASTMX12053, ASTMX05384
OG0000678	HUMAN12984	ASTMX01451
OG0000678	HUMAN10229	ASTMX04995
OG0000678	HUMAN20207	ASTMX19465, ASTMX12926
OG0000680	HUMAN06270	ASTMX09412
OG0000681	HUMAN22874	ASTMX16270
OG0000681	HUMAN22875	ASTMX14874
OG0000681	HUMAN30330	ASTMX04528
OG0000681	HUMAN07593	ASTMX09518
OG0000681	HUMAN02332	ASTMX09258
OG0000681	HUMAN04346, HUMAN04345, HUMAN04347	ASTMX00394
OG0000682	HUMAN17110	ASTMX11995
OG0000682	HUMAN03634	ASTMX12288, ASTMX10499
OG0000682	HUMAN22132	ASTMX07767
OG0000683	HUMAN29566	ASTMX00004, ASTMX04192
OG0000683	HUMAN01197	ASTMX02366
OG0000683	HUMAN01198	ASTMX14160
OG0000684	HUMAN13719	ASTMX02670
OG0000684	HUMAN11584	ASTMX13854
OG0000685	HUMAN15987	ASTMX19743
OG0000685	HUMAN05078, HUMAN05077	ASTMX06302
OG0000685	HUMAN02355	ASTMX05561
OG0000685	HUMAN06870	ASTMX15879
OG0000686	HUMAN19732	ASTMX05101
OG0000686	HUMAN23401	ASTMX19072
OG0000690	HUMAN00660	ASTMX00910
OG0000690	HUMAN25490	ASTMX12919
OG0000690	HUMAN30038	ASTMX02690
OG0000690	HUMAN23985	ASTMX22294
OG0000691	HUMAN27972	ASTMX15518
OG0000691	HUMAN16622	ASTMX17535
OG0000691	HUMAN00463	ASTMX19545
OG0000691	HUMAN24570	ASTMX15604, ASTMX00917
OG0000691	HUMAN18866	ASTMX18521
OG0000693	HUMAN00433	ASTMX01005, ASTMX05252
OG0000693	HUMAN11745	ASTMX09341, ASTMX22319, ASTMX13726
OG0000693	HUMAN29182, HUMAN29183	ASTMX11362
OG0000694	HUMAN02501	ASTMX03278
OG0000694	HUMAN17273	ASTMX09753, ASTMX09044
OG0000695	HUMAN08341	ASTMX16491, ASTMX20005
OG0000695	HUMAN15342	ASTMX13926, ASTMX15636
OG0000695	HUMAN15501	ASTMX04364
OG0000695	HUMAN04986	ASTMX03944, ASTMX02716
OG0000695	HUMAN25018	ASTMX01311
OG0000696	HUMAN25700	ASTMX10247
OG0000696	HUMAN05312	ASTMX03712, ASTMX05859
OG0000697	HUMAN26804, HUMAN26803	ASTMX20673
OG0000697	HUMAN29864, HUMAN29865	ASTMX19355, ASTMX01748
OG0000697	HUMAN21104, HUMAN21106	ASTMX13942, ASTMX09469
OG0000698	HUMAN02486, HUMAN02485	ASTMX03878
OG0000698	HUMAN04921	ASTMX11812
OG0000698	HUMAN08679, HUMAN08678	ASTMX12891, ASTMX01360, ASTMX12890
OG0000699	HUMAN05215	ASTMX12167
OG0000699	HUMAN26731, HUMAN26730	ASTMX03451
OG0000699	HUMAN05213, HUMAN05214	ASTMX16931, ASTMX12166
OG0000700	HUMAN01382	ASTMX14574
OG0000700	HUMAN06079	ASTMX10307
OG0000700	HUMAN03881	ASTMX02187
OG0000700	HUMAN16330, HUMAN16329	ASTMX22678, ASTMX06288, ASTMX10199, ASTMX22219
OG0000701	HUMAN03226	ASTMX20666
OG0000701	HUMAN03225	ASTMX10954
OG0000701	HUMAN17194	ASTMX11996
OG0000701	HUMAN26260, HUMAN26261	ASTMX15941
OG0000702	HUMAN14229	ASTMX18168, ASTMX02447
OG0000702	HUMAN13986	ASTMX15168
OG0000702	HUMAN09541	ASTMX00641, ASTMX14288
OG0000705	HUMAN26498	ASTMX07195
OG0000705	HUMAN26497	ASTMX07146, ASTMX07194
OG0000705	HUMAN26496	ASTMX07193
OG0000705	HUMAN21005	ASTMX21013
OG0000705	HUMAN26488	ASTMX15889
OG0000705	HUMAN20931	ASTMX17551, ASTMX08378
OG0000705	HUMAN10043	ASTMX09026
OG0000705	HUMAN28855, HUMAN28856	ASTMX02406, ASTMX21950
OG0000706	HUMAN25477	ASTMX12909
OG0000706	HUMAN02403, HUMAN02402	ASTMX06417, ASTMX00708
OG0000707	HUMAN27766	ASTMX13563
OG0000707	HUMAN06817, HUMAN06815	ASTMX13842, ASTMX06790
OG0000707	HUMAN22535, HUMAN22534, HUMAN22533, HUMAN22532, HUMAN22536, HUMAN22609, HUMAN19776, HUMAN22607	ASTMX09856
OG0000708	HUMAN01283	ASTMX20485, ASTMX07401
OG0000708	HUMAN06223	ASTMX01986
OG0000708	HUMAN30508, HUMAN30507	ASTMX04018
OG0000709	HUMAN04953	ASTMX03927, ASTMX01587
OG0000709	HUMAN25132	ASTMX01677
OG0000709	HUMAN03251	ASTMX04215
OG0000710	HUMAN23146	ASTMX11525
OG0000710	HUMAN11225	ASTMX00218
OG0000710	HUMAN17440	ASTMX09787
OG0000710	HUMAN00560, HUMAN00561	ASTMX21085, ASTMX15140
OG0000711	HUMAN07022	ASTMX10859
OG0000711	HUMAN04234	ASTMX02221
OG0000711	HUMAN06823	ASTMX06274
OG0000711	HUMAN03946	ASTMX00349
OG0000712	HUMAN24190	ASTMX03963, ASTMX04673
OG0000712	HUMAN30314	ASTMX01123, ASTMX10729
OG0000712	HUMAN05265	ASTMX02260
OG0000712	HUMAN23072	ASTMX21387, ASTMX03749
OG0000713	HUMAN11949	ASTMX05607
OG0000713	HUMAN29680	ASTMX20151, ASTMX06165
OG0000713	HUMAN29681	ASTMX06166
OG0000715	HUMAN06635	ASTMX22799
OG0000715	HUMAN06633	ASTMX19603
OG0000715	HUMAN20618	ASTMX07512, ASTMX20053
OG0000715	HUMAN20620	ASTMX05364
OG0000716	HUMAN29657, HUMAN29658	ASTMX07959
OG0000716	HUMAN25164	ASTMX03833
OG0000717	HUMAN29172	ASTMX05729
OG0000717	HUMAN15098	ASTMX15771
OG0000717	HUMAN02062	ASTMX00510
OG0000718	HUMAN01467	ASTMX00156, ASTMX21497
OG0000718	HUMAN15637	ASTMX08739, ASTMX06759
OG0000718	HUMAN01962	ASTMX18042
OG0000718	HUMAN15306	ASTMX01851
OG0000720	HUMAN23733	ASTMX08205
OG0000720	HUMAN09669, HUMAN09667	ASTMX06231
OG0000721	HUMAN29978	ASTMX01119, ASTMX09098
OG0000721	HUMAN05451	ASTMX11905
OG0000722	HUMAN09223	ASTMX11006, ASTMX22801
OG0000722	HUMAN02691	ASTMX03237
OG0000722	HUMAN04759	ASTMX11068
OG0000722	HUMAN04418	ASTMX03598
OG0000722	HUMAN27014	ASTMX02154
OG0000723	HUMAN21074	ASTMX00757
OG0000723	HUMAN10400, HUMAN10399	ASTMX03618
OG0000724	HUMAN25095	ASTMX14147, ASTMX14520
OG0000724	HUMAN09359	ASTMX08940, ASTMX16541
OG0000725	HUMAN01233	ASTMX17945
OG0000725	HUMAN06086	ASTMX18944
OG0000726	HUMAN18123, HUMAN18124	ASTMX13000
OG0000726	HUMAN06404	ASTMX09401
OG0000730	HUMAN06577	ASTMX20397
OG0000730	HUMAN17989	ASTMX07875
OG0000730	HUMAN26220	ASTMX18548, ASTMX02642
OG0000730	HUMAN17582	ASTMX01674, ASTMX00160
OG0000730	HUMAN06664, HUMAN06663	ASTMX01043
OG0000731	HUMAN22042	ASTMX02541
OG0000731	HUMAN30245	ASTMX17854
OG0000731	HUMAN07638	ASTMX16715
OG0000731	HUMAN26695, HUMAN26696	ASTMX02722
OG0000732	HUMAN30214	ASTMX04110
OG0000732	HUMAN18534	ASTMX08757
OG0000732	HUMAN18537, HUMAN18535, HUMAN18536	ASTMX08756
OG0000732	HUMAN14638, HUMAN14637, HUMAN14636	ASTMX11592
OG0000732	HUMAN01096	ASTMX05482
OG0000733	HUMAN08500	ASTMX13523
OG0000733	HUMAN04842	ASTMX05629
OG0000733	HUMAN02482	ASTMX01287
OG0000733	HUMAN08921, HUMAN08918	ASTMX12275, ASTMX15113
OG0000733	HUMAN25076	ASTMX04231
OG0000734	HUMAN29415	ASTMX19512
OG0000734	HUMAN01343, HUMAN01342	ASTMX19965, ASTMX01932
OG0000735	HUMAN25549	ASTMX18670
OG0000735	HUMAN28130	ASTMX01829
OG0000736	HUMAN06476	ASTMX19171
