Orthogroup	HUMAN	ASTMX
OG0004102	HUMAN03466	ASTMX01503
OG0004103	HUMAN19037	ASTMX19598
OG0004104	HUMAN14010	ASTMX14588
OG0004106	HUMAN00170	ASTMX00722, ASTMX04813
OG0004106	HUMAN00171, HUMAN00169	ASTMX00723
OG0004107	HUMAN01954	ASTMX07060
OG0004108	HUMAN03070, HUMAN03126	ASTMX02739
OG0004110	HUMAN23820	ASTMX19810
OG0004110	HUMAN03249	ASTMX07616
OG0004111	HUMAN28066	ASTMX00868, ASTMX16853
OG0004111	HUMAN16652	ASTMX08943
OG0004112	HUMAN01822, HUMAN01821	ASTMX14225
OG0004114	HUMAN04859, HUMAN04858, HUMAN04860	ASTMX09744
OG0004115	HUMAN21493	ASTMX13900
OG0004116	HUMAN05608, HUMAN05607	ASTMX12803
OG0004117	HUMAN27879	ASTMX18757
OG0004118	HUMAN26961	ASTMX21133
OG0004119	HUMAN15237, HUMAN15236	ASTMX07078
OG0004120	HUMAN03333	ASTMX06636
OG0004121	HUMAN00202	ASTMX05251
OG0004121	HUMAN21585	ASTMX12771, ASTMX15858
OG0004122	HUMAN29461, HUMAN29462	ASTMX14333, ASTMX15081
OG0004123	HUMAN05601, HUMAN05600	ASTMX10854
OG0004124	HUMAN19130	ASTMX06394
OG0004124	HUMAN27894	ASTMX08682
OG0004125	HUMAN13507, HUMAN13501, HUMAN13504, HUMAN13506, HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503	ASTMX07853
OG0004126	HUMAN05543	ASTMX20128
OG0004126	HUMAN19543	ASTMX16183
OG0004127	HUMAN27924	ASTMX22216
OG0004128	HUMAN20446	ASTMX00947
OG0004128	HUMAN16881, HUMAN16882	ASTMX03225
OG0004129	HUMAN02978	ASTMX00603
OG0004130	HUMAN01818	ASTMX10123
OG0004131	HUMAN19907, HUMAN19906	ASTMX21499
OG0004132	HUMAN27969	ASTMX06519, ASTMX02656
OG0004133	HUMAN18302	ASTMX17631
OG0004133	HUMAN07684	ASTMX21212
OG0004134	HUMAN22443	ASTMX11642
OG0004135	HUMAN25931, HUMAN25933, HUMAN25932	ASTMX04961
OG0004135	HUMAN13193	ASTMX16396
OG0004136	HUMAN02427	ASTMX21158
OG0004137	HUMAN28841	ASTMX11266
OG0004139	HUMAN28858	ASTMX10583
OG0004139	HUMAN14285	ASTMX16679, ASTMX02920
OG0004140	HUMAN11430, HUMAN11431, HUMAN11429	ASTMX22423
OG0004141	HUMAN21479	ASTMX19067
OG0004141	HUMAN30533	ASTMX04025
OG0004142	HUMAN14999	ASTMX02145
OG0004143	HUMAN28620	ASTMX08959
OG0004143	HUMAN09650	ASTMX02134, ASTMX12412
OG0004144	HUMAN20558	ASTMX14929
OG0004144	HUMAN21379	ASTMX00175
OG0004145	HUMAN08310	ASTMX13544
OG0004145	HUMAN18750	ASTMX09506, ASTMX01256
OG0004146	HUMAN07308	ASTMX19018
OG0004147	HUMAN21565	ASTMX17723, ASTMX11442
OG0004148	HUMAN12377	ASTMX21880
OG0004149	HUMAN07609	ASTMX07554
OG0004149	HUMAN30337	ASTMX11481
OG0004150	HUMAN20664	ASTMX02487
OG0004151	HUMAN11355, HUMAN11356	ASTMX22046
OG0004153	HUMAN24083	ASTMX12182, ASTMX07981, ASTMX12181
OG0004154	HUMAN16602	ASTMX07593
OG0004156	HUMAN21442	ASTMX15457, ASTMX00963
OG0004157	HUMAN29821	ASTMX01743, ASTMX08856
OG0004158	HUMAN17542	ASTMX13614
OG0004159	HUMAN15832	ASTMX06317
OG0004159	HUMAN02665	ASTMX02491, ASTMX04886
OG0004160	HUMAN00868	ASTMX22778, ASTMX12455
OG0004161	HUMAN17700	ASTMX05466
OG0004162	HUMAN25916	ASTMX04954
OG0004163	HUMAN24942, HUMAN24943	ASTMX09262
OG0004163	HUMAN04161, HUMAN04162, HUMAN04160	ASTMX16594, ASTMX06280
OG0004164	HUMAN03236	ASTMX21726
OG0004164	HUMAN23812	ASTMX06576
OG0004166	HUMAN27687	ASTMX15461
OG0004167	HUMAN04738	ASTMX03947
OG0004167	HUMAN04739	ASTMX04645
OG0004168	HUMAN11718	ASTMX13810
OG0004169	HUMAN13644	ASTMX13212
OG0004169	HUMAN13646	ASTMX22747
OG0004170	HUMAN15967	ASTMX13302
OG0004171	HUMAN15518	ASTMX04439
OG0004172	HUMAN04361	ASTMX00390
OG0004174	HUMAN28907, HUMAN28908	ASTMX15624
OG0004175	HUMAN23276, HUMAN23275	ASTMX03026
OG0004176	HUMAN22859, HUMAN22860	ASTMX03670
OG0004178	HUMAN30555, HUMAN30556	ASTMX19594, ASTMX16994
OG0004179	HUMAN10496, HUMAN10497	ASTMX12310
OG0004180	HUMAN27280	ASTMX14028
OG0004180	HUMAN18278	ASTMX15191, ASTMX17155
OG0004181	HUMAN22409	ASTMX16951, ASTMX11104, ASTMX20353
OG0004182	HUMAN19435	ASTMX20682
OG0004183	HUMAN07292, HUMAN07291	ASTMX05065
OG0004184	HUMAN02697	ASTMX12107
OG0004185	HUMAN01862, HUMAN20490	ASTMX12593, ASTMX09426
OG0004186	HUMAN08997, HUMAN08995	ASTMX13660
OG0004186	HUMAN02715	ASTMX03954, ASTMX17709
OG0004187	HUMAN11528	ASTMX02560
OG0004187	HUMAN08193, HUMAN08194	ASTMX16139
OG0004188	HUMAN08423, HUMAN08422	ASTMX15241
OG0004189	HUMAN12201	ASTMX04450
OG0004189	HUMAN07399	ASTMX18309, ASTMX03415
OG0004190	HUMAN12137	ASTMX20709
OG0004197	HUMAN17924	ASTMX05399
OG0004197	HUMAN26082, HUMAN26080, HUMAN26083	ASTMX01896
OG0004198	HUMAN09595, HUMAN01753, HUMAN09594, HUMAN01752	ASTMX14555
OG0004199	HUMAN24140	ASTMX09316, ASTMX09314
OG0004199	HUMAN24138, HUMAN24139	ASTMX09315
OG0004200	HUMAN01993	ASTMX11173
OG0004200	HUMAN05752	ASTMX09391, ASTMX11884
OG0004200	HUMAN19370, HUMAN19369	ASTMX22487, ASTMX19489
OG0004214	HUMAN24477	ASTMX13901
OG0004215	HUMAN12295, HUMAN12294, HUMAN12293	ASTMX03007
OG0004216	HUMAN20287	ASTMX16092
OG0004217	HUMAN22836	ASTMX14006
OG0004218	HUMAN27915	ASTMX01025, ASTMX12744
OG0004219	HUMAN17843, HUMAN17842	ASTMX00489
OG0004220	HUMAN28630	ASTMX08970
OG0004222	HUMAN08455	ASTMX08117
OG0004223	HUMAN05023	ASTMX10659, ASTMX14232
OG0004225	HUMAN06624, HUMAN06623	ASTMX05299
OG0004225	HUMAN27310	ASTMX08023
OG0004226	HUMAN08493	ASTMX13528, ASTMX10820
OG0004227	HUMAN00825	ASTMX05705
OG0004228	HUMAN27429	ASTMX10796
OG0004229	HUMAN03153	ASTMX15829
OG0004230	HUMAN05581	ASTMX14896, ASTMX12799
OG0004231	HUMAN13253	ASTMX16394
OG0004232	HUMAN22434	ASTMX11638
OG0004233	HUMAN00119	ASTMX00748, ASTMX20025
OG0004234	HUMAN18015, HUMAN18014	ASTMX14357
OG0004235	HUMAN12116	ASTMX16132
OG0004236	HUMAN16992	ASTMX00523
OG0004237	HUMAN22943	ASTMX01636
OG0004238	HUMAN24523	ASTMX21024
OG0004239	HUMAN18995	ASTMX02083
OG0004240	HUMAN04795	ASTMX04697
OG0004241	HUMAN07668	ASTMX07284
OG0004242	HUMAN14962	ASTMX15363
OG0004243	HUMAN12837	ASTMX13834, ASTMX21975
OG0004244	HUMAN27048	ASTMX14423, ASTMX00600
OG0004244	HUMAN21470, HUMAN21469	ASTMX14271
OG0004245	HUMAN03723, HUMAN03722, HUMAN07043	ASTMX06607
OG0004246	HUMAN12879, HUMAN12881	ASTMX01465
OG0004247	HUMAN05733	ASTMX09383
OG0004248	HUMAN18975	ASTMX01974
OG0004249	HUMAN22546	ASTMX07753
OG0004251	HUMAN01265	ASTMX16878, ASTMX16472, ASTMX16877
OG0004252	HUMAN25401, HUMAN25402, HUMAN25400	ASTMX10281
OG0004253	HUMAN10905	ASTMX01468
OG0004253	HUMAN26337	ASTMX09366, ASTMX16197
OG0004254	HUMAN27698	ASTMX05923
OG0004255	HUMAN20924	ASTMX08381, ASTMX08382
OG0004257	HUMAN17628	ASTMX17471
OG0004258	HUMAN19337	ASTMX13308
OG0004258	HUMAN19336, HUMAN19590	ASTMX13309
OG0004259	HUMAN09749	ASTMX12423, ASTMX06239
OG0004260	HUMAN09461, HUMAN09462	ASTMX05151
OG0004261	HUMAN13774	ASTMX12557
OG0004262	HUMAN08768, HUMAN08767, HUMAN08769	ASTMX12887
OG0004263	HUMAN17546	ASTMX13609
OG0004264	HUMAN03533	ASTMX07633
OG0004264	HUMAN27752, HUMAN27751, HUMAN27750	ASTMX13474
OG0004265	HUMAN01336	ASTMX03857
OG0004266	HUMAN07181	ASTMX19871
OG0004267	HUMAN06039	ASTMX10302
OG0004267	HUMAN03918	ASTMX00358, ASTMX19543
OG0004268	HUMAN15199, HUMAN15201	ASTMX17644
OG0004269	HUMAN03613	ASTMX11915
OG0004270	HUMAN01652	ASTMX09178
OG0004271	HUMAN26827	ASTMX03084, ASTMX00636
OG0004272	HUMAN23571	ASTMX08634
OG0004273	HUMAN12115, HUMAN12114	ASTMX10116
OG0004274	HUMAN11120	ASTMX09215
OG0004275	HUMAN06232	ASTMX00632
OG0004275	HUMAN21152, HUMAN21151	ASTMX15947
OG0004276	HUMAN28195	ASTMX06737
OG0004277	HUMAN29963	ASTMX08250, ASTMX16959
OG0004278	HUMAN28639	ASTMX13360
OG0004279	HUMAN28927	ASTMX03344
OG0004280	HUMAN13148	ASTMX07382
OG0004281	HUMAN21314	ASTMX06190
OG0004282	HUMAN00466	ASTMX04297
OG0004283	HUMAN22365	ASTMX04659
OG0004284	HUMAN22289	ASTMX11089
OG0004285	HUMAN24319	ASTMX03659
OG0004286	HUMAN26392	ASTMX17685
OG0004287	HUMAN08350	ASTMX12282
OG0004288	HUMAN23255	ASTMX03391
OG0004289	HUMAN08406	ASTMX08075
OG0004290	HUMAN26173	ASTMX20360, ASTMX17091
OG0004291	HUMAN02664	ASTMX22975, ASTMX22928, ASTMX08474
OG0004292	HUMAN18016, HUMAN18018, HUMAN18017	ASTMX18740
OG0004294	HUMAN04148, HUMAN04149	ASTMX21426
OG0004294	HUMAN02311, HUMAN02310	ASTMX08872
OG0004295	HUMAN14256	ASTMX02439
OG0004296	HUMAN22583, HUMAN22582	ASTMX06961
OG0004297	HUMAN24896	ASTMX19299
OG0004298	HUMAN05125, HUMAN05123, HUMAN05124	ASTMX04342
OG0004299	HUMAN05108	ASTMX04118
OG0004300	HUMAN28866	ASTMX14260
OG0004301	HUMAN04645, HUMAN04644	ASTMX16609
OG0004302	HUMAN23334	ASTMX17501
OG0004303	HUMAN18308	ASTMX11689
OG0004303	HUMAN18307	ASTMX15672
OG0004304	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401	ASTMX03416
OG0004305	HUMAN14140	ASTMX02864
OG0004306	HUMAN24566, HUMAN24565	ASTMX13917
OG0004307	HUMAN13513	ASTMX04512, ASTMX19099
OG0004308	HUMAN30057	ASTMX01163, ASTMX22955
OG0004309	HUMAN03042	ASTMX01480
OG0004310	HUMAN01879, HUMAN01878	ASTMX15373
OG0004310	HUMAN15096, HUMAN15095	ASTMX19710, ASTMX07904
OG0004311	HUMAN15083	ASTMX18182, ASTMX07914
OG0004312	HUMAN01959	ASTMX16215
OG0004314	HUMAN02115	ASTMX03789
OG0004314	HUMAN29290, HUMAN29291	ASTMX11206
OG0004315	HUMAN03740, HUMAN03739	ASTMX13389
OG0004316	HUMAN26704	ASTMX20788
OG0004316	HUMAN21828	ASTMX18209
OG0004317	HUMAN07353	ASTMX05945
OG0004318	HUMAN13522	ASTMX17337
OG0004319	HUMAN04163	ASTMX06281
OG0004319	HUMAN27066	ASTMX10266
OG0004321	HUMAN03148	ASTMX02789, ASTMX21639
OG0004322	HUMAN24558	ASTMX04317
OG0004323	HUMAN25493	ASTMX20836
OG0004324	HUMAN19248	ASTMX10764
OG0004325	HUMAN17229	ASTMX12840
OG0004326	HUMAN27157, HUMAN27158	ASTMX10632
OG0004327	HUMAN05117, HUMAN05116	ASTMX22398
OG0004328	HUMAN18966, HUMAN18965	ASTMX00686
OG0004331	HUMAN08295	ASTMX20731
OG0004332	HUMAN05580	ASTMX10855
OG0004333	HUMAN28274	ASTMX16807
OG0004334	HUMAN00979	ASTMX17061
OG0004335	HUMAN22919	ASTMX17573, ASTMX17572, ASTMX08270
OG0004336	HUMAN11187, HUMAN11186, HUMAN11185	ASTMX14701
OG0004336	HUMAN18807	ASTMX17440
OG0004337	HUMAN01473	ASTMX07526
OG0004338	HUMAN05208	ASTMX09185
OG0004341	HUMAN13188, HUMAN13187	ASTMX07830
OG0004342	HUMAN22853	ASTMX19207
OG0004343	HUMAN03765, HUMAN03766	ASTMX09486
OG0004344	HUMAN30235, HUMAN30231, HUMAN30232	ASTMX11823
OG0004345	HUMAN29416	ASTMX10369
OG0004346	HUMAN01204	ASTMX02371
OG0004347	HUMAN19877	ASTMX10356
OG0004347	HUMAN26338	ASTMX16195
OG0004348	HUMAN29749	ASTMX00135
OG0004349	HUMAN08332, HUMAN08333	ASTMX20719
OG0004350	HUMAN25142	ASTMX08185
OG0004351	HUMAN05858	ASTMX18315
OG0004352	HUMAN18365, HUMAN18370, HUMAN18368, HUMAN18369, HUMAN05871, HUMAN05872, HUMAN05869, HUMAN05870	ASTMX09143
OG0004353	HUMAN05861	ASTMX06880
OG0004354	HUMAN19964	ASTMX15197
OG0004355	HUMAN20522	ASTMX00798
OG0004355	HUMAN06764	ASTMX18678
OG0004356	HUMAN21882	ASTMX04362
OG0004357	HUMAN17377	ASTMX02500, ASTMX15653
OG0004358	HUMAN20549	ASTMX19968
OG0004359	HUMAN21016	ASTMX22440
OG0004359	HUMAN29937	ASTMX18605
OG0004360	HUMAN02590	ASTMX15044
OG0004361	HUMAN02280	ASTMX02393
OG0004362	HUMAN12669	ASTMX10177
OG0004362	HUMAN20594	ASTMX19677
OG0004364	HUMAN16782, HUMAN16785	ASTMX04367
OG0004365	HUMAN09827, HUMAN09826, HUMAN09828, HUMAN09829	ASTMX00459
OG0004366	HUMAN11404	ASTMX02586
OG0004367	HUMAN25086, HUMAN25087	ASTMX16107, ASTMX05799
OG0004368	HUMAN02041	ASTMX03854
OG0004368	HUMAN24846	ASTMX18280
OG0004369	HUMAN29479	ASTMX18368
OG0004370	HUMAN26663	ASTMX20634
OG0004371	HUMAN00682, HUMAN00681	ASTMX00913, ASTMX00912, ASTMX13533
OG0004371	HUMAN16768	ASTMX08173, ASTMX10804
OG0004372	HUMAN00855	ASTMX00507
OG0004373	HUMAN00854	ASTMX00508
OG0004374	HUMAN13158	ASTMX04921
OG0004375	HUMAN09491	ASTMX02200
OG0004376	HUMAN26330	ASTMX16199, ASTMX15209
OG0004376	HUMAN19958	ASTMX21366
OG0004377	HUMAN28605	ASTMX14026
OG0004378	HUMAN11677, HUMAN11679, HUMAN11678	ASTMX04399
OG0004379	HUMAN15965	ASTMX10194
OG0004379	HUMAN15966	ASTMX14385
OG0004380	HUMAN02379	ASTMX13490
OG0004380	HUMAN06115	ASTMX00413
OG0004381	HUMAN01741	ASTMX13785
OG0004382	HUMAN23495	ASTMX12397
OG0004383	HUMAN08351	ASTMX10971, ASTMX10972
OG0004384	HUMAN02637, HUMAN02638, HUMAN02636	ASTMX14073
OG0004385	HUMAN29342	ASTMX14351, ASTMX03407
OG0004386	HUMAN26743	ASTMX14948
OG0004386	HUMAN19947	ASTMX11977
OG0004388	HUMAN25589	ASTMX12384
OG0004389	HUMAN00922	ASTMX05471
OG0004390	HUMAN02225, HUMAN02224, HUMAN02227	ASTMX10036
OG0004391	HUMAN23755	ASTMX19036
OG0004391	HUMAN22999	ASTMX23079
OG0004392	HUMAN03189	ASTMX02501
OG0004393	HUMAN03571	ASTMX18102, ASTMX07015
OG0004394	HUMAN30076, HUMAN25176	ASTMX03919
OG0004395	HUMAN06742	ASTMX08548
OG0004396	HUMAN00394	ASTMX09245
OG0004397	HUMAN15239	ASTMX08303, ASTMX07080
OG0004397	HUMAN15240	ASTMX08925
OG0004397	HUMAN13820	ASTMX16412
OG0004398	HUMAN25746	ASTMX08130
OG0004399	HUMAN20481, HUMAN20480	ASTMX16848, ASTMX19068
OG0004399	HUMAN20364	ASTMX16232
OG0004400	HUMAN13800	ASTMX02836, ASTMX08919
OG0004401	HUMAN30275, HUMAN07787	ASTMX07375
OG0004402	HUMAN22341	ASTMX01626
OG0004403	HUMAN09951, HUMAN09950	ASTMX19995
OG0004403	HUMAN09949	ASTMX02166
OG0004404	HUMAN09714	ASTMX12554
OG0004405	HUMAN30602, HUMAN30601, HUMAN30590	ASTMX08573
OG0004406	HUMAN04951, HUMAN04950	ASTMX02714
OG0004406	HUMAN08313	ASTMX08096, ASTMX21645
OG0004407	HUMAN08685	ASTMX01356
OG0004408	HUMAN05224	ASTMX03723
OG0004408	HUMAN05225	ASTMX03724
OG0004409	HUMAN21149	ASTMX10780
OG0004409	HUMAN06233	ASTMX03091
OG0004413	HUMAN20485	ASTMX00930
OG0004414	HUMAN05744, HUMAN05743	ASTMX12793, ASTMX14372
OG0004415	HUMAN27786	ASTMX12000
OG0004417	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645	ASTMX06465
OG0004419	HUMAN17223, HUMAN17224, HUMAN17222	ASTMX05029
OG0004420	HUMAN21941, HUMAN21942	ASTMX16477
OG0004421	HUMAN20973	ASTMX00927
OG0004422	HUMAN09643	ASTMX12408
OG0004422	HUMAN23503	ASTMX12072
OG0004423	HUMAN24585	ASTMX00839
OG0004424	HUMAN20454, HUMAN20451	ASTMX00973
OG0004425	HUMAN20710	ASTMX05733
OG0004426	HUMAN08417	ASTMX04608
OG0004426	HUMAN15503, HUMAN15502	ASTMX16512
OG0004427	HUMAN17507	ASTMX18236
OG0004432	HUMAN03015, HUMAN03014, HUMAN03013, HUMAN03010	ASTMX02663
OG0004432	HUMAN18104, HUMAN18105	ASTMX13769, ASTMX17102, ASTMX16752
OG0004433	HUMAN26519	ASTMX18365
OG0004433	HUMAN26524	ASTMX07393
OG0004433	HUMAN17553, HUMAN17552	ASTMX13601
OG0004435	HUMAN09102, HUMAN09078, HUMAN30681, HUMAN09109, HUMAN09104, HUMAN09098, HUMAN09072, HUMAN09118, HUMAN09074, HUMAN09083, HUMAN09110, HUMAN09113, HUMAN09119, HUMAN19351, HUMAN09099, HUMAN09136, HUMAN09141, HUMAN09071, HUMAN09112, HUMAN09087	ASTMX20701
OG0004436	HUMAN11105	ASTMX21526
OG0004459	HUMAN03665	ASTMX01523
OG0004460	HUMAN02348	ASTMX05378
OG0004461	HUMAN06949	ASTMX02008
OG0004461	HUMAN25050	ASTMX09253
OG0004462	HUMAN07884	ASTMX09565
OG0004463	HUMAN07198, HUMAN12013	ASTMX20816, ASTMX17775, ASTMX10719
OG0004465	HUMAN25551	ASTMX07511
OG0004467	HUMAN07304	ASTMX18837, ASTMX09624
OG0004468	HUMAN04543	ASTMX10959, ASTMX17591
OG0004471	HUMAN17967, HUMAN17970, HUMAN17969	ASTMX21908
OG0004471	HUMAN17968	ASTMX05397
OG0004472	HUMAN26987	ASTMX10876
OG0004474	HUMAN00075, HUMAN00078, HUMAN00076	ASTMX02122
OG0004475	HUMAN10492	ASTMX22422, ASTMX08579
OG0004475	HUMAN06062	ASTMX03628
OG0004476	HUMAN07423	ASTMX05902, ASTMX20801
OG0004477	HUMAN09841	ASTMX13238
OG0004478	HUMAN11200	ASTMX10885
OG0004479	HUMAN13760	ASTMX09838
OG0004480	HUMAN19565	ASTMX07539
OG0004481	HUMAN09377, HUMAN09376	ASTMX20550
OG0004482	HUMAN20680	ASTMX08694
OG0004483	HUMAN18287, HUMAN18286, HUMAN18283, HUMAN18284	ASTMX00569
OG0004484	HUMAN00032	ASTMX19181
OG0004485	HUMAN05734	ASTMX11288
OG0004486	HUMAN28381	ASTMX13480
OG0004487	HUMAN22433	ASTMX12470
OG0004488	HUMAN09530	ASTMX07090
OG0004488	HUMAN01783	ASTMX14739
OG0004490	HUMAN16009, HUMAN16010, HUMAN16008	ASTMX07362
OG0004491	HUMAN15224	ASTMX03568
OG0004492	HUMAN03895	ASTMX12431
OG0004493	HUMAN00735	ASTMX05775
OG0004493	HUMAN00736	ASTMX16816
OG0004493	HUMAN00734	ASTMX16815
OG0004494	HUMAN10686	ASTMX11684
OG0004495	HUMAN01257	ASTMX16876
OG0004496	HUMAN21326	ASTMX06198
OG0004497	HUMAN11496	ASTMX10903
OG0004498	HUMAN21502, HUMAN21503	ASTMX21957
OG0004499	HUMAN02497	ASTMX03883
OG0004499	HUMAN08698, HUMAN08697	ASTMX01344
OG0004500	HUMAN27616	ASTMX01231
OG0004501	HUMAN00494	ASTMX11331
OG0004502	HUMAN00324	ASTMX21917
OG0004503	HUMAN22764	ASTMX18826, ASTMX17305
OG0004505	HUMAN17948	ASTMX00647
OG0004507	HUMAN23621	ASTMX19380
OG0004509	HUMAN02069	ASTMX06478, ASTMX08851
OG0004510	HUMAN29607	ASTMX00014
OG0004511	HUMAN19795	ASTMX13204
OG0004511	HUMAN12268	ASTMX09352
OG0004512	HUMAN09321	ASTMX09673
OG0004514	HUMAN20024	ASTMX09457
OG0004515	HUMAN03769, HUMAN03768, HUMAN03770	ASTMX18895
OG0004516	HUMAN13122	ASTMX09891
OG0004517	HUMAN13286, HUMAN13288, HUMAN13287	ASTMX21487
OG0004518	HUMAN29301	ASTMX11208
OG0004518	HUMAN14475	ASTMX19137
OG0004519	HUMAN21150	ASTMX15946
OG0004520	HUMAN22045	ASTMX09208
OG0004522	HUMAN24510	ASTMX12625
OG0004523	HUMAN01827, HUMAN01829	ASTMX10128
OG0004524	HUMAN20054	ASTMX15489, ASTMX17350
OG0004526	HUMAN29357	ASTMX11185
OG0004527	HUMAN01091	ASTMX05479
OG0004528	HUMAN11777	ASTMX13297
OG0004529	HUMAN25204, HUMAN25205	ASTMX20454
OG0004530	HUMAN30172	ASTMX01177
OG0004530	HUMAN29605	ASTMX13312, ASTMX00016
OG0004531	HUMAN29624	ASTMX11848
OG0004532	HUMAN10136	ASTMX23033
OG0004532	HUMAN10137	ASTMX18715
OG0004533	HUMAN09658, HUMAN14386	ASTMX05692
OG0004534	HUMAN07572, HUMAN07573	ASTMX13982
OG0004535	HUMAN15447, HUMAN15446, HUMAN15448	ASTMX18252
OG0004537	HUMAN29314	ASTMX12398
OG0004538	HUMAN08632, HUMAN08631	ASTMX16549
OG0004539	HUMAN16954	ASTMX01573
OG0004539	HUMAN08753, HUMAN08752	ASTMX04849
OG0004540	HUMAN27283, HUMAN27284	ASTMX16758
OG0004542	HUMAN20251	ASTMX01416
OG0004543	HUMAN12485	ASTMX02878
OG0004544	HUMAN21132	ASTMX17104, ASTMX19349, ASTMX03432
OG0004545	HUMAN23453, HUMAN23452	ASTMX18331
OG0004546	HUMAN24897	ASTMX19300
OG0004547	HUMAN07051	ASTMX02173
OG0004547	HUMAN21061	ASTMX00774
OG0004548	HUMAN02263	ASTMX02398
OG0004549	HUMAN04224	ASTMX00362
OG0004550	HUMAN07015	ASTMX10857
OG0004551	HUMAN10195	ASTMX09705
OG0004552	HUMAN11941, HUMAN11943, HUMAN11942	ASTMX05664
OG0004553	HUMAN29639	ASTMX18683
OG0004554	HUMAN16601	ASTMX17537
OG0004555	HUMAN24447	ASTMX12344, ASTMX13870
OG0004556	HUMAN10849	ASTMX09133
OG0004557	HUMAN18475	ASTMX10836
OG0004557	HUMAN26034	ASTMX18432
OG0004558	HUMAN00434	ASTMX08361
OG0004559	HUMAN13594	ASTMX16403
OG0004560	HUMAN17616	ASTMX08772, ASTMX03130
OG0004561	HUMAN21836	ASTMX11153
OG0004563	HUMAN19929	ASTMX06425
OG0004564	HUMAN02717	ASTMX04605, ASTMX17708
OG0004565	HUMAN02521, HUMAN02520	ASTMX11337
OG0004566	HUMAN27617	ASTMX01230
OG0004566	HUMAN13773	ASTMX09116
OG0004567	HUMAN16616	ASTMX13427, ASTMX01332
OG0004568	HUMAN08468	ASTMX04584
OG0004569	HUMAN19797, HUMAN19796	ASTMX13197
OG0004570	HUMAN16933	ASTMX14407, ASTMX10603
OG0004570	HUMAN08425	ASTMX16509
OG0004571	HUMAN02981	ASTMX20916
OG0004572	HUMAN27925	ASTMX22215
OG0004573	HUMAN12408	ASTMX21393
OG0004574	HUMAN04266	ASTMX17761
OG0004576	HUMAN23863	ASTMX09317
OG0004576	HUMAN22099, HUMAN22098, HUMAN03755	ASTMX19947
OG0004577	HUMAN07984	ASTMX01646
OG0004578	HUMAN29379	ASTMX08973, ASTMX03318
OG0004579	HUMAN06948, HUMAN06947	ASTMX00406, ASTMX00405
OG0004580	HUMAN00089	ASTMX02111
OG0004581	HUMAN30254	ASTMX17856
OG0004582	HUMAN01491, HUMAN23318	ASTMX10566
OG0004583	HUMAN25613	ASTMX11040
OG0004584	HUMAN25317	ASTMX11429
OG0004585	HUMAN13729, HUMAN13727	ASTMX12629
OG0004586	HUMAN27177, HUMAN27176, HUMAN27175, HUMAN27174, HUMAN27179	ASTMX17214, ASTMX17183
OG0004587	HUMAN22944, HUMAN22945	ASTMX01635
OG0004588	HUMAN11782	ASTMX07797
OG0004589	HUMAN12239	ASTMX18516
OG0004590	HUMAN26460	ASTMX12148
OG0004591	HUMAN12039, HUMAN12041, HUMAN12040	ASTMX21610
OG0004593	HUMAN17263, HUMAN24335	ASTMX10160
OG0004595	HUMAN12768	ASTMX20276
OG0004596	HUMAN04471, HUMAN04470	ASTMX21771
OG0004597	HUMAN16836	ASTMX08509
OG0004599	HUMAN23323, HUMAN23324	ASTMX17955
OG0004600	HUMAN29105	ASTMX03299
OG0004601	HUMAN29271, HUMAN29273	ASTMX10374
OG0004602	HUMAN13593, HUMAN13590	ASTMX16402
OG0004603	HUMAN10394, HUMAN10392, HUMAN10391	ASTMX03617
OG0004605	HUMAN10306	ASTMX21168
OG0004606	HUMAN18904, HUMAN18905	ASTMX21043
OG0004607	HUMAN19952	ASTMX11971
OG0004607	HUMAN12425	ASTMX13056
OG0004608	HUMAN18748, HUMAN18747, HUMAN18749	ASTMX01257
OG0004609	HUMAN12279, HUMAN12280	ASTMX09349
OG0004610	HUMAN09947, HUMAN09946	ASTMX00616, ASTMX01729
OG0004611	HUMAN03825, HUMAN03826	ASTMX12112
OG0004612	HUMAN25998	ASTMX00891
OG0004613	HUMAN15692	ASTMX21763
OG0004614	HUMAN04966	ASTMX04701
OG0004615	HUMAN29429	ASTMX21376
OG0004615	HUMAN01271	ASTMX16883, ASTMX16468
OG0004616	HUMAN17882	ASTMX05420
OG0004617	HUMAN04322	ASTMX09210, ASTMX02171
OG0004617	HUMAN06985, HUMAN06984	ASTMX02007
OG0004618	HUMAN22867	ASTMX19005
OG0004619	HUMAN12791	ASTMX10202
OG0004620	HUMAN11638	ASTMX22806
OG0004621	HUMAN21153	ASTMX15948, ASTMX10781
OG0004622	HUMAN29011	ASTMX12255
OG0004625	HUMAN19764	ASTMX17472
OG0004626	HUMAN15244	ASTMX07085, ASTMX00423
OG0004627	HUMAN29678	ASTMX06167
OG0004628	HUMAN13154	ASTMX07376
OG0004628	HUMAN18070	ASTMX00478
OG0004629	HUMAN29170, HUMAN29169	ASTMX09732
OG0004630	HUMAN25354	ASTMX12900
OG0004631	HUMAN29038	ASTMX20661
OG0004632	HUMAN21378	ASTMX05459
OG0004633	HUMAN18514	ASTMX10340
OG0004634	HUMAN12037	ASTMX21447
OG0004634	HUMAN20391	ASTMX03049
