Orthogroup	HUMAN	DANRE
OG0007932	HUMAN24557	DANRE09754, DANRE14710
OG0007933	HUMAN17540, HUMAN20405	DANRE12410
OG0007934	HUMAN21422	DANRE42581, DANRE42582
OG0007935	HUMAN25433	DANRE30643, DANRE05485, DANRE05486
OG0007936	HUMAN25542, HUMAN25541	DANRE18507, DANRE18508
OG0007937	HUMAN02729	DANRE10952
OG0007938	HUMAN06734	DANRE30775, DANRE30776
OG0007939	HUMAN02969	DANRE23916
OG0007940	HUMAN09227, HUMAN09226	DANRE18079, DANRE18077, DANRE18076
OG0007941	HUMAN10745	DANRE30090, DANRE30089
OG0007942	HUMAN14706, HUMAN14708, HUMAN14707	DANRE28892
OG0007943	HUMAN05448	DANRE19851
OG0007944	HUMAN22561, HUMAN22559, HUMAN22563, HUMAN22562, HUMAN22560	DANRE34868
OG0007945	HUMAN11683, HUMAN11682	DANRE08217, DANRE08216
OG0007946	HUMAN01410	DANRE23335, DANRE23334, DANRE23333
OG0007948	HUMAN11837	DANRE35016
OG0007949	HUMAN13796, HUMAN13795	DANRE21500
OG0007951	HUMAN19098	DANRE03577
OG0007952	HUMAN21513	DANRE23982
OG0007954	HUMAN25141, HUMAN25140	DANRE18360
OG0007955	HUMAN08358, HUMAN08359	DANRE10662
OG0007956	HUMAN23725	DANRE00513
OG0007957	HUMAN12395	DANRE43440
OG0007958	HUMAN10130	DANRE30163
OG0007959	HUMAN00914	DANRE27159
OG0007960	HUMAN18089, HUMAN18088	DANRE41738, DANRE41737, DANRE41739
OG0007962	HUMAN23916	DANRE20515
OG0007963	HUMAN00079, HUMAN00077	DANRE41290
OG0007964	HUMAN26269	DANRE01563
OG0007965	HUMAN10628	DANRE03000, DANRE02999
OG0007966	HUMAN23684	DANRE43416, DANRE43415
OG0007967	HUMAN14599, HUMAN14598, HUMAN14597	DANRE30273
OG0007968	HUMAN03235	DANRE05367
OG0007969	HUMAN11764	DANRE01846
OG0007970	HUMAN11987, HUMAN11988	DANRE05985, DANRE05984, DANRE23172
OG0007971	HUMAN20515	DANRE01642
OG0007972	HUMAN08234, HUMAN08235	DANRE27696, DANRE27695
OG0007973	HUMAN18842, HUMAN18843	DANRE22704
OG0007974	HUMAN21538	DANRE27091, DANRE27089, DANRE27090
OG0007975	HUMAN00101	DANRE41055
OG0007976	HUMAN10652	DANRE17213, DANRE17211, DANRE17212
OG0007977	HUMAN10711	DANRE30080, DANRE30079, DANRE30078
OG0007978	HUMAN26591, HUMAN26590	DANRE14537
OG0007979	HUMAN28431	DANRE06335, DANRE06336
OG0007980	HUMAN25126	DANRE05800
OG0007983	HUMAN02648, HUMAN02647, HUMAN02649	DANRE05917
OG0007984	HUMAN11790	DANRE38168
OG0007985	HUMAN22845	DANRE06065
OG0007986	HUMAN23732	DANRE00518
OG0007988	HUMAN08136	DANRE33287
OG0007990	HUMAN28217, HUMAN28218, HUMAN28216	DANRE09108
OG0007991	HUMAN09310	DANRE18046
OG0007992	HUMAN15218	DANRE38803, DANRE38804, DANRE38805, DANRE12276
OG0007993	HUMAN02476	DANRE17625, DANRE17626
OG0007994	HUMAN25068	DANRE04091
OG0007996	HUMAN05904	DANRE09458, DANRE09457
OG0007997	HUMAN25806	DANRE07075, DANRE07074
OG0007999	HUMAN13157	DANRE29574
OG0008001	HUMAN17244, HUMAN17245, HUMAN17243	DANRE35300
OG0008002	HUMAN24480	DANRE43272
OG0008003	HUMAN11963	DANRE37946
OG0008004	HUMAN07936	DANRE27703, DANRE27701, DANRE27702
OG0008006	HUMAN30122	DANRE07161
OG0008007	HUMAN28574, HUMAN28573	DANRE39501, DANRE39500
OG0008008	HUMAN25914	DANRE30055
OG0008009	HUMAN01656	DANRE13906
OG0008011	HUMAN20883	DANRE43318
OG0008012	HUMAN12766	DANRE29944
OG0008013	HUMAN02948, HUMAN02949	DANRE24152, DANRE24151
OG0008014	HUMAN13088	DANRE07959
OG0008016	HUMAN17122	DANRE38388, DANRE38387
OG0008017	HUMAN29822	DANRE22791
OG0008018	HUMAN03518	DANRE05741, DANRE05740
OG0008019	HUMAN26686	DANRE18978
OG0008020	HUMAN25874	DANRE05165
OG0008021	HUMAN17724	DANRE21369
OG0008021	HUMAN12729	DANRE29122
OG0008022	HUMAN08326, HUMAN08325	DANRE10906
OG0008023	HUMAN00347	DANRE20610
OG0008025	HUMAN25944	DANRE15444, DANRE15445, DANRE30011
OG0008026	HUMAN07017	DANRE31319, DANRE31320
OG0008027	HUMAN09297	DANRE10672
OG0008027	HUMAN09295	DANRE10671
OG0008028	HUMAN13789, HUMAN13788	DANRE24687
OG0008029	HUMAN26373	DANRE35038
OG0008030	HUMAN20023	DANRE00570
OG0008031	HUMAN10154	DANRE07952
OG0008033	HUMAN17142	DANRE06622
OG0008035	HUMAN00302	DANRE02513, DANRE22923
OG0008035	HUMAN02066	DANRE17688, DANRE26351
OG0008036	HUMAN25880	DANRE43279
OG0008037	HUMAN09652	DANRE37630
OG0008038	HUMAN21043	DANRE41285
OG0008039	HUMAN19944	DANRE33599, DANRE33600
OG0008040	HUMAN25453, HUMAN25452	DANRE18236
OG0008041	HUMAN27061	DANRE31092
OG0008043	HUMAN09312	DANRE12128
OG0008045	HUMAN26584, HUMAN26585, HUMAN26582, HUMAN26580, HUMAN26583, HUMAN26581, HUMAN26586	DANRE14902, DANRE14904, DANRE14903
OG0008046	HUMAN28416, HUMAN28418	DANRE18874, DANRE18872
OG0008047	HUMAN02867, HUMAN02866	DANRE30614
OG0008048	HUMAN28014, HUMAN28015	DANRE14758, DANRE14756
OG0008049	HUMAN26750	DANRE35018
OG0008050	HUMAN23560, HUMAN23558, HUMAN23559	DANRE01483, DANRE01482
OG0008051	HUMAN10716	DANRE29845
OG0008052	HUMAN09315, HUMAN09316	DANRE05521, DANRE05522
OG0008053	HUMAN26036	DANRE13614, DANRE13613
OG0008054	HUMAN20568	DANRE14366, DANRE14364, DANRE14365
OG0008055	HUMAN06710	DANRE30653
OG0008056	HUMAN29996	DANRE34362
OG0008057	HUMAN19652	DANRE21382
OG0008058	HUMAN15328, HUMAN15329, HUMAN15330	DANRE08685
OG0008059	HUMAN00551, HUMAN00552	DANRE10600, DANRE10601
OG0008060	HUMAN01458	DANRE36845, DANRE36846
OG0008061	HUMAN27886	DANRE24328
OG0008061	HUMAN16743	DANRE35697
OG0008062	HUMAN09476	DANRE12289
OG0008064	HUMAN26176	DANRE14122
OG0008065	HUMAN20388	DANRE30969, DANRE12348
OG0008066	HUMAN09760	DANRE25010, DANRE25009
OG0008067	HUMAN25616	DANRE23278
OG0008068	HUMAN23056	DANRE16266
OG0008069	HUMAN14189	DANRE21600
OG0008070	HUMAN13658	DANRE39169, DANRE39168, DANRE39167
OG0008071	HUMAN01032	DANRE27128
OG0008072	HUMAN00396, HUMAN00395	DANRE23515
OG0008073	HUMAN29336, HUMAN29335	DANRE34118
OG0008074	HUMAN12463	DANRE34941
OG0008075	HUMAN29868	DANRE40333, DANRE40332
OG0008076	HUMAN06293, HUMAN06291, HUMAN06292	DANRE23122
OG0008076	HUMAN06290	DANRE23121, DANRE23120
OG0008077	HUMAN26662, HUMAN26661	DANRE00744
OG0008078	HUMAN06472	DANRE23451
OG0008079	HUMAN27934	DANRE24318
OG0008080	HUMAN04666	DANRE25081
OG0008081	HUMAN20765	DANRE10209, DANRE10210
OG0008083	HUMAN08783	DANRE11447
OG0008084	HUMAN09222	DANRE18083
OG0008085	HUMAN02875	DANRE30916
OG0008086	HUMAN03738	DANRE03403, DANRE03404
OG0008087	HUMAN18084	DANRE35823, DANRE35822, DANRE41735
OG0008088	HUMAN08520, HUMAN08522, HUMAN08521	DANRE17946
OG0008089	HUMAN26782	DANRE13493, DANRE13492
OG0008090	HUMAN02903, HUMAN02904	DANRE14082, DANRE14081, DANRE14083
OG0008091	HUMAN07361, HUMAN07360	DANRE35340
OG0008093	HUMAN27677	DANRE40978, DANRE40979
OG0008094	HUMAN11989	DANRE40459
OG0008098	HUMAN17004, HUMAN17003	DANRE05259
OG0008099	HUMAN10505, HUMAN10506	DANRE30076
OG0008100	HUMAN00523	DANRE11355
OG0008102	HUMAN29480	DANRE34899
OG0008103	HUMAN04801, HUMAN04800	DANRE06236, DANRE06237
OG0008104	HUMAN03550, HUMAN03549, HUMAN03551	DANRE04052
OG0008105	HUMAN16819	DANRE05576
OG0008106	HUMAN20536, HUMAN20534	DANRE43427, DANRE43321
OG0008107	HUMAN23200, HUMAN23199	DANRE24308
OG0008108	HUMAN11110	DANRE38276
OG0008109	HUMAN11770, HUMAN11769	DANRE20116
OG0008110	HUMAN17613	DANRE26439
OG0008111	HUMAN09690	DANRE38509, DANRE38508
OG0008112	HUMAN08268, HUMAN08270, HUMAN08269	DANRE11605
OG0008113	HUMAN14020	DANRE19318
OG0008115	HUMAN08321	DANRE11727
OG0008116	HUMAN12994	DANRE29056
OG0008116	HUMAN10179	DANRE17240
OG0008117	HUMAN01737	DANRE14481
OG0008119	HUMAN26741	DANRE34164
OG0008120	HUMAN00765	DANRE12139
OG0008123	HUMAN04954	DANRE19889, DANRE19890, DANRE06823
OG0008124	HUMAN06531	DANRE36543
OG0008125	HUMAN24198, HUMAN24197	DANRE07128
OG0008126	HUMAN01802	DANRE43381, DANRE09629
OG0008127	HUMAN07524	DANRE01181, DANRE01180
OG0008136	HUMAN19121	DANRE01715
OG0008143	HUMAN23788, HUMAN23787	DANRE20470
OG0008147	HUMAN08238, HUMAN08239, HUMAN08237	DANRE42373, DANRE42371, DANRE42370, DANRE42369, DANRE42372
OG0008148	HUMAN00793	DANRE11343
OG0008148	HUMAN25346, HUMAN25345	DANRE11985, DANRE11986, DANRE17260
OG0008149	HUMAN19295	DANRE23565
OG0008150	HUMAN14019, HUMAN14018	DANRE35220, DANRE19320
OG0008151	HUMAN03088, HUMAN22588	DANRE00366, DANRE00365, DANRE05421, DANRE34541
OG0008154	HUMAN22672	DANRE40550, DANRE40551
OG0008154	HUMAN03375	DANRE03413, DANRE03414, DANRE11431, DANRE11429
OG0008156	HUMAN18652	DANRE04904, DANRE04906, DANRE04907, DANRE04905
OG0008157	HUMAN18144	DANRE42602, DANRE42604, DANRE42603, DANRE42600, DANRE42599, DANRE42601
OG0008194	HUMAN01965	DANRE39488
OG0008199	HUMAN23058, HUMAN23057	DANRE16267
OG0008201	HUMAN21455	DANRE36656
OG0008202	HUMAN02093	DANRE00001
OG0008203	HUMAN23819	DANRE20578
OG0008204	HUMAN11260	DANRE19232
OG0008205	HUMAN29340	DANRE34114
OG0008206	HUMAN02339	DANRE22435
OG0008208	HUMAN20538	DANRE22091
OG0008209	HUMAN26672, HUMAN26671	DANRE38195
OG0008211	HUMAN28680, HUMAN28681	DANRE34903
OG0008213	HUMAN21183, HUMAN21184	DANRE16175, DANRE16174, DANRE16176
OG0008215	HUMAN07579, HUMAN07580, HUMAN07578	DANRE00844
OG0008217	HUMAN20199	DANRE35437
OG0008218	HUMAN12038	DANRE03029, DANRE03030, DANRE03031
OG0008219	HUMAN27873	DANRE24332
OG0008220	HUMAN30201	DANRE27985
OG0008222	HUMAN17180	DANRE04725
OG0008223	HUMAN30263	DANRE06940
OG0008224	HUMAN11586	DANRE39132, DANRE39131
OG0008225	HUMAN24187	DANRE06607
OG0008227	HUMAN28826	DANRE41137, DANRE41138, DANRE41139
OG0008228	HUMAN21146	DANRE22573, DANRE22572
OG0008229	HUMAN29482	DANRE34897
OG0008230	HUMAN08125	DANRE38056
OG0008231	HUMAN03677	DANRE05034
OG0008232	HUMAN11841	DANRE33295
OG0008234	HUMAN13620, HUMAN13618, HUMAN13619	DANRE03864
OG0008235	HUMAN00821	DANRE40508
OG0008236	HUMAN02910	DANRE09853
OG0008237	HUMAN23647	DANRE34955, DANRE34956, DANRE34957
OG0008238	HUMAN16279	DANRE10005
OG0008239	HUMAN03298, HUMAN03297	DANRE05050
OG0008240	HUMAN10132, HUMAN10131	DANRE30162
OG0008242	HUMAN01163, HUMAN01162, HUMAN01161, HUMAN01160	DANRE40049, DANRE40050
OG0008243	HUMAN25428	DANRE05481
OG0008244	HUMAN10161	DANRE24754
OG0008246	HUMAN06614	DANRE23325
OG0008247	HUMAN03620	DANRE16623
OG0008249	HUMAN14662	DANRE29808
OG0008250	HUMAN14966	DANRE01830
OG0008251	HUMAN23749	DANRE00160
OG0008252	HUMAN23703	DANRE14625
OG0008254	HUMAN01824	DANRE13562
OG0008255	HUMAN28692	DANRE23775, DANRE23776
OG0008256	HUMAN16605, HUMAN16606	DANRE18101, DANRE18100
OG0008257	HUMAN21537	DANRE27092, DANRE24473
OG0008258	HUMAN02572	DANRE21931
OG0008259	HUMAN16697	DANRE11647, DANRE11646
OG0008261	HUMAN05256, HUMAN05253, HUMAN05254, HUMAN05257	DANRE07806
OG0008262	HUMAN29219	DANRE40610
OG0008263	HUMAN04927	DANRE06277
OG0008264	HUMAN23694	DANRE19001
OG0008265	HUMAN30496, HUMAN30495	DANRE22829
OG0008266	HUMAN09367	DANRE37136
OG0008267	HUMAN06220, HUMAN06219	DANRE31631
OG0008268	HUMAN29112	DANRE00378
OG0008269	HUMAN21396	DANRE42531
OG0008270	HUMAN00750	DANRE15140
OG0008271	HUMAN14372	DANRE21764
OG0008272	HUMAN04358	DANRE11348, DANRE11349
OG0008273	HUMAN11962, HUMAN11961	DANRE34879
OG0008275	HUMAN25394	DANRE10033
OG0008277	HUMAN04134	DANRE38260, DANRE38259
OG0008278	HUMAN07236	DANRE33588, DANRE33589, DANRE33590
OG0008280	HUMAN22014	DANRE07625
OG0008281	HUMAN04744	DANRE06733
OG0008282	HUMAN00895	DANRE40074, DANRE40073, DANRE40072, DANRE40071
OG0008283	HUMAN07219	DANRE33504, DANRE33505
OG0008284	HUMAN08430	DANRE10929
OG0008284	HUMAN15813	DANRE07860
OG0008285	HUMAN11487	DANRE12521, DANRE38218
OG0008285	HUMAN14115, HUMAN14114	DANRE12522, DANRE14127, DANRE14126, DANRE38219, DANRE12523
OG0008286	HUMAN18868	DANRE23611
OG0008288	HUMAN00419	DANRE23483
OG0008289	HUMAN29098	DANRE34246
OG0008290	HUMAN04144, HUMAN04143	DANRE12631
OG0008291	HUMAN12015	DANRE29335
OG0008292	HUMAN09845	DANRE38343
OG0008293	HUMAN09963, HUMAN09960, HUMAN09962, HUMAN09964	DANRE25619
OG0008293	HUMAN09961	DANRE25618
OG0008294	HUMAN17187	DANRE06188
OG0008295	HUMAN16821	DANRE16713, DANRE16712
OG0008297	HUMAN19984, HUMAN19986, HUMAN19987, HUMAN19988	DANRE35409, DANRE35410
OG0008298	HUMAN00245, HUMAN00244	DANRE41286
OG0008299	HUMAN13022, HUMAN13020, HUMAN13021, HUMAN13019	DANRE28767
OG0008300	HUMAN28700	DANRE15842
OG0008301	HUMAN03697	DANRE05945
OG0008304	HUMAN07647, HUMAN07648	DANRE42146
OG0008305	HUMAN18436	DANRE42094
OG0008307	HUMAN06155	DANRE30680
OG0008308	HUMAN21349	DANRE16045
OG0008309	HUMAN02301, HUMAN02300, HUMAN02302	DANRE21775, DANRE21776
OG0008311	HUMAN16796	DANRE11369
OG0008312	HUMAN13487	DANRE29069
OG0008313	HUMAN13284, HUMAN13283, HUMAN13285	DANRE04003, DANRE04002
OG0008314	HUMAN17569, HUMAN17566	DANRE15558, DANRE15557
OG0008315	HUMAN10956, HUMAN10955	DANRE29533, DANRE29532
OG0008318	HUMAN08273	DANRE11606
OG0008319	HUMAN00373	DANRE22912
OG0008320	HUMAN24159	DANRE20218, DANRE43277, DANRE20217
OG0008323	HUMAN28595	DANRE16787, DANRE16786
OG0008324	HUMAN26458	DANRE01115
OG0008325	HUMAN11481, HUMAN11480	DANRE26133
OG0008327	HUMAN26707	DANRE37963, DANRE37964
OG0008328	HUMAN22301	DANRE39274
OG0008329	HUMAN17962	DANRE35793
OG0008331	HUMAN02484	DANRE11899, DANRE11900
OG0008333	HUMAN21893	DANRE08930, DANRE08929
OG0008334	HUMAN29152	DANRE41256, DANRE41255
OG0008335	HUMAN14533	DANRE41067
OG0008336	HUMAN26835	DANRE25716
OG0008337	HUMAN21223	DANRE42264
OG0008338	HUMAN19122	DANRE01716
OG0008338	HUMAN25617	DANRE23279, DANRE23280
OG0008339	HUMAN25678	DANRE18405, DANRE18404, DANRE18403
OG0008340	HUMAN19688, HUMAN19686, HUMAN19687	DANRE12777, DANRE12776
OG0008341	HUMAN08398	DANRE11036
OG0008342	HUMAN11562	DANRE12654
OG0008342	HUMAN28129	DANRE10363, DANRE10362
OG0008343	HUMAN17178	DANRE14708
OG0008345	HUMAN09403	DANRE38973
OG0008346	HUMAN16797	DANRE11370
OG0008347	HUMAN12793	DANRE29708
OG0008348	HUMAN18638	DANRE17655
OG0008349	HUMAN30461, HUMAN30460	DANRE33780
OG0008350	HUMAN25937	DANRE30027
OG0008351	HUMAN12466	DANRE34946, DANRE34944
OG0008352	HUMAN23735, HUMAN23734	DANRE00522, DANRE00521
OG0008353	HUMAN26897	DANRE25854, DANRE25853
OG0008354	HUMAN11991	DANRE23706, DANRE23705, DANRE23704
OG0008355	HUMAN17063	DANRE04471, DANRE04472
OG0008356	HUMAN00269	DANRE02813, DANRE02812
OG0008357	HUMAN09661, HUMAN09662	DANRE12718, DANRE12719
OG0008358	HUMAN11319	DANRE12537
OG0008359	HUMAN19022	DANRE36931
OG0008360	HUMAN00749	DANRE15139, DANRE15138
OG0008361	HUMAN00580	DANRE09045, DANRE14230
OG0008363	HUMAN04961, HUMAN04960	DANRE19998
OG0008364	HUMAN17125	DANRE16372, DANRE16371
OG0008365	HUMAN07830	DANRE15403, DANRE42161
OG0008367	HUMAN03243	DANRE05372, DANRE04344
OG0008368	HUMAN18450	DANRE15383
OG0008369	HUMAN11855	DANRE07923
OG0008371	HUMAN00911	DANRE04306
OG0008374	HUMAN06241	DANRE31187, DANRE31186
OG0008376	HUMAN21289	DANRE35274, DANRE35275, DANRE24291
OG0008377	HUMAN18042	DANRE42123
OG0008378	HUMAN18118	DANRE15372, DANRE15373, DANRE15374
OG0008379	HUMAN14930, HUMAN14931, HUMAN14929	DANRE01808
OG0008380	HUMAN02642	DANRE17412
OG0008382	HUMAN11290	DANRE38269, DANRE38270
OG0008383	HUMAN00264	DANRE41070
OG0008384	HUMAN02514	DANRE09003, DANRE09002, DANRE09004
OG0008386	HUMAN13311, HUMAN13310	DANRE03808
OG0008387	HUMAN06320	DANRE35613
OG0008388	HUMAN25138	DANRE18843, DANRE18842, DANRE18844
OG0008392	HUMAN26623, HUMAN26617, HUMAN26622	DANRE04087, DANRE30010
OG0008394	HUMAN20915	DANRE22106, DANRE22105
OG0008395	HUMAN26076	DANRE09558, DANRE09557
OG0008396	HUMAN11557	DANRE25934
OG0008399	HUMAN17631, HUMAN17660, HUMAN17629, HUMAN17630, HUMAN17659	DANRE19508, DANRE19509
OG0008400	HUMAN14762	DANRE02590, DANRE02589
OG0008401	HUMAN02443	DANRE02750
OG0008403	HUMAN00738	DANRE10132
OG0008404	HUMAN29395, HUMAN29394	DANRE19259
OG0008406	HUMAN00912	DANRE40069, DANRE40070
OG0008410	HUMAN02968	DANRE23915
OG0008411	HUMAN13080, HUMAN13079	DANRE01037
OG0008412	HUMAN01894, HUMAN01893	DANRE13905
OG0008414	HUMAN01631	DANRE09923, DANRE09924
OG0008415	HUMAN22400	DANRE17838
OG0008416	HUMAN08501	DANRE05682
OG0008418	HUMAN02917	DANRE24591
OG0008419	HUMAN16915, HUMAN16916	DANRE04782
OG0008421	HUMAN01185	DANRE40091
OG0008422	HUMAN04849	DANRE38131
OG0008424	HUMAN23340	DANRE34570
OG0008425	HUMAN28266	DANRE09741, DANRE09740
OG0008426	HUMAN21059	DANRE02892, DANRE02893
OG0008427	HUMAN25438	DANRE18195
OG0008432	HUMAN21308	DANRE42164
OG0008433	HUMAN04241, HUMAN04242, HUMAN04240, HUMAN04239	DANRE37610, DANRE37609
OG0008435	HUMAN03821	DANRE05181
OG0008437	HUMAN05068, HUMAN05069	DANRE39110
OG0008443	HUMAN25776, HUMAN25777	DANRE17447
OG0008444	HUMAN04905, HUMAN04906	DANRE07067, DANRE07068, DANRE07066
OG0008448	HUMAN08260, HUMAN08263, HUMAN08262, HUMAN08261	DANRE11510, DANRE11508, DANRE11509
OG0008450	HUMAN12303	DANRE35660
OG0008453	HUMAN06041	DANRE30591
OG0008457	HUMAN18752, HUMAN18753	DANRE11784, DANRE11783
OG0008459	HUMAN01366	DANRE40409, DANRE40408
OG0008459	HUMAN20917, HUMAN06267	DANRE22107, DANRE22108, DANRE22800
OG0008460	HUMAN25480	DANRE02916, DANRE36481
OG0008462	HUMAN09700, HUMAN09699, HUMAN09701	DANRE24986
OG0008462	HUMAN09695, HUMAN09702, HUMAN09698, HUMAN09696, HUMAN09703	DANRE38539, DANRE38538
OG0008463	HUMAN18761	DANRE18848
OG0008463	HUMAN18762	DANRE11909
OG0008463	HUMAN04948	DANRE37813, DANRE19943, DANRE19942
OG0008464	HUMAN16141	DANRE08029, DANRE08028, DANRE00978, DANRE14063, DANRE14064, DANRE10515
OG0008465	HUMAN23480	DANRE39554
OG0008465	HUMAN10040	DANRE12900, DANRE12899, DANRE38358, DANRE38357
OG0008466	HUMAN02689, HUMAN04643	DANRE18950, DANRE18951, DANRE18948, DANRE18949, DANRE18947, DANRE18952, DANRE42513, DANRE35718
OG0008467	HUMAN22806, HUMAN22805	DANRE39191
OG0008468	HUMAN10442, HUMAN21499, HUMAN21500, HUMAN21501	DANRE22771, DANRE22770, DANRE22769
OG0008469	HUMAN08216, HUMAN08215	DANRE30825, DANRE38047, DANRE38046, DANRE30604, DANRE30605, DANRE30603, DANRE30821, DANRE30820, DANRE43036
OG0008470	HUMAN05350	DANRE34449, DANRE07568, DANRE07569
OG0008470	HUMAN05675	DANRE00983, DANRE00984
OG0008483	HUMAN08038, HUMAN08031	DANRE17068
OG0008507	HUMAN10030	DANRE39040, DANRE39039
OG0008509	HUMAN00348	DANRE22991
OG0008514	HUMAN23059	DANRE16268, DANRE16269
OG0008516	HUMAN09260, HUMAN09259	DANRE10694
OG0008522	HUMAN23516	DANRE19243
OG0008526	HUMAN01035, HUMAN01036	DANRE34698
OG0008527	HUMAN01947	DANRE18594, DANRE10776
OG0008528	HUMAN21693	DANRE13105
OG0008530	HUMAN23105	DANRE06780, DANRE06781
OG0008531	HUMAN21761, HUMAN21764	DANRE12269
OG0008532	HUMAN04907	DANRE02784, DANRE02783
OG0008533	HUMAN25516	DANRE18543, DANRE18542
OG0008534	HUMAN04235	DANRE25231
OG0008535	HUMAN17191	DANRE39223, DANRE39224
OG0008536	HUMAN12783	DANRE29560
OG0008538	HUMAN23914	DANRE20514
OG0008539	HUMAN11116, HUMAN11117	DANRE25406
OG0008540	HUMAN01647	DANRE14947
OG0008542	HUMAN14336	DANRE21467
OG0008544	HUMAN11249	DANRE39597
OG0008545	HUMAN17171, HUMAN17170	DANRE17598
OG0008546	HUMAN13748, HUMAN13749	DANRE14151
OG0008550	HUMAN00201	DANRE36778
OG0008551	HUMAN05297	DANRE00943
OG0008554	HUMAN11109	DANRE38277
OG0008554	HUMAN19180, HUMAN14059	DANRE24105, DANRE24106
OG0008555	HUMAN25239	DANRE04481
OG0008556	HUMAN02568, HUMAN02571	DANRE10853, DANRE18326
OG0008557	HUMAN07933	DANRE37865
OG0008558	HUMAN04702	DANRE25066, DANRE25067
OG0008561	HUMAN11692	DANRE20325, DANRE07921
OG0008562	HUMAN25387	DANRE17268
OG0008563	HUMAN07276	DANRE40836
OG0008564	HUMAN21464, HUMAN21465, HUMAN21466	DANRE02471, DANRE02472
OG0008566	HUMAN22117	DANRE38077
OG0008567	HUMAN25871	DANRE04605, DANRE04606
OG0008570	HUMAN10481	DANRE21965
OG0008571	HUMAN11507	DANRE12509
OG0008572	HUMAN19525	DANRE00022
OG0008573	HUMAN28622	DANRE19385
OG0008575	HUMAN06154, HUMAN06153	DANRE30679
OG0008576	HUMAN03809	DANRE05957
OG0008577	HUMAN10533	DANRE03648
OG0008578	HUMAN19101	DANRE37031, DANRE37030
OG0008579	HUMAN24553	DANRE15081, DANRE15082
OG0008587	HUMAN08581	DANRE11955
OG0008588	HUMAN13418, HUMAN13417	DANRE03686
OG0008590	HUMAN28355	DANRE38041, DANRE38042
OG0008591	HUMAN10263	DANRE28969
OG0008592	HUMAN29113	DANRE00377, DANRE00376
OG0008593	HUMAN20955, HUMAN20953, HUMAN20954	DANRE36970
OG0008593	HUMAN24924	DANRE22377, DANRE22376
OG0008595	HUMAN25300	DANRE17295, DANRE17294
OG0008596	HUMAN25989	DANRE14530
OG0008597	HUMAN23066	DANRE07096
OG0008600	HUMAN03507	DANRE05761
OG0008600	HUMAN03506	DANRE05760, DANRE05759
OG0008601	HUMAN23784	DANRE07138
OG0008602	HUMAN16845	DANRE05943
OG0008603	HUMAN14135	DANRE28372, DANRE28371
OG0008604	HUMAN10620, HUMAN10619	DANRE29551
OG0008605	HUMAN17119, HUMAN17118	DANRE37537, DANRE37538
OG0008606	HUMAN26327	DANRE20257
OG0008607	HUMAN02143	DANRE27459, DANRE27460
OG0008609	HUMAN26596	DANRE03557
OG0008611	HUMAN02182	DANRE17674
OG0008612	HUMAN02234, HUMAN02233	DANRE26593
OG0008613	HUMAN26988	DANRE31245
OG0008614	HUMAN04277	DANRE26105
OG0008616	HUMAN01525	DANRE10334, DANRE10333, DANRE10332
OG0008618	HUMAN20501	DANRE01660
OG0008619	HUMAN08940	DANRE11600
OG0008620	HUMAN28760	DANRE39841
OG0008622	HUMAN26775, HUMAN26774, HUMAN30137, HUMAN30138, HUMAN30135	DANRE25585, DANRE25586
OG0008623	HUMAN05592, HUMAN05593	DANRE35007
OG0008624	HUMAN20088, HUMAN20087	DANRE43287
OG0008626	HUMAN08220	DANRE28396
OG0008627	HUMAN23906, HUMAN23907	DANRE20508
OG0008628	HUMAN07506	DANRE35278, DANRE35279
OG0008629	HUMAN13952	DANRE19769, DANRE19768
OG0008630	HUMAN12309	DANRE08236
OG0008632	HUMAN12382	DANRE29958
OG0008633	HUMAN16826	DANRE11269
OG0008634	HUMAN02730	DANRE11925, DANRE11924, DANRE10953, DANRE18320
OG0008636	HUMAN09630, HUMAN09629, HUMAN09632, HUMAN09631	DANRE24944
OG0008637	HUMAN18364	DANRE36329
OG0008638	HUMAN27334	DANRE38763, DANRE38762
OG0008639	HUMAN18858	DANRE02162
OG0008640	HUMAN03588	DANRE05356, DANRE05355, DANRE05354
OG0008642	HUMAN18819, HUMAN18822	DANRE22591, DANRE22590
OG0008644	HUMAN17256	DANRE11817
OG0008645	HUMAN19088, HUMAN19089	DANRE37027
OG0008647	HUMAN14129	DANRE28267, DANRE28266
OG0008648	HUMAN04803, HUMAN04802	DANRE06620
OG0008649	HUMAN09255	DANRE43143
OG0008651	HUMAN05633	DANRE35010, DANRE08156
OG0008653	HUMAN25948, HUMAN25947	DANRE15446
OG0008655	HUMAN07047	DANRE30950
OG0008656	HUMAN16932	DANRE03767
OG0008657	HUMAN06883, HUMAN06882	DANRE12603
OG0008658	HUMAN16693	DANRE18377
OG0008659	HUMAN21365, HUMAN21364	DANRE24340, DANRE24339
OG0008660	HUMAN27232	DANRE25813
OG0008661	HUMAN03784	DANRE03370
OG0008662	HUMAN19725	DANRE39605
OG0008665	HUMAN27660, HUMAN27659, HUMAN27661	DANRE00277
OG0008666	HUMAN02028	DANRE22833
OG0008668	HUMAN08201, HUMAN08200	DANRE24049, DANRE24048, DANRE26487
OG0008669	HUMAN02595	DANRE26357
OG0008670	HUMAN30112	DANRE07072
OG0008670	HUMAN29733	DANRE42293
OG0008671	HUMAN08322	DANRE10910
OG0008672	HUMAN23648	DANRE34933
OG0008673	HUMAN25005	DANRE17542
