Orthogroup	HUMAN	DANRE
OG0000712	HUMAN23072	DANRE16293, DANRE16292, DANRE16291, DANRE16290, DANRE07104, DANRE07105
OG0000713	HUMAN11949	DANRE37942, DANRE37940, DANRE37941, DANRE37943, DANRE34878
OG0000713	HUMAN29680	DANRE33352
OG0000713	HUMAN29681	DANRE24296, DANRE33355, DANRE33351, DANRE33353, DANRE33354
OG0000715	HUMAN06635, HUMAN06633	DANRE01695, DANRE01696, DANRE23041
OG0000715	HUMAN20618	DANRE10216, DANRE10217, DANRE10218
OG0000715	HUMAN20620	DANRE10219
OG0000716	HUMAN29657, HUMAN29658	DANRE24425, DANRE24426
OG0000716	HUMAN25164	DANRE18357
OG0000717	HUMAN02063	DANRE35508, DANRE26799
OG0000717	HUMAN24856	DANRE33372, DANRE33371, DANRE33373
OG0000717	HUMAN15098	DANRE10487, DANRE10489, DANRE10488, DANRE10486
OG0000718	HUMAN01467	DANRE42521, DANRE15304, DANRE15307, DANRE15308, DANRE15303, DANRE15306, DANRE15305, DANRE15302
OG0000718	HUMAN15637	DANRE13827, DANRE09237
OG0000718	HUMAN01962	DANRE27971
OG0000720	HUMAN23733	DANRE00520, DANRE00519
OG0000720	HUMAN09669, HUMAN09667	DANRE12730, DANRE12729
OG0000721	HUMAN29978	DANRE06311, DANRE33754
OG0000721	HUMAN25792	DANRE17612
OG0000722	HUMAN09223	DANRE10668, DANRE18082
OG0000722	HUMAN02691	DANRE11168, DANRE11167
OG0000722	HUMAN04759	DANRE04318, DANRE04319
OG0000722	HUMAN04418	DANRE38701
OG0000722	HUMAN27014	DANRE30658
OG0000723	HUMAN10400, HUMAN10399	DANRE29419
OG0000724	HUMAN25095	DANRE11255, DANRE02587
OG0000724	HUMAN09359	DANRE17945, DANRE11885, DANRE11884
OG0000725	HUMAN01233	DANRE36228
OG0000725	HUMAN06085	DANRE31119
OG0000725	HUMAN06086	DANRE31121
OG0000725	HUMAN04133	DANRE38257
OG0000725	HUMAN04340	DANRE13190
OG0000726	HUMAN03025, HUMAN03026, HUMAN03027	DANRE27925
OG0000726	HUMAN18123, HUMAN18124	DANRE42213, DANRE42212, DANRE42211
OG0000726	HUMAN06404	DANRE36569
OG0000729	HUMAN30684, HUMAN10969, HUMAN30703, HUMAN09097, HUMAN10988, HUMAN10977, HUMAN09108, HUMAN09095, HUMAN10986, HUMAN09103, HUMAN09079, HUMAN09101, HUMAN30682, HUMAN09081, HUMAN09116, HUMAN09120, HUMAN09115, HUMAN09086, HUMAN09090, HUMAN09092, HUMAN10987, HUMAN09117, HUMAN10976, HUMAN09080, HUMAN09085, HUMAN09100, HUMAN09082, HUMAN09094, HUMAN09084, HUMAN09077, HUMAN09107, HUMAN09076	DANRE29769, DANRE29762, DANRE29754
OG0000730	HUMAN06577	DANRE02163, DANRE02164
OG0000730	HUMAN17989	DANRE42622
OG0000730	HUMAN26220	DANRE26899, DANRE23833
OG0000730	HUMAN17582	DANRE42527
OG0000730	HUMAN06664, HUMAN06663	DANRE37104
OG0000731	HUMAN22042	DANRE12265, DANRE12262, DANRE12263, DANRE12264
OG0000731	HUMAN22043	DANRE12267
OG0000731	HUMAN30245	DANRE34422, DANRE34420
OG0000731	HUMAN07638	DANRE42140, DANRE42139
OG0000731	HUMAN26695, HUMAN26696	DANRE39260, DANRE39261
OG0000732	HUMAN30214	DANRE20486, DANRE20487
OG0000732	HUMAN18534	DANRE36244
OG0000732	HUMAN18537, HUMAN18535, HUMAN18536	DANRE36245
OG0000732	HUMAN14638, HUMAN14637, HUMAN14636	DANRE16727
OG0000732	HUMAN01096	DANRE36379
OG0000733	HUMAN08500	DANRE05680
OG0000733	HUMAN04842	DANRE38134
OG0000733	HUMAN02482	DANRE17606
OG0000733	HUMAN08921, HUMAN08918	DANRE10693
OG0000733	HUMAN25076	DANRE04553, DANRE04552
OG0000734	HUMAN29415	DANRE35377, DANRE35376, DANRE35375
OG0000734	HUMAN01343, HUMAN01342	DANRE28044, DANRE28043, DANRE28040, DANRE28041, DANRE28039, DANRE28038, DANRE28042, DANRE23533
OG0000735	HUMAN25549	DANRE18911
OG0000735	HUMAN25550	DANRE10653
OG0000735	HUMAN28130	DANRE13894, DANRE10302
OG0000735	HUMAN28133	DANRE13895
OG0000736	HUMAN06476	DANRE23449
OG0000736	HUMAN17852	DANRE41494, DANRE41495, DANRE35537, DANRE35536
OG0000736	HUMAN02972	DANRE23899
OG0000737	HUMAN03705	DANRE05234
OG0000737	HUMAN17101	DANRE34954, DANRE33897
OG0000738	HUMAN19112, HUMAN19111, HUMAN14030	DANRE09978
OG0000738	HUMAN00271	DANRE02809, DANRE02810
OG0000738	HUMAN00110	DANRE40273, DANRE40272, DANRE40267, DANRE40271, DANRE40270, DANRE40268, DANRE40266, DANRE40269, DANRE40264, DANRE40265, DANRE40263, DANRE40262, DANRE40261
OG0000740	HUMAN18572	DANRE40542
OG0000740	HUMAN28388	DANRE09958, DANRE13643
OG0000740	HUMAN22675	DANRE03411, DANRE03412, DANRE43134, DANRE40552
OG0000740	HUMAN03196	DANRE05230
OG0000743	HUMAN16281	DANRE10003, DANRE10004
OG0000743	HUMAN13445	DANRE02974, DANRE02975
OG0000743	HUMAN10624, HUMAN10625	DANRE29387
OG0000743	HUMAN13443	DANRE02979
OG0000744	HUMAN00289, HUMAN00292, HUMAN00290, HUMAN00281, HUMAN07979	DANRE27730, DANRE27734, DANRE27731, DANRE27729, DANRE27732, DANRE27733, DANRE37286, DANRE37288, DANRE37287, DANRE37289
OG0000744	HUMAN27970	DANRE27304
OG0000744	HUMAN18870	DANRE36882, DANRE36881
OG0000745	HUMAN16914, HUMAN16913, HUMAN16912	DANRE04783
OG0000746	HUMAN25657	DANRE30272, DANRE17199, DANRE17200
OG0000746	HUMAN25656	DANRE18138, DANRE18139
OG0000748	HUMAN12918, HUMAN12919	DANRE29232
OG0000749	HUMAN25082, HUMAN04939, HUMAN04940, HUMAN04938	DANRE43022
OG0000749	HUMAN08964, HUMAN08965, HUMAN08966, HUMAN08963	DANRE22234, DANRE22233, DANRE04932, DANRE04931
OG0000749	HUMAN15786	DANRE08190
OG0000750	HUMAN20901, HUMAN20902	DANRE36719, DANRE02676, DANRE02677
OG0000750	HUMAN24690, HUMAN24689, HUMAN24092	DANRE07367
OG0000751	HUMAN26069	DANRE14353, DANRE14354, DANRE14356
OG0000751	HUMAN21913	DANRE41712
OG0000751	HUMAN29824, HUMAN14197, HUMAN14196, HUMAN14195	DANRE28400, DANRE28399, DANRE21594, DANRE21595, DANRE21593, DANRE21596
OG0000752	HUMAN03702	DANRE04759, DANRE04760
OG0000752	HUMAN29677, HUMAN29676, HUMAN29675	DANRE33350
OG0000752	HUMAN00918	DANRE26482, DANRE26483
OG0000752	HUMAN14778	DANRE16748
OG0000753	HUMAN09485	DANRE12159
OG0000753	HUMAN02007	DANRE22875
OG0000753	HUMAN05622, HUMAN05621	DANRE08092, DANRE08093, DANRE35099
OG0000755	HUMAN08181	DANRE27783, DANRE27782
OG0000756	HUMAN24074	DANRE17565
OG0000757	HUMAN13317, HUMAN25714	DANRE28665
OG0000757	HUMAN10800	DANRE28939
OG0000757	HUMAN18080	DANRE35703
OG0000758	HUMAN00461, HUMAN00462	DANRE11468
OG0000758	HUMAN28238	DANRE24018, DANRE24019, DANRE27344, DANRE27343, DANRE27345
OG0000758	HUMAN16598	DANRE18105, DANRE11683, DANRE11685, DANRE11684
OG0000759	HUMAN17790, HUMAN17794	DANRE42810, DANRE21337
OG0000759	HUMAN27300, HUMAN27301	DANRE23917, DANRE23918, DANRE26676
OG0000760	HUMAN05782	DANRE30934, DANRE30932, DANRE30933, DANRE25704, DANRE25702, DANRE25703
OG0000760	HUMAN21049	DANRE02738, DANRE02737
OG0000761	HUMAN29145	DANRE19286, DANRE19287
OG0000761	HUMAN14464	DANRE16971, DANRE16972, DANRE16973
OG0000761	HUMAN02283	DANRE21789
OG0000762	HUMAN17947, HUMAN17946	DANRE42699
OG0000762	HUMAN26153	DANRE28185
OG0000763	HUMAN23673	DANRE00567, DANRE00568, DANRE00569
OG0000763	HUMAN15002	DANRE27052, DANRE27054, DANRE27053, DANRE39891, DANRE39892
OG0000763	HUMAN23674	DANRE39890
OG0000763	HUMAN15712, HUMAN15711	DANRE09704, DANRE09705
OG0000764	HUMAN29205	DANRE35374
OG0000764	HUMAN01181	DANRE26556, DANRE35133
OG0000765	HUMAN01542	DANRE28403
OG0000765	HUMAN07243	DANRE40818, DANRE40819, DANRE40817, DANRE00580, DANRE00579
OG0000766	HUMAN01845, HUMAN01843	DANRE09934
OG0000766	HUMAN14280	DANRE20922
OG0000766	HUMAN23727	DANRE00517, DANRE00514, DANRE00516, DANRE00515
OG0000767	HUMAN09350	DANRE11659, DANRE11660, DANRE11658, DANRE11661
OG0000767	HUMAN18691, HUMAN18692	DANRE10974, DANRE18316, DANRE18317, DANRE18318
OG0000767	HUMAN09353, HUMAN09351	DANRE08380
OG0000768	HUMAN02829	DANRE31068, DANRE31072, DANRE31070, DANRE31069
OG0000768	HUMAN02830	DANRE31071
OG0000768	HUMAN21054, HUMAN21055	DANRE22256, DANRE22257
OG0000769	HUMAN04003, HUMAN02754, HUMAN03996, HUMAN24729, HUMAN24692	DANRE39479, DANRE38066, DANRE38085, DANRE13692, DANRE38087, DANRE23761, DANRE07997, DANRE07998, DANRE07996, DANRE07994, DANRE07995, DANRE13736, DANRE13729, DANRE13727, DANRE13728, DANRE13737, DANRE13730, DANRE13735, DANRE13732, DANRE13733, DANRE13734, DANRE13731, DANRE13738, DANRE13725, DANRE13726, DANRE13689, DANRE13573, DANRE13574, DANRE13686, DANRE13687, DANRE13688, DANRE13683, DANRE13682, DANRE13680, DANRE13681, DANRE13684, DANRE13685, DANRE23763
OG0000772	HUMAN28705, HUMAN28706, HUMAN28704	DANRE07203
OG0000774	HUMAN01303	DANRE26601, DANRE26600, DANRE26599, DANRE40140
OG0000774	HUMAN25353	DANRE17370, DANRE17371
OG0000774	HUMAN29842	DANRE39793, DANRE39792
OG0000775	HUMAN25468	DANRE10814, DANRE10813
OG0000775	HUMAN07094	DANRE33689, DANRE33688, DANRE33690, DANRE33691
OG0000776	HUMAN23098	DANRE15732
OG0000776	HUMAN29543, HUMAN30264	DANRE06939
OG0000777	HUMAN20209	DANRE35455, DANRE35454, DANRE29451, DANRE29452
OG0000777	HUMAN12177	DANRE29983, DANRE15427
OG0000777	HUMAN13333	DANRE29329, DANRE29328, DANRE36168, DANRE36169
OG0000778	HUMAN18394, HUMAN18393	DANRE08764, DANRE08763
OG0000778	HUMAN11998	DANRE03712, DANRE34882, DANRE34883
OG0000778	HUMAN00345, HUMAN00344	DANRE22974, DANRE22973
OG0000778	HUMAN00117	DANRE41043, DANRE41041, DANRE41042
OG0000779	HUMAN29418	DANRE34815, DANRE34816, DANRE34817
OG0000779	HUMAN19017	DANRE01681, DANRE01682
OG0000779	HUMAN25627, HUMAN25628, HUMAN25626	DANRE23289, DANRE23290
OG0000779	HUMAN27878	DANRE24330, DANRE24331
OG0000780	HUMAN08674	DANRE12112, DANRE12111
OG0000780	HUMAN12283, HUMAN12282	DANRE07895, DANRE07896, DANRE07897
OG0000782	HUMAN14354	DANRE28363, DANRE28364, DANRE21701
OG0000782	HUMAN13919	DANRE34593, DANRE34592, DANRE34595, DANRE34594
OG0000782	HUMAN01526, HUMAN09694	DANRE12747, DANRE12748, DANRE38505, DANRE38506
OG0000784	HUMAN18358	DANRE26685, DANRE22147
OG0000784	HUMAN24114	DANRE02507, DANRE02508
OG0000784	HUMAN21806	DANRE24466
OG0000784	HUMAN07657	DANRE07597
OG0000784	HUMAN19259	DANRE22664, DANRE22665
OG0000786	HUMAN02357	DANRE40366, DANRE02142
OG0000786	HUMAN01417	DANRE36994
OG0000786	HUMAN19903	DANRE40590, DANRE19428
OG0000786	HUMAN12082	DANRE35094
OG0000787	HUMAN27681	DANRE19518, DANRE34015
OG0000787	HUMAN24285	DANRE42974
OG0000787	HUMAN03250	DANRE05326, DANRE05325, DANRE05327
OG0000787	HUMAN22686	DANRE00057, DANRE33402
OG0000788	HUMAN04410	DANRE38685, DANRE38687, DANRE38686
OG0000788	HUMAN27018	DANRE30771, DANRE30772
OG0000788	HUMAN28674	DANRE40624, DANRE40626, DANRE40623, DANRE40625
OG0000788	HUMAN14357	DANRE28277, DANRE21678
OG0000790	HUMAN14409, HUMAN14408, HUMAN14410	DANRE21670, DANRE21671, DANRE28284
OG0000791	HUMAN27291, HUMAN27292	DANRE26678, DANRE24509, DANRE24508, DANRE24505, DANRE24506
OG0000791	HUMAN06332	DANRE35507
OG0000791	HUMAN18232	DANRE15367, DANRE15368, DANRE41773
OG0000792	HUMAN26127	DANRE09524
OG0000792	HUMAN17926	DANRE02533
OG0000792	HUMAN07120, HUMAN07119	DANRE33671, DANRE33670, DANRE01288, DANRE01289, DANRE01287
OG0000793	HUMAN01813	DANRE13974
OG0000793	HUMAN23530, HUMAN23529	DANRE19092
OG0000793	HUMAN09808, HUMAN09807, HUMAN09806	DANRE39166, DANRE39164, DANRE39165, DANRE25017, DANRE25016, DANRE25015
OG0000793	HUMAN14239	DANRE21768
OG0000793	HUMAN09819, HUMAN09820	DANRE25958, DANRE13450
OG0000794	HUMAN12200, HUMAN12197, HUMAN12195	DANRE08088, DANRE20295, DANRE08087
OG0000794	HUMAN05033, HUMAN05029	DANRE33664, DANRE29799, DANRE29798, DANRE29797
OG0000794	HUMAN05034, HUMAN05035, HUMAN12194	DANRE08089, DANRE08090
OG0000795	HUMAN30438, HUMAN30437, HUMAN30436	DANRE06535
OG0000796	HUMAN05204	DANRE07698
OG0000796	HUMAN11792	DANRE38167, DANRE00746, DANRE00745
OG0000796	HUMAN18400	DANRE08907, DANRE08906, DANRE08908, DANRE08905, DANRE26448
OG0000796	HUMAN30000	DANRE06931, DANRE06932, DANRE06933, DANRE00879
OG0000797	HUMAN23752, HUMAN23754	DANRE20533
OG0000797	HUMAN23003, HUMAN23004	DANRE07326, DANRE07327, DANRE07328
OG0000798	HUMAN12996	DANRE03069
OG0000798	HUMAN10260	DANRE28964, DANRE28965, DANRE28966
OG0000799	HUMAN03572, HUMAN03573	DANRE22127, DANRE22128
OG0000799	HUMAN24207, HUMAN24208, HUMAN24205	DANRE00706, DANRE00705
OG0000799	HUMAN22273, HUMAN22272, HUMAN22274	DANRE39398
OG0000799	HUMAN17345	DANRE00648, DANRE00645, DANRE00647
OG0000799	HUMAN17346	DANRE43147, DANRE00646
OG0000799	HUMAN24206	DANRE15975
OG0000801	HUMAN09761	DANRE39090, DANRE39091, DANRE39092, DANRE25011, DANRE25012
OG0000801	HUMAN13969	DANRE33247
OG0000802	HUMAN01155, HUMAN01153, HUMAN01154	DANRE36485
OG0000802	HUMAN14855	DANRE28869, DANRE35651
OG0000802	HUMAN01190, HUMAN01189	DANRE02087
OG0000802	HUMAN14331, HUMAN14330	DANRE20938
OG0000802	HUMAN15853, HUMAN15854	DANRE07777
OG0000802	HUMAN08400, HUMAN08401	DANRE17566, DANRE11046, DANRE11047
OG0000802	HUMAN23294	DANRE26779, DANRE39552, DANRE34339
OG0000803	HUMAN04198	DANRE25471, DANRE25473, DANRE25474, DANRE25472
OG0000803	HUMAN06177	DANRE30693
OG0000805	HUMAN29084, HUMAN29083, HUMAN24786, HUMAN24785	DANRE14573, DANRE08599
OG0000805	HUMAN02138	DANRE30219, DANRE17673
OG0000805	HUMAN21807	DANRE24472
OG0000809	HUMAN15029	DANRE40060, DANRE40059, DANRE40058
OG0000809	HUMAN15032, HUMAN15033, HUMAN15030	DANRE27835, DANRE27833, DANRE27834, DANRE27836, DANRE21723, DANRE21722
OG0000809	HUMAN23557	DANRE34758, DANRE01481
OG0000810	HUMAN00992	DANRE40004
OG0000810	HUMAN21423	DANRE42578
OG0000810	HUMAN20624, HUMAN20625	DANRE10213, DANRE10212, DANRE13584
OG0000811	HUMAN20401	DANRE12416
OG0000813	HUMAN03259, HUMAN22179	DANRE04584, DANRE04587, DANRE04586, DANRE04588, DANRE04585
OG0000814	HUMAN09482	DANRE12157, DANRE12158
OG0000814	HUMAN26312	DANRE09168
OG0000815	HUMAN07837	DANRE41592, DANRE41590
OG0000815	HUMAN17849	DANRE41498, DANRE41497, DANRE41499
OG0000815	HUMAN02971	DANRE23900, DANRE23901
OG0000816	HUMAN04902	DANRE37152, DANRE37153
OG0000816	HUMAN17010	DANRE05255
OG0000816	HUMAN15773	DANRE07950, DANRE07951
OG0000816	HUMAN22732	DANRE07371, DANRE07372
OG0000816	HUMAN03583	DANRE05100, DANRE05101
OG0000817	HUMAN13385, HUMAN06596	DANRE01758
OG0000817	HUMAN03169	DANRE11205
OG0000817	HUMAN27263	DANRE24618, DANRE24619
OG0000818	HUMAN20108, HUMAN20109	DANRE35449, DANRE35450
OG0000818	HUMAN25966	DANRE03542, DANRE30362
OG0000818	HUMAN13463	DANRE30382, DANRE30381, DANRE30383, DANRE04067
OG0000818	HUMAN15929	DANRE30364, DANRE04066, DANRE04068
OG0000819	HUMAN04360	DANRE38928
OG0000819	HUMAN12285, HUMAN12284	DANRE07898, DANRE20294
OG0000820	HUMAN26048	DANRE09500
OG0000820	HUMAN12563	DANRE29220, DANRE29219
OG0000820	HUMAN26046, HUMAN26049, HUMAN26047	DANRE13637, DANRE09499
OG0000820	HUMAN17877	DANRE35584, DANRE35583, DANRE41464, DANRE41463, DANRE41462
OG0000820	HUMAN06271, HUMAN06272	DANRE23344, DANRE23345
OG0000822	HUMAN06077, HUMAN06076	DANRE30577
OG0000822	HUMAN06089, HUMAN06088	DANRE31114, DANRE38261
OG0000824	HUMAN12192, HUMAN12199	DANRE08292, DANRE43285, DANRE20331, DANRE20334, DANRE20330, DANRE20333, DANRE20332, DANRE20337, DANRE20335, DANRE20336, DANRE08291
OG0000825	HUMAN17393	DANRE41557, DANRE41558, DANRE41559
OG0000825	HUMAN24372	DANRE06476
OG0000825	HUMAN06887	DANRE22278, DANRE12609
OG0000826	HUMAN18961	DANRE22286
OG0000827	HUMAN28623	DANRE19411, DANRE34859
OG0000828	HUMAN09906, HUMAN09908, HUMAN09907	DANRE38353
OG0000828	HUMAN23682, HUMAN23683	DANRE39520
OG0000828	HUMAN07354	DANRE00140, DANRE00141
OG0000829	HUMAN09769, HUMAN09770	DANRE13452, DANRE13451
OG0000829	HUMAN23704	DANRE28324, DANRE20994, DANRE20992, DANRE20993, DANRE39524, DANRE00287, DANRE00288
OG0000829	HUMAN03517	DANRE05736, DANRE05737
OG0000829	HUMAN27574	DANRE00627, DANRE00626, DANRE34022
OG0000829	HUMAN17189	DANRE06193, DANRE06192, DANRE04909, DANRE04910, DANRE04911
OG0000830	HUMAN13475	DANRE04025
OG0000830	HUMAN04465	DANRE12583, DANRE12584, DANRE38642, DANRE38643
OG0000831	HUMAN00865, HUMAN00861	DANRE26783, DANRE26781, DANRE26782, DANRE26784, DANRE35520, DANRE35516, DANRE35517, DANRE35519, DANRE35518
OG0000831	HUMAN21218, HUMAN17251	DANRE06325
OG0000831	HUMAN21217, HUMAN05719	DANRE13420
OG0000831	HUMAN17250	DANRE05756, DANRE05755, DANRE06324, DANRE06326
OG0000832	HUMAN08745	DANRE11127
OG0000832	HUMAN01034	DANRE40062
OG0000833	HUMAN14526	DANRE02148, DANRE27648, DANRE27649
OG0000833	HUMAN14694	DANRE30184
OG0000833	HUMAN28569	DANRE22222, DANRE22221
OG0000833	HUMAN00981	DANRE39989, DANRE39990, DANRE39991, DANRE39987
OG0000834	HUMAN06471	DANRE36534, DANRE36533, DANRE22566, DANRE22567
OG0000834	HUMAN12572	DANRE17497, DANRE17498, DANRE17499
OG0000834	HUMAN18196	DANRE42742, DANRE42741, DANRE36011, DANRE36010
OG0000835	HUMAN25456, HUMAN19696	DANRE23505
OG0000835	HUMAN04187	DANRE39305, DANRE39304
OG0000835	HUMAN19692, HUMAN19697	DANRE30989, DANRE12459, DANRE12460, DANRE12456
OG0000836	HUMAN09550	DANRE38367, DANRE38368, DANRE38370, DANRE38369, DANRE24933, DANRE24934, DANRE24935
OG0000837	HUMAN25283	DANRE16122, DANRE05269, DANRE05270
OG0000837	HUMAN19289	DANRE22660
OG0000838	HUMAN01404	DANRE39873
OG0000838	HUMAN07009	DANRE31334
OG0000838	HUMAN16347	DANRE29264
OG0000841	HUMAN28389	DANRE13645, DANRE13646, DANRE13648, DANRE13647, DANRE13644
OG0000841	HUMAN25529	DANRE18521
OG0000842	HUMAN17591	DANRE00091, DANRE00092
OG0000842	HUMAN12703	DANRE29911, DANRE29912
OG0000842	HUMAN27200	DANRE24170, DANRE24168, DANRE28182, DANRE28183
OG0000844	HUMAN00341, HUMAN00340, HUMAN00339	DANRE22983
OG0000844	HUMAN21889, HUMAN21890	DANRE43013, DANRE43012
OG0000844	HUMAN27161, HUMAN27162	DANRE26776, DANRE26775
OG0000845	HUMAN29728	DANRE02538, DANRE02537
OG0000845	HUMAN30115	DANRE07165
OG0000846	HUMAN18548, HUMAN18550	DANRE07570
OG0000846	HUMAN05197	DANRE19728, DANRE19729, DANRE19731, DANRE19730, DANRE19727, DANRE19726, DANRE19725
OG0000847	HUMAN12189	DANRE03178, DANRE03177
OG0000847	HUMAN19801	DANRE33537
OG0000847	HUMAN10864	DANRE29369, DANRE29370
OG0000848	HUMAN07569	DANRE01096
OG0000848	HUMAN22921	DANRE16221
OG0000848	HUMAN23842	DANRE06726
OG0000848	HUMAN09682	DANRE38510
OG0000848	HUMAN13934	DANRE00454, DANRE00457
OG0000849	HUMAN01370	DANRE40416, DANRE40418, DANRE20686, DANRE20687
OG0000849	HUMAN01454	DANRE39825
OG0000849	HUMAN04171	DANRE39325, DANRE12617
OG0000850	HUMAN00998	DANRE27632, DANRE21524, DANRE21523, DANRE21522
OG0000850	HUMAN03431	DANRE27633
OG0000850	HUMAN03430	DANRE05783, DANRE05782
OG0000851	HUMAN17389	DANRE41550, DANRE41551, DANRE41552, DANRE35899, DANRE35901, DANRE35900
OG0000851	HUMAN22898	DANRE16797, DANRE16796
OG0000852	HUMAN01598	DANRE08986, DANRE13970
OG0000852	HUMAN18978, HUMAN18977	DANRE23607, DANRE23608
OG0000852	HUMAN13869	DANRE15093
OG0000853	HUMAN08276	DANRE11608
OG0000853	HUMAN15868	DANRE34451, DANRE07769
OG0000855	HUMAN12462	DANRE33341, DANRE07887, DANRE07886
OG0000856	HUMAN05021, HUMAN05020	DANRE06158, DANRE06157
OG0000856	HUMAN01376, HUMAN01377	DANRE40421
OG0000857	HUMAN24948	DANRE37002, DANRE22445
OG0000857	HUMAN05809	DANRE25005
OG0000857	HUMAN04190	DANRE25488, DANRE39308
OG0000857	HUMAN16000	DANRE37004, DANRE37003, DANRE25489
OG0000858	HUMAN27046, HUMAN27045	DANRE43035
OG0000858	HUMAN19566	DANRE41856
OG0000858	HUMAN05690	DANRE35001
OG0000859	HUMAN01835	DANRE14110, DANRE09123
OG0000859	HUMAN09993	DANRE37658
OG0000859	HUMAN23491	DANRE34320, DANRE34321
OG0000859	HUMAN14489	DANRE21314, DANRE21313, DANRE27682
OG0000860	HUMAN14477	DANRE30283, DANRE30281, DANRE30282, DANRE30280
OG0000860	HUMAN29300	DANRE19230
OG0000860	HUMAN01277	DANRE39966, DANRE39967
OG0000861	HUMAN28119, HUMAN28117	DANRE14168, DANRE10478
OG0000863	HUMAN25393	DANRE10032
OG0000866	HUMAN26002	DANRE08582, DANRE21424
OG0000868	HUMAN08901	DANRE18972, DANRE11567, DANRE11568, DANRE18971, DANRE18970
OG0000869	HUMAN00016	DANRE22964, DANRE22963, DANRE22965
OG0000869	HUMAN23280	DANRE33411
OG0000870	HUMAN13265	DANRE04144, DANRE04145, DANRE28838, DANRE28839
OG0000871	HUMAN30324	DANRE07004, DANRE07003
OG0000871	HUMAN03633	DANRE21971, DANRE21970, DANRE21972
OG0000872	HUMAN05052	DANRE25284, DANRE12354, DANRE25283, DANRE25280, DANRE25282, DANRE25281
OG0000872	HUMAN20384	DANRE12355, DANRE12352, DANRE12353, DANRE31424
OG0000873	HUMAN14987	DANRE21688
OG0000873	HUMAN09518	DANRE33651
OG0000874	HUMAN22955	DANRE15945, DANRE15946
OG0000874	HUMAN04088	DANRE08525, DANRE00850, DANRE00852, DANRE00851, DANRE15520
OG0000874	HUMAN20636	DANRE09159
OG0000875	HUMAN28345	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209
OG0000875	HUMAN18108	DANRE35854
OG0000876	HUMAN02797	DANRE24478, DANRE24477, DANRE24479
OG0000876	HUMAN06402	DANRE23117, DANRE23116, DANRE23115, DANRE36571, DANRE36570
OG0000876	HUMAN19662	DANRE41380
OG0000877	HUMAN20047	DANRE41354, DANRE41352, DANRE41353
OG0000878	HUMAN04661, HUMAN04660	DANRE12359
OG0000878	HUMAN26944	DANRE12358, DANRE12360
OG0000878	HUMAN26167	DANRE09130, DANRE09132, DANRE09131, DANRE09133, DANRE09129
OG0000879	HUMAN22026, HUMAN22025	DANRE22248, DANRE22249
OG0000879	HUMAN11931, HUMAN11933	DANRE33888, DANRE38206
OG0000879	HUMAN06283	DANRE23042
OG0000879	HUMAN21911	DANRE35784
OG0000880	HUMAN21143, HUMAN21144	DANRE36759, DANRE36756, DANRE36757
OG0000880	HUMAN25036	DANRE02294
OG0000880	HUMAN26847	DANRE30872, DANRE30873
OG0000880	HUMAN29870, HUMAN29869	DANRE40327, DANRE40326
OG0000880	HUMAN25037	DANRE36758
OG0000881	HUMAN24746	DANRE09222, DANRE13840, DANRE09221
OG0000881	HUMAN12291	DANRE34673, DANRE34674, DANRE07926, DANRE07927
OG0000882	HUMAN25185	DANRE18780
OG0000882	HUMAN24494, HUMAN24493	DANRE23952, DANRE23953, DANRE23954
OG0000882	HUMAN19192	DANRE37050, DANRE37049
OG0000882	HUMAN25186	DANRE18776, DANRE18775, DANRE18777, DANRE18779, DANRE18778, DANRE18774
OG0000882	HUMAN00713	DANRE15120, DANRE15121
OG0000883	HUMAN09654	DANRE38413
OG0000883	HUMAN15097	DANRE21589, DANRE21588
OG0000887	HUMAN19125	DANRE02237, DANRE22542, DANRE22543
OG0000887	HUMAN02796	DANRE24480
OG0000888	HUMAN01523	DANRE13975, DANRE09386
OG0000888	HUMAN14144	DANRE28309
OG0000888	HUMAN17235	DANRE33990, DANRE33989
OG0000889	HUMAN16803	DANRE17250, DANRE17249
OG0000889	HUMAN10862	DANRE29366
OG0000889	HUMAN19799	DANRE33536
OG0000889	HUMAN19800	DANRE01110, DANRE07937
OG0000890	HUMAN16690	DANRE17896
OG0000890	HUMAN19479, HUMAN19478	DANRE16599, DANRE16600, DANRE16601
OG0000892	HUMAN02174	DANRE02352, DANRE16210, DANRE37740, DANRE37171, DANRE37313, DANRE28129, DANRE28128, DANRE28124, DANRE28127, DANRE28126, DANRE28125, DANRE28123, DANRE28122, DANRE33052
OG0000893	HUMAN20939	DANRE40482
OG0000893	HUMAN20942	DANRE21302, DANRE36979
OG0000893	HUMAN26905	DANRE25838
OG0000893	HUMAN26904	DANRE25839, DANRE25837
OG0000893	HUMAN20941	DANRE36977
OG0000894	HUMAN22934	DANRE16233
OG0000894	HUMAN20156	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559
OG0000894	HUMAN25909	DANRE30057
OG0000895	HUMAN14000, HUMAN13999	DANRE19033
OG0000895	HUMAN23630	DANRE00190
OG0000895	HUMAN10073	DANRE12883
OG0000896	HUMAN05088, HUMAN05089	DANRE27183
OG0000896	HUMAN02560	DANRE18365, DANRE18364
OG0000896	HUMAN04868	DANRE00892, DANRE00891, DANRE08958, DANRE08959
