Orthogroup	HUMAN	SCHMD
OG0000240	HUMAN19892, HUMAN19897	SCHMD06226, SCHMD00582
OG0000242	HUMAN17637, HUMAN26476	SCHMD20260
OG0000246	HUMAN15952	SCHMD02140
OG0000250	HUMAN13350	SCHMD11127
OG0000250	HUMAN13349, HUMAN13351	SCHMD00165
OG0000250	HUMAN06114	SCHMD03762, SCHMD05189
OG0000251	HUMAN21880	SCHMD06065, SCHMD13275, SCHMD14691
OG0000251	HUMAN18381	SCHMD28872
OG0000255	HUMAN30604, HUMAN30605	SCHMD14618, SCHMD25034
OG0000256	HUMAN29239, HUMAN14982	SCHMD06220
OG0000258	HUMAN10725	SCHMD19345
OG0000258	HUMAN13201, HUMAN08490	SCHMD00959
OG0000260	HUMAN27590, HUMAN26833, HUMAN20959, HUMAN27591, HUMAN03777, HUMAN24200, HUMAN24199	SCHMD00231
OG0000263	HUMAN25246	SCHMD05151
OG0000263	HUMAN25245	SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150
OG0000265	HUMAN29225	SCHMD19985
OG0000265	HUMAN29224	SCHMD23325, SCHMD14944, SCHMD23326
OG0000265	HUMAN06212	SCHMD06448, SCHMD11031, SCHMD25284
OG0000265	HUMAN06211	SCHMD18240, SCHMD09007
OG0000266	HUMAN10434, HUMAN10433	SCHMD11802
OG0000266	HUMAN10487, HUMAN10486	SCHMD08189
OG0000268	HUMAN17746, HUMAN17747, HUMAN13867	SCHMD25441
OG0000270	HUMAN19510, HUMAN19509, HUMAN25405	SCHMD16423
OG0000272	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042, HUMAN26465, HUMAN20035	SCHMD13324, SCHMD08067
OG0000273	HUMAN15012	SCHMD09689
OG0000273	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563	SCHMD18528, SCHMD25490
OG0000275	HUMAN17535	SCHMD10358
OG0000275	HUMAN03545, HUMAN28702, HUMAN17534	SCHMD08209, SCHMD24873
OG0000276	HUMAN14938, HUMAN14939	SCHMD08876
OG0000277	HUMAN10958, HUMAN04583, HUMAN07256	SCHMD09439
OG0000277	HUMAN07255	SCHMD14857, SCHMD14380, SCHMD02171, SCHMD17662
OG0000278	HUMAN16991	SCHMD04708, SCHMD14538
OG0000280	HUMAN25439, HUMAN09733	SCHMD23115
OG0000281	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413	SCHMD28123, SCHMD29220
OG0000282	HUMAN02951, HUMAN12498	SCHMD05137
OG0000282	HUMAN22064	SCHMD15635, SCHMD25636
OG0000282	HUMAN03422	SCHMD25893
OG0000282	HUMAN12499	SCHMD28325
OG0000284	HUMAN01172, HUMAN24826, HUMAN14646	SCHMD23360, SCHMD08213
OG0000285	HUMAN12968	SCHMD29037
OG0000287	HUMAN02188	SCHMD20375, SCHMD22052, SCHMD09584, SCHMD21912, SCHMD24074, SCHMD15817, SCHMD20976, SCHMD00675, SCHMD16477, SCHMD24758, SCHMD25574
OG0000288	HUMAN19033, HUMAN27858, HUMAN10017, HUMAN25535, HUMAN27850	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061
OG0000289	HUMAN00853, HUMAN23391	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163
OG0000289	HUMAN25308	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750
OG0000295	HUMAN13492	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695
OG0000299	HUMAN17573	SCHMD12746
OG0000299	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684, HUMAN18940, HUMAN00611, HUMAN00610, HUMAN25580	SCHMD13170, SCHMD20344
OG0000301	HUMAN22694	SCHMD17564
OG0000305	HUMAN06757	SCHMD22293
OG0000305	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374	SCHMD01975
OG0000306	HUMAN26265	SCHMD21359
OG0000306	HUMAN26268	SCHMD17729
OG0000308	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797, HUMAN15356, HUMAN11053, HUMAN09346, HUMAN09345	SCHMD26369
OG0000308	HUMAN23142	SCHMD14069, SCHMD01003, SCHMD00895
OG0000310	HUMAN29760, HUMAN29761	SCHMD09298, SCHMD11775
OG0000313	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849, HUMAN18542, HUMAN05865, HUMAN18541	SCHMD03134
OG0000313	HUMAN05866	SCHMD02125
OG0000315	HUMAN26404	SCHMD06241
OG0000315	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330	SCHMD17654
OG0000315	HUMAN26829	SCHMD01939
OG0000316	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014	SCHMD10536, SCHMD22735
OG0000316	HUMAN23728, HUMAN14541	SCHMD10615, SCHMD19154
OG0000317	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612	SCHMD15845
OG0000317	HUMAN28103	SCHMD18547
OG0000319	HUMAN13915	SCHMD18991, SCHMD16676
OG0000319	HUMAN27813	SCHMD18992
OG0000319	HUMAN13914	SCHMD16069
OG0000321	HUMAN01031, HUMAN28466	SCHMD10046
OG0000321	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629	SCHMD04699, SCHMD05278
OG0000322	HUMAN07374, HUMAN22557, HUMAN26486	SCHMD03845, SCHMD03842
OG0000323	HUMAN02811	SCHMD05058
OG0000323	HUMAN01778	SCHMD21571, SCHMD14125
OG0000325	HUMAN28586	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816
OG0000326	HUMAN00138, HUMAN21700, HUMAN21697, HUMAN21698, HUMAN11971	SCHMD05388, SCHMD24730
OG0000326	HUMAN00388, HUMAN00387, HUMAN00389	SCHMD29727
OG0000328	HUMAN11141	SCHMD07101, SCHMD21088, SCHMD28818, SCHMD15355, SCHMD24247, SCHMD15304
OG0000329	HUMAN06602, HUMAN18161, HUMAN26322, HUMAN26323, HUMAN12536	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152
OG0000332	HUMAN22505, HUMAN03239	SCHMD26513, SCHMD25129, SCHMD25620, SCHMD25799, SCHMD18311
OG0000333	HUMAN29371	SCHMD26037, SCHMD21228
OG0000338	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881, HUMAN18523, HUMAN18521	SCHMD23566, SCHMD22193
OG0000338	HUMAN26174	SCHMD17969
OG0000339	HUMAN19136, HUMAN19137	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027
OG0000341	HUMAN27910	SCHMD01891
OG0000343	HUMAN25328, HUMAN25327, HUMAN05299	SCHMD10731, SCHMD08099
OG0000346	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459	SCHMD26404
OG0000350	HUMAN05923, HUMAN08412, HUMAN18677	SCHMD23543
OG0000351	HUMAN06906	SCHMD01382
OG0000352	HUMAN28462, HUMAN14440, HUMAN14836	SCHMD07814
OG0000352	HUMAN25510, HUMAN07061	SCHMD03216
OG0000353	HUMAN03163	SCHMD00282, SCHMD11621
OG0000353	HUMAN27743	SCHMD09276, SCHMD00283, SCHMD07604
OG0000356	HUMAN24976, HUMAN24975	SCHMD05389, SCHMD00245
OG0000357	HUMAN04990, HUMAN07295, HUMAN10915	SCHMD22062, SCHMD19961
OG0000357	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932	SCHMD01155
OG0000358	HUMAN06892	SCHMD28430, SCHMD13052, SCHMD26873
OG0000360	HUMAN07695, HUMAN07694, HUMAN23042, HUMAN21019	SCHMD06047
OG0000363	HUMAN26508	SCHMD29224, SCHMD24626, SCHMD24587, SCHMD26634
OG0000367	HUMAN02861, HUMAN21458, HUMAN29832, HUMAN29831, HUMAN19257, HUMAN13779, HUMAN27433	SCHMD09947
OG0000372	HUMAN00421	SCHMD26866, SCHMD11546
OG0000372	HUMAN18835, HUMAN16705	SCHMD21831, SCHMD11336
OG0000373	HUMAN07152, HUMAN07150, HUMAN04999	SCHMD08646, SCHMD00201
OG0000373	HUMAN16793	SCHMD13176, SCHMD08271
OG0000373	HUMAN16794	SCHMD23955
OG0000374	HUMAN06431, HUMAN06430, HUMAN17757	SCHMD04677, SCHMD23864
OG0000375	HUMAN22225	SCHMD00715
OG0000378	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089	SCHMD07011, SCHMD12188
OG0000378	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643, HUMAN15646	SCHMD05583
OG0000379	HUMAN11868	SCHMD22438, SCHMD05351
OG0000379	HUMAN10494, HUMAN12062	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990
OG0000379	HUMAN30691, HUMAN17335	SCHMD09123, SCHMD25695
OG0000379	HUMAN30690	SCHMD22857
OG0000379	HUMAN00722, HUMAN00721	SCHMD18189, SCHMD00174
OG0000380	HUMAN04882, HUMAN18649	SCHMD10844, SCHMD21526
OG0000382	HUMAN26825, HUMAN26823, HUMAN20891	SCHMD02292
OG0000384	HUMAN22826	SCHMD15878
OG0000386	HUMAN23124, HUMAN05335, HUMAN30459	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800
OG0000389	HUMAN23760, HUMAN03279	SCHMD03232, SCHMD09731
OG0000392	HUMAN23483, HUMAN23482, HUMAN14994, HUMAN01116	SCHMD08120
OG0000392	HUMAN14993	SCHMD08121
OG0000393	HUMAN13374	SCHMD10497
OG0000395	HUMAN19542, HUMAN05545	SCHMD07915
OG0000397	HUMAN22189, HUMAN03732, HUMAN27717, HUMAN17188	SCHMD04641
OG0000399	HUMAN09598	SCHMD23058, SCHMD03563, SCHMD24680
OG0000399	HUMAN16706	SCHMD23059
OG0000400	HUMAN25403	SCHMD00908
OG0000402	HUMAN19232, HUMAN08155	SCHMD02881, SCHMD11412
OG0000403	HUMAN05388, HUMAN05390	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300, SCHMD02225, SCHMD03301
OG0000404	HUMAN28568, HUMAN00982	SCHMD02429
OG0000404	HUMAN28453	SCHMD03546
OG0000404	HUMAN28452	SCHMD06033
OG0000405	HUMAN23578, HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577, HUMAN15074, HUMAN15075	SCHMD26927, SCHMD22788, SCHMD20823
OG0000409	HUMAN11759	SCHMD04011
OG0000411	HUMAN22974	SCHMD11962, SCHMD08731, SCHMD19533
OG0000412	HUMAN01024	SCHMD08478
OG0000412	HUMAN03115	SCHMD11584
OG0000413	HUMAN15492	SCHMD18816, SCHMD03327, SCHMD18461
OG0000413	HUMAN09264, HUMAN18689, HUMAN15493	SCHMD19663
OG0000413	HUMAN22024, HUMAN05237, HUMAN30227	SCHMD18817, SCHMD28614
OG0000417	HUMAN29552	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656
OG0000417	HUMAN02370, HUMAN20361	SCHMD05726, SCHMD07229, SCHMD26855, SCHMD04770
OG0000419	HUMAN04658, HUMAN04656, HUMAN04654, HUMAN04657, HUMAN04655, HUMAN04659, HUMAN02414	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157
OG0000420	HUMAN07576, HUMAN23840, HUMAN23841	SCHMD23004
OG0000422	HUMAN16674	SCHMD13923, SCHMD28499, SCHMD13922
OG0000422	HUMAN00789, HUMAN16673	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866
OG0000424	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568
OG0000425	HUMAN17060, HUMAN09247	SCHMD08030, SCHMD29141
OG0000425	HUMAN15883	SCHMD24026, SCHMD08029
OG0000426	HUMAN24154	SCHMD02251
OG0000426	HUMAN24156, HUMAN16388, HUMAN24155	SCHMD20249
OG0000426	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181	SCHMD19378, SCHMD08176
OG0000427	HUMAN00426, HUMAN21885	SCHMD05143
OG0000430	HUMAN04699	SCHMD11436
OG0000430	HUMAN15964, HUMAN29714, HUMAN23702, HUMAN04700	SCHMD02042
OG0000431	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890	SCHMD00614
OG0000432	HUMAN05787, HUMAN05786, HUMAN21045	SCHMD11313
OG0000433	HUMAN13341, HUMAN12146, HUMAN13342	SCHMD05136
OG0000433	HUMAN25706, HUMAN25705, HUMAN21369	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790
OG0000434	HUMAN24562	SCHMD11371, SCHMD07829
OG0000435	HUMAN13679, HUMAN00704, HUMAN27348, HUMAN18944, HUMAN18945	SCHMD12216, SCHMD19476
OG0000436	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652	SCHMD13323, SCHMD09381
OG0000442	HUMAN21746, HUMAN07667	SCHMD12679
OG0000443	HUMAN29014, HUMAN17576, HUMAN17575	SCHMD09029
OG0000444	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374	SCHMD00767, SCHMD00766
OG0000445	HUMAN25336, HUMAN25337	SCHMD29179
OG0000447	HUMAN24004	SCHMD15169
OG0000448	HUMAN07702	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489
OG0000448	HUMAN07715, HUMAN30104, HUMAN30616, HUMAN23990, HUMAN22306, HUMAN22305	SCHMD14991, SCHMD13255, SCHMD21809, SCHMD23174, SCHMD28228
OG0000448	HUMAN30615	SCHMD26867, SCHMD08564
OG0000449	HUMAN16132, HUMAN05747, HUMAN05746, HUMAN05748, HUMAN21335, HUMAN21336, HUMAN01157	SCHMD07672
OG0000450	HUMAN10922, HUMAN26408, HUMAN26409	SCHMD15839, SCHMD21713
OG0000450	HUMAN07392	SCHMD13515
OG0000454	HUMAN14911	SCHMD11564
OG0000454	HUMAN14912, HUMAN09584, HUMAN01758, HUMAN01761, HUMAN28671, HUMAN28672, HUMAN09585, HUMAN09586, HUMAN09587	SCHMD17914
OG0000458	HUMAN00588, HUMAN27908, HUMAN27907	SCHMD04852, SCHMD04851
OG0000459	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499	SCHMD17754
OG0000461	HUMAN12693	SCHMD03515
OG0000461	HUMAN26401, HUMAN26402, HUMAN07313, HUMAN07312, HUMAN07311, HUMAN07310	SCHMD06358
OG0000464	HUMAN04182	SCHMD16125
OG0000464	HUMAN00706	SCHMD04249, SCHMD07392
OG0000464	HUMAN24172	SCHMD15646, SCHMD10522, SCHMD04348, SCHMD09504
OG0000464	HUMAN24691	SCHMD14949, SCHMD17749, SCHMD18334
OG0000465	HUMAN13778	SCHMD09590
OG0000465	HUMAN00069	SCHMD27578, SCHMD03407, SCHMD17039
OG0000467	HUMAN02442	SCHMD03209
OG0000467	HUMAN02440, HUMAN20851	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369
OG0000469	HUMAN20925	SCHMD15597
OG0000470	HUMAN10148, HUMAN13194	SCHMD05493
OG0000470	HUMAN08602, HUMAN08603, HUMAN02695	SCHMD03185
OG0000472	HUMAN11470	SCHMD01784
OG0000472	HUMAN05491	SCHMD01783
OG0000473	HUMAN12691, HUMAN14596	SCHMD29413, SCHMD13933
OG0000476	HUMAN29055	SCHMD25720, SCHMD19904
OG0000476	HUMAN29052	SCHMD04015
OG0000476	HUMAN29053	SCHMD17256, SCHMD07489, SCHMD04014
OG0000479	HUMAN04562, HUMAN19754, HUMAN19753	SCHMD14823, SCHMD04174
OG0000480	HUMAN00364, HUMAN00362	SCHMD19204, SCHMD14582
OG0000480	HUMAN00363	SCHMD09535
OG0000481	HUMAN10860	SCHMD19165
OG0000481	HUMAN10858	SCHMD12328
OG0000481	HUMAN29163, HUMAN29162	SCHMD11352, SCHMD11001
OG0000481	HUMAN23804, HUMAN27663	SCHMD06297
OG0000481	HUMAN23805, HUMAN27664	SCHMD10940
OG0000482	HUMAN18685	SCHMD06210, SCHMD03012
OG0000482	HUMAN18687	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358
OG0000485	HUMAN20639	SCHMD16798
OG0000485	HUMAN20638	SCHMD13016, SCHMD17436
OG0000485	HUMAN05761, HUMAN05762	SCHMD16799
OG0000486	HUMAN22789, HUMAN03580	SCHMD19250
OG0000487	HUMAN13410	SCHMD20744
OG0000488	HUMAN19011	SCHMD01306, SCHMD17798, SCHMD16340
OG0000489	HUMAN28123, HUMAN28122, HUMAN25265, HUMAN19041, HUMAN28124, HUMAN00804	SCHMD11851, SCHMD19803, SCHMD25207
OG0000490	HUMAN24884, HUMAN29378	SCHMD21870
OG0000491	HUMAN00697, HUMAN30458, HUMAN07527, HUMAN23052	SCHMD03171, SCHMD08983, SCHMD20738, SCHMD13341, SCHMD07340, SCHMD18133, SCHMD23188, SCHMD23436, SCHMD27960, SCHMD18920, SCHMD17666, SCHMD22815, SCHMD07927, SCHMD20806, SCHMD08846, SCHMD08847, SCHMD23642, SCHMD25563, SCHMD27546, SCHMD28266, SCHMD26950, SCHMD21486, SCHMD20472, SCHMD23045, SCHMD23074, SCHMD09539, SCHMD08981, SCHMD06713, SCHMD11915, SCHMD09317, SCHMD02859, SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998
OG0000494	HUMAN11765, HUMAN04544, HUMAN07415, HUMAN11773, HUMAN07288	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987
OG0000496	HUMAN23175, HUMAN11045, HUMAN23172, HUMAN11047, HUMAN11048	SCHMD10819
OG0000496	HUMAN23171, HUMAN11049	SCHMD00832
OG0000497	HUMAN07212, HUMAN12464	SCHMD07173
OG0000497	HUMAN29410, HUMAN02197	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018
OG0000503	HUMAN16023, HUMAN04313, HUMAN04314, HUMAN26939, HUMAN26938	SCHMD01390, SCHMD06719
OG0000503	HUMAN09859, HUMAN09860	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959
OG0000504	HUMAN01815, HUMAN23327, HUMAN14139, HUMAN09762	SCHMD09636, SCHMD05294, SCHMD24012, SCHMD24184, SCHMD19827, SCHMD05293, SCHMD22132, SCHMD09637, SCHMD12821, SCHMD09697, SCHMD24410, SCHMD25007, SCHMD25497, SCHMD16466, SCHMD25962, SCHMD08165, SCHMD14224, SCHMD23834, SCHMD24691, SCHMD24897, SCHMD16428, SCHMD22263, SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164
OG0000505	HUMAN14348, HUMAN28801, HUMAN09568, HUMAN09567, HUMAN01623	SCHMD10454
OG0000505	HUMAN09569	SCHMD28069
OG0000506	HUMAN22035, HUMAN22034, HUMAN11883, HUMAN11882, HUMAN11881, HUMAN05281, HUMAN05280, HUMAN30005, HUMAN30006	SCHMD05024
OG0000509	HUMAN27224, HUMAN25234	SCHMD14563
OG0000513	HUMAN23799, HUMAN03652, HUMAN03654, HUMAN03653, HUMAN03655, HUMAN17218, HUMAN22774, HUMAN23795	SCHMD10779, SCHMD15278, SCHMD14712, SCHMD04597
OG0000514	HUMAN20065, HUMAN10473, HUMAN10472, HUMAN13478, HUMAN13479	SCHMD15950, SCHMD28993
OG0000519	HUMAN19983, HUMAN19982, HUMAN19989, HUMAN19990, HUMAN19995, HUMAN19992	SCHMD19355, SCHMD25526
OG0000519	HUMAN19985	SCHMD21661, SCHMD23283
OG0000520	HUMAN07303, HUMAN10919	SCHMD05956
OG0000521	HUMAN15885, HUMAN08587, HUMAN16883	SCHMD05167, SCHMD05164
OG0000522	HUMAN17344, HUMAN22248	SCHMD23148, SCHMD08897
OG0000523	HUMAN10111	SCHMD28876
OG0000523	HUMAN07168, HUMAN28721, HUMAN28788, HUMAN09547, HUMAN10110, HUMAN07167	SCHMD13520
OG0000524	HUMAN03324	SCHMD01087, SCHMD12691
OG0000525	HUMAN02222	SCHMD04369
OG0000525	HUMAN12020, HUMAN15942	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149
OG0000527	HUMAN02303, HUMAN14497	SCHMD13845, SCHMD20940, SCHMD24670
OG0000528	HUMAN08895, HUMAN15806, HUMAN15805, HUMAN04719, HUMAN16886	SCHMD02315, SCHMD09612
OG0000529	HUMAN05856, HUMAN11986, HUMAN00177	SCHMD06409
OG0000530	HUMAN14150, HUMAN29041, HUMAN01293	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369
OG0000532	HUMAN16791	SCHMD07765
OG0000534	HUMAN06370	SCHMD04872
OG0000538	HUMAN17702, HUMAN06667, HUMAN06666, HUMAN03004	SCHMD23313
OG0000538	HUMAN12817	SCHMD17312
OG0000540	HUMAN27588, HUMAN03609, HUMAN27589, HUMAN02919, HUMAN02918, HUMAN18270, HUMAN06351, HUMAN12799, HUMAN12798	SCHMD22622
OG0000544	HUMAN28510	SCHMD08369
OG0000544	HUMAN22577	SCHMD08368
OG0000545	HUMAN09330	SCHMD20709
OG0000545	HUMAN16986, HUMAN04980, HUMAN08518, HUMAN15565	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257
OG0000548	HUMAN24231, HUMAN27638, HUMAN27637, HUMAN17353, HUMAN03638	SCHMD11369
OG0000548	HUMAN02528	SCHMD02725, SCHMD00205
OG0000550	HUMAN04259, HUMAN17929	SCHMD04377, SCHMD04195
OG0000551	HUMAN21041	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979, SCHMD18976, SCHMD28799, SCHMD28338
OG0000552	HUMAN23579, HUMAN23580	SCHMD16245, SCHMD21874
OG0000552	HUMAN13654, HUMAN30481	SCHMD07234
OG0000553	HUMAN20240, HUMAN12995	SCHMD06981
OG0000554	HUMAN24025, HUMAN27604	SCHMD06339
OG0000560	HUMAN03172, HUMAN03171	SCHMD12681, SCHMD24482
OG0000561	HUMAN08905, HUMAN04883, HUMAN23834	SCHMD09766
OG0000562	HUMAN14967, HUMAN14968	SCHMD10853
OG0000563	HUMAN07268	SCHMD23940
OG0000564	HUMAN15523	SCHMD26462, SCHMD28181, SCHMD14170, SCHMD15197, SCHMD18017, SCHMD18014
OG0000566	HUMAN13951, HUMAN09508, HUMAN09507	SCHMD24931, SCHMD26489
OG0000567	HUMAN07964, HUMAN01748	SCHMD27076, SCHMD27355, SCHMD13533
OG0000567	HUMAN14288, HUMAN14286, HUMAN14287	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026
OG0000572	HUMAN16893, HUMAN09020, HUMAN04717	SCHMD10816
OG0000572	HUMAN16892	SCHMD03242
OG0000572	HUMAN05894, HUMAN00191, HUMAN00192	SCHMD25603
OG0000573	HUMAN09505	SCHMD16187
OG0000574	HUMAN14519	SCHMD00489
OG0000576	HUMAN06494, HUMAN17099, HUMAN19648, HUMAN06497, HUMAN20975, HUMAN06495, HUMAN06496	SCHMD15710
OG0000578	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777, HUMAN16988, HUMAN16989, HUMAN08467, HUMAN15796	SCHMD00300, SCHMD17617
OG0000579	HUMAN02365	SCHMD11162, SCHMD25933, SCHMD01879, SCHMD16027, SCHMD27820, SCHMD26175
OG0000580	HUMAN19287	SCHMD20629, SCHMD23259
OG0000580	HUMAN03958	SCHMD23258, SCHMD14664, SCHMD05333
OG0000581	HUMAN08477, HUMAN16919	SCHMD10093, SCHMD11595, SCHMD08712
OG0000581	HUMAN16920, HUMAN08478, HUMAN08479	SCHMD03457
OG0000582	HUMAN14892, HUMAN02173, HUMAN29110, HUMAN24912	SCHMD16063, SCHMD04882
OG0000582	HUMAN24913	SCHMD26591, SCHMD02159
OG0000583	HUMAN30390, HUMAN30389, HUMAN17451, HUMAN17452, HUMAN25385, HUMAN00760	SCHMD05295, SCHMD25227, SCHMD08418, SCHMD20267, SCHMD01121, SCHMD04123, SCHMD14346, SCHMD17189, SCHMD06646
OG0000585	HUMAN21116, HUMAN26483, HUMAN26481, HUMAN01438	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336
OG0000586	HUMAN05084, HUMAN05083, HUMAN20402, HUMAN16092, HUMAN05087	SCHMD22071, SCHMD26810, SCHMD08470
OG0000587	HUMAN18299, HUMAN18301, HUMAN26727, HUMAN29633, HUMAN29632	SCHMD03879, SCHMD05571
OG0000588	HUMAN14858, HUMAN01187, HUMAN28650	SCHMD01542
OG0000588	HUMAN05176, HUMAN05175	SCHMD09247, SCHMD07021, SCHMD07022
OG0000589	HUMAN16335, HUMAN03934, HUMAN02319	SCHMD15105, SCHMD03706, SCHMD08912
OG0000590	HUMAN12677, HUMAN12674, HUMAN20582, HUMAN20581, HUMAN12676, HUMAN06597	SCHMD08634
OG0000590	HUMAN13708, HUMAN19211	SCHMD18326
OG0000591	HUMAN12144, HUMAN17607	SCHMD10835
OG0000591	HUMAN05235	SCHMD09048, SCHMD27550, SCHMD09047
OG0000592	HUMAN28912, HUMAN11498, HUMAN04372, HUMAN04369	SCHMD11895, SCHMD04777
OG0000592	HUMAN04371	SCHMD09289, SCHMD17605, SCHMD11894
OG0000594	HUMAN05742, HUMAN19377, HUMAN05741, HUMAN02011, HUMAN19379, HUMAN19378, HUMAN21115, HUMAN06244, HUMAN06243	SCHMD01864
OG0000597	HUMAN10866, HUMAN12318, HUMAN05005, HUMAN07090	SCHMD00271
OG0000600	HUMAN18117	SCHMD24344, SCHMD16882
OG0000602	HUMAN30350, HUMAN07761, HUMAN18490, HUMAN26674, HUMAN30349, HUMAN07762	SCHMD08918, SCHMD16862
OG0000603	HUMAN04830, HUMAN08741, HUMAN16967, HUMAN16962	SCHMD15890
OG0000608	HUMAN20227	SCHMD15186, SCHMD26174, SCHMD17635, SCHMD02399, SCHMD22885, SCHMD28488, SCHMD21715, SCHMD03775, SCHMD03332, SCHMD19634, SCHMD17646, SCHMD03589, SCHMD14815, SCHMD16437, SCHMD20944, SCHMD17326, SCHMD00012, SCHMD22746, SCHMD20032, SCHMD27285, SCHMD20026, SCHMD27107, SCHMD27745, SCHMD21492, SCHMD20815, SCHMD23556, SCHMD27805, SCHMD18985, SCHMD22041, SCHMD23795, SCHMD10230, SCHMD04889, SCHMD10732, SCHMD11676, SCHMD24210, SCHMD25141, SCHMD15027, SCHMD22557, SCHMD26434, SCHMD13135, SCHMD10188, SCHMD24847, SCHMD05331, SCHMD04691, SCHMD08611, SCHMD00173, SCHMD04600, SCHMD24398, SCHMD26789, SCHMD27842, SCHMD17882, SCHMD05452
OG0000609	HUMAN18125, HUMAN18126	SCHMD17568
OG0000610	HUMAN09729	SCHMD01064
OG0000611	HUMAN11003	SCHMD07467
OG0000611	HUMAN11001, HUMAN11004	SCHMD10118
OG0000612	HUMAN22280, HUMAN03773, HUMAN17186	SCHMD04363, SCHMD09119
OG0000612	HUMAN18998	SCHMD12368
OG0000613	HUMAN25530, HUMAN19034, HUMAN00632	SCHMD11333
OG0000614	HUMAN15491	SCHMD02000, SCHMD19846, SCHMD14215, SCHMD02001
