Orthogroup	HUMAN	CAPO3
OG0004511	HUMAN19795, HUMAN12268	CAPO303457
OG0004512	HUMAN09321	CAPO302842
OG0004513	HUMAN07254	CAPO303104
OG0004515	HUMAN03769, HUMAN03768, HUMAN03770	CAPO305182
OG0004516	HUMAN13123, HUMAN13122	CAPO306036, CAPO307859
OG0004517	HUMAN13286, HUMAN13288, HUMAN13287	CAPO305332
OG0004518	HUMAN14476, HUMAN29301, HUMAN14475	CAPO306412
OG0004519	HUMAN21150	CAPO307914
OG0004520	HUMAN22045	CAPO300090
OG0004523	HUMAN01828, HUMAN01827, HUMAN01829	CAPO304989
OG0004525	HUMAN01279	CAPO303518
OG0004526	HUMAN29357	CAPO302498
OG0004527	HUMAN01091	CAPO302077
OG0004529	HUMAN25204, HUMAN25205	CAPO306628
OG0004530	HUMAN30172, HUMAN29605	CAPO304739
OG0004531	HUMAN29624	CAPO302345, CAPO307115
OG0004532	HUMAN10136, HUMAN10137	CAPO300005
OG0004533	HUMAN09658, HUMAN14386, HUMAN14387, HUMAN14389	CAPO306022
OG0004535	HUMAN15447, HUMAN15446, HUMAN15448	CAPO307124
OG0004537	HUMAN24791, HUMAN29314	CAPO306837
OG0004540	HUMAN27285, HUMAN27283, HUMAN27284	CAPO307351
OG0004542	HUMAN20251	CAPO306706
OG0004544	HUMAN21133, HUMAN21134, HUMAN21132, HUMAN29852, HUMAN29851	CAPO306563
OG0004545	HUMAN23451, HUMAN23453, HUMAN23452	CAPO307212
OG0004546	HUMAN24897	CAPO306808
OG0004547	HUMAN07051, HUMAN21061, HUMAN07050	CAPO304852
OG0004548	HUMAN02262, HUMAN02263	CAPO305113
OG0004551	HUMAN10195	CAPO301498
OG0004552	HUMAN11941, HUMAN11943, HUMAN11942	CAPO301361, CAPO306759
OG0004553	HUMAN29639	CAPO302768
OG0004555	HUMAN24447	CAPO301994
OG0004556	HUMAN10849	CAPO305616
OG0004558	HUMAN00434	CAPO307355
OG0004559	HUMAN13594, HUMAN13596, HUMAN13595	CAPO303756
OG0004561	HUMAN21836	CAPO304794
OG0004563	HUMAN19929	CAPO303030
OG0004564	HUMAN02717, HUMAN02718	CAPO301873
OG0004565	HUMAN02521, HUMAN02520	CAPO303409
OG0004569	HUMAN19797, HUMAN19796	CAPO303601
OG0004572	HUMAN27925	CAPO302719
OG0004573	HUMAN12408	CAPO305859
OG0004574	HUMAN06851, HUMAN04266	CAPO300276
OG0004577	HUMAN07984	CAPO307905
OG0004578	HUMAN29379, HUMAN21389	CAPO307713
OG0004579	HUMAN06948, HUMAN06947	CAPO308171
OG0004581	HUMAN30254	CAPO305629
OG0004582	HUMAN01491, HUMAN23318	CAPO304857
OG0004583	HUMAN25613	CAPO301319
OG0004584	HUMAN25318	CAPO307051
OG0004585	HUMAN13728, HUMAN13729, HUMAN13727	CAPO307959
OG0004587	HUMAN22944, HUMAN22945	CAPO303576
OG0004588	HUMAN11782	CAPO307046
OG0004590	HUMAN26460	CAPO307910
OG0004592	HUMAN27640, HUMAN27639	CAPO307767
OG0004593	HUMAN17263, HUMAN24335	CAPO306311
OG0004595	HUMAN12768, HUMAN27266	CAPO305901
OG0004596	HUMAN04471, HUMAN04470	CAPO300672
OG0004599	HUMAN23323, HUMAN23324	CAPO306185
OG0004600	HUMAN29105	CAPO306391
OG0004601	HUMAN29271, HUMAN29273	CAPO300529
OG0004602	HUMAN13593, HUMAN13590	CAPO307709
OG0004605	HUMAN10306	CAPO303013
OG0004609	HUMAN12279, HUMAN12280	CAPO305274
OG0004610	HUMAN09947, HUMAN09946, HUMAN09948	CAPO308217
OG0004611	HUMAN03825, HUMAN03826	CAPO305879, CAPO305850
OG0004612	HUMAN25998	CAPO307176
OG0004616	HUMAN17882	CAPO302661, CAPO307774
OG0004619	HUMAN12791	CAPO306976
OG0004621	HUMAN21153, HUMAN21154	CAPO301592
OG0004626	HUMAN15244	CAPO304074
OG0004627	HUMAN29678, HUMAN29679	CAPO302578
OG0004628	HUMAN13154, HUMAN18070, HUMAN13155	CAPO300844
OG0004629	HUMAN29171, HUMAN29170, HUMAN29169	CAPO300874
OG0004630	HUMAN25355, HUMAN25354	CAPO300032
OG0004633	HUMAN18514, HUMAN18513, HUMAN18512	CAPO306431
OG0004634	HUMAN12037, HUMAN20391	CAPO306443
OG0004635	HUMAN16135, HUMAN16134	CAPO305826
OG0004638	HUMAN16357, HUMAN16358, HUMAN16356, HUMAN16359, HUMAN16355, HUMAN16354	CAPO300328
OG0004639	HUMAN29308	CAPO304960
OG0004640	HUMAN00653, HUMAN00652, HUMAN00650, HUMAN00651	CAPO305391
OG0004641	HUMAN29439, HUMAN29437, HUMAN29440, HUMAN29438	CAPO301192
OG0004642	HUMAN04683	CAPO303810
OG0004643	HUMAN26734	CAPO303111
OG0004644	HUMAN02494, HUMAN02493, HUMAN02492	CAPO308177
OG0004646	HUMAN15038	CAPO304987
OG0004648	HUMAN14405, HUMAN14403	CAPO306796
OG0004649	HUMAN13089, HUMAN19718	CAPO308035
OG0004651	HUMAN20463	CAPO307192
OG0004652	HUMAN30278, HUMAN24680	CAPO307126
OG0004654	HUMAN16019	CAPO304098
OG0004655	HUMAN15982	CAPO300932
OG0004656	HUMAN16639	CAPO306315
OG0004657	HUMAN26711	CAPO300965
OG0004658	HUMAN25698, HUMAN25697, HUMAN25696	CAPO302853
OG0004659	HUMAN02326	CAPO305571
OG0004663	HUMAN26334, HUMAN12394	CAPO307060
OG0004664	HUMAN07587	CAPO304024
OG0004668	HUMAN02463, HUMAN02462	CAPO307032
OG0004669	HUMAN24194, HUMAN15536	CAPO301719
OG0004670	HUMAN12707, HUMAN12706	CAPO301141
OG0004671	HUMAN12269	CAPO303199
OG0004672	HUMAN11604, HUMAN11603	CAPO300788
OG0004673	HUMAN27307, HUMAN27306, HUMAN27305, HUMAN17548	CAPO305181
OG0004674	HUMAN28474, HUMAN28475	CAPO301298
OG0004675	HUMAN16714	CAPO300152
OG0004676	HUMAN08712, HUMAN08711	CAPO305483
OG0004678	HUMAN29263	CAPO306062
OG0004679	HUMAN12404, HUMAN12406, HUMAN12402, HUMAN12403, HUMAN12401, HUMAN12405	CAPO307020
OG0004682	HUMAN00873, HUMAN00872, HUMAN00875, HUMAN00874	CAPO302643
OG0004685	HUMAN19767	CAPO300514
OG0004687	HUMAN20906, HUMAN20910, HUMAN20907	CAPO300850
OG0004690	HUMAN24393	CAPO302294
OG0004691	HUMAN18674	CAPO301832
OG0004692	HUMAN04952	CAPO306711
OG0004694	HUMAN14700, HUMAN14699, HUMAN14701	CAPO302831
OG0004696	HUMAN03214, HUMAN03217	CAPO303339
OG0004697	HUMAN22888, HUMAN22889	CAPO308157
OG0004699	HUMAN26760, HUMAN26768, HUMAN26758, HUMAN26756, HUMAN26755	CAPO305801
OG0004700	HUMAN01840	CAPO305394
OG0004702	HUMAN12124, HUMAN12123	CAPO306323
OG0004703	HUMAN07096	CAPO302281
OG0004707	HUMAN23100	CAPO307222
OG0004708	HUMAN12418	CAPO302589
OG0004711	HUMAN30200, HUMAN30199, HUMAN16058	CAPO307614
OG0004728	HUMAN11621, HUMAN11622	CAPO306092
OG0004732	HUMAN10960	CAPO307742, CAPO303065
OG0004733	HUMAN23596	CAPO303723
OG0004738	HUMAN13648	CAPO307391
OG0004740	HUMAN09243, HUMAN09242	CAPO303587
OG0004743	HUMAN14417, HUMAN14416, HUMAN14419, HUMAN14418	CAPO305537
OG0004744	HUMAN25907	CAPO307377
OG0004747	HUMAN24414	CAPO305266
OG0004748	HUMAN05638	CAPO300851
OG0004749	HUMAN18871	CAPO303738
OG0004752	HUMAN00597	CAPO300189
OG0004753	HUMAN21696	CAPO307970
OG0004756	HUMAN00386	CAPO300650
OG0004757	HUMAN08575	CAPO300079
OG0004758	HUMAN11660	CAPO307791
OG0004759	HUMAN08595	CAPO301731
OG0004760	HUMAN28226, HUMAN28225, HUMAN28228, HUMAN28227	CAPO302986
OG0004761	HUMAN13899	CAPO301372
OG0004763	HUMAN01550, HUMAN01549, HUMAN01519	CAPO303189
OG0004764	HUMAN01006	CAPO306665
OG0004765	HUMAN14318	CAPO300145
OG0004766	HUMAN19581, HUMAN19587	CAPO300107
OG0004767	HUMAN20245, HUMAN20244, HUMAN20243	CAPO304258
OG0004768	HUMAN22364, HUMAN24007	CAPO302814
OG0004769	HUMAN01235	CAPO305909
OG0004770	HUMAN00795	CAPO306549
OG0004774	HUMAN03427	CAPO302467
OG0004775	HUMAN18107	CAPO308292
OG0004781	HUMAN05138, HUMAN05136, HUMAN05139	CAPO302855
OG0004784	HUMAN25867	CAPO300506
OG0004785	HUMAN18026	CAPO301223
OG0004786	HUMAN18254	CAPO306813
OG0004787	HUMAN05706	CAPO300677
OG0004788	HUMAN07428, HUMAN07427	CAPO303606
OG0004792	HUMAN10952, HUMAN07261	CAPO304121, CAPO301355
OG0004793	HUMAN17121	CAPO303691
OG0004794	HUMAN16576, HUMAN16578, HUMAN16575	CAPO302268
OG0004795	HUMAN07355	CAPO306522
OG0004797	HUMAN08833	CAPO308248
OG0004801	HUMAN10299, HUMAN10298	CAPO301409
OG0004803	HUMAN05217	CAPO306090
OG0004803	HUMAN05216	CAPO304966
OG0004805	HUMAN07478	CAPO301148
OG0004808	HUMAN21575	CAPO300921
OG0004810	HUMAN26980	CAPO307085
OG0004811	HUMAN11108	CAPO304670
OG0004812	HUMAN03902, HUMAN03901	CAPO300913
OG0004813	HUMAN28161, HUMAN28159, HUMAN28158, HUMAN28160	CAPO302301
OG0004814	HUMAN04561	CAPO305193
OG0004815	HUMAN25783, HUMAN25784	CAPO306099
OG0004817	HUMAN17914	CAPO300646
OG0004819	HUMAN19316	CAPO303489
OG0004820	HUMAN25471	CAPO301474
OG0004822	HUMAN18150, HUMAN18149, HUMAN18151, HUMAN03608, HUMAN18148	CAPO303272
OG0004823	HUMAN01456	CAPO301131
OG0004825	HUMAN05714	CAPO303625
OG0004826	HUMAN02645	CAPO302318
OG0004828	HUMAN03376	CAPO300795
OG0004829	HUMAN09713, HUMAN09712	CAPO306677
OG0004830	HUMAN15040, HUMAN15039	CAPO304259, CAPO301109
OG0004831	HUMAN00753, HUMAN25382	CAPO302539
OG0004832	HUMAN07467, HUMAN07466	CAPO300644
OG0004833	HUMAN23800	CAPO307386, CAPO307385
OG0004835	HUMAN07221, HUMAN07220, HUMAN13098	CAPO307142
OG0004836	HUMAN26405, HUMAN26407, HUMAN26406	CAPO300476
OG0004837	HUMAN01440, HUMAN26478	CAPO306341
OG0004838	HUMAN00791, HUMAN00792	CAPO300483
OG0004840	HUMAN14498	CAPO301303
OG0004841	HUMAN15250	CAPO301073
OG0004842	HUMAN11582, HUMAN11581	CAPO307208
OG0004843	HUMAN10990	CAPO302296
OG0004844	HUMAN03500, HUMAN03499, HUMAN03498	CAPO308225
OG0004845	HUMAN05755, HUMAN05756, HUMAN05754	CAPO300244
OG0004846	HUMAN10005	CAPO302634
OG0004849	HUMAN20136, HUMAN20140, HUMAN20142, HUMAN20138, HUMAN20141, HUMAN20143, HUMAN20137	CAPO302897
OG0004851	HUMAN09816, HUMAN09817	CAPO304052
OG0004852	HUMAN29155, HUMAN29156	CAPO305241
OG0004853	HUMAN29364, HUMAN29365	CAPO306818
OG0004854	HUMAN17423, HUMAN17424	CAPO307677
OG0004855	HUMAN13004, HUMAN13005, HUMAN13002, HUMAN13003	CAPO307136
OG0004856	HUMAN22862, HUMAN30262	CAPO307877
OG0004857	HUMAN19775, HUMAN19774	CAPO301665
OG0004858	HUMAN07134	CAPO306514
OG0004859	HUMAN17723	CAPO305955
OG0004861	HUMAN08820, HUMAN08822	CAPO300721
OG0004863	HUMAN16075	CAPO300215
OG0004864	HUMAN02859	CAPO306175
OG0004869	HUMAN06674, HUMAN06673	CAPO301505
OG0004873	HUMAN12397, HUMAN12396	CAPO305056
OG0004874	HUMAN28387	CAPO302314
OG0004875	HUMAN00886, HUMAN00885	CAPO305599
OG0004879	HUMAN22013	CAPO304570
OG0004880	HUMAN06214	CAPO307520
OG0004881	HUMAN21876	CAPO301856
OG0004882	HUMAN11368	CAPO307657
OG0004883	HUMAN13191, HUMAN26606	CAPO304269
OG0004884	HUMAN08805, HUMAN29602	CAPO306875
OG0004886	HUMAN07864	CAPO304598
OG0004887	HUMAN00785, HUMAN00786	CAPO303252
OG0004889	HUMAN29228, HUMAN29229	CAPO302860
OG0004892	HUMAN03670, HUMAN27524, HUMAN03671	CAPO308266
OG0004893	HUMAN00654	CAPO305797
OG0004894	HUMAN29585, HUMAN23077, HUMAN24191	CAPO308103
OG0004895	HUMAN26754, HUMAN26753	CAPO301412
OG0004896	HUMAN29483	CAPO301146, CAPO308332
OG0004897	HUMAN24076, HUMAN24075	CAPO300624
OG0004898	HUMAN05713	CAPO300846
OG0004899	HUMAN30695, HUMAN23131	CAPO304701
OG0004900	HUMAN18227	CAPO300509
OG0004901	HUMAN24931	CAPO301170
OG0004902	HUMAN17054	CAPO305853
OG0004903	HUMAN14027, HUMAN14026	CAPO304775
OG0004904	HUMAN10420, HUMAN10417, HUMAN10419	CAPO304100
OG0004906	HUMAN10655	CAPO303480
OG0004907	HUMAN15470	CAPO307254
OG0004911	HUMAN20237	CAPO305750
OG0004913	HUMAN26739	CAPO306717
OG0004914	HUMAN12452, HUMAN12453	CAPO301519
OG0004917	HUMAN00471	CAPO303374
OG0004919	HUMAN19186	CAPO308082
OG0004920	HUMAN17677, HUMAN17678	CAPO302580
OG0004922	HUMAN01865, HUMAN01863	CAPO306550
OG0004923	HUMAN11721, HUMAN11722, HUMAN11720	CAPO307943
OG0004924	HUMAN23140, HUMAN23139	CAPO304606
OG0004927	HUMAN08390, HUMAN18679	CAPO304855
OG0004928	HUMAN12518	CAPO304691
OG0004929	HUMAN07565	CAPO304111
OG0004932	HUMAN19267	CAPO306081, CAPO305804
OG0004934	HUMAN29168	CAPO305066
OG0004935	HUMAN24721	CAPO302835
OG0004936	HUMAN09213, HUMAN09197	CAPO306298
OG0004938	HUMAN15695, HUMAN15696, HUMAN15694	CAPO308159
OG0004940	HUMAN16584, HUMAN16585	CAPO305630
OG0004943	HUMAN28185	CAPO306001
OG0004944	HUMAN21444	CAPO302056
OG0004946	HUMAN02518	CAPO305515
OG0004947	HUMAN23472	CAPO307579
OG0004948	HUMAN12800, HUMAN04292	CAPO305331
OG0004949	HUMAN16549, HUMAN16550	CAPO304026
OG0004950	HUMAN01480	CAPO300642
OG0004952	HUMAN08308	CAPO301776
OG0004953	HUMAN03686	CAPO306623
OG0004954	HUMAN27622	CAPO303229
OG0004958	HUMAN23521, HUMAN23523, HUMAN23522	CAPO302197
OG0004960	HUMAN09199, HUMAN09198	CAPO300258
OG0004961	HUMAN19601	CAPO305777
OG0004962	HUMAN26029	CAPO301438
OG0004963	HUMAN07416	CAPO303805
OG0004964	HUMAN12699, HUMAN12698	CAPO302916
OG0004968	HUMAN11380	CAPO307145
OG0004969	HUMAN21857	CAPO303678
OG0004970	HUMAN30327, HUMAN07693	CAPO303748
OG0004971	HUMAN16945	CAPO302327
OG0004972	HUMAN10713, HUMAN10712	CAPO304289
OG0004973	HUMAN18460, HUMAN18456, HUMAN18457, HUMAN18458, HUMAN18455	CAPO305642
OG0004976	HUMAN24013	CAPO304478
OG0004977	HUMAN17974	CAPO304350
OG0004978	HUMAN30022	CAPO308306
OG0004979	HUMAN02806, HUMAN02808, HUMAN02807	CAPO303118
OG0004980	HUMAN03123, HUMAN03072	CAPO300807
OG0004981	HUMAN20596, HUMAN20595	CAPO306326
OG0004982	HUMAN29353	CAPO301351
OG0004983	HUMAN03516, HUMAN27572, HUMAN27573	CAPO300176
OG0004985	HUMAN20484, HUMAN20483	CAPO304816
OG0004987	HUMAN22783, HUMAN03278	CAPO306240
OG0004988	HUMAN19938	CAPO305623
OG0004989	HUMAN04327, HUMAN04328	CAPO300323
OG0004990	HUMAN22240	CAPO305712
OG0004991	HUMAN02895, HUMAN20960	CAPO302271
OG0004997	HUMAN03772, HUMAN03771	CAPO300456
OG0004999	HUMAN04129, HUMAN07445, HUMAN04130	CAPO302635
OG0005002	HUMAN14209, HUMAN14210, HUMAN14211	CAPO305114
OG0005003	HUMAN11768	CAPO303837
OG0005005	HUMAN20277, HUMAN20276	CAPO303017
OG0005006	HUMAN06825, HUMAN12769	CAPO301015
OG0005007	HUMAN21843, HUMAN07608	CAPO300658
OG0005009	HUMAN21318	CAPO303190
OG0005010	HUMAN13457, HUMAN13455, HUMAN13456	CAPO304378
OG0005013	HUMAN07845, HUMAN07844, HUMAN07847, HUMAN07846	CAPO304066
OG0005014	HUMAN19726	CAPO307825
OG0005015	HUMAN22775	CAPO300946
OG0005016	HUMAN03347, HUMAN03348, HUMAN03349, HUMAN03350	CAPO305499
OG0005021	HUMAN07616, HUMAN21657, HUMAN21658, HUMAN07615, HUMAN07617, HUMAN21656	CAPO304690
OG0005038	HUMAN30525, HUMAN22584, HUMAN30524	CAPO301658
OG0005040	HUMAN19381	CAPO300876
OG0005044	HUMAN05004, HUMAN13097	CAPO307084
OG0005046	HUMAN00004, HUMAN28435, HUMAN00003	CAPO304846
OG0005047	HUMAN10328	CAPO305932
OG0005048	HUMAN01970, HUMAN01971	CAPO300857
OG0005053	HUMAN11762	CAPO302547
OG0005057	HUMAN25520	CAPO303573
OG0005058	HUMAN26910, HUMAN26911, HUMAN26909	CAPO306731
OG0005059	HUMAN29338	CAPO300063
OG0005061	HUMAN05905	CAPO306602
OG0005062	HUMAN06705, HUMAN06706, HUMAN06704	CAPO302106
OG0005064	HUMAN24584	CAPO300249
OG0005067	HUMAN02805	CAPO302289
OG0005068	HUMAN26685	CAPO306513
OG0005069	HUMAN10354, HUMAN10353	CAPO300204
OG0005071	HUMAN07686, HUMAN07685	CAPO305606
OG0005073	HUMAN24275	CAPO305547
OG0005075	HUMAN02884	CAPO307362
OG0005076	HUMAN09672	CAPO302885
OG0005077	HUMAN00029	CAPO302160
OG0005079	HUMAN09354	CAPO303799
OG0005081	HUMAN12565	CAPO307065
OG0005083	HUMAN25817	CAPO302388
OG0005084	HUMAN19679	CAPO307421, CAPO301121
OG0005086	HUMAN21032, HUMAN21033, HUMAN21034	CAPO302959
OG0005088	HUMAN14928	CAPO307772
OG0005089	HUMAN28932	CAPO303888
OG0005090	HUMAN21424, HUMAN21490, HUMAN10465	CAPO303909
OG0005091	HUMAN07508	CAPO305179
OG0005092	HUMAN29848	CAPO301418
OG0005093	HUMAN25442	CAPO303716
OG0005094	HUMAN15207	CAPO303630
OG0005095	HUMAN11316, HUMAN11318, HUMAN11317	CAPO301660
OG0005096	HUMAN10193	CAPO301964
OG0005097	HUMAN20169	CAPO304365
OG0005099	HUMAN20122	CAPO305916
OG0005100	HUMAN13754	CAPO306219
OG0005103	HUMAN00526, HUMAN25518	CAPO300625
OG0005104	HUMAN11571, HUMAN11572	CAPO303053
OG0005106	HUMAN07502	CAPO301403
OG0005107	HUMAN26925, HUMAN26926	CAPO304194
OG0005108	HUMAN14184	CAPO301196
OG0005109	HUMAN06621, HUMAN06622	CAPO301209
OG0005111	HUMAN00236, HUMAN00239	CAPO302727
OG0005113	HUMAN08653	CAPO300389
OG0005114	HUMAN18500	CAPO305096
OG0005115	HUMAN02228, HUMAN29500	CAPO304298
OG0005119	HUMAN08361	CAPO304215
OG0005120	HUMAN05492	CAPO304593
OG0005121	HUMAN06487	CAPO301715
OG0005124	HUMAN18707, HUMAN08754	CAPO305507
OG0005127	HUMAN05196, HUMAN05195	CAPO307277
OG0005128	HUMAN19431	CAPO305144
OG0005130	HUMAN22354, HUMAN22352	CAPO305368
OG0005132	HUMAN25415, HUMAN25416	CAPO300384
OG0005138	HUMAN25803	CAPO300009
OG0005139	HUMAN01482	CAPO302205
OG0005140	HUMAN01847	CAPO300700, CAPO302173
OG0005142	HUMAN23471, HUMAN23456	CAPO304715
OG0005143	HUMAN21848	CAPO304926
OG0005144	HUMAN01316	CAPO306416
OG0005145	HUMAN09373, HUMAN09375, HUMAN09374	CAPO302299
OG0005146	HUMAN19163	CAPO303659
OG0005147	HUMAN23589	CAPO302069
OG0005150	HUMAN04742, HUMAN08596, HUMAN15546	CAPO301944
OG0005151	HUMAN21926	CAPO302626
OG0005152	HUMAN06776	CAPO307737
OG0005154	HUMAN13716, HUMAN13717	CAPO307643
OG0005155	HUMAN07772	CAPO304712
OG0005156	HUMAN18043	CAPO305254
OG0005157	HUMAN12761, HUMAN12762	CAPO301711
OG0005158	HUMAN18251	CAPO300547
OG0005160	HUMAN22191	CAPO300741
OG0005163	HUMAN01173	CAPO305704
OG0005164	HUMAN24908, HUMAN24906	CAPO307846
OG0005167	HUMAN15314, HUMAN16349	CAPO303298
OG0005168	HUMAN18745	CAPO306745
OG0005169	HUMAN08780, HUMAN08778	CAPO303886
OG0005172	HUMAN19151, HUMAN19152, HUMAN19153	CAPO306565
OG0005175	HUMAN04871	CAPO305645
OG0005178	HUMAN27455, HUMAN27454, HUMAN27456	CAPO300199
OG0005179	HUMAN22336	CAPO306190
OG0005180	HUMAN22255	CAPO308188
OG0005181	HUMAN02103, HUMAN02102	CAPO300793
OG0005182	HUMAN14658	CAPO300394
OG0005183	HUMAN04180	CAPO304256
OG0005184	HUMAN29606, HUMAN16438	CAPO307619
OG0005185	HUMAN20635	CAPO305409
OG0005187	HUMAN20362, HUMAN20363	CAPO300108
OG0005188	HUMAN17600	CAPO307366, CAPO308331
OG0005191	HUMAN23392	CAPO301264
OG0005192	HUMAN00906, HUMAN00907	CAPO302320
OG0005193	HUMAN22544, HUMAN22543	CAPO300973
OG0005194	HUMAN24301, HUMAN24299, HUMAN24300	CAPO306243
OG0005196	HUMAN03938, HUMAN30702, HUMAN03940, HUMAN03941, HUMAN03939	CAPO306636
OG0005200	HUMAN05886	CAPO307301
OG0005201	HUMAN02393	CAPO300421
OG0005202	HUMAN12714	CAPO300013
OG0005203	HUMAN03451, HUMAN03452	CAPO304416
OG0005205	HUMAN26211, HUMAN26210	CAPO302576
OG0005206	HUMAN15094, HUMAN15092, HUMAN15093, HUMAN15091, HUMAN15090	CAPO301965
OG0005208	HUMAN12360, HUMAN12361	CAPO303001
OG0005209	HUMAN20147, HUMAN20146	CAPO300492
OG0005210	HUMAN21507	CAPO301315
OG0005212	HUMAN09850, HUMAN09848, HUMAN09853, HUMAN09854	CAPO300331
OG0005214	HUMAN07627, HUMAN30334	CAPO304556
OG0005215	HUMAN01973, HUMAN01975	CAPO308114
OG0005216	HUMAN10754, HUMAN10753	CAPO304567
OG0005217	HUMAN24415, HUMAN26296, HUMAN26295	CAPO303096, CAPO306650
OG0005220	HUMAN10457	CAPO306192
OG0005221	HUMAN17144	CAPO306723
OG0005222	HUMAN11330	CAPO305567
OG0005223	HUMAN26550, HUMAN26553	CAPO302922
OG0005224	HUMAN08363	CAPO300521
OG0005227	HUMAN05259, HUMAN05260	CAPO300666
OG0005228	HUMAN30063, HUMAN30064	CAPO300902
OG0005229	HUMAN23450, HUMAN30077	CAPO300950
OG0005230	HUMAN11039, HUMAN11038	CAPO305306
OG0005231	HUMAN14448, HUMAN14449	CAPO307526
OG0005233	HUMAN00385	CAPO307259
OG0005234	HUMAN11811	CAPO306586, CAPO305435
OG0005237	HUMAN04959	CAPO300405
OG0005238	HUMAN29344	CAPO307942
OG0005239	HUMAN08677, HUMAN08676	CAPO305851
OG0005240	HUMAN06639, HUMAN13121, HUMAN06640	CAPO302162
OG0005241	HUMAN21636	CAPO301367
OG0005243	HUMAN10629, HUMAN10630	CAPO302946
OG0005244	HUMAN24753	CAPO301413
OG0005245	HUMAN02809	CAPO305774
OG0005247	HUMAN23178	CAPO305218
OG0005249	HUMAN29468, HUMAN29469	CAPO306769
OG0005250	HUMAN00562	CAPO304032
OG0005251	HUMAN25310	CAPO306449
OG0005253	HUMAN24192	CAPO307867
OG0005254	HUMAN13207	CAPO304356
OG0005255	HUMAN22123, HUMAN22122	CAPO303838, CAPO300416, CAPO307726
OG0005257	HUMAN22734	CAPO302797
OG0005258	HUMAN21456	CAPO301990
OG0005259	HUMAN21453, HUMAN02871	CAPO303873
OG0005261	HUMAN25190	CAPO305240
OG0005262	HUMAN00241	CAPO301884
OG0005267	HUMAN28976, HUMAN17067, HUMAN17064	CAPO300315
OG0005268	HUMAN04294	CAPO302457
OG0005269	HUMAN21459	CAPO303868
OG0005271	HUMAN02628	CAPO303459
OG0005272	HUMAN06685, HUMAN06687, HUMAN06686	CAPO300142
OG0005273	HUMAN30394	CAPO302742
OG0005275	HUMAN20998	CAPO301557
OG0005277	HUMAN08666	CAPO302973, CAPO308033
OG0005278	HUMAN10122, HUMAN10123	CAPO306576, CAPO308328
OG0005279	HUMAN11279	CAPO304182
OG0005280	HUMAN03699	CAPO306635
OG0005285	HUMAN19976	CAPO302006
OG0005287	HUMAN01634	CAPO307607
OG0005289	HUMAN16533	CAPO304679
OG0005290	HUMAN01086, HUMAN01085, HUMAN01084	CAPO305632
OG0005292	HUMAN18207	CAPO300881
OG0005293	HUMAN21751	CAPO303402
OG0005294	HUMAN23286	CAPO306913
OG0005295	HUMAN08446	CAPO304907
OG0005298	HUMAN05061	CAPO307279
OG0005299	HUMAN11407, HUMAN11408	CAPO304069
OG0005300	HUMAN26786, HUMAN26784	CAPO304452
OG0005301	HUMAN19904, HUMAN19905	CAPO307444
OG0005303	HUMAN07013, HUMAN07014, HUMAN07012	CAPO304454
OG0005305	HUMAN19142	CAPO301003
OG0005309	HUMAN17086	CAPO306631
OG0005312	HUMAN21117	CAPO307454, CAPO303466
OG0005314	HUMAN19583	CAPO302074
OG0005315	HUMAN01337	CAPO302427
OG0005316	HUMAN28377, HUMAN28376	CAPO301704
OG0005317	HUMAN29737	CAPO307168
OG0005318	HUMAN05092, HUMAN05091	CAPO308249
OG0005319	HUMAN25259	CAPO302638
OG0005322	HUMAN12522	CAPO308079
OG0005323	HUMAN28834	CAPO307349
OG0005324	HUMAN01217	CAPO303901
OG0005325	HUMAN26664, HUMAN25073	CAPO301092
OG0005326	HUMAN05277, HUMAN24541, HUMAN24542	CAPO303331
OG0005359	HUMAN26796	CAPO300630
OG0005360	HUMAN09939	CAPO303782
OG0005364	HUMAN15660, HUMAN15659	CAPO300756
OG0005365	HUMAN22817, HUMAN22816	CAPO303866
OG0005366	HUMAN04798, HUMAN04797	CAPO300645
OG0005367	HUMAN25869	CAPO304113
OG0005370	HUMAN19300	CAPO303423
OG0005371	HUMAN23572	CAPO306407
OG0005373	HUMAN10707	CAPO302507
OG0005374	HUMAN25436, HUMAN25437	CAPO300609
OG0005375	HUMAN12844, HUMAN12845, HUMAN12842, HUMAN12843, HUMAN12847	CAPO305216
OG0005377	HUMAN13076, HUMAN19802, HUMAN19803	CAPO307926
OG0005378	HUMAN07258	CAPO301284
OG0005379	HUMAN10413, HUMAN10414	CAPO303714
OG0005380	HUMAN26017	CAPO306791
OG0005381	HUMAN29187	CAPO301325
OG0005384	HUMAN27922	CAPO300411
OG0005385	HUMAN11742, HUMAN11741	CAPO305502
OG0005386	HUMAN23104, HUMAN23103	CAPO307872
OG0005388	HUMAN14203, HUMAN14205	CAPO301274
OG0005389	HUMAN30098, HUMAN02700	CAPO300599
OG0005390	HUMAN00845	CAPO301450
OG0005391	HUMAN11086, HUMAN11085	CAPO302409
OG0005393	HUMAN20777	CAPO302465
OG0005394	HUMAN20773	CAPO306444
OG0005395	HUMAN10531, HUMAN10530, HUMAN10532	CAPO302966
OG0005396	HUMAN29690	CAPO301185
OG0005398	HUMAN17823	CAPO301199
OG0005399	HUMAN11895, HUMAN11893, HUMAN11894	CAPO306277
OG0005400	HUMAN07492, HUMAN07491, HUMAN07490	CAPO301149
OG0005402	HUMAN21695	CAPO307246
