Orthogroup	APOSC_ok	STRPU_ok
OG0000431	APOSC_09355	STRPU_06554, STRPU_06544
OG0000432	APOSC_25968	STRPU_22651
OG0000432	APOSC_02736	STRPU_22624
OG0000433	APOSC_27672, APOSC_27673	STRPU_08440
OG0000433	APOSC_25213, APOSC_25212	STRPU_17895
OG0000434	APOSC_23652	STRPU_07317
OG0000434	APOSC_03817, APOSC_08439, APOSC_02608, APOSC_08391	STRPU_15085, STRPU_14398, STRPU_14396, STRPU_14395
OG0000434	APOSC_20834, APOSC_03026	STRPU_14557, STRPU_14249
OG0000435	APOSC_05189	STRPU_24868
OG0000435	APOSC_28530	STRPU_22156
OG0000436	APOSC_07602, APOSC_07600	STRPU_23785
OG0000437	APOSC_05623, APOSC_25255, APOSC_13437, APOSC_18716, APOSC_21833, APOSC_27007	STRPU_04378, STRPU_04379, STRPU_13204, STRPU_13205, STRPU_13203, STRPU_13182
OG0000437	APOSC_04756	STRPU_00657, STRPU_23072, STRPU_00656, STRPU_22055
OG0000440	APOSC_24194	STRPU_02620
OG0000440	APOSC_23586	STRPU_12206
OG0000442	APOSC_01037	STRPU_06501
OG0000442	APOSC_25495	STRPU_17294
OG0000442	APOSC_28475	STRPU_16903
OG0000443	APOSC_07972, APOSC_07971, APOSC_09047	STRPU_13819
OG0000443	APOSC_23426	STRPU_27362
OG0000444	APOSC_22420	STRPU_12350
OG0000444	APOSC_27883, APOSC_27884, APOSC_27885	STRPU_12803
OG0000445	APOSC_00457, APOSC_22414, APOSC_04719	STRPU_26060, STRPU_17672
OG0000446	APOSC_10181	STRPU_24898
OG0000446	APOSC_05205	STRPU_01634, STRPU_11972
OG0000446	APOSC_26266	STRPU_24006
OG0000447	APOSC_18957, APOSC_18959, APOSC_00311, APOSC_00312, APOSC_18960	STRPU_05018
OG0000448	APOSC_08163	STRPU_05001
OG0000450	APOSC_13051	STRPU_14805
OG0000451	APOSC_11795, APOSC_08454	STRPU_03161, STRPU_20273
OG0000451	APOSC_20308	STRPU_14855, STRPU_14859
OG0000453	APOSC_12948, APOSC_06792	STRPU_11765, STRPU_11767, STRPU_11764
OG0000454	APOSC_04570	STRPU_26357
OG0000456	APOSC_08917	STRPU_02653, STRPU_01238
OG0000456	APOSC_21941	STRPU_27243
OG0000457	APOSC_12918, APOSC_12915, APOSC_12917, APOSC_17733, APOSC_03063, APOSC_03064, APOSC_10584, APOSC_25586, APOSC_03750, APOSC_19395, APOSC_17744	STRPU_24815
OG0000458	APOSC_08979	STRPU_07041
OG0000458	APOSC_16132, APOSC_16131	STRPU_07995, STRPU_07993, STRPU_07994
OG0000459	APOSC_21819, APOSC_15729, APOSC_11025	STRPU_13458, STRPU_13459
OG0000460	APOSC_12939	STRPU_05282
OG0000460	APOSC_17221	STRPU_00443, STRPU_13702, STRPU_07345, STRPU_23366, STRPU_18478, STRPU_18435
OG0000460	APOSC_20940, APOSC_00904, APOSC_01065, APOSC_24600, APOSC_16950, APOSC_24646	STRPU_02445, STRPU_13619, STRPU_13620, STRPU_13618, STRPU_13673, STRPU_02397, STRPU_11505, STRPU_12180, STRPU_01283, STRPU_18225
OG0000461	APOSC_17795, APOSC_01522	STRPU_22427
OG0000461	APOSC_17426	STRPU_14492
OG0000463	APOSC_17973	STRPU_13114, STRPU_13087
OG0000463	APOSC_19612, APOSC_07338, APOSC_07339	STRPU_24320
OG0000463	APOSC_08846	STRPU_27309
OG0000464	APOSC_04198	STRPU_00262, STRPU_03174
OG0000465	APOSC_28989	STRPU_07200
OG0000465	APOSC_11017	STRPU_10825
OG0000465	APOSC_12228	STRPU_10953, STRPU_10955
OG0000466	APOSC_23086, APOSC_05225, APOSC_02156, APOSC_02661	STRPU_18747, STRPU_18365, STRPU_14250, STRPU_06849, STRPU_06848, STRPU_17536, STRPU_13571, STRPU_01590, STRPU_13167, STRPU_13148, STRPU_13147, STRPU_13168, STRPU_13146, STRPU_13149, STRPU_13169
OG0000466	APOSC_06408	STRPU_23720, STRPU_23721
OG0000467	APOSC_08498	STRPU_23158
OG0000468	APOSC_15884, APOSC_04385, APOSC_04384, APOSC_23794	STRPU_14586, STRPU_14584, STRPU_14583, STRPU_14585, STRPU_12712, STRPU_12711
OG0000468	APOSC_02625	STRPU_05357
OG0000469	APOSC_06315	STRPU_23215, STRPU_23221
OG0000469	APOSC_00048	STRPU_26522
OG0000470	APOSC_06373	STRPU_08272
OG0000470	APOSC_13511	STRPU_21506
OG0000472	APOSC_26357, APOSC_27670	STRPU_04400, STRPU_14561
OG0000472	APOSC_00700	STRPU_10557
OG0000473	APOSC_15594	STRPU_09283
OG0000473	APOSC_24191, APOSC_14581	STRPU_01281, STRPU_18224, STRPU_24862, STRPU_26869, STRPU_26868
OG0000474	APOSC_06626	STRPU_23394
OG0000475	APOSC_03227	STRPU_25083
OG0000476	APOSC_19907	STRPU_20170
OG0000476	APOSC_04632	STRPU_20169
OG0000476	APOSC_05340	STRPU_19628, STRPU_19687
OG0000477	APOSC_00914	STRPU_15536
OG0000477	APOSC_13603	STRPU_14774, STRPU_02549
OG0000478	APOSC_16484, APOSC_16483, APOSC_16482	STRPU_22730, STRPU_00714
OG0000479	APOSC_19125	STRPU_17435
OG0000479	APOSC_05602, APOSC_05603	STRPU_14315
OG0000480	APOSC_23759	STRPU_11203
OG0000480	APOSC_15162	STRPU_11000, STRPU_00339, STRPU_11321
OG0000480	APOSC_11842	STRPU_00362, STRPU_11025
OG0000481	APOSC_15444	STRPU_14885
OG0000481	APOSC_09024	STRPU_19958, STRPU_01189
OG0000481	APOSC_07226	STRPU_04460
OG0000482	APOSC_14643	STRPU_21122
OG0000484	APOSC_17564	STRPU_19234
OG0000485	APOSC_22490	STRPU_13289, STRPU_13296
OG0000485	APOSC_29014	STRPU_03873
OG0000486	APOSC_20131, APOSC_06301, APOSC_18885, APOSC_05208	STRPU_08732
OG0000487	APOSC_05499, APOSC_00762, APOSC_10037, APOSC_17459	STRPU_09230, STRPU_02195
OG0000488	APOSC_04231, APOSC_08193, APOSC_08191	STRPU_09666
OG0000489	APOSC_01890, APOSC_01889, APOSC_08483	STRPU_24241, STRPU_01065
OG0000490	APOSC_08204	STRPU_19396, STRPU_19397
OG0000491	APOSC_02630	STRPU_04966
OG0000494	APOSC_11332, APOSC_16566	STRPU_15055
OG0000495	APOSC_16006	STRPU_05984
OG0000495	APOSC_18778	STRPU_14646
OG0000496	APOSC_19240	STRPU_01872, STRPU_25187
OG0000496	APOSC_13732, APOSC_13731	STRPU_25443
OG0000497	APOSC_11785	STRPU_14149, STRPU_14171
OG0000497	APOSC_24966	STRPU_19651, STRPU_19670
OG0000498	APOSC_08647	STRPU_25913
OG0000499	APOSC_13003	STRPU_21743, STRPU_21679
OG0000501	APOSC_18174	STRPU_24516
OG0000501	APOSC_10072, APOSC_10071, APOSC_10070	STRPU_24080, STRPU_00604, STRPU_24511, STRPU_24509, STRPU_04537, STRPU_04519, STRPU_00603, STRPU_24513, STRPU_24508, STRPU_24507, STRPU_24505, STRPU_24504, STRPU_24506, STRPU_24510, STRPU_24688, STRPU_24704, STRPU_24687, STRPU_24705
OG0000502	APOSC_13737	STRPU_06621
OG0000502	APOSC_19306	STRPU_02326, STRPU_11768, STRPU_11459
OG0000503	APOSC_20182, APOSC_01067, APOSC_11052	STRPU_12805, STRPU_12804
OG0000504	APOSC_06827	STRPU_13814
OG0000505	APOSC_03312, APOSC_13727, APOSC_13726	STRPU_21978
OG0000506	APOSC_08968, APOSC_08970	STRPU_06642
OG0000508	APOSC_05722	STRPU_13773
OG0000508	APOSC_10035, APOSC_10034, APOSC_01187	STRPU_22049
OG0000509	APOSC_20798, APOSC_21566	STRPU_17684
OG0000509	APOSC_20805, APOSC_04560, APOSC_05509	STRPU_20831, STRPU_23363
OG0000510	APOSC_13254, APOSC_09949	STRPU_20272, STRPU_20279, STRPU_20192
OG0000510	APOSC_08521	STRPU_23102
OG0000511	APOSC_04210	STRPU_09341, STRPU_10354
OG0000513	APOSC_21188	STRPU_04474, STRPU_04475
OG0000515	APOSC_18973, APOSC_22528, APOSC_08425, APOSC_11404, APOSC_03268, APOSC_06129, APOSC_25779, APOSC_03503, APOSC_09118, APOSC_21512, APOSC_13179, APOSC_03267	STRPU_19518
OG0000515	APOSC_23560, APOSC_23565, APOSC_11787, APOSC_24998	STRPU_19526, STRPU_19523, STRPU_19522, STRPU_19524, STRPU_19525, STRPU_19751, STRPU_19749, STRPU_06347, STRPU_26585, STRPU_26583, STRPU_19521
OG0000519	APOSC_08070, APOSC_07952, APOSC_07867, APOSC_26169, APOSC_12522	STRPU_14510, STRPU_14504, STRPU_14502, STRPU_14501, STRPU_14500, STRPU_14509, STRPU_14503, STRPU_14505, STRPU_14497, STRPU_14232, STRPU_14226, STRPU_14228, STRPU_14235
OG0000519	APOSC_03973	STRPU_02530, STRPU_15149
OG0000520	APOSC_12202, APOSC_12203	STRPU_15354
OG0000520	APOSC_24142, APOSC_24141	STRPU_02843, STRPU_02884, STRPU_02842
OG0000521	APOSC_15611	STRPU_08500
OG0000521	APOSC_09518	STRPU_20675
OG0000522	APOSC_19448	STRPU_09848
OG0000522	APOSC_02708, APOSC_02709	STRPU_09558
OG0000522	APOSC_19474	STRPU_09785
OG0000523	APOSC_17136, APOSC_11385	STRPU_24945, STRPU_24944
OG0000524	APOSC_03189, APOSC_03192, APOSC_03190, APOSC_03187	STRPU_04273
OG0000525	APOSC_12074	STRPU_19423
OG0000525	APOSC_07308	STRPU_08645, STRPU_08644
OG0000526	APOSC_22142	STRPU_05063, STRPU_05136
OG0000526	APOSC_03851	STRPU_20230
OG0000526	APOSC_02116	STRPU_20229
OG0000526	APOSC_19965	STRPU_19766
OG0000526	APOSC_12282	STRPU_05140, STRPU_05065
OG0000526	APOSC_14973	STRPU_05139, STRPU_05064
OG0000528	APOSC_21072	STRPU_10713
OG0000528	APOSC_27896, APOSC_27895, APOSC_27894	STRPU_21360
OG0000528	APOSC_10006	STRPU_23137
OG0000529	APOSC_19112, APOSC_19113, APOSC_19111	STRPU_19440
OG0000529	APOSC_23098	STRPU_00345, STRPU_11005
OG0000530	APOSC_02543, APOSC_02542, APOSC_23277	STRPU_19193
OG0000531	APOSC_18649, APOSC_18650, APOSC_18651	STRPU_22799, STRPU_01959
OG0000532	APOSC_03161, APOSC_27092	STRPU_20648, STRPU_20646, STRPU_20647
OG0000533	APOSC_09993, APOSC_09995, APOSC_16249, APOSC_21983	STRPU_16980, STRPU_17000, STRPU_17001
OG0000533	APOSC_18676	STRPU_08388, STRPU_08401, STRPU_08400, STRPU_08392, STRPU_08397, STRPU_08394, STRPU_08389, STRPU_08387, STRPU_08396, STRPU_08391, STRPU_08398, STRPU_08390, STRPU_08395
OG0000534	APOSC_19109	STRPU_00112
OG0000534	APOSC_19110	STRPU_13181
OG0000534	APOSC_25538, APOSC_15159	STRPU_01453, STRPU_08723
OG0000535	APOSC_23330, APOSC_01337	STRPU_26923
OG0000535	APOSC_21669, APOSC_19864, APOSC_19863	STRPU_07113
OG0000535	APOSC_26268, APOSC_12179	STRPU_00139, STRPU_22164, STRPU_22159
OG0000536	APOSC_04456, APOSC_07228, APOSC_07227, APOSC_02760	STRPU_22972, STRPU_23973, STRPU_23949, STRPU_23210, STRPU_23751, STRPU_23209, STRPU_22732, STRPU_22582, STRPU_22573, STRPU_22575, STRPU_22572, STRPU_22583, STRPU_22574
OG0000537	APOSC_28746	STRPU_06545, STRPU_06553
OG0000537	APOSC_14690	STRPU_06546
OG0000538	APOSC_00020, APOSC_00021, APOSC_00019	STRPU_13554
OG0000541	APOSC_12217	STRPU_08237
OG0000542	APOSC_25376	STRPU_05583, STRPU_05643
OG0000544	APOSC_22312	STRPU_05322
OG0000544	APOSC_16943	STRPU_01164, STRPU_18291
OG0000544	APOSC_20791, APOSC_15455	STRPU_04548
OG0000545	APOSC_19472, APOSC_27316	STRPU_21165, STRPU_21157
OG0000545	APOSC_23063	STRPU_07091, STRPU_21313
OG0000546	APOSC_12517	STRPU_21806
OG0000547	APOSC_18803, APOSC_18802	STRPU_22678, STRPU_21964, STRPU_01969, STRPU_22811
OG0000548	APOSC_19082	STRPU_10337
OG0000548	APOSC_15990	STRPU_20610
OG0000548	APOSC_28441	STRPU_22797, STRPU_01956
OG0000549	APOSC_08202, APOSC_11264	STRPU_26919
OG0000549	APOSC_04931, APOSC_21216	STRPU_26917
OG0000550	APOSC_04523	STRPU_25032
OG0000550	APOSC_26613	STRPU_24490
OG0000551	APOSC_25334	STRPU_07418, STRPU_07415, STRPU_07416, STRPU_07417
OG0000552	APOSC_17802	STRPU_01962, STRPU_22803
OG0000552	APOSC_24689	STRPU_05705
OG0000553	APOSC_24608	STRPU_03995, STRPU_03988
OG0000553	APOSC_24201	STRPU_09287
OG0000554	APOSC_16563	STRPU_16675, STRPU_16708
OG0000560	APOSC_00424	STRPU_20770
OG0000560	APOSC_21581	STRPU_20918
OG0000560	APOSC_09687, APOSC_24780, APOSC_09685, APOSC_09686	STRPU_20919
OG0000560	APOSC_27748, APOSC_11056	STRPU_23742
OG0000560	APOSC_22346	STRPU_10871
OG0000561	APOSC_03200, APOSC_16141	STRPU_21549
OG0000562	APOSC_06195	STRPU_26809
OG0000562	APOSC_20626	STRPU_25528
OG0000563	APOSC_16157	STRPU_02520, STRPU_15138
OG0000564	APOSC_03259	STRPU_21576, STRPU_00279
OG0000564	APOSC_19514	STRPU_20975
OG0000565	APOSC_17072, APOSC_00334, APOSC_26203, APOSC_28466, APOSC_21207, APOSC_07361	STRPU_25126, STRPU_25127, STRPU_12091, STRPU_12090, STRPU_26877
OG0000566	APOSC_11934, APOSC_11935	STRPU_22145
OG0000566	APOSC_15450	STRPU_14680
OG0000567	APOSC_14517	STRPU_20922, STRPU_20921
OG0000567	APOSC_03648	STRPU_26517
OG0000567	APOSC_00240	STRPU_18559
OG0000568	APOSC_14162	STRPU_03574, STRPU_03669
OG0000568	APOSC_04033, APOSC_04828	STRPU_26999
OG0000569	APOSC_19992, APOSC_19991	STRPU_21052
OG0000569	APOSC_15256	STRPU_27223
OG0000570	APOSC_04408	STRPU_23827, STRPU_23864
OG0000570	APOSC_28456	STRPU_23826, STRPU_23863
OG0000570	APOSC_22297	STRPU_23858, STRPU_23822, STRPU_23816, STRPU_23850
OG0000571	APOSC_02395	STRPU_10695
OG0000571	APOSC_24350	STRPU_26101, STRPU_26115
OG0000572	APOSC_00810	STRPU_21193
OG0000572	APOSC_09082	STRPU_11231, STRPU_11269
OG0000573	APOSC_00916	STRPU_11052, STRPU_00392
OG0000573	APOSC_06381	STRPU_27100, STRPU_27089
OG0000574	APOSC_08284	STRPU_09296
OG0000574	APOSC_25605	STRPU_08865, STRPU_00956
OG0000574	APOSC_12973	STRPU_00802, STRPU_19767
OG0000575	APOSC_04878, APOSC_04901, APOSC_04877	STRPU_15788
OG0000576	APOSC_14912, APOSC_14911	STRPU_23119
OG0000577	APOSC_05295, APOSC_10169, APOSC_05294, APOSC_21965, APOSC_21734, APOSC_15305, APOSC_01945, APOSC_01944	STRPU_17273, STRPU_17434, STRPU_11943, STRPU_11903, STRPU_11902, STRPU_11942, STRPU_01705, STRPU_16733, STRPU_01709, STRPU_16737, STRPU_16736, STRPU_01708, STRPU_17320, STRPU_17331, STRPU_17318
OG0000578	APOSC_19019	STRPU_21618
OG0000579	APOSC_16538	STRPU_23503
OG0000580	APOSC_27393	STRPU_24720
OG0000581	APOSC_25720	STRPU_21308
OG0000581	APOSC_28928	STRPU_21309
OG0000582	APOSC_19007, APOSC_19006	STRPU_19500
OG0000583	APOSC_07446, APOSC_07447	STRPU_17032, STRPU_01798
OG0000584	APOSC_26093, APOSC_26092	STRPU_19344, STRPU_19222
OG0000586	APOSC_22177, APOSC_09041, APOSC_22806	STRPU_11843
OG0000587	APOSC_07501	STRPU_06588, STRPU_06512
OG0000587	APOSC_00084	STRPU_21487, STRPU_21496
OG0000588	APOSC_14978	STRPU_00676, STRPU_18950
OG0000588	APOSC_23369	STRPU_17075
OG0000589	APOSC_07116, APOSC_07115	STRPU_13052
OG0000590	APOSC_14417	STRPU_25115
OG0000590	APOSC_05832	STRPU_25616
OG0000591	APOSC_29125, APOSC_25553	STRPU_08932
OG0000591	APOSC_18730	STRPU_06603
OG0000592	APOSC_07367	STRPU_16888
OG0000592	APOSC_26247	STRPU_15820, STRPU_15868
OG0000593	APOSC_19192	STRPU_09183, STRPU_02152
OG0000594	APOSC_26355	STRPU_12480
OG0000594	APOSC_27194	STRPU_23518
OG0000596	APOSC_15470	STRPU_00019
OG0000596	APOSC_29167, APOSC_14150	STRPU_01212
OG0000596	APOSC_15531, APOSC_16391	STRPU_05681, STRPU_05680
OG0000596	APOSC_18786	STRPU_03711, STRPU_05445, STRPU_05525
OG0000596	APOSC_07967	STRPU_05516
OG0000596	APOSC_27159, APOSC_03166	STRPU_05235, STRPU_05703
OG0000597	APOSC_09238	STRPU_14406
OG0000597	APOSC_11831	STRPU_22530
OG0000598	APOSC_28327, APOSC_10283, APOSC_07121, APOSC_07120, APOSC_23297	STRPU_26530
OG0000598	APOSC_22878	STRPU_26404
OG0000598	APOSC_08206	STRPU_26772
OG0000599	APOSC_04308	STRPU_17887
OG0000599	APOSC_15171	STRPU_26397
OG0000599	APOSC_23592	STRPU_27034
OG0000599	APOSC_00956	STRPU_26871
OG0000599	APOSC_29075	STRPU_01860, STRPU_03970
OG0000600	APOSC_25418	STRPU_18065
OG0000600	APOSC_09338	STRPU_18063
OG0000601	APOSC_28030, APOSC_28031	STRPU_16081, STRPU_16088, STRPU_16087
OG0000602	APOSC_07302	STRPU_06890, STRPU_06914
OG0000602	APOSC_16886	STRPU_06715
OG0000603	APOSC_11168	STRPU_00284, STRPU_21569
OG0000604	APOSC_28930, APOSC_08014, APOSC_08012	STRPU_20713
OG0000608	APOSC_04884	STRPU_05642, STRPU_05582
OG0000609	APOSC_21629	STRPU_24853
OG0000609	APOSC_15758	STRPU_24616
OG0000610	APOSC_23349, APOSC_23350	STRPU_27140, STRPU_27141
OG0000611	APOSC_10183	STRPU_05045, STRPU_05119
OG0000611	APOSC_21101	STRPU_26016
OG0000612	APOSC_01590	STRPU_09717, STRPU_09761
OG0000612	APOSC_11557	STRPU_26031
OG0000613	APOSC_03778	STRPU_24692, STRPU_24700
OG0000613	APOSC_26003	STRPU_26787
OG0000614	APOSC_01606, APOSC_01607	STRPU_25312
OG0000614	APOSC_29108, APOSC_13391, APOSC_01420, APOSC_13390	STRPU_21878
OG0000615	APOSC_25509, APOSC_25510, APOSC_25508	STRPU_06171
OG0000616	APOSC_12590, APOSC_12592, APOSC_12591	STRPU_03499, STRPU_03575, STRPU_03497
OG0000617	APOSC_07631	STRPU_22373
OG0000617	APOSC_08051, APOSC_14759	STRPU_22397
OG0000618	APOSC_23994	STRPU_17394, STRPU_17402
OG0000618	APOSC_06510	STRPU_07199
OG0000619	APOSC_06768	STRPU_06659
OG0000621	APOSC_18249	STRPU_20608
OG0000621	APOSC_27327	STRPU_20609
OG0000621	APOSC_21546, APOSC_03045	STRPU_17540, STRPU_17541
OG0000621	APOSC_25916	STRPU_21491, STRPU_21501
OG0000621	APOSC_08780	STRPU_00293, STRPU_21639
OG0000623	APOSC_11408, APOSC_11407	STRPU_07960, STRPU_07951
OG0000623	APOSC_25178, APOSC_25179, APOSC_28396	STRPU_00318
OG0000624	APOSC_18585, APOSC_18584	STRPU_02433
OG0000624	APOSC_27695	STRPU_14119, STRPU_13328
OG0000624	APOSC_23239, APOSC_12046	STRPU_26382
OG0000625	APOSC_08081, APOSC_09202, APOSC_09203, APOSC_09204	STRPU_03702
OG0000626	APOSC_04996, APOSC_04997	STRPU_24334
OG0000627	APOSC_21489	STRPU_03283, STRPU_03246
OG0000628	APOSC_24447	STRPU_17753
OG0000628	APOSC_27023, APOSC_27022	STRPU_07211
OG0000629	APOSC_10100	STRPU_19527
OG0000629	APOSC_17613	STRPU_11562
OG0000629	APOSC_14556	STRPU_11888, STRPU_11933
OG0000633	APOSC_15409	STRPU_21010
OG0000633	APOSC_13368	STRPU_25151, STRPU_25150
OG0000634	APOSC_11286, APOSC_19203	STRPU_00599
OG0000634	APOSC_15603, APOSC_28004, APOSC_28003, APOSC_15604, APOSC_15606, APOSC_12030, APOSC_15602, APOSC_15605, APOSC_05420	STRPU_04517, STRPU_05655, STRPU_05658, STRPU_05659, STRPU_00600, STRPU_24951, STRPU_24950
OG0000635	APOSC_02843	STRPU_25070
OG0000635	APOSC_15936, APOSC_06479, APOSC_28121	STRPU_17828
OG0000636	APOSC_09371	STRPU_09946
OG0000638	APOSC_28236, APOSC_03520, APOSC_16392, APOSC_23933, APOSC_00784	STRPU_17473, STRPU_17456, STRPU_16890, STRPU_23957, STRPU_17471, STRPU_17454, STRPU_17472, STRPU_17455, STRPU_23958, STRPU_23932, STRPU_14026, STRPU_17232
OG0000639	APOSC_28763	STRPU_27017
OG0000639	APOSC_01472	STRPU_25405
OG0000642	APOSC_28101, APOSC_19716	STRPU_04607, STRPU_04606
OG0000642	APOSC_19520, APOSC_21780, APOSC_15545	STRPU_04846
OG0000645	APOSC_03352	STRPU_25221
OG0000645	APOSC_00638	STRPU_22046
OG0000646	APOSC_25529	STRPU_11448
OG0000646	APOSC_19310	STRPU_25760
OG0000647	APOSC_09611	STRPU_09897, STRPU_06712
OG0000648	APOSC_03595, APOSC_17710, APOSC_17709	STRPU_00211
OG0000648	APOSC_15129, APOSC_14173	STRPU_25949, STRPU_00209
OG0000648	APOSC_08045	STRPU_25924
OG0000649	APOSC_02642	STRPU_02393, STRPU_13680, STRPU_13650, STRPU_02415
OG0000649	APOSC_23750, APOSC_19161	STRPU_13871, STRPU_13879
OG0000650	APOSC_03429	STRPU_24960
OG0000651	APOSC_26297	STRPU_22117
OG0000652	APOSC_19589, APOSC_04833, APOSC_19592	STRPU_21926
OG0000654	APOSC_25621	STRPU_25001
OG0000656	APOSC_07009	STRPU_09024, STRPU_22306, STRPU_23486
OG0000657	APOSC_07236	STRPU_17299, STRPU_17301
OG0000659	APOSC_00264	STRPU_00752, STRPU_20000, STRPU_23016
OG0000659	APOSC_01537, APOSC_01040, APOSC_16597, APOSC_21351, APOSC_02501	STRPU_25885
OG0000660	APOSC_26737	STRPU_13999
OG0000660	APOSC_25408	STRPU_02267, STRPU_17655
OG0000662	APOSC_10023	STRPU_09621
OG0000662	APOSC_20576	STRPU_09696, STRPU_09739
OG0000662	APOSC_08470, APOSC_08472	STRPU_08344
OG0000663	APOSC_10431	STRPU_19333
OG0000664	APOSC_19666	STRPU_23931
OG0000664	APOSC_04413	STRPU_24936
OG0000665	APOSC_09869, APOSC_06912	STRPU_26774, STRPU_27239, STRPU_27242
OG0000666	APOSC_14812, APOSC_14811, APOSC_14810, APOSC_14813	STRPU_22324
OG0000667	APOSC_10536	STRPU_26587, STRPU_26584, STRPU_26582, STRPU_26453, STRPU_26589, STRPU_27308
OG0000667	APOSC_28178	STRPU_26568
OG0000668	APOSC_01856	STRPU_24146, STRPU_14971
OG0000670	APOSC_25403, APOSC_25404	STRPU_06883
OG0000671	APOSC_09469	STRPU_24917
OG0000671	APOSC_15536, APOSC_24637	STRPU_24916
OG0000672	APOSC_13094	STRPU_06933
OG0000672	APOSC_05056	STRPU_20779
OG0000673	APOSC_06487	STRPU_23610, STRPU_18424
OG0000673	APOSC_06876	STRPU_22162, STRPU_02541
OG0000673	APOSC_26903, APOSC_26669, APOSC_07936, APOSC_21582, APOSC_10385	STRPU_02717
OG0000674	APOSC_02855, APOSC_02854	STRPU_26356
OG0000675	APOSC_17252	STRPU_10541, STRPU_04200, STRPU_04240
OG0000675	APOSC_23052, APOSC_13598, APOSC_13599, APOSC_20865, APOSC_20866, APOSC_20864, APOSC_10999, APOSC_09656, APOSC_09655	STRPU_06740
OG0000675	APOSC_18808, APOSC_14272	STRPU_06154
OG0000676	APOSC_12565	STRPU_24012
OG0000676	APOSC_24592	STRPU_06999
OG0000678	APOSC_07909	STRPU_08255
OG0000680	APOSC_16418	STRPU_08041
OG0000680	APOSC_19829	STRPU_07455, STRPU_07457, STRPU_07456, STRPU_07476
OG0000681	APOSC_08978	STRPU_05744
OG0000681	APOSC_20302, APOSC_20301	STRPU_12569, STRPU_12568
OG0000682	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468	STRPU_09978, STRPU_09955
OG0000683	APOSC_06085	STRPU_06350
OG0000683	APOSC_22743	STRPU_18850
OG0000684	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619	STRPU_25416
OG0000685	APOSC_25082, APOSC_25081, APOSC_11457, APOSC_25080, APOSC_11346	STRPU_08752, STRPU_01415, STRPU_12322
OG0000688	APOSC_24546	STRPU_24809, STRPU_22448
OG0000689	APOSC_26909	STRPU_07940, STRPU_19567, STRPU_15739, STRPU_11347, STRPU_03589, STRPU_14957, STRPU_02908, STRPU_17465, STRPU_04655
OG0000689	APOSC_03604	STRPU_03555, STRPU_24114
OG0000690	APOSC_12924	STRPU_08035
OG0000690	APOSC_06851	STRPU_17155
OG0000690	APOSC_28021	STRPU_18294, STRPU_01161
OG0000691	APOSC_06057	STRPU_25430
OG0000691	APOSC_01959	STRPU_24302
OG0000692	APOSC_26279	STRPU_19316, STRPU_01823
OG0000692	APOSC_09929	STRPU_20690
OG0000693	APOSC_14532, APOSC_14531	STRPU_11407
OG0000693	APOSC_27726	STRPU_19430, STRPU_19438
OG0000694	APOSC_21845	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822
OG0000696	APOSC_00235	STRPU_24482
OG0000696	APOSC_09390	STRPU_21259
OG0000696	APOSC_19415	STRPU_10267, STRPU_23135
OG0000697	APOSC_04170	STRPU_22408
OG0000698	APOSC_22767	STRPU_21594
OG0000699	APOSC_18614, APOSC_12142	STRPU_06710
OG0000700	APOSC_07841	STRPU_16384, STRPU_16362
OG0000701	APOSC_29144	STRPU_09920, STRPU_09919
OG0000702	APOSC_28891, APOSC_28892	STRPU_23036, STRPU_00912
OG0000703	APOSC_08255	STRPU_04784
OG0000706	APOSC_28191	STRPU_23155
OG0000706	APOSC_16598	STRPU_11620, STRPU_01329
OG0000707	APOSC_10132	STRPU_05171, STRPU_26965, STRPU_05172, STRPU_05093
OG0000708	APOSC_22565	STRPU_18963, STRPU_18977
OG0000708	APOSC_04164	STRPU_00882, STRPU_23008
OG0000709	APOSC_21004	STRPU_20537
OG0000709	APOSC_01261	STRPU_21274, STRPU_21845
OG0000710	APOSC_13944, APOSC_13945	STRPU_25484
OG0000711	APOSC_16041	STRPU_12186
OG0000711	APOSC_24576	STRPU_11659
OG0000712	APOSC_01997	STRPU_05053, STRPU_05129
OG0000713	APOSC_02458	STRPU_06419, STRPU_06412, STRPU_06420, STRPU_06413, STRPU_12045, STRPU_01249, STRPU_18802, STRPU_00584, STRPU_07550, STRPU_23982, STRPU_23980
OG0000713	APOSC_19823, APOSC_04674	STRPU_06767
OG0000715	APOSC_24729	STRPU_13461
OG0000716	APOSC_15187, APOSC_15188, APOSC_05187	STRPU_17012
OG0000717	APOSC_08975	STRPU_19581
OG0000718	APOSC_09944, APOSC_06058	STRPU_04006, STRPU_04005
OG0000720	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908	STRPU_22043
OG0000720	APOSC_17643	STRPU_22492, STRPU_22468
OG0000721	APOSC_27562	STRPU_14994, STRPU_14964
OG0000721	APOSC_25361	STRPU_17945
