Orthogroup	APOSC_ok	STRPU_ok
OG0003047	APOSC_12603, APOSC_21474	STRPU_06738, STRPU_06734
OG0003048	APOSC_22307	STRPU_25876
OG0003049	APOSC_03139, APOSC_03138	STRPU_18711
OG0003051	APOSC_01212	STRPU_09302
OG0003051	APOSC_09408	STRPU_05961
OG0003052	APOSC_08049	STRPU_09987, STRPU_09966
OG0003053	APOSC_04553	STRPU_19330
OG0003054	APOSC_08597	STRPU_06124
OG0003055	APOSC_26490, APOSC_26931, APOSC_26930	STRPU_00401, STRPU_19285
OG0003056	APOSC_11755	STRPU_17530
OG0003057	APOSC_00675	STRPU_17293
OG0003058	APOSC_21910	STRPU_24724
OG0003059	APOSC_10780	STRPU_21505
OG0003060	APOSC_27498, APOSC_27497	STRPU_18962, STRPU_18976
OG0003061	APOSC_08855	STRPU_21307
OG0003062	APOSC_01556	STRPU_25347
OG0003063	APOSC_15552	STRPU_23254
OG0003064	APOSC_15563	STRPU_22511
OG0003065	APOSC_08533	STRPU_01676, STRPU_02689
OG0003066	APOSC_22132	STRPU_01624, STRPU_11963
OG0003067	APOSC_04561	STRPU_09682
OG0003069	APOSC_05199, APOSC_00453, APOSC_06581	STRPU_00921, STRPU_08896
OG0003072	APOSC_18527	STRPU_23989
OG0003073	APOSC_10886	STRPU_14167
OG0003073	APOSC_10467	STRPU_26986
OG0003074	APOSC_01865	STRPU_25415
OG0003075	APOSC_23752, APOSC_23751	STRPU_04945
OG0003077	APOSC_23902	STRPU_08797
OG0003078	APOSC_20457	STRPU_20765
OG0003079	APOSC_22913	STRPU_26570
OG0003081	APOSC_06294	STRPU_08574, STRPU_08572, STRPU_08569, STRPU_08570, STRPU_08571
OG0003081	APOSC_05506, APOSC_05505	STRPU_08566
OG0003083	APOSC_25961, APOSC_22026, APOSC_10727, APOSC_25958, APOSC_12425, APOSC_25959, APOSC_02364, APOSC_25963, APOSC_25960, APOSC_25962, APOSC_10733, APOSC_10731, APOSC_22025, APOSC_10729, APOSC_14621, APOSC_01339, APOSC_22029, APOSC_25965, APOSC_25964, APOSC_17014, APOSC_22027, APOSC_10730, APOSC_10726, APOSC_10725, APOSC_10728, APOSC_10732	STRPU_19593
OG0003084	APOSC_08618, APOSC_08617	STRPU_05898, STRPU_27410, STRPU_27412, STRPU_27413, STRPU_27411, STRPU_27414, STRPU_26950, STRPU_05897
OG0003085	APOSC_10849	STRPU_13586, STRPU_01604
OG0003085	APOSC_10568	STRPU_24746, STRPU_17843
OG0003101	APOSC_03962	STRPU_24565
OG0003103	APOSC_22471	STRPU_08503
OG0003104	APOSC_18853	STRPU_16886
OG0003105	APOSC_14568	STRPU_27399
OG0003106	APOSC_22756	STRPU_26456
OG0003107	APOSC_13572, APOSC_13571, APOSC_24099	STRPU_25358
OG0003108	APOSC_20208	STRPU_12185
OG0003109	APOSC_02192, APOSC_02194	STRPU_08990
OG0003110	APOSC_08972, APOSC_17813, APOSC_11676, APOSC_13379	STRPU_06774, STRPU_06764
OG0003111	APOSC_28438	STRPU_19102
OG0003111	APOSC_07657	STRPU_25827
OG0003112	APOSC_08326	STRPU_04029
OG0003113	APOSC_15247	STRPU_07108
OG0003114	APOSC_08728	STRPU_20444
OG0003115	APOSC_05210	STRPU_26735
OG0003116	APOSC_03941	STRPU_05781
OG0003116	APOSC_13580	STRPU_16286, STRPU_16285
OG0003118	APOSC_13716	STRPU_23100
OG0003119	APOSC_27843	STRPU_03214, STRPU_03229, STRPU_02657
OG0003120	APOSC_14132, APOSC_04419, APOSC_04418	STRPU_04182
OG0003120	APOSC_09965	STRPU_04074
OG0003121	APOSC_14507	STRPU_26433
OG0003122	APOSC_12979	STRPU_20719
OG0003124	APOSC_07349, APOSC_07348	STRPU_15080
OG0003125	APOSC_16703	STRPU_02899
OG0003127	APOSC_01357	STRPU_20645
OG0003128	APOSC_07324	STRPU_14558
OG0003130	APOSC_21592	STRPU_14819
OG0003131	APOSC_06347, APOSC_12050, APOSC_16974, APOSC_16916, APOSC_16973	STRPU_15359
OG0003132	APOSC_17640, APOSC_17639	STRPU_24874
OG0003133	APOSC_26130	STRPU_00227, STRPU_25968
OG0003134	APOSC_13741	STRPU_25662
OG0003135	APOSC_10627, APOSC_19629	STRPU_20819
OG0003136	APOSC_03102	STRPU_20970
OG0003137	APOSC_20540	STRPU_26289, STRPU_26313, STRPU_26314, STRPU_26290
OG0003138	APOSC_19584	STRPU_11161
OG0003142	APOSC_07232	STRPU_26955
OG0003143	APOSC_26030	STRPU_26953
OG0003144	APOSC_16927, APOSC_16926	STRPU_17154
OG0003145	APOSC_08126	STRPU_19760
OG0003145	APOSC_10319, APOSC_20874	STRPU_19761
OG0003146	APOSC_07075	STRPU_24899
OG0003147	APOSC_18397	STRPU_09368
OG0003148	APOSC_21523	STRPU_21583
OG0003149	APOSC_15734	STRPU_27224, STRPU_27225
OG0003150	APOSC_07694	STRPU_06198, STRPU_06219
OG0003151	APOSC_16617	STRPU_25230
OG0003152	APOSC_22513	STRPU_09091, STRPU_02064
OG0003153	APOSC_26183	STRPU_25878
OG0003154	APOSC_06994	STRPU_18558
OG0003155	APOSC_23284	STRPU_08528
OG0003155	APOSC_08228	STRPU_08527
OG0003156	APOSC_18642, APOSC_18644	STRPU_17108, STRPU_17123
OG0003157	APOSC_12815	STRPU_05197
OG0003158	APOSC_00782	STRPU_24600
OG0003159	APOSC_07797	STRPU_04177
OG0003160	APOSC_27572	STRPU_10206
OG0003161	APOSC_28138	STRPU_20589
OG0003162	APOSC_02911, APOSC_02912	STRPU_10286
OG0003163	APOSC_03590	STRPU_26676
OG0003164	APOSC_27781	STRPU_05342
OG0003165	APOSC_27104	STRPU_06042
OG0003166	APOSC_03403	STRPU_06374
OG0003167	APOSC_14053	STRPU_14473
OG0003169	APOSC_20189	STRPU_18714
OG0003171	APOSC_25907	STRPU_20111, STRPU_20089
OG0003172	APOSC_05273	STRPU_13537
OG0003173	APOSC_18974	STRPU_14274, STRPU_14290
OG0003174	APOSC_05372	STRPU_05745
OG0003175	APOSC_19430	STRPU_24658
OG0003176	APOSC_04154	STRPU_25686, STRPU_25705
OG0003177	APOSC_27339	STRPU_09383, STRPU_01573
OG0003178	APOSC_23982	STRPU_21387
OG0003179	APOSC_10676	STRPU_04747
OG0003181	APOSC_25121	STRPU_08188
OG0003182	APOSC_25417	STRPU_25667
OG0003183	APOSC_12138	STRPU_23390
OG0003184	APOSC_10064	STRPU_04863
OG0003185	APOSC_17234	STRPU_11828
OG0003187	APOSC_28348, APOSC_06145, APOSC_06146	STRPU_18755
OG0003188	APOSC_27313	STRPU_27340
OG0003189	APOSC_13962	STRPU_17091
OG0003190	APOSC_09818	STRPU_22540, STRPU_14018, STRPU_13852
OG0003191	APOSC_21528, APOSC_28691	STRPU_02638, STRPU_24024
OG0003192	APOSC_15341	STRPU_24110, STRPU_24115
OG0003193	APOSC_05846	STRPU_06138
OG0003194	APOSC_21816	STRPU_19785, STRPU_00785
OG0003195	APOSC_19126	STRPU_08798
OG0003196	APOSC_00552	STRPU_25955, STRPU_00216, STRPU_09693, STRPU_09736
OG0003197	APOSC_23003, APOSC_23004	STRPU_06595
OG0003198	APOSC_27357, APOSC_27358	STRPU_10958, STRPU_10959
OG0003199	APOSC_20188	STRPU_22302
OG0003200	APOSC_27847	STRPU_07566, STRPU_07567, STRPU_07570
OG0003201	APOSC_14043	STRPU_13530
OG0003202	APOSC_27051	STRPU_04422
OG0003203	APOSC_00928, APOSC_00929	STRPU_22174, STRPU_22167
OG0003204	APOSC_03083	STRPU_05884
OG0003205	APOSC_24249	STRPU_26398
OG0003206	APOSC_00694, APOSC_00693	STRPU_05811
OG0003207	APOSC_24531, APOSC_20290	STRPU_23438, STRPU_00999
OG0003208	APOSC_22662, APOSC_22663	STRPU_23521
OG0003210	APOSC_17493	STRPU_20307
OG0003211	APOSC_19199, APOSC_19198, APOSC_19196, APOSC_19197	STRPU_23623
OG0003212	APOSC_29099	STRPU_23992
OG0003213	APOSC_19508	STRPU_27409
OG0003214	APOSC_18366	STRPU_02469, STRPU_13596
OG0003215	APOSC_16838, APOSC_16839	STRPU_21290
OG0003217	APOSC_13005	STRPU_18366
OG0003218	APOSC_15489	STRPU_05952
OG0003220	APOSC_10137	STRPU_17156
OG0003221	APOSC_21165	STRPU_24811
OG0003222	APOSC_28884	STRPU_25242
OG0003223	APOSC_03309	STRPU_08794
OG0003224	APOSC_27710	STRPU_22186
OG0003225	APOSC_01072, APOSC_05344	STRPU_03637, STRPU_03655
OG0003226	APOSC_20312	STRPU_01640, STRPU_11976
OG0003227	APOSC_14106	STRPU_09523
OG0003228	APOSC_12201	STRPU_21707, STRPU_21643
OG0003229	APOSC_02006	STRPU_00535, STRPU_15976
OG0003230	APOSC_16300	STRPU_09762, STRPU_09718
OG0003231	APOSC_23792	STRPU_07608
OG0003232	APOSC_03623	STRPU_21304, STRPU_21303
OG0003233	APOSC_13971	STRPU_15780, STRPU_15778, STRPU_03423
OG0003234	APOSC_16222	STRPU_08533
OG0003235	APOSC_02018, APOSC_02019	STRPU_22687
OG0003238	APOSC_06592	STRPU_01914, STRPU_22758
OG0003239	APOSC_06158	STRPU_26344
OG0003240	APOSC_12525	STRPU_22517
OG0003250	APOSC_14477, APOSC_14476, APOSC_03219	STRPU_07632
OG0003251	APOSC_01087, APOSC_20351	STRPU_26207
OG0003252	APOSC_18332	STRPU_20878
OG0003253	APOSC_26695	STRPU_26823
OG0003254	APOSC_25008	STRPU_21153
OG0003255	APOSC_13275, APOSC_13276	STRPU_22937
OG0003256	APOSC_01167, APOSC_00867	STRPU_22403, STRPU_22404, STRPU_22402, STRPU_22401, STRPU_22405
OG0003257	APOSC_01324	STRPU_20833, STRPU_20870
OG0003258	APOSC_25989	STRPU_11232, STRPU_11270
OG0003259	APOSC_04665, APOSC_25225, APOSC_25224, APOSC_04666	STRPU_04547
OG0003260	APOSC_01568, APOSC_01569	STRPU_18760
OG0003261	APOSC_23715	STRPU_24777
OG0003262	APOSC_01608	STRPU_14217
OG0003263	APOSC_05065	STRPU_08829
OG0003264	APOSC_10052	STRPU_07699, STRPU_07685
OG0003265	APOSC_12648	STRPU_23170
OG0003266	APOSC_02901	STRPU_03311
OG0003267	APOSC_15562	STRPU_04175
OG0003268	APOSC_18926	STRPU_26201
OG0003269	APOSC_01010	STRPU_08663
OG0003270	APOSC_23736	STRPU_23005, STRPU_00880
OG0003271	APOSC_18893	STRPU_27426
OG0003272	APOSC_11506	STRPU_05318
OG0003273	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131, APOSC_08864	STRPU_21049
OG0003274	APOSC_22768	STRPU_10494, STRPU_05991, STRPU_07279, STRPU_07033, STRPU_08350, STRPU_09458
OG0003275	APOSC_26815	STRPU_25632
OG0003276	APOSC_01002, APOSC_13257	STRPU_20467
OG0003277	APOSC_19318	STRPU_22845
OG0003278	APOSC_03018	STRPU_20470
OG0003279	APOSC_03598	STRPU_05246
OG0003280	APOSC_08149	STRPU_03524, STRPU_03588
OG0003281	APOSC_22860, APOSC_22859	STRPU_06114
OG0003282	APOSC_22425, APOSC_22426	STRPU_09679
OG0003283	APOSC_05350	STRPU_23176
OG0003284	APOSC_08125	STRPU_24635
OG0003286	APOSC_28119	STRPU_08482
OG0003287	APOSC_11817, APOSC_11816	STRPU_16133, STRPU_16118
OG0003288	APOSC_08027, APOSC_08028	STRPU_05660
OG0003289	APOSC_25294	STRPU_25492
OG0003290	APOSC_22357	STRPU_19995
OG0003291	APOSC_19509	STRPU_14374
OG0003292	APOSC_20731	STRPU_15042
OG0003292	APOSC_24604	STRPU_21512
OG0003293	APOSC_18462	STRPU_22259
OG0003294	APOSC_08073, APOSC_03218	STRPU_05613, STRPU_05555
OG0003295	APOSC_13157	STRPU_10117, STRPU_10043, STRPU_00141
OG0003296	APOSC_07542, APOSC_20409	STRPU_00434, STRPU_14195
OG0003297	APOSC_19537	STRPU_08868, STRPU_00953
OG0003298	APOSC_05046, APOSC_05047	STRPU_05740
OG0003299	APOSC_25288	STRPU_19094
OG0003300	APOSC_10134, APOSC_10022	STRPU_08671, STRPU_01641, STRPU_11977, STRPU_07721
OG0003300	APOSC_12616	STRPU_12287
OG0003301	APOSC_20684	STRPU_16244, STRPU_16205
OG0003302	APOSC_20273, APOSC_02476, APOSC_03947, APOSC_22845, APOSC_17191, APOSC_16365, APOSC_16978, APOSC_02616, APOSC_11566	STRPU_04486
OG0003303	APOSC_00585	STRPU_21624
OG0003304	APOSC_15762	STRPU_02452
OG0003306	APOSC_13804	STRPU_23936, STRPU_23962
OG0003307	APOSC_25176	STRPU_04904
OG0003309	APOSC_04916	STRPU_24871
OG0003310	APOSC_21168, APOSC_24541, APOSC_09499, APOSC_25355	STRPU_00049
OG0003310	APOSC_20993	STRPU_26943, STRPU_05846, STRPU_10270, STRPU_14292, STRPU_01751, STRPU_01750
OG0003311	APOSC_08614	STRPU_24433
OG0003312	APOSC_24131	STRPU_18115, STRPU_02313
OG0003313	APOSC_21760, APOSC_13903, APOSC_21153	STRPU_16509, STRPU_16508, STRPU_16510, STRPU_07431, STRPU_12609, STRPU_07430, STRPU_07429, STRPU_07428
OG0003314	APOSC_23701	STRPU_05142, STRPU_05067
OG0003315	APOSC_28652	STRPU_24567
OG0003316	APOSC_24704	STRPU_00352, STRPU_11013
OG0003317	APOSC_27860	STRPU_09007
OG0003318	APOSC_06088	STRPU_23527
OG0003319	APOSC_26103	STRPU_07210
OG0003320	APOSC_18916	STRPU_09402, STRPU_01555
OG0003323	APOSC_10997	STRPU_09684, STRPU_09685
OG0003324	APOSC_15048, APOSC_06758	STRPU_08869, STRPU_00952
OG0003325	APOSC_20628	STRPU_04053
OG0003326	APOSC_05346	STRPU_09393, STRPU_01566
OG0003327	APOSC_25953	STRPU_19769, STRPU_00800
OG0003329	APOSC_17606	STRPU_27327
OG0003330	APOSC_12519, APOSC_12520	STRPU_27339
OG0003331	APOSC_14662	STRPU_15371
OG0003332	APOSC_06501, APOSC_11037	STRPU_07786
OG0003333	APOSC_20676, APOSC_20675	STRPU_01214, STRPU_12086
OG0003334	APOSC_09239	STRPU_03431, STRPU_22058
OG0003335	APOSC_22973, APOSC_26808	STRPU_20823
OG0003336	APOSC_12100	STRPU_20291
OG0003337	APOSC_17322	STRPU_11218, STRPU_11255
OG0003338	APOSC_12698	STRPU_18837
OG0003340	APOSC_00595	STRPU_24554
OG0003341	APOSC_08089	STRPU_21771
OG0003343	APOSC_10154	STRPU_15384
OG0003344	APOSC_02014, APOSC_02015	STRPU_07542, STRPU_00574
OG0003345	APOSC_05069	STRPU_03274, STRPU_03496, STRPU_03234, STRPU_03275
OG0003347	APOSC_20227	STRPU_01607, STRPU_13589
OG0003348	APOSC_25980	STRPU_24382
OG0003349	APOSC_12458	STRPU_04798, STRPU_04805
OG0003351	APOSC_10926	STRPU_00711, STRPU_22727
OG0003351	APOSC_13359	STRPU_21720, STRPU_21655
OG0003352	APOSC_05072	STRPU_23063, STRPU_00649
OG0003353	APOSC_04886, APOSC_04887	STRPU_23410, STRPU_01027
OG0003354	APOSC_02148	STRPU_22433
OG0003355	APOSC_23132	STRPU_04134
OG0003356	APOSC_06969	STRPU_08703, STRPU_01469
OG0003357	APOSC_00797, APOSC_00800	STRPU_09879
OG0003358	APOSC_16536	STRPU_01921, STRPU_22765
OG0003359	APOSC_26597, APOSC_26598	STRPU_12338
OG0003360	APOSC_10952, APOSC_10953	STRPU_12153, STRPU_12119
OG0003361	APOSC_00516, APOSC_06798	STRPU_21285
OG0003363	APOSC_23809	STRPU_01592, STRPU_13573
OG0003364	APOSC_20943, APOSC_20944	STRPU_12256
OG0003365	APOSC_14128	STRPU_24219, STRPU_01081
OG0003366	APOSC_22846	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478
OG0003367	APOSC_08856	STRPU_02066, STRPU_09093
OG0003368	APOSC_23104	STRPU_09309
OG0003369	APOSC_17312	STRPU_04619
OG0003370	APOSC_27440	STRPU_24791
OG0003372	APOSC_25151	STRPU_18382
OG0003373	APOSC_10165	STRPU_11782
OG0003373	APOSC_15730	STRPU_11541, STRPU_11733
OG0003374	APOSC_04421	STRPU_16743, STRPU_01716
OG0003375	APOSC_12301, APOSC_12302	STRPU_27269, STRPU_27284
OG0003376	APOSC_26385	STRPU_09336
OG0003377	APOSC_06534	STRPU_12932
OG0003378	APOSC_14216	STRPU_12591
OG0003379	APOSC_15500	STRPU_24222, STRPU_24221, STRPU_01079
OG0003380	APOSC_06475	STRPU_14745
OG0003381	APOSC_25031	STRPU_12349
OG0003382	APOSC_14019	STRPU_00632, STRPU_12505
OG0003383	APOSC_25016	STRPU_23796
OG0003384	APOSC_09692	STRPU_01561, STRPU_09397
OG0003385	APOSC_14005, APOSC_28819	STRPU_22039
OG0003386	APOSC_04892	STRPU_10904
OG0003387	APOSC_15335	STRPU_00430, STRPU_14199, STRPU_17499, STRPU_17500, STRPU_17502, STRPU_17498, STRPU_17501
OG0003388	APOSC_18890	STRPU_04625, STRPU_04647
OG0003389	APOSC_18961	STRPU_05920
OG0003391	APOSC_07433	STRPU_21082
OG0003392	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036	STRPU_08299
OG0003393	APOSC_04031, APOSC_10149, APOSC_01176, APOSC_01177	STRPU_17374
OG0003394	APOSC_04303	STRPU_22083
OG0003396	APOSC_01679	STRPU_23105
OG0003418	APOSC_04750, APOSC_02268, APOSC_09161	STRPU_12528, STRPU_12527, STRPU_01372
OG0003419	APOSC_24829	STRPU_03427
OG0003420	APOSC_19215	STRPU_19692, STRPU_19622, STRPU_19693
OG0003421	APOSC_20464	STRPU_05462
OG0003422	APOSC_12687	STRPU_12647
OG0003424	APOSC_23765	STRPU_08669
OG0003425	APOSC_20861	STRPU_27213
OG0003426	APOSC_14543, APOSC_14542	STRPU_21596
OG0003427	APOSC_04831	STRPU_12765, STRPU_02352
OG0003427	APOSC_08249, APOSC_04348	STRPU_19640, STRPU_25938
OG0003427	APOSC_06681	STRPU_24324, STRPU_12901, STRPU_24344, STRPU_07844
OG0003428	APOSC_11400	STRPU_04993
OG0003429	APOSC_08528, APOSC_02740	STRPU_11803
OG0003430	APOSC_02277	STRPU_03710
OG0003431	APOSC_05302	STRPU_13834
OG0003432	APOSC_04068	STRPU_24265, STRPU_01045, STRPU_24267, STRPU_01044, STRPU_24264, STRPU_24261, STRPU_01042, STRPU_24266, STRPU_01041
OG0003432	APOSC_28050	STRPU_24262, STRPU_01043
OG0003433	APOSC_10843	STRPU_06151
OG0003434	APOSC_08572	STRPU_22971
OG0003435	APOSC_16233	STRPU_20684
OG0003437	APOSC_08994	STRPU_08656
OG0003437	APOSC_23604	STRPU_08360
OG0003438	APOSC_02097	STRPU_12768, STRPU_02356
OG0003438	APOSC_05075	STRPU_15490
OG0003441	APOSC_05349	STRPU_23175
OG0003443	APOSC_21858	STRPU_21532
OG0003444	APOSC_27190, APOSC_27191	STRPU_12122, STRPU_12155
OG0003445	APOSC_06753	STRPU_20383
OG0003446	APOSC_06366	STRPU_02705, STRPU_10637, STRPU_15669, STRPU_10721, STRPU_18547, STRPU_03047, STRPU_21079, STRPU_15995, STRPU_18355, STRPU_06475, STRPU_17200, STRPU_07983
OG0003447	APOSC_14224	STRPU_23990
OG0003448	APOSC_12959, APOSC_12960	STRPU_25380
OG0003449	APOSC_17548	STRPU_08216, STRPU_08220, STRPU_08215
OG0003450	APOSC_01467	STRPU_04502
OG0003451	APOSC_14787	STRPU_18049
OG0003452	APOSC_23506	STRPU_01563, STRPU_09396, STRPU_01562
OG0003453	APOSC_24552, APOSC_24553	STRPU_15285
OG0003454	APOSC_03485	STRPU_13689, STRPU_02387
OG0003455	APOSC_04973	STRPU_21218
OG0003456	APOSC_10391	STRPU_08652
OG0003457	APOSC_25499	STRPU_25059
OG0003458	APOSC_17177	STRPU_07419
OG0003459	APOSC_19131	STRPU_21409
OG0003460	APOSC_09556	STRPU_21209
OG0003461	APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582	STRPU_12813
OG0003462	APOSC_12605	STRPU_01190, STRPU_19960
OG0003463	APOSC_13277	STRPU_21459
OG0003464	APOSC_02590	STRPU_08415
OG0003465	APOSC_17657	STRPU_19515
OG0003466	APOSC_05316	STRPU_10203, STRPU_09366, STRPU_09367
OG0003467	APOSC_08485	STRPU_04466
OG0003468	APOSC_06032	STRPU_21762, STRPU_21697
OG0003469	APOSC_07978, APOSC_07979	STRPU_25927
OG0003470	APOSC_06657	STRPU_27335
OG0003471	APOSC_19480, APOSC_19479	STRPU_21792
OG0003472	APOSC_28983	STRPU_05425
OG0003473	APOSC_09713	STRPU_03744
OG0003474	APOSC_21466	STRPU_24367
OG0003475	APOSC_12044	STRPU_18099, STRPU_01787
OG0003476	APOSC_18426, APOSC_18425	STRPU_22836
OG0003477	APOSC_28136, APOSC_28137	STRPU_07450, STRPU_07441
OG0003478	APOSC_06956	STRPU_20938
OG0003479	APOSC_11579	STRPU_01940, STRPU_22782
OG0003480	APOSC_22791, APOSC_22792	STRPU_25605
OG0003481	APOSC_05224	STRPU_22807, STRPU_01966
OG0003481	APOSC_08004	STRPU_06555, STRPU_06543
OG0003482	APOSC_05017	STRPU_12951
OG0003483	APOSC_24644	STRPU_04672
OG0003484	APOSC_13180	STRPU_22101
OG0003485	APOSC_29059	STRPU_22749, STRPU_01904, STRPU_22750, STRPU_01905, STRPU_23748
OG0003486	APOSC_15150	STRPU_17601
OG0003487	APOSC_24508	STRPU_10374
OG0003488	APOSC_07632	STRPU_07310
OG0003489	APOSC_01163	STRPU_24792
OG0003490	APOSC_17078	STRPU_14276, STRPU_14293
OG0003491	APOSC_27592	STRPU_06727
OG0003492	APOSC_12490	STRPU_04886
OG0003493	APOSC_07930	STRPU_19324
OG0003494	APOSC_10993	STRPU_27403, STRPU_27402, STRPU_22381
OG0003494	APOSC_15939	STRPU_02813
OG0003495	APOSC_13435	STRPU_07616
OG0003496	APOSC_17155	STRPU_05365
OG0003497	APOSC_06959	STRPU_03308
OG0003498	APOSC_07920	STRPU_24846
OG0003499	APOSC_23653	STRPU_05492
OG0003500	APOSC_22294, APOSC_22295	STRPU_02909, STRPU_21217
OG0003501	APOSC_23234	STRPU_18507
OG0003502	APOSC_18703	STRPU_14905
OG0003503	APOSC_02298	STRPU_09082, STRPU_02055
OG0003504	APOSC_12706	STRPU_08880, STRPU_00941
OG0003505	APOSC_27791	STRPU_26126
OG0003506	APOSC_20588, APOSC_20589	STRPU_05341
OG0003507	APOSC_14632	STRPU_19336
OG0003508	APOSC_16687	STRPU_13552
OG0003509	APOSC_01600	STRPU_10961
OG0003510	APOSC_02259	STRPU_25664
OG0003511	APOSC_17361	STRPU_26830
OG0003512	APOSC_18044	STRPU_14597
OG0003513	APOSC_23790	STRPU_13821
OG0003514	APOSC_25842	STRPU_22096
OG0003515	APOSC_28363	STRPU_05774
OG0003516	APOSC_07258	STRPU_10277
OG0003517	APOSC_08762	STRPU_12195
OG0003518	APOSC_13189	STRPU_26026
OG0003519	APOSC_26019, APOSC_26017, APOSC_26018	STRPU_13946
OG0003520	APOSC_27298, APOSC_09597	STRPU_20485
OG0003521	APOSC_19758	STRPU_05389
OG0003522	APOSC_15737	STRPU_08126, STRPU_08113
OG0003523	APOSC_24946, APOSC_24945	STRPU_11145
OG0003524	APOSC_25697	STRPU_11329
OG0003525	APOSC_00186	STRPU_22611
OG0003526	APOSC_03620	STRPU_21377
OG0003528	APOSC_25058	STRPU_17490, STRPU_17491, STRPU_17489
OG0003529	APOSC_00775, APOSC_00776	STRPU_13249
OG0003530	APOSC_01811	STRPU_25170
OG0003531	APOSC_06749	STRPU_20597
OG0003532	APOSC_05700	STRPU_10739
OG0003533	APOSC_20660	STRPU_22386
OG0003534	APOSC_16413	STRPU_21654, STRPU_21719
OG0003535	APOSC_27157	STRPU_09979, STRPU_09956
OG0003536	APOSC_10287	STRPU_08040
OG0003537	APOSC_25690, APOSC_25688, APOSC_25689	STRPU_09412, STRPU_01545
OG0003538	APOSC_12153	STRPU_05821
OG0003539	APOSC_28124, APOSC_28123	STRPU_22523
OG0003540	APOSC_04776, APOSC_04777	STRPU_02732
OG0003542	APOSC_25446	STRPU_08956, STRPU_08957
OG0003543	APOSC_20594	STRPU_16716
OG0003544	APOSC_15667	STRPU_07440, STRPU_07449
OG0003545	APOSC_01423	STRPU_09297
OG0003546	APOSC_23945	STRPU_19646, STRPU_19647, STRPU_19674
OG0003547	APOSC_28667, APOSC_28666	STRPU_12469
OG0003548	APOSC_05144	STRPU_09626
OG0003549	APOSC_15888	STRPU_17894
OG0003550	APOSC_23937	STRPU_01035, STRPU_23404
OG0003551	APOSC_24999	STRPU_18972, STRPU_18959
OG0003552	APOSC_13079	STRPU_20147
OG0003553	APOSC_25557	STRPU_10274
OG0003554	APOSC_07264	STRPU_09335
OG0003556	APOSC_16589	STRPU_08012
OG0003557	APOSC_02465	STRPU_20157
OG0003558	APOSC_07078	STRPU_27128
OG0003560	APOSC_23803	STRPU_20500
OG0003561	APOSC_05634, APOSC_05633	STRPU_17360, STRPU_17346
OG0003562	APOSC_04504	STRPU_24859
OG0003563	APOSC_21769	STRPU_01477, STRPU_08694
OG0003564	APOSC_26128	STRPU_09624
OG0003565	APOSC_05654	STRPU_15924, STRPU_00493, STRPU_08942
OG0003566	APOSC_14118	STRPU_11918, STRPU_11878
OG0003567	APOSC_27651	STRPU_02062, STRPU_09090
OG0003568	APOSC_24669	STRPU_14841
OG0003569	APOSC_26818	STRPU_23349
OG0003570	APOSC_11684	STRPU_02794
OG0003571	APOSC_19334	STRPU_26236
OG0003572	APOSC_10707, APOSC_10706	STRPU_21159, STRPU_21167
OG0003573	APOSC_22721	STRPU_14812
OG0003576	APOSC_06059	STRPU_25516
OG0003577	APOSC_13313	STRPU_22045
OG0003578	APOSC_25298, APOSC_25297, APOSC_25299	STRPU_14245
OG0003579	APOSC_20893	STRPU_04470
OG0003582	APOSC_10258	STRPU_22683
OG0003597	APOSC_28836	STRPU_01702, STRPU_02662
OG0003598	APOSC_04757	STRPU_00768, STRPU_19800
OG0003599	APOSC_02977	STRPU_26822
OG0003600	APOSC_08059	STRPU_25452
OG0003601	APOSC_25575, APOSC_25576	STRPU_13952
OG0003603	APOSC_26660	STRPU_08310
OG0003604	APOSC_19879	STRPU_14769, STRPU_02554
OG0003606	APOSC_24339, APOSC_23931	STRPU_17457, STRPU_17474
OG0003607	APOSC_08230	STRPU_21163, STRPU_21155, STRPU_21154
OG0003608	APOSC_20138	STRPU_20365
OG0003609	APOSC_23035, APOSC_21963, APOSC_23036, APOSC_26843, APOSC_23038, APOSC_23037, APOSC_23039, APOSC_16503, APOSC_19788, APOSC_10979, APOSC_10982, APOSC_10977	STRPU_23186, STRPU_23189, STRPU_23187, STRPU_23188
OG0003610	APOSC_06489	STRPU_01053, STRPU_24252
OG0003611	APOSC_27392	STRPU_09452, STRPU_01510
OG0003612	APOSC_26359	STRPU_18969, STRPU_18956
OG0003613	APOSC_02881	STRPU_12108, STRPU_12143
OG0003614	APOSC_02381	STRPU_03886, STRPU_16052
OG0003615	APOSC_11360	STRPU_19046
OG0003616	APOSC_26238	STRPU_01981
OG0003617	APOSC_11452	STRPU_13092, STRPU_13104
OG0003618	APOSC_27107	STRPU_08027, STRPU_02032
OG0003619	APOSC_04035, APOSC_04036	STRPU_05456
OG0003620	APOSC_04440	STRPU_00502, STRPU_15940
OG0003621	APOSC_23124, APOSC_23123	STRPU_17041, STRPU_01807
OG0003622	APOSC_16583	STRPU_21646, STRPU_21710
OG0003623	APOSC_05900	STRPU_11446
