Orthogroup	APOSC_ok	OWEFU
OG0003736	APOSC_13821	OFUSG07991.1.p1
OG0003737	APOSC_02922	OFUSG09928.1.p1
OG0003738	APOSC_26676	OFUSG18301.1.p1, OFUSG18301.2.p1
OG0003739	APOSC_28370	OFUSG15848.1.p1
OG0003740	APOSC_24391, APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561, APOSC_08481, APOSC_07560, APOSC_10879, APOSC_15112	OFUSG07576.1.p1
OG0003741	APOSC_01091, APOSC_01092	OFUSG12262.1.p1
OG0003742	APOSC_22045	OFUSG17127.2.p1, OFUSG17127.1.p1
OG0003743	APOSC_27109	OFUSG01059.1.p1
OG0003744	APOSC_22292, APOSC_22293	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1
OG0003745	APOSC_14669, APOSC_14668	OFUSG23746.1.p1, OFUSG23969.1.p1
OG0003746	APOSC_24125	OFUSG03863.1.p1
OG0003747	APOSC_04812	OFUSG12626.1.p1
OG0003748	APOSC_18301, APOSC_24509	OFUSG18694.1.p1
OG0003749	APOSC_00198	OFUSG07087.2.p1, OFUSG07087.1.p1
OG0003750	APOSC_11143	OFUSG09220.1.p1
OG0003751	APOSC_05399	OFUSG09214.1.p1
OG0003751	APOSC_28262	OFUSG10919.1.p1, OFUSG10090.1.p1
OG0003752	APOSC_24363	OFUSG17066.1.p1
OG0003753	APOSC_21092, APOSC_19186	OFUSG10261.1.p1
OG0003754	APOSC_02725	OFUSG07080.1.p1
OG0003755	APOSC_08866	OFUSG15040.1.p1
OG0003756	APOSC_14136, APOSC_14135	OFUSG22980.1.p1
OG0003758	APOSC_02734	OFUSG17693.1.p1
OG0003759	APOSC_17081	OFUSG12849.1.p1
OG0003761	APOSC_03791, APOSC_03790	OFUSG16012.1.p1, OFUSG16012.2.p1
OG0003763	APOSC_01290, APOSC_09581	OFUSG00488.1.p1
OG0003764	APOSC_01401	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1
OG0003766	APOSC_09732	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1
OG0003767	APOSC_23704	OFUSG13414.1.p1
OG0003769	APOSC_02783, APOSC_02782	OFUSG20297.1.p1
OG0003770	APOSC_13841	OFUSG20677.1.p1
OG0003771	APOSC_21005	OFUSG11060.1.p1
OG0003772	APOSC_14317, APOSC_14318	OFUSG23284.1.p1
OG0003773	APOSC_22519	OFUSG09985.1.p1
OG0003775	APOSC_03883	OFUSG04485.2.p1, OFUSG04485.1.p1
OG0003776	APOSC_27686, APOSC_02987, APOSC_01377	OFUSG09068.1.p1
OG0003778	APOSC_25204	OFUSG01438.1.p1
OG0003779	APOSC_23333, APOSC_23332	OFUSG13787.1.p1, OFUSG13787.2.p1
OG0003780	APOSC_24719	OFUSG24721.1.p1
OG0003795	APOSC_01022	OFUSG06423.1.p1
OG0003798	APOSC_08296	OFUSG25667.1.p1
OG0003802	APOSC_28663, APOSC_09501, APOSC_09982, APOSC_06702, APOSC_24748, APOSC_00920, APOSC_24232, APOSC_14426, APOSC_06661, APOSC_25890, APOSC_26948, APOSC_07886	OFUSG22004.1.p1
OG0003803	APOSC_17027	OFUSG06983.1.p1
OG0003806	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759	OFUSG10861.1.p1
OG0003807	APOSC_00860, APOSC_00859	OFUSG10356.1.p1
OG0003808	APOSC_06171, APOSC_06172	OFUSG17077.1.p1
OG0003811	APOSC_28788, APOSC_28789	OFUSG03655.1.p1
OG0003812	APOSC_18903	OFUSG21387.1.p1
OG0003813	APOSC_14390	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1
OG0003815	APOSC_20818	OFUSG11994.1.p1, OFUSG11994.2.p1
OG0003816	APOSC_10861, APOSC_10860, APOSC_10859, APOSC_10862	OFUSG10850.1.p1, OFUSG10850.2.p1
OG0003818	APOSC_12257	OFUSG03705.1.p1
OG0003819	APOSC_11850	OFUSG03060.1.p1
OG0003820	APOSC_23379	OFUSG08762.1.p1
OG0003821	APOSC_20352	OFUSG19123.1.p1
OG0003822	APOSC_04407, APOSC_15735	OFUSG07841.1.p1, OFUSG01113.1.p1
OG0003823	APOSC_21830	OFUSG23560.1.p1
OG0003824	APOSC_04795, APOSC_04794	OFUSG05766.1.p1
OG0003825	APOSC_18536	OFUSG06668.1.p1
OG0003826	APOSC_17419	OFUSG22650.1.p1
OG0003827	APOSC_07833	OFUSG17366.1.p1
OG0003828	APOSC_14010	OFUSG05118.1.p1
OG0003829	APOSC_19129	OFUSG07448.1.p1
OG0003830	APOSC_12451	OFUSG01216.1.p1
OG0003831	APOSC_18338, APOSC_25951, APOSC_17003	OFUSG05930.2.p1, OFUSG05930.1.p1
OG0003832	APOSC_12737	OFUSG06066.1.p1
OG0003834	APOSC_25052	OFUSG05404.1.p1
OG0003835	APOSC_09274	OFUSG13762.1.p1
OG0003836	APOSC_03836	OFUSG03236.1.p1
OG0003837	APOSC_12128	OFUSG05284.1.p1, OFUSG11129.1.p1
OG0003838	APOSC_00842	OFUSG02211.1.p1
OG0003839	APOSC_26720	OFUSG14221.1.p1
OG0003840	APOSC_03583	OFUSG26167.1.p1
OG0003841	APOSC_15694	OFUSG25707.1.p1
OG0003842	APOSC_04752, APOSC_04753	OFUSG06914.1.p1
OG0003843	APOSC_17245, APOSC_07123, APOSC_07122	OFUSG25141.1.p1
OG0003844	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569	OFUSG19682.1.p1
OG0003845	APOSC_23847	OFUSG11473.1.p1
OG0003846	APOSC_01229	OFUSG06704.1.p1
OG0003847	APOSC_00975	OFUSG08415.1.p1
OG0003848	APOSC_12433	OFUSG07600.1.p1
OG0003849	APOSC_02184	OFUSG02757.1.p1, OFUSG08843.1.p1
OG0003850	APOSC_06463	OFUSG01254.1.p1
OG0003851	APOSC_27756	OFUSG13241.1.p1
OG0003852	APOSC_27352	OFUSG04274.2.p1, OFUSG04274.1.p1
OG0003853	APOSC_04073	OFUSG11282.1.p1
OG0003854	APOSC_14713	OFUSG09820.1.p1
OG0003855	APOSC_03654	OFUSG13289.1.p1
OG0003857	APOSC_04358	OFUSG18520.1.p1
OG0003858	APOSC_25588	OFUSG11682.1.p1
OG0003859	APOSC_10642, APOSC_21993	OFUSG18306.1.p1
OG0003860	APOSC_03734, APOSC_20475, APOSC_24245	OFUSG03969.1.p1
OG0003861	APOSC_21656	OFUSG01289.1.p1, OFUSG01289.2.p1
OG0003862	APOSC_08543	OFUSG26482.2.p1, OFUSG26482.1.p1
OG0003863	APOSC_19667	OFUSG06768.1.p1
OG0003864	APOSC_02644, APOSC_02643	OFUSG21533.1.p1, OFUSG21530.1.p1
OG0003865	APOSC_28988	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1
OG0003866	APOSC_22466	OFUSG01635.2.p1, OFUSG01635.1.p1
OG0003867	APOSC_04424	OFUSG26425.1.p1
OG0003868	APOSC_27663	OFUSG25488.1.p1
OG0003869	APOSC_00347, APOSC_00348	OFUSG04233.1.p1
OG0003870	APOSC_17219	OFUSG26220.1.p1, OFUSG26220.2.p1
OG0003871	APOSC_11807	OFUSG14206.1.p1
OG0003872	APOSC_02701	OFUSG00219.1.p1
OG0003873	APOSC_19201	OFUSG12835.1.p1
OG0003874	APOSC_04239	OFUSG08683.1.p1
OG0003875	APOSC_05969	OFUSG26181.1.p1
OG0003876	APOSC_09137	OFUSG23627.1.p1
OG0003877	APOSC_00794, APOSC_00795, APOSC_00278	OFUSG14257.1.p1
OG0003878	APOSC_09689	OFUSG19403.1.p1
OG0003879	APOSC_26925	OFUSG20056.1.p1
OG0003880	APOSC_22538	OFUSG24988.1.p1
OG0003881	APOSC_23136	OFUSG18789.1.p1
OG0003882	APOSC_23637	OFUSG23207.1.p1, OFUSG23207.2.p1
OG0003883	APOSC_26942	OFUSG06274.1.p1
OG0003884	APOSC_05090	OFUSG16361.1.p1
OG0003885	APOSC_18039	OFUSG23663.1.p1
OG0003886	APOSC_23174	OFUSG04059.1.p1
OG0003887	APOSC_03357	OFUSG17832.1.p1
OG0003888	APOSC_24599	OFUSG00031.1.p1
OG0003889	APOSC_27027	OFUSG17908.2.p1, OFUSG17908.1.p1, OFUSG24139.1.p1, OFUSG21925.1.p1, OFUSG11313.1.p1
OG0003890	APOSC_28156	OFUSG25556.1.p1
OG0003892	APOSC_27794, APOSC_27793	OFUSG05645.1.p1
OG0003893	APOSC_23559	OFUSG11743.1.p1
OG0003894	APOSC_10489, APOSC_10490	OFUSG07444.1.p1
OG0003896	APOSC_25208	OFUSG17816.1.p1, OFUSG17816.2.p1
OG0003897	APOSC_21763	OFUSG17722.1.p1
OG0003898	APOSC_19432	OFUSG14490.1.p1
OG0003899	APOSC_22343	OFUSG03698.1.p1
OG0003900	APOSC_04165	OFUSG11237.1.p1
OG0003901	APOSC_21632	OFUSG13044.1.p1
OG0003903	APOSC_19999	OFUSG19115.1.p1
OG0003904	APOSC_15257	OFUSG15953.1.p1
OG0003905	APOSC_03588	OFUSG00192.1.p1
OG0003906	APOSC_08587	OFUSG09780.1.p1
OG0003909	APOSC_27081	OFUSG05066.1.p1
OG0003910	APOSC_21565	OFUSG00367.1.p1
OG0003911	APOSC_27900, APOSC_05120	OFUSG12915.1.p1
OG0003912	APOSC_15763, APOSC_28939	OFUSG22772.1.p1
OG0003913	APOSC_05119	OFUSG16854.1.p1, OFUSG16854.2.p1
OG0003914	APOSC_04314	OFUSG03858.1.p1, OFUSG03858.2.p1
OG0003915	APOSC_24329, APOSC_24330	OFUSG24695.1.p1
OG0003916	APOSC_10822	OFUSG20296.1.p1
OG0003917	APOSC_06187	OFUSG02661.1.p1, OFUSG02661.2.p1
OG0003918	APOSC_02265	OFUSG18006.1.p1
OG0003919	APOSC_15353	OFUSG14973.1.p1
OG0003920	APOSC_10746	OFUSG00473.1.p1
OG0003921	APOSC_12515, APOSC_12516	OFUSG21463.2.p1, OFUSG21463.1.p1
OG0003922	APOSC_11194, APOSC_28594	OFUSG24757.1.p1
OG0003923	APOSC_27950	OFUSG04254.1.p1
OG0003925	APOSC_07611	OFUSG16954.1.p1
OG0003926	APOSC_26826	OFUSG21486.1.p1
OG0003927	APOSC_22644	OFUSG24115.1.p1
OG0003928	APOSC_02544	OFUSG00021.1.p1
OG0003929	APOSC_06476	OFUSG20846.1.p1
OG0003930	APOSC_13770, APOSC_13771	OFUSG01262.1.p1
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	OFUSG10879.1.p1
OG0003932	APOSC_27565, APOSC_27566	OFUSG23661.1.p1
OG0003932	APOSC_06227	OFUSG26009.1.p1
OG0003933	APOSC_18503	OFUSG18990.1.p1, OFUSG18990.2.p1, OFUSG17884.1.p1
OG0003935	APOSC_16375, APOSC_10688	OFUSG12376.1.p1
OG0003936	APOSC_20913, APOSC_20914	OFUSG05427.1.p1
OG0003937	APOSC_15204	OFUSG06517.1.p1
OG0003938	APOSC_18586, APOSC_24798, APOSC_19288	OFUSG01428.1.p1
OG0003939	APOSC_20627	OFUSG23620.1.p1
OG0003942	APOSC_06273	OFUSG01619.1.p1
OG0003944	APOSC_04799	OFUSG25022.1.p1
OG0003945	APOSC_03054	OFUSG25387.2.p1, OFUSG25387.1.p1
OG0003946	APOSC_04056	OFUSG05456.1.p1
OG0003947	APOSC_09900	OFUSG06825.1.p1
OG0003948	APOSC_20663	OFUSG19164.1.p1
OG0003949	APOSC_07284	OFUSG01552.1.p1
OG0003950	APOSC_26777	OFUSG18005.1.p1
OG0003950	APOSC_26776	OFUSG00160.1.p1
OG0003951	APOSC_02492	OFUSG18740.1.p1
OG0003954	APOSC_02411, APOSC_02412, APOSC_02413	OFUSG21108.1.p1
OG0003955	APOSC_20455	OFUSG02744.1.p1
OG0003956	APOSC_19023	OFUSG26537.2.p1, OFUSG26537.1.p1
OG0003957	APOSC_24926	OFUSG15145.1.p1, OFUSG06261.1.p1, OFUSG12020.1.p1, OFUSG15146.1.p1, OFUSG05948.2.p1, OFUSG05948.1.p1
OG0003959	APOSC_17473	OFUSG08034.1.p1
OG0003960	APOSC_21636, APOSC_27152	OFUSG01617.1.p1
OG0003961	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945	OFUSG13571.1.p1
OG0003962	APOSC_06351	OFUSG02999.1.p1
OG0003964	APOSC_27857	OFUSG03151.1.p1, OFUSG03150.1.p1, OFUSG06602.1.p1
OG0003964	APOSC_02451	OFUSG05524.1.p1
OG0003965	APOSC_27311, APOSC_04938, APOSC_21685	OFUSG13482.2.p1, OFUSG13482.1.p1
OG0003966	APOSC_04287, APOSC_04286	OFUSG00814.1.p1
OG0003967	APOSC_00755	OFUSG17824.1.p1
OG0003968	APOSC_18591	OFUSG19570.1.p1
OG0003969	APOSC_28380	OFUSG11226.1.p1
OG0003970	APOSC_12020	OFUSG14929.1.p1
OG0003971	APOSC_13871, APOSC_13872	OFUSG09521.1.p1
OG0003972	APOSC_12719	OFUSG05144.1.p1
OG0003973	APOSC_26122	OFUSG11220.1.p1
OG0003976	APOSC_10421, APOSC_09389, APOSC_19130	OFUSG05977.1.p1
OG0003999	APOSC_26670, APOSC_28991	OFUSG13249.1.p1, OFUSG26421.1.p1
OG0004000	APOSC_16851, APOSC_16850	OFUSG16319.1.p1
OG0004002	APOSC_21265, APOSC_08853, APOSC_21266, APOSC_26495, APOSC_06566	OFUSG26830.1.p1
OG0004003	APOSC_24953	OFUSG03987.1.p1, OFUSG16776.1.p1, OFUSG20087.1.p1
OG0004004	APOSC_12248	OFUSG25436.1.p1
OG0004005	APOSC_22073	OFUSG08227.1.p1
OG0004006	APOSC_24936, APOSC_04405, APOSC_19679, APOSC_22807, APOSC_09413, APOSC_20863	OFUSG11482.1.p1, OFUSG11482.2.p1
OG0004007	APOSC_15413	OFUSG13400.1.p1
OG0004009	APOSC_06993	OFUSG18112.1.p1
OG0004010	APOSC_29079	OFUSG13189.1.p1
OG0004011	APOSC_05203	OFUSG10690.1.p1
OG0004012	APOSC_16235	OFUSG05810.1.p1
OG0004014	APOSC_20610	OFUSG16971.1.p1
OG0004015	APOSC_17114	OFUSG23645.1.p1, OFUSG23645.2.p1
OG0004016	APOSC_22784	OFUSG09938.1.p1
OG0004017	APOSC_19336	OFUSG22331.1.p1
OG0004018	APOSC_21251	OFUSG05631.2.p1, OFUSG05631.1.p1
OG0004019	APOSC_05230	OFUSG25454.1.p1
OG0004020	APOSC_17338	OFUSG13879.1.p1
OG0004021	APOSC_11091	OFUSG15028.1.p1
OG0004022	APOSC_12529	OFUSG00888.1.p1, OFUSG16401.2.p1, OFUSG16401.1.p1
OG0004023	APOSC_09668	OFUSG20348.1.p1
OG0004024	APOSC_24614	OFUSG24239.1.p1
OG0004025	APOSC_18540	OFUSG11341.1.p1
OG0004027	APOSC_22364, APOSC_17364	OFUSG16592.1.p1
OG0004028	APOSC_12300	OFUSG11042.2.p1, OFUSG11042.1.p1
OG0004029	APOSC_23175	OFUSG16671.1.p1, OFUSG16671.2.p1
OG0004030	APOSC_07342	OFUSG18320.1.p1, OFUSG18321.1.p1, OFUSG18318.1.p1, OFUSG18313.1.p1
OG0004031	APOSC_23905	OFUSG21709.1.p1
OG0004032	APOSC_10005	OFUSG24694.1.p1
OG0004033	APOSC_11152	OFUSG12090.1.p1
OG0004034	APOSC_05299	OFUSG09199.1.p1
OG0004035	APOSC_20229	OFUSG04760.1.p1
OG0004036	APOSC_26656	OFUSG01682.1.p1
OG0004037	APOSC_28831	OFUSG14252.1.p1, OFUSG14252.2.p1
OG0004038	APOSC_01523	OFUSG23417.1.p1
OG0004039	APOSC_16429	OFUSG01899.1.p1
OG0004041	APOSC_21580	OFUSG11618.1.p1
OG0004042	APOSC_19825	OFUSG09669.1.p1
OG0004043	APOSC_00567	OFUSG01859.1.p1
OG0004044	APOSC_05770	OFUSG00446.1.p1
OG0004045	APOSC_14071, APOSC_14073, APOSC_14072	OFUSG19170.5.p1, OFUSG19170.1.p1, OFUSG19170.4.p1, OFUSG19170.2.p1, OFUSG19170.3.p1
OG0004046	APOSC_05400	OFUSG06348.1.p1
OG0004047	APOSC_21433	OFUSG18610.1.p1
OG0004048	APOSC_03269	OFUSG19554.1.p1
OG0004051	APOSC_25343	OFUSG26463.1.p1
OG0004052	APOSC_23309	OFUSG15852.1.p1, OFUSG15852.2.p1, OFUSG15852.3.p1, OFUSG15852.4.p1
OG0004053	APOSC_19964	OFUSG09713.1.p1
OG0004054	APOSC_22506	OFUSG25074.1.p1
OG0004055	APOSC_24425	OFUSG00658.3.p1, OFUSG00658.2.p1, OFUSG00658.1.p1, OFUSG00658.4.p1
OG0004056	APOSC_26145	OFUSG04179.1.p1, OFUSG04179.2.p1
OG0004057	APOSC_25009	OFUSG00824.1.p1
OG0004059	APOSC_17749	OFUSG25150.1.p1
OG0004060	APOSC_16549, APOSC_14343	OFUSG16459.1.p1
OG0004061	APOSC_15590	OFUSG13064.1.p1
OG0004062	APOSC_28106, APOSC_18721	OFUSG05949.1.p1, OFUSG06583.1.p1
OG0004064	APOSC_04465	OFUSG24453.1.p1, OFUSG24453.2.p1
OG0004065	APOSC_27712	OFUSG16929.1.p1
OG0004066	APOSC_23734	OFUSG07959.1.p1
OG0004066	APOSC_24624	OFUSG07452.2.p1, OFUSG07452.1.p1
OG0004067	APOSC_24467	OFUSG11070.1.p1
OG0004069	APOSC_23393, APOSC_23392	OFUSG24301.1.p1
OG0004070	APOSC_25704	OFUSG10593.1.p1
OG0004071	APOSC_26899	OFUSG25471.1.p1
OG0004072	APOSC_16871	OFUSG16756.1.p1
OG0004073	APOSC_26782	OFUSG00778.1.p1
OG0004074	APOSC_20482	OFUSG13092.1.p1
OG0004075	APOSC_15061, APOSC_07499	OFUSG10667.1.p1
OG0004076	APOSC_17521	OFUSG17470.1.p1, OFUSG17470.2.p1
OG0004078	APOSC_08208	OFUSG06016.1.p1
OG0004079	APOSC_18093	OFUSG02739.1.p1
OG0004080	APOSC_26211, APOSC_26210	OFUSG04397.1.p1
OG0004081	APOSC_09127	OFUSG14219.1.p1
OG0004082	APOSC_04843	OFUSG16877.1.p1
OG0004083	APOSC_05092	OFUSG12099.1.p1
OG0004084	APOSC_14613	OFUSG13172.1.p1
OG0004085	APOSC_16126	OFUSG24648.1.p1
OG0004086	APOSC_12553	OFUSG25026.2.p1, OFUSG25026.1.p1
OG0004087	APOSC_05303	OFUSG26281.1.p1, OFUSG26281.2.p1, OFUSG26281.3.p1
OG0004088	APOSC_06799, APOSC_06800	OFUSG13315.1.p1
OG0004089	APOSC_13671	OFUSG26253.5.p1, OFUSG26253.1.p1, OFUSG26253.3.p1, OFUSG26253.2.p1, OFUSG26253.4.p1, OFUSG09130.1.p1
OG0004090	APOSC_24285, APOSC_20269	OFUSG16668.1.p1
OG0004091	APOSC_12845	OFUSG17304.1.p1
OG0004092	APOSC_18299	OFUSG16191.1.p1
OG0004093	APOSC_16358	OFUSG06671.1.p1, OFUSG06669.1.p1
OG0004094	APOSC_04403	OFUSG07270.1.p1
OG0004095	APOSC_23518, APOSC_16725	OFUSG07584.1.p1
OG0004096	APOSC_13674	OFUSG25572.1.p1
OG0004098	APOSC_08501, APOSC_08500	OFUSG21100.1.p1
OG0004099	APOSC_18713	OFUSG10944.1.p1
OG0004100	APOSC_15294	OFUSG19371.2.p1, OFUSG19371.1.p1
OG0004101	APOSC_13319	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1
OG0004102	APOSC_25199	OFUSG19005.1.p1
OG0004104	APOSC_18419	OFUSG24702.1.p1
OG0004105	APOSC_20157, APOSC_20158	OFUSG23643.2.p1, OFUSG23643.1.p1
OG0004106	APOSC_10773	OFUSG26433.1.p1
OG0004107	APOSC_07621	OFUSG08885.1.p1
OG0004108	APOSC_13049, APOSC_13048	OFUSG21004.1.p1
OG0004110	APOSC_11200	OFUSG08891.1.p1
OG0004111	APOSC_09767	OFUSG13311.1.p1
OG0004112	APOSC_07040	OFUSG09769.1.p1
OG0004113	APOSC_14445	OFUSG18704.1.p1
OG0004114	APOSC_10050	OFUSG21821.1.p1
OG0004116	APOSC_01511, APOSC_01512	OFUSG09323.1.p1
OG0004117	APOSC_13222, APOSC_13221	OFUSG25444.1.p1
OG0004119	APOSC_04401, APOSC_04402	OFUSG20234.1.p1
OG0004120	APOSC_09682, APOSC_11750, APOSC_22566, APOSC_22567, APOSC_22568	OFUSG10176.1.p1, OFUSG10176.2.p1
OG0004121	APOSC_26762	OFUSG13719.1.p1
OG0004122	APOSC_10900, APOSC_03202, APOSC_03201, APOSC_03203	OFUSG07267.2.p1, OFUSG07267.1.p1
OG0004123	APOSC_21789, APOSC_21790	OFUSG21171.1.p1, OFUSG21171.2.p1
OG0004124	APOSC_08825	OFUSG17737.1.p1
OG0004125	APOSC_11946	OFUSG04663.1.p1
OG0004126	APOSC_01843	OFUSG19824.1.p1
OG0004129	APOSC_17304, APOSC_28066	OFUSG05877.1.p1, OFUSG05875.1.p1, OFUSG05882.1.p1
OG0004130	APOSC_15010	OFUSG08210.1.p1, OFUSG00974.1.p1
OG0004131	APOSC_25999	OFUSG23809.1.p1, OFUSG23809.2.p1
OG0004132	APOSC_10373	OFUSG20258.1.p1
OG0004133	APOSC_04232	OFUSG14516.1.p1
OG0004134	APOSC_03000	OFUSG06800.1.p1
OG0004135	APOSC_06031	OFUSG18236.1.p1
OG0004136	APOSC_21530	OFUSG26327.1.p1
OG0004137	APOSC_00636	OFUSG20131.2.p1, OFUSG20131.1.p1
OG0004138	APOSC_03411	OFUSG00273.1.p1
OG0004139	APOSC_17399	OFUSG21376.2.p1, OFUSG21376.1.p1
OG0004140	APOSC_06874	OFUSG00701.1.p1
OG0004142	APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815	OFUSG19191.1.p1
OG0004143	APOSC_27168, APOSC_27167	OFUSG09777.1.p1, OFUSG09777.2.p1
OG0004144	APOSC_00660	OFUSG24310.1.p1
OG0004145	APOSC_15326	OFUSG25041.1.p1
OG0004146	APOSC_14892	OFUSG22678.1.p1
OG0004147	APOSC_19122	OFUSG21150.1.p1
OG0004148	APOSC_15043, APOSC_15044	OFUSG24269.1.p1
OG0004149	APOSC_02970, APOSC_02971	OFUSG24993.1.p1
OG0004150	APOSC_13759	OFUSG04655.1.p1
OG0004151	APOSC_00107	OFUSG20857.1.p1
OG0004153	APOSC_08022	OFUSG10672.1.p1
OG0004154	APOSC_22416	OFUSG17126.2.p1, OFUSG17126.1.p1
OG0004156	APOSC_06425	OFUSG05939.1.p1
OG0004158	APOSC_10209	OFUSG04504.1.p1
OG0004160	APOSC_03754	OFUSG23353.1.p1
OG0004161	APOSC_20917	OFUSG13701.3.p1, OFUSG13701.1.p1, OFUSG13701.4.p1, OFUSG13701.2.p1
OG0004162	APOSC_12130	OFUSG09942.2.p1, OFUSG09942.3.p1, OFUSG09942.1.p1
OG0004164	APOSC_18496	OFUSG17859.1.p1
OG0004166	APOSC_13131	OFUSG05575.1.p1
OG0004167	APOSC_00650	OFUSG11703.1.p1
OG0004168	APOSC_04235	OFUSG15102.1.p1
OG0004169	APOSC_25303	OFUSG10640.1.p1
OG0004170	APOSC_18036, APOSC_03003	OFUSG08006.1.p1
OG0004171	APOSC_27996, APOSC_27995	OFUSG07032.1.p1, OFUSG07032.2.p1
OG0004175	APOSC_14869	OFUSG17098.1.p1
OG0004176	APOSC_27087	OFUSG02603.1.p1
OG0004178	APOSC_21497	OFUSG19368.1.p1
OG0004179	APOSC_26029	OFUSG11027.2.p1, OFUSG11027.1.p1
OG0004180	APOSC_05627	OFUSG16755.1.p1
OG0004181	APOSC_19299	OFUSG03257.1.p1
OG0004182	APOSC_22372, APOSC_24923	OFUSG01146.2.p1, OFUSG01146.1.p1
OG0004183	APOSC_23810	OFUSG25418.1.p1
OG0004184	APOSC_01611	OFUSG12556.1.p1
OG0004186	APOSC_12750	OFUSG11737.1.p1
OG0004187	APOSC_18178	OFUSG20862.1.p1
OG0004188	APOSC_19051	OFUSG25107.1.p1
OG0004189	APOSC_00415	OFUSG24213.1.p1
OG0004190	APOSC_03589	OFUSG09999.1.p1
OG0004191	APOSC_20827, APOSC_19219, APOSC_06345, APOSC_01419, APOSC_01418, APOSC_23381, APOSC_02118, APOSC_12178, APOSC_26045, APOSC_11911, APOSC_17958, APOSC_16766, APOSC_16814, APOSC_06346	OFUSG14418.1.p1
OG0004194	APOSC_21076	OFUSG09328.1.p1, OFUSG09329.1.p1, OFUSG05309.1.p1
OG0004214	APOSC_21908, APOSC_21906, APOSC_21907	OFUSG13516.1.p1
OG0004215	APOSC_16447	OFUSG15336.1.p1
OG0004216	APOSC_18234	OFUSG23107.1.p1
OG0004217	APOSC_15366, APOSC_15365	OFUSG02696.2.p1, OFUSG02696.1.p1
OG0004218	APOSC_15148	OFUSG21692.1.p1
OG0004219	APOSC_25433, APOSC_25434	OFUSG04405.1.p1
OG0004220	APOSC_28409, APOSC_28408	OFUSG19674.1.p1, OFUSG19674.2.p1
OG0004222	APOSC_24192	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1
OG0004223	APOSC_28636, APOSC_28635	OFUSG17090.1.p1, OFUSG17090.2.p1
OG0004225	APOSC_27259	OFUSG20907.1.p1
OG0004226	APOSC_11744	OFUSG15931.1.p1
OG0004227	APOSC_07436	OFUSG13655.1.p1
OG0004228	APOSC_11334	OFUSG23701.1.p1
OG0004229	APOSC_18807	OFUSG18108.1.p1
OG0004230	APOSC_11830	OFUSG08871.1.p1
OG0004231	APOSC_04324	OFUSG09197.1.p1
OG0004232	APOSC_20829, APOSC_20830	OFUSG19109.1.p1
OG0004233	APOSC_18789	OFUSG23247.1.p1
OG0004234	APOSC_10718	OFUSG13233.1.p1
OG0004235	APOSC_13621	OFUSG17809.1.p1
OG0004236	APOSC_09759	OFUSG12590.1.p1
OG0004237	APOSC_08707, APOSC_07559	OFUSG02738.1.p1
OG0004239	APOSC_00833	OFUSG26088.2.p1, OFUSG26088.3.p1, OFUSG26088.1.p1
OG0004240	APOSC_01716	OFUSG11405.2.p1, OFUSG11405.1.p1
OG0004241	APOSC_26715	OFUSG14483.1.p1
OG0004242	APOSC_02510	OFUSG19649.1.p1
OG0004243	APOSC_21071	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1
OG0004244	APOSC_21479	OFUSG23262.1.p1
OG0004245	APOSC_10499, APOSC_10498, APOSC_10497	OFUSG19143.1.p1, OFUSG19143.2.p1
OG0004246	APOSC_02127	OFUSG26279.1.p1
OG0004247	APOSC_11597, APOSC_28927, APOSC_11598	OFUSG08927.1.p1
OG0004248	APOSC_02729	OFUSG13174.1.p1
OG0004249	APOSC_05383	OFUSG02524.1.p1
OG0004250	APOSC_22267	OFUSG12266.1.p1
OG0004251	APOSC_06011	OFUSG22911.1.p1
OG0004252	APOSC_15635	OFUSG24821.1.p1
OG0004253	APOSC_17061	OFUSG22279.1.p1, OFUSG22279.2.p1
OG0004254	APOSC_08300	OFUSG10303.1.p1
OG0004255	APOSC_05604	OFUSG21308.1.p1
OG0004257	APOSC_16172	OFUSG22307.1.p1
OG0004258	APOSC_15994	OFUSG03080.1.p1
OG0004259	APOSC_13815, APOSC_13814	OFUSG20013.1.p1
OG0004260	APOSC_11794	OFUSG04270.1.p1
OG0004261	APOSC_10630	OFUSG20642.1.p1
OG0004262	APOSC_02898	OFUSG12557.1.p1
OG0004263	APOSC_25349	OFUSG04157.2.p1, OFUSG04157.1.p1
OG0004264	APOSC_15069	OFUSG10442.1.p1
