Orthogroup	APOSC_ok	OWEFU
OG0000800	APOSC_27669	OFUSG22750.1.p1, OFUSG06584.1.p1
OG0000801	APOSC_13410, APOSC_22125	OFUSG04291.1.p1, OFUSG04291.2.p1
OG0000802	APOSC_16253	OFUSG21207.1.p1
OG0000803	APOSC_18801, APOSC_00365	OFUSG07578.2.p1, OFUSG07578.4.p1, OFUSG07578.1.p1, OFUSG07578.3.p1
OG0000809	APOSC_01372	OFUSG17351.1.p1, OFUSG17351.2.p1
OG0000810	APOSC_15514	OFUSG13316.1.p1
OG0000810	APOSC_02955, APOSC_02954, APOSC_02956	OFUSG25434.3.p1, OFUSG25434.2.p1, OFUSG25434.1.p1
OG0000813	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680	OFUSG10957.1.p1, OFUSG10956.1.p1
OG0000814	APOSC_19527	OFUSG16546.1.p1
OG0000814	APOSC_22281	OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1
OG0000815	APOSC_21255	OFUSG09614.1.p1, OFUSG09614.3.p1, OFUSG09614.2.p1
OG0000815	APOSC_22617	OFUSG24917.1.p1
OG0000815	APOSC_20294	OFUSG21400.1.p1
OG0000816	APOSC_05809	OFUSG12543.1.p1
OG0000816	APOSC_10643, APOSC_15680	OFUSG10926.1.p1
OG0000817	APOSC_13738	OFUSG23697.1.p1
OG0000817	APOSC_22901	OFUSG18100.1.p1
OG0000817	APOSC_07767	OFUSG04259.1.p1
OG0000818	APOSC_14407, APOSC_14408, APOSC_14409	OFUSG10058.1.p1, OFUSG10058.3.p1, OFUSG10058.2.p1
OG0000819	APOSC_17700	OFUSG25384.2.p1, OFUSG25384.1.p1
OG0000819	APOSC_09083	OFUSG22242.1.p1
OG0000819	APOSC_05516	OFUSG22325.2.p1, OFUSG22325.1.p1
OG0000820	APOSC_11841	OFUSG16562.1.p1
OG0000822	APOSC_20678	OFUSG12185.1.p1
OG0000822	APOSC_12709	OFUSG07627.1.p1, OFUSG07627.3.p1, OFUSG07627.2.p1
OG0000822	APOSC_02360, APOSC_25612	OFUSG03485.1.p1
OG0000823	APOSC_01112, APOSC_07998, APOSC_25271, APOSC_12349, APOSC_24625, APOSC_19611, APOSC_22625, APOSC_23922, APOSC_13700	OFUSG25821.1.p1, OFUSG25821.2.p1
OG0000824	APOSC_26516	OFUSG02604.1.p1, OFUSG23186.1.p1, OFUSG03277.1.p1, OFUSG02456.2.p1, OFUSG02456.1.p1, OFUSG02606.1.p1, OFUSG02605.1.p1, OFUSG02629.1.p1, OFUSG02606.2.p1, OFUSG02606.4.p1, OFUSG02606.3.p1, OFUSG02631.1.p1, OFUSG02631.2.p1
OG0000825	APOSC_17271	OFUSG03447.3.p1, OFUSG03447.2.p1, OFUSG03447.1.p1
OG0000825	APOSC_03303	OFUSG19469.1.p1
OG0000826	APOSC_26704	OFUSG20773.1.p1, OFUSG20775.1.p1
OG0000827	APOSC_24620, APOSC_19492	OFUSG12430.2.p1, OFUSG12430.1.p1, OFUSG20387.1.p1
OG0000828	APOSC_05791	OFUSG16610.1.p1
OG0000828	APOSC_22977, APOSC_11571	OFUSG14927.1.p1
OG0000829	APOSC_25803, APOSC_25804	OFUSG05943.1.p1
OG0000832	APOSC_10469, APOSC_10470	OFUSG10360.1.p1
OG0000833	APOSC_26082, APOSC_26081	OFUSG12738.1.p1
OG0000834	APOSC_04739, APOSC_27269	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1
OG0000835	APOSC_04775, APOSC_05126, APOSC_22110	OFUSG01553.1.p1, OFUSG01553.2.p1, OFUSG21973.1.p1
OG0000836	APOSC_15778	OFUSG04483.1.p1
OG0000837	APOSC_00892, APOSC_07079	OFUSG01836.1.p1
OG0000837	APOSC_12041, APOSC_06484, APOSC_27044	OFUSG01837.1.p1
OG0000837	APOSC_21308	OFUSG01835.1.p1
OG0000838	APOSC_26520	OFUSG07503.1.p1
OG0000841	APOSC_23985, APOSC_23987, APOSC_23986	OFUSG20856.1.p1, OFUSG20856.4.p1, OFUSG20856.2.p1, OFUSG20856.3.p1
OG0000842	APOSC_09796	OFUSG17660.1.p1
OG0000844	APOSC_10362	OFUSG21494.2.p1, OFUSG21494.1.p1
OG0000845	APOSC_21723, APOSC_21724, APOSC_15428	OFUSG00051.1.p1
OG0000845	APOSC_11449	OFUSG00112.1.p1
OG0000847	APOSC_10143	OFUSG15294.1.p1
OG0000847	APOSC_11562	OFUSG24225.1.p1, OFUSG24225.2.p1
OG0000848	APOSC_20382	OFUSG02732.1.p1
OG0000848	APOSC_28316, APOSC_18151, APOSC_18150	OFUSG03989.1.p1, OFUSG03989.2.p1
OG0000849	APOSC_27634, APOSC_09266	OFUSG09067.1.p1
OG0000850	APOSC_08264	OFUSG12712.1.p1
OG0000850	APOSC_23927	OFUSG06085.1.p1
OG0000851	APOSC_19702, APOSC_19703, APOSC_19701	OFUSG02239.1.p1, OFUSG02239.2.p1
OG0000852	APOSC_20285, APOSC_20286	OFUSG09153.1.p1, OFUSG09153.2.p1
OG0000852	APOSC_02824	OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1
OG0000855	APOSC_08922, APOSC_08923, APOSC_26256	OFUSG08911.2.p1, OFUSG08911.1.p1, OFUSG10909.1.p1, OFUSG18514.1.p1, OFUSG14975.1.p1, OFUSG14975.2.p1
OG0000856	APOSC_22616	OFUSG19294.1.p1, OFUSG19295.1.p1
OG0000857	APOSC_24744	OFUSG01227.1.p1
OG0000858	APOSC_14953	OFUSG19534.1.p1, OFUSG19534.2.p1
OG0000858	APOSC_23576	OFUSG19764.2.p1, OFUSG19764.1.p1
OG0000860	APOSC_17954	OFUSG07489.1.p1, OFUSG07489.2.p1
OG0000866	APOSC_20042, APOSC_20043	OFUSG24066.1.p1, OFUSG00680.1.p1, OFUSG05730.1.p1, OFUSG06216.1.p1, OFUSG17520.1.p1, OFUSG05526.1.p1, OFUSG14753.1.p1
OG0000867	APOSC_22652, APOSC_19357, APOSC_05981, APOSC_15581, APOSC_15020, APOSC_02622, APOSC_01914, APOSC_05317	OFUSG06020.2.p1, OFUSG06020.1.p1, OFUSG06020.3.p1
OG0000868	APOSC_13101	OFUSG11760.1.p1
OG0000869	APOSC_14843	OFUSG13203.1.p1, OFUSG01355.1.p1
OG0000869	APOSC_18698	OFUSG16947.1.p1
OG0000871	APOSC_16796, APOSC_20272, APOSC_28302, APOSC_27777, APOSC_03183	OFUSG00730.1.p1
OG0000871	APOSC_14488	OFUSG06537.1.p1
OG0000872	APOSC_01621, APOSC_01620	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1
OG0000873	APOSC_27618	OFUSG09849.1.p1
OG0000874	APOSC_24109	OFUSG03220.1.p1
OG0000875	APOSC_06925, APOSC_26698, APOSC_26697	OFUSG13364.1.p1
OG0000875	APOSC_10816, APOSC_05938	OFUSG16237.1.p1
OG0000876	APOSC_13414	OFUSG16334.1.p1
OG0000878	APOSC_19700	OFUSG01894.1.p1
OG0000878	APOSC_12538	OFUSG16664.1.p1
OG0000879	APOSC_25589, APOSC_19618	OFUSG04088.1.p1
OG0000880	APOSC_11063	OFUSG05701.1.p1
OG0000882	APOSC_22975	OFUSG17466.4.p1, OFUSG17466.1.p1, OFUSG17466.3.p1, OFUSG17466.2.p1
OG0000887	APOSC_06735	OFUSG26529.1.p1, OFUSG26529.2.p1
OG0000887	APOSC_07943	OFUSG16699.1.p1, OFUSG16699.2.p1
OG0000888	APOSC_22842	OFUSG09295.1.p1
OG0000888	APOSC_02163	OFUSG10796.1.p1
OG0000889	APOSC_15049, APOSC_07753, APOSC_09768	OFUSG12102.1.p1
OG0000891	APOSC_20574	OFUSG06268.1.p1
OG0000893	APOSC_13888, APOSC_05778	OFUSG08896.1.p1, OFUSG08897.1.p1
OG0000896	APOSC_16669	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1
OG0000897	APOSC_09636	OFUSG18741.1.p1
OG0000897	APOSC_15460, APOSC_17372	OFUSG06433.1.p1
OG0000898	APOSC_16195	OFUSG21363.2.p1, OFUSG21363.1.p1
OG0000899	APOSC_14711	OFUSG02805.1.p1, OFUSG02805.2.p1
OG0000904	APOSC_17702, APOSC_14302, APOSC_14303	OFUSG17921.1.p1
OG0000905	APOSC_09225, APOSC_09226	OFUSG01251.1.p1
OG0000906	APOSC_04764	OFUSG07758.1.p1
OG0000906	APOSC_07017	OFUSG09788.1.p1
OG0000907	APOSC_00840	OFUSG26462.1.p1
OG0000908	APOSC_14771	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1
OG0000908	APOSC_27466	OFUSG10578.1.p1
OG0000909	APOSC_25304, APOSC_25305, APOSC_25306	OFUSG00497.1.p1
OG0000910	APOSC_16513	OFUSG22142.1.p1
OG0000910	APOSC_28023	OFUSG01945.1.p1
OG0000910	APOSC_28627	OFUSG01944.1.p1
OG0000910	APOSC_05365	OFUSG03948.1.p1
OG0000911	APOSC_15133, APOSC_15134	OFUSG23257.1.p1, OFUSG23257.2.p1
OG0000912	APOSC_27960, APOSC_27961	OFUSG05604.1.p1
OG0000912	APOSC_29074	OFUSG23879.1.p1
OG0000913	APOSC_04388	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1
OG0000914	APOSC_12098	OFUSG18797.2.p1, OFUSG18797.1.p1
OG0000915	APOSC_07775	OFUSG06406.1.p1, OFUSG06406.2.p1
OG0000921	APOSC_24063	OFUSG26697.1.p1
OG0000923	APOSC_26447	OFUSG04091.1.p1
OG0000923	APOSC_00356	OFUSG16107.1.p1
OG0000924	APOSC_05973	OFUSG03258.1.p1
OG0000924	APOSC_27606	OFUSG11554.1.p1
OG0000924	APOSC_19207	OFUSG03114.1.p1, OFUSG02502.1.p1
OG0000924	APOSC_08247	OFUSG06690.1.p1, OFUSG06690.2.p1
OG0000925	APOSC_04534	OFUSG21493.1.p1
OG0000925	APOSC_05628	OFUSG25811.2.p1, OFUSG25811.1.p1
OG0000926	APOSC_08443	OFUSG01340.1.p1, OFUSG20594.1.p1
OG0000926	APOSC_09291	OFUSG01342.1.p1, OFUSG01342.2.p1
OG0000926	APOSC_26871	OFUSG20595.2.p1, OFUSG20595.1.p1
OG0000927	APOSC_02135	OFUSG26854.1.p1
OG0000928	APOSC_19235, APOSC_19234, APOSC_19236	OFUSG08901.1.p1
OG0000929	APOSC_07152, APOSC_28960	OFUSG01585.1.p1
OG0000930	APOSC_24570	OFUSG14486.1.p1
OG0000931	APOSC_10285	OFUSG05884.5.p1, OFUSG05884.3.p1, OFUSG05884.4.p1, OFUSG05884.2.p1, OFUSG05884.1.p1
OG0000932	APOSC_27821, APOSC_27820	OFUSG22608.1.p1
OG0000933	APOSC_28945	OFUSG11577.2.p1, OFUSG11577.1.p1
OG0000934	APOSC_15771	OFUSG01031.1.p1
OG0000934	APOSC_01130	OFUSG08244.1.p1
OG0000935	APOSC_07475	OFUSG16551.1.p1
OG0000937	APOSC_21568	OFUSG05865.1.p1
OG0000943	APOSC_21318	OFUSG10222.1.p1
OG0000943	APOSC_16658	OFUSG24129.1.p1
OG0000944	APOSC_18987	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1
OG0000945	APOSC_00213	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1
OG0000946	APOSC_29057	OFUSG01913.2.p1, OFUSG01913.1.p1
OG0000947	APOSC_14595	OFUSG17100.1.p1
OG0000949	APOSC_12498	OFUSG01898.1.p1, OFUSG21190.1.p1, OFUSG20002.1.p1
OG0000951	APOSC_13115, APOSC_13394	OFUSG09305.1.p1
OG0000952	APOSC_07711	OFUSG02484.1.p1
OG0000952	APOSC_03764, APOSC_03765	OFUSG02485.1.p1
OG0000953	APOSC_11055, APOSC_00862	OFUSG13123.1.p1, OFUSG15200.1.p1, OFUSG23505.1.p1
OG0000954	APOSC_16116, APOSC_16117	OFUSG16223.1.p1
OG0000954	APOSC_17406, APOSC_17405	OFUSG04263.1.p1
OG0000955	APOSC_05735	OFUSG21035.1.p1
OG0000955	APOSC_04505	OFUSG02908.1.p1
OG0000956	APOSC_17529, APOSC_04093, APOSC_26804, APOSC_26802, APOSC_05305, APOSC_09898, APOSC_08222, APOSC_12331, APOSC_19178, APOSC_00274, APOSC_05123, APOSC_03874	OFUSG25963.1.p1
OG0000957	APOSC_18814	OFUSG09505.1.p1, OFUSG09505.2.p1
OG0000958	APOSC_18169	OFUSG06196.1.p1, OFUSG06197.1.p1, OFUSG06896.1.p1
OG0000960	APOSC_11917, APOSC_11916	OFUSG05056.1.p1
OG0000963	APOSC_02511	OFUSG18073.1.p1
OG0000963	APOSC_02848	OFUSG26256.1.p1
OG0000964	APOSC_14870, APOSC_13280, APOSC_13279, APOSC_13425, APOSC_28264	OFUSG10365.1.p1, OFUSG20587.1.p1, OFUSG20586.1.p1, OFUSG20586.2.p1
OG0000965	APOSC_23312, APOSC_23311	OFUSG10177.1.p1
OG0000965	APOSC_09972	OFUSG05283.1.p1
OG0000966	APOSC_26602	OFUSG15060.2.p1, OFUSG15060.1.p1
OG0000967	APOSC_19736	OFUSG03652.1.p1
OG0000967	APOSC_16830, APOSC_16829, APOSC_28756	OFUSG18109.1.p1
OG0000968	APOSC_16459	OFUSG01481.1.p1, OFUSG01481.2.p1, OFUSG01481.3.p1
OG0000968	APOSC_20513	OFUSG15086.1.p1
OG0000969	APOSC_12423, APOSC_09810, APOSC_13652, APOSC_17711, APOSC_15123	OFUSG16049.1.p1, OFUSG16049.2.p1
OG0000970	APOSC_22645	OFUSG24111.1.p1
OG0000971	APOSC_04524	OFUSG15922.1.p1, OFUSG15916.1.p1, OFUSG15886.1.p1, OFUSG15885.1.p1
OG0000971	APOSC_23034, APOSC_00944, APOSC_00943, APOSC_00942, APOSC_23033	OFUSG15894.2.p1, OFUSG15894.1.p1
OG0000972	APOSC_08203	OFUSG22451.1.p1
OG0000972	APOSC_06797	OFUSG10857.2.p1, OFUSG10857.1.p1
OG0000974	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468	OFUSG12017.1.p1
OG0000976	APOSC_05275	OFUSG10263.2.p1, OFUSG10263.1.p1, OFUSG10262.1.p1, OFUSG10264.2.p1, OFUSG10264.1.p1, OFUSG18417.2.p1, OFUSG18417.1.p1, OFUSG03178.1.p1, OFUSG03178.2.p1
OG0000977	APOSC_07409	OFUSG22964.1.p1
OG0000977	APOSC_00474	OFUSG13628.1.p1
OG0000977	APOSC_21228	OFUSG06856.1.p1, OFUSG16299.1.p1, OFUSG16299.2.p1
OG0000978	APOSC_07678	OFUSG05262.1.p1
OG0000979	APOSC_15019, APOSC_17422	OFUSG20447.2.p1, OFUSG20447.1.p1
OG0000981	APOSC_22053, APOSC_15946, APOSC_14553, APOSC_08758	OFUSG25031.3.p1, OFUSG25031.2.p1, OFUSG25031.1.p1, OFUSG04727.1.p1
OG0000981	APOSC_19493	OFUSG03861.1.p1
OG0000982	APOSC_05256, APOSC_05255	OFUSG16732.3.p1, OFUSG16732.2.p1, OFUSG16732.1.p1, OFUSG16732.4.p1, OFUSG16732.5.p1
OG0000984	APOSC_25696	OFUSG19991.1.p1
OG0000984	APOSC_17895	OFUSG25577.1.p1
OG0000984	APOSC_05077	OFUSG07902.1.p1
OG0000985	APOSC_19761	OFUSG11040.1.p1
OG0000986	APOSC_14086, APOSC_10314, APOSC_22933, APOSC_16486, APOSC_14087, APOSC_17601	OFUSG09980.1.p1
OG0000987	APOSC_18102	OFUSG21084.2.p1, OFUSG21084.1.p1
OG0000988	APOSC_04357, APOSC_13757	OFUSG21531.1.p1
OG0000989	APOSC_07241, APOSC_07240, APOSC_07242	OFUSG21595.2.p1, OFUSG21595.1.p1, OFUSG14205.1.p1, OFUSG01995.1.p1, OFUSG03735.1.p1, OFUSG03280.1.p1, OFUSG01996.1.p1, OFUSG18238.1.p1, OFUSG14204.1.p1, OFUSG20701.1.p1, OFUSG02051.1.p1
OG0000992	APOSC_22971	OFUSG18155.1.p1, OFUSG18156.1.p1
OG0000992	APOSC_24901	OFUSG06018.1.p1
OG0000993	APOSC_07451, APOSC_07452, APOSC_27467, APOSC_25800, APOSC_25799, APOSC_15824, APOSC_13161, APOSC_04147, APOSC_15770, APOSC_07683, APOSC_01705, APOSC_24726, APOSC_24727, APOSC_23319, APOSC_04797, APOSC_28883, APOSC_17603	OFUSG09454.1.p1, OFUSG09454.2.p1
OG0000994	APOSC_21838	OFUSG05737.1.p1
OG0000994	APOSC_16646	OFUSG19359.1.p1
OG0000995	APOSC_26873, APOSC_26872	OFUSG10864.1.p1, OFUSG10864.2.p1, OFUSG10864.3.p1
OG0000996	APOSC_26134, APOSC_26133	OFUSG14358.1.p1
OG0000998	APOSC_02804	OFUSG00656.2.p1, OFUSG00656.1.p1
OG0000999	APOSC_24853, APOSC_24852	OFUSG00108.1.p1
OG0001001	APOSC_09664	OFUSG14675.1.p1
OG0001002	APOSC_12230	OFUSG15973.1.p1, OFUSG16764.2.p1, OFUSG16764.1.p1
OG0001003	APOSC_02292	OFUSG24187.1.p1
OG0001004	APOSC_07819	OFUSG26573.1.p1, OFUSG26573.2.p1
OG0001005	APOSC_05744, APOSC_05743, APOSC_05745	OFUSG06280.1.p1
OG0001006	APOSC_03092, APOSC_20430	OFUSG07003.3.p1, OFUSG07003.1.p1, OFUSG07003.2.p1
OG0001006	APOSC_16381	OFUSG17480.1.p1
OG0001007	APOSC_06868, APOSC_06866	OFUSG08050.1.p1, OFUSG08050.2.p1
OG0001008	APOSC_03246, APOSC_08619	OFUSG01608.1.p1
OG0001009	APOSC_04114, APOSC_04113	OFUSG10206.1.p1
OG0001009	APOSC_07787	OFUSG03141.1.p1, OFUSG10208.1.p1, OFUSG06733.1.p1, OFUSG03374.1.p1, OFUSG20943.1.p1
OG0001016	APOSC_19695	OFUSG16289.1.p1
OG0001016	APOSC_06741	OFUSG17257.1.p1
OG0001017	APOSC_27698, APOSC_27697	OFUSG13590.3.p1, OFUSG13590.1.p1, OFUSG13590.2.p1
OG0001018	APOSC_00082	OFUSG20884.1.p1
OG0001018	APOSC_00204	OFUSG25182.1.p1
OG0001020	APOSC_19035, APOSC_03809, APOSC_04876, APOSC_08003, APOSC_18077, APOSC_18075, APOSC_08002, APOSC_20116, APOSC_18076, APOSC_25790, APOSC_24607, APOSC_00226, APOSC_00227, APOSC_17577, APOSC_04925, APOSC_19171, APOSC_16621, APOSC_08412	OFUSG16974.1.p1
OG0001022	APOSC_27056, APOSC_27057	OFUSG14113.1.p1, OFUSG14117.1.p1
OG0001023	APOSC_14370	OFUSG01359.1.p1
OG0001024	APOSC_15001	OFUSG17905.1.p1
OG0001025	APOSC_04483	OFUSG22144.1.p1
OG0001026	APOSC_16961, APOSC_16960	OFUSG10458.1.p1
OG0001027	APOSC_27148, APOSC_06988, APOSC_05293, APOSC_24821, APOSC_27692	OFUSG15315.1.p1
OG0001028	APOSC_08654	OFUSG08945.1.p1, OFUSG08945.2.p1
OG0001029	APOSC_00202	OFUSG23212.2.p1, OFUSG23212.1.p1
OG0001030	APOSC_09604	OFUSG09158.1.p1
OG0001030	APOSC_11729	OFUSG11700.1.p1
OG0001031	APOSC_26056	OFUSG10916.2.p1, OFUSG10916.3.p1, OFUSG10916.1.p1, OFUSG10915.1.p1
OG0001032	APOSC_22643, APOSC_22642	OFUSG05074.1.p1, OFUSG07488.1.p1, OFUSG07488.2.p1
OG0001033	APOSC_15664	OFUSG17922.1.p1
OG0001033	APOSC_27603	OFUSG07728.1.p1, OFUSG07728.2.p1
OG0001034	APOSC_15657, APOSC_15659, APOSC_15656, APOSC_15658	OFUSG04414.1.p1
OG0001036	APOSC_22682	OFUSG23486.1.p1
OG0001038	APOSC_19793	OFUSG06632.3.p1, OFUSG06632.1.p1, OFUSG06632.2.p1, OFUSG06632.4.p1
OG0001039	APOSC_04027	OFUSG22530.1.p1
OG0001039	APOSC_21961, APOSC_21960	OFUSG18772.1.p1
OG0001041	APOSC_25866, APOSC_28586, APOSC_02528, APOSC_05089	OFUSG24963.1.p1, OFUSG04474.1.p1, OFUSG06262.1.p1, OFUSG24957.1.p1
OG0001042	APOSC_11804, APOSC_11802, APOSC_11803	OFUSG18717.1.p1, OFUSG18717.2.p1
OG0001043	APOSC_02147, APOSC_15918, APOSC_25991	OFUSG17849.1.p1, OFUSG17610.1.p1, OFUSG17609.1.p1
OG0001044	APOSC_09771	OFUSG23994.1.p1
OG0001045	APOSC_25428, APOSC_17544	OFUSG25451.1.p1, OFUSG13837.1.p1
OG0001046	APOSC_10057	OFUSG10400.1.p1
OG0001047	APOSC_09711, APOSC_09712	OFUSG13920.1.p1
OG0001048	APOSC_27676, APOSC_08099	OFUSG11109.1.p1
OG0001049	APOSC_13075	OFUSG17397.1.p1
OG0001049	APOSC_00313	OFUSG21106.1.p1
OG0001050	APOSC_28063	OFUSG06846.1.p1, OFUSG09204.1.p1, OFUSG19968.1.p1, OFUSG09691.1.p1
OG0001052	APOSC_21889	OFUSG10412.2.p1, OFUSG10412.1.p1
OG0001052	APOSC_07407	OFUSG10259.2.p1, OFUSG10259.1.p1
OG0001053	APOSC_25635	OFUSG16393.1.p1
OG0001053	APOSC_21499	OFUSG18424.1.p1
OG0001054	APOSC_23483	OFUSG18430.1.p1, OFUSG18550.2.p1, OFUSG18550.1.p1
OG0001055	APOSC_10851, APOSC_16805, APOSC_03145, APOSC_17030, APOSC_17029	OFUSG01701.1.p1, OFUSG25546.1.p1, OFUSG23915.1.p1, OFUSG26007.1.p1
OG0001057	APOSC_03585, APOSC_19431, APOSC_13058	OFUSG10093.2.p1, OFUSG10093.1.p1
OG0001058	APOSC_03274, APOSC_08093, APOSC_03275	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1
OG0001059	APOSC_04077	OFUSG12920.1.p1, OFUSG12926.1.p1, OFUSG12919.1.p1
OG0001060	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253	OFUSG03037.1.p1
OG0001061	APOSC_21195, APOSC_17050, APOSC_16833, APOSC_16832	OFUSG03847.1.p1
OG0001061	APOSC_15699	OFUSG01368.1.p1, OFUSG01367.1.p1
OG0001062	APOSC_18657	OFUSG17199.1.p1, OFUSG17199.2.p1
OG0001063	APOSC_06298, APOSC_18602	OFUSG11469.1.p1
OG0001063	APOSC_25113, APOSC_25112	OFUSG12080.1.p1
OG0001065	APOSC_06320	OFUSG12064.1.p1
OG0001065	APOSC_24476, APOSC_06121	OFUSG19171.2.p1, OFUSG19171.1.p1, OFUSG05697.1.p1, OFUSG05698.1.p1, OFUSG11303.1.p1
OG0001066	APOSC_18530	OFUSG05685.1.p1
OG0001067	APOSC_06521	OFUSG12106.1.p1, OFUSG11202.1.p1, OFUSG08267.1.p1
OG0001068	APOSC_05419	OFUSG20968.4.p1, OFUSG20968.1.p1, OFUSG20968.2.p1, OFUSG20968.3.p1
OG0001072	APOSC_21913	OFUSG14989.1.p1, OFUSG14989.2.p1
OG0001072	APOSC_13810, APOSC_10950, APOSC_17931	OFUSG23887.1.p1, OFUSG23887.2.p1
OG0001073	APOSC_26376	OFUSG03347.1.p1
OG0001075	APOSC_01609	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1
OG0001076	APOSC_12173	OFUSG03330.1.p1
OG0001077	APOSC_11437	OFUSG15956.1.p1, OFUSG15957.1.p1
OG0001077	APOSC_00506	OFUSG04687.1.p1, OFUSG04688.1.p1, OFUSG04034.1.p1
OG0001078	APOSC_27568	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1
OG0001079	APOSC_10027	OFUSG06804.1.p1
OG0001080	APOSC_05170	OFUSG16677.1.p1
OG0001080	APOSC_12416	OFUSG00008.1.p1
OG0001081	APOSC_07539	OFUSG14342.1.p1, OFUSG07840.1.p1
OG0001082	APOSC_13677	OFUSG04037.1.p1
OG0001083	APOSC_11163	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1
OG0001084	APOSC_05222	OFUSG00659.1.p1, OFUSG00659.2.p1
OG0001085	APOSC_12993, APOSC_12994	OFUSG06361.1.p1
OG0001086	APOSC_17266, APOSC_17267	OFUSG12287.2.p1, OFUSG12287.1.p1
OG0001087	APOSC_15373	OFUSG17195.1.p1
OG0001087	APOSC_26830, APOSC_27823, APOSC_20349, APOSC_08087, APOSC_02362, APOSC_03286, APOSC_03287, APOSC_03281, APOSC_02234, APOSC_02233, APOSC_02235, APOSC_02232, APOSC_02231, APOSC_02230, APOSC_03284, APOSC_03283, APOSC_03285, APOSC_03282, APOSC_03288	OFUSG21462.1.p1
OG0001088	APOSC_19644	OFUSG12190.1.p1
OG0001088	APOSC_08580	OFUSG15120.4.p1, OFUSG15120.1.p1, OFUSG15120.2.p1, OFUSG15120.3.p1
OG0001089	APOSC_27366	OFUSG19616.1.p1
OG0001091	APOSC_06445	OFUSG17661.2.p1, OFUSG17661.1.p1
OG0001092	APOSC_09742	OFUSG02473.1.p1
OG0001094	APOSC_16150, APOSC_26607, APOSC_01941	OFUSG12462.1.p1
OG0001094	APOSC_20471, APOSC_27561, APOSC_22898	OFUSG05532.1.p1
OG0001095	APOSC_09493	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1
OG0001102	APOSC_16629	OFUSG12472.1.p1
OG0001102	APOSC_08185	OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1
OG0001103	APOSC_04714	OFUSG12330.1.p1
OG0001103	APOSC_00044	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1
OG0001104	APOSC_01233, APOSC_01232	OFUSG23716.1.p1
OG0001105	APOSC_29086	OFUSG16233.2.p1, OFUSG16233.1.p1, OFUSG16233.4.p1, OFUSG16233.3.p1
OG0001105	APOSC_22089	OFUSG18002.1.p1
OG0001105	APOSC_10933	OFUSG25355.1.p1
OG0001106	APOSC_10543	OFUSG09718.2.p1, OFUSG09718.1.p1, OFUSG06264.1.p1, OFUSG06257.1.p1
OG0001107	APOSC_02863, APOSC_02862	OFUSG24708.1.p1
OG0001108	APOSC_04910	OFUSG17063.1.p1
OG0001108	APOSC_18668	OFUSG24077.2.p1, OFUSG24077.1.p1
OG0001109	APOSC_01699	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1
OG0001110	APOSC_02158	OFUSG08273.1.p1, OFUSG08276.1.p1
OG0001111	APOSC_27166	OFUSG05334.1.p1
OG0001111	APOSC_15386	OFUSG11298.1.p1
OG0001111	APOSC_13725	OFUSG11299.1.p1
OG0001112	APOSC_22649, APOSC_22648, APOSC_22650	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1
OG0001113	APOSC_04032	OFUSG01933.1.p1
OG0001113	APOSC_01852	OFUSG14818.1.p1
OG0001114	APOSC_06726	OFUSG04229.1.p1
OG0001115	APOSC_25449	OFUSG04191.1.p1
OG0001118	APOSC_16049, APOSC_28446	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1
