Orthogroup	APOSC_ok	BRALA
OG0001280	APOSC_27519, APOSC_27518	BRALA09515
OG0001281	APOSC_05353	BRALA30159
OG0001282	APOSC_02603, APOSC_02605, APOSC_02604	BRALA02372
OG0001284	APOSC_07511	BRALA14486
OG0001284	APOSC_23659	BRALA09529
OG0001285	APOSC_22604, APOSC_22605	BRALA34142
OG0001286	APOSC_05067	BRALA27842
OG0001287	APOSC_06831	BRALA08199
OG0001288	APOSC_05127	BRALA01391
OG0001289	APOSC_26710, APOSC_18302	BRALA17557
OG0001290	APOSC_26089	BRALA17572
OG0001291	APOSC_25701	BRALA17947
OG0001292	APOSC_09434, APOSC_09433	BRALA14445
OG0001293	APOSC_02639	BRALA33561, BRALA26881
OG0001294	APOSC_15979, APOSC_15980, APOSC_15981	BRALA29575
OG0001295	APOSC_18506, APOSC_18505	BRALA00094
OG0001296	APOSC_21716	BRALA22582
OG0001297	APOSC_13620, APOSC_10275	BRALA23851
OG0001300	APOSC_24410, APOSC_00939	BRALA05943, BRALA27824
OG0001302	APOSC_13642	BRALA01346
OG0001302	APOSC_27436	BRALA17951
OG0001305	APOSC_04550	BRALA10193
OG0001306	APOSC_25565	BRALA05038
OG0001306	APOSC_16313	BRALA19534
OG0001307	APOSC_15165, APOSC_17722	BRALA31843, BRALA29890, BRALA31676
OG0001308	APOSC_19468	BRALA03706
OG0001309	APOSC_28082, APOSC_26759	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331
OG0001310	APOSC_16039	BRALA22585
OG0001310	APOSC_12794	BRALA27863
OG0001311	APOSC_06535, APOSC_06536	BRALA10689, BRALA14115
OG0001311	APOSC_26409	BRALA14116
OG0001312	APOSC_18881, APOSC_02695, APOSC_01193, APOSC_01192	BRALA29353
OG0001313	APOSC_28195	BRALA24478, BRALA24480, BRALA24479, BRALA24001, BRALA11759
OG0001314	APOSC_01897, APOSC_01896, APOSC_15067, APOSC_15068, APOSC_26629, APOSC_11409	BRALA35509
OG0001316	APOSC_24096, APOSC_24095	BRALA15900
OG0001317	APOSC_08113	BRALA12724
OG0001318	APOSC_20047	BRALA08906
OG0001318	APOSC_08207	BRALA01956
OG0001319	APOSC_07704	BRALA24213
OG0001320	APOSC_12164	BRALA25109
OG0001321	APOSC_09384	BRALA08021
OG0001322	APOSC_08768	BRALA09871
OG0001322	APOSC_06842	BRALA13321
OG0001323	APOSC_20876	BRALA31053
OG0001324	APOSC_00820	BRALA33648
OG0001325	APOSC_01729	BRALA04015
OG0001326	APOSC_23911	BRALA24570
OG0001327	APOSC_03248	BRALA10354
OG0001327	APOSC_16461	BRALA19771
OG0001329	APOSC_28234	BRALA32195, BRALA12680
OG0001330	APOSC_03934, APOSC_03936, APOSC_03935	BRALA23942
OG0001331	APOSC_17937	BRALA34572, BRALA33928
OG0001332	APOSC_22470	BRALA00789
OG0001332	APOSC_17203, APOSC_16944, APOSC_26743	BRALA05167
OG0001334	APOSC_20945, APOSC_25654, APOSC_05639, APOSC_05641, APOSC_05640, APOSC_05638	BRALA30809, BRALA27173
OG0001335	APOSC_04738	BRALA21645
OG0001337	APOSC_17535	BRALA09464
OG0001337	APOSC_06896	BRALA01268
OG0001339	APOSC_19890	BRALA16667, BRALA16668
OG0001341	APOSC_25206	BRALA12816
OG0001344	APOSC_01831	BRALA03869
OG0001345	APOSC_20488	BRALA20076, BRALA00376
OG0001348	APOSC_29007, APOSC_29008	BRALA16187
OG0001350	APOSC_19044	BRALA27720
OG0001351	APOSC_12255, APOSC_12254	BRALA24199
OG0001352	APOSC_09016, APOSC_09015, APOSC_00670, APOSC_22722, APOSC_00899	BRALA06260
OG0001353	APOSC_25721	BRALA23222, BRALA23221
OG0001353	APOSC_14654	BRALA33739
OG0001353	APOSC_27272	BRALA35185
OG0001354	APOSC_27231	BRALA17798
OG0001354	APOSC_23529	BRALA25624
OG0001355	APOSC_12249	BRALA32786
OG0001356	APOSC_18143	BRALA19061, BRALA17347
OG0001357	APOSC_06611	BRALA15175
OG0001359	APOSC_05796	BRALA16599
OG0001360	APOSC_03141, APOSC_03140	BRALA24912
OG0001361	APOSC_10076	BRALA08920
OG0001362	APOSC_07416, APOSC_07418	BRALA13959, BRALA29842
OG0001363	APOSC_13047, APOSC_04146, APOSC_25033	BRALA22243
OG0001364	APOSC_01652	BRALA08614
OG0001365	APOSC_19776, APOSC_19497, APOSC_08816, APOSC_19184	BRALA19433
OG0001366	APOSC_16257	BRALA16997
OG0001367	APOSC_02909	BRALA15242
OG0001368	APOSC_19224	BRALA09700, BRALA10312, BRALA10834
OG0001369	APOSC_00594, APOSC_00593	BRALA10956
OG0001370	APOSC_20803, APOSC_20802, APOSC_05081	BRALA16806
OG0001370	APOSC_27098	BRALA14045
OG0001371	APOSC_04765, APOSC_24656, APOSC_24655, APOSC_12215	BRALA26374, BRALA06219, BRALA06218, BRALA06220
OG0001372	APOSC_07222	BRALA19110
OG0001373	APOSC_10593	BRALA10384
OG0001374	APOSC_13404	BRALA26737
OG0001375	APOSC_04608	BRALA16842
OG0001375	APOSC_01077	BRALA15116
OG0001376	APOSC_00252	BRALA20906
OG0001377	APOSC_17837	BRALA25843, BRALA01464, BRALA01463, BRALA18909, BRALA17460, BRALA13854
OG0001378	APOSC_25235	BRALA16333
OG0001379	APOSC_16176	BRALA23817
OG0001380	APOSC_08860, APOSC_27915	BRALA19207, BRALA19208
OG0001381	APOSC_12542, APOSC_12541, APOSC_12540, APOSC_12539	BRALA09523
OG0001382	APOSC_27796, APOSC_27799, APOSC_27795, APOSC_27797, APOSC_27798	BRALA23866
OG0001384	APOSC_23265	BRALA12204
OG0001389	APOSC_23942	BRALA22941
OG0001394	APOSC_06779, APOSC_06780	BRALA31862
OG0001395	APOSC_17993	BRALA15754
OG0001397	APOSC_16804	BRALA25855
OG0001397	APOSC_15929	BRALA09927
OG0001398	APOSC_28642	BRALA10918, BRALA10792
OG0001399	APOSC_04275	BRALA06146
OG0001399	APOSC_15359	BRALA22380
OG0001400	APOSC_16578, APOSC_16577	BRALA04732
OG0001401	APOSC_19541	BRALA10783, BRALA04608, BRALA01709, BRALA02298, BRALA01710, BRALA23784, BRALA04269
OG0001402	APOSC_08403, APOSC_08404	BRALA26708
OG0001403	APOSC_22719	BRALA14932, BRALA09650, BRALA23378, BRALA25402
OG0001404	APOSC_26753	BRALA05435
OG0001405	APOSC_27750	BRALA22383
OG0001405	APOSC_16445	BRALA05583
OG0001406	APOSC_16330	BRALA14289
OG0001408	APOSC_19450, APOSC_19451	BRALA20622
OG0001409	APOSC_14068, APOSC_14069	BRALA30797
OG0001410	APOSC_18435	BRALA31201
OG0001410	APOSC_02633	BRALA20220
OG0001411	APOSC_10503, APOSC_27904	BRALA11764
OG0001412	APOSC_01814, APOSC_01813, APOSC_01812	BRALA11457
OG0001413	APOSC_20512	BRALA29483
OG0001413	APOSC_06316	BRALA13507
OG0001414	APOSC_07127	BRALA32132
OG0001414	APOSC_08515	BRALA13859
OG0001415	APOSC_10475, APOSC_25795	BRALA28922
OG0001416	APOSC_03441	BRALA05590
OG0001417	APOSC_22003	BRALA04649
OG0001418	APOSC_27061	BRALA01078
OG0001419	APOSC_12852	BRALA10891
OG0001420	APOSC_10402	BRALA30793
OG0001421	APOSC_15996	BRALA21204
OG0001422	APOSC_14929	BRALA00576
OG0001423	APOSC_06986, APOSC_06987	BRALA27549
OG0001424	APOSC_09916	BRALA07796
OG0001424	APOSC_21376	BRALA01936
OG0001425	APOSC_26741, APOSC_26740	BRALA01395, BRALA23464
OG0001426	APOSC_20670, APOSC_20669	BRALA05645
OG0001427	APOSC_07658	BRALA18499, BRALA18498
OG0001428	APOSC_06360, APOSC_19650, APOSC_18933, APOSC_19652, APOSC_19651	BRALA05407
OG0001429	APOSC_27011, APOSC_27010, APOSC_09991, APOSC_27009, APOSC_22153	BRALA31269
OG0001430	APOSC_10425	BRALA24398
OG0001431	APOSC_03549, APOSC_03550	BRALA18565
OG0001433	APOSC_21534, APOSC_21533	BRALA16638
OG0001434	APOSC_12550	BRALA19313
OG0001435	APOSC_11484	BRALA14463
OG0001436	APOSC_05330, APOSC_05328, APOSC_05329	BRALA04579
OG0001437	APOSC_06789	BRALA17173, BRALA21217
OG0001439	APOSC_11256	BRALA11220
OG0001440	APOSC_20481	BRALA04659
OG0001440	APOSC_24861	BRALA20555
OG0001441	APOSC_07931	BRALA01822
OG0001442	APOSC_00669	BRALA19668
OG0001444	APOSC_16896, APOSC_02974, APOSC_25461	BRALA25397, BRALA24067
OG0001445	APOSC_01766	BRALA11531
OG0001446	APOSC_25660	BRALA27674
OG0001447	APOSC_07024, APOSC_07026, APOSC_07025, APOSC_07023	BRALA13329
OG0001448	APOSC_27362	BRALA01424
OG0001449	APOSC_12099	BRALA16673
OG0001449	APOSC_00496	BRALA07054
OG0001451	APOSC_16226	BRALA01804
OG0001451	APOSC_16661	BRALA02256
OG0001452	APOSC_06149	BRALA16822
OG0001453	APOSC_02976	BRALA04379
OG0001455	APOSC_20486	BRALA05122
OG0001456	APOSC_10360, APOSC_00503	BRALA15558
OG0001457	APOSC_00612	BRALA16646, BRALA16644
OG0001459	APOSC_03007, APOSC_19515	BRALA19924
OG0001460	APOSC_17898	BRALA14210
OG0001460	APOSC_12171	BRALA23956
OG0001461	APOSC_22593, APOSC_22594	BRALA06116
OG0001462	APOSC_13848	BRALA13313
OG0001463	APOSC_16275	BRALA05503, BRALA20800, BRALA07681, BRALA19623, BRALA19618
OG0001464	APOSC_00690	BRALA06889
OG0001465	APOSC_28148, APOSC_09134	BRALA08552, BRALA08555, BRALA14422
OG0001466	APOSC_10971	BRALA02000
OG0001466	APOSC_14104	BRALA06618
OG0001467	APOSC_21011	BRALA17547, BRALA18447
OG0001467	APOSC_12095	BRALA11204, BRALA15279
OG0001468	APOSC_26571	BRALA04572
OG0001469	APOSC_12521	BRALA11811
OG0001470	APOSC_15496	BRALA29321, BRALA35553
OG0001471	APOSC_24100, APOSC_22707, APOSC_03922	BRALA18619, BRALA02210, BRALA16032
OG0001471	APOSC_16175	BRALA06129
OG0001471	APOSC_27731	BRALA24443
OG0001472	APOSC_03478	BRALA14063
OG0001472	APOSC_26882	BRALA22363
OG0001473	APOSC_25378, APOSC_24554	BRALA03292, BRALA33985
OG0001474	APOSC_00391	BRALA09018
OG0001474	APOSC_28339	BRALA10385
OG0001475	APOSC_19285, APOSC_00671	BRALA05604
OG0001476	APOSC_20045	BRALA24804
OG0001477	APOSC_14113, APOSC_09877	BRALA11225
OG0001478	APOSC_12978	BRALA15252
OG0001479	APOSC_29168	BRALA03008
OG0001480	APOSC_05352	BRALA11374
OG0001481	APOSC_24916	BRALA21598
OG0001482	APOSC_19050	BRALA29699
OG0001483	APOSC_19787	BRALA11420
OG0001483	APOSC_20800	BRALA11722
OG0001484	APOSC_25021, APOSC_13556	BRALA22671
OG0001486	APOSC_27432	BRALA08931
OG0001487	APOSC_08783	BRALA20247
OG0001488	APOSC_25402, APOSC_03875	BRALA24192
OG0001488	APOSC_09269	BRALA24189
OG0001490	APOSC_22165	BRALA26116
OG0001491	APOSC_15425, APOSC_15426	BRALA10451
OG0001492	APOSC_14714	BRALA14954
OG0001493	APOSC_12580	BRALA03740
OG0001494	APOSC_05164	BRALA34869, BRALA22997, BRALA04759, BRALA26422, BRALA23799, BRALA07878, BRALA07876
OG0001495	APOSC_01292	BRALA09380
OG0001496	APOSC_13192, APOSC_06926	BRALA11939, BRALA23998, BRALA33660, BRALA11958
OG0001500	APOSC_10163, APOSC_10164	BRALA11705
OG0001501	APOSC_12106, APOSC_12104, APOSC_12107	BRALA26158
OG0001502	APOSC_05753, APOSC_21241	BRALA06307
OG0001503	APOSC_07503	BRALA13476
OG0001503	APOSC_29093	BRALA11114
OG0001504	APOSC_05548	BRALA28116, BRALA35187
OG0001505	APOSC_22405, APOSC_28266, APOSC_14626, APOSC_02151, APOSC_07032	BRALA04433, BRALA27762, BRALA26671, BRALA17368
OG0001506	APOSC_17974, APOSC_17975	BRALA05725
OG0001507	APOSC_20414	BRALA34079
OG0001508	APOSC_21339, APOSC_21338	BRALA28941
OG0001509	APOSC_27811	BRALA12089
OG0001510	APOSC_12053, APOSC_12055	BRALA34652, BRALA01122
OG0001511	APOSC_07488, APOSC_26249	BRALA35622
OG0001512	APOSC_13901	BRALA04162
OG0001516	APOSC_04613, APOSC_04614	BRALA05014
OG0001517	APOSC_10273	BRALA15345, BRALA01055, BRALA01054
OG0001518	APOSC_04576, APOSC_19442, APOSC_19441	BRALA12776
OG0001519	APOSC_04846	BRALA01688
OG0001520	APOSC_18603	BRALA14767
OG0001521	APOSC_26269	BRALA22864, BRALA07614, BRALA09139, BRALA09147
OG0001522	APOSC_05577	BRALA29451
OG0001522	APOSC_16037	BRALA01706, BRALA15136
OG0001523	APOSC_03544, APOSC_08741	BRALA25534
OG0001524	APOSC_18612	BRALA33381
OG0001524	APOSC_18631	BRALA27325
OG0001526	APOSC_21222, APOSC_12286	BRALA10086
OG0001527	APOSC_26650	BRALA23937
OG0001527	APOSC_04022	BRALA19992
OG0001528	APOSC_14510	BRALA26789
OG0001529	APOSC_03920	BRALA15428
OG0001530	APOSC_25625	BRALA33210
OG0001531	APOSC_14320	BRALA21412
OG0001532	APOSC_13448	BRALA15767
OG0001533	APOSC_28817, APOSC_28816	BRALA11358, BRALA21080, BRALA17503
OG0001534	APOSC_07636	BRALA06233
OG0001536	APOSC_15383	BRALA06104, BRALA20689, BRALA13363
OG0001538	APOSC_23666, APOSC_28290, APOSC_04002	BRALA30154, BRALA10212, BRALA19183
OG0001538	APOSC_00066	BRALA04991, BRALA10213, BRALA10214, BRALA19182, BRALA29463
OG0001545	APOSC_17565	BRALA01668
OG0001546	APOSC_12494	BRALA34422
OG0001547	APOSC_27934, APOSC_28129, APOSC_16670	BRALA18162
OG0001549	APOSC_07982, APOSC_07983	BRALA09715
OG0001550	APOSC_07390, APOSC_17696	BRALA18559
OG0001550	APOSC_09615, APOSC_26524	BRALA22178, BRALA33216
OG0001551	APOSC_25143	BRALA31004
OG0001552	APOSC_04223, APOSC_20203	BRALA12708
OG0001553	APOSC_17818, APOSC_17817, APOSC_17816	BRALA03739
OG0001554	APOSC_12359	BRALA27979
OG0001557	APOSC_10213	BRALA07630
OG0001557	APOSC_21247	BRALA18983
OG0001558	APOSC_12692	BRALA21818
OG0001559	APOSC_06915	BRALA30365
OG0001560	APOSC_19389	BRALA27054
OG0001561	APOSC_03964	BRALA27873, BRALA35814, BRALA27872
OG0001563	APOSC_15535, APOSC_15427, APOSC_27127, APOSC_21984	BRALA16659, BRALA25832, BRALA18213, BRALA15065
OG0001564	APOSC_06037, APOSC_06038	BRALA13673
OG0001565	APOSC_04430	BRALA25777, BRALA28970
OG0001566	APOSC_18241, APOSC_18242, APOSC_18244, APOSC_18243	BRALA12270
OG0001570	APOSC_29138	BRALA00935
OG0001570	APOSC_24457	BRALA17639
OG0001571	APOSC_08835	BRALA16523
OG0001571	APOSC_26437, APOSC_26436, APOSC_26438	BRALA17050
OG0001572	APOSC_16015, APOSC_16016	BRALA16186
OG0001572	APOSC_02447	BRALA31604
OG0001573	APOSC_24147, APOSC_24146	BRALA01224
OG0001574	APOSC_16952, APOSC_16951	BRALA10408
OG0001575	APOSC_20344	BRALA12711
OG0001576	APOSC_19353, APOSC_19354	BRALA09477
OG0001578	APOSC_25871	BRALA11454
OG0001579	APOSC_00205	BRALA03709
OG0001580	APOSC_04582, APOSC_04583	BRALA20586
OG0001581	APOSC_12012	BRALA25126, BRALA24401, BRALA23458, BRALA23457, BRALA23456
OG0001582	APOSC_09174	BRALA28423
OG0001583	APOSC_05042, APOSC_05043, APOSC_05041	BRALA27471
OG0001584	APOSC_24188	BRALA28222
OG0001588	APOSC_15207, APOSC_00877, APOSC_03221, APOSC_03881, APOSC_01710, APOSC_02512	BRALA12555
OG0001589	APOSC_14644	BRALA16725
OG0001590	APOSC_05334, APOSC_06008, APOSC_06664	BRALA01640, BRALA01639, BRALA01637
OG0001592	APOSC_24168, APOSC_27291	BRALA04260
OG0001593	APOSC_01201, APOSC_17370	BRALA07984
OG0001594	APOSC_14190, APOSC_13045	BRALA08965, BRALA24791
OG0001594	APOSC_16430	BRALA08966
OG0001596	APOSC_10562	BRALA09232
OG0001597	APOSC_09081	BRALA14157
OG0001599	APOSC_03974	BRALA13133
OG0001603	APOSC_08042	BRALA02777
OG0001604	APOSC_20538	BRALA34521
OG0001604	APOSC_08984	BRALA35748, BRALA35294
OG0001605	APOSC_08927, APOSC_24537	BRALA16476, BRALA16475
OG0001606	APOSC_09729	BRALA04341
OG0001606	APOSC_24157	BRALA25595
OG0001609	APOSC_15382	BRALA06092
OG0001609	APOSC_18863	BRALA12725
OG0001610	APOSC_11669, APOSC_11668, APOSC_17468	BRALA09621
OG0001611	APOSC_16863	BRALA15161
OG0001612	APOSC_20257	BRALA19004
OG0001613	APOSC_06867	BRALA15188, BRALA12349, BRALA25328, BRALA25314, BRALA10538, BRALA25329, BRALA25315, BRALA09281, BRALA22849, BRALA18113, BRALA31693
OG0001614	APOSC_25539	BRALA18528
OG0001614	APOSC_17721	BRALA10392
OG0001615	APOSC_22981, APOSC_22982	BRALA01957
OG0001616	APOSC_00199, APOSC_05470, APOSC_23348, APOSC_10544, APOSC_09783, APOSC_10127	BRALA18051, BRALA23903, BRALA16096
OG0001617	APOSC_17358, APOSC_17357	BRALA17313
OG0001619	APOSC_25126, APOSC_25124, APOSC_25125, APOSC_25127	BRALA16804, BRALA16805
OG0001621	APOSC_06290, APOSC_06292, APOSC_06291	BRALA34714
OG0001622	APOSC_24336	BRALA16413
OG0001623	APOSC_26623	BRALA28780
OG0001624	APOSC_18447	BRALA14696
OG0001626	APOSC_00237, APOSC_00238, APOSC_00236	BRALA07949
OG0001627	APOSC_09790	BRALA29988
OG0001627	APOSC_14367	BRALA29989
OG0001628	APOSC_13343	BRALA19573
OG0001629	APOSC_27623	BRALA32222
OG0001630	APOSC_00299	BRALA29673
OG0001630	APOSC_00298	BRALA35211
OG0001633	APOSC_03906	BRALA12496
OG0001633	APOSC_22234	BRALA20356
OG0001634	APOSC_06560	BRALA18314
OG0001634	APOSC_05598	BRALA31002
OG0001635	APOSC_00598	BRALA35025
OG0001636	APOSC_20219	BRALA12450
OG0001637	APOSC_14125	BRALA23585
OG0001638	APOSC_28340	BRALA28932
OG0001639	APOSC_07448, APOSC_07449	BRALA01412
OG0001641	APOSC_16997	BRALA13229
OG0001642	APOSC_01391, APOSC_01390	BRALA26951
OG0001644	APOSC_08859	BRALA16637
OG0001647	APOSC_26573, APOSC_24899, APOSC_21664	BRALA07000, BRALA11344, BRALA06999
OG0001651	APOSC_18928, APOSC_18929	BRALA04011
OG0001652	APOSC_28560	BRALA23461
OG0001653	APOSC_25182	BRALA27721
OG0001653	APOSC_08056	BRALA33197
OG0001653	APOSC_08321	BRALA27722
OG0001654	APOSC_10444, APOSC_10443, APOSC_10445, APOSC_10446, APOSC_10447	BRALA12938, BRALA10205
OG0001655	APOSC_19955	BRALA11878
OG0001656	APOSC_15673	BRALA04651
OG0001657	APOSC_20037	BRALA34847, BRALA35457, BRALA34242
OG0001660	APOSC_25851	BRALA12583
OG0001661	APOSC_05078	BRALA27100
OG0001661	APOSC_19581	BRALA11317
OG0001662	APOSC_03197	BRALA15661, BRALA15660
OG0001662	APOSC_24638	BRALA19317
OG0001663	APOSC_14512, APOSC_14513, APOSC_19966, APOSC_00664	BRALA31880
OG0001665	APOSC_03053	BRALA06391
OG0001665	APOSC_26736	BRALA16749
OG0001666	APOSC_19309, APOSC_18453, APOSC_20901	BRALA00367
OG0001667	APOSC_19485	BRALA17019
OG0001668	APOSC_25820	BRALA22974
OG0001671	APOSC_20652	BRALA17315
OG0001672	APOSC_09103, APOSC_09104	BRALA00365
OG0001673	APOSC_21746	BRALA23470, BRALA33336
OG0001674	APOSC_13291	BRALA04159
OG0001675	APOSC_15910	BRALA16675
OG0001676	APOSC_11977	BRALA04014
OG0001676	APOSC_18551	BRALA08008, BRALA08006
OG0001677	APOSC_19672	BRALA31138
OG0001678	APOSC_15018	BRALA00379
OG0001678	APOSC_05738	BRALA27917
OG0001679	APOSC_20310, APOSC_22953, APOSC_12720, APOSC_11611, APOSC_27365, APOSC_06847	BRALA23834
OG0001680	APOSC_05052	BRALA32159
OG0001683	APOSC_24984	BRALA24816
OG0001684	APOSC_05984, APOSC_05985	BRALA02822
OG0001686	APOSC_20706	BRALA27285
OG0001687	APOSC_25333, APOSC_09970, APOSC_10763	BRALA12237, BRALA12238, BRALA12235
OG0001688	APOSC_10916	BRALA11794
OG0001689	APOSC_15449	BRALA33853
OG0001691	APOSC_09746	BRALA07231
OG0001692	APOSC_14941	BRALA01068
OG0001693	APOSC_17934, APOSC_21564, APOSC_03466	BRALA14068
OG0001694	APOSC_00545	BRALA29354, BRALA22728, BRALA22418, BRALA27856, BRALA27857, BRALA01227
OG0001696	APOSC_26728, APOSC_11197	BRALA02110, BRALA02086
OG0001704	APOSC_20746, APOSC_00421	BRALA16940, BRALA16941, BRALA16994
OG0001706	APOSC_11809, APOSC_11808	BRALA22821
OG0001707	APOSC_26684	BRALA12974, BRALA12971, BRALA12976
OG0001708	APOSC_07420	BRALA15416, BRALA08762
OG0001709	APOSC_19317	BRALA11774
OG0001710	APOSC_13811	BRALA10938
OG0001711	APOSC_08529	BRALA31838
OG0001712	APOSC_02404	BRALA18081
OG0001713	APOSC_19043	BRALA05685
OG0001713	APOSC_26360	BRALA13740
OG0001714	APOSC_05609	BRALA13029
OG0001714	APOSC_27772	BRALA23437
OG0001715	APOSC_17363	BRALA34145, BRALA20728, BRALA33350, BRALA32730, BRALA33153, BRALA18115, BRALA25317, BRALA14708, BRALA33157, BRALA15347, BRALA22458, BRALA01133
OG0001716	APOSC_05433, APOSC_25882	BRALA03458
OG0001717	APOSC_21022, APOSC_04278	BRALA13188, BRALA31334, BRALA26502
OG0001717	APOSC_19826	BRALA10578
OG0001717	APOSC_26413	BRALA30541
OG0001717	APOSC_13076, APOSC_25913	BRALA26441
OG0001718	APOSC_01586, APOSC_06428	BRALA10903
OG0001719	APOSC_09022	BRALA11616, BRALA11618, BRALA11609, BRALA01835, BRALA11624
OG0001720	APOSC_02735	BRALA27104
OG0001721	APOSC_23771	BRALA19032
OG0001722	APOSC_07259	BRALA17854
OG0001724	APOSC_17946	BRALA32012
OG0001725	APOSC_21122, APOSC_21121	BRALA03656
OG0001726	APOSC_03226	BRALA10761
OG0001726	APOSC_14481	BRALA03770
OG0001727	APOSC_18118	BRALA11932
OG0001728	APOSC_21717	BRALA08403
OG0001729	APOSC_16535	BRALA27871
OG0001732	APOSC_07953	BRALA24214
OG0001733	APOSC_23430, APOSC_24440, APOSC_23429	BRALA27459, BRALA27461, BRALA27460
OG0001734	APOSC_04069	BRALA15547, BRALA16158
OG0001735	APOSC_28608	BRALA07452
OG0001736	APOSC_19300	BRALA19982
OG0001737	APOSC_05684	BRALA24508, BRALA24507, BRALA24509
OG0001738	APOSC_01320	BRALA23388
OG0001739	APOSC_04485	BRALA22905
OG0001740	APOSC_10598	BRALA30978, BRALA30517
OG0001742	APOSC_10513	BRALA04679, BRALA04736, BRALA28233, BRALA28231, BRALA28229, BRALA28230, BRALA28232, BRALA06026
OG0001743	APOSC_24356	BRALA27398
OG0001744	APOSC_15916	BRALA00369, BRALA09906, BRALA09907
OG0001747	APOSC_26846	BRALA21850, BRALA18554, BRALA18056, BRALA18055
OG0001748	APOSC_01934	BRALA17956
OG0001749	APOSC_08196	BRALA08133
OG0001750	APOSC_05785	BRALA21004
OG0001752	APOSC_04409, APOSC_04410	BRALA27069
OG0001754	APOSC_02170	BRALA33871, BRALA34601
OG0001755	APOSC_20267	BRALA30977
OG0001755	APOSC_01191	BRALA10335
OG0001756	APOSC_02548	BRALA33790
OG0001756	APOSC_08277	BRALA03693
OG0001757	APOSC_19638, APOSC_19639, APOSC_19637	BRALA25782
OG0001759	APOSC_12532	BRALA21709, BRALA21708, BRALA21452
OG0001763	APOSC_23957	BRALA19795
OG0001768	APOSC_09186	BRALA14604
OG0001768	APOSC_17892	BRALA14648
OG0001769	APOSC_25926	BRALA06836
OG0001769	APOSC_03841	BRALA22299
OG0001770	APOSC_21836, APOSC_21835	BRALA33462, BRALA22471
OG0001772	APOSC_23516, APOSC_23515	BRALA25947, BRALA25946
OG0001773	APOSC_12206, APOSC_11482	BRALA22541
OG0001774	APOSC_20306	BRALA11491
OG0001774	APOSC_14597	BRALA20453
OG0001775	APOSC_26681, APOSC_26577	BRALA21646
OG0001775	APOSC_26576	BRALA34663
OG0001776	APOSC_21500	BRALA09910, BRALA25529, BRALA09923
OG0001777	APOSC_22376	BRALA33083, BRALA22762
OG0001777	APOSC_07051, APOSC_07050, APOSC_22891, APOSC_27106	BRALA06600
OG0001778	APOSC_15463, APOSC_15462	BRALA16488
OG0001779	APOSC_22412	BRALA01658, BRALA01655
OG0001781	APOSC_25815	BRALA02795
OG0001782	APOSC_24182	BRALA16828
OG0001782	APOSC_15653	BRALA35480, BRALA35381
OG0001783	APOSC_07401	BRALA23810, BRALA23809, BRALA23807
OG0001785	APOSC_05920	BRALA02411
OG0001786	APOSC_22789	BRALA27624
OG0001787	APOSC_00374	BRALA22039
OG0001788	APOSC_14380, APOSC_04653, APOSC_26960, APOSC_26959, APOSC_26957	BRALA00727, BRALA00722
OG0001788	APOSC_12912	BRALA00724
OG0001789	APOSC_28424, APOSC_28423	BRALA24220
OG0001790	APOSC_02096	BRALA25700
OG0001791	APOSC_09385, APOSC_00601	BRALA09653, BRALA13777, BRALA13779, BRALA13778, BRALA10767
OG0001792	APOSC_04470	BRALA35573
OG0001792	APOSC_10659	BRALA18508
OG0001793	APOSC_11265	BRALA00316
OG0001793	APOSC_12986, APOSC_12985	BRALA16003
OG0001798	APOSC_22877	BRALA11427
OG0001798	APOSC_16632	BRALA07883
OG0001800	APOSC_07734	BRALA20533
OG0001802	APOSC_09334	BRALA25295
OG0001803	APOSC_06963, APOSC_23320	BRALA24910
OG0001804	APOSC_17841	BRALA14986
OG0001805	APOSC_14981	BRALA23846, BRALA23848
OG0001806	APOSC_02173	BRALA17333
OG0001807	APOSC_17157, APOSC_17156	BRALA16684, BRALA16683, BRALA22880, BRALA07117
OG0001808	APOSC_21460	BRALA28858, BRALA32877
OG0001809	APOSC_18192	BRALA23647
OG0001810	APOSC_01275, APOSC_17059	BRALA04842
OG0001811	APOSC_12495, APOSC_02839, APOSC_24756, APOSC_19380	BRALA00154
OG0001812	APOSC_02813, APOSC_20651, APOSC_20650, APOSC_17159, APOSC_17160, APOSC_08109	BRALA03406
OG0001813	APOSC_04662, APOSC_18615, APOSC_27103	BRALA01571
OG0001814	APOSC_06810	BRALA04666
OG0001815	APOSC_18877	BRALA10900
OG0001815	APOSC_09860	BRALA20868
OG0001816	APOSC_20034, APOSC_13559	BRALA05148
OG0001817	APOSC_02897	BRALA19506
OG0001818	APOSC_28601, APOSC_28600, APOSC_28602, APOSC_18594	BRALA12031, BRALA23438
OG0001819	APOSC_10403	BRALA00196
OG0001820	APOSC_05874	BRALA23960
OG0001821	APOSC_23412, APOSC_15833, APOSC_06619, APOSC_05524	BRALA10468
OG0001822	APOSC_02285	BRALA03090
OG0001823	APOSC_21506	BRALA04091, BRALA22312
OG0001824	APOSC_09554	BRALA02591
OG0001824	APOSC_14261	BRALA22639, BRALA22640
OG0001825	APOSC_10436	BRALA16641
OG0001826	APOSC_12940	BRALA16175
OG0001827	APOSC_01013	BRALA02872
OG0001828	APOSC_04726	BRALA07406
OG0001829	APOSC_07372	BRALA05641
OG0001830	APOSC_05587	BRALA16627
