Orthogroup	APOSC_ok	PFLAV
OG0003828	APOSC_14010	TCONS_00015781.p1
OG0003829	APOSC_19129	TCONS_00041768.p1
OG0003830	APOSC_12451	TCONS_00000940.p1, TCONS_00000927.p1
OG0003831	APOSC_25951, APOSC_17003	TCONS_00041986.p1, TCONS_00041979.p1
OG0003832	APOSC_12737	TCONS_00047965.p1
OG0003833	APOSC_14015, APOSC_26614	TCONS_00044191.p1, TCONS_00042862.p1, TCONS_00042864.p1
OG0003834	APOSC_25052	TCONS_00008744.p1
OG0003835	APOSC_09274	TCONS_00018072.p1
OG0003836	APOSC_03836	TCONS_00043960.p1
OG0003837	APOSC_12128	TCONS_00013327.p1
OG0003838	APOSC_00842	TCONS_00042726.p1
OG0003839	APOSC_26720	TCONS_00015241.p1
OG0003840	APOSC_03583	TCONS_00056576.p1
OG0003841	APOSC_15694	TCONS_00015618.p1
OG0003842	APOSC_04752, APOSC_04753	TCONS_00049454.p1
OG0003843	APOSC_07122	TCONS_00009505.p1, TCONS_00010868.p1
OG0003844	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569	TCONS_00028970.p1
OG0003845	APOSC_23847	TCONS_00004661.p1
OG0003846	APOSC_01229	TCONS_00027628.p1
OG0003847	APOSC_00975	TCONS_00001462.p1
OG0003848	APOSC_12433	TCONS_00014970.p1
OG0003849	APOSC_02184	TCONS_00028619.p1
OG0003850	APOSC_06463	TCONS_00000960.p1
OG0003851	APOSC_27756	TCONS_00032794.p1
OG0003852	APOSC_27352	TCONS_00020658.p1
OG0003854	APOSC_14713	TCONS_00029018.p1
OG0003855	APOSC_03654	TCONS_00018586.p1
OG0003857	APOSC_04358	TCONS_00013404.p1
OG0003858	APOSC_25588	TCONS_00011927.p1
OG0003859	APOSC_10642, APOSC_21993	TCONS_00017915.p1
OG0003860	APOSC_03734, APOSC_20475, APOSC_24245	TCONS_00003958.p1
OG0003861	APOSC_21656	TCONS_00001075.p1
OG0003862	APOSC_08543	TCONS_00020265.p1
OG0003863	APOSC_19667	TCONS_00026709.p1
OG0003864	APOSC_02644, APOSC_02643	TCONS_00011878.p1
OG0003865	APOSC_28988	TCONS_00003872.p1
OG0003866	APOSC_22466	TCONS_00001305.p1
OG0003867	APOSC_04424	TCONS_00050625.p1
OG0003868	APOSC_27663	TCONS_00014972.p1
OG0003869	APOSC_00347, APOSC_00348	TCONS_00055343.p1
OG0003870	APOSC_17219	TCONS_00025664.p1
OG0003872	APOSC_02701	TCONS_00006031.p1
OG0003873	APOSC_19201	TCONS_00052093.p1
OG0003874	APOSC_04239	TCONS_00029673.p1
OG0003875	APOSC_05969	TCONS_00023388.p1, TCONS_00023352.p1
OG0003876	APOSC_09137	TCONS_00053735.p1
OG0003877	APOSC_00794, APOSC_00795, APOSC_00278	TCONS_00022731.p1, TCONS_00021597.p1
OG0003878	APOSC_09689	TCONS_00049628.p1
OG0003879	APOSC_26925	TCONS_00028211.p1
OG0003880	APOSC_22538	TCONS_00020852.p1
OG0003881	APOSC_23136	TCONS_00047720.p1, TCONS_00047725.p1
OG0003882	APOSC_23637	TCONS_00008643.p1
OG0003883	APOSC_26942	TCONS_00027470.p1
OG0003884	APOSC_05090	TCONS_00019247.p1
OG0003885	APOSC_18039	TCONS_00046675.p1
OG0003886	APOSC_23174	TCONS_00003927.p1
OG0003887	APOSC_03357	TCONS_00030695.p1
OG0003888	APOSC_24599	TCONS_00052636.p1
OG0003889	APOSC_27027	TCONS_00012827.p1, TCONS_00010987.p1
OG0003890	APOSC_28156	TCONS_00055503.p1
OG0003892	APOSC_27794, APOSC_27793	TCONS_00048438.p1
OG0003893	APOSC_23559	TCONS_00011425.p1
OG0003894	APOSC_10489, APOSC_10490	TCONS_00014845.p1
OG0003895	APOSC_12472	TCONS_00013387.p1
OG0003896	APOSC_25208	TCONS_00042058.p1, TCONS_00012652.p1
OG0003897	APOSC_21763	TCONS_00050998.p1
OG0003898	APOSC_19432	TCONS_00021035.p1
OG0003899	APOSC_22343	TCONS_00042081.p1
OG0003900	APOSC_04165	TCONS_00010847.p1
OG0003901	APOSC_21632	TCONS_00041073.p1, TCONS_00034799.p1
OG0003902	APOSC_10549, APOSC_08442, APOSC_08441, APOSC_08440	TCONS_00007173.p1, TCONS_00007172.p1, TCONS_00008474.p1
OG0003903	APOSC_19999	TCONS_00027055.p1
OG0003904	APOSC_15257	TCONS_00033299.p1
OG0003905	APOSC_03588	TCONS_00036248.p1
OG0003906	APOSC_08587	TCONS_00029119.p1
OG0003907	APOSC_17622	TCONS_00043884.p1, TCONS_00043880.p1, TCONS_00043885.p1
OG0003909	APOSC_27081	TCONS_00007988.p1
OG0003910	APOSC_21565	TCONS_00001878.p1
OG0003911	APOSC_27900, APOSC_05120	TCONS_00016777.p1
OG0003912	APOSC_15763, APOSC_28939	TCONS_00009015.p1
OG0003913	APOSC_05119	TCONS_00053946.p1
OG0003914	APOSC_04314	TCONS_00041215.p1, TCONS_00041198.p1
OG0003915	APOSC_24329, APOSC_24330	TCONS_00021210.p1
OG0003916	APOSC_10822	TCONS_00008484.p1
OG0003918	APOSC_02265	TCONS_00030934.p1
OG0003919	APOSC_15353	TCONS_00005197.p1
OG0003920	APOSC_10746	TCONS_00000854.p1
OG0003921	APOSC_12515, APOSC_12516	TCONS_00017320.p1
OG0003922	APOSC_11194, APOSC_28594	TCONS_00055815.p1, TCONS_00055814.p1, TCONS_00055811.p1
OG0003923	APOSC_27950	TCONS_00056321.p1, TCONS_00056382.p1
OG0003925	APOSC_07611	TCONS_00039090.p1, TCONS_00050656.p1, TCONS_00041293.p1
OG0003926	APOSC_26826	TCONS_00052184.p1, TCONS_00052181.p1, TCONS_00006710.p1, TCONS_00043224.p1
OG0003927	APOSC_22644	TCONS_00006760.p1
OG0003928	APOSC_02544	TCONS_00008035.p1
OG0003929	APOSC_06476	TCONS_00008562.p1, TCONS_00008560.p1
OG0003930	APOSC_13770, APOSC_13771	TCONS_00036253.p1
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	TCONS_00012638.p1
OG0003932	APOSC_27565, APOSC_27566	TCONS_00024837.p1
OG0003932	APOSC_06227	TCONS_00054921.p1
OG0003933	APOSC_18503	TCONS_00047268.p1
OG0003935	APOSC_16375, APOSC_10688	TCONS_00011137.p1, TCONS_00009790.p1, TCONS_00009793.p1, TCONS_00009792.p1
OG0003936	APOSC_20913, APOSC_20914	TCONS_00008292.p1
OG0003937	APOSC_15204	TCONS_00026626.p1
OG0003938	APOSC_18586, APOSC_24798	TCONS_00000187.p1
OG0003939	APOSC_20627	TCONS_00053724.p1
OG0003940	APOSC_29077	TCONS_00048927.p1
OG0003942	APOSC_06273	TCONS_00002163.p1
OG0003943	APOSC_15785	TCONS_00045502.p1
OG0003944	APOSC_04799, APOSC_03774, APOSC_25388, APOSC_28777	TCONS_00029066.p1
OG0003945	APOSC_03054	TCONS_00025621.p1
OG0003946	APOSC_04056	TCONS_00027376.p1
OG0003947	APOSC_09900	TCONS_00027772.p1
OG0003948	APOSC_20663	TCONS_00026177.p1
OG0003949	APOSC_07284	TCONS_00036172.p1
OG0003950	APOSC_26776	TCONS_00036173.p1
OG0003951	APOSC_02492	TCONS_00049176.p1, TCONS_00049155.p1
OG0003952	APOSC_20700	TCONS_00038206.p1
OG0003953	APOSC_22656	TCONS_00044129.p1
OG0003954	APOSC_02411, APOSC_02412, APOSC_02413	TCONS_00045854.p1
OG0003955	APOSC_20455	TCONS_00044096.p1
OG0003956	APOSC_19023	TCONS_00052540.p1
OG0003957	APOSC_24926	TCONS_00019641.p1
OG0003958	APOSC_22790	TCONS_00030617.p1
OG0003959	APOSC_17473	TCONS_00014849.p1
OG0003960	APOSC_21636, APOSC_27152	TCONS_00037977.p1
OG0003961	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945	TCONS_00018472.p1
OG0003962	APOSC_06351	TCONS_00043323.p1
OG0003965	APOSC_27311, APOSC_04938, APOSC_21685	TCONS_00017720.p1
OG0003966	APOSC_04287, APOSC_04286	TCONS_00001179.p1, TCONS_00001190.p1
OG0003967	APOSC_00755	TCONS_00014234.p1, TCONS_00014232.p1
OG0003968	APOSC_18591	TCONS_00017762.p1
OG0003969	APOSC_28380	TCONS_00011049.p1
OG0003970	APOSC_12020	TCONS_00006276.p1
OG0003971	APOSC_13871, APOSC_13872	TCONS_00040867.p1
OG0003972	APOSC_12719	TCONS_00007106.p1, TCONS_00007105.p1
OG0003973	APOSC_26122	TCONS_00009676.p1
OG0003976	APOSC_10421, APOSC_09389, APOSC_19130	TCONS_00027636.p1
OG0003999	APOSC_26670, APOSC_28991	TCONS_00020030.p1
OG0004000	APOSC_16851, APOSC_16850	TCONS_00002973.p1
OG0004001	APOSC_21219	TCONS_00032303.p1, TCONS_00008907.p1
OG0004002	APOSC_21265, APOSC_08853, APOSC_21266, APOSC_26495, APOSC_06566	TCONS_00012148.p1
OG0004003	APOSC_24953	TCONS_00015924.p1, TCONS_00015370.p1, TCONS_00015368.p1, TCONS_00014864.p1, TCONS_00015886.p1
OG0004004	APOSC_12248	TCONS_00054890.p1
OG0004005	APOSC_22073	TCONS_00055012.p1
OG0004006	APOSC_20863	TCONS_00010731.p1
OG0004007	APOSC_15413	TCONS_00054345.p1
OG0004009	APOSC_06993	TCONS_00030825.p1
OG0004010	APOSC_29079	TCONS_00053896.p1, TCONS_00052851.p1
OG0004011	APOSC_05203	TCONS_00030947.p1, TCONS_00030946.p1
OG0004012	APOSC_16235	TCONS_00027244.p1
OG0004014	APOSC_20610	TCONS_00018248.p1
OG0004015	APOSC_17114	TCONS_00053661.p1
OG0004016	APOSC_22784	TCONS_00054891.p1
OG0004017	APOSC_19336	TCONS_00005125.p1
OG0004018	APOSC_21251	TCONS_00049328.p1
OG0004019	APOSC_05230	TCONS_00024143.p1
OG0004020	APOSC_17338	TCONS_00022627.p1
OG0004021	APOSC_11091	TCONS_00006438.p1
OG0004022	APOSC_12529	TCONS_00002354.p1
OG0004023	APOSC_09668	TCONS_00009288.p1
OG0004026	APOSC_09699	TCONS_00011228.p1
OG0004026	APOSC_15158, APOSC_25967	TCONS_00051573.p1, TCONS_00011229.p1, TCONS_00038202.p1, TCONS_00035598.p1, TCONS_00038190.p1, TCONS_00015615.p1, TCONS_00046662.p1
OG0004027	APOSC_22364	TCONS_00054882.p1
OG0004028	APOSC_12300	TCONS_00030295.p1
OG0004030	APOSC_07342	TCONS_00012834.p1
OG0004031	APOSC_23905	TCONS_00011023.p1
OG0004032	APOSC_10005	TCONS_00021570.p1
OG0004033	APOSC_11152	TCONS_00011608.p1
OG0004035	APOSC_20229	TCONS_00009453.p1
OG0004036	APOSC_26656	TCONS_00000983.p1
OG0004037	APOSC_28831	TCONS_00021625.p1
OG0004038	APOSC_01523	TCONS_00021437.p1
OG0004039	APOSC_16429	TCONS_00000136.p1
OG0004041	APOSC_21580	TCONS_00010859.p1
OG0004042	APOSC_19825	TCONS_00056008.p1
OG0004043	APOSC_00567	TCONS_00000189.p1
OG0004044	APOSC_05770	TCONS_00018088.p1
OG0004045	APOSC_14071, APOSC_14073, APOSC_14072	TCONS_00027157.p1
OG0004046	APOSC_03950	TCONS_00005077.p1
OG0004046	APOSC_05400	TCONS_00049198.p1
OG0004047	APOSC_21433	TCONS_00014227.p1
OG0004048	APOSC_03269	TCONS_00027634.p1
OG0004049	APOSC_16733	TCONS_00013382.p1, TCONS_00000116.p1
OG0004050	APOSC_11730	TCONS_00047585.p1
OG0004051	APOSC_25343	TCONS_00031884.p1
OG0004052	APOSC_23309	TCONS_00031689.p1, TCONS_00031687.p1
OG0004053	APOSC_19964	TCONS_00029652.p1
OG0004054	APOSC_22506	TCONS_00011874.p1
OG0004055	APOSC_24425	TCONS_00001281.p1
OG0004056	APOSC_12387	TCONS_00019098.p1
OG0004057	APOSC_25009	TCONS_00036725.p1
OG0004058	APOSC_05102	TCONS_00028769.p1
OG0004059	APOSC_17749	TCONS_00011709.p1
OG0004060	APOSC_16549, APOSC_14343	TCONS_00056984.p1
OG0004062	APOSC_28106, APOSC_18721	TCONS_00026505.p1
OG0004063	APOSC_25045	TCONS_00010646.p1
OG0004064	APOSC_04465	TCONS_00003929.p1
OG0004065	APOSC_27712	TCONS_00051172.p1
OG0004066	APOSC_23734	TCONS_00015438.p1
OG0004066	APOSC_24624	TCONS_00015412.p1
OG0004067	APOSC_24467	TCONS_00022596.p1
OG0004068	APOSC_03690, APOSC_21467, APOSC_17543	TCONS_00001314.p1
OG0004069	APOSC_23393, APOSC_23392	TCONS_00033132.p1
OG0004070	APOSC_25704	TCONS_00026262.p1
OG0004071	APOSC_26899	TCONS_00015780.p1
OG0004072	APOSC_16871	TCONS_00056622.p1
OG0004073	APOSC_26782	TCONS_00037125.p1
OG0004074	APOSC_20482	TCONS_00046185.p1
OG0004075	APOSC_15061, APOSC_07499	TCONS_00014146.p1, TCONS_00014149.p1, TCONS_00012736.p1, TCONS_00014145.p1, TCONS_00014147.p1
OG0004076	APOSC_17521	TCONS_00045999.p1
OG0004077	APOSC_16374	TCONS_00016077.p1
OG0004078	APOSC_08208	TCONS_00026775.p1
OG0004079	APOSC_18093	TCONS_00043865.p1
OG0004080	APOSC_26211, APOSC_26210	TCONS_00057069.p1
OG0004081	APOSC_09127	TCONS_00021321.p1
OG0004082	APOSC_04843	TCONS_00017035.p1
OG0004083	APOSC_05092	TCONS_00003483.p1
OG0004084	APOSC_14613	TCONS_00046143.p1
OG0004085	APOSC_16126	TCONS_00022909.p1
OG0004086	APOSC_12553	TCONS_00010739.p1, TCONS_00010740.p1
OG0004087	APOSC_05303	TCONS_00033020.p1
OG0004088	APOSC_06799, APOSC_06800	TCONS_00054049.p1
OG0004089	APOSC_13671	TCONS_00052009.p1
OG0004090	APOSC_24285, APOSC_20269	TCONS_00003003.p1
OG0004091	APOSC_12845	TCONS_00053676.p1
OG0004092	APOSC_18299	TCONS_00056687.p1
OG0004093	APOSC_16358	TCONS_00025996.p1
OG0004094	APOSC_04403	TCONS_00015342.p1
OG0004095	APOSC_23518, APOSC_16725	TCONS_00030160.p1, TCONS_00030161.p1
OG0004096	APOSC_13674	TCONS_00015008.p1
OG0004097	APOSC_02415, APOSC_15719	TCONS_00055161.p1
OG0004098	APOSC_08501, APOSC_08500	TCONS_00053174.p1
OG0004099	APOSC_18713	TCONS_00014574.p1
OG0004100	APOSC_15294	TCONS_00048183.p1, TCONS_00049141.p1, TCONS_00049138.p1
OG0004101	APOSC_13319	TCONS_00002991.p1, TCONS_00003971.p1
OG0004102	APOSC_25199	TCONS_00027001.p1
OG0004104	APOSC_18419	TCONS_00029688.p1
OG0004105	APOSC_20157, APOSC_20158	TCONS_00017260.p1
OG0004106	APOSC_10773	TCONS_00051399.p1
OG0004107	APOSC_07621	TCONS_00040485.p1, TCONS_00039514.p1
OG0004109	APOSC_28382	TCONS_00017055.p1, TCONS_00049302.p1, TCONS_00047991.p1, TCONS_00047989.p1, TCONS_00057007.p1
OG0004110	APOSC_11200	TCONS_00034163.p1
OG0004111	APOSC_09767	TCONS_00046120.p1
OG0004112	APOSC_07040	TCONS_00028015.p1, TCONS_00028016.p1
OG0004113	APOSC_14445	TCONS_00048317.p1
OG0004114	APOSC_10050	TCONS_00010503.p1
OG0004116	APOSC_01511, APOSC_01512	TCONS_00040373.p1
OG0004117	APOSC_13222, APOSC_13221	TCONS_00056306.p1, TCONS_00056337.p1
OG0004118	APOSC_06300	TCONS_00047218.p1
OG0004119	APOSC_04401, APOSC_04402	TCONS_00007586.p1
OG0004120	APOSC_22567, APOSC_22568	TCONS_00031456.p1
OG0004121	APOSC_26762	TCONS_00052021.p1
OG0004122	APOSC_10900, APOSC_03202, APOSC_03201, APOSC_03203	TCONS_00014777.p1
OG0004123	APOSC_21789, APOSC_21790	TCONS_00016895.p1
OG0004124	APOSC_08825	TCONS_00045725.p1
OG0004125	APOSC_11946	TCONS_00014192.p1
OG0004126	APOSC_01843	TCONS_00035236.p1
OG0004127	APOSC_07047	TCONS_00046753.p1, TCONS_00045678.p1
OG0004129	APOSC_17304, APOSC_28066	TCONS_00047441.p1
OG0004130	APOSC_15010	TCONS_00056956.p1, TCONS_00056957.p1, TCONS_00015571.p1
OG0004131	APOSC_25999	TCONS_00006407.p1
OG0004132	APOSC_10373	TCONS_00008475.p1
OG0004133	APOSC_04232	TCONS_00022682.p1
OG0004134	APOSC_03000	TCONS_00027849.p1
OG0004135	APOSC_06031	TCONS_00012853.p1
OG0004136	APOSC_21530	TCONS_00054339.p1
OG0004137	APOSC_00636	TCONS_00028615.p1
OG0004138	APOSC_03411	TCONS_00002355.p1
OG0004139	APOSC_17399	TCONS_00052838.p1
OG0004140	APOSC_06874	TCONS_00021890.p1, TCONS_00021889.p1
OG0004141	APOSC_16231	TCONS_00047537.p1
OG0004142	APOSC_21605, APOSC_21642, APOSC_06960, APOSC_06961, APOSC_20815	TCONS_00047653.p1
OG0004143	APOSC_27168, APOSC_27167	TCONS_00028951.p1
OG0004144	APOSC_00660	TCONS_00056033.p1
OG0004145	APOSC_15326	TCONS_00011650.p1
OG0004146	APOSC_14892	TCONS_00004845.p1, TCONS_00004826.p1, TCONS_00004825.p1
OG0004147	APOSC_19122	TCONS_00035866.p1, TCONS_00035865.p1, TCONS_00041247.p1
OG0004148	APOSC_15043, APOSC_15044	TCONS_00055720.p1, TCONS_00055711.p1
OG0004149	APOSC_02970, APOSC_02971	TCONS_00021572.p1
OG0004150	APOSC_13759	TCONS_00056906.p1
OG0004153	APOSC_08022	TCONS_00030135.p1
OG0004154	APOSC_22416	TCONS_00033373.p1, TCONS_00038771.p1, TCONS_00020814.p1
OG0004156	APOSC_06425	TCONS_00047632.p1
OG0004158	APOSC_10209	TCONS_00004246.p1
OG0004159	APOSC_12951	TCONS_00011596.p1
OG0004160	APOSC_03754	TCONS_00052968.p1
OG0004161	APOSC_20917	TCONS_00017748.p1
OG0004162	APOSC_12130	TCONS_00013138.p1
OG0004164	APOSC_18496	TCONS_00030925.p1
OG0004165	APOSC_22479, APOSC_02198, APOSC_00528	TCONS_00035612.p1, TCONS_00014305.p1, TCONS_00014795.p1
OG0004166	APOSC_13131	TCONS_00027695.p1
OG0004167	APOSC_00650	TCONS_00003611.p1
OG0004168	APOSC_04235	TCONS_00006436.p1
OG0004169	APOSC_25303	TCONS_00014455.p1
OG0004170	APOSC_03003	TCONS_00023955.p1
OG0004171	APOSC_27996, APOSC_27995	TCONS_00056085.p1
OG0004174	APOSC_11600	TCONS_00054641.p1
OG0004175	APOSC_14869	TCONS_00054534.p1
OG0004176	APOSC_27087	TCONS_00042674.p1
OG0004178	APOSC_21497	TCONS_00049594.p1
OG0004179	APOSC_26029	TCONS_00014009.p1
OG0004180	APOSC_05627	TCONS_00055453.p1
OG0004181	APOSC_19298, APOSC_19299	TCONS_00042164.p1
OG0004182	APOSC_22372, APOSC_24923	TCONS_00002134.p1
OG0004183	APOSC_23810	TCONS_00016676.p1
OG0004184	APOSC_01611	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1
OG0004185	APOSC_24657	TCONS_00056970.p1
OG0004186	APOSC_12750	TCONS_00010700.p1
OG0004187	APOSC_18178	TCONS_00007370.p1
OG0004188	APOSC_19051	TCONS_00012181.p1
OG0004189	APOSC_00415	TCONS_00006565.p1
OG0004190	APOSC_03589	TCONS_00013159.p1
OG0004193	APOSC_13233	TCONS_00045873.p1, TCONS_00044726.p1, TCONS_00045904.p1, TCONS_00045876.p1, TCONS_00044743.p1, TCONS_00045908.p1, TCONS_00044727.p1, TCONS_00044841.p1, TCONS_00044729.p1, TCONS_00044742.p1, TCONS_00044740.p1, TCONS_00045903.p1, TCONS_00044839.p1, TCONS_00045910.p1, TCONS_00045877.p1, TCONS_00044728.p1, TCONS_00044744.p1, TCONS_00044717.p2
OG0004194	APOSC_21076	TCONS_00036227.p1, TCONS_00036224.p1, TCONS_00036225.p1, TCONS_00037364.p1, TCONS_00037365.p1, TCONS_00008457.p1, TCONS_00008458.p1
OG0004214	APOSC_21908, APOSC_21906, APOSC_21907	TCONS_00018221.p1
OG0004215	APOSC_16447	TCONS_00006088.p1
OG0004216	APOSC_18234	TCONS_00008492.p1
OG0004217	APOSC_15366, APOSC_15365	TCONS_00044057.p1
OG0004218	APOSC_15148	TCONS_00005905.p1
OG0004219	APOSC_25433, APOSC_25434	TCONS_00003548.p1
OG0004220	APOSC_28409, APOSC_28408	TCONS_00028351.p1
OG0004222	APOSC_24192	TCONS_00011581.p1
OG0004223	APOSC_28636, APOSC_28635	TCONS_00017775.p1
OG0004224	APOSC_09812, APOSC_08449, APOSC_09758, APOSC_09792	TCONS_00009043.p1
OG0004226	APOSC_11744	TCONS_00055877.p1
OG0004227	APOSC_07436	TCONS_00050548.p1
OG0004229	APOSC_18807	TCONS_00030138.p1
OG0004230	APOSC_11830	TCONS_00034979.p1
OG0004231	APOSC_04324	TCONS_00028285.p1
OG0004232	APOSC_20829, APOSC_20830	TCONS_00026176.p1
OG0004233	APOSC_18789	TCONS_00051973.p1
OG0004235	APOSC_13621	TCONS_00013753.p1
OG0004236	APOSC_09759	TCONS_00011164.p1
OG0004237	APOSC_08707, APOSC_07559	TCONS_00043031.p1
OG0004238	APOSC_13447	TCONS_00017533.p1
OG0004239	APOSC_00833	TCONS_00015454.p1
OG0004240	APOSC_01716	TCONS_00010412.p1
OG0004241	APOSC_26715	TCONS_00021571.p1
OG0004242	APOSC_02510	TCONS_00028156.p1
OG0004243	APOSC_21071	TCONS_00003869.p1
OG0004244	APOSC_21479	TCONS_00049222.p1
OG0004245	APOSC_10499, APOSC_10498, APOSC_10497	TCONS_00027399.p1
OG0004246	APOSC_02127	TCONS_00038726.p1
OG0004247	APOSC_11597, APOSC_28927, APOSC_11598	TCONS_00039976.p1
OG0004248	APOSC_02729	TCONS_00051504.p1
OG0004249	APOSC_05383	TCONS_00042977.p1
OG0004250	APOSC_22267	TCONS_00011396.p1
OG0004251	APOSC_06011	TCONS_00015519.p1
OG0004252	APOSC_15635	TCONS_00014324.p1
OG0004253	APOSC_17061	TCONS_00004772.p1
OG0004254	APOSC_08300	TCONS_00031008.p1
OG0004255	APOSC_05604	TCONS_00050637.p1
OG0004257	APOSC_16172	TCONS_00006703.p1
OG0004258	APOSC_15994	TCONS_00033470.p1
OG0004259	APOSC_13815, APOSC_13814	TCONS_00029720.p1
OG0004260	APOSC_11794	TCONS_00019536.p1
OG0004261	APOSC_10630	TCONS_00008123.p1
OG0004262	APOSC_02898	TCONS_00010239.p1
OG0004263	APOSC_25349	TCONS_00009010.p1
OG0004264	APOSC_15069	TCONS_00030917.p1, TCONS_00030324.p1
OG0004265	APOSC_13935	TCONS_00016664.p1
OG0004267	APOSC_05994, APOSC_05993	TCONS_00038037.p1
OG0004268	APOSC_02867	TCONS_00007056.p1
OG0004270	APOSC_08577	TCONS_00028204.p1
OG0004271	APOSC_03782	TCONS_00049721.p1
OG0004272	APOSC_04474	TCONS_00029044.p1
OG0004273	APOSC_19429	TCONS_00014095.p1
OG0004274	APOSC_26837	TCONS_00007037.p1
OG0004275	APOSC_18680	TCONS_00056700.p1
OG0004276	APOSC_27482	TCONS_00008374.p1
OG0004277	APOSC_13693	TCONS_00000888.p1
OG0004278	APOSC_20389	TCONS_00029791.p1
OG0004279	APOSC_07885	TCONS_00016684.p1
OG0004280	APOSC_04875	TCONS_00054869.p1
OG0004280	APOSC_04873	TCONS_00054870.p1
OG0004281	APOSC_21034, APOSC_06671	TCONS_00041054.p1
OG0004282	APOSC_02423	TCONS_00018461.p1
OG0004283	APOSC_16308	TCONS_00041873.p1
OG0004284	APOSC_01925	TCONS_00026190.p1
OG0004285	APOSC_03562	TCONS_00027256.p1
OG0004286	APOSC_15917	TCONS_00055502.p1
OG0004287	APOSC_23356, APOSC_26057	TCONS_00003481.p1
OG0004288	APOSC_01399, APOSC_07188	TCONS_00007996.p1, TCONS_00008003.p1, TCONS_00008014.p1
OG0004289	APOSC_21362	TCONS_00016007.p1, TCONS_00010551.p1
OG0004290	APOSC_01455	TCONS_00008678.p1
OG0004291	APOSC_10039	TCONS_00003534.p1
OG0004292	APOSC_09946	TCONS_00053583.p1
OG0004294	APOSC_18528	TCONS_00036435.p1
OG0004295	APOSC_09213	TCONS_00052529.p1
OG0004296	APOSC_26593	TCONS_00031140.p1, TCONS_00030352.p1
OG0004297	APOSC_02921	TCONS_00014818.p1
OG0004298	APOSC_05561	TCONS_00042080.p1
OG0004299	APOSC_24511	TCONS_00042365.p1
OG0004300	APOSC_16240	TCONS_00049637.p1
OG0004301	APOSC_06274	TCONS_00006202.p1
OG0004302	APOSC_19513	TCONS_00005132.p1
OG0004303	APOSC_24805	TCONS_00021470.p1
OG0004304	APOSC_08537	TCONS_00027443.p1
OG0004305	APOSC_13535	TCONS_00050049.p1
OG0004306	APOSC_27082	TCONS_00046568.p1, TCONS_00046595.p1
OG0004307	APOSC_13498	TCONS_00013730.p1
OG0004308	APOSC_21945	TCONS_00000991.p1
OG0004309	APOSC_21721	TCONS_00050069.p1
OG0004310	APOSC_02803	TCONS_00020243.p1
OG0004311	APOSC_26182	TCONS_00028757.p1, TCONS_00031451.p1
OG0004312	APOSC_18207	TCONS_00007473.p1
OG0004313	APOSC_09211	TCONS_00004961.p1
OG0004314	APOSC_20468	TCONS_00036594.p1
OG0004315	APOSC_13906	TCONS_00027429.p1
OG0004316	APOSC_18673	TCONS_00056268.p1
OG0004317	APOSC_12017	TCONS_00006086.p1
OG0004318	APOSC_23679	TCONS_00013963.p1
OG0004319	APOSC_18325	TCONS_00037979.p1
OG0004320	APOSC_24488, APOSC_09036, APOSC_11220	TCONS_00021981.p1
OG0004322	APOSC_26489	TCONS_00046365.p1
OG0004323	APOSC_23597	TCONS_00001109.p1
OG0004324	APOSC_00330	TCONS_00018780.p1, TCONS_00045901.p1
OG0004325	APOSC_03815	TCONS_00031356.p1
OG0004327	APOSC_02149	TCONS_00042591.p1, TCONS_00018157.p1
OG0004327	APOSC_02601	TCONS_00042608.p1
OG0004328	APOSC_00739	TCONS_00018012.p1
OG0004329	APOSC_22442	TCONS_00027303.p1, TCONS_00049136.p1, TCONS_00049140.p1, TCONS_00027302.p1
OG0004330	APOSC_23881, APOSC_16360	TCONS_00003506.p1
OG0004331	APOSC_03020	TCONS_00009918.p1
OG0004332	APOSC_05532	TCONS_00035313.p1
OG0004333	APOSC_28574	TCONS_00018561.p1
OG0004334	APOSC_24451	TCONS_00053191.p1
OG0004335	APOSC_08465, APOSC_08464	TCONS_00043984.p1
OG0004336	APOSC_11848	TCONS_00019643.p1
OG0004337	APOSC_04062, APOSC_04059, APOSC_04060	TCONS_00027011.p1
OG0004338	APOSC_18224, APOSC_10748, APOSC_07049	TCONS_00043688.p1
OG0004339	APOSC_06450	TCONS_00006942.p1, TCONS_00006919.p1
OG0004340	APOSC_09483	TCONS_00013299.p1, TCONS_00013280.p1
OG0004341	APOSC_11753, APOSC_11752	TCONS_00013791.p1
OG0004342	APOSC_21988, APOSC_21987	TCONS_00042945.p1
OG0004343	APOSC_00769	TCONS_00027115.p1
OG0004344	APOSC_16644	TCONS_00019121.p1
OG0004345	APOSC_22925	TCONS_00015773.p1
OG0004346	APOSC_06434, APOSC_06435	TCONS_00023609.p1, TCONS_00023561.p1, TCONS_00056584.p1, TCONS_00056581.p1
OG0004347	APOSC_08065, APOSC_11892	TCONS_00006658.p1
OG0004348	APOSC_28686, APOSC_28688, APOSC_28687	TCONS_00021863.p1
OG0004349	APOSC_14515	TCONS_00048999.p1
OG0004350	APOSC_22010	TCONS_00002092.p1
OG0004352	APOSC_14704	TCONS_00050845.p1
