Orthogroup	APOSC_ok	PFLAV
OG0000097	APOSC_13287	TCONS_00037926.p1, TCONS_00027715.p1
OG0000098	APOSC_13174, APOSC_13175	TCONS_00019738.p1
OG0000098	APOSC_10815	TCONS_00029742.p1
OG0000098	APOSC_28655	TCONS_00026281.p1
OG0000099	APOSC_10853, APOSC_02624	TCONS_00029910.p1, TCONS_00029370.p1, TCONS_00006514.p1
OG0000099	APOSC_25391, APOSC_06951	TCONS_00043496.p1
OG0000099	APOSC_01352, APOSC_23267	TCONS_00001267.p1
OG0000100	APOSC_23572	TCONS_00047160.p1, TCONS_00031596.p1
OG0000101	APOSC_08305	TCONS_00056808.p1, TCONS_00056811.p1, TCONS_00025663.p1, TCONS_00025661.p1, TCONS_00025662.p1, TCONS_00025660.p1, TCONS_00023914.p1, TCONS_00025841.p1, TCONS_00024449.p1
OG0000101	APOSC_10387	TCONS_00016046.p1
OG0000101	APOSC_23688	TCONS_00032606.p1
OG0000101	APOSC_25079, APOSC_09250	TCONS_00057195.p1, TCONS_00017056.p1, TCONS_00055572.p1
OG0000102	APOSC_11388	TCONS_00005250.p1, TCONS_00011663.p1, TCONS_00011453.p1
OG0000102	APOSC_09106	TCONS_00014735.p1
OG0000103	APOSC_08194	TCONS_00013856.p1
OG0000103	APOSC_19265	TCONS_00012816.p1
OG0000104	APOSC_15082, APOSC_15083, APOSC_15085, APOSC_15084	TCONS_00034216.p1
OG0000104	APOSC_11443, APOSC_11444, APOSC_11442	TCONS_00019578.p1
OG0000104	APOSC_16135	TCONS_00033865.p1
OG0000104	APOSC_04087, APOSC_04088	TCONS_00034949.p1
OG0000104	APOSC_13374	TCONS_00048577.p1
OG0000106	APOSC_22868	TCONS_00007879.p1
OG0000106	APOSC_21078	TCONS_00020664.p1
OG0000106	APOSC_13779, APOSC_13776, APOSC_13777, APOSC_13780, APOSC_13778, APOSC_25862, APOSC_25863	TCONS_00004865.p1, TCONS_00004840.p1, TCONS_00005364.p1
OG0000108	APOSC_21744, APOSC_25745, APOSC_25744, APOSC_11689, APOSC_10957	TCONS_00007683.p1, TCONS_00007682.p1
OG0000108	APOSC_10956	TCONS_00043359.p1, TCONS_00043360.p1, TCONS_00000632.p1, TCONS_00000631.p1, TCONS_00034176.p1, TCONS_00000629.p1, TCONS_00000630.p1
OG0000109	APOSC_11478	TCONS_00054260.p1
OG0000109	APOSC_19683, APOSC_12026, APOSC_19732	TCONS_00053937.p1, TCONS_00054076.p1, TCONS_00054600.p1, TCONS_00054261.p1, TCONS_00054266.p1, TCONS_00054265.p1, TCONS_00054259.p1, TCONS_00052990.p1, TCONS_00054068.p1, TCONS_00054676.p1, TCONS_00054610.p1, TCONS_00054677.p1, TCONS_00054073.p1, TCONS_00054075.p1, TCONS_00012235.p1, TCONS_00054267.p1, TCONS_00050017.p1
OG0000109	APOSC_05088, APOSC_19282, APOSC_19281	TCONS_00028712.p1
OG0000110	APOSC_08788	TCONS_00049057.p1, TCONS_00049040.p1, TCONS_00049039.p1, TCONS_00049056.p1, TCONS_00048547.p1, TCONS_00006425.p1, TCONS_00049058.p1, TCONS_00049041.p1, TCONS_00014571.p1
OG0000110	APOSC_15633	TCONS_00010334.p1
OG0000110	APOSC_20613, APOSC_13751	TCONS_00011731.p1
OG0000111	APOSC_16477	TCONS_00014104.p1
OG0000111	APOSC_00783	TCONS_00029470.p1
OG0000111	APOSC_25506	TCONS_00028618.p1, TCONS_00029648.p1, TCONS_00001854.p1, TCONS_00029493.p1, TCONS_00029608.p1, TCONS_00053207.p1, TCONS_00029495.p1, TCONS_00026846.p1, TCONS_00028551.p1, TCONS_00028550.p1
OG0000112	APOSC_05863, APOSC_08148	TCONS_00033500.p1
OG0000112	APOSC_20271, APOSC_06721, APOSC_06738	TCONS_00056787.p1, TCONS_00055648.p1, TCONS_00030650.p1, TCONS_00029947.p1, TCONS_00056783.p1, TCONS_00056788.p1, TCONS_00031816.p1, TCONS_00032475.p1
OG0000112	APOSC_14487, APOSC_25514	TCONS_00017304.p1, TCONS_00017303.p1, TCONS_00048983.p1, TCONS_00033035.p1, TCONS_00033033.p1, TCONS_00033032.p1, TCONS_00033034.p1, TCONS_00051140.p1, TCONS_00028735.p1
OG0000113	APOSC_22087	TCONS_00027143.p1, TCONS_00027140.p1, TCONS_00027144.p1, TCONS_00027142.p1, TCONS_00027145.p1
OG0000113	APOSC_26451	TCONS_00052707.p1
OG0000113	APOSC_05289, APOSC_24456, APOSC_21846, APOSC_16966, APOSC_27198, APOSC_04616, APOSC_09550, APOSC_06453, APOSC_14352	TCONS_00039497.p1, TCONS_00047521.p1, TCONS_00047520.p1, TCONS_00055054.p1, TCONS_00027606.p1, TCONS_00027607.p1
OG0000114	APOSC_19632	TCONS_00051878.p1, TCONS_00009485.p1
OG0000114	APOSC_00248, APOSC_23655, APOSC_06012, APOSC_17348, APOSC_05416	TCONS_00052106.p1, TCONS_00052119.p1, TCONS_00052126.p1, TCONS_00052128.p1, TCONS_00052122.p1, TCONS_00052108.p1, TCONS_00052127.p1, TCONS_00052120.p1, TCONS_00052107.p1, TCONS_00052118.p1, TCONS_00052105.p1, TCONS_00051213.p1, TCONS_00051211.p1
OG0000115	APOSC_29015, APOSC_16774	TCONS_00012402.p1, TCONS_00012401.p1
OG0000115	APOSC_26367	TCONS_00013255.p1
OG0000115	APOSC_04786	TCONS_00008854.p1
OG0000115	APOSC_12213	TCONS_00007634.p1, TCONS_00008855.p1, TCONS_00028706.p1
OG0000116	APOSC_00704	TCONS_00041967.p1
OG0000116	APOSC_18993, APOSC_12379, APOSC_28096, APOSC_06978	TCONS_00041968.p1
OG0000117	APOSC_20052	TCONS_00045308.p1
OG0000117	APOSC_19840, APOSC_25285	TCONS_00017843.p1
OG0000117	APOSC_01933	TCONS_00024197.p1, TCONS_00000464.p1, TCONS_00014785.p1, TCONS_00024020.p1
OG0000119	APOSC_11483	TCONS_00056170.p1
OG0000119	APOSC_19027	TCONS_00055230.p1, TCONS_00055229.p1
OG0000120	APOSC_04315	TCONS_00056103.p1
OG0000120	APOSC_15196	TCONS_00014410.p1, TCONS_00013193.p1
OG0000121	APOSC_03953, APOSC_11491	TCONS_00031448.p1, TCONS_00030576.p1, TCONS_00031449.p1
OG0000121	APOSC_12629, APOSC_22410, APOSC_16340, APOSC_22409	TCONS_00050263.p1
OG0000122	APOSC_15847, APOSC_25177	TCONS_00002660.p1
OG0000123	APOSC_24903	TCONS_00027086.p1
OG0000123	APOSC_03443	TCONS_00027685.p1
OG0000124	APOSC_29022	TCONS_00021851.p1, TCONS_00022661.p1, TCONS_00021848.p1
OG0000124	APOSC_26551	TCONS_00012573.p1
OG0000124	APOSC_08819	TCONS_00020297.p1
OG0000124	APOSC_03695	TCONS_00052233.p1
OG0000124	APOSC_13919	TCONS_00051755.p1
OG0000124	APOSC_09834	TCONS_00010577.p1
OG0000125	APOSC_23201	TCONS_00024248.p1
OG0000125	APOSC_16306, APOSC_27003, APOSC_23884, APOSC_27002	TCONS_00006659.p1
OG0000125	APOSC_10519, APOSC_10520, APOSC_10518	TCONS_00002941.p1, TCONS_00002946.p1, TCONS_00002944.p1
OG0000125	APOSC_27450	TCONS_00002702.p1
OG0000125	APOSC_26262, APOSC_07039, APOSC_19200	TCONS_00036467.p1
OG0000126	APOSC_16760	TCONS_00021629.p1
OG0000126	APOSC_21117	TCONS_00044227.p1
OG0000126	APOSC_28093	TCONS_00027983.p1
OG0000127	APOSC_24103	TCONS_00021994.p1
OG0000127	APOSC_09690	TCONS_00021998.p1
OG0000127	APOSC_02788	TCONS_00045275.p1
OG0000127	APOSC_16052, APOSC_16050, APOSC_16051	TCONS_00045354.p1
OG0000127	APOSC_04103	TCONS_00013871.p1
OG0000127	APOSC_16975	TCONS_00027467.p1
OG0000128	APOSC_01674	TCONS_00050530.p1, TCONS_00051576.p1
OG0000128	APOSC_23630, APOSC_23631, APOSC_15987, APOSC_15026, APOSC_22520, APOSC_16380	TCONS_00055259.p1, TCONS_00056435.p1, TCONS_00056437.p1, TCONS_00056436.p1, TCONS_00056434.p1, TCONS_00018413.p1, TCONS_00018401.p1, TCONS_00021199.p1, TCONS_00021200.p1
OG0000128	APOSC_16568, APOSC_16647, APOSC_16648, APOSC_09785	TCONS_00011543.p1, TCONS_00011542.p1
OG0000129	APOSC_24173	TCONS_00010095.p1
OG0000129	APOSC_21068	TCONS_00021318.p1
OG0000130	APOSC_17960, APOSC_11450	TCONS_00008545.p1
OG0000130	APOSC_11963	TCONS_00035871.p1, TCONS_00041245.p1
OG0000130	APOSC_11111	TCONS_00005000.p1
OG0000130	APOSC_28750	TCONS_00026286.p1, TCONS_00030125.p1
OG0000131	APOSC_21472	TCONS_00017719.p1, TCONS_00017718.p1
OG0000131	APOSC_21289, APOSC_15975	TCONS_00042341.p1, TCONS_00042346.p1, TCONS_00042348.p1, TCONS_00044270.p1, TCONS_00042870.p1, TCONS_00042871.p1, TCONS_00044216.p1, TCONS_00042912.p1, TCONS_00044036.p1, TCONS_00044037.p1, TCONS_00042694.p1, TCONS_00042692.p1, TCONS_00000377.p1, TCONS_00000379.p1
OG0000132	APOSC_20151, APOSC_15845, APOSC_15846	TCONS_00028790.p1, TCONS_00029766.p1, TCONS_00001666.p1, TCONS_00001667.p1
OG0000132	APOSC_13028, APOSC_01542, APOSC_27288, APOSC_18201, APOSC_28955, APOSC_10689	TCONS_00012352.p1, TCONS_00043358.p1
OG0000132	APOSC_24064, APOSC_09777, APOSC_09775, APOSC_09776	TCONS_00012797.p1, TCONS_00012805.p1
OG0000133	APOSC_10890, APOSC_11662, APOSC_00731, APOSC_10887, APOSC_29109, APOSC_28597, APOSC_18469, APOSC_23463	TCONS_00054945.p1, TCONS_00050402.p1, TCONS_00050401.p1, TCONS_00054944.p1
OG0000134	APOSC_08635, APOSC_08405, APOSC_21603	TCONS_00023106.p1, TCONS_00041905.p1, TCONS_00029787.p1, TCONS_00012460.p1, TCONS_00011765.p1, TCONS_00004014.p1, TCONS_00037170.p1, TCONS_00041412.p1
OG0000135	APOSC_15099, APOSC_08214, APOSC_08213	TCONS_00008330.p1, TCONS_00036165.p1, TCONS_00045055.p1, TCONS_00045135.p1, TCONS_00045134.p1, TCONS_00045133.p1, TCONS_00056264.p1, TCONS_00056263.p1, TCONS_00056262.p1, TCONS_00055078.p1, TCONS_00056265.p1, TCONS_00045138.p1, TCONS_00044968.p1, TCONS_00045980.p1, TCONS_00044882.p1, TCONS_00044862.p1, TCONS_00037507.p1, TCONS_00037023.p1, TCONS_00033814.p1, TCONS_00053373.p1, TCONS_00046525.p1, TCONS_00022864.p1, TCONS_00036500.p1, TCONS_00049786.p1, TCONS_00049784.p1, TCONS_00020352.p1
OG0000136	APOSC_18295, APOSC_18050, APOSC_12412, APOSC_02473, APOSC_25839, APOSC_01778	TCONS_00030736.p1, TCONS_00029864.p1, TCONS_00030733.p1, TCONS_00029866.p1, TCONS_00029264.p1, TCONS_00007251.p1, TCONS_00007256.p1, TCONS_00007907.p1, TCONS_00007905.p1, TCONS_00007247.p1, TCONS_00007259.p1, TCONS_00046323.p1, TCONS_00046320.p1, TCONS_00046322.p1, TCONS_00045305.p1, TCONS_00046329.p1, TCONS_00046331.p1, TCONS_00045310.p1, TCONS_00045311.p1, TCONS_00045306.p1, TCONS_00045303.p1, TCONS_00045307.p1, TCONS_00046328.p1, TCONS_00046333.p1, TCONS_00045312.p1, TCONS_00045304.p1, TCONS_00025364.p1, TCONS_00046332.p1, TCONS_00007147.p1, TCONS_00031684.p1, TCONS_00032648.p1, TCONS_00002734.p1, TCONS_00002739.p1, TCONS_00002737.p1, TCONS_00002740.p1, TCONS_00002735.p1, TCONS_00002741.p1, TCONS_00030212.p1
OG0000136	APOSC_10632, APOSC_03099, APOSC_05064	TCONS_00045043.p1, TCONS_00045042.p1
OG0000137	APOSC_04370	TCONS_00046377.p1, TCONS_00046380.p1, TCONS_00046378.p1
OG0000137	APOSC_14845, APOSC_20394, APOSC_26237, APOSC_01998	TCONS_00045334.p1, TCONS_00008615.p1, TCONS_00007898.p1, TCONS_00008611.p1, TCONS_00046391.p1, TCONS_00046390.p1
OG0000137	APOSC_01981, APOSC_01895, APOSC_21797	TCONS_00000131.p1, TCONS_00023555.p1, TCONS_00023592.p1, TCONS_00023593.p1
OG0000138	APOSC_08396	TCONS_00055172.p1
OG0000138	APOSC_22054	TCONS_00010147.p1
OG0000138	APOSC_08127	TCONS_00035411.p1
OG0000138	APOSC_13658, APOSC_16641	TCONS_00003531.p1, TCONS_00025225.p1
OG0000138	APOSC_17311	TCONS_00031996.p1
OG0000139	APOSC_21904, APOSC_00216, APOSC_25828, APOSC_17765, APOSC_25129, APOSC_19785, APOSC_06443	TCONS_00056493.p1, TCONS_00056479.p1, TCONS_00056495.p1, TCONS_00056480.p1, TCONS_00056477.p1, TCONS_00056489.p1, TCONS_00018249.p1, TCONS_00056487.p1, TCONS_00056472.p1, TCONS_00010159.p1, TCONS_00010158.p1, TCONS_00010160.p1, TCONS_00007546.p1, TCONS_00007545.p1, TCONS_00029737.p1, TCONS_00029736.p1, TCONS_00029734.p1, TCONS_00048635.p1
OG0000140	APOSC_17629, APOSC_17631, APOSC_17636, APOSC_17632, APOSC_17633, APOSC_17630, APOSC_17634	TCONS_00017076.p1, TCONS_00017281.p1, TCONS_00017283.p1, TCONS_00017274.p1, TCONS_00016946.p1
OG0000141	APOSC_18986	TCONS_00028196.p1, TCONS_00028023.p1, TCONS_00028024.p1, TCONS_00028025.p1, TCONS_00052231.p1, TCONS_00028026.p1, TCONS_00029045.p1, TCONS_00044864.p1, TCONS_00044863.p1, TCONS_00029095.p1, TCONS_00029096.p1, TCONS_00028916.p1, TCONS_00029093.p1, TCONS_00048445.p1, TCONS_00034821.p1, TCONS_00034712.p1, TCONS_00048444.p1, TCONS_00048446.p1, TCONS_00049738.p1, TCONS_00049736.p1, TCONS_00049737.p1, TCONS_00048447.p1
OG0000141	APOSC_16747, APOSC_12558, APOSC_00130, APOSC_04354, APOSC_22998, APOSC_22734, APOSC_11878, APOSC_03319, APOSC_15420, APOSC_14671	TCONS_00007967.p1
OG0000142	APOSC_24389	TCONS_00044174.p1
OG0000142	APOSC_07201	TCONS_00020135.p1
OG0000142	APOSC_14102	TCONS_00044173.p1
OG0000144	APOSC_16186, APOSC_25354	TCONS_00050099.p1
OG0000144	APOSC_01735, APOSC_22992, APOSC_24169	TCONS_00039487.p1
OG0000146	APOSC_00603	TCONS_00046353.p1
OG0000147	APOSC_05531, APOSC_20902	TCONS_00050037.p1
OG0000147	APOSC_25363	TCONS_00014779.p1
OG0000147	APOSC_20013	TCONS_00002531.p1
OG0000147	APOSC_18428	TCONS_00009521.p1
OG0000148	APOSC_14879, APOSC_14878	TCONS_00049717.p1
OG0000148	APOSC_22996	TCONS_00049713.p1
OG0000149	APOSC_17921, APOSC_17920, APOSC_17820	TCONS_00032530.p1
OG0000149	APOSC_12513, APOSC_00444	TCONS_00032533.p1
OG0000149	APOSC_02449	TCONS_00001855.p1
OG0000149	APOSC_02196	TCONS_00001516.p1
OG0000149	APOSC_09540, APOSC_20238	TCONS_00029992.p1, TCONS_00029991.p1
OG0000151	APOSC_11426	TCONS_00015057.p1
OG0000151	APOSC_26828, APOSC_02355, APOSC_10983, APOSC_26533, APOSC_24307	TCONS_00019282.p1
OG0000151	APOSC_27430	TCONS_00015033.p1
OG0000152	APOSC_10904, APOSC_00499	TCONS_00009060.p1, TCONS_00052359.p1
OG0000152	APOSC_21751	TCONS_00052360.p1, TCONS_00028374.p1
OG0000152	APOSC_11058	TCONS_00032205.p1
OG0000152	APOSC_15191, APOSC_11517, APOSC_10772	TCONS_00050502.p1
OG0000152	APOSC_08759, APOSC_24433	TCONS_00035172.p1, TCONS_00037959.p1
OG0000152	APOSC_28489	TCONS_00035404.p1
OG0000152	APOSC_14622	TCONS_00030783.p1
OG0000152	APOSC_02827	TCONS_00011011.p1, TCONS_00032368.p1, TCONS_00003374.p1
OG0000152	APOSC_08561, APOSC_13395, APOSC_13396	TCONS_00035608.p1, TCONS_00041177.p1
OG0000152	APOSC_16206, APOSC_11784, APOSC_26612, APOSC_04455	TCONS_00022100.p1, TCONS_00021106.p1, TCONS_00037676.p1, TCONS_00047395.p1, TCONS_00050503.p1
OG0000153	APOSC_01922	TCONS_00005927.p1
OG0000153	APOSC_01355, APOSC_28204	TCONS_00005928.p1
OG0000154	APOSC_19001, APOSC_19002	TCONS_00000832.p1, TCONS_00000831.p1
OG0000154	APOSC_02975	TCONS_00036501.p1
OG0000155	APOSC_09923, APOSC_09921, APOSC_09922	TCONS_00044986.p1
OG0000155	APOSC_26187, APOSC_26185, APOSC_23459, APOSC_24645	TCONS_00044987.p1
OG0000157	APOSC_02266	TCONS_00032491.p1
OG0000157	APOSC_27008	TCONS_00012571.p1
OG0000157	APOSC_25645	TCONS_00048916.p1
OG0000157	APOSC_27261	TCONS_00008683.p1
OG0000158	APOSC_22004	TCONS_00046407.p1
OG0000158	APOSC_17391	TCONS_00015575.p1
OG0000159	APOSC_05622	TCONS_00018160.p1
OG0000159	APOSC_25144	TCONS_00001141.p1
OG0000159	APOSC_27680	TCONS_00014999.p1
OG0000160	APOSC_01085	TCONS_00006746.p1, TCONS_00005557.p1, TCONS_00005567.p1, TCONS_00005556.p1, TCONS_00005566.p1, TCONS_00005570.p1, TCONS_00005558.p1, TCONS_00006218.p1
OG0000160	APOSC_17800	TCONS_00018553.p1
OG0000161	APOSC_11041	TCONS_00047569.p1
OG0000161	APOSC_10696	TCONS_00038065.p1, TCONS_00009472.p1
OG0000161	APOSC_09411, APOSC_20447, APOSC_13169	TCONS_00033292.p1
OG0000161	APOSC_13096, APOSC_09907, APOSC_23747	TCONS_00002799.p1
OG0000161	APOSC_07213	TCONS_00027357.p1
OG0000161	APOSC_28361	TCONS_00051706.p1
OG0000162	APOSC_14431	TCONS_00028170.p1
OG0000163	APOSC_12914	TCONS_00010553.p1, TCONS_00038291.p1, TCONS_00014243.p1, TCONS_00022593.p1
OG0000163	APOSC_26564, APOSC_17645	TCONS_00013888.p1
OG0000163	APOSC_11732	TCONS_00008724.p1
OG0000163	APOSC_20618	TCONS_00019995.p1, TCONS_00019992.p1
OG0000164	APOSC_25458	TCONS_00029061.p1
OG0000164	APOSC_28232	TCONS_00028348.p1
OG0000165	APOSC_28761	TCONS_00043320.p1, TCONS_00043572.p1, TCONS_00034846.p1, TCONS_00042203.p1, TCONS_00042202.p1, TCONS_00042204.p1, TCONS_00043403.p1, TCONS_00027199.p1, TCONS_00027206.p1, TCONS_00027200.p1, TCONS_00027207.p1, TCONS_00043573.p1, TCONS_00034847.p1, TCONS_00027198.p1, TCONS_00027205.p1, TCONS_00026475.p1
OG0000166	APOSC_18977	TCONS_00044259.p1
OG0000166	APOSC_14630	TCONS_00000300.p1
OG0000166	APOSC_21144, APOSC_00905	TCONS_00004760.p1
OG0000166	APOSC_17626	TCONS_00036260.p1, TCONS_00017060.p1, TCONS_00035927.p1
OG0000167	APOSC_04566, APOSC_04565	TCONS_00046658.p1
OG0000167	APOSC_28695, APOSC_16551, APOSC_17983	TCONS_00044971.p1
OG0000167	APOSC_26820	TCONS_00046914.p1, TCONS_00045568.p1, TCONS_00046913.p1, TCONS_00045569.p1
OG0000168	APOSC_12746	TCONS_00038071.p1, TCONS_00006904.p1, TCONS_00006931.p1, TCONS_00006681.p1, TCONS_00006709.p1, TCONS_00006708.p1
OG0000168	APOSC_27887	TCONS_00053064.p1, TCONS_00053107.p1, TCONS_00054243.p1
OG0000168	APOSC_13167, APOSC_07254, APOSC_08432, APOSC_07255	TCONS_00054242.p1
OG0000169	APOSC_19852, APOSC_05319	TCONS_00055516.p1
OG0000171	APOSC_07430, APOSC_07431	TCONS_00004994.p1
OG0000171	APOSC_14851, APOSC_03334	TCONS_00003980.p1, TCONS_00003979.p1, TCONS_00003982.p1, TCONS_00003978.p1, TCONS_00003981.p1, TCONS_00003983.p1
OG0000171	APOSC_09017	TCONS_00008416.p1
OG0000171	APOSC_01598	TCONS_00030867.p1
OG0000172	APOSC_02167	TCONS_00008117.p1, TCONS_00050580.p1, TCONS_00050577.p1, TCONS_00050572.p1, TCONS_00050578.p1, TCONS_00050687.p1
OG0000174	APOSC_21578, APOSC_07934, APOSC_01234, APOSC_10955, APOSC_03912, APOSC_03913	TCONS_00007700.p1
OG0000174	APOSC_08266	TCONS_00056950.p1, TCONS_00032732.p1, TCONS_00032713.p1
OG0000175	APOSC_11434	TCONS_00006924.p1, TCONS_00017760.p1
OG0000175	APOSC_27959, APOSC_10607	TCONS_00017269.p1, TCONS_00017270.p1
OG0000175	APOSC_02663, APOSC_15663, APOSC_16993, APOSC_02106, APOSC_04816	TCONS_00001217.p1, TCONS_00002337.p1, TCONS_00042595.p1, TCONS_00018779.p1, TCONS_00045899.p1, TCONS_00017752.p1, TCONS_00045898.p1, TCONS_00018778.p1, TCONS_00018813.p1, TCONS_00005844.p1, TCONS_00017737.p1, TCONS_00044823.p1, TCONS_00005845.p1, TCONS_00018812.p1, TCONS_00017185.p1
OG0000178	APOSC_16929, APOSC_27916, APOSC_20975, APOSC_13574, APOSC_18407	TCONS_00054954.p1, TCONS_00054956.p1, TCONS_00054955.p1, TCONS_00043219.p1, TCONS_00021749.p1, TCONS_00022858.p1, TCONS_00002039.p1, TCONS_00053748.p1, TCONS_00032854.p1, TCONS_00033302.p1, TCONS_00033307.p1, TCONS_00040710.p1, TCONS_00040713.p1, TCONS_00040711.p1, TCONS_00040716.p1, TCONS_00040705.p1, TCONS_00052319.p1, TCONS_00012922.p1, TCONS_00033911.p1, TCONS_00052326.p1, TCONS_00002558.p1, TCONS_00033277.p1, TCONS_00032857.p1, TCONS_00032861.p1, TCONS_00032862.p1, TCONS_00012338.p1, TCONS_00005278.p1, TCONS_00006497.p1, TCONS_00006496.p1
OG0000178	APOSC_04702	TCONS_00022196.p1
OG0000178	APOSC_05526	TCONS_00033737.p3, TCONS_00032868.p1
OG0000179	APOSC_21863, APOSC_17377, APOSC_21864	TCONS_00030795.p1
OG0000179	APOSC_01350	TCONS_00029363.p1
OG0000179	APOSC_01246	TCONS_00043115.p1
OG0000180	APOSC_02926	TCONS_00039068.p1, TCONS_00051724.p1
OG0000181	APOSC_01446, APOSC_07714	TCONS_00049665.p1
OG0000181	APOSC_21154, APOSC_23852	TCONS_00025678.p1
OG0000181	APOSC_04711	TCONS_00054994.p1
OG0000182	APOSC_10765	TCONS_00007000.p1
OG0000182	APOSC_22011	TCONS_00039398.p1, TCONS_00049851.p1, TCONS_00000096.p1
OG0000182	APOSC_12587, APOSC_26166	TCONS_00038244.p1
OG0000182	APOSC_07989	TCONS_00042928.p1, TCONS_00006774.p1, TCONS_00020974.p1, TCONS_00053854.p1, TCONS_00053025.p1, TCONS_00021972.p1, TCONS_00056571.p1, TCONS_00056570.p1, TCONS_00014603.p1, TCONS_00005672.p1, TCONS_00054160.p1, TCONS_00047013.p1
OG0000183	APOSC_14059, APOSC_14061, APOSC_14060	TCONS_00017266.p1
OG0000183	APOSC_02686	TCONS_00040868.p1
OG0000184	APOSC_25560, APOSC_13450, APOSC_19339, APOSC_24006, APOSC_21973, APOSC_27426, APOSC_06466, APOSC_13566	TCONS_00015469.p1, TCONS_00015930.p1, TCONS_00015929.p1
OG0000184	APOSC_16994, APOSC_24858, APOSC_05158	TCONS_00016263.p1, TCONS_00016258.p1, TCONS_00016260.p1, TCONS_00016230.p1, TCONS_00016234.p1, TCONS_00016229.p1, TCONS_00016266.p1, TCONS_00040794.p1, TCONS_00016262.p1
OG0000185	APOSC_05967, APOSC_05966	TCONS_00056723.p1
OG0000185	APOSC_15582	TCONS_00008087.p1
OG0000185	APOSC_05961	TCONS_00017446.p1
OG0000186	APOSC_16659	TCONS_00045212.p1, TCONS_00046299.p1
OG0000186	APOSC_28113, APOSC_05570	TCONS_00021409.p1
OG0000186	APOSC_05481	TCONS_00009840.p1
OG0000186	APOSC_17386	TCONS_00021428.p1, TCONS_00021414.p1
OG0000186	APOSC_05571	TCONS_00021411.p1
OG0000186	APOSC_24483	TCONS_00021408.p1
OG0000187	APOSC_18185, APOSC_18184	TCONS_00014049.p1
OG0000187	APOSC_18307	TCONS_00041473.p1
OG0000187	APOSC_21625, APOSC_00813, APOSC_18876, APOSC_08339, APOSC_21250, APOSC_22421	TCONS_00032782.p1
OG0000187	APOSC_07712, APOSC_01638, APOSC_21909, APOSC_28970	TCONS_00045441.p1, TCONS_00016925.p1, TCONS_00048117.p1, TCONS_00053015.p1, TCONS_00024116.p1
OG0000188	APOSC_08082	TCONS_00018395.p1
OG0000188	APOSC_26895, APOSC_26894	TCONS_00013555.p1
OG0000188	APOSC_13702	TCONS_00031463.p1
OG0000190	APOSC_12008, APOSC_12009, APOSC_06939, APOSC_07693	TCONS_00041581.p1
OG0000190	APOSC_09060, APOSC_15447	TCONS_00042939.p1, TCONS_00041583.p1, TCONS_00013486.p1
OG0000192	APOSC_10785	TCONS_00053851.p1, TCONS_00052839.p1
OG0000192	APOSC_23916, APOSC_23915	TCONS_00016580.p1
OG0000192	APOSC_22909, APOSC_22908	TCONS_00007537.p1, TCONS_00007532.p1
OG0000192	APOSC_18847, APOSC_26537, APOSC_16524, APOSC_16523	TCONS_00014353.p1
OG0000193	APOSC_02060	TCONS_00009428.p1
OG0000193	APOSC_04930	TCONS_00053376.p1, TCONS_00054353.p1, TCONS_00041560.p1
OG0000194	APOSC_08244, APOSC_28959, APOSC_12079, APOSC_02139, APOSC_23179, APOSC_16403, APOSC_17541, APOSC_23977, APOSC_23755	TCONS_00054475.p1, TCONS_00054473.p1, TCONS_00054478.p1, TCONS_00054479.p1, TCONS_00022202.p1
OG0000195	APOSC_18323	TCONS_00022853.p1
OG0000195	APOSC_07635, APOSC_25597, APOSC_05403, APOSC_26673, APOSC_09319, APOSC_28768	TCONS_00050953.p1, TCONS_00052055.p1, TCONS_00051871.p1, TCONS_00052104.p1, TCONS_00052117.p1, TCONS_00051714.p1
OG0000196	APOSC_08736, APOSC_07350, APOSC_17778, APOSC_00790	TCONS_00050393.p1, TCONS_00035649.p1, TCONS_00037048.p1, TCONS_00022005.p1, TCONS_00005864.p1, TCONS_00034842.p1, TCONS_00038859.p1, TCONS_00051264.p1, TCONS_00035648.p1, TCONS_00035870.p1, TCONS_00023390.p1, TCONS_00034843.p1, TCONS_00014618.p1, TCONS_00008556.p1, TCONS_00033104.p1, TCONS_00036280.p1, TCONS_00008555.p1, TCONS_00020976.p1, TCONS_00024512.p1, TCONS_00014617.p1, TCONS_00051794.p1, TCONS_00030022.p1, TCONS_00057225.p1, TCONS_00038418.p1, TCONS_00032253.p1, TCONS_00034819.p1, TCONS_00033230.p1, TCONS_00004392.p1, TCONS_00009072.p1, TCONS_00035623.p1
OG0000196	APOSC_16322, APOSC_09693	TCONS_00035622.p1, TCONS_00054821.p1
OG0000196	APOSC_18677	TCONS_00009071.p1
OG0000197	APOSC_13508	TCONS_00010170.p1, TCONS_00011564.p1, TCONS_00010172.p1
OG0000197	APOSC_04368, APOSC_08761	TCONS_00011623.p1
OG0000197	APOSC_01929	TCONS_00028133.p1
OG0000198	APOSC_14651	TCONS_00036869.p1, TCONS_00037371.p1, TCONS_00036867.p1, TCONS_00025300.p1, TCONS_00036883.p1
OG0000200	APOSC_22552	TCONS_00022565.p1, TCONS_00043876.p1, TCONS_00043877.p1, TCONS_00043881.p1, TCONS_00043878.p1, TCONS_00021598.p1
OG0000201	APOSC_29091, APOSC_29090	TCONS_00014165.p1
OG0000201	APOSC_24036	TCONS_00006002.p1
OG0000201	APOSC_29029	TCONS_00006848.p1
OG0000203	APOSC_26461	TCONS_00018009.p1
