Orthogroup	APOSC_ok	DROME
OG0003277	APOSC_19318	DROME07456
OG0003279	APOSC_03598	DROME01016, DROME01017, DROME01018
OG0003280	APOSC_08149	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669
OG0003281	APOSC_22860, APOSC_22859	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832
OG0003282	APOSC_22425, APOSC_22426	DROME17686
OG0003283	APOSC_05350	DROME12472
OG0003284	APOSC_08125	DROME06818
OG0003286	APOSC_28119	DROME09199, DROME09198
OG0003287	APOSC_11817, APOSC_11816	DROME04328, DROME08276
OG0003288	APOSC_08027, APOSC_08028	DROME00366, DROME00364, DROME00365
OG0003289	APOSC_25294	DROME20541, DROME20542
OG0003290	APOSC_22357	DROME00517
OG0003291	APOSC_19509	DROME20523
OG0003293	APOSC_18462	DROME14676
OG0003294	APOSC_08073, APOSC_03218	DROME01659, DROME01660
OG0003296	APOSC_07542, APOSC_20409	DROME06822, DROME13531
OG0003296	APOSC_13951	DROME09502
OG0003297	APOSC_19537	DROME19465
OG0003298	APOSC_05046, APOSC_05047	DROME08089
OG0003300	APOSC_10134, APOSC_10022	DROME16959
OG0003301	APOSC_20684	DROME18741
OG0003303	APOSC_18665, APOSC_00584, APOSC_00585	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	APOSC_15762	DROME02914, DROME02913
OG0003306	APOSC_13804	DROME10136
OG0003307	APOSC_25176	DROME17313
OG0003309	APOSC_07262, APOSC_04916	DROME19043, DROME19042
OG0003311	APOSC_08614	DROME15213
OG0003314	APOSC_23701	DROME09986, DROME09988, DROME09987, DROME09985
OG0003316	APOSC_24704	DROME13200
OG0003317	APOSC_27860	DROME19362
OG0003318	APOSC_06088	DROME16706
OG0003320	APOSC_18916	DROME12326
OG0003323	APOSC_19153	DROME03630
OG0003327	APOSC_25953	DROME19734
OG0003330	APOSC_12519, APOSC_12520	DROME03252, DROME03251
OG0003331	APOSC_14662	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	APOSC_06501	DROME00791
OG0003333	APOSC_20676, APOSC_20675	DROME10886, DROME10885, DROME10884
OG0003335	APOSC_22973, APOSC_26808, APOSC_25100	DROME18113, DROME18112
OG0003336	APOSC_12100	DROME10919, DROME10920, DROME10917
OG0003337	APOSC_17322	DROME15232
OG0003340	APOSC_00595	DROME16534, DROME16533
OG0003341	APOSC_08089	DROME01797
OG0003343	APOSC_10154	DROME09151
OG0003344	APOSC_02014, APOSC_02015	DROME04462, DROME04461
OG0003345	APOSC_05069	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046
OG0003347	APOSC_20227	DROME11879, DROME11880
OG0003348	APOSC_25980	DROME02128
OG0003349	APOSC_12458	DROME08306, DROME08305, DROME08304
OG0003352	APOSC_05072	DROME13172
OG0003353	APOSC_04886, APOSC_04887	DROME11820, DROME11822, DROME11821
OG0003354	APOSC_02148	DROME19858
OG0003356	APOSC_06969	DROME15849
OG0003357	APOSC_19085, APOSC_00799, APOSC_00798, APOSC_00797, APOSC_00800	DROME12029
OG0003358	APOSC_16536	DROME16921
OG0003359	APOSC_26597, APOSC_26598	DROME18758
OG0003360	APOSC_10951, APOSC_10952, APOSC_10953	DROME20878, DROME20879
OG0003361	APOSC_00516, APOSC_06798	DROME13197
OG0003363	APOSC_23809	DROME10311, DROME10310, DROME10313, DROME10312
OG0003364	APOSC_20943, APOSC_20944	DROME00064
OG0003365	APOSC_14128	DROME04108
OG0003366	APOSC_22846	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003367	APOSC_08856	DROME12239
OG0003368	APOSC_23104	DROME16106, DROME16107
OG0003370	APOSC_27440	DROME12377, DROME12378
OG0003371	APOSC_19267	DROME09945, DROME09943, DROME09944, DROME09946
OG0003372	APOSC_25151	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	APOSC_04421	DROME06476, DROME06475, DROME06474
OG0003375	APOSC_12301, APOSC_12302, APOSC_16084	DROME21029
OG0003376	APOSC_26385	DROME16130, DROME16131, DROME16129
OG0003377	APOSC_20950, APOSC_06534	DROME20606
OG0003378	APOSC_14216	DROME18533
OG0003380	APOSC_06475	DROME14333
OG0003381	APOSC_25031	DROME10051
OG0003384	APOSC_09692	DROME17249, DROME17250
OG0003386	APOSC_04892	DROME07039, DROME07040, DROME07041
OG0003388	APOSC_18890	DROME11674, DROME19363
OG0003392	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036	DROME11355
OG0003394	APOSC_04303	DROME14094
OG0003396	APOSC_01679	DROME21609
OG0003419	APOSC_24829	DROME18310
OG0003421	APOSC_20464	DROME04908, DROME07137, DROME07651
OG0003422	APOSC_08655, APOSC_12687	DROME04814
OG0003425	APOSC_20861	DROME11464, DROME11465, DROME11463
OG0003426	APOSC_14543, APOSC_14542	DROME12495
OG0003429	APOSC_08273	DROME10812
OG0003430	APOSC_02277	DROME19610, DROME04057
OG0003431	APOSC_05302	DROME13747
OG0003433	APOSC_10843	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	APOSC_08572	DROME00166, DROME15353
OG0003437	APOSC_08994, APOSC_23604	DROME09807
OG0003443	APOSC_21858	DROME18500
OG0003444	APOSC_27190, APOSC_27191	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	APOSC_06753	DROME01285
OG0003448	APOSC_12959, APOSC_12960, APOSC_13687	DROME02828, DROME02829, DROME02830
OG0003450	APOSC_01467	DROME03280
OG0003452	APOSC_23506	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215
OG0003453	APOSC_04336	DROME19225
OG0003454	APOSC_03485	DROME10067
OG0003456	APOSC_10391	DROME19556
OG0003457	APOSC_25499	DROME06510, DROME06508, DROME06509
OG0003458	APOSC_17177	DROME04148
OG0003459	APOSC_19131	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003460	APOSC_09556	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134
OG0003461	APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582	DROME17474, DROME21694
OG0003462	APOSC_12605	DROME00239
OG0003463	APOSC_18574, APOSC_13277	DROME20444
OG0003464	APOSC_02590	DROME06231
OG0003465	APOSC_17657	DROME04464
OG0003466	APOSC_03599	DROME16278
OG0003467	APOSC_08484, APOSC_08485	DROME06043, DROME06042
OG0003468	APOSC_06032	DROME01968
OG0003470	APOSC_06657	DROME13653
OG0003472	APOSC_28983	DROME09631, DROME09633
OG0003473	APOSC_09713	DROME00049
OG0003475	APOSC_12044	DROME02190
OG0003477	APOSC_28136, APOSC_28137	DROME12317
OG0003478	APOSC_06956	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	APOSC_11579	DROME13645
OG0003481	APOSC_05224, APOSC_08004	DROME01114
OG0003482	APOSC_05017	DROME08487
OG0003483	APOSC_24644	DROME09876, DROME09877
OG0003485	APOSC_29059	DROME19488, DROME19487, DROME19486, DROME19489
OG0003487	APOSC_24508	DROME12571
OG0003489	APOSC_01163	DROME01312
OG0003490	APOSC_17078	DROME13468
OG0003491	APOSC_27592	DROME11698
OG0003492	APOSC_12490	DROME17943
OG0003493	APOSC_07930	DROME09294
OG0003496	APOSC_16107	DROME03124
OG0003497	APOSC_06959	DROME08732
OG0003498	APOSC_07920	DROME13034, DROME13035
OG0003499	APOSC_23653	DROME14561
OG0003500	APOSC_22294, APOSC_22295	DROME04015, DROME00982
OG0003501	APOSC_23234	DROME13347, DROME13346, DROME13348
OG0003502	APOSC_18703	DROME19567, DROME14375
OG0003503	APOSC_02298	DROME17101, DROME17102
OG0003504	APOSC_12706	DROME06794
OG0003505	APOSC_27791	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	APOSC_20588, APOSC_20589	DROME18707
OG0003507	APOSC_14632	DROME14387, DROME14388
OG0003508	APOSC_16687	DROME15658
OG0003509	APOSC_01600	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961
OG0003510	APOSC_02259	DROME19505
OG0003513	APOSC_23790	DROME08556
OG0003515	APOSC_28363	DROME21652
OG0003518	APOSC_13189	DROME08309
OG0003519	APOSC_26019, APOSC_26017, APOSC_26018	DROME06802
OG0003520	APOSC_27298, APOSC_09597	DROME21807, DROME02028
OG0003523	APOSC_24946, APOSC_24945	DROME16368
OG0003524	APOSC_25697	DROME09643, DROME09639, DROME09640
OG0003526	APOSC_03620	DROME05107
OG0003528	APOSC_25058	DROME21047, DROME06070
OG0003531	APOSC_06749	DROME21993
OG0003532	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700	DROME08605
OG0003533	APOSC_20660	DROME04480, DROME04479, DROME04481
OG0003535	APOSC_27157	DROME12323, DROME12324, DROME12325
OG0003536	APOSC_10287	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	APOSC_12153, APOSC_21059	DROME20330
OG0003539	APOSC_28124, APOSC_28123	DROME09387, DROME09386
OG0003541	APOSC_12528, APOSC_12526, APOSC_12527	DROME10049, DROME10048
OG0003543	APOSC_20594	DROME18669
OG0003544	APOSC_15667	DROME05896
OG0003545	APOSC_01423	DROME08949
OG0003547	APOSC_28667, APOSC_28666	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	APOSC_05144	DROME15072
OG0003550	APOSC_23937	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	APOSC_24999	DROME18271, DROME18270, DROME16713
OG0003552	APOSC_13079	DROME18554, DROME18555
OG0003553	APOSC_25557	DROME17708
OG0003554	APOSC_07264	DROME19011, DROME19012, DROME17407, DROME12945
OG0003556	APOSC_16589	DROME06703, DROME06702
OG0003558	APOSC_07078	DROME06037
OG0003560	APOSC_23803	DROME18173
OG0003561	APOSC_05634, APOSC_05633	DROME10510
OG0003562	APOSC_04504	DROME12847, DROME12848
OG0003564	APOSC_26128	DROME16736
OG0003566	APOSC_14118	DROME08493, DROME08492
OG0003567	APOSC_27651	DROME20360, DROME20359
OG0003568	APOSC_24669	DROME08773
OG0003569	APOSC_26818	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	APOSC_11684	DROME14267, DROME14246
OG0003571	APOSC_19334	DROME19608
OG0003573	APOSC_22721	DROME07521
OG0003577	APOSC_13313	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003578	APOSC_25298, APOSC_25297, APOSC_25299	DROME16703
OG0003579	APOSC_20893	DROME17312
OG0003581	APOSC_04452	DROME17935, DROME17934
OG0003582	APOSC_10258	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003597	APOSC_28836	DROME16622, DROME16621
OG0003599	APOSC_02977	DROME08018
OG0003603	APOSC_26660	DROME05424
OG0003604	APOSC_19879	DROME19568
OG0003606	APOSC_24339, APOSC_23931	DROME07484, DROME07483, DROME07482
OG0003610	APOSC_06489	DROME07982, DROME07983
OG0003611	APOSC_27392	DROME17638
OG0003613	APOSC_02881	DROME00856
OG0003615	APOSC_11360	DROME16618, DROME16617
OG0003617	APOSC_11452	DROME16095
OG0003618	APOSC_27107	DROME15284, DROME15283
OG0003619	APOSC_04035, APOSC_04036	DROME13589, DROME13590
OG0003620	APOSC_04440	DROME17770
OG0003621	APOSC_23124, APOSC_23123	DROME13714, DROME13715, DROME13713
OG0003623	APOSC_05900	DROME01675
OG0003624	APOSC_08169	DROME12696
OG0003629	APOSC_26137	DROME03564
OG0003630	APOSC_17756, APOSC_17755, APOSC_17757	DROME06784
OG0003631	APOSC_17097	DROME07363
OG0003632	APOSC_29018, APOSC_16472	DROME18545
OG0003635	APOSC_01899, APOSC_01900, APOSC_21380	DROME04946
OG0003638	APOSC_04672	DROME16659
OG0003639	APOSC_03331	DROME16964
OG0003641	APOSC_28507	DROME01116
OG0003642	APOSC_21992	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938
OG0003644	APOSC_13766	DROME00616
OG0003645	APOSC_17297	DROME12178
OG0003647	APOSC_13796	DROME16616
OG0003649	APOSC_04280, APOSC_04281	DROME12148, DROME12149
OG0003650	APOSC_01121, APOSC_01120	DROME10934, DROME10933
OG0003655	APOSC_11993	DROME13069, DROME13070
OG0003656	APOSC_18739	DROME14867, DROME14868, DROME19174
OG0003657	APOSC_24280	DROME04619
OG0003658	APOSC_03798	DROME07032
OG0003659	APOSC_18860	DROME09855
OG0003660	APOSC_09904, APOSC_09903	DROME02231, DROME02233, DROME02232
OG0003661	APOSC_25047, APOSC_25048	DROME07051
OG0003664	APOSC_08966	DROME05104
OG0003666	APOSC_05812	DROME11426
OG0003667	APOSC_08066	DROME18793, DROME18792, DROME03291
OG0003668	APOSC_25254	DROME15022, DROME15023
OG0003669	APOSC_15477	DROME05487
OG0003671	APOSC_08142	DROME13120
OG0003672	APOSC_19065	DROME03649
OG0003674	APOSC_28517	DROME09782
OG0003677	APOSC_09551	DROME10098
OG0003678	APOSC_24849	DROME20450
OG0003679	APOSC_05717	DROME02313
OG0003680	APOSC_16106	DROME01384
OG0003681	APOSC_15622, APOSC_06679	DROME08680, DROME08681
OG0003682	APOSC_08734, APOSC_08733	DROME12564
OG0003683	APOSC_17206	DROME03935
OG0003686	APOSC_08575	DROME06762
OG0003687	APOSC_02961	DROME12601
OG0003690	APOSC_12760	DROME00439
OG0003692	APOSC_29035	DROME11124
OG0003693	APOSC_02780	DROME08115
OG0003694	APOSC_22584, APOSC_22583	DROME12215, DROME12216
OG0003695	APOSC_04824	DROME01947
OG0003696	APOSC_01727	DROME10156
OG0003697	APOSC_19087	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	APOSC_02793, APOSC_02794	DROME17520
OG0003700	APOSC_13023	DROME01181, DROME01182
OG0003701	APOSC_12893	DROME18636, DROME18637
OG0003703	APOSC_27805	DROME15370
OG0003704	APOSC_20184	DROME02181, DROME02180
OG0003708	APOSC_15736	DROME12282, DROME12281
OG0003709	APOSC_15334, APOSC_13159, APOSC_12769	DROME13668, DROME18688
OG0003710	APOSC_14492, APOSC_14493	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	APOSC_02385	DROME10970
OG0003713	APOSC_27942	DROME05410
OG0003714	APOSC_14044, APOSC_17805, APOSC_10687, APOSC_05091, APOSC_29083, APOSC_21985, APOSC_29084, APOSC_01371	DROME02517
OG0003716	APOSC_21311	DROME18657
OG0003717	APOSC_07881	DROME10046
OG0003718	APOSC_00053	DROME01297
OG0003719	APOSC_22019	DROME14563
OG0003720	APOSC_08724	DROME17484
OG0003721	APOSC_17333	DROME09052
OG0003722	APOSC_05010	DROME05995
OG0003724	APOSC_21113	DROME10712
OG0003729	APOSC_17222	DROME04356, DROME06341
OG0003731	APOSC_22671	DROME02907
OG0003732	APOSC_11996, APOSC_11995, APOSC_09876	DROME10070
OG0003733	APOSC_16729	DROME00230
OG0003734	APOSC_06802, APOSC_03895, APOSC_26658, APOSC_13258, APOSC_04893	DROME19430
OG0003735	APOSC_04977, APOSC_04976, APOSC_04975	DROME19631
OG0003737	APOSC_02922	DROME05769, DROME16282, DROME16607, DROME16283
OG0003738	APOSC_26676	DROME11561, DROME11562
OG0003740	APOSC_24391, APOSC_10911, APOSC_12585, APOSC_18389, APOSC_07561, APOSC_08481, APOSC_07560, APOSC_10879, APOSC_15112	DROME01620
OG0003741	APOSC_01091, APOSC_01092	DROME14002, DROME20156
OG0003742	APOSC_22045	DROME17331, DROME17332
OG0003743	APOSC_27109	DROME13785
OG0003744	APOSC_22292, APOSC_22293	DROME08150
OG0003745	APOSC_14669, APOSC_14668	DROME20574, DROME20575
OG0003746	APOSC_24125	DROME01977
OG0003747	APOSC_04812	DROME00997, DROME00995, DROME00994, DROME00996
OG0003748	APOSC_18301, APOSC_24509	DROME01784
OG0003749	APOSC_00198	DROME18502, DROME18501
OG0003750	APOSC_11143	DROME15590
OG0003753	APOSC_21092, APOSC_19186	DROME12522, DROME12521, DROME12523
OG0003754	APOSC_02725	DROME08228, DROME08227
OG0003755	APOSC_08866	DROME10789, DROME20093, DROME20094
OG0003756	APOSC_14136, APOSC_14135	DROME21916, DROME21915, DROME03180, DROME21917
OG0003758	APOSC_02734	DROME11710, DROME11712, DROME11711
OG0003759	APOSC_17081	DROME06383
OG0003761	APOSC_03791, APOSC_03790	DROME14154, DROME16436
OG0003763	APOSC_01290, APOSC_09581	DROME19350
OG0003764	APOSC_01401	DROME21578
OG0003767	APOSC_23704, APOSC_02560	DROME02791
OG0003769	APOSC_02783, APOSC_02782	DROME11691, DROME11690, DROME11693, DROME11692
OG0003771	APOSC_21005	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018
OG0003772	APOSC_14317, APOSC_14318	DROME12948
OG0003773	APOSC_22519	DROME05209
OG0003776	APOSC_01377	DROME09504, DROME16551
OG0003777	APOSC_05890	DROME18238, DROME18237, DROME18236
OG0003778	APOSC_25204	DROME13171
OG0003779	APOSC_23333, APOSC_23332, APOSC_23334	DROME17898
OG0003795	APOSC_01022	DROME10754, DROME10753, DROME10755
OG0003798	APOSC_08296	DROME12695
OG0003803	APOSC_17027	DROME02481, DROME02482
OG0003805	APOSC_15953	DROME01815
OG0003806	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759	DROME01868
OG0003807	APOSC_00860, APOSC_00859	DROME20522, DROME05215
OG0003808	APOSC_06171, APOSC_06172	DROME08174
OG0003809	APOSC_19356	DROME04169, DROME04168
OG0003811	APOSC_28788, APOSC_28789	DROME14988, DROME14990, DROME14989
OG0003813	APOSC_14390	DROME10056
OG0003817	APOSC_04119, APOSC_21991	DROME00653
OG0003818	APOSC_12257	DROME11129
OG0003820	APOSC_23379	DROME07987
OG0003821	APOSC_20352	DROME04477
OG0003823	APOSC_21830	DROME12335
OG0003824	APOSC_04795, APOSC_04794	DROME17215
OG0003826	APOSC_17419	DROME12869, DROME12870, DROME12868
OG0003827	APOSC_07833	DROME06883, DROME06884
OG0003828	APOSC_14010	DROME10911
OG0003829	APOSC_19129	DROME01864
OG0003831	APOSC_18338, APOSC_25951, APOSC_17003	DROME02158
OG0003832	APOSC_12737	DROME22043
OG0003834	APOSC_25052	DROME21433
OG0003836	APOSC_03836	DROME15123
OG0003837	APOSC_12128	DROME14236, DROME08398
OG0003838	APOSC_00842	DROME00382, DROME00383
OG0003839	APOSC_26720	DROME21710
OG0003841	APOSC_15694	DROME10377, DROME10376, DROME21784
OG0003843	APOSC_17245, APOSC_07123, APOSC_07122	DROME02011
OG0003844	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569	DROME19636, DROME19637
OG0003845	APOSC_23847	DROME21374
OG0003846	APOSC_01229	DROME14576
OG0003848	APOSC_12433	DROME19059, DROME03440, DROME21451, DROME09630
OG0003849	APOSC_02184	DROME18363, DROME18362
OG0003850	APOSC_06463	DROME19645
OG0003851	APOSC_27756	DROME07873, DROME07872, DROME07874
OG0003852	APOSC_27352	DROME08152
OG0003853	APOSC_04073	DROME00889
OG0003854	APOSC_14713	DROME11356
OG0003856	APOSC_18475, APOSC_18474, APOSC_18473, APOSC_18472	DROME18670
OG0003857	APOSC_04358	DROME21963
OG0003858	APOSC_25588	DROME12659
OG0003860	APOSC_03734, APOSC_20475, APOSC_24245	DROME03956
OG0003861	APOSC_21656	DROME13113
OG0003863	APOSC_19667	DROME16970, DROME16972, DROME16971
OG0003864	APOSC_02644, APOSC_02643	DROME16687, DROME16688
OG0003865	APOSC_28988	DROME12154, DROME12155
OG0003866	APOSC_22466	DROME15012, DROME15013
OG0003867	APOSC_04424	DROME04382
OG0003868	APOSC_27663	DROME05264, DROME05265, DROME05263
OG0003869	APOSC_00347, APOSC_00348	DROME09592
OG0003870	APOSC_17219	DROME12586, DROME12587
OG0003871	APOSC_11807	DROME19904, DROME19903
OG0003872	APOSC_02701	DROME05404
OG0003873	APOSC_19201	DROME21721
OG0003874	APOSC_04239	DROME06608
OG0003875	APOSC_05969	DROME19790, DROME19791
OG0003876	APOSC_09137	DROME09112
OG0003877	APOSC_00794, APOSC_00795, APOSC_00278	DROME03255, DROME03256
OG0003879	APOSC_26925	DROME15863, DROME15864
OG0003881	APOSC_23136	DROME06398
OG0003883	APOSC_26942	DROME12952, DROME12953
OG0003884	APOSC_05090	DROME16036
OG0003885	APOSC_18039	DROME01881, DROME01880
OG0003886	APOSC_23174	DROME16702
OG0003887	APOSC_03357	DROME16856
OG0003888	APOSC_24599	DROME14996
OG0003889	APOSC_27027	DROME06390
OG0003892	APOSC_27794, APOSC_27793	DROME03882, DROME03883, DROME03881
OG0003893	APOSC_23559	DROME20864
OG0003894	APOSC_10489, APOSC_10490	DROME08816
OG0003895	APOSC_12472	DROME02851, DROME08609, DROME08610, DROME02850
OG0003897	APOSC_21763	DROME08504, DROME08505
OG0003898	APOSC_19432	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007
OG0003899	APOSC_22343	DROME15608
OG0003903	APOSC_19999	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503
OG0003904	APOSC_15257	DROME13386
OG0003906	APOSC_08587	DROME10315
OG0003909	APOSC_27081	DROME12680
OG0003910	APOSC_21565	DROME10387
OG0003911	APOSC_27900, APOSC_05120	DROME11361
OG0003912	APOSC_15763, APOSC_28939	DROME03970, DROME03969, DROME03443
OG0003913	APOSC_05119	DROME04350
OG0003915	APOSC_24329, APOSC_24330	DROME04519
OG0003916	APOSC_10822	DROME10524, DROME10523
OG0003918	APOSC_02265	DROME16748, DROME16746, DROME16745, DROME16747
OG0003919	APOSC_15353	DROME21549
OG0003920	APOSC_10746	DROME16629, DROME16630
OG0003921	APOSC_12515, APOSC_12516	DROME02956, DROME02955, DROME02957
OG0003923	APOSC_27950	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714
OG0003925	APOSC_07611	DROME01564, DROME01563
OG0003926	APOSC_26826	DROME01565, DROME01567, DROME01566
OG0003929	APOSC_06476	DROME08880
OG0003930	APOSC_13770, APOSC_13771	DROME20922
OG0003931	APOSC_13164, APOSC_13163, APOSC_13162	DROME02384, DROME02385
OG0003933	APOSC_18503	DROME03669
OG0003934	APOSC_16202	DROME11280
OG0003935	APOSC_16375, APOSC_10688	DROME00302
OG0003936	APOSC_20913, APOSC_20914	DROME02177
OG0003938	APOSC_18586, APOSC_24798, APOSC_19288	DROME13183
OG0003939	APOSC_20627	DROME01287
OG0003942	APOSC_06273	DROME15620
OG0003944	APOSC_04799	DROME18760
OG0003945	APOSC_03054	DROME01863
OG0003946	APOSC_04056	DROME13159, DROME13158
OG0003947	APOSC_09900	DROME08292
OG0003949	APOSC_07284	DROME09152
OG0003950	APOSC_26776	DROME16615
OG0003951	APOSC_02492	DROME07725
OG0003955	APOSC_20455	DROME16756
OG0003958	APOSC_22790	DROME00635
OG0003959	APOSC_17473	DROME15055
OG0003961	APOSC_20360, APOSC_21264, APOSC_06551, APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945	DROME17804
OG0003962	APOSC_06351	DROME09201
OG0003964	APOSC_02451	DROME09409
OG0003965	APOSC_27311, APOSC_04938, APOSC_21685	DROME07977, DROME07971, DROME07972
OG0003967	APOSC_26278, APOSC_00755	DROME15281
OG0003968	APOSC_18591	DROME04759, DROME04758
OG0003969	APOSC_28380	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767
OG0003970	APOSC_12020, APOSC_03630, APOSC_20767, APOSC_12019	DROME08299
OG0003971	APOSC_13871, APOSC_13872	DROME06198
OG0003972	APOSC_12719	DROME03377
OG0003973	APOSC_26122	DROME13196, DROME13195, DROME13194
OG0003976	APOSC_10421, APOSC_09389, APOSC_19130	DROME12934
OG0003999	APOSC_26670, APOSC_28991	DROME14381, DROME14380
OG0004000	APOSC_16851, APOSC_16850	DROME11283
OG0004004	APOSC_12248	DROME11755, DROME11754
OG0004005	APOSC_22073	DROME14778, DROME14779, DROME14780
OG0004007	APOSC_15413	DROME18644
OG0004009	APOSC_06993	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735
OG0004011	APOSC_05203	DROME02697, DROME02696, DROME02701
OG0004012	APOSC_16235	DROME11288
OG0004015	APOSC_17114	DROME07793
OG0004017	APOSC_19336	DROME02036
OG0004019	APOSC_05230	DROME01647
OG0004021	APOSC_11091	DROME19870
OG0004022	APOSC_12529	DROME10913, DROME10915, DROME10912, DROME10914
OG0004023	APOSC_09668	DROME16512, DROME19067
OG0004025	APOSC_18540	DROME16102
OG0004027	APOSC_22364, APOSC_17364	DROME13967
OG0004028	APOSC_12300	DROME21582, DROME21583
OG0004031	APOSC_23905	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216
OG0004032	APOSC_10005	DROME08117
OG0004033	APOSC_11152	DROME14180, DROME12245
OG0004035	APOSC_20229	DROME03941, DROME03943, DROME03942, DROME03940
OG0004036	APOSC_26656	DROME19609
OG0004037	APOSC_28831	DROME06863
OG0004038	APOSC_01523	DROME02888
OG0004041	APOSC_21580	DROME05936
OG0004042	APOSC_19825	DROME16619
OG0004044	APOSC_05770	DROME05299, DROME05298
OG0004045	APOSC_14071, APOSC_14073, APOSC_14072	DROME06772
OG0004047	APOSC_21433	DROME02487, DROME02484, DROME02486, DROME02485
OG0004048	APOSC_03269	DROME17671
OG0004051	APOSC_25343	DROME18087, DROME18086
OG0004053	APOSC_19964	DROME21730
OG0004054	APOSC_22506	DROME15059
OG0004056	APOSC_26145	DROME15287
OG0004057	APOSC_25009	DROME00479
OG0004059	APOSC_17749	DROME13217
OG0004060	APOSC_16549, APOSC_14343	DROME20687
OG0004061	APOSC_15590	DROME03990
OG0004062	APOSC_28106, APOSC_18721	DROME16212
OG0004064	APOSC_04465	DROME06301
OG0004065	APOSC_27712	DROME02456
OG0004066	APOSC_23734	DROME10827
OG0004067	APOSC_24467	DROME14860
OG0004068	APOSC_26334, APOSC_26328, APOSC_08080, APOSC_18086, APOSC_17542	DROME11057
OG0004069	APOSC_23393, APOSC_23392	DROME10101
OG0004070	APOSC_25704	DROME04845
OG0004071	APOSC_26899	DROME15812
OG0004072	APOSC_16871	DROME21957, DROME17982
OG0004073	APOSC_26782	DROME01650
OG0004074	APOSC_20482	DROME06751
OG0004075	APOSC_15061, APOSC_07499	DROME21242
OG0004076	APOSC_17521	DROME00303
OG0004079	APOSC_18093	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265
OG0004080	APOSC_26211, APOSC_26210	DROME06468, DROME06467
OG0004081	APOSC_09127	DROME16707, DROME16708, DROME16709, DROME16710
OG0004082	APOSC_04843	DROME08161
OG0004084	APOSC_14613	DROME12357
OG0004085	APOSC_16126	DROME05732, DROME05731, DROME05733
OG0004089	APOSC_13671	DROME00381
OG0004090	APOSC_12223	DROME03177
OG0004091	APOSC_12845	DROME14119
OG0004092	APOSC_18299	DROME12563
OG0004093	APOSC_16358	DROME15725
OG0004095	APOSC_23518, APOSC_16725	DROME13735
OG0004096	APOSC_13674	DROME00515
OG0004098	APOSC_08501, APOSC_08500	DROME01948
OG0004099	APOSC_18713	DROME19388
OG0004101	APOSC_13319	DROME08755, DROME08757, DROME08756
OG0004102	APOSC_25199	DROME12666
OG0004105	APOSC_20157, APOSC_20158	DROME04809, DROME04810, DROME04811
OG0004106	APOSC_10773	DROME05999
OG0004107	APOSC_07621	DROME12701, DROME19212
OG0004108	APOSC_13048	DROME07361
OG0004110	APOSC_06208, APOSC_11200	DROME17755
OG0004111	APOSC_09767	DROME04654, DROME04653
OG0004112	APOSC_07040	DROME12140
