Orthogroup	APOSC_ok	DROME
OG0000749	APOSC_09299, APOSC_09298	DROME10988, DROME10987
OG0000751	APOSC_10279	DROME06060, DROME06059, DROME06061, DROME06062
OG0000752	APOSC_04900	DROME15461
OG0000752	APOSC_11897	DROME09086
OG0000752	APOSC_20705	DROME20521, DROME11363
OG0000753	APOSC_17933	DROME16114, DROME16113
OG0000753	APOSC_23432	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021
OG0000755	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399
OG0000757	APOSC_21066	DROME07057
OG0000758	APOSC_04627, APOSC_04628, APOSC_04626	DROME04523, DROME04522, DROME04521
OG0000759	APOSC_10203	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208
OG0000761	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783
OG0000762	APOSC_21996, APOSC_27690	DROME02274, DROME02276, DROME02279, DROME02278, DROME02272, DROME02275, DROME02277, DROME02273
OG0000763	APOSC_11369	DROME19244, DROME19245, DROME19240, DROME19243, DROME19242, DROME19241, DROME19239, DROME19232, DROME19237, DROME19234, DROME19238, DROME19233, DROME19236, DROME19235
OG0000765	APOSC_08832	DROME04789, DROME04788
OG0000766	APOSC_02628, APOSC_02629, APOSC_02626, APOSC_02627	DROME06054, DROME06055, DROME01015
OG0000767	APOSC_19311, APOSC_22136, APOSC_22137	DROME14005, DROME12823, DROME12824
OG0000772	APOSC_24323	DROME13216
OG0000772	APOSC_04766, APOSC_17782	DROME03561, DROME03562, DROME03559, DROME03560, DROME03558, DROME03563
OG0000774	APOSC_14965	DROME18935, DROME18934
OG0000775	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384	DROME05200
OG0000776	APOSC_14658, APOSC_04219, APOSC_04218, APOSC_26884, APOSC_23547, APOSC_14259, APOSC_20069, APOSC_25314, APOSC_15172	DROME20100, DROME20102, DROME20101
OG0000777	APOSC_06075	DROME05836
OG0000779	APOSC_20892	DROME13622
OG0000779	APOSC_15142	DROME20961
OG0000780	APOSC_06109, APOSC_07773, APOSC_00388, APOSC_21502, APOSC_21503	DROME16908
OG0000782	APOSC_02046, APOSC_02045	DROME04768, DROME04767, DROME04769, DROME04770, DROME04778, DROME04776, DROME04766, DROME04773, DROME04772, DROME04765, DROME04775, DROME04771, DROME04774, DROME04777
OG0000784	APOSC_17182, APOSC_20175	DROME16135, DROME14707, DROME14708, DROME14827
OG0000787	APOSC_24396	DROME06230
OG0000788	APOSC_18949	DROME11403
OG0000791	APOSC_26179, APOSC_26180	DROME16118, DROME16117, DROME16116, DROME16119, DROME16121, DROME16120
OG0000792	APOSC_04163	DROME20865
OG0000793	APOSC_28727, APOSC_28728, APOSC_28729	DROME20859, DROME20860
OG0000794	APOSC_25175, APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932	DROME04329, DROME04334, DROME04330, DROME04337, DROME04333, DROME04335, DROME04336, DROME04331, DROME04332
OG0000795	APOSC_03415	DROME09200
OG0000796	APOSC_17748	DROME18203
OG0000797	APOSC_05552, APOSC_02654	DROME01160, DROME01161, DROME01159
OG0000798	APOSC_20553	DROME10020, DROME10018, DROME10014, DROME10015, DROME10021, DROME10016, DROME10019, DROME10022, DROME10017, DROME10013
OG0000799	APOSC_20835	DROME17162
OG0000800	APOSC_27669	DROME19714
OG0000801	APOSC_13410, APOSC_22125	DROME05596, DROME05595, DROME05594
OG0000809	APOSC_01372	DROME15572, DROME15573
OG0000810	APOSC_15514	DROME04963, DROME04962, DROME04964
OG0000810	APOSC_02955, APOSC_02954, APOSC_02956	DROME08670
OG0000813	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680, APOSC_10674, APOSC_03337, APOSC_07707	DROME18040, DROME18039
OG0000814	APOSC_19527	DROME05066, DROME05065
OG0000816	APOSC_05809	DROME03072, DROME03071, DROME03076, DROME03075
OG0000817	APOSC_13738	DROME16006
OG0000817	APOSC_22901	DROME02008
OG0000817	APOSC_07767	DROME06292
OG0000818	APOSC_14407, APOSC_14408, APOSC_14409	DROME03806, DROME03805
OG0000819	APOSC_17700	DROME19692
OG0000819	APOSC_05516	DROME00768, DROME00769
OG0000820	APOSC_11841	DROME04117, DROME04116, DROME04115
OG0000822	APOSC_20678	DROME01380
OG0000822	APOSC_02360, APOSC_25612	DROME09748, DROME09747
OG0000825	APOSC_17271	DROME11281
OG0000826	APOSC_07568, APOSC_07567, APOSC_22497, APOSC_26704	DROME12091
OG0000827	APOSC_24620, APOSC_19492	DROME17067
OG0000828	APOSC_05791	DROME20305
OG0000828	APOSC_22977, APOSC_11571	DROME19137
OG0000829	APOSC_25803, APOSC_25804	DROME18116, DROME07642
OG0000833	APOSC_26082, APOSC_26081	DROME00525, DROME00524, DROME00526, DROME20451, DROME20452, DROME18499, DROME18498
OG0000834	APOSC_04739, APOSC_27269	DROME13922
OG0000835	APOSC_04775, APOSC_05126, APOSC_22110	DROME14049, DROME14051, DROME14048, DROME14057, DROME14058
OG0000836	APOSC_15778	DROME02582, DROME02579, DROME02580, DROME02581
OG0000837	APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308	DROME05419, DROME18149
OG0000841	APOSC_23985, APOSC_23987, APOSC_23986	DROME06878, DROME06876, DROME06877, DROME06879
OG0000842	APOSC_09796	DROME10888, DROME10889
OG0000844	APOSC_10362	DROME14407, DROME14403, DROME14406, DROME14408, DROME14404, DROME14409
OG0000844	APOSC_10363	DROME14405
OG0000847	APOSC_10143	DROME16726
OG0000847	APOSC_11562	DROME03898, DROME03895, DROME03896, DROME03897
OG0000848	APOSC_20382	DROME00579, DROME00580
OG0000848	APOSC_28316, APOSC_18151, APOSC_18150	DROME19683
OG0000849	APOSC_27634, APOSC_09266, APOSC_03689	DROME20644, DROME20643, DROME20641, DROME20642, DROME20640, DROME20638, DROME20637, DROME20639
OG0000850	APOSC_08264, APOSC_00774	DROME12440, DROME20308
OG0000850	APOSC_23927	DROME12322
OG0000851	APOSC_19702, APOSC_19703, APOSC_19701	DROME20685, DROME20686
OG0000852	APOSC_20285, APOSC_20286	DROME03192, DROME03193, DROME03191
OG0000852	APOSC_02824	DROME08938, DROME08937
OG0000855	APOSC_08922, APOSC_08923, APOSC_26256	DROME19819, DROME20290, DROME16140, DROME01127, DROME11147, DROME22053, DROME22054, DROME22052, DROME20174, DROME16331
OG0000857	APOSC_24744	DROME20946, DROME20950, DROME20948, DROME20947, DROME20949, DROME20951
OG0000858	APOSC_23576	DROME07517, DROME07518
OG0000860	APOSC_17954	DROME09397, DROME09396, DROME09404, DROME09403, DROME09399, DROME09402, DROME09401, DROME09400, DROME09405, DROME09398
OG0000867	APOSC_22652, APOSC_19357, APOSC_05981, APOSC_15581, APOSC_15020, APOSC_02622, APOSC_01914, APOSC_05317	DROME16640, DROME16641, DROME14164, DROME14165, DROME14167, DROME14088
OG0000869	APOSC_18698	DROME06391
OG0000871	APOSC_16796, APOSC_20272, APOSC_28302, APOSC_27777, APOSC_03183	DROME14585
OG0000871	APOSC_14488	DROME03028
OG0000872	APOSC_01621, APOSC_01620	DROME09696, DROME09697, DROME09695
OG0000874	APOSC_24109, APOSC_09520	DROME04338
OG0000875	APOSC_10108	DROME01940, DROME01939
OG0000875	APOSC_10816, APOSC_05938	DROME06587
OG0000876	APOSC_13414	DROME08528, DROME08526, DROME08524, DROME08527, DROME08525
OG0000878	APOSC_19700, APOSC_12538	DROME07549
OG0000879	APOSC_13173, APOSC_26037, APOSC_25589, APOSC_19618	DROME00001, DROME21621, DROME11009
OG0000880	APOSC_11063	DROME13991, DROME13992
OG0000888	APOSC_22842	DROME13818
OG0000888	APOSC_02163	DROME15657
OG0000889	APOSC_15049, APOSC_07753, APOSC_09768	DROME20531, DROME20532
OG0000889	APOSC_28468	DROME20008
OG0000894	APOSC_05906, APOSC_06317	DROME01898, DROME01895, DROME01896, DROME01894, DROME01897
OG0000894	APOSC_02796, APOSC_02797	DROME08778, DROME08777
OG0000896	APOSC_16669	DROME07637, DROME07636
OG0000897	APOSC_09636	DROME09205, DROME09206
OG0000904	APOSC_17702, APOSC_14302, APOSC_14303, APOSC_06457, APOSC_06456, APOSC_06458	DROME14411, DROME14410
OG0000905	APOSC_09225, APOSC_09226	DROME11749
OG0000906	APOSC_04764, APOSC_07017	DROME09411
OG0000907	APOSC_00840	DROME01472, DROME01473, DROME01474, DROME01471
OG0000908	APOSC_14771	DROME05842, DROME05841
OG0000908	APOSC_27466	DROME15683
OG0000909	APOSC_25304, APOSC_25305, APOSC_25306	DROME21889, DROME21890, DROME21873, DROME21876, DROME21877, DROME21875
OG0000913	APOSC_04388	DROME01636, DROME01633, DROME01634, DROME01635, DROME10634, DROME10638, DROME10637, DROME10636, DROME10635, DROME10633, DROME05629, DROME10407, DROME10406, DROME08899, DROME10631, DROME10640, DROME10639, DROME21277, DROME21276, DROME21275
OG0000914	APOSC_12098	DROME06233, DROME06234, DROME06235
OG0000921	APOSC_26555	DROME01540
OG0000921	APOSC_24063	DROME21958
OG0000923	APOSC_26447	DROME19914
OG0000923	APOSC_00356	DROME04554, DROME04553
OG0000925	APOSC_04534	DROME02762, DROME02761
OG0000925	APOSC_05628	DROME13733, DROME13734
OG0000926	APOSC_08443	DROME13962, DROME13964, DROME13963, DROME13961
OG0000927	APOSC_02135	DROME15912, DROME15911, DROME13544, DROME01290
OG0000929	APOSC_07152, APOSC_28960	DROME02144, DROME02147, DROME02145, DROME02146, DROME02148, DROME02143
OG0000931	APOSC_10285	DROME06107, DROME06103, DROME06106, DROME06105, DROME06104
OG0000933	APOSC_28945	DROME00363
OG0000934	APOSC_15771	DROME18021
OG0000934	APOSC_01130	DROME12197, DROME12198
OG0000935	APOSC_07475	DROME19387
OG0000944	APOSC_18987	DROME05002, DROME05004, DROME05003, DROME05001, DROME05005, DROME04999, DROME05000
OG0000945	APOSC_00213	DROME11635, DROME10522
OG0000946	APOSC_29057	DROME18472, DROME18473, DROME18474, DROME18476
OG0000947	APOSC_14595	DROME14910, DROME14909
OG0000949	APOSC_12498	DROME20631
OG0000950	APOSC_07812, APOSC_23885, APOSC_28280	DROME15080, DROME15081, DROME15075, DROME15077, DROME15078, DROME15076, DROME15082, DROME15083, DROME15079
OG0000953	APOSC_11055, APOSC_00862	DROME12838, DROME10330
OG0000954	APOSC_17406, APOSC_17405	DROME12405, DROME12406, DROME12407
OG0000955	APOSC_05735	DROME04991, DROME04992, DROME04993, DROME04990
OG0000957	APOSC_18814	DROME11550, DROME11548, DROME11549
OG0000958	APOSC_18169	DROME14600, DROME14604, DROME14602, DROME14603, DROME14601, DROME14605, DROME10611, DROME10609, DROME10610, DROME10608, DROME12027
OG0000960	APOSC_11917, APOSC_11916	DROME04151, DROME04150, DROME04154, DROME04153, DROME04158, DROME04156, DROME04161, DROME04149, DROME04152, DROME04155, DROME04157, DROME04160, DROME04159
OG0000963	APOSC_02511, APOSC_02848	DROME09182, DROME09184, DROME09183, DROME07082
OG0000965	APOSC_23312, APOSC_23311	DROME10303
OG0000965	APOSC_09972	DROME10622
OG0000967	APOSC_16830, APOSC_16829, APOSC_28756	DROME01950, DROME01951, DROME01952
OG0000968	APOSC_20513	DROME19457
OG0000969	APOSC_12423, APOSC_09810, APOSC_13652, APOSC_17711, APOSC_15123	DROME17496
OG0000972	APOSC_06797	DROME12808, DROME12809
OG0000974	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468	DROME20587, DROME20537, DROME20538
OG0000976	APOSC_05275	DROME15676
OG0000979	APOSC_15019, APOSC_17422	DROME10162, DROME10163, DROME10160, DROME10161, DROME10164
OG0000984	APOSC_25696, APOSC_17895, APOSC_25912, APOSC_05077, APOSC_01560	DROME12019, DROME07638
OG0000985	APOSC_19761	DROME16403, DROME16400, DROME16401, DROME16404, DROME16402
OG0000986	APOSC_14087	DROME00031, DROME00030, DROME00032
OG0000987	APOSC_18102	DROME05032, DROME05034, DROME05033, DROME05035, DROME05036
OG0000988	APOSC_04357, APOSC_13757	DROME19158
OG0000992	APOSC_10110, APOSC_22971, APOSC_24901	DROME02382, DROME02383
OG0000994	APOSC_21838	DROME20689
OG0000994	APOSC_16646	DROME05396
OG0000999	APOSC_24853, APOSC_24852	DROME05157, DROME05156
OG0001000	APOSC_22545, APOSC_22546	DROME14938, DROME14943, DROME14945, DROME14944, DROME14942, DROME14939, DROME14940, DROME14941
OG0001001	APOSC_09664	DROME01963, DROME01964, DROME01966, DROME01965
OG0001003	APOSC_02292	DROME20428, DROME20429
OG0001004	APOSC_07819	DROME18265, DROME18264
OG0001005	APOSC_05744, APOSC_05743, APOSC_05745	DROME16898
OG0001006	APOSC_03092, APOSC_20430	DROME12303
OG0001008	APOSC_03246, APOSC_08619	DROME03430, DROME03431, DROME03434, DROME03433, DROME03432, DROME03436, DROME03435, DROME03437, DROME03438
OG0001016	APOSC_19695	DROME03793
OG0001016	APOSC_06741	DROME04453
OG0001017	APOSC_27698, APOSC_27697	DROME18747, DROME18746, DROME08120, DROME08121
OG0001018	APOSC_00082	DROME08789
OG0001018	APOSC_00204	DROME19524
OG0001022	APOSC_27056, APOSC_27057	DROME02393, DROME02395, DROME02392, DROME02397, DROME02396, DROME02398, DROME02391, DROME02394, DROME02390
OG0001023	APOSC_14370	DROME07472, DROME07471
OG0001024	APOSC_15001	DROME14925
OG0001027	APOSC_27148, APOSC_06988, APOSC_05293, APOSC_24821, APOSC_27692	DROME20791, DROME20790, DROME20789, DROME21920, DROME21919
OG0001028	APOSC_08654	DROME17206, DROME17210, DROME17209, DROME17205, DROME17207, DROME17208
OG0001029	APOSC_00202	DROME15897, DROME08324
OG0001030	APOSC_11729	DROME15420, DROME15421, DROME15419
OG0001031	APOSC_26056	DROME02372
OG0001032	APOSC_22643, APOSC_22642	DROME10930, DROME10931, DROME10932
OG0001033	APOSC_15664	DROME16359
OG0001033	APOSC_27603	DROME01958
OG0001034	APOSC_15657, APOSC_15659, APOSC_15656, APOSC_15658	DROME18698, DROME18697, DROME18692, DROME18699, DROME18696, DROME18690, DROME18691, DROME18695, DROME18700, DROME18694, DROME18693
OG0001036	APOSC_22682	DROME21959
OG0001037	APOSC_08095, APOSC_08094	DROME07145, DROME07148, DROME07147, DROME07146
OG0001038	APOSC_19793	DROME06346, DROME06343, DROME06345, DROME06344
OG0001039	APOSC_04027	DROME19717, DROME19715, DROME19716, DROME12713
OG0001042	APOSC_11804, APOSC_11802, APOSC_11803	DROME12465, DROME12464, DROME12463, DROME12462
OG0001046	APOSC_10057	DROME05889
OG0001049	APOSC_00313	DROME15991
OG0001050	APOSC_28063	DROME09499, DROME09500
OG0001052	APOSC_21889	DROME00663, DROME00661, DROME00662
OG0001052	APOSC_07407	DROME00167
OG0001053	APOSC_25635, APOSC_21499	DROME11830
OG0001056	APOSC_00339	DROME10790
OG0001058	APOSC_03274, APOSC_08093, APOSC_03275	DROME00756, DROME00761, DROME00757, DROME00759, DROME00758, DROME00755, DROME00762, DROME00760, DROME00763
OG0001059	APOSC_04077	DROME05567, DROME05571, DROME05569, DROME05566, DROME05568, DROME05572, DROME05570
OG0001060	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253	DROME06478, DROME01930
OG0001062	APOSC_18657	DROME12175, DROME12172
OG0001063	APOSC_26968, APOSC_06298, APOSC_18602	DROME16034, DROME16033
OG0001063	APOSC_15370, APOSC_25113, APOSC_25112	DROME14111
OG0001065	APOSC_06320	DROME13255
OG0001066	APOSC_18530	DROME06399
OG0001072	APOSC_21913	DROME08170
OG0001073	APOSC_26376	DROME03543, DROME03544, DROME03542
OG0001075	APOSC_01609	DROME05007, DROME05008
OG0001076	APOSC_12173	DROME10433, DROME10436, DROME10429, DROME10434, DROME10430, DROME10435, DROME10431, DROME10432
OG0001077	APOSC_11437	DROME13463, DROME13462
OG0001077	APOSC_00506	DROME14374
OG0001078	APOSC_27568	DROME16039, DROME16040
OG0001079	APOSC_10027	DROME12134, DROME12135, DROME12136
OG0001081	APOSC_07539	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997
OG0001082	APOSC_13677	DROME16087, DROME16088, DROME16090, DROME16089
OG0001083	APOSC_11163	DROME07895
OG0001084	APOSC_05222	DROME15262, DROME15263
OG0001085	APOSC_12993, APOSC_12994	DROME18407, DROME18408, DROME18409
OG0001086	APOSC_17266, APOSC_17267	DROME03964, DROME03962, DROME03963, DROME03961
OG0001091	APOSC_06445	DROME08376, DROME08378, DROME08377
OG0001092	APOSC_09742	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203
OG0001094	APOSC_16150, APOSC_26607, APOSC_01941	DROME08185, DROME21556
OG0001096	APOSC_12731	DROME20588, DROME20589, DROME02389
OG0001101	APOSC_01614	DROME01099
OG0001102	APOSC_16629	DROME11539
OG0001102	APOSC_08185, APOSC_22291	DROME20883
OG0001103	APOSC_04714	DROME13242, DROME13241, DROME13243, DROME13244
OG0001104	APOSC_01233, APOSC_01232	DROME04004
OG0001105	APOSC_22089, APOSC_10933	DROME22092, DROME02326
OG0001108	APOSC_04910	DROME12857, DROME12858, DROME12856, DROME12855
OG0001108	APOSC_18668	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011
OG0001109	APOSC_01699	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274
OG0001111	APOSC_27166	DROME01145
OG0001111	APOSC_13725	DROME15662
OG0001113	APOSC_04032	DROME18531, DROME18532
OG0001113	APOSC_01852	DROME05388
OG0001113	APOSC_23610	DROME01680
OG0001114	APOSC_06726	DROME00496, DROME16340, DROME16339
OG0001118	APOSC_16049, APOSC_28446	DROME14402, DROME14401
OG0001119	APOSC_27988	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269
OG0001121	APOSC_08497, APOSC_08496	DROME11643, DROME11644, DROME11645, DROME11642
OG0001124	APOSC_05655	DROME13810
OG0001126	APOSC_00716, APOSC_00715, APOSC_12884	DROME07144
OG0001127	APOSC_22052	DROME21295, DROME21293, DROME21294, DROME21292
OG0001128	APOSC_17039	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100
OG0001129	APOSC_09504, APOSC_09503, APOSC_09505	DROME06610
OG0001130	APOSC_10394	DROME08159
OG0001130	APOSC_19470, APOSC_05583	DROME08055, DROME04983, DROME04982
OG0001131	APOSC_10660	DROME00544
OG0001132	APOSC_22214	DROME12585, DROME12584, DROME12583, DROME12582
OG0001133	APOSC_26387	DROME02832
OG0001135	APOSC_26040, APOSC_23817, APOSC_07139, APOSC_21672, APOSC_23479	DROME18153, DROME18152
OG0001136	APOSC_27527	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237
OG0001137	APOSC_03121, APOSC_03122	DROME07212, DROME07220, DROME07223, DROME07218, DROME07213, DROME07221, DROME07215, DROME07214, DROME07216, DROME07226, DROME07219, DROME07222, DROME07224, DROME07227, DROME07229, DROME07217, DROME07228, DROME07225
OG0001138	APOSC_17070, APOSC_17069	DROME16831, DROME16832, DROME16830, DROME16829
OG0001139	APOSC_20729, APOSC_20730, APOSC_22795	DROME11285, DROME11284, DROME20784
OG0001140	APOSC_21510	DROME04492, DROME04491
OG0001141	APOSC_05629, APOSC_15128	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356
OG0001142	APOSC_21301, APOSC_21304, APOSC_21300, APOSC_21302	DROME15460, DROME15458, DROME15459
OG0001143	APOSC_15154	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977
OG0001144	APOSC_19392	DROME08380
OG0001148	APOSC_26031	DROME04431, DROME04432
OG0001149	APOSC_21673, APOSC_19665	DROME20514
OG0001156	APOSC_02186	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510
OG0001158	APOSC_02675, APOSC_10531	DROME08138, DROME08137
OG0001159	APOSC_12530	DROME00704, DROME00657, DROME00658
OG0001160	APOSC_19351	DROME05833, DROME05832, DROME05835, DROME05834
OG0001162	APOSC_12922, APOSC_12923	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107
OG0001163	APOSC_00653, APOSC_10789, APOSC_08646, APOSC_08645, APOSC_17340, APOSC_13361	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899
OG0001164	APOSC_13012	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759
OG0001165	APOSC_20051, APOSC_23971	DROME20938, DROME07288
OG0001167	APOSC_15750, APOSC_15751	DROME17311
OG0001168	APOSC_07839, APOSC_20079	DROME02336
OG0001170	APOSC_23119, APOSC_09798, APOSC_25465	DROME16781
OG0001172	APOSC_01434	DROME12074, DROME12075
OG0001172	APOSC_19424	DROME11227, DROME11226
OG0001173	APOSC_12328	DROME08477, DROME08476, DROME08478, DROME08741
OG0001173	APOSC_13474	DROME11068
OG0001174	APOSC_02636, APOSC_02635	DROME01257, DROME01258
OG0001175	APOSC_04096, APOSC_21521	DROME10674
OG0001177	APOSC_05829, APOSC_27862, APOSC_09067	DROME01933, DROME01934, DROME21906
OG0001178	APOSC_10092	DROME18168, DROME18169, DROME18170, DROME18167
OG0001180	APOSC_06660	DROME10923, DROME10922
OG0001184	APOSC_28467	DROME03279
OG0001184	APOSC_19647	DROME17805
OG0001185	APOSC_20961, APOSC_20963, APOSC_20960, APOSC_20962, APOSC_20964, APOSC_02697	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238
OG0001186	APOSC_22932	DROME11811, DROME11812
OG0001186	APOSC_07366	DROME18932
OG0001188	APOSC_22816, APOSC_01840	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118
OG0001190	APOSC_04573	DROME21340, DROME21342, DROME21339, DROME21341
OG0001191	APOSC_16893	DROME15546, DROME15547, DROME15549, DROME15548
OG0001197	APOSC_08492	DROME14364
OG0001201	APOSC_09437, APOSC_09439, APOSC_09438, APOSC_03781, APOSC_23148, APOSC_21279, APOSC_09441, APOSC_09436, APOSC_09435, APOSC_09440, APOSC_12369, APOSC_21883, APOSC_22185, APOSC_21884, APOSC_05515, APOSC_24393, APOSC_24392	DROME20824, DROME20825, DROME20823, DROME20822
OG0001203	APOSC_25464	DROME16841
OG0001204	APOSC_02297, APOSC_24480	DROME15252
OG0001208	APOSC_16730	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816
OG0001209	APOSC_10899	DROME03307
OG0001210	APOSC_23126	DROME01292
OG0001210	APOSC_24521, APOSC_24519, APOSC_24520	DROME21654, DROME21653
OG0001211	APOSC_18687, APOSC_18686, APOSC_18685	DROME14817, DROME14816, DROME14814, DROME14815
OG0001212	APOSC_05728	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021
OG0001213	APOSC_26742	DROME12028
OG0001213	APOSC_18014, APOSC_16372	DROME15857
OG0001214	APOSC_14933, APOSC_14935, APOSC_14934	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226
OG0001215	APOSC_13978	DROME05613, DROME05611, DROME05612
OG0001216	APOSC_27402, APOSC_27401, APOSC_24924	DROME20096, DROME20097, DROME20095, DROME15498
OG0001217	APOSC_19625	DROME06701
OG0001218	APOSC_27369, APOSC_27373, APOSC_27371, APOSC_27368	DROME12211, DROME12213, DROME12212
OG0001219	APOSC_17654	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628
OG0001220	APOSC_05642, APOSC_04679	DROME02744, DROME20493, DROME20492
OG0001221	APOSC_24815	DROME09514
OG0001223	APOSC_26454	DROME08781, DROME08780
OG0001225	APOSC_15265	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794
OG0001227	APOSC_26346	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419
OG0001230	APOSC_01640, APOSC_01639	DROME05921, DROME05920
OG0001231	APOSC_20643	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724
OG0001232	APOSC_26473, APOSC_20135, APOSC_14799, APOSC_26965, APOSC_10973, APOSC_18148	DROME01876, DROME01877, DROME01878
OG0001234	APOSC_26853, APOSC_26851, APOSC_26852, APOSC_26850, APOSC_26849	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231
OG0001236	APOSC_08290, APOSC_12875	DROME06609, DROME04424, DROME20964
OG0001237	APOSC_10087	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481
OG0001238	APOSC_09179	DROME21058
OG0001239	APOSC_03435	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414
OG0001241	APOSC_23343	DROME02596
OG0001241	APOSC_04462	DROME03537
OG0001243	APOSC_18938	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535
OG0001247	APOSC_08850	DROME18852
OG0001248	APOSC_19998	DROME02625, DROME02624, DROME02623
OG0001249	APOSC_06543	DROME05745, DROME05744, DROME04456, DROME04455
OG0001250	APOSC_01792	DROME10391, DROME10390, DROME10392
OG0001251	APOSC_09632	DROME04532
OG0001253	APOSC_11036	DROME16727, DROME02601
OG0001254	APOSC_13372	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033
OG0001256	APOSC_14777, APOSC_14776	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301
OG0001262	APOSC_24190	DROME20437
OG0001263	APOSC_14146	DROME01386, DROME01387
OG0001264	APOSC_15051, APOSC_15050	DROME08249, DROME08250, DROME08248
OG0001266	APOSC_00128, APOSC_00129	DROME19377
OG0001267	APOSC_02561	DROME13068
OG0001268	APOSC_07653	DROME04920, DROME04921
OG0001270	APOSC_07392	DROME12379
OG0001270	APOSC_26062	DROME02961
OG0001271	APOSC_28116	DROME20484
OG0001272	APOSC_02691, APOSC_10352, APOSC_17558, APOSC_25634	DROME17237, DROME17236, DROME17235, DROME17243
OG0001273	APOSC_21600	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251
OG0001274	APOSC_21306, APOSC_21305	DROME06585, DROME06586, DROME06584
OG0001276	APOSC_09906, APOSC_09905, APOSC_02286, APOSC_02287	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322
OG0001278	APOSC_22330	DROME15730
OG0001278	APOSC_06499, APOSC_17287	DROME15455, DROME15454, DROME15456
OG0001279	APOSC_10702, APOSC_10701	DROME15211, DROME15210
OG0001280	APOSC_27519, APOSC_27518	DROME15706
OG0001281	APOSC_05353	DROME19100
OG0001282	APOSC_02603, APOSC_02605	DROME04060, DROME04059, DROME04058
OG0001284	APOSC_23659	DROME05418
OG0001286	APOSC_05067	DROME11490, DROME11489, DROME11491
OG0001287	APOSC_06831	DROME15976, DROME15975, DROME04476
OG0001288	APOSC_05127	DROME19787, DROME09388, DROME09389
OG0001290	APOSC_26089	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924
OG0001291	APOSC_25701	DROME21166, DROME21165, DROME18055, DROME18056
OG0001292	APOSC_09434, APOSC_09433	DROME20956
