Orthogroup	BRALA	PFLAV
OG0000141	BRALA03140, BRALA03139, BRALA03141	TCONS_00013964.p1, TCONS_00007967.p1
OG0000142	BRALA11507	TCONS_00044174.p1
OG0000142	BRALA06235	TCONS_00020129.p1, TCONS_00044171.p1
OG0000144	BRALA14346	TCONS_00050099.p1
OG0000145	BRALA23325	TCONS_00031878.p1, TCONS_00014242.p1, TCONS_00055069.p1, TCONS_00001022.p1
OG0000145	BRALA24595, BRALA28398	TCONS_00000819.p1
OG0000145	BRALA21332	TCONS_00024839.p1
OG0000146	BRALA22251, BRALA31482, BRALA01423	TCONS_00046353.p1
OG0000146	BRALA25540, BRALA33029, BRALA27950, BRALA09311, BRALA31481, BRALA34870, BRALA34332, BRALA28009	TCONS_00038992.p1, TCONS_00014959.p1, TCONS_00037839.p1
OG0000147	BRALA33037	TCONS_00050037.p1
OG0000147	BRALA16538	TCONS_00014779.p1
OG0000147	BRALA30660	TCONS_00002531.p1
OG0000148	BRALA09428	TCONS_00049717.p1
OG0000148	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051	TCONS_00049713.p1
OG0000149	BRALA04476	TCONS_00032533.p1
OG0000149	BRALA12518, BRALA28887	TCONS_00001855.p1, TCONS_00001516.p1
OG0000149	BRALA24371	TCONS_00029992.p1, TCONS_00029991.p1
OG0000151	BRALA24824	TCONS_00015057.p1
OG0000151	BRALA00287	TCONS_00019282.p1
OG0000151	BRALA21767, BRALA30997	TCONS_00015033.p1
OG0000153	BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299	TCONS_00025737.p1, TCONS_00013961.p1, TCONS_00013962.p1, TCONS_00004175.p1
OG0000154	BRALA18286, BRALA14183	TCONS_00044918.p1
OG0000154	BRALA22725, BRALA18903	TCONS_00000832.p1, TCONS_00000831.p1
OG0000154	BRALA09754	TCONS_00036501.p1
OG0000155	BRALA16575	TCONS_00044988.p1
OG0000156	BRALA21330, BRALA22573	TCONS_00000862.p1
OG0000157	BRALA27057	TCONS_00032491.p1
OG0000157	BRALA11237	TCONS_00012571.p1
OG0000157	BRALA28027	TCONS_00048916.p1
OG0000159	BRALA09776	TCONS_00017948.p1
OG0000159	BRALA02187	TCONS_00014433.p1
OG0000159	BRALA12258	TCONS_00001141.p1
OG0000159	BRALA02682	TCONS_00014999.p1
OG0000159	BRALA07694, BRALA07731, BRALA07711	TCONS_00052198.p1
OG0000160	BRALA17752, BRALA19774	TCONS_00049502.p1, TCONS_00049500.p1, TCONS_00049499.p1
OG0000160	BRALA09740	TCONS_00030030.p1, TCONS_00030031.p1, TCONS_00030037.p1, TCONS_00030036.p1, TCONS_00018408.p1, TCONS_00018422.p1, TCONS_00018553.p1
OG0000160	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771	TCONS_00029348.p1, TCONS_00004928.p1
OG0000162	BRALA14610, BRALA34897	TCONS_00028170.p1
OG0000163	BRALA16731, BRALA16733, BRALA16732	TCONS_00013883.p1, TCONS_00012644.p1
OG0000163	BRALA03407	TCONS_00008724.p1
OG0000164	BRALA10317, BRALA22107, BRALA10709, BRALA00277, BRALA10710, BRALA07246, BRALA10864	TCONS_00029061.p1, TCONS_00029304.p1, TCONS_00029305.p1, TCONS_00028530.p1, TCONS_00028531.p1, TCONS_00029699.p1, TCONS_00029060.p1
OG0000164	BRALA15645	TCONS_00023443.p1, TCONS_00023476.p1
OG0000164	BRALA01615	TCONS_00028348.p1
OG0000165	BRALA15293, BRALA22908, BRALA28975, BRALA34797	TCONS_00043320.p1, TCONS_00043572.p1, TCONS_00034846.p1, TCONS_00042203.p1, TCONS_00042202.p1, TCONS_00042204.p1, TCONS_00043403.p1
OG0000165	BRALA35730	TCONS_00034847.p1
OG0000166	BRALA33546	TCONS_00044259.p1
OG0000166	BRALA07086	TCONS_00036260.p1, TCONS_00017060.p1, TCONS_00035927.p1
OG0000167	BRALA17123	TCONS_00046658.p1
OG0000168	BRALA19184	TCONS_00038071.p1, TCONS_00006904.p1, TCONS_00006931.p1, TCONS_00006681.p1, TCONS_00006709.p1, TCONS_00006708.p1
OG0000168	BRALA01020, BRALA13286, BRALA13283	TCONS_00053064.p1, TCONS_00053107.p1, TCONS_00054243.p1
OG0000169	BRALA08147, BRALA04305	TCONS_00055516.p1
OG0000169	BRALA11953	TCONS_00043549.p1
OG0000171	BRALA33750	TCONS_00004994.p1
OG0000171	BRALA28419	TCONS_00003980.p1, TCONS_00003979.p1, TCONS_00003982.p1, TCONS_00003978.p1, TCONS_00003981.p1, TCONS_00003983.p1
OG0000171	BRALA09972, BRALA09975, BRALA34620, BRALA11421, BRALA23749, BRALA04631	TCONS_00008416.p1
OG0000171	BRALA06721	TCONS_00030867.p1
OG0000172	BRALA19684, BRALA24662	TCONS_00008117.p1, TCONS_00050580.p1, TCONS_00050577.p1, TCONS_00050572.p1, TCONS_00050578.p1, TCONS_00050687.p1
OG0000172	BRALA23427, BRALA05075, BRALA09367, BRALA05284	TCONS_00023066.p1, TCONS_00023061.p1, TCONS_00023098.p1, TCONS_00023099.p1, TCONS_00023063.p1, TCONS_00023102.p1, TCONS_00023065.p1, TCONS_00023100.p1, TCONS_00023068.p1, TCONS_00009964.p1, TCONS_00009965.p1, TCONS_00009961.p1, TCONS_00009963.p1
OG0000173	BRALA05385	TCONS_00050113.p1, TCONS_00001427.p1
OG0000174	BRALA01909	TCONS_00031729.p1, TCONS_00031730.p1, TCONS_00031733.p1, TCONS_00055107.p1
OG0000174	BRALA10706, BRALA03775	TCONS_00049340.p1, TCONS_00055928.p1, TCONS_00007699.p1, TCONS_00009494.p1, TCONS_00020943.p1, TCONS_00057228.p1, TCONS_00057227.p1
OG0000175	BRALA24671	TCONS_00017269.p1, TCONS_00017270.p1
OG0000175	BRALA21252, BRALA16465	TCONS_00013340.p1
OG0000178	BRALA34843	TCONS_00033737.p3, TCONS_00032868.p1
OG0000178	BRALA20749, BRALA20750, BRALA26393, BRALA26392	TCONS_00003215.p1, TCONS_00003331.p1
OG0000179	BRALA13816	TCONS_00030795.p1
OG0000179	BRALA28779	TCONS_00043115.p1
OG0000180	BRALA18777	TCONS_00050794.p1, TCONS_00051385.p1, TCONS_00051384.p1
OG0000180	BRALA18757	TCONS_00039068.p1, TCONS_00051724.p1
OG0000181	BRALA20263	TCONS_00055710.p1
OG0000181	BRALA09404	TCONS_00049665.p1
OG0000181	BRALA25948	TCONS_00025678.p1
OG0000181	BRALA11436	TCONS_00054994.p1
OG0000182	BRALA20922, BRALA26019	TCONS_00037266.p1
OG0000182	BRALA27456, BRALA11689, BRALA27176, BRALA11168	TCONS_00023071.p1, TCONS_00044403.p1
OG0000182	BRALA04970	TCONS_00042928.p1, TCONS_00006774.p1, TCONS_00020974.p1, TCONS_00053854.p1, TCONS_00053025.p1, TCONS_00021972.p1, TCONS_00056571.p1, TCONS_00056570.p1, TCONS_00014603.p1, TCONS_00005672.p1, TCONS_00054160.p1, TCONS_00047013.p1
OG0000183	BRALA34386	TCONS_00017266.p1
OG0000183	BRALA17782, BRALA17781	TCONS_00039887.p1, TCONS_00040865.p1
OG0000183	BRALA30657	TCONS_00040868.p1
OG0000184	BRALA24683, BRALA15996, BRALA06310, BRALA03689	TCONS_00016286.p1
OG0000184	BRALA24349, BRALA24348, BRALA24345, BRALA13027, BRALA24344	TCONS_00016263.p1, TCONS_00016258.p1, TCONS_00016260.p1, TCONS_00016230.p1, TCONS_00016234.p1, TCONS_00016229.p1, TCONS_00016266.p1, TCONS_00040794.p1, TCONS_00016262.p1
OG0000185	BRALA17010	TCONS_00056723.p1
OG0000185	BRALA20218	TCONS_00008087.p1
OG0000185	BRALA09638	TCONS_00017446.p1
OG0000186	BRALA21576	TCONS_00021431.p1
OG0000186	BRALA13620	TCONS_00021410.p1
OG0000186	BRALA13621	TCONS_00021408.p1
OG0000186	BRALA13619	TCONS_00021407.p1
OG0000187	BRALA08508	TCONS_00014049.p1, TCONS_00018739.p1, TCONS_00011379.p1, TCONS_00033086.p1, TCONS_00033092.p1, TCONS_00003416.p1, TCONS_00005865.p1, TCONS_00018715.p1, TCONS_00045691.p1, TCONS_00041473.p1, TCONS_00012865.p1, TCONS_00022970.p1, TCONS_00032414.p1, TCONS_00055145.p1, TCONS_00055135.p1, TCONS_00036035.p1, TCONS_00035821.p1, TCONS_00032782.p1
OG0000187	BRALA09296	TCONS_00045441.p1, TCONS_00016925.p1, TCONS_00048117.p1, TCONS_00053015.p1, TCONS_00024116.p1
OG0000188	BRALA31520	TCONS_00008971.p1, TCONS_00007865.p1
OG0000188	BRALA05946, BRALA06975	TCONS_00013555.p1
OG0000188	BRALA03655	TCONS_00031463.p1
OG0000190	BRALA07544, BRALA07542, BRALA07545	TCONS_00041581.p1
OG0000190	BRALA04696, BRALA17369, BRALA12568, BRALA28519, BRALA20641	TCONS_00042939.p1, TCONS_00041583.p1, TCONS_00013486.p1
OG0000191	BRALA08215, BRALA18409	TCONS_00008043.p1, TCONS_00008037.p1, TCONS_00008040.p1
OG0000192	BRALA05274	TCONS_00053851.p1, TCONS_00052839.p1
OG0000192	BRALA02780	TCONS_00016580.p1
OG0000192	BRALA03467	TCONS_00052840.p1
OG0000192	BRALA02779	TCONS_00046841.p1
OG0000192	BRALA03466	TCONS_00051737.p1
OG0000192	BRALA25029	TCONS_00014353.p1
OG0000193	BRALA29049	TCONS_00009428.p1
OG0000193	BRALA35297	TCONS_00044217.p1
OG0000194	BRALA06145, BRALA06143, BRALA24202, BRALA32166, BRALA06144, BRALA05240, BRALA29709, BRALA24201, BRALA30621, BRALA19294, BRALA04421, BRALA06130, BRALA14291, BRALA14295, BRALA14297	TCONS_00021113.p1, TCONS_00021115.p1, TCONS_00021112.p1, TCONS_00021105.p1, TCONS_00022746.p1, TCONS_00054475.p1, TCONS_00054473.p1, TCONS_00054478.p1, TCONS_00054479.p1, TCONS_00022202.p1
OG0000195	BRALA27202, BRALA33299, BRALA21846	TCONS_00022853.p1
OG0000195	BRALA14189	TCONS_00022924.p1, TCONS_00022472.p1
OG0000195	BRALA01750, BRALA01749, BRALA08338, BRALA22184	TCONS_00050953.p1, TCONS_00052055.p1, TCONS_00051871.p1, TCONS_00052104.p1, TCONS_00052117.p1, TCONS_00051714.p1
OG0000196	BRALA19783	TCONS_00004392.p1
OG0000196	BRALA24066, BRALA34404	TCONS_00035622.p1, TCONS_00054821.p1
OG0000197	BRALA10216	TCONS_00010170.p1, TCONS_00011564.p1, TCONS_00010172.p1
OG0000197	BRALA29466, BRALA29467, BRALA15189, BRALA19566	TCONS_00011623.p1, TCONS_00010171.p1, TCONS_00008007.p1
OG0000197	BRALA20671, BRALA10218	TCONS_00028133.p1
OG0000198	BRALA04259, BRALA04258, BRALA09120, BRALA09121, BRALA09122	TCONS_00038075.p1, TCONS_00036869.p1, TCONS_00037371.p1, TCONS_00036867.p1, TCONS_00025300.p1, TCONS_00036883.p1, TCONS_00019064.p1, TCONS_00019951.p1, TCONS_00019952.p1, TCONS_00037793.p1, TCONS_00037807.p1, TCONS_00037809.p1, TCONS_00036237.p1
OG0000200	BRALA16178	TCONS_00022565.p1, TCONS_00043876.p1, TCONS_00043877.p1, TCONS_00043881.p1, TCONS_00043878.p1
OG0000200	BRALA16185, BRALA02802, BRALA02803, BRALA02804	TCONS_00021598.p1
OG0000201	BRALA11221	TCONS_00014165.p1
OG0000201	BRALA14937	TCONS_00006002.p1
OG0000201	BRALA24651	TCONS_00006848.p1
OG0000202	BRALA14447	TCONS_00056826.p1
OG0000202	BRALA31828	TCONS_00056864.p1
OG0000203	BRALA06689	TCONS_00031374.p1
OG0000203	BRALA14737	TCONS_00018009.p1
OG0000203	BRALA25872, BRALA05551, BRALA14396, BRALA14391, BRALA25871, BRALA14399	TCONS_00051437.p1
OG0000204	BRALA02474	TCONS_00038184.p1
OG0000205	BRALA21195	TCONS_00011551.p1
OG0000205	BRALA20306	TCONS_00057261.p1
OG0000206	BRALA16744, BRALA23705, BRALA23702, BRALA23706, BRALA12342, BRALA10699, BRALA00372, BRALA09354, BRALA14643, BRALA26840, BRALA32096, BRALA32097, BRALA10829, BRALA09797, BRALA09794, BRALA12865	TCONS_00050457.p1
OG0000206	BRALA08183	TCONS_00000443.p1, TCONS_00000446.p1, TCONS_00000461.p1
OG0000206	BRALA25642, BRALA25645, BRALA27739, BRALA21905, BRALA08313, BRALA25643	TCONS_00028561.p1, TCONS_00028562.p1, TCONS_00028563.p1
OG0000207	BRALA03383	TCONS_00008213.p1
OG0000208	BRALA35053, BRALA34947, BRALA35305	TCONS_00043713.p1, TCONS_00043906.p1, TCONS_00043897.p1, TCONS_00043898.p1, TCONS_00043907.p1, TCONS_00043895.p1, TCONS_00043905.p1, TCONS_00043912.p1, TCONS_00043911.p1, TCONS_00042651.p1, TCONS_00043627.p1, TCONS_00043652.p1, TCONS_00043653.p1, TCONS_00042650.p1, TCONS_00043626.p1, TCONS_00042215.p1, TCONS_00043714.p1, TCONS_00053956.p1
OG0000208	BRALA35214, BRALA35549, BRALA33938, BRALA33891, BRALA27230, BRALA35033, BRALA34389	TCONS_00006493.p1, TCONS_00006492.p1, TCONS_00006491.p1
OG0000209	BRALA01621, BRALA26987, BRALA22792	TCONS_00019080.p1
OG0000209	BRALA25102	TCONS_00001370.p1
OG0000210	BRALA05034	TCONS_00052900.p1
OG0000210	BRALA34339	TCONS_00007048.p1, TCONS_00020940.p1
OG0000210	BRALA07975	TCONS_00020245.p1
OG0000210	BRALA01074, BRALA01072	TCONS_00053131.p1, TCONS_00054221.p2, TCONS_00053130.p1, TCONS_00052628.p1
OG0000210	BRALA00876	TCONS_00032506.p1
OG0000210	BRALA15379	TCONS_00054361.p1
OG0000210	BRALA05812	TCONS_00021209.p1
OG0000211	BRALA12046	TCONS_00040533.p1
OG0000211	BRALA13452, BRALA35174	TCONS_00000780.p1
OG0000211	BRALA35905	TCONS_00010951.p1
OG0000211	BRALA33365	TCONS_00028192.p1
OG0000211	BRALA15028	TCONS_00028766.p1
OG0000213	BRALA24613	TCONS_00054983.p1, TCONS_00016397.p1, TCONS_00019189.p1, TCONS_00023020.p1, TCONS_00023031.p1, TCONS_00019187.p1
OG0000213	BRALA23231, BRALA33816, BRALA23229	TCONS_00012857.p1, TCONS_00012854.p1, TCONS_00005461.p1
OG0000214	BRALA27877, BRALA29941	TCONS_00018886.p1, TCONS_00056061.p1, TCONS_00037111.p1, TCONS_00037124.p1, TCONS_00000109.p1, TCONS_00044640.p1
OG0000214	BRALA23339, BRALA26909, BRALA13214, BRALA31533, BRALA19825	TCONS_00013733.p1
OG0000214	BRALA29191, BRALA28859, BRALA30146, BRALA17871	TCONS_00031936.p1, TCONS_00004542.p1, TCONS_00016829.p1
OG0000214	BRALA24071, BRALA19305	TCONS_00041835.p1, TCONS_00053994.p1, TCONS_00027761.p1, TCONS_00019779.p1, TCONS_00055032.p2
OG0000214	BRALA25153, BRALA35333, BRALA30932, BRALA21539, BRALA30563	TCONS_00002182.p1, TCONS_00031500.p1, TCONS_00033271.p1, TCONS_00000773.p1, TCONS_00005774.p1, TCONS_00044670.p1, TCONS_00033270.p1, TCONS_00031499.p1, TCONS_00002020.p1, TCONS_00045879.p1, TCONS_00032656.p1, TCONS_00029882.p1, TCONS_00032036.p1, TCONS_00021486.p1, TCONS_00043045.p1, TCONS_00009394.p1, TCONS_00044739.p1, TCONS_00038915.p1, TCONS_00045701.p1, TCONS_00033413.p1, TCONS_00032178.p1, TCONS_00037112.p1, TCONS_00003299.p1, TCONS_00021487.p1, TCONS_00030187.p1, TCONS_00053577.p1, TCONS_00012477.p1
OG0000215	BRALA14093	TCONS_00056058.p1, TCONS_00057218.p1
OG0000215	BRALA34578	TCONS_00010659.p1, TCONS_00010655.p1, TCONS_00036157.p1, TCONS_00036161.p1, TCONS_00036163.p1, TCONS_00036158.p1, TCONS_00036162.p1, TCONS_00013631.p1, TCONS_00013633.p1, TCONS_00013629.p1, TCONS_00013628.p1, TCONS_00013634.p1, TCONS_00013637.p1, TCONS_00013630.p1, TCONS_00027345.p1
OG0000216	BRALA02500, BRALA06821	TCONS_00054884.p1, TCONS_00053322.p1
OG0000216	BRALA03195, BRALA17832, BRALA03196, BRALA30908	TCONS_00014115.p1, TCONS_00014116.p1, TCONS_00056095.p1
OG0000218	BRALA27085, BRALA27089, BRALA27086	TCONS_00006721.p1
OG0000218	BRALA12469, BRALA27090, BRALA27088, BRALA18542, BRALA27087, BRALA11952, BRALA11951, BRALA00320	TCONS_00020361.p1, TCONS_00020359.p1, TCONS_00020360.p1, TCONS_00031236.p1, TCONS_00030350.p1, TCONS_00008329.p1, TCONS_00031233.p1, TCONS_00005607.p1, TCONS_00005606.p1, TCONS_00020097.p1, TCONS_00002827.p1
OG0000219	BRALA30856, BRALA29563	TCONS_00019208.p1, TCONS_00018923.p1, TCONS_00020158.p1, TCONS_00020153.p1, TCONS_00020325.p1, TCONS_00020155.p1, TCONS_00019079.p1, TCONS_00019086.p1, TCONS_00019073.p1, TCONS_00019074.p1, TCONS_00039152.p1, TCONS_00039101.p1, TCONS_00039119.p1
OG0000220	BRALA03898	TCONS_00031224.p1
OG0000221	BRALA04793, BRALA07381, BRALA07380	TCONS_00004344.p1, TCONS_00003306.p1
OG0000221	BRALA10634	TCONS_00015523.p1
OG0000223	BRALA11482, BRALA12163	TCONS_00026631.p1
OG0000225	BRALA20442, BRALA20435	TCONS_00048759.p1, TCONS_00049310.p1, TCONS_00049308.p1, TCONS_00048761.p1, TCONS_00047386.p1
OG0000226	BRALA31446	TCONS_00037912.p1, TCONS_00037960.p1, TCONS_00010603.p1
OG0000226	BRALA01942	TCONS_00010618.p1, TCONS_00010602.p1
OG0000227	BRALA04957	TCONS_00003628.p1, TCONS_00003624.p1
OG0000228	BRALA34100	TCONS_00006106.p1
OG0000228	BRALA29051, BRALA33810	TCONS_00007455.p1
OG0000228	BRALA14448, BRALA28771, BRALA14709	TCONS_00006730.p1
OG0000229	BRALA28141, BRALA05173, BRALA05177, BRALA05176, BRALA00883	TCONS_00047417.p1
OG0000229	BRALA13406, BRALA22316, BRALA01806, BRALA10794, BRALA01662, BRALA25953, BRALA25949	TCONS_00025283.p1, TCONS_00025285.p1, TCONS_00025299.p1, TCONS_00023882.p1, TCONS_00025301.p1, TCONS_00025286.p1, TCONS_00025282.p1, TCONS_00015393.p1, TCONS_00023370.p1, TCONS_00023406.p1, TCONS_00023867.p1, TCONS_00023871.p1, TCONS_00025281.p1, TCONS_00054421.p1
OG0000230	BRALA01549	TCONS_00045017.p1, TCONS_00049834.p1
OG0000230	BRALA03506, BRALA03504, BRALA03490, BRALA33964, BRALA33988, BRALA17763, BRALA32045, BRALA16571, BRALA16569, BRALA16568	TCONS_00023886.p1, TCONS_00023904.p1, TCONS_00046346.p1, TCONS_00046345.p1, TCONS_00046350.p1, TCONS_00045251.p1, TCONS_00045255.p1
OG0000231	BRALA20863	TCONS_00009620.p1
OG0000231	BRALA20193	TCONS_00043985.p1
OG0000231	BRALA24167	TCONS_00006204.p1
OG0000231	BRALA20465	TCONS_00009410.p1, TCONS_00009430.p1
OG0000232	BRALA34702, BRALA25833, BRALA14748, BRALA14750, BRALA14749, BRALA14751, BRALA14752, BRALA14753, BRALA14746, BRALA35416	TCONS_00013208.p1
OG0000232	BRALA34925, BRALA00968	TCONS_00017123.p1, TCONS_00017130.p1
OG0000233	BRALA24106, BRALA24105, BRALA10164, BRALA10197, BRALA18422, BRALA10165	TCONS_00015040.p1, TCONS_00015041.p1
OG0000234	BRALA04116	TCONS_00019067.p1
OG0000234	BRALA02072	TCONS_00036893.p1
OG0000236	BRALA22937, BRALA22936, BRALA22934, BRALA16990, BRALA22935, BRALA22938	TCONS_00025383.p1, TCONS_00025384.p1, TCONS_00024012.p1, TCONS_00011050.p1, TCONS_00011051.p1, TCONS_00025382.p1, TCONS_00025271.p1, TCONS_00021392.p1, TCONS_00042691.p1, TCONS_00025273.p1, TCONS_00025269.p1, TCONS_00029009.p1, TCONS_00016061.p1
OG0000236	BRALA19030	TCONS_00005536.p1, TCONS_00005541.p1, TCONS_00005535.p1
OG0000237	BRALA06188, BRALA31195	TCONS_00035518.p1, TCONS_00038562.p1, TCONS_00041295.p1, TCONS_00056601.p1, TCONS_00038468.p1, TCONS_00035117.p1, TCONS_00055585.p1, TCONS_00049835.p1, TCONS_00033831.p1, TCONS_00036989.p1, TCONS_00015232.p1, TCONS_00028032.p1, TCONS_00034111.p1, TCONS_00056725.p1, TCONS_00035048.p1, TCONS_00040421.p1, TCONS_00056250.p1, TCONS_00041274.p1, TCONS_00043463.p1, TCONS_00053198.p1, TCONS_00018944.p1, TCONS_00044123.p1, TCONS_00033770.p1, TCONS_00025448.p1, TCONS_00056237.p1, TCONS_00056251.p1, TCONS_00039051.p1, TCONS_00039424.p1, TCONS_00008716.p1
OG0000238	BRALA11216, BRALA11218, BRALA11219, BRALA11217	TCONS_00012248.p1, TCONS_00012247.p1, TCONS_00012242.p1, TCONS_00012250.p1
OG0000238	BRALA22406	TCONS_00008771.p1
OG0000239	BRALA04987	TCONS_00002904.p1
OG0000239	BRALA30155	TCONS_00010986.p1
OG0000240	BRALA26625	TCONS_00005511.p1
OG0000241	BRALA31568, BRALA09170, BRALA07497, BRALA28748, BRALA23952, BRALA00344, BRALA10563, BRALA24314, BRALA33809	TCONS_00015766.p1
OG0000242	BRALA18838	TCONS_00037535.p1
OG0000242	BRALA02156, BRALA08925	TCONS_00037523.p1, TCONS_00037527.p1, TCONS_00041111.p1, TCONS_00037528.p1, TCONS_00037532.p1, TCONS_00037530.p1, TCONS_00037534.p1, TCONS_00037536.p1
OG0000242	BRALA11080, BRALA10999	TCONS_00041151.p1
OG0000244	BRALA12481, BRALA28034, BRALA16560	TCONS_00007494.p1, TCONS_00007501.p1
OG0000245	BRALA06244	TCONS_00013875.p1
OG0000245	BRALA33308, BRALA34781	TCONS_00013874.p1, TCONS_00013872.p1, TCONS_00013873.p1
OG0000246	BRALA02252	TCONS_00055969.p1
OG0000246	BRALA29247, BRALA14673, BRALA16837, BRALA30601, BRALA16836	TCONS_00000511.p1
OG0000246	BRALA30599, BRALA16835, BRALA09816, BRALA25342, BRALA14675, BRALA14676, BRALA18019, BRALA29474	TCONS_00004812.p1, TCONS_00004813.p1, TCONS_00004758.p1, TCONS_00004741.p1
OG0000247	BRALA05869, BRALA25434, BRALA29304, BRALA03014, BRALA06820, BRALA22306, BRALA23971, BRALA08150, BRALA20785	TCONS_00046846.p1, TCONS_00033071.p1, TCONS_00016761.p1, TCONS_00055628.p1, TCONS_00045462.p1, TCONS_00015560.p1
OG0000247	BRALA17085, BRALA30326	TCONS_00056605.p1
OG0000247	BRALA32267	TCONS_00043515.p1
OG0000247	BRALA20464	TCONS_00039278.p1
OG0000248	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868	TCONS_00032888.p1, TCONS_00001290.p1, TCONS_00001287.p1
OG0000249	BRALA08511	TCONS_00028298.p1
OG0000250	BRALA31781, BRALA29201, BRALA33782, BRALA34803, BRALA31510, BRALA20935, BRALA12663, BRALA29202, BRALA24889	TCONS_00020505.p1, TCONS_00015588.p1
OG0000250	BRALA11863	TCONS_00042963.p1
OG0000250	BRALA06695	TCONS_00030782.p1
OG0000250	BRALA09013	TCONS_00024627.p1, TCONS_00023621.p1
OG0000251	BRALA15838	TCONS_00050196.p1
OG0000251	BRALA07937	TCONS_00032809.p1
OG0000251	BRALA05640	TCONS_00051784.p1, TCONS_00051767.p1
OG0000251	BRALA09788, BRALA09787	TCONS_00051029.p1
OG0000252	BRALA25084	TCONS_00039493.p1
OG0000252	BRALA25085	TCONS_00039495.p1
OG0000253	BRALA08908, BRALA33775, BRALA11342, BRALA25548	TCONS_00021165.p1
OG0000253	BRALA04180, BRALA14275, BRALA33720, BRALA14276, BRALA28206, BRALA08499, BRALA20224, BRALA20133, BRALA18906, BRALA20007, BRALA34615, BRALA23792	TCONS_00008693.p1, TCONS_00017744.p1, TCONS_00017740.p1, TCONS_00017742.p1, TCONS_00054036.p1, TCONS_00011332.p1
OG0000253	BRALA34858	TCONS_00055301.p1, TCONS_00055297.p1
OG0000253	BRALA16411, BRALA04012, BRALA09924, BRALA09925	TCONS_00005885.p1, TCONS_00004638.p1, TCONS_00042799.p1, TCONS_00056701.p1
OG0000254	BRALA02849	TCONS_00013001.p1, TCONS_00042157.p1, TCONS_00047101.p1, TCONS_00044606.p1, TCONS_00006992.p1, TCONS_00047099.p1, TCONS_00038977.p1, TCONS_00016644.p1, TCONS_00016645.p1, TCONS_00013002.p1
OG0000255	BRALA25790	TCONS_00022651.p1, TCONS_00022654.p1
OG0000255	BRALA00871, BRALA11731, BRALA31615	TCONS_00020857.p1
OG0000255	BRALA02467, BRALA20756, BRALA08872, BRALA09849, BRALA09857, BRALA27836	TCONS_00055357.p1, TCONS_00056545.p1, TCONS_00055361.p1, TCONS_00055362.p1, TCONS_00056553.p1, TCONS_00051668.p1, TCONS_00056554.p1, TCONS_00056555.p1, TCONS_00017301.p1, TCONS_00017109.p1, TCONS_00017302.p1
OG0000256	BRALA10199	TCONS_00015961.p1
OG0000256	BRALA09570, BRALA17466, BRALA00793, BRALA13439, BRALA13440, BRALA13438, BRALA30583	TCONS_00005012.p1, TCONS_00022849.p1, TCONS_00021723.p1, TCONS_00021722.p1, TCONS_00021716.p1, TCONS_00021721.p1, TCONS_00021714.p1, TCONS_00021718.p1, TCONS_00021720.p1, TCONS_00021724.p1, TCONS_00028691.p1, TCONS_00029741.p1, TCONS_00029740.p1, TCONS_00021509.p1, TCONS_00022613.p1, TCONS_00028471.p1, TCONS_00028212.p1
OG0000257	BRALA18496	TCONS_00028283.p1
OG0000257	BRALA09564, BRALA08492	TCONS_00029829.p1, TCONS_00025443.p1
OG0000257	BRALA15240	TCONS_00009913.p1
OG0000257	BRALA09566	TCONS_00028625.p1
OG0000258	BRALA13021	TCONS_00013487.p1
OG0000258	BRALA20081	TCONS_00048565.p1
OG0000258	BRALA24991	TCONS_00010222.p1
OG0000259	BRALA16850	TCONS_00019052.p1, TCONS_00026869.p1, TCONS_00019180.p1, TCONS_00019173.p1, TCONS_00019174.p1, TCONS_00019176.p1, TCONS_00019175.p1, TCONS_00019179.p1, TCONS_00019181.p1, TCONS_00019088.p1
OG0000260	BRALA15356	TCONS_00048892.p1
OG0000260	BRALA16338	TCONS_00026041.p1
OG0000265	BRALA18329	TCONS_00015778.p1
OG0000265	BRALA12823	TCONS_00048368.p1
OG0000268	BRALA05849	TCONS_00056951.p1
OG0000268	BRALA09117, BRALA09119, BRALA09115, BRALA17387	TCONS_00055763.p1
OG0000268	BRALA32039	TCONS_00056936.p1
OG0000269	BRALA33280, BRALA06865, BRALA27748	TCONS_00020143.p1, TCONS_00020142.p1, TCONS_00019846.p1
OG0000269	BRALA08334, BRALA31955	TCONS_00034551.p1
OG0000270	BRALA12009	TCONS_00011867.p1
OG0000270	BRALA25012	TCONS_00011913.p1
OG0000270	BRALA33710	TCONS_00000584.p1
OG0000270	BRALA10899	TCONS_00010522.p1
OG0000271	BRALA09068, BRALA17558, BRALA18501, BRALA17563	TCONS_00020111.p1, TCONS_00055227.p1
OG0000272	BRALA09678	TCONS_00017291.p1
OG0000273	BRALA05275	TCONS_00052743.p1
