Orthogroup	BRALA	PFLAV
OG0002622	BRALA08223	TCONS_00043892.p1, TCONS_00043902.p1
OG0002624	BRALA19091, BRALA27262	TCONS_00009152.p1
OG0002625	BRALA19033	TCONS_00000742.p1
OG0002626	BRALA07161	TCONS_00004560.p1, TCONS_00023309.p1, TCONS_00036211.p1, TCONS_00036214.p1
OG0002627	BRALA09593, BRALA18580, BRALA05937	TCONS_00033662.p1
OG0002629	BRALA10077	TCONS_00001710.p1
OG0002630	BRALA31372	TCONS_00006926.p1, TCONS_00017759.p1
OG0002631	BRALA09723	TCONS_00000293.p1
OG0002632	BRALA17599	TCONS_00028955.p1
OG0002633	BRALA22300	TCONS_00009804.p1
OG0002634	BRALA13524	TCONS_00028515.p1
OG0002635	BRALA16658	TCONS_00046180.p1
OG0002636	BRALA11242	TCONS_00012778.p1
OG0002637	BRALA03744, BRALA20697	TCONS_00000797.p1, TCONS_00000795.p1, TCONS_00000787.p1
OG0002638	BRALA16832, BRALA30596	TCONS_00023645.p1
OG0002639	BRALA24137, BRALA34628	TCONS_00009797.p1
OG0002640	BRALA24706	TCONS_00047422.p1
OG0002641	BRALA17675, BRALA17673, BRALA17674	TCONS_00007360.p1
OG0002642	BRALA24879, BRALA14126, BRALA23036	TCONS_00056643.p1, TCONS_00056642.p1
OG0002643	BRALA16947	TCONS_00035689.p1, TCONS_00035551.p1
OG0002644	BRALA08196, BRALA08197	TCONS_00044196.p1
OG0002645	BRALA11042	TCONS_00047832.p1, TCONS_00047846.p1
OG0002646	BRALA08873	TCONS_00056457.p1
OG0002647	BRALA28886	TCONS_00017755.p1, TCONS_00026751.p1
OG0002648	BRALA27322, BRALA33270	TCONS_00002157.p1
OG0002649	BRALA16332	TCONS_00027226.p1
OG0002651	BRALA10810, BRALA10806, BRALA10805, BRALA10803, BRALA10804, BRALA10808, BRALA10807, BRALA10809, BRALA10927	TCONS_00010767.p1
OG0002652	BRALA22384	TCONS_00007635.p1
OG0002653	BRALA07263	TCONS_00005624.p1, TCONS_00005622.p1, TCONS_00005623.p2, TCONS_00005620.p1, TCONS_00005619.p1
OG0002654	BRALA08682	TCONS_00052014.p1
OG0002655	BRALA03665	TCONS_00030420.p1
OG0002657	BRALA14444	TCONS_00056535.p1
OG0002658	BRALA26410	TCONS_00023141.p1
OG0002659	BRALA13850	TCONS_00017232.p1
OG0002661	BRALA09860	TCONS_00024795.p1, TCONS_00024755.p1
OG0002662	BRALA13008	TCONS_00013016.p1
OG0002663	BRALA06135, BRALA06131, BRALA06137, BRALA06132, BRALA06133, BRALA06134, BRALA06136	TCONS_00022107.p1
OG0002664	BRALA34060, BRALA34776, BRALA34520	TCONS_00028993.p1
OG0002665	BRALA24257	TCONS_00006695.p1, TCONS_00006689.p1
OG0002666	BRALA06311, BRALA27382, BRALA10431	TCONS_00013352.p1, TCONS_00032472.p1
OG0002667	BRALA20654	TCONS_00015951.p1
OG0002668	BRALA20571	TCONS_00009177.p1
OG0002669	BRALA29211	TCONS_00010762.p1, TCONS_00010419.p1, TCONS_00010421.p1, TCONS_00011735.p1, TCONS_00010420.p1
OG0002670	BRALA25704	TCONS_00010164.p1
OG0002671	BRALA19117	TCONS_00008833.p1
OG0002672	BRALA01443	TCONS_00046517.p1
OG0002673	BRALA16349	TCONS_00026782.p1
OG0002674	BRALA17129	TCONS_00029780.p1
OG0002675	BRALA28733	TCONS_00007281.p1
OG0002679	BRALA24468	TCONS_00051947.p1, TCONS_00050858.p1
OG0002683	BRALA00951	TCONS_00054134.p1
OG0002684	BRALA02346	TCONS_00043551.p1, TCONS_00043559.p1
OG0002684	BRALA28134	TCONS_00000667.p1, TCONS_00000668.p1, TCONS_00043553.p1, TCONS_00043561.p1, TCONS_00043564.p1, TCONS_00043427.p1, TCONS_00043567.p1, TCONS_00043562.p1, TCONS_00043563.p1, TCONS_00043558.p1, TCONS_00042129.p1, TCONS_00043016.p1, TCONS_00044203.p1, TCONS_00043552.p1, TCONS_00044205.p1, TCONS_00043418.p1
OG0002684	BRALA34731	TCONS_00000670.p1, TCONS_00000674.p1, TCONS_00001815.p1
OG0002685	BRALA19253, BRALA34583, BRALA34257	TCONS_00001020.p1
OG0002688	BRALA15398	TCONS_00010793.p1, TCONS_00010791.p1
OG0002688	BRALA08978, BRALA08979	TCONS_00012047.p1
OG0002691	BRALA11694	TCONS_00007674.p1, TCONS_00019330.p1, TCONS_00019331.p1, TCONS_00036090.p1, TCONS_00036114.p1, TCONS_00036094.p1, TCONS_00036100.p1, TCONS_00036106.p1, TCONS_00036121.p1, TCONS_00039597.p1, TCONS_00047397.p1, TCONS_00047399.p1, TCONS_00036011.p1, TCONS_00036091.p1, TCONS_00007673.p1, TCONS_00007675.p1, TCONS_00040602.p1, TCONS_00008529.p1, TCONS_00030067.p1, TCONS_00031176.p1, TCONS_00031195.p1, TCONS_00030068.p1, TCONS_00031203.p1, TCONS_00031194.p1, TCONS_00031173.p1, TCONS_00031172.p1, TCONS_00031175.p1, TCONS_00036119.p1, TCONS_00046344.p1, TCONS_00036004.p1, TCONS_00036098.p1, TCONS_00037250.p1, TCONS_00037251.p1, TCONS_00037751.p1, TCONS_00037734.p1, TCONS_00037733.p1, TCONS_00037746.p1, TCONS_00037749.p1, TCONS_00037753.p1, TCONS_00037758.p1, TCONS_00037756.p1, TCONS_00037748.p1, TCONS_00036540.p1, TCONS_00037736.p1
OG0002705	BRALA29482	TCONS_00053434.p1
OG0002706	BRALA10397	TCONS_00014276.p1
OG0002707	BRALA22125	TCONS_00011640.p1
OG0002708	BRALA30426	TCONS_00001336.p1
OG0002710	BRALA09599	TCONS_00029431.p1
OG0002712	BRALA28304	TCONS_00041645.p1
OG0002714	BRALA11702, BRALA12182	TCONS_00022426.p1, TCONS_00039260.p1, TCONS_00039300.p1, TCONS_00039213.p1
OG0002716	BRALA21235	TCONS_00007711.p1
OG0002717	BRALA28948	TCONS_00042110.p1
OG0002720	BRALA18248	TCONS_00010232.p1
OG0002721	BRALA06584	TCONS_00014473.p1
OG0002722	BRALA24693	TCONS_00011837.p1
OG0002723	BRALA25715	TCONS_00009848.p1
OG0002724	BRALA25276	TCONS_00013956.p1, TCONS_00013957.p1, TCONS_00013959.p1
OG0002725	BRALA16296	TCONS_00022209.p1
OG0002725	BRALA05833	TCONS_00022211.p1
OG0002726	BRALA03979	TCONS_00031105.p1
OG0002727	BRALA20100, BRALA21580, BRALA29712	TCONS_00027122.p1
OG0002728	BRALA01532	TCONS_00006650.p1, TCONS_00006633.p2
OG0002729	BRALA22734	TCONS_00043122.p1
OG0002730	BRALA23709	TCONS_00002286.p1
OG0002731	BRALA10111	TCONS_00015586.p1
OG0002732	BRALA13852	TCONS_00027362.p1
OG0002733	BRALA12104	TCONS_00037583.p1
OG0002734	BRALA26244	TCONS_00010818.p1
OG0002736	BRALA33082, BRALA34536	TCONS_00000152.p1
OG0002737	BRALA04044, BRALA08077	TCONS_00041341.p1, TCONS_00032990.p1, TCONS_00041327.p1
OG0002738	BRALA06227	TCONS_00013197.p1
OG0002740	BRALA01908	TCONS_00046160.p1
OG0002741	BRALA09574	TCONS_00028376.p1
OG0002742	BRALA06748	TCONS_00031180.p1, TCONS_00031206.p1
OG0002743	BRALA13202	TCONS_00055209.p1
OG0002744	BRALA02758	TCONS_00015439.p1
OG0002745	BRALA14450	TCONS_00014235.p1
OG0002746	BRALA17638	TCONS_00039793.p1
OG0002747	BRALA18341	TCONS_00016131.p1
OG0002748	BRALA02744	TCONS_00015247.p1
OG0002751	BRALA27383	TCONS_00016595.p1
OG0002752	BRALA16959	TCONS_00042881.p1
OG0002753	BRALA28220	TCONS_00047595.p1
OG0002754	BRALA34875	TCONS_00054318.p1
OG0002755	BRALA26578	TCONS_00007276.p1
OG0002756	BRALA19758	TCONS_00048920.p1
OG0002757	BRALA26966	TCONS_00055221.p1
OG0002758	BRALA21942	TCONS_00006270.p1
OG0002759	BRALA12370, BRALA12368	TCONS_00002285.p1
OG0002761	BRALA33192, BRALA32473, BRALA30469	TCONS_00010302.p1
OG0002762	BRALA12786	TCONS_00047734.p1
OG0002763	BRALA07435	TCONS_00055749.p1
OG0002764	BRALA08679	TCONS_00050931.p1
OG0002765	BRALA03391	TCONS_00009341.p1
OG0002766	BRALA29454, BRALA30303	TCONS_00049553.p1, TCONS_00049554.p1, TCONS_00004496.p1
OG0002767	BRALA16931, BRALA16930	TCONS_00043030.p1
OG0002768	BRALA29044	TCONS_00049097.p1
OG0002769	BRALA22959	TCONS_00042280.p1, TCONS_00042232.p1
OG0002770	BRALA09976	TCONS_00026098.p1
OG0002771	BRALA26146	TCONS_00011580.p1
OG0002772	BRALA00839	TCONS_00053759.p1
OG0002773	BRALA06118	TCONS_00022345.p1, TCONS_00022344.p1
OG0002774	BRALA17566	TCONS_00028627.p1
OG0002775	BRALA28982	TCONS_00004466.p1
OG0002775	BRALA23175	TCONS_00029656.p1
OG0002776	BRALA20667	TCONS_00029914.p1
OG0002778	BRALA30498, BRALA15044	TCONS_00029622.p1
OG0002778	BRALA24226	TCONS_00028857.p1, TCONS_00013228.p1
OG0002779	BRALA18762	TCONS_00051889.p1
OG0002780	BRALA06535	TCONS_00012584.p1
OG0002781	BRALA09162	TCONS_00056768.p1
OG0002782	BRALA18872	TCONS_00011132.p1
OG0002783	BRALA05339	TCONS_00053820.p1
OG0002784	BRALA11406, BRALA24363	TCONS_00008354.p1, TCONS_00008352.p1
OG0002785	BRALA01196	TCONS_00054448.p1
OG0002786	BRALA09530	TCONS_00029566.p1
OG0002787	BRALA25626	TCONS_00020698.p1
OG0002788	BRALA02230	TCONS_00038074.p1
OG0002789	BRALA20378	TCONS_00054494.p1, TCONS_00053396.p1
OG0002790	BRALA11810	TCONS_00042475.p1
OG0002791	BRALA10109	TCONS_00016217.p1
OG0002792	BRALA24361	TCONS_00020366.p1
OG0002793	BRALA24700	TCONS_00003882.p1
OG0002794	BRALA35337	TCONS_00015595.p1
OG0002795	BRALA07995	TCONS_00020221.p1
OG0002797	BRALA30213	TCONS_00020292.p1, TCONS_00002919.p1
OG0002798	BRALA14359, BRALA26692	TCONS_00025918.p1, TCONS_00011008.p1, TCONS_00011012.p1, TCONS_00031864.p1, TCONS_00024850.p1
OG0002798	BRALA08132, BRALA30566, BRALA19523, BRALA29669, BRALA15365, BRALA26317, BRALA31673	TCONS_00015374.p1, TCONS_00033407.p1, TCONS_00006734.p2, TCONS_00049006.p1
OG0002799	BRALA27234	TCONS_00004881.p1
OG0002811	BRALA00022	TCONS_00047302.p1
OG0002813	BRALA21604	TCONS_00014792.p1
OG0002814	BRALA03845	TCONS_00030568.p1
OG0002815	BRALA23897	TCONS_00000287.p1
OG0002816	BRALA01022	TCONS_00054308.p1
OG0002817	BRALA31906, BRALA35378	TCONS_00009559.p1
OG0002818	BRALA22684	TCONS_00049657.p1
OG0002819	BRALA05559	TCONS_00050227.p1
OG0002821	BRALA01093	TCONS_00052856.p1
OG0002822	BRALA11175, BRALA11174	TCONS_00014245.p1, TCONS_00013412.p1, TCONS_00014423.p1
OG0002823	BRALA02904	TCONS_00015619.p1
OG0002823	BRALA16407	TCONS_00027448.p1
OG0002824	BRALA00377	TCONS_00019599.p1
OG0002825	BRALA22892	TCONS_00024295.p1
OG0002826	BRALA20854	TCONS_00009663.p1
OG0002827	BRALA12317	TCONS_00001794.p1, TCONS_00001795.p2
OG0002828	BRALA01253, BRALA32285, BRALA33690, BRALA01251	TCONS_00034310.p1
OG0002829	BRALA13088	TCONS_00013706.p1
OG0002830	BRALA13356	TCONS_00010894.p1
OG0002831	BRALA08874	TCONS_00035950.p1, TCONS_00035945.p1
OG0002832	BRALA23782, BRALA23785, BRALA23786	TCONS_00045155.p1
OG0002833	BRALA11197	TCONS_00014217.p1
OG0002834	BRALA07844	TCONS_00051206.p1
OG0002835	BRALA12830	TCONS_00018725.p1, TCONS_00017643.p1
OG0002836	BRALA08680	TCONS_00052011.p1
OG0002837	BRALA20192	TCONS_00042766.p1
OG0002838	BRALA02071, BRALA03750	TCONS_00029902.p1, TCONS_00020903.p1
OG0002839	BRALA04693	TCONS_00004451.p1
OG0002840	BRALA03264	TCONS_00009182.p1
OG0002841	BRALA12737	TCONS_00047849.p1, TCONS_00001411.p1, TCONS_00048553.p1
OG0002842	BRALA01213	TCONS_00054700.p1, TCONS_00054625.p1
OG0002843	BRALA29412	TCONS_00030426.p1
OG0002844	BRALA18936	TCONS_00048042.p1
OG0002846	BRALA18718	TCONS_00054878.p1
OG0002847	BRALA33572, BRALA35862, BRALA34974, BRALA35961, BRALA35427, BRALA33880, BRALA34783	TCONS_00006483.p1
OG0002848	BRALA18503	TCONS_00045223.p1
OG0002849	BRALA04204	TCONS_00020783.p1, TCONS_00020774.p1, TCONS_00020784.p1
OG0002850	BRALA14368	TCONS_00051637.p1
OG0002851	BRALA08963	TCONS_00000274.p1
OG0002852	BRALA00392, BRALA09862, BRALA12103	TCONS_00002074.p1, TCONS_00002075.p1, TCONS_00002077.p1, TCONS_00001080.p1, TCONS_00001078.p1
OG0002853	BRALA09561	TCONS_00029548.p1
OG0002854	BRALA02880	TCONS_00015088.p1, TCONS_00044327.p1
OG0002854	BRALA18728	TCONS_00044326.p1, TCONS_00015094.p1
OG0002855	BRALA23875	TCONS_00004539.p1, TCONS_00001780.p1, TCONS_00001781.p1, TCONS_00004538.p1, TCONS_00001782.p1
OG0002856	BRALA17115	TCONS_00028409.p1
OG0002857	BRALA01069	TCONS_00053239.p1
OG0002858	BRALA22413	TCONS_00007488.p1, TCONS_00007490.p1
OG0002859	BRALA01427	TCONS_00045580.p1, TCONS_00045581.p1, TCONS_00046896.p1
OG0002860	BRALA13051	TCONS_00013248.p1
OG0002861	BRALA22879, BRALA22878	TCONS_00025233.p1
OG0002862	BRALA33455, BRALA33453, BRALA29689	TCONS_00002185.p1
OG0002863	BRALA00995	TCONS_00053234.p1, TCONS_00053235.p1
OG0002865	BRALA26587	TCONS_00042624.p1
OG0002866	BRALA08893	TCONS_00037598.p1
OG0002867	BRALA03095	TCONS_00008722.p1
OG0002868	BRALA05217	TCONS_00052544.p1
OG0002870	BRALA19055	TCONS_00002023.p1
OG0002871	BRALA14106	TCONS_00013806.p1
OG0002871	BRALA19148	TCONS_00036247.p1
OG0002872	BRALA34159, BRALA32937	TCONS_00009347.p1
OG0002873	BRALA19472	TCONS_00014159.p1
OG0002874	BRALA19756	TCONS_00049627.p1
OG0002875	BRALA23432	TCONS_00009978.p1
OG0002876	BRALA19475	TCONS_00055182.p1, TCONS_00055153.p1, TCONS_00055154.p1
OG0002877	BRALA08464	TCONS_00027894.p1
OG0002878	BRALA18474, BRALA28117, BRALA03542	TCONS_00007163.p1, TCONS_00008468.p1
OG0002878	BRALA32641, BRALA03534, BRALA03537	TCONS_00007158.p1, TCONS_00007157.p1
OG0002879	BRALA23711	TCONS_00001819.p1
OG0002881	BRALA29638	TCONS_00051615.p1
OG0002882	BRALA24261	TCONS_00004986.p1
OG0002882	BRALA22163	TCONS_00051197.p1
OG0002884	BRALA02001	TCONS_00036357.p1
OG0002886	BRALA06876, BRALA27924, BRALA18024, BRALA18708, BRALA25226	TCONS_00028689.p1, TCONS_00028683.p1
OG0002887	BRALA00977	TCONS_00053132.p1
OG0002888	BRALA23053	TCONS_00014583.p1
OG0002888	BRALA23052, BRALA35110	TCONS_00014580.p1
OG0002889	BRALA20446	TCONS_00049306.p1
OG0002891	BRALA00908	TCONS_00053738.p1
OG0002892	BRALA27556	TCONS_00001681.p1, TCONS_00014788.p1
OG0002893	BRALA05902, BRALA13319, BRALA12122, BRALA13317, BRALA13318	TCONS_00022744.p1
OG0002894	BRALA23468	TCONS_00010576.p1
OG0002895	BRALA28500	TCONS_00029819.p1
OG0002896	BRALA06147	TCONS_00021246.p1
OG0002897	BRALA00556	TCONS_00041365.p1, TCONS_00031606.p1, TCONS_00041377.p1, TCONS_00032281.p1, TCONS_00041351.p1, TCONS_00041379.p1, TCONS_00031603.p1, TCONS_00031601.p1, TCONS_00031610.p1, TCONS_00031602.p1, TCONS_00041359.p1, TCONS_00041348.p1, TCONS_00041353.p1
OG0002898	BRALA04412	TCONS_00012139.p1, TCONS_00011793.p1, TCONS_00010413.p1, TCONS_00010440.p1, TCONS_00010414.p1
OG0002899	BRALA32336	TCONS_00051403.p1
OG0002900	BRALA10711	TCONS_00020534.p1, TCONS_00029824.p1
OG0002902	BRALA10476	TCONS_00013877.p1
OG0002903	BRALA03755, BRALA21287, BRALA31044	TCONS_00018225.p1, TCONS_00017180.p1, TCONS_00017183.p1, TCONS_00017182.p1, TCONS_00017176.p1
OG0002904	BRALA04163	TCONS_00031567.p1, TCONS_00031538.p1, TCONS_00031569.p1, TCONS_00031570.p1, TCONS_00031532.p1
OG0002906	BRALA03067	TCONS_00009274.p1
OG0002907	BRALA09540	TCONS_00028502.p1
OG0002908	BRALA16572	TCONS_00055243.p1
OG0002908	BRALA12497	TCONS_00008542.p1
OG0002909	BRALA15331	TCONS_00047561.p1
OG0002910	BRALA02029	TCONS_00028540.p1, TCONS_00028541.p1
OG0002911	BRALA27469	TCONS_00026143.p1
OG0002912	BRALA05844, BRALA03226	TCONS_00007897.p1, TCONS_00008713.p1, TCONS_00007439.p1, TCONS_00003154.p1, TCONS_00003605.p1, TCONS_00003606.p1
OG0002913	BRALA13297	TCONS_00056620.p1
OG0002914	BRALA13809	TCONS_00046412.p1
OG0002915	BRALA03120	TCONS_00020490.p1
OG0002916	BRALA22098, BRALA00679	TCONS_00054595.p1
OG0002917	BRALA11721	TCONS_00021044.p1
OG0002918	BRALA01959, BRALA23323, BRALA12963, BRALA21536	TCONS_00006776.p1
OG0002918	BRALA26070, BRALA31210	TCONS_00012017.p1
OG0002918	BRALA31156	TCONS_00035655.p1, TCONS_00015637.p1, TCONS_00022075.p1, TCONS_00004337.p1, TCONS_00038922.p1, TCONS_00022094.p1
OG0002921	BRALA17412, BRALA29375	TCONS_00005612.p1, TCONS_00005613.p2
OG0002922	BRALA16350	TCONS_00025977.p1
OG0002923	BRALA05872	TCONS_00007977.p1
OG0002924	BRALA04128, BRALA04129	TCONS_00019349.p1
OG0002925	BRALA28741, BRALA07171, BRALA31367	TCONS_00018459.p1
OG0002926	BRALA30348	TCONS_00028061.p1
OG0002927	BRALA06891, BRALA06948	TCONS_00004135.p1
OG0002928	BRALA15826	TCONS_00004100.p1
OG0002944	BRALA10241	TCONS_00016891.p1
OG0002945	BRALA30182, BRALA30183	TCONS_00014323.p1, TCONS_00014335.p1
OG0002946	BRALA30086	TCONS_00014225.p1, TCONS_00013029.p1
OG0002947	BRALA04382	TCONS_00049003.p1
OG0002948	BRALA08604, BRALA08603	TCONS_00050545.p1
OG0002949	BRALA34128	TCONS_00014445.p1
OG0002950	BRALA35316, BRALA14006	TCONS_00014046.p1
OG0002952	BRALA16977	TCONS_00042673.p1
OG0002953	BRALA20438	TCONS_00048395.p1
OG0002954	BRALA18259, BRALA34258, BRALA35506	TCONS_00023913.p1
OG0002955	BRALA20853	TCONS_00011898.p1
OG0002956	BRALA33340	TCONS_00029297.p1
OG0002957	BRALA29901	TCONS_00022513.p1
OG0002958	BRALA10403	TCONS_00013876.p1
OG0002958	BRALA01328	TCONS_00035583.p1, TCONS_00035642.p1
OG0002959	BRALA22499	TCONS_00010958.p1
OG0002960	BRALA17530	TCONS_00016533.p1
OG0002961	BRALA32745, BRALA33845	TCONS_00011734.p1
OG0002963	BRALA32700, BRALA03040, BRALA21565, BRALA12533, BRALA12534, BRALA12559	TCONS_00050132.p1, TCONS_00050133.p1, TCONS_00050125.p1, TCONS_00019112.p1, TCONS_00052087.p1
OG0002964	BRALA06367	TCONS_00013728.p1
OG0002965	BRALA06727	TCONS_00030551.p1
OG0002966	BRALA23093	TCONS_00016414.p1
OG0002967	BRALA24663	TCONS_00034167.p1, TCONS_00034173.p1
OG0002968	BRALA16921, BRALA16922	TCONS_00000180.p1
OG0002969	BRALA14067	TCONS_00055983.p1
OG0002971	BRALA17548	TCONS_00045604.p1, TCONS_00046877.p1
OG0002973	BRALA35747, BRALA32976	TCONS_00048192.p1
OG0002974	BRALA19094	TCONS_00009337.p1
OG0002975	BRALA28849	TCONS_00010555.p1, TCONS_00016004.p1, TCONS_00010554.p1, TCONS_00016006.p1
OG0002976	BRALA18507	TCONS_00028969.p1
OG0002977	BRALA29327	TCONS_00004747.p1
OG0002978	BRALA24108	TCONS_00010996.p1
OG0002979	BRALA29239	TCONS_00000115.p1
OG0002981	BRALA00510	TCONS_00009178.p1
OG0002982	BRALA31857	TCONS_00002363.p1, TCONS_00002375.p1
OG0002983	BRALA15691	TCONS_00002109.p1, TCONS_00002101.p1
OG0002984	BRALA10452	TCONS_00014608.p1
OG0002985	BRALA16955	TCONS_00042833.p1
OG0002986	BRALA12799	TCONS_00049664.p1
OG0002987	BRALA16295	TCONS_00026946.p1
OG0002988	BRALA22520, BRALA22521, BRALA22525, BRALA15451	TCONS_00056009.p1
OG0002989	BRALA25735, BRALA25734, BRALA24378	TCONS_00049575.p1
OG0002990	BRALA27944	TCONS_00027688.p1
OG0002991	BRALA24373	TCONS_00030348.p1
OG0002992	BRALA10664	TCONS_00020442.p1
OG0002994	BRALA03071	TCONS_00008401.p1
OG0002995	BRALA31288	TCONS_00010897.p1
OG0002996	BRALA14606	TCONS_00049228.p1
OG0002997	BRALA22094	TCONS_00053213.p1
OG0002997	BRALA00683	TCONS_00021746.p1
OG0002998	BRALA06170	TCONS_00022351.p1
OG0003002	BRALA07344	TCONS_00056726.p1
OG0003003	BRALA21285, BRALA06728, BRALA22539, BRALA22540	TCONS_00046653.p1
OG0003005	BRALA01368	TCONS_00053819.p1
OG0003006	BRALA30180	TCONS_00014322.p1, TCONS_00014334.p1
OG0003007	BRALA01148	TCONS_00053186.p1
OG0003008	BRALA24826	TCONS_00014834.p1
OG0003009	BRALA20909	TCONS_00017797.p1
OG0003010	BRALA02051	TCONS_00036755.p1
OG0003011	BRALA12587, BRALA12588	TCONS_00044235.p1
OG0003012	BRALA17182	TCONS_00013995.p1, TCONS_00048089.p1
OG0003013	BRALA14158, BRALA14160	TCONS_00056297.p1, TCONS_00056301.p1, TCONS_00028450.p1, TCONS_00056300.p1, TCONS_00056296.p1
OG0003014	BRALA21168	TCONS_00018508.p1
OG0003015	BRALA35464	TCONS_00054582.p1, TCONS_00028099.p1
OG0003016	BRALA08068	TCONS_00041684.p1
OG0003017	BRALA18273	TCONS_00025399.p1
OG0003018	BRALA31319	TCONS_00042596.p1
OG0003019	BRALA14323	TCONS_00051034.p1
OG0003019	BRALA22516	TCONS_00011573.p1
OG0003020	BRALA19979	TCONS_00052089.p1, TCONS_00052085.p1, TCONS_00052088.p1
OG0003021	BRALA34522, BRALA34477	TCONS_00050470.p1
OG0003021	BRALA34687	TCONS_00044206.p1
OG0003023	BRALA22185	TCONS_00042741.p1
OG0003024	BRALA29524	TCONS_00014173.p1
OG0003025	BRALA03359, BRALA17181	TCONS_00044903.p1
OG0003026	BRALA10042	TCONS_00014720.p1, TCONS_00015662.p1
OG0003027	BRALA09779	TCONS_00018446.p1
OG0003028	BRALA01708	TCONS_00044915.p1
OG0003029	BRALA19961	TCONS_00008363.p1
OG0003030	BRALA31370	TCONS_00055499.p1
OG0003031	BRALA32296	TCONS_00004052.p1
OG0003033	BRALA33535	TCONS_00000889.p1
OG0003034	BRALA18733	TCONS_00042530.p1
OG0003035	BRALA04093	TCONS_00019341.p1
OG0003036	BRALA23667	TCONS_00014973.p1
OG0003037	BRALA22643	TCONS_00012033.p1
OG0003038	BRALA21188	TCONS_00039831.p1
OG0003039	BRALA09562	TCONS_00029796.p1
OG0003040	BRALA06106	TCONS_00021633.p1, TCONS_00021160.p1
OG0003041	BRALA13767	TCONS_00017725.p1, TCONS_00044813.p1
OG0003042	BRALA14544, BRALA14543	TCONS_00054889.p1
OG0003043	BRALA15954	TCONS_00042430.p1
OG0003044	BRALA14962	TCONS_00004867.p1
OG0003045	BRALA14809	TCONS_00056867.p1
OG0003046	BRALA09266	TCONS_00018079.p1
OG0003048	BRALA35916, BRALA12484	TCONS_00009304.p1
OG0003049	BRALA00969	TCONS_00054626.p1, TCONS_00054702.p1
OG0003050	BRALA09486, BRALA26101	TCONS_00029314.p1
OG0003051	BRALA00281, BRALA06030	TCONS_00026476.p1, TCONS_00022396.p1
OG0003053	BRALA01192	TCONS_00054310.p1
OG0003054	BRALA14292	TCONS_00021522.p1
OG0003055	BRALA01152	TCONS_00054282.p1
OG0003056	BRALA16866	TCONS_00000638.p1
OG0003057	BRALA12384	TCONS_00000589.p1
OG0003058	BRALA10357	TCONS_00017801.p1
OG0003059	BRALA24717	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1
OG0003060	BRALA01131	TCONS_00053579.p1
OG0003061	BRALA22578	TCONS_00010070.p1
OG0003062	BRALA21245	TCONS_00009277.p1
OG0003063	BRALA20041	TCONS_00047299.p1
OG0003064	BRALA04357	TCONS_00032013.p2
OG0003065	BRALA24672	TCONS_00040405.p1
OG0003066	BRALA02294	TCONS_00037980.p1
OG0003067	BRALA16399	TCONS_00027360.p1
OG0003069	BRALA13473	TCONS_00022197.p1, TCONS_00022198.p1, TCONS_00036468.p1
OG0003071	BRALA04699	TCONS_00043297.p1
OG0003071	BRALA08113	TCONS_00045257.p1
OG0003072	BRALA28497	TCONS_00048899.p1
OG0003074	BRALA20234, BRALA20235	TCONS_00008081.p1
OG0003075	BRALA22295, BRALA32553	TCONS_00042477.p1
OG0003077	BRALA32652, BRALA31414	TCONS_00012670.p1
OG0003078	BRALA18799, BRALA33927, BRALA19273	TCONS_00011470.p1
OG0003079	BRALA14566	TCONS_00029793.p1
OG0003083	BRALA02994	TCONS_00016010.p1
OG0003084	BRALA11828, BRALA11850	TCONS_00042337.p1, TCONS_00042338.p1
OG0003085	BRALA17031	TCONS_00055899.p1
OG0003086	BRALA21726, BRALA23186, BRALA15418	TCONS_00026260.p1, TCONS_00026114.p1, TCONS_00029205.p1
OG0003089	BRALA13302	TCONS_00026730.p1, TCONS_00030845.p1
OG0003090	BRALA26567, BRALA20690, BRALA06105	TCONS_00022504.p1, TCONS_00022507.p1, TCONS_00050796.p1, TCONS_00051891.p1, TCONS_00051894.p1, TCONS_00022509.p1
OG0003101	BRALA14766	TCONS_00017184.p1
OG0003103	BRALA06974, BRALA04721	TCONS_00013562.p1, TCONS_00012395.p1
OG0003105	BRALA29850	TCONS_00028837.p1
OG0003107	BRALA03151	TCONS_00007437.p1
OG0003108	BRALA23025	TCONS_00035993.p1
OG0003110	BRALA14243	TCONS_00021811.p1
OG0003111	BRALA04538	TCONS_00053315.p1, TCONS_00053316.p1, TCONS_00053005.p1, TCONS_00053006.p1
OG0003112	BRALA28665, BRALA34089, BRALA29578	TCONS_00030053.p1, TCONS_00030052.p1
OG0003113	BRALA16666	TCONS_00045475.p1
OG0003114	BRALA15227	TCONS_00011587.p1
OG0003115	BRALA18488	TCONS_00028290.p1
OG0003116	BRALA23274	TCONS_00043730.p1
OG0003118	BRALA00197	TCONS_00020273.p1
OG0003119	BRALA29056	TCONS_00041056.p1
OG0003120	BRALA18066	TCONS_00022866.p1, TCONS_00022865.p1, TCONS_00022605.p1
OG0003121	BRALA15041	TCONS_00028552.p1
OG0003122	BRALA30971	TCONS_00009581.p1
OG0003122	BRALA12818	TCONS_00048359.p1
OG0003124	BRALA34241, BRALA34239, BRALA34780	TCONS_00005423.p1
OG0003125	BRALA22292	TCONS_00039975.p1
OG0003127	BRALA22285	TCONS_00010397.p1
OG0003128	BRALA34098	TCONS_00006238.p1
OG0003129	BRALA04458, BRALA34296	TCONS_00018005.p1
OG0003130	BRALA33115	TCONS_00006397.p1
