Orthogroup	BRALA	XENTR
OG0005640	BRALA11975	XENTR12107
OG0005641	BRALA25936	XENTR13957
OG0005642	BRALA22683	XENTR07034
OG0005643	BRALA18738	XENTR13016
OG0005644	BRALA23247	XENTR06539
OG0005646	BRALA14098	XENTR01093
OG0005648	BRALA08600	XENTR10020, XENTR04396
OG0005649	BRALA18887	XENTR14451, XENTR16243, XENTR16242
OG0005650	BRALA00321	XENTR07095
OG0005652	BRALA01979	XENTR02555
OG0005654	BRALA02033	XENTR10207, XENTR09332
OG0005656	BRALA35887	XENTR15758
OG0005659	BRALA10984	XENTR02360
OG0005661	BRALA24467	XENTR16753, XENTR08571
OG0005663	BRALA22360	XENTR15043
OG0005664	BRALA11357	XENTR11213
OG0005665	BRALA13511	XENTR13236, XENTR13784
OG0005681	BRALA14263	XENTR08432
OG0005685	BRALA12967	XENTR05166
OG0005690	BRALA34602	XENTR19277
OG0005691	BRALA11038	XENTR16381, XENTR01698, XENTR15709
OG0005694	BRALA17179	XENTR10066
OG0005695	BRALA04509	XENTR14131
OG0005696	BRALA12660, BRALA12659	XENTR00927
OG0005698	BRALA14828, BRALA14827	XENTR10206
OG0005699	BRALA15228	XENTR03059
OG0005701	BRALA06261	XENTR13549
OG0005702	BRALA16971	XENTR05785
OG0005703	BRALA21952	XENTR16414
OG0005704	BRALA22973	XENTR10783
OG0005707	BRALA14659	XENTR13799
OG0005708	BRALA04657	XENTR16853, XENTR16852, XENTR19233
OG0005709	BRALA25000	XENTR12957
OG0005711	BRALA10344	XENTR04377
OG0005712	BRALA12191	XENTR07393
OG0005713	BRALA02517	XENTR16027
OG0005714	BRALA02874	XENTR15409
OG0005715	BRALA04368	XENTR13785
OG0005717	BRALA23898	XENTR11396
OG0005718	BRALA06773	XENTR10453
OG0005719	BRALA05482	XENTR17722
OG0005721	BRALA21175	XENTR01507
OG0005722	BRALA25959, BRALA12071, BRALA12069, BRALA12068, BRALA12070	XENTR01764
OG0005723	BRALA28137	XENTR02798
OG0005724	BRALA27289	XENTR08971
OG0005725	BRALA35541, BRALA16743	XENTR00954
OG0005727	BRALA22182	XENTR06326
OG0005728	BRALA03308	XENTR13816
OG0005729	BRALA19644	XENTR17527, XENTR14626
OG0005730	BRALA06259	XENTR16362, XENTR16363, XENTR03887
OG0005731	BRALA06257	XENTR07331
OG0005732	BRALA06368	XENTR01849
OG0005733	BRALA18100	XENTR12818
OG0005734	BRALA15823	XENTR16904
OG0005735	BRALA21831	XENTR16094
OG0005736	BRALA09308	XENTR15143, XENTR11911, XENTR02380
OG0005738	BRALA29956	XENTR03189
OG0005739	BRALA01770, BRALA01769, BRALA01768	XENTR17412, XENTR02121
OG0005740	BRALA22588	XENTR17867
OG0005741	BRALA14058	XENTR10578
OG0005742	BRALA15427, BRALA15426	XENTR03320
OG0005744	BRALA06893, BRALA06946	XENTR14995
OG0005745	BRALA06746	XENTR09132
OG0005746	BRALA18735	XENTR14223
OG0005747	BRALA05558	XENTR12914
OG0005748	BRALA05680	XENTR03220
OG0005749	BRALA33198	XENTR13666
OG0005750	BRALA12584	XENTR13184
OG0005751	BRALA26940	XENTR02420
OG0005752	BRALA23214	XENTR08044
OG0005753	BRALA33502, BRALA20399	XENTR16085
OG0005754	BRALA35534	XENTR11178
OG0005755	BRALA03188	XENTR01706
OG0005756	BRALA07945	XENTR18511
OG0005759	BRALA27481	XENTR13135
OG0005761	BRALA02117	XENTR00801
OG0005762	BRALA11583	XENTR09892
OG0005763	BRALA18521	XENTR00558
OG0005764	BRALA07420	XENTR11684
OG0005765	BRALA24062	XENTR11840
OG0005766	BRALA05401	XENTR03092
OG0005767	BRALA07012	XENTR02897
OG0005768	BRALA06934	XENTR16168
OG0005769	BRALA19551	XENTR04692
OG0005770	BRALA25632	XENTR07769
OG0005771	BRALA16619	XENTR17752
OG0005772	BRALA30175	XENTR01180
OG0005773	BRALA27221	XENTR17797, XENTR19146
OG0005774	BRALA14466	XENTR06210
OG0005775	BRALA13137	XENTR03909
OG0005776	BRALA18974	XENTR14277, XENTR17148
OG0005778	BRALA25924	XENTR14397
OG0005779	BRALA10414	XENTR01952
OG0005781	BRALA14280	XENTR09353
OG0005782	BRALA27586	XENTR16752
OG0005783	BRALA11501	XENTR18413
OG0005784	BRALA25587	XENTR13380
OG0005785	BRALA21981	XENTR11082
OG0005787	BRALA30801, BRALA04456	XENTR19090
OG0005788	BRALA27401	XENTR18303
OG0005789	BRALA19084	XENTR00490
OG0005790	BRALA11916	XENTR09099
OG0005791	BRALA30143	XENTR08286
OG0005792	BRALA22283	XENTR15781, XENTR15780
OG0005793	BRALA02122	XENTR12617
OG0005794	BRALA14065	XENTR09199
OG0005795	BRALA14247	XENTR01918
OG0005796	BRALA03853	XENTR01931
OG0005797	BRALA16284	XENTR10908
OG0005798	BRALA17318	XENTR07022
OG0005799	BRALA13423	XENTR11641
OG0005800	BRALA00385	XENTR01754
OG0005801	BRALA27324	XENTR11859
OG0005802	BRALA00338	XENTR08427
OG0005803	BRALA09014	XENTR17154
OG0005804	BRALA16544	XENTR00653
OG0005804	BRALA23077	XENTR00022
OG0005806	BRALA07245	XENTR00795
OG0005807	BRALA12255	XENTR12847
OG0005808	BRALA12381	XENTR11121
OG0005811	BRALA13358	XENTR03035
OG0005812	BRALA24432	XENTR15789
OG0005813	BRALA14935	XENTR00797
OG0005814	BRALA01036	XENTR04732, XENTR04731
OG0005815	BRALA30105	XENTR06350
OG0005816	BRALA24265	XENTR00536
OG0005817	BRALA25567	XENTR13699
OG0005818	BRALA20030	XENTR10792
OG0005819	BRALA05131	XENTR13214
OG0005820	BRALA12443	XENTR05126
OG0005821	BRALA20900	XENTR10629
OG0005822	BRALA23444	XENTR08490
OG0005824	BRALA17116	XENTR08106
OG0005827	BRALA17772	XENTR01649
OG0005828	BRALA22827	XENTR12512, XENTR12511
OG0005829	BRALA19303	XENTR09175, XENTR09176
OG0005830	BRALA10477	XENTR05629
OG0005831	BRALA21956	XENTR13713
OG0005832	BRALA12528	XENTR09883
OG0005835	BRALA06897, BRALA06942	XENTR13416
OG0005836	BRALA32790, BRALA29302	XENTR01905
OG0005837	BRALA06744	XENTR12226
OG0005838	BRALA26875, BRALA35802	XENTR15966
OG0005839	BRALA03694	XENTR06691, XENTR14220
OG0005840	BRALA16042	XENTR11551
OG0005841	BRALA11539	XENTR12467
OG0005842	BRALA17078	XENTR02998
OG0005843	BRALA10293	XENTR06586
OG0005844	BRALA20680	XENTR14444
OG0005845	BRALA25738	XENTR09452
OG0005847	BRALA24711	XENTR15396
OG0005848	BRALA21006	XENTR01693
OG0005849	BRALA10677	XENTR16028
OG0005850	BRALA25474, BRALA00191	XENTR09236
OG0005851	BRALA01150	XENTR00048
OG0005852	BRALA12827	XENTR02341
OG0005853	BRALA10839	XENTR11690
OG0005854	BRALA19959	XENTR05947
OG0005855	BRALA00317	XENTR06940
OG0005856	BRALA26153	XENTR09508, XENTR11365
OG0005857	BRALA17703	XENTR09453
OG0005858	BRALA21975	XENTR01140
OG0005859	BRALA04279	XENTR04008, XENTR19125
OG0005860	BRALA04150	XENTR17203
OG0005861	BRALA25786	XENTR00321
OG0005863	BRALA06337	XENTR16855
OG0005864	BRALA24581	XENTR01946
OG0005865	BRALA05582	XENTR18360
OG0005866	BRALA23872	XENTR14392
OG0005867	BRALA11018, BRALA11017, BRALA11060	XENTR00772
OG0005869	BRALA03523	XENTR02475
OG0005871	BRALA19437	XENTR03471
OG0005872	BRALA09200	XENTR11811
OG0005875	BRALA05960	XENTR08470
OG0005876	BRALA17147	XENTR11129
OG0005877	BRALA00760	XENTR09830
OG0005878	BRALA22633	XENTR04121
OG0005879	BRALA03313	XENTR00215
OG0005880	BRALA12747	XENTR06014
OG0005881	BRALA17870, BRALA01340	XENTR07990
OG0005883	BRALA13840	XENTR00821
OG0005884	BRALA30969	XENTR05536
OG0005885	BRALA08613	XENTR14479
OG0005886	BRALA34303	XENTR11697
OG0005887	BRALA14946	XENTR14900
OG0005888	BRALA10153	XENTR04928
OG0005889	BRALA22990	XENTR00662
OG0005890	BRALA25707	XENTR17071
OG0005892	BRALA17641	XENTR09555
OG0005893	BRALA08108	XENTR00920
OG0005894	BRALA28969	XENTR00891, XENTR13041
OG0005895	BRALA33695	XENTR04951
OG0005896	BRALA18529, BRALA18530, BRALA18531	XENTR07474, XENTR09329
OG0005897	BRALA26845	XENTR08676, XENTR08677
OG0005898	BRALA19509	XENTR14156
OG0005899	BRALA10069	XENTR04251
OG0005900	BRALA05288	XENTR00304
OG0005902	BRALA19962	XENTR05146
OG0005903	BRALA06128	XENTR08468
OG0005906	BRALA14471	XENTR12698
OG0005907	BRALA28216	XENTR00375
OG0005908	BRALA17111	XENTR02656
OG0005909	BRALA01890	XENTR14750
OG0005910	BRALA11665	XENTR16642
OG0005912	BRALA05780	XENTR11602, XENTR11601, XENTR03265
OG0005913	BRALA33870, BRALA32110	XENTR01053, XENTR04373
OG0005914	BRALA25653	XENTR11305
OG0005915	BRALA25443	XENTR05918, XENTR02333
OG0005916	BRALA04755	XENTR04169
OG0005917	BRALA24367	XENTR16822
OG0005918	BRALA10112	XENTR03925
OG0005919	BRALA02787	XENTR00097, XENTR00096
OG0005921	BRALA06798	XENTR00634
OG0005922	BRALA18988	XENTR19143
OG0005923	BRALA12142	XENTR16075
OG0005924	BRALA03255	XENTR10424
OG0005926	BRALA22395	XENTR04964
OG0005927	BRALA29420	XENTR00112
OG0005928	BRALA05644	XENTR10650
OG0005929	BRALA01239	XENTR12228
OG0005930	BRALA17578, BRALA17576	XENTR14085
OG0005931	BRALA18962	XENTR01406
OG0005932	BRALA22702	XENTR00959
OG0005933	BRALA32133	XENTR12800
OG0005936	BRALA20570	XENTR08342
OG0005937	BRALA20317	XENTR01329
OG0005938	BRALA00756	XENTR11016
OG0005939	BRALA07566	XENTR08339
OG0005940	BRALA08107	XENTR13085
OG0005941	BRALA24417	XENTR16921
OG0005942	BRALA28162	XENTR04947
OG0005943	BRALA04787	XENTR05606
OG0005944	BRALA33719, BRALA29446	XENTR16564, XENTR16566, XENTR16565
OG0005945	BRALA26131	XENTR12111
OG0005946	BRALA26890	XENTR06821
OG0005947	BRALA06034	XENTR09350
OG0005948	BRALA28874	XENTR11831, XENTR17664
OG0005949	BRALA33058	XENTR12509
OG0005950	BRALA01794	XENTR08032
OG0005951	BRALA00761	XENTR05040
OG0005952	BRALA21655	XENTR01948
OG0005953	BRALA18225	XENTR07440, XENTR07441, XENTR05811
OG0005954	BRALA25011	XENTR00461
OG0005955	BRALA27932	XENTR02212
OG0005956	BRALA02568	XENTR09665
OG0005957	BRALA15027	XENTR18017
OG0005958	BRALA12058	XENTR06687
OG0005959	BRALA21730	XENTR18932
OG0005960	BRALA27463	XENTR04253, XENTR04254
OG0005961	BRALA19722	XENTR07970
OG0005963	BRALA03262	XENTR04988
OG0005964	BRALA17348	XENTR11519
OG0005965	BRALA34261	XENTR11562
OG0005966	BRALA13003	XENTR07355
OG0005967	BRALA23015	XENTR04824
OG0005968	BRALA21244	XENTR13328
OG0005969	BRALA29569	XENTR16955
OG0005970	BRALA05175	XENTR04665
OG0005971	BRALA02172	XENTR00136
OG0005974	BRALA28872	XENTR04691
OG0005975	BRALA05898	XENTR02304
OG0005976	BRALA18697	XENTR10013
OG0005977	BRALA02503, BRALA02505	XENTR12877
OG0005978	BRALA24850, BRALA30513	XENTR14183
OG0005979	BRALA10686	XENTR01894
OG0005980	BRALA02131	XENTR02536
OG0005982	BRALA22089, BRALA00674	XENTR04745
OG0005983	BRALA27047	XENTR09070
OG0005984	BRALA01064	XENTR12144
OG0005985	BRALA07951	XENTR06983
OG0005986	BRALA17394	XENTR04122
OG0005987	BRALA05961, BRALA05962	XENTR08582, XENTR11918
OG0005989	BRALA02066	XENTR16020
OG0005993	BRALA23689	XENTR12270
OG0005996	BRALA17859	XENTR13072
OG0005997	BRALA18701	XENTR04497, XENTR03748
OG0005998	BRALA11971	XENTR00864
OG0006000	BRALA22625	XENTR14856
OG0006001	BRALA08827	XENTR12132
OG0006002	BRALA07483	XENTR00392
OG0006003	BRALA00858	XENTR08305
OG0006004	BRALA31968	XENTR06199
OG0006005	BRALA19444	XENTR01598
OG0006007	BRALA31018	XENTR03430, XENTR09817
OG0006009	BRALA13530	XENTR12472
OG0006010	BRALA16402	XENTR14270
OG0006011	BRALA22172	XENTR06316
OG0006012	BRALA13528	XENTR02675
OG0006013	BRALA02792	XENTR12938
OG0006014	BRALA08205	XENTR03682, XENTR03683
OG0006015	BRALA13536	XENTR08679
OG0006023	BRALA04912, BRALA04685	XENTR17081, XENTR12615
OG0006024	BRALA12230, BRALA16164	XENTR16108, XENTR05162, XENTR05161
OG0006025	BRALA16525	XENTR15734, XENTR15738, XENTR02470
OG0006026	BRALA03870, BRALA14758, BRALA20168, BRALA14759, BRALA30675, BRALA35107, BRALA32764, BRALA27644	XENTR17607
OG0006027	BRALA10195	XENTR06382, XENTR09935, XENTR05640
OG0006028	BRALA10373	XENTR14705, XENTR13899
OG0006031	BRALA18226	XENTR01463
OG0006032	BRALA29445	XENTR01063
OG0006059	BRALA20592	XENTR17303
OG0006061	BRALA15592	XENTR12573
OG0006062	BRALA15941	XENTR01805
OG0006063	BRALA06734	XENTR07530
OG0006064	BRALA14773	XENTR10338
OG0006065	BRALA13550	XENTR04759
OG0006066	BRALA08225, BRALA19214	XENTR15153
OG0006067	BRALA05599	XENTR16065
OG0006068	BRALA18087	XENTR03642, XENTR08142
OG0006069	BRALA18661	XENTR12713
OG0006070	BRALA06176	XENTR07400
OG0006071	BRALA02793	XENTR16097
OG0006072	BRALA21649	XENTR09314, XENTR09315
OG0006073	BRALA10787, BRALA10912	XENTR14776
OG0006074	BRALA11978	XENTR12108
OG0006076	BRALA03105, BRALA03496	XENTR04310, XENTR04309
OG0006077	BRALA07392	XENTR07181
OG0006078	BRALA08020	XENTR03424, XENTR18894
OG0006079	BRALA15093	XENTR01421
OG0006081	BRALA22890	XENTR12883
OG0006082	BRALA04574	XENTR05362
OG0006083	BRALA20328, BRALA35248, BRALA20329	XENTR00742
OG0006084	BRALA22703	XENTR03553, XENTR03554
OG0006085	BRALA07626	XENTR01611
OG0006086	BRALA22009	XENTR12930
OG0006087	BRALA19067	XENTR04594
OG0006090	BRALA24696	XENTR13443
OG0006092	BRALA06254	XENTR01485
OG0006095	BRALA21272	XENTR14710
OG0006096	BRALA22177	XENTR06329
OG0006097	BRALA13786	XENTR12426
OG0006098	BRALA17662	XENTR08186
OG0006099	BRALA11233	XENTR01273, XENTR12991
OG0006100	BRALA26595	XENTR10987
OG0006101	BRALA15206	XENTR01439
OG0006102	BRALA16591	XENTR08091
OG0006103	BRALA28829	XENTR08008
OG0006104	BRALA11198	XENTR13714
OG0006107	BRALA02108	XENTR14034, XENTR14033
OG0006108	BRALA21328	XENTR12923
OG0006110	BRALA26803	XENTR10136
OG0006111	BRALA18696	XENTR17823, XENTR17822
OG0006112	BRALA19993	XENTR05885
OG0006113	BRALA03133	XENTR04621
OG0006114	BRALA16283	XENTR02803
OG0006115	BRALA27978	XENTR09139
OG0006116	BRALA25932	XENTR14543
OG0006117	BRALA04726	XENTR13745
OG0006118	BRALA16477	XENTR03384
OG0006119	BRALA11813	XENTR08875
OG0006120	BRALA33378, BRALA33685	XENTR09766
OG0006121	BRALA05259	XENTR10914
OG0006122	BRALA25033	XENTR13129
OG0006123	BRALA16397	XENTR18981
OG0006124	BRALA25408	XENTR07608
OG0006125	BRALA32023	XENTR12664
OG0006127	BRALA16273	XENTR07638
OG0006128	BRALA13158, BRALA13157	XENTR13569
OG0006129	BRALA07415	XENTR13796
OG0006130	BRALA33305	XENTR12277
OG0006131	BRALA32298	XENTR16174
OG0006133	BRALA14697	XENTR09837
OG0006134	BRALA19095	XENTR14999
OG0006135	BRALA16417	XENTR12446
OG0006136	BRALA13730	XENTR05198
OG0006137	BRALA15657	XENTR17758
OG0006140	BRALA12260	XENTR03667
OG0006144	BRALA13419	XENTR06622, XENTR06621
OG0006145	BRALA05627	XENTR04064
OG0006146	BRALA34369, BRALA34115	XENTR07572, XENTR07573
OG0006147	BRALA15350	XENTR13313
OG0006148	BRALA02995	XENTR04750
OG0006149	BRALA23452	XENTR11705
OG0006151	BRALA13670	XENTR10086
OG0006152	BRALA01808	XENTR07468
OG0006153	BRALA08321, BRALA08319	XENTR05646
OG0006154	BRALA04200	XENTR11239
OG0006155	BRALA04202	XENTR12154
OG0006156	BRALA13633	XENTR16540
OG0006158	BRALA17379, BRALA25331	XENTR14287, XENTR03057
OG0006159	BRALA05824	XENTR18552
OG0006161	BRALA10731	XENTR03324
OG0006163	BRALA04410	XENTR02676
OG0006164	BRALA26593	XENTR18051
OG0006165	BRALA35762, BRALA35272, BRALA35968	XENTR02514
OG0006167	BRALA28703	XENTR07924
OG0006168	BRALA10032	XENTR04926
OG0006169	BRALA30756	XENTR17131
OG0006170	BRALA00202	XENTR08214
OG0006171	BRALA30792	XENTR12055
OG0006172	BRALA24107	XENTR03028
OG0006174	BRALA23183	XENTR14083, XENTR13225
OG0006175	BRALA29221, BRALA29222	XENTR04518
OG0006176	BRALA35451, BRALA34545	XENTR14826
OG0006177	BRALA11337, BRALA11340	XENTR13707
OG0006178	BRALA21683	XENTR08742
OG0006179	BRALA19293	XENTR11876
OG0006180	BRALA34420	XENTR04977
OG0006182	BRALA05121	XENTR17070
OG0006183	BRALA06437	XENTR04770
OG0006184	BRALA06377	XENTR10398
OG0006185	BRALA17091	XENTR04641
OG0006186	BRALA13463	XENTR02839
OG0006187	BRALA18223	XENTR12298, XENTR12297
OG0006188	BRALA05015	XENTR08108
OG0006189	BRALA11205	XENTR05613
OG0006190	BRALA21760	XENTR15217
OG0006191	BRALA21722	XENTR17542
OG0006192	BRALA07356	XENTR14355
OG0006193	BRALA04868	XENTR04349
OG0006194	BRALA26371	XENTR15322
OG0006195	BRALA07312	XENTR15174
OG0006196	BRALA13696	XENTR03085
OG0006197	BRALA01707	XENTR09518, XENTR17835
OG0006198	BRALA16352	XENTR13099
OG0006199	BRALA15507	XENTR06761, XENTR06762
OG0006201	BRALA06369	XENTR01161
OG0006202	BRALA22394	XENTR15922
OG0006204	BRALA26638	XENTR13371
OG0006205	BRALA16511, BRALA16512	XENTR08784, XENTR08783
OG0006206	BRALA26945	XENTR14852, XENTR06668
OG0006207	BRALA12879	XENTR03524
OG0006208	BRALA13508	XENTR05045
OG0006209	BRALA18227	XENTR08641
OG0006210	BRALA20208	XENTR02933
OG0006211	BRALA00198	XENTR06206, XENTR06205
OG0006213	BRALA04557	XENTR08416
OG0006214	BRALA03387	XENTR11798
OG0006215	BRALA01061	XENTR04292
OG0006216	BRALA06312	XENTR14792
OG0006217	BRALA05528	XENTR09237
OG0006219	BRALA13593	XENTR03243, XENTR03244
OG0006220	BRALA18564	XENTR04214
OG0006222	BRALA20270, BRALA09580, BRALA05621	XENTR05345
OG0006223	BRALA00318	XENTR07943
OG0006224	BRALA05440	XENTR13017
OG0006226	BRALA01075	XENTR04747
OG0006227	BRALA22358	XENTR01910
OG0006228	BRALA02124	XENTR09481
OG0006229	BRALA22434	XENTR03562
OG0006230	BRALA00506	XENTR04159
OG0006231	BRALA34256	XENTR07806
OG0006232	BRALA14521	XENTR16162
OG0006233	BRALA10666	XENTR13560
OG0006234	BRALA05039	XENTR00067
OG0006235	BRALA02255	XENTR16645
OG0006237	BRALA19627	XENTR16475
OG0006238	BRALA18241	XENTR10713
OG0006239	BRALA12452	XENTR09561
OG0006240	BRALA21843	XENTR14524
OG0006241	BRALA10126	XENTR09169, XENTR09168
OG0006242	BRALA23178	XENTR00993
OG0006243	BRALA08525	XENTR14329
OG0006244	BRALA27763	XENTR01206
OG0006245	BRALA06871	XENTR10382
OG0006246	BRALA18204	XENTR08317, XENTR08316
OG0006247	BRALA09607	XENTR15049
OG0006248	BRALA24689	XENTR02044
OG0006251	BRALA24626	XENTR17672, XENTR17673
OG0006252	BRALA15784	XENTR11356
OG0006254	BRALA06528	XENTR04794
OG0006255	BRALA31165	XENTR13581
OG0006256	BRALA12052	XENTR12974
OG0006257	BRALA22284	XENTR14368
OG0006258	BRALA04326	XENTR05063
OG0006259	BRALA09660	XENTR15431, XENTR15430
OG0006260	BRALA19733	XENTR07975
OG0006261	BRALA15304	XENTR02875
OG0006262	BRALA19086	XENTR10478
OG0006263	BRALA19960	XENTR16349
OG0006264	BRALA14988	XENTR12516
OG0006266	BRALA24825	XENTR05490
OG0006267	BRALA27926	XENTR08276
OG0006269	BRALA30664	XENTR11232
OG0006271	BRALA30606	XENTR15420
OG0006272	BRALA14455	XENTR08299
OG0006273	BRALA16138	XENTR12414, XENTR09963
OG0006274	BRALA08897	XENTR10037
OG0006275	BRALA22474	XENTR07622
OG0006277	BRALA28928	XENTR12192
OG0006278	BRALA22168	XENTR17395
OG0006279	BRALA23718	XENTR16888
OG0006280	BRALA11947	XENTR01612
OG0006281	BRALA05664	XENTR12028
OG0006282	BRALA04135	XENTR15370
OG0006283	BRALA10662	XENTR02905
OG0006284	BRALA24402	XENTR06698
OG0006285	BRALA02914	XENTR13372
OG0006286	BRALA20294	XENTR17703
OG0006288	BRALA24258	XENTR10301
OG0006289	BRALA19745	XENTR14556
OG0006290	BRALA15792	XENTR11599
OG0006291	BRALA11851	XENTR03996
OG0006292	BRALA03311	XENTR01719
OG0006293	BRALA34618, BRALA34423	XENTR13916
OG0006294	BRALA15247	XENTR03051
OG0006295	BRALA22152	XENTR01520
OG0006296	BRALA24792	XENTR00735
OG0006297	BRALA25722	XENTR11225
OG0006298	BRALA29366	XENTR06203
OG0006300	BRALA26246, BRALA26245	XENTR07486, XENTR07487
OG0006301	BRALA22608	XENTR02417
OG0006302	BRALA17113, BRALA17112	XENTR12112
OG0006303	BRALA33654	XENTR16221, XENTR08241, XENTR08242
OG0006304	BRALA18873	XENTR07711
OG0006305	BRALA11410	XENTR17559, XENTR18952
OG0006306	BRALA28080	XENTR05458
OG0006307	BRALA00986	XENTR02770
OG0006308	BRALA16885	XENTR08889
OG0006309	BRALA08741	XENTR14030
OG0006310	BRALA08934	XENTR04453
OG0006311	BRALA04781	XENTR15701, XENTR15702
OG0006312	BRALA03698	XENTR14039
OG0006313	BRALA04098	XENTR12867
OG0006314	BRALA04224	XENTR14429
OG0006315	BRALA17398	XENTR14232
OG0006316	BRALA05253	XENTR13989, XENTR13988
OG0006318	BRALA19707	XENTR08794, XENTR10765
OG0006319	BRALA18740	XENTR17260
OG0006320	BRALA08392	XENTR10726
OG0006321	BRALA16122	XENTR09888
OG0006322	BRALA15375	XENTR02812
OG0006323	BRALA22948	XENTR10824
OG0006324	BRALA34114, BRALA33979	XENTR04618
OG0006325	BRALA18370	XENTR06243
OG0006326	BRALA10024	XENTR11955
OG0006327	BRALA00337	XENTR15639
OG0006328	BRALA21269	XENTR08357
OG0006329	BRALA25075	XENTR01907
OG0006330	BRALA18518	XENTR12116
OG0006331	BRALA23061	XENTR02078
OG0006332	BRALA15040	XENTR11820
OG0006333	BRALA15716	XENTR00638, XENTR00639, XENTR11160
OG0006334	BRALA05128	XENTR11454
OG0006335	BRALA00520	XENTR08558
OG0006336	BRALA01194	XENTR14065
OG0006337	BRALA21642	XENTR03411
OG0006338	BRALA01557	XENTR00437
OG0006339	BRALA07229	XENTR00791
OG0006340	BRALA03730	XENTR08910
OG0006341	BRALA04141	XENTR01670
OG0006343	BRALA30764, BRALA30765, BRALA13148	XENTR14450
OG0006344	BRALA00595	XENTR15368
OG0006345	BRALA13758	XENTR09326
OG0006346	BRALA12899	XENTR17064
OG0006347	BRALA09195	XENTR05199
OG0006348	BRALA07962	XENTR06843
OG0006349	BRALA01289	XENTR07004
OG0006350	BRALA04268	XENTR13659
OG0006351	BRALA08302	XENTR17000
OG0006352	BRALA04530	XENTR04339
OG0006353	BRALA13425	XENTR02093
OG0006355	BRALA19757	XENTR14554, XENTR14553
OG0006356	BRALA22173	XENTR11146
OG0006357	BRALA18742	XENTR09643, XENTR09642
OG0006359	BRALA10059	XENTR13253
OG0006360	BRALA02301	XENTR11510
OG0006361	BRALA14582, BRALA35163	XENTR00506
OG0006362	BRALA22988	XENTR05459
OG0006363	BRALA27462	XENTR09507
OG0006364	BRALA04293, BRALA04292	XENTR09578
OG0006365	BRALA11762	XENTR05265
OG0006366	BRALA05885, BRALA35453	XENTR03200
OG0006367	BRALA30719	XENTR16726
OG0006368	BRALA07339, BRALA07342	XENTR01724
OG0006370	BRALA01047	XENTR06294
OG0006372	BRALA03212	XENTR08472
OG0006373	BRALA17065	XENTR15038
OG0006375	BRALA35312	XENTR01833
OG0006376	BRALA02582	XENTR07738
OG0006377	BRALA12745	XENTR13700, XENTR18549, XENTR18550
OG0006378	BRALA21690	XENTR05710
OG0006379	BRALA13357	XENTR03826
OG0006381	BRALA28145	XENTR06606
OG0006382	BRALA17399	XENTR08999
OG0006383	BRALA03662	XENTR15954
OG0006384	BRALA02373	XENTR13211
OG0006385	BRALA13372	XENTR14544
OG0006386	BRALA17118	XENTR12059
OG0006387	BRALA30260	XENTR17469, XENTR08445
OG0006388	BRALA21976	XENTR16581
OG0006389	BRALA15656	XENTR16925
OG0006390	BRALA18000	XENTR00780
OG0006391	BRALA25117	XENTR02605
OG0006393	BRALA13557	XENTR07149, XENTR11546
OG0006394	BRALA06374	XENTR05625
OG0006395	BRALA16655	XENTR18848, XENTR18849
OG0006396	BRALA00796	XENTR05740
OG0006401	BRALA30659	XENTR17593, XENTR13636
OG0006402	BRALA16948	XENTR05561
OG0006404	BRALA27329	XENTR07658, XENTR18174, XENTR17087, XENTR18033, XENTR18034, XENTR18142, XENTR14007, XENTR17002, XENTR14628, XENTR14630, XENTR16594, XENTR14011, XENTR14009, XENTR07657, XENTR07663
OG0006405	BRALA02502	XENTR18434
OG0006406	BRALA16985	XENTR01666, XENTR10929
OG0006407	BRALA14528	XENTR01503, XENTR01502, XENTR14495
OG0006410	BRALA28629	XENTR03956, XENTR07873, XENTR07872
OG0006412	BRALA18539	XENTR13896, XENTR18723, XENTR07795, XENTR08019
OG0006414	BRALA21306	XENTR06709
OG0006416	BRALA23596	XENTR11216
OG0006442	BRALA26582	XENTR08173
OG0006443	BRALA15942	XENTR09473
OG0006446	BRALA02593	XENTR16098
OG0006447	BRALA18461	XENTR07741
OG0006448	BRALA14481	XENTR02943
OG0006452	BRALA18059	XENTR02590, XENTR02788
OG0006454	BRALA31920	XENTR04050
OG0006456	BRALA07627	XENTR08352
OG0006457	BRALA14722	XENTR11459, XENTR11458
OG0006458	BRALA35777, BRALA35074	XENTR02651
OG0006459	BRALA21741	XENTR08528
OG0006460	BRALA17443	XENTR00159
OG0006461	BRALA17215	XENTR07035
OG0006462	BRALA21972	XENTR01277
OG0006463	BRALA15556	XENTR14323
OG0006464	BRALA11660	XENTR10541
OG0006465	BRALA11934	XENTR07508
OG0006467	BRALA25621	XENTR02705
OG0006468	BRALA20024	XENTR05148
OG0006469	BRALA13138	XENTR07325
OG0006470	BRALA03878	XENTR15042
OG0006471	BRALA01351	XENTR14365
OG0006474	BRALA29415	XENTR00813
OG0006475	BRALA07446	XENTR10608
OG0006476	BRALA08067	XENTR04361
OG0006477	BRALA01024	XENTR04447
OG0006478	BRALA20796	XENTR14784
OG0006479	BRALA32335	XENTR08062
OG0006480	BRALA00269	XENTR17557
OG0006481	BRALA01853	XENTR02608
OG0006482	BRALA23441	XENTR03862
OG0006483	BRALA29449	XENTR10963
OG0006485	BRALA20858	XENTR16219
OG0006486	BRALA17155	XENTR11132, XENTR15545
OG0006487	BRALA09409	XENTR02802
OG0006488	BRALA22110	XENTR02069
OG0006490	BRALA09290	XENTR10811
