Orthogroup	BRALA	XENTR
OG0000416	BRALA31400, BRALA14141, BRALA02178, BRALA17361, BRALA29138, BRALA22835, BRALA29137	XENTR17305, XENTR05440, XENTR12488, XENTR12486, XENTR12487, XENTR05445, XENTR05444, XENTR12485, XENTR05442, XENTR05443, XENTR16637
OG0000417	BRALA30440, BRALA27708	XENTR07465, XENTR03297, XENTR18273, XENTR04063, XENTR17923, XENTR11421, XENTR03702, XENTR15135
OG0000418	BRALA26385	XENTR15007
OG0000419	BRALA03697	XENTR11508, XENTR02542, XENTR02541, XENTR16666, XENTR17941, XENTR16880
OG0000420	BRALA22044	XENTR13191, XENTR04997
OG0000422	BRALA16622	XENTR04080, XENTR07599
OG0000424	BRALA03834, BRALA03844, BRALA29651, BRALA08803	XENTR06704
OG0000425	BRALA24699	XENTR18784, XENTR10074
OG0000427	BRALA09830	XENTR16612
OG0000427	BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788	XENTR17783, XENTR06248
OG0000429	BRALA13739, BRALA13741, BRALA13742, BRALA13766, BRALA12307	XENTR13742
OG0000430	BRALA11804, BRALA05219, BRALA03761, BRALA19272, BRALA07547	XENTR00045, XENTR12676, XENTR12674, XENTR12675, XENTR12673, XENTR10139
OG0000431	BRALA06237	XENTR00991
OG0000431	BRALA13675	XENTR09022, XENTR09024, XENTR09055
OG0000432	BRALA18991	XENTR10719
OG0000432	BRALA09358, BRALA20322	XENTR02842, XENTR07037
OG0000433	BRALA23044	XENTR13728, XENTR07334
OG0000433	BRALA19035	XENTR08150, XENTR16244
OG0000435	BRALA00145	XENTR10898, XENTR12043, XENTR06258, XENTR02452
OG0000442	BRALA23798	XENTR03078, XENTR07242, XENTR07241
OG0000442	BRALA25405	XENTR17716, XENTR12755
OG0000442	BRALA30174	XENTR00127, XENTR16680
OG0000443	BRALA14524	XENTR16164, XENTR16165
OG0000444	BRALA07745	XENTR16001, XENTR05337
OG0000445	BRALA05663, BRALA29510, BRALA27780, BRALA00619, BRALA21525, BRALA01672, BRALA24679	XENTR04223
OG0000446	BRALA02260	XENTR09860
OG0000446	BRALA15987	XENTR14711
OG0000447	BRALA30761	XENTR03570, XENTR16310, XENTR06964, XENTR06423
OG0000448	BRALA12672, BRALA12692	XENTR09535, XENTR16808, XENTR10820
OG0000449	BRALA03692, BRALA19009	XENTR11061, XENTR11430, XENTR11429, XENTR15332, XENTR15333, XENTR07792
OG0000450	BRALA29697	XENTR14894, XENTR03676
OG0000452	BRALA17205, BRALA01805, BRALA17207, BRALA30524, BRALA31741, BRALA10768	XENTR18629, XENTR05081, XENTR05083, XENTR05082, XENTR05084, XENTR05080, XENTR03838, XENTR03829
OG0000454	BRALA16593	XENTR15860
OG0000458	BRALA27731	XENTR03626, XENTR03627, XENTR03628
OG0000458	BRALA08331, BRALA08332, BRALA23783	XENTR03637, XENTR04639, XENTR17840
OG0000460	BRALA28315	XENTR16884
OG0000461	BRALA10740	XENTR16800
OG0000463	BRALA16614, BRALA34631	XENTR05720, XENTR03129
OG0000465	BRALA17892	XENTR04514
OG0000465	BRALA15766	XENTR12030
OG0000467	BRALA17998	XENTR13171, XENTR04831, XENTR01243, XENTR00763
OG0000468	BRALA16180, BRALA28186, BRALA18298, BRALA18299, BRALA18302, BRALA18300	XENTR14149, XENTR14150, XENTR14148, XENTR14151
OG0000468	BRALA11917	XENTR15317
OG0000469	BRALA33439	XENTR06384
OG0000469	BRALA16555	XENTR18040, XENTR09815
OG0000470	BRALA24698	XENTR07308, XENTR18456, XENTR08990
OG0000471	BRALA15053	XENTR04919, XENTR04918, XENTR05004, XENTR08938, XENTR10122, XENTR08750
OG0000472	BRALA15705, BRALA11327	XENTR12363
OG0000475	BRALA33310	XENTR00403, XENTR16167
OG0000476	BRALA20616	XENTR14517
OG0000476	BRALA14616, BRALA14614, BRALA14617	XENTR09662
OG0000477	BRALA15433	XENTR00334, XENTR13821, XENTR13822, XENTR08089, XENTR15364, XENTR15363
OG0000478	BRALA03122	XENTR07036
OG0000478	BRALA14184	XENTR06378, XENTR05970
OG0000479	BRALA33937	XENTR00167, XENTR14181
OG0000479	BRALA33783	XENTR15349, XENTR00798
OG0000480	BRALA30132, BRALA35901	XENTR10551, XENTR10531, XENTR04392, XENTR10532, XENTR01398, XENTR09020, XENTR09018, XENTR09017
OG0000480	BRALA28328	XENTR16905
OG0000481	BRALA10023	XENTR16095
OG0000481	BRALA03647	XENTR07539, XENTR12694
OG0000482	BRALA22257	XENTR14111, XENTR12532, XENTR14401
OG0000482	BRALA29577	XENTR00585
OG0000485	BRALA23674	XENTR04208, XENTR03378
OG0000485	BRALA05059, BRALA21189	XENTR10818
OG0000486	BRALA01376, BRALA02955, BRALA02954, BRALA02956, BRALA19977, BRALA04760, BRALA04761, BRALA03985	XENTR07282, XENTR04857
OG0000487	BRALA23385	XENTR02388
OG0000487	BRALA28599, BRALA25400, BRALA25401, BRALA28602	XENTR15492
OG0000488	BRALA07851	XENTR13001, XENTR13002, XENTR02455
OG0000488	BRALA29429	XENTR06662, XENTR09002
OG0000489	BRALA13763	XENTR00237, XENTR09516, XENTR00238, XENTR11465
OG0000491	BRALA11888	XENTR05260, XENTR04378, XENTR03295
OG0000492	BRALA13872	XENTR11196, XENTR12070, XENTR12069, XENTR01257
OG0000494	BRALA14931	XENTR11154, XENTR04560, XENTR01512, XENTR10308
OG0000495	BRALA16913, BRALA16912, BRALA16952, BRALA22436, BRALA11572, BRALA07929, BRALA07931, BRALA16951, BRALA22144, BRALA16911	XENTR00150, XENTR00149
OG0000496	BRALA07013	XENTR02898
OG0000497	BRALA07740	XENTR12510, XENTR13344
OG0000497	BRALA17523	XENTR06183, XENTR09162
OG0000498	BRALA29437	XENTR06646, XENTR04610, XENTR08348, XENTR02958, XENTR10209
OG0000499	BRALA24404	XENTR04148
OG0000503	BRALA07482, BRALA23827	XENTR11822, XENTR11424, XENTR11425, XENTR12881, XENTR12882
OG0000503	BRALA20618	XENTR10022
OG0000504	BRALA21734, BRALA21735	XENTR18610, XENTR02766, XENTR13287, XENTR05277
OG0000505	BRALA07980	XENTR15726, XENTR09584, XENTR09585, XENTR10436, XENTR09693, XENTR09694
OG0000506	BRALA05807	XENTR17321, XENTR17322, XENTR10543, XENTR09706, XENTR05906
OG0000508	BRALA17016	XENTR06935
OG0000508	BRALA31119	XENTR13428
OG0000508	BRALA33555	XENTR01138, XENTR16721
OG0000510	BRALA00432	XENTR16454, XENTR14055, XENTR06353, XENTR15990
OG0000511	BRALA29694, BRALA35018, BRALA35374, BRALA33126, BRALA12401, BRALA09343	XENTR03618
OG0000511	BRALA35119, BRALA33571, BRALA03901	XENTR16875
OG0000512	BRALA04179	XENTR01879, XENTR19023, XENTR09415, XENTR09416, XENTR09410, XENTR05857, XENTR13275
OG0000514	BRALA19477	XENTR05611, XENTR01673
OG0000515	BRALA07345	XENTR09527
OG0000516	BRALA15544, BRALA02044, BRALA02039, BRALA02037, BRALA32371, BRALA02047, BRALA20757, BRALA02147, BRALA02350, BRALA22353, BRALA02043, BRALA02030, BRALA20755, BRALA08843, BRALA28896	XENTR10354, XENTR15576, XENTR10452
OG0000516	BRALA28892, BRALA28893	XENTR08167
OG0000517	BRALA28682, BRALA20746	XENTR07207, XENTR12249, XENTR12247, XENTR12246, XENTR12245, XENTR12244, XENTR14728, XENTR14724, XENTR14725, XENTR14727, XENTR14726, XENTR14718, XENTR14721, XENTR14722, XENTR14723, XENTR14717, XENTR14719, XENTR14720
OG0000519	BRALA25441, BRALA22160	XENTR04553
OG0000520	BRALA19387	XENTR10317, XENTR14896
OG0000522	BRALA25050, BRALA25052	XENTR11563
OG0000525	BRALA20630	XENTR09923, XENTR09922
OG0000525	BRALA13036, BRALA13035	XENTR10927, XENTR01759, XENTR09125
OG0000526	BRALA18190, BRALA08755, BRALA18192, BRALA16238, BRALA16318, BRALA23607, BRALA30521, BRALA08217, BRALA12537, BRALA00644, BRALA18595, BRALA00628, BRALA00629, BRALA00489, BRALA12135, BRALA08760, BRALA16233	XENTR14537, XENTR00608
OG0000527	BRALA12888	XENTR01298, XENTR15872
OG0000528	BRALA13353	XENTR08509, XENTR02076, XENTR15793, XENTR01661
OG0000529	BRALA17267	XENTR16534, XENTR03224, XENTR04094
OG0000530	BRALA27713	XENTR09841, XENTR08688, XENTR03985
OG0000531	BRALA10663	XENTR02904, XENTR08406, XENTR08407
OG0000532	BRALA07475	XENTR11367, XENTR18190
OG0000533	BRALA08489	XENTR11660, XENTR13660, XENTR11200
OG0000534	BRALA17057	XENTR08607, XENTR06202, XENTR06939
OG0000535	BRALA25267	XENTR14528, XENTR12170
OG0000537	BRALA13679	XENTR00659, XENTR02728
OG0000537	BRALA13681	XENTR00658, XENTR02729
OG0000539	BRALA20475, BRALA16574, BRALA30262, BRALA04389, BRALA27236, BRALA29022, BRALA32330, BRALA23555, BRALA04388, BRALA29728	XENTR10441, XENTR14195, XENTR00186, XENTR17569, XENTR17568, XENTR17566, XENTR17565, XENTR18965, XENTR17563, XENTR17561, XENTR17562, XENTR17564, XENTR10440, XENTR18473, XENTR17567, XENTR14472
OG0000540	BRALA33330, BRALA34975, BRALA33025, BRALA32816, BRALA33558, BRALA31394, BRALA35826, BRALA31392, BRALA32895	XENTR15064, XENTR01264, XENTR01978, XENTR04538, XENTR06456, XENTR08645, XENTR01979, XENTR12381, XENTR04201, XENTR06226, XENTR14996
OG0000542	BRALA22764	XENTR03568, XENTR04355, XENTR11922
OG0000542	BRALA00596	XENTR03401
OG0000544	BRALA19421	XENTR08814, XENTR13831
OG0000544	BRALA03994	XENTR06733
OG0000544	BRALA34378	XENTR12470
OG0000545	BRALA24399	XENTR03840
OG0000545	BRALA22583	XENTR09092, XENTR14538, XENTR09005, XENTR11985
OG0000548	BRALA31695	XENTR15842, XENTR12691, XENTR12827
OG0000548	BRALA21474	XENTR14858, XENTR16215
OG0000548	BRALA22718	XENTR09279
OG0000550	BRALA04937, BRALA04940, BRALA22193, BRALA04936, BRALA04939, BRALA04945, BRALA04926, BRALA04946, BRALA04935, BRALA04929, BRALA04947, BRALA04931, BRALA04943, BRALA04918, BRALA04917, BRALA04916	XENTR07186
OG0000552	BRALA31577	XENTR15303
OG0000553	BRALA09626	XENTR15181, XENTR02641, XENTR10623, XENTR10625, XENTR10624
OG0000553	BRALA16722, BRALA35015	XENTR07370
OG0000554	BRALA26471, BRALA28539	XENTR00240
OG0000560	BRALA24504, BRALA08569, BRALA10597, BRALA25861, BRALA13005, BRALA05538, BRALA21205, BRALA19574	XENTR09304
OG0000561	BRALA17425	XENTR08505
OG0000561	BRALA17424	XENTR08504, XENTR11638, XENTR07523
OG0000562	BRALA15030	XENTR08112
OG0000562	BRALA19937	XENTR00450, XENTR10477
OG0000563	BRALA24155	XENTR01198
OG0000564	BRALA07152, BRALA24130, BRALA33441	XENTR11680, XENTR00195, XENTR13086
OG0000564	BRALA30531	XENTR11650, XENTR00592
OG0000565	BRALA22484, BRALA12049, BRALA05112, BRALA08442, BRALA04573, BRALA04975	XENTR14800
OG0000566	BRALA07910	XENTR08330
OG0000566	BRALA26624	XENTR02577
OG0000567	BRALA12434, BRALA10631	XENTR01468, XENTR04575, XENTR17225
OG0000567	BRALA01129, BRALA24836	XENTR15381
OG0000568	BRALA29552	XENTR14298
OG0000570	BRALA12710	XENTR18916, XENTR18917, XENTR14036, XENTR01676
OG0000572	BRALA30970	XENTR13098, XENTR15792
OG0000572	BRALA24438	XENTR15287, XENTR08060, XENTR08059
OG0000573	BRALA33118	XENTR00290
OG0000573	BRALA01402	XENTR08127
OG0000574	BRALA06426	XENTR07582
OG0000574	BRALA10469	XENTR07361
OG0000574	BRALA02629	XENTR06500
OG0000575	BRALA17689	XENTR00803, XENTR15351, XENTR11211, XENTR03152
OG0000576	BRALA00312	XENTR13035
OG0000578	BRALA30383	XENTR16212, XENTR09090, XENTR03873, XENTR03874
OG0000580	BRALA02419	XENTR15703, XENTR08338
OG0000581	BRALA25966	XENTR03879
OG0000581	BRALA25968	XENTR01643, XENTR03880, XENTR01642
OG0000582	BRALA24843	XENTR06486, XENTR09933, XENTR15164, XENTR11764
OG0000583	BRALA23003	XENTR02539
OG0000584	BRALA05113, BRALA05114, BRALA05271	XENTR09173, XENTR03997, XENTR04670
OG0000585	BRALA20335	XENTR12848, XENTR02849, XENTR01232
OG0000587	BRALA05810	XENTR08579, XENTR15453, XENTR11141, XENTR11142
OG0000587	BRALA15179	XENTR02064
OG0000588	BRALA00972	XENTR06511, XENTR13248, XENTR15252
OG0000588	BRALA24520	XENTR17128
OG0000589	BRALA33101, BRALA29679	XENTR11197, XENTR12066, XENTR01256, XENTR01604
OG0000590	BRALA07082	XENTR14925, XENTR01750, XENTR12267, XENTR05220
OG0000590	BRALA16075, BRALA31942	XENTR09959, XENTR09960, XENTR17798, XENTR17799
OG0000591	BRALA25344	XENTR07336
OG0000591	BRALA13642	XENTR09716
OG0000592	BRALA22980	XENTR09881
OG0000592	BRALA12293, BRALA12292, BRALA25533	XENTR09851
OG0000593	BRALA10467	XENTR16603, XENTR04787, XENTR09811
OG0000593	BRALA03529	XENTR16946, XENTR10994, XENTR15779, XENTR02468
OG0000597	BRALA07224	XENTR17671, XENTR17670, XENTR19170, XENTR01128
OG0000597	BRALA07985	XENTR02665, XENTR08682
OG0000598	BRALA11320, BRALA23299, BRALA25765, BRALA03034, BRALA02990, BRALA09389, BRALA08426, BRALA17485, BRALA05896, BRALA05863, BRALA15652, BRALA09868, BRALA33289, BRALA08360	XENTR17433, XENTR13111
OG0000601	BRALA06469, BRALA04622, BRALA04621	XENTR17602, XENTR17601, XENTR02697
OG0000602	BRALA13634	XENTR02033, XENTR02032, XENTR03241
OG0000602	BRALA13638	XENTR03242, XENTR15509, XENTR02031
OG0000603	BRALA11986	XENTR06631, XENTR12110, XENTR06556
OG0000604	BRALA23058	XENTR12659
OG0000607	BRALA02171	XENTR11195, XENTR11194, XENTR10165, XENTR14318, XENTR01251
OG0000608	BRALA08057	XENTR05631
OG0000609	BRALA13529	XENTR09031, XENTR09032
OG0000609	BRALA13853, BRALA18964, BRALA18966, BRALA18965, BRALA13849	XENTR02746, XENTR02747
OG0000609	BRALA04542	XENTR09422
OG0000609	BRALA05170, BRALA01190, BRALA05174	XENTR03782
OG0000610	BRALA02697	XENTR09167, XENTR16828
OG0000611	BRALA20389	XENTR07697, XENTR14370
OG0000611	BRALA27313	XENTR00513
OG0000612	BRALA24052	XENTR02014, XENTR19287
OG0000612	BRALA20021	XENTR02467
OG0000613	BRALA12977	XENTR09622, XENTR03003, XENTR12862
OG0000613	BRALA30072	XENTR14077, XENTR01460
OG0000614	BRALA26253, BRALA24121	XENTR14290
OG0000615	BRALA14242	XENTR05253
OG0000616	BRALA23460	XENTR16458
OG0000617	BRALA28136	XENTR02359
OG0000617	BRALA18939	XENTR09657
OG0000619	BRALA12118	XENTR02022
OG0000621	BRALA26956	XENTR03684, XENTR03685, XENTR04417
OG0000623	BRALA01906	XENTR07882
OG0000623	BRALA33185	XENTR16677, XENTR03896
OG0000624	BRALA09192	XENTR10751, XENTR05400
OG0000625	BRALA19634	XENTR00631, XENTR00632, XENTR00633, XENTR10082
OG0000626	BRALA09669	XENTR08195, XENTR07632
OG0000627	BRALA29835	XENTR10097, XENTR14582
OG0000628	BRALA28627	XENTR12865, XENTR04952
OG0000628	BRALA16689	XENTR02456, XENTR13000
OG0000629	BRALA09148, BRALA24720	XENTR17454
OG0000629	BRALA24722	XENTR04462, XENTR11794
OG0000634	BRALA18632	XENTR18822, XENTR18823, XENTR19156
OG0000635	BRALA30993, BRALA30850, BRALA31506, BRALA28680, BRALA21096	XENTR06487
OG0000635	BRALA05536, BRALA17413, BRALA17024	XENTR02072, XENTR02107
OG0000637	BRALA35665	XENTR17167
OG0000637	BRALA25973	XENTR09803
OG0000639	BRALA16533	XENTR14136, XENTR08621
OG0000639	BRALA20016	XENTR10212, XENTR12548, XENTR02478
OG0000641	BRALA20745, BRALA20742, BRALA20741, BRALA26654, BRALA26656, BRALA26655	XENTR18866, XENTR07217, XENTR07208, XENTR07216, XENTR07215, XENTR07214, XENTR07213, XENTR07212, XENTR07211, XENTR07209, XENTR07210, XENTR17075
OG0000642	BRALA06680	XENTR11733
OG0000643	BRALA01193	XENTR12663, XENTR11361
OG0000643	BRALA28428	XENTR10328
OG0000645	BRALA20003	XENTR00518
OG0000645	BRALA04294	XENTR04338, XENTR04602
OG0000646	BRALA05656	XENTR04406
OG0000646	BRALA20004	XENTR07263, XENTR07262, XENTR17137
OG0000647	BRALA16420	XENTR08053, XENTR13028, XENTR13027
OG0000648	BRALA03156	XENTR08177
OG0000648	BRALA03157	XENTR08178, XENTR10991
OG0000649	BRALA09182, BRALA11364, BRALA20887	XENTR03771, XENTR03773, XENTR03774, XENTR03772, XENTR03775, XENTR11809
OG0000650	BRALA06632, BRALA04575	XENTR04168, XENTR03784, XENTR10606, XENTR15613, XENTR12436, XENTR12437, XENTR18300, XENTR00412
OG0000653	BRALA00750	XENTR05477, XENTR06857, XENTR05370
OG0000653	BRALA33623, BRALA16963	XENTR15383, XENTR08517, XENTR11621, XENTR02067
OG0000653	BRALA22618	XENTR00431
OG0000654	BRALA04554	XENTR06209, XENTR17283, XENTR15108, XENTR08609
OG0000660	BRALA15697	XENTR00531
OG0000660	BRALA10420	XENTR03245
OG0000662	BRALA23622	XENTR12483
OG0000662	BRALA06276	XENTR01671, XENTR04789
OG0000664	BRALA17169	XENTR18935, XENTR10788, XENTR02592
OG0000665	BRALA23202	XENTR10286, XENTR14432, XENTR14325, XENTR18084, XENTR14324
OG0000666	BRALA33241, BRALA33926	XENTR10727, XENTR01680, XENTR17784
OG0000666	BRALA28214	XENTR13165
OG0000670	BRALA11703	XENTR12241, XENTR00704, XENTR09058, XENTR03191, XENTR03192, XENTR07429
OG0000671	BRALA04719, BRALA04720	XENTR09206
OG0000671	BRALA07010, BRALA11273	XENTR09653, XENTR02371, XENTR07969, XENTR16879, XENTR00381
OG0000672	BRALA06149	XENTR10536, XENTR18111
OG0000672	BRALA24117	XENTR14352
OG0000674	BRALA23211	XENTR01435, XENTR06759
OG0000674	BRALA25389	XENTR08702
OG0000676	BRALA13759	XENTR05112, XENTR10868
OG0000676	BRALA25556	XENTR08597, XENTR02025, XENTR07079
OG0000680	BRALA12807, BRALA12803, BRALA12804, BRALA26957, BRALA11805, BRALA18023, BRALA18021, BRALA18014, BRALA18033, BRALA18022, BRALA01752	XENTR17739
OG0000680	BRALA01527, BRALA18950	XENTR03777, XENTR07100
OG0000681	BRALA08295	XENTR01035, XENTR10823
OG0000681	BRALA33161	XENTR02583, XENTR09876, XENTR09875
OG0000682	BRALA25456, BRALA25454, BRALA35283, BRALA25455, BRALA21676, BRALA30874	XENTR06453, XENTR17621, XENTR15062
OG0000683	BRALA33661	XENTR15130
OG0000683	BRALA00898	XENTR06503, XENTR00426
OG0000684	BRALA33966, BRALA35184, BRALA35989, BRALA33798	XENTR16125, XENTR03725, XENTR09968, XENTR03724
OG0000685	BRALA13886	XENTR05435, XENTR04446, XENTR00393
OG0000690	BRALA29358	XENTR16042
OG0000690	BRALA05018	XENTR13758
OG0000691	BRALA03301	XENTR12556, XENTR00454
OG0000691	BRALA09683	XENTR14240, XENTR02488
OG0000692	BRALA07273, BRALA19399, BRALA17751, BRALA14654, BRALA12375, BRALA07885, BRALA05501, BRALA10172	XENTR09451
OG0000693	BRALA18789	XENTR17235, XENTR06541
OG0000693	BRALA02763	XENTR06151
OG0000694	BRALA10162	XENTR09772
OG0000695	BRALA21788, BRALA13971, BRALA00498, BRALA12446	XENTR16234, XENTR16120, XENTR14294, XENTR14295, XENTR16607
OG0000696	BRALA16043	XENTR00213
OG0000696	BRALA15238, BRALA19739	XENTR05925
OG0000697	BRALA30467	XENTR02874, XENTR02556, XENTR06818, XENTR11308
OG0000698	BRALA26139	XENTR12807, XENTR11709
OG0000699	BRALA12181	XENTR08574, XENTR15520, XENTR15465
OG0000700	BRALA08858	XENTR17342, XENTR09480
OG0000701	BRALA21677	XENTR08735, XENTR08734, XENTR08926, XENTR08927, XENTR06451, XENTR01949
OG0000702	BRALA28498	XENTR11939, XENTR05068, XENTR14141
OG0000703	BRALA03871	XENTR08730, XENTR08729, XENTR05594
OG0000704	BRALA02854	XENTR15117
OG0000706	BRALA20496	XENTR02593
OG0000707	BRALA20116, BRALA29107	XENTR09827
OG0000708	BRALA05296	XENTR03991
OG0000708	BRALA10976	XENTR06811
OG0000709	BRALA10837	XENTR12794
OG0000710	BRALA16518	XENTR00408, XENTR00504
OG0000711	BRALA20784	XENTR10807
OG0000711	BRALA02434	XENTR17290, XENTR14028
OG0000711	BRALA02091	XENTR12075, XENTR10806
OG0000712	BRALA19423	XENTR04994, XENTR00668, XENTR15876, XENTR04890
OG0000713	BRALA06138, BRALA11673, BRALA17981, BRALA30637, BRALA04689, BRALA04690	XENTR18876, XENTR06309
OG0000715	BRALA17045	XENTR03141, XENTR05201, XENTR15992
OG0000716	BRALA35786, BRALA32595, BRALA32592	XENTR06302, XENTR07615, XENTR18854, XENTR11906
OG0000718	BRALA29518	XENTR16847, XENTR16460, XENTR09687, XENTR17406, XENTR09096, XENTR10099
OG0000720	BRALA08022	XENTR00549, XENTR11251
OG0000721	BRALA14964	XENTR07131, XENTR04541
OG0000722	BRALA24668, BRALA24667	XENTR06651, XENTR07504, XENTR09493, XENTR17327
OG0000723	BRALA24351, BRALA08031, BRALA10480, BRALA03115	XENTR06009, XENTR11290, XENTR01819, XENTR06799
OG0000725	BRALA28873	XENTR04704, XENTR14529
OG0000725	BRALA34432	XENTR04435
OG0000726	BRALA09055	XENTR09424, XENTR03808
OG0000730	BRALA23680	XENTR05215, XENTR00132
OG0000730	BRALA23679	XENTR03375, XENTR12898
OG0000732	BRALA05974	XENTR11927, XENTR08594
OG0000732	BRALA01121	XENTR13213, XENTR00357
OG0000733	BRALA13293	XENTR12956, XENTR09501, XENTR05537
OG0000733	BRALA13301	XENTR08499
OG0000734	BRALA10056	XENTR06181, XENTR01296
OG0000735	BRALA12877	XENTR03017, XENTR16831, XENTR00243, XENTR00244
OG0000736	BRALA00292	XENTR15994, XENTR08563
OG0000738	BRALA08653	XENTR01705, XENTR04970
OG0000738	BRALA24442, BRALA24444, BRALA24440, BRALA24441, BRALA24445	XENTR10746
OG0000740	BRALA07389	XENTR18507, XENTR17533, XENTR10575, XENTR10574
OG0000740	BRALA17954	XENTR09702
OG0000743	BRALA06285	XENTR01379, XENTR11189, XENTR01696
OG0000743	BRALA06284	XENTR01380, XENTR01695
OG0000744	BRALA03822, BRALA06789, BRALA03324	XENTR04571, XENTR16235, XENTR02481
OG0000745	BRALA06045	XENTR18661, XENTR01647
OG0000746	BRALA22561, BRALA22254, BRALA18386	XENTR13882, XENTR13881, XENTR13885
OG0000748	BRALA10606	XENTR10860, XENTR10861
OG0000749	BRALA28914	XENTR13529, XENTR13528
OG0000750	BRALA14527	XENTR09003, XENTR08374
OG0000750	BRALA15208, BRALA27083, BRALA15212	XENTR09731
OG0000751	BRALA07411	XENTR03358, XENTR00118
OG0000751	BRALA07933	XENTR09818
OG0000752	BRALA11552	XENTR14203
OG0000752	BRALA28831	XENTR03680
OG0000752	BRALA05171	XENTR00306, XENTR11450
OG0000753	BRALA27046	XENTR13232
OG0000753	BRALA21594	XENTR16935, XENTR06041, XENTR06042
OG0000755	BRALA12515	XENTR15916, XENTR06639, XENTR08361, XENTR08360
OG0000757	BRALA14460	XENTR10378
OG0000758	BRALA13715	XENTR12870, XENTR12401, XENTR02503, XENTR06058
OG0000759	BRALA30577	XENTR01884, XENTR05238, XENTR18352
OG0000760	BRALA20315	XENTR10725, XENTR13468
OG0000761	BRALA23656	XENTR17935, XENTR12007, XENTR15207, XENTR01309
OG0000762	BRALA04595, BRALA07093	XENTR07103, XENTR01118, XENTR14074
OG0000763	BRALA13502	XENTR05044, XENTR08259, XENTR08260, XENTR18281
OG0000764	BRALA20638	XENTR06830, XENTR13254
OG0000765	BRALA25961	XENTR01990, XENTR01184
OG0000766	BRALA15635	XENTR13873, XENTR17891, XENTR13807, XENTR00551
OG0000767	BRALA12056, BRALA12057	XENTR03830, XENTR11683, XENTR00589
OG0000768	BRALA25731	XENTR00756, XENTR13472, XENTR18974
OG0000772	BRALA03708	XENTR07457, XENTR07456, XENTR07455
OG0000772	BRALA03331	XENTR08353
OG0000774	BRALA01367	XENTR04669, XENTR14580
OG0000775	BRALA21814, BRALA18421, BRALA18562, BRALA18561, BRALA08287	XENTR01130
OG0000776	BRALA29300	XENTR04910, XENTR05244
OG0000777	BRALA06536	XENTR13724
OG0000778	BRALA20992, BRALA09413, BRALA00256, BRALA00257, BRALA00259	XENTR03112, XENTR04100
OG0000779	BRALA02587	XENTR06178
OG0000779	BRALA01807	XENTR02460, XENTR07467, XENTR06587
OG0000780	BRALA00744	XENTR10194
OG0000781	BRALA05140, BRALA12327, BRALA12336	XENTR15057
OG0000782	BRALA18203	XENTR08315, XENTR12833, XENTR02660
OG0000784	BRALA06052, BRALA25550	XENTR00277, XENTR07231, XENTR09268
OG0000784	BRALA17554, BRALA16289, BRALA22376, BRALA25588	XENTR13377
OG0000786	BRALA12027	XENTR02070
OG0000787	BRALA03891	XENTR02696, XENTR08733, XENTR12281, XENTR08846
OG0000788	BRALA02413	XENTR04467, XENTR16399
OG0000788	BRALA32315	XENTR15693, XENTR18205
OG0000790	BRALA12655, BRALA12650, BRALA09236, BRALA09235, BRALA12669, BRALA28591, BRALA28595, BRALA28593, BRALA04265, BRALA25758, BRALA23300, BRALA10748, BRALA20036, BRALA04241, BRALA12652, BRALA25569, BRALA28594	XENTR03512, XENTR08093
OG0000791	BRALA14451	XENTR01881, XENTR06218, XENTR04189
OG0000792	BRALA04682	XENTR02294
OG0000792	BRALA33683	XENTR08546, XENTR07185
OG0000792	BRALA32297	XENTR01146
OG0000793	BRALA17595	XENTR18227, XENTR14087, XENTR10065, XENTR12127, XENTR12126
OG0000795	BRALA22731	XENTR05266
OG0000798	BRALA22751	XENTR07369, XENTR01010
OG0000799	BRALA07756	XENTR08849, XENTR10335, XENTR08757, XENTR01900
OG0000802	BRALA01136, BRALA01137, BRALA01138	XENTR07794, XENTR06509, XENTR13246, XENTR16777, XENTR02068, XENTR09051, XENTR09050, XENTR12147
OG0000805	BRALA11113, BRALA11112, BRALA05953, BRALA05905, BRALA05906, BRALA22453	XENTR06363, XENTR15603, XENTR15604, XENTR04693, XENTR08777, XENTR00279
OG0000809	BRALA05348	XENTR00087, XENTR14827, XENTR06847
OG0000810	BRALA00801	XENTR00056
OG0000810	BRALA10599	XENTR17048, XENTR16257
OG0000813	BRALA03660	XENTR13150, XENTR13151
OG0000814	BRALA04143	XENTR13230
OG0000814	BRALA03045	XENTR03397
OG0000815	BRALA11706	XENTR02731
OG0000815	BRALA04544	XENTR05406, XENTR02911
OG0000816	BRALA20882	XENTR12785, XENTR13049, XENTR02094
OG0000816	BRALA03932	XENTR05575, XENTR16977
OG0000817	BRALA00540	XENTR05219
OG0000817	BRALA03663	XENTR09302
OG0000817	BRALA17018	XENTR17704, XENTR17705
OG0000818	BRALA13068	XENTR00964, XENTR01697, XENTR05672
OG0000819	BRALA07696, BRALA07697	XENTR09864
OG0000819	BRALA34137	XENTR10193, XENTR10192
OG0000820	BRALA14102	XENTR07096
OG0000821	BRALA02614	XENTR07963, XENTR09812
OG0000822	BRALA08819, BRALA08822, BRALA08830	XENTR08343
OG0000822	BRALA23399, BRALA23400	XENTR17339
OG0000824	BRALA12514	XENTR04940, XENTR04939, XENTR11038
OG0000825	BRALA11858	XENTR01022, XENTR10589, XENTR16089
