Orthogroup	BRALA	HUMAN
OG0001076	BRALA20184	HUMAN07536, HUMAN22387
OG0001077	BRALA28759, BRALA28760	HUMAN02958
OG0001077	BRALA08290	HUMAN26035
OG0001078	BRALA13847	HUMAN20283, HUMAN24929, HUMAN04434
OG0001079	BRALA12769	HUMAN01422, HUMAN26876, HUMAN29846, HUMAN29847
OG0001080	BRALA13315	HUMAN26171, HUMAN06728, HUMAN06729, HUMAN06727
OG0001080	BRALA13682	HUMAN28042, HUMAN28041, HUMAN15214
OG0001080	BRALA13314	HUMAN15213
OG0001081	BRALA20186, BRALA18322, BRALA02329, BRALA02330	HUMAN15960
OG0001082	BRALA21015	HUMAN18213, HUMAN06409, HUMAN06410
OG0001083	BRALA22369	HUMAN03184, HUMAN03185, HUMAN23866, HUMAN23865, HUMAN27528, HUMAN27527, HUMAN17258, HUMAN17257
OG0001084	BRALA34942	HUMAN23143
OG0001084	BRALA33764	HUMAN23144
OG0001085	BRALA18590, BRALA17350	HUMAN21139, HUMAN29849, HUMAN26851, HUMAN26850, HUMAN25039
OG0001088	BRALA22594	HUMAN08702
OG0001089	BRALA20406	HUMAN15690
OG0001090	BRALA19647	HUMAN06347
OG0001091	BRALA18566	HUMAN12947, HUMAN12946, HUMAN12945
OG0001093	BRALA07017, BRALA07018	HUMAN26567, HUMAN12954
OG0001094	BRALA21202	HUMAN18720, HUMAN08291, HUMAN04909
OG0001095	BRALA00514	HUMAN06662, HUMAN17682, HUMAN20656, HUMAN20657
OG0001101	BRALA11039	HUMAN29924, HUMAN29923, HUMAN21985, HUMAN02347
OG0001102	BRALA06483	HUMAN18703
OG0001103	BRALA15961	HUMAN25684, HUMAN27937, HUMAN27936
OG0001104	BRALA00254	HUMAN09442
OG0001104	BRALA14774	HUMAN28171, HUMAN00516, HUMAN16748
OG0001105	BRALA13887	HUMAN21768
OG0001105	BRALA35235, BRALA17080	HUMAN18846
OG0001108	BRALA10695	HUMAN06470
OG0001108	BRALA14990	HUMAN26420
OG0001109	BRALA30580, BRALA30582	HUMAN13295, HUMAN13298, HUMAN22148
OG0001110	BRALA02581, BRALA02578	HUMAN01328, HUMAN29331, HUMAN29332
OG0001111	BRALA28901	HUMAN08205, HUMAN08204
OG0001111	BRALA29371, BRALA06020	HUMAN23671, HUMAN19715
OG0001112	BRALA13668	HUMAN18525, HUMAN18524, HUMAN07786, HUMAN07782, HUMAN30342, HUMAN07785, HUMAN07783, HUMAN18526
OG0001113	BRALA08129	HUMAN20232
OG0001113	BRALA16554	HUMAN13568, HUMAN13567, HUMAN13565, HUMAN13566
OG0001115	BRALA07052, BRALA07051	HUMAN24945, HUMAN20513, HUMAN20338
OG0001116	BRALA34250	HUMAN12509
OG0001117	BRALA15421	HUMAN14034, HUMAN18813, HUMAN08156, HUMAN08157
OG0001119	BRALA13802	HUMAN25212, HUMAN28360
OG0001120	BRALA21219	HUMAN30700
OG0001120	BRALA17608	HUMAN23781, HUMAN17480, HUMAN30271, HUMAN22568
OG0001121	BRALA32292, BRALA13901, BRALA27511, BRALA08946	HUMAN25819, HUMAN25818, HUMAN25820, HUMAN25821, HUMAN19588
OG0001123	BRALA24284	HUMAN21519
OG0001123	BRALA23603	HUMAN23592
OG0001124	BRALA23017	HUMAN13636
OG0001124	BRALA07725	HUMAN29856, HUMAN29855, HUMAN29854, HUMAN29853
OG0001126	BRALA16208	HUMAN11886, HUMAN21463, HUMAN11885, HUMAN11887, HUMAN11884
OG0001126	BRALA28026	HUMAN21462
OG0001127	BRALA09084	HUMAN18103, HUMAN03016
OG0001128	BRALA22493	HUMAN08898, HUMAN08899, HUMAN15801, HUMAN15800, HUMAN02562, HUMAN02561
OG0001129	BRALA12498	HUMAN11361, HUMAN28007
OG0001129	BRALA16098	HUMAN24592
OG0001130	BRALA09459, BRALA01930, BRALA15598	HUMAN23634
OG0001131	BRALA13327	HUMAN17000, HUMAN08891, HUMAN08890, HUMAN08889
OG0001132	BRALA13540	HUMAN28769
OG0001133	BRALA03024	HUMAN24838
OG0001133	BRALA00752	HUMAN23355
OG0001134	BRALA23048	HUMAN22209, HUMAN22213, HUMAN22214, HUMAN22217, HUMAN27443, HUMAN27400, HUMAN27370, HUMAN27444, HUMAN27369, HUMAN27401, HUMAN22215, HUMAN22216, HUMAN22200, HUMAN22207, HUMAN22208, HUMAN22205, HUMAN22199, HUMAN22204, HUMAN22202, HUMAN22198, HUMAN22201, HUMAN22203, HUMAN22206, HUMAN22212, HUMAN22210, HUMAN22211, HUMAN13466, HUMAN13465, HUMAN25963
OG0001135	BRALA11818	HUMAN12999, HUMAN12998
OG0001136	BRALA18520	HUMAN14242, HUMAN23717, HUMAN09626, HUMAN09622
OG0001137	BRALA13309	HUMAN15475, HUMAN15476, HUMAN16861, HUMAN15474
OG0001138	BRALA00020, BRALA11821	HUMAN06608, HUMAN27335, HUMAN21562
OG0001139	BRALA06120	HUMAN29573
OG0001139	BRALA32868, BRALA35077	HUMAN20297, HUMAN20298, HUMAN03896
OG0001141	BRALA09514	HUMAN28829
OG0001142	BRALA14735	HUMAN04836, HUMAN04835
OG0001143	BRALA04133	HUMAN26902, HUMAN09500, HUMAN09501, HUMAN28929, HUMAN01633
OG0001144	BRALA10734	HUMAN06501, HUMAN06503, HUMAN17895, HUMAN06504, HUMAN26116
OG0001146	BRALA18782	HUMAN21944, HUMAN21943, HUMAN21945, HUMAN00122, HUMAN11953, HUMAN11952
OG0001149	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801	HUMAN24814, HUMAN01215
OG0001155	BRALA32774	HUMAN28847, HUMAN28848, HUMAN28849
OG0001155	BRALA23567	HUMAN11693
OG0001156	BRALA24884	HUMAN06276, HUMAN06274, HUMAN12764, HUMAN26033, HUMAN18478, HUMAN18476
OG0001157	BRALA19395, BRALA18472, BRALA15263, BRALA17275, BRALA08501, BRALA17747, BRALA29670, BRALA17746, BRALA19396, BRALA19375, BRALA07531, BRALA28290, BRALA23840, BRALA07289, BRALA10988, BRALA29666, BRALA07530, BRALA07316, BRALA07319, BRALA17749, BRALA19397, BRALA19776, BRALA17748, BRALA17271, BRALA17684, BRALA19474	HUMAN16825
OG0001158	BRALA34638	HUMAN19221, HUMAN13723, HUMAN13724
OG0001159	BRALA12862	HUMAN16647, HUMAN28079, HUMAN28078
OG0001161	BRALA22337	HUMAN09583, HUMAN28673
OG0001162	BRALA29065	HUMAN05494, HUMAN05495, HUMAN05496, HUMAN05497, HUMAN19367
OG0001163	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378	HUMAN03540, HUMAN22604, HUMAN22605
OG0001165	BRALA14768	HUMAN25194
OG0001165	BRALA05900	HUMAN29763
OG0001166	BRALA08200, BRALA14605	HUMAN25123, HUMAN08665, HUMAN08664, HUMAN04806
OG0001167	BRALA30313	HUMAN08882, HUMAN08883, HUMAN17001
OG0001168	BRALA29323, BRALA27661, BRALA20565	HUMAN26184, HUMAN26183, HUMAN19115, HUMAN19116, HUMAN11218
OG0001169	BRALA15708, BRALA16649, BRALA16681	HUMAN05126
OG0001169	BRALA11830, BRALA12506	HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351
OG0001171	BRALA30065	HUMAN27880
OG0001172	BRALA06911	HUMAN03030, HUMAN18130
OG0001172	BRALA04692	HUMAN18077, HUMAN26531, HUMAN12782
OG0001173	BRALA04333	HUMAN01792
OG0001173	BRALA34444, BRALA04332	HUMAN01793
OG0001174	BRALA15302	HUMAN20367, HUMAN20467, HUMAN20469, HUMAN20468, HUMAN20465
OG0001175	BRALA00132	HUMAN27761, HUMAN17515
OG0001176	BRALA21617	HUMAN14915
OG0001176	BRALA04000, BRALA04002	HUMAN27503, HUMAN03360
OG0001177	BRALA12880	HUMAN13793
OG0001178	BRALA05138	HUMAN01065
OG0001179	BRALA20573	HUMAN19099
OG0001180	BRALA14556, BRALA34405	HUMAN22452
OG0001181	BRALA18132	HUMAN02963, HUMAN12488
OG0001182	BRALA02232	HUMAN16857
OG0001183	BRALA24188	HUMAN12777
OG0001184	BRALA10129	HUMAN24892, HUMAN24891
OG0001184	BRALA21684	HUMAN04448, HUMAN04447
OG0001185	BRALA27214	HUMAN25682, HUMAN25681
OG0001186	BRALA19974	HUMAN13742
OG0001186	BRALA16139	HUMAN11615
OG0001187	BRALA30941, BRALA21630, BRALA21207, BRALA21632, BRALA21208, BRALA21618, BRALA21631, BRALA21624, BRALA03471, BRALA21633, BRALA02756, BRALA21497, BRALA21626, BRALA21498, BRALA23700, BRALA25921, BRALA07734, BRALA21623, BRALA21629, BRALA21620, BRALA07709, BRALA21622, BRALA21625, BRALA30940	HUMAN21121
OG0001188	BRALA10757	HUMAN16878
OG0001189	BRALA16685	HUMAN19325, HUMAN16570, HUMAN27793
OG0001190	BRALA25890	HUMAN27353, HUMAN00374
OG0001191	BRALA21369	HUMAN14236
OG0001191	BRALA27930	HUMAN27560, HUMAN03181, HUMAN23867
OG0001192	BRALA31134, BRALA31609, BRALA20503, BRALA09378, BRALA12761, BRALA07757, BRALA20502, BRALA07758, BRALA09889, BRALA07761, BRALA07760, BRALA09891, BRALA09892, BRALA07759, BRALA09888, BRALA09359, BRALA09368, BRALA18891, BRALA19222	HUMAN29050
OG0001196	BRALA25128	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997
OG0001197	BRALA24133	HUMAN04807
OG0001197	BRALA01046	HUMAN26126, HUMAN17925
OG0001198	BRALA09601	HUMAN14133, HUMAN09842
OG0001198	BRALA02488	HUMAN03836
OG0001199	BRALA28833	HUMAN25663
OG0001199	BRALA15988	HUMAN27627, HUMAN27626
OG0001199	BRALA34865	HUMAN27628
OG0001200	BRALA24997	HUMAN08841
OG0001202	BRALA07019	HUMAN22243, HUMAN22242, HUMAN22244
OG0001204	BRALA24154, BRALA24153	HUMAN13045
OG0001205	BRALA11819	HUMAN08993
OG0001207	BRALA29973	HUMAN13150, HUMAN17601
OG0001208	BRALA01086	HUMAN17864, HUMAN26576
OG0001209	BRALA26756	HUMAN27648
OG0001210	BRALA17839	HUMAN18754
OG0001211	BRALA26659	HUMAN17696
OG0001212	BRALA15930	HUMAN22840
OG0001213	BRALA28371	HUMAN03742
OG0001213	BRALA34460	HUMAN07278, HUMAN07279
OG0001214	BRALA28235	HUMAN02956, HUMAN02957, HUMAN06746, HUMAN06745, HUMAN06748, HUMAN06749
OG0001215	BRALA00597	HUMAN26208, HUMAN26209, HUMAN17597, HUMAN06423
OG0001216	BRALA05650	HUMAN05988, HUMAN05987, HUMAN11890
OG0001216	BRALA19958	HUMAN11427
OG0001217	BRALA28081	HUMAN29664, HUMAN25763
OG0001219	BRALA10294	HUMAN01814
OG0001220	BRALA31139, BRALA34263	HUMAN07348
OG0001221	BRALA22011	HUMAN08173, HUMAN08174, HUMAN08177, HUMAN08176, HUMAN08178, HUMAN08175, HUMAN08179, HUMAN08180
OG0001223	BRALA03165	HUMAN27843, HUMAN11032, HUMAN07991, HUMAN19019, HUMAN11033
OG0001224	BRALA26622	HUMAN15488, HUMAN15490
OG0001225	BRALA04168	HUMAN09188, HUMAN28761, HUMAN14334
OG0001226	BRALA29243	HUMAN19536, HUMAN30088, HUMAN25307
OG0001227	BRALA29362	HUMAN30017
OG0001230	BRALA09760	HUMAN28278, HUMAN00720, HUMAN00717, HUMAN00718
OG0001231	BRALA31220	HUMAN08474, HUMAN08473, HUMAN16911
OG0001232	BRALA16719, BRALA06486	HUMAN10318
OG0001233	BRALA20387	HUMAN07688
OG0001236	BRALA27296	HUMAN15304
OG0001237	BRALA07915	HUMAN10071, HUMAN01580, HUMAN23506
OG0001238	BRALA16537	HUMAN09752, HUMAN24272
OG0001238	BRALA10747	HUMAN20738, HUMAN12789, HUMAN06408
OG0001241	BRALA15125	HUMAN18832, HUMAN18831
OG0001241	BRALA14260	HUMAN07799
OG0001243	BRALA07764	HUMAN27651, HUMAN27653, HUMAN27652, HUMAN27650, HUMAN09639
OG0001247	BRALA17334	HUMAN27059, HUMAN20519, HUMAN29792, HUMAN27060
OG0001248	BRALA00477	HUMAN18429, HUMAN18430, HUMAN03092, HUMAN03076, HUMAN03293, HUMAN03125, HUMAN03071, HUMAN27267, HUMAN06688, HUMAN18428, HUMAN27270, HUMAN27268
OG0001250	BRALA25027	HUMAN13009, HUMAN20055, HUMAN20056, HUMAN20057, HUMAN12131
OG0001251	BRALA03569	HUMAN08159, HUMAN08158
OG0001252	BRALA05331	HUMAN15100, HUMAN01282, HUMAN14175, HUMAN14174
OG0001253	BRALA09366	HUMAN20377, HUMAN24966, HUMAN20379, HUMAN24965
OG0001255	BRALA02813	HUMAN28258, HUMAN25482, HUMAN01216, HUMAN19038, HUMAN19039, HUMAN25595, HUMAN28179
OG0001256	BRALA27869	HUMAN25828
OG0001261	BRALA16992, BRALA16993, BRALA34932	HUMAN22947, HUMAN04078, HUMAN04079
OG0001262	BRALA35145	HUMAN29428, HUMAN24853
OG0001263	BRALA03642	HUMAN27745, HUMAN27744, HUMAN03309
OG0001263	BRALA10859	HUMAN12942
OG0001264	BRALA03222	HUMAN28020, HUMAN18861, HUMAN18860, HUMAN11601, HUMAN28023
OG0001267	BRALA16976	HUMAN27473, HUMAN27475, HUMAN27477, HUMAN27476
OG0001267	BRALA24251	HUMAN26403, HUMAN07336, HUMAN07335, HUMAN04653, HUMAN27474, HUMAN27478
OG0001268	BRALA01606	HUMAN22451
OG0001270	BRALA25030	HUMAN10267, HUMAN10268, HUMAN10266
OG0001270	BRALA13955	HUMAN10495
OG0001271	BRALA17017	HUMAN27281, HUMAN13161, HUMAN06386
OG0001273	BRALA23210	HUMAN09957, HUMAN15061, HUMAN23537
OG0001274	BRALA10091	HUMAN01186, HUMAN14450, HUMAN29306
OG0001275	BRALA16893	HUMAN25461
OG0001276	BRALA19427	HUMAN05158, HUMAN23988, HUMAN23987
OG0001278	BRALA04581, BRALA14775	HUMAN13574, HUMAN02569, HUMAN02570
OG0001279	BRALA24710	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712
OG0001280	BRALA09515	HUMAN09972, HUMAN14369, HUMAN28522
OG0001282	BRALA02372	HUMAN11803, HUMAN21801
OG0001284	BRALA14486	HUMAN27205
OG0001284	BRALA09529	HUMAN09392
OG0001285	BRALA34036, BRALA33761, BRALA33984, BRALA34161	HUMAN03726
OG0001286	BRALA35984	HUMAN03916
OG0001287	BRALA08199	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270
OG0001288	BRALA01391	HUMAN09745, HUMAN23493
OG0001289	BRALA12193	HUMAN08449, HUMAN08450, HUMAN02661
OG0001290	BRALA17572	HUMAN23738, HUMAN09455, HUMAN11087
OG0001291	BRALA17947	HUMAN27542, HUMAN22728, HUMAN03289
OG0001292	BRALA14445	HUMAN20666, HUMAN18444, HUMAN18446
OG0001293	BRALA33561, BRALA26881	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393
OG0001294	BRALA29575	HUMAN08609
OG0001295	BRALA00094	HUMAN17913, HUMAN17912, HUMAN06527
OG0001296	BRALA22582	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471
OG0001297	BRALA23851	HUMAN06849, HUMAN06850, HUMAN02321, HUMAN02322, HUMAN04265
OG0001300	BRALA05943, BRALA27824	HUMAN21610, HUMAN07635, HUMAN30249
OG0001302	BRALA01346	HUMAN00934
OG0001302	BRALA17951	HUMAN28036
OG0001304	BRALA22379	HUMAN07987, HUMAN11035, HUMAN27849, HUMAN19007
OG0001305	BRALA10193	HUMAN14853, HUMAN29257, HUMAN01234
OG0001306	BRALA05038	HUMAN01015, HUMAN01014
OG0001306	BRALA19534	HUMAN29260
OG0001308	BRALA03706	HUMAN03202, HUMAN03203, HUMAN24361, HUMAN24360, HUMAN24359, HUMAN22496, HUMAN22495
OG0001309	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331	HUMAN26186, HUMAN26187
OG0001310	BRALA22585	HUMAN09337
OG0001310	BRALA27863	HUMAN17449
OG0001311	BRALA10689, BRALA14115	HUMAN02788
OG0001311	BRALA14116	HUMAN20553
OG0001312	BRALA29353	HUMAN19586, HUMAN21384, HUMAN21385
OG0001313	BRALA24002	HUMAN05732, HUMAN21234
OG0001315	BRALA13047	HUMAN13234
OG0001316	BRALA15900, BRALA15901	HUMAN22411, HUMAN07507
OG0001317	BRALA12724	HUMAN26503, HUMAN26504
OG0001317	BRALA18356	HUMAN29334
OG0001318	BRALA08906	HUMAN16547, HUMAN16548
OG0001318	BRALA01956	HUMAN21172, HUMAN21173
OG0001319	BRALA24213	HUMAN30310, HUMAN21541
OG0001320	BRALA11528	HUMAN27988, HUMAN27989
OG0001320	BRALA25109	HUMAN09292, HUMAN16855, HUMAN16856
OG0001321	BRALA08021	HUMAN09666, HUMAN14539
OG0001322	BRALA09871	HUMAN03840
OG0001322	BRALA13321	HUMAN15479, HUMAN15481
OG0001324	BRALA21958, BRALA33648	HUMAN21897
OG0001324	BRALA11260	HUMAN21898
OG0001325	BRALA04015	HUMAN22703
OG0001326	BRALA24570	HUMAN03521, HUMAN17368, HUMAN17367, HUMAN03603
OG0001327	BRALA10354	HUMAN05826, HUMAN05829
OG0001327	BRALA19771	HUMAN06766, HUMAN06765, HUMAN02428
OG0001329	BRALA32195, BRALA12680	HUMAN02833
OG0001329	BRALA25736	HUMAN23067, HUMAN29619, HUMAN29617, HUMAN29618, HUMAN29616, HUMAN29615
OG0001330	BRALA23942	HUMAN10847, HUMAN12308, HUMAN07235, HUMAN10846
OG0001331	BRALA34572, BRALA33928	HUMAN22233, HUMAN22231, HUMAN24247, HUMAN13998
OG0001331	BRALA35749	HUMAN22232
OG0001332	BRALA05167	HUMAN29020
OG0001333	BRALA25392	HUMAN20118, HUMAN10313
OG0001335	BRALA21645	HUMAN28637
OG0001337	BRALA09464	HUMAN28621
OG0001337	BRALA01268	HUMAN13008, HUMAN23397, HUMAN00896
OG0001338	BRALA00398, BRALA09096	HUMAN01317, HUMAN14610, HUMAN28851, HUMAN14311, HUMAN14634, HUMAN14633, HUMAN15099, HUMAN01208, HUMAN29026
OG0001339	BRALA35366, BRALA34173, BRALA33697	HUMAN25156, HUMAN16668
OG0001339	BRALA16667, BRALA16668	HUMAN03666
OG0001341	BRALA12816	HUMAN13955
OG0001344	BRALA03869	HUMAN17092
OG0001345	BRALA20076, BRALA00376	HUMAN21450, HUMAN21451, HUMAN21449
OG0001348	BRALA16187	HUMAN07855, HUMAN07854, HUMAN07853, HUMAN30397, HUMAN07856
OG0001350	BRALA27720	HUMAN01020
OG0001351	BRALA24199	HUMAN30584, HUMAN29755
OG0001352	BRALA06260	HUMAN27857
OG0001353	BRALA23222, BRALA23221	HUMAN18886
OG0001354	BRALA17798	HUMAN01976
OG0001354	BRALA25624	HUMAN14805, HUMAN00966, HUMAN28999
OG0001355	BRALA32786	HUMAN21593, HUMAN07898, HUMAN24307, HUMAN22136, HUMAN03703
OG0001356	BRALA19061	HUMAN21113, HUMAN06242
OG0001356	BRALA17347	HUMAN29863
OG0001357	BRALA15175	HUMAN16834, HUMAN04831, HUMAN09251, HUMAN15455
OG0001359	BRALA16599	HUMAN14362, HUMAN09431, HUMAN09433, HUMAN09435, HUMAN09434, HUMAN09432, HUMAN28720, HUMAN01773
OG0001361	BRALA08920	HUMAN04301, HUMAN04302, HUMAN20294
OG0001362	BRALA06355, BRALA13959, BRALA29842	HUMAN13462
OG0001362	BRALA30595	HUMAN12045
OG0001363	BRALA22243	HUMAN02206
OG0001364	BRALA08614	HUMAN26706, HUMAN18389
OG0001365	BRALA19433	HUMAN29603, HUMAN22759
OG0001367	BRALA15242	HUMAN19005, HUMAN13672, HUMAN16628, HUMAN16627
OG0001368	BRALA09700, BRALA10312	HUMAN08634
OG0001368	BRALA10834	HUMAN18786, HUMAN18785, HUMAN08633
OG0001369	BRALA10956	HUMAN20946, HUMAN20945, HUMAN02425, HUMAN02423, HUMAN02424, HUMAN06739, HUMAN06737, HUMAN06738
OG0001370	BRALA16806	HUMAN10042
OG0001370	BRALA14045	HUMAN18140
OG0001371	BRALA26374, BRALA06219, BRALA06218, BRALA06220	HUMAN13498, HUMAN13497
OG0001373	BRALA10384	HUMAN10734, HUMAN12051, HUMAN20117, HUMAN10735
OG0001374	BRALA26737	HUMAN09540, HUMAN09539, HUMAN01648, HUMAN19827, HUMAN19826, HUMAN30333
OG0001375	BRALA15116	HUMAN25598, HUMAN00578, HUMAN00579
OG0001376	BRALA20906	HUMAN05736, HUMAN05737, HUMAN15337, HUMAN19374
OG0001377	BRALA25843	HUMAN18646, HUMAN03684, HUMAN03683
OG0001378	BRALA16333	HUMAN27599, HUMAN03792, HUMAN24020, HUMAN22165, HUMAN24018
OG0001379	BRALA23817	HUMAN21524, HUMAN05168, HUMAN05167, HUMAN17620, HUMAN17658
OG0001380	BRALA19207, BRALA19208	HUMAN23909, HUMAN23910, HUMAN04086, HUMAN22347
OG0001381	BRALA09523	HUMAN14335, HUMAN09185, HUMAN28764
OG0001382	BRALA35389, BRALA34041	HUMAN16046, HUMAN16047, HUMAN16048
OG0001382	BRALA23866	HUMAN16044
OG0001383	BRALA24358	HUMAN29253
OG0001384	BRALA12204	HUMAN07653, HUMAN07663
OG0001386	BRALA07065	HUMAN20602
OG0001387	BRALA12192	HUMAN17998, HUMAN17999, HUMAN06632
OG0001389	BRALA22941	HUMAN30191, HUMAN30192, HUMAN26892, HUMAN26891, HUMAN17427, HUMAN22895, HUMAN24383
OG0001390	BRALA02262	HUMAN23162, HUMAN23163, HUMAN20780, HUMAN06879, HUMAN06878, HUMAN01390
OG0001394	BRALA31862	HUMAN27466
OG0001395	BRALA15754	HUMAN00543, HUMAN25836, HUMAN30091, HUMAN29663
OG0001397	BRALA25855	HUMAN24255, HUMAN03558
OG0001397	BRALA09927	HUMAN03597
OG0001398	BRALA10918, BRALA10792	HUMAN30494, HUMAN20842
OG0001399	BRALA06146	HUMAN07651
OG0001399	BRALA22380	HUMAN18963, HUMAN18962, HUMAN11037
OG0001400	BRALA04732	HUMAN12867, HUMAN17921, HUMAN26085, HUMAN26084
OG0001401	BRALA23825	HUMAN21621, HUMAN21620
OG0001402	BRALA26708	HUMAN19950, HUMAN10942, HUMAN12422, HUMAN12423
OG0001403	BRALA14932, BRALA09650, BRALA23378, BRALA25402	HUMAN12235, HUMAN27256, HUMAN07228
OG0001404	BRALA06453	HUMAN10248, HUMAN10247
OG0001404	BRALA05435	HUMAN00261
OG0001405	BRALA22383	HUMAN20770, HUMAN11517, HUMAN20772
OG0001406	BRALA14289	HUMAN21841, HUMAN21842, HUMAN21839, HUMAN11946, HUMAN30432
OG0001407	BRALA02740	HUMAN07194, HUMAN07195, HUMAN07192, HUMAN07190, HUMAN07188, HUMAN07189, HUMAN07285
OG0001408	BRALA20622	HUMAN29375, HUMAN14479, HUMAN01329
OG0001409	BRALA30797	HUMAN15650
OG0001410	BRALA31201	HUMAN18249, HUMAN18248, HUMAN25904, HUMAN25903
OG0001410	BRALA20220	HUMAN27965
OG0001411	BRALA11764	HUMAN22432, HUMAN22431
OG0001412	BRALA11457	HUMAN07098, HUMAN07099
OG0001413	BRALA29483	HUMAN07320, HUMAN07322
OG0001413	BRALA13507	HUMAN10070
OG0001414	BRALA32132	HUMAN16822
OG0001414	BRALA13859	HUMAN26311
OG0001415	BRALA28922	HUMAN19750, HUMAN19752, HUMAN19751
OG0001416	BRALA05590	HUMAN00172, HUMAN11820
OG0001417	BRALA12517	HUMAN14062
OG0001417	BRALA04649	HUMAN12487
OG0001418	BRALA01078	HUMAN14784, HUMAN00927, HUMAN14783, HUMAN15009, HUMAN23427
OG0001419	BRALA10891	HUMAN02692, HUMAN09220, HUMAN09218, HUMAN09217
OG0001420	BRALA30793	HUMAN08488, HUMAN08485, HUMAN29818, HUMAN29817, HUMAN20933, HUMAN06265, HUMAN06264, HUMAN06263
OG0001421	BRALA21204	HUMAN04839, HUMAN08948, HUMAN02585
OG0001422	BRALA00576	HUMAN17890, HUMAN26120, HUMAN17892, HUMAN26121, HUMAN17893, HUMAN17891
OG0001423	BRALA27549	HUMAN24902, HUMAN29347, HUMAN02230, HUMAN14689
OG0001424	BRALA07796	HUMAN04853, HUMAN04852
OG0001424	BRALA01936	HUMAN19657
OG0001425	BRALA01395, BRALA23464	HUMAN25779, HUMAN09840, HUMAN23345, HUMAN23344
OG0001427	BRALA18499, BRALA18498	HUMAN18845, HUMAN13853, HUMAN16726
OG0001428	BRALA05407	HUMAN00193, HUMAN11816, HUMAN05892
OG0001429	BRALA31269	HUMAN29656, HUMAN00568, HUMAN25640
OG0001430	BRALA24398	HUMAN16816, HUMAN04840, HUMAN09331, HUMAN15891
OG0001431	BRALA18565	HUMAN26191, HUMAN12528, HUMAN12527, HUMAN12529, HUMAN27700
OG0001432	BRALA35861	HUMAN19311, HUMAN27870
OG0001433	BRALA16638	HUMAN00642, HUMAN28267, HUMAN25243
OG0001434	BRALA19313	HUMAN25376
OG0001435	BRALA12155, BRALA20436, BRALA11184, BRALA11185, BRALA11186, BRALA22252, BRALA22250	HUMAN21986
OG0001436	BRALA04579	HUMAN28951
OG0001437	BRALA17173, BRALA21217	HUMAN13733, HUMAN13731, HUMAN13732, HUMAN13730, HUMAN27963, HUMAN27962
OG0001438	BRALA08586	HUMAN21820
OG0001439	BRALA18888	HUMAN05537, HUMAN05538, HUMAN05539, HUMAN21316
OG0001440	BRALA04659	HUMAN02970, HUMAN12486
OG0001441	BRALA01822	HUMAN00513, HUMAN00512, HUMAN19296, HUMAN27941, HUMAN27940, HUMAN27608, HUMAN27607
OG0001445	BRALA11531	HUMAN18716, HUMAN15579
OG0001446	BRALA27673, BRALA02825, BRALA27675, BRALA27676, BRALA24252, BRALA27674	HUMAN12296
OG0001447	BRALA13329	HUMAN09319, HUMAN15576, HUMAN02582
OG0001449	BRALA16673	HUMAN16746
OG0001449	BRALA07054	HUMAN18160
OG0001450	BRALA18042	HUMAN05768
OG0001451	BRALA01804	HUMAN07097
OG0001451	BRALA02256	HUMAN04374, HUMAN04373
OG0001452	BRALA16822	HUMAN23508, HUMAN10054, HUMAN01876
OG0001453	BRALA04379	HUMAN21615
OG0001454	BRALA22945	HUMAN24125
OG0001455	BRALA05122	HUMAN00999, HUMAN23381, HUMAN15013, HUMAN14678
OG0001456	BRALA15559	HUMAN21607
OG0001456	BRALA15558	HUMAN21609
OG0001457	BRALA16646	HUMAN25257
OG0001457	BRALA16644	HUMAN25256
OG0001458	BRALA22462, BRALA22464	HUMAN23064, HUMAN30171, HUMAN29608, HUMAN29609
OG0001459	BRALA19924	HUMAN15951, HUMAN15950, HUMAN06132
OG0001460	BRALA23956	HUMAN03122
OG0001461	BRALA06116, BRALA30847	HUMAN26887
OG0001462	BRALA13313	HUMAN02581
OG0001463	BRALA20798, BRALA11798, BRALA05503, BRALA20800, BRALA07681, BRALA19623, BRALA19618	HUMAN11278, HUMAN11277, HUMAN11276, HUMAN11625
OG0001464	BRALA06889	HUMAN17749, HUMAN28956, HUMAN06437, HUMAN06436
OG0001465	BRALA08555, BRALA14422	HUMAN00436
OG0001466	BRALA02000	HUMAN20834, HUMAN20833
OG0001466	BRALA06618	HUMAN23853
OG0001467	BRALA17547, BRALA18447	HUMAN29474, HUMAN29473
OG0001467	BRALA11204, BRALA15279	HUMAN05267
OG0001468	BRALA04572	HUMAN18215, HUMAN20670, HUMAN20673, HUMAN20674
OG0001469	BRALA25074	HUMAN17357
OG0001469	BRALA11811	HUMAN25406
