Orthogroup	BRALA	OWEFU
OG0000393	BRALA03160	OFUSG05092.1.p1
OG0000397	BRALA34670	OFUSG03578.1.p1
OG0000399	BRALA28297	OFUSG08246.1.p1
OG0000399	BRALA23772	OFUSG23662.1.p1
OG0000399	BRALA04322	OFUSG15843.1.p1
OG0000400	BRALA19704	OFUSG06218.1.p1
OG0000400	BRALA01953	OFUSG03620.1.p1
OG0000400	BRALA33208	OFUSG03741.1.p1, OFUSG02885.1.p1, OFUSG03746.1.p2, OFUSG02012.1.p1, OFUSG02010.1.p1, OFUSG02011.1.p1, OFUSG02009.1.p1, OFUSG02013.1.p1, OFUSG03619.1.p1, OFUSG02886.1.p1, OFUSG03744.1.p1, OFUSG03777.1.p1, OFUSG02006.1.p1, OFUSG03768.1.p1, OFUSG01973.1.p1
OG0000400	BRALA08119, BRALA02722	OFUSG11893.1.p1, OFUSG11892.1.p1, OFUSG11899.1.p1, OFUSG11875.1.p1
OG0000401	BRALA15440, BRALA03200, BRALA15436, BRALA15435	OFUSG15951.1.p1
OG0000402	BRALA21413	OFUSG05767.1.p1
OG0000402	BRALA17661, BRALA17660	OFUSG20342.1.p1
OG0000403	BRALA05402	OFUSG00754.1.p1, OFUSG00757.1.p1, OFUSG00755.1.p1
OG0000403	BRALA05874	OFUSG00753.1.p1
OG0000404	BRALA05151	OFUSG13385.1.p1
OG0000404	BRALA32209	OFUSG22490.1.p1
OG0000404	BRALA30787, BRALA33638	OFUSG13198.1.p1
OG0000405	BRALA21721	OFUSG08998.1.p1
OG0000409	BRALA10303, BRALA10304	OFUSG22177.1.p1, OFUSG15004.1.p1, OFUSG15004.2.p1
OG0000409	BRALA10302	OFUSG11675.1.p1
OG0000409	BRALA28218	OFUSG06481.2.p1, OFUSG06481.1.p1
OG0000409	BRALA16408	OFUSG19488.1.p1
OG0000410	BRALA09729, BRALA30152, BRALA31379, BRALA17875	OFUSG07594.1.p1, OFUSG25728.1.p1, OFUSG23993.1.p1, OFUSG16650.1.p1, OFUSG16649.1.p1, OFUSG16649.2.p1, OFUSG16649.3.p1, OFUSG18872.1.p1, OFUSG18873.1.p1
OG0000411	BRALA33932, BRALA34958	OFUSG01804.1.p1
OG0000411	BRALA18710, BRALA18709	OFUSG07560.1.p1
OG0000412	BRALA00561	OFUSG06276.1.p1, OFUSG06277.1.p1, OFUSG06277.2.p1
OG0000412	BRALA06660	OFUSG10577.1.p1
OG0000412	BRALA01758, BRALA10138	OFUSG08255.1.p1
OG0000413	BRALA21468	OFUSG25104.1.p1
OG0000413	BRALA06166	OFUSG14302.1.p1, OFUSG18641.3.p1, OFUSG18641.2.p1, OFUSG18641.1.p1
OG0000415	BRALA21989, BRALA33643, BRALA12432, BRALA21986, BRALA21988, BRALA33092, BRALA03189	OFUSG04873.1.p1, OFUSG04872.1.p1
OG0000416	BRALA31400, BRALA14141, BRALA02178, BRALA17361, BRALA29138, BRALA22835, BRALA29137	OFUSG02706.2.p1, OFUSG02706.1.p1, OFUSG02712.1.p1, OFUSG02710.1.p1
OG0000417	BRALA30440, BRALA27708	OFUSG23035.1.p1
OG0000419	BRALA30844	OFUSG07802.1.p1, OFUSG07802.3.p1, OFUSG07802.2.p1
OG0000420	BRALA22044	OFUSG02462.1.p1, OFUSG02367.1.p1
OG0000420	BRALA24622	OFUSG13052.1.p1
OG0000420	BRALA13074, BRALA05449, BRALA13072, BRALA13076, BRALA13077, BRALA13078	OFUSG18570.1.p1, OFUSG06710.1.p1
OG0000421	BRALA10691, BRALA15575, BRALA08430, BRALA08388, BRALA08434, BRALA08389, BRALA15574, BRALA08433, BRALA08387, BRALA05704, BRALA08429, BRALA04523, BRALA24326, BRALA13437, BRALA29830, BRALA08390, BRALA05708	OFUSG12659.1.p1, OFUSG14268.1.p1
OG0000422	BRALA16622	OFUSG13433.1.p1
OG0000423	BRALA28541, BRALA10039, BRALA08850, BRALA08775, BRALA32376, BRALA27000, BRALA08782, BRALA32213, BRALA29263, BRALA12932, BRALA12930, BRALA16855, BRALA12282, BRALA28404, BRALA16856, BRALA12931, BRALA08774, BRALA08777, BRALA00243, BRALA35477, BRALA03793, BRALA03792, BRALA20712, BRALA00747	OFUSG25605.1.p1, OFUSG20524.1.p1, OFUSG21772.1.p1, OFUSG11552.1.p1, OFUSG11107.1.p1, OFUSG17486.1.p1, OFUSG13272.1.p1
OG0000424	BRALA03834, BRALA03844, BRALA29651, BRALA08803	OFUSG00190.1.p1
OG0000425	BRALA24699	OFUSG08712.1.p1
OG0000427	BRALA09830	OFUSG07419.1.p1
OG0000427	BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788	OFUSG16981.1.p1, OFUSG16981.2.p1
OG0000429	BRALA13739, BRALA13741, BRALA13742, BRALA13766, BRALA12307	OFUSG23592.1.p1, OFUSG23592.2.p1, OFUSG12856.1.p1
OG0000430	BRALA23824	OFUSG25796.1.p1
OG0000430	BRALA11804, BRALA05219, BRALA03761, BRALA19272, BRALA07547	OFUSG07029.1.p1, OFUSG06531.1.p1
OG0000431	BRALA06237	OFUSG18259.1.p1
OG0000431	BRALA13675	OFUSG25902.1.p1
OG0000432	BRALA18991	OFUSG06820.1.p1, OFUSG06820.2.p1
OG0000432	BRALA20322	OFUSG06029.1.p1
OG0000433	BRALA23044	OFUSG10457.2.p1, OFUSG10457.1.p1, OFUSG10457.3.p1
OG0000433	BRALA19035	OFUSG01097.1.p1
OG0000434	BRALA14574	OFUSG23718.1.p1
OG0000435	BRALA00145, BRALA13279	OFUSG23346.1.p1
OG0000436	BRALA00479	OFUSG12993.4.p1, OFUSG12993.3.p1, OFUSG12993.5.p1, OFUSG12993.1.p1, OFUSG12993.2.p1
OG0000437	BRALA23658, BRALA22832, BRALA23657, BRALA09050, BRALA03237	OFUSG01424.1.p1
OG0000441	BRALA32442, BRALA28469, BRALA27049, BRALA27050, BRALA17729, BRALA22566	OFUSG24316.1.p2
OG0000442	BRALA23798	OFUSG14066.1.p1
OG0000442	BRALA25405, BRALA33737	OFUSG00335.1.p1
OG0000442	BRALA30174	OFUSG00657.1.p1
OG0000443	BRALA14524	OFUSG16493.1.p1
OG0000444	BRALA29773	OFUSG07387.1.p1, OFUSG19063.1.p1
OG0000444	BRALA07745	OFUSG07141.1.p1, OFUSG07141.3.p1, OFUSG07141.2.p1
OG0000445	BRALA05663, BRALA29510, BRALA27780, BRALA00619, BRALA21525, BRALA01672, BRALA24679	OFUSG16774.1.p1
OG0000446	BRALA02260	OFUSG00837.1.p1
OG0000446	BRALA15987	OFUSG21046.1.p1
OG0000447	BRALA30761	OFUSG03142.1.p1, OFUSG03142.2.p1, OFUSG03142.4.p1, OFUSG03142.3.p1
OG0000448	BRALA12672, BRALA12692	OFUSG02723.1.p1
OG0000449	BRALA03692, BRALA19009	OFUSG19711.1.p1, OFUSG08522.1.p1, OFUSG19680.1.p1, OFUSG09752.1.p1, OFUSG09752.2.p1
OG0000450	BRALA29697	OFUSG22336.1.p1
OG0000452	BRALA17205, BRALA01805, BRALA17207, BRALA30524, BRALA31741, BRALA10768	OFUSG11570.1.p1, OFUSG11504.1.p1
OG0000453	BRALA02456, BRALA02457, BRALA14623, BRALA04109, BRALA28906, BRALA28062, BRALA23580, BRALA19233, BRALA24206, BRALA24207	OFUSG13689.1.p1
OG0000453	BRALA35630, BRALA34948, BRALA34318	OFUSG24585.1.p1, OFUSG24585.2.p1, OFUSG24586.1.p1, OFUSG00194.1.p1, OFUSG24447.1.p1, OFUSG15603.1.p1, OFUSG15603.2.p1, OFUSG15602.1.p1
OG0000456	BRALA29108	OFUSG12527.1.p1
OG0000460	BRALA28315	OFUSG02208.1.p1
OG0000461	BRALA10740	OFUSG17710.1.p1
OG0000461	BRALA25433	OFUSG00679.1.p1
OG0000463	BRALA16614, BRALA34631	OFUSG08820.2.p1, OFUSG08820.1.p1
OG0000465	BRALA17892	OFUSG13672.1.p1
OG0000465	BRALA15766	OFUSG13295.1.p1
OG0000466	BRALA25737, BRALA15112, BRALA23392	OFUSG09606.1.p1, OFUSG10610.1.p1
OG0000466	BRALA18219, BRALA08090, BRALA23477, BRALA06102	OFUSG01209.1.p1, OFUSG01209.2.p1, OFUSG16366.1.p1, OFUSG00574.1.p1
OG0000467	BRALA17998	OFUSG06168.2.p1, OFUSG06168.1.p1
OG0000468	BRALA16180, BRALA28186, BRALA18298, BRALA18299, BRALA18302, BRALA18300	OFUSG25389.1.p1, OFUSG25432.1.p1
OG0000469	BRALA35215, BRALA33439	OFUSG06742.2.p1, OFUSG06742.1.p1
OG0000469	BRALA16555	OFUSG09493.1.p1
OG0000470	BRALA24698	OFUSG10928.1.p1, OFUSG12357.1.p1, OFUSG12357.2.p1
OG0000471	BRALA15053	OFUSG10312.1.p1, OFUSG10609.1.p1, OFUSG17923.1.p1
OG0000472	BRALA30097, BRALA25492, BRALA23375, BRALA15705, BRALA11327	OFUSG17586.1.p1, OFUSG17587.1.p1, OFUSG17565.1.p1, OFUSG17559.1.p1, OFUSG17583.1.p1, OFUSG17582.1.p1
OG0000475	BRALA33310	OFUSG04266.1.p1
OG0000476	BRALA20616, BRALA20613, BRALA20614, BRALA20612	OFUSG07272.1.p1, OFUSG07271.1.p1, OFUSG07271.2.p1
OG0000476	BRALA14616, BRALA14614, BRALA14617	OFUSG08298.1.p1
OG0000477	BRALA32650, BRALA33142	OFUSG13714.1.p1, OFUSG13713.1.p1
OG0000477	BRALA15433	OFUSG04085.2.p1, OFUSG04085.3.p1, OFUSG04085.1.p1
OG0000478	BRALA03122	OFUSG06603.1.p1, OFUSG06780.1.p1
OG0000478	BRALA14184	OFUSG07829.1.p1, OFUSG19267.2.p1, OFUSG19267.1.p1
OG0000479	BRALA33937	OFUSG00302.1.p1, OFUSG00302.2.p1
OG0000479	BRALA33783	OFUSG22572.2.p1, OFUSG22572.1.p1
OG0000480	BRALA30132, BRALA35901	OFUSG26477.1.p1
OG0000480	BRALA28328	OFUSG21333.1.p1
OG0000481	BRALA27659	OFUSG22310.1.p1
OG0000481	BRALA03647	OFUSG18362.1.p1
OG0000482	BRALA22257	OFUSG12431.1.p1
OG0000482	BRALA29577	OFUSG21905.1.p1, OFUSG21905.2.p1, OFUSG21905.3.p1, OFUSG21905.4.p1, OFUSG21905.5.p1
OG0000483	BRALA12721	OFUSG25233.1.p1
OG0000483	BRALA28394, BRALA28250, BRALA23332, BRALA32403, BRALA31892, BRALA23338, BRALA27180, BRALA31159	OFUSG23827.1.p1, OFUSG24171.1.p1, OFUSG08422.1.p1
OG0000484	BRALA34077	OFUSG26248.2.p1, OFUSG26248.1.p1
OG0000485	BRALA23674	OFUSG24362.1.p1
OG0000485	BRALA05059, BRALA21189	OFUSG04740.1.p1, OFUSG04740.2.p1, OFUSG09824.2.p1, OFUSG09824.1.p1, OFUSG24636.1.p1
OG0000487	BRALA22509, BRALA23385	OFUSG18458.1.p1, OFUSG04631.1.p1, OFUSG09257.1.p1
OG0000487	BRALA28599, BRALA25400, BRALA25401, BRALA28602	OFUSG11196.1.p1, OFUSG02053.1.p2, OFUSG10948.2.p1, OFUSG10948.1.p1
OG0000488	BRALA07851	OFUSG11335.2.p1, OFUSG11335.1.p1
OG0000489	BRALA13763, BRALA13762	OFUSG16964.1.p1, OFUSG16964.2.p1, OFUSG16964.3.p1, OFUSG16964.5.p1, OFUSG16964.4.p1
OG0000491	BRALA11888	OFUSG02688.1.p1
OG0000492	BRALA13872	OFUSG08010.4.p1, OFUSG08010.2.p1, OFUSG08010.5.p1, OFUSG08010.1.p1, OFUSG08010.3.p1
OG0000494	BRALA14931	OFUSG21763.2.p1, OFUSG21763.1.p1
OG0000495	BRALA16952	OFUSG05182.1.p1, OFUSG05181.1.p1, OFUSG20313.1.p1
OG0000495	BRALA22436, BRALA11572, BRALA07929, BRALA07931, BRALA16951	OFUSG20267.1.p1, OFUSG23134.1.p1, OFUSG14198.1.p1, OFUSG24127.1.p1
OG0000495	BRALA22144, BRALA16911	OFUSG22764.1.p1, OFUSG15446.1.p1, OFUSG01440.1.p1, OFUSG22760.1.p1, OFUSG14511.1.p1, OFUSG14510.1.p1
OG0000496	BRALA17609, BRALA17616, BRALA17614	OFUSG05354.1.p1
OG0000497	BRALA07740	OFUSG14965.1.p1, OFUSG14966.1.p1, OFUSG14968.1.p1
OG0000497	BRALA17523	OFUSG25540.2.p1, OFUSG25540.1.p1
OG0000498	BRALA35975, BRALA29437	OFUSG05252.1.p1
OG0000499	BRALA05444	OFUSG11223.1.p1
OG0000499	BRALA08863	OFUSG11655.1.p1
OG0000499	BRALA24404	OFUSG12145.1.p1, OFUSG12145.2.p1, OFUSG25039.1.p1
OG0000501	BRALA16551, BRALA16552	OFUSG05132.1.p1, OFUSG08027.1.p1, OFUSG11389.1.p1, OFUSG21090.1.p1, OFUSG15540.1.p1, OFUSG17744.1.p1, OFUSG13693.1.p1, OFUSG00424.1.p1
OG0000502	BRALA11723	OFUSG09029.1.p1
OG0000502	BRALA26866, BRALA26862, BRALA21072, BRALA33849, BRALA21061, BRALA21106, BRALA30987, BRALA21091, BRALA20484, BRALA21081, BRALA21108, BRALA11573, BRALA11575	OFUSG03962.1.p1
OG0000503	BRALA07482, BRALA23827	OFUSG08004.3.p1, OFUSG08004.1.p1, OFUSG08004.2.p1
OG0000503	BRALA20618	OFUSG23525.1.p1
OG0000505	BRALA07980	OFUSG24460.1.p1, OFUSG24460.2.p1
OG0000506	BRALA05807	OFUSG24714.1.p1
OG0000508	BRALA17016	OFUSG16639.1.p1
OG0000508	BRALA31119	OFUSG23446.1.p1
OG0000508	BRALA33555	OFUSG22333.1.p1
OG0000509	BRALA35203, BRALA35796, BRALA04568	OFUSG22873.1.p1
OG0000510	BRALA00432	OFUSG16890.2.p1, OFUSG16890.3.p1, OFUSG16890.4.p1, OFUSG16890.1.p1
OG0000511	BRALA09338	OFUSG15862.1.p1
OG0000511	BRALA35119, BRALA33571, BRALA03901	OFUSG04004.1.p1, OFUSG15871.1.p1, OFUSG16026.1.p1, OFUSG15865.1.p1, OFUSG15874.1.p1, OFUSG15866.1.p1
OG0000511	BRALA34946	OFUSG15870.1.p1
OG0000511	BRALA32479	OFUSG23249.2.p1, OFUSG23249.1.p1
OG0000511	BRALA33387, BRALA34529	OFUSG15867.1.p1
OG0000513	BRALA06842	OFUSG10385.3.p1, OFUSG10385.2.p1, OFUSG10385.1.p1, OFUSG10385.4.p1
OG0000514	BRALA19477	OFUSG18449.3.p1, OFUSG18449.1.p1, OFUSG18449.2.p1
OG0000516	BRALA15544, BRALA02044, BRALA02039, BRALA02037, BRALA32371, BRALA02047, BRALA20757, BRALA02147, BRALA02350, BRALA22353, BRALA02043, BRALA02030, BRALA20755, BRALA08843, BRALA28896	OFUSG22791.1.p1, OFUSG03391.1.p1, OFUSG03391.2.p1, OFUSG02530.1.p1
OG0000516	BRALA28892, BRALA28893	OFUSG05361.1.p1
OG0000519	BRALA25441, BRALA22160	OFUSG15431.1.p1, OFUSG15505.1.p1, OFUSG23894.1.p1, OFUSG23894.2.p1, OFUSG15506.1.p1
OG0000520	BRALA19385, BRALA19387	OFUSG22252.1.p1
OG0000520	BRALA23459, BRALA35783	OFUSG09373.1.p1
OG0000521	BRALA18650	OFUSG18161.2.p1, OFUSG18161.1.p1
OG0000523	BRALA23223	OFUSG26017.1.p1
OG0000523	BRALA26109, BRALA09495, BRALA26107	OFUSG08726.1.p1, OFUSG09673.1.p1, OFUSG07041.1.p1
OG0000525	BRALA20630	OFUSG26139.1.p1
OG0000525	BRALA13036, BRALA13035	OFUSG25939.1.p1, OFUSG17865.2.p1, OFUSG17865.1.p1
OG0000528	BRALA08668	OFUSG21429.3.p1, OFUSG21429.1.p1, OFUSG21429.2.p1
OG0000528	BRALA13353	OFUSG21773.1.p1
OG0000529	BRALA34553	OFUSG25597.1.p1
OG0000529	BRALA17267	OFUSG23321.1.p1
OG0000530	BRALA27713	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1
OG0000531	BRALA10663	OFUSG17709.1.p1
OG0000532	BRALA13752	OFUSG09491.1.p1, OFUSG19634.1.p1, OFUSG11199.1.p1, OFUSG21702.1.p1
OG0000533	BRALA29896, BRALA29895	OFUSG08695.1.p1
OG0000533	BRALA08489	OFUSG01128.1.p1, OFUSG16657.1.p1, OFUSG01126.1.p1, OFUSG04164.1.p1, OFUSG01127.1.p1
OG0000534	BRALA17057, BRALA15529	OFUSG16053.1.p1
OG0000534	BRALA25037	OFUSG10814.1.p1, OFUSG23901.1.p1
OG0000535	BRALA25267	OFUSG08130.1.p1, OFUSG13128.1.p1
OG0000535	BRALA14162, BRALA12520	OFUSG03205.1.p1, OFUSG03205.2.p1
OG0000536	BRALA20347, BRALA20349, BRALA20350	OFUSG19266.2.p1, OFUSG19266.1.p1, OFUSG11312.1.p1, OFUSG19812.1.p1, OFUSG14398.1.p1, OFUSG22584.1.p1, OFUSG22583.1.p1, OFUSG22581.1.p1, OFUSG22582.2.p1, OFUSG22582.1.p1, OFUSG22585.1.p1, OFUSG19810.1.p1, OFUSG14386.1.p1, OFUSG14397.1.p1, OFUSG14390.1.p1, OFUSG14399.1.p1, OFUSG14401.1.p1, OFUSG14400.1.p1
OG0000537	BRALA22102, BRALA13070, BRALA00495, BRALA21371	OFUSG10963.2.p1, OFUSG10963.1.p1
OG0000537	BRALA15959, BRALA11325, BRALA11365, BRALA29365, BRALA04214, BRALA04213, BRALA04212	OFUSG10962.1.p1
OG0000537	BRALA13679	OFUSG25896.1.p1, OFUSG25896.2.p1
OG0000537	BRALA13681	OFUSG25897.1.p1
OG0000539	BRALA05969	OFUSG06920.1.p1, OFUSG06921.1.p1, OFUSG06921.2.p1
OG0000539	BRALA18944, BRALA06806, BRALA06805	OFUSG02554.1.p2, OFUSG02552.1.p1, OFUSG02547.1.p1, OFUSG11708.1.p1
OG0000542	BRALA22764	OFUSG03514.1.p1
OG0000542	BRALA00596	OFUSG17386.2.p1, OFUSG17386.1.p1
OG0000543	BRALA35766, BRALA06541, BRALA13031, BRALA33831, BRALA28513, BRALA02174, BRALA29702, BRALA13248, BRALA34746, BRALA26759, BRALA33833, BRALA07612, BRALA20419, BRALA11200, BRALA31547, BRALA26997, BRALA23939, BRALA28542, BRALA23636, BRALA28395, BRALA31640, BRALA31650, BRALA32482, BRALA27224, BRALA13596, BRALA18008, BRALA01896, BRALA20141, BRALA33435, BRALA32172, BRALA30924, BRALA33436, BRALA30547, BRALA30250, BRALA24933, BRALA13597, BRALA28840, BRALA06661, BRALA20718, BRALA17989, BRALA26714, BRALA28735, BRALA08180, BRALA10892, BRALA16682, BRALA32520, BRALA27225, BRALA03261	OFUSG26249.1.p1
OG0000544	BRALA34642	OFUSG26349.2.p1, OFUSG26349.1.p1
OG0000545	BRALA24399	OFUSG21600.1.p1
OG0000545	BRALA22583	OFUSG25038.1.p1, OFUSG25038.2.p1, OFUSG25038.5.p1, OFUSG25038.3.p1, OFUSG25038.4.p1
OG0000546	BRALA05876, BRALA05877	OFUSG00612.1.p1, OFUSG00612.2.p1
OG0000546	BRALA05880	OFUSG00613.1.p1
OG0000547	BRALA09990	OFUSG18910.1.p1
OG0000547	BRALA04398, BRALA15378	OFUSG19406.1.p1
OG0000548	BRALA31695	OFUSG06566.2.p1, OFUSG06566.1.p1
OG0000549	BRALA09774, BRALA01654	OFUSG22824.1.p1, OFUSG22825.1.p1
OG0000549	BRALA19896, BRALA24295, BRALA03880	OFUSG14140.1.p1, OFUSG14143.1.p1
OG0000550	BRALA04948	OFUSG15901.1.p1
OG0000550	BRALA04930, BRALA04919	OFUSG25622.2.p1, OFUSG25622.1.p1, OFUSG25622.3.p1, OFUSG25622.5.p1, OFUSG25622.4.p1
OG0000550	BRALA04924, BRALA04937, BRALA04940, BRALA22193, BRALA04936, BRALA04939, BRALA04945, BRALA04926, BRALA04946, BRALA04935, BRALA04929, BRALA04947, BRALA04931, BRALA04943, BRALA04918, BRALA04917, BRALA04916	OFUSG15896.1.p1
OG0000551	BRALA20243, BRALA20242, BRALA03802, BRALA20241, BRALA03089	OFUSG04963.2.p1, OFUSG04963.1.p1
OG0000552	BRALA31577	OFUSG03850.1.p1
OG0000552	BRALA19431, BRALA19430, BRALA12172	OFUSG10128.1.p1, OFUSG10128.2.p1
OG0000553	BRALA09626	OFUSG08704.1.p1, OFUSG08704.2.p1
OG0000553	BRALA16722, BRALA35015	OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1
OG0000554	BRALA26471, BRALA28539, BRALA10862, BRALA04712, BRALA32452	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1
OG0000555	BRALA03368, BRALA29607, BRALA27162	OFUSG10631.1.p1, OFUSG02830.1.p1, OFUSG15572.1.p1, OFUSG26767.1.p1, OFUSG05040.1.p1, OFUSG08291.1.p1, OFUSG08290.1.p1
OG0000555	BRALA27161, BRALA33732, BRALA27602, BRALA33303, BRALA24732	OFUSG19051.1.p1
OG0000556	BRALA15896, BRALA24382, BRALA15880, BRALA07751, BRALA15893, BRALA15897, BRALA15887, BRALA15898, BRALA15884, BRALA15891, BRALA15892, BRALA24383, BRALA15894, BRALA15881, BRALA07749, BRALA24384, BRALA15889, BRALA07753, BRALA07752, BRALA15883, BRALA15882, BRALA15888, BRALA15890	OFUSG01107.1.p1
OG0000560	BRALA24504, BRALA08569, BRALA10597, BRALA25861, BRALA13005, BRALA05538	OFUSG17538.1.p1
OG0000561	BRALA17424	OFUSG21899.1.p1, OFUSG09741.1.p1, OFUSG09741.2.p1
OG0000562	BRALA15030	OFUSG20041.1.p1, OFUSG20049.1.p1
OG0000562	BRALA19937	OFUSG05389.1.p1
OG0000564	BRALA07152, BRALA24130, BRALA33441	OFUSG11344.1.p1
OG0000564	BRALA34864	OFUSG12033.1.p1
OG0000564	BRALA30531	OFUSG12034.1.p1
OG0000565	BRALA22484, BRALA12049, BRALA05112, BRALA08442, BRALA04573, BRALA04975	OFUSG18366.3.p1, OFUSG18366.1.p1, OFUSG18366.2.p1, OFUSG24327.1.p1, OFUSG01839.1.p1
OG0000566	BRALA07910	OFUSG03997.1.p1, OFUSG03997.2.p1, OFUSG03997.3.p1
OG0000566	BRALA26624	OFUSG22659.1.p1
OG0000567	BRALA12434, BRALA10631	OFUSG09646.1.p1
OG0000567	BRALA01129, BRALA24836	OFUSG13020.1.p1
OG0000569	BRALA17565, BRALA10221, BRALA00073, BRALA00621, BRALA17656	OFUSG24688.1.p1, OFUSG06605.1.p1, OFUSG06604.1.p1
OG0000570	BRALA12710	OFUSG06907.1.p1
OG0000571	BRALA26064	OFUSG26910.1.p1
OG0000572	BRALA30970	OFUSG12111.3.p1, OFUSG12111.5.p1, OFUSG12111.1.p1, OFUSG12111.4.p1, OFUSG12111.2.p1
OG0000572	BRALA24438	OFUSG20906.1.p1, OFUSG20906.2.p1
OG0000573	BRALA33118	OFUSG23244.1.p1, OFUSG23244.2.p1
OG0000573	BRALA01402	OFUSG09137.1.p1
OG0000574	BRALA35830, BRALA06426	OFUSG18200.1.p1
OG0000574	BRALA10469	OFUSG10163.1.p1
OG0000574	BRALA02629	OFUSG07751.1.p1, OFUSG07751.2.p1
OG0000575	BRALA17689	OFUSG09886.2.p1, OFUSG09886.1.p1
OG0000576	BRALA00313, BRALA00312	OFUSG17044.1.p1
OG0000577	BRALA09153, BRALA09151, BRALA09152	OFUSG17414.2.p1, OFUSG17414.1.p1, OFUSG22472.1.p1, OFUSG08640.1.p1, OFUSG03520.1.p1, OFUSG03522.1.p1, OFUSG03521.1.p1, OFUSG03519.1.p1
OG0000578	BRALA30383	OFUSG11308.1.p1
OG0000580	BRALA26260	OFUSG00135.1.p1, OFUSG23311.1.p1
OG0000580	BRALA02419	OFUSG00139.1.p1
OG0000581	BRALA25966	OFUSG12368.1.p1
OG0000581	BRALA25968	OFUSG25173.1.p1
OG0000581	BRALA25970	OFUSG21596.1.p1
OG0000582	BRALA24843	OFUSG07318.2.p1, OFUSG07318.1.p1
OG0000583	BRALA23003	OFUSG05815.1.p1
OG0000584	BRALA05113, BRALA05114, BRALA05271	OFUSG16411.1.p1, OFUSG16411.2.p1, OFUSG13099.1.p1, OFUSG13099.2.p1, OFUSG13097.1.p1
OG0000585	BRALA20335	OFUSG19304.1.p1
OG0000587	BRALA05810	OFUSG26859.1.p1, OFUSG26859.2.p1
OG0000587	BRALA15179	OFUSG11281.1.p1
OG0000588	BRALA00972	OFUSG23263.1.p1, OFUSG23263.2.p1
OG0000588	BRALA24520	OFUSG00278.1.p1
OG0000589	BRALA33101, BRALA29679	OFUSG08007.3.p1, OFUSG08007.4.p1, OFUSG08007.2.p1, OFUSG08007.1.p1
OG0000590	BRALA07082	OFUSG24583.1.p1
OG0000590	BRALA16075, BRALA31942	OFUSG20344.1.p1
OG0000591	BRALA25344	OFUSG18333.1.p1
OG0000591	BRALA23791, BRALA13642	OFUSG14784.1.p1
OG0000592	BRALA22980	OFUSG07498.2.p1, OFUSG07498.3.p1, OFUSG07498.1.p1
OG0000592	BRALA12293, BRALA12292, BRALA25533	OFUSG08220.1.p1, OFUSG08220.2.p1
OG0000593	BRALA10467	OFUSG11138.1.p1
OG0000595	BRALA24011, BRALA35587, BRALA02530, BRALA02519, BRALA24006, BRALA31754, BRALA00899, BRALA35706, BRALA35046, BRALA24007, BRALA29409, BRALA02522, BRALA02526, BRALA29630, BRALA02525, BRALA02521, BRALA17829, BRALA02529, BRALA24009, BRALA24012, BRALA09945, BRALA31755, BRALA00901, BRALA00900, BRALA07040, BRALA30192, BRALA07028	OFUSG19438.1.p1, OFUSG19428.1.p1, OFUSG12250.1.p1, OFUSG12250.2.p1, OFUSG19429.1.p1, OFUSG25229.1.p1, OFUSG25235.1.p1, OFUSG10364.1.p1, OFUSG26049.1.p1, OFUSG12249.1.p1
OG0000597	BRALA07224	OFUSG24146.1.p1, OFUSG24148.1.p1
OG0000600	BRALA16892	OFUSG01055.1.p1
OG0000601	BRALA06469, BRALA04622, BRALA04621	OFUSG06003.1.p1
OG0000602	BRALA13634	OFUSG14405.1.p1
OG0000602	BRALA13638, BRALA13637	OFUSG14404.1.p1
OG0000603	BRALA11986	OFUSG11716.1.p1, OFUSG11716.2.p1
OG0000604	BRALA23058	OFUSG21656.1.p1, OFUSG21649.1.p1
OG0000607	BRALA02171	OFUSG00975.1.p1
OG0000608	BRALA08057	OFUSG01950.1.p1
OG0000609	BRALA13529	OFUSG21513.1.p1
OG0000609	BRALA04542	OFUSG16039.1.p1
OG0000610	BRALA08395, BRALA06657, BRALA26836, BRALA02697	OFUSG08338.1.p1
OG0000611	BRALA20389	OFUSG02645.4.p1, OFUSG02645.1.p1, OFUSG02645.3.p1, OFUSG02645.2.p1, OFUSG02645.5.p1
OG0000611	BRALA27313	OFUSG22888.1.p1
OG0000612	BRALA24052, BRALA24582	OFUSG06644.1.p1
OG0000612	BRALA20021	OFUSG23094.1.p1
OG0000613	BRALA12977	OFUSG12632.1.p1
OG0000613	BRALA30072	OFUSG08463.1.p1
OG0000614	BRALA03493	OFUSG04886.1.p1
OG0000614	BRALA26253, BRALA24121	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1
OG0000615	BRALA14242	OFUSG13992.1.p1, OFUSG13992.2.p1
OG0000616	BRALA23460	OFUSG19762.4.p1, OFUSG19762.2.p1, OFUSG19762.5.p1, OFUSG19762.3.p1, OFUSG19762.1.p1
OG0000617	BRALA28136	OFUSG19377.1.p1
OG0000618	BRALA17090	OFUSG13446.2.p1, OFUSG13446.1.p1
OG0000619	BRALA12118	OFUSG13852.1.p1
