Orthogroup	BRALA	OWEFU
OG0004421	BRALA25716	OFUSG09765.1.p1
OG0004422	BRALA01893	OFUSG08631.1.p1
OG0004423	BRALA17096	OFUSG12675.1.p1
OG0004424	BRALA12773	OFUSG18745.1.p1
OG0004426	BRALA30364	OFUSG14933.1.p1
OG0004427	BRALA03413	OFUSG13533.1.p1
OG0004430	BRALA04910	OFUSG15906.1.p1, OFUSG15905.1.p1, OFUSG15904.1.p1, OFUSG15909.1.p1, OFUSG15908.1.p1, OFUSG15907.1.p1, OFUSG15902.1.p1
OG0004430	BRALA07979	OFUSG15914.1.p1, OFUSG15914.2.p1
OG0004438	BRALA31248, BRALA33354, BRALA33424, BRALA23868, BRALA15963, BRALA22057, BRALA24803	OFUSG15565.1.p1, OFUSG15568.1.p1, OFUSG15568.2.p1, OFUSG15569.1.p1
OG0004439	BRALA13082, BRALA13083, BRALA13084, BRALA13081, BRALA27908, BRALA27907, BRALA09356, BRALA06620, BRALA06619, BRALA06223, BRALA24033, BRALA31863	OFUSG17803.1.p1
OG0004457	BRALA16148	OFUSG20337.1.p1
OG0004457	BRALA19083	OFUSG20676.1.p1
OG0004458	BRALA01066	OFUSG04662.1.p1
OG0004459	BRALA29538, BRALA34073	OFUSG05552.1.p1, OFUSG05552.2.p1
OG0004460	BRALA12464	OFUSG04747.1.p1
OG0004461	BRALA17151	OFUSG07105.1.p1
OG0004462	BRALA14199	OFUSG14517.1.p1
OG0004463	BRALA26858	OFUSG22280.1.p1, OFUSG22281.1.p1, OFUSG22282.1.p1
OG0004465	BRALA01824	OFUSG21289.1.p1
OG0004467	BRALA29326	OFUSG24126.1.p1
OG0004468	BRALA29411	OFUSG15364.1.p1
OG0004471	BRALA18574	OFUSG12708.2.p1, OFUSG12708.1.p1
OG0004472	BRALA29153	OFUSG19542.1.p1
OG0004474	BRALA31316	OFUSG23245.2.p1, OFUSG23245.3.p1, OFUSG23245.1.p1
OG0004475	BRALA11247	OFUSG10497.1.p1
OG0004476	BRALA14581	OFUSG03473.1.p1
OG0004477	BRALA01420	OFUSG09375.1.p1
OG0004478	BRALA12451	OFUSG20237.1.p1, OFUSG20237.3.p1, OFUSG20237.2.p1
OG0004479	BRALA28094, BRALA03563, BRALA28093	OFUSG05226.1.p1
OG0004480	BRALA11435	OFUSG08523.2.p1, OFUSG08523.1.p1
OG0004483	BRALA10746	OFUSG17696.1.p1
OG0004484	BRALA08580	OFUSG23258.1.p1
OG0004485	BRALA24714	OFUSG19643.1.p1
OG0004486	BRALA03457	OFUSG20259.1.p1
OG0004487	BRALA03392	OFUSG03509.1.p1
OG0004488	BRALA13548	OFUSG08603.1.p1
OG0004489	BRALA18946	OFUSG19255.1.p1
OG0004490	BRALA08921	OFUSG01069.1.p1
OG0004491	BRALA16481	OFUSG26923.1.p1
OG0004493	BRALA19060	OFUSG00611.1.p1
OG0004494	BRALA21955	OFUSG10248.1.p1
OG0004495	BRALA13392	OFUSG08418.1.p1
OG0004496	BRALA10106	OFUSG07230.1.p1
OG0004497	BRALA03230	OFUSG20901.1.p1, OFUSG20901.2.p1
OG0004498	BRALA03323	OFUSG20779.1.p1
OG0004499	BRALA31005	OFUSG25056.1.p1, OFUSG25056.2.p1
OG0004500	BRALA01903	OFUSG17190.1.p1
OG0004501	BRALA34231	OFUSG00301.1.p1
OG0004502	BRALA12219	OFUSG09554.1.p1, OFUSG25788.1.p1
OG0004503	BRALA08167, BRALA18736	OFUSG03545.1.p1
OG0004505	BRALA04628	OFUSG24304.1.p1
OG0004506	BRALA18627	OFUSG10629.1.p1
OG0004507	BRALA21608	OFUSG09055.1.p1
OG0004508	BRALA22899	OFUSG08408.1.p1
OG0004509	BRALA20619	OFUSG04151.1.p1
OG0004510	BRALA22461	OFUSG02328.1.p1
OG0004511	BRALA24832	OFUSG08755.1.p1
OG0004512	BRALA22481	OFUSG12440.1.p1
OG0004513	BRALA04514	OFUSG26259.1.p1
OG0004514	BRALA25503	OFUSG14834.3.p1, OFUSG14834.1.p1, OFUSG14834.2.p1
OG0004515	BRALA24074	OFUSG06070.1.p1
OG0004516	BRALA25445	OFUSG22450.1.p1
OG0004517	BRALA13110	OFUSG09941.1.p1, OFUSG09941.2.p1
OG0004518	BRALA18338	OFUSG26235.1.p1
OG0004519	BRALA09425	OFUSG19459.1.p1, OFUSG19459.2.p1
OG0004520	BRALA12190	OFUSG14215.1.p1
OG0004521	BRALA34603, BRALA22327, BRALA33889	OFUSG07989.1.p1
OG0004522	BRALA01766	OFUSG26371.1.p1
OG0004523	BRALA23188	OFUSG09566.1.p1
OG0004524	BRALA06551	OFUSG21076.1.p1
OG0004525	BRALA20597	OFUSG21962.1.p1
OG0004526	BRALA21793	OFUSG25412.1.p1
OG0004527	BRALA16772	OFUSG00322.1.p1
OG0004528	BRALA23885	OFUSG10332.1.p1
OG0004529	BRALA18758	OFUSG13290.1.p1
OG0004530	BRALA18685	OFUSG03014.1.p1
OG0004531	BRALA28317, BRALA28318	OFUSG03844.2.p1, OFUSG03844.1.p1, OFUSG12734.2.p1, OFUSG12734.1.p1
OG0004532	BRALA11196	OFUSG17819.1.p1
OG0004533	BRALA07893	OFUSG16086.1.p1
OG0004534	BRALA20376	OFUSG03583.1.p1
OG0004535	BRALA26230	OFUSG11409.1.p1
OG0004536	BRALA35577, BRALA35429, BRALA21266	OFUSG13349.2.p1, OFUSG13349.1.p1
OG0004537	BRALA21822	OFUSG19069.1.p1
OG0004538	BRALA12040	OFUSG25281.1.p1
OG0004539	BRALA35415, BRALA26130	OFUSG12073.1.p1
OG0004540	BRALA07078	OFUSG16071.1.p1
OG0004542	BRALA24298	OFUSG25591.2.p1, OFUSG25591.1.p1
OG0004543	BRALA00359	OFUSG17197.1.p1
OG0004544	BRALA25649	OFUSG05691.1.p1
OG0004545	BRALA28871	OFUSG23646.1.p1, OFUSG23649.1.p1
OG0004546	BRALA21732	OFUSG26604.1.p1
OG0004547	BRALA18970	OFUSG06133.1.p1
OG0004548	BRALA10022	OFUSG08416.1.p1
OG0004549	BRALA09819	OFUSG08340.1.p1
OG0004550	BRALA02217	OFUSG00208.1.p1
OG0004551	BRALA32475	OFUSG16195.1.p1, OFUSG16195.2.p1
OG0004552	BRALA06062	OFUSG24698.1.p1
OG0004553	BRALA19302	OFUSG01337.2.p1, OFUSG01337.1.p1, OFUSG01337.3.p1, OFUSG01337.4.p1
OG0004554	BRALA14413	OFUSG07017.1.p1
OG0004555	BRALA03335	OFUSG20338.1.p1
OG0004556	BRALA24253	OFUSG24005.2.p1, OFUSG24005.1.p1
OG0004557	BRALA07431	OFUSG04722.1.p1
OG0004558	BRALA08582	OFUSG26445.1.p1
OG0004559	BRALA23018	OFUSG09948.1.p1
OG0004560	BRALA25555	OFUSG24827.1.p1
OG0004561	BRALA25557	OFUSG24869.1.p1
OG0004563	BRALA15038	OFUSG01035.1.p1
OG0004564	BRALA32101	OFUSG11372.1.p1
OG0004565	BRALA24433	OFUSG25212.1.p1, OFUSG25214.1.p1
OG0004566	BRALA01904	OFUSG17189.1.p1
OG0004567	BRALA12845	OFUSG13070.1.p1
OG0004568	BRALA13349	OFUSG11671.1.p1
OG0004569	BRALA17687	OFUSG15462.1.p1
OG0004570	BRALA10840	OFUSG21943.1.p1
OG0004571	BRALA10635	OFUSG26032.1.p1, OFUSG26032.2.p1
OG0004572	BRALA19984	OFUSG20446.1.p1
OG0004573	BRALA34747	OFUSG14867.1.p1
OG0004574	BRALA24731	OFUSG01611.1.p1
OG0004575	BRALA28355	OFUSG08859.1.p1, OFUSG06745.1.p1
OG0004576	BRALA11521	OFUSG06493.1.p1
OG0004578	BRALA02649	OFUSG08031.1.p1
OG0004579	BRALA09331	OFUSG19362.1.p1
OG0004580	BRALA05772	OFUSG13429.2.p1, OFUSG13429.1.p1
OG0004581	BRALA14290	OFUSG26863.1.p1, OFUSG26863.2.p1
OG0004582	BRALA00706	OFUSG21277.1.p1
OG0004583	BRALA01776	OFUSG12908.1.p1
OG0004584	BRALA22981	OFUSG16312.1.p1
OG0004585	BRALA25633	OFUSG20357.1.p1
OG0004586	BRALA05420, BRALA14341	OFUSG11575.1.p1, OFUSG05868.1.p1, OFUSG11576.1.p1
OG0004587	BRALA20385	OFUSG02164.1.p1
OG0004588	BRALA30100	OFUSG22313.1.p1
OG0004589	BRALA28422	OFUSG24193.1.p1
OG0004590	BRALA28418	OFUSG14930.2.p1, OFUSG14930.1.p1
OG0004591	BRALA19571	OFUSG17812.1.p1
OG0004592	BRALA01027	OFUSG21433.1.p1
OG0004593	BRALA28884	OFUSG04892.1.p1
OG0004594	BRALA20772	OFUSG00833.1.p1
OG0004595	BRALA10676	OFUSG17531.2.p1, OFUSG17531.3.p1, OFUSG17531.1.p1
OG0004599	BRALA16807	OFUSG26506.1.p1
OG0004600	BRALA00319	OFUSG14651.1.p1
OG0004601	BRALA10060	OFUSG25669.1.p1
OG0004602	BRALA11139	OFUSG18345.1.p1
OG0004603	BRALA06365	OFUSG18121.1.p1
OG0004605	BRALA23013	OFUSG10056.1.p1
OG0004607	BRALA12216	OFUSG22100.1.p1
OG0004608	BRALA15268	OFUSG11818.1.p1
OG0004609	BRALA33091	OFUSG07084.1.p1
OG0004610	BRALA17107	OFUSG09759.1.p1
OG0004611	BRALA12585	OFUSG13143.1.p1
OG0004612	BRALA00024	OFUSG16853.2.p1, OFUSG16853.1.p1
OG0004613	BRALA09133	OFUSG09543.1.p1
OG0004613	BRALA20462	OFUSG12709.2.p1, OFUSG12709.1.p1, OFUSG12709.3.p1
OG0004614	BRALA30212	OFUSG11608.1.p1
OG0004616	BRALA06969	OFUSG03912.1.p1
OG0004617	BRALA02299	OFUSG01614.1.p1
OG0004618	BRALA22928	OFUSG03094.1.p1, OFUSG03134.1.p1
OG0004619	BRALA20299	OFUSG16672.1.p1
OG0004622	BRALA32935, BRALA32009	OFUSG04709.2.p1, OFUSG04709.1.p1
OG0004624	BRALA05803, BRALA06525, BRALA30942, BRALA06590, BRALA13937, BRALA30592, BRALA13996, BRALA03999, BRALA18905, BRALA10994, BRALA02454, BRALA02423, BRALA23319, BRALA24336, BRALA34681	OFUSG04529.1.p1
OG0004625	BRALA34062	OFUSG15027.1.p1
OG0004626	BRALA16134	OFUSG20569.1.p1
OG0004627	BRALA06139	OFUSG14785.1.p1, OFUSG14785.2.p1
OG0004628	BRALA00501	OFUSG17226.1.p1
OG0004629	BRALA10080	OFUSG14690.1.p1
OG0004630	BRALA27521	OFUSG20291.1.p1, OFUSG20291.2.p1
OG0004631	BRALA00873	OFUSG09085.1.p1, OFUSG09085.2.p1
OG0004632	BRALA27092	OFUSG12694.1.p1
OG0004633	BRALA27276	OFUSG13692.1.p1
OG0004634	BRALA05479	OFUSG13542.1.p1
OG0004635	BRALA31719	OFUSG19569.1.p1
OG0004637	BRALA28098, BRALA03558, BRALA28099	OFUSG05044.1.p1
OG0004638	BRALA10114	OFUSG08345.2.p1, OFUSG08345.1.p1
OG0004639	BRALA23114	OFUSG25724.1.p1
OG0004641	BRALA06119	OFUSG08286.1.p1
OG0004642	BRALA03307	OFUSG05078.1.p1
OG0004643	BRALA06114	OFUSG14661.1.p1
OG0004644	BRALA15220	OFUSG11984.1.p1, OFUSG11984.2.p1
OG0004645	BRALA34349	OFUSG10011.1.p1
OG0004646	BRALA15036	OFUSG08555.1.p1
OG0004647	BRALA01649	OFUSG20121.1.p1, OFUSG20121.2.p1, OFUSG20121.5.p1, OFUSG20121.4.p1, OFUSG20121.3.p1
OG0004648	BRALA27204	OFUSG25016.1.p1
OG0004649	BRALA26873	OFUSG22259.1.p1
OG0004651	BRALA28079	OFUSG07034.1.p1, OFUSG07034.3.p1, OFUSG07034.2.p1
OG0004652	BRALA29899	OFUSG14432.1.p1
OG0004653	BRALA09173	OFUSG04384.1.p1, OFUSG04154.1.p1
OG0004654	BRALA25532	OFUSG07791.1.p1
OG0004655	BRALA07762	OFUSG07897.1.p1
OG0004656	BRALA23741	OFUSG13180.1.p1
OG0004657	BRALA05637	OFUSG20946.1.p1
OG0004658	BRALA23896	OFUSG00003.2.p1, OFUSG00003.1.p1
OG0004659	BRALA19760	OFUSG05707.2.p1, OFUSG05707.1.p1
OG0004660	BRALA18844	OFUSG00440.1.p1
OG0004661	BRALA26103, BRALA09487	OFUSG08935.1.p1
OG0004662	BRALA29139	OFUSG12267.1.p1
OG0004663	BRALA33957, BRALA33872	OFUSG15708.1.p1
OG0004664	BRALA28864, BRALA28863	OFUSG14191.1.p1
OG0004665	BRALA14077	OFUSG03945.1.p1
OG0004666	BRALA25386	OFUSG23197.1.p1, OFUSG23197.2.p1, OFUSG23197.3.p1
OG0004667	BRALA20032	OFUSG05624.1.p1
OG0004668	BRALA26953	OFUSG21754.1.p1
OG0004669	BRALA31710	OFUSG09155.1.p1
OG0004670	BRALA11400	OFUSG16156.1.p1
OG0004671	BRALA34664, BRALA33814, BRALA34282, BRALA34594	OFUSG15323.1.p1, OFUSG15323.2.p1
OG0004672	BRALA03094	OFUSG20622.1.p1
OG0004673	BRALA07414	OFUSG04159.1.p1
OG0004674	BRALA21747	OFUSG21156.1.p1
OG0004675	BRALA01751	OFUSG12757.3.p1, OFUSG12757.2.p1, OFUSG12757.1.p1
OG0004676	BRALA22511	OFUSG22032.1.p1, OFUSG22032.2.p1
OG0004677	BRALA13391	OFUSG11726.1.p1
OG0004678	BRALA10033	OFUSG08156.1.p1
OG0004679	BRALA32750	OFUSG24186.1.p1
OG0004681	BRALA29477, BRALA35123	OFUSG15267.1.p1
OG0004683	BRALA26125	OFUSG25029.1.p1
OG0004684	BRALA26124	OFUSG11714.1.p1
OG0004685	BRALA29447	OFUSG15144.1.p1
OG0004686	BRALA07410	OFUSG15875.1.p1
OG0004687	BRALA19729	OFUSG18909.1.p1
OG0004688	BRALA20055	OFUSG22565.1.p1
OG0004689	BRALA14930	OFUSG22250.1.p1, OFUSG22250.2.p1
OG0004690	BRALA08004	OFUSG15804.1.p1
OG0004691	BRALA31036	OFUSG11227.1.p1
OG0004692	BRALA32999	OFUSG25025.1.p1
OG0004694	BRALA23046	OFUSG10511.1.p1, OFUSG10511.2.p1
OG0004695	BRALA01774	OFUSG17369.1.p1
OG0004696	BRALA03830	OFUSG09958.1.p1
OG0004698	BRALA21938	OFUSG10898.1.p1
OG0004699	BRALA07186	OFUSG23870.1.p1
OG0004700	BRALA23313	OFUSG11053.1.p1
OG0004702	BRALA32995, BRALA07211	OFUSG00072.1.p1, OFUSG00087.1.p1
OG0004703	BRALA26823	OFUSG14821.1.p1
OG0004704	BRALA00765	OFUSG17192.1.p1
OG0004705	BRALA08213	OFUSG02327.1.p1
OG0004706	BRALA00111	OFUSG16861.1.p1
OG0004707	BRALA20441	OFUSG02834.1.p1, OFUSG17783.1.p1
OG0004708	BRALA00406	OFUSG24203.1.p1
OG0004709	BRALA30102	OFUSG15939.1.p1
OG0004711	BRALA08263	OFUSG26677.1.p1
OG0004712	BRALA01432, BRALA16825, BRALA16823, BRALA16824, BRALA11469, BRALA01430	OFUSG06136.1.p1
OG0004728	BRALA19112	OFUSG19340.1.p1
OG0004730	BRALA13497	OFUSG20134.2.p1, OFUSG20134.1.p1
OG0004731	BRALA29685	OFUSG20985.1.p1, OFUSG20985.2.p1
OG0004732	BRALA09631	OFUSG14904.1.p1
OG0004733	BRALA17604	OFUSG09435.1.p1
OG0004735	BRALA05427	OFUSG08126.1.p1
OG0004736	BRALA16972	OFUSG02971.1.p1, OFUSG02971.3.p1, OFUSG02971.2.p1
OG0004738	BRALA27390	OFUSG10899.1.p1
OG0004739	BRALA03271, BRALA03272	OFUSG11195.1.p1
OG0004740	BRALA29145, BRALA20852	OFUSG25163.1.p1
OG0004743	BRALA08286	OFUSG04679.1.p1
OG0004744	BRALA06531	OFUSG09993.1.p1
OG0004746	BRALA08943	OFUSG00207.1.p1
OG0004747	BRALA28438	OFUSG23171.1.p1
OG0004748	BRALA09674	OFUSG08583.1.p1
OG0004749	BRALA20020	OFUSG05430.1.p1
OG0004751	BRALA13426	OFUSG21705.1.p1, OFUSG21706.1.p1
OG0004752	BRALA11223	OFUSG07848.1.p1
OG0004753	BRALA13874	OFUSG13691.1.p1
OG0004754	BRALA23050	OFUSG17881.2.p1, OFUSG17881.1.p1
OG0004755	BRALA27359	OFUSG16567.1.p1
OG0004756	BRALA09680	OFUSG23403.1.p1
OG0004757	BRALA09865, BRALA09872	OFUSG06894.1.p1
OG0004758	BRALA24157	OFUSG05254.1.p1, OFUSG05254.2.p1
OG0004759	BRALA22261	OFUSG11568.1.p1
OG0004760	BRALA13716	OFUSG17160.2.p1, OFUSG17160.1.p1
OG0004761	BRALA24489	OFUSG16790.1.p1
OG0004762	BRALA28326	OFUSG17449.1.p1
OG0004762	BRALA17732	OFUSG22137.1.p1, OFUSG22137.2.p1
OG0004763	BRALA34431	OFUSG08982.1.p1
OG0004764	BRALA05324	OFUSG13324.1.p1
OG0004765	BRALA00991	OFUSG26546.1.p1
OG0004767	BRALA10440	OFUSG17853.1.p1
OG0004768	BRALA11889	OFUSG03609.2.p1, OFUSG03609.1.p1
OG0004769	BRALA10097, BRALA07309	OFUSG25501.1.p1
OG0004770	BRALA19310	OFUSG00866.1.p1
OG0004771	BRALA09847	OFUSG19474.1.p1, OFUSG21747.1.p1
OG0004771	BRALA22554, BRALA09918	OFUSG07800.1.p1
OG0004772	BRALA06513	OFUSG11095.1.p1
OG0004774	BRALA06537	OFUSG10040.1.p1
OG0004775	BRALA32894	OFUSG16316.1.p1
OG0004776	BRALA23901	OFUSG15174.1.p1
OG0004777	BRALA05941	OFUSG12752.1.p1
OG0004779	BRALA11730	OFUSG14353.1.p1
OG0004781	BRALA11896	OFUSG03103.1.p1
OG0004783	BRALA32467	OFUSG08888.1.p1, OFUSG08888.2.p1
OG0004784	BRALA10893	OFUSG11398.1.p1
OG0004785	BRALA09161	OFUSG15812.1.p1
OG0004786	BRALA14055	OFUSG04628.1.p1
OG0004787	BRALA12312	OFUSG21388.1.p1
OG0004791	BRALA27664	OFUSG19701.1.p1
OG0004793	BRALA21447	OFUSG19030.1.p1, OFUSG06876.1.p1
OG0004794	BRALA01793	OFUSG13389.1.p1
OG0004795	BRALA33991	OFUSG15100.1.p1, OFUSG15100.2.p1
OG0004797	BRALA16695	OFUSG12917.1.p1
OG0004798	BRALA30382	OFUSG20795.1.p1
OG0004799	BRALA02224	OFUSG00163.1.p1
OG0004800	BRALA09042	OFUSG16098.1.p1
OG0004801	BRALA06449	OFUSG10453.1.p1
OG0004802	BRALA03380, BRALA03382	OFUSG04837.1.p1
OG0004803	BRALA06021	OFUSG24825.1.p1
OG0004804	BRALA16717	OFUSG10885.1.p1
OG0004805	BRALA11567	OFUSG24637.1.p1, OFUSG24637.2.p1, OFUSG24637.3.p1
OG0004806	BRALA31348	OFUSG11605.2.p1, OFUSG11605.1.p1
OG0004807	BRALA05556, BRALA04439	OFUSG15589.1.p1
OG0004808	BRALA05658	OFUSG23681.1.p1
OG0004809	BRALA10043	OFUSG12354.1.p1
OG0004810	BRALA19737	OFUSG19265.1.p1
OG0004811	BRALA17170	OFUSG04813.1.p1
OG0004812	BRALA16045	OFUSG12662.1.p1
OG0004813	BRALA15155	OFUSG17469.1.p1
OG0004814	BRALA09208	OFUSG16286.1.p1
OG0004815	BRALA16380	OFUSG05513.1.p1
OG0004816	BRALA22898	OFUSG26076.1.p1
OG0004817	BRALA00236	OFUSG13720.1.p1
OG0004818	BRALA31690	OFUSG09386.1.p1
OG0004819	BRALA13757	OFUSG21509.1.p1
OG0004820	BRALA28634	OFUSG00419.1.p1
OG0004821	BRALA35744, BRALA35554, BRALA35428, BRALA19712, BRALA34105	OFUSG06860.1.p1
OG0004822	BRALA24004	OFUSG12693.1.p1
OG0004823	BRALA02286	OFUSG00324.1.p1
OG0004824	BRALA21792	OFUSG07500.1.p1
OG0004825	BRALA18333	OFUSG09935.2.p1, OFUSG09935.1.p1
OG0004826	BRALA31003	OFUSG12257.1.p1
OG0004827	BRALA05124, BRALA25712	OFUSG25294.1.p1, OFUSG01791.1.p1
OG0004828	BRALA03838	OFUSG10685.1.p1
OG0004829	BRALA30027	OFUSG04480.1.p1
OG0004830	BRALA23182	OFUSG19559.1.p2
OG0004831	BRALA08960	OFUSG00901.1.p1
OG0004832	BRALA00100	OFUSG00282.1.p1
OG0004834	BRALA05851	OFUSG13864.1.p1
OG0004835	BRALA17760	OFUSG22629.1.p1
OG0004836	BRALA34047	OFUSG21246.1.p1
OG0004837	BRALA15342	OFUSG06806.1.p1
OG0004838	BRALA15130	OFUSG17247.2.p1, OFUSG17247.1.p1
OG0004839	BRALA14588	OFUSG25809.1.p1, OFUSG25806.1.p1, OFUSG25806.2.p1, OFUSG20964.1.p1
OG0004840	BRALA10057	OFUSG08308.1.p1
OG0004841	BRALA03215	OFUSG05085.1.p1
OG0004842	BRALA13532	OFUSG20852.2.p1, OFUSG20852.1.p1
OG0004843	BRALA33348	OFUSG22774.1.p1
OG0004844	BRALA23632	OFUSG06898.1.p1
OG0004845	BRALA21193	OFUSG07494.1.p1
OG0004846	BRALA09513	OFUSG09097.1.p1
OG0004848	BRALA07685	OFUSG07019.1.p1
OG0004849	BRALA34656, BRALA23873	OFUSG01632.1.p1
OG0004850	BRALA12053	OFUSG08815.1.p1
OG0004851	BRALA23176	OFUSG08767.1.p1
OG0004852	BRALA02596	OFUSG07249.1.p1
OG0004853	BRALA02905	OFUSG07165.1.p1
OG0004854	BRALA22738	OFUSG02448.1.p1
OG0004855	BRALA19389	OFUSG03426.1.p1
OG0004856	BRALA22942	OFUSG01983.1.p1
OG0004857	BRALA24715	OFUSG08188.1.p1
OG0004858	BRALA14994	OFUSG24022.1.p1
OG0004859	BRALA07338	OFUSG24360.1.p1, OFUSG24360.2.p1
OG0004860	BRALA05260	OFUSG13245.1.p1
OG0004861	BRALA13324	OFUSG12039.1.p1
OG0004862	BRALA24266	OFUSG24024.1.p1, OFUSG24024.2.p1
OG0004863	BRALA29780	OFUSG07011.1.p1
OG0004864	BRALA15377	OFUSG19405.1.p1
OG0004865	BRALA14970	OFUSG15043.1.p1
OG0004867	BRALA15186	OFUSG12018.1.p1
OG0004868	BRALA24136	OFUSG12184.1.p1
OG0004869	BRALA21005	OFUSG24277.1.p1
OG0004870	BRALA25836	OFUSG06513.1.p1
OG0004871	BRALA32821	OFUSG15737.2.p1, OFUSG15737.1.p1
OG0004872	BRALA03369	OFUSG23224.1.p1, OFUSG23224.2.p1
OG0004873	BRALA05488	OFUSG23300.1.p1
OG0004874	BRALA03277	OFUSG20579.1.p1
OG0004875	BRALA01281	OFUSG21354.1.p1
OG0004877	BRALA16981	OFUSG03033.1.p1
OG0004878	BRALA17290	OFUSG04439.1.p1, OFUSG04445.1.p1, OFUSG04443.1.p1, OFUSG04443.2.p1, OFUSG04444.1.p1
OG0004878	BRALA04092	OFUSG04440.1.p1
OG0004879	BRALA14250	OFUSG25000.1.p1, OFUSG25761.1.p1
OG0004880	BRALA16715	OFUSG10324.2.p1, OFUSG10324.1.p1, OFUSG10324.3.p1
OG0004881	BRALA05669	OFUSG13219.1.p1
OG0004882	BRALA03289	OFUSG20302.1.p1
OG0004883	BRALA27370	OFUSG10396.1.p1
OG0004884	BRALA30160	OFUSG11374.1.p1
OG0004885	BRALA18097	OFUSG17906.1.p1
OG0004886	BRALA13594	OFUSG05529.1.p1
OG0004887	BRALA18551, BRALA18550	OFUSG12649.1.p1, OFUSG12649.2.p1
OG0004888	BRALA07403, BRALA07404, BRALA07405	OFUSG03915.1.p1, OFUSG03915.2.p1
OG0004889	BRALA22241	OFUSG25415.1.p1
OG0004890	BRALA28412	OFUSG24212.1.p1, OFUSG24212.2.p1
OG0004891	BRALA16020	OFUSG16879.1.p1
OG0004892	BRALA34926, BRALA33780, BRALA35726	OFUSG19213.2.p1, OFUSG19213.1.p1
OG0004893	BRALA01439	OFUSG17315.1.p1
OG0004894	BRALA19454	OFUSG03703.1.p1
OG0004895	BRALA28415	OFUSG24048.1.p1
OG0004896	BRALA02657	OFUSG07793.1.p1
OG0004897	BRALA06731	OFUSG11041.1.p1
OG0004899	BRALA13151	OFUSG02790.1.p1
OG0004900	BRALA24271	OFUSG24025.1.p1
OG0004901	BRALA07724	OFUSG26074.1.p1, OFUSG26074.2.p1
OG0004902	BRALA15203	OFUSG11830.1.p1
OG0004903	BRALA26597	OFUSG04757.1.p1, OFUSG04757.2.p1
OG0004904	BRALA22957	OFUSG02756.1.p1
OG0004906	BRALA05859	OFUSG10778.1.p1
OG0004907	BRALA27011, BRALA29950, BRALA27009, BRALA10831	OFUSG11286.2.p1, OFUSG11286.1.p1
OG0004908	BRALA08605, BRALA05346, BRALA05345, BRALA28313	OFUSG13664.1.p1
OG0004909	BRALA28337	OFUSG07225.2.p1, OFUSG07225.1.p1
OG0004910	BRALA03056, BRALA33503	OFUSG15095.1.p1, OFUSG07102.1.p1
OG0004911	BRALA23612, BRALA33471	OFUSG02913.1.p1, OFUSG02913.2.p1
OG0004912	BRALA35555	OFUSG03610.1.p1
OG0004913	BRALA13584	OFUSG14507.1.p1
OG0004914	BRALA07564	OFUSG23820.1.p1
OG0004915	BRALA24632	OFUSG15367.1.p1
OG0004916	BRALA21739	OFUSG04043.2.p1, OFUSG04043.1.p1
OG0004917	BRALA17895	OFUSG07930.1.p1, OFUSG17153.1.p1
OG0004919	BRALA28325, BRALA33679	OFUSG17502.1.p1
OG0004920	BRALA04829	OFUSG24410.1.p1
OG0004921	BRALA05499	OFUSG17577.1.p1
OG0004922	BRALA16616	OFUSG09234.1.p1
OG0004923	BRALA21201	OFUSG11665.1.p1
OG0004924	BRALA09627	OFUSG23542.1.p1
OG0004925	BRALA11773, BRALA31625, BRALA27891, BRALA29997, BRALA18560	OFUSG16526.1.p1, OFUSG16527.1.p1
OG0004926	BRALA02572	OFUSG07780.1.p1, OFUSG07780.2.p1
OG0004927	BRALA22260	OFUSG12081.1.p1
OG0004928	BRALA13743	OFUSG21085.1.p1
OG0004929	BRALA16946	OFUSG03117.1.p1
OG0004930	BRALA00532	OFUSG25755.1.p1
OG0004931	BRALA35702	OFUSG09325.1.p1
OG0004932	BRALA09812	OFUSG08167.1.p1
OG0004933	BRALA03897	OFUSG11046.1.p1
OG0004934	BRALA20603	OFUSG07146.1.p1
OG0004935	BRALA31718	OFUSG25611.1.p1
OG0004936	BRALA15177	OFUSG21765.2.p1, OFUSG21765.1.p1
OG0004937	BRALA22270, BRALA22268	OFUSG11661.1.p1
OG0004938	BRALA12054	OFUSG09690.1.p1
OG0004939	BRALA15087	OFUSG09434.1.p1, OFUSG09433.1.p1
OG0004940	BRALA16635	OFUSG23621.1.p1
OG0004941	BRALA17339	OFUSG06184.1.p1
OG0004942	BRALA15123	OFUSG13775.3.p1, OFUSG13775.1.p1, OFUSG13775.4.p1, OFUSG13775.2.p1
OG0004943	BRALA18535	OFUSG13635.1.p1
OG0004944	BRALA18049	OFUSG06302.1.p1
OG0004946	BRALA13424	OFUSG21835.1.p1
OG0004947	BRALA09544	OFUSG08209.1.p1
OG0004948	BRALA29771	OFUSG26680.2.p1, OFUSG26680.1.p1
OG0004949	BRALA23863	OFUSG07349.1.p1
OG0004950	BRALA24813	OFUSG00434.1.p1
OG0004951	BRALA19007	OFUSG00474.1.p1
OG0004952	BRALA31449	OFUSG25086.1.p1
OG0004953	BRALA11487	OFUSG05770.1.p1
OG0004954	BRALA01713	OFUSG26340.1.p1
OG0004955	BRALA22647	OFUSG16073.1.p1
OG0004957	BRALA28656, BRALA20706	OFUSG12660.3.p1, OFUSG12660.1.p1, OFUSG12660.2.p1
OG0004958	BRALA09476	OFUSG08685.1.p1, OFUSG08685.2.p1
