Orthogroup	BRALA	BRAFL
OG0004405	BRALA31963, BRALA06302	bflo_23675
OG0004406	BRALA29567	bflo_13880
OG0004407	BRALA13375, BRALA13376	bflo_24382
OG0004408	BRALA31060, BRALA13700	bflo_21379
OG0004409	BRALA27206	bflo_12253
OG0004412	BRALA08417	bflo_26266
OG0004413	BRALA27203	bflo_11285
OG0004414	BRALA13744	bflo_00981
OG0004415	BRALA14040	bflo_18620
OG0004417	BRALA00783	bflo_25703
OG0004418	BRALA18257	bflo_09866
OG0004418	BRALA17856	bflo_06391
OG0004419	BRALA21691	bflo_09260
OG0004420	BRALA05463	bflo_24578
OG0004421	BRALA25716	bflo_10986
OG0004422	BRALA01893	bflo_05990
OG0004423	BRALA17096	bflo_06771
OG0004424	BRALA12773	bflo_11552
OG0004426	BRALA30364	bflo_13509
OG0004427	BRALA03413	bflo_20689
OG0004430	BRALA04911	bflo_02634
OG0004430	BRALA07979	bflo_07297
OG0004433	BRALA00493, BRALA00492	bflo_00839
OG0004433	BRALA17201, BRALA17204	bflo_12171
OG0004433	BRALA16995	bflo_15418
OG0004433	BRALA16939	bflo_14637
OG0004437	BRALA00583	bflo_11177, bflo_00786, bflo_26448, bflo_00727
OG0004437	BRALA00582	bflo_00146, bflo_00791, bflo_00781, bflo_00701, bflo_00796, bflo_00709
OG0004437	BRALA07613	bflo_00565
OG0004437	BRALA00581	bflo_04299, bflo_00943, bflo_00787, bflo_00141, bflo_00798, bflo_00783, bflo_00793, bflo_00795, bflo_00792, bflo_00788
OG0004438	BRALA33424	bflo_14947, bflo_14429
OG0004438	BRALA23868	bflo_10455
OG0004438	BRALA15963	bflo_01831, bflo_01830, bflo_01757
OG0004438	BRALA22057, BRALA24803	bflo_18150
OG0004439	BRALA13082, BRALA13083	bflo_22650
OG0004439	BRALA13084	bflo_03447
OG0004439	BRALA27908	bflo_03568
OG0004439	BRALA27907	bflo_03591
OG0004439	BRALA09356	bflo_10864, bflo_11706
OG0004439	BRALA06620, BRALA06619	bflo_07293, bflo_07292
OG0004439	BRALA06223	bflo_23467, bflo_23466
OG0004439	BRALA24033	bflo_10053
OG0004439	BRALA31863	bflo_15052
OG0004440	BRALA24810, BRALA20927, BRALA32567, BRALA00090, BRALA25760, BRALA13165, BRALA26743, BRALA20849, BRALA15561, BRALA00675, BRALA06224, BRALA08783, BRALA11724, BRALA13815, BRALA33342, BRALA30965, BRALA09488, BRALA25525, BRALA10004, BRALA25333, BRALA30319, BRALA17668, BRALA24749, BRALA08049, BRALA19181, BRALA26209, BRALA00832, BRALA13164, BRALA29711, BRALA28331, BRALA22095	bflo_22081, bflo_26784, bflo_05178
OG0004441	BRALA31155, BRALA20527, BRALA17986, BRALA32588, BRALA32993, BRALA27776, BRALA30825, BRALA24747, BRALA31642, BRALA14855, BRALA20542, BRALA29267, BRALA27018, BRALA33018, BRALA21020, BRALA31831, BRALA30642, BRALA26051, BRALA26055, BRALA25757, BRALA17885, BRALA10508, BRALA24039, BRALA26996, BRALA21210, BRALA30763, BRALA26338, BRALA26480, BRALA20810	bflo_19003
OG0004442	BRALA01023, BRALA01025	bflo_25363
OG0004457	BRALA16148	bflo_12917
OG0004457	BRALA19083	bflo_12586
OG0004458	BRALA35885	bflo_25350
OG0004459	BRALA29538, BRALA34073	bflo_09372
OG0004460	BRALA12464	bflo_12840
OG0004461	BRALA17151	bflo_11262
OG0004462	BRALA14199	bflo_21993
OG0004463	BRALA26858	bflo_20522
OG0004465	BRALA01824	bflo_05736, bflo_05733
OG0004467	BRALA29326	bflo_20572
OG0004468	BRALA29411	bflo_20382
OG0004471	BRALA18574	bflo_00929
OG0004472	BRALA29153	bflo_10789
OG0004473	BRALA31254	bflo_10611
OG0004474	BRALA31316	bflo_14427
OG0004475	BRALA11247	bflo_22915
OG0004476	BRALA14581	bflo_05841
OG0004477	BRALA01420	bflo_06106
OG0004478	BRALA12451	bflo_12521
OG0004479	BRALA28094, BRALA03563, BRALA28093	bflo_13215
OG0004480	BRALA11435	bflo_05296
OG0004482	BRALA00394	bflo_00371
OG0004483	BRALA10746	bflo_26479
OG0004484	BRALA08580	bflo_24462
OG0004485	BRALA24714	bflo_08085
OG0004486	BRALA03457	bflo_12928
OG0004487	BRALA03392	bflo_11125, bflo_13011
OG0004488	BRALA13548	bflo_06230
OG0004489	BRALA18946	bflo_11412
OG0004490	BRALA08921	bflo_16236, bflo_03321
OG0004491	BRALA16481	bflo_13622
OG0004493	BRALA19060	bflo_17475
OG0004494	BRALA21955	bflo_22629
OG0004495	BRALA13392	bflo_13385
OG0004496	BRALA10106	bflo_15959
OG0004498	BRALA03323	bflo_13885
OG0004499	BRALA31005	bflo_11750
OG0004500	BRALA01903	bflo_06052
OG0004501	BRALA34231	bflo_17400
OG0004502	BRALA12219	bflo_22105
OG0004503	BRALA08167, BRALA18736	bflo_14782
OG0004504	BRALA20561	bflo_14006, bflo_13071
OG0004504	BRALA12578	bflo_14464
OG0004504	BRALA18437	bflo_16702
OG0004505	BRALA04628	bflo_02171
OG0004506	BRALA18627	bflo_23062
OG0004507	BRALA21608	bflo_06594
OG0004508	BRALA22899	bflo_09467
OG0004509	BRALA20619	bflo_17080
OG0004510	BRALA22461	bflo_14873, bflo_15347
OG0004511	BRALA24832	bflo_15924
OG0004512	BRALA22481	bflo_23496, bflo_16546
OG0004513	BRALA04514	bflo_08350
OG0004514	BRALA25503	bflo_20987
OG0004515	BRALA24074	bflo_26975, bflo_10817
OG0004516	BRALA25445	bflo_20144
OG0004517	BRALA13110	bflo_23362
OG0004518	BRALA18338	bflo_16710
OG0004519	BRALA09425	bflo_11096
OG0004520	BRALA12190	bflo_21786
OG0004521	BRALA34603, BRALA22327, BRALA33889	bflo_07182
OG0004521	BRALA33395	bflo_10161
OG0004522	BRALA01766	bflo_16159, bflo_06058
OG0004523	BRALA23188	bflo_05747
OG0004524	BRALA06551	bflo_22873
OG0004525	BRALA20597	bflo_15861
OG0004526	BRALA21793	bflo_15645
OG0004527	BRALA16772	bflo_22761
OG0004528	BRALA23886	bflo_17241
OG0004529	BRALA18758	bflo_24826
OG0004530	BRALA18685	bflo_14830
OG0004531	BRALA28317	bflo_15089
OG0004531	BRALA28318	bflo_15090
OG0004532	BRALA11196	bflo_22983
OG0004533	BRALA07893	bflo_07628
OG0004534	BRALA20376	bflo_14156
OG0004535	BRALA26230	bflo_06382
OG0004536	BRALA35429, BRALA21266	bflo_05637
OG0004537	BRALA21822	bflo_08291, bflo_05042
OG0004538	BRALA12040	bflo_06518
OG0004539	BRALA35415, BRALA26130	bflo_05863
OG0004540	BRALA07078	bflo_02795
OG0004541	BRALA29235	bflo_17993
OG0004542	BRALA24298	bflo_09402
OG0004543	BRALA00359	bflo_00318
OG0004544	BRALA25649	bflo_12181
OG0004545	BRALA28871	bflo_16418
OG0004546	BRALA21732	bflo_06485
OG0004547	BRALA18970	bflo_11802
OG0004548	BRALA10022	bflo_15915
OG0004549	BRALA09819	bflo_09910
OG0004549	BRALA09820	bflo_09909
OG0004550	BRALA02217	bflo_03833
OG0004551	BRALA32475	bflo_23479
OG0004553	BRALA19302	bflo_04450
OG0004554	BRALA14413	bflo_24473
OG0004555	BRALA03335	bflo_27055, bflo_12751
OG0004556	BRALA24253	bflo_20298
OG0004557	BRALA07431	bflo_18811
OG0004558	BRALA08582	bflo_24327
OG0004559	BRALA23018	bflo_23454
OG0004560	BRALA25555	bflo_21738
OG0004561	BRALA25557	bflo_21390, bflo_04768
OG0004563	BRALA15038	bflo_01881
OG0004564	BRALA32101	bflo_09365
OG0004565	BRALA24433	bflo_05792
OG0004566	BRALA01904	bflo_05496
OG0004567	BRALA12845	bflo_01420
OG0004568	BRALA13349	bflo_15367, bflo_26968, bflo_10690
OG0004569	BRALA17687	bflo_22265
OG0004570	BRALA10840	bflo_24052
OG0004571	BRALA10635	bflo_00878
OG0004572	BRALA03398	bflo_13327
OG0004572	BRALA19984	bflo_13783
OG0004573	BRALA34747	bflo_20186
OG0004574	BRALA24731	bflo_03205
OG0004575	BRALA28355	bflo_18594
OG0004576	BRALA11521	bflo_08967
OG0004578	BRALA02649	bflo_16288
OG0004579	BRALA09331	bflo_11289
OG0004580	BRALA05772	bflo_24842
OG0004581	BRALA14290	bflo_22410
OG0004582	BRALA00706	bflo_25760
OG0004583	BRALA01776	bflo_26211
OG0004584	BRALA22981	bflo_18182
OG0004585	BRALA25633	bflo_13881
OG0004586	BRALA05420	bflo_24700
OG0004586	BRALA14341	bflo_24231
OG0004587	BRALA20385	bflo_14705
OG0004588	BRALA30100	bflo_20021
OG0004589	BRALA28422	bflo_20258
OG0004590	BRALA28418	bflo_20267
OG0004591	BRALA19571	bflo_24182
OG0004592	BRALA01027	bflo_25813
OG0004593	BRALA28884	bflo_10126
OG0004594	BRALA20772	bflo_03426
OG0004595	BRALA10676	bflo_00394
OG0004596	BRALA07736	bflo_08985
OG0004597	BRALA15202	bflo_09059
OG0004599	BRALA16807	bflo_05807
OG0004600	BRALA00319	bflo_26500
OG0004601	BRALA10060	bflo_15597, bflo_15601, bflo_15569
OG0004602	BRALA11139	bflo_04353
OG0004603	BRALA06365	bflo_23030
OG0004605	BRALA23013	bflo_23298
OG0004606	BRALA21148, BRALA34943	bflo_01880
OG0004607	BRALA12216	bflo_22603
OG0004608	BRALA15268	bflo_16554
OG0004609	BRALA33091	bflo_20965
OG0004610	BRALA17107	bflo_06351
OG0004611	BRALA12585	bflo_14611
OG0004612	BRALA00024	bflo_00158
OG0004613	BRALA09133	bflo_19503
OG0004613	BRALA20462	bflo_11676
OG0004614	BRALA30212	bflo_11461
OG0004615	BRALA18480, BRALA18477	bflo_15851
OG0004616	BRALA06969	bflo_02456
OG0004617	BRALA02299	bflo_03743
OG0004618	BRALA22928	bflo_14644
OG0004619	BRALA20299	bflo_18891
OG0004622	BRALA32935, BRALA32009	bflo_02154
OG0004623	BRALA01754	bflo_06270
OG0004623	BRALA09097	bflo_19298
OG0004624	BRALA13937, BRALA30592, BRALA13996	bflo_17449, bflo_23643
OG0004624	BRALA03999	bflo_22914
OG0004624	BRALA18905, BRALA10994	bflo_26007, bflo_22903
OG0004625	BRALA34062	bflo_20617
OG0004626	BRALA16134	bflo_13446
OG0004627	BRALA06139	bflo_21441
OG0004628	BRALA00501	bflo_00111
OG0004629	BRALA10080	bflo_16638
OG0004630	BRALA27521	bflo_18024
OG0004631	BRALA00873	bflo_26303
OG0004632	BRALA27092	bflo_20183
OG0004633	BRALA27276	bflo_24095
OG0004634	BRALA05479	bflo_24560
OG0004635	BRALA31719	bflo_16335
OG0004637	BRALA28098, BRALA03558, BRALA28099	bflo_12574
OG0004638	BRALA10114	bflo_17068
OG0004639	BRALA23114	bflo_17059
OG0004641	BRALA06119	bflo_21448, bflo_22592
OG0004642	BRALA03307	bflo_13877
OG0004643	BRALA06114	bflo_21665
OG0004644	BRALA15220	bflo_11603
OG0004645	BRALA34349	bflo_14871
OG0004646	BRALA15036	bflo_01898
OG0004647	BRALA01649	bflo_06581
OG0004648	BRALA27204	bflo_12258
OG0004649	BRALA26873	bflo_20493
OG0004651	BRALA28079	bflo_17981
OG0004652	BRALA29899	bflo_21212, bflo_21245
OG0004653	BRALA09173	bflo_18528
OG0004654	BRALA25532	bflo_09378
OG0004655	BRALA07762	bflo_09012
OG0004656	BRALA23741	bflo_05812
OG0004657	BRALA05637	bflo_24670
OG0004658	BRALA23896	bflo_17408
OG0004659	BRALA19760	bflo_11250
OG0004660	BRALA18844	bflo_18417
OG0004661	BRALA26103, BRALA09487	bflo_05625
OG0004662	BRALA29139	bflo_20444
OG0004662	BRALA13410	bflo_11634
OG0004663	BRALA33957	bflo_20810
OG0004664	BRALA28863	bflo_16198
OG0004665	BRALA14077	bflo_16015, bflo_19687
OG0004666	BRALA25386	bflo_09834
OG0004667	BRALA20032	bflo_11554
OG0004668	BRALA26953	bflo_04113
OG0004669	BRALA31710	bflo_17570
OG0004670	BRALA11400	bflo_02470
OG0004671	BRALA34664, BRALA33814, BRALA34282	bflo_20944
OG0004672	BRALA03094	bflo_13004
OG0004673	BRALA07414	bflo_18808
OG0004674	BRALA21747	bflo_05749
OG0004675	BRALA01751	bflo_06236
OG0004676	BRALA22511	bflo_05171
OG0004677	BRALA13391	bflo_09809
OG0004678	BRALA10033	bflo_15606
OG0004679	BRALA32750	bflo_20009
OG0004680	BRALA32711, BRALA30165	bflo_09521
OG0004681	BRALA29477	bflo_20300
OG0004681	BRALA35123	bflo_01693
OG0004682	BRALA03899	bflo_08235
OG0004683	BRALA26125	bflo_06703
OG0004684	BRALA26124	bflo_18861
OG0004685	BRALA29447	bflo_05949
OG0004686	BRALA07410	bflo_18736
OG0004687	BRALA19729	bflo_11035
OG0004688	BRALA20055	bflo_12196
OG0004689	BRALA14930	bflo_21020
OG0004690	BRALA08004	bflo_08245
OG0004691	BRALA31036	bflo_11450
OG0004692	BRALA32999	bflo_06997
OG0004694	BRALA23046	bflo_23436
OG0004696	BRALA03830	bflo_07889
OG0004697	BRALA11777	bflo_15191
OG0004698	BRALA21938	bflo_23003
OG0004699	BRALA07186	bflo_03925
OG0004700	BRALA23313	bflo_22704
OG0004701	BRALA02664	bflo_16273, bflo_16271, bflo_16455
OG0004701	BRALA10618	bflo_00634
OG0004702	BRALA32995	bflo_21187
OG0004702	BRALA07211	bflo_04948
OG0004703	BRALA26823	bflo_02735
OG0004704	BRALA00765	bflo_25602
OG0004705	BRALA08213	bflo_14925
OG0004706	BRALA00111	bflo_00520
OG0004707	BRALA20441	bflo_11466
OG0004708	BRALA00406	bflo_00244
OG0004709	BRALA30102	bflo_20175
OG0004710	BRALA18369	bflo_16489
OG0004711	BRALA08263	bflo_15142
OG0004712	BRALA01432	bflo_05920
OG0004712	BRALA16825, BRALA16823, BRALA16824, BRALA11469, BRALA01430	bflo_14275, bflo_06148
OG0004715	BRALA01981	bflo_04105, bflo_04114, bflo_06749
OG0004715	BRALA01859	bflo_06020
OG0004715	BRALA24686	bflo_06731
OG0004715	BRALA24655	bflo_06735
OG0004715	BRALA27737	bflo_04883, bflo_06145
OG0004715	BRALA01858	bflo_05482
OG0004715	BRALA32726, BRALA09174	bflo_19563
OG0004715	BRALA24685	bflo_06271, bflo_06743
OG0004715	BRALA00478	bflo_06040
OG0004716	BRALA21228, BRALA26524, BRALA26527, BRALA16059, BRALA10661, BRALA16433, BRALA16443, BRALA16444, BRALA32874, BRALA21256, BRALA03235, BRALA00184, BRALA16087, BRALA26361, BRALA14887, BRALA21262, BRALA12275, BRALA19178, BRALA15622, BRALA03373, BRALA03167, BRALA22004, BRALA03193, BRALA19469, BRALA20065, BRALA25213, BRALA32152, BRALA32965, BRALA19179, BRALA16526, BRALA33019, BRALA15613	bflo_04364, bflo_04365
OG0004717	BRALA17655	bflo_13129
OG0004717	BRALA03987, BRALA28956, BRALA02494, BRALA22403, BRALA27796, BRALA25302, BRALA24552, BRALA13166, BRALA01632, BRALA17159, BRALA17160, BRALA02357	bflo_19667
OG0004717	BRALA30985, BRALA21084, BRALA12271, BRALA15619, BRALA22138, BRALA21070, BRALA21085, BRALA08698, BRALA04248, BRALA17996, BRALA20486, BRALA21089, BRALA17980, BRALA21082	bflo_15308
OG0004728	BRALA19112	bflo_13486
OG0004729	BRALA32996	bflo_21186
OG0004730	BRALA13497	bflo_06596
OG0004731	BRALA29685	bflo_04600
OG0004732	BRALA09631	bflo_02051
OG0004733	BRALA17604	bflo_06188
OG0004735	BRALA05427	bflo_25045
OG0004736	BRALA16972	bflo_14317
OG0004738	BRALA27390	bflo_23674
OG0004739	BRALA03271, BRALA03272	bflo_13471
OG0004740	BRALA29145	bflo_10418
OG0004743	BRALA08286	bflo_15127
OG0004744	BRALA06531	bflo_22859
OG0004746	BRALA08943	bflo_03289
OG0004747	BRALA28438	bflo_12691
OG0004748	BRALA09674	bflo_01673
OG0004749	BRALA20020	bflo_13392
OG0004751	BRALA13426	bflo_24263
OG0004752	BRALA11223	bflo_23786
OG0004753	BRALA13874	bflo_09370
OG0004754	BRALA23050	bflo_23367
OG0004755	BRALA27359	bflo_21777
OG0004756	BRALA09680	bflo_01688
OG0004757	BRALA09865, BRALA09872	bflo_09888
OG0004758	BRALA24157	bflo_20306
OG0004759	BRALA22261	bflo_12064
OG0004760	BRALA13716	bflo_01599
OG0004761	BRALA24489	bflo_09055
OG0004762	BRALA28326	bflo_21432, bflo_26205, bflo_24822
OG0004762	BRALA17732	bflo_21053
OG0004763	BRALA34431	bflo_20256
OG0004764	BRALA05324	bflo_26083
OG0004765	BRALA00991	bflo_25288
OG0004766	BRALA24690	bflo_10868
OG0004767	BRALA10440	bflo_23754, bflo_23555
OG0004768	BRALA11889	bflo_14539
OG0004769	BRALA10097, BRALA07309	bflo_05382, bflo_15999
OG0004770	BRALA19310	bflo_03900
OG0004771	BRALA22554, BRALA09918	bflo_09410
OG0004772	BRALA06513	bflo_23722
OG0004774	BRALA06537	bflo_22864
OG0004775	BRALA32894	bflo_03391
OG0004776	BRALA23901	bflo_18407
OG0004777	BRALA05941	bflo_22548
OG0004779	BRALA11730	bflo_21760, bflo_21763
OG0004780	BRALA33260, BRALA06693, BRALA33784	bflo_24336, bflo_04404, bflo_02115
OG0004781	BRALA11896	bflo_14399
OG0004782	BRALA03100	bflo_13002
OG0004783	BRALA35592	bflo_06899
OG0004784	BRALA10893	bflo_21151
OG0004785	BRALA09161	bflo_19212
OG0004786	BRALA14055	bflo_19673
OG0004787	BRALA12312	bflo_17213
OG0004788	BRALA22150	bflo_20105
OG0004790	BRALA34363	bflo_20406
OG0004791	BRALA27664	bflo_20414
OG0004793	BRALA21447	bflo_10046
OG0004794	BRALA01793	bflo_04357
OG0004795	BRALA33991	bflo_20953
OG0004797	BRALA16695	bflo_04765
OG0004798	BRALA30382	bflo_05412, bflo_05413
OG0004799	BRALA02224	bflo_03113
OG0004800	BRALA09043	bflo_19605
OG0004800	BRALA09042	bflo_19606
OG0004801	BRALA06449	bflo_22733
OG0004802	BRALA03380, BRALA03382	bflo_13203
OG0004803	BRALA06021	bflo_22349
OG0004804	BRALA16717	bflo_23008
OG0004805	BRALA11567	bflo_21807
OG0004806	BRALA31348	bflo_13218
OG0004807	BRALA05556	bflo_24936
OG0004807	BRALA04439	bflo_16176, bflo_06928
OG0004808	BRALA05658	bflo_24087
OG0004809	BRALA10043	bflo_15570
OG0004810	BRALA19737	bflo_11005
OG0004811	BRALA17170	bflo_11368
OG0004812	BRALA16045	bflo_01711
OG0004813	BRALA15155	bflo_06335
OG0004814	BRALA09208	bflo_18711
OG0004815	BRALA16380	bflo_10264
OG0004816	BRALA22898	bflo_09257
OG0004817	BRALA00236	bflo_00615
OG0004818	BRALA31690	bflo_09829, bflo_09886
OG0004819	BRALA13757	bflo_01447
OG0004820	BRALA28634	bflo_04335
OG0004821	BRALA35744, BRALA35554, BRALA35428, BRALA19712	bflo_11355
OG0004821	BRALA34105	bflo_11337
OG0004822	BRALA24004	bflo_04058
OG0004823	BRALA02286	bflo_03232
OG0004824	BRALA21792	bflo_15616
OG0004825	BRALA18333	bflo_16544
OG0004826	BRALA31003	bflo_11744
OG0004827	BRALA05124, BRALA25712	bflo_06183
OG0004828	BRALA03838	bflo_07064
OG0004829	BRALA30027	bflo_07190
OG0004830	BRALA23182	bflo_05687
OG0004831	BRALA08960	bflo_17588
OG0004832	BRALA00100	bflo_26425
OG0004833	BRALA03973	bflo_07551
OG0004834	BRALA05851	bflo_22223
OG0004835	BRALA17760	bflo_20781
OG0004837	BRALA15342	bflo_12377
OG0004838	BRALA15130	bflo_06796
OG0004839	BRALA14588	bflo_06490
OG0004840	BRALA10057	bflo_15568
OG0004841	BRALA03215	bflo_12560
OG0004842	BRALA13532	bflo_06212
OG0004843	BRALA33348	bflo_13843
OG0004844	BRALA23632	bflo_09755
OG0004845	BRALA21193	bflo_16396
OG0004846	BRALA09513	bflo_03239
OG0004848	BRALA07685	bflo_10512
OG0004849	BRALA34656, BRALA23873	bflo_17431
OG0004850	BRALA12053	bflo_08911
OG0004851	BRALA23176	bflo_05688
OG0004852	BRALA02596	bflo_15961
OG0004853	BRALA02905	bflo_16120
OG0004854	BRALA22738	bflo_14278
OG0004855	BRALA19389	bflo_21051
OG0004856	BRALA22942	bflo_14646
OG0004857	BRALA24715	bflo_08241
OG0004858	BRALA14994	bflo_20586
OG0004859	BRALA07338	bflo_18513
OG0004860	BRALA05260	bflo_25293
OG0004861	BRALA13324	bflo_23925
OG0004862	BRALA24266	bflo_21026
OG0004863	BRALA29780	bflo_10166
OG0004864	BRALA15377	bflo_11500
OG0004865	BRALA14970	bflo_20067
OG0004866	BRALA15991	bflo_01606
OG0004867	BRALA15186	bflo_21346
OG0004868	BRALA24136	bflo_09626
OG0004869	BRALA21005	bflo_19239
OG0004870	BRALA25836	bflo_10371
OG0004871	BRALA32821	bflo_20284
OG0004872	BRALA03369	bflo_12598
OG0004873	BRALA05488	bflo_24536
OG0004874	BRALA03277	bflo_12683
OG0004875	BRALA01281	bflo_26219
OG0004877	BRALA16981	bflo_15518
OG0004878	BRALA17290	bflo_25030
OG0004878	BRALA15029	bflo_01984
OG0004878	BRALA11240	bflo_23829
OG0004878	BRALA04092	bflo_14152, bflo_24256, bflo_05143, bflo_07327, bflo_22722
OG0004878	BRALA08969, BRALA09895, BRALA08970	bflo_17112, bflo_17111
OG0004878	BRALA07562	bflo_14482
OG0004879	BRALA14250	bflo_21810
OG0004880	BRALA16715	bflo_23275
OG0004881	BRALA05669	bflo_24775
OG0004883	BRALA27370	bflo_22965
OG0004884	BRALA30160	bflo_06067
OG0004885	BRALA18097	bflo_07174
OG0004886	BRALA13594	bflo_21794
OG0004887	BRALA18551, BRALA18550	bflo_05853
OG0004888	BRALA07403	bflo_18700
OG0004888	BRALA07404	bflo_18699
OG0004888	BRALA07405	bflo_19098
OG0004889	BRALA22241	bflo_16517
OG0004890	BRALA28412	bflo_20233
OG0004891	BRALA16020	bflo_02031
OG0004892	BRALA33780	bflo_08899
OG0004893	BRALA01439	bflo_05758
OG0004894	BRALA19454	bflo_14171
OG0004895	BRALA28415	bflo_20234
OG0004896	BRALA02657	bflo_16531
OG0004897	BRALA06731	bflo_08561
OG0004899	BRALA13151	bflo_14839
OG0004900	BRALA24271	bflo_20996
OG0004901	BRALA07724	bflo_10471
OG0004902	BRALA15203	bflo_21407
OG0004903	BRALA26597	bflo_05229, bflo_13841
OG0004904	BRALA22957	bflo_14808
OG0004905	BRALA28672	bflo_02766, bflo_20481
OG0004905	BRALA03620, BRALA03619	bflo_08580
OG0004906	BRALA05859	bflo_22225
OG0004907	BRALA27011, BRALA29950, BRALA27009	bflo_20360
OG0004908	BRALA08605	bflo_24575
OG0004908	BRALA05346	bflo_27506, bflo_24630, bflo_24305, bflo_27507
OG0004908	BRALA05345, BRALA28313	bflo_25876
OG0004909	BRALA28337	bflo_16006
OG0004910	BRALA03056	bflo_17041
OG0004910	BRALA33503	bflo_09167
OG0004911	BRALA23612, BRALA33471	bflo_15427
OG0004913	BRALA13584	bflo_21278
OG0004914	BRALA07564	bflo_09178
OG0004915	BRALA24632	bflo_20255
OG0004916	BRALA21739	bflo_06294
OG0004917	BRALA17895	bflo_00953
OG0004919	BRALA28325	bflo_27472
OG0004919	BRALA33679	bflo_24821
OG0004920	BRALA04829	bflo_02542
OG0004921	BRALA05499	bflo_24113
OG0004922	BRALA16616	bflo_05574
OG0004923	BRALA21201	bflo_20936
OG0004924	BRALA09627	bflo_01184
OG0004925	BRALA11773	bflo_15424
OG0004925	BRALA31625, BRALA27891, BRALA29997, BRALA18560	bflo_00358
OG0004926	BRALA02572	bflo_15897
OG0004927	BRALA22260	bflo_12057
OG0004928	BRALA13743	bflo_00998
OG0004929	BRALA16946	bflo_14724
OG0004930	BRALA00532	bflo_00862
OG0004931	BRALA35702	bflo_05967
OG0004932	BRALA09812	bflo_01088
OG0004933	BRALA03897	bflo_07900
OG0004934	BRALA20603	bflo_15733
OG0004935	BRALA31718	bflo_27188, bflo_16334
OG0004936	BRALA15177	bflo_21250
OG0004937	BRALA22270	bflo_27137
OG0004937	BRALA22268	bflo_15037
OG0004938	BRALA12054	bflo_12383
OG0004939	BRALA15087	bflo_26100
OG0004941	BRALA17339	bflo_12121
OG0004942	BRALA15123	bflo_06239
OG0004943	BRALA18535	bflo_26832
OG0004944	BRALA18049	bflo_11279
OG0004945	BRALA00649, BRALA22065	bflo_25538
OG0004946	BRALA13424	bflo_21068
OG0004947	BRALA09544	bflo_05551
OG0004948	BRALA29771	bflo_10165
OG0004949	BRALA23863	bflo_10358
OG0004950	BRALA24813	bflo_27252, bflo_18338
OG0004951	BRALA19007	bflo_17733
OG0004952	BRALA31449	bflo_06593
OG0004953	BRALA11487	bflo_10776, bflo_10549
OG0004954	BRALA01713	bflo_05593
OG0004955	BRALA22647	bflo_19357
OG0004956	BRALA10952	bflo_11628
OG0004957	BRALA28656, BRALA20706	bflo_08226
OG0004958	BRALA09476	bflo_02653
OG0004959	BRALA02311	bflo_03529
OG0004960	BRALA22837	bflo_03527
OG0004961	BRALA00519	bflo_00860
OG0004962	BRALA14101	bflo_19679
OG0004963	BRALA04605	bflo_02420
OG0004964	BRALA14478	bflo_18959
OG0004965	BRALA03347	bflo_13051
OG0004966	BRALA23363	bflo_09471
OG0004966	BRALA00989	bflo_25259
OG0004967	BRALA29363	bflo_02587
OG0004968	BRALA29428	bflo_12529
OG0004970	BRALA27520	bflo_18023
OG0004971	BRALA33597, BRALA28635	bflo_27226, bflo_17760
OG0004972	BRALA06415	bflo_23204
OG0004973	BRALA06428	bflo_23177
OG0004974	BRALA23354	bflo_10101
OG0004975	BRALA01236	bflo_26316
OG0004976	BRALA08070	bflo_14435
OG0004977	BRALA14155	bflo_19613
OG0004978	BRALA08114	bflo_14758
OG0004979	BRALA20271	bflo_18913
OG0004980	BRALA06666	bflo_08613
OG0004981	BRALA07121	bflo_02414
OG0004982	BRALA10028	bflo_15633
OG0004983	BRALA22364	bflo_09221
OG0004984	BRALA21693	bflo_09266
OG0004985	BRALA15016	bflo_21194
OG0004986	BRALA01041	bflo_25545
OG0004987	BRALA06665	bflo_08612
OG0004988	BRALA29383	bflo_21103
OG0004989	BRALA08810	bflo_03493
OG0004990	BRALA19772	bflo_11383
OG0004991	BRALA20054	bflo_12465
OG0004992	BRALA18453	bflo_15867
OG0004993	BRALA20595, BRALA35651	bflo_15860
OG0004993	BRALA35141	bflo_10624
OG0004995	BRALA30343	bflo_05931
OG0004996	BRALA17166	bflo_11012
OG0004997	BRALA24073	bflo_10758
OG0004998	BRALA28837	bflo_14559, bflo_19574
OG0005000	BRALA08674	bflo_24211
OG0005002	BRALA01660	bflo_01656
OG0005003	BRALA21209, BRALA32328	bflo_09023
OG0005004	BRALA00152	bflo_00263
OG0005004	BRALA04486	bflo_07028
OG0005006	BRALA10726	bflo_00766
OG0005007	BRALA14191	bflo_22056
OG0005008	BRALA28440	bflo_12699
OG0005009	BRALA29055	bflo_09320
OG0005010	BRALA29595, BRALA32302, BRALA19473	bflo_04352
OG0005011	BRALA21475	bflo_17635
OG0005012	BRALA06405	bflo_23167
OG0005013	BRALA03794	bflo_08225
OG0005014	BRALA29414	bflo_20632
OG0005015	BRALA06837	bflo_07668
OG0005016	BRALA05856	bflo_22180
OG0005016	BRALA05857	bflo_22224
OG0005017	BRALA30360, BRALA32979	bflo_08524
OG0005021	BRALA16206	bflo_21977
OG0005022	BRALA19492	bflo_22707
OG0005023	BRALA00800	bflo_25170
OG0005023	BRALA16153, BRALA05852, BRALA05698, BRALA18871, BRALA05697, BRALA05696, BRALA00577, BRALA05699, BRALA03003, BRALA03001	bflo_06691
