Orthogroup	BRALA	BRAFL
OG0000332	BRALA06814	bflo_07436
OG0000332	BRALA06653	bflo_08606
OG0000332	BRALA06652	bflo_08607
OG0000332	BRALA06831	bflo_08286
OG0000332	BRALA03782	bflo_07819, bflo_07818
OG0000332	BRALA06687	bflo_05057, bflo_07854
OG0000332	BRALA19105	bflo_14011
OG0000332	BRALA17963	bflo_06935
OG0000332	BRALA15005	bflo_19847
OG0000332	BRALA06817	bflo_07435
OG0000332	BRALA06818	bflo_08285
OG0000332	BRALA06815	bflo_07434, bflo_07437
OG0000332	BRALA06648	bflo_07848
OG0000332	BRALA19595	bflo_08616, bflo_07811
OG0000332	BRALA04018, BRALA04019	bflo_07974
OG0000333	BRALA02535	bflo_16817
OG0000333	BRALA34057, BRALA07272, BRALA19158, BRALA34892, BRALA30751	bflo_20185
OG0000333	BRALA05355, BRALA05353, BRALA23904	bflo_06891, bflo_06878, bflo_18858
OG0000333	BRALA25182, BRALA34025	bflo_18285, bflo_17227
OG0000333	BRALA25690, BRALA24341, BRALA23316	bflo_24303
OG0000333	BRALA28582	bflo_23040, bflo_23039
OG0000333	BRALA32613	bflo_24521, bflo_24295
OG0000333	BRALA26599	bflo_20802, bflo_13850
OG0000333	BRALA19157, BRALA02427, BRALA07277, BRALA23922	bflo_04488
OG0000333	BRALA07311	bflo_20977
OG0000333	BRALA07271	bflo_04489
OG0000333	BRALA19001, BRALA20171	bflo_11612, bflo_11808
OG0000333	BRALA19023, BRALA19024, BRALA19025, BRALA26995	bflo_17617
OG0000333	BRALA03234	bflo_13700
OG0000333	BRALA20748	bflo_19069, bflo_03787
OG0000335	BRALA34688	bflo_13943
OG0000335	BRALA30905, BRALA27316	bflo_13416
OG0000335	BRALA03367, BRALA03088, BRALA35387	bflo_12614
OG0000336	BRALA14950	bflo_23102, bflo_03062
OG0000336	BRALA26015	bflo_10529
OG0000338	BRALA15013	bflo_20075
OG0000338	BRALA15015	bflo_21195
OG0000338	BRALA03386	bflo_13201
OG0000339	BRALA16110, BRALA24762	bflo_12910
OG0000339	BRALA24769, BRALA24739, BRALA16149	bflo_12916
OG0000339	BRALA24763, BRALA16108	bflo_12913
OG0000339	BRALA22116	bflo_20893
OG0000340	BRALA30923	bflo_04960
OG0000340	BRALA32789, BRALA24539, BRALA07184, BRALA24538, BRALA31106, BRALA24537, BRALA31107, BRALA30861, BRALA17501, BRALA29933, BRALA32964, BRALA30864	bflo_00122
OG0000340	BRALA24536, BRALA30865	bflo_00525
OG0000340	BRALA24535, BRALA27788, BRALA29507, BRALA27784, BRALA13169	bflo_16024
OG0000340	BRALA19801, BRALA02246, BRALA26618	bflo_01776
OG0000340	BRALA10539, BRALA27131, BRALA06526, BRALA30336	bflo_20610
OG0000341	BRALA17089	bflo_06684
OG0000342	BRALA27916, BRALA27915, BRALA05700	bflo_03115
OG0000342	BRALA04218	bflo_07688
OG0000342	BRALA00251, BRALA02184	bflo_03752
OG0000342	BRALA21501	bflo_00955
OG0000342	BRALA18284, BRALA18068	bflo_08578
OG0000342	BRALA05832	bflo_01382, bflo_12255, bflo_22181
OG0000342	BRALA04151	bflo_08366
OG0000342	BRALA11640	bflo_21524
OG0000343	BRALA09005	bflo_17341
OG0000344	BRALA31687	bflo_20509
OG0000344	BRALA18681	bflo_15058
OG0000344	BRALA21462	bflo_10074
OG0000344	BRALA02343	bflo_03028, bflo_15361, bflo_02989
OG0000344	BRALA21455	bflo_26940
OG0000344	BRALA18673	bflo_14609, bflo_15024
OG0000344	BRALA16317	bflo_09249
OG0000344	BRALA18680	bflo_15387, bflo_15389, bflo_15385, bflo_15391
OG0000345	BRALA06622	bflo_07289
OG0000345	BRALA06843	bflo_07615
OG0000345	BRALA09664	bflo_10887, bflo_01446
OG0000346	BRALA19881, BRALA01834, BRALA11605	bflo_21530
OG0000346	BRALA01120	bflo_25344
OG0000346	BRALA01343	bflo_25218
OG0000347	BRALA15431	bflo_19508
OG0000347	BRALA15430	bflo_19315
OG0000347	BRALA09109	bflo_18894
OG0000347	BRALA09106	bflo_19206
OG0000347	BRALA07009	bflo_02232
OG0000347	BRALA07008	bflo_02560, bflo_02559
OG0000347	BRALA07438	bflo_18816
OG0000347	BRALA14139	bflo_19419
OG0000347	BRALA31041	bflo_11312
OG0000347	BRALA15432	bflo_19711
OG0000347	BRALA16313	bflo_10693
OG0000348	BRALA32082	bflo_16965
OG0000348	BRALA31622, BRALA23909	bflo_03197, bflo_00332, bflo_10804
OG0000348	BRALA30587	bflo_15549, bflo_14361
OG0000348	BRALA34215	bflo_01129
OG0000348	BRALA23836	bflo_14093, bflo_06555
OG0000348	BRALA33178	bflo_07178
OG0000348	BRALA30649, BRALA27490	bflo_15300
OG0000349	BRALA22003	bflo_13342
OG0000349	BRALA22002	bflo_13341
OG0000349	BRALA19096	bflo_12597
OG0000349	BRALA01098	bflo_25915
OG0000349	BRALA15017	bflo_20938
OG0000350	BRALA26265	bflo_01838
OG0000350	BRALA35868	bflo_07745
OG0000350	BRALA19245	bflo_15282
OG0000350	BRALA22515, BRALA13342	bflo_05176
OG0000350	BRALA34708, BRALA13341	bflo_21677
OG0000351	BRALA08453	bflo_06476
OG0000351	BRALA08444	bflo_06156
OG0000351	BRALA08443	bflo_25791
OG0000351	BRALA18971	bflo_11803
OG0000351	BRALA08362	bflo_06751
OG0000351	BRALA33000, BRALA33940	bflo_11123
OG0000351	BRALA34901, BRALA31879	bflo_11092
OG0000351	BRALA33840, BRALA08361	bflo_06493
OG0000352	BRALA01009	bflo_25258
OG0000352	BRALA15685	bflo_04494
OG0000353	BRALA03683	bflo_06917
OG0000355	BRALA34667, BRALA34208	bflo_14265
OG0000355	BRALA10092	bflo_09704
OG0000355	BRALA35024	bflo_13686
OG0000355	BRALA19172, BRALA31064	bflo_02647
OG0000356	BRALA25520	bflo_09044
OG0000356	BRALA25522, BRALA25521	bflo_09043
OG0000356	BRALA26577	bflo_27095, bflo_13915
OG0000357	BRALA34828, BRALA34317, BRALA33215	bflo_21193
OG0000357	BRALA26089	bflo_12361
OG0000358	BRALA02274	bflo_04698
OG0000358	BRALA35872	bflo_03661
OG0000358	BRALA29935	bflo_03207
OG0000358	BRALA06031	bflo_22355
OG0000359	BRALA13099	bflo_23810
OG0000359	BRALA32272	bflo_20615
OG0000359	BRALA24208	bflo_21858
OG0000359	BRALA15205	bflo_21418
OG0000359	BRALA09897	bflo_21948
OG0000359	BRALA26110	bflo_11427
OG0000359	BRALA18714	bflo_22311, bflo_01605
OG0000359	BRALA31578	bflo_14379
OG0000360	BRALA22946	bflo_20148, bflo_14730
OG0000360	BRALA11831	bflo_14063
OG0000360	BRALA28049	bflo_11395
OG0000362	BRALA07218	bflo_20717, bflo_19891
OG0000362	BRALA10535, BRALA10529, BRALA10537	bflo_05029
OG0000362	BRALA07976	bflo_08544
OG0000362	BRALA21892	bflo_18903
OG0000362	BRALA24177	bflo_19635
OG0000362	BRALA16567	bflo_00545
OG0000362	BRALA10486	bflo_07214, bflo_07309
OG0000362	BRALA09863, BRALA13600	bflo_22006
OG0000362	BRALA14501	bflo_06778, bflo_19534
OG0000363	BRALA18898	bflo_16028
OG0000363	BRALA25489	bflo_19825
OG0000363	BRALA25484	bflo_20728
OG0000363	BRALA25486	bflo_20486, bflo_19824
OG0000363	BRALA29911	bflo_21073
OG0000363	BRALA25511, BRALA19638	bflo_04943
OG0000364	BRALA19406, BRALA19407, BRALA32552	bflo_14291
OG0000364	BRALA11746	bflo_14100, bflo_14716
OG0000364	BRALA11744, BRALA11743	bflo_14231, bflo_14483, bflo_14714
OG0000364	BRALA11742	bflo_14717
OG0000364	BRALA23996	bflo_04062, bflo_04061
OG0000364	BRALA12924	bflo_01643
OG0000365	BRALA00860	bflo_25324
OG0000365	BRALA16888	bflo_18240
OG0000366	BRALA34989, BRALA32352, BRALA32303, BRALA33122, BRALA25477, BRALA25754, BRALA26296, BRALA12347, BRALA25320, BRALA32705, BRALA10496	bflo_27528
OG0000366	BRALA30009, BRALA25497	bflo_03500, bflo_26317
OG0000366	BRALA32351	bflo_17525, bflo_13682
OG0000366	BRALA32311, BRALA32706, BRALA23142, BRALA26620, BRALA33428, BRALA11680	bflo_17921
OG0000367	BRALA31361	bflo_12373, bflo_12346
OG0000367	BRALA12833	bflo_01421
OG0000369	BRALA16873, BRALA30740, BRALA03190, BRALA11087, BRALA16093	bflo_27210
OG0000369	BRALA30118	bflo_04242, bflo_13523
OG0000369	BRALA31639, BRALA29484, BRALA29401, BRALA29402, BRALA21436	bflo_24144
OG0000370	BRALA01701	bflo_01768
OG0000370	BRALA27156	bflo_04431
OG0000370	BRALA22838	bflo_03586
OG0000370	BRALA27158, BRALA27151, BRALA27155	bflo_21939, bflo_21564, bflo_21967
OG0000370	BRALA27160, BRALA27154, BRALA16259	bflo_07738
OG0000370	BRALA16252, BRALA16255, BRALA16258, BRALA27153	bflo_21971
OG0000370	BRALA13714	bflo_01099
OG0000370	BRALA18843	bflo_18419
OG0000370	BRALA04284	bflo_08033
OG0000370	BRALA26088	bflo_11790
OG0000371	BRALA10649	bflo_00380
OG0000371	BRALA10658	bflo_00387
OG0000371	BRALA08456	bflo_05979
OG0000371	BRALA18611	bflo_00717
OG0000371	BRALA10647	bflo_00558, bflo_00557, bflo_12841, bflo_13645
OG0000371	BRALA17381	bflo_22030
OG0000371	BRALA31152, BRALA18606, BRALA18607	bflo_00233
OG0000372	BRALA15783	bflo_24061
OG0000372	BRALA08267	bflo_15126
OG0000372	BRALA23771	bflo_06799
OG0000373	BRALA23435	bflo_20832
OG0000373	BRALA23054	bflo_22970
OG0000374	BRALA29978	bflo_02391
OG0000374	BRALA25996	bflo_08395
OG0000375	BRALA14011	bflo_27422, bflo_23080
OG0000375	BRALA01775	bflo_05885
OG0000377	BRALA01277	bflo_26216
OG0000377	BRALA04457, BRALA07944	bflo_08463
OG0000377	BRALA18367, BRALA29810	bflo_25683, bflo_25682, bflo_24032, bflo_25685
OG0000377	BRALA28659	bflo_15850
OG0000377	BRALA28195	bflo_02013, bflo_01626, bflo_17469, bflo_25498, bflo_18397
OG0000377	BRALA12900	bflo_17888, bflo_02016, bflo_01351, bflo_16543, bflo_00137, bflo_00139, bflo_01265, bflo_01408
OG0000377	BRALA12821	bflo_02014
OG0000377	BRALA00575, BRALA16212, BRALA15271	bflo_00829
OG0000377	BRALA07779, BRALA07780	bflo_07237
OG0000377	BRALA07773, BRALA07774	bflo_08637
OG0000377	BRALA12842	bflo_00140
OG0000377	BRALA22335	bflo_07170
OG0000377	BRALA22336	bflo_08065
OG0000377	BRALA29134	bflo_02052, bflo_13269
OG0000377	BRALA00517	bflo_11990, bflo_00152, bflo_00105
OG0000377	BRALA12472	bflo_12825, bflo_12829
OG0000377	BRALA29809	bflo_25187
OG0000377	BRALA26121	bflo_01349
OG0000377	BRALA14724	bflo_00806, bflo_03100
OG0000377	BRALA11259	bflo_00351
OG0000377	BRALA02937	bflo_02010, bflo_01353
OG0000377	BRALA00851	bflo_03847, bflo_02153
OG0000377	BRALA28408, BRALA12849	bflo_26079
OG0000378	BRALA34778	bflo_09799
OG0000378	BRALA24521	bflo_17672
OG0000379	BRALA19351	bflo_20897
OG0000379	BRALA06333	bflo_23272
OG0000379	BRALA01777	bflo_26192
OG0000380	BRALA33306	bflo_13786
OG0000380	BRALA00877	bflo_25961, bflo_26368, bflo_26363
OG0000380	BRALA05298	bflo_21905
OG0000380	BRALA15172	bflo_09502
OG0000380	BRALA30636, BRALA19861, BRALA26052	bflo_00556
OG0000380	BRALA09935, BRALA14395	bflo_19004, bflo_00616
OG0000380	BRALA21688	bflo_09262
OG0000380	BRALA35404	bflo_20427
OG0000381	BRALA04195	bflo_07663
OG0000381	BRALA14458	bflo_18761
OG0000381	BRALA31573, BRALA05666, BRALA05667	bflo_25119
OG0000381	BRALA01798	bflo_14049, bflo_06577
OG0000381	BRALA25883	bflo_25077
OG0000381	BRALA00455	bflo_00927
OG0000382	BRALA31049	bflo_16967
OG0000382	BRALA21317	bflo_16969
OG0000382	BRALA17148	bflo_11264
OG0000384	BRALA11440	bflo_05291
OG0000384	BRALA18615	bflo_00328
OG0000384	BRALA06793	bflo_07424
OG0000386	BRALA21053	bflo_19548
OG0000386	BRALA10336	bflo_01822
OG0000386	BRALA10439	bflo_01692, bflo_19136
OG0000386	BRALA27391, BRALA29320	bflo_20890
OG0000386	BRALA17191, BRALA11288	bflo_02065
OG0000386	BRALA07407	bflo_18690
OG0000389	BRALA11849	bflo_15093
OG0000389	BRALA11845	bflo_14683, bflo_14165
OG0000389	BRALA18683	bflo_15397
OG0000389	BRALA06714	bflo_00851, bflo_00833, bflo_08724
OG0000390	BRALA23594	bflo_20343
OG0000390	BRALA00892	bflo_25891
OG0000390	BRALA00888, BRALA00889	bflo_26408, bflo_26409, bflo_25447, bflo_25163, bflo_18345, bflo_26258, bflo_25303, bflo_25449, bflo_25448
OG0000390	BRALA04361	bflo_13087
OG0000390	BRALA12713	bflo_12207
OG0000390	BRALA26811, BRALA26809, BRALA12705, BRALA08159	bflo_12214
OG0000390	BRALA22700, BRALA22699	bflo_11201
OG0000390	BRALA23595	bflo_20666, bflo_21189
OG0000391	BRALA04832	bflo_02326
OG0000392	BRALA01209	bflo_25334
OG0000393	BRALA31822	bflo_09981
OG0000393	BRALA02241	bflo_03395
OG0000393	BRALA15381	bflo_12314
OG0000393	BRALA24472	bflo_10658
OG0000393	BRALA31821	bflo_09983
OG0000393	BRALA03078	bflo_13075
OG0000393	BRALA27929	bflo_09730
OG0000393	BRALA03160	bflo_12974
OG0000396	BRALA08348	bflo_05608
OG0000396	BRALA01165	bflo_26073
OG0000397	BRALA34670	bflo_09318
OG0000399	BRALA23772	bflo_06800
OG0000399	BRALA04322	bflo_08038
OG0000400	BRALA19704	bflo_17776
OG0000400	BRALA25068	bflo_10838
OG0000400	BRALA08119, BRALA02722	bflo_16066
OG0000401	BRALA15440	bflo_19446
OG0000401	BRALA03200	bflo_12961
OG0000401	BRALA15436, BRALA15435	bflo_19447
OG0000401	BRALA15441	bflo_19715, bflo_19713
OG0000402	BRALA21413	bflo_10632, bflo_09977
OG0000402	BRALA17661	bflo_13338
OG0000402	BRALA17660	bflo_13171
OG0000403	BRALA05402	bflo_24805, bflo_24718
OG0000403	BRALA02035, BRALA06762	bflo_07864
OG0000403	BRALA05874	bflo_22142
OG0000403	BRALA34614, BRALA06761	bflo_07863
OG0000403	BRALA06760	bflo_08695
OG0000403	BRALA06856	bflo_07871
OG0000403	BRALA20044	bflo_04398
OG0000404	BRALA05151	bflo_26162
OG0000404	BRALA05153, BRALA05152	bflo_26305
OG0000404	BRALA32209	bflo_17638, bflo_11244, bflo_02976
OG0000404	BRALA30787, BRALA33638	bflo_26365
OG0000405	BRALA21721	bflo_06572
OG0000406	BRALA20139, BRALA20137	bflo_18527, bflo_06929
OG0000406	BRALA05087	bflo_25381
OG0000406	BRALA15456	bflo_19796
OG0000406	BRALA21581	bflo_26711, bflo_12022, bflo_24045, bflo_21895, bflo_21817
OG0000406	BRALA20136	bflo_20290
OG0000406	BRALA05294	bflo_25152
OG0000406	BRALA32188	bflo_21907, bflo_24530, bflo_24632
OG0000406	BRALA32278, BRALA18194	bflo_01214, bflo_09784, bflo_09785, bflo_00711, bflo_05446
OG0000406	BRALA21344, BRALA30769	bflo_16060
OG0000406	BRALA32466	bflo_19234, bflo_09186
OG0000408	BRALA32017	bflo_24779
OG0000408	BRALA35937	bflo_00357
OG0000408	BRALA10986	bflo_11955
OG0000408	BRALA28118	bflo_12843
OG0000408	BRALA03468	bflo_12790
OG0000408	BRALA09360, BRALA17138	bflo_12791, bflo_12793
OG0000408	BRALA28119	bflo_12758
OG0000408	BRALA18041	bflo_12205
OG0000408	BRALA03522, BRALA03541	bflo_14033
OG0000408	BRALA15604	bflo_12012
OG0000408	BRALA00210	bflo_00346, bflo_00345
OG0000408	BRALA31012	bflo_05311
OG0000408	BRALA28483	bflo_12850
OG0000409	BRALA10303, BRALA10304	bflo_01293
OG0000409	BRALA28218	bflo_11492
OG0000409	BRALA16408	bflo_10169
OG0000410	BRALA09729	bflo_01989
OG0000410	BRALA30152, BRALA31379	bflo_01601
OG0000410	BRALA17875	bflo_05836
OG0000411	BRALA34958	bflo_17409
OG0000411	BRALA18710	bflo_14978
OG0000411	BRALA18709	bflo_14593
OG0000412	BRALA00561	bflo_00225
OG0000412	BRALA06660	bflo_08591
OG0000412	BRALA01758	bflo_05972
OG0000412	BRALA10138	bflo_16322
OG0000413	BRALA21468	bflo_14739
OG0000413	BRALA06166	bflo_21427
OG0000414	BRALA09612	bflo_25540
OG0000414	BRALA33248	bflo_11851
OG0000414	BRALA30230, BRALA24815	bflo_03708
OG0000414	BRALA28565	bflo_21402
OG0000415	BRALA21989	bflo_12739
OG0000415	BRALA33643, BRALA12432, BRALA21986, BRALA21988	bflo_12745
OG0000415	BRALA33092	bflo_20948
OG0000415	BRALA03189	bflo_12970
OG0000416	BRALA31400	bflo_04749, bflo_04759, bflo_04753, bflo_04751, bflo_23726, bflo_04750
OG0000416	BRALA14141	bflo_13638
OG0000416	BRALA02178	bflo_04314
OG0000416	BRALA17361	bflo_21859
OG0000416	BRALA29138	bflo_20431
OG0000416	BRALA22835	bflo_05100, bflo_04313
OG0000416	BRALA29137	bflo_18679
OG0000416	BRALA02826	bflo_16885, bflo_16545
OG0000417	BRALA30440, BRALA27708	bflo_05335
OG0000418	BRALA13974, BRALA30254, BRALA08626, BRALA32687, BRALA30082	bflo_10994, bflo_12656, bflo_06427
OG0000418	BRALA30120, BRALA15439	bflo_19320
OG0000418	BRALA21558	bflo_25690, bflo_00570
OG0000418	BRALA33313, BRALA27958, BRALA01943	bflo_23088, bflo_14026, bflo_05160
OG0000419	BRALA30844	bflo_03805, bflo_06647, bflo_09952
OG0000419	BRALA03697	bflo_07379
OG0000420	BRALA22044	bflo_17746
OG0000420	BRALA24622	bflo_20236
OG0000420	BRALA13074	bflo_23413
OG0000420	BRALA05449	bflo_23958
OG0000420	BRALA13072	bflo_23642
OG0000420	BRALA13076	bflo_23570
OG0000420	BRALA13077, BRALA13078	bflo_23412
OG0000420	BRALA04230	bflo_07686
OG0000420	BRALA13075	bflo_23569, bflo_23414
OG0000420	BRALA04225	bflo_07685
OG0000421	BRALA15575	bflo_01061
OG0000421	BRALA08430, BRALA08388, BRALA08434, BRALA08389, BRALA15574, BRALA08433, BRALA08387, BRALA05704, BRALA08429	bflo_03273, bflo_03643
OG0000421	BRALA24326, BRALA13437, BRALA29830	bflo_06707, bflo_06708
OG0000421	BRALA08390	bflo_15311, bflo_26901, bflo_06711, bflo_06712
OG0000422	BRALA29319	bflo_20982
OG0000422	BRALA19742	bflo_11502
OG0000422	BRALA15573, BRALA32978	bflo_05277
OG0000422	BRALA08206	bflo_15253
OG0000422	BRALA06280, BRALA26893	bflo_12339, bflo_12202
OG0000422	BRALA01517, BRALA24198	bflo_03208, bflo_03583, bflo_03582
OG0000422	BRALA24289	bflo_09071, bflo_09073, bflo_09072, bflo_10694, bflo_10695, bflo_10366
OG0000422	BRALA01608	bflo_13454, bflo_25701
OG0000422	BRALA12419	bflo_13455, bflo_20656
OG0000422	BRALA34491	bflo_06464
OG0000422	BRALA01803	bflo_06519
OG0000422	BRALA16676	bflo_05957, bflo_26338, bflo_02718, bflo_06687
OG0000422	BRALA16622	bflo_01841
OG0000423	BRALA28541	bflo_01153, bflo_01879
OG0000423	BRALA10039, BRALA08850	bflo_03758, bflo_03760
OG0000423	BRALA08775, BRALA32376, BRALA27000, BRALA08782	bflo_03374, bflo_04913
OG0000423	BRALA32213	bflo_03710
OG0000423	BRALA29263, BRALA12932	bflo_01537
OG0000423	BRALA12930	bflo_00975
OG0000423	BRALA16855, BRALA12282	bflo_21172
OG0000423	BRALA28404	bflo_16906
OG0000423	BRALA16856	bflo_17294, bflo_18481
OG0000423	BRALA12931, BRALA08774, BRALA08777, BRALA00243, BRALA35477	bflo_03825
OG0000423	BRALA03793	bflo_08178, bflo_06970
OG0000423	BRALA03792	bflo_02725, bflo_07464
OG0000423	BRALA20712	bflo_19103, bflo_19377, bflo_19102, bflo_00777, bflo_08176, bflo_11083, bflo_08529
OG0000423	BRALA00747	bflo_25171
OG0000423	BRALA21036	bflo_18649
OG0000423	BRALA05057	bflo_26874, bflo_25385
OG0000424	BRALA03834	bflo_07069
OG0000424	BRALA03844, BRALA29651	bflo_07072
OG0000424	BRALA08803	bflo_03509, bflo_03507
OG0000425	BRALA25795, BRALA31608	bflo_15042
OG0000425	BRALA24699	bflo_08454
OG0000426	BRALA13863	bflo_10409
OG0000427	BRALA09830	bflo_09135
OG0000427	BRALA26779	bflo_24135
OG0000427	BRALA26782, BRALA26781	bflo_24132
OG0000427	BRALA26778, BRALA26788	bflo_23993
OG0000429	BRALA31849	bflo_09712
OG0000429	BRALA13739	bflo_01906
OG0000429	BRALA13741	bflo_00989, bflo_26612
OG0000429	BRALA13742	bflo_00993, bflo_00990
OG0000429	BRALA13766	bflo_05299
OG0000429	BRALA12307	bflo_17239, bflo_05214, bflo_17214
OG0000430	BRALA23824	bflo_22201
OG0000430	BRALA11804	bflo_15444
OG0000430	BRALA05219	bflo_26286
OG0000430	BRALA03761	bflo_07250
OG0000430	BRALA19272	bflo_17434
OG0000430	BRALA07547	bflo_10498
OG0000431	BRALA06237	bflo_23110
OG0000431	BRALA13675	bflo_21622
OG0000432	BRALA18991	bflo_10885
OG0000432	BRALA09358	bflo_11863
OG0000432	BRALA20322	bflo_11424
OG0000433	BRALA23044	bflo_22961
OG0000433	BRALA22158	bflo_20671
OG0000433	BRALA19035	bflo_17648
OG0000434	BRALA01801	bflo_06489
OG0000434	BRALA14574	bflo_26431, bflo_06673
OG0000434	BRALA04475, BRALA20379	bflo_06457, bflo_06459
OG0000435	BRALA00145	bflo_00433
OG0000435	BRALA13279	bflo_09468
OG0000436	BRALA00479	bflo_00824
OG0000437	BRALA23658	bflo_16797
OG0000437	BRALA22832	bflo_13738
OG0000437	BRALA23657, BRALA09050	bflo_16390
OG0000437	BRALA03237	bflo_13496
OG0000440	BRALA30244	bflo_07176
OG0000441	BRALA25332, BRALA25307, BRALA07474, BRALA27611, BRALA06225, BRALA31214	bflo_16416
OG0000442	BRALA23798	bflo_21599
OG0000442	BRALA25405	bflo_17568
OG0000442	BRALA30174	bflo_17631
OG0000443	BRALA14524	bflo_18531
OG0000444	BRALA29773	bflo_10204
OG0000444	BRALA07745	bflo_10684
OG0000445	BRALA05663	bflo_24863
OG0000445	BRALA29510, BRALA27780	bflo_01964, bflo_05054
OG0000445	BRALA00619, BRALA21525	bflo_18289, bflo_00589
OG0000445	BRALA01672	bflo_06262
OG0000445	BRALA24679	bflo_07278
OG0000446	BRALA02260	bflo_04727
OG0000446	BRALA15987	bflo_01065
OG0000447	BRALA30761	bflo_14311
OG0000448	BRALA12672	bflo_14676
OG0000448	BRALA12692	bflo_14718
OG0000449	BRALA03692	bflo_07112
OG0000449	BRALA19009	bflo_17674
OG0000449	BRALA16453	bflo_00356
OG0000450	BRALA29697	bflo_20906
OG0000452	BRALA17205, BRALA01805, BRALA17207	bflo_11354, bflo_12133
OG0000452	BRALA30524	bflo_11353
OG0000452	BRALA10768	bflo_14618
OG0000453	BRALA02457, BRALA14623	bflo_05750
OG0000453	BRALA28906	bflo_12764
OG0000453	BRALA28062	bflo_12115, bflo_07044, bflo_11775
OG0000453	BRALA23580	bflo_17995, bflo_20915, bflo_11283
OG0000453	BRALA19233	bflo_15292
OG0000453	BRALA24206	bflo_21781
OG0000453	BRALA24207	bflo_02998
OG0000454	BRALA16593	bflo_06561
OG0000456	BRALA31739, BRALA14485	bflo_26571
OG0000456	BRALA19382	bflo_00235
OG0000456	BRALA30394, BRALA28489	bflo_03577
OG0000456	BRALA30241, BRALA31700	bflo_03576
OG0000456	BRALA29108	bflo_08833, bflo_17027
OG0000457	BRALA31550, BRALA07318	bflo_20352
OG0000457	BRALA30141, BRALA26521	bflo_19100, bflo_05206
OG0000457	BRALA31330	bflo_25920
OG0000458	BRALA27731	bflo_06803
OG0000458	BRALA08331	bflo_06805
OG0000458	BRALA08332	bflo_06666
OG0000458	BRALA23783	bflo_04696
OG0000459	BRALA15317	bflo_11609, bflo_03237
OG0000459	BRALA09210	bflo_18718
OG0000459	BRALA32905	bflo_18712, bflo_18713, bflo_18714
OG0000459	BRALA32906	bflo_18715
OG0000460	BRALA28315	bflo_14319
OG0000461	BRALA10740	bflo_07181, bflo_00203
OG0000461	BRALA25433	bflo_20096
OG0000463	BRALA09887, BRALA09634	bflo_01416
OG0000463	BRALA16614, BRALA34631	bflo_05598
OG0000465	BRALA17892	bflo_00794
OG0000465	BRALA15766	bflo_24499
OG0000466	BRALA25737	bflo_05052, bflo_12297, bflo_12296
OG0000466	BRALA15112, BRALA23392	bflo_05441, bflo_05440
OG0000466	BRALA18219	bflo_00675
OG0000466	BRALA08090, BRALA23477, BRALA06102	bflo_04033, bflo_04039
OG0000467	BRALA17998	bflo_11110
OG0000468	BRALA16180	bflo_03275
OG0000468	BRALA28186	bflo_03654, bflo_03645, bflo_03264, bflo_03637
OG0000468	BRALA18298	bflo_12349
OG0000468	BRALA18299, BRALA18302, BRALA18300	bflo_09961, bflo_09959
OG0000468	BRALA11917	bflo_23431
OG0000469	BRALA35215, BRALA33439	bflo_11324
OG0000469	BRALA16555	bflo_04725
OG0000470	BRALA24698	bflo_08491
OG0000471	BRALA25247, BRALA25253, BRALA25252	bflo_10902
OG0000471	BRALA15053	bflo_06159, bflo_05125
OG0000472	BRALA30097	bflo_20370
OG0000472	BRALA25492, BRALA23375	bflo_20857
OG0000472	BRALA15705	bflo_17690
OG0000472	BRALA11327	bflo_02139
OG0000474	BRALA10583	bflo_00234, bflo_26570
OG0000474	BRALA10584	bflo_00340
OG0000475	BRALA33310	bflo_02919
OG0000476	BRALA20616	bflo_17083
OG0000476	BRALA20613	bflo_17081
OG0000476	BRALA20614	bflo_27202, bflo_17084
OG0000476	BRALA20612	bflo_17087
OG0000476	BRALA14616	bflo_06569
OG0000476	BRALA14614	bflo_06568
OG0000476	BRALA14617	bflo_06570
OG0000477	BRALA07035, BRALA07034	bflo_02512
OG0000477	BRALA32650	bflo_19348
OG0000477	BRALA33142	bflo_27296
OG0000477	BRALA15433	bflo_19342
OG0000478	BRALA03122	bflo_13973, bflo_13972
OG0000478	BRALA14184	bflo_22125
OG0000479	BRALA33937	bflo_17734
OG0000479	BRALA33783	bflo_20950
OG0000480	BRALA30132	bflo_24500
OG0000480	BRALA35901	bflo_24748
OG0000481	BRALA27659	bflo_20169, bflo_20171
OG0000481	BRALA10023	bflo_15712
OG0000481	BRALA03647	bflo_07346
OG0000482	BRALA35197	bflo_20130
OG0000482	BRALA29577	bflo_09175
OG0000483	BRALA28394	bflo_06287, bflo_22552
OG0000483	BRALA28250, BRALA23332, BRALA32403, BRALA31892, BRALA23338, BRALA27180, BRALA31159	bflo_20241
OG0000483	BRALA20943, BRALA21546	bflo_08339, bflo_19838
OG0000483	BRALA26366, BRALA19869	bflo_03459, bflo_17768, bflo_21658, bflo_12219
OG0000483	BRALA30955	bflo_13674
OG0000483	BRALA23331	bflo_03677, bflo_12439
OG0000484	BRALA34077	bflo_25251
OG0000485	BRALA23674	bflo_18606
OG0000485	BRALA05059	bflo_25560
OG0000485	BRALA21189	bflo_16150
OG0000486	BRALA01376	bflo_25698
OG0000486	BRALA02954	bflo_15799
OG0000486	BRALA02956	bflo_16994
OG0000486	BRALA19977	bflo_13974
OG0000486	BRALA04760, BRALA04761	bflo_02817
OG0000486	BRALA03985	bflo_07531
OG0000487	BRALA22509	bflo_00817
OG0000487	BRALA23385	bflo_09879
