Orthogroup	DANRE	BRAFL
OG0000209	DANRE30236, DANRE30237, DANRE30240	bflo_05152
OG0000210	DANRE26694	bflo_26146
OG0000210	DANRE22146	bflo_22179
OG0000211	DANRE07428	bflo_12798
OG0000211	DANRE04462, DANRE04461	bflo_14216
OG0000211	DANRE19375, DANRE19374	bflo_06051
OG0000211	DANRE37551, DANRE40803	bflo_25629
OG0000211	DANRE25257, DANRE37648	bflo_06787
OG0000213	DANRE08407, DANRE01235, DANRE01234, DANRE01233, DANRE33709	bflo_24585, bflo_27467, bflo_20763, bflo_20912, bflo_20752
OG0000215	DANRE41569, DANRE41567, DANRE41568	bflo_15298
OG0000216	DANRE14563, DANRE14564	bflo_07012
OG0000216	DANRE10392, DANRE10391, DANRE10389, DANRE10390	bflo_03579, bflo_03588, bflo_03580
OG0000218	DANRE21272, DANRE22815	bflo_12835
OG0000219	DANRE04662	bflo_13287, bflo_05984, bflo_17826, bflo_17816, bflo_17918, bflo_21445, bflo_18982, bflo_15403, bflo_17922, bflo_11310, bflo_09478, bflo_13172
OG0000220	DANRE26586, DANRE26587, DANRE26588, DANRE26584, DANRE26583, DANRE26585, DANRE23907	bflo_05704
OG0000221	DANRE21380, DANRE21379, DANRE42561, DANRE24216, DANRE24218, DANRE24215, DANRE26894, DANRE26896, DANRE26895, DANRE24217, DANRE29970, DANRE29969, DANRE03479	bflo_02108, bflo_18535, bflo_18534
OG0000221	DANRE13103, DANRE13104, DANRE41056, DANRE02442, DANRE02443	bflo_24796
OG0000221	DANRE42362, DANRE10521, DANRE29024, DANRE29025	bflo_00282
OG0000222	DANRE08892, DANRE02501, DANRE02503, DANRE02502, DANRE02504, DANRE22242, DANRE22243, DANRE22240, DANRE22239, DANRE22241	bflo_14099, bflo_07131, bflo_00039, bflo_14098, bflo_15183, bflo_14097, bflo_00040, bflo_14514, bflo_24486, bflo_24255
OG0000223	DANRE41770	bflo_26185
OG0000223	DANRE12033, DANRE12032, DANRE18153, DANRE18152	bflo_06096
OG0000225	DANRE31381, DANRE31382, DANRE31383, DANRE31384, DANRE31380, DANRE31379, DANRE31378, DANRE31377, DANRE22490, DANRE36644, DANRE36645, DANRE40476, DANRE31226, DANRE40474, DANRE40473, DANRE23156, DANRE19629, DANRE19630, DANRE06683	bflo_11467, bflo_12198
OG0000226	DANRE11650	bflo_12072, bflo_17738
OG0000226	DANRE21406, DANRE21407	bflo_00058, bflo_20217, bflo_01950, bflo_20215, bflo_20642, bflo_01174
OG0000227	DANRE29562, DANRE29563, DANRE29564, DANRE35864, DANRE35865, DANRE41502, DANRE41503	bflo_02307
OG0000227	DANRE38834, DANRE38835, DANRE17989, DANRE17987, DANRE17988, DANRE26274, DANRE26273, DANRE23312, DANRE23311	bflo_02636, bflo_10496
OG0000228	DANRE06598	bflo_01182
OG0000228	DANRE00776, DANRE00778, DANRE00777, DANRE00779, DANRE08336, DANRE08337, DANRE08338, DANRE06599, DANRE16467, DANRE16468, DANRE06597, DANRE06596	bflo_20305
OG0000228	DANRE06500, DANRE16434	bflo_19868
OG0000229	DANRE24412	bflo_18348, bflo_25072, bflo_23578, bflo_25694, bflo_17957, bflo_08566, bflo_09217, bflo_20400, bflo_13429, bflo_08175, bflo_00576, bflo_08161
OG0000230	DANRE12069	bflo_26037
OG0000230	DANRE10728, DANRE25026, DANRE25027, DANRE25025, DANRE00291, DANRE00293, DANRE00292, DANRE00290	bflo_02219, bflo_02208, bflo_06554, bflo_16699
OG0000231	DANRE06400, DANRE33794, DANRE36523, DANRE36524, DANRE15555, DANRE15556, DANRE23636, DANRE23635, DANRE16408, DANRE42391, DANRE42390	bflo_14395
OG0000231	DANRE25539, DANRE25538, DANRE13340, DANRE24581, DANRE24580, DANRE24579, DANRE24582	bflo_05103
OG0000232	DANRE07126, DANRE15614, DANRE06445, DANRE06442, DANRE06446, DANRE06443, DANRE06448, DANRE06450, DANRE06449, DANRE06444, DANRE06441, DANRE06440, DANRE06439, DANRE06451	bflo_25827
OG0000233	DANRE09844	bflo_13285, bflo_18558
OG0000233	DANRE06154, DANRE34266	bflo_15944, bflo_15706, bflo_16241, bflo_16463
OG0000234	DANRE21676, DANRE21675, DANRE19408, DANRE19409, DANRE12183, DANRE12184, DANRE08990, DANRE08989, DANRE13969	bflo_07045
OG0000234	DANRE31517, DANRE31519, DANRE31518, DANRE31520, DANRE31523, DANRE31521, DANRE38638, DANRE38634, DANRE38635, DANRE38636	bflo_04797
OG0000235	DANRE38514, DANRE12735, DANRE12734, DANRE38515, DANRE38513	bflo_22792, bflo_12083, bflo_11065, bflo_11313, bflo_10000, bflo_13433, bflo_13432
OG0000235	DANRE06028, DANRE06029, DANRE01063, DANRE42731, DANRE42730, DANRE42729, DANRE42728	bflo_09528, bflo_09189, bflo_19819, bflo_04584, bflo_04593
OG0000236	DANRE36231	bflo_16655
OG0000236	DANRE18162, DANRE10815	bflo_17564
OG0000238	DANRE03666, DANRE29074, DANRE03667	bflo_23355, bflo_22808
OG0000238	DANRE26344, DANRE26345, DANRE23102, DANRE22472	bflo_13165
OG0000238	DANRE22473	bflo_16032
OG0000239	DANRE03491, DANRE29951, DANRE03738, DANRE26391, DANRE26392, DANRE41746, DANRE41745, DANRE35712, DANRE19581, DANRE41747, DANRE35710, DANRE19582, DANRE35708	bflo_02548
OG0000239	DANRE18831, DANRE11676	bflo_05968
OG0000239	DANRE29702, DANRE29704, DANRE29703, DANRE03364, DANRE03363, DANRE03365, DANRE09553, DANRE14346, DANRE14347	bflo_02152
OG0000240	DANRE33483	bflo_04930
OG0000242	DANRE30582, DANRE33050, DANRE33048, DANRE33049	bflo_03394, bflo_03145
OG0000242	DANRE39800, DANRE30613, DANRE23069	bflo_12023
OG0000242	DANRE14239	bflo_11849
OG0000243	DANRE12922, DANRE12921	bflo_15950, bflo_12290, bflo_12291, bflo_12292
OG0000244	DANRE01749, DANRE01750, DANRE40364, DANRE33065, DANRE26123, DANRE23383	bflo_12462
OG0000244	DANRE39345, DANRE10256, DANRE14300	bflo_13161
OG0000245	DANRE25755, DANRE25204, DANRE25202, DANRE31214	bflo_20961
OG0000245	DANRE00016, DANRE10304, DANRE13418, DANRE13419, DANRE28142, DANRE28141, DANRE29955, DANRE03484, DANRE41507, DANRE35857, DANRE08680	bflo_20575
OG0000246	DANRE29491	bflo_04734
OG0000246	DANRE35156	bflo_17998
OG0000248	DANRE11475, DANRE03510, DANRE03511, DANRE03504, DANRE03515, DANRE03516, DANRE17595, DANRE17596, DANRE03517, DANRE03512, DANRE03507, DANRE03513, DANRE03514, DANRE03518, DANRE03508, DANRE03509, DANRE03506, DANRE03505, DANRE03503, DANRE33895, DANRE34721, DANRE34722, DANRE34720, DANRE09912, DANRE09911, DANRE09913, DANRE13533, DANRE09910	bflo_17506, bflo_17504, bflo_00059, bflo_17505, bflo_17510, bflo_17509, bflo_17511, bflo_17358
OG0000249	DANRE13228, DANRE13229, DANRE13226, DANRE13227, DANRE40116, DANRE40115, DANRE28146, DANRE28145, DANRE28147, DANRE09928, DANRE09927, DANRE13541, DANRE13540, DANRE13542	bflo_05893
OG0000250	DANRE30458	bflo_14740
OG0000250	DANRE00270, DANRE00269	bflo_07487
OG0000250	DANRE31328, DANRE31327, DANRE31326	bflo_03907
OG0000251	DANRE07628, DANRE07629, DANRE02499, DANRE02498	bflo_24803
OG0000251	DANRE08966	bflo_25114
OG0000251	DANRE24414, DANRE24413, DANRE24415	bflo_17944
OG0000251	DANRE02814	bflo_01933, bflo_01932
OG0000253	DANRE19180	bflo_03312, bflo_22412, bflo_02566, bflo_02565, bflo_22424
OG0000253	DANRE31598, DANRE19183, DANRE19182, DANRE19179, DANRE19181, DANRE28987, DANRE23693, DANRE23694	bflo_07843, bflo_17259, bflo_17258, bflo_22107, bflo_22404
OG0000254	DANRE20802, DANRE20776, DANRE20774	bflo_13337, bflo_01449
OG0000255	DANRE20502	bflo_25398, bflo_21759
OG0000255	DANRE38523, DANRE38521, DANRE38522, DANRE38524	bflo_02995, bflo_03545, bflo_03501, bflo_09026, bflo_10822, bflo_26943, bflo_10188
OG0000256	DANRE00399, DANRE00398, DANRE30242, DANRE17145, DANRE17146	bflo_15939
OG0000256	DANRE00533, DANRE00532, DANRE12153, DANRE25972, DANRE25973, DANRE25974, DANRE12154	bflo_05770, bflo_15447, bflo_15439, bflo_16355, bflo_06565, bflo_06704, bflo_05769, bflo_05771, bflo_02366
OG0000257	DANRE15601, DANRE15602, DANRE39467, DANRE39468, DANRE39469, DANRE12721, DANRE12720	bflo_06086
OG0000257	DANRE12294	bflo_05561, bflo_05804
OG0000257	DANRE11745, DANRE18824, DANRE18823, DANRE05266, DANRE07014, DANRE39437	bflo_18300
OG0000258	DANRE09334, DANRE09335, DANRE30358, DANRE30357, DANRE36030, DANRE15459, DANRE30359, DANRE29836, DANRE15460	bflo_22962
OG0000258	DANRE02230, DANRE36624, DANRE31543, DANRE31544	bflo_12243, bflo_27029
OG0000258	DANRE17770, DANRE05460, DANRE04652, DANRE03782	bflo_09846
OG0000259	DANRE13042, DANRE13033, DANRE13032, DANRE13036, DANRE13035, DANRE13034, DANRE13029, DANRE13028, DANRE13027, DANRE13030, DANRE13031, DANRE13037, DANRE13025, DANRE13026, DANRE13024, DANRE13064, DANRE13061, DANRE13063, DANRE13062, DANRE13040, DANRE13041, DANRE13053, DANRE13045, DANRE13043, DANRE13048, DANRE13047, DANRE13046, DANRE13039, DANRE13038	bflo_17290
OG0000260	DANRE25713, DANRE25714, DANRE30881, DANRE30885, DANRE30884, DANRE30882, DANRE30883, DANRE22095, DANRE22094	bflo_11239
OG0000260	DANRE39700, DANRE39699, DANRE04207, DANRE04206, DANRE06073	bflo_10598
OG0000261	DANRE28083, DANRE28082, DANRE28081, DANRE15328, DANRE15323, DANRE15327, DANRE15322, DANRE15324, DANRE06860, DANRE06861, DANRE06859, DANRE06857, DANRE06858, DANRE06856, DANRE06855	bflo_27404, bflo_22599
OG0000265	DANRE17649, DANRE17650, DANRE30214, DANRE30216, DANRE30217, DANRE30212, DANRE30213, DANRE30215, DANRE17167, DANRE35122, DANRE35123, DANRE35124, DANRE33277, DANRE33279, DANRE33280, DANRE33278, DANRE17651	bflo_15782
OG0000265	DANRE41183, DANRE25673, DANRE25672, DANRE25671	bflo_11416
OG0000268	DANRE14772, DANRE14773	bflo_22222
OG0000268	DANRE41508, DANRE41510, DANRE41509, DANRE09818	bflo_18613
OG0000269	DANRE01952, DANRE01953, DANRE29121, DANRE29120, DANRE27283, DANRE27282, DANRE27284, DANRE39211	bflo_07605, bflo_07749, bflo_07444
OG0000270	DANRE04651, DANRE03784, DANRE03783, DANRE17767, DANRE17768, DANRE17769, DANRE05463, DANRE05461, DANRE05462, DANRE08265	bflo_12661
OG0000270	DANRE19984	bflo_06769
OG0000270	DANRE08992, DANRE30651, DANRE30650	bflo_17964
OG0000270	DANRE07768	bflo_10845
OG0000272	DANRE08227	bflo_20963
OG0000273	DANRE27068	bflo_25314
OG0000273	DANRE09438, DANRE29892	bflo_23197
OG0000273	DANRE33683	bflo_20358
OG0000273	DANRE18454	bflo_01441, bflo_15082
OG0000275	DANRE18795, DANRE11797, DANRE11799, DANRE11798, DANRE11728, DANRE11729	bflo_23854
OG0000275	DANRE04264, DANRE04262, DANRE05343, DANRE05353, DANRE05351, DANRE05345, DANRE05349, DANRE05352, DANRE05348, DANRE05346, DANRE05344, DANRE05350, DANRE05342, DANRE04263, DANRE05347, DANRE15840, DANRE15841, DANRE35415	bflo_06993
OG0000276	DANRE39252	bflo_07887
OG0000277	DANRE40145, DANRE33384, DANRE39642	bflo_21003
OG0000277	DANRE05075, DANRE05074, DANRE05086, DANRE05084, DANRE05077, DANRE05087, DANRE00061, DANRE00060, DANRE33406, DANRE43188	bflo_08414, bflo_08390
OG0000278	DANRE01538	bflo_14386
OG0000278	DANRE28332	bflo_14160
OG0000278	DANRE35562	bflo_07463
OG0000279	DANRE23903, DANRE23904, DANRE23902	bflo_26003, bflo_21263, bflo_14359, bflo_16130, bflo_06826, bflo_12106, bflo_11109
OG0000280	DANRE34788, DANRE01505, DANRE12869, DANRE12870	bflo_05880
OG0000280	DANRE18194	bflo_17443, bflo_17444
OG0000280	DANRE25734	bflo_06595
OG0000281	DANRE20682, DANRE20683, DANRE31164, DANRE31162, DANRE31163, DANRE31165, DANRE22293, DANRE22294, DANRE12990, DANRE17976, DANRE17975, DANRE26281, DANRE03433, DANRE03431, DANRE03430, DANRE03434, DANRE03432	bflo_03462, bflo_16045, bflo_13261, bflo_13430, bflo_18051, bflo_13262
OG0000281	DANRE04421, DANRE20577, DANRE16296, DANRE16297, DANRE16295, DANRE06166, DANRE06167	bflo_00368, bflo_21679, bflo_07361
OG0000282	DANRE26878, DANRE24153	bflo_18668
OG0000282	DANRE06182, DANRE06181	bflo_10082
OG0000282	DANRE05309	bflo_16486
OG0000284	DANRE40041, DANRE40043, DANRE40042, DANRE40040, DANRE26654, DANRE26655, DANRE43399, DANRE43400, DANRE43140, DANRE43141, DANRE35642, DANRE35643	bflo_15835
OG0000284	DANRE16784, DANRE16785, DANRE06207, DANRE06206	bflo_05726, bflo_25543
OG0000285	DANRE03809, DANRE03811, DANRE03810	bflo_20983
OG0000286	DANRE30995, DANRE12494, DANRE30578	bflo_12906
OG0000286	DANRE13117, DANRE13116, DANRE13115	bflo_18749
OG0000286	DANRE32920	bflo_01960, bflo_01290, bflo_12902, bflo_02311
OG0000286	DANRE42936	bflo_22920, bflo_15359, bflo_03473
OG0000287	DANRE24348, DANRE24347, DANRE19534, DANRE19533, DANRE19535, DANRE00792, DANRE00793, DANRE07603	bflo_10114
OG0000288	DANRE27140, DANRE27142, DANRE27141	bflo_26633, bflo_01668
OG0000288	DANRE18515	bflo_01426
OG0000289	DANRE23961, DANRE04508, DANRE04509, DANRE04510	bflo_06472
OG0000289	DANRE27163, DANRE40066, DANRE40068, DANRE40067	bflo_25546
OG0000289	DANRE09075, DANRE23535	bflo_09862
OG0000290	DANRE41668, DANRE41667	bflo_13988, bflo_13058
OG0000295	DANRE12214, DANRE12212	bflo_22289, bflo_22293, bflo_22290
OG0000295	DANRE29067, DANRE29068, DANRE15487	bflo_23384
OG0000296	DANRE12056, DANRE12057	bflo_21806
OG0000296	DANRE00423, DANRE40159	bflo_02743
OG0000296	DANRE37567, DANRE37566	bflo_05453
OG0000296	DANRE33437, DANRE33436, DANRE39170	bflo_26263
OG0000296	DANRE08985, DANRE38849, DANRE38850	bflo_12924
OG0000297	DANRE34809, DANRE19503, DANRE19505, DANRE19504, DANRE26015, DANRE37048	bflo_21703
OG0000298	DANRE38196, DANRE08768, DANRE33531, DANRE00079, DANRE37490	bflo_06989, bflo_18469, bflo_04812, bflo_04804, bflo_08802, bflo_12596, bflo_14438, bflo_03133, bflo_03983
OG0000299	DANRE24910, DANRE24909, DANRE24914, DANRE28382, DANRE28381, DANRE28383, DANRE22586, DANRE22588	bflo_05834
OG0000300	DANRE15037, DANRE04513	bflo_00967
OG0000300	DANRE12505	bflo_02864, bflo_02859
OG0000300	DANRE01874, DANRE01875	bflo_02251, bflo_22286
OG0000300	DANRE34430, DANRE34428, DANRE34431, DANRE41908	bflo_17470, bflo_17471
OG0000300	DANRE10026	bflo_14805
OG0000300	DANRE41909	bflo_06973
OG0000301	DANRE28917	bflo_08303
OG0000301	DANRE05039, DANRE43060, DANRE39381, DANRE39383, DANRE39380, DANRE39382, DANRE15600	bflo_07441
OG0000301	DANRE31227, DANRE31228, DANRE31229, DANRE31230, DANRE12465, DANRE01897	bflo_04893
OG0000301	DANRE05118, DANRE05119	bflo_07443
OG0000302	DANRE42649, DANRE21389	bflo_00916
OG0000303	DANRE33104, DANRE32374	bflo_19682, bflo_04190, bflo_19362, bflo_01232, bflo_17806, bflo_04194, bflo_13494, bflo_11143, bflo_04240, bflo_19769, bflo_04251, bflo_04264, bflo_04181, bflo_19235, bflo_04687, bflo_14966, bflo_17048, bflo_19471, bflo_20673, bflo_14770, bflo_02632, bflo_02299, bflo_11362, bflo_22868, bflo_02300, bflo_04188, bflo_01268, bflo_01844, bflo_23879, bflo_01137, bflo_01131, bflo_02301, bflo_03675, bflo_16306, bflo_01113
OG0000305	DANRE31139	bflo_11095
OG0000305	DANRE09757, DANRE09755, DANRE09756	bflo_00776
OG0000305	DANRE15092, DANRE10598, DANRE10597, DANRE41676, DANRE35836, DANRE35835, DANRE27357, DANRE27356, DANRE01697	bflo_26487
OG0000306	DANRE20509, DANRE20510, DANRE05062, DANRE05061, DANRE05060, DANRE04107, DANRE04106, DANRE05063, DANRE01567, DANRE39184, DANRE01564, DANRE39185, DANRE04108, DANRE01566, DANRE33720, DANRE33719, DANRE15656, DANRE15655, DANRE39182, DANRE39180, DANRE39181, DANRE20511, DANRE39183, DANRE01565	bflo_26863, bflo_07664
OG0000307	DANRE17785, DANRE17787, DANRE04919, DANRE04920, DANRE04921, DANRE34384, DANRE08188, DANRE08189, DANRE04923, DANRE04922, DANRE34831, DANRE34829	bflo_11418
OG0000307	DANRE17786, DANRE00127	bflo_12444
OG0000307	DANRE34832, DANRE34830, DANRE00128, DANRE25724	bflo_00646
OG0000308	DANRE09139, DANRE35889	bflo_21090, bflo_19079
OG0000308	DANRE14822	bflo_01607
OG0000308	DANRE24047	bflo_12857
OG0000309	DANRE02723, DANRE02724, DANRE02722, DANRE02728, DANRE02726, DANRE02730, DANRE02725, DANRE02729, DANRE31532, DANRE31530, DANRE31531, DANRE31533, DANRE01780, DANRE01781, DANRE01783, DANRE01782	bflo_10850
OG0000309	DANRE23060, DANRE23059	bflo_23265, bflo_23266
OG0000310	DANRE42431	bflo_21828, bflo_21878, bflo_21890
OG0000310	DANRE00597, DANRE00598	bflo_22698
OG0000311	DANRE08870	bflo_00289, bflo_15637
OG0000312	DANRE35322	bflo_02438, bflo_02608
OG0000312	DANRE38016, DANRE38017	bflo_22345
OG0000312	DANRE07302, DANRE01094, DANRE01093	bflo_14984
OG0000313	DANRE16304, DANRE41630, DANRE41631	bflo_07081
OG0000313	DANRE20918, DANRE27620, DANRE14004	bflo_24346
OG0000313	DANRE31017, DANRE31016	bflo_11036
OG0000314	DANRE03624, DANRE03625, DANRE28629, DANRE04014, DANRE28800, DANRE09345, DANRE09346, DANRE14022	bflo_14280, bflo_06129
OG0000315	DANRE07577	bflo_19863
OG0000315	DANRE25676, DANRE31346	bflo_11459
OG0000316	DANRE04968, DANRE04967, DANRE04969, DANRE15792	bflo_07930
OG0000316	DANRE21548, DANRE37601	bflo_06029
OG0000317	DANRE18157, DANRE14722, DANRE09214, DANRE14150	bflo_25588
OG0000317	DANRE18158	bflo_06250
OG0000319	DANRE10764, DANRE10762, DANRE27249	bflo_00251
OG0000320	DANRE18363	bflo_02185, bflo_02809, bflo_02811, bflo_02563, bflo_02182
OG0000321	DANRE40064, DANRE40063, DANRE27127	bflo_25250
OG0000321	DANRE28812, DANRE28813, DANRE21948	bflo_14252
OG0000321	DANRE27073, DANRE06909, DANRE16086, DANRE16087, DANRE42326, DANRE23859, DANRE06908, DANRE42325, DANRE23860, DANRE23861	bflo_21833
OG0000322	DANRE01544, DANRE01543, DANRE01540, DANRE01539	bflo_26971
OG0000322	DANRE34869, DANRE43093, DANRE19017	bflo_08922, bflo_08920, bflo_15138
OG0000323	DANRE09638, DANRE09637, DANRE09636, DANRE09635	bflo_05046
OG0000323	DANRE23843, DANRE23842, DANRE21375, DANRE21376, DANRE21377, DANRE42716	bflo_06855, bflo_00944
OG0000325	DANRE43126	bflo_12232, bflo_09567, bflo_09570, bflo_10405, bflo_10403
OG0000325	DANRE42809, DANRE42808, DANRE29033	bflo_10381
OG0000326	DANRE02837, DANRE22886, DANRE22885, DANRE22887, DANRE27986, DANRE27987, DANRE13111, DANRE13112, DANRE35291, DANRE35290, DANRE35289	bflo_24771
OG0000326	DANRE02839	bflo_24244, bflo_18099, bflo_05436, bflo_02499, bflo_17884, bflo_00946, bflo_00937, bflo_00010, bflo_00928, bflo_00963, bflo_15022
OG0000328	DANRE25385, DANRE37285, DANRE25380, DANRE25379, DANRE25381, DANRE25382, DANRE14786, DANRE14785, DANRE14788, DANRE14787, DANRE09967, DANRE25383, DANRE25384, DANRE22651, DANRE02390, DANRE02392, DANRE02389, DANRE02388, DANRE02391, DANRE22650	bflo_12807
OG0000329	DANRE23030, DANRE23031, DANRE35616, DANRE35618, DANRE35617, DANRE42608, DANRE42609, DANRE15386, DANRE15385, DANRE15388, DANRE15387, DANRE24617, DANRE26385, DANRE26384, DANRE26387, DANRE26386, DANRE35619, DANRE26383, DANRE26388, DANRE03328	bflo_02662, bflo_02816
OG0000330	DANRE17464, DANRE17456, DANRE17455, DANRE17462, DANRE17461, DANRE17463, DANRE17460, DANRE17458, DANRE17457	bflo_20843
OG0000332	DANRE34741, DANRE34268, DANRE34267, DANRE01405, DANRE00047, DANRE33568, DANRE33567, DANRE04341	bflo_20674, bflo_20675, bflo_20908, bflo_20697, bflo_20842, bflo_07810, bflo_08188, bflo_08685, bflo_08531, bflo_21155, bflo_07849, bflo_07847, bflo_07846, bflo_07449, bflo_07857, bflo_07436, bflo_08606, bflo_08607, bflo_08286, bflo_07819, bflo_07818, bflo_05057, bflo_07854, bflo_14011, bflo_06935, bflo_19847, bflo_07435, bflo_08285, bflo_07434, bflo_07437, bflo_07848, bflo_08616, bflo_07811, bflo_07974
OG0000333	DANRE00395	bflo_16817
OG0000333	DANRE17893, DANRE17892	bflo_06891, bflo_06878, bflo_18858, bflo_18285, bflo_17227, bflo_24303, bflo_23040, bflo_23039, bflo_24521, bflo_24295, bflo_20802, bflo_13850, bflo_21114, bflo_04488, bflo_20977, bflo_04489, bflo_25380, bflo_11612, bflo_11808, bflo_17617, bflo_13700, bflo_19069, bflo_03787
OG0000338	DANRE20312, DANRE07418, DANRE01510, DANRE01511, DANRE01512, DANRE39673, DANRE39672	bflo_20075
OG0000338	DANRE39674, DANRE39675, DANRE26933, DANRE26935, DANRE26934	bflo_21195
OG0000338	DANRE25350, DANRE10476, DANRE25349, DANRE25347, DANRE25348, DANRE10472, DANRE10473, DANRE10474	bflo_13201
OG0000339	DANRE37053, DANRE37054	bflo_12910, bflo_12916, bflo_12912, bflo_12913, bflo_20893
OG0000341	DANRE24080, DANRE24082, DANRE24081, DANRE23273, DANRE23274, DANRE23276, DANRE23268, DANRE23269, DANRE23275, DANRE23271, DANRE37043, DANRE37044, DANRE14515, DANRE14516	bflo_06684
OG0000343	DANRE30806, DANRE30807, DANRE30808, DANRE10048, DANRE10049, DANRE10047, DANRE38028, DANRE38032, DANRE38029, DANRE38030, DANRE08041, DANRE08040, DANRE08038, DANRE08039, DANRE00942, DANRE00939, DANRE00938	bflo_17341
OG0000344	DANRE35029, DANRE35030, DANRE37821, DANRE16377, DANRE43054	bflo_20509
OG0000344	DANRE34575, DANRE23096, DANRE23097	bflo_15058, bflo_10074, bflo_03028, bflo_15361, bflo_02989, bflo_26940, bflo_14609, bflo_15024, bflo_10164, bflo_09249, bflo_15387, bflo_15389, bflo_15385, bflo_15391
OG0000345	DANRE41177, DANRE20579, DANRE15725, DANRE06044, DANRE03976, DANRE03977	bflo_10887, bflo_01446
OG0000346	DANRE35422, DANRE29104, DANRE29105, DANRE36435, DANRE36436, DANRE36433, DANRE36434, DANRE36437, DANRE00477, DANRE00478, DANRE00476	bflo_25218
OG0000347	DANRE35256	bflo_18894, bflo_19206, bflo_02232, bflo_02560, bflo_02559, bflo_18816, bflo_19419
OG0000349	DANRE38827, DANRE38828, DANRE20921, DANRE26293	bflo_13342, bflo_13341, bflo_12597
OG0000350	DANRE01886, DANRE01885, DANRE22467, DANRE23944, DANRE23945, DANRE04491, DANRE14797	bflo_01838
OG0000350	DANRE03097, DANRE28285	bflo_07745
OG0000350	DANRE10737, DANRE10736, DANRE10735	bflo_05176
OG0000350	DANRE13423, DANRE12046, DANRE10734, DANRE18664, DANRE18663	bflo_21677
OG0000351	DANRE23567, DANRE23568	bflo_11803, bflo_06751, bflo_11123, bflo_12172, bflo_11092, bflo_06493
OG0000352	DANRE00052, DANRE00051, DANRE00054, DANRE00053, DANRE40150, DANRE29098, DANRE29099, DANRE16846, DANRE16847	bflo_25258
OG0000352	DANRE18553, DANRE18552	bflo_17369
OG0000353	DANRE11202, DANRE11203, DANRE35307, DANRE35308, DANRE19661, DANRE19660, DANRE11200, DANRE03298, DANRE11201, DANRE15654, DANRE39190, DANRE39186, DANRE39187	bflo_06917
OG0000356	DANRE34397, DANRE34391, DANRE34388, DANRE34390, DANRE34392, DANRE34396, DANRE34389, DANRE34395, DANRE34393, DANRE34394, DANRE02928, DANRE02927, DANRE02929	bflo_08887
OG0000356	DANRE36680, DANRE36679, DANRE20639, DANRE20640	bflo_09044, bflo_09043, bflo_27095, bflo_13915
OG0000357	DANRE01432, DANRE01431, DANRE40852, DANRE40853, DANRE01433	bflo_21193
OG0000357	DANRE31492, DANRE31491, DANRE25521, DANRE25522, DANRE25519, DANRE31493, DANRE02489, DANRE02488, DANRE23129, DANRE25520	bflo_12361
OG0000358	DANRE25564, DANRE25563	bflo_04698
OG0000358	DANRE31035, DANRE31036, DANRE12471, DANRE12472	bflo_03207
OG0000358	DANRE30967	bflo_03399
OG0000358	DANRE42327, DANRE42328	bflo_22355
OG0000359	DANRE12179	bflo_23810
OG0000359	DANRE17317, DANRE17318, DANRE17316, DANRE41910	bflo_20615
OG0000359	DANRE29664, DANRE29663	bflo_21858, bflo_21418, bflo_21948, bflo_11427, bflo_22311, bflo_01605
OG0000359	DANRE06415, DANRE06416, DANRE06413, DANRE06414	bflo_14379
OG0000360	DANRE06751	bflo_20148, bflo_14730
OG0000360	DANRE17865, DANRE17866	bflo_14063
OG0000360	DANRE01799, DANRE01798, DANRE01797	bflo_11395
OG0000362	DANRE10829	bflo_20717, bflo_19891
OG0000362	DANRE16934, DANRE03869, DANRE04571, DANRE04570	bflo_08544, bflo_18903, bflo_19635, bflo_00545, bflo_07214, bflo_07309
OG0000363	DANRE05157, DANRE05158	bflo_16028
OG0000363	DANRE03815, DANRE13868	bflo_19825, bflo_20728, bflo_20486, bflo_19824, bflo_21073
OG0000365	DANRE27060, DANRE24567, DANRE26709, DANRE26710, DANRE16764, DANRE28891	bflo_25324
OG0000367	DANRE36654, DANRE31524, DANRE01785, DANRE01784	bflo_12373, bflo_12346
OG0000367	DANRE22496, DANRE26403, DANRE26402, DANRE26404, DANRE26405, DANRE18908, DANRE18907	bflo_01421
OG0000372	DANRE02748	bflo_24061
OG0000372	DANRE06645, DANRE06644	bflo_15126
OG0000372	DANRE22505, DANRE22504, DANRE11712, DANRE18764	bflo_06799
OG0000373	DANRE42982, DANRE29521, DANRE03427, DANRE03426	bflo_20268
OG0000373	DANRE39515, DANRE39514	bflo_20832
OG0000374	DANRE35506, DANRE27018, DANRE23780, DANRE41520, DANRE23150, DANRE35505, DANRE35504	bflo_02391
OG0000374	DANRE00058, DANRE03789, DANRE05089, DANRE33404, DANRE33403	bflo_08395
OG0000374	DANRE23152, DANRE23151, DANRE27829	bflo_02486
OG0000375	DANRE30139, DANRE30138, DANRE16765, DANRE03047, DANRE04153, DANRE30105, DANRE30106, DANRE30107, DANRE04150	bflo_27422, bflo_23080
OG0000378	DANRE35004, DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468, DANRE13826, DANRE13825, DANRE09246, DANRE09245, DANRE09244	bflo_09799
OG0000379	DANRE08570	bflo_20897
OG0000379	DANRE04156	bflo_23374
OG0000379	DANRE16856, DANRE16855	bflo_23272
OG0000379	DANRE14077, DANRE14080, DANRE14079, DANRE14076, DANRE14078	bflo_26192
OG0000382	DANRE02655, DANRE37846, DANRE37849, DANRE37847, DANRE37848	bflo_11264
