Orthogroup	DANRE	BRAFL
OG0002419	DANRE03573, DANRE03574	bflo_27367
OG0002420	DANRE13319, DANRE13318, DANRE12102, DANRE16729, DANRE16730, DANRE04597, DANRE04596	bflo_10616
OG0002421	DANRE24979, DANRE24978	bflo_06231
OG0002421	DANRE38877, DANRE38875, DANRE38878, DANRE38876	bflo_12659
OG0002422	DANRE07168, DANRE07169, DANRE07170, DANRE07166	bflo_17604
OG0002423	DANRE42835, DANRE42834, DANRE42825, DANRE42824	bflo_04147
OG0002424	DANRE01469, DANRE41198, DANRE06511, DANRE07185	bflo_09230
OG0002425	DANRE22894, DANRE22893	bflo_00948, bflo_15829
OG0002426	DANRE28444, DANRE28456	bflo_22946
OG0002427	DANRE33043, DANRE38738, DANRE38737, DANRE33047	bflo_10456
OG0002428	DANRE14864, DANRE14867, DANRE14866, DANRE14865, DANRE01600, DANRE01601, DANRE29962	bflo_00700
OG0002429	DANRE22357, DANRE22358, DANRE22359	bflo_13260
OG0002431	DANRE08655, DANRE08653, DANRE08654, DANRE09975, DANRE09976, DANRE09974, DANRE09977, DANRE23181, DANRE23180	bflo_24377
OG0002432	DANRE42922, DANRE42921, DANRE17868, DANRE17867, DANRE42920, DANRE42923	bflo_14225
OG0002433	DANRE04279	bflo_23332
OG0002434	DANRE23360, DANRE23359, DANRE23358, DANRE41679, DANRE41680	bflo_19349
OG0002435	DANRE35363	bflo_25999
OG0002436	DANRE33714, DANRE33713, DANRE20406, DANRE20405, DANRE07419	bflo_20619
OG0002437	DANRE35170, DANRE35172, DANRE35173, DANRE35171	bflo_16671
OG0002438	DANRE36809, DANRE41415, DANRE41414	bflo_18794
OG0002439	DANRE31516, DANRE31514, DANRE31515, DANRE25773, DANRE38938	bflo_04094
OG0002441	DANRE18192, DANRE18191, DANRE20092, DANRE20093, DANRE20091, DANRE20094, DANRE20090	bflo_18128
OG0002444	DANRE02469, DANRE25326	bflo_12548
OG0002444	DANRE02953	bflo_09696
OG0002445	DANRE05848	bflo_18122
OG0002446	DANRE29262, DANRE29263	bflo_23291
OG0002447	DANRE36512	bflo_14524
OG0002448	DANRE05208, DANRE05207, DANRE04304, DANRE04305, DANRE05209	bflo_07090
OG0002449	DANRE37893, DANRE17401	bflo_15682
OG0002449	DANRE12094	bflo_15594
OG0002450	DANRE10330, DANRE14502, DANRE34843	bflo_03594
OG0002451	DANRE01618, DANRE01617, DANRE01619, DANRE01620, DANRE25569	bflo_11446
OG0002452	DANRE42822, DANRE42821, DANRE42823, DANRE35803, DANRE29202, DANRE03137, DANRE35804	bflo_00746
OG0002453	DANRE19771, DANRE19770	bflo_12392
OG0002454	DANRE01438, DANRE01437, DANRE01439, DANRE07934, DANRE01116	bflo_20017
OG0002455	DANRE41076, DANRE41075, DANRE08641	bflo_24330
OG0002456	DANRE09104, DANRE09103, DANRE15143, DANRE15144	bflo_18853
OG0002457	DANRE11158, DANRE11157	bflo_12132
OG0002459	DANRE30429	bflo_15121
OG0002461	DANRE08555, DANRE15923	bflo_15469
OG0002464	DANRE05364, DANRE06078, DANRE06077, DANRE06076, DANRE15811, DANRE15809, DANRE15812, DANRE15810, DANRE05365, DANRE05366	bflo_06971
OG0002465	DANRE10481, DANRE04620, DANRE10480, DANRE10479, DANRE15064, DANRE14818, DANRE14819	bflo_04835, bflo_22713, bflo_22758
OG0002466	DANRE26863, DANRE18267, DANRE18269, DANRE18268	bflo_16717
OG0002467	DANRE11459, DANRE11458, DANRE14149, DANRE09213, DANRE11624, DANRE11623, DANRE11622, DANRE11625	bflo_05975
OG0002476	DANRE21895	bflo_16460
OG0002476	DANRE12704, DANRE12705	bflo_12860
OG0002477	DANRE16912, DANRE06179	bflo_10778
OG0002478	DANRE07223, DANRE15759, DANRE07221, DANRE07222	bflo_09371
OG0002479	DANRE08383, DANRE08382, DANRE34067, DANRE34066	bflo_20166
OG0002480	DANRE03687, DANRE04131, DANRE43062, DANRE43063	bflo_17881, bflo_17977, bflo_27229, bflo_02269
OG0002481	DANRE37881, DANRE19898, DANRE00034	bflo_00653
OG0002482	DANRE12622, DANRE12621, DANRE12624, DANRE39328, DANRE39330, DANRE39329, DANRE31376, DANRE39949, DANRE39948, DANRE20670, DANRE20668, DANRE20669	bflo_20508
OG0002484	DANRE33442, DANRE33443	bflo_08394
OG0002486	DANRE40075, DANRE40078, DANRE40077, DANRE40076, DANRE26356	bflo_02598
OG0002487	DANRE05658, DANRE05657, DANRE17413, DANRE17414	bflo_18585
OG0002489	DANRE03917, DANRE05027, DANRE05028, DANRE04889, DANRE04890	bflo_09137
OG0002490	DANRE39794, DANRE30724	bflo_12104
OG0002492	DANRE22193, DANRE22192, DANRE22194	bflo_21795
OG0002493	DANRE11960, DANRE11961	bflo_16729
OG0002494	DANRE24650, DANRE01719	bflo_13228
OG0002495	DANRE42688	bflo_02452
OG0002496	DANRE34709, DANRE34710, DANRE34708, DANRE15510, DANRE15511	bflo_09729
OG0002497	DANRE29032, DANRE29031, DANRE14380	bflo_07342
OG0002499	DANRE34499, DANRE23471	bflo_25023, bflo_25020
OG0002500	DANRE28865	bflo_20308
OG0002501	DANRE20289	bflo_20143
OG0002503	DANRE06479, DANRE06478	bflo_14806
OG0002504	DANRE01537, DANRE08086, DANRE20125, DANRE20124, DANRE08084, DANRE08085	bflo_20578
OG0002505	DANRE03563, DANRE03564	bflo_19741, bflo_18505
OG0002506	DANRE18713, DANRE12086, DANRE12085, DANRE18416, DANRE18417	bflo_15908, bflo_05827, bflo_06746
OG0002507	DANRE39545, DANRE39546, DANRE00093, DANRE21304, DANRE21305, DANRE27686	bflo_25600
OG0002508	DANRE00553, DANRE00554, DANRE19926, DANRE07892, DANRE07893, DANRE07894	bflo_20959
OG0002509	DANRE05213, DANRE05214, DANRE05215, DANRE05212, DANRE04302	bflo_13462
OG0002510	DANRE07592, DANRE07591	bflo_21793
OG0002511	DANRE13627, DANRE13626, DANRE41316, DANRE41315, DANRE41314, DANRE41313, DANRE41317	bflo_25280
OG0002512	DANRE42317, DANRE16107, DANRE15542, DANRE15541, DANRE15540, DANRE20197	bflo_14728
OG0002515	DANRE37598	bflo_03623
OG0002516	DANRE34987	bflo_09647
OG0002517	DANRE03260, DANRE03258, DANRE03259, DANRE29686, DANRE03262, DANRE03261, DANRE03136	bflo_00396
OG0002518	DANRE02842, DANRE02843	bflo_24581
OG0002519	DANRE42883, DANRE35553	bflo_15025
OG0002520	DANRE06700, DANRE06697, DANRE06696, DANRE06699, DANRE06698, DANRE23643, DANRE23644, DANRE23642, DANRE23645, DANRE15997	bflo_07063
OG0002521	DANRE04879	bflo_02383, bflo_02440, bflo_02799, bflo_02384, bflo_02798
OG0002522	DANRE02356, DANRE02354, DANRE02355, DANRE23490	bflo_25129
OG0002523	DANRE01637, DANRE01636, DANRE01639, DANRE01635, DANRE01638, DANRE31095, DANRE31097	bflo_03694
OG0002524	DANRE34607, DANRE13279, DANRE01032	bflo_03870
OG0002525	DANRE22325, DANRE10830, DANRE19792, DANRE19793	bflo_13844
OG0002526	DANRE10766	bflo_06290
OG0002527	DANRE18271, DANRE18272, DANRE18270, DANRE26864, DANRE26865, DANRE40881, DANRE40882, DANRE34220, DANRE34219, DANRE34221	bflo_15960
OG0002528	DANRE00652, DANRE43080	bflo_10783
OG0002529	DANRE08904, DANRE08903, DANRE08901, DANRE08902, DANRE07700, DANRE07699	bflo_21754
OG0002530	DANRE39526, DANRE39527, DANRE43341, DANRE43340, DANRE25149	bflo_06442
OG0002531	DANRE02940, DANRE05936, DANRE11050, DANRE06723	bflo_23389
OG0002532	DANRE04296, DANRE04297, DANRE04294, DANRE04293, DANRE04295, DANRE04299, DANRE04298	bflo_23293
OG0002533	DANRE08254, DANRE08253, DANRE20307, DANRE20308, DANRE39667	bflo_20865
OG0002534	DANRE25896, DANRE10262	bflo_24432
OG0002535	DANRE34930, DANRE34929	bflo_08937
OG0002536	DANRE03908, DANRE03907, DANRE39399, DANRE40785, DANRE40784	bflo_08807
OG0002537	DANRE28763, DANRE28762, DANRE21953, DANRE21952	bflo_14378
OG0002538	DANRE41736, DANRE35824, DANRE14528, DANRE10463, DANRE29143, DANRE03351	bflo_18555
OG0002539	DANRE25919, DANRE38927, DANRE25695, DANRE25696, DANRE30606	bflo_13364
OG0002540	DANRE18306, DANRE18307, DANRE11112, DANRE11113, DANRE11111, DANRE14706, DANRE22643, DANRE22644	bflo_01311
OG0002540	DANRE22642	bflo_01115
OG0002541	DANRE22436	bflo_20840
OG0002542	DANRE26877, DANRE26875, DANRE24145, DANRE26876, DANRE23453, DANRE01720	bflo_18845
OG0002543	DANRE40607, DANRE19488, DANRE19491, DANRE19490, DANRE19489, DANRE40606	bflo_20301
OG0002545	DANRE40359	bflo_11519
OG0002546	DANRE32739	bflo_06426
OG0002547	DANRE24900, DANRE24901, DANRE24899, DANRE17346	bflo_04652, bflo_04971
OG0002548	DANRE13389, DANRE06722, DANRE06721, DANRE35567	bflo_23945
OG0002549	DANRE26569, DANRE07520, DANRE07519	bflo_22197
OG0002550	DANRE16363, DANRE16366, DANRE16364, DANRE16362, DANRE16365, DANRE37817, DANRE37818	bflo_08738
OG0002551	DANRE39073, DANRE20548, DANRE20551, DANRE20549, DANRE20550, DANRE39074, DANRE39075	bflo_15193, bflo_14552, bflo_14554
OG0002552	DANRE09916, DANRE13536, DANRE13197, DANRE25194, DANRE25193, DANRE25195, DANRE25196	bflo_06677
OG0002553	DANRE00049, DANRE00050, DANRE33393, DANRE09881, DANRE14483, DANRE14482	bflo_08458
OG0002556	DANRE42915, DANRE11452	bflo_03204, bflo_03836
OG0002557	DANRE27777, DANRE13862, DANRE22315	bflo_14058
OG0002558	DANRE16714, DANRE12060, DANRE12061	bflo_14250
OG0002559	DANRE15636, DANRE15635, DANRE15634, DANRE07229, DANRE07227, DANRE07228	bflo_14842
OG0002560	DANRE34080, DANRE34079, DANRE34078, DANRE19453, DANRE19454	bflo_15907
OG0002561	DANRE37878	bflo_23744, bflo_23953
OG0002562	DANRE16224, DANRE16226, DANRE16225, DANRE40166, DANRE40165	bflo_25771
OG0002563	DANRE06959, DANRE06729, DANRE08934	bflo_14809
OG0002564	DANRE29870, DANRE03078, DANRE30023, DANRE30022	bflo_22944
OG0002565	DANRE27797, DANRE27796	bflo_10050, bflo_03463, bflo_03428
OG0002567	DANRE40492, DANRE40491, DANRE40490, DANRE41303	bflo_14496
OG0002568	DANRE22314	bflo_11043
OG0002569	DANRE08122, DANRE34130	bflo_15249
OG0002570	DANRE02350	bflo_12783, bflo_05242
OG0002571	DANRE04039, DANRE04040, DANRE03610, DANRE03612, DANRE03611	bflo_14934
OG0002572	DANRE31472, DANRE38430, DANRE29580, DANRE29581	bflo_03604
OG0002573	DANRE29081, DANRE29082, DANRE29083, DANRE03819, DANRE03820	bflo_22782
OG0002576	DANRE18812, DANRE12000, DANRE08074, DANRE08073, DANRE08072	bflo_10971
OG0002576	DANRE03771	bflo_15281
OG0002578	DANRE33848, DANRE33850, DANRE33849, DANRE33847, DANRE28346, DANRE33854, DANRE33853, DANRE33852, DANRE33851, DANRE33919, DANRE33855, DANRE33859, DANRE33858, DANRE33857, DANRE33860	bflo_00731
OG0002579	DANRE14895, DANRE14896, DANRE29125, DANRE24634, DANRE24635, DANRE42092, DANRE42093	bflo_00452, bflo_03051, bflo_03065
OG0002587	DANRE22785, DANRE14541, DANRE09744, DANRE12828	bflo_12820
OG0002589	DANRE06011	bflo_14445
OG0002590	DANRE37063, DANRE37062, DANRE09406, DANRE26039	bflo_12781
OG0002592	DANRE41188, DANRE41190, DANRE41189	bflo_10812
OG0002594	DANRE39363, DANRE39361, DANRE27772, DANRE27774, DANRE27773	bflo_12802
OG0002595	DANRE30013, DANRE30012	bflo_22762
OG0002598	DANRE36372, DANRE40584	bflo_25193
OG0002599	DANRE40775, DANRE02283	bflo_12467
OG0002600	DANRE02606, DANRE02605, DANRE02604	bflo_07193, bflo_08088
OG0002601	DANRE04611	bflo_07808
OG0002602	DANRE04121, DANRE30154, DANRE30155	bflo_23158
OG0002607	DANRE25966	bflo_02072
OG0002609	DANRE34581, DANRE34582, DANRE00342	bflo_02437
OG0002610	DANRE38839, DANRE38838, DANRE26376, DANRE03456	bflo_12575
OG0002611	DANRE24475, DANRE24476, DANRE36577, DANRE36576, DANRE23123, DANRE23125, DANRE23124	bflo_02905
OG0002612	DANRE02656	bflo_11272
OG0002614	DANRE24069, DANRE36802, DANRE36801, DANRE36800	bflo_01454
OG0002616	DANRE05962, DANRE05963	bflo_09530
OG0002617	DANRE20081	bflo_15506
OG0002618	DANRE30009	bflo_23718
OG0002619	DANRE19312, DANRE19311, DANRE19313	bflo_05537
OG0002620	DANRE34196, DANRE34197, DANRE39617, DANRE39616, DANRE18238, DANRE28059, DANRE28058	bflo_16451
OG0002621	DANRE04531	bflo_06768
OG0002622	DANRE15665, DANRE17843, DANRE17842	bflo_15159
OG0002623	DANRE11478, DANRE11477	bflo_17364
OG0002625	DANRE30623, DANRE30622, DANRE30625, DANRE30624	bflo_17657
OG0002628	DANRE21793, DANRE21792, DANRE39626, DANRE39627, DANRE19288	bflo_16795, bflo_18631
OG0002629	DANRE30826, DANRE30827, DANRE12546	bflo_00304
OG0002630	DANRE27217	bflo_01551
OG0002631	DANRE41886	bflo_01445
OG0002633	DANRE03008, DANRE05640	bflo_19216
OG0002634	DANRE24976, DANRE24975, DANRE24977	bflo_06187
OG0002635	DANRE11470, DANRE18117, DANRE11678, DANRE02240, DANRE09215	bflo_06392
OG0002636	DANRE14028, DANRE14027, DANRE14026, DANRE10013, DANRE10012	bflo_23328
OG0002638	DANRE09619, DANRE09616, DANRE09617, DANRE09618	bflo_05077
OG0002639	DANRE16898, DANRE16899	bflo_04770
OG0002640	DANRE31363	bflo_07998
OG0002641	DANRE12703, DANRE13751, DANRE13748, DANRE13747, DANRE13749, DANRE13750, DANRE13753, DANRE13752, DANRE13746, DANRE14287, DANRE02465, DANRE02466	bflo_12990, bflo_12991
OG0002642	DANRE03138, DANRE29963, DANRE29964	bflo_19142, bflo_19292, bflo_19141, bflo_23610
OG0002643	DANRE13575	bflo_14725
OG0002644	DANRE38999, DANRE38997	bflo_14285
OG0002645	DANRE23173, DANRE23174	bflo_12036
OG0002646	DANRE31094, DANRE25657, DANRE25658	bflo_03490
OG0002647	DANRE19598, DANRE05750, DANRE05751	bflo_09885
OG0002648	DANRE39158, DANRE14476, DANRE14478, DANRE14477	bflo_13965
OG0002649	DANRE00561, DANRE00558, DANRE00560, DANRE00559, DANRE05306, DANRE05305, DANRE05307, DANRE16142	bflo_08970
OG0002651	DANRE11751, DANRE11750	bflo_15103
OG0002652	DANRE39146, DANRE39145, DANRE39147	bflo_13789
OG0002653	DANRE07344	bflo_20984
OG0002654	DANRE40241, DANRE40240	bflo_24358
OG0002655	DANRE25735	bflo_07059
OG0002656	DANRE41489	bflo_18782
OG0002657	DANRE13610, DANRE09520, DANRE23327, DANRE01726	bflo_18748
OG0002658	DANRE13983, DANRE13982, DANRE09580, DANRE09581, DANRE09582, DANRE09583, DANRE43264	bflo_09919
OG0002659	DANRE11563, DANRE11562	bflo_01178, bflo_10421
OG0002660	DANRE21276	bflo_12235
OG0002661	DANRE33060	bflo_09214
OG0002662	DANRE24722, DANRE30141, DANRE03817, DANRE03618	bflo_22699
OG0002663	DANRE13178, DANRE22208, DANRE22207	bflo_21270
OG0002664	DANRE37832, DANRE37830, DANRE37831, DANRE26958, DANRE26956, DANRE26957, DANRE40156	bflo_06851
OG0002665	DANRE39661, DANRE39660, DANRE39662, DANRE06588	bflo_20372
OG0002666	DANRE29422	bflo_23259, bflo_23089, bflo_23310
OG0002667	DANRE40044, DANRE40045, DANRE00375, DANRE35160, DANRE35161, DANRE26652, DANRE26653	bflo_16601
OG0002668	DANRE10264	bflo_12729
OG0002669	DANRE13145	bflo_05435
OG0002670	DANRE11956, DANRE05811, DANRE05812	bflo_08314
OG0002671	DANRE38597, DANRE38598, DANRE26136, DANRE23501, DANRE14400, DANRE09114	bflo_12957, bflo_05514
OG0002672	DANRE24606, DANRE27377, DANRE27378, DANRE17950	bflo_05756
OG0002673	DANRE03519, DANRE11298, DANRE11296, DANRE11297, DANRE04908	bflo_10300
OG0002674	DANRE34785, DANRE34784	bflo_05423
OG0002675	DANRE26282, DANRE12989	bflo_12999
OG0002679	DANRE07511, DANRE07512, DANRE09987	bflo_23944
OG0002681	DANRE01217, DANRE01216, DANRE08452, DANRE29156, DANRE29155, DANRE03148, DANRE03149	bflo_16596
OG0002682	DANRE26567, DANRE14645, DANRE42718, DANRE42717	bflo_25626
OG0002683	DANRE25625	bflo_18447
OG0002683	DANRE16755, DANRE39996	bflo_25654
OG0002685	DANRE24241	bflo_14120, bflo_17574
OG0002688	DANRE24261, DANRE33749, DANRE07233	bflo_05004, bflo_12311, bflo_17833
OG0002703	DANRE34468, DANRE09272, DANRE09271, DANRE09273	bflo_08696
OG0002705	DANRE01891, DANRE01892, DANRE00487, DANRE00488, DANRE01893, DANRE01894	bflo_20563
OG0002707	DANRE11337, DANRE16895, DANRE37811, DANRE18944, DANRE11847	bflo_13762
OG0002708	DANRE17887, DANRE17886, DANRE17884, DANRE17882, DANRE17883, DANRE17880, DANRE17881	bflo_18080
OG0002710	DANRE20982, DANRE25683	bflo_06409
OG0002711	DANRE42612, DANRE29710, DANRE04946, DANRE27407	bflo_10863, bflo_11626
OG0002713	DANRE01245	bflo_21837, bflo_21840, bflo_21838
OG0002714	DANRE02532	bflo_22529, bflo_21362
OG0002715	DANRE02868, DANRE02867, DANRE02871, DANRE02870, DANRE02872, DANRE02873	bflo_05173, bflo_10995
OG0002716	DANRE03546, DANRE03545	bflo_13388
OG0002717	DANRE20547, DANRE06937, DANRE06936, DANRE06935, DANRE41629	bflo_10829
OG0002718	DANRE41004, DANRE41003	bflo_24551
OG0002720	DANRE36878, DANRE36877	bflo_09843
OG0002721	DANRE09313, DANRE09312, DANRE03062, DANRE03063, DANRE30437, DANRE30436, DANRE30435, DANRE15408, DANRE15407, DANRE15406	bflo_23370
OG0002723	DANRE43018, DANRE34379, DANRE08059, DANRE19966, DANRE39247, DANRE23518	bflo_08757
OG0002724	DANRE21329	bflo_23009
OG0002726	DANRE39396, DANRE39397, DANRE04111, DANRE04110, DANRE04112	bflo_07500
OG0002728	DANRE07907, DANRE07906, DANRE07904, DANRE07905	bflo_05657
OG0002729	DANRE41955, DANRE41956, DANRE41954	bflo_15106
OG0002730	DANRE10036, DANRE08778, DANRE08776, DANRE08777	bflo_17548
OG0002731	DANRE39613, DANRE34202, DANRE34201	bflo_17066
OG0002732	DANRE03243, DANRE11281, DANRE38742	bflo_10407
OG0002734	DANRE04794, DANRE04793, DANRE35568, DANRE17393, DANRE17394, DANRE10697, DANRE10696, DANRE35569	bflo_06201
OG0002736	DANRE33756, DANRE33757, DANRE33758, DANRE42246	bflo_17740
OG0002738	DANRE03131, DANRE21433, DANRE30050, DANRE30049	bflo_23112
OG0002739	DANRE17939, DANRE17937, DANRE17936, DANRE17938	bflo_14092
OG0002740	DANRE05293, DANRE05292, DANRE14839	bflo_06004
OG0002741	DANRE13217, DANRE20997, DANRE09926, DANRE13539	bflo_06261
OG0002742	DANRE11312, DANRE03538, DANRE16689	bflo_08107
OG0002743	DANRE35770	bflo_19089, bflo_19090
OG0002744	DANRE39964, DANRE39965, DANRE39963, DANRE35401, DANRE35399, DANRE35400	bflo_15548
OG0002745	DANRE30185, DANRE16980	bflo_18797
OG0002746	DANRE09673, DANRE09674	bflo_13125
OG0002747	DANRE19278, DANRE19277, DANRE19279	bflo_16801
OG0002748	DANRE40611, DANRE40613, DANRE40612, DANRE19416	bflo_16957
OG0002749	DANRE16044	bflo_06000
OG0002751	DANRE41209, DANRE41208, DANRE41210	bflo_22793
OG0002752	DANRE24282	bflo_14176
OG0002753	DANRE36052, DANRE36049, DANRE36050, DANRE36051, DANRE31488, DANRE31487, DANRE31489	bflo_11820
OG0002754	DANRE26705, DANRE26703, DANRE24564	bflo_25157
OG0002755	DANRE00411	bflo_25191
OG0002755	DANRE00410	bflo_25180
OG0002756	DANRE02210	bflo_20777
OG0002757	DANRE39271, DANRE39270, DANRE15669	bflo_15038
OG0002758	DANRE01024, DANRE01025, DANRE01022, DANRE01023, DANRE07540, DANRE07539	bflo_23311
OG0002759	DANRE42247, DANRE42248, DANRE27786	bflo_17880
OG0002760	DANRE31293, DANRE31294, DANRE25038, DANRE25039	bflo_11137
OG0002761	DANRE29979	bflo_26340, bflo_11129
OG0002762	DANRE02197, DANRE36825, DANRE07594	bflo_11565
OG0002763	DANRE03877	bflo_18799
OG0002764	DANRE23216, DANRE08807, DANRE27809, DANRE27810	bflo_24413
OG0002765	DANRE01718, DANRE01717, DANRE09961, DANRE13656, DANRE25399, DANRE39159	bflo_12629
OG0002766	DANRE10689, DANRE43431	bflo_19451, bflo_07699
OG0002767	DANRE08564, DANRE15895, DANRE15898, DANRE15896, DANRE15897, DANRE15899	bflo_14969
OG0002768	DANRE01560, DANRE30765	bflo_21072, bflo_27362
OG0002769	DANRE34871, DANRE18982, DANRE02561	bflo_15441
OG0002770	DANRE00608, DANRE00610, DANRE00609	bflo_09082
OG0002771	DANRE05166, DANRE10927	bflo_11925
OG0002772	DANRE40177	bflo_25744
OG0002773	DANRE16149, DANRE16150	bflo_22561, bflo_22594
OG0002774	DANRE40158, DANRE38383, DANRE38382, DANRE10177	bflo_03686
OG0002775	DANRE10663	bflo_17204
OG0002776	DANRE07369, DANRE07368, DANRE07370	bflo_07637
OG0002778	DANRE37556, DANRE00537	bflo_20641, bflo_05829
OG0002779	DANRE22922, DANRE22920, DANRE22921	bflo_24147
OG0002780	DANRE04044, DANRE04045	bflo_22863
OG0002781	DANRE29052, DANRE23365, DANRE42355, DANRE42354	bflo_19213
OG0002782	DANRE00885, DANRE00886, DANRE00887, DANRE37810, DANRE05170, DANRE16902	bflo_14421
OG0002783	DANRE34340	bflo_25872
OG0002785	DANRE02086, DANRE02084, DANRE34324	bflo_26328
OG0002786	DANRE10327, DANRE12873, DANRE21673, DANRE21672, DANRE21674, DANRE34858	bflo_05969
OG0002787	DANRE10603, DANRE13604, DANRE13607, DANRE13605, DANRE13606	bflo_13919
OG0002788	DANRE25185, DANRE25184, DANRE25183	bflo_03434
OG0002790	DANRE12223, DANRE12222	bflo_14079
OG0002791	DANRE30250, DANRE17081, DANRE26515, DANRE40129, DANRE00391	bflo_15958
OG0002792	DANRE12784, DANRE12785, DANRE12786, DANRE12787	bflo_16681
OG0002793	DANRE37882, DANRE37883, DANRE37885, DANRE37884	bflo_08304
OG0002795	DANRE37649, DANRE34962, DANRE34961	bflo_08440
OG0002797	DANRE43071, DANRE05558, DANRE05559, DANRE05557, DANRE05556	bflo_08866, bflo_11443
OG0002799	DANRE29651	bflo_20975
OG0002811	DANRE25597, DANRE25596, DANRE25594, DANRE25595, DANRE25593	bflo_00373
OG0002812	DANRE00123, DANRE00122, DANRE26811, DANRE02088, DANRE02089	bflo_25657
OG0002813	DANRE36904, DANRE14696, DANRE14695, DANRE12833, DANRE12832	bflo_06583
OG0002814	DANRE05363, DANRE05362, DANRE04350, DANRE16030, DANRE16031, DANRE20078	bflo_07071
OG0002815	DANRE10055, DANRE10054, DANRE17377, DANRE17376	bflo_17407
OG0002816	DANRE40080, DANRE40079, DANRE40081, DANRE27392, DANRE27393, DANRE27398, DANRE27397, DANRE27396, DANRE27394, DANRE27395	bflo_25325
OG0002817	DANRE11831, DANRE11832, DANRE18005, DANRE18002, DANRE18003, DANRE18004	bflo_19433
OG0002818	DANRE22761, DANRE12422, DANRE12423	bflo_11439
OG0002819	DANRE38045, DANRE23831, DANRE23832, DANRE36029, DANRE23182	bflo_24340
OG0002822	DANRE30016, DANRE15451, DANRE30378, DANRE04075	bflo_23044
OG0002823	DANRE00544	bflo_16083
OG0002824	DANRE04182, DANRE27941, DANRE27940, DANRE42149	bflo_00260
OG0002825	DANRE30695, DANRE30696	bflo_09064
OG0002826	DANRE18654, DANRE18653, DANRE10738, DANRE10739, DANRE18655, DANRE35072, DANRE13325	bflo_10373
OG0002827	DANRE17408, DANRE17409	bflo_17660
OG0002828	DANRE13299, DANRE13300	bflo_13605, bflo_26191
OG0002829	DANRE29078, DANRE03592, DANRE03591	bflo_23391
OG0002830	DANRE17943, DANRE17942, DANRE11719, DANRE10775, DANRE35075, DANRE37933	bflo_18123
OG0002831	DANRE12480, DANRE12481, DANRE12482, DANRE12483	bflo_03754
OG0002832	DANRE27170, DANRE27172	bflo_04706, bflo_01707, bflo_26639, bflo_01716
OG0002833	DANRE30142, DANRE30143, DANRE24727	bflo_23101
OG0002834	DANRE09628, DANRE09627, DANRE13960, DANRE13961, DANRE39532, DANRE39531, DANRE39533, DANRE39530, DANRE39534, DANRE39535, DANRE39536	bflo_07632
OG0002835	DANRE10059, DANRE13741, DANRE11099	bflo_01169
OG0002836	DANRE08766, DANRE40454	bflo_24436
OG0002837	DANRE24271, DANRE38996, DANRE17835	bflo_14396
OG0002838	DANRE05247, DANRE05246, DANRE05248, DANRE15690	bflo_18418, bflo_04823, bflo_06896
OG0002839	DANRE09419	bflo_02442
OG0002840	DANRE38625, DANRE38624, DANRE18870, DANRE18869	bflo_13049
OG0002841	DANRE31234, DANRE31233, DANRE31235	bflo_12441
OG0002842	DANRE33249, DANRE17900	bflo_26034, bflo_26300, bflo_27525
OG0002843	DANRE33666	bflo_20383
OG0002844	DANRE20599, DANRE22617	bflo_05002
OG0002845	DANRE39162	bflo_11712, bflo_27024
OG0002848	DANRE23949, DANRE23950	bflo_05738
OG0002849	DANRE24960, DANRE38544, DANRE13903	bflo_07787
OG0002850	DANRE13274, DANRE27626	bflo_24019
OG0002851	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966	bflo_17584
OG0002853	DANRE19606	bflo_06253
OG0002854	DANRE17653, DANRE17654, DANRE17652	bflo_16139
OG0002855	DANRE07732, DANRE07731	bflo_17685
OG0002856	DANRE21584, DANRE21583, DANRE21585, DANRE14919, DANRE14920	bflo_01557
OG0002858	DANRE14299, DANRE14298, DANRE38866	bflo_14031
OG0002860	DANRE29389	bflo_23715
OG0002861	DANRE38967	bflo_09268
OG0002862	DANRE01137, DANRE01138, DANRE14198, DANRE10647, DANRE09064	bflo_18185
OG0002863	DANRE33421	bflo_25239
OG0002864	DANRE27681, DANRE27680	bflo_08165
OG0002865	DANRE10877	bflo_13072
OG0002866	DANRE43391, DANRE00406	bflo_03313
OG0002869	DANRE24450, DANRE27669, DANRE27668, DANRE27667, DANRE02445, DANRE02444, DANRE40032	bflo_23949
OG0002870	DANRE11980, DANRE11979	bflo_17468
OG0002871	DANRE38954	bflo_19678, bflo_22789
OG0002872	DANRE14979	bflo_12757
OG0002873	DANRE29393, DANRE29392, DANRE29391	bflo_04366
OG0002874	DANRE41270, DANRE41271, DANRE31582, DANRE31581	bflo_12477
OG0002875	DANRE18745	bflo_20718
OG0002876	DANRE37111, DANRE37110, DANRE05881, DANRE05880	bflo_04355
OG0002877	DANRE01833, DANRE01834, DANRE01832	bflo_00643
OG0002878	DANRE25363, DANRE10599	bflo_12799, bflo_27059, bflo_12792
OG0002879	DANRE15214, DANRE15211, DANRE15209, DANRE15210, DANRE15212, DANRE05524	bflo_17132
OG0002880	DANRE17261	bflo_05881
OG0002884	DANRE36631	bflo_04037
OG0002885	DANRE35121, DANRE33273, DANRE33276, DANRE33275, DANRE33274	bflo_15893
OG0002887	DANRE18986, DANRE18985	bflo_26793, bflo_05390
OG0002888	DANRE30140, DANRE29332, DANRE36172, DANRE36173	bflo_22791
