Orthogroup	DANRE	CAPO3
OG0001440	DANRE26671, DANRE26670, DANRE23908, DANRE23909, DANRE02017	CAPO305450
OG0001445	DANRE16745, DANRE13125, DANRE13126	CAPO301958
OG0001446	DANRE08208	CAPO304614
OG0001447	DANRE11589, DANRE19674, DANRE13128, DANRE13129, DANRE18437, DANRE06199, DANRE06198	CAPO307093
OG0001449	DANRE18461, DANRE18463, DANRE18462, DANRE18464	CAPO306822
OG0001451	DANRE34609, DANRE34608, DANRE25924, DANRE25926, DANRE25925, DANRE25923	CAPO300036
OG0001452	DANRE34754, DANRE34755, DANRE38979, DANRE10641	CAPO301933
OG0001454	DANRE20582, DANRE11448, DANRE11449, DANRE11450	CAPO303806
OG0001456	DANRE26746, DANRE26745	CAPO307965
OG0001459	DANRE31312, DANRE29490, DANRE29489, DANRE29488, DANRE31314, DANRE31313	CAPO307035
OG0001460	DANRE01570, DANRE01569, DANRE01571	CAPO300988
OG0001460	DANRE05329	CAPO305875
OG0001461	DANRE25863, DANRE25865	CAPO307458, CAPO305472
OG0001463	DANRE38575, DANRE39152	CAPO304054
OG0001466	DANRE17753, DANRE06224, DANRE06223	CAPO305831
OG0001467	DANRE34084, DANRE34083, DANRE34082, DANRE34085, DANRE07802	CAPO304882
OG0001468	DANRE42652, DANRE24222, DANRE24223, DANRE24224, DANRE24225, DANRE24221, DANRE24220, DANRE26893, DANRE26890, DANRE23005	CAPO306475
OG0001469	DANRE40614	CAPO306371
OG0001469	DANRE08993	CAPO301724
OG0001470	DANRE01224, DANRE01223, DANRE01225, DANRE08432, DANRE08433	CAPO305163
OG0001472	DANRE09652	CAPO300986
OG0001472	DANRE22287	CAPO305311
OG0001473	DANRE29311	CAPO304310
OG0001474	DANRE03668	CAPO306191
OG0001475	DANRE36782, DANRE36783, DANRE23188, DANRE23190, DANRE23189	CAPO305552
OG0001476	DANRE17431, DANRE11972, DANRE11971, DANRE11970, DANRE00833, DANRE08825, DANRE08824, DANRE00834, DANRE00832	CAPO305062
OG0001478	DANRE18721, DANRE18720, DANRE18719	CAPO303095
OG0001478	DANRE03641	CAPO304965
OG0001479	DANRE22330, DANRE22329, DANRE30265, DANRE34077, DANRE19450, DANRE19449	CAPO306515
OG0001482	DANRE03428, DANRE29353, DANRE29351, DANRE16469, DANRE19526, DANRE19525, DANRE39848, DANRE39846, DANRE34181, DANRE34180	CAPO307610
OG0001484	DANRE36966, DANRE36726, DANRE22300, DANRE22299, DANRE22301, DANRE36964, DANRE36965, DANRE36967	CAPO301411
OG0001485	DANRE01507	CAPO305378, CAPO305590
OG0001485	DANRE37673, DANRE37672, DANRE37674, DANRE12868, DANRE12867, DANRE34795, DANRE01508, DANRE01509	CAPO301954
OG0001486	DANRE25518, DANRE20631, DANRE20630, DANRE30794, DANRE30793, DANRE25517, DANRE25516, DANRE25515, DANRE29495, DANRE39113, DANRE39112, DANRE39111	CAPO302441
OG0001490	DANRE05267, DANRE35582, DANRE35581, DANRE19987, DANRE19988, DANRE37491, DANRE11663	CAPO305433
OG0001492	DANRE28921, DANRE08080, DANRE08079, DANRE08081, DANRE08078, DANRE33662	CAPO305155
OG0001495	DANRE22613, DANRE22615, DANRE22614, DANRE22616	CAPO302008
OG0001496	DANRE39559, DANRE35397	CAPO301356
OG0001500	DANRE38025, DANRE41825, DANRE41824, DANRE41826, DANRE41827	CAPO300054
OG0001501	DANRE10997, DANRE10996, DANRE10993, DANRE10995, DANRE10994, DANRE11782, DANRE11780, DANRE11781	CAPO305474
OG0001503	DANRE01872	CAPO305666
OG0001503	DANRE28515, DANRE28514	CAPO307598
OG0001504	DANRE22645, DANRE22646	CAPO307661
OG0001505	DANRE24459, DANRE24460, DANRE24458, DANRE27105, DANRE27106	CAPO301009
OG0001506	DANRE27670, DANRE40034, DANRE40035	CAPO300953
OG0001507	DANRE05610, DANRE05609, DANRE05144, DANRE05143, DANRE20002	CAPO304204
OG0001511	DANRE08631, DANRE08630, DANRE08632, DANRE26750, DANRE26749, DANRE37901, DANRE37903, DANRE37902, DANRE37904	CAPO306127, CAPO305043
OG0001512	DANRE37571, DANRE37572, DANRE00493, DANRE33945, DANRE33944, DANRE40122, DANRE40123	CAPO301118
OG0001515	DANRE35062, DANRE33906	CAPO302117
OG0001516	DANRE19759, DANRE33416, DANRE33417	CAPO300345
OG0001517	DANRE40639, DANRE24399, DANRE24400, DANRE35672, DANRE35673, DANRE35674, DANRE36495, DANRE36494, DANRE36493	CAPO303690
OG0001519	DANRE40124, DANRE07942, DANRE07943, DANRE07944, DANRE12886, DANRE12887	CAPO306949
OG0001522	DANRE09766, DANRE17701, DANRE10999, DANRE18840	CAPO303667
OG0001524	DANRE05747	CAPO300996
OG0001524	DANRE39017, DANRE12804	CAPO308304
OG0001525	DANRE38707	CAPO303907
OG0001526	DANRE35186, DANRE35185, DANRE35187, DANRE19162, DANRE19163, DANRE26668	CAPO305679
OG0001527	DANRE40605, DANRE35014	CAPO300128
OG0001527	DANRE09760, DANRE09759	CAPO307636
OG0001529	DANRE36607, DANRE36723, DANRE22259, DANRE22260	CAPO300593
OG0001530	DANRE05399, DANRE05398, DANRE05400, DANRE05401, DANRE34560, DANRE34561, DANRE34562	CAPO302602
OG0001532	DANRE23224, DANRE23223, DANRE23222, DANRE02351, DANRE37910, DANRE13368, DANRE26575, DANRE26574	CAPO300282
OG0001533	DANRE41403, DANRE35818, DANRE35817, DANRE42529	CAPO306032
OG0001534	DANRE03599, DANRE30160, DANRE30161, DANRE03650, DANRE03598, DANRE29296, DANRE29295, DANRE03600, DANRE03597	CAPO304425
OG0001545	DANRE19325, DANRE12919, DANRE12920, DANRE09585, DANRE09584, DANRE13941, DANRE13940, DANRE19323, DANRE19324, DANRE19326	CAPO300895
OG0001551	DANRE12100, DANRE12099, DANRE18422, DANRE18424, DANRE18421, DANRE18423	CAPO306604
OG0001553	DANRE39596, DANRE39595, DANRE00133, DANRE04965, DANRE20535	CAPO308172
OG0001554	DANRE08861, DANRE00816, DANRE38027	CAPO302370
OG0001557	DANRE25710, DANRE25711	CAPO304176
OG0001558	DANRE19439, DANRE19440, DANRE19438, DANRE33921, DANRE33920, DANRE16554, DANRE16556	CAPO301132
OG0001559	DANRE08997, DANRE05634, DANRE05635, DANRE18362, DANRE18361, DANRE00902	CAPO301785
OG0001561	DANRE41304, DANRE41305, DANRE39816, DANRE02440, DANRE25915, DANRE31611	CAPO301999
OG0001563	DANRE22148, DANRE22116	CAPO306378
OG0001564	DANRE36281, DANRE36280, DANRE08942, DANRE08944, DANRE08941, DANRE08945, DANRE08943, DANRE06929, DANRE06930	CAPO301061
OG0001567	DANRE02935, DANRE02934, DANRE41074, DANRE26432, DANRE26431, DANRE26430, DANRE02930	CAPO300948
OG0001568	DANRE28635	CAPO301468
OG0001572	DANRE33793	CAPO304756
OG0001572	DANRE26230, DANRE26229	CAPO304137
OG0001573	DANRE24556, DANRE24557, DANRE24555, DANRE00159, DANRE00158	CAPO305125, CAPO303819
OG0001576	DANRE19270, DANRE19269, DANRE12147, DANRE12146, DANRE19271	CAPO306270
OG0001578	DANRE41163	CAPO300715
OG0001580	DANRE22288, DANRE26125, DANRE26128, DANRE26124, DANRE26129, DANRE26127, DANRE12171, DANRE12170, DANRE26126	CAPO307900
OG0001581	DANRE11905	CAPO306056
OG0001582	DANRE00147, DANRE00146, DANRE08340, DANRE08339, DANRE00774, DANRE00775, DANRE28929, DANRE28926, DANRE28927, DANRE28928	CAPO307073
OG0001583	DANRE15872, DANRE15871, DANRE07319, DANRE05317, DANRE05315, DANRE02925, DANRE05316	CAPO306289
OG0001584	DANRE42137, DANRE22142, DANRE22143	CAPO301068
OG0001589	DANRE04123, DANRE04122, DANRE30150	CAPO303301, CAPO304004
OG0001590	DANRE38393, DANRE38392	CAPO302386
OG0001593	DANRE16008, DANRE38492, DANRE38493, DANRE38494, DANRE16007, DANRE14940, DANRE14941	CAPO305942
OG0001594	DANRE00835	CAPO304243
OG0001597	DANRE14881	CAPO302703
OG0001599	DANRE30081, DANRE30489, DANRE30492, DANRE30493, DANRE30491, DANRE30490	CAPO300887
OG0001600	DANRE14660, DANRE05599, DANRE05598, DANRE18214, DANRE24012, DANRE27336, DANRE27337	CAPO305994
OG0001603	DANRE14582, DANRE09232	CAPO306228
OG0001604	DANRE07901, DANRE07902	CAPO303898
OG0001605	DANRE37473, DANRE28391, DANRE12806, DANRE02340, DANRE10148, DANRE10146, DANRE10145, DANRE10147	CAPO307473
OG0001609	DANRE35730	CAPO304683
OG0001609	DANRE02201	CAPO302057
OG0001610	DANRE11392, DANRE11391, DANRE40973, DANRE40974, DANRE10644, DANRE14143, DANRE14144	CAPO301483
OG0001611	DANRE17784, DANRE17782, DANRE17783, DANRE11027, DANRE11028, DANRE22005, DANRE22004, DANRE04446, DANRE04445, DANRE13140, DANRE13139	CAPO305038
OG0001612	DANRE42404, DANRE42402, DANRE42403, DANRE10050	CAPO302202
OG0001614	DANRE28279	CAPO303895
OG0001614	DANRE22251, DANRE22252	CAPO307630
OG0001615	DANRE25213, DANRE38690, DANRE38693, DANRE38692, DANRE38694, DANRE30770	CAPO300749
OG0001617	DANRE36595, DANRE36594, DANRE02672, DANRE02671, DANRE12595, DANRE12596, DANRE40227, DANRE40228	CAPO302798
OG0001621	DANRE28760, DANRE28761, DANRE21954, DANRE21955, DANRE03608, DANRE03609, DANRE29302, DANRE29301, DANRE29300	CAPO302875
OG0001622	DANRE03406, DANRE03408, DANRE03407, DANRE11247, DANRE11246, DANRE11244, DANRE11245, DANRE39828	CAPO302121
OG0001634	DANRE35114, DANRE35402, DANRE35115	CAPO305688
OG0001634	DANRE05161, DANRE07771	CAPO305614
OG0001638	DANRE28937, DANRE28938, DANRE34172, DANRE34169, DANRE34171, DANRE34170	CAPO303528
OG0001641	DANRE03746, DANRE28140, DANRE29961, DANRE29959, DANRE29960, DANRE03483, DANRE03482, DANRE03481, DANRE03744, DANRE03748, DANRE03749	CAPO303281
OG0001643	DANRE19839, DANRE19840, DANRE08012, DANRE08013, DANRE10381, DANRE10380, DANRE10383, DANRE10382	CAPO306838
OG0001644	DANRE18118, DANRE18119, DANRE10357, DANRE11689	CAPO303665
OG0001652	DANRE35042, DANRE11922, DANRE11920, DANRE11918, DANRE11919, DANRE11921	CAPO302838
OG0001653	DANRE33414, DANRE01185, DANRE01184	CAPO305118
OG0001655	DANRE37499, DANRE37500, DANRE37498, DANRE37497, DANRE02917, DANRE38012, DANRE20101, DANRE20102, DANRE20103	CAPO302812
OG0001657	DANRE33903, DANRE16790, DANRE00304, DANRE00303, DANRE33902, DANRE16788, DANRE16789	CAPO304165, CAPO303952
OG0001660	DANRE07022, DANRE23646, DANRE23647, DANRE07141, DANRE23649, DANRE23648	CAPO305930
OG0001661	DANRE24032	CAPO302789
OG0001661	DANRE24031	CAPO304920
OG0001663	DANRE25847, DANRE25848, DANRE30753, DANRE30752, DANRE40330, DANRE40329, DANRE40440	CAPO301057
OG0001664	DANRE17902, DANRE17901, DANRE28714, DANRE28710, DANRE28713, DANRE28709, DANRE28711, DANRE28712	CAPO303152
OG0001665	DANRE29857	CAPO302331
OG0001672	DANRE20393, DANRE20394, DANRE20392, DANRE24385, DANRE41470, DANRE13811, DANRE03870, DANRE14899, DANRE14898, DANRE14897	CAPO301880
OG0001673	DANRE37482, DANRE37480, DANRE37481, DANRE37483, DANRE11517, DANRE11518, DANRE11789, DANRE07811	CAPO305520
OG0001674	DANRE12930, DANRE38345, DANRE38346, DANRE00321, DANRE00322	CAPO301357
OG0001675	DANRE17759, DANRE09941, DANRE09940, DANRE09942, DANRE13592, DANRE17758, DANRE17757, DANRE10773, DANRE10774	CAPO307574
OG0001676	DANRE04978	CAPO300524
OG0001676	DANRE28348, DANRE28347	CAPO305992
OG0001677	DANRE01525, DANRE35353, DANRE35352, DANRE23022, DANRE27338, DANRE35354	CAPO307978
OG0001680	DANRE37802	CAPO304235, CAPO304477
OG0001684	DANRE10400, DANRE01922	CAPO300563
OG0001685	DANRE15894, DANRE15893, DANRE06018	CAPO307707
OG0001686	DANRE35343, DANRE35344, DANRE19941, DANRE19219, DANRE38859, DANRE38858, DANRE38861, DANRE38860, DANRE38862	CAPO307138
OG0001687	DANRE04622	CAPO302907
OG0001688	DANRE15670, DANRE39275, DANRE20110, DANRE20111, DANRE20112, DANRE20109, DANRE08739	CAPO300133
OG0001690	DANRE26649, DANRE26650	CAPO304820
OG0001691	DANRE03833, DANRE40915, DANRE40918, DANRE40919, DANRE40916, DANRE40917	CAPO307420
OG0001699	DANRE29688, DANRE29687, DANRE24856	CAPO306472, CAPO300057
OG0001704	DANRE36568, DANRE36566, DANRE36565, DANRE36567	CAPO304434
OG0001706	DANRE20185, DANRE20183, DANRE20182, DANRE38154, DANRE38156, DANRE38153, DANRE38155, DANRE33839, DANRE38152, DANRE38151	CAPO301033
OG0001707	DANRE26662	CAPO303836
OG0001708	DANRE10037, DANRE24243, DANRE33359, DANRE06779	CAPO303804
OG0001709	DANRE20434, DANRE20433, DANRE07634, DANRE07630, DANRE07631, DANRE07635, DANRE07633	CAPO304969
OG0001711	DANRE20000, DANRE22235, DANRE22236, DANRE05625, DANRE05624, DANRE05623	CAPO301872
OG0001713	DANRE07425	CAPO308041
OG0001713	DANRE26203	CAPO302278
OG0001714	DANRE21431, DANRE29712, DANRE29711	CAPO306669
OG0001714	DANRE04460, DANRE22006	CAPO300188
OG0001718	DANRE17811, DANRE17810, DANRE11023, DANRE11024, DANRE11025, DANRE11962, DANRE11963	CAPO301559, CAPO301838
OG0001720	DANRE08343, DANRE06583, DANRE06582, DANRE33676, DANRE33677	CAPO303957
OG0001721	DANRE42265, DANRE17694, DANRE17693, DANRE12002, DANRE11490, DANRE11491	CAPO302302
OG0001723	DANRE06882, DANRE06883, DANRE00862, DANRE00863, DANRE36498, DANRE36499, DANRE36500	CAPO308089
OG0001724	DANRE17287, DANRE17289, DANRE17288, DANRE11702, DANRE11699, DANRE11701, DANRE11700	CAPO306474
OG0001724	DANRE17290	CAPO305584
OG0001727	DANRE07810, DANRE11511, DANRE02954, DANRE02955	CAPO301729
OG0001728	DANRE13221, DANRE13224	CAPO304086
OG0001730	DANRE40001, DANRE40000, DANRE28316, DANRE21475, DANRE21473, DANRE21474	CAPO303469
OG0001732	DANRE42497, DANRE42498, DANRE42496, DANRE15247, DANRE15250, DANRE15251, DANRE15248, DANRE15249, DANRE07640, DANRE07639, DANRE07641, DANRE07642	CAPO304710
OG0001733	DANRE37166, DANRE37165, DANRE04810, DANRE04809	CAPO306615
OG0001734	DANRE25087, DANRE25088, DANRE25089	CAPO306594
OG0001735	DANRE41492, DANRE41491, DANRE35540, DANRE35539, DANRE29119	CAPO301389
OG0001738	DANRE03200, DANRE03201, DANRE29630, DANRE29631, DANRE25269, DANRE25268, DANRE12564	CAPO301655
OG0001739	DANRE38417, DANRE30661, DANRE30662, DANRE38419, DANRE38418, DANRE38416, DANRE25764, DANRE25763	CAPO304154
OG0001743	DANRE39851, DANRE39852, DANRE19109, DANRE19115	CAPO306128
OG0001746	DANRE25126, DANRE39306, DANRE39307, DANRE25487, DANRE25125, DANRE25124, DANRE25122, DANRE25123	CAPO306662
OG0001750	DANRE04183, DANRE27947, DANRE27946, DANRE27945, DANRE41344, DANRE41343, DANRE41345, DANRE37085, DANRE37084, DANRE42061, DANRE42060	CAPO304954
OG0001755	DANRE26225, DANRE26224, DANRE26226, DANRE26228, DANRE26227	CAPO300413
OG0001756	DANRE16138	CAPO301153
OG0001756	DANRE39599, DANRE39598	CAPO306605
OG0001769	DANRE03973, DANRE03974	CAPO300754
OG0001769	DANRE05499, DANRE05498	CAPO306748
OG0001770	DANRE42924, DANRE33844, DANRE06066, DANRE16806, DANRE16805	CAPO304551
OG0001772	DANRE11906, DANRE13434, DANRE13432, DANRE13433, DANRE11144	CAPO303731
OG0001774	DANRE19499, DANRE23023, DANRE23024, DANRE23025	CAPO302411
OG0001775	DANRE21680, DANRE21679, DANRE21681, DANRE21683, DANRE21684, DANRE28352, DANRE28351, DANRE34596	CAPO300385, CAPO303998
OG0001778	DANRE38052, DANRE38053, DANRE27757, DANRE27756, DANRE27754, DANRE27753, DANRE27755	CAPO303585
OG0001781	DANRE03858, DANRE03859	CAPO304059
OG0001781	DANRE08607	CAPO306335
OG0001782	DANRE43084, DANRE43085	CAPO302329
OG0001783	DANRE24810	CAPO302497
OG0001787	DANRE42517, DANRE42516, DANRE43271, DANRE18470, DANRE18471, DANRE11456, DANRE11455	CAPO302384
OG0001789	DANRE08206, DANRE08207, DANRE01213, DANRE01212	CAPO303597
OG0001792	DANRE19107, DANRE19106	CAPO305067
OG0001792	DANRE28329, DANRE28330	CAPO302146
OG0001793	DANRE10214	CAPO302934
OG0001793	DANRE01272, DANRE01271	CAPO300098
OG0001794	DANRE25500, DANRE30802	CAPO305037
OG0001797	DANRE07397, DANRE07398, DANRE07399	CAPO305230
OG0001799	DANRE08293, DANRE20326, DANRE20327, DANRE20328	CAPO307439
OG0001800	DANRE23380, DANRE23381, DANRE23379, DANRE02761, DANRE25885, DANRE25884, DANRE30952, DANRE30951	CAPO302099, CAPO301494
OG0001801	DANRE39875, DANRE20661, DANRE38263, DANRE38264, DANRE39824	CAPO301631
OG0001801	DANRE38265	CAPO300406, CAPO302328, CAPO300564
OG0001804	DANRE37916, DANRE37917, DANRE35091, DANRE35092, DANRE40586, DANRE40585, DANRE19527	CAPO307706
OG0001805	DANRE30715, DANRE30716, DANRE37701, DANRE37700, DANRE37699	CAPO301307
OG0001807	DANRE29039, DANRE29040	CAPO305640
OG0001808	DANRE33470, DANRE33469, DANRE36362	CAPO300354
OG0001809	DANRE00341, DANRE21531, DANRE21533, DANRE21532	CAPO307543
OG0001811	DANRE35737, DANRE42783, DANRE24203, DANRE29572, DANRE23440	CAPO304043
OG0001814	DANRE09136, DANRE09138, DANRE09137, DANRE09135	CAPO305508
OG0001816	DANRE03014, DANRE03013, DANRE03012, DANRE34914, DANRE34915	CAPO300431
OG0001818	DANRE18933, DANRE18932, DANRE18934, DANRE18839	CAPO302088
OG0001819	DANRE09412, DANRE09413, DANRE41795	CAPO307172
OG0001820	DANRE16697, DANRE16696, DANRE16698, DANRE05950	CAPO300515
OG0001822	DANRE31080, DANRE31079, DANRE31081, DANRE02365, DANRE25468	CAPO301119
OG0001825	DANRE43003, DANRE43002, DANRE05720, DANRE05719	CAPO306238
OG0001827	DANRE19148, DANRE19149, DANRE19147	CAPO303060
OG0001828	DANRE10135, DANRE10134	CAPO305081
OG0001830	DANRE18227, DANRE26348, DANRE26349, DANRE18225, DANRE18230, DANRE18231, DANRE18232, DANRE18233, DANRE18229, DANRE18228, DANRE05490, DANRE05489, DANRE05488	CAPO300316
OG0001831	DANRE24742, DANRE36143, DANRE36142, DANRE29377, DANRE29378, DANRE29379	CAPO306824
OG0001832	DANRE09900, DANRE25603	CAPO300612
OG0001834	DANRE16072, DANRE16073, DANRE16074, DANRE41758, DANRE41757, DANRE23895, DANRE23894	CAPO301512
OG0001849	DANRE01732, DANRE01759	CAPO303014
OG0001850	DANRE18469, DANRE11472, DANRE11471, DANRE18468	CAPO301689
OG0001851	DANRE10263, DANRE14312	CAPO303828
OG0001852	DANRE39777, DANRE39776, DANRE36720, DANRE43025	CAPO303604
OG0001857	DANRE18584, DANRE11645, DANRE11644, DANRE27912, DANRE27913	CAPO306766
OG0001859	DANRE18794, DANRE18793, DANRE05850	CAPO304942
OG0001860	DANRE29619, DANRE29620, DANRE29621, DANRE29618, DANRE29617	CAPO306960
OG0001861	DANRE05974	CAPO303333
OG0001861	DANRE11713, DANRE17627	CAPO306489
OG0001863	DANRE09225, DANRE09224	CAPO300966
OG0001864	DANRE26406, DANRE26407, DANRE23246, DANRE22520	CAPO300448
OG0001866	DANRE00861, DANRE00860	CAPO306683
OG0001867	DANRE28844, DANRE28845, DANRE29867, DANRE03121	CAPO302026
OG0001870	DANRE14522, DANRE14523, DANRE09965, DANRE11029, DANRE11030, DANRE14812, DANRE14811, DANRE14813, DANRE14814, DANRE01968, DANRE01969, DANRE01964, DANRE01965, DANRE01963, DANRE01966	CAPO303422
OG0001871	DANRE00790, DANRE00789, DANRE07602, DANRE15706, DANRE15705, DANRE15707, DANRE06803	CAPO300664
OG0001873	DANRE05973	CAPO305494
OG0001875	DANRE16114, DANRE16113	CAPO303129
OG0001875	DANRE04849, DANRE04848, DANRE04850	CAPO300770
OG0001877	DANRE11860, DANRE11861, DANRE05877, DANRE30847	CAPO305419
OG0001878	DANRE08556, DANRE01081, DANRE01080, DANRE34353, DANRE34354, DANRE20224, DANRE20225, DANRE15692	CAPO300594
OG0001879	DANRE41336	CAPO302675
OG0001879	DANRE03616, DANRE03617, DANRE28586, DANRE28587	CAPO304068
OG0001882	DANRE28956, DANRE35533	CAPO302587
OG0001883	DANRE36068, DANRE36166, DANRE36165, DANRE28668, DANRE28669	CAPO304395
OG0001886	DANRE34276, DANRE36220, DANRE36219, DANRE36221, DANRE36213, DANRE36208, DANRE36223, DANRE36214, DANRE36222, DANRE36211, DANRE36218, DANRE36209, DANRE36216, DANRE36224, DANRE36210, DANRE36212, DANRE36217	CAPO301013
OG0001888	DANRE35420, DANRE29103, DANRE34736, DANRE34735	CAPO307373
OG0001894	DANRE20451, DANRE20449, DANRE20450, DANRE16625, DANRE16624, DANRE11189	CAPO300859, CAPO305070, CAPO302912, CAPO302464, CAPO305462
OG0001895	DANRE28289, DANRE36869	CAPO300178
OG0001898	DANRE07701, DANRE07703, DANRE07702, DANRE10924	CAPO303887
OG0001900	DANRE13176, DANRE35025, DANRE13175	CAPO306468, CAPO308362
OG0001901	DANRE15950, DANRE15949, DANRE15948, DANRE08522, DANRE08519, DANRE08518, DANRE08520, DANRE08521, DANRE00854	CAPO302174
OG0001903	DANRE08071, DANRE08070, DANRE04770, DANRE04771	CAPO301651
OG0001913	DANRE38969, DANRE19628, DANRE25181, DANRE25180, DANRE38968	CAPO308270
OG0001914	DANRE17228, DANRE17224, DANRE17225, DANRE17227, DANRE17226	CAPO308187
OG0001915	DANRE33865, DANRE24359, DANRE24360	CAPO305922
OG0001916	DANRE05643, DANRE05642, DANRE07736, DANRE07735	CAPO304398
OG0001917	DANRE17670, DANRE28708, DANRE16749, DANRE16750, DANRE33250, DANRE28327	CAPO303937
OG0001919	DANRE39413	CAPO305966
OG0001919	DANRE04955, DANRE04956, DANRE04957	CAPO300799
OG0001923	DANRE36429, DANRE35425, DANRE35424, DANRE14251	CAPO300364
OG0001926	DANRE02186, DANRE02185, DANRE02184	CAPO308203
OG0001927	DANRE20203, DANRE39203, DANRE39204, DANRE11292, DANRE11291, DANRE11290, DANRE03502	CAPO303832
OG0001928	DANRE23285	CAPO303627
OG0001930	DANRE25033, DANRE25032, DANRE43356, DANRE25812, DANRE28312	CAPO301567
OG0001932	DANRE23835, DANRE27081, DANRE27080, DANRE16160, DANRE16159	CAPO304653
OG0001935	DANRE16831, DANRE16639	CAPO301339
OG0001937	DANRE42532	CAPO301986
OG0001939	DANRE02468, DANRE02467, DANRE25727	CAPO304703
OG0001940	DANRE06578	CAPO307447
OG0001941	DANRE35551, DANRE35552, DANRE09423, DANRE09421, DANRE09422	CAPO303660
OG0001943	DANRE23971, DANRE23969, DANRE23970	CAPO304272
OG0001945	DANRE42282, DANRE42281, DANRE21983, DANRE17286, DANRE17285, DANRE11703	CAPO302125, CAPO302413
OG0001947	DANRE02211, DANRE02212, DANRE36701, DANRE36700, DANRE43409, DANRE31200	CAPO306182
OG0001948	DANRE13170, DANRE18055, DANRE02609, DANRE39439	CAPO307548
OG0001949	DANRE01286, DANRE33675, DANRE33673, DANRE33674, DANRE08342, DANRE08341	CAPO303945
OG0001951	DANRE39716, DANRE39717, DANRE21110, DANRE13500, DANRE10211	CAPO305792
OG0001953	DANRE30101, DANRE03806, DANRE03805, DANRE29897	CAPO306993
OG0001956	DANRE19076, DANRE19034	CAPO302405
OG0001957	DANRE07073, DANRE08345, DANRE08346, DANRE20383, DANRE33693, DANRE33692, DANRE34211	CAPO307027
OG0001961	DANRE33063, DANRE33062, DANRE33064, DANRE26122, DANRE26121, DANRE01748, DANRE01747	CAPO301591
OG0001963	DANRE10628, DANRE10630, DANRE10629, DANRE12724, DANRE12723, DANRE12722, DANRE39215	CAPO304559
OG0001964	DANRE02622, DANRE41324, DANRE41323, DANRE41322, DANRE02621	CAPO306144
OG0001965	DANRE02932, DANRE43361, DANRE43360	CAPO305377
OG0001966	DANRE30261, DANRE36197	CAPO308069
OG0001968	DANRE03920, DANRE03918, DANRE03921, DANRE03919, DANRE36674	CAPO303436
OG0001969	DANRE00222, DANRE27645, DANRE27644, DANRE01900, DANRE01899, DANRE01898	CAPO301897
OG0001972	DANRE27665, DANRE27664, DANRE27663, DANRE41264, DANRE41265, DANRE41266	CAPO302726
OG0001985	DANRE07941, DANRE01529, DANRE35223, DANRE35224, DANRE07938, DANRE07940, DANRE07939	CAPO307425
OG0001988	DANRE14417, DANRE14418, DANRE10192, DANRE10193, DANRE10194, DANRE14419, DANRE10195	CAPO301454
OG0001989	DANRE31355, DANRE31356, DANRE31354, DANRE22276, DANRE22275	CAPO303699
OG0001992	DANRE11762, DANRE04530, DANRE04529, DANRE11763	CAPO301694
