Orthogroup	DANRE	APOSJ_ok
OG0002898	DANRE16262, DANRE16261, DANRE16260	APOSJ_00660, APOSJ_02099, APOSJ_43120, APOSJ_43119
OG0002899	DANRE09288, DANRE09287, DANRE36325	APOSJ_53924, APOSJ_53927, APOSJ_53926, APOSJ_53925
OG0002900	DANRE12889, DANRE14486, DANRE14487	APOSJ_56992, APOSJ_30063
OG0002901	DANRE18173, DANRE18172	APOSJ_65273, APOSJ_65272, APOSJ_65274, APOSJ_65271
OG0002902	DANRE30424, DANRE03373	APOSJ_31066, APOSJ_62531
OG0002903	DANRE09164, DANRE09166, DANRE09165	APOSJ_51359, APOSJ_51107, APOSJ_51361, APOSJ_51360
OG0002904	DANRE42980, DANRE42981	APOSJ_19129, APOSJ_19131, APOSJ_19134, APOSJ_19135, APOSJ_23721, APOSJ_19130, APOSJ_19127, APOSJ_23720, APOSJ_23722, APOSJ_19128, APOSJ_19133, APOSJ_19132
OG0002905	DANRE22952, DANRE22954, DANRE27661, DANRE27660	APOSJ_43847, APOSJ_43845, APOSJ_37810, APOSJ_43843, APOSJ_37809, APOSJ_37811, APOSJ_36736, APOSJ_36735, APOSJ_43846, APOSJ_36734, APOSJ_43844
OG0002906	DANRE26198, DANRE12286, DANRE12287, DANRE26197, DANRE26195, DANRE26196	APOSJ_49358, APOSJ_49363, APOSJ_28749, APOSJ_49362
OG0002907	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876	APOSJ_06904, APOSJ_59419, APOSJ_06902, APOSJ_06900, APOSJ_06908
OG0002908	DANRE23356, DANRE23357	APOSJ_41049, APOSJ_41048
OG0002909	DANRE40488, DANRE40486, DANRE40487, DANRE30879, DANRE30880	APOSJ_42655, APOSJ_42656
OG0002910	DANRE30866	APOSJ_19905, APOSJ_19904
OG0002911	DANRE05242, DANRE05241, DANRE00632, DANRE00631	APOSJ_38670, APOSJ_38671
OG0002912	DANRE38633, DANRE38632	APOSJ_60908, APOSJ_41772, APOSJ_60894, APOSJ_60897, APOSJ_05122, APOSJ_05121, APOSJ_54754
OG0002913	DANRE23914, DANRE26672, DANRE06874, DANRE26185, DANRE26184	APOSJ_47280, APOSJ_26666
OG0002915	DANRE12827, DANRE12826, DANRE27309	APOSJ_21025, APOSJ_52601, APOSJ_52602
OG0002916	DANRE02144, DANRE02145, DANRE00486, DANRE00485	APOSJ_45207, APOSJ_45206, APOSJ_45205, APOSJ_15779, APOSJ_45203, APOSJ_45204
OG0002917	DANRE13269, DANRE13268	APOSJ_48174
OG0002919	DANRE38978, DANRE38976, DANRE38977, DANRE27062, DANRE27061, DANRE01876, DANRE01877	APOSJ_18306, APOSJ_19042, APOSJ_19041
OG0002921	DANRE29158	APOSJ_00219, APOSJ_53869, APOSJ_15921, APOSJ_53867, APOSJ_53871, APOSJ_00226, APOSJ_53868, APOSJ_53870
OG0002922	DANRE04518, DANRE04517, DANRE04519, DANRE00634, DANRE00633, DANRE00635	APOSJ_63518, APOSJ_42218, APOSJ_05816, APOSJ_17087
OG0002923	DANRE12811, DANRE14686, DANRE14684, DANRE14685, DANRE37058	APOSJ_24415, APOSJ_50520, APOSJ_22686, APOSJ_24417, APOSJ_24414, APOSJ_24420
OG0002924	DANRE38511, DANRE12737, DANRE19086, DANRE19087	APOSJ_52951, APOSJ_52952, APOSJ_52954, APOSJ_52953, APOSJ_59897, APOSJ_52950, APOSJ_52955, APOSJ_60511
OG0002925	DANRE10222, DANRE10223, DANRE36912, DANRE15101	APOSJ_38140, APOSJ_33448, APOSJ_38141, APOSJ_38135, APOSJ_38142, APOSJ_38712, APOSJ_38139, APOSJ_38137, APOSJ_38136, APOSJ_38138
OG0002926	DANRE34322, DANRE34323, DANRE21574, DANRE21575	APOSJ_06972, APOSJ_06973, APOSJ_06975, APOSJ_06974
OG0002927	DANRE09831, DANRE09830	APOSJ_16768, APOSJ_00529, APOSJ_62091, APOSJ_16769, APOSJ_00530, APOSJ_16771, APOSJ_00531, APOSJ_03211, APOSJ_16772, APOSJ_16770, APOSJ_16767, APOSJ_40156
OG0002929	DANRE31425, DANRE23026, DANRE25648, DANRE25645, DANRE25647, DANRE36790, DANRE36791, DANRE25646	APOSJ_34840
OG0002944	DANRE18767, DANRE18766, DANRE22390, DANRE24085	APOSJ_59286, APOSJ_30367, APOSJ_06364
OG0002945	DANRE35994, DANRE35995, DANRE35993	APOSJ_48648, APOSJ_20590, APOSJ_17785, APOSJ_47516, APOSJ_12046, APOSJ_12047, APOSJ_12049, APOSJ_47519, APOSJ_12048, APOSJ_47515, APOSJ_47520, APOSJ_47514, APOSJ_12044, APOSJ_12045, APOSJ_47517
OG0002947	DANRE10152, DANRE10153, DANRE10154	APOSJ_02647, APOSJ_02648, APOSJ_54387, APOSJ_46768
OG0002948	DANRE34886	APOSJ_47013
OG0002949	DANRE09990, DANRE09991	APOSJ_12144
OG0002952	DANRE06807, DANRE06808, DANRE20237	APOSJ_38185
OG0002953	DANRE01659, DANRE01655, DANRE01657, DANRE01656, DANRE01658	APOSJ_06750, APOSJ_21712
OG0002954	DANRE38940, DANRE25783	APOSJ_16784, APOSJ_40213, APOSJ_16782
OG0002955	DANRE05511	APOSJ_15246, APOSJ_63353, APOSJ_57546, APOSJ_15247, APOSJ_57547, APOSJ_63355, APOSJ_63354, APOSJ_57548, APOSJ_57549, APOSJ_30136, APOSJ_03062, APOSJ_63356, APOSJ_63352, APOSJ_57550, APOSJ_57545, APOSJ_52427
OG0002956	DANRE21694, DANRE21695, DANRE28355, DANRE28354, DANRE33265, DANRE33266	APOSJ_24900, APOSJ_14367
OG0002957	DANRE42141, DANRE42142, DANRE42144, DANRE42143	APOSJ_56271, APOSJ_56272
OG0002959	DANRE11651, DANRE18133, DANRE18132, DANRE18135, DANRE18134, DANRE11880	APOSJ_47581, APOSJ_29476
OG0002960	DANRE14553	APOSJ_46873
OG0002961	DANRE24668, DANRE24669	APOSJ_48061, APOSJ_48062, APOSJ_48060
OG0002962	DANRE03655, DANRE03654, DANRE03656, DANRE30303, DANRE30302	APOSJ_52064, APOSJ_61205, APOSJ_52061, APOSJ_52063
OG0002964	DANRE29981	APOSJ_46194
OG0002965	DANRE04582	APOSJ_52959
OG0002966	DANRE36185	APOSJ_19690, APOSJ_19691
OG0002967	DANRE08054, DANRE08053, DANRE08052, DANRE34156	APOSJ_44455, APOSJ_44454
OG0002968	DANRE13696	APOSJ_21357, APOSJ_21358
OG0002969	DANRE03329, DANRE03330	APOSJ_08429, APOSJ_61844, APOSJ_61847, APOSJ_06792, APOSJ_06793, APOSJ_06791, APOSJ_61848, APOSJ_61843, APOSJ_42911, APOSJ_06790, APOSJ_43501, APOSJ_61845
OG0002971	DANRE10191, DANRE10190, DANRE36910, DANRE10064, DANRE10229	APOSJ_37915, APOSJ_29340, APOSJ_37910
OG0002973	DANRE02875, DANRE43269	APOSJ_42996
OG0002974	DANRE10580, DANRE10579, DANRE10581, DANRE38604	APOSJ_65070
OG0002976	DANRE34839, DANRE34841, DANRE34840	APOSJ_48119, APOSJ_39713, APOSJ_39711, APOSJ_39712
OG0002977	DANRE08323, DANRE08322	APOSJ_04874, APOSJ_04873
OG0002978	DANRE35229, DANRE35228, DANRE07269, DANRE18661, DANRE12048	APOSJ_64685, APOSJ_45730
OG0002979	DANRE30626, DANRE30628, DANRE30627, DANRE11344	APOSJ_30422, APOSJ_30421
OG0002981	DANRE27435, DANRE27434, DANRE27436	APOSJ_48720, APOSJ_61926, APOSJ_10226, APOSJ_42619, APOSJ_48721, APOSJ_34442, APOSJ_10225, APOSJ_30362, APOSJ_42621, APOSJ_61925, APOSJ_59198, APOSJ_48719, APOSJ_48722, APOSJ_42620, APOSJ_43870, APOSJ_48718
OG0002982	DANRE43008, DANRE43009	APOSJ_31495, APOSJ_31494
OG0002983	DANRE04558, DANRE35676, DANRE36478	APOSJ_56071, APOSJ_38421, APOSJ_56069, APOSJ_12311
OG0002984	DANRE09046	APOSJ_52711, APOSJ_16918, APOSJ_59203, APOSJ_59201, APOSJ_59200, APOSJ_52710, APOSJ_16920, APOSJ_59202, APOSJ_28882, APOSJ_39912, APOSJ_16917, APOSJ_52712, APOSJ_46219, APOSJ_52709, APOSJ_28886, APOSJ_16919
OG0002985	DANRE28806, DANRE21915	APOSJ_18108, APOSJ_18105, APOSJ_48529, APOSJ_18109, APOSJ_18107, APOSJ_18106
OG0002986	DANRE40518, DANRE40519, DANRE36833, DANRE12782, DANRE12783	APOSJ_15496, APOSJ_15495
OG0002987	DANRE23368, DANRE06719	APOSJ_41363
OG0002988	DANRE35776, DANRE41716	APOSJ_07996, APOSJ_08001, APOSJ_07997, APOSJ_07995
OG0002989	DANRE22802, DANRE22801, DANRE22258	APOSJ_04210, APOSJ_58686
OG0002990	DANRE20457, DANRE20456	APOSJ_41926, APOSJ_41927
OG0002991	DANRE04634, DANRE04633, DANRE04635	APOSJ_05218
OG0002992	DANRE38774, DANRE38775, DANRE38773, DANRE23142	APOSJ_16883
OG0002994	DANRE09752, DANRE14545	APOSJ_23648
OG0002996	DANRE12407, DANRE22403, DANRE22404, DANRE02484, DANRE02485	APOSJ_47942, APOSJ_47943, APOSJ_47941, APOSJ_47944, APOSJ_19884, APOSJ_47945, APOSJ_47946
OG0002997	DANRE26807, DANRE26806, DANRE26808	APOSJ_58621
OG0002998	DANRE25591, DANRE40334	APOSJ_24675, APOSJ_24674
OG0003000	DANRE12152	APOSJ_46995, APOSJ_27257, APOSJ_39887
OG0003001	DANRE24877, DANRE27015, DANRE27016	APOSJ_21263
OG0003002	DANRE35876, DANRE41576, DANRE41575	APOSJ_37421, APOSJ_26772
OG0003003	DANRE10097, DANRE10096, DANRE14195, DANRE18308	APOSJ_02299, APOSJ_02300, APOSJ_13906
OG0003004	DANRE11793, DANRE11792, DANRE19678, DANRE13171	APOSJ_36401, APOSJ_36403, APOSJ_36404
OG0003005	DANRE05976, DANRE05975	APOSJ_08591, APOSJ_22078, APOSJ_56538, APOSJ_22076
OG0003006	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147	APOSJ_48218, APOSJ_48216, APOSJ_48215, APOSJ_48217
OG0003007	DANRE39995, DANRE15988, DANRE35426	APOSJ_15270, APOSJ_15268, APOSJ_30252, APOSJ_15269, APOSJ_46877
OG0003008	DANRE34300, DANRE34301, DANRE26502, DANRE26501, DANRE36457, DANRE36456, DANRE36455	APOSJ_46376
OG0003009	DANRE09247, DANRE13822, DANRE13823, DANRE09791, DANRE09790, DANRE27983	APOSJ_17280, APOSJ_17273, APOSJ_10783, APOSJ_10784, APOSJ_17271, APOSJ_18922
OG0003010	DANRE03320	APOSJ_52409, APOSJ_52410
OG0003011	DANRE35624, DANRE35625, DANRE28716, DANRE15480, DANRE15481, DANRE15482	APOSJ_43587
OG0003012	DANRE02194, DANRE41182, DANRE01474, DANRE01475	APOSJ_17930, APOSJ_17929
OG0003013	DANRE42634, DANRE09494, DANRE09495	APOSJ_07123, APOSJ_07124, APOSJ_55779
OG0003014	DANRE18904, DANRE18903, DANRE11632, DANRE11631	APOSJ_06510, APOSJ_06511, APOSJ_06508, APOSJ_30699, APOSJ_20310, APOSJ_20309
OG0003016	DANRE15754, DANRE07659, DANRE07660	APOSJ_16130, APOSJ_54698
OG0003017	DANRE14386	APOSJ_42744
OG0003018	DANRE20107	APOSJ_38423, APOSJ_16519, APOSJ_38426, APOSJ_16518, APOSJ_53246, APOSJ_19550, APOSJ_05374, APOSJ_16520, APOSJ_16514, APOSJ_00869, APOSJ_05375, APOSJ_16521
OG0003019	DANRE17944	APOSJ_24408, APOSJ_24407
OG0003021	DANRE03715	APOSJ_48823, APOSJ_48822, APOSJ_48825, APOSJ_09832
OG0003022	DANRE06629, DANRE06630	APOSJ_49552, APOSJ_49553
OG0003023	DANRE07888, DANRE00144, DANRE39454	APOSJ_26889
OG0003024	DANRE10956, DANRE10955, DANRE10957, DANRE10954, DANRE18319	APOSJ_04367, APOSJ_54344, APOSJ_28757, APOSJ_51861, APOSJ_54346, APOSJ_28758, APOSJ_54345, APOSJ_28921, APOSJ_28920
OG0003025	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913, DANRE27235, DANRE27234, DANRE27233	APOSJ_19466, APOSJ_34959
OG0003026	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963	APOSJ_14693, APOSJ_11899, APOSJ_11900, APOSJ_14691, APOSJ_09657, APOSJ_14692, APOSJ_11901
OG0003027	DANRE39832, DANRE25253, DANRE25255, DANRE25254	APOSJ_45013, APOSJ_45012
OG0003028	DANRE14928, DANRE14929, DANRE14927	APOSJ_16632, APOSJ_45345, APOSJ_53091, APOSJ_53098, APOSJ_53093, APOSJ_45344, APOSJ_53096, APOSJ_53097, APOSJ_53095, APOSJ_53090, APOSJ_53094, APOSJ_53092
OG0003029	DANRE14128, DANRE12524	APOSJ_24858, APOSJ_24860, APOSJ_24857, APOSJ_24859
OG0003030	DANRE17646, DANRE17647, DANRE17166, DANRE30218	APOSJ_50713
OG0003031	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164	APOSJ_05271
OG0003033	DANRE15199	APOSJ_22116, APOSJ_22716, APOSJ_55466
OG0003034	DANRE16812, DANRE16811, DANRE16814, DANRE16815, DANRE16813, DANRE19735, DANRE19736, DANRE19739, DANRE19738, DANRE19737	APOSJ_25543
OG0003035	DANRE21581, DANRE21582, DANRE34776	APOSJ_05130, APOSJ_05133, APOSJ_05131, APOSJ_05132, APOSJ_63200
OG0003036	DANRE28031, DANRE21834	APOSJ_42114, APOSJ_21847, APOSJ_64267, APOSJ_64264, APOSJ_42116, APOSJ_21846, APOSJ_42115, APOSJ_21849, APOSJ_21848, APOSJ_42112, APOSJ_21850, APOSJ_21845
OG0003037	DANRE35225	APOSJ_52298
OG0003038	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300	APOSJ_10168
OG0003040	DANRE37975	APOSJ_53236, APOSJ_62151, APOSJ_53237, APOSJ_53240, APOSJ_11957, APOSJ_62162, APOSJ_62156, APOSJ_53238, APOSJ_54547
OG0003041	DANRE10564, DANRE10563, DANRE10565, DANRE10566	APOSJ_64655, APOSJ_33811
OG0003043	DANRE17899	APOSJ_51495, APOSJ_40245, APOSJ_40246, APOSJ_51491, APOSJ_51493, APOSJ_40247, APOSJ_51496, APOSJ_62284
OG0003044	DANRE35015	APOSJ_33046, APOSJ_00068, APOSJ_00067, APOSJ_00069, APOSJ_00070
OG0003045	DANRE40089	APOSJ_07018
OG0003045	DANRE07636	APOSJ_54974
OG0003046	DANRE25428, DANRE28175	APOSJ_33073, APOSJ_53211, APOSJ_53213, APOSJ_53212
OG0003048	DANRE25331, DANRE25330, DANRE25329, DANRE28173, DANRE28172, DANRE28174	APOSJ_40872, APOSJ_40873
OG0003049	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463	APOSJ_37374, APOSJ_37376
OG0003051	DANRE07546, DANRE42090, DANRE42091	APOSJ_16434, APOSJ_27454
OG0003052	DANRE16627, DANRE16629, DANRE16628	APOSJ_03550, APOSJ_28486, APOSJ_03551, APOSJ_28481, APOSJ_28483, APOSJ_28482, APOSJ_28485, APOSJ_03549, APOSJ_28480, APOSJ_28484, APOSJ_28487
OG0003053	DANRE00436, DANRE00433, DANRE00434, DANRE00437, DANRE00435	APOSJ_10684, APOSJ_10683, APOSJ_10688, APOSJ_10691, APOSJ_10686, APOSJ_10687, APOSJ_13757, APOSJ_10690, APOSJ_10689
OG0003054	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241	APOSJ_09930, APOSJ_09928, APOSJ_09929, APOSJ_09931
OG0003055	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002	APOSJ_01314, APOSJ_01317, APOSJ_01316, APOSJ_01315
OG0003057	DANRE08967, DANRE18180, DANRE18179, DANRE18178	APOSJ_52902, APOSJ_52903, APOSJ_05351, APOSJ_05353, APOSJ_52901, APOSJ_05350, APOSJ_52904, APOSJ_36941
OG0003058	DANRE17348, DANRE24903	APOSJ_32369, APOSJ_32371, APOSJ_32372, APOSJ_32370
OG0003059	DANRE16710, DANRE11335, DANRE11333, DANRE11334	APOSJ_54868
OG0003060	DANRE30122, DANRE26566, DANRE20937	APOSJ_25972
OG0003061	DANRE05258, DANRE05257, DANRE35570, DANRE11148, DANRE11147, DANRE11149, DANRE17428	APOSJ_34451
OG0003063	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887	APOSJ_10490, APOSJ_39056, APOSJ_04759, APOSJ_49230, APOSJ_49232, APOSJ_49231, APOSJ_04757, APOSJ_04758, APOSJ_01115, APOSJ_39075, APOSJ_10491
OG0003064	DANRE01811	APOSJ_61339, APOSJ_26092, APOSJ_61340, APOSJ_26093, APOSJ_09903, APOSJ_22685, APOSJ_09910, APOSJ_04197, APOSJ_57984, APOSJ_61337, APOSJ_09904, APOSJ_09906, APOSJ_63933, APOSJ_15734, APOSJ_61338, APOSJ_26094, APOSJ_09902, APOSJ_04195, APOSJ_09905
OG0003065	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090	APOSJ_56569, APOSJ_56571, APOSJ_56572, APOSJ_14977, APOSJ_56568
OG0003067	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233	APOSJ_20684, APOSJ_20685
OG0003069	DANRE13563, DANRE09930, DANRE13564	APOSJ_57953, APOSJ_28657, APOSJ_28656, APOSJ_31953, APOSJ_31954
OG0003072	DANRE21203, DANRE21204, DANRE30787, DANRE30788	APOSJ_04105, APOSJ_04104, APOSJ_25387
OG0003073	DANRE00917	APOSJ_43163
OG0003073	DANRE36055, DANRE36054, DANRE36053	APOSJ_26792, APOSJ_26794, APOSJ_26791
OG0003074	DANRE40534, DANRE14153, DANRE14152, DANRE09218, DANRE09217, DANRE09216	APOSJ_50683, APOSJ_50682
OG0003075	DANRE24279	APOSJ_40427, APOSJ_11846, APOSJ_11318, APOSJ_26476, APOSJ_64957, APOSJ_55960, APOSJ_55961, APOSJ_40428, APOSJ_55959, APOSJ_49477, APOSJ_26480, APOSJ_55958, APOSJ_55962, APOSJ_01147, APOSJ_55957, APOSJ_40429, APOSJ_55963, APOSJ_26479, APOSJ_35814
OG0003077	DANRE30068, DANRE30069, DANRE30345, DANRE30346	APOSJ_22530, APOSJ_22531
OG0003078	DANRE02904	APOSJ_00148
OG0003079	DANRE21757, DANRE19386, DANRE28143, DANRE21756	APOSJ_59437, APOSJ_59436
OG0003084	DANRE07763, DANRE07764	APOSJ_63819
OG0003086	DANRE36754	APOSJ_10849, APOSJ_10848, APOSJ_15453, APOSJ_37352, APOSJ_34330
OG0003101	DANRE11473, DANRE24368, DANRE40300	APOSJ_39132
OG0003103	DANRE13616	APOSJ_56241, APOSJ_56240, APOSJ_13496
OG0003104	DANRE34200, DANRE36452, DANRE36450, DANRE36451	APOSJ_41239, APOSJ_30663
OG0003105	DANRE06202, DANRE06203, DANRE06204	APOSJ_38611, APOSJ_41890, APOSJ_34439, APOSJ_41886, APOSJ_41888, APOSJ_40124
OG0003106	DANRE12715	APOSJ_00837, APOSJ_00832, APOSJ_00838, APOSJ_00834, APOSJ_05167, APOSJ_21338, APOSJ_04469, APOSJ_00835, APOSJ_00840, APOSJ_21340, APOSJ_00836, APOSJ_00833, APOSJ_21339
OG0003107	DANRE12324, DANRE39342	APOSJ_26201, APOSJ_34016, APOSJ_36925, APOSJ_36926, APOSJ_26198, APOSJ_26196, APOSJ_36923, APOSJ_26200
OG0003108	DANRE25882, DANRE25879, DANRE25880	APOSJ_53894, APOSJ_60356, APOSJ_53893, APOSJ_53895
OG0003110	DANRE42419	APOSJ_33346, APOSJ_01571
OG0003110	DANRE42418, DANRE42417	APOSJ_56560, APOSJ_24671
OG0003111	DANRE24570, DANRE35647, DANRE35648, DANRE35646	APOSJ_08555, APOSJ_30833, APOSJ_32697
OG0003113	DANRE18781, DANRE18782, DANRE11714	APOSJ_58854, APOSJ_61212, APOSJ_41642
OG0003114	DANRE39250, DANRE39249, DANRE19962	APOSJ_17648
OG0003118	DANRE23397, DANRE42064, DANRE21364, DANRE21362, DANRE21363	APOSJ_63592, APOSJ_63594, APOSJ_63593
OG0003119	DANRE33891, DANRE24253	APOSJ_39538, APOSJ_39533, APOSJ_39534, APOSJ_39531
OG0003120	DANRE03267	APOSJ_28666, APOSJ_28664, APOSJ_61061, APOSJ_51622, APOSJ_52804
OG0003121	DANRE12731, DANRE28362, DANRE21700	APOSJ_01530, APOSJ_27238, APOSJ_55020, APOSJ_07217
OG0003122	DANRE11723, DANRE11724	APOSJ_36414, APOSJ_50972
OG0003123	DANRE09106, DANRE14297, DANRE12710	APOSJ_14580, APOSJ_14579
OG0003124	DANRE19479, DANRE19478	APOSJ_60072, APOSJ_60073
OG0003125	DANRE27728, DANRE27726, DANRE27727	APOSJ_13170, APOSJ_13174, APOSJ_13167, APOSJ_55545, APOSJ_13169, APOSJ_13172, APOSJ_13171, APOSJ_55528
OG0003127	DANRE05629	APOSJ_10132, APOSJ_10133
OG0003128	DANRE16305	APOSJ_01878, APOSJ_54178, APOSJ_54176, APOSJ_54177
OG0003130	DANRE08300, DANRE08301, DANRE08299	APOSJ_34706, APOSJ_34707
OG0003131	DANRE39602, DANRE39603	APOSJ_58708
OG0003132	DANRE15060, DANRE15061	APOSJ_14212, APOSJ_42354, APOSJ_42357, APOSJ_00023, APOSJ_14211, APOSJ_42359, APOSJ_14215, APOSJ_14214, APOSJ_42355, APOSJ_14213, APOSJ_42358, APOSJ_14216, APOSJ_42356
OG0003133	DANRE12809, DANRE12810, DANRE12808	APOSJ_30270, APOSJ_30654, APOSJ_01713, APOSJ_01714
OG0003135	DANRE08191	APOSJ_18753, APOSJ_18754, APOSJ_18752, APOSJ_20256, APOSJ_53592, APOSJ_18750
OG0003136	DANRE35065, DANRE12101, DANRE11278	APOSJ_47787
OG0003137	DANRE26190	APOSJ_36852, APOSJ_30580, APOSJ_36853, APOSJ_06208, APOSJ_36851, APOSJ_36855, APOSJ_36854, APOSJ_36850
OG0003138	DANRE27831	APOSJ_00752, APOSJ_40281
OG0003140	DANRE39516, DANRE24971, DANRE24972, DANRE24970, DANRE39086	APOSJ_35312
OG0003141	DANRE20616	APOSJ_16442
OG0003142	DANRE34782, DANRE34781, DANRE14504, DANRE14505, DANRE10324, DANRE10323	APOSJ_40273, APOSJ_14398, APOSJ_14400, APOSJ_14399, APOSJ_14397, APOSJ_27324, APOSJ_27321, APOSJ_27323
OG0003144	DANRE00783, DANRE00782, DANRE00786, DANRE00785	APOSJ_48852, APOSJ_48851
OG0003145	DANRE36307, DANRE36308, DANRE26624	APOSJ_22385
OG0003146	DANRE17747, DANRE17748	APOSJ_07935, APOSJ_07938, APOSJ_21949, APOSJ_23349, APOSJ_47106, APOSJ_21948
OG0003147	DANRE06463, DANRE06464	APOSJ_21036, APOSJ_21034, APOSJ_21035
OG0003148	DANRE18741, DANRE18742, DANRE09008, DANRE09007, DANRE00993	APOSJ_47587
OG0003149	DANRE09385	APOSJ_20169, APOSJ_20168, APOSJ_00806
OG0003150	DANRE06878, DANRE06879, DANRE42088	APOSJ_46061, APOSJ_24496, APOSJ_30861, APOSJ_24495
OG0003152	DANRE30433, DANRE30432, DANRE03048, DANRE03049, DANRE28960	APOSJ_48510, APOSJ_48508, APOSJ_48509, APOSJ_48511
OG0003153	DANRE36866, DANRE36864	APOSJ_35785, APOSJ_35782, APOSJ_35780, APOSJ_35783, APOSJ_35778, APOSJ_35779, APOSJ_52381, APOSJ_22926, APOSJ_35781
OG0003154	DANRE26477	APOSJ_51181, APOSJ_51185, APOSJ_50159, APOSJ_50161, APOSJ_51180, APOSJ_51183
OG0003157	DANRE19807	APOSJ_26289, APOSJ_26292, APOSJ_26290, APOSJ_26287, APOSJ_26291, APOSJ_26288
OG0003158	DANRE42210, DANRE23852, DANRE23851, DANRE23850, DANRE23849	APOSJ_48827, APOSJ_48829, APOSJ_48828, APOSJ_48826
OG0003159	DANRE00330, DANRE39548, DANRE05243	APOSJ_34339
OG0003160	DANRE05430, DANRE03119, DANRE03120, DANRE03118, DANRE03117	APOSJ_52005, APOSJ_52006
OG0003161	DANRE18063, DANRE18059, DANRE18061, DANRE18060, DANRE18062	APOSJ_12427, APOSJ_12426
OG0003162	DANRE17764, DANRE05683, DANRE08820	APOSJ_43039, APOSJ_21099, APOSJ_21100, APOSJ_21101
OG0003163	DANRE40155, DANRE40154, DANRE25816, DANRE25817	APOSJ_53589
OG0003164	DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697	APOSJ_27152
OG0003165	DANRE11655, DANRE11657, DANRE11654, DANRE11656, DANRE05525	APOSJ_55300
OG0003166	DANRE16104, DANRE16105	APOSJ_26522, APOSJ_21441, APOSJ_02622, APOSJ_42363, APOSJ_02624, APOSJ_62139, APOSJ_20651, APOSJ_62130, APOSJ_42335, APOSJ_02621, APOSJ_62116, APOSJ_00768, APOSJ_26518, APOSJ_36016, APOSJ_21450, APOSJ_00767, APOSJ_21446, APOSJ_21455, APOSJ_26517, APOSJ_26521, APOSJ_21477
OG0003167	DANRE03155, DANRE29368, DANRE29367, DANRE07936, DANRE07935	APOSJ_08242, APOSJ_08241, APOSJ_08243, APOSJ_08244
OG0003169	DANRE42633, DANRE42632	APOSJ_40105, APOSJ_01487, APOSJ_09186, APOSJ_57600, APOSJ_57601, APOSJ_57604, APOSJ_01486, APOSJ_20667, APOSJ_57602, APOSJ_57605, APOSJ_20668, APOSJ_59291
OG0003171	DANRE26972, DANRE26973, DANRE18285, DANRE18286, DANRE18287	APOSJ_22135, APOSJ_64270, APOSJ_51435
OG0003172	DANRE42756	APOSJ_37760, APOSJ_48896, APOSJ_37761, APOSJ_37762, APOSJ_37759, APOSJ_50968, APOSJ_37764, APOSJ_37763, APOSJ_50967, APOSJ_37765, APOSJ_56161
OG0003173	DANRE16306, DANRE16307	APOSJ_04953, APOSJ_04954
OG0003174	DANRE06246, DANRE06247, DANRE06245	APOSJ_17036
OG0003175	DANRE10507, DANRE42689, DANRE14253	APOSJ_12763, APOSJ_12764
OG0003176	DANRE13495, DANRE13496	APOSJ_23689, APOSJ_23690
OG0003177	DANRE16368, DANRE16367	APOSJ_63824, APOSJ_56011
OG0003179	DANRE15998, DANRE16000, DANRE16001	APOSJ_56598, APOSJ_53571, APOSJ_53563, APOSJ_53567, APOSJ_53565, APOSJ_08422, APOSJ_56597, APOSJ_56600, APOSJ_53564, APOSJ_08421, APOSJ_53568
OG0003180	DANRE07584, DANRE19907, DANRE34980, DANRE39646, DANRE39645, DANRE39647, DANRE39648	APOSJ_18815, APOSJ_18814, APOSJ_54053, APOSJ_18813
OG0003181	DANRE29811, DANRE29810, DANRE36146, DANRE36147, DANRE36145, DANRE36148	APOSJ_20951, APOSJ_20952, APOSJ_59228
OG0003182	DANRE28251	APOSJ_40788
OG0003183	DANRE23349, DANRE14974, DANRE14975, DANRE14973, DANRE42556, DANRE42557	APOSJ_55161, APOSJ_44506, APOSJ_44507, APOSJ_44505, APOSJ_44509
OG0003184	DANRE08170, DANRE08169, DANRE39240	APOSJ_55407, APOSJ_55409, APOSJ_55410, APOSJ_55408
OG0003185	DANRE39287, DANRE31275, DANRE31276, DANRE31274	APOSJ_32400
OG0003187	DANRE20980, DANRE20979	APOSJ_30111, APOSJ_30112, APOSJ_30114, APOSJ_30113, APOSJ_02519
OG0003188	DANRE00343, DANRE25991, DANRE38344, DANRE34574	APOSJ_32903, APOSJ_32904
