Orthogroup	DANRE	APOSJ_ok
OG0000542	DANRE16247, DANRE16248, DANRE16242, DANRE16243, DANRE16246, DANRE16249, DANRE16244, DANRE16245, DANRE23742, DANRE08551, DANRE01086, DANRE01090, DANRE01088, DANRE23741	APOSJ_08026, APOSJ_50186, APOSJ_08025, APOSJ_08028, APOSJ_08027
OG0000542	DANRE14981, DANRE14980	APOSJ_05217
OG0000544	DANRE08538, DANRE08537, DANRE00847, DANRE00846, DANRE00848, DANRE00845, DANRE16215	APOSJ_21942, APOSJ_21940, APOSJ_21941
OG0000544	DANRE34532, DANRE34530, DANRE34533, DANRE34531	APOSJ_61075, APOSJ_39291
OG0000545	DANRE11520	APOSJ_11134
OG0000545	DANRE02906, DANRE02907, DANRE34438, DANRE34437, DANRE34436, DANRE34439, DANRE11738, DANRE13378, DANRE13377	APOSJ_61169
OG0000548	DANRE06455, DANRE19625, DANRE40865, DANRE22043	APOSJ_02482
OG0000548	DANRE18865	APOSJ_30566, APOSJ_30567, APOSJ_30568
OG0000548	DANRE01597, DANRE01599, DANRE01598, DANRE25568	APOSJ_60326
OG0000551	DANRE41282	APOSJ_20535, APOSJ_20534
OG0000552	DANRE01503	APOSJ_12181, APOSJ_62306, APOSJ_62314, APOSJ_62315
OG0000552	DANRE06064	APOSJ_19359, APOSJ_14481, APOSJ_50223, APOSJ_37535, APOSJ_14484, APOSJ_19362, APOSJ_14480, APOSJ_14485, APOSJ_50222, APOSJ_14483
OG0000553	DANRE00920, DANRE00921, DANRE34994, DANRE09706	APOSJ_31022
OG0000553	DANRE29057, DANRE03068	APOSJ_14728
OG0000554	DANRE04186	APOSJ_51797
OG0000560	DANRE03304, DANRE11206	APOSJ_42593, APOSJ_08220, APOSJ_08218
OG0000561	DANRE18926, DANRE18925, DANRE18927, DANRE10686, DANRE10685	APOSJ_36051, APOSJ_59312, APOSJ_59302, APOSJ_59313, APOSJ_59329, APOSJ_05263, APOSJ_20913, APOSJ_20912, APOSJ_20911, APOSJ_20910, APOSJ_59308, APOSJ_20909, APOSJ_44883, APOSJ_14002, APOSJ_44884
OG0000562	DANRE27041, DANRE01831	APOSJ_05019, APOSJ_05018
OG0000562	DANRE25391, DANRE09161	APOSJ_03566, APOSJ_08426, APOSJ_08427, APOSJ_08425, APOSJ_08428, APOSJ_22191, APOSJ_08423
OG0000563	DANRE39600, DANRE20313, DANRE07912, DANRE39601	APOSJ_47173
OG0000564	DANRE34378, DANRE34377, DANRE08076, DANRE16838, DANRE16839, DANRE16840, DANRE04604, DANRE18044	APOSJ_58018
OG0000565	DANRE09694, DANRE09696, DANRE09695, DANRE09693, DANRE09692, DANRE09697	APOSJ_16911, APOSJ_46831, APOSJ_42362, APOSJ_52606, APOSJ_01300, APOSJ_17008, APOSJ_17007, APOSJ_34667, APOSJ_34668, APOSJ_34666, APOSJ_34672, APOSJ_34670
OG0000566	DANRE25108	APOSJ_56114, APOSJ_08789
OG0000566	DANRE33333, DANRE33334	APOSJ_08632, APOSJ_08631
OG0000567	DANRE37645, DANRE43387	APOSJ_28174
OG0000570	DANRE43359, DANRE30386, DANRE30385, DANRE04065, DANRE01649, DANRE01650, DANRE01648	APOSJ_08357, APOSJ_22652, APOSJ_12030, APOSJ_22655, APOSJ_12021, APOSJ_22654, APOSJ_01124, APOSJ_22653, APOSJ_01114, APOSJ_56456, APOSJ_04515
OG0000571	DANRE33710	APOSJ_12793, APOSJ_64231, APOSJ_64230, APOSJ_40394
OG0000572	DANRE03776, DANRE03775, DANRE03774, DANRE11722, DANRE37798, DANRE37797, DANRE37799	APOSJ_39780, APOSJ_39781
OG0000572	DANRE36636, DANRE22951, DANRE22949, DANRE22950	APOSJ_20204
OG0000573	DANRE26429, DANRE36969, DANRE41278, DANRE34489	APOSJ_25331, APOSJ_24862
OG0000573	DANRE02931	APOSJ_13020
OG0000574	DANRE28774	APOSJ_35049
OG0000574	DANRE28773, DANRE28771, DANRE28772, DANRE03028	APOSJ_02665
OG0000574	DANRE16551, DANRE16552, DANRE16553	APOSJ_07768
OG0000575	DANRE33983, DANRE33982, DANRE33981, DANRE33980, DANRE33986, DANRE33985, DANRE33984, DANRE00045, DANRE16440, DANRE16435, DANRE16436, DANRE27242, DANRE27243, DANRE27241, DANRE24309, DANRE24311, DANRE24310, DANRE35805	APOSJ_19463, APOSJ_41628, APOSJ_41627
OG0000576	DANRE42659, DANRE42663, DANRE41341, DANRE42662, DANRE42660, DANRE42661, DANRE04947, DANRE41342, DANRE04948, DANRE22099, DANRE22100, DANRE22101	APOSJ_37886, APOSJ_57885, APOSJ_37889, APOSJ_19418, APOSJ_13718, APOSJ_37885, APOSJ_60114, APOSJ_37891, APOSJ_37887, APOSJ_60113, APOSJ_57887, APOSJ_37890, APOSJ_19419, APOSJ_37888
OG0000578	DANRE37784, DANRE37783, DANRE37782, DANRE35561, DANRE35560, DANRE35559, DANRE35558, DANRE17778, DANRE17779, DANRE17777, DANRE05436, DANRE05438, DANRE05439	APOSJ_37736, APOSJ_36341
OG0000579	DANRE25633, DANRE31259, DANRE31258, DANRE31257, DANRE02315, DANRE02313, DANRE02314, DANRE25634, DANRE39934, DANRE01665, DANRE01666, DANRE01664, DANRE01668, DANRE39933, DANRE39930, DANRE39932, DANRE39931, DANRE22831, DANRE22830	APOSJ_42746, APOSJ_42747, APOSJ_42749, APOSJ_42748
OG0000580	DANRE38921, DANRE38923, DANRE38922, DANRE25003	APOSJ_16960
OG0000581	DANRE17774, DANRE05449	APOSJ_08673, APOSJ_32969
OG0000581	DANRE04777, DANRE03781, DANRE17773, DANRE05450	APOSJ_36499
OG0000583	DANRE06884, DANRE06885, DANRE00864, DANRE35907, DANRE41539, DANRE41538, DANRE11089, DANRE11090, DANRE13739, DANRE13740, DANRE10062	APOSJ_25494, APOSJ_14454, APOSJ_07547, APOSJ_32741
OG0000585	DANRE02244, DANRE02245, DANRE02249, DANRE41291, DANRE41292, DANRE41293, DANRE41294, DANRE02250, DANRE25689, DANRE25690, DANRE31500, DANRE31501, DANRE23073, DANRE23074, DANRE23075, DANRE36824, DANRE36823	APOSJ_15080, APOSJ_15081, APOSJ_15079
OG0000587	DANRE08842, DANRE08843, DANRE28077, DANRE38185, DANRE38186, DANRE38187, DANRE23765, DANRE02066, DANRE02067	APOSJ_00369, APOSJ_16879, APOSJ_16876, APOSJ_16875, APOSJ_10738, APOSJ_16880, APOSJ_53960, APOSJ_40785, APOSJ_53959, APOSJ_16878, APOSJ_40787, APOSJ_53961, APOSJ_16877, APOSJ_53958
OG0000587	DANRE07770	APOSJ_63799, APOSJ_63803
OG0000588	DANRE30123, DANRE16941, DANRE26565, DANRE19175, DANRE34600	APOSJ_23279, APOSJ_53706, APOSJ_58179, APOSJ_53698, APOSJ_53701, APOSJ_53704, APOSJ_58178, APOSJ_58181, APOSJ_58176, APOSJ_58180, APOSJ_53703, APOSJ_58177, APOSJ_53700, APOSJ_53705, APOSJ_53702, APOSJ_53699
OG0000588	DANRE01195, DANRE01197, DANRE01196	APOSJ_51544, APOSJ_51543
OG0000589	DANRE25936, DANRE38708, DANRE38709, DANRE38710, DANRE25938, DANRE25939, DANRE25937, DANRE12338, DANRE31600, DANRE31601, DANRE22454, DANRE37009, DANRE37011, DANRE37012, DANRE37010, DANRE30890, DANRE30889, DANRE25662, DANRE25663, DANRE25664, DANRE25665	APOSJ_48412, APOSJ_48413, APOSJ_34674, APOSJ_34676
OG0000590	DANRE42192, DANRE42191, DANRE42190, DANRE29030, DANRE10504, DANRE10503, DANRE14379, DANRE29029	APOSJ_20507, APOSJ_20506
OG0000590	DANRE28274, DANRE36861	APOSJ_15177, APOSJ_15179, APOSJ_15178, APOSJ_15175, APOSJ_15174, APOSJ_29829, APOSJ_15181, APOSJ_42654, APOSJ_15173, APOSJ_15180
OG0000591	DANRE29995, DANRE15432	APOSJ_27883, APOSJ_27882
OG0000592	DANRE18531	APOSJ_22050, APOSJ_22053
OG0000592	DANRE25922, DANRE25921, DANRE38966, DANRE38965, DANRE38964	APOSJ_63364
OG0000593	DANRE30058, DANRE03638, DANRE30338, DANRE02996	APOSJ_14731, APOSJ_14730
OG0000593	DANRE23729, DANRE26181, DANRE12961, DANRE12962, DANRE36390, DANRE36391, DANRE22365, DANRE02411, DANRE02412	APOSJ_13767, APOSJ_46951, APOSJ_28632, APOSJ_28630, APOSJ_25347, APOSJ_28392, APOSJ_13802, APOSJ_28393, APOSJ_28390, APOSJ_28394, APOSJ_28391, APOSJ_25346, APOSJ_28631, APOSJ_28389
OG0000594	DANRE02253, DANRE02252	APOSJ_44042, APOSJ_05859, APOSJ_05860, APOSJ_05861
OG0000597	DANRE37823, DANRE20385, DANRE20386, DANRE20384, DANRE29524, DANRE34209, DANRE33695, DANRE34208	APOSJ_21422, APOSJ_21418, APOSJ_04909, APOSJ_57316, APOSJ_21420, APOSJ_21421
OG0000597	DANRE38490, DANRE38491, DANRE24980, DANRE23651, DANRE23650, DANRE16005, DANRE16004	APOSJ_30513, APOSJ_30514
OG0000600	DANRE15562, DANRE15561, DANRE15563, DANRE15567, DANRE15568, DANRE15565, DANRE22320, DANRE22321, DANRE07160	APOSJ_44016, APOSJ_44015
OG0000601	DANRE03851, DANRE29823, DANRE05203, DANRE05202, DANRE43410, DANRE05201, DANRE05200, DANRE01528	APOSJ_33394, APOSJ_33396, APOSJ_33395, APOSJ_33392, APOSJ_11331, APOSJ_11332
OG0000602	DANRE06865, DANRE06864, DANRE28060, DANRE28061, DANRE21447, DANRE21448, DANRE15344	APOSJ_36709, APOSJ_36710
OG0000602	DANRE28063, DANRE21449, DANRE05995, DANRE05994, DANRE06863, DANRE42864, DANRE43010, DANRE15343, DANRE15341, DANRE15342	APOSJ_64995, APOSJ_64996, APOSJ_53746
OG0000603	DANRE20006, DANRE20005, DANRE20003, DANRE11131, DANRE11132, DANRE11133, DANRE17469, DANRE17472, DANRE17471, DANRE17473, DANRE17470, DANRE04450, DANRE03756, DANRE03755, DANRE03754	APOSJ_36984, APOSJ_36983, APOSJ_03111, APOSJ_03109, APOSJ_03112, APOSJ_36982, APOSJ_45011, APOSJ_03108, APOSJ_03110, APOSJ_36985, APOSJ_19038, APOSJ_19039, APOSJ_03113, APOSJ_31540
OG0000607	DANRE25098, DANRE36040, DANRE36041, DANRE36039, DANRE31468, DANRE31465, DANRE31464, DANRE31466, DANRE31467, DANRE22466	APOSJ_43213, APOSJ_42491, APOSJ_13144, APOSJ_42488, APOSJ_61787, APOSJ_61786, APOSJ_13140, APOSJ_13141, APOSJ_17406, APOSJ_61790, APOSJ_61784, APOSJ_13145, APOSJ_61785, APOSJ_13146, APOSJ_13142, APOSJ_42489, APOSJ_42490, APOSJ_61788, APOSJ_61792, APOSJ_13139, APOSJ_13147, APOSJ_42487, APOSJ_61789, APOSJ_61791
OG0000608	DANRE29304	APOSJ_31338, APOSJ_25747, APOSJ_25749, APOSJ_25748, APOSJ_50494, APOSJ_11343
OG0000609	DANRE11913, DANRE11914	APOSJ_36177, APOSJ_36178, APOSJ_36176
OG0000609	DANRE21338	APOSJ_35277, APOSJ_35274, APOSJ_35275, APOSJ_21281, APOSJ_35276, APOSJ_35273, APOSJ_35280, APOSJ_35278, APOSJ_35279, APOSJ_65014
OG0000610	DANRE08988, DANRE15837	APOSJ_44592, APOSJ_48730, APOSJ_48733, APOSJ_44594, APOSJ_32373, APOSJ_48732, APOSJ_12629, APOSJ_26159, APOSJ_30078, APOSJ_12616, APOSJ_12619, APOSJ_26161, APOSJ_26160, APOSJ_48729, APOSJ_44590, APOSJ_44591, APOSJ_44593, APOSJ_44605, APOSJ_48728, APOSJ_30091, APOSJ_36712, APOSJ_12550, APOSJ_05618, APOSJ_26158, APOSJ_12618, APOSJ_48731, APOSJ_48727, APOSJ_30075, APOSJ_33891, APOSJ_30083, APOSJ_26162
OG0000610	DANRE26846, DANRE35194, DANRE35195	APOSJ_29332
OG0000611	DANRE38844, DANRE38845, DANRE38847	APOSJ_58652
OG0000612	DANRE22364	APOSJ_22168, APOSJ_03034
OG0000613	DANRE34847, DANRE38974	APOSJ_63879, APOSJ_55759
OG0000614	DANRE43105, DANRE43106	APOSJ_23957, APOSJ_23954, APOSJ_23956, APOSJ_23952, APOSJ_15769, APOSJ_23953, APOSJ_15768, APOSJ_23958, APOSJ_23955, APOSJ_50604, APOSJ_46891, APOSJ_50612, APOSJ_50608, APOSJ_01965, APOSJ_01969, APOSJ_50607, APOSJ_46896, APOSJ_50613, APOSJ_50611, APOSJ_50609, APOSJ_01967, APOSJ_01968, APOSJ_01966, APOSJ_50610, APOSJ_01964
OG0000615	DANRE34494, DANRE24463, DANRE41312, DANRE41311, DANRE34490, DANRE34492, DANRE34491, DANRE24462, DANRE27103, DANRE27102, DANRE06330, DANRE06331, DANRE24461	APOSJ_22324, APOSJ_22321, APOSJ_22323, APOSJ_22322
OG0000616	DANRE08157, DANRE35009, DANRE35008, DANRE37380, DANRE37376, DANRE37378, DANRE37377	APOSJ_38805, APOSJ_09030, APOSJ_38801, APOSJ_09037, APOSJ_59177, APOSJ_59175, APOSJ_38800, APOSJ_59183, APOSJ_38802, APOSJ_09041, APOSJ_38804, APOSJ_59182, APOSJ_38799, APOSJ_28771, APOSJ_00175, APOSJ_59180, APOSJ_59181, APOSJ_59176, APOSJ_59178, APOSJ_38806, APOSJ_09031, APOSJ_38803, APOSJ_59179, APOSJ_09033, APOSJ_01010, APOSJ_49619, APOSJ_38798, APOSJ_00174
OG0000617	DANRE43335, DANRE43336, DANRE43334	APOSJ_18872, APOSJ_49648, APOSJ_45738, APOSJ_45737
OG0000619	DANRE37843, DANRE37844, DANRE37842, DANRE37845, DANRE35821, DANRE35820, DANRE35819, DANRE07556, DANRE07557	APOSJ_15651, APOSJ_15650, APOSJ_43449, APOSJ_43448, APOSJ_43453, APOSJ_06007, APOSJ_43454, APOSJ_06010, APOSJ_40834, APOSJ_43451, APOSJ_43455, APOSJ_49747, APOSJ_41928, APOSJ_49744, APOSJ_49011, APOSJ_49040, APOSJ_49748, APOSJ_59158, APOSJ_59185
OG0000620	DANRE30711, DANRE30712, DANRE30713, DANRE12383	APOSJ_39438, APOSJ_56026, APOSJ_39312, APOSJ_34854, APOSJ_34853, APOSJ_23054, APOSJ_02024, APOSJ_32800
OG0000623	DANRE05276	APOSJ_58237, APOSJ_58239
OG0000623	DANRE29318, DANRE29319, DANRE29321, DANRE29320, DANRE29317, DANRE36066, DANRE36067	APOSJ_54571, APOSJ_53585, APOSJ_53583, APOSJ_64252
OG0000624	DANRE29203, DANRE19512, DANRE19513, DANRE34018, DANRE41484, DANRE41483, DANRE41485	APOSJ_38044, APOSJ_11261, APOSJ_38250, APOSJ_38042, APOSJ_06061, APOSJ_38043, APOSJ_38046, APOSJ_06064, APOSJ_14652, APOSJ_14653, APOSJ_47525, APOSJ_14646, APOSJ_26556, APOSJ_47513, APOSJ_23669, APOSJ_53610, APOSJ_05320, APOSJ_05319, APOSJ_58963, APOSJ_09193
OG0000626	DANRE14703, DANRE14705, DANRE14702, DANRE14704, DANRE18504, DANRE18503, DANRE18506, DANRE18505, DANRE22711, DANRE22715, DANRE22712, DANRE22714, DANRE22709, DANRE22713, DANRE22710, DANRE40308, DANRE40311, DANRE40309, DANRE40310	APOSJ_59167, APOSJ_59170, APOSJ_59171, APOSJ_31132, APOSJ_59172, APOSJ_59166, APOSJ_59174, APOSJ_31133, APOSJ_31131, APOSJ_59168, APOSJ_59169, APOSJ_59173
OG0000627	DANRE01285, DANRE01283, DANRE01284, DANRE13403, DANRE10285, DANRE10284, DANRE24252	APOSJ_30106, APOSJ_30105
OG0000628	DANRE10115, DANRE10116, DANRE02554, DANRE43168, DANRE43169, DANRE10117, DANRE10118	APOSJ_34817, APOSJ_34816
OG0000628	DANRE22397, DANRE22395, DANRE22396, DANRE17350, DANRE17351, DANRE09796, DANRE24904	APOSJ_11646, APOSJ_11647, APOSJ_11644, APOSJ_11645
OG0000629	DANRE01275	APOSJ_36364
OG0000629	DANRE25415	APOSJ_31695, APOSJ_18454, APOSJ_31689, APOSJ_31692, APOSJ_31697, APOSJ_31696, APOSJ_31691, APOSJ_18457
OG0000634	DANRE27842, DANRE27841, DANRE37078, DANRE37077, DANRE37547, DANRE37548	APOSJ_28424
OG0000635	DANRE28867	APOSJ_64560, APOSJ_09992
OG0000635	DANRE13256	APOSJ_04418
OG0000636	DANRE03730, DANRE03729, DANRE07041, DANRE07045, DANRE07042, DANRE07043, DANRE07044, DANRE07046, DANRE05815, DANRE05816, DANRE05814, DANRE03924, DANRE03926, DANRE03923	APOSJ_03510, APOSJ_03511, APOSJ_03509, APOSJ_03508
OG0000637	DANRE30450, DANRE36117	APOSJ_58608, APOSJ_58607, APOSJ_58605, APOSJ_58606
OG0000639	DANRE12180, DANRE19333, DANRE19332	APOSJ_22789, APOSJ_22790
OG0000639	DANRE26025, DANRE26027, DANRE24926, DANRE24925, DANRE24924, DANRE23613, DANRE23612, DANRE37057	APOSJ_29300
OG0000642	DANRE23759, DANRE23758, DANRE23757, DANRE16691, DANRE16692, DANRE04589, DANRE04590, DANRE04591, DANRE15452	APOSJ_55400, APOSJ_08507, APOSJ_61954, APOSJ_09617, APOSJ_09613, APOSJ_09612, APOSJ_61958, APOSJ_61952, APOSJ_09616, APOSJ_35529
OG0000645	DANRE38840, DANRE12356	APOSJ_23119, APOSJ_01409
OG0000645	DANRE16501	APOSJ_58477
OG0000646	DANRE36287, DANRE37895, DANRE37894, DANRE37896	APOSJ_13193, APOSJ_13194
OG0000646	DANRE38055, DANRE12177, DANRE09022	APOSJ_34948, APOSJ_34947, APOSJ_56459, APOSJ_34946, APOSJ_34945, APOSJ_56460, APOSJ_34943
OG0000647	DANRE39973, DANRE16386, DANRE16387, DANRE05385, DANRE42708, DANRE42709, DANRE42707	APOSJ_64340, APOSJ_64336, APOSJ_56838, APOSJ_13497, APOSJ_64335, APOSJ_13605, APOSJ_56265, APOSJ_56212, APOSJ_56264, APOSJ_64339, APOSJ_56266, APOSJ_64338, APOSJ_58434, APOSJ_64334, APOSJ_64337
OG0000648	DANRE23825, DANRE23827	APOSJ_31281, APOSJ_31280, APOSJ_62481
OG0000648	DANRE27007	APOSJ_03785
OG0000649	DANRE36548, DANRE36549, DANRE23157, DANRE23158, DANRE14536, DANRE10469	APOSJ_14876, APOSJ_62950, APOSJ_09077, APOSJ_14871, APOSJ_09074, APOSJ_62949, APOSJ_62948, APOSJ_62952, APOSJ_57618
OG0000651	DANRE01712	APOSJ_12716, APOSJ_60503, APOSJ_60497, APOSJ_57665, APOSJ_12709
OG0000651	DANRE23323, DANRE01722, DANRE01723, DANRE01724, DANRE08586, DANRE08587, DANRE42029, DANRE42028, DANRE23324	APOSJ_14754, APOSJ_57659, APOSJ_57666, APOSJ_01259, APOSJ_01261, APOSJ_07867, APOSJ_01263, APOSJ_60499, APOSJ_12711, APOSJ_12713, APOSJ_60504, APOSJ_30332, APOSJ_60498, APOSJ_60502, APOSJ_57662, APOSJ_57660, APOSJ_57664, APOSJ_57663, APOSJ_60501, APOSJ_57667, APOSJ_01260, APOSJ_12715, APOSJ_01264, APOSJ_01258, APOSJ_07865, APOSJ_12710, APOSJ_12712, APOSJ_36313, APOSJ_57661, APOSJ_14753, APOSJ_60500, APOSJ_01262, APOSJ_12714
OG0000652	DANRE02866, DANRE02856	APOSJ_34548
OG0000654	DANRE22636, DANRE23092, DANRE23093, DANRE39428, DANRE39432, DANRE39427, DANRE39433, DANRE28978, DANRE28980, DANRE28979, DANRE28981, DANRE28976, DANRE28977, DANRE35895, DANRE35897, DANRE35896, DANRE35892, DANRE42543, DANRE42544, DANRE42545	APOSJ_38864, APOSJ_38862, APOSJ_43370, APOSJ_38861, APOSJ_38865, APOSJ_43371, APOSJ_38863
OG0000657	DANRE41216, DANRE41219, DANRE41218, DANRE41217, DANRE38328, DANRE38327	APOSJ_21913, APOSJ_21912, APOSJ_21911, APOSJ_21909, APOSJ_07790, APOSJ_21910, APOSJ_21914, APOSJ_21908
OG0000660	DANRE42701, DANRE37475, DANRE37474	APOSJ_10365, APOSJ_10364
OG0000660	DANRE35327, DANRE07903	APOSJ_47606, APOSJ_47612
OG0000662	DANRE07121, DANRE07120, DANRE07123, DANRE07122	APOSJ_39439
OG0000662	DANRE29859, DANRE29860, DANRE04026, DANRE03635	APOSJ_54892, APOSJ_18946
OG0000663	DANRE14734, DANRE18093, DANRE18092, DANRE15132, DANRE18094, DANRE15131, DANRE18091, DANRE18096	APOSJ_32858, APOSJ_32857, APOSJ_32856, APOSJ_32855, APOSJ_37492, APOSJ_32854, APOSJ_32852, APOSJ_32853
OG0000664	DANRE39767, DANRE30905, DANRE02763	APOSJ_22892, APOSJ_22894, APOSJ_46796, APOSJ_46853, APOSJ_22893, APOSJ_39846, APOSJ_22895, APOSJ_39847
OG0000664	DANRE35705, DANRE10611, DANRE10610, DANRE10609	APOSJ_17044, APOSJ_17042, APOSJ_17038, APOSJ_17041, APOSJ_17040, APOSJ_17039, APOSJ_17043, APOSJ_17045
OG0000665	DANRE38365, DANRE19520, DANRE34684, DANRE09591, DANRE09590, DANRE13938, DANRE13939, DANRE19399, DANRE19400	APOSJ_64512, APOSJ_64513, APOSJ_64514, APOSJ_40902, APOSJ_53510, APOSJ_40899, APOSJ_40898, APOSJ_40897, APOSJ_53511, APOSJ_53514, APOSJ_18733, APOSJ_40900, APOSJ_41544, APOSJ_40901, APOSJ_08228, APOSJ_08229
OG0000666	DANRE23027	APOSJ_38350, APOSJ_40155
OG0000667	DANRE15620, DANRE15621	APOSJ_19388, APOSJ_19387, APOSJ_02175, APOSJ_02176, APOSJ_02173
OG0000670	DANRE23686, DANRE23689, DANRE23688, DANRE23691, DANRE23690, DANRE34500, DANRE06990, DANRE07638, DANRE26756, DANRE26754, DANRE26757, DANRE26755, DANRE23687, DANRE15554, DANRE36312, DANRE36313	APOSJ_25532, APOSJ_25531
OG0000671	DANRE23020, DANRE22760, DANRE22759, DANRE23021, DANRE31347, DANRE36744, DANRE36710, DANRE36807, DANRE30960, DANRE24990	APOSJ_22422, APOSJ_22425, APOSJ_22424, APOSJ_22421, APOSJ_22423, APOSJ_22420
OG0000672	DANRE02981, DANRE02982	APOSJ_50679, APOSJ_50678
OG0000673	DANRE03399	APOSJ_02358, APOSJ_10767
OG0000674	DANRE09048, DANRE09049, DANRE09050, DANRE09052, DANRE09051, DANRE37577, DANRE37574, DANRE37576, DANRE37575	APOSJ_37872, APOSJ_37277
OG0000675	DANRE11231, DANRE43339	APOSJ_33208, APOSJ_39392, APOSJ_46408, APOSJ_39394, APOSJ_39393, APOSJ_39391, APOSJ_39395, APOSJ_22966, APOSJ_32328, APOSJ_22101, APOSJ_22100, APOSJ_29810, APOSJ_41881, APOSJ_61594
OG0000676	DANRE14726	APOSJ_02079, APOSJ_02078
OG0000676	DANRE26937, DANRE26936, DANRE36241, DANRE20482, DANRE20483, DANRE35813, DANRE35814, DANRE41404	APOSJ_06120, APOSJ_06122, APOSJ_06117, APOSJ_06121
OG0000680	DANRE20435, DANRE31089, DANRE31088, DANRE12567	APOSJ_33409, APOSJ_33410, APOSJ_13086, APOSJ_13083, APOSJ_13084, APOSJ_13082, APOSJ_33413, APOSJ_17019, APOSJ_33412, APOSJ_33411
OG0000680	DANRE36591, DANRE36590	APOSJ_26267
OG0000681	DANRE15651, DANRE15652, DANRE07275, DANRE07276, DANRE07154, DANRE07153	APOSJ_46254, APOSJ_46255, APOSJ_46257
OG0000681	DANRE20644, DANRE20643, DANRE25267, DANRE25266	APOSJ_36480, APOSJ_36481
OG0000682	DANRE33564, DANRE33563, DANRE11185, DANRE22049, DANRE22053, DANRE22052, DANRE22051, DANRE22050, DANRE19035, DANRE19036, DANRE19037	APOSJ_13468, APOSJ_13474
OG0000683	DANRE16155	APOSJ_64634, APOSJ_64631
OG0000683	DANRE30129, DANRE16951, DANRE01917, DANRE26336, DANRE26335, DANRE26337, DANRE26338	APOSJ_15131, APOSJ_02497, APOSJ_56346, APOSJ_15132, APOSJ_02496
OG0000684	DANRE41360, DANRE41356, DANRE41361, DANRE28296, DANRE39125	APOSJ_20767, APOSJ_20765, APOSJ_20764, APOSJ_20766, APOSJ_01354, APOSJ_20768, APOSJ_20770, APOSJ_20769
OG0000685	DANRE29493, DANRE29494, DANRE02304, DANRE02303, DANRE02302, DANRE31478, DANRE31477, DANRE31476	APOSJ_22693, APOSJ_64882, APOSJ_65317
OG0000685	DANRE13483	APOSJ_26446, APOSJ_18518, APOSJ_18512, APOSJ_18521, APOSJ_18515, APOSJ_18513, APOSJ_18514, APOSJ_18517, APOSJ_18520
OG0000690	DANRE14634, DANRE14633	APOSJ_22137, APOSJ_22147, APOSJ_22140
OG0000690	DANRE06381, DANRE39009, DANRE39006, DANRE39008	APOSJ_11058, APOSJ_06557, APOSJ_11059, APOSJ_06556
OG0000690	DANRE06380, DANRE06379	APOSJ_40458
OG0000691	DANRE27299, DANRE25533	APOSJ_08695
OG0000691	DANRE18108, DANRE18107, DANRE18106, DANRE11469, DANRE14622, DANRE14623, DANRE14624, DANRE23610	APOSJ_28459
OG0000692	DANRE05971	APOSJ_41742, APOSJ_41741, APOSJ_41740
OG0000693	DANRE36829, DANRE22937, DANRE22936, DANRE22938, DANRE20118, DANRE20117, DANRE08385, DANRE08384, DANRE08386, DANRE09992, DANRE09993	APOSJ_58900
OG0000693	DANRE34293, DANRE34292	APOSJ_48229, APOSJ_48228
OG0000694	DANRE10951, DANRE11638, DANRE17279, DANRE17281, DANRE17280, DANRE17278, DANRE35394, DANRE35396, DANRE35395, DANRE39558, DANRE39557	APOSJ_04109, APOSJ_43101
OG0000696	DANRE18175, DANRE18174	APOSJ_06670, APOSJ_42037, APOSJ_42030, APOSJ_06673, APOSJ_06671, APOSJ_06672
OG0000696	DANRE10818	APOSJ_01864, APOSJ_37186, APOSJ_37185, APOSJ_37184
OG0000697	DANRE30740, DANRE40406, DANRE02693, DANRE41127, DANRE41126, DANRE41128, DANRE41129, DANRE40289, DANRE02263, DANRE02262, DANRE36692	APOSJ_51766, APOSJ_51767, APOSJ_61682, APOSJ_64946, APOSJ_64535, APOSJ_41504, APOSJ_53618, APOSJ_64536, APOSJ_53614, APOSJ_41510, APOSJ_51765, APOSJ_53615, APOSJ_06578, APOSJ_53617, APOSJ_51762, APOSJ_53616, APOSJ_06580, APOSJ_51763, APOSJ_51761, APOSJ_53613, APOSJ_53892, APOSJ_41512, APOSJ_06583, APOSJ_06581
OG0000698	DANRE06827, DANRE18733, DANRE18732, DANRE18731, DANRE12022, DANRE12021, DANRE18729, DANRE19896	APOSJ_05376
OG0000700	DANRE30585, DANRE30583, DANRE30586, DANRE30584, DANRE25086, DANRE25085	APOSJ_57913, APOSJ_33332
OG0000700	DANRE12610	APOSJ_18333, APOSJ_23682, APOSJ_23680, APOSJ_23683, APOSJ_23681, APOSJ_18332
OG0000701	DANRE05122, DANRE05121, DANRE05123, DANRE33566, DANRE40860, DANRE40861	APOSJ_08394, APOSJ_43235, APOSJ_43229, APOSJ_51482, APOSJ_08395, APOSJ_08393, APOSJ_43231, APOSJ_43232, APOSJ_43236, APOSJ_43237, APOSJ_43230, APOSJ_08392
OG0000702	DANRE21696, DANRE39048, DANRE39049, DANRE39053, DANRE39051, DANRE39055, DANRE39050, DANRE39054, DANRE39047, DANRE39044, DANRE39052, DANRE39045, DANRE39046	APOSJ_54550, APOSJ_52824, APOSJ_54553, APOSJ_54549, APOSJ_03633, APOSJ_44971, APOSJ_03640, APOSJ_44969, APOSJ_54551, APOSJ_44973, APOSJ_44968, APOSJ_44970, APOSJ_44972, APOSJ_54555, APOSJ_54552, APOSJ_54554
