Orthogroup	APOSJ_ok	ASTMX
OG0000526	APOSJ_63849, APOSJ_44853, APOSJ_47160, APOSJ_64283	ASTMX04211, ASTMX04131
OG0000527	APOSJ_65018, APOSJ_06433, APOSJ_20427, APOSJ_05086, APOSJ_20425, APOSJ_00813, APOSJ_65009, APOSJ_20426, APOSJ_00811, APOSJ_00815, APOSJ_65017, APOSJ_00814, APOSJ_00816, APOSJ_12256, APOSJ_65015, APOSJ_00812, APOSJ_05084, APOSJ_47034, APOSJ_26263, APOSJ_47035, APOSJ_26260	ASTMX21736, ASTMX22367, ASTMX02383, ASTMX14201, ASTMX19141
OG0000528	APOSJ_26270, APOSJ_26272, APOSJ_26269, APOSJ_26271, APOSJ_26268	ASTMX18461, ASTMX02315, ASTMX10467, ASTMX20121
OG0000529	APOSJ_35859, APOSJ_24524	ASTMX12434
OG0000529	APOSJ_14572, APOSJ_14573	ASTMX11508, ASTMX07444, ASTMX17776, ASTMX00725
OG0000530	APOSJ_52891, APOSJ_34280, APOSJ_52887, APOSJ_43675, APOSJ_34277, APOSJ_34281, APOSJ_52888, APOSJ_52890, APOSJ_34278, APOSJ_43673, APOSJ_52885, APOSJ_52892, APOSJ_49382, APOSJ_34282, APOSJ_43676, APOSJ_60893, APOSJ_54657, APOSJ_34284, APOSJ_52886, APOSJ_60898, APOSJ_07364, APOSJ_34283, APOSJ_52889, APOSJ_43674, APOSJ_34279, APOSJ_07357, APOSJ_54659	ASTMX03176, ASTMX02906, ASTMX17387, ASTMX07408, ASTMX19455
OG0000532	APOSJ_47180	ASTMX01302, ASTMX15057
OG0000533	APOSJ_35628	ASTMX17186, ASTMX16729
OG0000535	APOSJ_20895, APOSJ_18218, APOSJ_18219, APOSJ_17517, APOSJ_08893, APOSJ_41987, APOSJ_41985, APOSJ_41982, APOSJ_41983, APOSJ_41981, APOSJ_41980, APOSJ_41984, APOSJ_41986, APOSJ_01683, APOSJ_01686, APOSJ_01684, APOSJ_01685	ASTMX07978, ASTMX01946, ASTMX20355, ASTMX22489
OG0000537	APOSJ_25970	ASTMX02700, ASTMX00178, ASTMX15548, ASTMX22237
OG0000537	APOSJ_39064	ASTMX15547, ASTMX02699, ASTMX00179
OG0000538	APOSJ_25908, APOSJ_25903, APOSJ_48367, APOSJ_41994, APOSJ_03027, APOSJ_25907, APOSJ_48188, APOSJ_41996, APOSJ_54797, APOSJ_48192, APOSJ_54801, APOSJ_33167, APOSJ_25910, APOSJ_48191, APOSJ_33180, APOSJ_41995, APOSJ_54800, APOSJ_48190, APOSJ_25906, APOSJ_54798, APOSJ_40998, APOSJ_05035, APOSJ_25905, APOSJ_25904, APOSJ_48187, APOSJ_25909, APOSJ_05036, APOSJ_41998, APOSJ_15711, APOSJ_48189, APOSJ_41997, APOSJ_25911, APOSJ_05056	ASTMX06663, ASTMX01046, ASTMX13231, ASTMX04495, ASTMX12645, ASTMX21007
OG0000542	APOSJ_08026, APOSJ_50186, APOSJ_08025, APOSJ_08028, APOSJ_08027	ASTMX11231, ASTMX21069
OG0000542	APOSJ_05217	ASTMX04273
OG0000544	APOSJ_21942, APOSJ_21940, APOSJ_21941	ASTMX11235, ASTMX03698, ASTMX08268
OG0000544	APOSJ_61075, APOSJ_39291	ASTMX06964, ASTMX06963
OG0000545	APOSJ_11134	ASTMX10987
OG0000545	APOSJ_61169	ASTMX08452, ASTMX01683, ASTMX12544, ASTMX08514, ASTMX06310
OG0000545	APOSJ_43763	ASTMX10989
OG0000548	APOSJ_02482	ASTMX20814, ASTMX19774, ASTMX15937, ASTMX10502
OG0000548	APOSJ_30566, APOSJ_30567, APOSJ_30568	ASTMX10235
OG0000548	APOSJ_60326	ASTMX16625, ASTMX05347
OG0000550	APOSJ_63307, APOSJ_63306	ASTMX22613
OG0000550	APOSJ_18132	ASTMX00671
OG0000551	APOSJ_20535, APOSJ_20534	ASTMX02105
OG0000552	APOSJ_12181, APOSJ_62306, APOSJ_62314, APOSJ_62315	ASTMX21676
OG0000553	APOSJ_31022	ASTMX17368, ASTMX03487, ASTMX06718
OG0000553	APOSJ_14728	ASTMX14321, ASTMX21466, ASTMX11677
OG0000554	APOSJ_51797	ASTMX22268
OG0000560	APOSJ_42593, APOSJ_08220, APOSJ_08218	ASTMX10434, ASTMX12293
OG0000561	APOSJ_36051, APOSJ_59312, APOSJ_59302, APOSJ_59313, APOSJ_59329, APOSJ_05263, APOSJ_20913, APOSJ_20912, APOSJ_20911, APOSJ_20910, APOSJ_59308, APOSJ_20909, APOSJ_44883, APOSJ_14002, APOSJ_44884	ASTMX19650
OG0000562	APOSJ_05019, APOSJ_05018	ASTMX02939
OG0000562	APOSJ_03566, APOSJ_08426, APOSJ_08427, APOSJ_08425, APOSJ_08428, APOSJ_22191, APOSJ_08423	ASTMX18239, ASTMX07420
OG0000563	APOSJ_47173	ASTMX12226, ASTMX05877, ASTMX13470
OG0000564	APOSJ_58018	ASTMX10683, ASTMX04443, ASTMX18629, ASTMX04222, ASTMX15637
OG0000565	APOSJ_16911, APOSJ_46831, APOSJ_42362, APOSJ_52606, APOSJ_01300, APOSJ_17008, APOSJ_17007, APOSJ_34667, APOSJ_34668, APOSJ_34666, APOSJ_34672, APOSJ_34670	ASTMX06713
OG0000566	APOSJ_56114, APOSJ_08789	ASTMX02202
OG0000566	APOSJ_08632, APOSJ_08631	ASTMX09638
OG0000567	APOSJ_28174	ASTMX07889, ASTMX10650
OG0000567	APOSJ_40875	ASTMX02913
OG0000570	APOSJ_08357, APOSJ_22652, APOSJ_12030, APOSJ_22655, APOSJ_12021, APOSJ_22654, APOSJ_01124, APOSJ_22653, APOSJ_01114, APOSJ_56456, APOSJ_04515	ASTMX10311, ASTMX21575, ASTMX01487, ASTMX14282
OG0000572	APOSJ_39780, APOSJ_39781	ASTMX14415, ASTMX08526
OG0000572	APOSJ_20204	ASTMX09438, ASTMX05246
OG0000573	APOSJ_25331, APOSJ_24862	ASTMX11352, ASTMX15555, ASTMX04860, ASTMX18772, ASTMX02110
OG0000574	APOSJ_02665	ASTMX11657
OG0000574	APOSJ_07768	ASTMX08559
OG0000575	APOSJ_19463, APOSJ_41628, APOSJ_41627	ASTMX18324, ASTMX05900, ASTMX10924, ASTMX11741, ASTMX07926, ASTMX05390, ASTMX08403
OG0000576	APOSJ_37886, APOSJ_57885, APOSJ_37889, APOSJ_19418, APOSJ_13718, APOSJ_37885, APOSJ_60114, APOSJ_37891, APOSJ_37887, APOSJ_60113, APOSJ_57887, APOSJ_37890, APOSJ_19419, APOSJ_37888	ASTMX00576, ASTMX05718, ASTMX14775, ASTMX02752, ASTMX15841, ASTMX00788
OG0000578	APOSJ_37736, APOSJ_36341	ASTMX18006, ASTMX10470, ASTMX08286, ASTMX01576, ASTMX10827, ASTMX04585
OG0000579	APOSJ_42746, APOSJ_42747, APOSJ_42749, APOSJ_42748	ASTMX19442, ASTMX10867, ASTMX05568, ASTMX19217, ASTMX02063, ASTMX06365
OG0000580	APOSJ_19379, APOSJ_19380, APOSJ_57471, APOSJ_19381, APOSJ_19378, APOSJ_24045	ASTMX08882
OG0000580	APOSJ_16960	ASTMX14484, ASTMX15781
OG0000581	APOSJ_08673, APOSJ_32969	ASTMX10825
OG0000581	APOSJ_36499	ASTMX10599, ASTMX16863, ASTMX10824, ASTMX04580
OG0000583	APOSJ_25494, APOSJ_14454, APOSJ_07547, APOSJ_32741	ASTMX19288, ASTMX12142, ASTMX19104, ASTMX09781, ASTMX15227, ASTMX16808, ASTMX07495
OG0000585	APOSJ_15080, APOSJ_15081, APOSJ_15079	ASTMX10753, ASTMX02113, ASTMX17466, ASTMX08311, ASTMX20178, ASTMX01009
OG0000586	APOSJ_58588	ASTMX21165, ASTMX21164
OG0000587	APOSJ_00369, APOSJ_16879, APOSJ_16876, APOSJ_16875, APOSJ_10738, APOSJ_16880, APOSJ_53960, APOSJ_40785, APOSJ_53959, APOSJ_16878, APOSJ_40787, APOSJ_53961, APOSJ_16877, APOSJ_53958	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880
OG0000587	APOSJ_63799, APOSJ_63803	ASTMX13819
OG0000588	APOSJ_23279, APOSJ_53706, APOSJ_58179, APOSJ_53698, APOSJ_53701, APOSJ_53704, APOSJ_58178, APOSJ_58181, APOSJ_58176, APOSJ_58180, APOSJ_53703, APOSJ_58177, APOSJ_53700, APOSJ_53705, APOSJ_53702, APOSJ_53699	ASTMX14157, ASTMX18468, ASTMX06494, ASTMX10386, ASTMX19382
OG0000588	APOSJ_51544, APOSJ_51543	ASTMX03016
OG0000589	APOSJ_48412, APOSJ_48413, APOSJ_34674, APOSJ_34676	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370, ASTMX02599, ASTMX02002, ASTMX18733, ASTMX08294, ASTMX08295, ASTMX08296
OG0000590	APOSJ_20507, APOSJ_20506	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496
OG0000590	APOSJ_15177, APOSJ_15179, APOSJ_15178, APOSJ_15175, APOSJ_15174, APOSJ_29829, APOSJ_15181, APOSJ_42654, APOSJ_15173, APOSJ_15180	ASTMX11935, ASTMX00513
OG0000591	APOSJ_27883, APOSJ_27882	ASTMX04992, ASTMX12325
OG0000591	APOSJ_28460	ASTMX06089
OG0000592	APOSJ_22050, APOSJ_22053	ASTMX01208
OG0000592	APOSJ_63364	ASTMX00581, ASTMX20394
OG0000593	APOSJ_14731, APOSJ_14730	ASTMX11066, ASTMX07725, ASTMX21954, ASTMX04864
OG0000593	APOSJ_13767, APOSJ_46951, APOSJ_28632, APOSJ_28630, APOSJ_25347, APOSJ_28392, APOSJ_13802, APOSJ_28393, APOSJ_28390, APOSJ_28394, APOSJ_28391, APOSJ_25346, APOSJ_28631, APOSJ_28389	ASTMX09942, ASTMX00591, ASTMX02549, ASTMX05477, ASTMX19749
OG0000594	APOSJ_44042, APOSJ_05859, APOSJ_05860, APOSJ_05861	ASTMX10755, ASTMX00628
OG0000597	APOSJ_21422, APOSJ_21418, APOSJ_04909, APOSJ_57316, APOSJ_21420, APOSJ_21421	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757
OG0000597	APOSJ_30513, APOSJ_30514	ASTMX00247, ASTMX15148, ASTMX16916
OG0000600	APOSJ_44016, APOSJ_44015	ASTMX20643, ASTMX08135, ASTMX01949, ASTMX20647, ASTMX20645, ASTMX04525
OG0000601	APOSJ_33394, APOSJ_33396, APOSJ_33395, APOSJ_33392, APOSJ_11331, APOSJ_11332	ASTMX01445, ASTMX20990, ASTMX07640, ASTMX07641, ASTMX07642, ASTMX05034, ASTMX05939
OG0000602	APOSJ_36709, APOSJ_36710	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681
OG0000602	APOSJ_64995, APOSJ_64996, APOSJ_53746	ASTMX15541, ASTMX07893, ASTMX11827, ASTMX00030, ASTMX18680
OG0000603	APOSJ_36984, APOSJ_36983, APOSJ_03111, APOSJ_03109, APOSJ_03112, APOSJ_36982, APOSJ_45011, APOSJ_03108, APOSJ_03110, APOSJ_36985, APOSJ_19038, APOSJ_19039, APOSJ_03113, APOSJ_31540	ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202
OG0000604	APOSJ_43779, APOSJ_43778	ASTMX19937, ASTMX21867
OG0000604	APOSJ_39570, APOSJ_27200, APOSJ_27202, APOSJ_27201	ASTMX19572, ASTMX20954
OG0000607	APOSJ_43213, APOSJ_42491, APOSJ_13144, APOSJ_42488, APOSJ_61787, APOSJ_61786, APOSJ_13140, APOSJ_13141, APOSJ_17406, APOSJ_61790, APOSJ_61784, APOSJ_13145, APOSJ_61785, APOSJ_13146, APOSJ_13142, APOSJ_42489, APOSJ_42490, APOSJ_61788, APOSJ_61792, APOSJ_13139, APOSJ_13147, APOSJ_42487, APOSJ_61789, APOSJ_61791	ASTMX02194, ASTMX15507, ASTMX16125, ASTMX15313
OG0000608	APOSJ_31338, APOSJ_25747, APOSJ_25749, APOSJ_25748, APOSJ_50494	ASTMX19885
OG0000609	APOSJ_36177, APOSJ_36178, APOSJ_36176	ASTMX09487
OG0000609	APOSJ_35277, APOSJ_35274, APOSJ_35275, APOSJ_21281, APOSJ_35276, APOSJ_35273, APOSJ_35280, APOSJ_35278, APOSJ_35279, APOSJ_65014	ASTMX13250
OG0000610	APOSJ_44592, APOSJ_48730, APOSJ_48733, APOSJ_44594, APOSJ_32373, APOSJ_48732, APOSJ_12629, APOSJ_26159, APOSJ_30078, APOSJ_12616, APOSJ_12619, APOSJ_26161, APOSJ_26160, APOSJ_48729, APOSJ_44590, APOSJ_44591, APOSJ_44593, APOSJ_44605, APOSJ_48728, APOSJ_30091, APOSJ_36712, APOSJ_12550, APOSJ_05618, APOSJ_26158, APOSJ_12618, APOSJ_48731, APOSJ_48727, APOSJ_30075, APOSJ_33891, APOSJ_30083, APOSJ_26162	ASTMX09076, ASTMX07077, ASTMX09077
OG0000610	APOSJ_29332	ASTMX03105, ASTMX08602
OG0000611	APOSJ_58652	ASTMX12827
OG0000612	APOSJ_22168, APOSJ_03034	ASTMX15804
OG0000613	APOSJ_63879, APOSJ_55759	ASTMX03360
OG0000614	APOSJ_23957, APOSJ_23954, APOSJ_23956, APOSJ_23952, APOSJ_15769, APOSJ_23953, APOSJ_15768, APOSJ_23958, APOSJ_23955, APOSJ_50604, APOSJ_46891, APOSJ_50612, APOSJ_50608, APOSJ_01965, APOSJ_01969, APOSJ_50607, APOSJ_46896, APOSJ_50613, APOSJ_50611, APOSJ_50609, APOSJ_01967, APOSJ_01968, APOSJ_01966, APOSJ_50610, APOSJ_01964	ASTMX11010
OG0000615	APOSJ_22324, APOSJ_22321, APOSJ_22323, APOSJ_22322	ASTMX21454, ASTMX20753, ASTMX11891, ASTMX11351, ASTMX16657, ASTMX03183
OG0000616	APOSJ_38805, APOSJ_09030, APOSJ_38801, APOSJ_09037, APOSJ_59177, APOSJ_59175, APOSJ_38800, APOSJ_59183, APOSJ_38802, APOSJ_09041, APOSJ_38804, APOSJ_59182, APOSJ_38799, APOSJ_28771, APOSJ_00175, APOSJ_59180, APOSJ_59181, APOSJ_59176, APOSJ_59178, APOSJ_38806, APOSJ_09031, APOSJ_38803, APOSJ_59179, APOSJ_09033, APOSJ_01010, APOSJ_49619, APOSJ_38798, APOSJ_00174	ASTMX12370, ASTMX03498, ASTMX08899
OG0000617	APOSJ_18872, APOSJ_49648, APOSJ_45738, APOSJ_45737	ASTMX00627
OG0000619	APOSJ_15651, APOSJ_15650, APOSJ_43449, APOSJ_43448, APOSJ_43453, APOSJ_06007, APOSJ_43454, APOSJ_06010, APOSJ_40834, APOSJ_43451, APOSJ_43455, APOSJ_49747, APOSJ_41928, APOSJ_49744, APOSJ_49011, APOSJ_49040, APOSJ_49748, APOSJ_59158, APOSJ_59185	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697
OG0000620	APOSJ_39438, APOSJ_56026, APOSJ_39312, APOSJ_34854, APOSJ_34853, APOSJ_23054, APOSJ_02024, APOSJ_32800	ASTMX19268, ASTMX02620
OG0000623	APOSJ_58237, APOSJ_58239	ASTMX07600
OG0000623	APOSJ_54571, APOSJ_53585, APOSJ_53583, APOSJ_64252	ASTMX07831, ASTMX20139, ASTMX15503
OG0000624	APOSJ_38044, APOSJ_11261, APOSJ_38250, APOSJ_38042, APOSJ_06061, APOSJ_38043, APOSJ_38046, APOSJ_06064, APOSJ_14652, APOSJ_14653, APOSJ_47525, APOSJ_14646, APOSJ_26556, APOSJ_47513, APOSJ_23669, APOSJ_53610, APOSJ_05320, APOSJ_05319, APOSJ_58963, APOSJ_09193	ASTMX13226, ASTMX19412, ASTMX08664
OG0000626	APOSJ_59167, APOSJ_59170, APOSJ_59171, APOSJ_31132, APOSJ_59172, APOSJ_59166, APOSJ_59174, APOSJ_31133, APOSJ_31131, APOSJ_59168, APOSJ_59169, APOSJ_59173	ASTMX00847, ASTMX01224, ASTMX06433, ASTMX01759, ASTMX01760
OG0000627	APOSJ_30106, APOSJ_30105	ASTMX02960, ASTMX07039, ASTMX06195
OG0000628	APOSJ_34817, APOSJ_34816	ASTMX05782, ASTMX11840, ASTMX18687
OG0000628	APOSJ_11646, APOSJ_11647, APOSJ_11644, APOSJ_11645	ASTMX03435, ASTMX03434, ASTMX12380, ASTMX18405, ASTMX15898
OG0000629	APOSJ_36364	ASTMX02967
OG0000629	APOSJ_31695, APOSJ_18454, APOSJ_31689, APOSJ_31692, APOSJ_31697, APOSJ_31696, APOSJ_31691, APOSJ_18457	ASTMX18251
OG0000633	APOSJ_39665, APOSJ_39666, APOSJ_13030, APOSJ_06906	ASTMX11538
OG0000634	APOSJ_28424	ASTMX01056, ASTMX12422
OG0000636	APOSJ_03510, APOSJ_03511, APOSJ_03509, APOSJ_03508	ASTMX16568, ASTMX15211, ASTMX02467, ASTMX01529, ASTMX19165, ASTMX14950
OG0000637	APOSJ_58608, APOSJ_58607, APOSJ_58605, APOSJ_58606	ASTMX21579, ASTMX17434
OG0000639	APOSJ_22789, APOSJ_22790	ASTMX07088, ASTMX03393
OG0000639	APOSJ_29300	ASTMX02657, ASTMX18519, ASTMX07469
OG0000642	APOSJ_55400, APOSJ_08507, APOSJ_61954, APOSJ_09617, APOSJ_09613, APOSJ_09612, APOSJ_61958, APOSJ_61952, APOSJ_09616, APOSJ_35529	ASTMX01930, ASTMX01929, ASTMX17309, ASTMX04214, ASTMX12313
OG0000645	APOSJ_23119, APOSJ_01409	ASTMX12833, ASTMX02606
OG0000645	APOSJ_58477	ASTMX18567
OG0000646	APOSJ_13193, APOSJ_13194	ASTMX16478, ASTMX02676
OG0000646	APOSJ_34948, APOSJ_34947, APOSJ_56459, APOSJ_34946, APOSJ_34945, APOSJ_56460, APOSJ_34943	ASTMX07029, ASTMX07086, ASTMX20232
OG0000647	APOSJ_64340, APOSJ_64336, APOSJ_56838, APOSJ_13497, APOSJ_64335, APOSJ_13605, APOSJ_56265, APOSJ_56212, APOSJ_56264, APOSJ_64339, APOSJ_56266, APOSJ_64338, APOSJ_58434, APOSJ_64334, APOSJ_64337	ASTMX17066, ASTMX19826, ASTMX06640, ASTMX12729, ASTMX12730
OG0000648	APOSJ_31281, APOSJ_31280, APOSJ_62481	ASTMX22428, ASTMX02643
OG0000648	APOSJ_03785	ASTMX15128, ASTMX02551
OG0000649	APOSJ_14876, APOSJ_62950, APOSJ_09077, APOSJ_14871, APOSJ_09074, APOSJ_62949, APOSJ_62948, APOSJ_62952, APOSJ_57618	ASTMX09392, ASTMX04774, ASTMX18484, ASTMX18485, ASTMX01888
OG0000651	APOSJ_14754, APOSJ_57659, APOSJ_57666, APOSJ_01259, APOSJ_01261, APOSJ_07867, APOSJ_01263, APOSJ_60499, APOSJ_12711, APOSJ_12713, APOSJ_60504, APOSJ_30332, APOSJ_60498, APOSJ_60502, APOSJ_57662, APOSJ_57660, APOSJ_57664, APOSJ_57663, APOSJ_60501, APOSJ_57667, APOSJ_01260, APOSJ_12715, APOSJ_01264, APOSJ_01258, APOSJ_07865, APOSJ_12710, APOSJ_12712, APOSJ_36313, APOSJ_57661, APOSJ_14753, APOSJ_60500, APOSJ_01262, APOSJ_12714	ASTMX17737, ASTMX05303, ASTMX08641
OG0000652	APOSJ_34548	ASTMX06377, ASTMX00760
OG0000654	APOSJ_38864, APOSJ_38862, APOSJ_43370, APOSJ_38861, APOSJ_38865, APOSJ_43371, APOSJ_38863	ASTMX13738, ASTMX11052, ASTMX19746, ASTMX10206, ASTMX17145, ASTMX00164
OG0000657	APOSJ_21913, APOSJ_21912, APOSJ_21911, APOSJ_21909, APOSJ_07790, APOSJ_21910, APOSJ_21914, APOSJ_21908	ASTMX12483, ASTMX19401
OG0000660	APOSJ_10365, APOSJ_10364	ASTMX00650, ASTMX17867
OG0000660	APOSJ_47606, APOSJ_47612	ASTMX14506, ASTMX05874
OG0000662	APOSJ_39439	ASTMX17885
OG0000662	APOSJ_54892, APOSJ_18946	ASTMX16404, ASTMX12633, ASTMX19890, ASTMX07727
OG0000663	APOSJ_32858, APOSJ_32857, APOSJ_32856, APOSJ_32855, APOSJ_37492, APOSJ_32854, APOSJ_32852, APOSJ_32853	ASTMX00870, ASTMX22176
OG0000664	APOSJ_22892, APOSJ_22894, APOSJ_46796, APOSJ_46853, APOSJ_22893, APOSJ_39846, APOSJ_22895, APOSJ_39847	ASTMX04014, ASTMX05721, ASTMX16074, ASTMX00707
OG0000664	APOSJ_17044, APOSJ_17042, APOSJ_17038, APOSJ_17041, APOSJ_17040, APOSJ_17039, APOSJ_17043, APOSJ_17045	ASTMX05443, ASTMX20094
OG0000665	APOSJ_64512, APOSJ_64513, APOSJ_64514, APOSJ_40902, APOSJ_53510, APOSJ_40899, APOSJ_40898, APOSJ_40897, APOSJ_53511, APOSJ_53514, APOSJ_18733, APOSJ_40900, APOSJ_41544, APOSJ_40901, APOSJ_08228, APOSJ_08229	ASTMX00639, ASTMX14293, ASTMX19003, ASTMX12074, ASTMX09156, ASTMX14734, ASTMX03383
OG0000666	APOSJ_38350, APOSJ_40155	ASTMX19047
OG0000667	APOSJ_19388, APOSJ_19387, APOSJ_02175, APOSJ_02176, APOSJ_02173	ASTMX20350, ASTMX23022, ASTMX21283
OG0000670	APOSJ_25532, APOSJ_25531	ASTMX20785, ASTMX03449, ASTMX08812, ASTMX09574, ASTMX02280, ASTMX21360, ASTMX21701, ASTMX18201
OG0000671	APOSJ_22422, APOSJ_22425, APOSJ_22424, APOSJ_22421, APOSJ_22423, APOSJ_22420	ASTMX06408, ASTMX19050, ASTMX20927, ASTMX00924, ASTMX01022, ASTMX16162, ASTMX15147
OG0000672	APOSJ_50679, APOSJ_50678	ASTMX04882
OG0000674	APOSJ_37872, APOSJ_37277	ASTMX09072, ASTMX11026
OG0000674	APOSJ_44055, APOSJ_44054	ASTMX09005
OG0000675	APOSJ_33208, APOSJ_39392, APOSJ_46408, APOSJ_39394, APOSJ_39393, APOSJ_39391, APOSJ_39395, APOSJ_22966, APOSJ_32328, APOSJ_22101, APOSJ_22100, APOSJ_29810, APOSJ_41881, APOSJ_61594	ASTMX11306
OG0000676	APOSJ_02079, APOSJ_02078	ASTMX00864, ASTMX18277
OG0000676	APOSJ_06120, APOSJ_06122, APOSJ_06117, APOSJ_06121	ASTMX08754, ASTMX04107, ASTMX12053, ASTMX05384
OG0000680	APOSJ_33409, APOSJ_33410, APOSJ_13086, APOSJ_13083, APOSJ_13084, APOSJ_13082, APOSJ_33413, APOSJ_17019, APOSJ_33412, APOSJ_33411	ASTMX04094, ASTMX17912, ASTMX07260
OG0000680	APOSJ_26267	ASTMX09412
OG0000681	APOSJ_46254, APOSJ_46255, APOSJ_46257	ASTMX16270, ASTMX14874, ASTMX04528, ASTMX09518
OG0000681	APOSJ_36480, APOSJ_36481	ASTMX09258, ASTMX00394
OG0000682	APOSJ_13468, APOSJ_13474	ASTMX11995, ASTMX12288, ASTMX10499, ASTMX07767
OG0000683	APOSJ_64634, APOSJ_64631	ASTMX00004, ASTMX04192
OG0000683	APOSJ_15131, APOSJ_02497, APOSJ_56346, APOSJ_15132, APOSJ_02496	ASTMX02366, ASTMX20098, ASTMX14160
OG0000684	APOSJ_20767, APOSJ_20765, APOSJ_20764, APOSJ_20766, APOSJ_01354, APOSJ_20768, APOSJ_20770, APOSJ_20769	ASTMX02086, ASTMX02670, ASTMX17835, ASTMX13854
OG0000685	APOSJ_22693, APOSJ_64882, APOSJ_65317	ASTMX19743, ASTMX06302, ASTMX05561, ASTMX15879, ASTMX18992
OG0000685	APOSJ_26446, APOSJ_18518, APOSJ_18512, APOSJ_18521, APOSJ_18515, APOSJ_18513, APOSJ_18514, APOSJ_18517, APOSJ_18520	ASTMX21758
OG0000690	APOSJ_22137, APOSJ_22147, APOSJ_22140	ASTMX00910, ASTMX12919
OG0000690	APOSJ_11058, APOSJ_06557, APOSJ_11059, APOSJ_06556	ASTMX02690
OG0000690	APOSJ_40458	ASTMX17891, ASTMX22294
OG0000691	APOSJ_08695	ASTMX15518
OG0000691	APOSJ_28459	ASTMX17535, ASTMX19545, ASTMX15604, ASTMX00917, ASTMX18521
OG0000692	APOSJ_41742, APOSJ_41741, APOSJ_41740	ASTMX05795
OG0000693	APOSJ_58900	ASTMX01005, ASTMX05252, ASTMX09341, ASTMX22319, ASTMX13726, ASTMX10635
OG0000693	APOSJ_48229, APOSJ_48228	ASTMX11362
OG0000694	APOSJ_04109, APOSJ_43101	ASTMX03278, ASTMX14068, ASTMX09753, ASTMX09044
OG0000696	APOSJ_06670, APOSJ_42037, APOSJ_42030, APOSJ_06673, APOSJ_06671, APOSJ_06672	ASTMX10247
OG0000697	APOSJ_51766, APOSJ_51767, APOSJ_61682, APOSJ_64946, APOSJ_64535, APOSJ_41504, APOSJ_53618, APOSJ_64536, APOSJ_53614, APOSJ_41510, APOSJ_51765, APOSJ_53615, APOSJ_06578, APOSJ_53617, APOSJ_51762, APOSJ_53616, APOSJ_06580, APOSJ_51763, APOSJ_51761, APOSJ_53613, APOSJ_53892, APOSJ_41512, APOSJ_06583, APOSJ_06581	ASTMX20673, ASTMX15925, ASTMX22108, ASTMX19355, ASTMX01748, ASTMX13942, ASTMX09469
OG0000698	APOSJ_05376	ASTMX11812, ASTMX12891, ASTMX01360, ASTMX12890, ASTMX09372
OG0000700	APOSJ_57913, APOSJ_33332	ASTMX10307, ASTMX02187
OG0000700	APOSJ_18333, APOSJ_23682, APOSJ_23680, APOSJ_23683, APOSJ_23681, APOSJ_18332	ASTMX22678, ASTMX06288
OG0000701	APOSJ_08394, APOSJ_43235, APOSJ_43229, APOSJ_51482, APOSJ_08395, APOSJ_08393, APOSJ_43231, APOSJ_43232, APOSJ_43236, APOSJ_43237, APOSJ_43230, APOSJ_08392	ASTMX20666, ASTMX10954, ASTMX11996, ASTMX15941
OG0000702	APOSJ_54550, APOSJ_52824, APOSJ_54553, APOSJ_54549, APOSJ_03633, APOSJ_44971, APOSJ_03640, APOSJ_44969, APOSJ_54551, APOSJ_44973, APOSJ_44968, APOSJ_44970, APOSJ_44972, APOSJ_54555, APOSJ_54552, APOSJ_54554	ASTMX18168, ASTMX02447, ASTMX15168, ASTMX00641, ASTMX14288
OG0000703	APOSJ_58534, APOSJ_58532, APOSJ_58535, APOSJ_58533, APOSJ_58531, APOSJ_19107, APOSJ_58530	ASTMX02735, ASTMX03772, ASTMX19327
OG0000706	APOSJ_56087	ASTMX06417, ASTMX00708
OG0000707	APOSJ_19331, APOSJ_39241, APOSJ_19964, APOSJ_39242, APOSJ_19963, APOSJ_45444, APOSJ_39244, APOSJ_19965, APOSJ_45428	ASTMX06790
OG0000708	APOSJ_45434, APOSJ_53914, APOSJ_45436, APOSJ_62756, APOSJ_53912, APOSJ_45435, APOSJ_53916, APOSJ_53910, APOSJ_15345, APOSJ_45433, APOSJ_53915, APOSJ_53911, APOSJ_53913, APOSJ_53917, APOSJ_26993, APOSJ_45438	ASTMX20485, ASTMX07401
OG0000708	APOSJ_60449	ASTMX01986, ASTMX04018
OG0000709	APOSJ_43701, APOSJ_17180, APOSJ_43703, APOSJ_43702, APOSJ_07562	ASTMX03927, ASTMX01587, ASTMX01677, ASTMX01678, ASTMX12944
OG0000710	APOSJ_33980, APOSJ_60142, APOSJ_33976	ASTMX09787, ASTMX01132, ASTMX21085, ASTMX15140
OG0000711	APOSJ_48094	ASTMX00349, ASTMX10858
