Orthogroup	APOSJ_ok	ASTMX
OG0002569	APOSJ_51394, APOSJ_39900, APOSJ_39899	ASTMX14893, ASTMX11172
OG0002570	APOSJ_51711, APOSJ_24460, APOSJ_30829, APOSJ_24719, APOSJ_51710, APOSJ_30830, APOSJ_34913, APOSJ_24721, APOSJ_24720, APOSJ_51709, APOSJ_53375	ASTMX17442
OG0002571	APOSJ_61084	ASTMX06567, ASTMX15352, ASTMX22347
OG0002572	APOSJ_37392	ASTMX16129, ASTMX00237, ASTMX07373
OG0002573	APOSJ_63948, APOSJ_34600, APOSJ_34597, APOSJ_34598, APOSJ_42899, APOSJ_34599, APOSJ_34601, APOSJ_42900	ASTMX01555
OG0002574	APOSJ_48581, APOSJ_48577, APOSJ_48579, APOSJ_52924, APOSJ_52926, APOSJ_52922, APOSJ_52923, APOSJ_48580, APOSJ_48582, APOSJ_48578, APOSJ_52925, APOSJ_48584	ASTMX01572, ASTMX08092
OG0002587	APOSJ_04684, APOSJ_04683, APOSJ_04682, APOSJ_04685	ASTMX06393, ASTMX13780, ASTMX06748, ASTMX10896
OG0002589	APOSJ_38429, APOSJ_38425, APOSJ_38427	ASTMX11622
OG0002590	APOSJ_56063	ASTMX18577, ASTMX07472, ASTMX16287, ASTMX18576
OG0002592	APOSJ_46410, APOSJ_08541	ASTMX17562
OG0002593	APOSJ_45237, APOSJ_45236, APOSJ_38977, APOSJ_45238, APOSJ_07187, APOSJ_07190, APOSJ_07189, APOSJ_07188	ASTMX12997, ASTMX04493, ASTMX04494
OG0002594	APOSJ_07882	ASTMX18794, ASTMX10058
OG0002595	APOSJ_13648, APOSJ_13647	ASTMX04978
OG0002599	APOSJ_07529, APOSJ_07526, APOSJ_07528, APOSJ_07527	ASTMX21157, ASTMX05551
OG0002600	APOSJ_15050, APOSJ_15049	ASTMX14521
OG0002601	APOSJ_65012, APOSJ_61883	ASTMX04225
OG0002602	APOSJ_15267	ASTMX20043
OG0002604	APOSJ_50623, APOSJ_50617, APOSJ_15507, APOSJ_50618, APOSJ_30952, APOSJ_16651	ASTMX19224
OG0002608	APOSJ_30330, APOSJ_30331	ASTMX19264
OG0002609	APOSJ_02307, APOSJ_59514	ASTMX06939, ASTMX12865
OG0002610	APOSJ_08340, APOSJ_08343, APOSJ_63661, APOSJ_08342, APOSJ_08341	ASTMX14985, ASTMX10225, ASTMX12835
OG0002611	APOSJ_28143, APOSJ_04504	ASTMX16649, ASTMX09404, ASTMX04752
OG0002612	APOSJ_63378, APOSJ_06794, APOSJ_63373, APOSJ_63376, APOSJ_63379, APOSJ_63377, APOSJ_63375, APOSJ_63374, APOSJ_63372	ASTMX08359
OG0002614	APOSJ_63780	ASTMX12742, ASTMX01026
OG0002615	APOSJ_01601	ASTMX12485, ASTMX14819, ASTMX04651
OG0002616	APOSJ_05162, APOSJ_57777	ASTMX13505
OG0002617	APOSJ_55213, APOSJ_44237, APOSJ_44236, APOSJ_44235, APOSJ_62576, APOSJ_62578, APOSJ_62577, APOSJ_50506, APOSJ_47611, APOSJ_44234, APOSJ_50504, APOSJ_50511, APOSJ_50505, APOSJ_62580, APOSJ_64498, APOSJ_62579, APOSJ_50507, APOSJ_44364, APOSJ_50508, APOSJ_44233	ASTMX09319
OG0002618	APOSJ_31590, APOSJ_31589	ASTMX04981
OG0002619	APOSJ_51120, APOSJ_51119	ASTMX21027, ASTMX20294, ASTMX21026, ASTMX20293, ASTMX20295
OG0002620	APOSJ_13881	ASTMX09607, ASTMX13458, ASTMX03856, ASTMX18048
OG0002621	APOSJ_41594	ASTMX04243
OG0002622	APOSJ_56035, APOSJ_56032, APOSJ_56034, APOSJ_56033	ASTMX11095, ASTMX11096
OG0002623	APOSJ_65019, APOSJ_54692, APOSJ_53799, APOSJ_55293, APOSJ_41634, APOSJ_27797	ASTMX12300
OG0002624	APOSJ_19849	ASTMX06829, ASTMX06830
OG0002625	APOSJ_32736, APOSJ_26505, APOSJ_26502, APOSJ_26504, APOSJ_32735, APOSJ_52233, APOSJ_52231, APOSJ_56196, APOSJ_32739, APOSJ_52229, APOSJ_52230, APOSJ_05957, APOSJ_52234, APOSJ_32734, APOSJ_32737, APOSJ_52232, APOSJ_32738, APOSJ_26503	ASTMX18581
OG0002628	APOSJ_50902, APOSJ_50901	ASTMX02392, ASTMX13110, ASTMX13456, ASTMX04075
OG0002629	APOSJ_09799	ASTMX13284, ASTMX07247
OG0002629	APOSJ_45559, APOSJ_45560	ASTMX21519
OG0002630	APOSJ_62406	ASTMX08028
OG0002631	APOSJ_08976, APOSJ_08974, APOSJ_28377, APOSJ_08977, APOSJ_57207, APOSJ_08975	ASTMX07525
OG0002632	APOSJ_55023	ASTMX02161, ASTMX22937
OG0002633	APOSJ_29412	ASTMX01694, ASTMX04611
OG0002634	APOSJ_54834, APOSJ_54837, APOSJ_63722, APOSJ_10751, APOSJ_10737, APOSJ_63719, APOSJ_63720, APOSJ_63721	ASTMX15154
OG0002635	APOSJ_64173	ASTMX19544, ASTMX17532, ASTMX07598, ASTMX17636, ASTMX05514, ASTMX07440
OG0002636	APOSJ_09759	ASTMX11502, ASTMX09064
OG0002638	APOSJ_22902, APOSJ_13736, APOSJ_13735, APOSJ_13737, APOSJ_22327, APOSJ_22903	ASTMX09169
OG0002639	APOSJ_38278, APOSJ_38285, APOSJ_25644, APOSJ_58603, APOSJ_25646, APOSJ_06691, APOSJ_49089, APOSJ_25645, APOSJ_49086, APOSJ_49087, APOSJ_49085, APOSJ_58599, APOSJ_58600, APOSJ_49090, APOSJ_49091	ASTMX13169, ASTMX22853
OG0002640	APOSJ_52370	ASTMX16090
OG0002641	APOSJ_51670, APOSJ_51669, APOSJ_51665	ASTMX06244, ASTMX20282, ASTMX20283, ASTMX20284, ASTMX21259, ASTMX19953
OG0002642	APOSJ_37961	ASTMX15870, ASTMX09524, ASTMX16445, ASTMX20197, ASTMX16446, ASTMX17263
OG0002643	APOSJ_14545, APOSJ_20906, APOSJ_20900, APOSJ_20264, APOSJ_20265, APOSJ_20268, APOSJ_25973, APOSJ_20266, APOSJ_20902, APOSJ_20269, APOSJ_14544, APOSJ_20905, APOSJ_11441	ASTMX21893
OG0002644	APOSJ_62956	ASTMX13304, ASTMX00022, ASTMX02694, ASTMX13303
OG0002646	APOSJ_61553, APOSJ_19217	ASTMX12608, ASTMX08291
OG0002647	APOSJ_04611, APOSJ_04614, APOSJ_28717, APOSJ_28716, APOSJ_04612, APOSJ_04613	ASTMX02798, ASTMX20077
OG0002648	APOSJ_03169, APOSJ_03168	ASTMX01711, ASTMX09864
OG0002649	APOSJ_40896	ASTMX15328, ASTMX06600, ASTMX08580
OG0002651	APOSJ_44155, APOSJ_44157, APOSJ_44154, APOSJ_48952, APOSJ_44156	ASTMX08506
OG0002652	APOSJ_51245, APOSJ_51243, APOSJ_50415, APOSJ_51247, APOSJ_51248, APOSJ_51244	ASTMX01699
OG0002653	APOSJ_38266, APOSJ_39580, APOSJ_38264, APOSJ_38265	ASTMX10355
OG0002654	APOSJ_49598, APOSJ_33485, APOSJ_49367, APOSJ_37310, APOSJ_49595, APOSJ_37308, APOSJ_37306, APOSJ_49599, APOSJ_37304, APOSJ_37309, APOSJ_49597, APOSJ_49596, APOSJ_49594, APOSJ_49593, APOSJ_37305, APOSJ_37303	ASTMX08867, ASTMX08866
OG0002655	APOSJ_11244, APOSJ_34800, APOSJ_11241, APOSJ_11246, APOSJ_11242, APOSJ_34803, APOSJ_34806, APOSJ_11238, APOSJ_11245, APOSJ_34807, APOSJ_34805, APOSJ_34804, APOSJ_34799, APOSJ_34802, APOSJ_11243, APOSJ_34801, APOSJ_11239, APOSJ_28718, APOSJ_52961, APOSJ_11240	ASTMX00453
OG0002656	APOSJ_35957, APOSJ_41058	ASTMX19898
OG0002657	APOSJ_16482, APOSJ_46146, APOSJ_16484, APOSJ_16485, APOSJ_16481, APOSJ_38318	ASTMX12563, ASTMX05301
OG0002658	APOSJ_25710, APOSJ_31008	ASTMX14228, ASTMX09147, ASTMX09559
OG0002659	APOSJ_28578, APOSJ_28581, APOSJ_28577, APOSJ_28579, APOSJ_28580, APOSJ_28582	ASTMX18454
OG0002661	APOSJ_35793, APOSJ_35792	ASTMX14436
OG0002662	APOSJ_03300	ASTMX15979, ASTMX01556, ASTMX07741
OG0002663	APOSJ_08403	ASTMX17302, ASTMX16117
OG0002664	APOSJ_10272, APOSJ_10274, APOSJ_10273, APOSJ_10276, APOSJ_10275, APOSJ_10271	ASTMX09662, ASTMX03129, ASTMX03993
OG0002665	APOSJ_34822, APOSJ_63670, APOSJ_63672, APOSJ_63671, APOSJ_63667, APOSJ_63666, APOSJ_34823, APOSJ_54400, APOSJ_63665, APOSJ_63668, APOSJ_63669	ASTMX05097, ASTMX17594
OG0002666	APOSJ_62229, APOSJ_44934, APOSJ_44933	ASTMX03616
OG0002668	APOSJ_24336, APOSJ_46548, APOSJ_14276, APOSJ_14277	ASTMX20371
OG0002670	APOSJ_04406, APOSJ_07639, APOSJ_26960, APOSJ_48112, APOSJ_26961, APOSJ_07640, APOSJ_51458, APOSJ_51407	ASTMX01319, ASTMX02464, ASTMX22380
OG0002671	APOSJ_55222	ASTMX03533, ASTMX00427, ASTMX11773, ASTMX13591, ASTMX20297
OG0002672	APOSJ_30774, APOSJ_17521, APOSJ_17523, APOSJ_30772, APOSJ_17520, APOSJ_17522, APOSJ_30773	ASTMX21123, ASTMX08938
OG0002673	APOSJ_28428, APOSJ_28416, APOSJ_28444, APOSJ_13869, APOSJ_28435, APOSJ_28438	ASTMX07655, ASTMX03212, ASTMX18507, ASTMX18506
OG0002674	APOSJ_38317, APOSJ_61959	ASTMX08621
OG0002674	APOSJ_00401, APOSJ_59227, APOSJ_59226	ASTMX08626, ASTMX08623, ASTMX08618, ASTMX08622, ASTMX08620
OG0002675	APOSJ_60094, APOSJ_57200, APOSJ_33613, APOSJ_60093, APOSJ_57244, APOSJ_57231	ASTMX20640, ASTMX20639, ASTMX02562
OG0002677	APOSJ_52089, APOSJ_58077, APOSJ_52087, APOSJ_52090, APOSJ_56419, APOSJ_52088, APOSJ_55453, APOSJ_52091	ASTMX14169
OG0002678	APOSJ_50335, APOSJ_50336, APOSJ_50340, APOSJ_57307, APOSJ_50339, APOSJ_29383	ASTMX05571, ASTMX00185, ASTMX13328
OG0002679	APOSJ_45575, APOSJ_45577, APOSJ_45574, APOSJ_45579, APOSJ_45576	ASTMX11701, ASTMX10639
OG0002682	APOSJ_15816	ASTMX06492
OG0002683	APOSJ_22015, APOSJ_22013	ASTMX11605, ASTMX08909, ASTMX14049
OG0002685	APOSJ_34594, APOSJ_28113, APOSJ_17616, APOSJ_28110, APOSJ_34591, APOSJ_39581, APOSJ_17618, APOSJ_28108, APOSJ_34590, APOSJ_28109, APOSJ_28106, APOSJ_34595, APOSJ_17620, APOSJ_28107, APOSJ_28335, APOSJ_34593, APOSJ_17621, APOSJ_38679, APOSJ_34592, APOSJ_28111	ASTMX06202
OG0002688	APOSJ_63258	ASTMX16943, ASTMX06188, ASTMX09094, ASTMX17245
OG0002703	APOSJ_31319	ASTMX16506, ASTMX12528, ASTMX06772
OG0002705	APOSJ_48322, APOSJ_48319, APOSJ_48321	ASTMX02915, ASTMX10018
OG0002706	APOSJ_56205	ASTMX07322
OG0002707	APOSJ_06108	ASTMX03261, ASTMX10460, ASTMX15104, ASTMX08481, ASTMX22811
OG0002708	APOSJ_48928, APOSJ_48929, APOSJ_22085, APOSJ_48927, APOSJ_08627, APOSJ_58925, APOSJ_58958, APOSJ_22084, APOSJ_22086	ASTMX09919
OG0002710	APOSJ_51882, APOSJ_51883	ASTMX04942, ASTMX08307, ASTMX07069
OG0002711	APOSJ_05805, APOSJ_40338, APOSJ_48445	ASTMX07880, ASTMX15876, ASTMX02753, ASTMX13862
OG0002712	APOSJ_34314, APOSJ_46766, APOSJ_15976, APOSJ_15974, APOSJ_24586, APOSJ_46767, APOSJ_24585, APOSJ_46764, APOSJ_46765	ASTMX22506, ASTMX22507
OG0002713	APOSJ_50764, APOSJ_18747, APOSJ_13389, APOSJ_40406, APOSJ_40407, APOSJ_13388, APOSJ_49916, APOSJ_49915, APOSJ_43018, APOSJ_49914	ASTMX02985
OG0002714	APOSJ_63663, APOSJ_54386, APOSJ_52175, APOSJ_63662, APOSJ_40953, APOSJ_62185	ASTMX11691, ASTMX11856
OG0002715	APOSJ_06762, APOSJ_16711	ASTMX00765, ASTMX00764
OG0002716	APOSJ_52435, APOSJ_29447, APOSJ_18601, APOSJ_09957, APOSJ_09959, APOSJ_27470, APOSJ_09956, APOSJ_09960, APOSJ_09958, APOSJ_18604, APOSJ_52433, APOSJ_54761	ASTMX07672
OG0002717	APOSJ_07495	ASTMX21276, ASTMX13320, ASTMX08790, ASTMX07859
OG0002718	APOSJ_22645, APOSJ_03637, APOSJ_03634, APOSJ_22646, APOSJ_03635	ASTMX05708
OG0002719	APOSJ_23715, APOSJ_23713, APOSJ_23714	ASTMX15447, ASTMX19002, ASTMX17148, ASTMX12689
OG0002720	APOSJ_09655, APOSJ_00201, APOSJ_00200	ASTMX21032
OG0002722	APOSJ_18147, APOSJ_35558, APOSJ_35556, APOSJ_35559, APOSJ_18145, APOSJ_18149, APOSJ_18146, APOSJ_18148, APOSJ_35562, APOSJ_36107, APOSJ_35557, APOSJ_18144, APOSJ_35555, APOSJ_18143, APOSJ_41555, APOSJ_35554, APOSJ_35560, APOSJ_35561	ASTMX08478
OG0002723	APOSJ_62182	ASTMX10682, ASTMX04436, ASTMX03941, ASTMX02713
OG0002724	APOSJ_35260, APOSJ_35259, APOSJ_35262, APOSJ_35261, APOSJ_35264, APOSJ_35256, APOSJ_35258, APOSJ_35263, APOSJ_03673, APOSJ_55998	ASTMX10539
OG0002728	APOSJ_21766, APOSJ_21764	ASTMX05875
OG0002729	APOSJ_42531	ASTMX09796
OG0002730	APOSJ_39423, APOSJ_00420	ASTMX08055, ASTMX08056, ASTMX19087
OG0002731	APOSJ_00510, APOSJ_42153, APOSJ_42150, APOSJ_42154, APOSJ_57098, APOSJ_64460, APOSJ_64461, APOSJ_55638, APOSJ_55639, APOSJ_55635, APOSJ_64463, APOSJ_55634, APOSJ_55633, APOSJ_55637, APOSJ_09812	ASTMX13461, ASTMX09611
OG0002732	APOSJ_27736, APOSJ_63545, APOSJ_27735, APOSJ_42788, APOSJ_27737, APOSJ_27738, APOSJ_42787	ASTMX19106, ASTMX16150, ASTMX20349
OG0002736	APOSJ_06435	ASTMX01286
OG0002736	APOSJ_60090, APOSJ_60089, APOSJ_60091	ASTMX09100, ASTMX09101, ASTMX09534
OG0002738	APOSJ_43408, APOSJ_43524	ASTMX16448, ASTMX14529, ASTMX04956
OG0002739	APOSJ_24129, APOSJ_24131	ASTMX12477
OG0002740	APOSJ_18081, APOSJ_17735, APOSJ_46100, APOSJ_46102, APOSJ_17736, APOSJ_17732, APOSJ_17734, APOSJ_46099, APOSJ_17733	ASTMX06589, ASTMX06588, ASTMX00890
OG0002741	APOSJ_41597, APOSJ_41596, APOSJ_60815, APOSJ_28190	ASTMX22280, ASTMX04948, ASTMX06865
OG0002742	APOSJ_01176, APOSJ_01175	ASTMX03216, ASTMX07668, ASTMX17307
OG0002743	APOSJ_06403, APOSJ_15493	ASTMX05411
OG0002744	APOSJ_21384, APOSJ_04646	ASTMX19754, ASTMX09756
OG0002745	APOSJ_31585, APOSJ_31586, APOSJ_17205, APOSJ_49772, APOSJ_31581	ASTMX14166, ASTMX21096
OG0002746	APOSJ_37776	ASTMX14540
OG0002748	APOSJ_14556, APOSJ_58086	ASTMX16018
OG0002749	APOSJ_34941, APOSJ_15942	ASTMX11896, ASTMX21829
OG0002751	APOSJ_17474, APOSJ_17471, APOSJ_17473, APOSJ_17475, APOSJ_17472, APOSJ_17476	ASTMX12480
OG0002752	APOSJ_60381, APOSJ_60392, APOSJ_32917, APOSJ_19099, APOSJ_60369, APOSJ_19100, APOSJ_19101, APOSJ_32916, APOSJ_60374, APOSJ_55917	ASTMX06175
OG0002753	APOSJ_63092, APOSJ_63089, APOSJ_29370, APOSJ_63091, APOSJ_63090, APOSJ_42366	ASTMX00975, ASTMX15886
OG0002754	APOSJ_18246, APOSJ_31278, APOSJ_64305, APOSJ_64308, APOSJ_49558, APOSJ_49563, APOSJ_18242, APOSJ_18245, APOSJ_18247, APOSJ_49561, APOSJ_18243, APOSJ_18244	ASTMX19457, ASTMX07407
OG0002755	APOSJ_35349, APOSJ_24973	ASTMX17386, ASTMX17385
OG0002756	APOSJ_06329	ASTMX05519
OG0002757	APOSJ_52815, APOSJ_51626, APOSJ_51624	ASTMX21152, ASTMX05572, ASTMX20356
OG0002758	APOSJ_08249, APOSJ_29321, APOSJ_58263	ASTMX12158, ASTMX11719, ASTMX19020
OG0002759	APOSJ_31890, APOSJ_31888, APOSJ_31894, APOSJ_31893, APOSJ_31889, APOSJ_31891, APOSJ_31373, APOSJ_31892	ASTMX12966
OG0002760	APOSJ_38596	ASTMX14383, ASTMX00411, ASTMX00410
OG0002762	APOSJ_00439, APOSJ_04500, APOSJ_04499	ASTMX10750, ASTMX01007, ASTMX13291
OG0002763	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211	ASTMX01463
OG0002764	APOSJ_42508	ASTMX04804, ASTMX15857, ASTMX12772
OG0002765	APOSJ_11905	ASTMX06827, ASTMX05311, ASTMX01712
OG0002766	APOSJ_23221	ASTMX12280
OG0002767	APOSJ_60003, APOSJ_60004, APOSJ_60002	ASTMX11219, ASTMX01625
OG0002768	APOSJ_51813, APOSJ_49968, APOSJ_40309, APOSJ_40310, APOSJ_49969, APOSJ_51814, APOSJ_40308, APOSJ_40306, APOSJ_40305, APOSJ_51809, APOSJ_51811, APOSJ_47062, APOSJ_26767, APOSJ_47060, APOSJ_47059, APOSJ_26332, APOSJ_47063, APOSJ_26336, APOSJ_47061	ASTMX05930, ASTMX08549
OG0002769	APOSJ_55086, APOSJ_40803	ASTMX03376, ASTMX07759, ASTMX11837
OG0002770	APOSJ_38958, APOSJ_38959	ASTMX09951
OG0002771	APOSJ_33188, APOSJ_26046, APOSJ_26047, APOSJ_26048	ASTMX05826, ASTMX08109
OG0002772	APOSJ_20285, APOSJ_20284, APOSJ_52303, APOSJ_20282, APOSJ_20283, APOSJ_51738	ASTMX03981
OG0002773	APOSJ_24254, APOSJ_24252, APOSJ_24253	ASTMX08591
OG0002774	APOSJ_64842, APOSJ_64843, APOSJ_64844, APOSJ_58205	ASTMX03990, ASTMX14302, ASTMX18349
OG0002775	APOSJ_50552, APOSJ_50548, APOSJ_50551, APOSJ_46523, APOSJ_31437, APOSJ_50555, APOSJ_50553, APOSJ_50549, APOSJ_31435, APOSJ_50554, APOSJ_50550, APOSJ_31436	ASTMX12270, ASTMX12267, ASTMX17052
OG0002776	APOSJ_02124, APOSJ_13622, APOSJ_13620, APOSJ_23394, APOSJ_29397, APOSJ_39434, APOSJ_16653, APOSJ_13616, APOSJ_19943, APOSJ_02116, APOSJ_39727, APOSJ_23395, APOSJ_29398, APOSJ_23393	ASTMX10166
OG0002777	APOSJ_54233, APOSJ_54234	ASTMX00412, ASTMX14384, ASTMX00339
OG0002778	APOSJ_34736, APOSJ_34734, APOSJ_59480, APOSJ_34735	ASTMX12403, ASTMX08214
OG0002780	APOSJ_48451, APOSJ_48449, APOSJ_48450, APOSJ_48452, APOSJ_48447, APOSJ_48453, APOSJ_48454, APOSJ_07716	ASTMX06565
OG0002781	APOSJ_28539	ASTMX17246, ASTMX05300, ASTMX15463, ASTMX00089
OG0002782	APOSJ_10841, APOSJ_53882	ASTMX13170, ASTMX05823
OG0002783	APOSJ_10533, APOSJ_55166, APOSJ_07046, APOSJ_55168, APOSJ_48553, APOSJ_48548, APOSJ_35505, APOSJ_10534, APOSJ_10535, APOSJ_55167, APOSJ_10531, APOSJ_55164, APOSJ_35504, APOSJ_48552, APOSJ_07041, APOSJ_55169, APOSJ_37692, APOSJ_48554, APOSJ_10536, APOSJ_55165, APOSJ_48547, APOSJ_59696, APOSJ_59796, APOSJ_10532	ASTMX11345
OG0002785	APOSJ_47547, APOSJ_50712, APOSJ_09205	ASTMX02888, ASTMX12391
OG0002786	APOSJ_46976, APOSJ_46977	ASTMX19192, ASTMX09014, ASTMX02458, ASTMX03366
OG0002787	APOSJ_29276, APOSJ_29279, APOSJ_29277, APOSJ_29278	ASTMX12559
OG0002788	APOSJ_44752, APOSJ_49851	ASTMX02137
OG0002790	APOSJ_59369, APOSJ_03416, APOSJ_29918, APOSJ_59367, APOSJ_10811, APOSJ_64134, APOSJ_03418, APOSJ_03415, APOSJ_64151, APOSJ_59366, APOSJ_10810, APOSJ_64139	ASTMX09182
OG0002791	APOSJ_62540	ASTMX14188, ASTMX19626, ASTMX06526, ASTMX04009, ASTMX14241
OG0002793	APOSJ_31275, APOSJ_03020, APOSJ_03018, APOSJ_41393, APOSJ_57352, APOSJ_03022, APOSJ_03017, APOSJ_03019, APOSJ_03021, APOSJ_31254	ASTMX05593
OG0002794	APOSJ_54777, APOSJ_54776	ASTMX14245, ASTMX02851, ASTMX06528
OG0002795	APOSJ_28457, APOSJ_28453, APOSJ_28455, APOSJ_28454, APOSJ_28456, APOSJ_28458	ASTMX07886, ASTMX15750
OG0002797	APOSJ_32890	ASTMX04226, ASTMX02478
OG0002799	APOSJ_30946, APOSJ_30944, APOSJ_30945, APOSJ_30943	ASTMX07335
OG0002811	APOSJ_39522, APOSJ_27187	ASTMX08335, ASTMX08336
OG0002812	APOSJ_14711	ASTMX05990, ASTMX05989, ASTMX10334, ASTMX10333, ASTMX02889
OG0002813	APOSJ_11945, APOSJ_11946	ASTMX11456, ASTMX00842, ASTMX10895
OG0002814	APOSJ_38259, APOSJ_38260	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304
OG0002815	APOSJ_21190, APOSJ_21191, APOSJ_03444, APOSJ_21192, APOSJ_21193, APOSJ_21194	ASTMX14480, ASTMX01396, ASTMX12901
OG0002816	APOSJ_64186, APOSJ_46639	ASTMX18069, ASTMX13866
OG0002817	APOSJ_16949	ASTMX08503, ASTMX11127
OG0002818	APOSJ_53205, APOSJ_38620, APOSJ_38621, APOSJ_41940, APOSJ_44944, APOSJ_44945, APOSJ_44946	ASTMX06407, ASTMX16559
OG0002819	APOSJ_00416	ASTMX07024, ASTMX02644, ASTMX00940
OG0002821	APOSJ_53860, APOSJ_53861, APOSJ_34489, APOSJ_34491, APOSJ_34488, APOSJ_34490	ASTMX02361, ASTMX03188
OG0002822	APOSJ_09867, APOSJ_09866	ASTMX04976, ASTMX12314, ASTMX01536
OG0002824	APOSJ_35964	ASTMX12647, ASTMX13765, ASTMX06667
OG0002825	APOSJ_31910, APOSJ_03146, APOSJ_31911, APOSJ_31909	ASTMX17360
OG0002826	APOSJ_18654, APOSJ_51917, APOSJ_10888, APOSJ_01897, APOSJ_41432, APOSJ_18655	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255
OG0002827	APOSJ_53626	ASTMX12910
OG0002828	APOSJ_34741	ASTMX11283
OG0002829	APOSJ_53648, APOSJ_53650, APOSJ_65394, APOSJ_10762, APOSJ_37284, APOSJ_10761, APOSJ_10760, APOSJ_16549, APOSJ_38584, APOSJ_22964, APOSJ_03204, APOSJ_48873, APOSJ_37280, APOSJ_48870	ASTMX22349, ASTMX20452, ASTMX07701
OG0002830	APOSJ_23697, APOSJ_23698	ASTMX08941, ASTMX21901, ASTMX07574, ASTMX08167, ASTMX13064, ASTMX05609
OG0002831	APOSJ_36477, APOSJ_26584	ASTMX07219
OG0002833	APOSJ_35386, APOSJ_35388	ASTMX17660, ASTMX15980
OG0002834	APOSJ_57628, APOSJ_38922, APOSJ_38920, APOSJ_38921	ASTMX09174, ASTMX14209, ASTMX13648
OG0002835	APOSJ_56726, APOSJ_56725, APOSJ_21812, APOSJ_21814, APOSJ_56727, APOSJ_63362, APOSJ_63361, APOSJ_63360, APOSJ_21813, APOSJ_21815, APOSJ_63363	ASTMX07497, ASTMX15221
OG0002836	APOSJ_04656, APOSJ_04657, APOSJ_04655, APOSJ_04654	ASTMX16518, ASTMX08868
OG0002837	APOSJ_18732, APOSJ_18729, APOSJ_18731, APOSJ_18730	ASTMX06183, ASTMX02695, ASTMX11101
OG0002838	APOSJ_45261, APOSJ_45262, APOSJ_45260, APOSJ_16084	ASTMX07617, ASTMX19008
OG0002839	APOSJ_27083, APOSJ_27082, APOSJ_27084, APOSJ_27088, APOSJ_32565, APOSJ_27085, APOSJ_27089, APOSJ_27087, APOSJ_27090, APOSJ_27086	ASTMX10136
OG0002840	APOSJ_62308, APOSJ_30887, APOSJ_30885, APOSJ_30886, APOSJ_30888, APOSJ_30884, APOSJ_30883, APOSJ_62313	ASTMX03567, ASTMX10233
OG0002841	APOSJ_20424	ASTMX20703
OG0002842	APOSJ_58956	ASTMX15094, ASTMX12457
OG0002843	APOSJ_29444, APOSJ_37419, APOSJ_37208, APOSJ_37207, APOSJ_37420, APOSJ_53182, APOSJ_37206, APOSJ_37205, APOSJ_29451	ASTMX23062, ASTMX16351
OG0002844	APOSJ_02179, APOSJ_02177, APOSJ_10554, APOSJ_10553, APOSJ_02180, APOSJ_10552	ASTMX09226, ASTMX16992
OG0002845	APOSJ_41336, APOSJ_53174, APOSJ_46685, APOSJ_46687, APOSJ_41332, APOSJ_00584, APOSJ_00581, APOSJ_46684, APOSJ_53173, APOSJ_00585, APOSJ_41333, APOSJ_00576, APOSJ_27474, APOSJ_00577, APOSJ_46690, APOSJ_00580, APOSJ_24230	ASTMX01725
OG0002846	APOSJ_45964, APOSJ_45588	ASTMX08490
OG0002846	APOSJ_45966, APOSJ_28256, APOSJ_45970, APOSJ_45968, APOSJ_45963	ASTMX08489
OG0002847	APOSJ_44697, APOSJ_44698, APOSJ_56334	ASTMX13451
OG0002848	APOSJ_09676, APOSJ_32851, APOSJ_32850, APOSJ_03976, APOSJ_03975, APOSJ_03979, APOSJ_09674, APOSJ_03977, APOSJ_24672, APOSJ_09677, APOSJ_09675, APOSJ_03978	ASTMX12620
OG0002849	APOSJ_51136, APOSJ_51137	ASTMX00642, ASTMX03559, ASTMX15379
OG0002850	APOSJ_51285, APOSJ_51282, APOSJ_51283, APOSJ_51284, APOSJ_51287, APOSJ_51286	ASTMX15162
OG0002851	APOSJ_62786, APOSJ_12424	ASTMX03703, ASTMX14358, ASTMX04838
OG0002853	APOSJ_59651, APOSJ_28071, APOSJ_14866, APOSJ_14868, APOSJ_14867	ASTMX06217, ASTMX18229
OG0002854	APOSJ_25148, APOSJ_13047, APOSJ_16816, APOSJ_24828, APOSJ_25140, APOSJ_13046, APOSJ_13048, APOSJ_24832, APOSJ_13049, APOSJ_24827, APOSJ_13045	ASTMX20047
OG0002856	APOSJ_36875, APOSJ_36874	ASTMX19709, ASTMX07905, ASTMX19196, ASTMX12028
OG0002857	APOSJ_30419, APOSJ_55427	ASTMX11616
OG0002858	APOSJ_32827, APOSJ_32828, APOSJ_32829, APOSJ_08111	ASTMX20339, ASTMX17651
OG0002859	APOSJ_26622, APOSJ_26623, APOSJ_63027, APOSJ_26624, APOSJ_26621, APOSJ_26625	ASTMX17158
OG0002860	APOSJ_33844	ASTMX03636
OG0002861	APOSJ_35852, APOSJ_35851, APOSJ_46755, APOSJ_35849, APOSJ_35850, APOSJ_35848	ASTMX20391
OG0002862	APOSJ_22210, APOSJ_05803, APOSJ_22209, APOSJ_21167, APOSJ_22206, APOSJ_22211	ASTMX17381, ASTMX08708, ASTMX20940, ASTMX11428
