Orthogroup	APOSJ_ok	OWEFU
OG0000874	APOSJ_26550, APOSJ_22841, APOSJ_22825, APOSJ_26548	OFUSG03220.1.p1
OG0000875	APOSJ_08818, APOSJ_08817	OFUSG13364.1.p1
OG0000875	APOSJ_52605, APOSJ_58380	OFUSG16237.1.p1
OG0000876	APOSJ_48535, APOSJ_48534, APOSJ_35472, APOSJ_48537	OFUSG16334.1.p1
OG0000878	APOSJ_64465	OFUSG01895.1.p1
OG0000878	APOSJ_14658	OFUSG01893.1.p1, OFUSG01893.2.p1
OG0000878	APOSJ_34861, APOSJ_60058, APOSJ_09639, APOSJ_60054	OFUSG01894.1.p1
OG0000878	APOSJ_42982, APOSJ_42980	OFUSG16664.1.p1
OG0000879	APOSJ_32111	OFUSG04088.1.p1
OG0000880	APOSJ_48679, APOSJ_48680, APOSJ_48681, APOSJ_48682, APOSJ_48683, APOSJ_49069	OFUSG05701.1.p1
OG0000882	APOSJ_32705, APOSJ_32703, APOSJ_32706, APOSJ_32704	OFUSG17466.4.p1, OFUSG17466.1.p1, OFUSG17466.3.p1, OFUSG17466.2.p1
OG0000887	APOSJ_40145	OFUSG26529.1.p1, OFUSG26529.2.p1
OG0000887	APOSJ_02931	OFUSG16699.1.p1, OFUSG16699.2.p1
OG0000888	APOSJ_22590, APOSJ_49280, APOSJ_22589, APOSJ_49284, APOSJ_22591, APOSJ_32713	OFUSG09295.1.p1
OG0000888	APOSJ_54889, APOSJ_05548, APOSJ_54888	OFUSG10796.1.p1
OG0000889	APOSJ_38181, APOSJ_33849, APOSJ_33848	OFUSG12102.1.p1
OG0000890	APOSJ_03268, APOSJ_42956	OFUSG00815.1.p1
OG0000891	APOSJ_64575	OFUSG06268.1.p1
OG0000893	APOSJ_47025, APOSJ_29261, APOSJ_04696, APOSJ_04697	OFUSG08896.1.p1, OFUSG08897.1.p1
OG0000896	APOSJ_25337	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1
OG0000897	APOSJ_05769, APOSJ_05771, APOSJ_05768	OFUSG18741.1.p1
OG0000897	APOSJ_51303, APOSJ_51302, APOSJ_21827, APOSJ_07334, APOSJ_21829, APOSJ_21826, APOSJ_13928, APOSJ_13929, APOSJ_22190	OFUSG06433.1.p1
OG0000898	APOSJ_17268, APOSJ_25267	OFUSG21363.2.p1, OFUSG21363.1.p1
OG0000899	APOSJ_26037, APOSJ_54212, APOSJ_59288, APOSJ_13895, APOSJ_01417, APOSJ_59284, APOSJ_54213, APOSJ_14942, APOSJ_01418, APOSJ_07103, APOSJ_07107, APOSJ_07105, APOSJ_54211, APOSJ_59287, APOSJ_07108, APOSJ_54209, APOSJ_54208, APOSJ_54210, APOSJ_55379, APOSJ_01416, APOSJ_59283, APOSJ_01415, APOSJ_07109, APOSJ_07106, APOSJ_59285, APOSJ_02127, APOSJ_01414, APOSJ_59290, APOSJ_07102, APOSJ_29418, APOSJ_01413, APOSJ_08884, APOSJ_07104, APOSJ_08886	OFUSG02805.1.p1, OFUSG02805.2.p1
OG0000904	APOSJ_18346, APOSJ_52292, APOSJ_61681, APOSJ_56505	OFUSG17921.1.p1
OG0000905	APOSJ_12484, APOSJ_12479, APOSJ_14516, APOSJ_12478, APOSJ_12481, APOSJ_13330, APOSJ_02398, APOSJ_02401, APOSJ_12485, APOSJ_02399, APOSJ_02403, APOSJ_02402, APOSJ_02397, APOSJ_18231, APOSJ_63308, APOSJ_02404, APOSJ_12477, APOSJ_13329, APOSJ_12482, APOSJ_02400, APOSJ_18883	OFUSG01251.1.p1
OG0000906	APOSJ_27371	OFUSG07758.1.p1
OG0000907	APOSJ_30988, APOSJ_37073, APOSJ_37068, APOSJ_37072, APOSJ_30989, APOSJ_30907, APOSJ_37069, APOSJ_30902, APOSJ_30992, APOSJ_30904, APOSJ_30905, APOSJ_30906, APOSJ_30901, APOSJ_49590, APOSJ_30995, APOSJ_30994, APOSJ_30903, APOSJ_30899, APOSJ_30908, APOSJ_30987, APOSJ_30993, APOSJ_37070, APOSJ_30898, APOSJ_37071, APOSJ_30990, APOSJ_30991	OFUSG26462.1.p1
OG0000908	APOSJ_65204, APOSJ_33401	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1
OG0000908	APOSJ_34089, APOSJ_34088	OFUSG10578.1.p1
OG0000908	APOSJ_29744	OFUSG01906.1.p1, OFUSG01905.1.p1
OG0000909	APOSJ_41173, APOSJ_16936, APOSJ_16935, APOSJ_16934, APOSJ_16937, APOSJ_44202	OFUSG00497.1.p1
OG0000910	APOSJ_32569	OFUSG22142.1.p1
OG0000910	APOSJ_55027, APOSJ_55026, APOSJ_55025	OFUSG01944.1.p1
OG0000911	APOSJ_12676	OFUSG23257.1.p1, OFUSG23257.2.p1
OG0000912	APOSJ_05063, APOSJ_05062	OFUSG05604.1.p1
OG0000912	APOSJ_17661	OFUSG23879.1.p1
OG0000913	APOSJ_24386	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1
OG0000914	APOSJ_20437, APOSJ_64019, APOSJ_64015, APOSJ_64018	OFUSG18797.2.p1, OFUSG18797.1.p1
OG0000915	APOSJ_34409, APOSJ_34408, APOSJ_34411, APOSJ_34412, APOSJ_54680, APOSJ_34413, APOSJ_16558, APOSJ_16542	OFUSG06406.1.p1, OFUSG06406.2.p1
OG0000921	APOSJ_04274	OFUSG26697.1.p1
OG0000923	APOSJ_43012	OFUSG04091.1.p1
OG0000923	APOSJ_25204	OFUSG16107.1.p1
OG0000924	APOSJ_10657	OFUSG03114.1.p1, OFUSG02502.1.p1
OG0000925	APOSJ_57320	OFUSG25811.2.p1, OFUSG25811.1.p1
OG0000926	APOSJ_32194	OFUSG01340.1.p1, OFUSG20594.1.p1
OG0000926	APOSJ_08802	OFUSG01342.1.p1, OFUSG01342.2.p1
OG0000926	APOSJ_46144, APOSJ_46145	OFUSG20595.2.p1, OFUSG20595.1.p1
OG0000927	APOSJ_36079, APOSJ_36080	OFUSG26854.1.p1
OG0000928	APOSJ_01510, APOSJ_01515, APOSJ_01518, APOSJ_09446, APOSJ_12394, APOSJ_12399, APOSJ_12402, APOSJ_47737, APOSJ_47740, APOSJ_47739, APOSJ_60583, APOSJ_47733, APOSJ_47736, APOSJ_26604, APOSJ_12397, APOSJ_01516, APOSJ_01512, APOSJ_01519, APOSJ_12396, APOSJ_12398, APOSJ_12395, APOSJ_47735, APOSJ_01513, APOSJ_01514, APOSJ_01511, APOSJ_12400, APOSJ_47738, APOSJ_12401, APOSJ_47734	OFUSG08901.1.p1
OG0000929	APOSJ_05631, APOSJ_05630, APOSJ_35517	OFUSG01585.1.p1
OG0000931	APOSJ_50765, APOSJ_50766	OFUSG05884.5.p1, OFUSG05884.3.p1, OFUSG05884.4.p1, OFUSG05884.2.p1, OFUSG05884.1.p1
OG0000932	APOSJ_23001, APOSJ_38377	OFUSG22610.1.p1
OG0000932	APOSJ_20522, APOSJ_20523, APOSJ_20525, APOSJ_60631	OFUSG22608.1.p1
OG0000933	APOSJ_26639, APOSJ_26640, APOSJ_26637, APOSJ_26638	OFUSG11577.2.p1, OFUSG11577.1.p1
OG0000934	APOSJ_07914, APOSJ_62622, APOSJ_07917, APOSJ_13021, APOSJ_03720	OFUSG01031.1.p1
OG0000934	APOSJ_06017	OFUSG08244.1.p1
OG0000935	APOSJ_35299	OFUSG16551.1.p1
OG0000937	APOSJ_21400, APOSJ_23358	OFUSG05865.1.p1
OG0000943	APOSJ_62883, APOSJ_35668, APOSJ_62882	OFUSG10222.1.p1
OG0000943	APOSJ_54902, APOSJ_63737	OFUSG24129.1.p1
OG0000944	APOSJ_10525, APOSJ_10522, APOSJ_10524, APOSJ_03576, APOSJ_10523, APOSJ_22262, APOSJ_03578, APOSJ_10521, APOSJ_60325, APOSJ_10520	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1
OG0000945	APOSJ_49003, APOSJ_32725, APOSJ_02670, APOSJ_45898, APOSJ_16439, APOSJ_02672, APOSJ_02671, APOSJ_02676, APOSJ_48995, APOSJ_32720, APOSJ_32721, APOSJ_32723, APOSJ_48997, APOSJ_02669, APOSJ_32716, APOSJ_49000, APOSJ_49002, APOSJ_02675, APOSJ_32724, APOSJ_02668, APOSJ_48999, APOSJ_32717, APOSJ_48998, APOSJ_02674, APOSJ_48996, APOSJ_02673, APOSJ_48994, APOSJ_49001	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1
OG0000946	APOSJ_16030	OFUSG01913.2.p1, OFUSG01913.1.p1
OG0000947	APOSJ_08495, APOSJ_08494, APOSJ_19386, APOSJ_08496	OFUSG17100.1.p1
OG0000949	APOSJ_17988	OFUSG01898.1.p1, OFUSG21190.1.p1, OFUSG20002.1.p1
OG0000951	APOSJ_08836, APOSJ_08838, APOSJ_33002, APOSJ_33003	OFUSG09305.1.p1
OG0000952	APOSJ_17011, APOSJ_17012, APOSJ_17013, APOSJ_17014	OFUSG02484.1.p1
OG0000952	APOSJ_11015, APOSJ_58164, APOSJ_11012	OFUSG02485.1.p1
OG0000953	APOSJ_06138, APOSJ_26231	OFUSG13123.1.p1, OFUSG15200.1.p1, OFUSG23505.1.p1
OG0000954	APOSJ_50100, APOSJ_07999	OFUSG16223.1.p1
OG0000954	APOSJ_50266, APOSJ_50265	OFUSG04263.1.p1
OG0000955	APOSJ_61817	OFUSG21035.1.p1
OG0000955	APOSJ_10714	OFUSG02908.1.p1
OG0000956	APOSJ_51240, APOSJ_51241, APOSJ_51239, APOSJ_51242, APOSJ_27554, APOSJ_27553, APOSJ_34991, APOSJ_18256, APOSJ_58857, APOSJ_15309, APOSJ_09460, APOSJ_09461, APOSJ_34023, APOSJ_19850, APOSJ_61063, APOSJ_34248, APOSJ_34247, APOSJ_19851, APOSJ_46245, APOSJ_51115, APOSJ_51116, APOSJ_46992, APOSJ_65082	OFUSG25963.1.p1
OG0000957	APOSJ_09728, APOSJ_62676, APOSJ_09727	OFUSG09505.1.p1, OFUSG09505.2.p1
OG0000958	APOSJ_56603	OFUSG06196.1.p1, OFUSG06197.1.p1, OFUSG06896.1.p1
OG0000960	APOSJ_34385, APOSJ_34381, APOSJ_34386, APOSJ_34382, APOSJ_47694, APOSJ_34384, APOSJ_34383	OFUSG05056.1.p1
OG0000963	APOSJ_10817, APOSJ_05713, APOSJ_03042, APOSJ_10816, APOSJ_21560, APOSJ_10818, APOSJ_04889, APOSJ_10819	OFUSG18073.1.p1
OG0000963	APOSJ_36581	OFUSG26256.1.p1
OG0000964	APOSJ_00212, APOSJ_00215, APOSJ_22022, APOSJ_22023, APOSJ_59681, APOSJ_08304, APOSJ_22024, APOSJ_08303, APOSJ_13771, APOSJ_13762, APOSJ_00211, APOSJ_00213, APOSJ_00214, APOSJ_00216, APOSJ_22025, APOSJ_04858, APOSJ_04857, APOSJ_48503	OFUSG10365.1.p1, OFUSG20587.1.p1, OFUSG20586.1.p1, OFUSG20586.2.p1
OG0000965	APOSJ_29601, APOSJ_29603, APOSJ_03389, APOSJ_21200, APOSJ_03396, APOSJ_03390, APOSJ_03391, APOSJ_03393, APOSJ_03394	OFUSG10177.1.p1
OG0000965	APOSJ_30694, APOSJ_39849, APOSJ_30693, APOSJ_30697	OFUSG05283.1.p1
OG0000966	APOSJ_07001, APOSJ_15383, APOSJ_15386, APOSJ_15382, APOSJ_09538, APOSJ_09540, APOSJ_09539, APOSJ_21117, APOSJ_15387, APOSJ_09543, APOSJ_09545, APOSJ_09537, APOSJ_15385, APOSJ_03828, APOSJ_03829, APOSJ_15384, APOSJ_21122, APOSJ_09542, APOSJ_21116, APOSJ_21119, APOSJ_15381, APOSJ_09544, APOSJ_21120, APOSJ_09541, APOSJ_21121	OFUSG15060.2.p1, OFUSG15060.1.p1
OG0000967	APOSJ_09815, APOSJ_10557, APOSJ_09816, APOSJ_10556, APOSJ_09817, APOSJ_09818	OFUSG03652.1.p1
OG0000967	APOSJ_62971, APOSJ_18497, APOSJ_06283	OFUSG18109.1.p1
OG0000968	APOSJ_08278, APOSJ_55359, APOSJ_55360	OFUSG01481.1.p1, OFUSG01481.2.p1, OFUSG01481.3.p1
OG0000968	APOSJ_24631, APOSJ_24630, APOSJ_24633, APOSJ_24632	OFUSG15086.1.p1
OG0000969	APOSJ_22281, APOSJ_22280, APOSJ_22279, APOSJ_61021, APOSJ_61023, APOSJ_06916, APOSJ_61025, APOSJ_55691, APOSJ_55689, APOSJ_55690, APOSJ_11011, APOSJ_07964, APOSJ_07965	OFUSG16049.1.p1, OFUSG16049.2.p1
OG0000970	APOSJ_13365	OFUSG24111.1.p1
OG0000971	APOSJ_28472	OFUSG15922.1.p1, OFUSG15916.1.p1, OFUSG15886.1.p1, OFUSG15885.1.p1
OG0000971	APOSJ_37346, APOSJ_37349, APOSJ_37347, APOSJ_37348, APOSJ_03655	OFUSG15894.2.p1, OFUSG15894.1.p1
OG0000972	APOSJ_37488, APOSJ_37489, APOSJ_34751	OFUSG22451.1.p1
OG0000972	APOSJ_55945, APOSJ_55944	OFUSG10857.2.p1, OFUSG10857.1.p1
OG0000974	APOSJ_20835, APOSJ_29899, APOSJ_21787, APOSJ_29897, APOSJ_40070, APOSJ_40074, APOSJ_40073, APOSJ_64382, APOSJ_64381, APOSJ_30079, APOSJ_51773	OFUSG12017.1.p1
OG0000976	APOSJ_26736	OFUSG10263.2.p1, OFUSG10263.1.p1, OFUSG10262.1.p1, OFUSG10264.2.p1, OFUSG10264.1.p1, OFUSG18417.2.p1, OFUSG18417.1.p1, OFUSG03178.1.p1, OFUSG03178.2.p1
OG0000977	APOSJ_44541, APOSJ_44540, APOSJ_49803, APOSJ_49805, APOSJ_42308, APOSJ_49804	OFUSG22964.1.p1
OG0000977	APOSJ_62900	OFUSG13628.1.p1
OG0000977	APOSJ_36463, APOSJ_36464, APOSJ_58684, APOSJ_06050, APOSJ_36465, APOSJ_06049	OFUSG06856.1.p1, OFUSG16299.1.p1, OFUSG16299.2.p1
OG0000978	APOSJ_24157, APOSJ_24153, APOSJ_21088, APOSJ_24156, APOSJ_24152, APOSJ_24154	OFUSG05262.1.p1
OG0000979	APOSJ_35084, APOSJ_50089	OFUSG20447.2.p1, OFUSG20447.1.p1
OG0000981	APOSJ_40882, APOSJ_40881, APOSJ_54712, APOSJ_16730, APOSJ_16731, APOSJ_53306, APOSJ_08432, APOSJ_17691, APOSJ_17692, APOSJ_53298, APOSJ_45849	OFUSG25031.3.p1, OFUSG25031.2.p1, OFUSG25031.1.p1, OFUSG04727.1.p1
OG0000981	APOSJ_14570	OFUSG03861.1.p1
OG0000982	APOSJ_12877, APOSJ_54474, APOSJ_54472, APOSJ_54475, APOSJ_54473	OFUSG16732.3.p1, OFUSG16732.2.p1, OFUSG16732.1.p1, OFUSG16732.4.p1, OFUSG16732.5.p1
OG0000984	APOSJ_59608	OFUSG19991.1.p1
OG0000984	APOSJ_21285, APOSJ_60399, APOSJ_00609, APOSJ_64646	OFUSG07902.1.p1
OG0000985	APOSJ_31764, APOSJ_31765, APOSJ_31763, APOSJ_31762	OFUSG11040.1.p1
OG0000986	APOSJ_49159, APOSJ_49161	OFUSG09980.1.p1
OG0000987	APOSJ_36903, APOSJ_36902	OFUSG21084.2.p1, OFUSG21084.1.p1
OG0000988	APOSJ_14331, APOSJ_14326, APOSJ_02151, APOSJ_40223, APOSJ_40225, APOSJ_40224, APOSJ_02152, APOSJ_40227, APOSJ_02154, APOSJ_40229, APOSJ_40226, APOSJ_40222, APOSJ_40228, APOSJ_02153	OFUSG21531.1.p1
OG0000989	APOSJ_19109, APOSJ_65221, APOSJ_33278, APOSJ_32279, APOSJ_55859, APOSJ_26066, APOSJ_32280, APOSJ_26067, APOSJ_32275, APOSJ_55860, APOSJ_32282, APOSJ_40924, APOSJ_40927, APOSJ_40928, APOSJ_25182, APOSJ_26068, APOSJ_40926, APOSJ_40929, APOSJ_32283, APOSJ_62225	OFUSG21595.2.p1, OFUSG21595.1.p1, OFUSG14205.1.p1, OFUSG01995.1.p1, OFUSG03735.1.p1, OFUSG03280.1.p1, OFUSG01996.1.p1, OFUSG18238.1.p1, OFUSG14204.1.p1, OFUSG20701.1.p1, OFUSG02051.1.p1
OG0000992	APOSJ_62448, APOSJ_53292, APOSJ_53290, APOSJ_07263, APOSJ_45691, APOSJ_62446	OFUSG18155.1.p1, OFUSG18156.1.p1
OG0000992	APOSJ_44806	OFUSG06018.1.p1
OG0000993	APOSJ_35660, APOSJ_35662, APOSJ_10369, APOSJ_52996, APOSJ_39832, APOSJ_39831, APOSJ_10566, APOSJ_02883, APOSJ_15964, APOSJ_15963, APOSJ_21241, APOSJ_21239, APOSJ_53395, APOSJ_21242, APOSJ_03792, APOSJ_21238, APOSJ_14141, APOSJ_53399, APOSJ_14139, APOSJ_14140, APOSJ_03799, APOSJ_64667, APOSJ_23592, APOSJ_35663, APOSJ_31985	OFUSG09454.1.p1, OFUSG09454.2.p1
OG0000994	APOSJ_53508, APOSJ_63664, APOSJ_53509	OFUSG05737.1.p1
OG0000994	APOSJ_50730, APOSJ_18385, APOSJ_52043	OFUSG19359.1.p1
OG0000995	APOSJ_33007, APOSJ_52227	OFUSG10864.1.p1, OFUSG10864.2.p1, OFUSG10864.3.p1
OG0000996	APOSJ_37598, APOSJ_37597, APOSJ_35443, APOSJ_37594	OFUSG14358.1.p1
OG0000998	APOSJ_34569, APOSJ_34571, APOSJ_34566, APOSJ_34570	OFUSG00656.2.p1, OFUSG00656.1.p1
OG0000999	APOSJ_40012, APOSJ_40011, APOSJ_40010	OFUSG00108.1.p1
OG0001001	APOSJ_57312, APOSJ_57314, APOSJ_57313	OFUSG14675.1.p1
OG0001002	APOSJ_56918, APOSJ_56919	OFUSG15973.1.p1, OFUSG16764.2.p1, OFUSG16764.1.p1
OG0001003	APOSJ_57637, APOSJ_57638, APOSJ_52521, APOSJ_64046, APOSJ_64044, APOSJ_64045, APOSJ_57631, APOSJ_25132, APOSJ_52522, APOSJ_52519, APOSJ_52525, APOSJ_52520	OFUSG24187.1.p1
OG0001004	APOSJ_53388	OFUSG26573.1.p1, OFUSG26573.2.p1
OG0001005	APOSJ_24588, APOSJ_48655, APOSJ_48656, APOSJ_20492, APOSJ_20490, APOSJ_24589, APOSJ_65423, APOSJ_20493, APOSJ_20491, APOSJ_36591, APOSJ_20494, APOSJ_20497, APOSJ_24590, APOSJ_65404	OFUSG06280.1.p1
OG0001006	APOSJ_28887, APOSJ_24469, APOSJ_22992	OFUSG07003.3.p1, OFUSG07003.1.p1, OFUSG07003.2.p1
OG0001006	APOSJ_05876, APOSJ_05882, APOSJ_05875, APOSJ_05879, APOSJ_05878, APOSJ_05880, APOSJ_05881	OFUSG17480.1.p1
OG0001007	APOSJ_08471, APOSJ_08472, APOSJ_29169, APOSJ_58305, APOSJ_53884, APOSJ_58308, APOSJ_58306, APOSJ_58302, APOSJ_58303, APOSJ_58309, APOSJ_60238, APOSJ_08469, APOSJ_58304, APOSJ_58310, APOSJ_08470, APOSJ_58307	OFUSG08050.1.p1, OFUSG08050.2.p1
OG0001008	APOSJ_41152, APOSJ_16931, APOSJ_16930, APOSJ_16932	OFUSG01608.1.p1
OG0001009	APOSJ_03626	OFUSG10206.1.p1
OG0001009	APOSJ_54750, APOSJ_54751	OFUSG03141.1.p1, OFUSG10208.1.p1, OFUSG06733.1.p1, OFUSG03374.1.p1, OFUSG20943.1.p1
OG0001016	APOSJ_63469, APOSJ_53479, APOSJ_53477, APOSJ_53478, APOSJ_53480, APOSJ_34663	OFUSG16289.1.p1
OG0001016	APOSJ_60324, APOSJ_60323	OFUSG17257.1.p1
OG0001017	APOSJ_40712, APOSJ_04840, APOSJ_40714, APOSJ_40713	OFUSG13590.3.p1, OFUSG13590.1.p1, OFUSG13590.2.p1
OG0001018	APOSJ_07884	OFUSG20884.1.p1
OG0001018	APOSJ_31959, APOSJ_31957, APOSJ_31960, APOSJ_03376, APOSJ_31958, APOSJ_31956	OFUSG25182.1.p1
OG0001020	APOSJ_46458, APOSJ_59840, APOSJ_46964, APOSJ_28408, APOSJ_06293, APOSJ_48481, APOSJ_50595, APOSJ_59834, APOSJ_54681, APOSJ_59842, APOSJ_06287, APOSJ_28402, APOSJ_29654, APOSJ_59835, APOSJ_28405, APOSJ_34684, APOSJ_29663, APOSJ_34682, APOSJ_29662, APOSJ_18010, APOSJ_59838, APOSJ_00681, APOSJ_34681, APOSJ_39799, APOSJ_39793, APOSJ_43170, APOSJ_39795, APOSJ_39794, APOSJ_39798, APOSJ_43167, APOSJ_43168, APOSJ_43169, APOSJ_39792, APOSJ_06607, APOSJ_46721, APOSJ_49708, APOSJ_49703, APOSJ_57963	OFUSG16974.1.p1
OG0001022	APOSJ_05266, APOSJ_05268, APOSJ_05267	OFUSG14113.1.p1, OFUSG14117.1.p1
OG0001023	APOSJ_37628	OFUSG01359.1.p1
OG0001024	APOSJ_05017	OFUSG17905.1.p1
OG0001025	APOSJ_31046	OFUSG22144.1.p1
OG0001026	APOSJ_35709, APOSJ_41682, APOSJ_53540, APOSJ_41677, APOSJ_41678, APOSJ_41680, APOSJ_59357, APOSJ_41683, APOSJ_29439, APOSJ_23858, APOSJ_23846, APOSJ_07549, APOSJ_19505, APOSJ_09935, APOSJ_41685, APOSJ_23843, APOSJ_29443, APOSJ_35704, APOSJ_12520, APOSJ_22315, APOSJ_09938, APOSJ_07431, APOSJ_29440, APOSJ_35703, APOSJ_41679, APOSJ_41686, APOSJ_41684, APOSJ_41681, APOSJ_29442, APOSJ_29441, APOSJ_29437, APOSJ_35702, APOSJ_35705	OFUSG10458.1.p1
OG0001027	APOSJ_32879, APOSJ_32143, APOSJ_56963, APOSJ_56964, APOSJ_56962, APOSJ_18165, APOSJ_18168, APOSJ_18166	OFUSG15315.1.p1
OG0001028	APOSJ_29644	OFUSG08945.1.p1, OFUSG08945.2.p1
OG0001029	APOSJ_39135, APOSJ_44878	OFUSG23212.2.p1, OFUSG23212.1.p1
OG0001030	APOSJ_29201	OFUSG09158.1.p1
OG0001031	APOSJ_07513, APOSJ_47258	OFUSG10916.2.p1, OFUSG10916.3.p1, OFUSG10916.1.p1, OFUSG10915.1.p1
OG0001032	APOSJ_04537	OFUSG05074.1.p1, OFUSG07488.1.p1, OFUSG07488.2.p1
OG0001033	APOSJ_38678	OFUSG17922.1.p1
OG0001033	APOSJ_30056, APOSJ_30055	OFUSG07728.1.p1, OFUSG07728.2.p1
OG0001034	APOSJ_19523, APOSJ_19524	OFUSG04414.1.p1
OG0001036	APOSJ_45992, APOSJ_45991, APOSJ_62205, APOSJ_65418, APOSJ_45993, APOSJ_45994, APOSJ_20388, APOSJ_65361, APOSJ_65420, APOSJ_65417, APOSJ_62207, APOSJ_45995, APOSJ_65421, APOSJ_65422, APOSJ_62208, APOSJ_20387, APOSJ_45989, APOSJ_62206, APOSJ_65419, APOSJ_20346, APOSJ_62210, APOSJ_62204, APOSJ_62209, APOSJ_62212, APOSJ_62211, APOSJ_45990, APOSJ_45988	OFUSG23486.1.p1
OG0001038	APOSJ_21588, APOSJ_13547, APOSJ_02121, APOSJ_13552, APOSJ_13546, APOSJ_21587, APOSJ_64976, APOSJ_21586, APOSJ_13549, APOSJ_13548, APOSJ_13550, APOSJ_13551, APOSJ_19631	OFUSG06632.3.p1, OFUSG06632.1.p1, OFUSG06632.2.p1, OFUSG06632.4.p1
OG0001039	APOSJ_37039	OFUSG22530.1.p1
OG0001039	APOSJ_01116	OFUSG18772.1.p1
OG0001041	APOSJ_36847, APOSJ_64821, APOSJ_64820, APOSJ_53685, APOSJ_40729, APOSJ_24421, APOSJ_60243, APOSJ_60245, APOSJ_34620, APOSJ_60242, APOSJ_60244, APOSJ_31448, APOSJ_35566	OFUSG24963.1.p1, OFUSG04474.1.p1, OFUSG06262.1.p1, OFUSG24957.1.p1
OG0001042	APOSJ_46719, APOSJ_46717, APOSJ_46718, APOSJ_46720	OFUSG18717.1.p1, OFUSG18717.2.p1
OG0001043	APOSJ_11354, APOSJ_47559, APOSJ_36363, APOSJ_24296, APOSJ_24297	OFUSG17849.1.p1, OFUSG17610.1.p1, OFUSG17609.1.p1
OG0001044	APOSJ_62309, APOSJ_46948	OFUSG23994.1.p1
OG0001046	APOSJ_24766, APOSJ_55065, APOSJ_05953, APOSJ_57514, APOSJ_05952, APOSJ_09219, APOSJ_37743, APOSJ_24765, APOSJ_05951	OFUSG10400.1.p1
OG0001047	APOSJ_45242, APOSJ_45243	OFUSG13920.1.p1
OG0001048	APOSJ_27594, APOSJ_41848, APOSJ_20345	OFUSG11109.1.p1
OG0001049	APOSJ_16760	OFUSG17397.1.p1
OG0001049	APOSJ_46323	OFUSG21106.1.p1
OG0001050	APOSJ_46949	OFUSG06846.1.p1, OFUSG09204.1.p1, OFUSG19968.1.p1, OFUSG09691.1.p1
OG0001052	APOSJ_09889, APOSJ_09886, APOSJ_09888, APOSJ_09887	OFUSG10412.2.p1, OFUSG10412.1.p1
OG0001052	APOSJ_62429, APOSJ_62427, APOSJ_46754, APOSJ_62428, APOSJ_62426, APOSJ_62430, APOSJ_38662, APOSJ_38661	OFUSG10259.2.p1, OFUSG10259.1.p1
OG0001053	APOSJ_02413	OFUSG16393.1.p1
OG0001054	APOSJ_17274	OFUSG18430.1.p1, OFUSG18550.2.p1, OFUSG18550.1.p1
OG0001055	APOSJ_10962, APOSJ_16061, APOSJ_12498, APOSJ_35533, APOSJ_16074, APOSJ_61309, APOSJ_42643, APOSJ_42642	OFUSG01701.1.p1, OFUSG25546.1.p1, OFUSG23915.1.p1, OFUSG26007.1.p1
OG0001055	APOSJ_25379	OFUSG08271.1.p1, OFUSG03490.1.p1, OFUSG03488.1.p1, OFUSG03489.1.p1
OG0001057	APOSJ_33205, APOSJ_33207, APOSJ_33206, APOSJ_11790, APOSJ_24529	OFUSG10093.2.p1, OFUSG10093.1.p1
OG0001058	APOSJ_48611, APOSJ_53333, APOSJ_34828, APOSJ_34832, APOSJ_53285, APOSJ_48612, APOSJ_34827, APOSJ_18802, APOSJ_63702, APOSJ_63616, APOSJ_34833, APOSJ_34829, APOSJ_18801, APOSJ_53339, APOSJ_48613, APOSJ_48614, APOSJ_48615, APOSJ_48610, APOSJ_18800, APOSJ_34830	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1
OG0001059	APOSJ_19752, APOSJ_44465, APOSJ_19754, APOSJ_19755	OFUSG12920.1.p1, OFUSG12926.1.p1, OFUSG12919.1.p1
OG0001060	APOSJ_20350, APOSJ_20347, APOSJ_20348	OFUSG03037.1.p1
OG0001061	APOSJ_33833, APOSJ_55080, APOSJ_17482, APOSJ_44690, APOSJ_44691	OFUSG03847.1.p1
OG0001062	APOSJ_06165, APOSJ_06163, APOSJ_38748, APOSJ_39590, APOSJ_39591, APOSJ_38754, APOSJ_39589, APOSJ_38752, APOSJ_06167, APOSJ_06168, APOSJ_06161, APOSJ_06162	OFUSG17199.1.p1, OFUSG17199.2.p1
OG0001063	APOSJ_14499, APOSJ_25664	OFUSG11469.1.p1
OG0001063	APOSJ_08878, APOSJ_08877, APOSJ_08879	OFUSG12080.1.p1
OG0001065	APOSJ_34370, APOSJ_34369	OFUSG12064.1.p1
OG0001065	APOSJ_56898	OFUSG19171.2.p1, OFUSG19171.1.p1, OFUSG05697.1.p1, OFUSG05698.1.p1, OFUSG11303.1.p1
OG0001066	APOSJ_40782, APOSJ_48950	OFUSG05685.1.p1
OG0001067	APOSJ_30538, APOSJ_30537	OFUSG12106.1.p1, OFUSG11202.1.p1, OFUSG08267.1.p1
