Orthogroup	APOSJ_ok	OWEFU
OG0004025	APOSJ_22121, APOSJ_08882	OFUSG11341.1.p1
OG0004027	APOSJ_45269, APOSJ_45268	OFUSG16592.1.p1
OG0004028	APOSJ_51840	OFUSG11042.2.p1, OFUSG11042.1.p1
OG0004029	APOSJ_34860	OFUSG16671.1.p1, OFUSG16671.2.p1
OG0004030	APOSJ_21735	OFUSG18320.1.p1, OFUSG18321.1.p1, OFUSG18318.1.p1, OFUSG18313.1.p1
OG0004031	APOSJ_00925, APOSJ_00926	OFUSG21709.1.p1
OG0004032	APOSJ_52434	OFUSG24694.1.p1
OG0004033	APOSJ_09114, APOSJ_09115	OFUSG12090.1.p1
OG0004034	APOSJ_09656	OFUSG09199.1.p1
OG0004035	APOSJ_51358	OFUSG04760.1.p1
OG0004036	APOSJ_40159, APOSJ_40158, APOSJ_40160	OFUSG01682.1.p1
OG0004037	APOSJ_10038, APOSJ_10035, APOSJ_10042, APOSJ_10034, APOSJ_10036, APOSJ_10040, APOSJ_10037, APOSJ_10039, APOSJ_10041	OFUSG14252.1.p1, OFUSG14252.2.p1
OG0004038	APOSJ_21288, APOSJ_21290, APOSJ_21296, APOSJ_21292, APOSJ_21289, APOSJ_21291, APOSJ_21294, APOSJ_21295, APOSJ_32719, APOSJ_21293	OFUSG23417.1.p1
OG0004039	APOSJ_14426, APOSJ_25302, APOSJ_09581	OFUSG01899.1.p1
OG0004040	APOSJ_40738	OFUSG02275.1.p1, OFUSG02275.2.p1
OG0004041	APOSJ_47244, APOSJ_53806, APOSJ_53805, APOSJ_53325, APOSJ_53324, APOSJ_53810, APOSJ_53803, APOSJ_47233, APOSJ_47247, APOSJ_53326, APOSJ_53804, APOSJ_65368	OFUSG11618.1.p1
OG0004042	APOSJ_17978, APOSJ_29710	OFUSG09669.1.p1
OG0004043	APOSJ_26050, APOSJ_01961, APOSJ_07353, APOSJ_01963, APOSJ_26049, APOSJ_26051, APOSJ_20231, APOSJ_12142, APOSJ_01962, APOSJ_32270, APOSJ_32269, APOSJ_54342, APOSJ_32268, APOSJ_20232	OFUSG01859.1.p1
OG0004044	APOSJ_22041, APOSJ_22040, APOSJ_22042	OFUSG00446.1.p1
OG0004045	APOSJ_39327, APOSJ_39326, APOSJ_46036, APOSJ_39329, APOSJ_39325, APOSJ_39328	OFUSG19170.5.p1, OFUSG19170.1.p1, OFUSG19170.4.p1, OFUSG19170.2.p1, OFUSG19170.3.p1
OG0004046	APOSJ_36815, APOSJ_36816	OFUSG06348.1.p1
OG0004047	APOSJ_53255	OFUSG18610.1.p1
OG0004048	APOSJ_22838, APOSJ_22668, APOSJ_13992, APOSJ_13993, APOSJ_22669, APOSJ_50449	OFUSG19554.1.p1
OG0004050	APOSJ_22726, APOSJ_14315	OFUSG06161.1.p1
OG0004051	APOSJ_22991	OFUSG26463.1.p1
OG0004052	APOSJ_60180	OFUSG15852.1.p1, OFUSG15852.2.p1, OFUSG15852.3.p1, OFUSG15852.4.p1
OG0004053	APOSJ_39826	OFUSG09713.1.p1
OG0004054	APOSJ_30472, APOSJ_30474	OFUSG25074.1.p1
OG0004055	APOSJ_62925, APOSJ_50076, APOSJ_62926, APOSJ_50073, APOSJ_62924	OFUSG00658.3.p1, OFUSG00658.2.p1, OFUSG00658.1.p1, OFUSG00658.4.p1
OG0004056	APOSJ_04445	OFUSG04179.1.p1, OFUSG04179.2.p1
OG0004057	APOSJ_49349, APOSJ_49351	OFUSG00824.1.p1
OG0004058	APOSJ_20251, APOSJ_04192	OFUSG09035.2.p1, OFUSG09035.1.p1
OG0004059	APOSJ_64165	OFUSG25150.1.p1
OG0004060	APOSJ_01695, APOSJ_35915, APOSJ_31686, APOSJ_57348, APOSJ_19432, APOSJ_31684, APOSJ_31687, APOSJ_31685, APOSJ_35869	OFUSG16459.1.p1
OG0004061	APOSJ_22224, APOSJ_02916, APOSJ_02911, APOSJ_02910, APOSJ_17922, APOSJ_02914, APOSJ_02912, APOSJ_02913	OFUSG13064.1.p1
OG0004062	APOSJ_23125, APOSJ_23126	OFUSG05949.1.p1, OFUSG06583.1.p1
OG0004064	APOSJ_47478, APOSJ_47476, APOSJ_47479	OFUSG24453.1.p1, OFUSG24453.2.p1
OG0004065	APOSJ_57919, APOSJ_27155, APOSJ_57917	OFUSG16929.1.p1
OG0004066	APOSJ_30873	OFUSG07452.2.p1, OFUSG07452.1.p1
OG0004067	APOSJ_50812, APOSJ_50813, APOSJ_11707, APOSJ_48072, APOSJ_50809, APOSJ_10624, APOSJ_50816, APOSJ_50815, APOSJ_50811, APOSJ_50814	OFUSG11070.1.p1
OG0004068	APOSJ_00827	OFUSG00723.1.p1
OG0004069	APOSJ_27427, APOSJ_36388	OFUSG24301.1.p1
OG0004070	APOSJ_19094, APOSJ_34894, APOSJ_19097, APOSJ_34895	OFUSG10593.1.p1
OG0004071	APOSJ_06090, APOSJ_17404	OFUSG25471.1.p1
OG0004072	APOSJ_01871, APOSJ_07850	OFUSG16756.1.p1
OG0004073	APOSJ_55609	OFUSG00778.1.p1
OG0004074	APOSJ_20136	OFUSG13092.1.p1
OG0004075	APOSJ_25500, APOSJ_25499, APOSJ_01170	OFUSG10667.1.p1
OG0004076	APOSJ_49321, APOSJ_39483, APOSJ_49320, APOSJ_49319	OFUSG17470.1.p1, OFUSG17470.2.p1
OG0004078	APOSJ_22359, APOSJ_05472, APOSJ_57994, APOSJ_57993, APOSJ_05475, APOSJ_05474, APOSJ_57997, APOSJ_57995, APOSJ_57992, APOSJ_57996, APOSJ_57991	OFUSG06016.1.p1
OG0004079	APOSJ_62613, APOSJ_47957	OFUSG02739.1.p1
OG0004080	APOSJ_45292	OFUSG04397.1.p1
OG0004081	APOSJ_65053	OFUSG14219.1.p1
OG0004082	APOSJ_39700, APOSJ_39703, APOSJ_39702, APOSJ_39704, APOSJ_39701	OFUSG16877.1.p1
OG0004083	APOSJ_48918, APOSJ_48916, APOSJ_48919, APOSJ_48920	OFUSG12099.1.p1
OG0004084	APOSJ_09771, APOSJ_44099, APOSJ_44104	OFUSG13172.1.p1
OG0004085	APOSJ_21960, APOSJ_21961, APOSJ_21959	OFUSG24648.1.p1
OG0004086	APOSJ_41297, APOSJ_57692, APOSJ_57697, APOSJ_06527, APOSJ_57696, APOSJ_25807, APOSJ_21077, APOSJ_41294, APOSJ_41301, APOSJ_06529, APOSJ_57693, APOSJ_21071, APOSJ_57689, APOSJ_21078, APOSJ_41295	OFUSG25026.2.p1, OFUSG25026.1.p1
OG0004087	APOSJ_45327, APOSJ_45325, APOSJ_45326, APOSJ_45328	OFUSG26281.1.p1, OFUSG26281.2.p1, OFUSG26281.3.p1
OG0004088	APOSJ_45441, APOSJ_45440, APOSJ_45439	OFUSG13315.1.p1
OG0004089	APOSJ_62508	OFUSG26253.5.p1, OFUSG26253.1.p1, OFUSG26253.3.p1, OFUSG26253.2.p1, OFUSG26253.4.p1, OFUSG09130.1.p1
OG0004090	APOSJ_56654, APOSJ_44717	OFUSG16668.1.p1
OG0004091	APOSJ_57744	OFUSG17304.1.p1
OG0004092	APOSJ_23296	OFUSG16191.1.p1
OG0004093	APOSJ_65145, APOSJ_65146, APOSJ_63815, APOSJ_65144	OFUSG06671.1.p1, OFUSG06669.1.p1
OG0004094	APOSJ_32919, APOSJ_32918, APOSJ_49433	OFUSG07270.1.p1
OG0004095	APOSJ_27133, APOSJ_27132, APOSJ_64762	OFUSG07584.1.p1
OG0004096	APOSJ_33043, APOSJ_26027	OFUSG25572.1.p1
OG0004097	APOSJ_28560	OFUSG00034.1.p1
OG0004098	APOSJ_06194	OFUSG21100.1.p1
OG0004099	APOSJ_44643	OFUSG10944.1.p1
OG0004100	APOSJ_41204	OFUSG19371.2.p1, OFUSG19371.1.p1
OG0004101	APOSJ_32768	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1
OG0004102	APOSJ_41142, APOSJ_41138, APOSJ_41139, APOSJ_41140, APOSJ_41137, APOSJ_41141	OFUSG19005.1.p1
OG0004104	APOSJ_14574	OFUSG24702.1.p1
OG0004105	APOSJ_39532, APOSJ_47284	OFUSG23643.2.p1, OFUSG23643.1.p1
OG0004106	APOSJ_02716, APOSJ_02715	OFUSG26433.1.p1
OG0004107	APOSJ_32696	OFUSG08885.1.p1
OG0004108	APOSJ_56759, APOSJ_58846	OFUSG21004.1.p1
OG0004110	APOSJ_25256, APOSJ_25257, APOSJ_28123	OFUSG08891.1.p1
OG0004111	APOSJ_40483, APOSJ_40481, APOSJ_40482	OFUSG13311.1.p1
OG0004112	APOSJ_59470, APOSJ_19667, APOSJ_19666	OFUSG09769.1.p1
OG0004113	APOSJ_08212, APOSJ_08213, APOSJ_08211, APOSJ_51701	OFUSG18704.1.p1
OG0004114	APOSJ_62752, APOSJ_62754, APOSJ_62749, APOSJ_62750, APOSJ_62751, APOSJ_62753	OFUSG21821.1.p1
OG0004116	APOSJ_16580, APOSJ_16579, APOSJ_16576, APOSJ_16578, APOSJ_16575, APOSJ_16574	OFUSG09323.1.p1
OG0004117	APOSJ_25960, APOSJ_25964, APOSJ_05764, APOSJ_25962, APOSJ_60826, APOSJ_25965, APOSJ_25963, APOSJ_25959, APOSJ_32591, APOSJ_25958, APOSJ_25961	OFUSG25444.1.p1
OG0004119	APOSJ_47977, APOSJ_40715, APOSJ_54587, APOSJ_54583	OFUSG20234.1.p1
OG0004120	APOSJ_24987, APOSJ_44036	OFUSG10176.1.p1, OFUSG10176.2.p1
OG0004121	APOSJ_21633, APOSJ_06170	OFUSG13719.1.p1
OG0004122	APOSJ_57556, APOSJ_57558, APOSJ_20446	OFUSG07267.2.p1, OFUSG07267.1.p1
OG0004123	APOSJ_14093, APOSJ_14094	OFUSG21171.1.p1, OFUSG21171.2.p1
OG0004124	APOSJ_19925	OFUSG17737.1.p1
OG0004125	APOSJ_50965, APOSJ_49701, APOSJ_49700, APOSJ_49699	OFUSG04663.1.p1
OG0004126	APOSJ_31629	OFUSG19824.1.p1
OG0004129	APOSJ_62244, APOSJ_62246, APOSJ_35048	OFUSG05877.1.p1, OFUSG05875.1.p1, OFUSG05882.1.p1
OG0004130	APOSJ_35159	OFUSG08210.1.p1, OFUSG00974.1.p1
OG0004131	APOSJ_60771, APOSJ_30292, APOSJ_64136, APOSJ_64137, APOSJ_64135, APOSJ_57239	OFUSG23809.1.p1, OFUSG23809.2.p1
OG0004132	APOSJ_54495, APOSJ_54497, APOSJ_52756, APOSJ_54498, APOSJ_59337, APOSJ_54496, APOSJ_59341, APOSJ_52758, APOSJ_52757, APOSJ_59351	OFUSG20258.1.p1
OG0004133	APOSJ_16443, APOSJ_23365, APOSJ_23367, APOSJ_23366	OFUSG14516.1.p1
OG0004134	APOSJ_05189, APOSJ_38091	OFUSG06800.1.p1
OG0004135	APOSJ_47790, APOSJ_47789, APOSJ_30737, APOSJ_47791	OFUSG18236.1.p1
OG0004136	APOSJ_23894, APOSJ_23893	OFUSG26327.1.p1
OG0004137	APOSJ_50022, APOSJ_50020, APOSJ_50023, APOSJ_50019, APOSJ_50017, APOSJ_50018, APOSJ_50024, APOSJ_50021	OFUSG20131.2.p1, OFUSG20131.1.p1
OG0004138	APOSJ_38040, APOSJ_23492, APOSJ_23494	OFUSG00273.1.p1
OG0004139	APOSJ_27508, APOSJ_27509, APOSJ_27507	OFUSG21376.2.p1, OFUSG21376.1.p1
OG0004140	APOSJ_27400, APOSJ_27401	OFUSG00701.1.p1
OG0004142	APOSJ_07656, APOSJ_20891	OFUSG19191.1.p1
OG0004143	APOSJ_63017, APOSJ_20148	OFUSG09777.1.p1, OFUSG09777.2.p1
OG0004144	APOSJ_49624, APOSJ_49625	OFUSG24310.1.p1
OG0004145	APOSJ_33579	OFUSG25041.1.p1
OG0004146	APOSJ_28241, APOSJ_28240, APOSJ_28242, APOSJ_45825	OFUSG22678.1.p1
OG0004147	APOSJ_12002	OFUSG21150.1.p1
OG0004148	APOSJ_15590, APOSJ_02537	OFUSG24269.1.p1
OG0004149	APOSJ_52046, APOSJ_52047	OFUSG24993.1.p1
OG0004150	APOSJ_63641, APOSJ_63642	OFUSG04655.1.p1
OG0004151	APOSJ_49143, APOSJ_27120, APOSJ_17144	OFUSG20857.1.p1
OG0004153	APOSJ_31271, APOSJ_31272, APOSJ_31274	OFUSG10672.1.p1
OG0004154	APOSJ_28192	OFUSG17126.2.p1, OFUSG17126.1.p1
OG0004155	APOSJ_06190	OFUSG04339.1.p1, OFUSG19790.2.p1, OFUSG19790.1.p1, OFUSG09477.2.p1, OFUSG09477.1.p1
OG0004156	APOSJ_39218	OFUSG05939.1.p1
OG0004158	APOSJ_24295	OFUSG04504.1.p1
OG0004160	APOSJ_52623, APOSJ_52627, APOSJ_52621, APOSJ_52620, APOSJ_52622, APOSJ_52624, APOSJ_52625, APOSJ_52626, APOSJ_58471	OFUSG23353.1.p1
OG0004161	APOSJ_05031, APOSJ_05028, APOSJ_59026, APOSJ_05032	OFUSG13701.3.p1, OFUSG13701.1.p1, OFUSG13701.4.p1, OFUSG13701.2.p1
OG0004162	APOSJ_08687, APOSJ_08685, APOSJ_08686	OFUSG09942.2.p1, OFUSG09942.3.p1, OFUSG09942.1.p1
OG0004166	APOSJ_58064, APOSJ_58065	OFUSG05575.1.p1
OG0004167	APOSJ_25942, APOSJ_25943, APOSJ_25941	OFUSG11703.1.p1
OG0004168	APOSJ_58123, APOSJ_58120, APOSJ_58124, APOSJ_58125	OFUSG15102.1.p1
OG0004169	APOSJ_65086, APOSJ_65087, APOSJ_38510	OFUSG10640.1.p1
OG0004170	APOSJ_23584, APOSJ_23583, APOSJ_23582	OFUSG08006.1.p1
OG0004171	APOSJ_58574, APOSJ_58572, APOSJ_58573, APOSJ_58575	OFUSG07032.1.p1, OFUSG07032.2.p1
OG0004175	APOSJ_52302	OFUSG17098.1.p1
OG0004176	APOSJ_31398, APOSJ_31399	OFUSG02603.1.p1
OG0004178	APOSJ_00181, APOSJ_00182	OFUSG19368.1.p1
OG0004179	APOSJ_03859	OFUSG11027.2.p1, OFUSG11027.1.p1
OG0004180	APOSJ_30579, APOSJ_30578	OFUSG16755.1.p1
OG0004181	APOSJ_35918, APOSJ_35919	OFUSG03257.1.p1
OG0004182	APOSJ_28808, APOSJ_10411	OFUSG01146.2.p1, OFUSG01146.1.p1
OG0004183	APOSJ_05371	OFUSG25418.1.p1
OG0004184	APOSJ_47177, APOSJ_39370	OFUSG12556.1.p1
OG0004186	APOSJ_13580	OFUSG11737.1.p1
OG0004187	APOSJ_45565	OFUSG20862.1.p1
OG0004188	APOSJ_58128, APOSJ_02500, APOSJ_02502, APOSJ_02501	OFUSG25107.1.p1
OG0004189	APOSJ_31087, APOSJ_31088	OFUSG24213.1.p1
OG0004190	APOSJ_12010, APOSJ_12009, APOSJ_34396, APOSJ_12008	OFUSG09999.1.p1
OG0004191	APOSJ_38462, APOSJ_24203, APOSJ_38463, APOSJ_38461, APOSJ_24206, APOSJ_24205, APOSJ_24204, APOSJ_38460, APOSJ_38464, APOSJ_24207, APOSJ_22128, APOSJ_65415, APOSJ_54644, APOSJ_63358	OFUSG14418.1.p1
OG0004214	APOSJ_20331, APOSJ_57526, APOSJ_24641, APOSJ_57525, APOSJ_17823, APOSJ_57524, APOSJ_17822, APOSJ_02899, APOSJ_17821, APOSJ_20332, APOSJ_57523, APOSJ_08722, APOSJ_32980, APOSJ_32979	OFUSG13516.1.p1
OG0004215	APOSJ_02006, APOSJ_02007, APOSJ_12289, APOSJ_02005	OFUSG15336.1.p1
OG0004216	APOSJ_12090, APOSJ_10918, APOSJ_12092, APOSJ_12094, APOSJ_12093	OFUSG23107.1.p1
OG0004217	APOSJ_38534, APOSJ_38531, APOSJ_41385, APOSJ_38532	OFUSG02696.2.p1, OFUSG02696.1.p1
OG0004218	APOSJ_08748	OFUSG21692.1.p1
OG0004219	APOSJ_02049, APOSJ_59197, APOSJ_59196, APOSJ_59195	OFUSG04405.1.p1
OG0004220	APOSJ_55154, APOSJ_50842, APOSJ_55157, APOSJ_23051	OFUSG19674.1.p1, OFUSG19674.2.p1
OG0004222	APOSJ_45333, APOSJ_45332, APOSJ_51206, APOSJ_45339, APOSJ_51207, APOSJ_51211, APOSJ_45334, APOSJ_45336	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1
OG0004223	APOSJ_02983	OFUSG17090.1.p1, OFUSG17090.2.p1
OG0004225	APOSJ_43476, APOSJ_06200	OFUSG20907.1.p1
OG0004226	APOSJ_55907, APOSJ_48839, APOSJ_55912, APOSJ_55908, APOSJ_55910	OFUSG15931.1.p1
OG0004227	APOSJ_04016, APOSJ_04014, APOSJ_04017, APOSJ_04015	OFUSG13655.1.p1
OG0004228	APOSJ_12492, APOSJ_13360, APOSJ_12493, APOSJ_12494, APOSJ_13361, APOSJ_12491	OFUSG23701.1.p1
OG0004229	APOSJ_13672	OFUSG18108.1.p1
OG0004230	APOSJ_35640	OFUSG08871.1.p1
OG0004231	APOSJ_13654	OFUSG09197.1.p1
OG0004232	APOSJ_13650, APOSJ_55643, APOSJ_13653, APOSJ_56259, APOSJ_13651	OFUSG19109.1.p1
OG0004233	APOSJ_09043, APOSJ_09044	OFUSG23247.1.p1
OG0004234	APOSJ_07834, APOSJ_61770, APOSJ_16301, APOSJ_07833, APOSJ_10112, APOSJ_07832, APOSJ_07828, APOSJ_07830, APOSJ_07831, APOSJ_61771	OFUSG13233.1.p1
OG0004235	APOSJ_47650	OFUSG17809.1.p1
OG0004236	APOSJ_08973, APOSJ_08972, APOSJ_57202	OFUSG12590.1.p1
OG0004237	APOSJ_14261	OFUSG02738.1.p1
OG0004239	APOSJ_53430, APOSJ_53429, APOSJ_53433, APOSJ_53432, APOSJ_63234, APOSJ_53431	OFUSG26088.2.p1, OFUSG26088.3.p1, OFUSG26088.1.p1
OG0004240	APOSJ_06645, APOSJ_06646	OFUSG11405.2.p1, OFUSG11405.1.p1
OG0004241	APOSJ_05501, APOSJ_05500, APOSJ_05499, APOSJ_05504, APOSJ_25697, APOSJ_25722, APOSJ_05502, APOSJ_05505, APOSJ_50433, APOSJ_05503	OFUSG14483.1.p1
OG0004242	APOSJ_43896, APOSJ_43901, APOSJ_43899, APOSJ_43898, APOSJ_43900, APOSJ_43897, APOSJ_43902	OFUSG19649.1.p1
OG0004243	APOSJ_56942	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1
OG0004244	APOSJ_33632, APOSJ_33631, APOSJ_33630	OFUSG23262.1.p1
OG0004245	APOSJ_13915, APOSJ_13916	OFUSG19143.1.p1, OFUSG19143.2.p1
OG0004246	APOSJ_35916, APOSJ_35917	OFUSG26279.1.p1
OG0004247	APOSJ_00766	OFUSG08927.1.p1
OG0004248	APOSJ_37110, APOSJ_58250, APOSJ_32234, APOSJ_37111, APOSJ_37112, APOSJ_30287	OFUSG13174.1.p1
OG0004249	APOSJ_41833, APOSJ_41834	OFUSG02524.1.p1
OG0004250	APOSJ_60151	OFUSG12266.1.p1
OG0004251	APOSJ_15522, APOSJ_15523	OFUSG22911.1.p1
OG0004252	APOSJ_42187, APOSJ_03029, APOSJ_42188, APOSJ_03028, APOSJ_64630, APOSJ_42185, APOSJ_64632, APOSJ_64627	OFUSG24821.1.p1
OG0004253	APOSJ_20071, APOSJ_20074, APOSJ_20072, APOSJ_20073	OFUSG22279.1.p1, OFUSG22279.2.p1
OG0004254	APOSJ_48800	OFUSG10303.1.p1
OG0004255	APOSJ_03997, APOSJ_24781, APOSJ_13373, APOSJ_03998, APOSJ_03995, APOSJ_56904, APOSJ_04001, APOSJ_03999, APOSJ_04000, APOSJ_56875	OFUSG21308.1.p1
OG0004257	APOSJ_46277, APOSJ_22093, APOSJ_46278	OFUSG22307.1.p1
OG0004258	APOSJ_34700, APOSJ_34699	OFUSG03080.1.p1
OG0004259	APOSJ_46164	OFUSG20013.1.p1
OG0004260	APOSJ_26627, APOSJ_26628, APOSJ_26632, APOSJ_30733, APOSJ_36864, APOSJ_26629, APOSJ_36865, APOSJ_59311, APOSJ_26630, APOSJ_59295, APOSJ_26631, APOSJ_36863, APOSJ_36862	OFUSG04270.1.p1
OG0004261	APOSJ_02868, APOSJ_02867, APOSJ_02869, APOSJ_02870	OFUSG20642.1.p1
OG0004262	APOSJ_50876, APOSJ_50878	OFUSG12557.1.p1
OG0004263	APOSJ_30040, APOSJ_30037, APOSJ_30038	OFUSG04157.2.p1, OFUSG04157.1.p1
OG0004264	APOSJ_48793	OFUSG10442.1.p1
OG0004265	APOSJ_02351, APOSJ_29353, APOSJ_29349, APOSJ_29354, APOSJ_29352, APOSJ_29351, APOSJ_16013, APOSJ_29350, APOSJ_29348	OFUSG22437.1.p1
OG0004267	APOSJ_62461, APOSJ_62460	OFUSG00346.1.p1
OG0004268	APOSJ_17745, APOSJ_46152, APOSJ_16921, APOSJ_24703, APOSJ_56905, APOSJ_46151, APOSJ_17746, APOSJ_17743, APOSJ_56906, APOSJ_46147	OFUSG20277.1.p1
OG0004269	APOSJ_26849	OFUSG06518.1.p1
OG0004270	APOSJ_56363, APOSJ_14578	OFUSG09567.1.p1
OG0004271	APOSJ_52454, APOSJ_64171	OFUSG19458.1.p1
OG0004272	APOSJ_30712	OFUSG19656.1.p1
OG0004273	APOSJ_05593, APOSJ_05595, APOSJ_05597, APOSJ_05596, APOSJ_05594, APOSJ_05592	OFUSG10132.2.p1, OFUSG10132.1.p1
OG0004274	APOSJ_39749, APOSJ_39745, APOSJ_39746, APOSJ_39747, APOSJ_48323, APOSJ_48318	OFUSG12672.1.p1
OG0004275	APOSJ_49270, APOSJ_39918	OFUSG26487.1.p1, OFUSG07573.1.p1, OFUSG07573.2.p1
OG0004276	APOSJ_02250, APOSJ_42784, APOSJ_42785, APOSJ_02251, APOSJ_52801, APOSJ_42782, APOSJ_42786	OFUSG20440.1.p1, OFUSG20440.2.p1
OG0004277	APOSJ_06862, APOSJ_06864, APOSJ_06863, APOSJ_06861	OFUSG00740.1.p1
OG0004278	APOSJ_25642, APOSJ_25639, APOSJ_48824, APOSJ_04148, APOSJ_48819, APOSJ_25640	OFUSG19618.1.p1
OG0004279	APOSJ_05513, APOSJ_34392, APOSJ_53404, APOSJ_05510, APOSJ_05514, APOSJ_05511, APOSJ_53405, APOSJ_53406, APOSJ_05509, APOSJ_63080	OFUSG26158.2.p1, OFUSG26158.1.p1
OG0004280	APOSJ_38937, APOSJ_38938, APOSJ_38941, APOSJ_43710, APOSJ_38940	OFUSG08248.1.p1
OG0004281	APOSJ_26617, APOSJ_05674	OFUSG09512.2.p1, OFUSG09512.1.p1
OG0004282	APOSJ_10756	OFUSG23553.1.p1
OG0004283	APOSJ_38360, APOSJ_47562, APOSJ_18818	OFUSG02236.1.p1
OG0004284	APOSJ_05498, APOSJ_34344	OFUSG19166.1.p1
OG0004285	APOSJ_39575, APOSJ_39572, APOSJ_39573, APOSJ_47529, APOSJ_39576, APOSJ_47530	OFUSG06639.1.p1, OFUSG06639.2.p1
OG0004286	APOSJ_08505, APOSJ_31523, APOSJ_31521, APOSJ_08506, APOSJ_08504, APOSJ_31522, APOSJ_31524	OFUSG08115.1.p1
OG0004287	APOSJ_07020, APOSJ_07021	OFUSG12510.1.p1
OG0004288	APOSJ_13285, APOSJ_46655, APOSJ_46656	OFUSG23204.1.p1
OG0004289	APOSJ_49583, APOSJ_49584	OFUSG11522.1.p1
OG0004290	APOSJ_19375	OFUSG20422.1.p1
OG0004291	APOSJ_44191, APOSJ_44190, APOSJ_44192	OFUSG11291.1.p1
OG0004292	APOSJ_39213, APOSJ_39212, APOSJ_45311, APOSJ_39211, APOSJ_39214, APOSJ_39215, APOSJ_39216, APOSJ_39210, APOSJ_64722	OFUSG12754.1.p1
OG0004294	APOSJ_27622, APOSJ_42083, APOSJ_27624, APOSJ_27623	OFUSG00840.1.p1, OFUSG00840.2.p1
OG0004295	APOSJ_47074, APOSJ_54516, APOSJ_54514, APOSJ_47073	OFUSG13465.2.p1, OFUSG13465.1.p1
OG0004296	APOSJ_22554, APOSJ_22553	OFUSG10157.1.p1
OG0004297	APOSJ_22517, APOSJ_22516, APOSJ_22518	OFUSG26602.2.p1, OFUSG26602.1.p1
OG0004298	APOSJ_63519, APOSJ_63520, APOSJ_20797, APOSJ_58640, APOSJ_03555, APOSJ_20804	OFUSG09630.1.p1
OG0004299	APOSJ_51105	OFUSG03171.1.p1
OG0004300	APOSJ_51781, APOSJ_51782, APOSJ_51783, APOSJ_53981, APOSJ_51786, APOSJ_51784, APOSJ_51785	OFUSG06251.1.p1
OG0004301	APOSJ_09439, APOSJ_09438	OFUSG15532.1.p1
OG0004302	APOSJ_24435, APOSJ_24434	OFUSG14824.1.p1
OG0004303	APOSJ_25759, APOSJ_25760	OFUSG14746.1.p1
OG0004304	APOSJ_04217	OFUSG19501.1.p1
OG0004305	APOSJ_42738, APOSJ_42737	OFUSG21306.1.p1
OG0004306	APOSJ_59910	OFUSG26453.1.p1
OG0004307	APOSJ_11587, APOSJ_11586	OFUSG10009.1.p1
OG0004308	APOSJ_45570, APOSJ_45566, APOSJ_45567, APOSJ_29960, APOSJ_45568, APOSJ_45571, APOSJ_45569, APOSJ_18006	OFUSG00660.1.p1
OG0004309	APOSJ_57811, APOSJ_21592, APOSJ_57812, APOSJ_57813	OFUSG10951.1.p1
OG0004310	APOSJ_01689	OFUSG24234.1.p1
OG0004311	APOSJ_05007	OFUSG24363.1.p1, OFUSG09545.1.p1
OG0004312	APOSJ_35494, APOSJ_54590, APOSJ_62061, APOSJ_35495, APOSJ_39999, APOSJ_35493, APOSJ_39998, APOSJ_15672, APOSJ_44374, APOSJ_40000, APOSJ_63055	OFUSG20320.1.p1
OG0004314	APOSJ_00039	OFUSG07970.1.p1
OG0004315	APOSJ_14022, APOSJ_14026, APOSJ_14025, APOSJ_14023, APOSJ_14029, APOSJ_14027, APOSJ_22837, APOSJ_59550	OFUSG19262.1.p1
OG0004316	APOSJ_18501, APOSJ_18502	OFUSG25561.1.p1
OG0004317	APOSJ_43919, APOSJ_43917, APOSJ_43920, APOSJ_43918, APOSJ_43915, APOSJ_43916	OFUSG15608.1.p1
OG0004318	APOSJ_26723, APOSJ_26724	OFUSG10081.1.p1
OG0004319	APOSJ_34892, APOSJ_34893	OFUSG01252.1.p1
OG0004320	APOSJ_23045, APOSJ_01384, APOSJ_13649, APOSJ_18159, APOSJ_29036, APOSJ_29033, APOSJ_29035, APOSJ_29037, APOSJ_29034, APOSJ_61655, APOSJ_29038, APOSJ_21401	OFUSG14079.1.p1, OFUSG18185.1.p1
OG0004322	APOSJ_13602, APOSJ_13603, APOSJ_13604	OFUSG21097.1.p1
OG0004323	APOSJ_56748, APOSJ_56747, APOSJ_56749	OFUSG01104.1.p1
OG0004324	APOSJ_02561, APOSJ_02562	OFUSG23537.1.p1
OG0004325	APOSJ_61779, APOSJ_53171, APOSJ_53169, APOSJ_53172	OFUSG18623.1.p1
OG0004327	APOSJ_51086, APOSJ_15955, APOSJ_07746, APOSJ_07748, APOSJ_07747	OFUSG03372.1.p1
OG0004328	APOSJ_52562, APOSJ_58043, APOSJ_58039	OFUSG21216.1.p1
OG0004329	APOSJ_01699, APOSJ_34942, APOSJ_01698, APOSJ_01696	OFUSG06444.1.p1
OG0004330	APOSJ_17652, APOSJ_17651, APOSJ_45675, APOSJ_45673	OFUSG21944.1.p1, OFUSG21944.2.p1
OG0004331	APOSJ_19200, APOSJ_19199, APOSJ_19198, APOSJ_19201	OFUSG12334.1.p1
OG0004332	APOSJ_28541, APOSJ_28545, APOSJ_28544, APOSJ_28542, APOSJ_28543	OFUSG09843.1.p1
