Orthogroup	APOSJ_ok	XENTR
OG0002518	APOSJ_15205, APOSJ_24026, APOSJ_24031, APOSJ_24025, APOSJ_15204, APOSJ_15202, APOSJ_24030, APOSJ_15201, APOSJ_24029, APOSJ_24033, APOSJ_24028, APOSJ_15203, APOSJ_24034, APOSJ_15199, APOSJ_15200, APOSJ_24027	XENTR16754, XENTR16755
OG0002519	APOSJ_55470, APOSJ_55472, APOSJ_55471	XENTR06434, XENTR00894, XENTR00893
OG0002520	APOSJ_53146, APOSJ_53145	XENTR16161, XENTR11725
OG0002521	APOSJ_26113, APOSJ_26112, APOSJ_40683	XENTR06091, XENTR06093
OG0002523	APOSJ_64867	XENTR18468, XENTR15973, XENTR15750
OG0002525	APOSJ_17552, APOSJ_25482, APOSJ_17551, APOSJ_29471, APOSJ_17550, APOSJ_25484, APOSJ_25483, APOSJ_17554, APOSJ_25485	XENTR04134, XENTR16248
OG0002526	APOSJ_00960, APOSJ_34307, APOSJ_60186, APOSJ_34296, APOSJ_60190, APOSJ_60191, APOSJ_00964, APOSJ_25199, APOSJ_17051, APOSJ_00961, APOSJ_04060, APOSJ_25198, APOSJ_60189, APOSJ_00959, APOSJ_00962, APOSJ_04059, APOSJ_60188, APOSJ_00965, APOSJ_60187, APOSJ_04061, APOSJ_00963, APOSJ_04058	XENTR18843
OG0002527	APOSJ_29217, APOSJ_11996, APOSJ_11998, APOSJ_11997	XENTR09927, XENTR16099
OG0002528	APOSJ_51777, APOSJ_46888, APOSJ_51778, APOSJ_29137, APOSJ_51774, APOSJ_25258, APOSJ_51771, APOSJ_51772, APOSJ_46886, APOSJ_47533, APOSJ_29136, APOSJ_46889, APOSJ_29135, APOSJ_46887, APOSJ_29138, APOSJ_46890	XENTR13773
OG0002529	APOSJ_04488, APOSJ_04487	XENTR03254
OG0002530	APOSJ_16584, APOSJ_16582, APOSJ_38753, APOSJ_16583	XENTR00564, XENTR12121
OG0002531	APOSJ_54352, APOSJ_52258	XENTR07496, XENTR09048
OG0002532	APOSJ_60914, APOSJ_32989, APOSJ_60915	XENTR07408, XENTR07406, XENTR07407
OG0002533	APOSJ_36157, APOSJ_36156, APOSJ_21726, APOSJ_21724	XENTR06540, XENTR01165
OG0002534	APOSJ_23549, APOSJ_23548, APOSJ_46356, APOSJ_23554, APOSJ_17763, APOSJ_17765, APOSJ_46361, APOSJ_17764, APOSJ_23550, APOSJ_31156, APOSJ_31155, APOSJ_23553, APOSJ_31152, APOSJ_31154, APOSJ_23551, APOSJ_31153, APOSJ_23547, APOSJ_23552, APOSJ_63678, APOSJ_17766	XENTR10061, XENTR19266
OG0002535	APOSJ_53001, APOSJ_53000, APOSJ_52997, APOSJ_45505, APOSJ_45503, APOSJ_45502, APOSJ_45504, APOSJ_52999, APOSJ_45506, APOSJ_52998, APOSJ_46403	XENTR04335
OG0002536	APOSJ_03166, APOSJ_03164, APOSJ_03167, APOSJ_03165	XENTR09217, XENTR08758, XENTR02692
OG0002537	APOSJ_52572, APOSJ_52573, APOSJ_58106, APOSJ_52571	XENTR01807
OG0002538	APOSJ_09797	XENTR10381, XENTR11813
OG0002539	APOSJ_13453, APOSJ_01886, APOSJ_13457, APOSJ_03513, APOSJ_52485, APOSJ_13456	XENTR09865
OG0002540	APOSJ_08068	XENTR12727, XENTR08197
OG0002541	APOSJ_60983	XENTR17249
OG0002542	APOSJ_13003, APOSJ_05216	XENTR02923, XENTR13960, XENTR03763
OG0002543	APOSJ_57190, APOSJ_18579, APOSJ_57186, APOSJ_57192, APOSJ_57191, APOSJ_57188, APOSJ_25134, APOSJ_57189, APOSJ_57185, APOSJ_18583	XENTR00842
OG0002545	APOSJ_54341, APOSJ_47195	XENTR13316, XENTR06400
OG0002547	APOSJ_50922	XENTR10889, XENTR07983
OG0002548	APOSJ_60327, APOSJ_52896, APOSJ_52895	XENTR11978
OG0002549	APOSJ_03644, APOSJ_22674, APOSJ_03643, APOSJ_24634, APOSJ_24636, APOSJ_24635, APOSJ_24638, APOSJ_24637, APOSJ_24639, APOSJ_22678	XENTR03082
OG0002550	APOSJ_46181, APOSJ_61388	XENTR12637, XENTR10916
OG0002551	APOSJ_21520	XENTR14171
OG0002552	APOSJ_29495	XENTR06745, XENTR08130
OG0002553	APOSJ_36058, APOSJ_36057, APOSJ_36056, APOSJ_36059	XENTR18636
OG0002554	APOSJ_57610, APOSJ_62462, APOSJ_57611, APOSJ_57609, APOSJ_57612, APOSJ_57607, APOSJ_45101, APOSJ_45114, APOSJ_23766, APOSJ_14740, APOSJ_45126, APOSJ_14741	XENTR02163, XENTR12428
OG0002555	APOSJ_40221	XENTR03864, XENTR07510
OG0002557	APOSJ_13776	XENTR15925, XENTR17200, XENTR15926
OG0002558	APOSJ_60383, APOSJ_60385, APOSJ_60388, APOSJ_60386	XENTR00183, XENTR15308
OG0002559	APOSJ_03758, APOSJ_03757	XENTR08983, XENTR07448
OG0002560	APOSJ_37047, APOSJ_08092, APOSJ_03561, APOSJ_20312	XENTR09666
OG0002562	APOSJ_49481, APOSJ_49482, APOSJ_49480	XENTR04290, XENTR11943
OG0002563	APOSJ_46270	XENTR05935, XENTR03654, XENTR17265
OG0002564	APOSJ_15554, APOSJ_15555, APOSJ_15556	XENTR18727
OG0002566	APOSJ_42577, APOSJ_42580, APOSJ_42579, APOSJ_43612, APOSJ_07042, APOSJ_01090, APOSJ_42584, APOSJ_01096, APOSJ_42583, APOSJ_42578	XENTR07442
OG0002567	APOSJ_45486, APOSJ_03004, APOSJ_02999, APOSJ_02996, APOSJ_03000, APOSJ_02998, APOSJ_15349, APOSJ_03001, APOSJ_15348	XENTR08378
OG0002568	APOSJ_39026, APOSJ_65436, APOSJ_65402, APOSJ_39030, APOSJ_39721, APOSJ_39722, APOSJ_39720, APOSJ_61648, APOSJ_39724, APOSJ_39725, APOSJ_44287, APOSJ_39027, APOSJ_65414, APOSJ_39719	XENTR12169
OG0002569	APOSJ_51394, APOSJ_39900, APOSJ_39899	XENTR14337
OG0002571	APOSJ_61084	XENTR01668, XENTR05634
OG0002572	APOSJ_37392	XENTR19003, XENTR00391, XENTR00390, XENTR05436
OG0002573	APOSJ_63948, APOSJ_34600, APOSJ_34597, APOSJ_34598, APOSJ_42899, APOSJ_34599, APOSJ_34601, APOSJ_42900	XENTR01832, XENTR07377
OG0002574	APOSJ_48581, APOSJ_48577, APOSJ_48579, APOSJ_52924, APOSJ_52926, APOSJ_52922, APOSJ_52923, APOSJ_48580, APOSJ_48582, APOSJ_48578, APOSJ_52925, APOSJ_48584	XENTR11279
OG0002587	APOSJ_04684, APOSJ_04683, APOSJ_04682, APOSJ_04685	XENTR02962, XENTR08363
OG0002589	APOSJ_38429, APOSJ_38425, APOSJ_38427	XENTR15300
OG0002590	APOSJ_56063	XENTR02492, XENTR10729, XENTR17979
OG0002592	APOSJ_46410, APOSJ_08541	XENTR01914
OG0002593	APOSJ_45237, APOSJ_45236, APOSJ_38977, APOSJ_45238, APOSJ_07187, APOSJ_07190, APOSJ_07189, APOSJ_07188	XENTR09419, XENTR02988
OG0002594	APOSJ_07882	XENTR03750, XENTR15912
OG0002595	APOSJ_13648, APOSJ_13647	XENTR00122
OG0002599	APOSJ_07529, APOSJ_07526, APOSJ_07528, APOSJ_07527	XENTR14546
OG0002600	APOSJ_15050, APOSJ_15049	XENTR14793
OG0002601	APOSJ_65012, APOSJ_61883	XENTR09945
OG0002602	APOSJ_15267	XENTR13735, XENTR16270
OG0002604	APOSJ_50623, APOSJ_50617, APOSJ_15507, APOSJ_50618, APOSJ_30952, APOSJ_16651	XENTR04277, XENTR19124
OG0002609	APOSJ_02307, APOSJ_59514	XENTR08636, XENTR08635
OG0002610	APOSJ_08340, APOSJ_08343, APOSJ_63661, APOSJ_08342, APOSJ_08341	XENTR00520, XENTR17304
OG0002611	APOSJ_28143, APOSJ_04504	XENTR06282, XENTR03811
OG0002612	APOSJ_63378, APOSJ_06794, APOSJ_63373, APOSJ_63376, APOSJ_63379, APOSJ_63377, APOSJ_63375, APOSJ_63374, APOSJ_63372	XENTR11127
OG0002614	APOSJ_63780	XENTR09336, XENTR02999
OG0002615	APOSJ_01601	XENTR08851, XENTR02180, XENTR02181, XENTR02197, XENTR01626
OG0002616	APOSJ_05162, APOSJ_57777	XENTR08667
OG0002616	APOSJ_10354, APOSJ_10355, APOSJ_20351, APOSJ_01172, APOSJ_10357, APOSJ_63495, APOSJ_10353, APOSJ_61913	XENTR08666, XENTR08665
OG0002617	APOSJ_55213, APOSJ_44237, APOSJ_44236, APOSJ_44235, APOSJ_62576, APOSJ_62578, APOSJ_62577, APOSJ_50506, APOSJ_47611, APOSJ_44234, APOSJ_50504, APOSJ_50511, APOSJ_50505, APOSJ_62580, APOSJ_64498, APOSJ_62579, APOSJ_50507, APOSJ_44364, APOSJ_50508, APOSJ_44233	XENTR07545, XENTR07546
OG0002618	APOSJ_31590, APOSJ_31589	XENTR10256, XENTR00130
OG0002619	APOSJ_51120, APOSJ_51119	XENTR05300
OG0002620	APOSJ_13881	XENTR13161, XENTR13162, XENTR01313
OG0002621	APOSJ_41594	XENTR11785
OG0002622	APOSJ_56035, APOSJ_56032, APOSJ_56034, APOSJ_56033	XENTR05485, XENTR05484, XENTR05486
OG0002623	APOSJ_65019, APOSJ_54692, APOSJ_53799, APOSJ_55293, APOSJ_41634, APOSJ_27797	XENTR00145
OG0002624	APOSJ_19849	XENTR17532
OG0002625	APOSJ_32736, APOSJ_26505, APOSJ_26502, APOSJ_26504, APOSJ_32735, APOSJ_52233, APOSJ_52231, APOSJ_56196, APOSJ_32739, APOSJ_52229, APOSJ_52230, APOSJ_05957, APOSJ_52234, APOSJ_32734, APOSJ_32737, APOSJ_52232, APOSJ_32738, APOSJ_26503	XENTR00160
OG0002628	APOSJ_50902, APOSJ_50901	XENTR01310, XENTR09673
OG0002629	APOSJ_09799	XENTR01328
OG0002630	APOSJ_62406	XENTR09334
OG0002631	APOSJ_08976, APOSJ_08974, APOSJ_28377, APOSJ_08977, APOSJ_57207, APOSJ_08975	XENTR10776, XENTR10774, XENTR10777
OG0002632	APOSJ_55023	XENTR12124, XENTR17685
OG0002633	APOSJ_29412	XENTR04116, XENTR10955
OG0002634	APOSJ_54834, APOSJ_54837, APOSJ_63722, APOSJ_10751, APOSJ_10737, APOSJ_63719, APOSJ_63720, APOSJ_63721	XENTR02674
OG0002635	APOSJ_64173	XENTR05475, XENTR06061, XENTR03497
OG0002638	APOSJ_22902, APOSJ_13736, APOSJ_13735, APOSJ_13737, APOSJ_22327, APOSJ_22903	XENTR18642
OG0002639	APOSJ_38278, APOSJ_38285, APOSJ_25644, APOSJ_58603, APOSJ_25646, APOSJ_06691, APOSJ_49089, APOSJ_25645, APOSJ_49086, APOSJ_49087, APOSJ_49085, APOSJ_58599, APOSJ_58600, APOSJ_49090, APOSJ_49091	XENTR12772
OG0002640	APOSJ_61356, APOSJ_52158	XENTR10787
OG0002640	APOSJ_52370	XENTR00374
OG0002641	APOSJ_51670, APOSJ_51669, APOSJ_51665	XENTR00491, XENTR13077, XENTR02502
OG0002642	APOSJ_37961	XENTR06919, XENTR01959
OG0002643	APOSJ_14545, APOSJ_20906, APOSJ_20900, APOSJ_20264, APOSJ_20265, APOSJ_20268, APOSJ_25973, APOSJ_20266, APOSJ_20902, APOSJ_20269, APOSJ_14544, APOSJ_20905, APOSJ_11441	XENTR01733
OG0002644	APOSJ_62956	XENTR03973, XENTR14388
OG0002646	APOSJ_61553, APOSJ_19217	XENTR16009
OG0002647	APOSJ_04611, APOSJ_04614, APOSJ_28717, APOSJ_28716, APOSJ_04612, APOSJ_04613	XENTR08290, XENTR09550
OG0002648	APOSJ_03169, APOSJ_03168	XENTR00459, XENTR12947
OG0002649	APOSJ_40896	XENTR01936, XENTR08644
OG0002651	APOSJ_44155, APOSJ_44157, APOSJ_44154, APOSJ_48952, APOSJ_44156	XENTR07624
OG0002652	APOSJ_51245, APOSJ_51243, APOSJ_50415, APOSJ_51247, APOSJ_51248, APOSJ_51244	XENTR03749, XENTR10217
OG0002653	APOSJ_38266, APOSJ_39580, APOSJ_38264, APOSJ_38265	XENTR00850
OG0002655	APOSJ_11244, APOSJ_34800, APOSJ_11241, APOSJ_11246, APOSJ_11242, APOSJ_34803, APOSJ_34806, APOSJ_11238, APOSJ_11245, APOSJ_34807, APOSJ_34805, APOSJ_34804, APOSJ_34799, APOSJ_34802, APOSJ_11243, APOSJ_34801, APOSJ_11239, APOSJ_28718, APOSJ_52961, APOSJ_11240	XENTR10045
OG0002656	APOSJ_35957, APOSJ_41058	XENTR16931
OG0002657	APOSJ_16482, APOSJ_46146, APOSJ_16484, APOSJ_16485, APOSJ_16481, APOSJ_38318	XENTR02298, XENTR05233
OG0002658	APOSJ_25710, APOSJ_31008	XENTR06758, XENTR07235, XENTR07234
OG0002659	APOSJ_28578, APOSJ_28581, APOSJ_28577, APOSJ_28579, APOSJ_28580, APOSJ_28582	XENTR05178
OG0002662	APOSJ_03300	XENTR11336, XENTR13715, XENTR04816
OG0002663	APOSJ_08403	XENTR05765, XENTR09893
OG0002664	APOSJ_10272, APOSJ_10274, APOSJ_10273, APOSJ_10276, APOSJ_10275, APOSJ_10271	XENTR15818, XENTR11545
OG0002665	APOSJ_34822, APOSJ_63670, APOSJ_63672, APOSJ_63671, APOSJ_63667, APOSJ_63666, APOSJ_34823, APOSJ_54400, APOSJ_63665, APOSJ_63668, APOSJ_63669	XENTR10300, XENTR15988
OG0002666	APOSJ_62229, APOSJ_44934, APOSJ_44933	XENTR12989
OG0002668	APOSJ_24336, APOSJ_46548, APOSJ_14276, APOSJ_14277	XENTR05961, XENTR10409
OG0002670	APOSJ_04406, APOSJ_07639, APOSJ_26960, APOSJ_48112, APOSJ_26961, APOSJ_07640, APOSJ_51458, APOSJ_51407	XENTR09001
OG0002671	APOSJ_55222	XENTR05883, XENTR02955, XENTR08346
OG0002672	APOSJ_30774, APOSJ_17521, APOSJ_17523, APOSJ_30772, APOSJ_17520, APOSJ_17522, APOSJ_30773	XENTR18644
OG0002673	APOSJ_28428, APOSJ_28416, APOSJ_28444, APOSJ_13869, APOSJ_28435, APOSJ_28438	XENTR09520, XENTR08050, XENTR10904
OG0002674	APOSJ_00401, APOSJ_59227, APOSJ_59226	XENTR16980
OG0002675	APOSJ_60094, APOSJ_57200, APOSJ_33613, APOSJ_60093, APOSJ_57244, APOSJ_57231	XENTR08166, XENTR07779
OG0002677	APOSJ_52089, APOSJ_58077, APOSJ_52087, APOSJ_52090, APOSJ_56419, APOSJ_52088, APOSJ_55453, APOSJ_52091	XENTR09797
OG0002678	APOSJ_50335, APOSJ_50336, APOSJ_50340, APOSJ_57307, APOSJ_50339, APOSJ_29383	XENTR12167
OG0002679	APOSJ_45575, APOSJ_45577, APOSJ_45574, APOSJ_45579, APOSJ_45576	XENTR03087, XENTR03088, XENTR16063
OG0002683	APOSJ_22015, APOSJ_22013	XENTR11456, XENTR00050
OG0002685	APOSJ_34594, APOSJ_28113, APOSJ_17616, APOSJ_28110, APOSJ_34591, APOSJ_39581, APOSJ_17618, APOSJ_28108, APOSJ_34590, APOSJ_28109, APOSJ_28106, APOSJ_34595, APOSJ_17620, APOSJ_28107, APOSJ_28335, APOSJ_34593, APOSJ_17621, APOSJ_38679, APOSJ_34592, APOSJ_28111	XENTR17715, XENTR17714
OG0002688	APOSJ_63258	XENTR14633, XENTR00693, XENTR00694, XENTR03467
OG0002703	APOSJ_31319	XENTR02629, XENTR08236
OG0002705	APOSJ_48322, APOSJ_48319, APOSJ_48321	XENTR15379, XENTR04743
OG0002706	APOSJ_56205	XENTR01378, XENTR01376, XENTR01375
OG0002707	APOSJ_06108	XENTR12775, XENTR03852
OG0002708	APOSJ_48928, APOSJ_48929, APOSJ_22085, APOSJ_48927, APOSJ_08627, APOSJ_58925, APOSJ_58958, APOSJ_22084, APOSJ_22086	XENTR05903
OG0002710	APOSJ_51882, APOSJ_51883	XENTR15727, XENTR10069
OG0002711	APOSJ_05805, APOSJ_40338, APOSJ_48445	XENTR01059, XENTR03394, XENTR00009
OG0002712	APOSJ_34314, APOSJ_46766, APOSJ_15976, APOSJ_15974, APOSJ_24586, APOSJ_46767, APOSJ_24585, APOSJ_46764, APOSJ_46765	XENTR01793
OG0002713	APOSJ_50764, APOSJ_18747, APOSJ_13389, APOSJ_40406, APOSJ_40407, APOSJ_13388, APOSJ_49916, APOSJ_49915, APOSJ_43018, APOSJ_49914	XENTR14279
OG0002714	APOSJ_63663, APOSJ_54386, APOSJ_52175, APOSJ_63662, APOSJ_40953, APOSJ_62185	XENTR09377
OG0002715	APOSJ_06762, APOSJ_16711	XENTR06007
OG0002716	APOSJ_52435, APOSJ_29447, APOSJ_18601, APOSJ_09957, APOSJ_09959, APOSJ_27470, APOSJ_09956, APOSJ_09960, APOSJ_09958, APOSJ_18604, APOSJ_52433, APOSJ_54761	XENTR00957
OG0002717	APOSJ_07495	XENTR07538, XENTR14170
OG0002718	APOSJ_22645, APOSJ_03637, APOSJ_03634, APOSJ_22646, APOSJ_03635	XENTR12920, XENTR12921, XENTR14481
OG0002719	APOSJ_23715, APOSJ_23713, APOSJ_23714	XENTR04203
OG0002720	APOSJ_09655, APOSJ_00201, APOSJ_00200	XENTR02479
OG0002722	APOSJ_18147, APOSJ_35558, APOSJ_35556, APOSJ_35559, APOSJ_18145, APOSJ_18149, APOSJ_18146, APOSJ_18148, APOSJ_35562, APOSJ_36107, APOSJ_35557, APOSJ_18144, APOSJ_35555, APOSJ_18143, APOSJ_41555, APOSJ_35554, APOSJ_35560, APOSJ_35561	XENTR03855
OG0002723	APOSJ_62182	XENTR14773, XENTR13082, XENTR14110, XENTR00199
OG0002724	APOSJ_35260, APOSJ_35259, APOSJ_35262, APOSJ_35261, APOSJ_35264, APOSJ_35256, APOSJ_35258, APOSJ_35263, APOSJ_03673, APOSJ_55998	XENTR09789
OG0002727	APOSJ_45287, APOSJ_45286, APOSJ_45285, APOSJ_45281, APOSJ_45282, APOSJ_33099, APOSJ_45284, APOSJ_45283	XENTR07447
OG0002728	APOSJ_21766, APOSJ_21764	XENTR13307, XENTR13308
OG0002729	APOSJ_42531	XENTR10582
OG0002730	APOSJ_39423, APOSJ_00420	XENTR01267, XENTR01266, XENTR12536
OG0002731	APOSJ_00510, APOSJ_42153, APOSJ_42150, APOSJ_42154, APOSJ_57098, APOSJ_64460, APOSJ_64461, APOSJ_55638, APOSJ_55639, APOSJ_55635, APOSJ_64463, APOSJ_55634, APOSJ_55633, APOSJ_55637, APOSJ_09812	XENTR09306
OG0002732	APOSJ_27736, APOSJ_63545, APOSJ_27735, APOSJ_42788, APOSJ_27737, APOSJ_27738, APOSJ_42787	XENTR09571, XENTR11093
OG0002736	APOSJ_60090, APOSJ_60089, APOSJ_60091	XENTR10767, XENTR10766
OG0002738	APOSJ_43408, APOSJ_43524	XENTR09791, XENTR01391
OG0002739	APOSJ_24129, APOSJ_24131	XENTR05504
OG0002740	APOSJ_18081, APOSJ_17735, APOSJ_46100, APOSJ_46102, APOSJ_17736, APOSJ_17732, APOSJ_17734, APOSJ_46099, APOSJ_17733	XENTR12910, XENTR11462
OG0002741	APOSJ_41597, APOSJ_41596, APOSJ_60815, APOSJ_28190	XENTR08119, XENTR00571, XENTR09682
OG0002742	APOSJ_01176, APOSJ_01175	XENTR06700, XENTR14219
OG0002743	APOSJ_06403, APOSJ_15493	XENTR03347, XENTR05375
OG0002744	APOSJ_21384, APOSJ_04646	XENTR09928, XENTR07749
OG0002745	APOSJ_31585, APOSJ_31586, APOSJ_17205, APOSJ_49772, APOSJ_31581	XENTR09799, XENTR09800
OG0002746	APOSJ_37776	XENTR12491
OG0002748	APOSJ_14556, APOSJ_58086	XENTR06789
OG0002749	APOSJ_34941, APOSJ_15942	XENTR10274
OG0002751	APOSJ_17474, APOSJ_17471, APOSJ_17473, APOSJ_17475, APOSJ_17472, APOSJ_17476	XENTR00851
OG0002752	APOSJ_60381, APOSJ_60392, APOSJ_32917, APOSJ_19099, APOSJ_60369, APOSJ_19100, APOSJ_19101, APOSJ_32916, APOSJ_60374, APOSJ_55917	XENTR04386
OG0002753	APOSJ_63092, APOSJ_63089, APOSJ_29370, APOSJ_63091, APOSJ_63090, APOSJ_42366	XENTR11296, XENTR02867
OG0002754	APOSJ_18246, APOSJ_31278, APOSJ_64305, APOSJ_64308, APOSJ_49558, APOSJ_49563, APOSJ_18242, APOSJ_18245, APOSJ_18247, APOSJ_49561, APOSJ_18243, APOSJ_18244	XENTR03983
OG0002755	APOSJ_35349, APOSJ_24973	XENTR08690, XENTR08689
OG0002757	APOSJ_52815, APOSJ_51626, APOSJ_51624	XENTR12168
OG0002758	APOSJ_08249, APOSJ_29321, APOSJ_58263	XENTR04566, XENTR03532
OG0002759	APOSJ_31890, APOSJ_31888, APOSJ_31894, APOSJ_31893, APOSJ_31889, APOSJ_31891, APOSJ_31373, APOSJ_31892	XENTR10768
OG0002760	APOSJ_38596	XENTR00378
OG0002762	APOSJ_00439, APOSJ_04500, APOSJ_04499	XENTR11282, XENTR01231, XENTR14321
OG0002763	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211	XENTR10839
OG0002764	APOSJ_42508	XENTR15483
OG0002765	APOSJ_11905	XENTR17842, XENTR00480
OG0002766	APOSJ_23221	XENTR08503
OG0002767	APOSJ_60003, APOSJ_60004, APOSJ_60002	XENTR04364, XENTR04365, XENTR03484
OG0002768	APOSJ_51813, APOSJ_49968, APOSJ_40309, APOSJ_40310, APOSJ_49969, APOSJ_51814, APOSJ_40308, APOSJ_40306, APOSJ_40305, APOSJ_51809, APOSJ_51811, APOSJ_47062, APOSJ_26767, APOSJ_47060, APOSJ_47059, APOSJ_26332, APOSJ_47063, APOSJ_26336, APOSJ_47061	XENTR10109
OG0002769	APOSJ_55086, APOSJ_40803	XENTR11590, XENTR07696
OG0002770	APOSJ_38958, APOSJ_38959	XENTR02195
OG0002771	APOSJ_33188, APOSJ_26046, APOSJ_26047, APOSJ_26048	XENTR00192, XENTR03850
OG0002772	APOSJ_20285, APOSJ_20284, APOSJ_52303, APOSJ_20282, APOSJ_20283, APOSJ_51738	XENTR11948, XENTR11949
OG0002773	APOSJ_24254, APOSJ_24252, APOSJ_24253	XENTR12292, XENTR12291
OG0002774	APOSJ_64842, APOSJ_64843, APOSJ_64844, APOSJ_58205	XENTR11548, XENTR10278, XENTR18198
OG0002775	APOSJ_50552, APOSJ_50548, APOSJ_50551, APOSJ_46523, APOSJ_31437, APOSJ_50555, APOSJ_50553, APOSJ_50549, APOSJ_31435, APOSJ_50554, APOSJ_50550, APOSJ_31436	XENTR10960, XENTR10961
OG0002776	APOSJ_02124, APOSJ_13622, APOSJ_13620, APOSJ_23394, APOSJ_29397, APOSJ_39434, APOSJ_16653, APOSJ_13616, APOSJ_19943, APOSJ_02116, APOSJ_39727, APOSJ_23395, APOSJ_29398, APOSJ_23393	XENTR09728
OG0002777	APOSJ_54233, APOSJ_54234	XENTR11797, XENTR19160
OG0002778	APOSJ_34736, APOSJ_34734, APOSJ_59480, APOSJ_34735	XENTR12569, XENTR00539
OG0002780	APOSJ_48451, APOSJ_48449, APOSJ_48450, APOSJ_48452, APOSJ_48447, APOSJ_48453, APOSJ_48454, APOSJ_07716	XENTR13725
OG0002781	APOSJ_28539	XENTR16799, XENTR05234
OG0002782	APOSJ_10841, APOSJ_53882	XENTR00623
OG0002783	APOSJ_10533, APOSJ_55166, APOSJ_07046, APOSJ_55168, APOSJ_48553, APOSJ_48548, APOSJ_35505, APOSJ_10534, APOSJ_10535, APOSJ_55167, APOSJ_10531, APOSJ_55164, APOSJ_35504, APOSJ_48552, APOSJ_07041, APOSJ_55169, APOSJ_37692, APOSJ_48554, APOSJ_10536, APOSJ_55165, APOSJ_48547, APOSJ_59696, APOSJ_59796, APOSJ_10532	XENTR12146
OG0002785	APOSJ_47547, APOSJ_50712, APOSJ_09205	XENTR00059, XENTR05827
OG0002786	APOSJ_46976, APOSJ_46977	XENTR11442, XENTR03121, XENTR03426
OG0002788	APOSJ_44752, APOSJ_49851	XENTR09878, XENTR09877, XENTR04431
OG0002791	APOSJ_62540	XENTR06517, XENTR03920, XENTR18740
OG0002792	APOSJ_21150, APOSJ_21151, APOSJ_35971, APOSJ_35973, APOSJ_21152, APOSJ_35977, APOSJ_21147, APOSJ_21148, APOSJ_35972, APOSJ_21153, APOSJ_35974, APOSJ_21149, APOSJ_25090, APOSJ_35978, APOSJ_35975, APOSJ_21146, APOSJ_35976	XENTR13697
OG0002793	APOSJ_31275, APOSJ_03020, APOSJ_03018, APOSJ_41393, APOSJ_57352, APOSJ_03022, APOSJ_03017, APOSJ_03019, APOSJ_03021, APOSJ_31254	XENTR12803
OG0002794	APOSJ_54777, APOSJ_54776	XENTR00100
OG0002795	APOSJ_28457, APOSJ_28453, APOSJ_28455, APOSJ_28454, APOSJ_28456, APOSJ_28458	XENTR01455, XENTR06774
OG0002797	APOSJ_32890	XENTR09944, XENTR05899, XENTR09940, XENTR09941, XENTR09939
OG0002799	APOSJ_30946, APOSJ_30944, APOSJ_30945, APOSJ_30943	XENTR17773, XENTR17772
OG0002811	APOSJ_39522, APOSJ_27187	XENTR10804
OG0002812	APOSJ_14711	XENTR05800, XENTR00060
OG0002813	APOSJ_11945, APOSJ_11946	XENTR02963, XENTR08358, XENTR06637
OG0002814	APOSJ_38259, APOSJ_38260	XENTR07560, XENTR05582
OG0002815	APOSJ_21190, APOSJ_21191, APOSJ_03444, APOSJ_21192, APOSJ_21193, APOSJ_21194	XENTR11891, XENTR04234
OG0002816	APOSJ_64186, APOSJ_46639	XENTR00002, XENTR00003
OG0002817	APOSJ_16949	XENTR12101
OG0002818	APOSJ_53205, APOSJ_38620, APOSJ_38621, APOSJ_41940, APOSJ_44944, APOSJ_44945, APOSJ_44946	XENTR13155, XENTR06391
OG0002819	APOSJ_00416	XENTR03528, XENTR03527, XENTR07682, XENTR02780
OG0002821	APOSJ_53860, APOSJ_53861, APOSJ_34489, APOSJ_34491, APOSJ_34488, APOSJ_34490	XENTR05879
OG0002822	APOSJ_09867, APOSJ_09866	XENTR00124, XENTR13843
OG0002824	APOSJ_35964	XENTR13061, XENTR06524
OG0002825	APOSJ_31910, APOSJ_03146, APOSJ_31911, APOSJ_31909	XENTR11515
OG0002826	APOSJ_18654, APOSJ_51917, APOSJ_10888, APOSJ_01897, APOSJ_41432, APOSJ_18655	XENTR09079, XENTR12650
OG0002827	APOSJ_53626	XENTR09149
OG0002828	APOSJ_34741	XENTR06020
OG0002829	APOSJ_53648, APOSJ_53650, APOSJ_65394, APOSJ_10762, APOSJ_37284, APOSJ_10761, APOSJ_10760, APOSJ_16549, APOSJ_38584, APOSJ_22964, APOSJ_03204, APOSJ_48873, APOSJ_37280, APOSJ_48870	XENTR01838
OG0002830	APOSJ_23697, APOSJ_23698	XENTR03825, XENTR05528
OG0002831	APOSJ_36477, APOSJ_26584	XENTR16010
OG0002833	APOSJ_35386, APOSJ_35388	XENTR11335
OG0002834	APOSJ_57628, APOSJ_38922, APOSJ_38920, APOSJ_38921	XENTR17541
OG0002835	APOSJ_56726, APOSJ_56725, APOSJ_21812, APOSJ_21814, APOSJ_56727, APOSJ_63362, APOSJ_63361, APOSJ_63360, APOSJ_21813, APOSJ_21815, APOSJ_63363	XENTR11887, XENTR14253
OG0002836	APOSJ_04656, APOSJ_04657, APOSJ_04655, APOSJ_04654	XENTR03259, XENTR09231, XENTR09230
OG0002837	APOSJ_18732, APOSJ_18729, APOSJ_18731, APOSJ_18730	XENTR15959, XENTR00684
