Orthogroup	APOSJ_ok	XENTR
OG0001073	APOSJ_44600, APOSJ_44598, APOSJ_02115, APOSJ_44601, APOSJ_44603, APOSJ_44596, APOSJ_44604, APOSJ_44599, APOSJ_44602, APOSJ_10539, APOSJ_44597, APOSJ_02114	XENTR13757, XENTR03448, XENTR09013
OG0001075	APOSJ_43886, APOSJ_55214	XENTR05482, XENTR14239, XENTR06059
OG0001076	APOSJ_20280	XENTR04369, XENTR03450
OG0001077	APOSJ_32144, APOSJ_05175, APOSJ_05176	XENTR02919
OG0001078	APOSJ_01341	XENTR16491, XENTR12278, XENTR05427, XENTR16318
OG0001079	APOSJ_48407	XENTR02342, XENTR18570
OG0001080	APOSJ_02975	XENTR17306
OG0001080	APOSJ_48418, APOSJ_50278	XENTR00219, XENTR05053
OG0001081	APOSJ_19313, APOSJ_18432, APOSJ_18433, APOSJ_51296, APOSJ_18436, APOSJ_06899, APOSJ_05795, APOSJ_18435	XENTR11483, XENTR11482
OG0001082	APOSJ_50344, APOSJ_55101, APOSJ_30098, APOSJ_55093, APOSJ_08785, APOSJ_55094, APOSJ_32224, APOSJ_55097, APOSJ_06626, APOSJ_06627	XENTR04166, XENTR03787
OG0001083	APOSJ_38880, APOSJ_38874, APOSJ_38151, APOSJ_38152, APOSJ_38150, APOSJ_31067, APOSJ_38149, APOSJ_38873	XENTR14939, XENTR08964, XENTR02202, XENTR09760
OG0001084	APOSJ_54407, APOSJ_03690, APOSJ_54409, APOSJ_45657, APOSJ_53106, APOSJ_54408, APOSJ_63134, APOSJ_63135, APOSJ_61049, APOSJ_07255, APOSJ_03689, APOSJ_45666, APOSJ_07254, APOSJ_07256, APOSJ_54406, APOSJ_07252, APOSJ_63118, APOSJ_45669, APOSJ_03688, APOSJ_45660, APOSJ_45661, APOSJ_63130, APOSJ_07253	XENTR03176
OG0001085	APOSJ_60767, APOSJ_60764, APOSJ_63024	XENTR14464, XENTR18960, XENTR05968, XENTR02550
OG0001088	APOSJ_62411	XENTR01178
OG0001089	APOSJ_44329	XENTR12503
OG0001092	APOSJ_34458, APOSJ_16950, APOSJ_34460, APOSJ_34459	XENTR04358
OG0001093	APOSJ_03903, APOSJ_13162, APOSJ_56202, APOSJ_56204, APOSJ_48673, APOSJ_13164	XENTR14801, XENTR06916, XENTR05391
OG0001094	APOSJ_43517	XENTR06671, XENTR12802, XENTR09938
OG0001095	APOSJ_21298	XENTR12897, XENTR04215
OG0001101	APOSJ_14916	XENTR16380
OG0001102	APOSJ_20394, APOSJ_20392, APOSJ_20393	XENTR00597
OG0001102	APOSJ_62424, APOSJ_01923, APOSJ_09690	XENTR08075
OG0001102	APOSJ_07244, APOSJ_07245, APOSJ_07246, APOSJ_07247, APOSJ_45302, APOSJ_45636	XENTR09517
OG0001103	APOSJ_18790, APOSJ_53872, APOSJ_18791	XENTR11707
OG0001103	APOSJ_28765, APOSJ_28766, APOSJ_28767	XENTR08189
OG0001104	APOSJ_63115	XENTR13239
OG0001105	APOSJ_26419, APOSJ_14625, APOSJ_14622, APOSJ_36785	XENTR00250
OG0001106	APOSJ_42254, APOSJ_64987	XENTR12570, XENTR01358
OG0001107	APOSJ_21580, APOSJ_21590, APOSJ_21589, APOSJ_21582, APOSJ_21584, APOSJ_05877, APOSJ_21585, APOSJ_21583	XENTR10533, XENTR02061, XENTR02717
OG0001108	APOSJ_02969, APOSJ_02970	XENTR08568
OG0001108	APOSJ_19593	XENTR01519
OG0001110	APOSJ_15855, APOSJ_15853, APOSJ_15854, APOSJ_15851, APOSJ_15852, APOSJ_15850	XENTR01316, XENTR07736
OG0001112	APOSJ_41571, APOSJ_41572	XENTR08598, XENTR07078
OG0001113	APOSJ_49287	XENTR03194
OG0001114	APOSJ_20381, APOSJ_20380	XENTR05283, XENTR05282, XENTR18949
OG0001115	APOSJ_54904, APOSJ_63930, APOSJ_54903	XENTR18977, XENTR15749, XENTR18459, XENTR14532
OG0001119	APOSJ_22921, APOSJ_22918, APOSJ_22920, APOSJ_22919, APOSJ_13770	XENTR18158
OG0001120	APOSJ_22384, APOSJ_10446, APOSJ_36382, APOSJ_49622, APOSJ_49620, APOSJ_22382, APOSJ_36387, APOSJ_36384, APOSJ_22381, APOSJ_36386, APOSJ_27423, APOSJ_22383, APOSJ_36381, APOSJ_36383, APOSJ_36385, APOSJ_36380	XENTR06417, XENTR10567, XENTR10976
OG0001121	APOSJ_32181, APOSJ_51004, APOSJ_32180, APOSJ_34465, APOSJ_32179, APOSJ_50971, APOSJ_34466, APOSJ_34463, APOSJ_17002, APOSJ_32178, APOSJ_32177	XENTR00146, XENTR15147
OG0001123	APOSJ_12564, APOSJ_07738	XENTR10415
OG0001123	APOSJ_35407, APOSJ_35406	XENTR03409
OG0001124	APOSJ_50119, APOSJ_64959, APOSJ_50120	XENTR16582
OG0001124	APOSJ_06928, APOSJ_19612, APOSJ_43744, APOSJ_06929	XENTR06212
OG0001126	APOSJ_52110, APOSJ_52111, APOSJ_52109	XENTR17124
OG0001127	APOSJ_37145, APOSJ_37142, APOSJ_37143, APOSJ_37141	XENTR08219, XENTR08218, XENTR06362
OG0001128	APOSJ_57260, APOSJ_18952	XENTR08508, XENTR02079, XENTR13449, XENTR13450
OG0001129	APOSJ_25816, APOSJ_25817, APOSJ_25818	XENTR05147
OG0001129	APOSJ_43786	XENTR08362
OG0001130	APOSJ_33374, APOSJ_33373, APOSJ_33375, APOSJ_33376, APOSJ_52812, APOSJ_45980, APOSJ_45981	XENTR03434
OG0001131	APOSJ_45169, APOSJ_59509, APOSJ_59504, APOSJ_59505, APOSJ_59507, APOSJ_52861, APOSJ_34886, APOSJ_46529, APOSJ_40439, APOSJ_46532, APOSJ_46530, APOSJ_40442, APOSJ_34889, APOSJ_46527, APOSJ_46535, APOSJ_28173, APOSJ_29139, APOSJ_34885, APOSJ_40441, APOSJ_46534, APOSJ_45168, APOSJ_47747, APOSJ_59506, APOSJ_59501, APOSJ_59508, APOSJ_47746, APOSJ_34891, APOSJ_46528, APOSJ_34890, APOSJ_34887	XENTR08901, XENTR13407
OG0001132	APOSJ_17244, APOSJ_11493, APOSJ_11488, APOSJ_11495, APOSJ_11496, APOSJ_17243, APOSJ_11490, APOSJ_11492, APOSJ_59966, APOSJ_47442, APOSJ_28964, APOSJ_28968, APOSJ_47445, APOSJ_28966, APOSJ_47446, APOSJ_59964, APOSJ_47441, APOSJ_59963, APOSJ_32987, APOSJ_28965, APOSJ_47439, APOSJ_59961, APOSJ_17245, APOSJ_17242, APOSJ_11489, APOSJ_11494, APOSJ_17241, APOSJ_00742, APOSJ_17247, APOSJ_11491, APOSJ_47443, APOSJ_17246, APOSJ_28967, APOSJ_59962, APOSJ_47444, APOSJ_28969, APOSJ_28963, APOSJ_59965, APOSJ_47440	XENTR06989
OG0001133	APOSJ_43053, APOSJ_43052	XENTR17678
OG0001133	APOSJ_30572, APOSJ_30571, APOSJ_30570	XENTR15362
OG0001134	APOSJ_46103, APOSJ_39342	XENTR10250, XENTR00965, XENTR03216, XENTR03221
OG0001135	APOSJ_18187	XENTR14974
OG0001136	APOSJ_60014, APOSJ_58081, APOSJ_60019, APOSJ_60022	XENTR10642, XENTR00557, XENTR12118
OG0001137	APOSJ_07767, APOSJ_07766	XENTR12668, XENTR04145
OG0001138	APOSJ_48351	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640
OG0001139	APOSJ_39764, APOSJ_06912, APOSJ_06911	XENTR12289
OG0001139	APOSJ_12993	XENTR07646, XENTR17010
OG0001141	APOSJ_14268, APOSJ_58207, APOSJ_64480, APOSJ_64479	XENTR05715
OG0001142	APOSJ_21965, APOSJ_61915, APOSJ_51026, APOSJ_39756, APOSJ_48881, APOSJ_48879, APOSJ_16159, APOSJ_21967, APOSJ_48880, APOSJ_45036, APOSJ_41992, APOSJ_45034, APOSJ_12989, APOSJ_45038, APOSJ_45037, APOSJ_45032, APOSJ_21973, APOSJ_51022, APOSJ_51024, APOSJ_51347, APOSJ_45033, APOSJ_16163, APOSJ_01149, APOSJ_45035, APOSJ_48882, APOSJ_01134, APOSJ_48877	XENTR06629
OG0001143	APOSJ_50743, APOSJ_50744, APOSJ_53351, APOSJ_47727, APOSJ_50745, APOSJ_47725	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685
OG0001144	APOSJ_14988, APOSJ_12514, APOSJ_14987, APOSJ_14986, APOSJ_14989	XENTR08544, XENTR07178, XENTR03323, XENTR03322
OG0001146	APOSJ_18240, APOSJ_18241, APOSJ_49551	XENTR04404, XENTR04096, XENTR12242
OG0001148	APOSJ_36458, APOSJ_27843, APOSJ_36457, APOSJ_36456	XENTR10476
OG0001149	APOSJ_33950, APOSJ_33949	XENTR12926, XENTR00444
OG0001154	APOSJ_45148, APOSJ_45147, APOSJ_36024, APOSJ_36022, APOSJ_36023	XENTR13800, XENTR19207
OG0001155	APOSJ_15552	XENTR09180
OG0001155	APOSJ_15648, APOSJ_15647	XENTR04938
OG0001156	APOSJ_18425	XENTR07093, XENTR06912, XENTR01092
OG0001158	APOSJ_62821, APOSJ_10981, APOSJ_10980, APOSJ_04235	XENTR16126, XENTR16127, XENTR07686, XENTR07685
OG0001159	APOSJ_51472, APOSJ_51719	XENTR05163, XENTR05113
OG0001160	APOSJ_45582, APOSJ_28225, APOSJ_28221, APOSJ_28222, APOSJ_28223	XENTR08948, XENTR07949
OG0001161	APOSJ_18705, APOSJ_18703, APOSJ_18704, APOSJ_18706, APOSJ_65292, APOSJ_00565, APOSJ_11477, APOSJ_11474	XENTR05290, XENTR17947
OG0001162	APOSJ_60627, APOSJ_64538, APOSJ_64537	XENTR10454, XENTR14933
OG0001163	APOSJ_07955, APOSJ_07957, APOSJ_49878, APOSJ_07956, APOSJ_07959, APOSJ_07958, APOSJ_46878, APOSJ_11189, APOSJ_63692, APOSJ_44713, APOSJ_44711, APOSJ_33342, APOSJ_13133	XENTR08141
OG0001165	APOSJ_07921, APOSJ_28147, APOSJ_28137, APOSJ_04506, APOSJ_04505, APOSJ_47651, APOSJ_28149, APOSJ_07922, APOSJ_28148, APOSJ_28150, APOSJ_28146	XENTR03624
OG0001165	APOSJ_62646, APOSJ_62647, APOSJ_62643, APOSJ_62645	XENTR02305
OG0001166	APOSJ_24788, APOSJ_24784, APOSJ_24786, APOSJ_24782, APOSJ_24785, APOSJ_24888, APOSJ_24783, APOSJ_24787	XENTR18013, XENTR18012, XENTR14106
OG0001167	APOSJ_55239, APOSJ_63932, APOSJ_48587, APOSJ_55240, APOSJ_48606, APOSJ_63850, APOSJ_55243, APOSJ_48588, APOSJ_48591, APOSJ_48609, APOSJ_48593, APOSJ_48590, APOSJ_55238, APOSJ_55241, APOSJ_48592, APOSJ_48594, APOSJ_55242, APOSJ_48899, APOSJ_42628, APOSJ_48608, APOSJ_55237, APOSJ_48589, APOSJ_48595	XENTR07709, XENTR06636, XENTR08900
OG0001168	APOSJ_28988, APOSJ_36650, APOSJ_29205, APOSJ_28989, APOSJ_24017, APOSJ_22126	XENTR12949, XENTR06904, XENTR00455
OG0001169	APOSJ_34689, APOSJ_05561, APOSJ_05560, APOSJ_05559	XENTR18438
OG0001170	APOSJ_58947, APOSJ_53815, APOSJ_65389, APOSJ_65390, APOSJ_53814, APOSJ_65388, APOSJ_65384	XENTR14411
OG0001171	APOSJ_32394, APOSJ_32395	XENTR06589
OG0001172	APOSJ_56461	XENTR06358, XENTR09420
OG0001172	APOSJ_60424	XENTR08224, XENTR15936
OG0001173	APOSJ_00189, APOSJ_61633, APOSJ_62528, APOSJ_62529	XENTR06289, XENTR03346, XENTR03345
OG0001174	APOSJ_37059, APOSJ_31995, APOSJ_37055, APOSJ_31992, APOSJ_37057, APOSJ_37060, APOSJ_37056, APOSJ_31947, APOSJ_37053, APOSJ_37058, APOSJ_37054, APOSJ_31999, APOSJ_31998, APOSJ_31996, APOSJ_31997, APOSJ_31994	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963
OG0001176	APOSJ_42572, APOSJ_01076, APOSJ_42571, APOSJ_42573	XENTR04321
OG0001177	APOSJ_29427, APOSJ_53427, APOSJ_29429	XENTR04520
OG0001177	APOSJ_51390, APOSJ_29921, APOSJ_29919, APOSJ_29920	XENTR01947
OG0001178	APOSJ_56479	XENTR00333
OG0001178	APOSJ_53354, APOSJ_62824	XENTR02313
OG0001179	APOSJ_27224, APOSJ_39766, APOSJ_27225	XENTR01714
OG0001180	APOSJ_60339	XENTR11241, XENTR01431, XENTR19021
OG0001181	APOSJ_49272, APOSJ_49277, APOSJ_49275, APOSJ_63759, APOSJ_49276, APOSJ_63757, APOSJ_63760, APOSJ_49271, APOSJ_39251, APOSJ_39252, APOSJ_49273, APOSJ_49274	XENTR02917, XENTR13969
OG0001182	APOSJ_21032, APOSJ_21033, APOSJ_44807, APOSJ_16090, APOSJ_44810, APOSJ_00240	XENTR04131, XENTR14389, XENTR06978, XENTR10070
OG0001183	APOSJ_15455, APOSJ_15454	XENTR15931, XENTR15930
OG0001184	APOSJ_14036, APOSJ_14034, APOSJ_14037, APOSJ_14035	XENTR11761
OG0001184	APOSJ_33065, APOSJ_09294, APOSJ_33062, APOSJ_33061	XENTR16633
OG0001185	APOSJ_55269, APOSJ_55273, APOSJ_55270, APOSJ_55272, APOSJ_55274, APOSJ_55271, APOSJ_55268, APOSJ_07581	XENTR05474, XENTR09610, XENTR09609
OG0001186	APOSJ_65059, APOSJ_49100, APOSJ_61207, APOSJ_61209, APOSJ_49105, APOSJ_49101, APOSJ_49102, APOSJ_40051, APOSJ_61206	XENTR03736
OG0001188	APOSJ_02458, APOSJ_02460, APOSJ_02459	XENTR12660, XENTR10956, XENTR04124
OG0001189	APOSJ_07607, APOSJ_46552, APOSJ_46567, APOSJ_07604, APOSJ_07601, APOSJ_07600, APOSJ_07603, APOSJ_32759, APOSJ_07605	XENTR16871, XENTR08031, XENTR04626
OG0001190	APOSJ_25935, APOSJ_25929, APOSJ_32431, APOSJ_32429, APOSJ_25932, APOSJ_25931, APOSJ_52256, APOSJ_25930, APOSJ_56333, APOSJ_52255, APOSJ_52257, APOSJ_48161, APOSJ_60883, APOSJ_25934, APOSJ_52259, APOSJ_56323, APOSJ_48157	XENTR06259, XENTR16660, XENTR16659
OG0001191	APOSJ_42790, APOSJ_42793, APOSJ_14790, APOSJ_42792, APOSJ_14832, APOSJ_38916, APOSJ_42794	XENTR02213, XENTR13144, XENTR08963
OG0001196	APOSJ_50475, APOSJ_28945, APOSJ_28943, APOSJ_28944	XENTR18694, XENTR11054, XENTR19094
OG0001197	APOSJ_02421, APOSJ_14617, APOSJ_14615, APOSJ_35771	XENTR14109
OG0001198	APOSJ_04989, APOSJ_04990	XENTR13281
OG0001198	APOSJ_58834, APOSJ_58833	XENTR16301
OG0001199	APOSJ_05930, APOSJ_37640, APOSJ_05933, APOSJ_05929, APOSJ_05932	XENTR12723
OG0001201	APOSJ_61343	XENTR17812
OG0001201	APOSJ_61344, APOSJ_52026	XENTR17811
OG0001202	APOSJ_53516, APOSJ_53517, APOSJ_53518, APOSJ_53519, APOSJ_43020, APOSJ_37377, APOSJ_37383, APOSJ_37379, APOSJ_37382, APOSJ_37381, APOSJ_37378, APOSJ_37380	XENTR11567, XENTR11566
OG0001204	APOSJ_07019, APOSJ_07070, APOSJ_21696, APOSJ_35408, APOSJ_41668, APOSJ_39539, APOSJ_53773, APOSJ_46990, APOSJ_53249, APOSJ_30340, APOSJ_30345, APOSJ_30338, APOSJ_30339, APOSJ_30343, APOSJ_30342, APOSJ_30344, APOSJ_30341	XENTR13340
OG0001205	APOSJ_27795, APOSJ_27794	XENTR14919
OG0001207	APOSJ_04816	XENTR10602, XENTR06956, XENTR16548
OG0001208	APOSJ_02833, APOSJ_02834, APOSJ_02831, APOSJ_02832	XENTR05399, XENTR14797
OG0001209	APOSJ_25666, APOSJ_37223, APOSJ_55938, APOSJ_43203, APOSJ_24877, APOSJ_25116, APOSJ_34642, APOSJ_34645, APOSJ_34646, APOSJ_32868, APOSJ_34643, APOSJ_43208, APOSJ_43209, APOSJ_37218, APOSJ_55934, APOSJ_04702, APOSJ_24875, APOSJ_24876, APOSJ_34641, APOSJ_37217, APOSJ_34647, APOSJ_34644, APOSJ_24873, APOSJ_37222, APOSJ_43210, APOSJ_55936, APOSJ_60923, APOSJ_43204, APOSJ_37220, APOSJ_43202, APOSJ_55937, APOSJ_60975, APOSJ_43206, APOSJ_55935, APOSJ_37219, APOSJ_43205, APOSJ_37221, APOSJ_43207, APOSJ_32871, APOSJ_24874	XENTR17550
OG0001210	APOSJ_37932	XENTR12983
OG0001210	APOSJ_23203, APOSJ_23202	XENTR09378
OG0001211	APOSJ_18069, APOSJ_18071	XENTR04154, XENTR06866
OG0001213	APOSJ_24043	XENTR10507
OG0001213	APOSJ_46848, APOSJ_65395, APOSJ_53817, APOSJ_65397	XENTR01205
OG0001215	APOSJ_25502, APOSJ_21308, APOSJ_21316, APOSJ_24195, APOSJ_24199, APOSJ_24193, APOSJ_24194, APOSJ_21312	XENTR12954, XENTR16550, XENTR16549
OG0001216	APOSJ_27698, APOSJ_57845	XENTR13109
OG0001216	APOSJ_07687, APOSJ_07690, APOSJ_07688, APOSJ_07689	XENTR05946
OG0001217	APOSJ_49876, APOSJ_49877	XENTR07688, XENTR11580, XENTR00148
OG0001218	APOSJ_12838, APOSJ_12839, APOSJ_12837	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396
OG0001219	APOSJ_05496, APOSJ_31063, APOSJ_00885, APOSJ_51184	XENTR03647, XENTR18228, XENTR12113
OG0001220	APOSJ_49207, APOSJ_49206, APOSJ_30068	XENTR06344, XENTR06343
OG0001221	APOSJ_23575	XENTR15915
OG0001223	APOSJ_33776, APOSJ_42058, APOSJ_42065, APOSJ_42066, APOSJ_42061, APOSJ_42060, APOSJ_64592, APOSJ_42059, APOSJ_42062, APOSJ_63265, APOSJ_42064, APOSJ_51893, APOSJ_42063	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495
OG0001224	APOSJ_06034	XENTR18588
OG0001225	APOSJ_26355, APOSJ_26353, APOSJ_26354	XENTR09310, XENTR06994, XENTR15732
OG0001227	APOSJ_42967, APOSJ_35503, APOSJ_58893, APOSJ_27276	XENTR05921
OG0001231	APOSJ_31108, APOSJ_63515, APOSJ_63517, APOSJ_17578, APOSJ_63521, APOSJ_31111, APOSJ_29042, APOSJ_17638	XENTR03878, XENTR01648
OG0001232	APOSJ_19086, APOSJ_19085, APOSJ_41937, APOSJ_63122, APOSJ_25755, APOSJ_26775, APOSJ_26779, APOSJ_26778, APOSJ_26777, APOSJ_37428, APOSJ_26773, APOSJ_26774, APOSJ_26776	XENTR01820
OG0001238	APOSJ_10931, APOSJ_10930, APOSJ_10927, APOSJ_10928, APOSJ_10925, APOSJ_10926, APOSJ_10929, APOSJ_10932	XENTR08981
OG0001239	APOSJ_35111, APOSJ_35115, APOSJ_35117, APOSJ_35116, APOSJ_35110, APOSJ_35114, APOSJ_35113, APOSJ_35112	XENTR05992, XENTR11309
OG0001240	APOSJ_22371, APOSJ_35327, APOSJ_35332, APOSJ_35329, APOSJ_21620, APOSJ_22388, APOSJ_21619	XENTR01403, XENTR05719, XENTR12304, XENTR05718
OG0001241	APOSJ_31880, APOSJ_31879	XENTR12971
OG0001241	APOSJ_14702, APOSJ_26894, APOSJ_26895, APOSJ_14704, APOSJ_14703, APOSJ_26899, APOSJ_14705	XENTR07087, XENTR02055
OG0001243	APOSJ_62434, APOSJ_33719, APOSJ_08856, APOSJ_08854, APOSJ_15749, APOSJ_33720, APOSJ_15751, APOSJ_15750, APOSJ_13102, APOSJ_33724, APOSJ_56492, APOSJ_33723	XENTR17516, XENTR17517
OG0001245	APOSJ_08451, APOSJ_08447, APOSJ_08448, APOSJ_08444, APOSJ_08449, APOSJ_08445, APOSJ_08443, APOSJ_08446	XENTR09296
OG0001246	APOSJ_12949	XENTR08405
OG0001247	APOSJ_24401, APOSJ_46726	XENTR19062, XENTR18189, XENTR18467, XENTR11045
OG0001249	APOSJ_49684, APOSJ_49687, APOSJ_49685, APOSJ_49681, APOSJ_49683, APOSJ_49686, APOSJ_49682	XENTR10238, XENTR10239, XENTR04710, XENTR00318
OG0001250	APOSJ_45773, APOSJ_45772	XENTR10529, XENTR04777, XENTR07316
OG0001251	APOSJ_26930, APOSJ_53060	XENTR12411
OG0001252	APOSJ_57275, APOSJ_57272, APOSJ_57271, APOSJ_57277, APOSJ_57273, APOSJ_57279, APOSJ_57280, APOSJ_57276, APOSJ_57274	XENTR06520, XENTR03993, XENTR03992, XENTR09825
OG0001253	APOSJ_63481	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523
OG0001254	APOSJ_20082, APOSJ_20079, APOSJ_20080, APOSJ_20081, APOSJ_20083	XENTR03435, XENTR01471
OG0001256	APOSJ_22662, APOSJ_16855, APOSJ_16856, APOSJ_08655, APOSJ_16851, APOSJ_41118, APOSJ_12081, APOSJ_08656, APOSJ_40675, APOSJ_16853, APOSJ_08669, APOSJ_08664, APOSJ_16852, APOSJ_55433, APOSJ_55436, APOSJ_18496, APOSJ_55435, APOSJ_16854, APOSJ_16857	XENTR12356
OG0001261	APOSJ_27066, APOSJ_38946, APOSJ_27062, APOSJ_27063, APOSJ_27071, APOSJ_27067, APOSJ_27065, APOSJ_27064	XENTR03563, XENTR16999
OG0001262	APOSJ_28304, APOSJ_28303, APOSJ_46237, APOSJ_28302	XENTR06170, XENTR06171, XENTR19017, XENTR15533
OG0001263	APOSJ_27866, APOSJ_27867	XENTR06868
OG0001264	APOSJ_45943, APOSJ_45939, APOSJ_45942, APOSJ_45944, APOSJ_06798, APOSJ_45941, APOSJ_59790, APOSJ_06799, APOSJ_45940	XENTR02490, XENTR03731, XENTR05140
OG0001266	APOSJ_03810	XENTR10900, XENTR02450
OG0001267	APOSJ_24539	XENTR14460
OG0001267	APOSJ_40387, APOSJ_40388	XENTR06333
OG0001268	APOSJ_30635, APOSJ_30631, APOSJ_30630, APOSJ_61129, APOSJ_26078, APOSJ_61134, APOSJ_30632, APOSJ_61130, APOSJ_30629	XENTR08282
OG0001268	APOSJ_31771	XENTR18855
OG0001270	APOSJ_00845, APOSJ_10264	XENTR01782
OG0001270	APOSJ_39650, APOSJ_52054, APOSJ_52055, APOSJ_52049, APOSJ_52052	XENTR12521, XENTR12522
OG0001271	APOSJ_42324, APOSJ_42325, APOSJ_42323, APOSJ_42327, APOSJ_42326, APOSJ_42322	XENTR17754, XENTR02751, XENTR07226
OG0001272	APOSJ_63437, APOSJ_56345, APOSJ_64374, APOSJ_14803, APOSJ_14802	XENTR18340, XENTR09464, XENTR00960
OG0001273	APOSJ_07726, APOSJ_19500, APOSJ_19498	XENTR13224, XENTR14752, XENTR14082
OG0001274	APOSJ_63498, APOSJ_63499, APOSJ_63500, APOSJ_63501	XENTR13249, XENTR15210, XENTR15211, XENTR07752
OG0001275	APOSJ_19016	XENTR14625
OG0001275	APOSJ_40449, APOSJ_40448, APOSJ_40447, APOSJ_40446, APOSJ_40445, APOSJ_40443, APOSJ_64594, APOSJ_40444	XENTR14624
OG0001276	APOSJ_00033, APOSJ_37707, APOSJ_47385, APOSJ_00028, APOSJ_17176, APOSJ_00034, APOSJ_06801, APOSJ_21732, APOSJ_00032, APOSJ_40492, APOSJ_00029, APOSJ_00030, APOSJ_42710, APOSJ_17171, APOSJ_21731, APOSJ_21730, APOSJ_47368, APOSJ_21729, APOSJ_21728, APOSJ_17170, APOSJ_00027, APOSJ_00031	XENTR09721, XENTR13760
OG0001278	APOSJ_45303, APOSJ_16356	XENTR09813
OG0001279	APOSJ_00366, APOSJ_00367	XENTR11976, XENTR14916
OG0001280	APOSJ_38817, APOSJ_38818, APOSJ_38816	XENTR13872, XENTR04350, XENTR07156
OG0001282	APOSJ_53381, APOSJ_53380, APOSJ_53382, APOSJ_53379, APOSJ_53383, APOSJ_62917, APOSJ_63341, APOSJ_62919	XENTR16436, XENTR00274
OG0001284	APOSJ_51094, APOSJ_51096, APOSJ_51095, APOSJ_51093	XENTR15697
OG0001284	APOSJ_38180, APOSJ_38179, APOSJ_38178, APOSJ_39124	XENTR01467, XENTR01466
OG0001287	APOSJ_30564, APOSJ_02347, APOSJ_31786, APOSJ_62177	XENTR06418, XENTR10568, XENTR10975, XENTR14177
OG0001288	APOSJ_22796	XENTR05832, XENTR05833
OG0001290	APOSJ_34219, APOSJ_34220	XENTR08522, XENTR00546, XENTR09553, XENTR04590
OG0001291	APOSJ_13944, APOSJ_61515, APOSJ_61517, APOSJ_61511, APOSJ_61514, APOSJ_61513, APOSJ_61512, APOSJ_61516	XENTR02209, XENTR05578, XENTR07580, XENTR07579
OG0001292	APOSJ_35425, APOSJ_55180, APOSJ_35427, APOSJ_35424	XENTR03404, XENTR01086
OG0001293	APOSJ_46121, APOSJ_46120, APOSJ_46118, APOSJ_46119	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560
OG0001294	APOSJ_33881, APOSJ_12351, APOSJ_55521, APOSJ_60130, APOSJ_60133, APOSJ_55523, APOSJ_60129, APOSJ_55517, APOSJ_33889, APOSJ_12353, APOSJ_12350, APOSJ_55520, APOSJ_12352, APOSJ_55516, APOSJ_55525, APOSJ_12355, APOSJ_12354, APOSJ_12349, APOSJ_55519, APOSJ_55524, APOSJ_60131, APOSJ_60128, APOSJ_55522	XENTR08985, XENTR08984
OG0001295	APOSJ_42068, APOSJ_42067	XENTR07162, XENTR07111
OG0001296	APOSJ_05820	XENTR10758, XENTR16218, XENTR01664, XENTR01665
OG0001297	APOSJ_40127, APOSJ_40126, APOSJ_40128, APOSJ_50636	XENTR07068, XENTR07067, XENTR01254, XENTR17500
OG0001300	APOSJ_00778	XENTR09380, XENTR15087, XENTR13396
OG0001302	APOSJ_50423, APOSJ_14148, APOSJ_45734, APOSJ_14151, APOSJ_50422, APOSJ_50421, APOSJ_38024	XENTR00019
OG0001302	APOSJ_52702, APOSJ_52697	XENTR05127, XENTR05128
OG0001305	APOSJ_09587, APOSJ_09588	XENTR06508, XENTR06784, XENTR15394
OG0001306	APOSJ_58894	XENTR00068
OG0001306	APOSJ_11291	XENTR06783
OG0001308	APOSJ_62820, APOSJ_49337, APOSJ_62822	XENTR08924, XENTR10339, XENTR11736
OG0001309	APOSJ_45180, APOSJ_45181, APOSJ_45182, APOSJ_45183	XENTR12950
OG0001310	APOSJ_62169	XENTR02393
OG0001310	APOSJ_54029, APOSJ_54028	XENTR15418
OG0001311	APOSJ_36807	XENTR11767
OG0001311	APOSJ_22226, APOSJ_22227, APOSJ_48297	XENTR16951
OG0001312	APOSJ_23773, APOSJ_03205, APOSJ_03206	XENTR12977
OG0001313	APOSJ_33906, APOSJ_33908	XENTR06253
OG0001315	APOSJ_13986, APOSJ_48674, APOSJ_06707, APOSJ_25709	XENTR18202, XENTR00932, XENTR03902
OG0001316	APOSJ_31679, APOSJ_47166, APOSJ_45850, APOSJ_47162, APOSJ_45860, APOSJ_45836, APOSJ_26892, APOSJ_47165, APOSJ_31680, APOSJ_47163, APOSJ_47164, APOSJ_31682, APOSJ_23602	XENTR05492, XENTR15964, XENTR00686
OG0001317	APOSJ_51974, APOSJ_51821, APOSJ_38859, APOSJ_38855, APOSJ_51884	XENTR06399
OG0001318	APOSJ_38930, APOSJ_26105, APOSJ_12648, APOSJ_38928, APOSJ_38929, APOSJ_43686, APOSJ_38925, APOSJ_26107	XENTR10187
