Orthogroup	APOSJ_ok	SCHMD
OG0000809	APOSJ_50361, APOSJ_19777, APOSJ_19776, APOSJ_19778, APOSJ_19773, APOSJ_60280, APOSJ_19775, APOSJ_19774	SCHMD21850, SCHMD00682
OG0000810	APOSJ_53352, APOSJ_59276, APOSJ_59277	SCHMD03195, SCHMD03113
OG0000810	APOSJ_61766, APOSJ_61767, APOSJ_33321	SCHMD06140, SCHMD03114
OG0000814	APOSJ_27234, APOSJ_29118, APOSJ_29114, APOSJ_04392, APOSJ_29117, APOSJ_29116	SCHMD03060, SCHMD13676
OG0000819	APOSJ_18287, APOSJ_61424, APOSJ_48684, APOSJ_20740	SCHMD03878
OG0000824	APOSJ_03942, APOSJ_03944, APOSJ_03943, APOSJ_24452	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375
OG0000826	APOSJ_55177, APOSJ_55174, APOSJ_55176, APOSJ_55173, APOSJ_07122, APOSJ_55172, APOSJ_13689, APOSJ_55175	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770
OG0000828	APOSJ_50146	SCHMD08298
OG0000828	APOSJ_39990, APOSJ_39991, APOSJ_19031, APOSJ_19029, APOSJ_19027, APOSJ_19030	SCHMD08624
OG0000833	APOSJ_32064	SCHMD13529, SCHMD19078, SCHMD01603, SCHMD13070
OG0000834	APOSJ_27505, APOSJ_25155	SCHMD11223, SCHMD19332, SCHMD16052
OG0000835	APOSJ_42069, APOSJ_02483, APOSJ_02485, APOSJ_15072, APOSJ_14519, APOSJ_14522, APOSJ_14520, APOSJ_27386, APOSJ_48184, APOSJ_47257, APOSJ_48182, APOSJ_33110, APOSJ_48181, APOSJ_48183, APOSJ_48179, APOSJ_37505, APOSJ_48180, APOSJ_47256, APOSJ_48185	SCHMD14959
OG0000836	APOSJ_47104, APOSJ_47105	SCHMD23242
OG0000837	APOSJ_07156	SCHMD09523, SCHMD05554, SCHMD04696
OG0000842	APOSJ_02046, APOSJ_02045, APOSJ_12472, APOSJ_02044	SCHMD01343
OG0000844	APOSJ_14389, APOSJ_24990	SCHMD01709
OG0000847	APOSJ_37393, APOSJ_64417, APOSJ_37410	SCHMD03587
OG0000848	APOSJ_57867, APOSJ_21858	SCHMD03599
OG0000848	APOSJ_37470, APOSJ_61306, APOSJ_61305, APOSJ_40590, APOSJ_61307	SCHMD06160
OG0000849	APOSJ_24980, APOSJ_24981, APOSJ_24982	SCHMD25311
OG0000850	APOSJ_43389, APOSJ_10662	SCHMD26000, SCHMD27633
OG0000851	APOSJ_48145, APOSJ_48146, APOSJ_32816, APOSJ_48144, APOSJ_50654, APOSJ_48147, APOSJ_05428, APOSJ_05427, APOSJ_05431, APOSJ_62125, APOSJ_09644, APOSJ_05429, APOSJ_09647, APOSJ_05434, APOSJ_09649, APOSJ_05435, APOSJ_09646, APOSJ_09643, APOSJ_05426, APOSJ_05430, APOSJ_09642, APOSJ_09648	SCHMD21876, SCHMD17205
OG0000855	APOSJ_14055, APOSJ_14051, APOSJ_14054, APOSJ_14052, APOSJ_14053	SCHMD29481, SCHMD01902, SCHMD15557
OG0000858	APOSJ_12185, APOSJ_12184	SCHMD08601
OG0000858	APOSJ_21398, APOSJ_21395, APOSJ_21396, APOSJ_21397	SCHMD22095, SCHMD27060
OG0000860	APOSJ_28084, APOSJ_28083, APOSJ_28085	SCHMD05987
OG0000868	APOSJ_29113, APOSJ_25427	SCHMD05358
OG0000869	APOSJ_36939, APOSJ_37975, APOSJ_37971, APOSJ_37977, APOSJ_37976, APOSJ_37970, APOSJ_37978, APOSJ_37972, APOSJ_37974, APOSJ_50441, APOSJ_50444	SCHMD07449
OG0000871	APOSJ_44220	SCHMD06938
OG0000872	APOSJ_37062, APOSJ_37063, APOSJ_04372, APOSJ_04374, APOSJ_37061, APOSJ_04369, APOSJ_04376, APOSJ_04368, APOSJ_44428, APOSJ_04373, APOSJ_04375, APOSJ_04371	SCHMD07553
OG0000873	APOSJ_25706	SCHMD02655, SCHMD05829
OG0000875	APOSJ_08818, APOSJ_08817	SCHMD10815
OG0000875	APOSJ_52605, APOSJ_58380	SCHMD17655, SCHMD18552, SCHMD00030, SCHMD10336
OG0000876	APOSJ_48535, APOSJ_48534, APOSJ_35472, APOSJ_48537	SCHMD01529
OG0000878	APOSJ_34861, APOSJ_60058, APOSJ_09639, APOSJ_60054	SCHMD18560
OG0000879	APOSJ_32111	SCHMD10640
OG0000880	APOSJ_48679, APOSJ_48680, APOSJ_48681, APOSJ_48682, APOSJ_48683, APOSJ_49069	SCHMD03718
OG0000887	APOSJ_40145, APOSJ_00262	SCHMD27495
OG0000888	APOSJ_22590, APOSJ_49280, APOSJ_22589, APOSJ_49284, APOSJ_22591, APOSJ_32713	SCHMD01724
OG0000889	APOSJ_38181, APOSJ_33849, APOSJ_33848	SCHMD00830, SCHMD04643
OG0000889	APOSJ_02579	SCHMD02281, SCHMD02130
OG0000890	APOSJ_03268, APOSJ_42956	SCHMD09911
OG0000890	APOSJ_01352, APOSJ_01351	SCHMD19625, SCHMD11513, SCHMD25560, SCHMD16414
OG0000894	APOSJ_29737, APOSJ_28706, APOSJ_28705	SCHMD05374
OG0000894	APOSJ_55800, APOSJ_02048	SCHMD11594, SCHMD05061
OG0000896	APOSJ_25337	SCHMD03189
OG0000897	APOSJ_05769, APOSJ_05771, APOSJ_05768	SCHMD05382
OG0000899	APOSJ_26037, APOSJ_54212, APOSJ_59288, APOSJ_13895, APOSJ_01417, APOSJ_59284, APOSJ_54213, APOSJ_14942, APOSJ_01418, APOSJ_07103, APOSJ_07107, APOSJ_07105, APOSJ_54211, APOSJ_59287, APOSJ_07108, APOSJ_54209, APOSJ_54208, APOSJ_54210, APOSJ_55379, APOSJ_01416, APOSJ_59283, APOSJ_01415, APOSJ_07109, APOSJ_07106, APOSJ_59285, APOSJ_02127, APOSJ_01414, APOSJ_59290, APOSJ_07102, APOSJ_29418, APOSJ_01413, APOSJ_08884, APOSJ_07104, APOSJ_08886	SCHMD22285, SCHMD13459
OG0000904	APOSJ_05698, APOSJ_35385	SCHMD20433, SCHMD03539
OG0000905	APOSJ_12484, APOSJ_12479, APOSJ_14516, APOSJ_12478, APOSJ_12481, APOSJ_13330, APOSJ_02398, APOSJ_02401, APOSJ_12485, APOSJ_02399, APOSJ_02403, APOSJ_02402, APOSJ_02397, APOSJ_18231, APOSJ_63308, APOSJ_02404, APOSJ_12477, APOSJ_13329, APOSJ_12482, APOSJ_02400, APOSJ_18883	SCHMD01394, SCHMD17642, SCHMD19023
OG0000907	APOSJ_30988, APOSJ_37073, APOSJ_37068, APOSJ_37072, APOSJ_30989, APOSJ_30907, APOSJ_37069, APOSJ_30902, APOSJ_30992, APOSJ_30904, APOSJ_30905, APOSJ_30906, APOSJ_30901, APOSJ_49590, APOSJ_30995, APOSJ_30994, APOSJ_30903, APOSJ_30899, APOSJ_30908, APOSJ_30987, APOSJ_30993, APOSJ_37070, APOSJ_30898, APOSJ_37071, APOSJ_30990, APOSJ_30991	SCHMD03616
OG0000908	APOSJ_65204, APOSJ_33401	SCHMD03334, SCHMD11293
OG0000908	APOSJ_29744	SCHMD14013
OG0000909	APOSJ_41173, APOSJ_16936, APOSJ_16935, APOSJ_16934, APOSJ_16937, APOSJ_44202	SCHMD05694, SCHMD03729
OG0000913	APOSJ_24386	SCHMD10820, SCHMD18663
OG0000914	APOSJ_20437, APOSJ_64019, APOSJ_64015, APOSJ_64018	SCHMD13079, SCHMD10834
OG0000915	APOSJ_34409, APOSJ_34408, APOSJ_34411, APOSJ_34412, APOSJ_54680, APOSJ_34413, APOSJ_16558, APOSJ_16542	SCHMD14220
OG0000921	APOSJ_59784, APOSJ_04520, APOSJ_30436, APOSJ_30437	SCHMD07722
OG0000921	APOSJ_04274	SCHMD16275
OG0000925	APOSJ_57320	SCHMD00501, SCHMD05937
OG0000926	APOSJ_32194	SCHMD13544, SCHMD06558
OG0000926	APOSJ_08802	SCHMD06554, SCHMD17036, SCHMD13546
OG0000926	APOSJ_46144, APOSJ_46145	SCHMD25813
OG0000929	APOSJ_05631, APOSJ_05630, APOSJ_35517	SCHMD00375, SCHMD08839
OG0000931	APOSJ_50765, APOSJ_50766	SCHMD02356
OG0000932	APOSJ_16502, APOSJ_16499, APOSJ_23001, APOSJ_38377	SCHMD13730
OG0000933	APOSJ_18116, APOSJ_08858	SCHMD03632, SCHMD07102
OG0000933	APOSJ_61951, APOSJ_06998	SCHMD01828, SCHMD29251, SCHMD08939
OG0000933	APOSJ_46139	SCHMD02882, SCHMD28308, SCHMD17968, SCHMD28525, SCHMD13327, SCHMD17140, SCHMD17141
OG0000934	APOSJ_07914, APOSJ_62622, APOSJ_07917, APOSJ_13021, APOSJ_03720	SCHMD07111, SCHMD08216
OG0000935	APOSJ_35299	SCHMD18664
OG0000937	APOSJ_19563	SCHMD17622
OG0000943	APOSJ_62883, APOSJ_35668, APOSJ_62882	SCHMD19076
OG0000944	APOSJ_10525, APOSJ_10522, APOSJ_10524, APOSJ_03576, APOSJ_10523, APOSJ_22262, APOSJ_03578, APOSJ_10521, APOSJ_60325, APOSJ_10520	SCHMD15750
OG0000945	APOSJ_49003, APOSJ_32725, APOSJ_02670, APOSJ_45898, APOSJ_16439, APOSJ_02672, APOSJ_02671, APOSJ_02676, APOSJ_48995, APOSJ_32720, APOSJ_32721, APOSJ_32723, APOSJ_48997, APOSJ_02669, APOSJ_32716, APOSJ_49000, APOSJ_49002, APOSJ_02675, APOSJ_32724, APOSJ_02668, APOSJ_48999, APOSJ_32717, APOSJ_48998, APOSJ_02674, APOSJ_48996, APOSJ_02673, APOSJ_48994, APOSJ_49001	SCHMD15214, SCHMD06612, SCHMD06319
OG0000946	APOSJ_62571	SCHMD09426
OG0000947	APOSJ_08495, APOSJ_08494, APOSJ_19386, APOSJ_08496, APOSJ_60100, APOSJ_21902, APOSJ_21904, APOSJ_07733, APOSJ_21905, APOSJ_03045	SCHMD24447
OG0000949	APOSJ_17988	SCHMD10151, SCHMD29084, SCHMD29079, SCHMD02016
OG0000951	APOSJ_08836, APOSJ_08838, APOSJ_33002, APOSJ_33003	SCHMD20855, SCHMD20207
OG0000951	APOSJ_03858, APOSJ_26497	SCHMD20208
OG0000954	APOSJ_50100, APOSJ_07999	SCHMD05029, SCHMD08968, SCHMD13763
OG0000954	APOSJ_50266, APOSJ_50265	SCHMD05469, SCHMD02974
OG0000955	APOSJ_61817	SCHMD06645, SCHMD03890, SCHMD04591
OG0000957	APOSJ_09728, APOSJ_62676, APOSJ_09727	SCHMD18023
OG0000960	APOSJ_34385, APOSJ_34381, APOSJ_34386, APOSJ_34382, APOSJ_47694, APOSJ_34384, APOSJ_34383	SCHMD05680, SCHMD08670, SCHMD05681, SCHMD12110
OG0000963	APOSJ_10817, APOSJ_05713, APOSJ_03042, APOSJ_10816, APOSJ_21560, APOSJ_10818, APOSJ_04889, APOSJ_10819	SCHMD22298, SCHMD11708
OG0000963	APOSJ_36581	SCHMD04476
OG0000965	APOSJ_30694, APOSJ_39849, APOSJ_30693, APOSJ_30697	SCHMD22316, SCHMD15133, SCHMD13697, SCHMD12517
OG0000966	APOSJ_07001, APOSJ_15383, APOSJ_15386, APOSJ_15382, APOSJ_09538, APOSJ_09540, APOSJ_09539, APOSJ_21117, APOSJ_15387, APOSJ_09543, APOSJ_09545, APOSJ_09537, APOSJ_15385, APOSJ_03828, APOSJ_03829, APOSJ_15384, APOSJ_21122, APOSJ_09542, APOSJ_21116, APOSJ_21119, APOSJ_15381, APOSJ_09544, APOSJ_21120, APOSJ_09541, APOSJ_21121	SCHMD00065
OG0000967	APOSJ_09815, APOSJ_10557, APOSJ_09816, APOSJ_10556, APOSJ_09817, APOSJ_09818	SCHMD11342, SCHMD26265
OG0000967	APOSJ_62971, APOSJ_18497, APOSJ_06283	SCHMD05844, SCHMD03950
OG0000969	APOSJ_22281, APOSJ_22280, APOSJ_22279	SCHMD15666, SCHMD13228
OG0000971	APOSJ_00115, APOSJ_00114, APOSJ_51808, APOSJ_51807, APOSJ_21591	SCHMD05808
OG0000972	APOSJ_55945, APOSJ_55944	SCHMD05471
OG0000974	APOSJ_20835, APOSJ_29899, APOSJ_21787, APOSJ_29897, APOSJ_40070, APOSJ_40074, APOSJ_40073, APOSJ_64382, APOSJ_64381, APOSJ_30079, APOSJ_51773	SCHMD24665
OG0000976	APOSJ_26736	SCHMD13984
OG0000977	APOSJ_44541, APOSJ_44540, APOSJ_49803, APOSJ_49805, APOSJ_42308, APOSJ_49804	SCHMD03392
OG0000978	APOSJ_24157, APOSJ_24153, APOSJ_21088, APOSJ_24156, APOSJ_24152, APOSJ_24154	SCHMD15268, SCHMD25301, SCHMD25194
OG0000979	APOSJ_35084, APOSJ_50089	SCHMD24204, SCHMD01421
OG0000981	APOSJ_14570	SCHMD13908
OG0000982	APOSJ_54474, APOSJ_54472, APOSJ_54475, APOSJ_54473	SCHMD08717
OG0000984	APOSJ_59608	SCHMD02865
OG0000987	APOSJ_24880	SCHMD13203, SCHMD12032, SCHMD16148, SCHMD13314, SCHMD17705
OG0000988	APOSJ_14331, APOSJ_14326, APOSJ_02151, APOSJ_40223, APOSJ_40225, APOSJ_40224, APOSJ_02152, APOSJ_40227, APOSJ_02154, APOSJ_40229, APOSJ_40226, APOSJ_40222, APOSJ_40228, APOSJ_02153	SCHMD00928
OG0000992	APOSJ_62448, APOSJ_53292, APOSJ_53290, APOSJ_07263, APOSJ_45691, APOSJ_62446, APOSJ_44806	SCHMD08111
OG0000994	APOSJ_53508, APOSJ_63664, APOSJ_53509	SCHMD16610, SCHMD07202, SCHMD11541, SCHMD07203
OG0000994	APOSJ_50730, APOSJ_18385, APOSJ_52043	SCHMD16602, SCHMD10604
OG0000998	APOSJ_34569, APOSJ_34571, APOSJ_34566, APOSJ_34570	SCHMD08664
OG0000999	APOSJ_40012, APOSJ_40011, APOSJ_40010	SCHMD16857, SCHMD24576, SCHMD11146, SCHMD08208
OG0001000	APOSJ_57092, APOSJ_57089, APOSJ_57096, APOSJ_57093, APOSJ_57094	SCHMD22725
OG0001001	APOSJ_57312, APOSJ_57314, APOSJ_57313	SCHMD07356
OG0001002	APOSJ_56918, APOSJ_56919	SCHMD17610
OG0001002	APOSJ_28028	SCHMD07769, SCHMD07768, SCHMD11688
OG0001003	APOSJ_57637, APOSJ_57638, APOSJ_52521, APOSJ_64046, APOSJ_64044, APOSJ_64045, APOSJ_57631, APOSJ_25132, APOSJ_52522, APOSJ_52519, APOSJ_52525, APOSJ_52520	SCHMD21687, SCHMD24830
OG0001005	APOSJ_48655, APOSJ_48656	SCHMD03526
OG0001006	APOSJ_28887, APOSJ_24469, APOSJ_22992	SCHMD17048, SCHMD11571
OG0001007	APOSJ_08471, APOSJ_08472, APOSJ_29169, APOSJ_58305, APOSJ_53884, APOSJ_58308, APOSJ_58306, APOSJ_58302, APOSJ_58303, APOSJ_58309, APOSJ_60238, APOSJ_08469, APOSJ_58304, APOSJ_58310, APOSJ_08470, APOSJ_58307, APOSJ_37415, APOSJ_37416, APOSJ_34153	SCHMD05810
OG0001008	APOSJ_41152, APOSJ_16931, APOSJ_16930, APOSJ_16932	SCHMD04857
OG0001009	APOSJ_03626	SCHMD19415
OG0001015	APOSJ_33536, APOSJ_33537, APOSJ_32153, APOSJ_32157, APOSJ_33538, APOSJ_46013, APOSJ_33535, APOSJ_32151, APOSJ_32156, APOSJ_32154, APOSJ_32155, APOSJ_32152, APOSJ_33534, APOSJ_32158	SCHMD07353
OG0001016	APOSJ_63469, APOSJ_53479, APOSJ_53477, APOSJ_53478, APOSJ_53480, APOSJ_34663	SCHMD23273, SCHMD15080
OG0001016	APOSJ_60324, APOSJ_60323	SCHMD25548, SCHMD21254
OG0001017	APOSJ_40712, APOSJ_04840, APOSJ_40714, APOSJ_40713	SCHMD04416, SCHMD11368, SCHMD07821, SCHMD16755, SCHMD16754
OG0001018	APOSJ_07884	SCHMD08153
OG0001019	APOSJ_54146, APOSJ_19325, APOSJ_57326, APOSJ_09709, APOSJ_63985, APOSJ_61924	SCHMD01848, SCHMD05447
OG0001023	APOSJ_37628	SCHMD07708, SCHMD18630, SCHMD28291, SCHMD19902
OG0001029	APOSJ_39135, APOSJ_44878	SCHMD04839, SCHMD00804, SCHMD00805
OG0001031	APOSJ_07513, APOSJ_47258	SCHMD14040, SCHMD09371, SCHMD16991, SCHMD19644
OG0001032	APOSJ_04537	SCHMD15671, SCHMD16553, SCHMD24305, SCHMD20230, SCHMD05282
OG0001033	APOSJ_38678	SCHMD11399, SCHMD23908
OG0001033	APOSJ_30056, APOSJ_30055	SCHMD10492
OG0001036	APOSJ_45992, APOSJ_45991, APOSJ_62205, APOSJ_65418, APOSJ_45993, APOSJ_45994, APOSJ_20388, APOSJ_65361, APOSJ_65420, APOSJ_65417, APOSJ_62207, APOSJ_45995, APOSJ_65421, APOSJ_65422, APOSJ_62208, APOSJ_20387, APOSJ_45989, APOSJ_62206, APOSJ_65419, APOSJ_20346, APOSJ_62210, APOSJ_62204, APOSJ_62209, APOSJ_62212, APOSJ_62211, APOSJ_45990, APOSJ_45988	SCHMD20768, SCHMD09235
OG0001037	APOSJ_21841, APOSJ_21839, APOSJ_47021, APOSJ_21843, APOSJ_21838, APOSJ_21836, APOSJ_21837, APOSJ_21842, APOSJ_21840, APOSJ_47023, APOSJ_28036	SCHMD23424, SCHMD16427, SCHMD02530, SCHMD07259
OG0001038	APOSJ_21588	SCHMD26628, SCHMD09164, SCHMD14733, SCHMD14734
OG0001039	APOSJ_37039	SCHMD01765
OG0001042	APOSJ_46719, APOSJ_46717, APOSJ_46718, APOSJ_46720	SCHMD11839
OG0001043	APOSJ_11354, APOSJ_47559, APOSJ_36363, APOSJ_24296, APOSJ_24297	SCHMD02174, SCHMD16603, SCHMD02028, SCHMD17894
OG0001046	APOSJ_24766, APOSJ_55065, APOSJ_05953, APOSJ_57514, APOSJ_05952, APOSJ_09219, APOSJ_37743, APOSJ_24765, APOSJ_05951	SCHMD05104, SCHMD02045, SCHMD11124
OG0001047	APOSJ_51940, APOSJ_51947, APOSJ_51944, APOSJ_51941, APOSJ_54775, APOSJ_51942, APOSJ_54891, APOSJ_51945, APOSJ_08610, APOSJ_04337, APOSJ_08609, APOSJ_51943, APOSJ_45242, APOSJ_45243	SCHMD28420
OG0001048	APOSJ_27594, APOSJ_41848, APOSJ_20345	SCHMD12160
OG0001049	APOSJ_16760	SCHMD16614
OG0001050	APOSJ_46949	SCHMD03458
OG0001053	APOSJ_02413	SCHMD25503, SCHMD22630
OG0001056	APOSJ_20146, APOSJ_20145	SCHMD02897
OG0001059	APOSJ_19752, APOSJ_44465, APOSJ_19754, APOSJ_19755	SCHMD17881, SCHMD18020, SCHMD18021
OG0001060	APOSJ_20350, APOSJ_20347, APOSJ_20348	SCHMD12337, SCHMD14762, SCHMD05051
OG0001062	APOSJ_18235	SCHMD17907, SCHMD23601, SCHMD22530
OG0001062	APOSJ_06165, APOSJ_06163, APOSJ_38748, APOSJ_39590, APOSJ_39591, APOSJ_38754, APOSJ_39589, APOSJ_38752, APOSJ_06167, APOSJ_06168, APOSJ_06161, APOSJ_06162	SCHMD24440, SCHMD23600, SCHMD17910
OG0001063	APOSJ_35068, APOSJ_08878, APOSJ_08877, APOSJ_08879	SCHMD00703
OG0001072	APOSJ_31299, APOSJ_37742, APOSJ_37741, APOSJ_37740, APOSJ_52931	SCHMD24459, SCHMD27893
OG0001073	APOSJ_44600, APOSJ_44598, APOSJ_02115, APOSJ_44601, APOSJ_44603, APOSJ_44596, APOSJ_44604, APOSJ_44599, APOSJ_44602, APOSJ_10539, APOSJ_44597, APOSJ_02114, APOSJ_15120, APOSJ_15122	SCHMD00478
OG0001075	APOSJ_43886, APOSJ_55214	SCHMD13181, SCHMD04392, SCHMD00196, SCHMD16771
OG0001076	APOSJ_20280	SCHMD07131
OG0001078	APOSJ_01341	SCHMD20731, SCHMD25766
OG0001079	APOSJ_48407	SCHMD27223
OG0001080	APOSJ_02975	SCHMD08586
OG0001080	APOSJ_48418, APOSJ_50278	SCHMD15438, SCHMD19176
OG0001080	APOSJ_02976	SCHMD05782, SCHMD22091
OG0001081	APOSJ_19313, APOSJ_18432, APOSJ_18433, APOSJ_51296, APOSJ_18436, APOSJ_06899, APOSJ_05795, APOSJ_18435	SCHMD05425
OG0001083	APOSJ_38880, APOSJ_38874, APOSJ_38151, APOSJ_38152, APOSJ_38150, APOSJ_31067, APOSJ_38149, APOSJ_38873	SCHMD07690
OG0001084	APOSJ_54407, APOSJ_03690, APOSJ_54409, APOSJ_45657, APOSJ_53106, APOSJ_54408, APOSJ_63134, APOSJ_63135, APOSJ_61049, APOSJ_07255, APOSJ_03689, APOSJ_45666, APOSJ_07254, APOSJ_07256, APOSJ_54406, APOSJ_07252, APOSJ_63118, APOSJ_45669, APOSJ_03688, APOSJ_45660, APOSJ_45661, APOSJ_63130, APOSJ_07253	SCHMD10718
OG0001085	APOSJ_60767, APOSJ_60764, APOSJ_63024	SCHMD03894
OG0001086	APOSJ_30188	SCHMD22447, SCHMD28850, SCHMD24214
OG0001087	APOSJ_49388, APOSJ_25834, APOSJ_25833, APOSJ_25832	SCHMD17869
OG0001089	APOSJ_44329	SCHMD10517
OG0001090	APOSJ_06244	SCHMD27970, SCHMD02491, SCHMD22171, SCHMD15052, SCHMD14871, SCHMD23868, SCHMD00934, SCHMD02957, SCHMD02170, SCHMD23588, SCHMD18161, SCHMD24510, SCHMD25428, SCHMD28135, SCHMD05847, SCHMD13313, SCHMD09556, SCHMD06679, SCHMD00092, SCHMD03303, SCHMD27352, SCHMD03833, SCHMD14325, SCHMD12843, SCHMD25555, SCHMD14278, SCHMD22966, SCHMD27178, SCHMD23857
OG0001090	APOSJ_31712	SCHMD25858, SCHMD23825, SCHMD24723, SCHMD15024, SCHMD00638, SCHMD08607, SCHMD08801, SCHMD19831
OG0001092	APOSJ_34458, APOSJ_16950, APOSJ_34460, APOSJ_34459	SCHMD18945
OG0001094	APOSJ_43517	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662
OG0001096	APOSJ_64408	SCHMD11467, SCHMD14874
OG0001101	APOSJ_14916	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685
OG0001102	APOSJ_20394, APOSJ_20392, APOSJ_20393	SCHMD06311
OG0001103	APOSJ_15857, APOSJ_15858, APOSJ_55942	SCHMD19689
OG0001103	APOSJ_18790, APOSJ_53872, APOSJ_18791	SCHMD10595
OG0001106	APOSJ_42254, APOSJ_64987	SCHMD22581, SCHMD22582
OG0001108	APOSJ_02969, APOSJ_02970, APOSJ_19593	SCHMD08133
OG0001112	APOSJ_41571, APOSJ_41572	SCHMD26529, SCHMD08447
OG0001113	APOSJ_62872, APOSJ_49690, APOSJ_62875, APOSJ_62876	SCHMD04717
OG0001113	APOSJ_49287	SCHMD10085
OG0001114	APOSJ_20381, APOSJ_20380	SCHMD27710, SCHMD15592, SCHMD14156
OG0001114	APOSJ_55137	SCHMD18228, SCHMD14100, SCHMD15222
OG0001116	APOSJ_53808, APOSJ_65362, APOSJ_65366	SCHMD19491
OG0001121	APOSJ_32181, APOSJ_51004, APOSJ_32180, APOSJ_34465, APOSJ_32179, APOSJ_50971, APOSJ_34466, APOSJ_34463, APOSJ_17002, APOSJ_32178, APOSJ_32177	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994
OG0001123	APOSJ_12564, APOSJ_07738	SCHMD02756
OG0001124	APOSJ_50119, APOSJ_64959, APOSJ_50120, APOSJ_06928, APOSJ_19612, APOSJ_43744, APOSJ_06929	SCHMD24013
OG0001126	APOSJ_30661, APOSJ_61227, APOSJ_30660, APOSJ_34351, APOSJ_30658, APOSJ_34352, APOSJ_61230, APOSJ_30659, APOSJ_34349, APOSJ_30655, APOSJ_34350	SCHMD17193, SCHMD24674
OG0001128	APOSJ_06922	SCHMD12319
OG0001128	APOSJ_57260, APOSJ_18952	SCHMD08323
OG0001129	APOSJ_25816, APOSJ_25817, APOSJ_25818	SCHMD15504, SCHMD18282, SCHMD05846
OG0001130	APOSJ_33374, APOSJ_33373, APOSJ_33375, APOSJ_33376, APOSJ_52812, APOSJ_45980, APOSJ_45981	SCHMD04030
OG0001130	APOSJ_13404	SCHMD13287, SCHMD04031
OG0001133	APOSJ_43053, APOSJ_43052	SCHMD18643
OG0001133	APOSJ_30572, APOSJ_30571, APOSJ_30570	SCHMD29299, SCHMD19714
OG0001137	APOSJ_07767, APOSJ_07766	SCHMD17448, SCHMD26312, SCHMD05464, SCHMD01243
OG0001138	APOSJ_48351	SCHMD00170
OG0001139	APOSJ_39764, APOSJ_06912, APOSJ_06911, APOSJ_12993	SCHMD00334
OG0001141	APOSJ_14268, APOSJ_58207, APOSJ_64480, APOSJ_64479	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658
OG0001142	APOSJ_16161, APOSJ_01133, APOSJ_21965, APOSJ_61915, APOSJ_51026, APOSJ_39756, APOSJ_48881, APOSJ_48879, APOSJ_16159, APOSJ_21967, APOSJ_48880, APOSJ_45036, APOSJ_41992, APOSJ_45034, APOSJ_12989, APOSJ_45038, APOSJ_45037, APOSJ_45032, APOSJ_21973, APOSJ_51022, APOSJ_51024, APOSJ_51347, APOSJ_45033, APOSJ_16163, APOSJ_01149, APOSJ_45035, APOSJ_48882, APOSJ_01134, APOSJ_48877	SCHMD12785, SCHMD19807, SCHMD09379
OG0001143	APOSJ_50743, APOSJ_50744, APOSJ_53351, APOSJ_47727, APOSJ_50745, APOSJ_47725	SCHMD05178
OG0001146	APOSJ_18240, APOSJ_18241, APOSJ_49551	SCHMD06189
OG0001149	APOSJ_33950, APOSJ_33949	SCHMD16336, SCHMD29633
OG0001155	APOSJ_15552	SCHMD01897
OG0001156	APOSJ_18425	SCHMD11390
OG0001159	APOSJ_51472, APOSJ_51719	SCHMD15611, SCHMD21936
OG0001159	APOSJ_33106, APOSJ_45280, APOSJ_33107, APOSJ_01653	SCHMD01595
OG0001160	APOSJ_45582, APOSJ_28225, APOSJ_28221, APOSJ_28222, APOSJ_28223	SCHMD20666
OG0001162	APOSJ_60627, APOSJ_64538, APOSJ_64537	SCHMD04355, SCHMD04356
OG0001164	APOSJ_01946	SCHMD22065
OG0001165	APOSJ_07921, APOSJ_28147, APOSJ_28137, APOSJ_04506, APOSJ_04505, APOSJ_47651, APOSJ_28149, APOSJ_07922, APOSJ_28148, APOSJ_28150, APOSJ_28146	SCHMD11819
OG0001165	APOSJ_62646, APOSJ_62647, APOSJ_62643, APOSJ_62645	SCHMD12131
OG0001167	APOSJ_55239, APOSJ_63932, APOSJ_48587, APOSJ_55240, APOSJ_48606, APOSJ_63850, APOSJ_55243, APOSJ_48588, APOSJ_48591, APOSJ_48609, APOSJ_48593, APOSJ_48590, APOSJ_55238, APOSJ_55241, APOSJ_48592, APOSJ_48594, APOSJ_55242, APOSJ_48899, APOSJ_42628, APOSJ_48608, APOSJ_55237, APOSJ_48589, APOSJ_48595	SCHMD08043, SCHMD04406
OG0001168	APOSJ_28988, APOSJ_36650, APOSJ_29205, APOSJ_28989, APOSJ_24017, APOSJ_22126	SCHMD13073
OG0001172	APOSJ_56461	SCHMD19335
OG0001172	APOSJ_60424	SCHMD00291
OG0001172	APOSJ_34483	SCHMD24972
OG0001175	APOSJ_02450, APOSJ_11124	SCHMD29294, SCHMD29072
OG0001176	APOSJ_43194, APOSJ_53125, APOSJ_63457, APOSJ_63456, APOSJ_53130, APOSJ_43190, APOSJ_01555	SCHMD14886
