Orthogroup	APOSJ_ok	SCHMD
OG0002557	APOSJ_13776	SCHMD13169, SCHMD21727
OG0002559	APOSJ_03758, APOSJ_03757	SCHMD08672
OG0002563	APOSJ_37705	SCHMD17745
OG0002563	APOSJ_46270	SCHMD06999
OG0002564	APOSJ_15554, APOSJ_15555, APOSJ_15556	SCHMD26255, SCHMD23486
OG0002565	APOSJ_27641, APOSJ_27644, APOSJ_42207, APOSJ_27642, APOSJ_27643, APOSJ_42201	SCHMD17677
OG0002566	APOSJ_42577, APOSJ_42580, APOSJ_42579, APOSJ_43612, APOSJ_07042, APOSJ_01090, APOSJ_42584, APOSJ_01096, APOSJ_42583, APOSJ_42578	SCHMD19922, SCHMD09243, SCHMD21685
OG0002567	APOSJ_45486, APOSJ_03004, APOSJ_02999, APOSJ_02996, APOSJ_03000, APOSJ_02998, APOSJ_15349, APOSJ_03001, APOSJ_15348	SCHMD21223, SCHMD26995
OG0002570	APOSJ_51711, APOSJ_24460, APOSJ_30829, APOSJ_24719, APOSJ_51710, APOSJ_30830, APOSJ_34913, APOSJ_24721, APOSJ_24720, APOSJ_51709, APOSJ_53375	SCHMD28456
OG0002572	APOSJ_37392	SCHMD06107
OG0002574	APOSJ_48581, APOSJ_48577, APOSJ_48579, APOSJ_52924, APOSJ_52926, APOSJ_52922, APOSJ_52923, APOSJ_48580, APOSJ_48582, APOSJ_48578, APOSJ_52925, APOSJ_48584	SCHMD02805
OG0002575	APOSJ_08176, APOSJ_57792, APOSJ_03941, APOSJ_16926, APOSJ_44119, APOSJ_36589, APOSJ_31115, APOSJ_52778, APOSJ_63525, APOSJ_17693, APOSJ_21505, APOSJ_21506, APOSJ_63523, APOSJ_56611, APOSJ_27966, APOSJ_46487, APOSJ_12755, APOSJ_31113, APOSJ_49339, APOSJ_39535, APOSJ_57419	SCHMD08187
OG0002587	APOSJ_04684, APOSJ_04683, APOSJ_04682, APOSJ_04685	SCHMD02035
OG0002590	APOSJ_56063	SCHMD20545, SCHMD22127, SCHMD26025, SCHMD20546, SCHMD22126
OG0002592	APOSJ_46410, APOSJ_08541	SCHMD05523
OG0002593	APOSJ_45237, APOSJ_45236, APOSJ_38977, APOSJ_45238, APOSJ_07187, APOSJ_07190, APOSJ_07189, APOSJ_07188	SCHMD16534, SCHMD08347
OG0002594	APOSJ_07882	SCHMD01956
OG0002598	APOSJ_60299, APOSJ_60300, APOSJ_64236, APOSJ_60301	SCHMD12969
OG0002599	APOSJ_07529, APOSJ_07526, APOSJ_07528, APOSJ_07527	SCHMD16532, SCHMD16531, SCHMD18319
OG0002600	APOSJ_15050, APOSJ_15049	SCHMD24581, SCHMD08872
OG0002601	APOSJ_65012, APOSJ_61883	SCHMD12243, SCHMD13456, SCHMD00930
OG0002602	APOSJ_15267	SCHMD11941, SCHMD17578
OG0002603	APOSJ_05254, APOSJ_05883	SCHMD02231
OG0002609	APOSJ_02307, APOSJ_59514	SCHMD03135
OG0002610	APOSJ_08340, APOSJ_08343, APOSJ_63661, APOSJ_08342, APOSJ_08341	SCHMD10931, SCHMD09597, SCHMD07650
OG0002616	APOSJ_10354, APOSJ_10355, APOSJ_20351, APOSJ_01172, APOSJ_10357, APOSJ_63495, APOSJ_10353, APOSJ_61913	SCHMD21029, SCHMD27518
OG0002617	APOSJ_55213, APOSJ_44237, APOSJ_44236, APOSJ_44235, APOSJ_62576, APOSJ_62578, APOSJ_62577, APOSJ_50506, APOSJ_47611, APOSJ_44234, APOSJ_50504, APOSJ_50511, APOSJ_50505, APOSJ_62580, APOSJ_64498, APOSJ_62579, APOSJ_50507, APOSJ_44364, APOSJ_50508, APOSJ_44233	SCHMD08533
OG0002618	APOSJ_31590, APOSJ_31589	SCHMD12423, SCHMD17209, SCHMD29637, SCHMD09531, SCHMD10498, SCHMD01269
OG0002619	APOSJ_51120, APOSJ_51119	SCHMD02990
OG0002620	APOSJ_13881	SCHMD00615
OG0002623	APOSJ_65019, APOSJ_54692, APOSJ_53799, APOSJ_55293, APOSJ_41634, APOSJ_27797	SCHMD01515
OG0002629	APOSJ_09799	SCHMD20313
OG0002633	APOSJ_29412	SCHMD04220
OG0002635	APOSJ_64173	SCHMD22738, SCHMD21852
OG0002636	APOSJ_09759	SCHMD17101
OG0002638	APOSJ_22902, APOSJ_13736, APOSJ_13735, APOSJ_13737, APOSJ_22327, APOSJ_22903	SCHMD17623
OG0002645	APOSJ_56182, APOSJ_13558	SCHMD14719
OG0002646	APOSJ_61553, APOSJ_19217	SCHMD02368
OG0002648	APOSJ_03169, APOSJ_03168, APOSJ_25076	SCHMD13036, SCHMD08628
OG0002649	APOSJ_40896	SCHMD03913, SCHMD04299, SCHMD18523, SCHMD13296, SCHMD12549
OG0002652	APOSJ_51245, APOSJ_51243, APOSJ_50415, APOSJ_51247, APOSJ_51248, APOSJ_51244	SCHMD02206
OG0002654	APOSJ_49598, APOSJ_33485, APOSJ_49367, APOSJ_37310, APOSJ_49595, APOSJ_37308, APOSJ_37306, APOSJ_49599, APOSJ_37304, APOSJ_37309, APOSJ_49597, APOSJ_49596, APOSJ_49594, APOSJ_49593, APOSJ_37305, APOSJ_37303	SCHMD04278
OG0002655	APOSJ_11244, APOSJ_34800, APOSJ_11241, APOSJ_11246, APOSJ_11242, APOSJ_34803, APOSJ_34806, APOSJ_11238, APOSJ_11245, APOSJ_34807, APOSJ_34805, APOSJ_34804, APOSJ_34799, APOSJ_34802, APOSJ_11243, APOSJ_34801, APOSJ_11239, APOSJ_28718, APOSJ_52961, APOSJ_11240	SCHMD15977, SCHMD23095, SCHMD15366
OG0002656	APOSJ_35957, APOSJ_41058	SCHMD02018
OG0002658	APOSJ_25710, APOSJ_31008	SCHMD06061, SCHMD15670
OG0002659	APOSJ_28578, APOSJ_28581, APOSJ_28577, APOSJ_28579, APOSJ_28580, APOSJ_28582	SCHMD16521
OG0002660	APOSJ_55553, APOSJ_55552, APOSJ_55551	SCHMD15941, SCHMD29087, SCHMD18277
OG0002662	APOSJ_03300	SCHMD17949
OG0002663	APOSJ_08403	SCHMD27059
OG0002665	APOSJ_34822, APOSJ_63670, APOSJ_63672, APOSJ_63671, APOSJ_63667, APOSJ_63666, APOSJ_34823, APOSJ_54400, APOSJ_63665, APOSJ_63668, APOSJ_63669	SCHMD18177
OG0002666	APOSJ_62229, APOSJ_44934, APOSJ_44933	SCHMD26535, SCHMD26571, SCHMD26311
OG0002668	APOSJ_24336, APOSJ_46548, APOSJ_14276, APOSJ_14277	SCHMD11689
OG0002675	APOSJ_60094, APOSJ_57200, APOSJ_33613, APOSJ_60093, APOSJ_57244, APOSJ_57231	SCHMD07706, SCHMD00894
OG0002677	APOSJ_52089, APOSJ_58077, APOSJ_52087, APOSJ_52090, APOSJ_56419, APOSJ_52088, APOSJ_55453, APOSJ_52091	SCHMD08746
OG0002679	APOSJ_45575, APOSJ_45577, APOSJ_45574, APOSJ_45579, APOSJ_45576	SCHMD04423
OG0002683	APOSJ_22015, APOSJ_22013	SCHMD01061, SCHMD21344
OG0002703	APOSJ_31319	SCHMD02598
OG0002705	APOSJ_48322, APOSJ_48319, APOSJ_48321	SCHMD28463, SCHMD20331, SCHMD14987
OG0002706	APOSJ_34317	SCHMD18329
OG0002707	APOSJ_06108	SCHMD05959, SCHMD15585
OG0002708	APOSJ_48928, APOSJ_48929, APOSJ_22085, APOSJ_48927, APOSJ_08627, APOSJ_58925, APOSJ_58958, APOSJ_22084, APOSJ_22086	SCHMD07512
OG0002710	APOSJ_40007	SCHMD13597
OG0002712	APOSJ_34314, APOSJ_46766, APOSJ_15976, APOSJ_15974, APOSJ_24586, APOSJ_46767, APOSJ_24585, APOSJ_46764, APOSJ_46765	SCHMD14746, SCHMD26852
OG0002714	APOSJ_52175	SCHMD08371
OG0002715	APOSJ_06762, APOSJ_16711	SCHMD04683
OG0002717	APOSJ_07495	SCHMD04660, SCHMD19761
OG0002718	APOSJ_22645, APOSJ_03637, APOSJ_03634, APOSJ_22646, APOSJ_03635	SCHMD03513, SCHMD03511, SCHMD03512, SCHMD03510
OG0002720	APOSJ_09655, APOSJ_00201, APOSJ_00200	SCHMD16790, SCHMD09815, SCHMD28659, SCHMD28945
OG0002728	APOSJ_18904, APOSJ_21765, APOSJ_21766, APOSJ_21764	SCHMD12425
OG0002729	APOSJ_42531	SCHMD13495, SCHMD04166
OG0002731	APOSJ_00510, APOSJ_42153, APOSJ_42150, APOSJ_42154, APOSJ_57098, APOSJ_64460, APOSJ_64461, APOSJ_55638, APOSJ_55639, APOSJ_55635, APOSJ_64463, APOSJ_55634, APOSJ_55633, APOSJ_55637, APOSJ_09812	SCHMD19462
OG0002732	APOSJ_27736, APOSJ_63545, APOSJ_27735, APOSJ_42788, APOSJ_27737, APOSJ_27738, APOSJ_42787	SCHMD22707, SCHMD23253
OG0002737	APOSJ_45711	SCHMD03957
OG0002739	APOSJ_24129, APOSJ_24131, APOSJ_20890, APOSJ_24128, APOSJ_24130	SCHMD21270, SCHMD28406
OG0002740	APOSJ_18081, APOSJ_17735, APOSJ_46100, APOSJ_46102, APOSJ_17736, APOSJ_17732, APOSJ_17734, APOSJ_46099, APOSJ_17733	SCHMD03830
OG0002743	APOSJ_06403, APOSJ_15493	SCHMD05725, SCHMD09090
OG0002745	APOSJ_31585, APOSJ_31586, APOSJ_17205, APOSJ_49772, APOSJ_31581	SCHMD21992, SCHMD19173, SCHMD09861, SCHMD09859, SCHMD19172, SCHMD16971
OG0002746	APOSJ_23966	SCHMD25949, SCHMD23620, SCHMD19829, SCHMD19331, SCHMD07505
OG0002747	APOSJ_16814, APOSJ_16813	SCHMD01122, SCHMD01123
OG0002749	APOSJ_34941, APOSJ_15942	SCHMD10049, SCHMD09732, SCHMD29352, SCHMD14504, SCHMD26271
OG0002751	APOSJ_17474, APOSJ_17471, APOSJ_17473, APOSJ_17475, APOSJ_17472, APOSJ_17476	SCHMD16908
OG0002754	APOSJ_18246, APOSJ_31278, APOSJ_64305, APOSJ_64308, APOSJ_49558, APOSJ_49563, APOSJ_18242, APOSJ_18245, APOSJ_18247, APOSJ_49561, APOSJ_18243, APOSJ_18244	SCHMD11733, SCHMD20272
OG0002755	APOSJ_35349, APOSJ_24973	SCHMD05796
OG0002757	APOSJ_52815, APOSJ_51626, APOSJ_51624	SCHMD00910
OG0002758	APOSJ_08249, APOSJ_29321, APOSJ_58263	SCHMD01248, SCHMD01249
OG0002760	APOSJ_38596	SCHMD04520
OG0002763	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211	SCHMD26631, SCHMD10773, SCHMD10775, SCHMD10774, SCHMD10776
OG0002764	APOSJ_42508	SCHMD03065
OG0002765	APOSJ_11905	SCHMD01507
OG0002766	APOSJ_23221	SCHMD07474
OG0002769	APOSJ_55086, APOSJ_40803	SCHMD19784, SCHMD21720, SCHMD25230, SCHMD21377, SCHMD14997
OG0002770	APOSJ_38958, APOSJ_38959	SCHMD03395
OG0002772	APOSJ_20285, APOSJ_20284, APOSJ_52303, APOSJ_20282, APOSJ_20283, APOSJ_51738	SCHMD09831, SCHMD01102, SCHMD01105
OG0002773	APOSJ_24254, APOSJ_24252, APOSJ_24253	SCHMD12006, SCHMD03314, SCHMD03038
OG0002774	APOSJ_64842, APOSJ_64843, APOSJ_64844, APOSJ_58205	SCHMD14518
OG0002775	APOSJ_50552, APOSJ_50548, APOSJ_50551, APOSJ_46523, APOSJ_31437, APOSJ_50555, APOSJ_50553, APOSJ_50549, APOSJ_31435, APOSJ_50554, APOSJ_50550, APOSJ_31436	SCHMD12139, SCHMD09183
OG0002776	APOSJ_02124, APOSJ_13622, APOSJ_13620, APOSJ_23394, APOSJ_29397, APOSJ_39434, APOSJ_16653, APOSJ_13616, APOSJ_19943, APOSJ_02116, APOSJ_39727, APOSJ_23395, APOSJ_29398, APOSJ_23393	SCHMD19737, SCHMD20919
OG0002777	APOSJ_54233, APOSJ_54234	SCHMD15035, SCHMD20772, SCHMD29446, SCHMD26850, SCHMD08287, SCHMD06289
OG0002779	APOSJ_43247, APOSJ_61794	SCHMD06579
OG0002781	APOSJ_28539	SCHMD04051, SCHMD00686
OG0002782	APOSJ_10841, APOSJ_53882	SCHMD12067, SCHMD08222
OG0002785	APOSJ_47547, APOSJ_50712, APOSJ_09205	SCHMD03564, SCHMD02646
OG0002787	APOSJ_29276, APOSJ_29279, APOSJ_29277, APOSJ_29278	SCHMD04800
OG0002788	APOSJ_44752, APOSJ_49851	SCHMD13556, SCHMD21235, SCHMD13554, SCHMD21830
OG0002789	APOSJ_21091, APOSJ_21089, APOSJ_21090, APOSJ_21092, APOSJ_25143, APOSJ_35007, APOSJ_14410, APOSJ_14411, APOSJ_14408, APOSJ_25149, APOSJ_25141, APOSJ_25137, APOSJ_14409	SCHMD29648
OG0002790	APOSJ_59369, APOSJ_03416, APOSJ_29918, APOSJ_59367, APOSJ_10811, APOSJ_64134, APOSJ_03418, APOSJ_03415, APOSJ_64151, APOSJ_59366, APOSJ_10810, APOSJ_64139	SCHMD24450
OG0002791	APOSJ_62540	SCHMD13195, SCHMD14197, SCHMD04469
OG0002793	APOSJ_31275, APOSJ_03020, APOSJ_03018, APOSJ_41393, APOSJ_57352, APOSJ_03022, APOSJ_03017, APOSJ_03019, APOSJ_03021, APOSJ_31254	SCHMD23816, SCHMD22461
OG0002799	APOSJ_30946, APOSJ_30944, APOSJ_30945, APOSJ_30943	SCHMD21024, SCHMD19981, SCHMD22410, SCHMD19012
OG0002801	APOSJ_11388, APOSJ_57423, APOSJ_28220, APOSJ_19533, APOSJ_13534, APOSJ_28216, APOSJ_19534, APOSJ_45309, APOSJ_04108, APOSJ_28217, APOSJ_13606, APOSJ_26448, APOSJ_22551, APOSJ_26447	SCHMD02423
OG0002811	APOSJ_39522, APOSJ_27187	SCHMD13086, SCHMD29340, SCHMD29646, SCHMD08191, SCHMD16875, SCHMD16853, SCHMD26757, SCHMD25669, SCHMD08190
OG0002812	APOSJ_14711	SCHMD21779
OG0002814	APOSJ_38259, APOSJ_38260	SCHMD14700
OG0002815	APOSJ_21190, APOSJ_21191, APOSJ_03444, APOSJ_21192, APOSJ_21193, APOSJ_21194	SCHMD12858
OG0002817	APOSJ_16949	SCHMD08770
OG0002818	APOSJ_53205, APOSJ_38620, APOSJ_38621, APOSJ_41940, APOSJ_44944, APOSJ_44945, APOSJ_44946	SCHMD19157, SCHMD14350, SCHMD19156, SCHMD27943
OG0002821	APOSJ_53860, APOSJ_53861, APOSJ_34489, APOSJ_34491, APOSJ_34488, APOSJ_34490	SCHMD04704
OG0002822	APOSJ_09867, APOSJ_09866	SCHMD08888, SCHMD21214, SCHMD14939
OG0002823	APOSJ_31174	SCHMD07226, SCHMD20525, SCHMD20323
OG0002824	APOSJ_35964	SCHMD22484, SCHMD22922
OG0002825	APOSJ_31910, APOSJ_03146, APOSJ_31911, APOSJ_31909	SCHMD04002
OG0002826	APOSJ_18654, APOSJ_51917, APOSJ_10888, APOSJ_01897, APOSJ_41432, APOSJ_18655	SCHMD04456, SCHMD04455
OG0002827	APOSJ_53626	SCHMD08735
OG0002831	APOSJ_36477, APOSJ_26584	SCHMD14362, SCHMD15514
OG0002833	APOSJ_35386, APOSJ_35388	SCHMD16770
OG0002836	APOSJ_04656, APOSJ_04657, APOSJ_04655, APOSJ_04654	SCHMD15161, SCHMD12971, SCHMD15160
OG0002837	APOSJ_18732, APOSJ_18729, APOSJ_18731, APOSJ_18730	SCHMD08534
OG0002838	APOSJ_45261, APOSJ_45262, APOSJ_45260, APOSJ_16084	SCHMD00590
OG0002839	APOSJ_27083, APOSJ_27082, APOSJ_27084, APOSJ_27088, APOSJ_32565, APOSJ_27085, APOSJ_27089, APOSJ_27087, APOSJ_27090, APOSJ_27086	SCHMD02377
OG0002840	APOSJ_62308, APOSJ_30887, APOSJ_30885, APOSJ_30886, APOSJ_30888, APOSJ_30884, APOSJ_30883, APOSJ_62313	SCHMD06520, SCHMD05010, SCHMD06519, SCHMD06521
OG0002841	APOSJ_20424	SCHMD26941, SCHMD29004
OG0002842	APOSJ_58956	SCHMD00997, SCHMD05266
OG0002843	APOSJ_29444, APOSJ_37419, APOSJ_37208, APOSJ_37207, APOSJ_37420, APOSJ_53182, APOSJ_37206, APOSJ_37205, APOSJ_29451	SCHMD17688, SCHMD03006, SCHMD24577
OG0002844	APOSJ_02179, APOSJ_02177, APOSJ_10554, APOSJ_10553, APOSJ_02180, APOSJ_10552	SCHMD03897
OG0002845	APOSJ_41336, APOSJ_53174, APOSJ_46685, APOSJ_46687, APOSJ_41332, APOSJ_00584, APOSJ_00581, APOSJ_46684, APOSJ_53173, APOSJ_00585, APOSJ_41333, APOSJ_00576, APOSJ_27474, APOSJ_00577, APOSJ_46690, APOSJ_00580, APOSJ_24230	SCHMD02505
OG0002846	APOSJ_45964, APOSJ_45588	SCHMD05083, SCHMD10735, SCHMD07461, SCHMD05082
OG0002847	APOSJ_44697, APOSJ_44698, APOSJ_56334	SCHMD15249, SCHMD15873, SCHMD15872, SCHMD21169
OG0002848	APOSJ_09676, APOSJ_32851, APOSJ_32850, APOSJ_03976, APOSJ_03975, APOSJ_03979, APOSJ_09674, APOSJ_03977, APOSJ_24672, APOSJ_09677, APOSJ_09675, APOSJ_03978	SCHMD05152
OG0002850	APOSJ_51285, APOSJ_51282, APOSJ_51283, APOSJ_51284, APOSJ_51287, APOSJ_51286	SCHMD05521
OG0002851	APOSJ_62786, APOSJ_12424	SCHMD04076
OG0002858	APOSJ_32827, APOSJ_32828, APOSJ_32829, APOSJ_08111	SCHMD18586, SCHMD18130, SCHMD16715
OG0002859	APOSJ_26622, APOSJ_26623, APOSJ_63027, APOSJ_26624, APOSJ_26621, APOSJ_26625	SCHMD26190
OG0002861	APOSJ_35852, APOSJ_35851, APOSJ_46755, APOSJ_35849, APOSJ_35850, APOSJ_35848	SCHMD05292
OG0002863	APOSJ_53428, APOSJ_46630, APOSJ_46632, APOSJ_48601, APOSJ_48599, APOSJ_46628, APOSJ_48598, APOSJ_46629, APOSJ_48603, APOSJ_53461, APOSJ_35835, APOSJ_46631, APOSJ_48600, APOSJ_46627, APOSJ_48602, APOSJ_23896	SCHMD13310, SCHMD14028
OG0002866	APOSJ_18570, APOSJ_18569	SCHMD11278
OG0002868	APOSJ_24238, APOSJ_24239, APOSJ_24237, APOSJ_24236	SCHMD21971, SCHMD27152, SCHMD21447
OG0002870	APOSJ_23719, APOSJ_23718, APOSJ_59990, APOSJ_06668, APOSJ_47672, APOSJ_23712, APOSJ_59988, APOSJ_50074, APOSJ_14175, APOSJ_59985, APOSJ_59989, APOSJ_59991, APOSJ_59987, APOSJ_59986, APOSJ_14173, APOSJ_30456	SCHMD16201, SCHMD23491
OG0002872	APOSJ_33725, APOSJ_57180, APOSJ_18572, APOSJ_26124, APOSJ_57178, APOSJ_26123, APOSJ_57183, APOSJ_26127, APOSJ_33729, APOSJ_33726, APOSJ_26129, APOSJ_57184, APOSJ_60944, APOSJ_26126, APOSJ_57181, APOSJ_57179, APOSJ_64747, APOSJ_57182	SCHMD23217, SCHMD09189, SCHMD11269, SCHMD06673
OG0002876	APOSJ_08793, APOSJ_08790, APOSJ_56117, APOSJ_08792	SCHMD10099
OG0002881	APOSJ_64404	SCHMD10893, SCHMD01364
OG0002881	APOSJ_09724	SCHMD10892
OG0002882	APOSJ_39783, APOSJ_39784	SCHMD10155, SCHMD26008
OG0002883	APOSJ_51983, APOSJ_12925	SCHMD21775, SCHMD18539, SCHMD00472, SCHMD00473
OG0002884	APOSJ_12840, APOSJ_58678, APOSJ_42468, APOSJ_26803, APOSJ_00564, APOSJ_26806, APOSJ_42472, APOSJ_26801, APOSJ_26805, APOSJ_42469, APOSJ_42470, APOSJ_42471, APOSJ_26804	SCHMD24672, SCHMD23044, SCHMD20320, SCHMD02342
OG0002886	APOSJ_64988, APOSJ_53777	SCHMD06806
OG0002888	APOSJ_59922, APOSJ_59919, APOSJ_59920, APOSJ_59921	SCHMD09489
OG0002891	APOSJ_25188, APOSJ_27730, APOSJ_25189, APOSJ_12575, APOSJ_12567, APOSJ_25185, APOSJ_12342, APOSJ_29943, APOSJ_25187, APOSJ_25186, APOSJ_29944	SCHMD13844
OG0002894	APOSJ_11324, APOSJ_11322, APOSJ_11323, APOSJ_11321	SCHMD25475
OG0002895	APOSJ_26606, APOSJ_26608, APOSJ_26610, APOSJ_26609, APOSJ_26605	SCHMD19751, SCHMD11439, SCHMD07104
OG0002896	APOSJ_45523, APOSJ_45520, APOSJ_45522, APOSJ_45521, APOSJ_45519	SCHMD17000
OG0002897	APOSJ_33105, APOSJ_26458	SCHMD13842
OG0002899	APOSJ_53924, APOSJ_53927, APOSJ_53926, APOSJ_53925	SCHMD08092
OG0002900	APOSJ_45789, APOSJ_07274, APOSJ_07275, APOSJ_56992, APOSJ_30063	SCHMD25381
OG0002901	APOSJ_65273, APOSJ_65272, APOSJ_65274, APOSJ_65271	SCHMD19466
OG0002904	APOSJ_19129, APOSJ_19131, APOSJ_19134, APOSJ_19135, APOSJ_23721, APOSJ_19130, APOSJ_19127, APOSJ_23720, APOSJ_23722, APOSJ_19128, APOSJ_19133, APOSJ_19132	SCHMD11509
OG0002906	APOSJ_49358, APOSJ_49363, APOSJ_28749, APOSJ_49362	SCHMD03479, SCHMD03480, SCHMD20887
OG0002907	APOSJ_06904, APOSJ_59419, APOSJ_06902, APOSJ_06900, APOSJ_06908	SCHMD11864, SCHMD21839
OG0002908	APOSJ_41049, APOSJ_41048	SCHMD03347
OG0002909	APOSJ_42655, APOSJ_42656	SCHMD13692
OG0002911	APOSJ_38670, APOSJ_38671	SCHMD08308
OG0002912	APOSJ_60908, APOSJ_41772, APOSJ_60894, APOSJ_60897, APOSJ_05122, APOSJ_05121, APOSJ_54754	SCHMD11036
OG0002913	APOSJ_47280, APOSJ_26666	SCHMD23061, SCHMD14491, SCHMD19591, SCHMD08742, SCHMD23053, SCHMD21405
OG0002914	APOSJ_55617	SCHMD27140
OG0002915	APOSJ_21025, APOSJ_52601, APOSJ_52602	SCHMD09665
OG0002916	APOSJ_45207, APOSJ_45206, APOSJ_45205, APOSJ_15779, APOSJ_45203, APOSJ_45204	SCHMD27668, SCHMD21453, SCHMD23088
OG0002921	APOSJ_00219, APOSJ_53869, APOSJ_15921, APOSJ_53867, APOSJ_53871, APOSJ_00226, APOSJ_53868, APOSJ_53870	SCHMD09397
OG0002926	APOSJ_06972, APOSJ_06973, APOSJ_06975, APOSJ_06974	SCHMD13775, SCHMD16726
OG0002927	APOSJ_16768, APOSJ_00529, APOSJ_62091, APOSJ_16769, APOSJ_00530, APOSJ_16771, APOSJ_00531, APOSJ_03211, APOSJ_16772, APOSJ_16770, APOSJ_16767, APOSJ_40156	SCHMD02868
OG0002944	APOSJ_59286, APOSJ_30367, APOSJ_06364	SCHMD08008
OG0002949	APOSJ_15646, APOSJ_12144	SCHMD00986
OG0002950	APOSJ_45413, APOSJ_45414, APOSJ_45410, APOSJ_45411, APOSJ_45415, APOSJ_45412	SCHMD12895
OG0002950	APOSJ_02518, APOSJ_00140, APOSJ_00139	SCHMD16450
OG0002952	APOSJ_38185	SCHMD08869, SCHMD12351, SCHMD06582, SCHMD04820
OG0002953	APOSJ_06750, APOSJ_21712	SCHMD15127
OG0002955	APOSJ_15246, APOSJ_63353, APOSJ_57546, APOSJ_15247, APOSJ_57547, APOSJ_63355, APOSJ_63354, APOSJ_57548, APOSJ_57549, APOSJ_30136, APOSJ_03062, APOSJ_63356, APOSJ_63352, APOSJ_57550, APOSJ_57545, APOSJ_52427	SCHMD15457, SCHMD12505
OG0002956	APOSJ_24900, APOSJ_14367	SCHMD03331
OG0002957	APOSJ_56271, APOSJ_56272	SCHMD14494, SCHMD11703
OG0002959	APOSJ_47581, APOSJ_29476	SCHMD27535, SCHMD20426, SCHMD03814
OG0002960	APOSJ_46873	SCHMD03221
OG0002961	APOSJ_48061, APOSJ_48062, APOSJ_48060	SCHMD25347, SCHMD24832
OG0002962	APOSJ_52064, APOSJ_61205, APOSJ_52061, APOSJ_52063	SCHMD02732
OG0002964	APOSJ_46194	SCHMD23539
OG0002966	APOSJ_19690, APOSJ_19691	SCHMD19835
OG0002967	APOSJ_44455, APOSJ_44454	SCHMD14788, SCHMD14938, SCHMD14789, SCHMD28616, SCHMD12307
OG0002968	APOSJ_21357, APOSJ_21358	SCHMD17924
OG0002969	APOSJ_08429, APOSJ_61844, APOSJ_61847, APOSJ_06792, APOSJ_06793, APOSJ_06791, APOSJ_61848, APOSJ_61843, APOSJ_42911, APOSJ_06790, APOSJ_43501, APOSJ_61845	SCHMD08827
OG0002973	APOSJ_42996	SCHMD02061, SCHMD03023
OG0002974	APOSJ_65070	SCHMD05224
OG0002976	APOSJ_48119, APOSJ_39713, APOSJ_39711, APOSJ_39712	SCHMD04973
OG0002977	APOSJ_04874, APOSJ_04873	SCHMD12811, SCHMD19619, SCHMD18110, SCHMD19618
OG0002978	APOSJ_64685, APOSJ_45730	SCHMD21481, SCHMD17387
OG0002979	APOSJ_30422, APOSJ_30421	SCHMD00263
OG0002982	APOSJ_31495, APOSJ_31494	SCHMD01104
OG0002983	APOSJ_56071, APOSJ_38421, APOSJ_56069, APOSJ_12311	SCHMD13929, SCHMD10593, SCHMD18805
OG0002985	APOSJ_18108, APOSJ_18105, APOSJ_48529, APOSJ_18109, APOSJ_18107, APOSJ_18106	SCHMD03398, SCHMD14369
OG0002987	APOSJ_41363	SCHMD01543
OG0002989	APOSJ_04210, APOSJ_58686	SCHMD09813, SCHMD01483
OG0002990	APOSJ_41926, APOSJ_41927	SCHMD04639, SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	APOSJ_05218	SCHMD22608, SCHMD20729
OG0002992	APOSJ_16883	SCHMD05236
OG0002994	APOSJ_09954, APOSJ_47149, APOSJ_23648	SCHMD00361
OG0002997	APOSJ_53452	SCHMD16711
OG0002998	APOSJ_24675, APOSJ_24674	SCHMD04878
OG0003000	APOSJ_46995, APOSJ_27257, APOSJ_39887	SCHMD15140, SCHMD26659, SCHMD20533, SCHMD07446
OG0003004	APOSJ_36401, APOSJ_36403, APOSJ_36404	SCHMD18300, SCHMD21092
OG0003005	APOSJ_08591, APOSJ_22078, APOSJ_56538, APOSJ_22076	SCHMD05203
OG0003006	APOSJ_48218, APOSJ_48216, APOSJ_48215, APOSJ_48217	SCHMD08276, SCHMD27162
OG0003007	APOSJ_15270, APOSJ_15268, APOSJ_30252, APOSJ_15269, APOSJ_46877	SCHMD03434
OG0003008	APOSJ_46376	SCHMD18648, SCHMD23992
OG0003010	APOSJ_52409, APOSJ_52410	SCHMD10225
OG0003011	APOSJ_43587	SCHMD06741
OG0003012	APOSJ_17930, APOSJ_17929	SCHMD08169, SCHMD01210
OG0003013	APOSJ_07123, APOSJ_07124, APOSJ_55779	SCHMD06285, SCHMD12483, SCHMD06284
OG0003014	APOSJ_06510, APOSJ_06511, APOSJ_06508, APOSJ_30699, APOSJ_20310, APOSJ_20309	SCHMD10015, SCHMD02414
OG0003016	APOSJ_16130, APOSJ_54698	SCHMD10022
OG0003017	APOSJ_42744	SCHMD26381, SCHMD19256, SCHMD28116, SCHMD11213
OG0003019	APOSJ_24408, APOSJ_24407, APOSJ_27921, APOSJ_36468	SCHMD22688
OG0003020	APOSJ_53224, APOSJ_53221, APOSJ_53222, APOSJ_53226, APOSJ_48872, APOSJ_48874, APOSJ_36674	SCHMD01885, SCHMD16858
OG0003022	APOSJ_49552, APOSJ_49553	SCHMD11673
