Orthogroup	APOSJ_ok	AENJA_ok
OG0000458	APOSJ_07623, APOSJ_07621, APOSJ_31447, APOSJ_24898, APOSJ_01226, APOSJ_31429, APOSJ_26015, APOSJ_07616	AENJA_11770
OG0000458	APOSJ_52933, APOSJ_19824	AENJA_03312
OG0000459	APOSJ_09113, APOSJ_09116, APOSJ_08276	AENJA_04182
OG0000460	APOSJ_23650, APOSJ_23649, APOSJ_23652, APOSJ_23651	AENJA_05733
OG0000460	APOSJ_53797, APOSJ_53798, APOSJ_48262, APOSJ_53796, APOSJ_48261, APOSJ_53795, APOSJ_48108, APOSJ_22139, APOSJ_34528, APOSJ_04714, APOSJ_29435, APOSJ_15404, APOSJ_23181, APOSJ_23177, APOSJ_15405, APOSJ_23176, APOSJ_23849, APOSJ_23883	AENJA_25575
OG0000461	APOSJ_15333, APOSJ_24916, APOSJ_24919, APOSJ_21047, APOSJ_21049, APOSJ_21051, APOSJ_15336, APOSJ_02773, APOSJ_21052, APOSJ_15335, APOSJ_63710, APOSJ_21048, APOSJ_02772, APOSJ_21050, APOSJ_24918, APOSJ_30700, APOSJ_15334, APOSJ_15332, APOSJ_25654, APOSJ_24920, APOSJ_21053, APOSJ_24917	AENJA_22982
OG0000461	APOSJ_54487	AENJA_10288
OG0000463	APOSJ_18621, APOSJ_18619, APOSJ_18622	AENJA_15755
OG0000463	APOSJ_38796, APOSJ_43105, APOSJ_38791, APOSJ_43108	AENJA_15574
OG0000463	APOSJ_21797, APOSJ_21796	AENJA_07031
OG0000465	APOSJ_47214, APOSJ_47212, APOSJ_27264	AENJA_23068
OG0000465	APOSJ_19682, APOSJ_19683	AENJA_20709
OG0000466	APOSJ_40609, APOSJ_40610, APOSJ_40608, APOSJ_40607, APOSJ_59356, APOSJ_07051	AENJA_17370
OG0000467	APOSJ_42240, APOSJ_06699, APOSJ_06698, APOSJ_06700, APOSJ_06701, APOSJ_06697, APOSJ_39334, APOSJ_42237, APOSJ_06696	AENJA_24285
OG0000468	APOSJ_51584	AENJA_08672
OG0000469	APOSJ_22310	AENJA_19006
OG0000469	APOSJ_01924, APOSJ_65240	AENJA_05512
OG0000470	APOSJ_06395, APOSJ_06396, APOSJ_06398	AENJA_05899
OG0000470	APOSJ_59730, APOSJ_59732, APOSJ_40627, APOSJ_20003, APOSJ_40628, APOSJ_59735, APOSJ_62149, APOSJ_40619, APOSJ_20008, APOSJ_20006, APOSJ_20004, APOSJ_40626, APOSJ_40622, APOSJ_59731, APOSJ_40621, APOSJ_20007, APOSJ_20005, APOSJ_40620, APOSJ_40625, APOSJ_59729, APOSJ_59734, APOSJ_59736, APOSJ_54133, APOSJ_40624, APOSJ_59733	AENJA_25964
OG0000472	APOSJ_36484	AENJA_19704
OG0000472	APOSJ_27886, APOSJ_27884, APOSJ_27885	AENJA_09019
OG0000473	APOSJ_38187, APOSJ_38188, APOSJ_38186, APOSJ_38189, APOSJ_39768, APOSJ_38292, APOSJ_05202, APOSJ_37622	AENJA_18952, AENJA_13249
OG0000474	APOSJ_09793	AENJA_17737
OG0000475	APOSJ_60939, APOSJ_60934, APOSJ_60932, APOSJ_60935, APOSJ_60933, APOSJ_60936, APOSJ_61466, APOSJ_60937	AENJA_22558
OG0000476	APOSJ_09240, APOSJ_14371, APOSJ_24922, APOSJ_14372	AENJA_25489
OG0000476	APOSJ_23487	AENJA_24295
OG0000477	APOSJ_42858, APOSJ_42860	AENJA_11250
OG0000477	APOSJ_51558, APOSJ_51557	AENJA_02796
OG0000478	APOSJ_29839, APOSJ_54588, APOSJ_13277, APOSJ_04799, APOSJ_51899, APOSJ_51897, APOSJ_31186, APOSJ_04798, APOSJ_29838, APOSJ_29833, APOSJ_45534, APOSJ_04796, APOSJ_45533, APOSJ_45535, APOSJ_51896, APOSJ_45537, APOSJ_51900, APOSJ_51901, APOSJ_54591, APOSJ_51894, APOSJ_45536, APOSJ_51895, APOSJ_04797, APOSJ_29835	AENJA_21574
OG0000479	APOSJ_50477	AENJA_09588
OG0000479	APOSJ_00817, APOSJ_00819, APOSJ_00822, APOSJ_00818, APOSJ_58107, APOSJ_00821, APOSJ_00820	AENJA_20878
OG0000480	APOSJ_08851, APOSJ_08847, APOSJ_08846, APOSJ_08848, APOSJ_08852, APOSJ_08855, APOSJ_08850, APOSJ_08849	AENJA_10027
OG0000480	APOSJ_33958, APOSJ_33957	AENJA_23584, AENJA_25610
OG0000481	APOSJ_04459, APOSJ_04458, APOSJ_27767, APOSJ_04460	AENJA_16592
OG0000481	APOSJ_52806, APOSJ_58199	AENJA_22951
OG0000481	APOSJ_64885	AENJA_11417
OG0000482	APOSJ_62451, APOSJ_62450, APOSJ_46921, APOSJ_62452	AENJA_18772
OG0000482	APOSJ_10909, APOSJ_10907, APOSJ_10903, APOSJ_10905, APOSJ_10906	AENJA_18773
OG0000483	APOSJ_24844, APOSJ_04010	AENJA_22114
OG0000483	APOSJ_58838, APOSJ_58839, APOSJ_58837, APOSJ_58836	AENJA_06577
OG0000483	APOSJ_04011, APOSJ_04012	AENJA_00053, AENJA_23987
OG0000485	APOSJ_31593, APOSJ_05098	AENJA_01157, AENJA_13767
OG0000485	APOSJ_03974	AENJA_15714, AENJA_15716, AENJA_24876, AENJA_15715
OG0000486	APOSJ_50215, APOSJ_50216	AENJA_24911, AENJA_01412
OG0000486	APOSJ_34514, APOSJ_34513	AENJA_01364
OG0000486	APOSJ_22647, APOSJ_24406	AENJA_22874
OG0000487	APOSJ_11299, APOSJ_11296, APOSJ_11297, APOSJ_11295, APOSJ_56190	AENJA_02732
OG0000488	APOSJ_12282, APOSJ_12283, APOSJ_20775, APOSJ_20781, APOSJ_06079, APOSJ_06081, APOSJ_20777, APOSJ_20778, APOSJ_39152, APOSJ_20783, APOSJ_20776, APOSJ_20779, APOSJ_20782, APOSJ_20780, APOSJ_06078, APOSJ_06084, APOSJ_06083, APOSJ_06082, APOSJ_06080	AENJA_10931
OG0000489	APOSJ_25864, APOSJ_25865, APOSJ_25861, APOSJ_25866, APOSJ_25863, APOSJ_25862	AENJA_12937
OG0000490	APOSJ_43135, APOSJ_43142, APOSJ_53127, APOSJ_43136, APOSJ_43137, APOSJ_61499, APOSJ_43139, APOSJ_04379, APOSJ_43140, APOSJ_43141, APOSJ_43138, APOSJ_53126	AENJA_13962
OG0000494	APOSJ_27996, APOSJ_22729, APOSJ_22730, APOSJ_27994, APOSJ_44324, APOSJ_22733, APOSJ_44326, APOSJ_22734, APOSJ_22732, APOSJ_27997, APOSJ_27998, APOSJ_44328, APOSJ_27995, APOSJ_22731, APOSJ_44322	AENJA_16419
OG0000495	APOSJ_25896, APOSJ_25899, APOSJ_60071, APOSJ_25897, APOSJ_25900	AENJA_11256
OG0000496	APOSJ_60355	AENJA_13741
OG0000497	APOSJ_02507, APOSJ_15320	AENJA_14446
OG0000497	APOSJ_46502, APOSJ_46508, APOSJ_05403, APOSJ_05405, APOSJ_00427, APOSJ_46505, APOSJ_00421, APOSJ_00424, APOSJ_59967, APOSJ_00423, APOSJ_46504, APOSJ_59485, APOSJ_46500, APOSJ_05402, APOSJ_46503, APOSJ_05404, APOSJ_60000, APOSJ_46507, APOSJ_59483, APOSJ_00422, APOSJ_46506, APOSJ_59484, APOSJ_33612, APOSJ_00425	AENJA_20917
OG0000498	APOSJ_07208, APOSJ_36210, APOSJ_32783, APOSJ_26557, APOSJ_04619, APOSJ_32790, APOSJ_64427, APOSJ_64424, APOSJ_26551, APOSJ_03203, APOSJ_14657, APOSJ_32784, APOSJ_45008, APOSJ_04621, APOSJ_64422, APOSJ_64419, APOSJ_46085, APOSJ_07771, APOSJ_58848, APOSJ_45007, APOSJ_45002, APOSJ_04618, APOSJ_46082, APOSJ_20789, APOSJ_20806	AENJA_19515
OG0000499	APOSJ_18558, APOSJ_18553, APOSJ_18559, APOSJ_18555, APOSJ_18557, APOSJ_54078, APOSJ_18560, APOSJ_18556	AENJA_19712
OG0000502	APOSJ_39769	AENJA_24244
OG0000503	APOSJ_47356, APOSJ_03773	AENJA_26692
OG0000504	APOSJ_01528	AENJA_09834
OG0000505	APOSJ_10376, APOSJ_64358, APOSJ_64359, APOSJ_64363, APOSJ_16097, APOSJ_64367, APOSJ_64364, APOSJ_64362, APOSJ_10375, APOSJ_10373, APOSJ_10371, APOSJ_64360, APOSJ_10372, APOSJ_16096, APOSJ_10374, APOSJ_64368	AENJA_11465
OG0000506	APOSJ_28246, APOSJ_45838, APOSJ_28243, APOSJ_28245, APOSJ_28244	AENJA_21734
OG0000508	APOSJ_58113	AENJA_05447
OG0000508	APOSJ_46367, APOSJ_46366, APOSJ_46365, APOSJ_46364	AENJA_18701
OG0000509	APOSJ_09132, APOSJ_09128, APOSJ_02317, APOSJ_02316, APOSJ_14039, APOSJ_08030, APOSJ_08032, APOSJ_02321, APOSJ_09137, APOSJ_09136, APOSJ_02323, APOSJ_09129, APOSJ_09127, APOSJ_02320, APOSJ_02322, APOSJ_08034, APOSJ_09130, APOSJ_02319, APOSJ_08029, APOSJ_02318, APOSJ_08033, APOSJ_09133, APOSJ_09131, APOSJ_08031, APOSJ_02904, APOSJ_44635, APOSJ_12216	AENJA_10730, AENJA_17083
OG0000510	APOSJ_37391, APOSJ_59529, APOSJ_37385, APOSJ_37388, APOSJ_37390, APOSJ_37389, APOSJ_37386, APOSJ_37387, APOSJ_33951	AENJA_13229, AENJA_13230
OG0000511	APOSJ_18498	AENJA_16863, AENJA_16866, AENJA_25207
OG0000513	APOSJ_21900	AENJA_22025, AENJA_22031
OG0000519	APOSJ_33924, APOSJ_33925, APOSJ_24998, APOSJ_24997, APOSJ_26148, APOSJ_56974, APOSJ_56975, APOSJ_28639, APOSJ_28637, APOSJ_63544, APOSJ_28638, APOSJ_56973	AENJA_13197
OG0000519	APOSJ_28327	AENJA_00264
OG0000520	APOSJ_18649, APOSJ_18648	AENJA_19532
OG0000521	APOSJ_24270, APOSJ_24269	AENJA_05432, AENJA_18426
OG0000521	APOSJ_42057, APOSJ_42056, APOSJ_42055, APOSJ_42054	AENJA_00888
OG0000522	APOSJ_04259, APOSJ_64773, APOSJ_04258, APOSJ_04260, APOSJ_04257, APOSJ_04256, APOSJ_04261	AENJA_04937
OG0000522	APOSJ_01522	AENJA_01107
OG0000523	APOSJ_39879, APOSJ_11167, APOSJ_11168, APOSJ_11170, APOSJ_11169	AENJA_23211
OG0000524	APOSJ_32896, APOSJ_32901, APOSJ_32898, APOSJ_32899, APOSJ_32897, APOSJ_32900	AENJA_03124
OG0000525	APOSJ_34776, APOSJ_34777	AENJA_05189
OG0000525	APOSJ_41806, APOSJ_62376, APOSJ_65303, APOSJ_62370, APOSJ_41808, APOSJ_41807	AENJA_24865
OG0000526	APOSJ_63849, APOSJ_44853	AENJA_05234
OG0000526	APOSJ_47160, APOSJ_64283	AENJA_11511, AENJA_11510
OG0000528	APOSJ_52117	AENJA_10012
OG0000528	APOSJ_26270, APOSJ_26272, APOSJ_26269, APOSJ_26271, APOSJ_26268	AENJA_23565
OG0000530	APOSJ_52891, APOSJ_34280, APOSJ_52887, APOSJ_43675, APOSJ_34277, APOSJ_34281, APOSJ_52888, APOSJ_52890, APOSJ_34278, APOSJ_43673, APOSJ_52885, APOSJ_52892, APOSJ_49382, APOSJ_34282, APOSJ_43676, APOSJ_60893, APOSJ_54657, APOSJ_34284, APOSJ_52886, APOSJ_60898, APOSJ_07364, APOSJ_34283, APOSJ_52889, APOSJ_43674, APOSJ_34279, APOSJ_07357, APOSJ_54659	AENJA_14711
OG0000532	APOSJ_06087, APOSJ_48628, APOSJ_06086, APOSJ_35993, APOSJ_06085, APOSJ_48626, APOSJ_48625, APOSJ_35994, APOSJ_48627, APOSJ_35992, APOSJ_47004, APOSJ_26028, APOSJ_11463, APOSJ_11465, APOSJ_11466, APOSJ_11461, APOSJ_11464, APOSJ_11462, APOSJ_11460, APOSJ_42217, APOSJ_54045	AENJA_16819
OG0000532	APOSJ_56269, APOSJ_14992, APOSJ_13656, APOSJ_01517, APOSJ_11535	AENJA_21969
OG0000532	APOSJ_47180	AENJA_19889
OG0000533	APOSJ_52670, APOSJ_03581, APOSJ_43409	AENJA_15827, AENJA_04858, AENJA_01734, AENJA_23272
OG0000533	APOSJ_35628	AENJA_15823, AENJA_03677, AENJA_15822, AENJA_15826
OG0000534	APOSJ_24358, APOSJ_24359, APOSJ_46707, APOSJ_46706, APOSJ_24360, APOSJ_04673, APOSJ_46710, APOSJ_04674, APOSJ_46705, APOSJ_04675, APOSJ_09123, APOSJ_46704	AENJA_07190
OG0000535	APOSJ_18218, APOSJ_18219, APOSJ_17517	AENJA_12925
OG0000535	APOSJ_08893, APOSJ_41987, APOSJ_41985, APOSJ_41982, APOSJ_41983, APOSJ_41981, APOSJ_41980, APOSJ_41984, APOSJ_41986, APOSJ_01683, APOSJ_01686, APOSJ_01684, APOSJ_01685	AENJA_12992, AENJA_12990, AENJA_12989
OG0000536	APOSJ_47640, APOSJ_25503, APOSJ_50726	AENJA_23026, AENJA_14903
OG0000537	APOSJ_39064	AENJA_17430
OG0000538	APOSJ_25908, APOSJ_25903, APOSJ_48367, APOSJ_41994, APOSJ_03027, APOSJ_25907, APOSJ_48188, APOSJ_41996, APOSJ_54797, APOSJ_48192, APOSJ_54801, APOSJ_33167, APOSJ_25910, APOSJ_48191, APOSJ_33180, APOSJ_41995, APOSJ_54800, APOSJ_48190, APOSJ_25906, APOSJ_54798, APOSJ_40998, APOSJ_05035, APOSJ_25905, APOSJ_25904, APOSJ_48187, APOSJ_25909, APOSJ_05036, APOSJ_41998, APOSJ_15711, APOSJ_48189, APOSJ_41997, APOSJ_25911, APOSJ_05056	AENJA_23758
OG0000541	APOSJ_01303, APOSJ_20568	AENJA_20086, AENJA_20087, AENJA_20085, AENJA_20084, AENJA_14808, AENJA_14291
OG0000542	APOSJ_08026, APOSJ_50186, APOSJ_08025, APOSJ_08028, APOSJ_08027	AENJA_00918, AENJA_03212
OG0000542	APOSJ_05217	AENJA_09124
OG0000543	APOSJ_64926	AENJA_08698
OG0000544	APOSJ_21942, APOSJ_21940, APOSJ_21941	AENJA_06261
OG0000544	APOSJ_61075, APOSJ_39291	AENJA_21071
OG0000545	APOSJ_11134	AENJA_10948
OG0000545	APOSJ_61169	AENJA_15907
OG0000545	APOSJ_43763	AENJA_15906
OG0000546	APOSJ_41944	AENJA_12533
OG0000547	APOSJ_39542, APOSJ_39544, APOSJ_08245, APOSJ_39543, APOSJ_39541, APOSJ_47393	AENJA_16833
OG0000548	APOSJ_30566, APOSJ_30567, APOSJ_30568	AENJA_14730
OG0000548	APOSJ_60326	AENJA_19997
OG0000549	APOSJ_61526, APOSJ_02907, APOSJ_29612, APOSJ_29613, APOSJ_09557, APOSJ_29609, APOSJ_29608, APOSJ_09556, APOSJ_29607, APOSJ_29606, APOSJ_29611, APOSJ_29610, APOSJ_56843, APOSJ_41213, APOSJ_16986	AENJA_17318, AENJA_21943
OG0000550	APOSJ_18808	AENJA_18271
OG0000550	APOSJ_63307, APOSJ_63306	AENJA_25194
OG0000551	APOSJ_20535, APOSJ_20534	AENJA_25358
OG0000552	APOSJ_12181, APOSJ_62306, APOSJ_62314, APOSJ_62315	AENJA_18702
OG0000552	APOSJ_19359, APOSJ_14481, APOSJ_50223, APOSJ_37535, APOSJ_14484, APOSJ_19362, APOSJ_14480, APOSJ_14485, APOSJ_50222, APOSJ_14483	AENJA_23603
OG0000553	APOSJ_14728	AENJA_25732
OG0000554	APOSJ_51797	AENJA_25501
OG0000560	APOSJ_42593	AENJA_09501
OG0000560	APOSJ_08220, APOSJ_08218	AENJA_09500
OG0000561	APOSJ_36051, APOSJ_59312, APOSJ_59302, APOSJ_59313, APOSJ_59329, APOSJ_05263, APOSJ_20913, APOSJ_20912, APOSJ_20911, APOSJ_20910, APOSJ_59308, APOSJ_20909, APOSJ_44883, APOSJ_14002, APOSJ_44884	AENJA_01455
OG0000561	APOSJ_14177, APOSJ_46591, APOSJ_14179, APOSJ_14178, APOSJ_55675	AENJA_18412
OG0000562	APOSJ_05019, APOSJ_05018	AENJA_25856
OG0000562	APOSJ_03566, APOSJ_08426, APOSJ_08427, APOSJ_08425, APOSJ_08428, APOSJ_22191, APOSJ_08423	AENJA_02716
OG0000563	APOSJ_47173	AENJA_25022, AENJA_03438
OG0000564	APOSJ_58018	AENJA_10935
OG0000564	APOSJ_45514	AENJA_18770
OG0000565	APOSJ_16911, APOSJ_46831, APOSJ_42362, APOSJ_52606, APOSJ_01300, APOSJ_17008, APOSJ_17007, APOSJ_34667, APOSJ_34668, APOSJ_34666, APOSJ_34672, APOSJ_34670	AENJA_26555
OG0000566	APOSJ_56114, APOSJ_08789	AENJA_14810
OG0000566	APOSJ_08632, APOSJ_08631	AENJA_20531, AENJA_16653
OG0000567	APOSJ_64692	AENJA_23422
OG0000568	APOSJ_47599	AENJA_07364, AENJA_22531, AENJA_09548, AENJA_23571, AENJA_07363, AENJA_19463
OG0000568	APOSJ_48063, APOSJ_18024	AENJA_00234, AENJA_14560, AENJA_16990
OG0000569	APOSJ_24002	AENJA_24688, AENJA_22569, AENJA_16744
OG0000569	APOSJ_15817	AENJA_00319
OG0000571	APOSJ_02932	AENJA_17686
OG0000571	APOSJ_58858	AENJA_15318
OG0000571	APOSJ_14354, APOSJ_24824, APOSJ_14355, APOSJ_51656	AENJA_04288
OG0000572	APOSJ_39780, APOSJ_39781	AENJA_05866
OG0000572	APOSJ_20204	AENJA_02750
OG0000573	APOSJ_25331, APOSJ_24862	AENJA_05835
OG0000574	APOSJ_35049	AENJA_03681, AENJA_21909
OG0000574	APOSJ_02665	AENJA_24754
OG0000575	APOSJ_19463, APOSJ_41628, APOSJ_41627	AENJA_04710
OG0000576	APOSJ_37886, APOSJ_57885, APOSJ_37889, APOSJ_19418, APOSJ_13718, APOSJ_37885, APOSJ_60114, APOSJ_37891, APOSJ_37887, APOSJ_60113, APOSJ_57887, APOSJ_37890, APOSJ_19419, APOSJ_37888	AENJA_05569
OG0000577	APOSJ_40312, APOSJ_40311, APOSJ_31969, APOSJ_38908, APOSJ_38953, APOSJ_31963, APOSJ_31965, APOSJ_31970, APOSJ_31964, APOSJ_31967, APOSJ_43687, APOSJ_43713, APOSJ_43715, APOSJ_59300, APOSJ_59301	AENJA_08481
OG0000578	APOSJ_37736, APOSJ_36341	AENJA_09428
OG0000579	APOSJ_42746, APOSJ_42747, APOSJ_42749, APOSJ_42748	AENJA_22778
OG0000580	APOSJ_19379, APOSJ_19380, APOSJ_57471, APOSJ_19381, APOSJ_19378	AENJA_13580
OG0000580	APOSJ_16960	AENJA_19255
OG0000581	APOSJ_08673, APOSJ_32969	AENJA_15347
OG0000581	APOSJ_36499	AENJA_15345
OG0000582	APOSJ_53691, APOSJ_16083, APOSJ_53686, APOSJ_53687	AENJA_17591
OG0000583	APOSJ_25494, APOSJ_14454	AENJA_17607
OG0000584	APOSJ_59539, APOSJ_59533, APOSJ_59534, APOSJ_59536, APOSJ_59535, APOSJ_59540, APOSJ_59537, APOSJ_59538, APOSJ_58274, APOSJ_10240, APOSJ_52593, APOSJ_52594, APOSJ_20354, APOSJ_39320, APOSJ_57528, APOSJ_39319, APOSJ_57530, APOSJ_39321, APOSJ_57529, APOSJ_39318, APOSJ_57531, APOSJ_46004, APOSJ_16630	AENJA_20506, AENJA_20503, AENJA_24610
OG0000585	APOSJ_23455, APOSJ_16969, APOSJ_23456, APOSJ_23457	AENJA_25758
OG0000586	APOSJ_09381, APOSJ_58586, APOSJ_39621, APOSJ_09383, APOSJ_58587, APOSJ_39620, APOSJ_47664, APOSJ_39624, APOSJ_39622, APOSJ_58592, APOSJ_58591, APOSJ_58584, APOSJ_58590, APOSJ_09384, APOSJ_09375, APOSJ_09379, APOSJ_39625, APOSJ_58589, APOSJ_39617, APOSJ_39619, APOSJ_09378, APOSJ_09376, APOSJ_39618, APOSJ_09382, APOSJ_09380, APOSJ_39623	AENJA_25809
OG0000588	APOSJ_23279, APOSJ_53706, APOSJ_58179, APOSJ_53698, APOSJ_53701, APOSJ_53704, APOSJ_58178, APOSJ_58181, APOSJ_58176, APOSJ_58180, APOSJ_53703, APOSJ_58177, APOSJ_53700, APOSJ_53705, APOSJ_53702, APOSJ_53699	AENJA_02286
OG0000588	APOSJ_51544, APOSJ_51543	AENJA_21633
OG0000589	APOSJ_48412, APOSJ_48413, APOSJ_34674, APOSJ_34676	AENJA_05016
OG0000590	APOSJ_20507, APOSJ_20506	AENJA_19774
OG0000590	APOSJ_15177, APOSJ_15179, APOSJ_15178, APOSJ_15175, APOSJ_15174, APOSJ_29829, APOSJ_15181, APOSJ_42654, APOSJ_15173, APOSJ_15180	AENJA_07046
OG0000591	APOSJ_27883, APOSJ_27882	AENJA_25061
OG0000591	APOSJ_28460	AENJA_08335, AENJA_08330
OG0000592	APOSJ_22050, APOSJ_22053	AENJA_12392
OG0000593	APOSJ_14731, APOSJ_14730	AENJA_21036
OG0000593	APOSJ_13767, APOSJ_46951, APOSJ_28632, APOSJ_28630, APOSJ_25347, APOSJ_28392, APOSJ_13802, APOSJ_28393, APOSJ_28390, APOSJ_28394, APOSJ_28391, APOSJ_25346, APOSJ_28631, APOSJ_28389	AENJA_17174
OG0000594	APOSJ_44042, APOSJ_05859, APOSJ_05860, APOSJ_05861	AENJA_13904
OG0000596	APOSJ_47768, APOSJ_60247, APOSJ_58814, APOSJ_55581, APOSJ_55580	AENJA_05591
OG0000596	APOSJ_06107	AENJA_04526, AENJA_00999, AENJA_06311, AENJA_06310, AENJA_00998, AENJA_00997
OG0000597	APOSJ_21422, APOSJ_21418, APOSJ_04909, APOSJ_57316, APOSJ_21420, APOSJ_21421	AENJA_10748
OG0000597	APOSJ_30513, APOSJ_30514	AENJA_01626
OG0000598	APOSJ_42135, APOSJ_42136, APOSJ_42134, APOSJ_49369, APOSJ_11710, APOSJ_11711, APOSJ_11714	AENJA_10540
OG0000598	APOSJ_37469, APOSJ_37468, APOSJ_50349, APOSJ_23519, APOSJ_17416, APOSJ_11114, APOSJ_28299, APOSJ_11113, APOSJ_23516, APOSJ_23518, APOSJ_23517, APOSJ_57578, APOSJ_17412, APOSJ_17411, APOSJ_28295	AENJA_11371, AENJA_26331, AENJA_03924, AENJA_20160
OG0000598	APOSJ_28564, APOSJ_31194	AENJA_23911
OG0000599	APOSJ_13822	AENJA_05850
OG0000599	APOSJ_57627, APOSJ_57623	AENJA_04297
OG0000599	APOSJ_22010	AENJA_16837, AENJA_16843, AENJA_16844, AENJA_16838
OG0000599	APOSJ_64484	AENJA_17481
OG0000599	APOSJ_08302	AENJA_25496
OG0000599	APOSJ_49494	AENJA_17491
OG0000600	APOSJ_44016, APOSJ_44015	AENJA_07369
OG0000601	APOSJ_33394, APOSJ_33396, APOSJ_33395, APOSJ_33392, APOSJ_11331, APOSJ_11332	AENJA_07534
OG0000602	APOSJ_36710	AENJA_17434
OG0000602	APOSJ_64995, APOSJ_64996, APOSJ_53746	AENJA_11021
OG0000603	APOSJ_36984, APOSJ_36983, APOSJ_03111, APOSJ_03109, APOSJ_03112, APOSJ_36982, APOSJ_45011, APOSJ_03108, APOSJ_03110, APOSJ_36985, APOSJ_19038, APOSJ_19039, APOSJ_03113, APOSJ_31540	AENJA_20949
OG0000604	APOSJ_39570, APOSJ_27200, APOSJ_27202, APOSJ_27201	AENJA_26538
OG0000607	APOSJ_43213, APOSJ_42491, APOSJ_13144, APOSJ_42488, APOSJ_61787, APOSJ_61786, APOSJ_13140, APOSJ_13141, APOSJ_17406, APOSJ_61790, APOSJ_61784, APOSJ_13145, APOSJ_61785, APOSJ_13146, APOSJ_13142, APOSJ_42489, APOSJ_42490, APOSJ_61788, APOSJ_61792, APOSJ_13139, APOSJ_13147, APOSJ_42487, APOSJ_61789, APOSJ_61791	AENJA_06811
OG0000608	APOSJ_31338, APOSJ_25747, APOSJ_25749, APOSJ_25748, APOSJ_50494	AENJA_01735
OG0000609	APOSJ_35277, APOSJ_35274, APOSJ_35275, APOSJ_21281, APOSJ_35276, APOSJ_35273, APOSJ_35280, APOSJ_35278, APOSJ_35279, APOSJ_65014	AENJA_03157
OG0000610	APOSJ_44592, APOSJ_48730, APOSJ_48733, APOSJ_44594, APOSJ_32373, APOSJ_48732, APOSJ_12629, APOSJ_26159, APOSJ_30078, APOSJ_12616, APOSJ_12619, APOSJ_26161, APOSJ_26160, APOSJ_48729, APOSJ_44590, APOSJ_44591, APOSJ_44593, APOSJ_44605, APOSJ_48728, APOSJ_30091, APOSJ_36712, APOSJ_12550, APOSJ_05618, APOSJ_26158, APOSJ_12618, APOSJ_48731, APOSJ_48727, APOSJ_30075, APOSJ_33891, APOSJ_30083, APOSJ_26162	AENJA_25857
OG0000610	APOSJ_29332	AENJA_20028
OG0000611	APOSJ_56757, APOSJ_19264, APOSJ_19262, APOSJ_19265	AENJA_15613
OG0000611	APOSJ_58652	AENJA_13627
OG0000612	APOSJ_36472, APOSJ_36473, APOSJ_36471, APOSJ_27937, APOSJ_36474	AENJA_06346
OG0000613	APOSJ_24758, APOSJ_04123, APOSJ_24760, APOSJ_24759	AENJA_08922
OG0000613	APOSJ_63879, APOSJ_55759	AENJA_20929
OG0000614	APOSJ_61422, APOSJ_61425, APOSJ_61423, APOSJ_55769	AENJA_10824
OG0000614	APOSJ_23957	AENJA_17421
OG0000615	APOSJ_22324, APOSJ_22321, APOSJ_22323, APOSJ_22322	AENJA_18501, AENJA_11134
OG0000616	APOSJ_38805, APOSJ_09030, APOSJ_38801, APOSJ_09037, APOSJ_59177, APOSJ_59175, APOSJ_38800, APOSJ_59183, APOSJ_38802, APOSJ_09041, APOSJ_38804, APOSJ_59182, APOSJ_38799, APOSJ_28771, APOSJ_00175, APOSJ_59180, APOSJ_59181, APOSJ_59176, APOSJ_59178, APOSJ_38806, APOSJ_09031, APOSJ_38803, APOSJ_59179, APOSJ_09033, APOSJ_01010, APOSJ_49619, APOSJ_38798, APOSJ_00174	AENJA_11411
OG0000617	APOSJ_18872, APOSJ_49648, APOSJ_45738, APOSJ_45737	AENJA_11546
OG0000617	APOSJ_64370	AENJA_19025
OG0000618	APOSJ_27682, APOSJ_10123, APOSJ_15983, APOSJ_21718, APOSJ_10117, APOSJ_27685, APOSJ_10119, APOSJ_15989, APOSJ_10121	AENJA_11959
OG0000619	APOSJ_15651, APOSJ_15650, APOSJ_43449, APOSJ_43448, APOSJ_43453, APOSJ_06007, APOSJ_43454, APOSJ_06010, APOSJ_40834, APOSJ_43451, APOSJ_43455, APOSJ_49747, APOSJ_41928, APOSJ_49744, APOSJ_49011, APOSJ_49040, APOSJ_49748, APOSJ_59158, APOSJ_59185	AENJA_15723
OG0000620	APOSJ_39438, APOSJ_56026, APOSJ_39312, APOSJ_34854, APOSJ_34853, APOSJ_23054, APOSJ_02024, APOSJ_32800	AENJA_23743
OG0000621	APOSJ_61878	AENJA_16729
OG0000623	APOSJ_58237, APOSJ_58239	AENJA_02871
OG0000623	APOSJ_54571, APOSJ_53585, APOSJ_53583, APOSJ_64252	AENJA_17960
OG0000624	APOSJ_14652, APOSJ_14653, APOSJ_47525, APOSJ_14646, APOSJ_26556, APOSJ_47513, APOSJ_23669, APOSJ_53610	AENJA_13893
OG0000624	APOSJ_05320, APOSJ_05319, APOSJ_58963, APOSJ_09193	AENJA_06380, AENJA_22597
OG0000625	APOSJ_32034, APOSJ_32035, APOSJ_50448, APOSJ_32036, APOSJ_32037	AENJA_07653
OG0000626	APOSJ_59167, APOSJ_59170, APOSJ_59171, APOSJ_31132, APOSJ_59172, APOSJ_59166, APOSJ_59174, APOSJ_31133, APOSJ_31131, APOSJ_59168, APOSJ_59169, APOSJ_59173	AENJA_12652
