Orthogroup	APOSJ_ok	AENJA_ok
OG0003053	APOSJ_02807, APOSJ_10684, APOSJ_10683, APOSJ_10688, APOSJ_10691, APOSJ_10686, APOSJ_10687, APOSJ_13757, APOSJ_10690, APOSJ_10689	AENJA_24227
OG0003054	APOSJ_09930, APOSJ_09928, APOSJ_09929, APOSJ_09931	AENJA_24441
OG0003055	APOSJ_01314, APOSJ_01317, APOSJ_01316, APOSJ_01315	AENJA_24466
OG0003056	APOSJ_35147	AENJA_24565
OG0003057	APOSJ_52902, APOSJ_52903, APOSJ_05351, APOSJ_05353, APOSJ_52901, APOSJ_05350, APOSJ_52904, APOSJ_36941	AENJA_24574
OG0003058	APOSJ_32369, APOSJ_32371, APOSJ_32372, APOSJ_32370	AENJA_24768
OG0003059	APOSJ_54868	AENJA_24855
OG0003060	APOSJ_25972	AENJA_24993
OG0003061	APOSJ_34451	AENJA_25088
OG0003063	APOSJ_10490, APOSJ_39056, APOSJ_04759, APOSJ_49230, APOSJ_49232, APOSJ_49231, APOSJ_04757, APOSJ_04758, APOSJ_01115, APOSJ_39075, APOSJ_10491	AENJA_25761
OG0003064	APOSJ_61339, APOSJ_26092, APOSJ_61340, APOSJ_26093, APOSJ_09903, APOSJ_22685, APOSJ_09910, APOSJ_04197, APOSJ_57984, APOSJ_61337, APOSJ_09904, APOSJ_09906, APOSJ_63933, APOSJ_15734, APOSJ_61338, APOSJ_26094, APOSJ_09902, APOSJ_04195, APOSJ_09905	AENJA_26332
OG0003065	APOSJ_56569, APOSJ_56571, APOSJ_56572, APOSJ_14977, APOSJ_56568	AENJA_26411
OG0003099	APOSJ_03234	AENJA_03617
OG0003101	APOSJ_39132	AENJA_00164
OG0003103	APOSJ_56241, APOSJ_56240, APOSJ_13496	AENJA_00246
OG0003104	APOSJ_41239, APOSJ_30663	AENJA_00844
OG0003105	APOSJ_38611, APOSJ_41890, APOSJ_34439, APOSJ_41886, APOSJ_41888, APOSJ_40124	AENJA_00483
OG0003106	APOSJ_00837, APOSJ_00832, APOSJ_00838, APOSJ_00834, APOSJ_05167, APOSJ_21338, APOSJ_04469, APOSJ_00835, APOSJ_00840, APOSJ_21340, APOSJ_00836, APOSJ_00833, APOSJ_21339	AENJA_00659
OG0003107	APOSJ_26201, APOSJ_34016, APOSJ_36925, APOSJ_36926, APOSJ_26198, APOSJ_26196, APOSJ_36923, APOSJ_26200	AENJA_00765
OG0003108	APOSJ_53894, APOSJ_60356, APOSJ_53893, APOSJ_53895	AENJA_01637
OG0003109	APOSJ_62661, APOSJ_18097, APOSJ_62762, APOSJ_48506, APOSJ_48512, APOSJ_48515, APOSJ_51956	AENJA_01797
OG0003110	APOSJ_56560, APOSJ_24671	AENJA_01831
OG0003111	APOSJ_08555, APOSJ_30833	AENJA_01995
OG0003112	APOSJ_13161, APOSJ_13163	AENJA_01998
OG0003113	APOSJ_58854, APOSJ_61212, APOSJ_41642	AENJA_02120
OG0003114	APOSJ_17648	AENJA_02181
OG0003116	APOSJ_63747	AENJA_02447
OG0003118	APOSJ_63592, APOSJ_63594, APOSJ_63593	AENJA_03053
OG0003119	APOSJ_39538, APOSJ_39533, APOSJ_39534, APOSJ_39531	AENJA_03324
OG0003120	APOSJ_28666, APOSJ_28664, APOSJ_61061, APOSJ_51622, APOSJ_52804	AENJA_03695
OG0003120	APOSJ_47641	AENJA_06395
OG0003121	APOSJ_01530, APOSJ_27238, APOSJ_55020, APOSJ_07217	AENJA_03733
OG0003122	APOSJ_36414, APOSJ_50972	AENJA_03851
OG0003123	APOSJ_14580, APOSJ_14579	AENJA_25108, AENJA_03956
OG0003124	APOSJ_60072, APOSJ_60073	AENJA_07377
OG0003125	APOSJ_13170, APOSJ_13174, APOSJ_13167, APOSJ_55545, APOSJ_13169, APOSJ_13172, APOSJ_13171, APOSJ_55528	AENJA_04106
OG0003127	APOSJ_10132, APOSJ_10133	AENJA_04219
OG0003128	APOSJ_01878, APOSJ_54178, APOSJ_54176, APOSJ_54177	AENJA_04333
OG0003130	APOSJ_34706, APOSJ_34707	AENJA_04695
OG0003131	APOSJ_58708	AENJA_04699
OG0003132	APOSJ_14212, APOSJ_42354, APOSJ_42357, APOSJ_00023, APOSJ_14211, APOSJ_42359, APOSJ_14215, APOSJ_14214, APOSJ_42355, APOSJ_14213, APOSJ_42358, APOSJ_14216, APOSJ_42356	AENJA_05230
OG0003133	APOSJ_30270	AENJA_05254
OG0003134	APOSJ_36702, APOSJ_36700, APOSJ_36703, APOSJ_36701	AENJA_05399
OG0003135	APOSJ_18753, APOSJ_18754, APOSJ_18752, APOSJ_20256, APOSJ_53592, APOSJ_18750	AENJA_05506
OG0003136	APOSJ_47787	AENJA_05594
OG0003137	APOSJ_36852, APOSJ_30580, APOSJ_36853, APOSJ_06208, APOSJ_36851, APOSJ_36855, APOSJ_36854, APOSJ_36850	AENJA_15720, AENJA_05616
OG0003138	APOSJ_33077, APOSJ_33076	AENJA_05937
OG0003139	APOSJ_09014, APOSJ_09015, APOSJ_09017, APOSJ_01903, APOSJ_11729, APOSJ_60741, APOSJ_01905, APOSJ_60740, APOSJ_09088, APOSJ_52075, APOSJ_37624, APOSJ_01904, APOSJ_01460, APOSJ_60743, APOSJ_11734, APOSJ_01901, APOSJ_60742, APOSJ_01906, APOSJ_11715, APOSJ_60739, APOSJ_09589, APOSJ_54127, APOSJ_39613, APOSJ_50058, APOSJ_50452, APOSJ_28940, APOSJ_47630, APOSJ_47623, APOSJ_47628, APOSJ_39614	AENJA_20445, AENJA_06064
OG0003140	APOSJ_35312	AENJA_06344
OG0003142	APOSJ_40273, APOSJ_14398, APOSJ_14400, APOSJ_14399, APOSJ_14397, APOSJ_27324, APOSJ_27321, APOSJ_27323	AENJA_06782
OG0003143	APOSJ_44144, APOSJ_44145	AENJA_06787
OG0003144	APOSJ_48852, APOSJ_48851	AENJA_06849
OG0003145	APOSJ_22385	AENJA_06906
OG0003146	APOSJ_07935, APOSJ_07938, APOSJ_21949, APOSJ_23349, APOSJ_47106, APOSJ_21948	AENJA_06954
OG0003147	APOSJ_21036, APOSJ_21034, APOSJ_21035	AENJA_07167
OG0003148	APOSJ_47587	AENJA_07642
OG0003149	APOSJ_00806	AENJA_07652
OG0003150	APOSJ_46061, APOSJ_24496, APOSJ_30861, APOSJ_24495	AENJA_07665
OG0003151	APOSJ_05170	AENJA_07870
OG0003152	APOSJ_48510, APOSJ_48508, APOSJ_48509, APOSJ_48511	AENJA_08082
OG0003153	APOSJ_35785, APOSJ_35782, APOSJ_35780, APOSJ_35783, APOSJ_35778, APOSJ_35779, APOSJ_52381, APOSJ_22926, APOSJ_35781	AENJA_08315
OG0003154	APOSJ_51181, APOSJ_51185, APOSJ_50159, APOSJ_50161, APOSJ_51180, APOSJ_51183	AENJA_08755, AENJA_24160, AENJA_24621
OG0003155	APOSJ_31752, APOSJ_31751, APOSJ_53334, APOSJ_07192, APOSJ_32689, APOSJ_32683, APOSJ_32686, APOSJ_32690, APOSJ_32688, APOSJ_32687	AENJA_15320
OG0003155	APOSJ_59259	AENJA_08859
OG0003156	APOSJ_34701, APOSJ_34703, APOSJ_34702, APOSJ_34704	AENJA_08912
OG0003157	APOSJ_26289, APOSJ_26292, APOSJ_26290, APOSJ_26287, APOSJ_26291, APOSJ_26288	AENJA_09315, AENJA_09314
OG0003158	APOSJ_48827, APOSJ_48829, APOSJ_48828, APOSJ_48826	AENJA_09855
OG0003159	APOSJ_34339	AENJA_09999
OG0003160	APOSJ_52005, APOSJ_52006	AENJA_10130
OG0003161	APOSJ_12427, APOSJ_12426	AENJA_10165
OG0003162	APOSJ_43039, APOSJ_21099, APOSJ_21100, APOSJ_21101	AENJA_21344
OG0003163	APOSJ_53589	AENJA_10333
OG0003164	APOSJ_27152	AENJA_13680, AENJA_10532
OG0003165	APOSJ_55300	AENJA_10534
OG0003166	APOSJ_26522, APOSJ_21441, APOSJ_02622, APOSJ_42363, APOSJ_02624, APOSJ_62139, APOSJ_20651, APOSJ_62130, APOSJ_42335, APOSJ_02621, APOSJ_62116, APOSJ_00768, APOSJ_26518, APOSJ_36016, APOSJ_21450, APOSJ_00767, APOSJ_21446, APOSJ_21455, APOSJ_26517, APOSJ_26521, APOSJ_21477	AENJA_10577
OG0003167	APOSJ_08242, APOSJ_08241, APOSJ_08243, APOSJ_08244	AENJA_10753
OG0003171	APOSJ_22135, APOSJ_64270	AENJA_11557
OG0003172	APOSJ_37760, APOSJ_48896, APOSJ_37761, APOSJ_37762, APOSJ_37759, APOSJ_50968, APOSJ_37764, APOSJ_37763, APOSJ_50967, APOSJ_37765, APOSJ_56161	AENJA_11593
OG0003173	APOSJ_04953, APOSJ_04954	AENJA_11809
OG0003174	APOSJ_17036	AENJA_12148
OG0003175	APOSJ_12763, APOSJ_12764	AENJA_12200
OG0003176	APOSJ_23689, APOSJ_23690	AENJA_19968, AENJA_24491, AENJA_24492
OG0003177	APOSJ_63830, APOSJ_56009, APOSJ_63824, APOSJ_56011	AENJA_12445
OG0003177	APOSJ_56010	AENJA_24067
OG0003178	APOSJ_17779, APOSJ_17780	AENJA_12804
OG0003179	APOSJ_56598, APOSJ_53571, APOSJ_53563, APOSJ_53567, APOSJ_53565, APOSJ_08422, APOSJ_56597, APOSJ_56600, APOSJ_53564, APOSJ_08421, APOSJ_53568	AENJA_12977
OG0003180	APOSJ_18815, APOSJ_18814, APOSJ_54053, APOSJ_18813	AENJA_13194
OG0003181	APOSJ_20951, APOSJ_20952, APOSJ_59228	AENJA_13218
OG0003182	APOSJ_40788	AENJA_13237
OG0003183	APOSJ_55161, APOSJ_44506, APOSJ_44507, APOSJ_44505, APOSJ_44509	AENJA_13297
OG0003184	APOSJ_55407, APOSJ_55409, APOSJ_55410, APOSJ_55408	AENJA_13777
OG0003185	APOSJ_32400	AENJA_14384
OG0003187	APOSJ_30111, APOSJ_30112, APOSJ_30114, APOSJ_30113, APOSJ_02519	AENJA_14750
OG0003188	APOSJ_32903, APOSJ_32904	AENJA_15232
OG0003189	APOSJ_36317, APOSJ_04556, APOSJ_36316, APOSJ_04558, APOSJ_36318, APOSJ_36315	AENJA_15393
OG0003190	APOSJ_49718, APOSJ_49721, APOSJ_49724, APOSJ_49723, APOSJ_49719, APOSJ_49722, APOSJ_49720	AENJA_16189, AENJA_16188
OG0003191	APOSJ_11431, APOSJ_11427, APOSJ_11429, APOSJ_11434, APOSJ_11433, APOSJ_11430, APOSJ_11426, APOSJ_11428	AENJA_16289
OG0003192	APOSJ_58378, APOSJ_61697, APOSJ_61698, APOSJ_61696, APOSJ_61699, APOSJ_61700, APOSJ_61701, APOSJ_61695	AENJA_16292
OG0003193	APOSJ_00532	AENJA_16359
OG0003195	APOSJ_46035, APOSJ_32408, APOSJ_46033, APOSJ_46034, APOSJ_46038, APOSJ_46037, APOSJ_32407	AENJA_16679
OG0003196	APOSJ_52449, APOSJ_37298, APOSJ_52450, APOSJ_52451	AENJA_17155
OG0003197	APOSJ_57136, APOSJ_57140, APOSJ_57137, APOSJ_57134, APOSJ_09752, APOSJ_57138, APOSJ_57133, APOSJ_57139	AENJA_17257
OG0003198	APOSJ_36767	AENJA_17366
OG0003199	APOSJ_06417, APOSJ_50357, APOSJ_06415, APOSJ_06416, APOSJ_06414, APOSJ_06418, APOSJ_40507, APOSJ_06413	AENJA_17478
OG0003200	APOSJ_56645, APOSJ_15587, APOSJ_15589	AENJA_17544
OG0003201	APOSJ_41425, APOSJ_41427	AENJA_17895
OG0003201	APOSJ_41426	AENJA_17894
OG0003202	APOSJ_62049	AENJA_18388
OG0003203	APOSJ_10922, APOSJ_10923, APOSJ_10921, APOSJ_10920	AENJA_18705
OG0003204	APOSJ_55199, APOSJ_26853, APOSJ_26857, APOSJ_26856, APOSJ_26852, APOSJ_26855, APOSJ_26854, APOSJ_26850, APOSJ_28831, APOSJ_26851	AENJA_19096
OG0003205	APOSJ_26076	AENJA_19099
OG0003206	APOSJ_42271, APOSJ_57448, APOSJ_42268, APOSJ_42269, APOSJ_65050, APOSJ_42266, APOSJ_42272, APOSJ_65052, APOSJ_42267, APOSJ_42270	AENJA_19670, AENJA_19671
OG0003207	APOSJ_53468, APOSJ_53467	AENJA_19791
OG0003208	APOSJ_40495, APOSJ_40494	AENJA_19795
OG0003210	APOSJ_15249, APOSJ_15248	AENJA_20699
OG0003211	APOSJ_03604, APOSJ_03608, APOSJ_31045, APOSJ_09022, APOSJ_03606, APOSJ_31048, APOSJ_03603, APOSJ_22500	AENJA_20861
OG0003212	APOSJ_40742	AENJA_20864
OG0003213	APOSJ_62042, APOSJ_62043, APOSJ_62044	AENJA_20936
OG0003214	APOSJ_30849, APOSJ_30835	AENJA_21694
OG0003215	APOSJ_30430	AENJA_22196
OG0003216	APOSJ_46437, APOSJ_24532, APOSJ_45488, APOSJ_45489, APOSJ_50451	AENJA_22966, AENJA_22967
OG0003217	APOSJ_38588, APOSJ_25460, APOSJ_38604, APOSJ_38597	AENJA_23373
OG0003218	APOSJ_10871, APOSJ_10868, APOSJ_10873, APOSJ_47482, APOSJ_17947, APOSJ_03784, APOSJ_59373, APOSJ_17946, APOSJ_17951, APOSJ_10870, APOSJ_10869	AENJA_23390
OG0003219	APOSJ_51906	AENJA_23468
OG0003220	APOSJ_62682	AENJA_23504
OG0003221	APOSJ_53881, APOSJ_53880	AENJA_23575
OG0003222	APOSJ_53811, APOSJ_03374, APOSJ_42728	AENJA_23860
OG0003223	APOSJ_01786, APOSJ_01785	AENJA_24204
OG0003224	APOSJ_06577, APOSJ_55082, APOSJ_55083, APOSJ_55085	AENJA_24262
OG0003225	APOSJ_64620, APOSJ_18658, APOSJ_53640, APOSJ_53642, APOSJ_53639, APOSJ_34446, APOSJ_53641, APOSJ_64628, APOSJ_18935, APOSJ_53643	AENJA_24401
OG0003226	APOSJ_18811, APOSJ_03066, APOSJ_18809, APOSJ_03063, APOSJ_03064, APOSJ_03065	AENJA_25297
OG0003227	APOSJ_29380, APOSJ_29382, APOSJ_29379, APOSJ_29381	AENJA_25755
OG0003228	APOSJ_15473, APOSJ_15470	AENJA_25997
OG0003229	APOSJ_54883, APOSJ_05246, APOSJ_54880, APOSJ_05243, APOSJ_54882, APOSJ_05244, APOSJ_54881, APOSJ_14048, APOSJ_05245, APOSJ_05241, APOSJ_05242	AENJA_25999
OG0003230	APOSJ_24729, APOSJ_40527, APOSJ_40529, APOSJ_40528, APOSJ_40525, APOSJ_40524, APOSJ_40531, APOSJ_24730, APOSJ_40530, APOSJ_40523, APOSJ_40526, APOSJ_24731	AENJA_26243
OG0003250	APOSJ_16548, APOSJ_56142, APOSJ_56534, APOSJ_56535	AENJA_00349
OG0003251	APOSJ_54466	AENJA_00517
OG0003252	APOSJ_51617	AENJA_00890
OG0003253	APOSJ_36002	AENJA_01202
OG0003254	APOSJ_62720, APOSJ_62718, APOSJ_62717, APOSJ_62719	AENJA_01261
OG0003255	APOSJ_37992, APOSJ_37996, APOSJ_50042, APOSJ_37991, APOSJ_37994, APOSJ_37989, APOSJ_37995, APOSJ_50045, APOSJ_50044, APOSJ_37993, APOSJ_37909, APOSJ_50043, APOSJ_37990	AENJA_01447
OG0003256	APOSJ_58397, APOSJ_58402, APOSJ_49496, APOSJ_49497, APOSJ_34553, APOSJ_45622, APOSJ_34554, APOSJ_45628, APOSJ_34552, APOSJ_34549, APOSJ_34551, APOSJ_45629, APOSJ_45626, APOSJ_45624, APOSJ_45625, APOSJ_17383, APOSJ_34550, APOSJ_45621, APOSJ_45627, APOSJ_34556, APOSJ_34555, APOSJ_45623	AENJA_01467
OG0003257	APOSJ_11591, APOSJ_11592, APOSJ_11593, APOSJ_11624, APOSJ_07998	AENJA_01489
OG0003258	APOSJ_29538, APOSJ_29539, APOSJ_54086, APOSJ_00171, APOSJ_16181, APOSJ_29536, APOSJ_54083, APOSJ_29537	AENJA_01707, AENJA_01706
OG0003259	APOSJ_15841, APOSJ_15837, APOSJ_09994, APOSJ_15839, APOSJ_15838, APOSJ_09993, APOSJ_41545, APOSJ_15840, APOSJ_09995, APOSJ_41547, APOSJ_41546, APOSJ_41549, APOSJ_49815, APOSJ_34266, APOSJ_41548, APOSJ_41550, APOSJ_41551, APOSJ_15836, APOSJ_15835	AENJA_02246
OG0003260	APOSJ_08169, APOSJ_08171, APOSJ_08170, APOSJ_08167, APOSJ_08168, APOSJ_08166	AENJA_02281
OG0003261	APOSJ_41161, APOSJ_41164, APOSJ_41163, APOSJ_41162	AENJA_02564
OG0003262	APOSJ_22581, APOSJ_22582	AENJA_02627
OG0003263	APOSJ_41168	AENJA_03032
OG0003264	APOSJ_26140, APOSJ_26142, APOSJ_33770, APOSJ_26141	AENJA_03403
OG0003265	APOSJ_34472, APOSJ_17018, APOSJ_49524, APOSJ_34474, APOSJ_49518, APOSJ_17020, APOSJ_34469, APOSJ_34470	AENJA_03512
OG0003266	APOSJ_61414, APOSJ_61413	AENJA_03526
OG0003267	APOSJ_30035, APOSJ_30027, APOSJ_30031, APOSJ_30028, APOSJ_30029, APOSJ_30034, APOSJ_30033, APOSJ_30030, APOSJ_30032	AENJA_03748
OG0003268	APOSJ_65180, APOSJ_65183, APOSJ_65174, APOSJ_51480, APOSJ_20455, APOSJ_20454, APOSJ_65185, APOSJ_20452, APOSJ_20456, APOSJ_20453	AENJA_04034
OG0003269	APOSJ_20442, APOSJ_20443, APOSJ_20445, APOSJ_65142, APOSJ_20440	AENJA_04245
OG0003270	APOSJ_39577, APOSJ_47534, APOSJ_39578	AENJA_04789
OG0003271	APOSJ_31072, APOSJ_31073	AENJA_05371
OG0003272	APOSJ_62776, APOSJ_62775	AENJA_05460
OG0003274	APOSJ_37792	AENJA_13954, AENJA_05879, AENJA_15666, AENJA_19435
OG0003275	APOSJ_33405, APOSJ_11411, APOSJ_33404, APOSJ_08128, APOSJ_11412	AENJA_06088
OG0003276	APOSJ_40980, APOSJ_40981	AENJA_06270
OG0003277	APOSJ_64925	AENJA_06595
OG0003278	APOSJ_56401	AENJA_07778
OG0003279	APOSJ_49088, APOSJ_44687, APOSJ_44688, APOSJ_44689	AENJA_18910, AENJA_07963
OG0003281	APOSJ_20687	AENJA_08105
OG0003282	APOSJ_00228, APOSJ_00227	AENJA_18531
OG0003283	APOSJ_14970	AENJA_08389
OG0003286	APOSJ_37025, APOSJ_37024, APOSJ_07980, APOSJ_07982, APOSJ_07970, APOSJ_07969, APOSJ_07981, APOSJ_07979, APOSJ_07976, APOSJ_50001, APOSJ_07975	AENJA_24797
OG0003286	APOSJ_25492, APOSJ_25491, APOSJ_25493	AENJA_08868
OG0003287	APOSJ_35942	AENJA_08945
OG0003288	APOSJ_00605, APOSJ_00604, APOSJ_00602, APOSJ_00603	AENJA_08988
OG0003289	APOSJ_43060	AENJA_09099
OG0003290	APOSJ_53361	AENJA_09114
OG0003291	APOSJ_06987, APOSJ_38387, APOSJ_06993, APOSJ_38386, APOSJ_38383, APOSJ_06988, APOSJ_06990, APOSJ_40455, APOSJ_38389, APOSJ_44035, APOSJ_38382, APOSJ_06989, APOSJ_38388, APOSJ_40453, APOSJ_38385, APOSJ_38384, APOSJ_06986, APOSJ_06992	AENJA_09544
OG0003292	APOSJ_09346	AENJA_09636
OG0003293	APOSJ_55383, APOSJ_55380, APOSJ_29797, APOSJ_29796	AENJA_10140
OG0003294	APOSJ_47167, APOSJ_46923, APOSJ_09688, APOSJ_01552, APOSJ_09683, APOSJ_26080, APOSJ_09685, APOSJ_26071	AENJA_10229
OG0003295	APOSJ_19312, APOSJ_22148, APOSJ_22150, APOSJ_22149	AENJA_10278
OG0003297	APOSJ_30618	AENJA_10455
OG0003298	APOSJ_21365, APOSJ_21366, APOSJ_21369, APOSJ_31701, APOSJ_25496, APOSJ_21367, APOSJ_57916, APOSJ_15785, APOSJ_63798, APOSJ_01743, APOSJ_63835	AENJA_10956
OG0003299	APOSJ_54120, APOSJ_54121	AENJA_10978
OG0003300	APOSJ_40504, APOSJ_53374, APOSJ_52277, APOSJ_53371	AENJA_10987
OG0003301	APOSJ_13270, APOSJ_13273, APOSJ_13271, APOSJ_13272	AENJA_11385
OG0003302	APOSJ_56909	AENJA_11409
OG0003303	APOSJ_16243, APOSJ_16242	AENJA_11641
OG0003304	APOSJ_14274, APOSJ_14271, APOSJ_14272, APOSJ_24301, APOSJ_14270, APOSJ_14273	AENJA_11712, AENJA_18633
OG0003306	APOSJ_55395	AENJA_22075
OG0003307	APOSJ_03839, APOSJ_03837, APOSJ_03841, APOSJ_03840, APOSJ_23792, APOSJ_03838, APOSJ_03842, APOSJ_03836	AENJA_11858
OG0003309	APOSJ_62401	AENJA_11953
OG0003310	APOSJ_31114, APOSJ_30062, APOSJ_39330, APOSJ_20545, APOSJ_57449, APOSJ_55151	AENJA_17432, AENJA_12020
OG0003311	APOSJ_37968	AENJA_12315
OG0003312	APOSJ_28661	AENJA_12511
OG0003314	APOSJ_34487	AENJA_12635
OG0003315	APOSJ_44709	AENJA_12794
OG0003316	APOSJ_22523, APOSJ_13980, APOSJ_13981	AENJA_13112
OG0003317	APOSJ_63724	AENJA_13550
OG0003318	APOSJ_60634, APOSJ_60633, APOSJ_60632	AENJA_13567
OG0003319	APOSJ_58641	AENJA_13649
OG0003320	APOSJ_38819, APOSJ_48775, APOSJ_27049, APOSJ_07781, APOSJ_27047, APOSJ_27050, APOSJ_07780, APOSJ_48777, APOSJ_07782, APOSJ_27048, APOSJ_38820, APOSJ_27046, APOSJ_07778, APOSJ_07779, APOSJ_27044, APOSJ_27045	AENJA_13907
OG0003323	APOSJ_01721, APOSJ_01720	AENJA_14209
OG0003324	APOSJ_19156, APOSJ_19155	AENJA_14269, AENJA_14267
OG0003325	APOSJ_31506, APOSJ_31505, APOSJ_31507, APOSJ_31508	AENJA_19471
OG0003326	APOSJ_02365	AENJA_14434
OG0003327	APOSJ_54640	AENJA_14781
OG0003329	APOSJ_07960, APOSJ_43774, APOSJ_07953, APOSJ_43773	AENJA_15213
OG0003330	APOSJ_50342, APOSJ_30425, APOSJ_64177, APOSJ_50341, APOSJ_40087, APOSJ_48585	AENJA_15240
OG0003331	APOSJ_57011, APOSJ_57010, APOSJ_57008, APOSJ_57009	AENJA_15484
OG0003332	APOSJ_02848	AENJA_15526
OG0003333	APOSJ_38810	AENJA_15663
OG0003335	APOSJ_08677, APOSJ_08675, APOSJ_08678, APOSJ_31091, APOSJ_23252, APOSJ_23251	AENJA_15787
OG0003336	APOSJ_28561	AENJA_15800
OG0003337	APOSJ_55482, APOSJ_08942, APOSJ_55484, APOSJ_55483, APOSJ_55485, APOSJ_25252	AENJA_15893
OG0003338	APOSJ_18258	AENJA_15935
OG0003340	APOSJ_34485, APOSJ_34486, APOSJ_05198	AENJA_16463
OG0003341	APOSJ_45924	AENJA_17359
OG0003342	APOSJ_29624, APOSJ_29622	AENJA_24117, AENJA_17380
OG0003343	APOSJ_05903, APOSJ_05901	AENJA_17471
OG0003344	APOSJ_44660, APOSJ_44661, APOSJ_44656, APOSJ_44658, APOSJ_12791, APOSJ_44657	AENJA_17550
OG0003345	APOSJ_63892, APOSJ_63885	AENJA_17754, AENJA_22123
OG0003347	APOSJ_61426, APOSJ_13501, APOSJ_62825, APOSJ_13499, APOSJ_53359, APOSJ_19251, APOSJ_13500, APOSJ_53358, APOSJ_53357, APOSJ_53356, APOSJ_13502	AENJA_18356
OG0003348	APOSJ_36909, APOSJ_36910	AENJA_18879
OG0003349	APOSJ_31148, APOSJ_31149	AENJA_18916
OG0003351	APOSJ_37147	AENJA_19001
OG0003351	APOSJ_09328, APOSJ_30074	AENJA_20231
OG0003352	APOSJ_18566, APOSJ_18563	AENJA_19121
OG0003353	APOSJ_41464, APOSJ_41465, APOSJ_41463, APOSJ_59718	AENJA_20103
OG0003354	APOSJ_62214, APOSJ_41780, APOSJ_41782, APOSJ_41781, APOSJ_41778, APOSJ_41779	AENJA_20119
OG0003355	APOSJ_57392, APOSJ_57388	AENJA_20320
OG0003356	APOSJ_58430, APOSJ_58431	AENJA_21005
OG0003357	APOSJ_32646	AENJA_21046
OG0003358	APOSJ_05051, APOSJ_57073, APOSJ_41119, APOSJ_28856, APOSJ_05049, APOSJ_05047, APOSJ_05050, APOSJ_05052, APOSJ_05053, APOSJ_05045, APOSJ_05048, APOSJ_05046	AENJA_21116
OG0003359	APOSJ_58549, APOSJ_58548, APOSJ_58547, APOSJ_58550	AENJA_21290
OG0003360	APOSJ_56352	AENJA_21296
OG0003361	APOSJ_00610, APOSJ_27424, APOSJ_27425	AENJA_21382
OG0003362	APOSJ_17080, APOSJ_02774, APOSJ_02776, APOSJ_02775	AENJA_21458
OG0003363	APOSJ_48043, APOSJ_48046, APOSJ_48042, APOSJ_48039, APOSJ_32171, APOSJ_48041, APOSJ_48044, APOSJ_48040	AENJA_21691
OG0003364	APOSJ_19020, APOSJ_45760	AENJA_21855
OG0003365	APOSJ_53888, APOSJ_53889, APOSJ_42007	AENJA_21978
OG0003366	APOSJ_04282, APOSJ_04280, APOSJ_04281	AENJA_22253
OG0003367	APOSJ_01083	AENJA_22965, AENJA_22964
OG0003368	APOSJ_18080	AENJA_23082
OG0003369	APOSJ_46922	AENJA_23134, AENJA_23133
OG0003370	APOSJ_15527	AENJA_23534
OG0003372	APOSJ_07507	AENJA_24254
OG0003373	APOSJ_27159, APOSJ_27158, APOSJ_18321	AENJA_24423
OG0003374	APOSJ_06681, APOSJ_06684	AENJA_24682, AENJA_24683
OG0003375	APOSJ_38227, APOSJ_38228, APOSJ_38229	AENJA_24824
OG0003376	APOSJ_02960, APOSJ_02957, APOSJ_02962, APOSJ_02963, APOSJ_02959, APOSJ_02961, APOSJ_02958	AENJA_24827
OG0003377	APOSJ_10134, APOSJ_20954, APOSJ_10130, APOSJ_10136, APOSJ_00057, APOSJ_10137, APOSJ_16398, APOSJ_16397, APOSJ_37839, APOSJ_16399, APOSJ_10135, APOSJ_16400	AENJA_24906
OG0003378	APOSJ_58126	AENJA_24909
OG0003379	APOSJ_10196	AENJA_25180
OG0003380	APOSJ_34055, APOSJ_07322, APOSJ_07324, APOSJ_07321, APOSJ_34056, APOSJ_07326, APOSJ_07325, APOSJ_07323	AENJA_25323
OG0003381	APOSJ_25111	AENJA_25399
OG0003382	APOSJ_58634, APOSJ_52650	AENJA_25400
OG0003383	APOSJ_18248, APOSJ_55840	AENJA_25690
OG0003384	APOSJ_31645, APOSJ_31642, APOSJ_31643, APOSJ_31644	AENJA_25752
OG0003385	APOSJ_43811, APOSJ_20737, APOSJ_61918, APOSJ_61914, APOSJ_20736, APOSJ_20738, APOSJ_01605, APOSJ_61921, APOSJ_01220, APOSJ_61917, APOSJ_28525, APOSJ_01218, APOSJ_61919, APOSJ_01210, APOSJ_13897, APOSJ_61916	AENJA_26425
OG0003386	APOSJ_22721, APOSJ_22627, APOSJ_62015, APOSJ_62014, APOSJ_62013, APOSJ_36229	AENJA_26435
OG0003387	APOSJ_04175, APOSJ_12111, APOSJ_01954, APOSJ_04174	AENJA_26696
OG0003418	APOSJ_06940, APOSJ_30541	AENJA_06613
OG0003418	APOSJ_08137, APOSJ_08138	AENJA_10801, AENJA_15329, AENJA_00012
OG0003418	APOSJ_52850	AENJA_06091, AENJA_09817, AENJA_21717, AENJA_10662, AENJA_01990
OG0003419	APOSJ_49930, APOSJ_28655, APOSJ_49929, APOSJ_28653, APOSJ_43121, APOSJ_28654	AENJA_00054
OG0003420	APOSJ_35438, APOSJ_35436	AENJA_00096
OG0003422	APOSJ_36170, APOSJ_65089, APOSJ_65088	AENJA_00528
OG0003424	APOSJ_37437, APOSJ_37436	AENJA_00838
OG0003425	APOSJ_59503, APOSJ_59500, APOSJ_59499	AENJA_01194
