Orthogroup	YEAST	DANRE
OG0005267	YEAST03513	DANRE16736, DANRE04469, DANRE04468
OG0005269	YEAST03314	DANRE01789, DANRE01790, DANRE01786, DANRE01788, DANRE01787
OG0005273	YEAST04916	DANRE00867
OG0005275	YEAST03695	DANRE36697, DANRE36699, DANRE36698
OG0005277	YEAST04186	DANRE18726, DANRE18727
OG0005279	YEAST05219	DANRE26144, DANRE26142
OG0005280	YEAST00305	DANRE05020, DANRE05021
OG0005281	YEAST05694	DANRE20087, DANRE38747
OG0005285	YEAST03115	DANRE40751, DANRE40750
OG0005289	YEAST03438	DANRE08757
OG0005292	YEAST01718	DANRE37125, DANRE37126
OG0005293	YEAST03033	DANRE07536
OG0005294	YEAST01981	DANRE19668, DANRE19667, DANRE33427, DANRE33428
OG0005298	YEAST03696	DANRE12766
OG0005299	YEAST00788	DANRE25389
OG0005300	YEAST04941	DANRE31485
OG0005304	YEAST05397	DANRE43101, DANRE43102
OG0005309	YEAST03670	DANRE04988, DANRE04987, DANRE41130
OG0005312	YEAST05201, YEAST04689	DANRE02196, DANRE02195
OG0005314	YEAST05231, YEAST01835	DANRE41878, DANRE41879, DANRE41881, DANRE41880, DANRE16592
OG0005316	YEAST02690	DANRE26300, DANRE26301
OG0005317	YEAST03232	DANRE42290
OG0005318	YEAST02932	DANRE27185
OG0005319	YEAST00507	DANRE05294
OG0005323	YEAST01809	DANRE41154, DANRE41153
OG0005324	YEAST02894	DANRE23731
OG0005326	YEAST02113	DANRE19808, DANRE38806
OG0005360	YEAST05037	DANRE37597
OG0005365	YEAST00555	DANRE15803
OG0005366	YEAST05488	DANRE35231, DANRE35230
OG0005370	YEAST06092	DANRE37074, DANRE37075
OG0005371	YEAST06170	DANRE34774
OG0005373	YEAST05422	DANRE17209
OG0005374	YEAST05714	DANRE18198
OG0005375	YEAST03962	DANRE29932
OG0005379	YEAST03216	DANRE28814
OG0005390	YEAST03532	DANRE26690, DANRE26689
OG0005391	YEAST02166	DANRE12672, DANRE12673
OG0005393	YEAST04280	DANRE09013, DANRE09012
OG0005394	YEAST00853	DANRE13635
OG0005396	YEAST05100	DANRE24333, DANRE24335, DANRE24334
OG0005399	YEAST03052	DANRE39369
OG0005402	YEAST00454, YEAST00455	DANRE13107, DANRE13106
OG0005403	YEAST03894	DANRE24963
OG0005406	YEAST00801	DANRE09765, DANRE13301
OG0005409	YEAST01305	DANRE12530, DANRE12531
OG0005412	YEAST00286	DANRE02989, DANRE02990, DANRE02992, DANRE02991
OG0005413	YEAST00212	DANRE39064
OG0005417	YEAST02517	DANRE29997
OG0005422	YEAST00744	DANRE35580
OG0005430	YEAST02046	DANRE39357
OG0005431	YEAST00653	DANRE09200, DANRE09201
OG0005432	YEAST00083	DANRE08285
OG0005433	YEAST00126	DANRE19173
OG0005435	YEAST02973	DANRE35885, DANRE35886, DANRE35883, DANRE35882
OG0005437	YEAST04554	DANRE37484
OG0005438	YEAST03985	DANRE36447
OG0005439	YEAST00480, YEAST02388	DANRE18501, DANRE18502
OG0005446	YEAST02856	DANRE18147
OG0005448	YEAST00061	DANRE40554, DANRE00566
OG0005451	YEAST02174	DANRE26347
OG0005455	YEAST01906	DANRE27358, DANRE27359, DANRE38815
OG0005464	YEAST03289	DANRE22331
OG0005465	YEAST02925	DANRE05457
OG0005466	YEAST04413	DANRE36578
OG0005468	YEAST03549	DANRE27698, DANRE27699, DANRE27700, DANRE27697
OG0005469	YEAST03750	DANRE30812
OG0005470	YEAST05805	DANRE06466, DANRE06467
OG0005471	YEAST02704	DANRE07422
OG0005474	YEAST05625	DANRE03400
OG0005476	YEAST00929	DANRE31627
OG0005479	YEAST06140	DANRE38869, DANRE38870
OG0005481	YEAST02988	DANRE33798, DANRE33799
OG0005482	YEAST06080	DANRE08077
OG0005484	YEAST05993	DANRE15956, DANRE15955, DANRE15954
OG0005488	YEAST02834	DANRE00136, DANRE00135
OG0005489	YEAST02006	DANRE29709
OG0005490	YEAST02289	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832
OG0005493	YEAST03669	DANRE11814
OG0005495	YEAST04982	DANRE34985, DANRE34986
OG0005498	YEAST02944	DANRE09835, DANRE09834
OG0005499	YEAST00316	DANRE01400, DANRE01401
OG0005503	YEAST01883	DANRE10305
OG0005504	YEAST02859	DANRE07863, DANRE07864
OG0005508	YEAST05735	DANRE14976, DANRE14977
OG0005511	YEAST04889	DANRE21520
OG0005514	YEAST00756	DANRE39609, DANRE39607, DANRE39610, DANRE39608
OG0005524	YEAST04752	DANRE03090
OG0005527	YEAST05177	DANRE25598, DANRE30947
OG0005531	YEAST02508	DANRE31418, DANRE31417
OG0005533	YEAST05670	DANRE12566
OG0005535	YEAST03305	DANRE20126
OG0005537	YEAST00932	DANRE14245, DANRE14246
OG0005539	YEAST01881	DANRE15118, DANRE15119
OG0005540	YEAST04214	DANRE13556, DANRE13552, DANRE13553, DANRE13554, DANRE13555
OG0005545	YEAST06273	DANRE02887
OG0005554	YEAST01003	DANRE39338, DANRE39339, DANRE39340
OG0005556	YEAST01807	DANRE34261
OG0005559	YEAST02680	DANRE14663, DANRE14666, DANRE14664, DANRE14665, DANRE14662
OG0005560	YEAST01996	DANRE36070, DANRE36069
OG0005561	YEAST05048	DANRE23494
OG0005562	YEAST02317	DANRE19787
OG0005563	YEAST03552	DANRE41618, DANRE41621, DANRE41622, DANRE41619
OG0005564	YEAST02525	DANRE19104, DANRE19105
OG0005566	YEAST02934	DANRE39659, DANRE00333
OG0005569	YEAST01288	DANRE25030
OG0005570	YEAST05155	DANRE16077, DANRE16079, DANRE16078
OG0005572	YEAST04844	DANRE15331, DANRE15330
OG0005573	YEAST00059	DANRE25229
OG0005574	YEAST02083	DANRE37569, DANRE37570
OG0005575	YEAST02256	DANRE03463, DANRE03462
OG0005580	YEAST03612	DANRE28264
OG0005582	YEAST06134	DANRE43393
OG0005584	YEAST03140, YEAST03524	DANRE19587, DANRE19588
OG0005586	YEAST00364	DANRE21731, DANRE13942
OG0005589	YEAST06142	DANRE41477
OG0005590	YEAST05462	DANRE16067
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	DANRE30249
OG0005594	YEAST04980	DANRE10635
OG0005595	YEAST01803	DANRE30852
OG0005597	YEAST02753	DANRE15269, DANRE15270
OG0005598	YEAST01870	DANRE25018
OG0005599	YEAST01798	DANRE36072
OG0005600	YEAST00206	DANRE40275
OG0005604	YEAST03276	DANRE16557
OG0005605	YEAST01083	DANRE34529
OG0005613	YEAST02714	DANRE11321, DANRE16822, DANRE16821
OG0005617	YEAST02068	DANRE36363, DANRE00407
OG0005618	YEAST04830	DANRE00178, DANRE00176, DANRE00177
OG0005620	YEAST04915	DANRE31254
OG0005622	YEAST05142	DANRE18660
OG0005623	YEAST01590	DANRE05432, DANRE05431
OG0005626	YEAST02896	DANRE01117, DANRE07553
OG0005632	YEAST01025	DANRE17405, DANRE17404
OG0005636	YEAST04250, YEAST02533	DANRE13481, DANRE13482
OG0005641	YEAST05413	DANRE02949, DANRE02948, DANRE02947
OG0005643	YEAST05368	DANRE36781
OG0005645	YEAST03386	DANRE10983
OG0005649	YEAST03683	DANRE42185, DANRE42183, DANRE42184
OG0005652	YEAST02748	DANRE02692, DANRE02690, DANRE02691
OG0005656	YEAST05558	DANRE04885, DANRE04886, DANRE04884
OG0005660	YEAST04813	DANRE34620
OG0005665	YEAST05074	DANRE20987, DANRE20989, DANRE20988, DANRE28322, DANRE20990, DANRE20991, DANRE28323, DANRE12305, DANRE29818
OG0005681	YEAST01514	DANRE02172, DANRE02167, DANRE02170, DANRE02169, DANRE02171, DANRE02168
OG0005694	YEAST02311	DANRE12317, DANRE12318
OG0005701	YEAST03349	DANRE05393, DANRE05394
OG0005702	YEAST02337	DANRE08887
OG0005703	YEAST00484	DANRE33923
OG0005707	YEAST01682	DANRE20947
OG0005715	YEAST05111	DANRE43098
OG0005719	YEAST01866	DANRE22979
OG0005723	YEAST05629	DANRE41011, DANRE41012, DANRE41010
OG0005724	YEAST03029	DANRE20202
OG0005728	YEAST03877	DANRE37055
OG0005731	YEAST04127	DANRE30002
OG0005732	YEAST05411, YEAST00067	DANRE16848
OG0005734	YEAST03845	DANRE22995, DANRE20594
OG0005747	YEAST02338	DANRE23184, DANRE23183
OG0005749	YEAST00550	DANRE30710
OG0005750	YEAST05318	DANRE07024
OG0005758	YEAST03970	DANRE07527, DANRE07528
OG0005764	YEAST03256	DANRE09780
OG0005769	YEAST05614	DANRE17644, DANRE17643, DANRE17645
OG0005774	YEAST01218	DANRE22637
OG0005775	YEAST04199	DANRE03621
OG0005779	YEAST03322	DANRE40753, DANRE40752
OG0005783	YEAST04090	DANRE19394, DANRE19393
OG0005784	YEAST06131	DANRE05427, DANRE05426, DANRE05425
OG0005787	YEAST03651	DANRE38319
OG0005789	YEAST06245	DANRE38286
OG0005790	YEAST01022	DANRE05586
OG0005792	YEAST02379	DANRE00903
OG0005793	YEAST03437	DANRE26367
OG0005794	YEAST03999	DANRE03459, DANRE03461, DANRE03460
OG0005796	YEAST02169	DANRE35301
OG0005797	YEAST04949	DANRE06686
OG0005799	YEAST05573	DANRE07255, DANRE07256
OG0005800	YEAST03278	DANRE14375, DANRE14374
OG0005801	YEAST00340	DANRE10200
OG0005803	YEAST05968	DANRE42298
OG0005805	YEAST01806	DANRE33433, DANRE33434
OG0005807	YEAST01275	DANRE42401
OG0005811	YEAST01007	DANRE30619
OG0005812	YEAST06095, YEAST02696, YEAST03626	DANRE06734, DANRE06736, DANRE06735
OG0005814	YEAST01475	DANRE00480, DANRE00481, DANRE00482
OG0005815	YEAST03739	DANRE35338, DANRE35339
OG0005819	YEAST04896	DANRE29106
OG0005823	YEAST01415	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319
OG0005828	YEAST00547	DANRE11026
OG0005831	YEAST05339	DANRE03042, DANRE03041
OG0005832	YEAST00468	DANRE12840
OG0005835	YEAST01714	DANRE22723
OG0005837	YEAST02139	DANRE28876
OG0005842	YEAST02254	DANRE01807
OG0005843	YEAST02236	DANRE27852, DANRE27853
OG0005845	YEAST00903	DANRE08278, DANRE08279, DANRE08276, DANRE08277
OG0005848	YEAST01451, YEAST02858	DANRE29474
OG0005849	YEAST01002	DANRE42620
OG0005850	YEAST01618	DANRE02454
OG0005860	YEAST01211	DANRE40800
OG0005864	YEAST04171	DANRE00114
OG0005865	YEAST02036	DANRE36625, DANRE36626
OG0005866	YEAST02662, YEAST00926, YEAST05389	DANRE11579
OG0005869	YEAST04361	DANRE36892, DANRE36893
OG0005872	YEAST00119	DANRE10465, DANRE10464
OG0005874	YEAST05241	DANRE42750
OG0005880	YEAST00456	DANRE21270, DANRE21271
OG0005886	YEAST01320	DANRE11989
OG0005887	YEAST02429, YEAST01660	DANRE35050
OG0005888	YEAST01289, YEAST02921	DANRE30287
OG0005889	YEAST02568	DANRE38035
OG0005893	YEAST05434	DANRE16112
OG0005897	YEAST04730	DANRE15609
OG0005898	YEAST04411	DANRE42374
OG0005899	YEAST01832	DANRE30256
OG0005901	YEAST04462	DANRE12702
OG0005902	YEAST03800	DANRE14687
OG0005906	YEAST01796	DANRE42799
OG0005909	YEAST01623	DANRE26562, DANRE26561
OG0005919	YEAST06039	DANRE27437
OG0005921	YEAST01856	DANRE00770, DANRE00771, DANRE07756, DANRE07757
OG0005922	YEAST03364	DANRE01622
OG0005928	YEAST02001	DANRE01870, DANRE01871
OG0005931	YEAST04950	DANRE37655
OG0005932	YEAST02495	DANRE12427, DANRE12426
OG0005933	YEAST05705	DANRE33836, DANRE33835, DANRE35227
OG0005936	YEAST03224	DANRE39451, DANRE39450
OG0005940	YEAST04035	DANRE18047
OG0005943	YEAST00579	DANRE28508
OG0005944	YEAST01316	DANRE04523, DANRE04524
OG0005946	YEAST05608	DANRE40755, DANRE40756
OG0005949	YEAST06253	DANRE36776
OG0005952	YEAST03507	DANRE00112, DANRE00113
OG0005954	YEAST01233	DANRE25527
OG0005955	YEAST00616	DANRE41176, DANRE41175
OG0005960	YEAST04608	DANRE06005
OG0005961	YEAST00672	DANRE36709, DANRE36708
OG0005965	YEAST02033	DANRE07318, DANRE07317, DANRE15870
OG0005966	YEAST04113	DANRE30542, DANRE30541
OG0005968	YEAST05417	DANRE17712
OG0005969	YEAST04558, YEAST04559	DANRE05968, DANRE22135, DANRE22134, DANRE22133
OG0005970	YEAST05328	DANRE21493
OG0005974	YEAST06068	DANRE17648
OG0005976	YEAST02136	DANRE42119, DANRE42118
OG0005978	YEAST01891	DANRE15157
OG0005980	YEAST06132	DANRE23331, DANRE23328, DANRE23330, DANRE23329, DANRE23332
OG0005984	YEAST04078, YEAST01479	DANRE19178, DANRE19177
OG0005985	YEAST00726	DANRE33946
OG0005986	YEAST02056	DANRE11830, DANRE37149
OG0005987	YEAST05748	DANRE20527
OG0005989	YEAST04850	DANRE26234
OG0005991	YEAST06034	DANRE25006
OG0005993	YEAST04496	DANRE22273, DANRE22274
OG0005995	YEAST01813	DANRE05970
OG0005996	YEAST02670	DANRE13892, DANRE13893, DANRE10358
OG0005998	YEAST04034	DANRE40594, DANRE19430
OG0006001	YEAST02335	DANRE25824
OG0006003	YEAST05889	DANRE35433, DANRE35432, DANRE35431
OG0006005	YEAST05024	DANRE20235
OG0006011	YEAST02553	DANRE33317
OG0006031	YEAST00879	DANRE12894, DANRE38362
OG0006059	YEAST03490	DANRE03446
OG0006063	YEAST00475	DANRE20565, DANRE20567, DANRE20566
OG0006064	YEAST03138	DANRE20071
OG0006065	YEAST06018	DANRE40647, DANRE40645, DANRE40646, DANRE40648
OG0006069	YEAST00670	DANRE30008
OG0006071	YEAST02732	DANRE33309
OG0006072	YEAST03317	DANRE38386
OG0006073	YEAST06328	DANRE08194
OG0006074	YEAST00045	DANRE17468, DANRE17467
OG0006079	YEAST05794	DANRE25248, DANRE25247
OG0006084	YEAST02308	DANRE15943, DANRE15942
OG0006087	YEAST02260	DANRE37182, DANRE43283, DANRE37181
OG0006090	YEAST03852	DANRE04442
OG0006095	YEAST03334	DANRE17173
OG0006096	YEAST03331	DANRE01527
OG0006098	YEAST06192	DANRE23818
OG0006103	YEAST01110	DANRE18499, DANRE18498
OG0006104	YEAST03697	DANRE30099
OG0006106	YEAST00295	DANRE24568
OG0006113	YEAST06164	DANRE24651, DANRE24652, DANRE24653
OG0006114	YEAST05960	DANRE40471, DANRE40472
OG0006115	YEAST01346	DANRE18916
OG0006116	YEAST05770	DANRE19983
OG0006117	YEAST05899	DANRE35996
OG0006122	YEAST05199	DANRE03702
OG0006127	YEAST04711	DANRE12645, DANRE12644
OG0006134	YEAST00416	DANRE10582, DANRE10584, DANRE10583
OG0006135	YEAST00161	DANRE11159
OG0006136	YEAST05740	DANRE43216, DANRE43217
OG0006140	YEAST05182	DANRE01106, DANRE01107
OG0006141	YEAST02626	DANRE25157
OG0006144	YEAST04770	DANRE37479
OG0006145	YEAST01394	DANRE22910
OG0006147	YEAST05179	DANRE01485, DANRE01741, DANRE01484, DANRE01486
OG0006149	YEAST05979	DANRE22999, DANRE22998
OG0006152	YEAST03796	DANRE23287, DANRE23286
OG0006155	YEAST04800	DANRE09888, DANRE09887
OG0006156	YEAST00437	DANRE05993, DANRE05992
OG0006159	YEAST06098	DANRE35670
OG0006160	YEAST01548	DANRE30910
OG0006161	YEAST04301	DANRE09532, DANRE14318
OG0006168	YEAST01411	DANRE30290, DANRE30289
OG0006169	YEAST02933	DANRE19880, DANRE19879
OG0006177	YEAST01871, YEAST01295	DANRE37713, DANRE37714
OG0006180	YEAST00504	DANRE26681, DANRE26680
OG0006181	YEAST02419	DANRE13257
OG0006185	YEAST05986	DANRE27169, DANRE27168, DANRE27167
OG0006186	YEAST01010	DANRE40100, DANRE40101
OG0006188	YEAST05311	DANRE07386, DANRE43366
OG0006189	YEAST00844, YEAST06269	DANRE28624, DANRE35629, DANRE35630, DANRE35631
OG0006191	YEAST02336	DANRE39537
OG0006192	YEAST06153	DANRE05771, DANRE05775
OG0006196	YEAST03954	DANRE07513
OG0006199	YEAST06121	DANRE03649
OG0006200	YEAST05079	DANRE31009
OG0006202	YEAST00362	DANRE27776
OG0006204	YEAST02271	DANRE03153, DANRE03154
OG0006209	YEAST04555	DANRE34587, DANRE00320
OG0006210	YEAST00201	DANRE14604, DANRE14603
OG0006213	YEAST03554	DANRE42202
OG0006214	YEAST04089	DANRE30688
OG0006216	YEAST01089	DANRE02603
OG0006217	YEAST00809	DANRE02455
OG0006224	YEAST02751, YEAST03048	DANRE23192
OG0006225	YEAST04875	DANRE22204, DANRE22205
OG0006227	YEAST00128	DANRE34044
OG0006229	YEAST00143	DANRE15936
OG0006230	YEAST03869	DANRE41675, DANRE41674
OG0006233	YEAST04247	DANRE36490
OG0006237	YEAST02126	DANRE23513, DANRE23512
OG0006240	YEAST04649	DANRE36672, DANRE36673
OG0006245	YEAST05732	DANRE35696
OG0006247	YEAST04977	DANRE19272
OG0006249	YEAST00821	DANRE03718, DANRE03719
OG0006250	YEAST05424	DANRE07127
OG0006251	YEAST04963	DANRE08349
OG0006255	YEAST03350	DANRE03497, DANRE03495, DANRE03496
OG0006258	YEAST05637	DANRE19030
OG0006259	YEAST05672	DANRE18871
OG0006260	YEAST04100	DANRE22086
OG0006263	YEAST02521	DANRE24117, DANRE24118
OG0006269	YEAST03069	DANRE36731, DANRE36732
OG0006271	YEAST00375	DANRE35905
OG0006275	YEAST06102	DANRE11416
OG0006277	YEAST02811	DANRE08231, DANRE08230, DANRE08233, DANRE08232
OG0006279	YEAST04402	DANRE42307
OG0006280	YEAST04541	DANRE17962
OG0006281	YEAST04979	DANRE20618
OG0006282	YEAST01445	DANRE01823
OG0006283	YEAST00229	DANRE23890
OG0006284	YEAST04213	DANRE42627
OG0006288	YEAST02860	DANRE19521
OG0006289	YEAST06209	DANRE02205, DANRE02206
OG0006293	YEAST05380	DANRE00138, DANRE00137
OG0006294	YEAST04000	DANRE18822, DANRE18821
OG0006295	YEAST05360	DANRE19856
OG0006302	YEAST01852	DANRE25685
OG0006306	YEAST00230	DANRE10076
OG0006311	YEAST01145	DANRE25002
OG0006313	YEAST02392	DANRE10086
OG0006315	YEAST00489	DANRE11260
OG0006317	YEAST02082	DANRE09482, DANRE09481
OG0006319	YEAST01135	DANRE40452, DANRE40453
OG0006320	YEAST04478	DANRE25698, DANRE25697
OG0006322	YEAST00815	DANRE20598
OG0006329	YEAST01245	DANRE39682
OG0006332	YEAST06042	DANRE37684, DANRE37685, DANRE37686
OG0006334	YEAST00864	DANRE16756
OG0006335	YEAST02588	DANRE36579
OG0006339	YEAST06286	DANRE19470, DANRE19472, DANRE19471
OG0006340	YEAST00922, YEAST05387	DANRE05946
OG0006341	YEAST01452	DANRE16542
OG0006344	YEAST01465	DANRE39214, DANRE27258
OG0006347	YEAST03436	DANRE02099
OG0006349	YEAST05233	DANRE40582
OG0006350	YEAST00452	DANRE09366, DANRE09365
OG0006357	YEAST02650	DANRE22157, DANRE22156, DANRE22158
OG0006360	YEAST01556	DANRE43226
OG0006362	YEAST05722	DANRE10073
OG0006370	YEAST02350	DANRE38769, DANRE38768
OG0006372	YEAST05423	DANRE15208
OG0006375	YEAST05198	DANRE03585, DANRE03583, DANRE03582, DANRE03584
OG0006377	YEAST04974	DANRE19336
OG0006378	YEAST01924	DANRE19595
OG0006381	YEAST01058	DANRE30686, DANRE12585
OG0006382	YEAST03313	DANRE05618
OG0006385	YEAST04806	DANRE19944, DANRE37812
OG0006387	YEAST05324	DANRE05852, DANRE05851
OG0006389	YEAST02409	DANRE04415, DANRE04414
OG0006390	YEAST00339	DANRE30913, DANRE30915, DANRE30914, DANRE30912, DANRE30911
OG0006392	YEAST01246	DANRE41904
OG0006395	YEAST03605	DANRE22284, DANRE22283
OG0006396	YEAST02453	DANRE39566
OG0006407	YEAST02250	DANRE15204, DANRE15205
OG0006416	YEAST00023	DANRE24129
OG0006447	YEAST03459	DANRE34812
OG0006448	YEAST00505, YEAST04285	DANRE27832
OG0006449	YEAST02458	DANRE14730, DANRE14731
OG0006456	YEAST06224	DANRE14385
OG0006459	YEAST00972, YEAST00245	DANRE25979, DANRE25980
OG0006461	YEAST05346	DANRE40456
OG0006462	YEAST01838	DANRE03375, DANRE30415
OG0006464	YEAST05965	DANRE22250
OG0006465	YEAST01875	DANRE02945, DANRE02946, DANRE02944
OG0006467	YEAST02272	DANRE39298
OG0006470	YEAST01306	DANRE15907, DANRE15908
OG0006474	YEAST03988	DANRE39677
OG0006475	YEAST06223, YEAST00349	DANRE24226
OG0006476	YEAST00315	DANRE01065, DANRE01064
OG0006479	YEAST05669	DANRE22957, DANRE22955, DANRE22956
OG0006481	YEAST06165	DANRE34163
OG0006488	YEAST02614	DANRE07587, DANRE07586
OG0006498	YEAST02291	DANRE34352, DANRE34351
OG0006503	YEAST06053	DANRE07132, DANRE07133, DANRE07134
OG0006504	YEAST02866	DANRE20127, DANRE20128
OG0006507	YEAST02914	DANRE22794
OG0006509	YEAST02252	DANRE23625
OG0006511	YEAST01899	DANRE37056
OG0006512	YEAST04169	DANRE29342
OG0006514	YEAST05820	DANRE07332
OG0006515	YEAST03195	DANRE04926, DANRE04925, DANRE04924
OG0006516	YEAST02248	DANRE05513, DANRE05512
OG0006520	YEAST05914	DANRE01097, DANRE01098
OG0006523	YEAST04170	DANRE13254
OG0006528	YEAST02276	DANRE15366
OG0006532	YEAST05019	DANRE02116
OG0006536	YEAST05130	DANRE16746, DANRE16747
OG0006538	YEAST02168	DANRE01948
OG0006543	YEAST03219	DANRE04511
OG0006544	YEAST06160	DANRE36922, DANRE36923, DANRE36921
OG0006550	YEAST05541	DANRE31528, DANRE31529, DANRE31527
OG0006552	YEAST02016	DANRE19095
OG0006553	YEAST05825	DANRE15584, DANRE15585, DANRE30044
OG0006554	YEAST04136	DANRE19522
OG0006561	YEAST00874	DANRE18058
OG0006564	YEAST05934	DANRE07932, DANRE07931, DANRE07933
OG0006568	YEAST03560	DANRE16829
OG0006569	YEAST02940	DANRE04566
OG0006571	YEAST00795	DANRE33971
OG0006574	YEAST06163	DANRE21767, DANRE21766, DANRE21765
OG0006577	YEAST03945	DANRE01281
OG0006578	YEAST00813	DANRE19007, DANRE19008
OG0006580	YEAST04957	DANRE26459
OG0006584	YEAST01846	DANRE09521
OG0006589	YEAST04474	DANRE31630
OG0006594	YEAST00464	DANRE39229, DANRE39227, DANRE39230, DANRE39228
OG0006595	YEAST05577	DANRE04332, DANRE04333
OG0006596	YEAST03312	DANRE36993
OG0006597	YEAST01876	DANRE06998
OG0006598	YEAST02580	DANRE34799, DANRE34800
OG0006602	YEAST06259	DANRE16908, DANRE16909
OG0006603	YEAST05721	DANRE39335
OG0006604	YEAST01597	DANRE08282, DANRE08283
OG0006607	YEAST05258	DANRE10066, DANRE10065
OG0006609	YEAST04231	DANRE38772, DANRE38771
OG0006610	YEAST04593	DANRE15476, DANRE15475
OG0006611	YEAST02395	DANRE23305
OG0006613	YEAST00490	DANRE43420
OG0006615	YEAST02695	DANRE14777, DANRE14778
OG0006617	YEAST02864, YEAST02189	DANRE11557, DANRE11556
OG0006619	YEAST03691	DANRE24678
OG0006622	YEAST04382	DANRE06401
OG0006625	YEAST05905	DANRE15350, DANRE15349
OG0006627	YEAST01553	DANRE03368, DANRE03369
OG0006630	YEAST05584	DANRE13211
OG0006633	YEAST05580	DANRE26873, DANRE26872, DANRE26871
OG0006636	YEAST06190	DANRE09302
OG0006637	YEAST06011	DANRE04008, DANRE04009
OG0006651	YEAST03308	DANRE00823, DANRE00822
OG0006655	YEAST04609	DANRE12365
OG0006658	YEAST03323	DANRE11677, DANRE18834
OG0006662	YEAST02707	DANRE00965
OG0006663	YEAST04538	DANRE08633, DANRE08634
OG0006664	YEAST04769	DANRE03439
OG0006667	YEAST03011	DANRE26598
OG0006668	YEAST00040	DANRE16558, DANRE16559
OG0006669	YEAST05379	DANRE19000, DANRE18999
OG0006678	YEAST03428	DANRE28792
OG0006681	YEAST02774	DANRE17737
OG0006688	YEAST02298	DANRE37962
OG0006690	YEAST00986	DANRE23373, DANRE23374, DANRE23375
OG0006691	YEAST06141	DANRE03684
OG0006692	YEAST04243	DANRE15155, DANRE15154
OG0006694	YEAST04074	DANRE18391
OG0006703	YEAST04919	DANRE39207
OG0006704	YEAST02241	DANRE26929, DANRE26930
OG0006706	YEAST01312	DANRE26557
OG0006707	YEAST04448	DANRE41014, DANRE41015
OG0006712	YEAST01297	DANRE23043
OG0006716	YEAST01688	DANRE27259
OG0006717	YEAST03273, YEAST00511	DANRE07244, DANRE07245, DANRE07243
OG0006722	YEAST05928	DANRE37554, DANRE37553
OG0006725	YEAST05141	DANRE36705
OG0006726	YEAST01310	DANRE18406, DANRE18407
OG0006728	YEAST01819	DANRE09817
OG0006730	YEAST06066	DANRE40426
OG0006732	YEAST05092	DANRE42548, DANRE42549
OG0006736	YEAST03708, YEAST02845	DANRE15188
OG0006738	YEAST03786	DANRE41395
OG0006741	YEAST00908	DANRE22261
OG0006752	YEAST01605	DANRE34984
OG0006753	YEAST06210	DANRE11805, DANRE11806
OG0006754	YEAST05223, YEAST00660	DANRE09950, DANRE13577
OG0006755	YEAST03743	DANRE35544
OG0006757	YEAST02585	DANRE13143, DANRE13144
OG0006758	YEAST00132	DANRE22084
OG0006766	YEAST01711	DANRE20282, DANRE20283
OG0006769	YEAST04955	DANRE38421, DANRE38420
OG0006772	YEAST05602	DANRE16400
OG0006775	YEAST01095	DANRE03588, DANRE03589, DANRE03590
OG0006776	YEAST02455	DANRE29920, DANRE29919, DANRE29918
OG0006777	YEAST05242	DANRE19888
OG0006826	YEAST03748	DANRE20199, DANRE20200
OG0006830	YEAST02320	DANRE20293
OG0006838	YEAST01244	DANRE29999, DANRE30000
OG0006843	YEAST03855	DANRE00575
OG0006846	YEAST04146	DANRE11134
OG0006853	YEAST03500	DANRE30632
OG0006860	YEAST03798	DANRE39348
OG0006867	YEAST03341	DANRE04670, DANRE04669
OG0006869	YEAST01706	DANRE39720, DANRE39721
OG0006874	YEAST03449	DANRE02204
OG0006876	YEAST00384	DANRE36350
OG0006880	YEAST04631	DANRE02192, DANRE02193, DANRE02191
OG0006881	YEAST01049	DANRE07877
OG0006887	YEAST01983	DANRE35935
OG0006888	YEAST00485	DANRE20632
OG0006890	YEAST02034	DANRE04449
OG0006891	YEAST00187	DANRE15280, DANRE15279
OG0006892	YEAST04820	DANRE42353
OG0006894	YEAST01360	DANRE04254, DANRE04253
OG0006897	YEAST00856	DANRE34848, DANRE34849, DANRE34850
OG0006901	YEAST05480	DANRE42359, DANRE42358
OG0006906	YEAST00746	DANRE35097
OG0006918	YEAST05610	DANRE09402
OG0006920	YEAST02490	DANRE41930
OG0006924	YEAST04308	DANRE34932
OG0006927	YEAST00921	DANRE28369
OG0006934	YEAST02053	DANRE42873
OG0006935	YEAST02014	DANRE04751
OG0006936	YEAST06114	DANRE05124
OG0006937	YEAST05537	DANRE39416
OG0006938	YEAST02536	DANRE01654
OG0006939	YEAST01033	DANRE05866, DANRE05865
OG0006940	YEAST05163	DANRE03264, DANRE03263
OG0006942	YEAST00190	DANRE40029
OG0006943	YEAST02583	DANRE31332
OG0006949	YEAST00975, YEAST00256	DANRE12732
OG0006952	YEAST02831	DANRE14759
OG0006953	YEAST02903, YEAST04751, YEAST05739	DANRE01132
OG0006959	YEAST01865	DANRE37495
OG0006964	YEAST05995	DANRE09142
OG0006966	YEAST02544	DANRE12258
OG0006967	YEAST06235	DANRE03623, DANRE03622
OG0006968	YEAST03972	DANRE26323
OG0006969	YEAST01604	DANRE06563
OG0006971	YEAST00044	DANRE40878, DANRE40877
OG0006973	YEAST03793	DANRE17252
