Orthogroup	YEAST	MOUSE
OG0004922	YEAST03302	MOUSE13359, MOUSE30211, MOUSE30209, MOUSE30210, MOUSE30212
OG0004924	YEAST03555, YEAST03277	MOUSE10047
OG0004928	YEAST00311	MOUSE05335, MOUSE05336
OG0004932	YEAST04654	MOUSE29134
OG0004935	YEAST02167	MOUSE53807, MOUSE53817, MOUSE53825, MOUSE17944, MOUSE17945
OG0004940	YEAST05107, YEAST05559	MOUSE20737, MOUSE06844
OG0004941	YEAST03194	MOUSE24305, MOUSE24308, MOUSE24309, MOUSE24307, MOUSE24306
OG0004947	YEAST05164	MOUSE10397, MOUSE10395, MOUSE10396, MOUSE10394
OG0004948	YEAST02275	MOUSE05736, MOUSE27269
OG0004949	YEAST04201	MOUSE42542, MOUSE42543, MOUSE42540, MOUSE42541
OG0004952	YEAST02477	MOUSE07097, MOUSE07096
OG0004954	YEAST06058	MOUSE12687, MOUSE12689, MOUSE12688
OG0004962	YEAST04400	MOUSE06938, MOUSE06939
OG0004963	YEAST04940	MOUSE37240, MOUSE37238
OG0004964	YEAST04104	MOUSE05557, MOUSE05556
OG0004968	YEAST03489	MOUSE49508, MOUSE49507, MOUSE49506, MOUSE49505, MOUSE49504
OG0004969	YEAST02591	MOUSE15411, MOUSE15409, MOUSE15410
OG0004970	YEAST04414	MOUSE22680, MOUSE53993
OG0004971	YEAST05364	MOUSE18798, MOUSE18799
OG0004972	YEAST03511	MOUSE46148, MOUSE46149, MOUSE46147
OG0004975	YEAST00144, YEAST01994	MOUSE13200
OG0004976	YEAST05983	MOUSE19407
OG0004977	YEAST06017	MOUSE22048, MOUSE22047, MOUSE22046
OG0004979	YEAST06027	MOUSE08609, MOUSE08610, MOUSE08606, MOUSE08608, MOUSE08607, MOUSE08605
OG0004980	YEAST05221	MOUSE11419, MOUSE11421, MOUSE11420, MOUSE11418, MOUSE00740
OG0004981	YEAST03914, YEAST04639	MOUSE10970, MOUSE10969
OG0004982	YEAST03625	MOUSE25444, MOUSE25443
OG0004985	YEAST03498	MOUSE40995
OG0004988	YEAST05990	MOUSE37283
OG0004989	YEAST04576	MOUSE27227
OG0004990	YEAST04419	MOUSE36131, MOUSE36130, MOUSE36129, MOUSE36128, MOUSE36126, MOUSE36124, MOUSE36127, MOUSE36123, MOUSE36125
OG0004992	YEAST05627	MOUSE23788, MOUSE23789, MOUSE23787, MOUSE23786
OG0004996	YEAST04793	MOUSE41010, MOUSE41011, MOUSE41009, MOUSE41008
OG0004997	YEAST01342	MOUSE46780
OG0005002	YEAST05414	MOUSE01458, MOUSE01457
OG0005003	YEAST02467, YEAST00216	MOUSE04384
OG0005006	YEAST06096	MOUSE02176, MOUSE05686, MOUSE05684, MOUSE05687, MOUSE05685
OG0005007	YEAST04876	MOUSE12939
OG0005007	YEAST03893	MOUSE29570, MOUSE29569, MOUSE29571, MOUSE29568, MOUSE12938
OG0005014	YEAST02538	MOUSE15361
OG0005015	YEAST01649, YEAST01932	MOUSE31549, MOUSE31548, MOUSE31550, MOUSE31551
OG0005038	YEAST02861	MOUSE54302, MOUSE54298, MOUSE54299, MOUSE19866, MOUSE36889, MOUSE54301, MOUSE54300, MOUSE54297
OG0005040	YEAST04778	MOUSE16190
OG0005047	YEAST01837	MOUSE16902, MOUSE16903
OG0005053	YEAST00680	MOUSE04391
OG0005055	YEAST02159	MOUSE03104, MOUSE03102, MOUSE03103
OG0005059	YEAST03737	MOUSE25532
OG0005067	YEAST06051	MOUSE08612, MOUSE08611
OG0005069	YEAST03130	MOUSE16850
OG0005073	YEAST00873	MOUSE09457, MOUSE09456, MOUSE09453, MOUSE09458, MOUSE09455, MOUSE09459
OG0005076	YEAST04563	MOUSE51690, MOUSE51689, MOUSE51691
OG0005081	YEAST03124	MOUSE05397, MOUSE05396, MOUSE05395
OG0005083	YEAST00678, YEAST05235	MOUSE16618
OG0005084	YEAST03782	MOUSE41249
OG0005085	YEAST06159	MOUSE41896, MOUSE41895, MOUSE41892, MOUSE41893, MOUSE41894
OG0005086	YEAST00205	MOUSE11278, MOUSE11279, MOUSE11277
OG0005087	YEAST00816	MOUSE24357, MOUSE24356, MOUSE24354
OG0005088	YEAST05769, YEAST03125	MOUSE48666
OG0005089	YEAST04644	MOUSE32552
OG0005090	YEAST00338	MOUSE15030, MOUSE15031
OG0005091	YEAST05089	MOUSE38790
OG0005093	YEAST01810	MOUSE00573, MOUSE00574, MOUSE00575, MOUSE00572
OG0005095	YEAST04437	MOUSE49470, MOUSE49469
OG0005096	YEAST00667	MOUSE17109
OG0005097	YEAST05071	MOUSE14124
OG0005099	YEAST01396	MOUSE14066, MOUSE14064, MOUSE14063, MOUSE14062
OG0005100	YEAST02389	MOUSE19701
OG0005104	YEAST05248	MOUSE49790
OG0005106	YEAST06065, YEAST00421	MOUSE38782
OG0005107	YEAST06099	MOUSE39178, MOUSE39177
OG0005109	YEAST05204, YEAST00612	MOUSE02056, MOUSE02497
OG0005111	YEAST06212, YEAST04032	MOUSE34804
OG0005114	YEAST02131	MOUSE23088
OG0005117	YEAST06050	MOUSE29490
OG0005121	YEAST02052	MOUSE14836, MOUSE14837, MOUSE14838
OG0005124	YEAST04099	MOUSE28031, MOUSE07830, MOUSE07829, MOUSE07828
OG0005130	YEAST03863	MOUSE36362, MOUSE36365, MOUSE36361, MOUSE36364
OG0005139	YEAST04015	MOUSE30931
OG0005142	YEAST03890	MOUSE10413, MOUSE10412, MOUSE10415, MOUSE10414
OG0005143	YEAST00443	MOUSE29590, MOUSE29588, MOUSE29589, MOUSE29587
OG0005144	YEAST04065	MOUSE31298, MOUSE31301, MOUSE31302, MOUSE31300
OG0005146	YEAST02971	MOUSE28856
OG0005149	YEAST03025, YEAST02738	MOUSE24121, MOUSE24122
OG0005151	YEAST03382	MOUSE15527, MOUSE15526
OG0005152	YEAST00847	MOUSE02245, MOUSE02244, MOUSE02246
OG0005157	YEAST02981	MOUSE05669, MOUSE05668
OG0005160	YEAST06113	MOUSE35962, MOUSE35963
OG0005164	YEAST06283	MOUSE17528, MOUSE17206, MOUSE17526
OG0005167	YEAST03924	MOUSE43529, MOUSE43528, MOUSE42260, MOUSE42259, MOUSE42264, MOUSE42263, MOUSE42262, MOUSE42261
OG0005168	YEAST06272	MOUSE28087, MOUSE28083, MOUSE28082, MOUSE28086, MOUSE28084
OG0005169	YEAST00459	MOUSE07869, MOUSE07868
OG0005175	YEAST05445	MOUSE20206, MOUSE20205, MOUSE20208, MOUSE20207
OG0005176	YEAST05501	MOUSE15373
OG0005176	YEAST00218	MOUSE15371, MOUSE15372
OG0005178	YEAST04497	MOUSE48038, MOUSE48039, MOUSE48037
OG0005179	YEAST05659	MOUSE36304, MOUSE36303, MOUSE36302
OG0005183	YEAST05308	MOUSE45876
OG0005184	YEAST00492	MOUSE55373, MOUSE03431, MOUSE55374
OG0005187	YEAST05234	MOUSE14400, MOUSE14399, MOUSE14398
OG0005188	YEAST01554	MOUSE19130
OG0005191	YEAST00993	MOUSE10524, MOUSE10523, MOUSE10519, MOUSE10520, MOUSE10522, MOUSE10521
OG0005192	YEAST05720	MOUSE33625, MOUSE33627, MOUSE33626
OG0005194	YEAST04086	MOUSE09520
OG0005196	YEAST01388	MOUSE47214, MOUSE47213, MOUSE47212
OG0005198	YEAST00327	MOUSE42244, MOUSE42247, MOUSE42246, MOUSE42245, MOUSE42243
OG0005200	YEAST01016	MOUSE41422, MOUSE41421
OG0005201	YEAST00082	MOUSE23496, MOUSE23495, MOUSE23494, MOUSE23493, MOUSE23491, MOUSE23492
OG0005203	YEAST02207	MOUSE20991
OG0005204	YEAST01178	MOUSE25568, MOUSE25567
OG0005205	YEAST01046	MOUSE08733
OG0005208	YEAST01429	MOUSE04739
OG0005212	YEAST06147	MOUSE51363
OG0005220	YEAST04357	MOUSE15022, MOUSE15023
OG0005221	YEAST03209	MOUSE40508, MOUSE40506, MOUSE40507
OG0005222	YEAST05518	MOUSE49492, MOUSE49490, MOUSE49491
OG0005224	YEAST06324	MOUSE07207, MOUSE07209, MOUSE07208
OG0005225	YEAST05094	MOUSE02228, MOUSE02229
OG0005227	YEAST05529	MOUSE45083
OG0005228	YEAST05916	MOUSE54695, MOUSE54694
OG0005229	YEAST04766	MOUSE10424, MOUSE10427, MOUSE10426, MOUSE10428, MOUSE54725, MOUSE54726, MOUSE54727
OG0005231	YEAST02681	MOUSE18474
OG0005233	YEAST00564	MOUSE34528, MOUSE34527, MOUSE34530, MOUSE34529
OG0005237	YEAST05398	MOUSE20097
OG0005238	YEAST00351	MOUSE25520, MOUSE25519, MOUSE25518
OG0005239	YEAST04499	MOUSE07685, MOUSE07686
OG0005240	YEAST03058	MOUSE02463
OG0005244	YEAST06021	MOUSE17812
OG0005247	YEAST06314	MOUSE09970, MOUSE09971, MOUSE09969, MOUSE09968
OG0005249	YEAST03446	MOUSE25308, MOUSE25309
OG0005251	YEAST00934	MOUSE52134, MOUSE52132, MOUSE52133
OG0005254	YEAST00814	MOUSE05935, MOUSE05936, MOUSE05934
OG0005259	YEAST04276	MOUSE40641, MOUSE24933, MOUSE24932
OG0005261	YEAST01831	MOUSE21672
OG0005262	YEAST05458	MOUSE34801, MOUSE34800, MOUSE34802, MOUSE34803
OG0005264	YEAST03506	MOUSE35185, MOUSE35187, MOUSE35184, MOUSE35186
OG0005267	YEAST03513	MOUSE32627, MOUSE02945
OG0005269	YEAST03314	MOUSE40627
OG0005273	YEAST04916	MOUSE54103, MOUSE54104
OG0005275	YEAST03695	MOUSE52516
OG0005277	YEAST04186	MOUSE07675, MOUSE07676, MOUSE07674
OG0005279	YEAST05219	MOUSE49426, MOUSE49425
OG0005280	YEAST00305	MOUSE21456
OG0005281	YEAST05694	MOUSE19612, MOUSE36000
OG0005285	YEAST03115	MOUSE02740
OG0005289	YEAST03438	MOUSE42519, MOUSE42518, MOUSE42517
OG0005292	YEAST03208	MOUSE22491
OG0005292	YEAST01718	MOUSE22490, MOUSE22489, MOUSE22488
OG0005293	YEAST03033	MOUSE30001, MOUSE30002, MOUSE29999, MOUSE30000
OG0005294	YEAST01981	MOUSE13188
OG0005295	YEAST04584	MOUSE11814
OG0005298	YEAST03696	MOUSE19943, MOUSE19944
OG0005299	YEAST00788	MOUSE49600
OG0005300	YEAST04941	MOUSE35434, MOUSE35433
OG0005304	YEAST05397	MOUSE25707
OG0005309	YEAST03670	MOUSE40578, MOUSE40579, MOUSE40577
OG0005312	YEAST05201, YEAST04689	MOUSE40791
OG0005314	YEAST05231, YEAST01835	MOUSE01281
OG0005316	YEAST02690	MOUSE13898
OG0005317	YEAST03232	MOUSE53670, MOUSE53669
OG0005318	YEAST02932	MOUSE47296, MOUSE47294
OG0005319	YEAST00507	MOUSE21705
OG0005323	YEAST01809	MOUSE09666, MOUSE09664, MOUSE09662, MOUSE09668, MOUSE09665, MOUSE09667, MOUSE09663
OG0005324	YEAST02894	MOUSE31770, MOUSE31771, MOUSE31768, MOUSE31769, MOUSE31767, MOUSE31766
OG0005326	YEAST02113	MOUSE45049, MOUSE45050, MOUSE09274
OG0005360	YEAST05037	MOUSE44905, MOUSE44906
OG0005365	YEAST00555	MOUSE31433, MOUSE31434, MOUSE31435, MOUSE31436
OG0005366	YEAST05488	MOUSE20326
OG0005370	YEAST06092	MOUSE29200, MOUSE29198, MOUSE29199, MOUSE29201
OG0005371	YEAST06170	MOUSE10177, MOUSE10180, MOUSE10178, MOUSE10179, MOUSE10176
OG0005373	YEAST05422	MOUSE46144
OG0005374	YEAST05714	MOUSE00584
OG0005375	YEAST03962	MOUSE05777, MOUSE05776
OG0005379	YEAST03216	MOUSE00599, MOUSE14983, MOUSE00600, MOUSE14982
OG0005390	YEAST03532	MOUSE33726, MOUSE33725
OG0005391	YEAST02166	MOUSE49083, MOUSE49081
OG0005393	YEAST04280	MOUSE53410, MOUSE53409, MOUSE53408, MOUSE53411
OG0005394	YEAST00853	MOUSE53404, MOUSE53403
OG0005396	YEAST05100	MOUSE54498
OG0005399	YEAST03052	MOUSE04146, MOUSE04143, MOUSE04141, MOUSE04145, MOUSE04144, MOUSE04142
OG0005402	YEAST00454, YEAST00455	MOUSE29924
OG0005403	YEAST03894	MOUSE51966, MOUSE51969, MOUSE51967
OG0005406	YEAST00801	MOUSE51011
OG0005409	YEAST01305	MOUSE49463
OG0005412	YEAST00286	MOUSE22204, MOUSE22203, MOUSE22201, MOUSE22202
OG0005413	YEAST00212	MOUSE51736
OG0005417	YEAST02517	MOUSE16971
OG0005422	YEAST00744	MOUSE28074
OG0005430	YEAST02046	MOUSE49705, MOUSE49703, MOUSE49704
OG0005431	YEAST00653	MOUSE13565
OG0005432	YEAST00083	MOUSE04489, MOUSE04490
OG0005433	YEAST00126	MOUSE19851, MOUSE19850
OG0005435	YEAST02973	MOUSE22613, MOUSE22615, MOUSE22617, MOUSE22614
OG0005437	YEAST04554	MOUSE20089
OG0005438	YEAST03985	MOUSE24213, MOUSE24212
OG0005439	YEAST00480, YEAST02388	MOUSE00421, MOUSE00420
OG0005446	YEAST02856	MOUSE16646
OG0005448	YEAST00061	MOUSE39998
OG0005451	YEAST02174	MOUSE18945, MOUSE18944
OG0005455	YEAST01906	MOUSE35506
OG0005464	YEAST03289	MOUSE12439, MOUSE12440
OG0005465	YEAST02925	MOUSE07328, MOUSE07326
OG0005466	YEAST04413	MOUSE14835, MOUSE14831, MOUSE14832, MOUSE14834, MOUSE14833, MOUSE14830
OG0005468	YEAST03549	MOUSE11929, MOUSE11932, MOUSE11931, MOUSE11930, MOUSE11934
OG0005469	YEAST03750	MOUSE11875, MOUSE11877, MOUSE11874, MOUSE11876, MOUSE11878
OG0005470	YEAST05805	MOUSE40247, MOUSE40245
OG0005471	YEAST02704	MOUSE38010, MOUSE38012, MOUSE38011, MOUSE38013
OG0005474	YEAST05625	MOUSE38514, MOUSE38512, MOUSE38513, MOUSE38511
OG0005476	YEAST00929	MOUSE14380, MOUSE14381
OG0005479	YEAST06140	MOUSE49275, MOUSE49276
OG0005481	YEAST02988	MOUSE54691
OG0005482	YEAST06080	MOUSE43262
OG0005484	YEAST05993	MOUSE30087, MOUSE30085, MOUSE30086
OG0005488	YEAST02834	MOUSE37662, MOUSE37664
OG0005489	YEAST02006	MOUSE05307, MOUSE05308
OG0005490	YEAST02289	MOUSE23375, MOUSE23376
OG0005493	YEAST03669	MOUSE40219, MOUSE40218, MOUSE40221, MOUSE40220
OG0005495	YEAST04982	MOUSE51256, MOUSE51252, MOUSE51255, MOUSE51254, MOUSE51253
OG0005498	YEAST02944	MOUSE32600, MOUSE32601
OG0005499	YEAST00316	MOUSE27960, MOUSE20454
OG0005503	YEAST01883	MOUSE24292, MOUSE24291
OG0005504	YEAST02859	MOUSE43308, MOUSE43307
OG0005508	YEAST05735	MOUSE53116, MOUSE53117
OG0005511	YEAST04889	MOUSE33545, MOUSE33546, MOUSE33547, MOUSE33548, MOUSE33550, MOUSE33549
OG0005514	YEAST00756	MOUSE25586
OG0005524	YEAST04752	MOUSE55181, MOUSE03806, MOUSE53499
OG0005527	YEAST05177	MOUSE14339
OG0005531	YEAST02508	MOUSE39214, MOUSE39216, MOUSE39215
OG0005533	YEAST05670	MOUSE01776
OG0005535	YEAST03305	MOUSE38037, MOUSE38038, MOUSE38036
OG0005537	YEAST00932	MOUSE33891
OG0005539	YEAST01881	MOUSE33970
OG0005540	YEAST04214	MOUSE10000
OG0005545	YEAST06273	MOUSE10209
OG0005554	YEAST01003	MOUSE49618, MOUSE49617, MOUSE49619
OG0005556	YEAST01807	MOUSE25868, MOUSE18602
OG0005559	YEAST02680	MOUSE34043
OG0005560	YEAST01996	MOUSE28924, MOUSE28923
OG0005561	YEAST05048	MOUSE28894, MOUSE28893, MOUSE28897, MOUSE28896, MOUSE28895, MOUSE28898
OG0005562	YEAST02317	MOUSE51156, MOUSE51157, MOUSE51155
OG0005563	YEAST03552	MOUSE47511, MOUSE47513, MOUSE47514
OG0005564	YEAST02525	MOUSE25644, MOUSE25645, MOUSE25642, MOUSE25641, MOUSE25643
OG0005566	YEAST02934	MOUSE37713, MOUSE37712
OG0005569	YEAST01288	MOUSE44375, MOUSE44374, MOUSE44376, MOUSE44377
OG0005570	YEAST05155	MOUSE47749, MOUSE47748, MOUSE47750
OG0005572	YEAST04844	MOUSE20849, MOUSE13095
OG0005573	YEAST00059	MOUSE44351, MOUSE44349, MOUSE44350
OG0005574	YEAST02083	MOUSE52203, MOUSE52201, MOUSE52202, MOUSE52191, MOUSE52192
OG0005575	YEAST02256	MOUSE52074, MOUSE52073, MOUSE52075
OG0005580	YEAST03612	MOUSE18394
OG0005582	YEAST06134	MOUSE07215, MOUSE07214, MOUSE07213
OG0005584	YEAST03140, YEAST03524	MOUSE19860, MOUSE19802
OG0005586	YEAST00364	MOUSE09406, MOUSE30388, MOUSE30387, MOUSE48931
OG0005589	YEAST06142	MOUSE26423, MOUSE26422
OG0005590	YEAST05462	MOUSE47493
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605
OG0005594	YEAST04980	MOUSE13391, MOUSE13390
OG0005595	YEAST01803	MOUSE52151, MOUSE52150
OG0005597	YEAST02753	MOUSE22035
OG0005598	YEAST01870	MOUSE51444
OG0005599	YEAST01798	MOUSE52649, MOUSE52648
OG0005600	YEAST00206	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112
OG0005604	YEAST03276	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906
OG0005605	YEAST01083	MOUSE36876, MOUSE36877
OG0005613	YEAST02714	MOUSE03014, MOUSE03012
OG0005617	YEAST02068	MOUSE33208, MOUSE33209, MOUSE33206, MOUSE20824, MOUSE20823
OG0005618	YEAST04830	MOUSE09424
OG0005620	YEAST04915	MOUSE40619, MOUSE39306, MOUSE39307
OG0005622	YEAST05142	MOUSE27983
OG0005623	YEAST01590	MOUSE24087
OG0005626	YEAST02896	MOUSE38207, MOUSE38206
OG0005632	YEAST01025	MOUSE18683
OG0005636	YEAST04250, YEAST02533	MOUSE47057, MOUSE47058
OG0005641	YEAST05413	MOUSE49959, MOUSE49960
OG0005643	YEAST05368	MOUSE34838, MOUSE34840, MOUSE34841, MOUSE34837, MOUSE34839, MOUSE34842
OG0005645	YEAST03386	MOUSE35758
OG0005649	YEAST03683	MOUSE15810
OG0005652	YEAST02748	MOUSE31214, MOUSE31213
OG0005656	YEAST05558	MOUSE40194
OG0005660	YEAST04813	MOUSE03876
OG0005665	YEAST05074	MOUSE01609, MOUSE20696
OG0005681	YEAST01514	MOUSE35050, MOUSE35049, MOUSE35048
OG0005694	YEAST02311	MOUSE51450, MOUSE51449
OG0005701	YEAST03349	MOUSE11437, MOUSE11436
OG0005702	YEAST02337	MOUSE50035, MOUSE50036
OG0005703	YEAST00484	MOUSE25240, MOUSE25242, MOUSE25241, MOUSE25239
OG0005707	YEAST01682	MOUSE47467
OG0005715	YEAST05111	MOUSE20698
OG0005719	YEAST01866	MOUSE34481
OG0005723	YEAST05629	MOUSE52812, MOUSE52818, MOUSE52822
OG0005724	YEAST03029	MOUSE19172, MOUSE19171
OG0005728	YEAST03877	MOUSE28822
OG0005729	YEAST04879	MOUSE00534
OG0005731	YEAST04127	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784
OG0005732	YEAST05411, YEAST00067	MOUSE16964
OG0005734	YEAST03845	MOUSE34566
OG0005747	YEAST02338	MOUSE34833, MOUSE34832
OG0005749	YEAST00550	MOUSE02162, MOUSE02161
OG0005750	YEAST05318	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270
OG0005758	YEAST03970	MOUSE29987, MOUSE29985, MOUSE55162, MOUSE29986
OG0005764	YEAST03256	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696
OG0005769	YEAST05614	MOUSE24029, MOUSE24027, MOUSE24028
OG0005774	YEAST01218	MOUSE14621, MOUSE14620
OG0005775	YEAST04199	MOUSE14235
OG0005779	YEAST03322	MOUSE02825, MOUSE02824
OG0005783	YEAST04090	MOUSE27843
OG0005784	YEAST06131	MOUSE21069
OG0005787	YEAST03651	MOUSE51852, MOUSE51856, MOUSE51853, MOUSE51855, MOUSE51854, MOUSE51851
OG0005789	YEAST06245	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555, MOUSE49560
OG0005790	YEAST01022	MOUSE03111, MOUSE03112, MOUSE03110
OG0005792	YEAST02379	MOUSE20396, MOUSE20395, MOUSE20397
OG0005793	YEAST03437	MOUSE03696
OG0005794	YEAST03999	MOUSE39910, MOUSE39908, MOUSE39909
OG0005796	YEAST02169	MOUSE40257
OG0005797	YEAST04949	MOUSE09433
OG0005799	YEAST05573	MOUSE20188
OG0005800	YEAST03278	MOUSE18364, MOUSE18363
OG0005801	YEAST00340	MOUSE13511, MOUSE13516, MOUSE13515, MOUSE13513, MOUSE13512, MOUSE13514
OG0005803	YEAST05968	MOUSE55345, MOUSE55344
OG0005805	YEAST01806	MOUSE04358
OG0005807	YEAST01275	MOUSE16334, MOUSE16333
OG0005811	YEAST01007	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243
OG0005812	YEAST06095, YEAST02696, YEAST03626	MOUSE20449
OG0005814	YEAST01475	MOUSE20797
OG0005815	YEAST03739	MOUSE37926, MOUSE37929, MOUSE37928
OG0005819	YEAST04896	MOUSE50349, MOUSE50348
OG0005823	YEAST01415	MOUSE04685
OG0005828	YEAST00547	MOUSE37568, MOUSE37567, MOUSE37565, MOUSE37566
OG0005831	YEAST05339	MOUSE06090, MOUSE06091, MOUSE06092
OG0005832	YEAST00468	MOUSE49608
OG0005835	YEAST01714	MOUSE02461, MOUSE02462
OG0005837	YEAST02139	MOUSE48882, MOUSE48881, MOUSE48880
OG0005842	YEAST02254	MOUSE28813, MOUSE28812, MOUSE28814, MOUSE28815
OG0005843	YEAST02236	MOUSE21541, MOUSE21537
OG0005845	YEAST00903	MOUSE04473, MOUSE04475
OG0005848	YEAST01451, YEAST02858	MOUSE05612, MOUSE18911, MOUSE05611
OG0005849	YEAST01002	MOUSE22097, MOUSE22096
OG0005850	YEAST01618	MOUSE33785, MOUSE33784
OG0005860	YEAST01211	MOUSE20692
OG0005864	YEAST04171	MOUSE02844, MOUSE02845
OG0005865	YEAST02036	MOUSE50053, MOUSE34615
OG0005866	YEAST02662, YEAST00926, YEAST05389	MOUSE27445
OG0005869	YEAST04361	MOUSE28362, MOUSE28363
OG0005872	YEAST00119	MOUSE38976
OG0005874	YEAST05241	MOUSE22485, MOUSE22486
OG0005880	YEAST00456	MOUSE10866
OG0005886	YEAST01320	MOUSE07662, MOUSE07661
OG0005887	YEAST02429, YEAST01660	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548
OG0005888	YEAST01289, YEAST02921	MOUSE50312, MOUSE50313
OG0005889	YEAST02568	MOUSE54433, MOUSE54434
OG0005893	YEAST05434	MOUSE13001, MOUSE13002, MOUSE13003
OG0005897	YEAST04730	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555
OG0005898	YEAST04411	MOUSE42785, MOUSE42787, MOUSE42784, MOUSE42783, MOUSE42786
OG0005899	YEAST01832	MOUSE48385
OG0005901	YEAST04462	MOUSE49551
OG0005902	YEAST03800	MOUSE32103
OG0005906	YEAST01796	MOUSE26302, MOUSE26300, MOUSE26301, MOUSE26304, MOUSE26303
OG0005909	YEAST01623	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446, MOUSE48447
OG0005919	YEAST06039	MOUSE24007
OG0005921	YEAST01856	MOUSE16134, MOUSE16133, MOUSE16135
OG0005922	YEAST03364	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611
OG0005928	YEAST02001	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503
OG0005931	YEAST04950	MOUSE44698
OG0005932	YEAST02495	MOUSE24910, MOUSE24909
OG0005933	YEAST05705	MOUSE20167
OG0005936	YEAST03224	MOUSE19948, MOUSE19946, MOUSE19947
OG0005940	YEAST04035	MOUSE27467
OG0005943	YEAST00579	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297
OG0005944	YEAST01316	MOUSE18174
OG0005946	YEAST05608	MOUSE53517, MOUSE53518
OG0005949	YEAST06253	MOUSE37563, MOUSE37562
OG0005952	YEAST03507	MOUSE02830
OG0005954	YEAST01233	MOUSE49217, MOUSE49216, MOUSE49215
OG0005955	YEAST00616	MOUSE12785
OG0005960	YEAST04608	MOUSE36097, MOUSE36098
OG0005961	YEAST00672	MOUSE40919, MOUSE40920, MOUSE40922, MOUSE40921, MOUSE40918, MOUSE40923
OG0005965	YEAST02033	MOUSE36149, MOUSE36148
OG0005966	YEAST04113	MOUSE16974, MOUSE16973
OG0005968	YEAST05417	MOUSE29105, MOUSE19001
OG0005969	YEAST04558, YEAST04559	MOUSE18215
OG0005970	YEAST05328	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326
OG0005974	YEAST06068	MOUSE24033, MOUSE24031, MOUSE24032
OG0005976	YEAST02136	MOUSE22127
OG0005978	YEAST01891	MOUSE05375, MOUSE05374
OG0005980	YEAST06132	MOUSE18255
OG0005984	YEAST04078, YEAST01479	MOUSE13162
OG0005985	YEAST00726	MOUSE20715, MOUSE20714
OG0005986	YEAST02056	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135
OG0005987	YEAST05748	MOUSE19110, MOUSE55047
OG0005989	YEAST04850	MOUSE45928, MOUSE45929
OG0005991	YEAST06034	MOUSE39460, MOUSE39457, MOUSE39459, MOUSE39456, MOUSE39458
OG0005993	YEAST04496	MOUSE17253
OG0005995	YEAST01813	MOUSE18219, MOUSE18218, MOUSE18220
OG0005996	YEAST02670	MOUSE13630, MOUSE13631
OG0005998	YEAST04034	MOUSE01071, MOUSE01072
OG0006001	YEAST02335	MOUSE51403, MOUSE51401, MOUSE51407, MOUSE51404
OG0006003	YEAST05889	MOUSE50331, MOUSE50334
OG0006005	YEAST05024	MOUSE03622
OG0006011	YEAST02553	MOUSE05005, MOUSE05004, MOUSE05003
OG0006031	YEAST00879	MOUSE27622, MOUSE27621, MOUSE27619, MOUSE27620, MOUSE27618, MOUSE10400, MOUSE10398, MOUSE10399
OG0006059	YEAST03490	MOUSE13895, MOUSE13894
OG0006063	YEAST00475	MOUSE09559, MOUSE09560
OG0006064	YEAST03138	MOUSE19231
OG0006065	YEAST06018	MOUSE10503, MOUSE10504
OG0006069	YEAST00670	MOUSE38708, MOUSE38709
OG0006071	YEAST02732	MOUSE25922, MOUSE25924, MOUSE25923, MOUSE25925
OG0006072	YEAST03317	MOUSE44551
OG0006073	YEAST06328	MOUSE42655, MOUSE42654
OG0006074	YEAST00045	MOUSE07769
OG0006079	YEAST05794	MOUSE44737, MOUSE44734
OG0006084	YEAST02308	MOUSE30094
OG0006087	YEAST02260	MOUSE27350
OG0006090	YEAST03852	MOUSE24615
OG0006095	YEAST03334	MOUSE27229, MOUSE50304
OG0006096	YEAST03331	MOUSE37864, MOUSE37863
OG0006098	YEAST06192	MOUSE09151, MOUSE09150, MOUSE09152, MOUSE09149
OG0006103	YEAST01110	MOUSE00226, MOUSE00227
OG0006104	YEAST03697	MOUSE06095, MOUSE06094
OG0006106	YEAST00295	MOUSE31379, MOUSE31376, MOUSE31378
OG0006113	YEAST06164	MOUSE15176
OG0006114	YEAST05960	MOUSE52848
OG0006115	YEAST01346	MOUSE00531
OG0006116	YEAST05770	MOUSE20130
OG0006117	YEAST05899	MOUSE06195, MOUSE06196
OG0006122	YEAST05199	MOUSE05144
