Orthogroup	YEAST	APOSC_ok
OG0005919	YEAST06039	APOSC_22101
OG0005921	YEAST01856	APOSC_28876, APOSC_28877
OG0005922	YEAST03364	APOSC_21484
OG0005925	YEAST05583	APOSC_11363, APOSC_06879, APOSC_10713, APOSC_10712
OG0005928	YEAST02001	APOSC_09087
OG0005931	YEAST04950	APOSC_25624
OG0005932	YEAST02495	APOSC_11918
OG0005933	YEAST05705	APOSC_05031
OG0005936	YEAST03224	APOSC_03027, APOSC_16898
OG0005940	YEAST04035	APOSC_18203
OG0005943	YEAST00579	APOSC_12411
OG0005944	YEAST01316	APOSC_10534
OG0005946	YEAST05608	APOSC_07072
OG0005949	YEAST06253	APOSC_10473
OG0005952	YEAST03507	APOSC_12678
OG0005954	YEAST01233	APOSC_02694
OG0005955	YEAST00616	APOSC_03332
OG0005960	YEAST04608	APOSC_12544
OG0005961	YEAST00672	APOSC_13234
OG0005965	YEAST02033	APOSC_24080
OG0005966	YEAST04113	APOSC_06823
OG0005968	YEAST05417	APOSC_11947
OG0005969	YEAST04558, YEAST04559	APOSC_23668
OG0005970	YEAST05328	APOSC_16656
OG0005974	YEAST06068	APOSC_03829
OG0005976	YEAST02136	APOSC_07723
OG0005978	YEAST01891	APOSC_08116, APOSC_08115
OG0005980	YEAST06132	APOSC_09705
OG0005984	YEAST04078, YEAST01479	APOSC_26001, APOSC_26002
OG0005986	YEAST02056	APOSC_21852, APOSC_22794
OG0005987	YEAST05748	APOSC_01066
OG0005989	YEAST04850	APOSC_14635
OG0005991	YEAST06034	APOSC_06633
OG0005993	YEAST04496	APOSC_18888
OG0005995	YEAST01813	APOSC_13878
OG0005996	YEAST02670	APOSC_25879
OG0005998	YEAST04034	APOSC_10776
OG0006001	YEAST02335	APOSC_15895
OG0006003	YEAST05889	APOSC_25976
OG0006005	YEAST05024	APOSC_18550, APOSC_12391
OG0006011	YEAST02553	APOSC_06335
OG0006059	YEAST03490	APOSC_20657
OG0006063	YEAST00475	APOSC_25055
OG0006064	YEAST03138	APOSC_16645
OG0006065	YEAST06018	APOSC_24770
OG0006069	YEAST00670	APOSC_10043
OG0006071	YEAST02732	APOSC_19417
OG0006072	YEAST03317	APOSC_27063, APOSC_27064
OG0006073	YEAST06328	APOSC_13294
OG0006074	YEAST00045	APOSC_26778
OG0006079	YEAST05794	APOSC_12851
OG0006084	YEAST02308	APOSC_16434
OG0006087	YEAST02260	APOSC_27471, APOSC_15292
OG0006090	YEAST03852	APOSC_28758
OG0006095	YEAST03334	APOSC_06175, APOSC_05048
OG0006096	YEAST03331	APOSC_23249
OG0006098	YEAST06192	APOSC_25956
OG0006103	YEAST01110	APOSC_08410
OG0006104	YEAST03697	APOSC_09268, APOSC_06210, APOSC_19494
OG0006106	YEAST00295	APOSC_06595
OG0006113	YEAST06164	APOSC_26235
OG0006114	YEAST05960	APOSC_22417
OG0006115	YEAST01346	APOSC_09124
OG0006116	YEAST05770	APOSC_26592
OG0006117	YEAST05899	APOSC_07439
OG0006122	YEAST05199	APOSC_16541
OG0006127	YEAST04711	APOSC_15621
OG0006134	YEAST00416	APOSC_24225
OG0006135	YEAST00161	APOSC_10242
OG0006136	YEAST05740	APOSC_19976
OG0006140	YEAST05182	APOSC_23359
OG0006141	YEAST02626	APOSC_21752, APOSC_05712
OG0006144	YEAST04770	APOSC_11441
OG0006145	YEAST01394	APOSC_09691
OG0006149	YEAST05979	APOSC_14242
OG0006152	YEAST03796	APOSC_28211
OG0006155	YEAST04800	APOSC_02722
OG0006156	YEAST00437	APOSC_24618
OG0006157	YEAST02465	APOSC_17822
OG0006159	YEAST06098	APOSC_15246
OG0006160	YEAST01548	APOSC_05551
OG0006161	YEAST04301	APOSC_05129
OG0006168	YEAST01411	APOSC_24765
OG0006169	YEAST02933	APOSC_09033
OG0006176	YEAST03164	APOSC_15825
OG0006177	YEAST01871, YEAST01295	APOSC_12821
OG0006180	YEAST00504	APOSC_03152
OG0006181	YEAST02419	APOSC_03481
OG0006185	YEAST05986	APOSC_09138
OG0006186	YEAST01010	APOSC_20197
OG0006188	YEAST05311	APOSC_16452
OG0006189	YEAST00844, YEAST06269	APOSC_22882
OG0006191	YEAST02336	APOSC_13840
OG0006192	YEAST06153	APOSC_15421
OG0006196	YEAST03954	APOSC_22172
OG0006199	YEAST06121	APOSC_27250
OG0006200	YEAST05079	APOSC_15844
OG0006202	YEAST00362	APOSC_24490
OG0006204	YEAST02271	APOSC_17513
OG0006209	YEAST04555	APOSC_02034
OG0006210	YEAST00201	APOSC_24919
OG0006213	YEAST03554	APOSC_21384
OG0006214	YEAST04089	APOSC_01407
OG0006216	YEAST01089	APOSC_06952
OG0006217	YEAST00809	APOSC_18136, APOSC_18135, APOSC_27262
OG0006224	YEAST02751, YEAST03048	APOSC_19657, APOSC_26870
OG0006225	YEAST04875	APOSC_24236
OG0006227	YEAST00128	APOSC_13147, APOSC_13146
OG0006229	YEAST00143	APOSC_01024, APOSC_01023
OG0006230	YEAST03869	APOSC_07027, APOSC_19352
OG0006233	YEAST04247	APOSC_15042
OG0006237	YEAST02126	APOSC_24918
OG0006240	YEAST04649	APOSC_04652
OG0006245	YEAST05732	APOSC_00921
OG0006247	YEAST04977	APOSC_13444, APOSC_13445, APOSC_13443
OG0006249	YEAST00821	APOSC_25692
OG0006250	YEAST05424	APOSC_27267
OG0006251	YEAST04963	APOSC_15876
OG0006255	YEAST03350	APOSC_12367
OG0006258	YEAST05637	APOSC_28143
OG0006259	YEAST05672	APOSC_27968, APOSC_27967
OG0006260	YEAST04100	APOSC_09774
OG0006263	YEAST02521	APOSC_28291
OG0006269	YEAST03069	APOSC_18341, APOSC_18340
OG0006271	YEAST00375	APOSC_01767
OG0006275	YEAST06102	APOSC_03010
OG0006277	YEAST02811	APOSC_18887
OG0006279	YEAST04402	APOSC_21488
OG0006280	YEAST04541	APOSC_05701
OG0006281	YEAST04979	APOSC_16932
OG0006282	YEAST01445	APOSC_20699
OG0006283	YEAST00229	APOSC_21898
OG0006284	YEAST04213	APOSC_17077
OG0006288	YEAST02860	APOSC_09696
OG0006289	YEAST06209	APOSC_23398
OG0006293	YEAST05380	APOSC_21478
OG0006294	YEAST04000	APOSC_25798
OG0006295	YEAST05360	APOSC_27816
OG0006302	YEAST01852	APOSC_07364
OG0006306	YEAST00230	APOSC_16571
OG0006311	YEAST01145	APOSC_19031, APOSC_19032
OG0006313	YEAST02392	APOSC_11157
OG0006315	YEAST00489	APOSC_16530
OG0006319	YEAST01135	APOSC_13656
OG0006320	YEAST04478	APOSC_08286, APOSC_08287
OG0006322	YEAST00815	APOSC_03517
OG0006329	YEAST01245	APOSC_06676
OG0006332	YEAST06042	APOSC_06680
OG0006334	YEAST00864	APOSC_14348
OG0006335	YEAST02588	APOSC_16776
OG0006339	YEAST06286	APOSC_27213, APOSC_03533
OG0006340	YEAST00922, YEAST05387	APOSC_01676
OG0006341	YEAST01452	APOSC_00352
OG0006344	YEAST01465	APOSC_26452
OG0006347	YEAST03436	APOSC_17743
OG0006349	YEAST05233	APOSC_09628
OG0006350	YEAST00452	APOSC_11362
OG0006360	YEAST01556	APOSC_03655
OG0006362	YEAST05722	APOSC_25966
OG0006370	YEAST02350	APOSC_08924, APOSC_08925
OG0006372	YEAST05423	APOSC_14360
OG0006375	YEAST05198	APOSC_05177
OG0006377	YEAST04974	APOSC_05358
OG0006378	YEAST01924	APOSC_20942
OG0006381	YEAST01058	APOSC_07173
OG0006382	YEAST03313	APOSC_07977
OG0006385	YEAST04806	APOSC_27944
OG0006389	YEAST02409	APOSC_03797
OG0006390	YEAST00339	APOSC_03325
OG0006392	YEAST01246	APOSC_00974
OG0006395	YEAST03605	APOSC_21447
OG0006396	YEAST02453	APOSC_23836
OG0006398	YEAST04420, YEAST03553	APOSC_20537, APOSC_20536
OG0006407	YEAST02250	APOSC_09135
OG0006447	YEAST03459	APOSC_15689
OG0006448	YEAST00505, YEAST04285	APOSC_02936
OG0006449	YEAST02458	APOSC_19909, APOSC_19908, APOSC_27290
OG0006456	YEAST06224	APOSC_07276
OG0006459	YEAST00972, YEAST00245	APOSC_25637
OG0006461	YEAST05346	APOSC_16902, APOSC_16903
OG0006464	YEAST05965	APOSC_09006
OG0006465	YEAST01875	APOSC_06897
OG0006467	YEAST00027, YEAST02272	APOSC_24310, APOSC_24309
OG0006470	YEAST01306	APOSC_18031
OG0006474	YEAST03988	APOSC_26113
OG0006475	YEAST06223, YEAST00349	APOSC_05034
OG0006476	YEAST00315	APOSC_08315
OG0006479	YEAST05669	APOSC_10681
OG0006481	YEAST06165	APOSC_03150
OG0006488	YEAST02614	APOSC_12358
OG0006498	YEAST02291	APOSC_19797, APOSC_19796
OG0006503	YEAST06053	APOSC_27770
OG0006504	YEAST02866	APOSC_01156
OG0006507	YEAST02914	APOSC_16527
OG0006509	YEAST02252	APOSC_22187
OG0006511	YEAST01899	APOSC_10649, APOSC_18848
OG0006512	YEAST04169	APOSC_27881
OG0006514	YEAST05820	APOSC_05533
OG0006515	YEAST03195	APOSC_16228, APOSC_16229
OG0006516	YEAST02248	APOSC_03896
OG0006520	YEAST05914	APOSC_12169
OG0006523	YEAST04170	APOSC_06060, APOSC_05538
OG0006528	YEAST02276	APOSC_05534
OG0006532	YEAST05019	APOSC_03775
OG0006533	YEAST00790	APOSC_27947
OG0006536	YEAST05130	APOSC_01707
OG0006538	YEAST02168	APOSC_00849
OG0006543	YEAST03219	APOSC_13261
OG0006544	YEAST06160	APOSC_04216
OG0006550	YEAST05541	APOSC_07594
OG0006552	YEAST02016	APOSC_20548, APOSC_11862
OG0006553	YEAST05825	APOSC_01403
OG0006554	YEAST04136	APOSC_03164
OG0006561	YEAST00874	APOSC_07744
OG0006564	YEAST05934	APOSC_26209
OG0006568	YEAST03560	APOSC_00682
OG0006569	YEAST02940	APOSC_17737
OG0006571	YEAST00795	APOSC_10825
OG0006574	YEAST06163	APOSC_04366
OG0006577	YEAST03945	APOSC_18358
OG0006578	YEAST00813	APOSC_17434, APOSC_17435
OG0006580	YEAST04957	APOSC_02262
OG0006582	YEAST04615	APOSC_16021
OG0006584	YEAST01846	APOSC_01906
OG0006589	YEAST04474	APOSC_12803, APOSC_12804
OG0006594	YEAST00464	APOSC_06372
OG0006595	YEAST05577	APOSC_28606, APOSC_03725
OG0006596	YEAST03312	APOSC_02900
OG0006597	YEAST01876	APOSC_00355
OG0006598	YEAST02580	APOSC_24420
OG0006602	YEAST06259	APOSC_03273
OG0006603	YEAST05721	APOSC_23879, APOSC_23880
OG0006604	YEAST01597	APOSC_04100
OG0006607	YEAST05258	APOSC_27888
OG0006609	YEAST04231	APOSC_21438
OG0006610	YEAST04593	APOSC_01833
OG0006611	YEAST02395	APOSC_10966
OG0006613	YEAST00490	APOSC_04709
OG0006615	YEAST02695	APOSC_14961
OG0006617	YEAST01373	APOSC_10296
OG0006619	YEAST03691	APOSC_15031
OG0006622	YEAST04382	APOSC_23407
OG0006625	YEAST05905	APOSC_05965
OG0006627	YEAST01553	APOSC_03480
OG0006630	YEAST05584	APOSC_23460, APOSC_21363
OG0006631	YEAST01419, YEAST04493	APOSC_15797
OG0006633	YEAST05580	APOSC_11289
OG0006636	YEAST06190	APOSC_04041, APOSC_04040
OG0006637	YEAST06011	APOSC_20385
OG0006651	YEAST03308	APOSC_19150
OG0006655	YEAST04609	APOSC_27832, APOSC_27831
OG0006658	YEAST03323	APOSC_17811
OG0006662	YEAST02707	APOSC_06587
OG0006663	YEAST04538	APOSC_11568, APOSC_04731
OG0006664	YEAST04769	APOSC_16959
OG0006667	YEAST03011	APOSC_10610
OG0006668	YEAST00040	APOSC_04760
OG0006669	YEAST05379	APOSC_27486
OG0006678	YEAST03428	APOSC_25310, APOSC_13342
OG0006681	YEAST02774	APOSC_24454
OG0006688	YEAST02298	APOSC_28132
OG0006690	YEAST00986	APOSC_28918
OG0006691	YEAST06141	APOSC_16914
OG0006692	YEAST04243	APOSC_04233
OG0006694	YEAST04074	APOSC_06064
OG0006703	YEAST04919	APOSC_12408, APOSC_20561
OG0006706	YEAST01312	APOSC_18731
OG0006707	YEAST04448	APOSC_25256
OG0006712	YEAST01297	APOSC_01301
OG0006716	YEAST01688	APOSC_28917
OG0006717	YEAST03273, YEAST00511	APOSC_08108
OG0006722	YEAST05928	APOSC_10310
OG0006725	YEAST05141	APOSC_19453
OG0006726	YEAST01310	APOSC_18316
OG0006728	YEAST01819	APOSC_22576
OG0006730	YEAST06066	APOSC_09155
OG0006732	YEAST05092	APOSC_23950
OG0006736	YEAST03708, YEAST02845	APOSC_16368, APOSC_13551, APOSC_27964, APOSC_20253, APOSC_00501
OG0006738	YEAST03786	APOSC_04135
OG0006741	YEAST00908	APOSC_03216
OG0006752	YEAST01605	APOSC_28200
OG0006753	YEAST06210	APOSC_20682, APOSC_20681
OG0006754	YEAST05223, YEAST00660	APOSC_11821
OG0006755	YEAST03743	APOSC_14956
OG0006757	YEAST02585	APOSC_18094
OG0006758	YEAST00132	APOSC_29158, APOSC_15760, APOSC_03449
OG0006766	YEAST01711	APOSC_27131
OG0006769	YEAST04955	APOSC_22100
OG0006772	YEAST05602	APOSC_25051
OG0006775	YEAST01095	APOSC_28615
OG0006776	YEAST02455	APOSC_16675
OG0006777	YEAST05242	APOSC_08802
OG0006826	YEAST03748	APOSC_05008
OG0006830	YEAST02320	APOSC_00845
OG0006838	YEAST01244	APOSC_16437
OG0006843	YEAST03855	APOSC_14144
OG0006846	YEAST04146	APOSC_05736, APOSC_05737
OG0006853	YEAST03500	APOSC_07789, APOSC_07790, APOSC_07788
OG0006860	YEAST03798	APOSC_01094
OG0006867	YEAST03341	APOSC_11115
OG0006869	YEAST01706	APOSC_04651
OG0006874	YEAST03449	APOSC_11485
OG0006876	YEAST00384	APOSC_18254
OG0006880	YEAST04631	APOSC_03709
OG0006881	YEAST01049	APOSC_09150
OG0006887	YEAST01983	APOSC_00826, APOSC_11505
OG0006888	YEAST00485	APOSC_22590
OG0006890	YEAST02034	APOSC_27999
OG0006891	YEAST00187	APOSC_00967
OG0006892	YEAST04820	APOSC_26125
OG0006894	YEAST01360	APOSC_04510
OG0006897	YEAST00856	APOSC_06582
OG0006901	YEAST05480	APOSC_25494
OG0006906	YEAST00746	APOSC_00341
OG0006918	YEAST05610	APOSC_20144, APOSC_14855
OG0006920	YEAST02490	APOSC_14677
OG0006924	YEAST04308	APOSC_17355
OG0006927	YEAST00921	APOSC_12997
OG0006934	YEAST02053	APOSC_15892
OG0006935	YEAST02014	APOSC_24367
OG0006936	YEAST06114	APOSC_23709
OG0006937	YEAST05537	APOSC_10533
OG0006938	YEAST02536	APOSC_02071
OG0006939	YEAST01033	APOSC_21829
OG0006940	YEAST05163	APOSC_26678
OG0006942	YEAST00190	APOSC_15674
OG0006943	YEAST02583	APOSC_02744
OG0006949	YEAST00975, YEAST00256	APOSC_17697, APOSC_14331
OG0006952	YEAST02831	APOSC_15791
OG0006953	YEAST02903, YEAST04751, YEAST05739	APOSC_08950
OG0006959	YEAST01865	APOSC_20494
OG0006964	YEAST05995	APOSC_10222
OG0006966	YEAST02544	APOSC_26275
OG0006967	YEAST06235	APOSC_12955
OG0006968	YEAST03972	APOSC_00698
OG0006969	YEAST01604	APOSC_07170
OG0006971	YEAST00044	APOSC_04252
OG0006973	YEAST03793	APOSC_26245
OG0006975	YEAST02322	APOSC_14478, APOSC_15520
OG0006977	YEAST06248	APOSC_15264
OG0006978	YEAST00696	APOSC_00042
OG0006980	YEAST02173	APOSC_11757
OG0006985	YEAST03215	APOSC_21926
OG0006989	YEAST04914	APOSC_01479
OG0006991	YEAST05066	APOSC_01763
OG0006992	YEAST04657	APOSC_25456
OG0006994	YEAST05554	APOSC_08742
OG0006995	YEAST06048	APOSC_00344
OG0006997	YEAST00664	APOSC_28149
OG0006998	YEAST02509	APOSC_22383, APOSC_27149
OG0006999	YEAST03874	APOSC_09100
OG0007003	YEAST01840	APOSC_26380
OG0007005	YEAST03907	APOSC_24636
OG0007009	YEAST05645	APOSC_07119
OG0007010	YEAST01652	APOSC_12136
OG0007012	YEAST05361	APOSC_15867
OG0007013	YEAST05971	APOSC_09730
OG0007015	YEAST03053	APOSC_28647
OG0007016	YEAST05307	APOSC_25603
OG0007020	YEAST00663	APOSC_18999
OG0007024	YEAST01864	APOSC_27246
OG0007028	YEAST06312	APOSC_23530
OG0007029	YEAST05619	APOSC_18912, APOSC_04107
OG0007030	YEAST05712	APOSC_08778
OG0007033	YEAST04002	APOSC_24322
OG0007036	YEAST04799	APOSC_03069
OG0007043	YEAST02072, YEAST01064	APOSC_28626
OG0007045	YEAST01113	APOSC_16504
OG0007046	YEAST04826	APOSC_23056
OG0007049	YEAST05930	APOSC_08006
OG0007050	YEAST05668	APOSC_16824
OG0007053	YEAST05898	APOSC_04174
OG0007055	YEAST02593	APOSC_28893
OG0007057	YEAST05673	APOSC_06628
OG0007061	YEAST03247	APOSC_14209
OG0007063	YEAST04650	APOSC_13274
OG0007071	YEAST02162	APOSC_27041
OG0007073	YEAST03946	APOSC_00327
OG0007075	YEAST00811	APOSC_03866
OG0007084	YEAST05527	APOSC_07815
OG0007089	YEAST04132	APOSC_22753
OG0007092	YEAST01811	APOSC_10609
OG0007093	YEAST01923	APOSC_27296
OG0007095	YEAST02581	APOSC_23242, APOSC_12306
OG0007097	YEAST01699	APOSC_22424
OG0007098	YEAST03783	APOSC_27550
OG0007106	YEAST00202	APOSC_15406
OG0007112	YEAST05597	APOSC_07955
OG0007114	YEAST03493	APOSC_24702
OG0007118	YEAST01120	APOSC_04848
OG0007119	YEAST05459	APOSC_26478
OG0007120	YEAST04248	APOSC_09342
OG0007121	YEAST05746	APOSC_06429, APOSC_06430
OG0007124	YEAST04818	APOSC_18196
OG0007127	YEAST04415	APOSC_05902
OG0007130	YEAST05158	APOSC_03999
OG0007131	YEAST05874	APOSC_10588
OG0007132	YEAST06078	APOSC_16704
OG0007137	YEAST00797	APOSC_15395, APOSC_28875
OG0007138	YEAST04319	APOSC_25998
OG0007139	YEAST05259	APOSC_13534
OG0007143	YEAST02636	APOSC_09027
OG0007144	YEAST04135	APOSC_18396
OG0007150	YEAST00900	APOSC_13696
OG0007154	YEAST01439	APOSC_09623
OG0007164	YEAST05557	APOSC_03942
OG0007165	YEAST04228, YEAST02514	APOSC_19324, APOSC_07907
OG0007166	YEAST05384	APOSC_23211
OG0007168	YEAST02929	APOSC_08582, APOSC_08583, APOSC_15837, APOSC_15836, APOSC_28706
OG0007182	YEAST00042	APOSC_09478
OG0007184	YEAST01512	APOSC_00822, APOSC_17205
OG0007186	YEAST00761	APOSC_11582, APOSC_13894
OG0007192	YEAST00860	APOSC_09506
OG0007201	YEAST01721	APOSC_14691
OG0007202	YEAST01550, YEAST03891	APOSC_28739
OG0007249	YEAST00344	APOSC_16981
OG0007254	YEAST00328	APOSC_05592, APOSC_05593
OG0007258	YEAST02867	APOSC_09346
OG0007264	YEAST04093	APOSC_03686
OG0007274	YEAST04165, YEAST05634	APOSC_15030
OG0007276	YEAST02007	APOSC_28587
OG0007279	YEAST02363	APOSC_06293, APOSC_26833
OG0007282	YEAST04912	APOSC_22102
OG0007288	YEAST02949	APOSC_01075, APOSC_25609
OG0007292	YEAST05159	APOSC_15788
OG0007303	YEAST05207	APOSC_26419, APOSC_26418
OG0007307	YEAST05606	APOSC_26088
OG0007313	YEAST02047	APOSC_14585, APOSC_16230
OG0007317	YEAST04084	APOSC_09236
OG0007321	YEAST05016	APOSC_08246
OG0007322	YEAST01090	APOSC_15004
OG0007325	YEAST03249	APOSC_16460
OG0007330	YEAST00633	APOSC_23615
OG0007332	YEAST02451	APOSC_06770
OG0007335	YEAST06084	APOSC_22701, APOSC_14641
OG0007336	YEAST03606	APOSC_00569
OG0007341	YEAST00183	APOSC_24434
OG0007342	YEAST03859	APOSC_22103
OG0007343	YEAST00383	APOSC_25429
OG0007347	YEAST02066	APOSC_08865
OG0007349	YEAST01492	APOSC_23223
OG0007354	YEAST03378	APOSC_14859
OG0007355	YEAST02682	APOSC_15367
OG0007361	YEAST02394	APOSC_07077
OG0007363	YEAST05519	APOSC_09409
OG0007364	YEAST01959	APOSC_17982
OG0007367	YEAST01013	APOSC_14422
OG0007371	YEAST04970	APOSC_05073, APOSC_05074
OG0007376	YEAST02976	APOSC_17658
OG0007379	YEAST00967	APOSC_16042
OG0007380	YEAST00785, YEAST00666	APOSC_13102
OG0007382	YEAST01108	APOSC_16338
OG0007387	YEAST06326	APOSC_06916
OG0007393	YEAST01116	APOSC_12259
OG0007394	YEAST05998	APOSC_00711
OG0007395	YEAST00603	APOSC_23644
OG0007397	YEAST03512	APOSC_04277
OG0007399	YEAST02279	APOSC_10673
OG0007401	YEAST03451	APOSC_10465
OG0007408	YEAST03401	APOSC_27587
OG0007409	YEAST05329	APOSC_14637
OG0007411	YEAST04399	APOSC_14970
OG0007412	YEAST04822	APOSC_03576
OG0007414	YEAST01970	APOSC_09344, APOSC_19745
OG0007415	YEAST01948	APOSC_03560
OG0007417	YEAST04175	APOSC_21158
OG0007419	YEAST02667	APOSC_03939
OG0007421	YEAST00762	APOSC_01857
OG0007424	YEAST05463	APOSC_14283
OG0007425	YEAST06135	APOSC_10510
OG0007427	YEAST00763	APOSC_17844
OG0007428	YEAST01536	APOSC_18209
OG0007431	YEAST00610	APOSC_16398
OG0007439	YEAST01063	APOSC_15942
OG0007442	YEAST03687	APOSC_05686
OG0007446	YEAST04647	APOSC_06202
OG0007451	YEAST02017	APOSC_03436
OG0007454	YEAST01359	APOSC_23331
OG0007456	YEAST00931	APOSC_27800
OG0007458	YEAST02196	APOSC_00473
OG0007460	YEAST04891	APOSC_13905
OG0007463	YEAST00394	APOSC_09528
OG0007466	YEAST00806	APOSC_17418
OG0007473	YEAST03408	APOSC_27428, APOSC_27429, APOSC_20119
OG0007478	YEAST02470	APOSC_00149
OG0007482	YEAST05783	APOSC_11382
OG0007483	YEAST01187	APOSC_19340
OG0007484	YEAST00517	APOSC_03384, APOSC_10885
OG0007488	YEAST04193	APOSC_10046
OG0007491	YEAST05032	APOSC_20172
OG0007495	YEAST04536	APOSC_17790, APOSC_05318
OG0007498	YEAST00593	APOSC_08188
OG0007499	YEAST03994	APOSC_04774, APOSC_16910, APOSC_16911
OG0007504	YEAST02642	APOSC_22782
OG0007508	YEAST05759	APOSC_13088
OG0007509	YEAST03229	APOSC_28922
OG0007519	YEAST04589	APOSC_16685
OG0007528	YEAST02438	APOSC_26491, APOSC_26492
OG0007531	YEAST05725	APOSC_03072
OG0007591	YEAST02623	APOSC_10553
OG0007597	YEAST05244	APOSC_05814, APOSC_05815
OG0007605	YEAST04509	APOSC_17292
OG0007615	YEAST05127	APOSC_12637
OG0007618	YEAST02486	APOSC_20263, APOSC_20264
OG0007619	YEAST04342	APOSC_14017
OG0007622	YEAST01282	APOSC_09858
OG0007624	YEAST03901	APOSC_27965
OG0007645	YEAST05586	APOSC_22609
OG0007646	YEAST05572	APOSC_17349
OG0007648	YEAST03775	APOSC_18620
OG0007656	YEAST02935	APOSC_03159
OG0007657	YEAST01213	APOSC_01993
OG0007663	YEAST01133	APOSC_02728
OG0007673	YEAST04892	APOSC_27200
OG0007676	YEAST01965	APOSC_05879
OG0007685	YEAST00976	APOSC_12938
OG0007690	YEAST00054	APOSC_18618
OG0007692	YEAST05386	APOSC_16094
OG0007698	YEAST04526	APOSC_12163
OG0007701	YEAST04394	APOSC_00228
OG0007703	YEAST03290	APOSC_06165
OG0007704	YEAST01687	APOSC_15384
OG0007712	YEAST02916	APOSC_08827, APOSC_08828
OG0007722	YEAST06130	APOSC_17122
OG0007727	YEAST01129	APOSC_14215
OG0007739	YEAST04408	APOSC_06240
OG0007744	YEAST04303	APOSC_09925
OG0007749	YEAST02144	APOSC_16625
OG0007751	YEAST03046	APOSC_11823
OG0007754	YEAST03550	APOSC_02480
OG0007758	YEAST04336	APOSC_21644
OG0007760	YEAST02821	APOSC_10797
OG0007766	YEAST03772, YEAST02908	APOSC_07061
OG0007767	YEAST03177	APOSC_28554
OG0007769	YEAST02589	APOSC_21393
OG0007772	YEAST05211	APOSC_13501
OG0007773	YEAST05609	APOSC_03995
OG0007783	YEAST03579	APOSC_08633
OG0007786	YEAST01347	APOSC_27963
OG0007801	YEAST02556, YEAST00332	APOSC_16478
OG0007803	YEAST00818	APOSC_25972
OG0007810	YEAST06278	APOSC_20810
OG0007811	YEAST05686	APOSC_07082
OG0007816	YEAST00605	APOSC_06784
OG0007823	YEAST03887	APOSC_03519, APOSC_12438
OG0007825	YEAST05054	APOSC_18771, APOSC_18772
OG0007827	YEAST01279	APOSC_20981
OG0007829	YEAST02649	APOSC_13789, APOSC_12814
OG0007830	YEAST03594	APOSC_25337
OG0007831	YEAST03693	APOSC_23248
OG0007838	YEAST04312	APOSC_07171
OG0007840	YEAST02829	APOSC_20023, APOSC_08462, APOSC_23763, APOSC_08976
OG0007843	YEAST04794	APOSC_07300
OG0007848	YEAST03711	APOSC_10364
OG0007849	YEAST01915	APOSC_09125
OG0007850	YEAST01418	APOSC_09417
OG0007852	YEAST02199	APOSC_01625, APOSC_01623, APOSC_16743
OG0007854	YEAST01377	APOSC_02461, APOSC_02460
OG0007858	YEAST03196	APOSC_09977
OG0007912	YEAST04725	APOSC_12950
OG0007918	YEAST04092	APOSC_22002
OG0007941	YEAST03892	APOSC_16273
OG0007943	YEAST03288	APOSC_24917
OG0007947	YEAST02420	APOSC_12155
OG0007958	YEAST01011	APOSC_13077
OG0007971	YEAST03990	APOSC_25406
OG0007975	YEAST01243	APOSC_11633
OG0007976	YEAST02259	APOSC_23057
OG0007978	YEAST01491	APOSC_20326
OG0007986	YEAST01263	APOSC_20381
OG0007991	YEAST02341	APOSC_14722
OG0007993	YEAST00089	APOSC_21612
OG0007996	YEAST04079	APOSC_17440
OG0007998	YEAST00688	APOSC_22204
OG0008008	YEAST02355	APOSC_08380
OG0008020	YEAST05433	APOSC_27780
OG0008030	YEAST00039	APOSC_03982
OG0008031	YEAST04719	APOSC_25984
OG0008038	YEAST05601	APOSC_15782
OG0008042	YEAST04557, YEAST00839	APOSC_09787
OG0008045	YEAST01345	APOSC_18023
OG0008053	YEAST05804	APOSC_05241, APOSC_05242
OG0008055	YEAST05224	APOSC_14003
OG0008056	YEAST04542	APOSC_08885
OG0008069	YEAST00959	APOSC_20472
OG0008072	YEAST00552	APOSC_28694
OG0008074	YEAST05664	APOSC_27224, APOSC_02323, APOSC_25769
OG0008079	YEAST03108	APOSC_14186
OG0008085	YEAST04107	APOSC_06211
OG0008091	YEAST06200	APOSC_18409
OG0008100	YEAST03959	APOSC_07045
OG0008103	YEAST05352	APOSC_16584
OG0008104	YEAST06240	APOSC_05053
OG0008105	YEAST03324	APOSC_17240
OG0008110	YEAST00121	APOSC_25259
OG0008111	YEAST06004, YEAST05693	APOSC_00540
OG0008122	YEAST01663	APOSC_20851
OG0008127	YEAST05342	APOSC_07880
OG0008136	YEAST02756	APOSC_07166
OG0008196	YEAST03623	APOSC_02373, APOSC_02372
OG0008201	YEAST01163	APOSC_24486
OG0008202	YEAST06186	APOSC_07690
OG0008208	YEAST04341	APOSC_03726
OG0008219	YEAST05754	APOSC_01816
OG0008244	YEAST04999	APOSC_24320, APOSC_24319
OG0008251	YEAST01472	APOSC_06719, APOSC_06718
OG0008254	YEAST04740	APOSC_24820
OG0008267	YEAST02722	APOSC_26204
OG0008273	YEAST00628	APOSC_18538
OG0008275	YEAST05358	APOSC_09999, APOSC_09998
OG0008281	YEAST01387	APOSC_25564
OG0008307	YEAST01285	APOSC_00812
OG0008332	YEAST03366	APOSC_15743
OG0008339	YEAST03286	APOSC_24725
OG0008346	YEAST01382	APOSC_02989
