Orthogroup	PFLAV	BRAFL
OG0003307	TCONS_00031062.p1	bflo_07093
OG0003308	TCONS_00054644.p1, TCONS_00054628.p1	bflo_25159, bflo_25333
OG0003309	TCONS_00018873.p1	bflo_18723
OG0003311	TCONS_00018844.p1	bflo_01504
OG0003312	TCONS_00001297.p1	bflo_17850
OG0003313	TCONS_00056204.p1, TCONS_00045546.p1	bflo_06556
OG0003314	TCONS_00042277.p1, TCONS_00042229.p1, TCONS_00042276.p1	bflo_14212
OG0003315	TCONS_00017532.p1	bflo_26618, bflo_01077
OG0003316	TCONS_00051522.p1	bflo_24864
OG0003317	TCONS_00014439.p1	bflo_23280
OG0003318	TCONS_00048242.p1	bflo_11452
OG0003319	TCONS_00046681.p1	bflo_06319
OG0003320	TCONS_00026069.p1	bflo_10097
OG0003321	TCONS_00008132.p1	bflo_13090
OG0003322	TCONS_00043082.p1	bflo_00002, bflo_27076
OG0003322	TCONS_00033212.p1	bflo_12508, bflo_19520, bflo_10617
OG0003323	TCONS_00015010.p1	bflo_15869
OG0003324	TCONS_00012971.p1	bflo_22670
OG0003325	TCONS_00031296.p1	bflo_08410
OG0003326	TCONS_00027204.p1, TCONS_00027197.p1	bflo_09789
OG0003327	TCONS_00016375.p1	bflo_15914
OG0003328	TCONS_00008820.p1	bflo_00426
OG0003329	TCONS_00028898.p1	bflo_06538
OG0003330	TCONS_00028960.p1	bflo_05318
OG0003331	TCONS_00006506.p1	bflo_20334
OG0003332	TCONS_00046192.p1	bflo_06531
OG0003333	TCONS_00036252.p1	bflo_03278
OG0003335	TCONS_00011485.p1	bflo_16036
OG0003336	TCONS_00014647.p1	bflo_16347
OG0003337	TCONS_00051325.p1, TCONS_00051418.p1	bflo_24672
OG0003338	TCONS_00054607.p1	bflo_25768
OG0003340	TCONS_00017094.p1	bflo_00966
OG0003341	TCONS_00003609.p1	bflo_13784
OG0003343	TCONS_00006521.p1	bflo_21197
OG0003344	TCONS_00046687.p1	bflo_06379
OG0003346	TCONS_00048354.p1	bflo_11187
OG0003346	TCONS_00046360.p1, TCONS_00046351.p1, TCONS_00046362.p1	bflo_22611, bflo_06286, bflo_15968, bflo_15971, bflo_15970, bflo_05737
OG0003347	TCONS_00056116.p1	bflo_18875
OG0003348	TCONS_00017611.p1, TCONS_00017647.p1	bflo_01497
OG0003349	TCONS_00030123.p1	bflo_08162
OG0003350	TCONS_00022739.p1	bflo_21636
OG0003351	TCONS_00047963.p2	bflo_11662
OG0003351	TCONS_00012043.p1	bflo_18448
OG0003352	TCONS_00033183.p1	bflo_26474, bflo_26477, bflo_08957
OG0003353	TCONS_00047823.p1, TCONS_00047834.p1	bflo_11091
OG0003354	TCONS_00033398.p1, TCONS_00032835.p1	bflo_00257
OG0003355	TCONS_00031349.p1	bflo_07915
OG0003356	TCONS_00012899.p1	bflo_13961
OG0003357	TCONS_00026252.p1	bflo_10674
OG0003358	TCONS_00048237.p1	bflo_11374
OG0003359	TCONS_00023445.p1, TCONS_00023479.p1	bflo_09270
OG0003360	TCONS_00011165.p1	bflo_08028
OG0003361	TCONS_00011047.p1	bflo_21492
OG0003362	TCONS_00043774.p1	bflo_15019, bflo_27136, bflo_15047
OG0003363	TCONS_00055673.p1	bflo_19412, bflo_19416
OG0003364	TCONS_00037083.p1	bflo_03561
OG0003366	TCONS_00011117.p1	bflo_23663
OG0003367	TCONS_00014336.p1, TCONS_00014325.p1	bflo_03392, bflo_03276, bflo_03820, bflo_16550, bflo_25315
OG0003368	TCONS_00027072.p1	bflo_08973
OG0003369	TCONS_00030861.p1	bflo_08608
OG0003370	TCONS_00017723.p1, TCONS_00044503.p1, TCONS_00044812.p1	bflo_05182
OG0003371	TCONS_00008422.p1	bflo_14039
OG0003372	TCONS_00053297.p1	bflo_25213
OG0003373	TCONS_00037895.p1	bflo_04729
OG0003374	TCONS_00054992.p1	bflo_01562
OG0003375	TCONS_00029030.p1, TCONS_00029032.p1	bflo_05681
OG0003376	TCONS_00055205.p1, TCONS_00041457.p1	bflo_05753
OG0003377	TCONS_00023122.p1	bflo_09240, bflo_09241
OG0003378	TCONS_00023058.p1, TCONS_00023089.p1	bflo_09811
OG0003379	TCONS_00018871.p1	bflo_01579
OG0003380	TCONS_00006819.p1	bflo_20421
OG0003381	TCONS_00024085.p1	bflo_09923
OG0003382	TCONS_00023674.p1	bflo_03233
OG0003383	TCONS_00020044.p1	bflo_00169
OG0003384	TCONS_00027067.p1	bflo_10672
OG0003385	TCONS_00020620.p1	bflo_20288
OG0003386	TCONS_00052234.p1	bflo_24755
OG0003387	TCONS_00005038.p1	bflo_20271, bflo_20266
OG0003388	TCONS_00030400.p1, TCONS_00030384.p1	bflo_08160
OG0003391	TCONS_00009705.p1	bflo_11495
OG0003392	TCONS_00014589.p1	bflo_04347
OG0003394	TCONS_00019998.p1	bflo_00632
OG0003396	TCONS_00036037.p1	bflo_03372
OG0003397	TCONS_00051012.p1	bflo_25073
OG0003401	TCONS_00015311.p1	bflo_04587
OG0003419	TCONS_00040540.p1	bflo_19082
OG0003420	TCONS_00015563.p1	bflo_16820
OG0003421	TCONS_00043655.p1, TCONS_00043654.p1, TCONS_00042652.p1, TCONS_00042813.p1	bflo_14823
OG0003422	TCONS_00022982.p1	bflo_15120
OG0003423	TCONS_00007352.p1, TCONS_00000834.p1, TCONS_00001989.p1, TCONS_00002040.p1, TCONS_00000880.p1, TCONS_00001988.p1, TCONS_00000845.p1, TCONS_00000846.p1, TCONS_00001914.p1, TCONS_00002509.p1, TCONS_00002017.p1	bflo_18335, bflo_24193, bflo_03381, bflo_03806, bflo_11430, bflo_26333, bflo_11943, bflo_11944, bflo_12483
OG0003424	TCONS_00013866.p1	bflo_22975
OG0003425	TCONS_00029551.p1	bflo_06597
OG0003426	TCONS_00028995.p1	bflo_17220
OG0003428	TCONS_00043444.p1	bflo_15063
OG0003429	TCONS_00036739.p1	bflo_03695
OG0003430	TCONS_00035290.p1	bflo_10656
OG0003431	TCONS_00057200.p1	bflo_18771
OG0003432	TCONS_00016975.p1	bflo_01885
OG0003433	TCONS_00021164.p1	bflo_22519
OG0003434	TCONS_00031599.p1	bflo_00872
OG0003435	TCONS_00010051.p1	bflo_21768
OG0003437	TCONS_00012557.p1, TCONS_00012556.p1, TCONS_00012555.p1	bflo_23416
OG0003438	TCONS_00006810.p1	bflo_20074
OG0003438	TCONS_00005722.p1	bflo_20077
OG0003439	TCONS_00022916.p1	bflo_21650
OG0003440	TCONS_00042109.p1	bflo_14213
OG0003441	TCONS_00047900.p1	bflo_12321
OG0003442	TCONS_00043703.p1	bflo_15421
OG0003443	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1	bflo_23995
OG0003444	TCONS_00037790.p1	bflo_03457
OG0003447	TCONS_00049275.p1	bflo_11633
OG0003448	TCONS_00007007.p1	bflo_13876
OG0003449	TCONS_00014387.p1	bflo_22898
OG0003450	TCONS_00043348.p1, TCONS_00043337.p1	bflo_14312
OG0003451	TCONS_00002411.p1	bflo_17722
OG0003452	TCONS_00026077.p1	bflo_09208
OG0003453	TCONS_00005573.p1	bflo_09284
OG0003454	TCONS_00057051.p1	bflo_18619
OG0003455	TCONS_00055264.p1	bflo_03202, bflo_03230
OG0003456	TCONS_00013273.p1	bflo_23918
OG0003457	TCONS_00018135.p1	bflo_01506
OG0003458	TCONS_00044748.p1	bflo_05669
OG0003458	TCONS_00034693.p1, TCONS_00034755.p1	bflo_03987
OG0003459	TCONS_00011141.p1	bflo_13470
OG0003460	TCONS_00009899.p1	bflo_16240
OG0003461	TCONS_00023217.p1	bflo_10235
OG0003462	TCONS_00015415.p1	bflo_15758
OG0003463	TCONS_00010682.p1, TCONS_00010685.p1	bflo_24804
OG0003465	TCONS_00016466.p1	bflo_16970
OG0003466	TCONS_00026627.p1	bflo_09344
OG0003467	TCONS_00007054.p1	bflo_12624
OG0003468	TCONS_00010320.p1	bflo_18674
OG0003470	TCONS_00028699.p1	bflo_06693
OG0003471	TCONS_00011334.p1	bflo_23271
OG0003472	TCONS_00043524.p1	bflo_14735
OG0003473	TCONS_00018879.p1	bflo_23011
OG0003474	TCONS_00018276.p1	bflo_01167
OG0003475	TCONS_00001181.p1, TCONS_00001191.p1	bflo_17402
OG0003476	TCONS_00048082.p1	bflo_10013
OG0003477	TCONS_00046338.p1	bflo_05188
OG0003478	TCONS_00009936.p1, TCONS_00009948.p1	bflo_05169
OG0003479	TCONS_00047360.p1	bflo_11660
OG0003480	TCONS_00007841.p1	bflo_13731
OG0003481	TCONS_00020337.p1	bflo_15888
OG0003482	TCONS_00023584.p1, TCONS_00023547.p1	bflo_09842
OG0003483	TCONS_00031009.p1	bflo_15095
OG0003484	TCONS_00032810.p1	bflo_08356
OG0003486	TCONS_00001225.p1	bflo_20523
OG0003487	TCONS_00026217.p1	bflo_10772
OG0003488	TCONS_00046419.p1	bflo_05906
OG0003489	TCONS_00017830.p1	bflo_02309
OG0003490	TCONS_00004980.p1	bflo_20489
OG0003491	TCONS_00022792.p1, TCONS_00022795.p1	bflo_22547
OG0003492	TCONS_00031295.p1	bflo_06984
OG0003495	TCONS_00045498.p1	bflo_06400
OG0003496	TCONS_00042095.p1	bflo_14755, bflo_14596
OG0003497	TCONS_00034974.p1	bflo_06218
OG0003499	TCONS_00017602.p1	bflo_23661
OG0003500	TCONS_00016487.p1	bflo_20102
OG0003501	TCONS_00052580.p1	bflo_25164
OG0003502	TCONS_00004748.p1	bflo_20275
OG0003503	TCONS_00012915.p1	bflo_23296
OG0003504	TCONS_00013392.p1	bflo_23302
OG0003505	TCONS_00008629.p1	bflo_12682
OG0003506	TCONS_00042743.p1	bflo_15168
OG0003507	TCONS_00052832.p1	bflo_26224
OG0003508	TCONS_00056773.p1	bflo_14628
OG0003509	TCONS_00051123.p1	bflo_24353
OG0003511	TCONS_00027853.p1	bflo_06537
OG0003512	TCONS_00004749.p1	bflo_21139, bflo_21138
OG0003513	TCONS_00055574.p1	bflo_18565
OG0003514	TCONS_00047997.p1	bflo_10920
OG0003515	TCONS_00042609.p1	bflo_14188
OG0003516	TCONS_00027677.p1	bflo_10550
OG0003517	TCONS_00037571.p1, TCONS_00037565.p1	bflo_03023
OG0003518	TCONS_00007976.p1	bflo_25746
OG0003519	TCONS_00057255.p1	bflo_18795
OG0003520	TCONS_00003471.p1	bflo_10704
OG0003521	TCONS_00042336.p1	bflo_17952
OG0003522	TCONS_00013623.p1	bflo_23156
OG0003523	TCONS_00050093.p1, TCONS_00051275.p1	bflo_24396
OG0003524	TCONS_00050096.p1	bflo_24392
OG0003525	TCONS_00038685.p1	bflo_07077
OG0003525	TCONS_00038686.p1	bflo_07153
OG0003526	TCONS_00011200.p1	bflo_05929
OG0003528	TCONS_00000892.p1, TCONS_00000893.p1	bflo_17528
OG0003529	TCONS_00055604.p1	bflo_18877
OG0003530	TCONS_00003662.p1	bflo_14037, bflo_14178
OG0003531	TCONS_00010091.p1	bflo_24099
OG0003532	TCONS_00051905.p1	bflo_09668
OG0003533	TCONS_00048487.p1	bflo_12390
OG0003534	TCONS_00010648.p1	bflo_22240, bflo_22294, bflo_18361
OG0003535	TCONS_00026200.p1	bflo_09980
OG0003536	TCONS_00045108.p1	bflo_06440
OG0003537	TCONS_00026578.p1	bflo_09395
OG0003538	TCONS_00044141.p1	bflo_15185
OG0003539	TCONS_00019206.p1	bflo_11094
OG0003540	TCONS_00040372.p1	bflo_14295
OG0003541	TCONS_00018913.p1	bflo_13586
OG0003542	TCONS_00012622.p1, TCONS_00012623.p1	bflo_23060
OG0003543	TCONS_00055790.p1	bflo_03236
OG0003544	TCONS_00046341.p1	bflo_07217
OG0003545	TCONS_00013272.p1	bflo_23382
OG0003546	TCONS_00015103.p1, TCONS_00044318.p1	bflo_16201
OG0003547	TCONS_00025320.p1	bflo_10227
OG0003548	TCONS_00027368.p1	bflo_09354
OG0003549	TCONS_00002377.p1, TCONS_00002369.p1	bflo_18405
OG0003550	TCONS_00019051.p1	bflo_00232
OG0003551	TCONS_00052907.p1	bflo_25362
OG0003552	TCONS_00015339.p1	bflo_16108
OG0003553	TCONS_00027833.p1	bflo_08891
OG0003554	TCONS_00026112.p1	bflo_10753
OG0003555	TCONS_00012957.p1	bflo_24243, bflo_23498
OG0003556	TCONS_00046619.p1	bflo_06642
OG0003557	TCONS_00014687.p1	bflo_15889
OG0003558	TCONS_00029710.p1	bflo_04064
OG0003560	TCONS_00010190.p1	bflo_11890
OG0003561	TCONS_00000395.p1	bflo_04334
OG0003562	TCONS_00018209.p1	bflo_01200
OG0003563	TCONS_00012912.p1	bflo_23836
OG0003564	TCONS_00026983.p1	bflo_09292
OG0003565	TCONS_00013499.p1, TCONS_00013504.p1, TCONS_00013503.p1, TCONS_00013502.p1	bflo_25721
OG0003566	TCONS_00036670.p1, TCONS_00036691.p1	bflo_03002
OG0003567	TCONS_00013825.p1	bflo_04792
OG0003568	TCONS_00005329.p1	bflo_20229
OG0003569	TCONS_00049703.p1	bflo_11253
OG0003570	TCONS_00038273.p1, TCONS_00038298.p1	bflo_26249
OG0003571	TCONS_00008075.p1	bflo_05241
OG0003572	TCONS_00010599.p1	bflo_24403
OG0003573	TCONS_00006509.p1	bflo_20068
OG0003574	TCONS_00008254.p1	bflo_27071
OG0003576	TCONS_00009130.p1	bflo_13166
OG0003577	TCONS_00019459.p1	bflo_00343
OG0003578	TCONS_00005625.p1	bflo_20566, bflo_14712
OG0003579	TCONS_00030567.p1	bflo_07074
OG0003581	TCONS_00017960.p1, TCONS_00016901.p1	bflo_18883, bflo_18884
OG0003582	TCONS_00049811.p1	bflo_10944
OG0003588	TCONS_00040874.p1, TCONS_00039862.p1, TCONS_00013604.p1	bflo_12479, bflo_06452, bflo_16666, bflo_01857, bflo_01859, bflo_20872, bflo_08575, bflo_23983, bflo_10481, bflo_10480, bflo_08838
OG0003588	TCONS_00056432.p1	bflo_14950
OG0003589	TCONS_00043832.p1, TCONS_00043830.p1, TCONS_00043833.p1, TCONS_00043831.p1, TCONS_00041492.p1, TCONS_00035257.p1	bflo_14784, bflo_14587, bflo_14776, bflo_14590, bflo_14585, bflo_14774
OG0003589	TCONS_00042537.p1, TCONS_00000017.p1	bflo_14778, bflo_14787, bflo_14779
OG0003590	TCONS_00022193.p1, TCONS_00001147.p1, TCONS_00001148.p1, TCONS_00001149.p1, TCONS_00001155.p1, TCONS_00001146.p1, TCONS_00001154.p1, TCONS_00013217.p1, TCONS_00014411.p1, TCONS_00013212.p1, TCONS_00014389.p1, TCONS_00014390.p1, TCONS_00050748.p1, TCONS_00050747.p1, TCONS_00051844.p1, TCONS_00051833.p1, TCONS_00051840.p1, TCONS_00050745.p1, TCONS_00051829.p1, TCONS_00051837.p1, TCONS_00051841.p1, TCONS_00051842.p1, TCONS_00050746.p1, TCONS_00040645.p1, TCONS_00040612.p1, TCONS_00051848.p1, TCONS_00051868.p1, TCONS_00051845.p1, TCONS_00051846.p1, TCONS_00051827.p1	bflo_18985
OG0003597	TCONS_00037741.p1	bflo_10323
OG0003598	TCONS_00016130.p1	bflo_16711
OG0003599	TCONS_00029425.p1	bflo_06072
OG0003600	TCONS_00007927.p1	bflo_13340
OG0003601	TCONS_00056829.p1	bflo_19194, bflo_18911
OG0003603	TCONS_00012634.p1	bflo_23649
OG0003604	TCONS_00006087.p1	bflo_20404
OG0003606	TCONS_00001243.p1	bflo_17517
OG0003607	TCONS_00009514.p1	bflo_05933
OG0003608	TCONS_00015406.p1	bflo_15932
OG0003610	TCONS_00018565.p1	bflo_01164
OG0003611	TCONS_00026984.p1	bflo_09170
OG0003613	TCONS_00037548.p1	bflo_12262
OG0003615	TCONS_00054640.p1	bflo_26275
OG0003616	TCONS_00049702.p1	bflo_11097
OG0003618	TCONS_00044972.p1	bflo_01473
OG0003619	TCONS_00043918.p1	bflo_14248
OG0003620	TCONS_00027300.p1	bflo_25025
OG0003621	TCONS_00001275.p1	bflo_04483, bflo_26752
OG0003622	TCONS_00009864.p1	bflo_11800
OG0003623	TCONS_00050642.p1	bflo_10738
OG0003625	TCONS_00017338.p1, TCONS_00017592.p1, TCONS_00018519.p1, TCONS_00016845.p1	bflo_09142, bflo_01124, bflo_01123, bflo_18218, bflo_17455, bflo_17909, bflo_01122, bflo_01337, bflo_01126, bflo_01671
OG0003626	TCONS_00002996.p1	bflo_02389
OG0003627	TCONS_00021203.p1	bflo_21960
OG0003628	TCONS_00028245.p1	bflo_05874
OG0003629	TCONS_00021339.p1	bflo_22183
OG0003630	TCONS_00006358.p1	bflo_20004
OG0003631	TCONS_00043632.p1, TCONS_00043605.p1	bflo_23468
OG0003632	TCONS_00051362.p1	bflo_03937
OG0003633	TCONS_00054784.p1, TCONS_00044543.p1	bflo_00307
OG0003634	TCONS_00052228.p1	bflo_24973
OG0003635	TCONS_00030553.p1	bflo_07120
OG0003635	TCONS_00043850.p1	bflo_14711
OG0003636	TCONS_00011609.p1	bflo_07731, bflo_05787, bflo_07722
OG0003638	TCONS_00003511.p1	bflo_17869
OG0003640	TCONS_00004132.p1	bflo_26670, bflo_02410
OG0003641	TCONS_00009159.p1	bflo_13272
OG0003643	TCONS_00048583.p1	bflo_10320, bflo_24819, bflo_24817, bflo_09628, bflo_02964, bflo_24044
OG0003644	TCONS_00016060.p1	bflo_16458
OG0003645	TCONS_00042488.p1	bflo_14727
OG0003646	TCONS_00029784.p1	bflo_03551
OG0003647	TCONS_00027854.p1	bflo_06536
OG0003648	TCONS_00009686.p1	bflo_22126
OG0003649	TCONS_00027915.p1	bflo_06468
OG0003650	TCONS_00045964.p1	bflo_21715
OG0003651	TCONS_00045395.p1	bflo_01723
OG0003652	TCONS_00002146.p1	bflo_17868
OG0003653	TCONS_00020700.p1	bflo_13101
OG0003654	TCONS_00045387.p1	bflo_05910
OG0003655	TCONS_00000200.p1	bflo_17616
OG0003656	TCONS_00020357.p1	bflo_08293
OG0003657	TCONS_00032983.p1	bflo_00252
OG0003658	TCONS_00032273.p1	bflo_00698
OG0003659	TCONS_00003686.p1	bflo_02419
OG0003660	TCONS_00030797.p1	bflo_07809
OG0003661	TCONS_00032274.p1	bflo_26559
OG0003662	TCONS_00027101.p1	bflo_10412
OG0003664	TCONS_00024736.p1, TCONS_00024643.p1	bflo_23489
OG0003665	TCONS_00010044.p1, TCONS_00009382.p1	bflo_03349, bflo_03667, bflo_14985, bflo_03668, bflo_03348, bflo_03347
OG0003666	TCONS_00047691.p1, TCONS_00047692.p1	bflo_11627, bflo_27012
OG0003667	TCONS_00005804.p1, TCONS_00005788.p1	bflo_20479
OG0003668	TCONS_00029645.p1	bflo_06147
OG0003669	TCONS_00053763.p1	bflo_25341
OG0003671	TCONS_00026939.p1	bflo_09735
OG0003672	TCONS_00014351.p1	bflo_23403
OG0003674	TCONS_00013395.p1	bflo_23396
OG0003675	TCONS_00002929.p1	bflo_02379
OG0003676	TCONS_00055967.p1	bflo_04781, bflo_04777
OG0003677	TCONS_00056120.p1	bflo_19132
OG0003678	TCONS_00054343.p1	bflo_25551
OG0003679	TCONS_00017789.p1	bflo_02036, bflo_13294
OG0003680	TCONS_00002910.p1	bflo_01532
OG0003681	TCONS_00030595.p1	bflo_03957
OG0003682	TCONS_00009725.p1	bflo_07489
OG0003683	TCONS_00004855.p1, TCONS_00004834.p1	bflo_20104
OG0003684	TCONS_00007072.p1	bflo_13833
OG0003685	TCONS_00033332.p1	bflo_07993
OG0003686	TCONS_00008641.p1	bflo_12834
OG0003687	TCONS_00057206.p1	bflo_19027
OG0003688	TCONS_00036414.p1, TCONS_00036423.p1	bflo_24589
OG0003688	TCONS_00050596.p1	bflo_24522
OG0003689	TCONS_00056117.p1	bflo_19565
OG0003690	TCONS_00010756.p1	bflo_13292
OG0003691	TCONS_00041854.p1	bflo_14352
OG0003692	TCONS_00026517.p1	bflo_09441
OG0003693	TCONS_00048357.p1	bflo_11485
OG0003694	TCONS_00019312.p1	bflo_07368
OG0003695	TCONS_00015112.p1, TCONS_00014508.p1	bflo_16279
OG0003696	TCONS_00047294.p1	bflo_11319
OG0003697	TCONS_00012511.p1	bflo_23717
OG0003698	TCONS_00026609.p1	bflo_10629
OG0003699	TCONS_00035985.p1	bflo_03400
OG0003700	TCONS_00012360.p1	bflo_22951
OG0003701	TCONS_00045362.p1	bflo_01336
OG0003702	TCONS_00004464.p1	bflo_11082
OG0003703	TCONS_00035988.p1	bflo_03241
OG0003704	TCONS_00046090.p1	bflo_06360
OG0003705	TCONS_00055975.p1	bflo_01256
OG0003706	TCONS_00015043.p1	bflo_15874
OG0003707	TCONS_00056987.p1	bflo_06702
OG0003708	TCONS_00000585.p1	bflo_17394
OG0003710	TCONS_00001097.p1	bflo_18086
OG0003711	TCONS_00020785.p1, TCONS_00020775.p1	bflo_12884
OG0003712	TCONS_00012419.p1	bflo_23878
OG0003713	TCONS_00045793.p1	bflo_02056
OG0003714	TCONS_00051128.p1	bflo_24976, bflo_27475
OG0003716	TCONS_00050423.p1	bflo_24004
OG0003717	TCONS_00017571.p1	bflo_01566
OG0003718	TCONS_00003037.p1	bflo_02164
OG0003719	TCONS_00028257.p1	bflo_04239
OG0003721	TCONS_00009979.p1	bflo_09733
OG0003722	TCONS_00015463.p1	bflo_16670
OG0003723	TCONS_00054348.p1, TCONS_00054347.p1, TCONS_00027272.p1, TCONS_00004106.p1, TCONS_00004107.p1, TCONS_00003716.p1, TCONS_00002949.p1, TCONS_00003715.p1, TCONS_00027704.p1, TCONS_00027520.p1, TCONS_00027521.p1	bflo_04881
OG0003724	TCONS_00051898.p1	bflo_24348
OG0003725	TCONS_00052910.p1	bflo_25497
OG0003726	TCONS_00046473.p1, TCONS_00045342.p1, TCONS_00046474.p1, TCONS_00045345.p1	bflo_25423, bflo_06344
OG0003728	TCONS_00016021.p1	bflo_16366
OG0003730	TCONS_00027342.p1	bflo_09786
OG0003731	TCONS_00011687.p1	bflo_09228
OG0003732	TCONS_00021737.p1	bflo_21803
OG0003733	TCONS_00052651.p1	bflo_25583
OG0003734	TCONS_00015817.p1	bflo_15650
OG0003735	TCONS_00002105.p1, TCONS_00002113.p1	bflo_17363
OG0003736	TCONS_00056575.p1	bflo_12719
OG0003737	TCONS_00016153.p1	bflo_15994
OG0003738	TCONS_00013945.p1	bflo_23509
OG0003739	TCONS_00055464.p1	bflo_04782, bflo_26767
OG0003740	TCONS_00024141.p1	bflo_09974
OG0003741	TCONS_00034776.p1	bflo_10194
OG0003742	TCONS_00019755.p1	bflo_00933
OG0003743	TCONS_00000185.p1	bflo_17350
OG0003744	TCONS_00047885.p1	bflo_11052
OG0003745	TCONS_00006756.p1	bflo_13758, bflo_07859
OG0003746	TCONS_00055721.p1	bflo_18735
OG0003747	TCONS_00046166.p1	bflo_06649
OG0003748	TCONS_00049131.p1	bflo_12393
OG0003749	TCONS_00025714.p1	bflo_09949, bflo_09953
OG0003750	TCONS_00034398.p1, TCONS_00034464.p1, TCONS_00034397.p1	bflo_14314
OG0003751	TCONS_00050252.p1, TCONS_00052175.p1	bflo_08903, bflo_02875
OG0003752	TCONS_00057226.p1	bflo_09978
OG0003753	TCONS_00012646.p1	bflo_22685
OG0003754	TCONS_00025033.p1, TCONS_00023166.p1	bflo_10581
OG0003755	TCONS_00038918.p1, TCONS_00005696.p1	bflo_20955
OG0003756	TCONS_00009191.p1	bflo_13745
OG0003757	TCONS_00010281.p1	bflo_05823
OG0003759	TCONS_00050120.p1	bflo_25051
OG0003760	TCONS_00046388.p1	bflo_06355
OG0003761	TCONS_00033664.p1	bflo_07994
OG0003762	TCONS_00012749.p1	bflo_23845
OG0003764	TCONS_00013237.p1, TCONS_00013238.p1, TCONS_00013239.p1	bflo_23348
OG0003765	TCONS_00003893.p1, TCONS_00049556.p1	bflo_11672
OG0003767	TCONS_00046050.p2	bflo_13723, bflo_13725, bflo_13724
OG0003768	TCONS_00024314.p1, TCONS_00024317.p1, TCONS_00024305.p1, TCONS_00024316.p1	bflo_14840
OG0003769	TCONS_00008637.p1	bflo_13838
OG0003770	TCONS_00043123.p1	bflo_14290
OG0003771	TCONS_00014140.p1	bflo_23473
OG0003773	TCONS_00013177.p1	bflo_23068
OG0003776	TCONS_00032725.p1, TCONS_00032743.p1	bflo_19353
OG0003777	TCONS_00012320.p1	bflo_05355
OG0003778	TCONS_00036301.p1, TCONS_00036323.p1, TCONS_00037457.p1, TCONS_00036347.p1	bflo_03437
OG0003779	TCONS_00021938.p1	bflo_10120
OG0003794	TCONS_00008804.p1	bflo_12963
OG0003795	TCONS_00049781.p1	bflo_11372
OG0003798	TCONS_00016653.p1	bflo_17437
OG0003803	TCONS_00015861.p1	bflo_25196
OG0003806	TCONS_00014048.p1	bflo_23190, bflo_00688
OG0003807	TCONS_00012280.p1	bflo_23696
OG0003808	TCONS_00017543.p1	bflo_01527
OG0003809	TCONS_00030928.p1	bflo_07420
OG0003810	TCONS_00041620.p1	bflo_15440
OG0003811	TCONS_00043382.p1	bflo_14145
OG0003812	TCONS_00050555.p1	bflo_24338
OG0003813	TCONS_00030409.p1	bflo_08536
OG0003815	TCONS_00011083.p1	bflo_18600
OG0003816	TCONS_00030012.p1	bflo_07647, bflo_07324
OG0003818	TCONS_00043595.p1	bflo_26938, bflo_10045
OG0003819	TCONS_00041849.p1	bflo_14692
OG0003820	TCONS_00029649.p1	bflo_03485
OG0003821	TCONS_00048803.p1	bflo_11241
OG0003822	TCONS_00016760.p1	bflo_19813, bflo_19570
OG0003822	TCONS_00055406.p1	bflo_19126
OG0003823	TCONS_00017834.p1	bflo_01062
OG0003824	TCONS_00041559.p1, TCONS_00027662.p1	bflo_01655
OG0003825	TCONS_00027692.p1, TCONS_00027691.p1	bflo_06191
OG0003826	TCONS_00006654.p1	bflo_20813
OG0003827	TCONS_00053570.p1	bflo_26098
OG0003827	TCONS_00053571.p1	bflo_25484, bflo_25483, bflo_26097
OG0003828	TCONS_00015781.p1	bflo_16758
OG0003829	TCONS_00041768.p1	bflo_16298
OG0003830	TCONS_00000940.p1, TCONS_00000927.p1	bflo_17896
OG0003831	TCONS_00041986.p1, TCONS_00041979.p1	bflo_15015
OG0003832	TCONS_00047965.p1	bflo_11645
OG0003833	TCONS_00044191.p1, TCONS_00042862.p1, TCONS_00042864.p1	bflo_15287
OG0003834	TCONS_00008744.p1	bflo_13313
OG0003835	TCONS_00018072.p1	bflo_01951
OG0003836	TCONS_00043960.p1	bflo_14104
OG0003837	TCONS_00013327.p1	bflo_04359
OG0003838	TCONS_00042726.p1	bflo_14249
OG0003839	TCONS_00015241.p1	bflo_15827
OG0003840	TCONS_00056576.p1	bflo_06986
OG0003841	TCONS_00015618.p1	bflo_04276
OG0003842	TCONS_00049454.p1	bflo_26499
OG0003843	TCONS_00009505.p1, TCONS_00010868.p1	bflo_13315
OG0003844	TCONS_00028970.p1	bflo_05707
OG0003845	TCONS_00004661.p1	bflo_20330
OG0003846	TCONS_00027628.p1	bflo_08816
OG0003847	TCONS_00055246.p1	bflo_18871
OG0003847	TCONS_00001462.p1	bflo_16688
OG0003848	TCONS_00014970.p1	bflo_27156, bflo_15576
OG0003849	TCONS_00028619.p1	bflo_06550, bflo_06870
OG0003850	TCONS_00000960.p1	bflo_11358
OG0003851	TCONS_00032794.p1	bflo_00750
OG0003852	TCONS_00020658.p1	bflo_07596
OG0003854	TCONS_00029018.p1	bflo_02025
OG0003855	TCONS_00018586.p1	bflo_01488
OG0003856	TCONS_00013066.p1	bflo_23888
OG0003857	TCONS_00013404.p1	bflo_23884
OG0003858	TCONS_00011927.p1	bflo_16889
OG0003859	TCONS_00017915.p1	bflo_01769
OG0003861	TCONS_00001075.p1	bflo_18325
OG0003862	TCONS_00020265.p1	bflo_18081
OG0003863	TCONS_00026709.p1	bflo_08746
