Orthogroup	PFLAV	BRAFL
OG0000910	TCONS_00046470.p1	bflo_01854
OG0000911	TCONS_00020167.p1	bflo_00891, bflo_00957
OG0000912	TCONS_00027823.p1	bflo_09112
OG0000913	TCONS_00044188.p1	bflo_14588
OG0000914	TCONS_00048628.p1	bflo_10973
OG0000916	TCONS_00010852.p1	bflo_16703
OG0000918	TCONS_00050753.p1, TCONS_00050750.p1, TCONS_00050751.p1, TCONS_00050752.p1	bflo_09117
OG0000918	TCONS_00056212.p1	bflo_07402, bflo_04401, bflo_04424, bflo_04406, bflo_04422, bflo_11726, bflo_12155, bflo_12409, bflo_04412, bflo_04409, bflo_17840, bflo_18358, bflo_17837, bflo_04415, bflo_04427, bflo_04417, bflo_04410, bflo_14454, bflo_17452, bflo_17789
OG0000921	TCONS_00016117.p1	bflo_15652
OG0000923	TCONS_00003414.p1, TCONS_00004381.p1	bflo_02952
OG0000923	TCONS_00003133.p1	bflo_02648
OG0000924	TCONS_00043269.p1	bflo_14560
OG0000924	TCONS_00021323.p1	bflo_22652
OG0000924	TCONS_00041904.p1	bflo_15112
OG0000924	TCONS_00049449.p1	bflo_11242
OG0000925	TCONS_00054170.p1, TCONS_00054133.p1	bflo_09205
OG0000925	TCONS_00021772.p1	bflo_22447
OG0000926	TCONS_00034542.p1	bflo_09210
OG0000926	TCONS_00001489.p1	bflo_17123
OG0000926	TCONS_00007435.p1	bflo_21264
OG0000927	TCONS_00007679.p1	bflo_22432
OG0000927	TCONS_00022278.p1	bflo_21351, bflo_22530, bflo_21352, bflo_21241, bflo_05122, bflo_21387, bflo_22124, bflo_22069
OG0000928	TCONS_00028224.p1	bflo_05985
OG0000929	TCONS_00001479.p1	bflo_17125
OG0000930	TCONS_00015974.p1	bflo_15834
OG0000930	TCONS_00036438.p1, TCONS_00015973.p1, TCONS_00004383.p1, TCONS_00003410.p1	bflo_16803, bflo_15830
OG0000931	TCONS_00027222.p1	bflo_08954
OG0000933	TCONS_00010516.p1	bflo_21958
OG0000934	TCONS_00001864.p1	bflo_04490
OG0000935	TCONS_00054852.p1	bflo_19247
OG0000936	TCONS_00053770.p1	bflo_26344
OG0000937	TCONS_00051491.p1, TCONS_00046969.p1, TCONS_00032068.p1	bflo_21410, bflo_11852, bflo_21542, bflo_15297, bflo_24310, bflo_17182, bflo_22368, bflo_09623, bflo_26017, bflo_04262, bflo_00497, bflo_07960, bflo_13655, bflo_13656
OG0000938	TCONS_00044853.p1	bflo_16013
OG0000938	TCONS_00011822.p1, TCONS_00011821.p1	bflo_25802, bflo_25457, bflo_25455, bflo_25454, bflo_25452, bflo_25458, bflo_25453
OG0000939	TCONS_00038413.p1, TCONS_00015653.p1, TCONS_00018875.p1, TCONS_00038152.p1	bflo_03844, bflo_00030
OG0000940	TCONS_00049949.p2, TCONS_00032438.p1	bflo_02263
OG0000940	TCONS_00038587.p1, TCONS_00032821.p1, TCONS_00036957.p1, TCONS_00036647.p1, TCONS_00028609.p1	bflo_14573
OG0000942	TCONS_00012329.p1, TCONS_00030721.p1, TCONS_00029889.p1, TCONS_00038073.p1, TCONS_00009551.p1, TCONS_00015628.p1, TCONS_00050662.p1, TCONS_00031719.p1, TCONS_00047588.p1, TCONS_00038951.p1, TCONS_00018705.p1, TCONS_00036905.p1, TCONS_00040200.p1, TCONS_00049910.p1, TCONS_00041540.p1, TCONS_00028241.p1, TCONS_00046349.p1, TCONS_00034607.p1, TCONS_00024644.p1, TCONS_00053032.p1, TCONS_00032142.p1, TCONS_00044500.p1, TCONS_00033431.p1	bflo_01751, bflo_03988, bflo_21413, bflo_02201, bflo_22086, bflo_21168, bflo_17160, bflo_02220, bflo_17849, bflo_05027
OG0000943	TCONS_00030041.p1	bflo_07247, bflo_25977, bflo_25404
OG0000943	TCONS_00006489.p1	bflo_20510
OG0000944	TCONS_00043975.p1	bflo_14426
OG0000945	TCONS_00009344.p1, TCONS_00009343.p1	bflo_13705, bflo_12713
OG0000946	TCONS_00038079.p1	bflo_03784, bflo_04905
OG0000947	TCONS_00031600.p1	bflo_00205
OG0000947	TCONS_00019583.p1	bflo_00170
OG0000948	TCONS_00038761.p1, TCONS_00038766.p1, TCONS_00038768.p1, TCONS_00039155.p1, TCONS_00038759.p1, TCONS_00038682.p1, TCONS_00038769.p1, TCONS_00031992.p1, TCONS_00038690.p1, TCONS_00038678.p1, TCONS_00039147.p1, TCONS_00031682.p1	bflo_05898
OG0000949	TCONS_00001325.p1, TCONS_00001326.p1, TCONS_00001327.p1, TCONS_00001324.p1	bflo_17563
OG0000950	TCONS_00006646.p1, TCONS_00006622.p1	bflo_19953
OG0000951	TCONS_00027921.p1	bflo_05064
OG0000951	TCONS_00002049.p1	bflo_17583, bflo_17253
OG0000952	TCONS_00041898.p1	bflo_14821
OG0000952	TCONS_00043258.p1	bflo_14818
OG0000953	TCONS_00051855.p1, TCONS_00051944.p1	bflo_22870, bflo_26077, bflo_25794, bflo_25795, bflo_22979, bflo_24078
OG0000953	TCONS_00020799.p1	bflo_00708
OG0000954	TCONS_00055769.p1	bflo_13257
OG0000954	TCONS_00014081.p1	bflo_23747
OG0000955	TCONS_00054603.p1	bflo_25651
OG0000955	TCONS_00029823.p1	bflo_06523
OG0000955	TCONS_00043151.p1	bflo_14322
OG0000957	TCONS_00029595.p1	bflo_03309
OG0000958	TCONS_00045049.p1	bflo_13701, bflo_17086, bflo_23243, bflo_15534, bflo_17088
OG0000958	TCONS_00047783.p1	bflo_03727, bflo_03728, bflo_03019, bflo_04824, bflo_03729, bflo_01686, bflo_03214
OG0000960	TCONS_00009329.p1	bflo_12512
OG0000963	TCONS_00053983.p1	bflo_07262
OG0000963	TCONS_00054330.p1	bflo_03565
OG0000964	TCONS_00037502.p1, TCONS_00037503.p1, TCONS_00037501.p1, TCONS_00049206.p1, TCONS_00014950.p1	bflo_06342, bflo_19118, bflo_10230, bflo_06035, bflo_06039
OG0000965	TCONS_00030366.p1, TCONS_00031078.p1	bflo_08576
OG0000965	TCONS_00007578.p1	bflo_13018
OG0000966	TCONS_00006557.p1	bflo_20263
OG0000967	TCONS_00041998.p1	bflo_04354
OG0000967	TCONS_00031424.p1	bflo_07239
OG0000968	TCONS_00036377.p1	bflo_20978
OG0000969	TCONS_00055996.p1, TCONS_00057302.p1, TCONS_00055995.p1, TCONS_00057305.p1, TCONS_00057265.p1	bflo_04468, bflo_19187, bflo_18840, bflo_18841, bflo_21704, bflo_19041, bflo_18838, bflo_04477, bflo_06432, bflo_19042, bflo_19037, bflo_21707, bflo_21697, bflo_24882, bflo_18839
OG0000970	TCONS_00006818.p1	bflo_20773
OG0000971	TCONS_00054204.p1	bflo_02635
OG0000972	TCONS_00006434.p1	bflo_20769, bflo_20771, bflo_20770, bflo_25828
OG0000972	TCONS_00030051.p1	bflo_08143
OG0000973	TCONS_00014962.p1, TCONS_00014960.p1	bflo_16704, bflo_16388, bflo_16373, bflo_16375, bflo_16376, bflo_16391, bflo_16380, bflo_16361, bflo_16379, bflo_16384, bflo_16707
OG0000974	TCONS_00041730.p1	bflo_01162, bflo_20847
OG0000976	TCONS_00027250.p1	bflo_21557
OG0000977	TCONS_00007023.p1	bflo_13836
OG0000977	TCONS_00003519.p1	bflo_12600
OG0000977	TCONS_00019704.p1	bflo_00630
OG0000977	TCONS_00055290.p1	bflo_19025, bflo_19017
OG0000978	TCONS_00008298.p1	bflo_13255
OG0000979	TCONS_00033258.p1, TCONS_00033257.p1, TCONS_00033260.p1, TCONS_00055872.p1, TCONS_00055873.p1	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369
OG0000980	TCONS_00004652.p1, TCONS_00005977.p1	bflo_25440, bflo_02616, bflo_24320, bflo_06775
OG0000980	TCONS_00006471.p1, TCONS_00005288.p1	bflo_13595, bflo_25441, bflo_01827, bflo_24710, bflo_26332, bflo_24318
OG0000981	TCONS_00057045.p1, TCONS_00057060.p1	bflo_00671, bflo_00847, bflo_00767, bflo_05305, bflo_00648
OG0000981	TCONS_00028542.p1	bflo_05697
OG0000984	TCONS_00029130.p1, TCONS_00029125.p1, TCONS_00019326.p1	bflo_06233
OG0000984	TCONS_00055833.p1	bflo_15679
OG0000985	TCONS_00031086.p1	bflo_07499
OG0000986	TCONS_00030410.p1	bflo_21122, bflo_07321
OG0000987	TCONS_00018810.p1, TCONS_00005846.p1	bflo_02033
OG0000988	TCONS_00048232.p1, TCONS_00048229.p1, TCONS_00048228.p1, TCONS_00014768.p1	bflo_15623
OG0000992	TCONS_00012823.p1	bflo_22932
OG0000992	TCONS_00026712.p1	bflo_09287
OG0000993	TCONS_00020046.p1	bflo_00226, bflo_26569, bflo_00227
OG0000994	TCONS_00017207.p1	bflo_01641
OG0000994	TCONS_00006840.p1, TCONS_00006841.p1	bflo_10212
OG0000995	TCONS_00014470.p1	bflo_22708
OG0000996	TCONS_00021104.p1	bflo_21978
OG0000997	TCONS_00041618.p1, TCONS_00042985.p1, TCONS_00042984.p1	bflo_15516
OG0000998	TCONS_00001881.p1, TCONS_00002508.p1, TCONS_00000371.p1, TCONS_00001883.p1, TCONS_00002021.p1, TCONS_00001962.p1, TCONS_00001969.p1	bflo_17960
OG0000999	TCONS_00036441.p1	bflo_03341
OG0001000	TCONS_00001232.p1	bflo_17958, bflo_27228
OG0001001	TCONS_00021761.p1	bflo_27374, bflo_21303
OG0001003	TCONS_00004598.p1	bflo_20878
OG0001004	TCONS_00053708.p1	bflo_26280
OG0001005	TCONS_00047309.p1	bflo_10085
OG0001006	TCONS_00055759.p1	bflo_04350
OG0001006	TCONS_00052629.p1	bflo_22313
OG0001008	TCONS_00036882.p1	bflo_03203
OG0001009	TCONS_00012614.p1, TCONS_00012613.p1, TCONS_00012612.p1	bflo_23339
OG0001010	TCONS_00047507.p1	bflo_11897, bflo_03992, bflo_04634, bflo_05451, bflo_17337, bflo_20877, bflo_03027, bflo_14599, bflo_12345, bflo_02734, bflo_14448, bflo_15088, bflo_15295, bflo_16610, bflo_17926, bflo_22536, bflo_03647, bflo_17339, bflo_25750, bflo_20980, bflo_20113, bflo_08749, bflo_09642, bflo_09640, bflo_21100, bflo_10415, bflo_15208
OG0001011	TCONS_00057033.p1, TCONS_00057034.p1, TCONS_00057036.p1, TCONS_00056052.p1, TCONS_00057224.p1, TCONS_00057031.p1, TCONS_00056948.p1, TCONS_00056037.p1	bflo_02850, bflo_02067, bflo_25798, bflo_25800, bflo_04464, bflo_10595, bflo_26045, bflo_16268, bflo_00672, bflo_06443, bflo_03144, bflo_00601, bflo_00604, bflo_15588, bflo_13116
OG0001013	TCONS_00012544.p1, TCONS_00012534.p1, TCONS_00012539.p1, TCONS_00012540.p1, TCONS_00012542.p1	bflo_22623, bflo_23653, bflo_22743, bflo_23440
OG0001014	TCONS_00027280.p1, TCONS_00041195.p1, TCONS_00055513.p1, TCONS_00054808.p1, TCONS_00055509.p1, TCONS_00055515.p1, TCONS_00031975.p1	bflo_00506, bflo_00117, bflo_00134, bflo_25016, bflo_26544, bflo_00507, bflo_26545, bflo_06011
OG0001014	TCONS_00023376.p1, TCONS_00006715.p1, TCONS_00006712.p1, TCONS_00006714.p1	bflo_22524, bflo_21916, bflo_21459, bflo_14544
OG0001016	TCONS_00055345.p1	bflo_19435
OG0001016	TCONS_00032735.p1, TCONS_00032734.p1, TCONS_00032700.p1	bflo_00910
OG0001017	TCONS_00018963.p1, TCONS_00018962.p1, TCONS_00018947.p1	bflo_00667
OG0001018	TCONS_00001884.p1	bflo_17983, bflo_02467, bflo_02601, bflo_13307, bflo_24232
OG0001018	TCONS_00010472.p1	bflo_23920
OG0001019	TCONS_00013803.p1, TCONS_00009121.p1, TCONS_00009125.p1, TCONS_00007896.p1, TCONS_00009127.p1	bflo_13773, bflo_13159
OG0001021	TCONS_00011702.p1, TCONS_00011698.p1, TCONS_00011704.p1	bflo_16744, bflo_13349
OG0001022	TCONS_00022716.p1	bflo_21941
OG0001023	TCONS_00038094.p1	bflo_03026
OG0001024	TCONS_00031075.p1	bflo_04903
OG0001026	TCONS_00012712.p1	bflo_23870
OG0001027	TCONS_00014644.p1	bflo_13760
OG0001027	TCONS_00016417.p1, TCONS_00016416.p1, TCONS_00016504.p1, TCONS_00016503.p1, TCONS_00016502.p1	bflo_23209, bflo_04293, bflo_23208
OG0001028	TCONS_00029271.p1, TCONS_00029281.p1	bflo_25597
OG0001030	TCONS_00029236.p1	bflo_05876
OG0001030	TCONS_00012193.p1	bflo_05907
OG0001031	TCONS_00030299.p1	bflo_07447
OG0001031	TCONS_00020015.p1	bflo_01411
OG0001031	TCONS_00028711.p1	bflo_21667
OG0001032	TCONS_00015470.p1	bflo_16280
OG0001033	TCONS_00030894.p1	bflo_08146
OG0001033	TCONS_00054950.p1	bflo_20841
OG0001034	TCONS_00015603.p1	bflo_18574
OG0001036	TCONS_00018638.p1	bflo_01100
OG0001038	TCONS_00026173.p1	bflo_10779
OG0001039	TCONS_00006812.p1	bflo_08311
OG0001039	TCONS_00047298.p1	bflo_11607
OG0001042	TCONS_00048975.p1	bflo_11460, bflo_27000
OG0001043	TCONS_00045785.p1, TCONS_00010912.p1, TCONS_00009718.p1, TCONS_00009717.p1, TCONS_00009719.p1	bflo_13402
OG0001045	TCONS_00046116.p1, TCONS_00045570.p1, TCONS_00046912.p1, TCONS_00045571.p1, TCONS_00046911.p1, TCONS_00046909.p1, TCONS_00023478.p1, TCONS_00023250.p1	bflo_23536, bflo_23550
OG0001046	TCONS_00013758.p1	bflo_23288
OG0001047	TCONS_00022002.p1, TCONS_00022015.p1, TCONS_00022271.p1	bflo_22101
OG0001048	TCONS_00030505.p1	bflo_07509, bflo_26856
OG0001049	TCONS_00050112.p1	bflo_24448, bflo_17931
OG0001049	TCONS_00050056.p1	bflo_24363
OG0001050	TCONS_00041057.p1	bflo_23753, bflo_21612
OG0001051	TCONS_00009350.p1, TCONS_00009351.p1, TCONS_00011615.p1	bflo_17595
OG0001051	TCONS_00057147.p1	bflo_21180
OG0001052	TCONS_00030870.p1	bflo_08592
OG0001052	TCONS_00029989.p1	bflo_07579, bflo_08590
OG0001053	TCONS_00030276.p1	bflo_08662
OG0001054	TCONS_00013750.p1	bflo_23806
OG0001056	TCONS_00007524.p1	bflo_13893
OG0001057	TCONS_00045126.p1	bflo_22386, bflo_22387
OG0001058	TCONS_00034488.p1	bflo_10254
OG0001059	TCONS_00046508.p1	bflo_04773
OG0001060	TCONS_00027922.p1, TCONS_00027923.p1, TCONS_00042973.p1	bflo_14877
OG0001062	TCONS_00052698.p1	bflo_26106
OG0001063	TCONS_00012059.p1	bflo_10992
OG0001063	TCONS_00011028.p1	bflo_09032
OG0001064	TCONS_00007880.p1, TCONS_00009073.p1, TCONS_00007882.p1, TCONS_00037695.p1, TCONS_00037693.p1, TCONS_00013494.p1, TCONS_00009075.p1	bflo_16843, bflo_27227, bflo_17908, bflo_17446, bflo_17801, bflo_10560, bflo_10566
OG0001065	TCONS_00009871.p1	bflo_24302
OG0001066	TCONS_00047232.p1	bflo_07352
OG0001067	TCONS_00015227.p1, TCONS_00015228.p1, TCONS_00015226.p1, TCONS_00037969.p1, TCONS_00037967.p1, TCONS_00037919.p1, TCONS_00037966.p1, TCONS_00037921.p1, TCONS_00052635.p1, TCONS_00052634.p1, TCONS_00053727.p1, TCONS_00011796.p1	bflo_01536
OG0001068	TCONS_00051881.p1	bflo_24364
OG0001069	TCONS_00049494.p1, TCONS_00049493.p1, TCONS_00049496.p1	bflo_05793, bflo_18768
OG0001069	TCONS_00030868.p1	bflo_25817
OG0001072	TCONS_00004835.p1, TCONS_00004857.p1	bflo_20583
OG0001072	TCONS_00005572.p1, TCONS_00005559.p1	bflo_01344
OG0001073	TCONS_00042907.p1	bflo_14186
OG0001075	TCONS_00018554.p1, TCONS_00056425.p1, TCONS_00056424.p1, TCONS_00056414.p1, TCONS_00056417.p1, TCONS_00056418.p1, TCONS_00056419.p1, TCONS_00056421.p1, TCONS_00056428.p1, TCONS_00056427.p1, TCONS_00055256.p1	bflo_01789
OG0001076	TCONS_00043600.p1	bflo_14398
OG0001077	TCONS_00057143.p1	bflo_19161, bflo_19130
OG0001077	TCONS_00055933.p1, TCONS_00055932.p1, TCONS_00057137.p1, TCONS_00055931.p1	bflo_15522
OG0001077	TCONS_00057134.p1	bflo_09727
OG0001078	TCONS_00023347.p1, TCONS_00023220.p1, TCONS_00023380.p1	bflo_10417
OG0001079	TCONS_00047466.p1	bflo_11561
OG0001080	TCONS_00055708.p1	bflo_06623
OG0001080	TCONS_00014559.p1	bflo_21619
OG0001081	TCONS_00008546.p1	bflo_15729, bflo_03684
OG0001082	TCONS_00056645.p1, TCONS_00056648.p1	bflo_19096
OG0001082	TCONS_00020164.p1	bflo_00917
OG0001083	TCONS_00027737.p1	bflo_10562
OG0001084	TCONS_00001343.p1	bflo_04559
OG0001084	TCONS_00001344.p1	bflo_26439
OG0001085	TCONS_00048306.p1	bflo_11120
OG0001087	TCONS_00031012.p1	bflo_05659
OG0001088	TCONS_00030169.p1	bflo_18566
OG0001088	TCONS_00009908.p1	bflo_21001
OG0001089	TCONS_00034770.p1, TCONS_00034704.p1	bflo_05776
OG0001091	TCONS_00020805.p1	bflo_26460
OG0001092	TCONS_00043827.p1	bflo_15467
OG0001093	TCONS_00003654.p1	bflo_02494
OG0001095	TCONS_00019147.p1	bflo_26605, bflo_00827, bflo_26602
OG0001096	TCONS_00053954.p1, TCONS_00010116.p1	bflo_24946, bflo_25111
OG0001102	TCONS_00010405.p1	bflo_23676
OG0001102	TCONS_00019241.p1	bflo_01832
OG0001103	TCONS_00010968.p1	bflo_13190
OG0001103	TCONS_00017240.p1	bflo_01225
OG0001104	TCONS_00032893.p1	bflo_00423
OG0001104	TCONS_00018743.p1, TCONS_00018706.p1	bflo_01201
OG0001105	TCONS_00033553.p1	bflo_10029
OG0001105	TCONS_00013124.p1	bflo_23443
OG0001105	TCONS_00003491.p1	bflo_02480
OG0001106	TCONS_00028411.p1	bflo_06185
OG0001107	TCONS_00022326.p1	bflo_22127
OG0001108	TCONS_00020684.p1	bflo_00378
OG0001109	TCONS_00043148.p1, TCONS_00041764.p1, TCONS_00043474.p1, TCONS_00043476.p1	bflo_20879, bflo_05579, bflo_14803, bflo_14804
OG0001110	TCONS_00015372.p1	bflo_16461, bflo_16317, bflo_16971
OG0001111	TCONS_00009762.p1	bflo_21070, bflo_22350
OG0001112	TCONS_00021573.p1	bflo_22501
OG0001113	TCONS_00043824.p1	bflo_14797
OG0001114	TCONS_00031876.p1	bflo_04550
OG0001115	TCONS_00027809.p1, TCONS_00026894.p1, TCONS_00004061.p1	bflo_02490
OG0001117	TCONS_00055590.p1	bflo_18874
OG0001118	TCONS_00024061.p1	bflo_10522
OG0001119	TCONS_00018228.p1	bflo_01654
OG0001121	TCONS_00001552.p1	bflo_24945, bflo_17622, bflo_24293, bflo_04825
OG0001122	TCONS_00007608.p1, TCONS_00007610.p1, TCONS_00007616.p1, TCONS_00007633.p1, TCONS_00025363.p1, TCONS_00025368.p1, TCONS_00025366.p1, TCONS_00025362.p1, TCONS_00025361.p1, TCONS_00024043.p1, TCONS_00024044.p1, TCONS_00024042.p1, TCONS_00025369.p2, TCONS_00043417.p1, TCONS_00009161.p1, TCONS_00007617.p1, TCONS_00007614.p2, TCONS_00007615.p2, TCONS_00008799.p1, TCONS_00008800.p1, TCONS_00007611.p1, TCONS_00019616.p1, TCONS_00019748.p1, TCONS_00020808.p1	bflo_25445, bflo_21345, bflo_22560, bflo_21222, bflo_22488
OG0001123	TCONS_00032914.p1, TCONS_00032917.p1, TCONS_00032918.p1, TCONS_00032915.p1, TCONS_00033283.p1	bflo_09074
OG0001123	TCONS_00005609.p1	bflo_20201
OG0001124	TCONS_00014549.p1	bflo_23639
OG0001124	TCONS_00020701.p1	bflo_10476
OG0001125	TCONS_00017881.p1, TCONS_00016819.p1	bflo_05411
OG0001125	TCONS_00016823.p1, TCONS_00017871.p1	bflo_05381
OG0001126	TCONS_00021077.p1	bflo_21937
OG0001126	TCONS_00049380.p1, TCONS_00049391.p1	bflo_12463, bflo_10927
OG0001127	TCONS_00055346.p1	bflo_19588
OG0001128	TCONS_00003470.p1	bflo_09982
OG0001129	TCONS_00007656.p1	bflo_12819
OG0001129	TCONS_00007662.p1	bflo_13264
OG0001130	TCONS_00028392.p1	bflo_06407
OG0001130	TCONS_00028134.p1	bflo_05983
OG0001131	TCONS_00010492.p1	bflo_25190
OG0001132	TCONS_00028117.p1, TCONS_00028105.p1	bflo_06192
OG0001133	TCONS_00015242.p1	bflo_17034
OG0001133	TCONS_00053218.p1	bflo_25491
OG0001134	TCONS_00012314.p1	bflo_22790
OG0001135	TCONS_00042538.p1	bflo_14080
OG0001136	TCONS_00028141.p1	bflo_06069
OG0001137	TCONS_00009779.p1	bflo_23646
OG0001138	TCONS_00020566.p1	bflo_00349, bflo_14068, bflo_00161
OG0001139	TCONS_00021216.p1	bflo_22593
OG0001139	TCONS_00028367.p1, TCONS_00025127.p1	bflo_09826
OG0001140	TCONS_00045555.p1, TCONS_00046926.p1	bflo_06370
OG0001141	TCONS_00028439.p1	bflo_03254
OG0001142	TCONS_00017195.p1	bflo_01437
OG0001143	TCONS_00020217.p1	bflo_07319
OG0001144	TCONS_00038647.p1	bflo_00201
OG0001146	TCONS_00050566.p1	bflo_25096, bflo_22204
OG0001149	TCONS_00015791.p1	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878
OG0001151	TCONS_00006152.p1	bflo_08944, bflo_08878, bflo_08942, bflo_10521, bflo_27391, bflo_10269, bflo_26958, bflo_08950, bflo_10497, bflo_08884, bflo_08945, bflo_23889, bflo_21455, bflo_22139, bflo_22143, bflo_09349, bflo_09351, bflo_08875, bflo_08882, bflo_08879, bflo_08940, bflo_08877, bflo_10349, bflo_10485, bflo_00164, bflo_23529, bflo_22228, bflo_21708, bflo_00077, bflo_08870, bflo_14610, bflo_08936, bflo_08930, bflo_11221, bflo_00162, bflo_22246, bflo_22194, bflo_01333, bflo_16508, bflo_02118
OG0001155	TCONS_00004663.p1	bflo_20442
OG0001156	TCONS_00055858.p1	bflo_18549
OG0001158	TCONS_00008068.p1, TCONS_00051859.p1	bflo_11159
OG0001159	TCONS_00018547.p1	bflo_01554, bflo_01553
OG0001160	TCONS_00007792.p1	bflo_14781
OG0001160	TCONS_00025396.p1, TCONS_00025758.p1, TCONS_00025797.p1	bflo_09781, bflo_25996, bflo_26928, bflo_09780
OG0001161	TCONS_00032840.p1	bflo_08066
OG0001162	TCONS_00034837.p1, TCONS_00018831.p1	bflo_17404
OG0001163	TCONS_00030259.p1, TCONS_00030251.p1	bflo_06913, bflo_07427
OG0001164	TCONS_00006590.p1	bflo_21084
OG0001165	TCONS_00018323.p1	bflo_01574
OG0001165	TCONS_00022892.p1	bflo_22236
OG0001166	TCONS_00041896.p1	bflo_14820, bflo_15448
OG0001167	TCONS_00009697.p1	bflo_16326
OG0001168	TCONS_00007095.p1	bflo_13463
OG0001169	TCONS_00043015.p1, TCONS_00041677.p1, TCONS_00043014.p1	bflo_14076, bflo_12639
OG0001170	TCONS_00002129.p1	bflo_11360
OG0001171	TCONS_00046615.p1	bflo_05953
OG0001172	TCONS_00003400.p1, TCONS_00004388.p1	bflo_02862
OG0001172	TCONS_00004384.p1	bflo_02443
OG0001173	TCONS_00036061.p1	bflo_06950
OG0001173	TCONS_00032255.p1, TCONS_00041393.p1, TCONS_00041405.p1, TCONS_00031645.p1, TCONS_00032984.p1, TCONS_00041419.p1, TCONS_00032249.p1, TCONS_00032256.p1	bflo_04048
OG0001174	TCONS_00049059.p1	bflo_11141
OG0001175	TCONS_00018800.p1	bflo_00560, bflo_02898
OG0001176	TCONS_00031061.p1	bflo_07517
OG0001177	TCONS_00043176.p1	bflo_20551
OG0001177	TCONS_00016810.p1	bflo_01608
OG0001178	TCONS_00052837.p1	bflo_25556
OG0001178	TCONS_00021368.p1	bflo_22453
OG0001179	TCONS_00007366.p1, TCONS_00007365.p1, TCONS_00007363.p1, TCONS_00007362.p1, TCONS_00007361.p1	bflo_13368
OG0001179	TCONS_00007757.p1	bflo_13513
OG0001180	TCONS_00029840.p1	bflo_06736, bflo_00350
OG0001181	TCONS_00056617.p1	bflo_18914
OG0001183	TCONS_00055495.p1	bflo_19634
OG0001184	TCONS_00015015.p1	bflo_15772
OG0001184	TCONS_00027741.p1	bflo_09793
OG0001186	TCONS_00018904.p1	bflo_12657
OG0001186	TCONS_00008504.p1	bflo_12919
OG0001187	TCONS_00044051.p1	bflo_18352, bflo_17267, bflo_06600, bflo_06585, bflo_06590, bflo_06591, bflo_18234, bflo_25290, bflo_26120, bflo_06592, bflo_18465, bflo_18461, bflo_18463, bflo_18462, bflo_08800, bflo_10438, bflo_10068, bflo_12634, bflo_12633, bflo_04140, bflo_10069, bflo_12876, bflo_17352, bflo_04133, bflo_04125, bflo_09603, bflo_05471
OG0001188	TCONS_00009642.p1	bflo_05292
OG0001189	TCONS_00046683.p1, TCONS_00046682.p1	bflo_06318
OG0001190	TCONS_00051568.p1	bflo_25067
OG0001191	TCONS_00027129.p1	bflo_10001
OG0001196	TCONS_00041502.p1, TCONS_00049985.p1, TCONS_00035251.p1	bflo_09773
OG0001197	TCONS_00018044.p1	bflo_24451
OG0001198	TCONS_00029367.p1	bflo_02095
OG0001198	TCONS_00037978.p1	bflo_03034
OG0001199	TCONS_00001138.p1	bflo_17249
OG0001200	TCONS_00011494.p1	bflo_09896, bflo_19272, bflo_21205
OG0001202	TCONS_00021712.p1, TCONS_00021789.p1, TCONS_00021744.p1, TCONS_00021742.p1, TCONS_00021743.p1, TCONS_00021232.p1, TCONS_00021231.p1, TCONS_00022609.p1, TCONS_00022611.p1, TCONS_00022606.p1, TCONS_00025155.p1	bflo_02498
OG0001203	TCONS_00010892.p1	bflo_18138
OG0001204	TCONS_00006364.p1	bflo_20309, bflo_20315
OG0001205	TCONS_00042903.p1	bflo_14061, bflo_27112
OG0001207	TCONS_00055016.p1	bflo_21743
OG0001207	TCONS_00002875.p1	bflo_02422
OG0001208	TCONS_00019772.p1	bflo_25733
OG0001209	TCONS_00032359.p1	bflo_26894
OG0001210	TCONS_00010944.p1	bflo_07894
OG0001210	TCONS_00052218.p1	bflo_04429
OG0001211	TCONS_00032848.p1	bflo_00897
OG0001213	TCONS_00027209.p1	bflo_10680
OG0001213	TCONS_00005372.p1	bflo_20590
OG0001214	TCONS_00033365.p1	bflo_11103
OG0001215	TCONS_00033488.p1	bflo_00807
OG0001216	TCONS_00051636.p1	bflo_24683
OG0001216	TCONS_00007050.p1	bflo_13216
OG0001217	TCONS_00000738.p1	bflo_17953
OG0001218	TCONS_00052215.p1	bflo_24854
OG0001219	TCONS_00017300.p1	bflo_01008
OG0001220	TCONS_00006085.p1	bflo_20837
OG0001221	TCONS_00007062.p1, TCONS_00038811.p1, TCONS_00038873.p1, TCONS_00038810.p1, TCONS_00038875.p1, TCONS_00038876.p1, TCONS_00038807.p1, TCONS_00038874.p1, TCONS_00055087.p1, TCONS_00055088.p1, TCONS_00055090.p1, TCONS_00055091.p1	bflo_13343
OG0001222	TCONS_00015634.p1, TCONS_00055546.p1, TCONS_00055539.p1, TCONS_00055544.p1, TCONS_00055541.p1, TCONS_00055543.p1, TCONS_00055542.p1	bflo_18729, bflo_18730, bflo_18724, bflo_27274, bflo_19111, bflo_18731, bflo_18732, bflo_19546, bflo_27308
OG0001222	TCONS_00055979.p1	bflo_19155
