Orthogroup	Duplications (all)	Duplications (50% support)
OG0019875	2	2
OG0019876	3	3
OG0019877	1	1
OG0019878	3	3
OG0019879	3	3
OG0019880	3	3
OG0019881	2	2
OG0019882	2	2
OG0019883	2	2
OG0019884	3	3
OG0019885	3	3
OG0019886	1	1
OG0019887	3	3
OG0019888	2	2
OG0019889	3	3
OG0019890	3	3
OG0019891	1	1
OG0019892	3	3
OG0019893	3	3
OG0019894	1	1
OG0019895	3	3
OG0019896	2	2
OG0019897	3	3
OG0019898	3	3
OG0019899	0	0
OG0019900	3	3
OG0019901	0	0
OG0019902	3	3
OG0019903	3	3
OG0019904	3	3
OG0019905	1	1
OG0019906	3	3
OG0019907	1	1
OG0019908	2	2
OG0019909	3	3
OG0019910	3	3
OG0019911	3	3
OG0019912	2	2
OG0019913	3	3
OG0019914	2	2
OG0019915	3	3
OG0019916	0	0
OG0019917	2	2
OG0019918	3	3
OG0019919	2	2
OG0019920	3	3
OG0019921	2	2
OG0019922	1	1
OG0019923	1	1
OG0019924	3	3
OG0019925	3	3
OG0019926	3	3
OG0019927	3	3
OG0019928	3	3
OG0019929	3	3
OG0019930	3	3
OG0019931	2	2
OG0019932	3	3
OG0019933	3	3
OG0019934	3	3
OG0019935	2	2
OG0019936	1	1
OG0019937	3	3
OG0019938	3	3
OG0019939	3	3
OG0019940	3	3
OG0019941	3	3
OG0019942	3	3
OG0019943	3	3
OG0019944	2	2
OG0019945	0	0
OG0019946	3	3
OG0019947	3	3
OG0019948	3	3
OG0019949	3	3
OG0019950	3	3
OG0019951	2	2
OG0019952	3	3
OG0019953	3	3
OG0019954	2	2
OG0019955	3	3
OG0019956	3	3
OG0019957	3	3
OG0019958	3	3
OG0019959	3	3
OG0019960	3	3
OG0019961	2	2
OG0019962	3	3
OG0019963	1	1
OG0019964	3	3
OG0019965	3	3
OG0019966	1	1
OG0019967	1	1
OG0019968	3	3
OG0019969	3	3
OG0019970	1	1
OG0019971	3	3
OG0019972	2	2
OG0019973	3	3
OG0019974	3	3
OG0019975	2	2
OG0019976	3	3
OG0019977	1	1
OG0019978	3	3
OG0019979	3	3
OG0019980	2	2
OG0019981	1	1
OG0019982	1	1
OG0019983	2	2
OG0019984	3	3
OG0019985	1	1
OG0019986	1	1
OG0019987	2	2
OG0019988	1	1
OG0019989	3	3
OG0019990	3	3
OG0019991	3	3
OG0019992	3	3
OG0019993	3	3
OG0019994	3	3
OG0019995	3	3
OG0019996	1	1
OG0019997	1	1
OG0019998	3	3
OG0019999	2	2
OG0020000	1	1
OG0020001	3	3
OG0020002	1	1
OG0020003	3	3
OG0020004	3	3
OG0020005	2	2
OG0020006	3	3
OG0020007	2	2
OG0020008	3	3
OG0020009	4	4
OG0020010	4	4
OG0020011	4	4
OG0020012	4	4
OG0020013	3	3
OG0020014	1	1
OG0020015	4	4
OG0020016	4	4
OG0020017	4	4
OG0020018	3	3
OG0020019	4	4
OG0020020	4	4
OG0020021	4	4
OG0020022	3	3
OG0020023	4	4
OG0020024	4	4
OG0020025	4	4
OG0020026	4	4
OG0020027	2	2
OG0020028	4	4
OG0020029	4	4
OG0020030	4	4
OG0020031	4	4
OG0020032	2	2
OG0020033	4	4
OG0020034	3	3
OG0020035	4	4
OG0020036	4	4
OG0020037	4	4
OG0020038	4	4
OG0020039	4	4
OG0020040	4	4
OG0020041	2	2
OG0020042	4	4
OG0020043	4	4
OG0020044	1	1
OG0020045	4	4
OG0020046	1	1
OG0020047	4	4
OG0020048	4	4
OG0020049	4	4
OG0020050	4	4
OG0020051	4	4
OG0020052	4	4
OG0020053	4	4
OG0020054	4	4
OG0020055	3	3
OG0020056	4	4
OG0020057	4	4
OG0020058	1	0
OG0020059	4	4
OG0020060	4	4
OG0020061	4	4
OG0020062	4	4
OG0020063	4	4
OG0020064	4	4
OG0020065	4	4
OG0020066	4	4
OG0020067	4	4
OG0020068	4	4
OG0020069	4	4
OG0020070	4	4
OG0020071	4	4
OG0020072	4	4
OG0020073	4	4
OG0020074	4	4
OG0020075	3	3
OG0020076	4	4
OG0020077	4	4
OG0020078	4	4
OG0020079	4	4
OG0020080	4	4
OG0020081	4	4
OG0020082	4	4
OG0020083	1	1
OG0020084	4	4
OG0020085	4	4
OG0020086	4	4
OG0020087	4	4
OG0020088	4	4
OG0020089	1	1
OG0020090	4	4
OG0020091	3	3
OG0020092	4	4
OG0020093	1	1
OG0020094	4	4
OG0020095	4	4
OG0020096	4	4
OG0020097	4	4
OG0020098	4	4
OG0020099	2	2
OG0020100	4	4
OG0020101	4	4
OG0020102	4	4
OG0020103	4	4
OG0020104	4	4
OG0020105	4	4
OG0020106	4	4
OG0020107	4	4
OG0020108	4	4
OG0020109	4	4
OG0020110	4	4
OG0020111	4	4
OG0020112	3	3
OG0020113	2	2
OG0020114	2	2
OG0020115	4	4
OG0020116	1	1
OG0020117	4	4
OG0020118	4	4
OG0020119	2	2
OG0020120	1	1
OG0020121	3	3
OG0020122	4	4
OG0020123	3	3
OG0020124	4	4
OG0020125	4	4
OG0020126	4	4
OG0020127	1	1
OG0020128	4	4
OG0020129	2	2
OG0020130	3	3
OG0020131	4	4
OG0020132	4	4
OG0020133	4	4
OG0020134	4	4
OG0020135	3	3
OG0020136	4	4
OG0020137	1	1
OG0020138	2	2
OG0020139	3	3
OG0020140	4	4
OG0020141	4	4
OG0020142	1	1
OG0020143	4	4
OG0020144	2	2
OG0020145	3	3
OG0020146	2	2
OG0020147	4	4
OG0020148	4	4
OG0020149	1	1
OG0020150	2	2
OG0020151	1	1
OG0020152	2	2
OG0020153	3	3
OG0020154	0	0
OG0020155	1	1
OG0020156	2	2
OG0020157	1	1
OG0020158	0	0
OG0020159	0	0
OG0020160	1	1
OG0020161	2	2
OG0020162	0	0
OG0020163	1	1
OG0020164	0	0
OG0020165	2	2
OG0020166	0	0
OG0020167	2	2
OG0020168	2	2
OG0020169	1	1
OG0020170	2	2
OG0020171	2	2
OG0020172	3	3
OG0020173	1	1
OG0020174	1	1
OG0020175	0	0
OG0020176	0	0
OG0020177	0	0
OG0020178	0	0
OG0020179	1	1
OG0020180	0	0
OG0020181	2	2
OG0020182	1	1
OG0020183	0	0
OG0020184	1	1
OG0020185	1	1
OG0020186	3	3
OG0020187	3	3
OG0020188	2	2
OG0020189	3	3
OG0020190	1	1
OG0020191	2	2
OG0020192	0	0
OG0020193	2	2
OG0020194	1	1
OG0020195	1	1
OG0020196	3	3
OG0020197	1	1
OG0020198	2	2
OG0020199	0	0
OG0020200	0	0
OG0020201	1	1
OG0020202	2	2
OG0020203	1	1
OG0020204	0	0
OG0020205	1	1
OG0020206	1	1
OG0020207	2	2
OG0020208	2	2
OG0020209	2	2
OG0020210	2	2
OG0020211	0	0
OG0020212	1	1
OG0020213	0	0
OG0020214	0	0
OG0020215	1	1
OG0020216	1	1
OG0020217	2	2
OG0020218	2	2
OG0020219	2	2
OG0020220	2	2
OG0020221	3	3
OG0020222	1	1
OG0020223	2	2
OG0020224	0	0
OG0020225	0	0
OG0020226	2	2
OG0020227	1	1
OG0020228	0	0
OG0020229	2	2
OG0020230	2	2
OG0020231	0	0
OG0020232	0	0
OG0020233	3	3
OG0020234	1	1
OG0020235	1	1
OG0020236	3	3
OG0020237	2	2
OG0020238	0	0
OG0020239	2	2
OG0020240	3	3
OG0020241	0	0
OG0020242	1	1
OG0020243	0	0
OG0020244	0	0
OG0020245	2	2
OG0020246	0	0
OG0020247	0	0
OG0020248	1	1
OG0020249	0	0
OG0020250	1	1
OG0020251	1	1
OG0020252	1	1
OG0020253	3	3
OG0020254	3	3
OG0020255	2	2
OG0020256	2	2
OG0020257	2	2
OG0020258	2	2
OG0020259	3	3
OG0020260	2	2
OG0020261	1	1
OG0020262	0	0
OG0020263	2	2
OG0020264	2	2
OG0020265	2	2
OG0020266	1	1
OG0020267	3	3
OG0020268	1	1
OG0020269	2	2
OG0020270	0	0
OG0020271	0	0
OG0020272	0	0
OG0020273	1	1
OG0020274	2	2
OG0020275	3	3
OG0020276	0	0
OG0020277	0	0
OG0020278	1	1
OG0020279	3	3
OG0020280	0	0
OG0020281	1	1
OG0020282	1	1
OG0020283	3	3
OG0020284	2	2
OG0020285	1	1
OG0020286	0	0
OG0020287	3	3
OG0020288	0	0
OG0020289	0	0
OG0020290	2	2
OG0020291	0	0
OG0020292	1	1
OG0020293	1	1
OG0020294	2	2
OG0020295	3	3
OG0020296	1	1
OG0020297	2	2
OG0020298	0	0
OG0020299	1	1
OG0020300	3	3
OG0020301	1	1
OG0020302	0	0
OG0020303	1	1
OG0020304	3	3
OG0020305	1	1
OG0020306	2	2
OG0020307	3	3
OG0020308	2	2
OG0020309	2	2
OG0020310	2	2
OG0020311	0	0
OG0020312	1	1
OG0020313	3	3
OG0020314	3	3
OG0020315	2	2
OG0020316	1	1
OG0020317	0	0
OG0020318	3	3
OG0020319	2	2
OG0020320	1	1
OG0020321	2	2
OG0020322	0	0
OG0020323	1	1
OG0020324	2	2
OG0020325	2	2
OG0020326	2	2
OG0020327	1	1
OG0020328	1	1
OG0020329	2	2
OG0020330	2	2
OG0020331	2	2
OG0020332	1	1
OG0020333	3	3
OG0020334	3	3
OG0020335	1	1
OG0020336	2	2
OG0020337	1	1
OG0020338	3	3
OG0020339	0	0
OG0020340	3	3
OG0020341	3	3
OG0020342	3	3
OG0020343	3	3
OG0020344	0	0
OG0020345	3	3
OG0020346	2	2
OG0020347	2	2
OG0020348	0	0
OG0020349	3	3
OG0020350	3	3
OG0020351	3	3
OG0020352	4	4
OG0020353	2	2
OG0020354	3	3
OG0020355	1	1
OG0020356	1	1
OG0020357	2	2
OG0020358	2	2
OG0020359	1	1
OG0020360	4	4
OG0020361	2	2
OG0020362	3	3
OG0020363	3	3
OG0020364	1	1
OG0020365	4	4
OG0020366	1	1
OG0020367	3	3
OG0020368	1	1
OG0020369	4	4
OG0020370	2	2
OG0020371	0	0
OG0020372	4	4
OG0020373	2	2
OG0020374	3	3
OG0020375	3	3
OG0020376	1	1
OG0020377	1	1
OG0020378	2	2
OG0020379	3	3
OG0020380	3	3
OG0020381	1	1
OG0020382	4	4
OG0020383	1	1
OG0020384	1	1
OG0020385	2	2
OG0020386	3	3
OG0020387	1	1
OG0020388	4	4
OG0020389	2	2
OG0020390	3	3
OG0020391	2	2
OG0020392	3	3
OG0020393	3	3
OG0020394	1	1
OG0020395	2	2
OG0020396	2	2
OG0020397	1	1
OG0020398	3	3
OG0020399	3	3
OG0020400	2	2
OG0020401	2	2
OG0020402	2	2
OG0020403	3	3
OG0020404	2	2
OG0020405	4	4
OG0020406	1	1
OG0020407	4	4
OG0020408	4	4
OG0020409	2	2
OG0020410	2	2
OG0020411	0	0
OG0020412	3	3
OG0020413	1	1
OG0020414	2	2
OG0020415	4	4
OG0020416	1	1
OG0020417	1	1
OG0020418	3	3
OG0020419	2	2
OG0020420	3	3
OG0020421	2	2
OG0020422	3	3
OG0020423	4	4
OG0020424	2	2
OG0020425	2	2
OG0020426	2	2
OG0020427	3	3
OG0020428	2	2
OG0020429	2	2
OG0020430	3	3
OG0020431	0	0
OG0020432	1	1
OG0020433	0	0
OG0020434	2	2
OG0020435	3	3
OG0020436	1	1
OG0020437	4	4
OG0020438	2	2
OG0020439	2	2
OG0020440	2	2
OG0020441	3	3
OG0020442	3	3
OG0020443	1	1
OG0020444	0	0
OG0020445	0	0
OG0020446	3	3
OG0020447	2	2
OG0020448	0	0
OG0020449	3	3
OG0020450	0	0
OG0020451	2	2
OG0020452	3	3
OG0020453	3	3
OG0020454	1	1
OG0020455	4	4
OG0020456	1	1
OG0020457	2	2
OG0020458	1	1
OG0020459	2	2
OG0020460	1	1
OG0020461	3	3
OG0020462	3	3
OG0020463	3	3
OG0020464	3	3
OG0020465	2	2
OG0020466	2	2
OG0020467	3	3
OG0020468	3	3
OG0020469	1	1
OG0020470	3	3
OG0020471	3	3
OG0020472	3	3
OG0020473	2	2
OG0020474	1	1
OG0020475	4	4
OG0020476	3	3
OG0020477	1	1
OG0020478	1	1
OG0020479	0	0
OG0020480	2	2
OG0020481	0	0
OG0020482	3	3
OG0020483	0	0
OG0020484	0	0
OG0020485	0	0
OG0020486	2	2
OG0020487	3	3
OG0020488	3	3
OG0020489	4	4
OG0020490	0	0
OG0020491	1	1
OG0020492	0	0
OG0020493	3	3
OG0020494	4	4
OG0020495	2	2
OG0020496	0	0
OG0020497	3	3
OG0020498	3	3
OG0020499	1	1
OG0020500	2	2
OG0020501	2	2
OG0020502	3	3
OG0020503	1	1
OG0020504	3	3
OG0020505	1	1
OG0020506	3	3
OG0020507	1	1
OG0020508	2	2
OG0020509	1	1
OG0020510	2	2
OG0020511	2	2
OG0020512	4	4
OG0020513	2	2
OG0020514	3	3
OG0020515	3	3
OG0020516	2	2
OG0020517	3	3
OG0020518	3	3
OG0020519	2	2
OG0020520	1	1
OG0020521	4	4
OG0020522	1	1
OG0020523	2	2
OG0020524	1	1
OG0020525	3	3
OG0020526	4	4
OG0020527	3	3
OG0020528	3	3
OG0020529	3	3
OG0020530	2	2
OG0020531	3	3
OG0020532	3	3
OG0020533	0	0
OG0020534	3	3
OG0020535	0	0
OG0020536	3	3
OG0020537	3	3
OG0020538	3	3
OG0020539	1	1
OG0020540	0	0
OG0020541	2	2
OG0020542	2	2
OG0020543	0	0
OG0020544	2	2
OG0020545	1	1
OG0020546	2	2
OG0020547	1	1
OG0020548	1	1
OG0020549	4	4
OG0020550	3	3
OG0020551	2	2
OG0020552	1	1
OG0020553	3	3
OG0020554	2	2
OG0020555	3	3
OG0020556	3	3
OG0020557	0	0
OG0020558	1	1
OG0020559	3	3
OG0020560	1	1
OG0020561	0	0
OG0020562	1	1
OG0020563	2	2
OG0020564	2	2
OG0020565	0	0
OG0020566	3	3
OG0020567	3	3
OG0020568	1	1
OG0020569	3	3
OG0020570	3	3
OG0020571	3	3
OG0020572	1	1
OG0020573	0	0
OG0020574	1	1
OG0020575	2	2
OG0020576	1	1
OG0020577	3	3
OG0020578	2	2
OG0020579	3	3
OG0020580	2	2
OG0020581	0	0
OG0020582	2	2
OG0020583	3	3
OG0020584	1	1
OG0020585	2	2
OG0020586	0	0
OG0020587	3	3
OG0020588	2	2
OG0020589	2	2
OG0020590	4	4
OG0020591	4	4
OG0020592	2	2
OG0020593	3	3
OG0020594	4	4
OG0020595	4	4
OG0020596	4	4
OG0020597	2	2
OG0020598	4	4
OG0020599	4	4
OG0020600	4	4
OG0020601	4	4
OG0020602	4	4
OG0020603	4	4
OG0020604	4	4
OG0020605	4	4
OG0020606	4	4
OG0020607	4	4
OG0020608	4	4
OG0020609	4	4
OG0020610	3	3
OG0020611	4	4
OG0020612	4	4
OG0020613	4	4
OG0020614	2	2
OG0020615	4	4
OG0020616	4	4
OG0020617	4	4
OG0020618	3	3
OG0020619	4	4
OG0020620	4	4
OG0020621	4	4
OG0020622	4	4
OG0020623	2	2
OG0020624	4	4
OG0020625	2	2
OG0020626	4	4
OG0020627	0	0
OG0020628	2	2
OG0020629	3	3
OG0020630	2	2
OG0020631	4	4
OG0020632	4	4
OG0020633	4	4
OG0020634	3	3
OG0020635	4	4
OG0020636	4	4
OG0020637	4	4
OG0020638	4	4
OG0020639	1	1
OG0020640	2	2
OG0020641	1	1
OG0020642	4	4
OG0020643	2	2
OG0020644	3	3
OG0020645	4	4
OG0020646	4	4
OG0020647	1	1
OG0020648	1	1
OG0020649	1	1
OG0020650	4	4
OG0020651	4	4
OG0020652	4	4
OG0020653	4	4
OG0020654	3	3
OG0020655	2	2
OG0020656	4	4
OG0020657	4	4
OG0020658	3	3
OG0020659	4	4
OG0020660	4	4
OG0020661	4	4
OG0020662	1	1
OG0020663	2	2
OG0020664	4	4
OG0020665	3	3
OG0020666	2	2
OG0020667	2	2
OG0020668	1	1
OG0020669	2	2
OG0020670	4	4
OG0020671	4	4
OG0020672	4	4
OG0020673	4	4
OG0020674	4	4
OG0020675	4	4
OG0020676	4	4
OG0020677	4	4
OG0020678	4	4
OG0020679	4	4
OG0020680	3	3
OG0020681	4	4
OG0020682	4	4
OG0020683	4	4
OG0020684	4	4
OG0020685	4	4
OG0020686	4	4
OG0020687	4	4
OG0020688	4	4
OG0020689	4	4
OG0020690	4	4
OG0020691	4	4
OG0020692	4	4
OG0020693	4	4
OG0020694	4	4
OG0020695	3	3
OG0020696	4	4
OG0020697	4	4
OG0020698	4	4
OG0020699	4	4
OG0020700	4	4
OG0020701	4	4
OG0020702	4	4
OG0020703	4	4
OG0020704	4	4
OG0020705	4	4
OG0020706	1	1
OG0020707	4	4
OG0020708	4	4
OG0020709	2	2
OG0020710	4	4
OG0020711	4	4
OG0020712	4	4
OG0020713	4	4
OG0020714	4	4
OG0020715	4	4
OG0020716	4	4
OG0020717	4	4
OG0020718	4	4
OG0020719	4	4
OG0020720	4	4
OG0020721	4	4
OG0020722	4	4
OG0020723	4	4
OG0020724	4	4
OG0020725	4	4
OG0020726	1	1
OG0020727	4	4
OG0020728	4	4
OG0020729	4	4
OG0020730	3	3
OG0020731	4	4
OG0020732	4	4
OG0020733	4	4
OG0020734	4	4
OG0020735	4	4
OG0020736	2	2
OG0020737	2	2
OG0020738	4	4
OG0020739	3	3
OG0020740	4	4
OG0020741	4	4
OG0020742	4	4
OG0020743	4	4
OG0020744	3	3
OG0020745	4	4
OG0020746	3	3
OG0020747	4	4
OG0020748	4	4
OG0020749	4	4
OG0020750	4	4
OG0020751	4	4
OG0020752	4	4
OG0020753	3	3
OG0020754	2	2
OG0020755	2	2
OG0020756	4	4
OG0020757	4	4
OG0020758	4	4
OG0020759	2	2
OG0020760	4	4
OG0020761	4	4
OG0020762	4	4
OG0020763	4	4
OG0020764	4	4
OG0020765	2	2
OG0020766	4	4
OG0020767	4	4
OG0020768	1	1
OG0020769	3	3
OG0020770	4	4
OG0020771	3	3
OG0020772	3	3
OG0020773	4	4
OG0020774	3	3
OG0020775	2	2
OG0020776	3	3
OG0020777	4	4
OG0020778	3	3
OG0020779	1	1
OG0020780	4	4
OG0020781	4	4
OG0020782	3	3
OG0020783	3	3
OG0020784	4	4
OG0020785	4	4
OG0020786	3	3
OG0020787	4	4
OG0020788	3	3
OG0020789	1	1
OG0020790	3	3
OG0020791	1	1
OG0020792	0	0
OG0020793	4	4
OG0020794	2	2
OG0020795	2	2
OG0020796	0	0
OG0020797	4	4
OG0020798	4	4
OG0020799	4	4
OG0020800	4	4
OG0020801	1	1
OG0020802	2	2
OG0020803	4	4
OG0020804	4	4
OG0020805	2	2
OG0020806	2	2
OG0020807	2	2
OG0020808	0	0
OG0020809	3	3
OG0020810	1	1
OG0020811	4	4
OG0020812	4	4
OG0020813	1	1
OG0020814	4	4
OG0020815	3	3
OG0020816	0	0
OG0020817	1	1
OG0020818	2	2
OG0020819	3	3
OG0020820	1	1
OG0020821	3	3
OG0020822	4	4
OG0020823	4	4
OG0020824	1	1
OG0020825	4	4
OG0020826	3	3
OG0020827	4	4
OG0020828	2	2
OG0020829	2	2
OG0020830	4	4
OG0020831	1	1
OG0020832	3	3
OG0020833	4	4
OG0020834	4	4
OG0020835	2	2
OG0020836	2	2
OG0020837	2	2
OG0020838	1	1
OG0020839	4	4
OG0020840	3	3
OG0020841	3	3
OG0020842	2	2
OG0020843	4	4
OG0020844	2	2
OG0020845	2	2
OG0020846	4	4
OG0020847	0	0
OG0020848	4	4
OG0020849	3	3
OG0020850	4	4
OG0020851	4	4
OG0020852	0	0
OG0020853	1	1
OG0020854	4	4
OG0020855	4	4
OG0020856	2	2
OG0020857	1	1
OG0020858	1	1
OG0020859	2	2
OG0020860	0	0
OG0020861	2	2
OG0020862	4	4
OG0020863	4	4
OG0020864	0	0
OG0020865	4	4
OG0020866	3	3
OG0020867	2	2
OG0020868	1	1
OG0020869	2	2
OG0020870	4	4
OG0020871	1	1
OG0020872	3	3
OG0020873	2	2
OG0020874	4	4
OG0020875	1	1
OG0020876	2	2
OG0020877	4	4
OG0020878	3	3
OG0020879	1	1
OG0020880	4	4
OG0020881	3	3
OG0020882	4	4
OG0020883	4	4
OG0020884	4	4
OG0020885	1	1
OG0020886	2	2
OG0020887	4	4
OG0020888	4	4
OG0020889	1	1
OG0020890	3	3
OG0020891	1	1
OG0020892	4	4
OG0020893	1	1
OG0020894	2	2
OG0020895	3	3
OG0020896	1	1
OG0020897	0	0
OG0020898	3	3
OG0020899	3	3
OG0020900	4	4
OG0020901	4	4
OG0020902	4	4
OG0020903	4	4
OG0020904	4	4
OG0020905	3	3
OG0020906	4	4
OG0020907	4	4
OG0020908	4	4
OG0020909	4	4
OG0020910	4	4
OG0020911	4	4
OG0020912	3	3
OG0020913	4	4
OG0020914	4	4
OG0020915	4	4
OG0020916	4	4
OG0020917	4	4
OG0020918	4	4
OG0020919	4	4
OG0020920	3	3
OG0020921	4	4
OG0020922	4	4
OG0020923	4	4
OG0020924	4	4
OG0020925	4	4
OG0020926	4	4
OG0020927	4	4
OG0020928	4	4
OG0020929	4	4
OG0020930	4	4
OG0020931	4	4
OG0020932	4	4
OG0020933	4	4
OG0020934	4	4
OG0020935	4	4
OG0020936	4	4
OG0020937	4	4
OG0020938	4	4
OG0020939	3	3
OG0020940	4	4
OG0020941	1	1
OG0020942	4	4
OG0020943	4	4
OG0020944	4	4
OG0020945	4	4
OG0020946	4	4
OG0020947	3	3
OG0020948	4	4
OG0020949	4	4
OG0020950	3	3
OG0020951	4	4
OG0020952	4	4
OG0020953	4	4
OG0020954	4	4
OG0020955	4	4
OG0020956	4	4
OG0020957	4	4
OG0020958	4	4
OG0020959	4	4
OG0020960	4	4
OG0020961	4	4
OG0020962	4	4
OG0020963	4	4
OG0020964	4	4
OG0020965	4	4
OG0020966	4	4
OG0020967	4	4
OG0020968	4	4
OG0020969	3	3
OG0020970	1	1
OG0020971	4	4
OG0020972	4	4
OG0020973	2	2
OG0020974	4	4
OG0020975	4	4
OG0020976	4	4
OG0020977	4	4
OG0020978	4	4
OG0020979	4	4
OG0020980	4	4
OG0020981	4	4
OG0020982	4	4
OG0020983	4	4
OG0020984	4	4
OG0020985	4	4
OG0020986	3	3
OG0020987	4	4
OG0020988	4	4
OG0020989	4	4
OG0020990	4	4
OG0020991	2	2
OG0020992	3	3
OG0020993	2	2
OG0020994	1	1
OG0020995	1	1
OG0020996	1	1
OG0020997	2	2
OG0020998	2	2
OG0020999	1	1
OG0021000	2	2
OG0021001	1	1
OG0021002	2	2
OG0021003	2	2
OG0021004	2	2
OG0021005	2	2
OG0021006	2	2
OG0021007	1	1
OG0021008	2	2
OG0021009	0	0
OG0021010	1	1
OG0021011	2	2
OG0021012	1	1
OG0021013	1	1
OG0021014	2	2
OG0021015	2	2
OG0021016	2	2
OG0021017	2	2
OG0021018	2	2
OG0021019	1	1
OG0021020	2	2
OG0021021	1	1
OG0021022	2	2
OG0021023	2	2
OG0021024	2	2
OG0021025	2	2
OG0021026	2	2
OG0021027	0	0
OG0021028	0	0
OG0021029	2	2
OG0021030	2	2
OG0021031	2	2
OG0021032	2	2
OG0021033	2	2
OG0021034	1	1
OG0021035	2	2
OG0021036	2	2
OG0021037	2	2
OG0021038	2	2
OG0021039	2	2
OG0021040	2	2
OG0021041	2	2
OG0021042	2	2
OG0021043	2	2
OG0021044	1	1
OG0021045	1	1
OG0021046	2	2
OG0021047	2	2
OG0021048	2	2
OG0021049	3	3
OG0021050	3	3
OG0021051	2	2
OG0021052	2	2
OG0021053	4	4
OG0021054	3	3
OG0021055	3	3
OG0021056	2	2
OG0021057	3	3
OG0021058	3	3
OG0021059	3	3
OG0021060	3	3
OG0021061	4	4
OG0021062	2	2
OG0021063	3	3
OG0021064	3	3
OG0021065	3	3
OG0021066	3	3
OG0021067	2	2
OG0021068	3	3
OG0021069	2	2
OG0021070	3	3
OG0021071	3	3
OG0021072	4	4
OG0021073	2	2
OG0021074	3	3
OG0021075	3	3
OG0021076	3	3
OG0021077	3	3
OG0021078	3	3
OG0021079	3	3
OG0021080	3	3
OG0021081	3	3
OG0021082	3	3
OG0021083	3	3
OG0021084	3	3
OG0021085	2	2
OG0021086	3	3
OG0021087	3	3
OG0021088	2	2
OG0021089	3	3
OG0021090	2	2
OG0021091	3	3
OG0021092	2	2
OG0021093	1	1
OG0021094	3	3
OG0021095	2	2
OG0021096	2	2
OG0021097	3	3
OG0021098	3	3
OG0021099	3	3
OG0021100	2	2
OG0021101	3	3
OG0021102	4	4
OG0021103	3	3
OG0021104	3	3
OG0021105	2	2
OG0021106	3	3
OG0021107	2	2
OG0021108	4	4
OG0021109	3	3
OG0021110	3	3
OG0021111	1	1
OG0021112	3	3
OG0021113	1	1
OG0021114	3	3
OG0021115	2	2
OG0021116	3	3
OG0021117	2	2
OG0021118	4	4
OG0021119	4	4
OG0021120	2	2
OG0021121	3	3
OG0021122	3	3
OG0021123	3	3
OG0021124	3	3
OG0021125	3	3
OG0021126	2	2
OG0021127	3	3
OG0021128	1	1
OG0021129	2	2
OG0021130	1	1
OG0021131	3	3
OG0021132	3	3
OG0021133	2	2
OG0021134	2	2
OG0021135	2	2
OG0021136	3	3
OG0021137	2	2
OG0021138	3	3
OG0021139	1	1
OG0021140	3	3
OG0021141	4	4
OG0021142	3	3
OG0021143	3	3
OG0021144	1	1
OG0021145	3	3
OG0021146	3	3
OG0021147	4	4
OG0021148	3	3
OG0021149	2	2
OG0021150	3	3
OG0021151	2	2
OG0021152	3	3
OG0021153	3	3
OG0021154	3	3
OG0021155	2	2
OG0021156	2	2
OG0021157	3	3
OG0021158	4	4
OG0021159	3	3
OG0021160	3	3
OG0021161	3	3
OG0021162	3	3
OG0021163	4	4
OG0021164	3	3
OG0021165	4	4
OG0021166	4	4
OG0021167	3	3
OG0021168	4	4
OG0021169	3	3
OG0021170	2	2
OG0021171	4	4
OG0021172	4	4
OG0021173	3	3
OG0021174	4	4
OG0021175	2	2
OG0021176	3	3
OG0021177	3	3
OG0021178	3	3
OG0021179	3	3
OG0021180	3	3
OG0021181	4	4
OG0021182	2	2
OG0021183	3	3
OG0021184	3	3
OG0021185	3	3
OG0021186	3	3
OG0021187	3	3
OG0021188	3	3
OG0021189	3	3
OG0021190	3	3
OG0021191	2	2
OG0021192	3	3
OG0021193	3	3
OG0021194	3	3
OG0021195	3	3
OG0021196	1	1
OG0021197	3	3
OG0021198	3	3
OG0021199	3	3
OG0021200	2	2
OG0021201	2	2
OG0021202	3	3
OG0021203	2	2
OG0021204	3	3
OG0021205	3	3
OG0021206	3	3
OG0021207	3	3
OG0021208	3	3
OG0021209	3	3
OG0021210	3	3
OG0021211	3	3
OG0021212	4	4
OG0021213	2	2
OG0021214	2	2
OG0021215	2	2
OG0021216	3	3
OG0021217	3	3
OG0021218	3	3
OG0021219	2	2
OG0021220	2	2
OG0021221	3	3
OG0021222	3	3
OG0021223	2	2
OG0021224	2	2
OG0021225	4	4
OG0021226	3	3
OG0021227	3	3
OG0021228	3	3
OG0021229	3	3
OG0021230	3	3
OG0021231	3	3
OG0021232	3	3
OG0021233	3	3
OG0021234	2	2
OG0021235	3	3
OG0021236	2	2
OG0021237	2	2
OG0021238	1	1
OG0021239	1	1
OG0021240	2	2
OG0021241	3	3
OG0021242	3	3
OG0021243	3	3
OG0021244	2	2
OG0021245	4	4
OG0021246	2	2
OG0021247	3	3
OG0021248	3	3
OG0021249	3	3
OG0021250	3	3
OG0021251	3	3
OG0021252	3	3
OG0021253	2	2
OG0021254	3	3
OG0021255	2	2
OG0021256	2	2
OG0021257	3	3
OG0021258	3	3
OG0021259	3	3
OG0021260	2	2
OG0021261	2	2
OG0021262	3	3
OG0021263	2	2
OG0021264	2	2
OG0021265	3	3
OG0021266	3	3
OG0021267	3	3
OG0021268	3	3
OG0021269	3	3
OG0021270	3	3
OG0021271	2	2
