Orthogroup	Duplications (all)	Duplications (50% support)
OG0003273	16	12
OG0003274	31	28
OG0003275	15	13
OG0003276	11	10
OG0003277	11	7
OG0003278	15	6
OG0003279	12	9
OG0003280	18	13
OG0003281	18	12
OG0003282	13	12
OG0003283	15	13
OG0003284	15	12
OG0003285	33	32
OG0003286	16	14
OG0003287	10	10
OG0003288	16	12
OG0003289	12	12
OG0003290	15	12
OG0003291	19	19
OG0003292	6	0
OG0003293	16	12
OG0003294	16	13
OG0003295	15	12
OG0003296	10	6
OG0003297	15	14
OG0003298	17	16
OG0003299	19	18
OG0003300	19	17
OG0003301	11	9
OG0003302	13	6
OG0003303	9	7
OG0003304	14	9
OG0003305	18	16
OG0003306	10	7
OG0003307	16	13
OG0003308	17	15
OG0003309	6	2
OG0003310	23	17
OG0003311	11	10
OG0003312	15	11
OG0003313	22	17
OG0003314	13	12
OG0003315	8	3
OG0003316	10	8
OG0003317	9	8
OG0003318	8	3
OG0003319	10	8
OG0003320	18	17
OG0003321	16	12
OG0003322	25	20
OG0003323	17	15
OG0003324	16	14
OG0003325	13	6
OG0003326	15	13
OG0003327	11	10
OG0003328	19	15
OG0003329	12	10
OG0003330	16	13
OG0003331	12	9
OG0003332	13	10
OG0003333	14	12
OG0003334	18	14
OG0003335	15	14
OG0003336	13	12
OG0003337	16	13
OG0003338	14	8
OG0003339	37	37
OG0003340	13	11
OG0003341	14	8
OG0003342	19	16
OG0003343	9	2
OG0003344	15	13
OG0003345	20	13
OG0003346	18	16
OG0003347	17	16
OG0003348	11	9
OG0003349	10	10
OG0003350	14	12
OG0003351	9	6
OG0003352	15	14
OG0003353	14	13
OG0003354	13	10
OG0003355	12	11
OG0003356	8	5
OG0003357	13	9
OG0003358	19	17
OG0003359	14	10
OG0003360	12	9
OG0003361	12	12
OG0003362	15	12
OG0003363	20	19
OG0003364	9	8
OG0003365	16	12
OG0003366	15	13
OG0003367	17	16
OG0003368	14	8
OG0003369	10	8
OG0003370	14	11
OG0003371	15	12
OG0003372	14	13
OG0003373	10	8
OG0003374	12	11
OG0003375	11	9
OG0003376	18	16
OG0003377	18	17
OG0003378	11	9
OG0003379	14	11
OG0003380	13	8
OG0003381	12	6
OG0003382	11	8
OG0003383	13	11
OG0003384	11	11
OG0003385	20	19
OG0003386	11	10
OG0003387	17	16
OG0003388	16	11
OG0003389	30	28
OG0003390	38	38
OG0003391	15	13
OG0003392	10	8
OG0003393	21	20
OG0003394	16	14
OG0003395	36	36
OG0003396	21	21
OG0003397	18	14
OG0003398	15	15
OG0003399	19	17
OG0003400	31	31
OG0003401	12	10
OG0003402	18	11
OG0003403	34	34
OG0003404	37	37
OG0003405	39	39
OG0003406	39	39
OG0003407	39	39
OG0003408	37	37
OG0003409	39	39
OG0003410	36	36
OG0003411	38	38
OG0003412	39	39
OG0003413	39	39
OG0003414	38	38
OG0003415	36	36
OG0003416	37	37
OG0003417	39	39
OG0003418	16	10
OG0003419	12	10
OG0003420	14	8
OG0003421	14	11
OG0003422	14	12
OG0003423	28	26
OG0003424	13	7
OG0003425	14	13
OG0003426	14	14
OG0003427	19	17
OG0003428	19	19
OG0003429	8	3
OG0003430	14	7
OG0003431	12	11
OG0003432	14	11
OG0003433	16	15
OG0003434	16	15
OG0003435	14	11
OG0003436	19	9
OG0003437	12	11
OG0003438	13	12
OG0003439	13	11
OG0003440	18	18
OG0003441	17	16
OG0003442	12	10
OG0003443	10	9
OG0003444	13	10
OG0003445	10	8
OG0003446	31	27
OG0003447	14	12
OG0003448	10	7
OG0003449	12	5
OG0003450	16	15
OG0003451	16	12
OG0003452	17	14
OG0003453	13	11
OG0003454	8	7
OG0003455	11	10
OG0003456	14	14
OG0003457	12	9
OG0003458	9	8
OG0003459	13	13
OG0003460	16	13
OG0003461	13	7
OG0003462	10	8
OG0003463	8	4
OG0003464	15	13
OG0003465	15	15
OG0003466	8	6
OG0003467	11	5
OG0003468	12	10
OG0003469	10	9
OG0003470	21	20
OG0003471	13	10
OG0003472	19	18
OG0003473	12	10
OG0003474	9	7
OG0003475	13	10
OG0003476	10	7
OG0003477	15	15
OG0003478	16	16
OG0003479	12	9
OG0003480	13	8
OG0003481	15	14
OG0003482	16	16
OG0003483	16	15
OG0003484	12	10
OG0003485	21	20
OG0003486	19	19
OG0003487	15	13
OG0003488	19	19
OG0003489	9	7
OG0003490	15	10
OG0003491	9	8
OG0003492	12	10
OG0003493	16	14
OG0003494	24	22
OG0003495	8	7
OG0003496	11	8
OG0003497	15	15
OG0003498	13	11
OG0003499	19	19
OG0003500	9	8
OG0003501	15	13
OG0003502	12	11
OG0003503	13	12
OG0003504	13	9
OG0003505	12	11
OG0003506	8	8
OG0003507	10	9
OG0003508	9	6
OG0003509	15	10
OG0003510	7	5
OG0003511	14	13
OG0003512	15	10
OG0003513	9	9
OG0003514	12	9
OG0003515	11	10
OG0003516	20	20
OG0003517	13	13
OG0003518	12	11
OG0003519	14	14
OG0003520	15	15
OG0003521	17	14
OG0003522	14	11
OG0003523	11	9
OG0003524	18	14
OG0003525	11	7
OG0003526	12	11
OG0003527	10	8
OG0003528	16	16
OG0003529	15	14
OG0003530	15	14
OG0003531	9	8
OG0003532	12	11
OG0003533	14	12
OG0003534	11	7
OG0003535	13	13
OG0003536	14	9
OG0003537	17	13
OG0003538	17	14
OG0003539	14	14
OG0003540	25	23
OG0003541	16	12
OG0003542	14	8
OG0003543	7	3
OG0003544	10	8
OG0003545	10	6
OG0003546	10	7
OG0003547	12	11
OG0003548	16	15
OG0003549	15	12
OG0003550	10	9
OG0003551	11	9
OG0003552	15	15
OG0003553	21	21
OG0003554	12	10
OG0003555	15	14
OG0003556	10	8
OG0003557	9	3
OG0003558	16	14
OG0003559	30	28
OG0003560	13	9
OG0003561	11	10
OG0003562	10	9
OG0003563	13	9
OG0003564	11	10
OG0003565	15	14
OG0003566	12	11
OG0003567	13	11
OG0003568	16	14
OG0003569	14	10
OG0003570	14	12
OG0003571	11	10
OG0003572	12	10
OG0003573	14	9
OG0003574	18	11
OG0003575	30	29
OG0003576	11	9
OG0003577	16	12
OG0003578	14	11
OG0003579	12	7
OG0003580	31	31
OG0003581	17	15
OG0003582	15	14
OG0003583	30	30
OG0003584	19	12
OG0003585	14	11
OG0003586	30	28
OG0003587	31	31
OG0003588	26	24
OG0003589	22	19
OG0003590	32	32
OG0003591	38	38
OG0003592	37	37
OG0003593	38	38
OG0003594	38	38
OG0003595	38	38
OG0003596	38	38
OG0003597	19	19
OG0003598	11	6
OG0003599	9	6
OG0003600	20	16
OG0003601	12	9
OG0003602	37	37
OG0003603	12	7
OG0003604	8	6
OG0003605	37	37
OG0003606	11	10
OG0003607	12	7
OG0003608	19	16
OG0003609	23	21
OG0003610	13	9
OG0003611	13	10
OG0003612	10	7
OG0003613	9	8
OG0003614	22	14
OG0003615	12	8
OG0003616	15	14
OG0003617	9	7
OG0003618	16	12
OG0003619	12	12
OG0003620	14	13
OG0003621	13	11
OG0003622	13	7
OG0003623	19	19
OG0003624	10	6
OG0003625	19	16
OG0003626	13	11
OG0003627	14	14
OG0003628	14	5
OG0003629	15	4
OG0003630	13	12
OG0003631	14	10
OG0003632	8	5
OG0003633	13	10
OG0003634	13	10
OG0003635	5	4
OG0003636	17	15
OG0003637	19	14
OG0003638	13	11
OG0003639	10	4
OG0003640	11	10
OG0003641	10	9
OG0003642	13	12
OG0003643	15	15
OG0003644	10	7
OG0003645	11	8
OG0003646	15	15
OG0003647	10	7
OG0003648	15	10
OG0003649	13	11
OG0003650	14	11
OG0003651	14	14
OG0003652	11	11
OG0003653	10	9
OG0003654	14	13
OG0003655	10	9
OG0003656	10	9
OG0003657	15	14
OG0003658	12	9
OG0003659	12	10
OG0003660	15	13
OG0003661	11	7
OG0003662	14	13
OG0003663	18	13
OG0003664	10	6
OG0003665	16	13
OG0003666	8	7
OG0003667	11	8
OG0003668	10	9
OG0003669	12	11
OG0003670	18	14
OG0003671	10	9
OG0003672	14	14
OG0003673	13	11
OG0003674	15	14
OG0003675	16	14
OG0003676	7	5
OG0003677	5	4
OG0003678	10	8
OG0003679	9	8
OG0003680	13	11
OG0003681	11	11
OG0003682	7	5
OG0003683	9	6
OG0003684	12	9
OG0003685	11	9
OG0003686	15	13
OG0003687	9	7
OG0003688	14	13
OG0003689	9	6
OG0003690	11	8
OG0003691	12	11
OG0003692	13	10
OG0003693	10	8
OG0003694	13	11
OG0003695	8	6
OG0003696	10	7
OG0003697	8	6
OG0003698	7	5
OG0003699	14	12
OG0003700	13	11
OG0003701	14	12
OG0003702	15	12
OG0003703	9	5
OG0003704	9	7
OG0003705	19	18
OG0003706	17	15
OG0003707	8	6
OG0003708	16	13
OG0003709	14	10
OG0003710	11	10
OG0003711	18	17
OG0003712	6	5
OG0003713	11	8
OG0003714	17	17
OG0003715	23	19
OG0003716	10	8
OG0003717	12	9
OG0003718	11	9
OG0003719	15	13
OG0003720	9	6
OG0003721	9	3
OG0003722	11	10
OG0003723	15	13
OG0003724	10	7
OG0003725	10	7
OG0003726	13	13
OG0003727	15	13
OG0003728	19	18
OG0003729	10	9
OG0003730	15	12
OG0003731	13	10
OG0003732	11	8
OG0003733	13	10
OG0003734	11	7
OG0003735	9	6
OG0003736	16	15
OG0003737	12	12
OG0003738	14	13
OG0003739	16	16
OG0003740	12	6
OG0003741	13	10
OG0003742	10	8
OG0003743	12	10
OG0003744	9	8
OG0003745	14	14
OG0003746	6	6
OG0003747	17	11
OG0003748	16	13
OG0003749	9	7
OG0003750	14	12
OG0003751	15	10
OG0003752	13	11
OG0003753	10	7
OG0003754	12	11
OG0003755	10	6
OG0003756	13	10
OG0003757	19	16
OG0003758	13	11
OG0003759	6	5
OG0003760	10	9
OG0003761	8	6
OG0003762	14	12
OG0003763	13	6
OG0003764	16	15
OG0003765	16	15
OG0003766	18	15
OG0003767	15	14
OG0003768	14	10
OG0003769	13	9
OG0003770	12	6
OG0003771	10	9
OG0003772	20	19
OG0003773	14	13
OG0003774	31	30
OG0003775	16	13
OG0003776	16	15
OG0003777	10	9
OG0003778	11	11
OG0003779	15	13
OG0003780	10	8
OG0003781	18	14
OG0003782	30	30
OG0003783	32	32
OG0003784	35	35
OG0003785	37	37
OG0003786	37	37
OG0003787	26	26
OG0003788	37	37
OG0003789	37	37
OG0003790	37	37
OG0003791	36	36
OG0003792	35	35
OG0003793	37	37
OG0003794	10	7
OG0003795	15	14
OG0003796	36	36
OG0003797	36	36
OG0003798	9	9
OG0003799	36	36
OG0003800	33	33
OG0003801	35	35
OG0003802	25	23
OG0003803	12	11
OG0003804	29	25
OG0003805	19	13
OG0003806	12	11
OG0003807	12	8
OG0003808	11	10
OG0003809	14	13
OG0003810	15	14
OG0003811	12	11
OG0003812	12	11
OG0003813	8	8
OG0003814	36	36
OG0003815	13	11
OG0003816	17	16
OG0003817	12	9
OG0003818	13	11
OG0003819	22	21
OG0003820	15	12
OG0003821	11	11
OG0003822	15	8
OG0003823	6	2
OG0003824	13	13
OG0003825	14	12
OG0003826	8	5
OG0003827	10	8
OG0003828	14	14
OG0003829	14	12
OG0003830	16	13
OG0003831	11	10
OG0003832	10	7
OG0003833	13	12
OG0003834	7	6
OG0003835	19	18
OG0003836	12	12
OG0003837	11	10
OG0003838	8	8
OG0003839	12	11
OG0003840	10	8
OG0003841	16	15
OG0003842	17	13
OG0003843	9	5
OG0003844	11	8
OG0003845	9	5
OG0003846	6	3
OG0003847	9	7
OG0003848	11	9
OG0003849	12	11
OG0003850	12	12
OG0003851	9	4
OG0003852	8	5
OG0003853	10	8
OG0003854	12	9
OG0003855	11	8
OG0003856	10	7
OG0003857	13	12
OG0003858	12	9
OG0003859	15	11
OG0003860	10	4
OG0003861	17	16
OG0003862	11	8
OG0003863	10	9
OG0003864	14	14
OG0003865	9	8
OG0003866	11	11
OG0003867	13	10
OG0003868	9	8
OG0003869	13	13
OG0003870	15	13
OG0003871	7	4
OG0003872	15	15
OG0003873	10	3
OG0003874	18	18
OG0003875	9	6
OG0003876	13	13
OG0003877	15	15
OG0003878	13	11
OG0003879	10	6
OG0003880	14	11
OG0003881	13	12
OG0003882	17	16
OG0003883	11	10
OG0003884	13	12
OG0003885	10	8
OG0003886	11	10
OG0003887	5	3
OG0003888	12	5
OG0003889	13	11
OG0003890	12	11
OG0003891	32	31
OG0003892	13	10
OG0003893	9	4
OG0003894	13	12
OG0003895	18	18
OG0003896	12	11
OG0003897	12	10
OG0003898	14	13
OG0003899	15	14
OG0003900	15	13
OG0003901	14	14
OG0003902	22	20
OG0003903	14	13
OG0003904	10	6
OG0003905	11	8
OG0003906	14	14
OG0003907	11	7
OG0003908	5	3
OG0003909	10	4
OG0003910	11	10
OG0003911	12	10
OG0003912	8	7
OG0003913	11	8
OG0003914	12	9
OG0003915	8	7
OG0003916	10	8
OG0003917	11	6
OG0003918	9	9
OG0003919	12	9
OG0003920	12	9
OG0003921	12	10
OG0003922	13	12
OG0003923	14	12
OG0003924	16	13
OG0003925	12	12
OG0003926	13	11
OG0003927	15	14
OG0003928	14	10
OG0003929	12	8
OG0003930	11	10
OG0003931	10	10
OG0003932	7	6
OG0003933	10	10
OG0003934	14	13
OG0003935	15	15
OG0003936	13	10
OG0003937	9	7
OG0003938	12	10
OG0003939	10	5
OG0003940	14	12
OG0003941	10	8
OG0003942	13	11
OG0003943	15	14
OG0003944	13	11
OG0003945	9	8
OG0003946	7	6
OG0003947	9	8
OG0003948	17	16
OG0003949	12	11
OG0003950	11	7
OG0003951	16	15
OG0003952	24	22
OG0003953	10	4
OG0003954	9	9
OG0003955	14	14
OG0003956	15	14
OG0003957	12	9
OG0003958	9	9
OG0003959	10	8
OG0003960	14	12
OG0003961	11	8
OG0003962	4	4
OG0003963	33	32
OG0003964	13	12
OG0003965	16	16
OG0003966	16	16
OG0003967	16	14
OG0003968	11	8
OG0003969	14	13
OG0003970	15	13
OG0003971	15	14
OG0003972	12	10
OG0003973	7	6
OG0003974	11	8
OG0003975	33	33
OG0003976	19	18
OG0003977	36	36
OG0003978	15	14
OG0003979	13	12
OG0003980	17	16
OG0003981	15	14
OG0003982	21	20
OG0003983	35	35
OG0003984	26	23
OG0003985	33	33
OG0003986	36	36
OG0003987	36	36
OG0003988	36	36
OG0003989	36	36
OG0003990	36	36
OG0003991	33	22
OG0003992	35	35
OG0003993	32	32
OG0003994	36	36
OG0003995	35	35
OG0003996	17	9
OG0003997	12	9
OG0003998	13	8
OG0003999	12	11
OG0004000	12	8
OG0004001	18	10
OG0004002	10	5
OG0004003	21	19
OG0004004	7	4
OG0004005	10	8
OG0004006	13	7
OG0004007	4	3
OG0004008	22	16
OG0004009	9	9
OG0004010	10	9
OG0004011	8	7
OG0004012	13	13
OG0004013	19	8
OG0004014	11	9
OG0004015	12	11
OG0004016	6	4
OG0004017	11	9
OG0004018	16	14
OG0004019	13	13
OG0004020	10	9
OG0004021	14	14
OG0004022	14	13
OG0004023	10	6
OG0004024	13	10
OG0004025	13	12
OG0004026	21	16
OG0004027	8	7
OG0004028	10	8
OG0004029	11	6
OG0004030	10	8
OG0004031	11	8
OG0004032	8	7
OG0004033	9	8
OG0004034	9	7
OG0004035	9	9
OG0004036	8	7
OG0004037	12	12
OG0004038	13	12
OG0004039	10	7
OG0004040	9	2
OG0004041	14	12
OG0004042	12	12
OG0004043	16	15
OG0004044	10	6
OG0004045	15	14
OG0004046	13	11
OG0004047	9	9
OG0004048	12	10
OG0004049	9	8
OG0004050	12	6
OG0004051	8	5
OG0004052	13	12
OG0004053	8	7
OG0004054	10	8
OG0004055	17	15
OG0004056	8	5
OG0004057	10	8
OG0004058	9	7
OG0004059	11	7
OG0004060	14	14
OG0004061	15	15
OG0004062	9	5
OG0004063	14	13
OG0004064	12	10
OG0004065	10	9
OG0004066	7	5
OG0004067	12	11
OG0004068	10	8
OG0004069	7	4
OG0004070	12	10
OG0004071	8	7
OG0004072	13	11
OG0004073	5	2
OG0004074	10	6
OG0004075	14	12
OG0004076	12	11
OG0004077	19	18
OG0004078	13	11
OG0004079	12	12
OG0004080	6	5
OG0004081	11	11
OG0004082	11	7
OG0004083	12	8
OG0004084	11	9
OG0004085	12	10
OG0004086	18	18
OG0004087	11	9
OG0004088	12	11
OG0004089	15	14
OG0004090	10	7
OG0004091	7	6
OG0004092	8	8
OG0004093	11	9
OG0004094	14	13
OG0004095	12	10
OG0004096	9	6
OG0004097	11	9
OG0004098	10	8
OG0004099	8	8
OG0004100	13	11
OG0004101	12	11
OG0004102	12	9
OG0004103	11	10
OG0004104	11	5
OG0004105	12	11
OG0004106	10	7
OG0004107	11	8
OG0004108	12	11
OG0004109	21	21
OG0004110	9	6
OG0004111	12	12
OG0004112	12	6
OG0004113	9	6
OG0004114	12	12
OG0004115	10	7
OG0004116	12	12
OG0004117	15	14
OG0004118	12	10
OG0004119	10	7
OG0004120	12	9
OG0004121	8	8
OG0004122	14	14
OG0004123	9	5
OG0004124	5	3
OG0004125	15	13
OG0004126	10	8
OG0004127	12	12
OG0004128	10	7
OG0004129	13	7
OG0004130	12	10
OG0004131	16	16
OG0004132	14	12
OG0004133	8	7
OG0004134	12	9
OG0004135	9	8
OG0004136	11	8
OG0004137	15	13
OG0004138	11	7
OG0004139	8	6
OG0004140	14	11
OG0004141	12	10
OG0004142	11	8
OG0004143	9	8
OG0004144	10	10
OG0004145	9	7
OG0004146	11	9
OG0004147	12	11
OG0004148	8	7
OG0004149	12	12
OG0004150	6	2
OG0004151	10	7
OG0004152	31	31
OG0004153	12	8
OG0004154	10	9
OG0004155	13	8
OG0004156	10	10
OG0004157	12	10
OG0004158	7	6
OG0004159	9	6
OG0004160	12	10
OG0004161	13	11
OG0004162	15	13
OG0004163	14	14
OG0004164	7	6
OG0004165	28	27
OG0004166	11	9
OG0004167	10	8
OG0004168	9	8
OG0004169	8	5
OG0004170	10	6
OG0004171	12	9
OG0004172	20	14
OG0004173	34	34
OG0004174	16	15
OG0004175	12	9
OG0004176	14	12
OG0004177	28	23
OG0004178	11	9
OG0004179	10	10
OG0004180	7	5
OG0004181	12	11
OG0004182	11	6
OG0004183	14	12
OG0004184	13	11
OG0004185	17	16
OG0004186	6	5
OG0004187	9	9
OG0004188	11	9
OG0004189	9	7
OG0004190	13	8
OG0004191	28	27
OG0004192	33	33
OG0004193	31	31
OG0004194	21	20
OG0004195	32	26
OG0004196	33	31
OG0004197	14	12
OG0004198	12	7
OG0004199	25	25
OG0004200	17	15
OG0004201	26	25
OG0004202	22	22
OG0004203	28	28
OG0004204	35	35
OG0004205	35	35
OG0004206	35	35
OG0004207	34	34
OG0004208	35	35
OG0004209	33	33
OG0004210	35	35
OG0004211	35	35
OG0004212	35	35
OG0004213	35	35
OG0004214	17	17
OG0004215	11	10
OG0004216	10	8
OG0004217	11	10
OG0004218	9	6
OG0004219	9	8
OG0004220	13	10
OG0004221	34	34
OG0004222	12	12
OG0004223	10	9
OG0004224	20	19
OG0004225	9	9
OG0004226	13	12
OG0004227	12	12
OG0004228	8	6
OG0004229	9	8
OG0004230	9	7
OG0004231	12	10
OG0004232	10	6
OG0004233	12	9
OG0004234	14	12
OG0004235	10	4
OG0004236	10	8
OG0004237	10	8
OG0004238	12	9
OG0004239	10	9
OG0004240	9	7
OG0004241	12	12
OG0004242	13	12
OG0004243	10	6
OG0004244	7	5
OG0004245	9	8
OG0004246	11	9
OG0004247	12	10
OG0004248	11	10
OG0004249	9	7
OG0004250	8	3
OG0004251	12	8
OG0004252	12	12
OG0004253	8	6
OG0004254	9	7
OG0004255	13	13
OG0004256	23	23
OG0004257	12	12
OG0004258	8	6
OG0004259	10	6
OG0004260	15	15
OG0004261	12	12
OG0004262	10	9
OG0004263	12	9
OG0004264	8	6
OG0004265	14	13
OG0004266	8	3
OG0004267	9	8
OG0004268	13	11
OG0004269	6	2
OG0004270	8	6
OG0004271	11	7
OG0004272	11	8
OG0004273	11	8
OG0004274	12	12
OG0004275	8	8
OG0004276	12	9
OG0004277	15	14
OG0004278	10	8
OG0004279	15	14
OG0004280	7	4
OG0004281	4	2
OG0004282	9	7
OG0004283	8	5
OG0004284	12	11
OG0004285	11	9
OG0004286	12	10
OG0004287	6	2
OG0004288	10	10
OG0004289	11	10
OG0004290	8	7
OG0004291	9	6
OG0004292	12	11
OG0004293	23	18
OG0004294	11	8
OG0004295	9	7
OG0004296	8	7
OG0004297	11	10
OG0004298	16	15
OG0004299	10	9
OG0004300	14	11
OG0004301	11	8
OG0004302	8	5
OG0004303	7	4
OG0004304	11	10
OG0004305	10	8
OG0004306	13	12
OG0004307	8	4
OG0004308	10	9
OG0004309	8	6
OG0004310	6	5
OG0004311	11	9
OG0004312	11	11
OG0004313	22	18
OG0004314	7	6
OG0004315	14	13
OG0004316	9	5
OG0004317	13	10
OG0004318	13	9
OG0004319	7	5
OG0004320	17	16
OG0004321	12	11
OG0004322	11	8
OG0004323	11	10
OG0004324	11	10
OG0004325	11	8
OG0004326	20	20
OG0004327	8	8
OG0004328	12	11
OG0004329	14	13
OG0004330	13	11
OG0004331	10	8
OG0004332	12	11
OG0004333	12	8
OG0004334	10	7
OG0004335	8	6
OG0004336	10	10
OG0004337	13	12
OG0004338	9	6
OG0004339	23	23
OG0004340	23	22
OG0004341	9	8
OG0004342	13	9
OG0004343	11	10
OG0004344	12	11
OG0004345	12	11
OG0004346	13	13
OG0004347	10	9
OG0004348	9	8
OG0004349	14	13
OG0004350	11	11
OG0004351	8	6
OG0004352	10	10
OG0004353	11	11
OG0004354	13	10
OG0004355	6	3
OG0004356	11	10
OG0004357	10	9
OG0004358	8	7
OG0004359	7	5
OG0004360	12	12
OG0004361	10	8
OG0004362	9	9
OG0004363	13	10
OG0004364	8	7
OG0004365	10	9
OG0004366	9	7
OG0004367	12	9
OG0004368	7	7
OG0004369	8	7
OG0004370	10	8
OG0004371	15	14
OG0004372	10	6
OG0004373	12	10
OG0004374	10	7
OG0004375	13	9
OG0004376	7	6
OG0004377	12	11
OG0004378	10	9
OG0004379	8	6
OG0004380	9	8
OG0004381	12	10
OG0004382	11	10
OG0004383	13	11
OG0004384	14	14
OG0004385	12	8
OG0004386	12	10
OG0004387	19	18
OG0004388	12	4
OG0004389	11	10
OG0004390	11	7
OG0004391	9	5
OG0004392	12	11
OG0004393	10	10
OG0004394	8	4
OG0004395	11	8
OG0004396	7	5
OG0004397	7	6
OG0004398	11	9
OG0004399	6	6
OG0004400	13	13
OG0004401	10	9
OG0004402	8	6
OG0004403	12	11
OG0004404	10	7
OG0004405	13	13
OG0004406	9	8
OG0004407	12	12
OG0004408	14	13
OG0004409	9	6
OG0004410	30	28
OG0004411	33	33
OG0004412	27	27
OG0004413	9	5
OG0004414	14	13
OG0004415	14	12
OG0004416	32	32
OG0004417	10	9
OG0004418	14	11
OG0004419	16	15
OG0004420	12	10
OG0004421	16	15
OG0004422	11	10
OG0004423	13	11
OG0004424	14	13
OG0004425	10	7
OG0004426	10	7
OG0004427	13	7
OG0004428	20	17
OG0004429	27	27
OG0004430	20	15
OG0004431	28	27
OG0004432	19	19
OG0004433	13	13
OG0004434	33	33
OG0004435	29	27
OG0004436	25	25
OG0004437	29	29
OG0004438	28	28
OG0004439	22	22
OG0004440	32	32
OG0004441	31	31
OG0004442	32	32
OG0004443	34	34
OG0004444	34	34
OG0004445	34	34
OG0004446	34	34
OG0004447	34	34
OG0004448	34	34
OG0004449	33	33
OG0004450	34	34
OG0004451	34	34
OG0004452	34	34
OG0004453	34	34
OG0004454	34	34
OG0004455	34	34
OG0004456	34	34
OG0004457	12	10
OG0004458	20	18
OG0004459	11	10
OG0004460	10	10
OG0004461	8	7
OG0004462	9	7
OG0004463	13	11
OG0004464	33	33
OG0004465	10	9
OG0004466	32	32
OG0004467	6	4
OG0004468	10	10
OG0004469	33	33
OG0004470	32	32
OG0004471	10	9
OG0004472	9	5
OG0004473	13	12
OG0004474	10	9
OG0004475	14	13
OG0004476	12	11
OG0004477	8	8
OG0004478	13	12
OG0004479	10	10
OG0004480	14	13
OG0004481	16	12
OG0004482	12	11
OG0004483	13	10
OG0004484	11	10
OG0004485	12	11
OG0004486	10	9
OG0004487	11	9
OG0004488	9	8
OG0004489	10	8
OG0004490	11	10
OG0004491	10	8
OG0004492	10	8
OG0004493	8	6
OG0004494	10	8
OG0004495	10	10
OG0004496	10	9
OG0004497	7	4
OG0004498	8	6
OG0004499	9	9
OG0004500	10	10
OG0004501	12	10
OG0004502	13	12
OG0004503	12	12
OG0004504	14	9
OG0004505	12	8
OG0004506	11	9
OG0004507	9	7
OG0004508	14	11
OG0004509	8	8
OG0004510	14	13
OG0004511	7	7
OG0004512	11	7
OG0004513	9	3
OG0004514	12	11
OG0004515	11	9
OG0004516	11	8
OG0004517	11	9
OG0004518	6	5
OG0004519	9	8
OG0004520	9	5
OG0004521	17	12
OG0004522	9	7
OG0004523	11	10
OG0004524	13	11
OG0004525	12	12
OG0004526	9	8
OG0004527	14	14
OG0004528	8	5
OG0004529	10	8
OG0004530	7	6
OG0004531	9	7
OG0004532	7	5
OG0004533	9	7
OG0004534	10	9
OG0004535	10	9
OG0004536	15	11
OG0004537	11	11
OG0004538	9	7
OG0004539	8	8
OG0004540	9	8
OG0004541	14	12
OG0004542	9	7
OG0004543	11	9
OG0004544	10	7
OG0004545	10	9
OG0004546	9	4
OG0004547	10	8
OG0004548	9	7
OG0004549	11	10
OG0004550	13	13
OG0004551	9	4
OG0004552	10	9
OG0004553	10	9
OG0004554	7	6
OG0004555	10	10
OG0004556	14	12
OG0004557	7	3
OG0004558	12	11
OG0004559	9	8
OG0004560	15	14
OG0004561	14	11
OG0004562	15	15
OG0004563	8	5
OG0004564	8	6
OG0004565	10	6
OG0004566	7	5
OG0004567	8	4
OG0004568	8	6
OG0004569	9	8
OG0004570	7	6
OG0004571	10	6
OG0004572	4	3
OG0004573	6	4
OG0004574	10	10
OG0004575	18	10
OG0004576	9	7
OG0004577	11	10
OG0004578	8	6
OG0004579	9	8
OG0004580	13	9
OG0004581	9	9
OG0004582	8	7
OG0004583	9	5
OG0004584	11	10
OG0004585	11	10
OG0004586	21	21
OG0004587	9	8
OG0004588	10	8
OG0004589	9	8
OG0004590	9	8
OG0004591	10	9
OG0004592	12	11
OG0004593	8	4
OG0004594	17	17
OG0004595	10	9
OG0004596	5	3
OG0004597	10	6
OG0004598	20	17
OG0004599	9	4
OG0004600	14	11
OG0004601	11	9
OG0004602	11	11
OG0004603	10	9
OG0004604	16	15
OG0004605	11	9
OG0004606	12	11
OG0004607	13	12
OG0004608	10	7
OG0004609	9	8
OG0004610	6	4
OG0004611	9	7
OG0004612	11	8
OG0004613	9	7
OG0004614	10	10
OG0004615	8	7
OG0004616	9	7
OG0004617	9	9
OG0004618	17	16
OG0004619	10	9
OG0004620	12	9
OG0004621	9	8
OG0004622	11	8
OG0004623	15	12
OG0004624	22	20
OG0004625	9	8
OG0004626	7	4
OG0004627	10	9
OG0004628	7	6
OG0004629	8	5
OG0004630	9	7
OG0004631	11	9
OG0004632	14	14
OG0004633	8	7
OG0004634	6	4
OG0004635	10	9
OG0004636	21	20
OG0004637	11	9
OG0004638	12	9
OG0004639	10	10
OG0004640	17	17
OG0004641	12	11
OG0004642	7	5
OG0004643	12	12
OG0004644	8	7
OG0004645	11	9
OG0004646	9	7
OG0004647	12	11
OG0004648	9	8
OG0004649	5	5
OG0004650	19	17
OG0004651	11	10
OG0004652	11	11
OG0004653	12	10
OG0004654	10	8
OG0004655	11	8
OG0004656	8	5
OG0004657	6	4
OG0004658	12	8
OG0004659	10	7
OG0004660	9	6
OG0004661	15	14
OG0004662	11	7
OG0004663	10	9
OG0004664	7	3
OG0004665	11	9
OG0004666	8	8
OG0004667	13	11
OG0004668	6	4
OG0004669	10	9
