Orthogroup	BRAFL	XENTR
OG0001000	bflo_17958, bflo_27228	XENTR02326, XENTR14403
OG0001001	bflo_27374, bflo_21303	XENTR02303
OG0001002	bflo_15982, bflo_10399, bflo_04098	XENTR05426, XENTR04429
OG0001003	bflo_20878	XENTR06440, XENTR12183
OG0001005	bflo_10085	XENTR17351
OG0001006	bflo_04350	XENTR01787
OG0001006	bflo_22313	XENTR11011, XENTR15378, XENTR09358
OG0001008	bflo_03203	XENTR07071, XENTR13709
OG0001009	bflo_23339	XENTR09611, XENTR19086, XENTR04072
OG0001011	bflo_02850, bflo_02067	XENTR08483
OG0001011	bflo_25798, bflo_25800, bflo_04464	XENTR04705, XENTR12721
OG0001013	bflo_23440	XENTR01268, XENTR12519, XENTR05681, XENTR13123
OG0001015	bflo_23858	XENTR03903, XENTR02699, XENTR16275
OG0001016	bflo_19435	XENTR06361
OG0001016	bflo_00910	XENTR11007
OG0001017	bflo_00667	XENTR01882, XENTR06219
OG0001018	bflo_17983, bflo_02467, bflo_02601, bflo_13307, bflo_24232	XENTR12838
OG0001018	bflo_23920	XENTR13405
OG0001021	bflo_16744, bflo_13349	XENTR03042
OG0001022	bflo_21941	XENTR18242, XENTR09212, XENTR08786, XENTR08785
OG0001023	bflo_03026	XENTR15705, XENTR15704, XENTR16017, XENTR02520, XENTR11481
OG0001024	bflo_04903	XENTR05573, XENTR09290, XENTR01956
OG0001026	bflo_23870	XENTR01794
OG0001027	bflo_13760	XENTR14946
OG0001027	bflo_23209, bflo_04293, bflo_23208	XENTR18376
OG0001028	bflo_25597	XENTR08088, XENTR09574, XENTR09575
OG0001029	bflo_13219	XENTR00509, XENTR04608
OG0001030	bflo_05876	XENTR10641, XENTR13221
OG0001030	bflo_05907	XENTR11652, XENTR00593
OG0001031	bflo_07447	XENTR08916
OG0001031	bflo_01411, bflo_21667	XENTR11732
OG0001032	bflo_16280	XENTR01314, XENTR15209, XENTR06823
OG0001033	bflo_08146	XENTR11737, XENTR02706
OG0001033	bflo_20841	XENTR00028, XENTR04288, XENTR04289, XENTR10639
OG0001034	bflo_18574, bflo_18588	XENTR13970, XENTR02918
OG0001036	bflo_01100	XENTR15810, XENTR02160
OG0001039	bflo_08311	XENTR00807
OG0001039	bflo_11607	XENTR10799, XENTR11115
OG0001042	bflo_11460, bflo_27000	XENTR15139, XENTR17123, XENTR16376
OG0001046	bflo_23288	XENTR01853, XENTR03892, XENTR03891, XENTR10518
OG0001047	bflo_22101	XENTR15460, XENTR09715, XENTR19101, XENTR05905
OG0001048	bflo_07509, bflo_26856	XENTR06473, XENTR14297, XENTR16609
OG0001049	bflo_24448, bflo_17931	XENTR00286
OG0001049	bflo_24363	XENTR03223
OG0001050	bflo_23753, bflo_21612	XENTR18291, XENTR03607, XENTR01418, XENTR01419, XENTR15902
OG0001051	bflo_01863, bflo_09666, bflo_16694, bflo_11064, bflo_11881, bflo_11882, bflo_13847	XENTR02327
OG0001052	bflo_08592	XENTR06692
OG0001052	bflo_07579, bflo_08590	XENTR04326, XENTR07297
OG0001053	bflo_19733	XENTR14072, XENTR07099, XENTR01123
OG0001053	bflo_08662	XENTR07525, XENTR04868, XENTR07295
OG0001054	bflo_23806	XENTR05688
OG0001057	bflo_22386, bflo_22387	XENTR09898, XENTR13492, XENTR07434, XENTR15414
OG0001058	bflo_10254	XENTR09698, XENTR10813
OG0001059	bflo_04773	XENTR16833
OG0001060	bflo_14877	XENTR15320
OG0001062	bflo_26106	XENTR02358, XENTR00517, XENTR00439
OG0001063	bflo_10992	XENTR01633
OG0001065	bflo_24302	XENTR14400, XENTR14851
OG0001066	bflo_07352	XENTR08375, XENTR18939, XENTR01227
OG0001067	bflo_14070, bflo_05866	XENTR12290
OG0001072	bflo_20583	XENTR01131
OG0001072	bflo_01344	XENTR14054
OG0001073	bflo_14186	XENTR13757, XENTR03448, XENTR09013
OG0001075	bflo_01789	XENTR05482, XENTR14239, XENTR06059
OG0001076	bflo_14398	XENTR04369, XENTR03450
OG0001077	bflo_19161, bflo_19130	XENTR02919
OG0001077	bflo_15522	XENTR03172
OG0001078	bflo_10417	XENTR16491, XENTR12278, XENTR05427, XENTR16318
OG0001079	bflo_05327, bflo_24090, bflo_21126, bflo_14192, bflo_16216, bflo_20242, bflo_20259, bflo_10866, bflo_12061	XENTR05981
OG0001079	bflo_11561	XENTR02342, XENTR18570
OG0001080	bflo_06623	XENTR17306
OG0001080	bflo_21619	XENTR00219, XENTR05053
OG0001081	bflo_15729, bflo_03684	XENTR11483, XENTR11482
OG0001082	bflo_19096	XENTR04166, XENTR03787
OG0001083	bflo_10562	XENTR14939, XENTR08964, XENTR02202, XENTR09760
OG0001084	bflo_04559	XENTR03176
OG0001085	bflo_11120	XENTR14464, XENTR18960, XENTR05968, XENTR02550
OG0001088	bflo_18566	XENTR12091
OG0001088	bflo_21001	XENTR01178
OG0001089	bflo_05776	XENTR12503
OG0001091	bflo_26460	XENTR05394, XENTR06870, XENTR11806, XENTR06869, XENTR11805, XENTR05395, XENTR11804
OG0001092	bflo_15467	XENTR03567, XENTR04358
OG0001093	bflo_02494	XENTR14801, XENTR06916, XENTR05391
OG0001094	bflo_10325	XENTR06671, XENTR12802, XENTR09938
OG0001095	bflo_26605, bflo_00827, bflo_26602	XENTR12897, XENTR04215
OG0001096	bflo_24946, bflo_25111	XENTR04979, XENTR04980, XENTR10593
OG0001097	bflo_05325	XENTR05554
OG0001101	bflo_12035	XENTR18754
OG0001102	bflo_23676	XENTR00597
OG0001102	bflo_01832	XENTR08075
OG0001103	bflo_13190	XENTR11707
OG0001103	bflo_01225	XENTR08189
OG0001104	bflo_00423	XENTR13239
OG0001104	bflo_01201	XENTR13771, XENTR13900, XENTR18117
OG0001105	bflo_10029	XENTR00250
OG0001105	bflo_23443	XENTR09104
OG0001106	bflo_06185	XENTR12570
OG0001107	bflo_22127	XENTR10533, XENTR02061, XENTR02717
OG0001108	bflo_00378	XENTR08568
OG0001108	bflo_20433	XENTR01519
OG0001109	bflo_14803, bflo_14804	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458
OG0001110	bflo_16461, bflo_16317	XENTR01316, XENTR07736
OG0001112	bflo_22501	XENTR08598, XENTR07078, XENTR02026, XENTR02027
OG0001113	bflo_22426	XENTR03194
OG0001114	bflo_04550	XENTR05283, XENTR05282, XENTR18949
OG0001115	bflo_02490	XENTR18977, XENTR15749, XENTR18459, XENTR14532
OG0001117	bflo_18874	XENTR04976, XENTR19058, XENTR12412
OG0001119	bflo_01654	XENTR05752, XENTR18158
OG0001121	bflo_24945, bflo_17622, bflo_24293, bflo_04825	XENTR00146, XENTR15147
OG0001123	bflo_09074	XENTR10415
OG0001123	bflo_20201	XENTR03409
OG0001124	bflo_23639	XENTR16582
OG0001124	bflo_10476	XENTR06212
OG0001126	bflo_21937	XENTR18698
OG0001126	bflo_12463, bflo_10927	XENTR17124
OG0001127	bflo_19588	XENTR08219, XENTR08218, XENTR06362
OG0001127	bflo_19589	XENTR08217
OG0001128	bflo_09982	XENTR08508, XENTR02079, XENTR13449, XENTR13450
OG0001129	bflo_12819	XENTR05147
OG0001129	bflo_13264	XENTR08362
OG0001130	bflo_03852, bflo_06407, bflo_04255	XENTR03434
OG0001131	bflo_25190	XENTR08901, XENTR13407
OG0001132	bflo_06192	XENTR06989
OG0001133	bflo_17034	XENTR17678
OG0001133	bflo_25491	XENTR15362
OG0001134	bflo_22790	XENTR10250, XENTR00965, XENTR03216, XENTR03221
OG0001136	bflo_06069	XENTR10642, XENTR00557, XENTR12118
OG0001137	bflo_23646	XENTR12668, XENTR04145
OG0001138	bflo_00349, bflo_14068, bflo_00161	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640
OG0001139	bflo_22593	XENTR12289
OG0001139	bflo_09826	XENTR07646, XENTR17010
OG0001141	bflo_03254	XENTR05715
OG0001142	bflo_01437	XENTR06629
OG0001143	bflo_07319	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685
OG0001144	bflo_00201	XENTR08544, XENTR07178, XENTR03323, XENTR03322
OG0001146	bflo_25096, bflo_22204	XENTR04404, XENTR04096, XENTR12242
OG0001149	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878	XENTR12926, XENTR00444
OG0001155	bflo_20442	XENTR04938
OG0001156	bflo_18549	XENTR07093, XENTR06912, XENTR01092
OG0001157	bflo_04821, bflo_19940, bflo_20881, bflo_20767, bflo_20880, bflo_16213, bflo_10961, bflo_11394, bflo_12016, bflo_11393, bflo_12015, bflo_24250, bflo_16503, bflo_08909, bflo_02822, bflo_11112, bflo_19937, bflo_20794, bflo_19947, bflo_20768, bflo_19948, bflo_19939, bflo_19935, bflo_19946, bflo_19927, bflo_19870, bflo_02763, bflo_16780	XENTR04127
OG0001158	bflo_13300, bflo_11159	XENTR16126, XENTR16127, XENTR07686, XENTR07685
OG0001159	bflo_01553	XENTR05163, XENTR05113
OG0001161	bflo_08066	XENTR05290, XENTR17947
OG0001162	bflo_17404	XENTR10454, XENTR14933
OG0001163	bflo_06913, bflo_07427	XENTR08141
OG0001165	bflo_01574	XENTR03624
OG0001165	bflo_22236	XENTR02305
OG0001166	bflo_14820, bflo_15448	XENTR18013, XENTR18012, XENTR14106
OG0001167	bflo_16326	XENTR07709, XENTR06636, XENTR08900
OG0001168	bflo_20423, bflo_20474, bflo_13463	XENTR12949, XENTR06904, XENTR00455
OG0001169	bflo_14076, bflo_12639	XENTR18438
OG0001170	bflo_11360	XENTR14411
OG0001171	bflo_05953	XENTR06589, XENTR07471, XENTR02457
OG0001172	bflo_02862	XENTR06358, XENTR09420
OG0001172	bflo_02443	XENTR08224, XENTR15936
OG0001173	bflo_06950	XENTR06425, XENTR01039
OG0001173	bflo_04050, bflo_04048	XENTR06289, XENTR03346, XENTR03345
OG0001174	bflo_11141	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963
OG0001176	bflo_07517	XENTR04321
OG0001177	bflo_01608	XENTR04520
OG0001178	bflo_25556	XENTR00333
OG0001178	bflo_22453	XENTR02313
OG0001179	bflo_13513	XENTR01714
OG0001180	bflo_06736, bflo_00350	XENTR11241, XENTR01431, XENTR19021
OG0001181	bflo_18914	XENTR02917, XENTR13969
OG0001182	bflo_03435	XENTR04131, XENTR14389
OG0001183	bflo_19634	XENTR15931, XENTR15930
OG0001184	bflo_15772	XENTR11761
OG0001184	bflo_09793	XENTR16633
OG0001185	bflo_06562	XENTR09610, XENTR09609
OG0001186	bflo_12657	XENTR07680, XENTR03745
OG0001186	bflo_12919	XENTR03736
OG0001187	bflo_18352, bflo_17267, bflo_06600, bflo_06585, bflo_06590, bflo_06591, bflo_18234, bflo_25290, bflo_26120, bflo_06592, bflo_18465, bflo_18461, bflo_18463, bflo_18462, bflo_08800, bflo_10438, bflo_10068, bflo_12634, bflo_12633, bflo_04140, bflo_10069, bflo_12876, bflo_17352, bflo_04133, bflo_04125, bflo_09603, bflo_05471	XENTR11283
OG0001188	bflo_05292	XENTR04124
OG0001189	bflo_06318	XENTR16871, XENTR08031, XENTR04626
OG0001190	bflo_25067	XENTR06259, XENTR16660, XENTR16659
OG0001191	bflo_10001	XENTR02213, XENTR13144, XENTR08963
OG0001196	bflo_09773	XENTR18694, XENTR11054, XENTR19094
OG0001198	bflo_02095	XENTR13281
OG0001198	bflo_03034	XENTR16301
OG0001200	bflo_09896, bflo_19272	XENTR03069
OG0001202	bflo_02498	XENTR11567, XENTR11566
OG0001204	bflo_20309, bflo_20315	XENTR13340
OG0001205	bflo_14061, bflo_27112	XENTR14919
OG0001207	bflo_02422	XENTR10602, XENTR06956, XENTR16548
OG0001208	bflo_25733	XENTR05399, XENTR14797
OG0001209	bflo_26894	XENTR17550
OG0001210	bflo_07894	XENTR12983
OG0001210	bflo_04429	XENTR09378
OG0001211	bflo_00897	XENTR04154, XENTR06866
OG0001212	bflo_15260	XENTR16369, XENTR16368
OG0001213	bflo_10680	XENTR10507
OG0001213	bflo_20590	XENTR01205
OG0001214	bflo_11103	XENTR02921
OG0001215	bflo_00807	XENTR12954, XENTR16550, XENTR16549
OG0001216	bflo_24683	XENTR13109
OG0001216	bflo_13216	XENTR05946
OG0001217	bflo_17953	XENTR07688, XENTR11580, XENTR00148
OG0001218	bflo_24854	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396
OG0001219	bflo_01008	XENTR18228
OG0001220	bflo_20837	XENTR06344, XENTR06343
OG0001221	bflo_13343	XENTR15915
OG0001223	bflo_12732	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495
OG0001224	bflo_04929	XENTR18588
OG0001225	bflo_08317	XENTR09310, XENTR06994, XENTR15732
OG0001226	bflo_18009	XENTR11877, XENTR07881
OG0001227	bflo_17418	XENTR05921
OG0001230	bflo_16407	XENTR07940
OG0001231	bflo_03798	XENTR03878, XENTR01648
OG0001232	bflo_23005, bflo_23685	XENTR01820
OG0001233	bflo_15064	XENTR15515
OG0001237	bflo_08453	XENTR03125, XENTR11439, XENTR05845
OG0001238	bflo_06313	XENTR08981
OG0001238	bflo_26480	XENTR12621, XENTR06928, XENTR03786
OG0001239	bflo_10959	XENTR05992, XENTR11309
OG0001240	bflo_06423	XENTR01403, XENTR05719, XENTR12304, XENTR05718
OG0001241	bflo_06240	XENTR12971
OG0001241	bflo_21597	XENTR07087, XENTR02055
OG0001243	bflo_08723	XENTR17516, XENTR17517
OG0001245	bflo_08692	XENTR09296
OG0001247	bflo_12136	XENTR19062, XENTR18189, XENTR18467, XENTR11045
OG0001248	bflo_00177	XENTR01078, XENTR18804, XENTR03776
OG0001249	bflo_25407	XENTR10238, XENTR10239
OG0001249	bflo_25542	XENTR04710, XENTR00318
OG0001250	bflo_23893	XENTR10529, XENTR04777, XENTR07316
OG0001251	bflo_13478	XENTR12411
OG0001252	bflo_25844	XENTR06520, XENTR03993, XENTR03992, XENTR09825
OG0001253	bflo_11668, bflo_06734	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523
OG0001254	bflo_16683	XENTR03435, XENTR01471
OG0001255	bflo_16332	XENTR13075, XENTR00445, XENTR14530, XENTR02994, XENTR07995, XENTR10739
OG0001256	bflo_27204, bflo_17356	XENTR12356
OG0001261	bflo_27125, bflo_14339	XENTR03563, XENTR16999
OG0001262	bflo_15864	XENTR06170, XENTR06171, XENTR19017, XENTR15533
OG0001263	bflo_10303	XENTR06868
OG0001264	bflo_13401	XENTR02490, XENTR03731, XENTR05140
OG0001266	bflo_05662	XENTR10900, XENTR02450
OG0001267	bflo_14627, bflo_14348	XENTR14460
OG0001267	bflo_20420	XENTR06333
OG0001268	bflo_06467	XENTR08282
OG0001268	bflo_11029	XENTR18855
OG0001270	bflo_23365	XENTR01782
OG0001270	bflo_22891	XENTR12521, XENTR12522
OG0001271	bflo_11260, bflo_18970	XENTR17754, XENTR02751, XENTR07226
OG0001272	bflo_20203	XENTR18340, XENTR09464, XENTR00960
OG0001273	bflo_00724, bflo_03191	XENTR13224, XENTR14752, XENTR14082
OG0001274	bflo_15721	XENTR13249, XENTR15210, XENTR15211, XENTR07752
OG0001275	bflo_17335	XENTR14625
OG0001276	bflo_14135	XENTR09721, XENTR13760
OG0001278	bflo_02941, bflo_01205	XENTR09813
OG0001279	bflo_08526	XENTR11976, XENTR14916
OG0001280	bflo_05584	XENTR13872, XENTR04350, XENTR07156
OG0001282	bflo_26722, bflo_03069	XENTR16436, XENTR00274
OG0001284	bflo_19270	XENTR15697
OG0001284	bflo_06254	XENTR01467, XENTR01466
OG0001287	bflo_14817	XENTR06418, XENTR10568, XENTR10975, XENTR14177
OG0001288	bflo_06118	XENTR05832, XENTR05833
OG0001289	bflo_21364	XENTR03860
OG0001290	bflo_05691	XENTR08522, XENTR00546, XENTR09553, XENTR04590
OG0001291	bflo_08573	XENTR02209, XENTR05578, XENTR07580, XENTR07579
OG0001292	bflo_18759	XENTR03404, XENTR01086
OG0001293	bflo_20495	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560
OG0001294	bflo_18510	XENTR08985, XENTR08984
OG0001295	bflo_00207	XENTR07162, XENTR07111
OG0001296	bflo_12324	XENTR10758, XENTR16218, XENTR01664, XENTR01665
OG0001297	bflo_10353	XENTR07068, XENTR07067, XENTR01254, XENTR17500
OG0001300	bflo_05339, bflo_05337, bflo_26790, bflo_20405	XENTR09380, XENTR15087, XENTR13396
OG0001302	bflo_25165	XENTR00019
OG0001302	bflo_08709	XENTR05127, XENTR05128
OG0001304	bflo_13694	XENTR13603, XENTR09891, XENTR07804, XENTR02497
OG0001305	bflo_15741	XENTR06508, XENTR06784, XENTR15394
OG0001306	bflo_25980	XENTR00068
OG0001306	bflo_16344	XENTR06783
OG0001308	bflo_08681	XENTR08924, XENTR10339, XENTR11736
OG0001309	bflo_25672, bflo_00185, bflo_26471, bflo_05346, bflo_00102, bflo_00238, bflo_26246, bflo_26313, bflo_25742, bflo_26400	XENTR12950
OG0001310	bflo_20260	XENTR02393
OG0001310	bflo_17144	XENTR15418
OG0001311	bflo_00386	XENTR11767
OG0001311	bflo_18844	XENTR16951
OG0001312	bflo_17709	XENTR12977
OG0001313	bflo_08797, bflo_24288, bflo_09898, bflo_10384, bflo_14942	XENTR06253
OG0001315	bflo_23287	XENTR18202, XENTR00932, XENTR03902
OG0001316	bflo_15475	XENTR05492, XENTR15964, XENTR00686
OG0001317	bflo_10965	XENTR06399
OG0001318	bflo_03324	XENTR10187
OG0001318	bflo_04124	XENTR00640
OG0001319	bflo_21304	XENTR00669, XENTR10926, XENTR09062
OG0001320	bflo_10273	XENTR12547
OG0001320	bflo_05629	XENTR13078, XENTR04130
OG0001321	bflo_08721	XENTR11250, XENTR11532, XENTR11534
OG0001322	bflo_09889	XENTR10160, XENTR16770
OG0001322	bflo_23924	XENTR07426
OG0001324	bflo_02826	XENTR08414
OG0001327	bflo_11384	XENTR10101, XENTR14547
OG0001329	bflo_08763, bflo_14333	XENTR00757
OG0001329	bflo_12300	XENTR03282, XENTR17153, XENTR17152
OG0001330	bflo_20123	XENTR14976, XENTR11097, XENTR10939
OG0001331	bflo_08815	XENTR14937, XENTR18315
OG0001332	bflo_25758	XENTR11574, XENTR14153, XENTR14152
OG0001333	bflo_09852	XENTR01835
OG0001337	bflo_25577	XENTR04761, XENTR09361
OG0001338	bflo_00446, bflo_19105	XENTR04653, XENTR04924, XENTR09182, XENTR08090, XENTR17819, XENTR00438, XENTR14154
OG0001339	bflo_09453	XENTR10662, XENTR05180
OG0001341	bflo_11107	XENTR17450
OG0001344	bflo_08238	XENTR06464
OG0001345	bflo_12252, bflo_11238, bflo_11249	XENTR02832
OG0001348	bflo_21574	XENTR02721, XENTR02053
OG0001350	bflo_25719	XENTR00070
OG0001351	bflo_21262	XENTR06632, XENTR02308
OG0001352	bflo_23166, bflo_23187	XENTR02276, XENTR07810
OG0001353	bflo_16481	XENTR09948
OG0001354	bflo_21871	XENTR09675
OG0001354	bflo_13887	XENTR12221, XENTR00037, XENTR04304
OG0001355	bflo_10179	XENTR03193, XENTR09059, XENTR08752, XENTR12634, XENTR02287, XENTR14204
OG0001356	bflo_10948	XENTR11301, XENTR02362, XENTR06819
OG0001357	bflo_21298	XENTR05091, XENTR02425, XENTR12657
OG0001359	bflo_25944	XENTR04346, XENTR10433, XENTR08085, XENTR18085
OG0001360	bflo_08197	XENTR05571
OG0001361	bflo_03320	XENTR11816, XENTR11817, XENTR17007
OG0001362	bflo_10725	XENTR09103
OG0001363	bflo_16519	XENTR09917, XENTR06150
OG0001364	bflo_24323	XENTR17966, XENTR03257
OG0001365	bflo_14935	XENTR03966, XENTR05559
OG0001366	bflo_19736	XENTR03370
OG0001367	bflo_16121	XENTR02449, XENTR12179, XENTR12890
OG0001368	bflo_20314	XENTR09946, XENTR11688
OG0001369	bflo_11602	XENTR07049, XENTR14549, XENTR14550, XENTR10107
OG0001370	bflo_05809	XENTR01446
OG0001370	bflo_18847	XENTR09409
OG0001371	bflo_23286, bflo_22936, bflo_22937, bflo_22938	XENTR09788
OG0001373	bflo_22620	XENTR01826, XENTR09130, XENTR04806
OG0001374	bflo_07194	XENTR15855, XENTR14140
OG0001375	bflo_05780	XENTR05015
OG0001375	bflo_25517	XENTR07997, XENTR12997
OG0001376	bflo_06943	XENTR13691, XENTR14498, XENTR07143
OG0001377	bflo_10365	XENTR07904, XENTR16306
OG0001378	bflo_08974	XENTR01998
OG0001379	bflo_05155	XENTR05934
OG0001379	bflo_21724	XENTR06099, XENTR06100
OG0001380	bflo_14218	XENTR13793, XENTR03477, XENTR03478
OG0001381	bflo_05646	XENTR15731, XENTR09312, XENTR06992
OG0001384	bflo_21717	XENTR06196, XENTR07238
OG0001386	bflo_02159	XENTR01734
OG0001387	bflo_21652	XENTR00111, XENTR05202
OG0001389	bflo_14302	XENTR05255, XENTR05190, XENTR01018, XENTR09739
OG0001390	bflo_04726, bflo_04724	XENTR03382, XENTR16716, XENTR00398, XENTR02568
OG0001394	bflo_15041	XENTR16874
OG0001397	bflo_10128	XENTR17141, XENTR17665
OG0001397	bflo_09338	XENTR11843
OG0001399	bflo_21669	XENTR06193, XENTR06192
OG0001399	bflo_12579	XENTR02498, XENTR09890
OG0001400	bflo_02687	XENTR07182, XENTR03349, XENTR03348
OG0001401	bflo_27383, bflo_21885	XENTR11324
OG0001402	bflo_19487	XENTR04534, XENTR14904, XENTR04036
OG0001403	bflo_20986, bflo_01674, bflo_09800	XENTR06529, XENTR17701, XENTR10933
OG0001404	bflo_23159	XENTR15166, XENTR15165
OG0001404	bflo_24535	XENTR10088
OG0001405	bflo_13790	XENTR07643, XENTR11005
OG0001405	bflo_23990	XENTR16937, XENTR16938
OG0001406	bflo_21284	XENTR09026, XENTR05268
OG0001408	bflo_17072	XENTR06160, XENTR13671, XENTR01315
OG0001409	bflo_11307	XENTR08239, XENTR15156
OG0001410	bflo_14262	XENTR04211, XENTR11331
OG0001410	bflo_13741	XENTR08205
OG0001411	bflo_14652	XENTR05513
OG0001412	bflo_09295	XENTR01134
OG0001413	bflo_20564	XENTR10327
OG0001413	bflo_06589	XENTR01450
OG0001414	bflo_22712, bflo_10760	XENTR16760
OG0001414	bflo_10406	XENTR03396
OG0001415	bflo_14008, bflo_20533	XENTR00799
OG0001416	bflo_24922	XENTR04093, XENTR17575
OG0001417	bflo_12897	XENTR16786
OG0001417	bflo_02373	XENTR13968
OG0001418	bflo_26213	XENTR11447, XENTR00014, XENTR05877, XENTR04739
OG0001419	bflo_18205	XENTR07503, XENTR07502, XENTR02430, XENTR02429
OG0001420	bflo_11291	XENTR12964, XENTR18542, XENTR07058, XENTR02347, XENTR02348
OG0001421	bflo_21002	XENTR11642, XENTR10761, XENTR11862
OG0001422	bflo_00253	XENTR07180, XENTR03319
OG0001423	bflo_16047	XENTR11753, XENTR07724, XENTR12211
OG0001424	bflo_06976	XENTR09472
OG0001424	bflo_05512	XENTR01101
OG0001425	bflo_06116, bflo_05585	XENTR00165, XENTR10054, XENTR15292
OG0001427	bflo_04082, bflo_04073	XENTR12966
OG0001428	bflo_24663	XENTR08058
OG0001429	bflo_17955	XENTR06303, XENTR08005
OG0001430	bflo_10599	XENTR11865, XENTR09506, XENTR03841, XENTR12647
OG0001431	bflo_26459	XENTR12951, XENTR14198, XENTR02286, XENTR13477
OG0001432	bflo_22992	XENTR14704
OG0001433	bflo_06374	XENTR12757, XENTR01397, XENTR08074
OG0001434	bflo_03898	XENTR14258, XENTR14256, XENTR14257, XENTR14255
OG0001437	bflo_11365, bflo_13730, bflo_13248	XENTR07683, XENTR08203
OG0001438	bflo_24637	XENTR00285
OG0001439	bflo_09385	XENTR02628, XENTR16250
OG0001440	bflo_02819	XENTR02912, XENTR02913, XENTR13967
OG0001441	bflo_05732	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537
OG0001445	bflo_08938	XENTR00603, XENTR11995
OG0001446	bflo_16884, bflo_20296, bflo_20858	XENTR11107
OG0001447	bflo_24721	XENTR06688, XENTR11993, XENTR11860
OG0001447	bflo_02252	XENTR09505
OG0001449	bflo_06102	XENTR18530
OG0001449	bflo_02343	XENTR17594
OG0001451	bflo_06520	XENTR01133
OG0001451	bflo_04723	XENTR09852
OG0001452	bflo_05982	XENTR05846, XENTR01476, XENTR12152
OG0001455	bflo_25643	XENTR00058, XENTR11013, XENTR05881, XENTR12230
OG0001456	bflo_02658	XENTR09379
OG0001457	bflo_06362	XENTR12907
OG0001458	bflo_15346, bflo_14891	XENTR03285, XENTR14377, XENTR03961, XENTR03960
OG0001459	bflo_09086	XENTR19263, XENTR05668
OG0001460	bflo_06898	XENTR14447
OG0001461	bflo_10892, bflo_11178, bflo_19369, bflo_21910	XENTR05990
OG0001462	bflo_14890	XENTR15395
OG0001463	bflo_15529, bflo_08852, bflo_24681, bflo_24477, bflo_24476	XENTR15129, XENTR03741
OG0001464	bflo_02860	XENTR03158, XENTR17134, XENTR06200
OG0001466	bflo_04036	XENTR16300
OG0001466	bflo_07291	XENTR03641
OG0001467	bflo_22950, bflo_11088	XENTR16639
OG0001468	bflo_02942	XENTR04167, XENTR10607
OG0001469	bflo_09303	XENTR01908
OG0001469	bflo_14078	XENTR01260
OG0001470	bflo_21111	XENTR08880, XENTR08883
OG0001472	bflo_19444	XENTR12389
OG0001472	bflo_09223	XENTR13330
OG0001473	bflo_13907, bflo_23419, bflo_23420	XENTR16670, XENTR04818, XENTR04817
OG0001474	bflo_19387	XENTR18010
OG0001474	bflo_23794	XENTR01827
OG0001475	bflo_24732, bflo_24910	XENTR12916
OG0001476	bflo_17228	XENTR11401
OG0001477	bflo_23776	XENTR00994
OG0001478	bflo_13944	XENTR14390
OG0001479	bflo_16721	XENTR01295, XENTR15874, XENTR09664
OG0001480	bflo_02349	XENTR08394, XENTR12252, XENTR14932
OG0001482	bflo_20862	XENTR16187, XENTR10305, XENTR01513
OG0001483	bflo_22427	XENTR10570
OG0001484	bflo_12487	XENTR07065
OG0001485	bflo_03776	XENTR03119, XENTR03410
OG0001486	bflo_03322	XENTR14269, XENTR05434, XENTR04448, XENTR04449
OG0001488	bflo_19631, bflo_19630	XENTR17821
OG0001489	bflo_26167	XENTR00338, XENTR12149
OG0001490	bflo_06679	XENTR16191, XENTR12791, XENTR03053
OG0001491	bflo_23728	XENTR09782, XENTR05675, XENTR00937
OG0001492	bflo_20319	XENTR06535, XENTR01139
OG0001493	bflo_07693	XENTR09429
OG0001493	bflo_07049	XENTR14218, XENTR06696
OG0001495	bflo_12191	XENTR13170
OG0001496	bflo_22121, bflo_06089, bflo_08665, bflo_18354, bflo_10263, bflo_24592	XENTR07933
OG0001498	bflo_10159, bflo_15380, bflo_09760, bflo_09676, bflo_09677	XENTR17050, XENTR18305
OG0001500	bflo_21478	XENTR08590, XENTR12582, XENTR10830
OG0001501	bflo_09946	XENTR06683, XENTR06684, XENTR12986
OG0001502	bflo_23826	XENTR17438
OG0001503	bflo_06788	XENTR14751
OG0001503	bflo_23876	XENTR05638
OG0001504	bflo_13456	XENTR02517
OG0001505	bflo_24098	XENTR00271
OG0001506	bflo_24347	XENTR00266, XENTR08441, XENTR08440
OG0001507	bflo_09479	XENTR08992, XENTR07481
OG0001508	bflo_10335	XENTR15984, XENTR15983, XENTR11480, XENTR11479
