Orthogroup	BRAFL	XENTR
OG0002395	bflo_25550	XENTR04724
OG0002396	bflo_15291	XENTR06625, XENTR12782
OG0002398	bflo_14682	XENTR05249, XENTR10576, XENTR05514
OG0002399	bflo_00974	XENTR12730, XENTR02977, XENTR09322
OG0002400	bflo_11518	XENTR11297, XENTR02866, XENTR00907
OG0002401	bflo_14859	XENTR19155, XENTR00898, XENTR00899, XENTR00900, XENTR03453, XENTR09261
OG0002402	bflo_03396, bflo_08092, bflo_07728	XENTR18948
OG0002403	bflo_22153	XENTR03076
OG0002404	bflo_25216	XENTR00427
OG0002406	bflo_24870	XENTR13694
OG0002407	bflo_06998	XENTR16253
OG0002408	bflo_13189	XENTR05124
OG0002409	bflo_11396	XENTR17207, XENTR00759, XENTR02804
OG0002410	bflo_05594	XENTR18986
OG0002411	bflo_08287	XENTR10283, XENTR09696
OG0002412	bflo_21931, bflo_17586	XENTR12811
OG0002413	bflo_25614	XENTR12213
OG0002414	bflo_01680	XENTR04525, XENTR13332
OG0002415	bflo_07511	XENTR18259
OG0002420	bflo_10616	XENTR12655, XENTR02423, XENTR02422, XENTR00619
OG0002421	bflo_12659	XENTR11863
OG0002422	bflo_17604	XENTR12603
OG0002423	bflo_04147	XENTR14926
OG0002424	bflo_09230	XENTR09777
OG0002425	bflo_00948, bflo_15829	XENTR18312
OG0002426	bflo_22946	XENTR04791
OG0002427	bflo_10456	XENTR11500
OG0002428	bflo_00700	XENTR05363
OG0002429	bflo_13260	XENTR18057, XENTR02469
OG0002431	bflo_24377	XENTR04410, XENTR04409, XENTR15276, XENTR15277, XENTR15280, XENTR15278, XENTR15279, XENTR12917
OG0002432	bflo_14225	XENTR03304, XENTR10268
OG0002433	bflo_23332	XENTR13711
OG0002434	bflo_19349	XENTR07224, XENTR04195
OG0002435	bflo_25999	XENTR04305
OG0002436	bflo_20619	XENTR00885, XENTR03664
OG0002437	bflo_16671	XENTR06859, XENTR03646, XENTR12985, XENTR00540, XENTR07070, XENTR06175
OG0002438	bflo_18794	XENTR08545
OG0002439	bflo_04094	XENTR00776, XENTR00775, XENTR12812
OG0002441	bflo_18128	XENTR05912
OG0002444	bflo_12548	XENTR02476, XENTR07767, XENTR07766
OG0002444	bflo_09696	XENTR07484
OG0002445	bflo_18122	XENTR03182
OG0002446	bflo_23291	XENTR04769
OG0002448	bflo_07090	XENTR17600
OG0002449	bflo_15682	XENTR09497, XENTR05548
OG0002449	bflo_15594	XENTR11703
OG0002450	bflo_03594	XENTR19093, XENTR14079
OG0002451	bflo_11446	XENTR16464, XENTR09280
OG0002452	bflo_00746	XENTR03150, XENTR10752
OG0002453	bflo_12392	XENTR10071
OG0002454	bflo_20017	XENTR10315, XENTR04033
OG0002455	bflo_24330	XENTR11478, XENTR00256
OG0002456	bflo_18853	XENTR14930
OG0002457	bflo_12132	XENTR07718
OG0002459	bflo_15121	XENTR00970
OG0002461	bflo_15469	XENTR04357
OG0002464	bflo_06971	XENTR07553, XENTR03314
OG0002465	bflo_04835, bflo_22713, bflo_22758	XENTR08462, XENTR12392, XENTR11460, XENTR06262
OG0002466	bflo_16717	XENTR03928
OG0002467	bflo_05975	XENTR11901, XENTR00224, XENTR12141
OG0002476	bflo_12860	XENTR00493
OG0002477	bflo_10778	XENTR15214, XENTR18901, XENTR14214
OG0002478	bflo_09371	XENTR07451, XENTR17938
OG0002479	bflo_20166	XENTR13918, XENTR13917
OG0002480	bflo_17881, bflo_17977, bflo_27229, bflo_02269	XENTR07395, XENTR13837, XENTR07396
OG0002481	bflo_00653	XENTR02103, XENTR02102, XENTR12801, XENTR14366
OG0002482	bflo_20508	XENTR08708, XENTR15748
OG0002484	bflo_08394	XENTR06740
OG0002486	bflo_02598	XENTR12613
OG0002487	bflo_18585	XENTR08514, XENTR00198
OG0002489	bflo_09137	XENTR14912, XENTR08038
OG0002490	bflo_12104	XENTR06810, XENTR02883
OG0002492	bflo_21795	XENTR09648
OG0002494	bflo_13228	XENTR02970, XENTR04622
OG0002495	bflo_02452	XENTR01127
OG0002496	bflo_09729	XENTR18038, XENTR07307
OG0002497	bflo_07342	XENTR12266, XENTR01749
OG0002499	bflo_25023, bflo_25020	XENTR14604, XENTR11611
OG0002500	bflo_20308	XENTR19041, XENTR19042
OG0002501	bflo_20143	XENTR13311
OG0002503	bflo_14806	XENTR09737
OG0002504	bflo_20578	XENTR01166, XENTR07118
OG0002505	bflo_19741, bflo_18505	XENTR00934
OG0002506	bflo_15908, bflo_05827, bflo_06746	XENTR11712, XENTR05544
OG0002507	bflo_25600	XENTR04668, XENTR13282
OG0002508	bflo_20959	XENTR00871, XENTR00870, XENTR10196
OG0002509	bflo_13462	XENTR15346
OG0002510	bflo_21793	XENTR13486
OG0002511	bflo_25280	XENTR03365, XENTR03366, XENTR08403
OG0002512	bflo_14728	XENTR00923, XENTR07865
OG0002515	bflo_03623	XENTR13875
OG0002516	bflo_09647	XENTR02644
OG0002517	bflo_00396	XENTR01689, XENTR01691, XENTR01690, XENTR06913
OG0002518	bflo_24581	XENTR16754, XENTR16755
OG0002519	bflo_15025	XENTR06434, XENTR00894, XENTR00893
OG0002520	bflo_07063	XENTR16161, XENTR11725
OG0002521	bflo_02383, bflo_02440, bflo_02799, bflo_02384, bflo_02798	XENTR06091, XENTR06093
OG0002522	bflo_25129	XENTR04071
OG0002523	bflo_03694	XENTR18468, XENTR15973, XENTR15750
OG0002524	bflo_03870	XENTR10321, XENTR11155, XENTR14887
OG0002525	bflo_13844	XENTR04134, XENTR16248
OG0002526	bflo_06290	XENTR18843
OG0002527	bflo_15960	XENTR09927, XENTR16099
OG0002528	bflo_10783	XENTR13773
OG0002529	bflo_21754	XENTR03254
OG0002530	bflo_06442	XENTR00564, XENTR12121
OG0002531	bflo_23389	XENTR07496, XENTR09048
OG0002532	bflo_23293	XENTR07408, XENTR07406, XENTR07407
OG0002533	bflo_20865	XENTR06540, XENTR01165
OG0002534	bflo_24432	XENTR10061, XENTR19266
OG0002535	bflo_08937	XENTR04335
OG0002536	bflo_08807	XENTR09217, XENTR08758, XENTR02692
OG0002538	bflo_18555	XENTR10381, XENTR11813
OG0002539	bflo_13364	XENTR09865
OG0002540	bflo_01311	XENTR12727, XENTR08197
OG0002541	bflo_20840	XENTR17249
OG0002542	bflo_18845	XENTR02923, XENTR13960, XENTR03763
OG0002543	bflo_20301	XENTR00842
OG0002547	bflo_04652, bflo_04971	XENTR10889, XENTR07983
OG0002548	bflo_23945	XENTR11978
OG0002549	bflo_22197	XENTR03082
OG0002550	bflo_08738	XENTR12637, XENTR10916
OG0002551	bflo_15193, bflo_14552, bflo_14554	XENTR07537, XENTR04894
OG0002552	bflo_06677	XENTR06745, XENTR08130
OG0002553	bflo_08458	XENTR05088, XENTR18636
OG0002556	bflo_03204, bflo_03836	XENTR03700
OG0002557	bflo_14058	XENTR15925, XENTR17200, XENTR15926
OG0002558	bflo_14250	XENTR00183, XENTR15308
OG0002559	bflo_14842	XENTR08983, XENTR07448
OG0002560	bflo_15907	XENTR09666
OG0002561	bflo_23744, bflo_23953	XENTR10163
OG0002562	bflo_25771	XENTR04290, XENTR11943
OG0002563	bflo_14809	XENTR05935, XENTR03654, XENTR17265
OG0002564	bflo_22944	XENTR18727
OG0002566	bflo_25702	XENTR07442
OG0002567	bflo_14496	XENTR08378
OG0002568	bflo_11043	XENTR12169
OG0002569	bflo_15249	XENTR14337
OG0002571	bflo_14934	XENTR01668, XENTR05634
OG0002572	bflo_03604	XENTR19003, XENTR00391, XENTR00390, XENTR05436
OG0002573	bflo_22782	XENTR01832, XENTR07377
OG0002576	bflo_10971	XENTR07867
OG0002576	bflo_15281	XENTR01659, XENTR07198
OG0002578	bflo_00731	XENTR14991, XENTR14992, XENTR14990, XENTR14993, XENTR14994, XENTR16428, XENTR16427, XENTR16426, XENTR16429, XENTR18940, XENTR09934
OG0002579	bflo_00452, bflo_03051, bflo_03065	XENTR14799, XENTR06911, XENTR01081
OG0002587	bflo_12820	XENTR02962, XENTR08363
OG0002589	bflo_14445	XENTR15300
OG0002590	bflo_12781	XENTR02492, XENTR10729, XENTR17979
OG0002592	bflo_10812	XENTR01914
OG0002594	bflo_12802	XENTR03750, XENTR15912
OG0002595	bflo_22762	XENTR00122
OG0002598	bflo_25193	XENTR00361, XENTR00360, XENTR06999
OG0002599	bflo_12467	XENTR14546
OG0002600	bflo_07193, bflo_08088	XENTR14793
OG0002601	bflo_07808	XENTR09945
OG0002602	bflo_23158	XENTR13735, XENTR16270
OG0002607	bflo_02072	XENTR10431, XENTR10430
OG0002609	bflo_02437	XENTR08636, XENTR08635
OG0002610	bflo_12575	XENTR00520, XENTR17304
OG0002611	bflo_02905	XENTR06282, XENTR03811
OG0002612	bflo_11272	XENTR11127
OG0002614	bflo_01454	XENTR09336, XENTR02999
OG0002616	bflo_09530	XENTR08667
OG0002617	bflo_15506	XENTR07545, XENTR07546
OG0002618	bflo_23718	XENTR10256, XENTR00130
OG0002620	bflo_16451	XENTR13161, XENTR13162, XENTR01313
OG0002621	bflo_06768	XENTR11785
OG0002622	bflo_15159	XENTR05485, XENTR05484, XENTR05486
OG0002625	bflo_17657	XENTR00160
OG0002628	bflo_16795, bflo_18631	XENTR01310, XENTR09673
OG0002629	bflo_00304	XENTR01328
OG0002630	bflo_01551	XENTR09334
OG0002631	bflo_01445	XENTR10776, XENTR10774, XENTR10777
OG0002632	bflo_06193	XENTR17685
OG0002633	bflo_19216	XENTR04116, XENTR10955
OG0002634	bflo_06187	XENTR02674
OG0002635	bflo_06392	XENTR05475, XENTR06061, XENTR03497
OG0002636	bflo_23328	XENTR11187, XENTR11186
OG0002638	bflo_05077	XENTR18642
OG0002639	bflo_04770	XENTR12772
OG0002640	bflo_07998	XENTR10787, XENTR00374
OG0002641	bflo_12990, bflo_12991	XENTR00491, XENTR13077, XENTR02502
OG0002642	bflo_19142, bflo_19292, bflo_19141, bflo_23610	XENTR06919, XENTR01959
OG0002643	bflo_14725	XENTR01733
OG0002644	bflo_14285	XENTR03973, XENTR14388
OG0002645	bflo_12036	XENTR13167
OG0002646	bflo_03490	XENTR16009
OG0002647	bflo_09885	XENTR08290, XENTR09550
OG0002648	bflo_13965	XENTR00459, XENTR12947
OG0002649	bflo_08970	XENTR01936, XENTR08644
OG0002651	bflo_15103	XENTR07624
OG0002652	bflo_13789	XENTR03749, XENTR10217
OG0002653	bflo_20984	XENTR00846
OG0002655	bflo_07059	XENTR10045
OG0002657	bflo_18748	XENTR02298, XENTR05233
OG0002658	bflo_09919	XENTR06758, XENTR07235, XENTR07234
OG0002659	bflo_01178, bflo_10421	XENTR05178
OG0002660	bflo_12235	XENTR17114, XENTR17113
OG0002662	bflo_22699	XENTR11336, XENTR13715, XENTR04816
OG0002663	bflo_21270	XENTR05765, XENTR09893
OG0002664	bflo_06851	XENTR15818, XENTR11545
OG0002665	bflo_20372	XENTR10300, XENTR15988
OG0002666	bflo_23259, bflo_23089, bflo_23310	XENTR12989
OG0002667	bflo_16601	XENTR15408, XENTR07787
OG0002668	bflo_12729	XENTR05961, XENTR10409
OG0002669	bflo_05435	XENTR12334
OG0002670	bflo_08314	XENTR09001
OG0002671	bflo_12957, bflo_05514	XENTR05883, XENTR02955, XENTR08346
OG0002672	bflo_05756	XENTR18644
OG0002673	bflo_10300	XENTR09520, XENTR08050, XENTR10904
OG0002674	bflo_05423	XENTR16980
OG0002675	bflo_12999	XENTR08166, XENTR07779
OG0002679	bflo_23944	XENTR03087, XENTR03088, XENTR16063
OG0002681	bflo_16596	XENTR13339, XENTR18267
OG0002682	bflo_25626	XENTR03178, XENTR03177, XENTR01090
OG0002683	bflo_25654	XENTR11456, XENTR00050
OG0002685	bflo_14120, bflo_17574	XENTR17715, XENTR17714
OG0002688	bflo_05004, bflo_12311, bflo_17833	XENTR14633, XENTR00693, XENTR00694, XENTR03467
OG0002703	bflo_08696	XENTR02629, XENTR08236
OG0002705	bflo_20563	XENTR15379, XENTR04743
OG0002707	bflo_13762	XENTR12775, XENTR03852
OG0002708	bflo_18080	XENTR05903
OG0002710	bflo_06409	XENTR15727, XENTR10069
OG0002711	bflo_10863, bflo_11626	XENTR01059, XENTR03394, XENTR00009
OG0002713	bflo_21837, bflo_21840, bflo_21838	XENTR14279
OG0002714	bflo_22529, bflo_21362	XENTR09377
OG0002715	bflo_05173, bflo_10995	XENTR06007
OG0002716	bflo_13388	XENTR00957
OG0002717	bflo_10829	XENTR07538, XENTR14170
OG0002718	bflo_24551	XENTR14481
OG0002720	bflo_09843	XENTR02479
OG0002721	bflo_23370	XENTR19220, XENTR13649
OG0002723	bflo_08757	XENTR14773, XENTR13082, XENTR14110, XENTR00199
OG0002724	bflo_23009	XENTR09789
OG0002726	bflo_07500	XENTR04881, XENTR07286
OG0002727	bflo_11999, bflo_09389	XENTR07447
OG0002728	bflo_05657	XENTR13307, XENTR13308
OG0002729	bflo_15106	XENTR10582
OG0002730	bflo_17548	XENTR01267, XENTR01266, XENTR12536
OG0002731	bflo_17066	XENTR09306
OG0002732	bflo_10407	XENTR09571, XENTR11093
OG0002734	bflo_06201	XENTR07485, XENTR18286
OG0002736	bflo_17740	XENTR10767, XENTR10766
OG0002738	bflo_23112	XENTR09791, XENTR01391
OG0002739	bflo_14092	XENTR05504
OG0002740	bflo_06004	XENTR12910, XENTR11462
OG0002741	bflo_06261	XENTR08119, XENTR00571, XENTR09682
OG0002742	bflo_08107	XENTR06700, XENTR14219
OG0002743	bflo_19089, bflo_19090	XENTR03347, XENTR05375
OG0002744	bflo_15548	XENTR09928, XENTR07749
OG0002745	bflo_18797	XENTR09799, XENTR09800
OG0002746	bflo_13125	XENTR12491
OG0002747	bflo_16801	XENTR12004
OG0002748	bflo_16957	XENTR06789
OG0002749	bflo_06000	XENTR10274
OG0002751	bflo_22793	XENTR00851
OG0002752	bflo_14176	XENTR04386
OG0002753	bflo_11820	XENTR11296, XENTR02867
OG0002754	bflo_25157	XENTR03983
OG0002755	bflo_25180	XENTR08690, XENTR08689
OG0002756	bflo_11674, bflo_27015	XENTR02781
OG0002757	bflo_15038	XENTR12168
OG0002758	bflo_23311	XENTR04566, XENTR03532
OG0002759	bflo_17880	XENTR10768
OG0002760	bflo_11137	XENTR00378
OG0002761	bflo_26340, bflo_11129	XENTR17764, XENTR17624
OG0002762	bflo_11565	XENTR11282, XENTR01231, XENTR14321
OG0002763	bflo_18799	XENTR10839
OG0002764	bflo_24413	XENTR15483
OG0002765	bflo_12629	XENTR17842, XENTR00480
OG0002766	bflo_19451, bflo_07699	XENTR08503
OG0002767	bflo_14969	XENTR04364, XENTR04365, XENTR03484
OG0002768	bflo_21072, bflo_27362	XENTR10109
OG0002769	bflo_15441	XENTR11590, XENTR07696
OG0002770	bflo_09082	XENTR02195
OG0002771	bflo_11925	XENTR00192, XENTR03850
OG0002772	bflo_25744	XENTR11948, XENTR11949
OG0002773	bflo_22561, bflo_22594	XENTR12292, XENTR12291
OG0002774	bflo_03686	XENTR11548, XENTR10278
OG0002775	bflo_17204	XENTR10960, XENTR10961
OG0002776	bflo_07637	XENTR09728
OG0002778	bflo_20641, bflo_05829	XENTR12569, XENTR00539
OG0002779	bflo_24147	XENTR10031
OG0002780	bflo_22863	XENTR13725
OG0002781	bflo_19213	XENTR16799, XENTR05234
OG0002782	bflo_14421	XENTR00623
OG0002783	bflo_25872	XENTR12146
OG0002785	bflo_26328	XENTR00059, XENTR05827
OG0002786	bflo_05969	XENTR11442, XENTR03121, XENTR03426
OG0002788	bflo_03434	XENTR09878, XENTR09877, XENTR04431
OG0002791	bflo_15958	XENTR06517, XENTR03920, XENTR18740
OG0002792	bflo_16681	XENTR13697
OG0002793	bflo_08304	XENTR12803
OG0002795	bflo_08440	XENTR01455, XENTR06774
OG0002797	bflo_08866, bflo_11443	XENTR09944, XENTR05899, XENTR09940, XENTR09941, XENTR09939
OG0002799	bflo_20975	XENTR17773, XENTR17772
OG0002811	bflo_00373	XENTR10804
OG0002812	bflo_25657	XENTR05800, XENTR00060
OG0002813	bflo_06583	XENTR02963, XENTR08358, XENTR06637
OG0002814	bflo_07071	XENTR07560, XENTR05582
OG0002815	bflo_17407	XENTR11891, XENTR04234
OG0002816	bflo_25325	XENTR00002, XENTR00003
OG0002817	bflo_19433	XENTR12101
OG0002818	bflo_11439	XENTR13155, XENTR06391
OG0002819	bflo_24340	XENTR03528, XENTR03527, XENTR07682, XENTR02780, XENTR12912
OG0002822	bflo_23044	XENTR00124, XENTR13843
OG0002823	bflo_16083	XENTR18759
OG0002824	bflo_00260	XENTR13061, XENTR06524
OG0002825	bflo_09064	XENTR11515
OG0002826	bflo_10373	XENTR09079, XENTR12650
OG0002827	bflo_17660	XENTR09149
OG0002828	bflo_13605, bflo_26191	XENTR06020
OG0002829	bflo_23391	XENTR01838
OG0002830	bflo_18123	XENTR03825, XENTR05528
OG0002831	bflo_03754	XENTR16010
OG0002832	bflo_04706, bflo_01707, bflo_26639, bflo_01716	XENTR04640
OG0002833	bflo_23101	XENTR11335
OG0002834	bflo_07632	XENTR17541
OG0002835	bflo_01169	XENTR11887, XENTR14253
OG0002836	bflo_24436	XENTR03259, XENTR09231, XENTR09230
OG0002837	bflo_14396	XENTR15959, XENTR00684
OG0002839	bflo_02442	XENTR15634
OG0002840	bflo_13049	XENTR07275, XENTR17810
OG0002841	bflo_12441	XENTR00738
OG0002842	bflo_26034, bflo_26300, bflo_27525	XENTR14759, XENTR00342
OG0002843	bflo_20383	XENTR01142
OG0002844	bflo_05002	XENTR02808, XENTR17210
OG0002845	bflo_11712, bflo_27024	XENTR05284, XENTR19219
OG0002848	bflo_05738	XENTR02131
OG0002849	bflo_07787	XENTR14137, XENTR18580
OG0002850	bflo_24019	XENTR03096, XENTR11615
OG0002851	bflo_17584	XENTR11403, XENTR00147
OG0002853	bflo_06253	XENTR04345
OG0002854	bflo_16139	XENTR04689
OG0002855	bflo_17685	XENTR05794
OG0002856	bflo_01557	XENTR08107, XENTR18618
OG0002857	bflo_26339	XENTR04246
OG0002858	bflo_14031	XENTR10468, XENTR10467, XENTR03717
OG0002860	bflo_23715	XENTR01789
OG0002861	bflo_09268	XENTR09850
OG0002862	bflo_18185	XENTR15885, XENTR11393
OG0002863	bflo_25239	XENTR13703
OG0002864	bflo_08165	XENTR13804, XENTR13234
OG0002865	bflo_13072	XENTR18512
OG0002866	bflo_03313	XENTR04723, XENTR13209
OG0002868	bflo_25215	XENTR02779
OG0002869	bflo_23949	XENTR00267, XENTR08439
OG0002870	bflo_17468	XENTR04233
OG0002871	bflo_19678, bflo_22789	XENTR09869
OG0002873	bflo_04366	XENTR12525
OG0002874	bflo_12477	XENTR11119, XENTR06615
OG0002875	bflo_20718	XENTR07629
OG0002876	bflo_04355	XENTR10826, XENTR08160
OG0002877	bflo_00643	XENTR08111
OG0002878	bflo_12799, bflo_27059, bflo_12792	XENTR13568, XENTR15797
OG0002879	bflo_17132	XENTR07894, XENTR12756
OG0002880	bflo_05881	XENTR09153
OG0002884	bflo_04037	XENTR16780
OG0002887	bflo_26793, bflo_05390	XENTR04718, XENTR04717
OG0002888	bflo_22791	XENTR01004
OG0002889	bflo_11465	XENTR09659, XENTR10801
OG0002890	bflo_02459	XENTR02150
OG0002892	bflo_16138	XENTR15871, XENTR11956, XENTR06173
OG0002893	bflo_22235, bflo_22577, bflo_02586, bflo_11659	XENTR15094
OG0002894	bflo_18873	XENTR09951
OG0002895	bflo_12378	XENTR10722, XENTR13295
OG0002896	bflo_21624	XENTR18124, XENTR10924
OG0002897	bflo_00347	XENTR08807
OG0002898	bflo_04282	XENTR03296
OG0002899	bflo_24003	XENTR15290, XENTR00294
OG0002902	bflo_05131	XENTR00980, XENTR00979
OG0002903	bflo_08729	XENTR05644
OG0002904	bflo_08371	XENTR08257
OG0002906	bflo_12537	XENTR00496
OG0002907	bflo_25401	XENTR03427, XENTR03122
OG0002908	bflo_00264, bflo_02327	XENTR07223
OG0002909	bflo_10956	XENTR07054, XENTR02377
OG0002910	bflo_04018, bflo_04040, bflo_04045	XENTR08951
OG0002911	bflo_09390	XENTR14212, XENTR02243, XENTR02244
OG0002912	bflo_22216, bflo_13816	XENTR05049
OG0002913	bflo_12845	XENTR02916, XENTR02037, XENTR02036
OG0002914	bflo_08995	XENTR18481
OG0002915	bflo_13226	XENTR15678
OG0002916	bflo_25687	XENTR15380, XENTR04744
OG0002917	bflo_21482	XENTR03199
OG0002919	bflo_06738, bflo_06629	XENTR01477, XENTR14061
OG0002921	bflo_20845	XENTR14977
OG0002922	bflo_10302	XENTR10516, XENTR02242
OG0002923	bflo_22160	XENTR05145, XENTR02489
OG0002924	bflo_07438	XENTR18508, XENTR11259, XENTR08327
OG0002925	bflo_02541	XENTR00245
OG0002926	bflo_06182	XENTR05828, XENTR08104
OG0002931	bflo_08344	XENTR16292, XENTR06017
OG0002931	bflo_16193	XENTR03066
OG0002934	bflo_22854	XENTR02714, XENTR02715, XENTR02060, XENTR02716
OG0002944	bflo_01745	XENTR03625, XENTR09325
OG0002945	bflo_22945	XENTR16676
OG0002946	bflo_22798, bflo_11274, bflo_21428	XENTR15229
OG0002947	bflo_08384	XENTR10595
OG0002948	bflo_24612	XENTR19009
OG0002949	bflo_22993	XENTR05420
OG0002950	bflo_22911	XENTR07333
OG0002952	bflo_14626	XENTR14461, XENTR01620
OG0002953	bflo_11098	XENTR17933, XENTR17932
OG0002954	bflo_09804	XENTR04437
OG0002955	bflo_10404	XENTR03055
OG0002956	bflo_03036	XENTR11938, XENTR05075
OG0002957	bflo_21819, bflo_21211	XENTR06187
OG0002959	bflo_24974	XENTR15400, XENTR12100
OG0002962	bflo_23844	XENTR13997
OG0002964	bflo_23022	XENTR07402
OG0002965	bflo_01675, bflo_07078	XENTR07283
OG0002966	bflo_16916	XENTR06174
OG0002967	bflo_05869	XENTR06032
OG0002968	bflo_16573	XENTR12928
OG0002968	bflo_17865	XENTR17755
OG0002969	bflo_19693, bflo_19691, bflo_19692	XENTR14194
OG0002971	bflo_06655	XENTR11852, XENTR11853, XENTR13592, XENTR13593, XENTR14345, XENTR14344
OG0002974	bflo_12717	XENTR15000, XENTR15123
OG0002975	bflo_17392	XENTR11363
OG0002976	bflo_06168	XENTR14081
OG0002977	bflo_20350	XENTR09457
OG0002978	bflo_20000	XENTR14104, XENTR12528, XENTR09037
OG0002979	bflo_18017	XENTR15507
OG0002981	bflo_26562	XENTR00095
OG0002982	bflo_17282	XENTR13101
OG0002983	bflo_04491	XENTR12350, XENTR13304
OG0002984	bflo_23742	XENTR11184
OG0002985	bflo_14855	XENTR01815
OG0002986	bflo_11732	XENTR01222, XENTR05978
OG0002987	bflo_08736	XENTR01945, XENTR08978
OG0002988	bflo_14375, bflo_14313, bflo_06455, bflo_18734	XENTR05343, XENTR08422, XENTR08423
OG0002989	bflo_12281, bflo_07369	XENTR13471
OG0002990	bflo_09319	XENTR01994, XENTR12466, XENTR08715
OG0002991	bflo_07835	XENTR07281
OG0002992	bflo_00388	XENTR01895, XENTR06222
OG0002994	bflo_12787	XENTR02151
OG0002995	bflo_22637, bflo_05323	XENTR03064
OG0002996	bflo_04215	XENTR16303, XENTR18314
OG0002997	bflo_25686	XENTR00325
OG0002998	bflo_21850	XENTR10809, XENTR17352, XENTR06372
OG0003000	bflo_08062	XENTR13228
OG0003001	bflo_02143	XENTR01871
OG0003002	bflo_19016	XENTR17080, XENTR05211
OG0003003	bflo_06732, bflo_22035, bflo_21500, bflo_22036, bflo_08718, bflo_09063	XENTR03623
OG0003004	bflo_10517	XENTR07513, XENTR02073
OG0003005	bflo_25044	XENTR18499
OG0003006	bflo_23446	XENTR11337
OG0003007	bflo_25623	XENTR04298, XENTR00049, XENTR13215
OG0003008	bflo_15918	XENTR15614, XENTR04677
OG0003009	bflo_06877	XENTR12308, XENTR17857, XENTR08238
OG0003010	bflo_04794	XENTR14276
OG0003011	bflo_14700	XENTR05600, XENTR15172
OG0003012	bflo_05326	XENTR02824
OG0003013	bflo_19393, bflo_19612	XENTR00139, XENTR03367
OG0003014	bflo_01493	XENTR03629
OG0003016	bflo_14974	XENTR11776, XENTR18402
OG0003017	bflo_09191, bflo_09195	XENTR16352, XENTR16351
OG0003018	bflo_14657, bflo_17790	XENTR16972
OG0003019	bflo_24520	XENTR10695, XENTR10694
OG0003021	bflo_25104	XENTR18288
OG0003023	bflo_20853	XENTR10199, XENTR10198, XENTR04561
OG0003024	bflo_10487	XENTR18532
OG0003025	bflo_13188	XENTR13995
OG0003025	bflo_12224	XENTR00407
OG0003026	bflo_15640	XENTR17420
OG0003027	bflo_01434	XENTR04043, XENTR01453
OG0003028	bflo_02463	XENTR11464
OG0003029	bflo_13998	XENTR08351, XENTR05958
OG0003030	bflo_01465	XENTR04003, XENTR18856, XENTR16201
OG0003031	bflo_20430	XENTR01678, XENTR11006
OG0003032	bflo_10314	XENTR11083, XENTR08717, XENTR01996
OG0003033	bflo_17532	XENTR01505
OG0003034	bflo_14512	XENTR01021
OG0003035	bflo_08294	XENTR08097, XENTR04242
OG0003036	bflo_16842	XENTR01299
OG0003037	bflo_09575	XENTR06327
OG0003038	bflo_13256	XENTR15955, XENTR17309
OG0003040	bflo_22431	XENTR18563
OG0003041	bflo_05283	XENTR00227
OG0003042	bflo_19071	XENTR05407
OG0003043	bflo_14220	XENTR13370
OG0003044	bflo_20099	XENTR08887
OG0003045	bflo_18957	XENTR10613
OG0003045	bflo_22134	XENTR09364
OG0003046	bflo_11903	XENTR00458, XENTR06271
OG0003048	bflo_12696	XENTR04971
OG0003049	bflo_25818	XENTR12371
OG0003050	bflo_05626	XENTR07158, XENTR13871
OG0003051	bflo_22450	XENTR15589, XENTR08838
OG0003052	bflo_09325, bflo_26918	XENTR17582
OG0003053	bflo_25336	XENTR14155
OG0003054	bflo_22442	XENTR02710
OG0003055	bflo_25637	XENTR00054, XENTR12225
OG0003057	bflo_17866	XENTR06973, XENTR14619
OG0003058	bflo_01459	XENTR07986, XENTR10890, XENTR02463
OG0003059	bflo_08502	XENTR12777
OG0003060	bflo_26348	XENTR06510, XENTR13247, XENTR16776
OG0003061	bflo_10461	XENTR13047, XENTR13404
OG0003062	bflo_13079	XENTR15095, XENTR13329, XENTR07266
OG0003063	bflo_11663	XENTR10800
OG0003064	bflo_06964	XENTR18991
OG0003065	bflo_19457	XENTR08230
OG0003066	bflo_03016	XENTR17099, XENTR08960
OG0003070	bflo_09990	XENTR15262
OG0003071	bflo_14796	XENTR03967
OG0003072	bflo_12228	XENTR02567, XENTR00734
OG0003073	bflo_04952	XENTR04061
OG0003074	bflo_12708	XENTR02964, XENTR07675
OG0003077	bflo_23487	XENTR07311, XENTR05693, XENTR17699
OG0003078	bflo_17438, bflo_17436, bflo_17435	XENTR09095
OG0003079	bflo_06301	XENTR14327, XENTR13284
OG0003080	bflo_14328, bflo_24116	XENTR03440, XENTR00888, XENTR13892, XENTR03439, XENTR03071
OG0003084	bflo_14074, bflo_15209	XENTR11661, XENTR12082
OG0003089	bflo_01856, bflo_20367	XENTR17194
OG0003090	bflo_13883, bflo_22430	XENTR03237, XENTR10261
OG0003101	bflo_01542	XENTR05478, XENTR07812, XENTR18234
OG0003103	bflo_02914, bflo_02855	XENTR07478, XENTR07479, XENTR02297
OG0003104	bflo_16005	XENTR04678
OG0003105	bflo_07269	XENTR04336
OG0003106	bflo_19114	XENTR12128
OG0003107	bflo_12594	XENTR10986
OG0003108	bflo_23281	XENTR11504, XENTR11503
OG0003110	bflo_22448	XENTR02312
OG0003111	bflo_02071	XENTR12220
OG0003112	bflo_08398, bflo_09454	XENTR07566
OG0003114	bflo_20937	XENTR18657, XENTR06619
OG0003115	bflo_02956	XENTR01484, XENTR05078, XENTR17555
