Orthogroup	BRAFL	ASTMX
OG0003898	bflo_21662	ASTMX22794, ASTMX14906
OG0003899	bflo_04990, bflo_04991	ASTMX15271
OG0003900	bflo_22302	ASTMX18534
OG0003901	bflo_25007	ASTMX03818
OG0003903	bflo_17448	ASTMX01642
OG0003904	bflo_08053	ASTMX18259
OG0003905	bflo_03154	ASTMX16629
OG0003906	bflo_04877	ASTMX18624
OG0003907	bflo_15071	ASTMX19208
OG0003909	bflo_13163	ASTMX16582
OG0003910	bflo_17784	ASTMX12237
OG0003911	bflo_01450	ASTMX11470
OG0003912	bflo_13927	ASTMX06396, ASTMX11967, ASTMX02561
OG0003913	bflo_25822	ASTMX04669
OG0003915	bflo_22605	ASTMX09566, ASTMX08815
OG0003916	bflo_12715	ASTMX22490, ASTMX18046, ASTMX00894
OG0003917	bflo_14511	ASTMX18206
OG0003918	bflo_07118	ASTMX12177, ASTMX18541, ASTMX19758
OG0003920	bflo_17349	ASTMX20009
OG0003921	bflo_01051	ASTMX11734
OG0003922	bflo_24628, bflo_03949	ASTMX15692
OG0003923	bflo_18828	ASTMX17099
OG0003925	bflo_24965	ASTMX08709, ASTMX20939
OG0003926	bflo_24571	ASTMX05523, ASTMX21916
OG0003927	bflo_21017, bflo_21016	ASTMX19425
OG0003929	bflo_05243	ASTMX13853
OG0003930	bflo_03015	ASTMX19444
OG0003931	bflo_23064	ASTMX07722, ASTMX17814
OG0003932	bflo_06821	ASTMX07563
OG0003933	bflo_12445	ASTMX00968, ASTMX16168
OG0003934	bflo_25582	ASTMX17687
OG0003935	bflo_09457, bflo_07075, bflo_19441	ASTMX04582
OG0003937	bflo_09216	ASTMX12589, ASTMX18037, ASTMX05114
OG0003938	bflo_17513	ASTMX03248
OG0003939	bflo_25332	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658
OG0003940	bflo_12482	ASTMX18138
OG0003941	bflo_11126	ASTMX14257, ASTMX07136
OG0003942	bflo_17261	ASTMX09921
OG0003943	bflo_06013, bflo_05488	ASTMX00858, ASTMX04844, ASTMX01264, ASTMX22384
OG0003944	bflo_17891	ASTMX15054, ASTMX15052
OG0003945	bflo_23336	ASTMX02597, ASTMX09466
OG0003946	bflo_08890	ASTMX13157, ASTMX19007
OG0003947	bflo_10038, bflo_26937	ASTMX14801, ASTMX09966
OG0003948	bflo_21792	ASTMX05108
OG0003949	bflo_04795, bflo_20040, bflo_04980	ASTMX18736
OG0003950	bflo_04796	ASTMX01715, ASTMX21177
OG0003951	bflo_10924	ASTMX19664, ASTMX19666
OG0003953	bflo_14350	ASTMX18008, ASTMX14755
OG0003954	bflo_06529	ASTMX01818, ASTMX14108
OG0003955	bflo_15067	ASTMX22833
OG0003956	bflo_25554	ASTMX02372
OG0003957	bflo_12685	ASTMX12337, ASTMX20420
OG0003958	bflo_07451	ASTMX06633, ASTMX03960, ASTMX14882, ASTMX09284
OG0003959	bflo_16654	ASTMX03302, ASTMX06910
OG0003960	bflo_03368	ASTMX03097, ASTMX00623, ASTMX21530, ASTMX20626
OG0003961	bflo_01052	ASTMX03170
OG0003962	bflo_14558	ASTMX03910, ASTMX14501, ASTMX11620, ASTMX04092
OG0003965	bflo_01681	ASTMX03247, ASTMX20007
OG0003966	bflo_18046	ASTMX07292
OG0003967	bflo_23352	ASTMX20908
OG0003968	bflo_09937	ASTMX11900, ASTMX00066, ASTMX08898, ASTMX22142
OG0003969	bflo_11550	ASTMX15238
OG0003970	bflo_08004	ASTMX20409
OG0003971	bflo_09929	ASTMX13704
OG0003972	bflo_13739	ASTMX06345
OG0003973	bflo_07614	ASTMX20732, ASTMX00524
OG0003974	bflo_02985	ASTMX15782, ASTMX16088, ASTMX02140, ASTMX14485
OG0003976	bflo_10370	ASTMX01639
OG0003979	bflo_13970	ASTMX09807
OG0003979	bflo_13702	ASTMX00317
OG0003980	bflo_08627, bflo_03797, bflo_07167, bflo_01166, bflo_00464	ASTMX01006
OG0003981	bflo_21808, bflo_22063, bflo_22407, bflo_21233, bflo_06431	ASTMX06719, ASTMX16289, ASTMX06271
OG0003997	bflo_14358, bflo_17824	ASTMX19928
OG0003998	bflo_19399	ASTMX11579
OG0003999	bflo_00820	ASTMX08675
OG0004000	bflo_02654	ASTMX20946, ASTMX22466
OG0004002	bflo_05675	ASTMX02497
OG0004004	bflo_00245	ASTMX03905, ASTMX06247
OG0004005	bflo_05822	ASTMX20415
OG0004007	bflo_25579	ASTMX12778, ASTMX11189
OG0004009	bflo_08409	ASTMX13881, ASTMX02524
OG0004010	bflo_25494	ASTMX10560
OG0004011	bflo_07481	ASTMX20986, ASTMX02746, ASTMX08196, ASTMX11986
OG0004012	bflo_10107	ASTMX09322
OG0004014	bflo_01604	ASTMX14768
OG0004015	bflo_27508, bflo_25882	ASTMX06018
OG0004016	bflo_02411	ASTMX17626
OG0004017	bflo_06408	ASTMX17823
OG0004018	bflo_12053, bflo_12055	ASTMX08144
OG0004019	bflo_03365	ASTMX14129
OG0004020	bflo_21634	ASTMX06319
OG0004021	bflo_20663	ASTMX13298
OG0004022	bflo_03904, bflo_18302	ASTMX22526, ASTMX22527
OG0004024	bflo_22710	ASTMX09124
OG0004025	bflo_08844	ASTMX08612
OG0004027	bflo_19261	ASTMX15302, ASTMX11055, ASTMX22240
OG0004028	bflo_08558	ASTMX12118
OG0004029	bflo_19601, bflo_18630	ASTMX18232
OG0004030	bflo_23086	ASTMX22070
OG0004031	bflo_16318	ASTMX18843, ASTMX17691
OG0004032	bflo_22471	ASTMX08807, ASTMX00143
OG0004033	bflo_10163	ASTMX04887, ASTMX02492
OG0004035	bflo_13352	ASTMX14250
OG0004036	bflo_04917	ASTMX09328, ASTMX07011, ASTMX21036
OG0004037	bflo_21736	ASTMX08758
OG0004038	bflo_25870	ASTMX17922
OG0004039	bflo_00182	ASTMX18412
OG0004040	bflo_07645	ASTMX21760, ASTMX21762, ASTMX21761
OG0004041	bflo_06689	ASTMX18634
OG0004042	bflo_01092	ASTMX03581
OG0004043	bflo_18420	ASTMX11048
OG0004044	bflo_01005	ASTMX16753, ASTMX06545
OG0004045	bflo_10090	ASTMX17396
OG0004046	bflo_20151, bflo_12442	ASTMX14505
OG0004047	bflo_07563, bflo_15046, bflo_16184, bflo_14780	ASTMX17932
OG0004048	bflo_05759	ASTMX09318, ASTMX01185
OG0004049	bflo_17743	ASTMX09548, ASTMX22169, ASTMX08049, ASTMX18380
OG0004050	bflo_12480	ASTMX02174
OG0004051	bflo_00363	ASTMX16044, ASTMX05416
OG0004052	bflo_07404	ASTMX04949
OG0004053	bflo_06844	ASTMX01877
OG0004054	bflo_17321	ASTMX17729, ASTMX17210
OG0004055	bflo_18239, bflo_18237	ASTMX13414
OG0004056	bflo_08362	ASTMX07252
OG0004057	bflo_03481	ASTMX03071
OG0004058	bflo_03305	ASTMX16581
OG0004059	bflo_09431	ASTMX13060
OG0004060	bflo_10224	ASTMX14465
OG0004061	bflo_25941	ASTMX13867
OG0004062	bflo_09235	ASTMX04650, ASTMX06591, ASTMX14820, ASTMX00305
OG0004063	bflo_04519	ASTMX13281
OG0004064	bflo_06053	ASTMX15188
OG0004065	bflo_24951	ASTMX04796
OG0004066	bflo_16131, bflo_16076	ASTMX11405
OG0004067	bflo_21757	ASTMX11484
OG0004068	bflo_04452	ASTMX02692
OG0004069	bflo_07987	ASTMX14586
OG0004070	bflo_23729	ASTMX22191
OG0004071	bflo_16403	ASTMX15749
OG0004073	bflo_03411	ASTMX21769, ASTMX21216, ASTMX09434
OG0004074	bflo_06358	ASTMX01938
OG0004075	bflo_12360	ASTMX07747
OG0004076	bflo_06535	ASTMX04315
OG0004077	bflo_27169, bflo_16619	ASTMX13699, ASTMX16009
OG0004079	bflo_15451	ASTMX14875
OG0004080	bflo_18882	ASTMX05403, ASTMX19661
OG0004081	bflo_21861	ASTMX22659, ASTMX16927
OG0004082	bflo_00978	ASTMX18322
OG0004083	bflo_19440	ASTMX04555
OG0004084	bflo_14479, bflo_04730	ASTMX11330, ASTMX08178, ASTMX10797
OG0004085	bflo_21712	ASTMX19501
OG0004087	bflo_00774	ASTMX10679, ASTMX12061
OG0004088	bflo_08888	ASTMX08848, ASTMX05956
OG0004089	bflo_24435	ASTMX22983
OG0004090	bflo_02550	ASTMX00983, ASTMX04761
OG0004091	bflo_25537	ASTMX08610
OG0004092	bflo_18722	ASTMX02665, ASTMX15369
OG0004093	bflo_10011	ASTMX15171
OG0004094	bflo_17070	ASTMX11202, ASTMX15659
OG0004095	bflo_08947	ASTMX02227
OG0004096	bflo_25120, bflo_16105	ASTMX11756, ASTMX12440
OG0004097	bflo_23785	ASTMX10694
OG0004098	bflo_25548	ASTMX10587, ASTMX05486
OG0004099	bflo_23751	ASTMX01415
OG0004100	bflo_10859	ASTMX07137, ASTMX02215
OG0004101	bflo_02365, bflo_02328	ASTMX02879
OG0004102	bflo_10530	ASTMX01503
OG0004103	bflo_18116, bflo_01589	ASTMX19598
OG0004104	bflo_06763	ASTMX14588, ASTMX02857, ASTMX18263
OG0004105	bflo_05301	ASTMX09841, ASTMX14708
OG0004106	bflo_24930	ASTMX00723
OG0004108	bflo_14163	ASTMX02739
OG0004110	bflo_06903	ASTMX19810, ASTMX07616
OG0004111	bflo_06133	ASTMX00868, ASTMX16853, ASTMX08943
OG0004112	bflo_05743	ASTMX14225
OG0004114	bflo_18466	ASTMX09744
OG0004115	bflo_24357	ASTMX13900
OG0004116	bflo_14868	ASTMX12803
OG0004117	bflo_06359	ASTMX18757
OG0004119	bflo_05817	ASTMX07078
OG0004120	bflo_06902	ASTMX06636
OG0004121	bflo_24414	ASTMX05251, ASTMX12771, ASTMX15858
OG0004122	bflo_16663	ASTMX14333, ASTMX15081
OG0004123	bflo_01120	ASTMX10854
OG0004124	bflo_01444	ASTMX06394, ASTMX08682
OG0004125	bflo_02477	ASTMX07853
OG0004126	bflo_12737	ASTMX20128, ASTMX16183
OG0004128	bflo_11243	ASTMX00947
OG0004129	bflo_11922	ASTMX00603
OG0004130	bflo_05927	ASTMX10123
OG0004131	bflo_16570	ASTMX21499
OG0004132	bflo_13046, bflo_13126	ASTMX06519, ASTMX02656
OG0004133	bflo_21730	ASTMX17631, ASTMX21212
OG0004134	bflo_09300	ASTMX11642
OG0004135	bflo_23100	ASTMX04961, ASTMX01421, ASTMX16396
OG0004136	bflo_25663, bflo_25662	ASTMX21158
OG0004137	bflo_05477	ASTMX11266
OG0004139	bflo_26265, bflo_12568	ASTMX10583, ASTMX16679, ASTMX02920
OG0004140	bflo_13590	ASTMX22423
OG0004141	bflo_11700	ASTMX19067
OG0004142	bflo_11007	ASTMX02145
OG0004143	bflo_04320	ASTMX08959, ASTMX02134, ASTMX12412
OG0004144	bflo_18803	ASTMX14929, ASTMX00175
OG0004145	bflo_17954	ASTMX13544, ASTMX09506, ASTMX01256
OG0004146	bflo_20192	ASTMX19018
OG0004147	bflo_26420	ASTMX17723, ASTMX11442
OG0004148	bflo_18685	ASTMX01455, ASTMX21880
OG0004149	bflo_22473	ASTMX07554, ASTMX11481
OG0004150	bflo_09053	ASTMX22642, ASTMX02487
OG0004151	bflo_13322	ASTMX22046, ASTMX22047
OG0004153	bflo_07572, bflo_07571	ASTMX12182, ASTMX07981, ASTMX12181
OG0004154	bflo_05130, bflo_01086	ASTMX07593
OG0004156	bflo_12353	ASTMX10877, ASTMX15457, ASTMX00963
OG0004157	bflo_11422	ASTMX01743, ASTMX08856
OG0004158	bflo_02113	ASTMX17963, ASTMX13614
OG0004159	bflo_05541	ASTMX06317
OG0004160	bflo_25508	ASTMX22778, ASTMX12455
OG0004161	bflo_13481, bflo_27086	ASTMX05466
OG0004162	bflo_23463	ASTMX04954
OG0004163	bflo_05333, bflo_05332, bflo_10119	ASTMX09262, ASTMX16594, ASTMX06280
OG0004164	bflo_07953	ASTMX21726, ASTMX06576
OG0004166	bflo_10003	ASTMX15461
OG0004167	bflo_06366	ASTMX03947, ASTMX04645
OG0004168	bflo_03869	ASTMX13810
OG0004169	bflo_23613	ASTMX13212
OG0004170	bflo_08931	ASTMX13302
OG0004171	bflo_08244	ASTMX04439
OG0004174	bflo_25477	ASTMX15624
OG0004176	bflo_07261	ASTMX03670
OG0004178	bflo_11717	ASTMX22904, ASTMX19594, ASTMX16994
OG0004179	bflo_23006	ASTMX12310
OG0004180	bflo_19742	ASTMX14028, ASTMX15191, ASTMX17155
OG0004181	bflo_14869	ASTMX16951, ASTMX11104, ASTMX20353
OG0004182	bflo_17268, bflo_17270, bflo_04774	ASTMX20682
OG0004183	bflo_08248	ASTMX05065
OG0004184	bflo_17251	ASTMX12107
OG0004185	bflo_21307	ASTMX12593, ASTMX09426
OG0004186	bflo_07573	ASTMX13660, ASTMX03954, ASTMX17709
OG0004187	bflo_13222	ASTMX02560, ASTMX16139
OG0004188	bflo_11714, bflo_16377	ASTMX14408, ASTMX15241
OG0004189	bflo_20223	ASTMX04450, ASTMX18309, ASTMX03415
OG0004190	bflo_23894	ASTMX20708, ASTMX20709
OG0004197	bflo_24807	ASTMX05399, ASTMX01896
OG0004214	bflo_05900	ASTMX13901
OG0004215	bflo_20025	ASTMX03007
OG0004216	bflo_12603	ASTMX16092
OG0004217	bflo_14087	ASTMX14006
OG0004218	bflo_21045, bflo_20460	ASTMX01025, ASTMX12744
OG0004219	bflo_02280	ASTMX00489
OG0004220	bflo_01267	ASTMX08970
OG0004223	bflo_01727	ASTMX10659, ASTMX14232
OG0004225	bflo_00301	ASTMX05299, ASTMX08023
OG0004226	bflo_19811	ASTMX13528, ASTMX10820
OG0004227	bflo_25102	ASTMX05705
OG0004228	bflo_01224	ASTMX11329, ASTMX10796
OG0004229	bflo_07812	ASTMX15829, ASTMX03254, ASTMX15578, ASTMX15577
OG0004230	bflo_14845	ASTMX14896, ASTMX12799
OG0004231	bflo_05384	ASTMX16394
OG0004232	bflo_10173	ASTMX11638
OG0004233	bflo_24143	ASTMX00748, ASTMX20025
OG0004234	bflo_24057, bflo_24055	ASTMX14357
OG0004235	bflo_23719	ASTMX16132
OG0004236	bflo_07373	ASTMX00523
OG0004237	bflo_14843	ASTMX01636
OG0004238	bflo_01078	ASTMX22211
OG0004239	bflo_16055	ASTMX02083
OG0004240	bflo_14064	ASTMX04697
OG0004241	bflo_22009	ASTMX12979, ASTMX07284
OG0004242	bflo_05828	ASTMX15363
OG0004243	bflo_02341	ASTMX13834, ASTMX21975, ASTMX22252
OG0004244	bflo_11658	ASTMX14271
OG0004245	bflo_10377	ASTMX06607
OG0004246	bflo_23079	ASTMX01465
OG0004247	bflo_19177, bflo_17721	ASTMX09383
OG0004248	bflo_24542, bflo_24543	ASTMX01974
OG0004249	bflo_14267	ASTMX07753
OG0004250	bflo_20438	ASTMX12946
OG0004251	bflo_16457	ASTMX16878, ASTMX16472, ASTMX16877
OG0004252	bflo_03055	ASTMX10281
OG0004253	bflo_21064	ASTMX01468, ASTMX09366, ASTMX16197
OG0004254	bflo_08133	ASTMX05923
OG0004255	bflo_25003	ASTMX08381, ASTMX08382
OG0004256	bflo_09197, bflo_09196, bflo_10282, bflo_11154, bflo_10502, bflo_08861, bflo_16667, bflo_10503, bflo_08860, bflo_09906	ASTMX10752
OG0004257	bflo_01868	ASTMX17471
OG0004258	bflo_14122	ASTMX13308, ASTMX13309
OG0004259	bflo_03895	ASTMX12423, ASTMX06239
OG0004260	bflo_07593	ASTMX05151
OG0004262	bflo_17291	ASTMX12887
OG0004263	bflo_18760	ASTMX13609
OG0004264	bflo_07431	ASTMX07633, ASTMX13474
OG0004265	bflo_16650	ASTMX03857
OG0004266	bflo_18049	ASTMX19871
OG0004267	bflo_04121	ASTMX10302, ASTMX00358, ASTMX19543
OG0004268	bflo_13534	ASTMX17644
OG0004269	bflo_23956	ASTMX11915
OG0004270	bflo_05847	ASTMX14211, ASTMX09178
OG0004271	bflo_11927	ASTMX06423, ASTMX03084, ASTMX00636
OG0004272	bflo_05950	ASTMX08634
OG0004273	bflo_23163	ASTMX10116
OG0004274	bflo_04876, bflo_13254	ASTMX09215, ASTMX10132
OG0004275	bflo_19058	ASTMX03090, ASTMX00632, ASTMX15947
OG0004276	bflo_12776	ASTMX06737
OG0004277	bflo_17664	ASTMX08250, ASTMX16959
OG0004278	bflo_26456	ASTMX13360
OG0004279	bflo_15836	ASTMX03344
OG0004280	bflo_18667	ASTMX07382
OG0004282	bflo_01697	ASTMX04297
OG0004284	bflo_09955, bflo_09499, bflo_10091	ASTMX11089
OG0004285	bflo_09644	ASTMX03659
OG0004286	bflo_19820	ASTMX17685
OG0004288	bflo_13055	ASTMX03391
OG0004289	bflo_16900	ASTMX08075
OG0004290	bflo_12592	ASTMX20359, ASTMX20360, ASTMX17091
OG0004291	bflo_09709	ASTMX22975, ASTMX22928, ASTMX08474
OG0004292	bflo_24769	ASTMX18740
OG0004294	bflo_20010	ASTMX21426, ASTMX08872
OG0004295	bflo_25243	ASTMX02439
OG0004296	bflo_08135	ASTMX06961, ASTMX13092
OG0004297	bflo_01520	ASTMX19299
OG0004298	bflo_14807	ASTMX04342
OG0004299	bflo_14117	ASTMX04118
OG0004301	bflo_21149	ASTMX16609
OG0004302	bflo_20299	ASTMX17501
OG0004303	bflo_21593	ASTMX11689, ASTMX11690, ASTMX15672
OG0004304	bflo_10723	ASTMX03416
OG0004305	bflo_05913	ASTMX02864
OG0004306	bflo_06377	ASTMX13917
OG0004307	bflo_23131	ASTMX19099
OG0004308	bflo_17611	ASTMX01163
OG0004310	bflo_07406	ASTMX15373, ASTMX19710, ASTMX07904
OG0004311	bflo_05859	ASTMX18182, ASTMX07914
OG0004312	bflo_18032	ASTMX16215
OG0004314	bflo_15802	ASTMX03789, ASTMX11206
OG0004315	bflo_09497	ASTMX13389
OG0004316	bflo_24460	ASTMX20788, ASTMX18209, ASTMX18207
OG0004317	bflo_19864	ASTMX05945, ASTMX13809
OG0004318	bflo_23343	ASTMX17337, ASTMX20303
OG0004319	bflo_03033	ASTMX06281, ASTMX16593, ASTMX10266
OG0004320	bflo_22155	ASTMX00043
OG0004321	bflo_07360, bflo_21224	ASTMX02789, ASTMX21639
OG0004322	bflo_04745	ASTMX04317
OG0004323	bflo_18175	ASTMX20836
OG0004324	bflo_01085	ASTMX10764
OG0004325	bflo_12662	ASTMX12840
OG0004326	bflo_24879, bflo_25019	ASTMX10632
OG0004327	bflo_14246	ASTMX22398
OG0004328	bflo_01149	ASTMX00686
OG0004329	bflo_09988, bflo_02398	ASTMX15933
OG0004331	bflo_18890	ASTMX20731
OG0004332	bflo_24713	ASTMX10855
OG0004333	bflo_01460	ASTMX16807
OG0004334	bflo_25607	ASTMX17061
OG0004335	bflo_14442	ASTMX17573, ASTMX17572, ASTMX08270
OG0004336	bflo_07414, bflo_13336	ASTMX14701, ASTMX17440
OG0004337	bflo_09505	ASTMX07526
OG0004338	bflo_14114	ASTMX09185
OG0004342	bflo_08386	ASTMX19207
OG0004343	bflo_09298	ASTMX09486
OG0004344	bflo_07396	ASTMX11823
OG0004345	bflo_16427	ASTMX10369
OG0004346	bflo_19751	ASTMX02371
OG0004347	bflo_20345	ASTMX16195
OG0004348	bflo_21350	ASTMX00135
OG0004349	bflo_12358	ASTMX20719
OG0004350	bflo_18288, bflo_18444	ASTMX08185
OG0004351	bflo_24757	ASTMX18315
OG0004352	bflo_24539	ASTMX09143
OG0004353	bflo_24646	ASTMX06880
OG0004354	bflo_14863	ASTMX15197
OG0004355	bflo_16043	ASTMX00798, ASTMX18678
OG0004357	bflo_11494	ASTMX02500, ASTMX15653
OG0004358	bflo_11539	ASTMX19968
OG0004359	bflo_15102	ASTMX18605
OG0004360	bflo_05338	ASTMX15044
OG0004361	bflo_15552	ASTMX02393
OG0004362	bflo_04119	ASTMX10177, ASTMX19677
OG0004364	bflo_13993	ASTMX04367
OG0004365	bflo_19418	ASTMX00459
OG0004366	bflo_12765	ASTMX02586
OG0004367	bflo_21281	ASTMX16108, ASTMX05798, ASTMX16107, ASTMX05799
OG0004368	bflo_16051	ASTMX03854, ASTMX18280
OG0004369	bflo_16942	ASTMX18368
OG0004370	bflo_21301	ASTMX20634
OG0004371	bflo_24077	ASTMX00913, ASTMX00912, ASTMX13533, ASTMX08173, ASTMX10804
OG0004372	bflo_04811	ASTMX00507
OG0004373	bflo_06065	ASTMX00508
OG0004374	bflo_20012	ASTMX04921
OG0004375	bflo_07701	ASTMX02200
OG0004376	bflo_20526	ASTMX16199, ASTMX15209, ASTMX21366
OG0004377	bflo_19356	ASTMX14026
OG0004378	bflo_07641	ASTMX04399
OG0004379	bflo_09448	ASTMX10194, ASTMX14385
OG0004381	bflo_09247	ASTMX13785
OG0004382	bflo_06113	ASTMX12397
OG0004383	bflo_27132, bflo_14288, bflo_14991	ASTMX10971, ASTMX10972
OG0004384	bflo_15995	ASTMX14073
OG0004385	bflo_15870	ASTMX14351, ASTMX03407
OG0004386	bflo_20055	ASTMX14948, ASTMX11977
OG0004389	bflo_26325	ASTMX05471
OG0004390	bflo_17071	ASTMX10036
OG0004391	bflo_08434	ASTMX21782, ASTMX19036, ASTMX16024, ASTMX23079
OG0004392	bflo_07121	ASTMX02501
OG0004393	bflo_09718	ASTMX18102, ASTMX07015
OG0004395	bflo_12354	ASTMX08548
OG0004396	bflo_24471	ASTMX09245
OG0004397	bflo_13249	ASTMX08303, ASTMX07080, ASTMX08925, ASTMX16412
OG0004398	bflo_20532	ASTMX08130
OG0004399	bflo_11895	ASTMX16848, ASTMX19068, ASTMX16232
OG0004400	bflo_01509	ASTMX02836, ASTMX08919
OG0004401	bflo_00348	ASTMX07375
OG0004402	bflo_14968	ASTMX01626
OG0004403	bflo_06952	ASTMX19995, ASTMX02166
OG0004404	bflo_21918	ASTMX12554
OG0004405	bflo_23675	ASTMX08573
OG0004406	bflo_13880	ASTMX02714, ASTMX08096, ASTMX21645
OG0004407	bflo_24382	ASTMX01356
OG0004408	bflo_21379	ASTMX03723, ASTMX03724
OG0004409	bflo_12253	ASTMX10780, ASTMX00631, ASTMX03091
OG0004413	bflo_11285	ASTMX00930
OG0004414	bflo_00981	ASTMX12793, ASTMX14372
OG0004415	bflo_18620	ASTMX12000
OG0004417	bflo_25703	ASTMX06465
OG0004419	bflo_09260	ASTMX05029
OG0004420	bflo_24578	ASTMX05678, ASTMX16477
OG0004421	bflo_10986	ASTMX00927
OG0004422	bflo_05990	ASTMX12408, ASTMX12072
OG0004423	bflo_06771	ASTMX00839
OG0004424	bflo_11552	ASTMX00973
OG0004425	bflo_02356	ASTMX05733, ASTMX18057
OG0004426	bflo_13509	ASTMX04608, ASTMX16512
OG0004427	bflo_20689	ASTMX02579, ASTMX00584, ASTMX18236
OG0004430	bflo_02634	ASTMX00679, ASTMX00668
OG0004433	bflo_00839, bflo_12171, bflo_15418, bflo_14637	ASTMX18365, ASTMX07393, ASTMX13601
OG0004459	bflo_09372	ASTMX01523
OG0004460	bflo_12840	ASTMX05378
OG0004461	bflo_11262	ASTMX02008, ASTMX09253
OG0004462	bflo_21993	ASTMX09565
OG0004463	bflo_20522	ASTMX20816, ASTMX17775, ASTMX10719
OG0004465	bflo_05736, bflo_05733	ASTMX07511
OG0004467	bflo_20572	ASTMX18837, ASTMX09624
OG0004468	bflo_20382	ASTMX10959, ASTMX17591
OG0004471	bflo_00929	ASTMX21908, ASTMX05397
OG0004472	bflo_10789	ASTMX10876
OG0004474	bflo_14427	ASTMX02122
OG0004475	bflo_22915	ASTMX03628
OG0004476	bflo_05841	ASTMX05902, ASTMX20801
OG0004477	bflo_06106	ASTMX06949, ASTMX13088, ASTMX13238
OG0004478	bflo_12521	ASTMX10885
OG0004479	bflo_13215	ASTMX09838
OG0004480	bflo_05296	ASTMX07539
OG0004481	bflo_26415	ASTMX20550
OG0004482	bflo_00371	ASTMX08694
OG0004483	bflo_26479	ASTMX22728, ASTMX00569
OG0004484	bflo_24462	ASTMX19181
OG0004485	bflo_08085	ASTMX11288
OG0004486	bflo_12928	ASTMX13480, ASTMX20967
OG0004487	bflo_11125, bflo_13011	ASTMX12470
OG0004488	bflo_06230	ASTMX07090, ASTMX14739
OG0004489	bflo_11412	ASTMX09445, ASTMX10741
OG0004490	bflo_16236, bflo_03321	ASTMX07362
OG0004491	bflo_13622	ASTMX03568
OG0004492	bflo_20550	ASTMX12431, ASTMX00984
OG0004493	bflo_17475	ASTMX05775, ASTMX16816, ASTMX16815
OG0004494	bflo_22629	ASTMX11684
OG0004495	bflo_13385	ASTMX16876
OG0004496	bflo_15959	ASTMX06198
OG0004497	bflo_12550	ASTMX10903
OG0004498	bflo_13885	ASTMX21957, ASTMX11988
OG0004499	bflo_11750	ASTMX03883, ASTMX01344
OG0004500	bflo_06052	ASTMX01231
OG0004501	bflo_17400	ASTMX11331
OG0004502	bflo_22105	ASTMX21917
OG0004503	bflo_14782	ASTMX18826, ASTMX17305
OG0004505	bflo_02172, bflo_02171	ASTMX00647
OG0004507	bflo_06594	ASTMX19380
OG0004508	bflo_09467	ASTMX13481
OG0004509	bflo_17080	ASTMX06478, ASTMX08851
OG0004510	bflo_14873, bflo_15347	ASTMX00014
OG0004511	bflo_15924	ASTMX13204, ASTMX09352
OG0004512	bflo_23496, bflo_16546	ASTMX09673
OG0004513	bflo_08350	ASTMX09616
OG0004514	bflo_20987	ASTMX09457
OG0004515	bflo_26975, bflo_10817	ASTMX18895
OG0004516	bflo_20144	ASTMX09891
OG0004517	bflo_23362	ASTMX21079, ASTMX21487
OG0004518	bflo_16710	ASTMX11208, ASTMX19137
OG0004519	bflo_11096	ASTMX15946
OG0004520	bflo_21786	ASTMX09208
OG0004522	bflo_16159, bflo_06058	ASTMX12625
OG0004523	bflo_05747	ASTMX10128
OG0004524	bflo_22873	ASTMX15489, ASTMX17350
OG0004526	bflo_15645	ASTMX11185
OG0004527	bflo_22761	ASTMX05479
OG0004528	bflo_17241	ASTMX13297
OG0004529	bflo_24826	ASTMX20454
OG0004530	bflo_14830	ASTMX01177, ASTMX13312, ASTMX00016
OG0004531	bflo_15089, bflo_15090	ASTMX11848
OG0004532	bflo_22983	ASTMX23033
OG0004533	bflo_07628	ASTMX05692
OG0004534	bflo_14156	ASTMX13982
OG0004535	bflo_06382	ASTMX18252
OG0004536	bflo_05637, bflo_05180	ASTMX08681
OG0004537	bflo_08291, bflo_05042	ASTMX12398
OG0004538	bflo_06518	ASTMX16549
OG0004539	bflo_05863	ASTMX01573, ASTMX04849
OG0004540	bflo_02795	ASTMX16758
OG0004542	bflo_09402	ASTMX01416
OG0004543	bflo_00318	ASTMX02878
OG0004544	bflo_12181	ASTMX17104, ASTMX19349, ASTMX03432
OG0004545	bflo_16418	ASTMX18331
OG0004547	bflo_11802	ASTMX02173, ASTMX00774
OG0004548	bflo_15915	ASTMX02398
OG0004549	bflo_09910	ASTMX00362
OG0004550	bflo_03833	ASTMX10857
OG0004551	bflo_23479	ASTMX09705
OG0004553	bflo_04450	ASTMX18683
OG0004554	bflo_24473	ASTMX17537
OG0004555	bflo_27055, bflo_12751	ASTMX12344, ASTMX13870
OG0004556	bflo_20298	ASTMX09133
OG0004557	bflo_18811	ASTMX00558, ASTMX21566, ASTMX12566, ASTMX10836, ASTMX18432
OG0004558	bflo_24327	ASTMX08361
OG0004559	bflo_23454	ASTMX16403
OG0004560	bflo_21738	ASTMX08772, ASTMX03130
OG0004561	bflo_21390, bflo_04768	ASTMX11153
OG0004563	bflo_01881	ASTMX06425
OG0004564	bflo_09365	ASTMX04605, ASTMX17708
OG0004565	bflo_05792	ASTMX11337
OG0004566	bflo_05496	ASTMX01230, ASTMX09116
OG0004567	bflo_01420	ASTMX13427, ASTMX01332
OG0004568	bflo_15367, bflo_26968, bflo_10690	ASTMX04584
