Orthogroup	BRAFL	ASTMX
OG0000330	bflo_20843	ASTMX21671
OG0000332	bflo_20674, bflo_20675, bflo_20908, bflo_20697, bflo_20842, bflo_07810, bflo_08188, bflo_08685, bflo_08531, bflo_21155, bflo_07849, bflo_07847, bflo_07846, bflo_07449, bflo_07857, bflo_07436, bflo_08606, bflo_08607, bflo_08286, bflo_07819, bflo_07818, bflo_05057, bflo_07854, bflo_14011, bflo_06935, bflo_19847, bflo_07435, bflo_08285, bflo_07434, bflo_07437, bflo_07848, bflo_08616, bflo_07811, bflo_07974	ASTMX11275, ASTMX11192, ASTMX09975, ASTMX05899, ASTMX11997, ASTMX14907
OG0000333	bflo_16817	ASTMX14239
OG0000333	bflo_06891, bflo_06878, bflo_18858, bflo_18285, bflo_17227, bflo_24303, bflo_23040, bflo_23039, bflo_24521, bflo_24295, bflo_20802, bflo_13850, bflo_21114, bflo_04488, bflo_20977, bflo_04489, bflo_25380, bflo_11612, bflo_11808, bflo_17617, bflo_13700, bflo_19069, bflo_03787	ASTMX16298
OG0000338	bflo_20075	ASTMX13042, ASTMX20131, ASTMX05102
OG0000338	bflo_21195	ASTMX05103, ASTMX03140
OG0000338	bflo_13201	ASTMX09866, ASTMX01891
OG0000339	bflo_12910, bflo_12916, bflo_12912, bflo_12913, bflo_20893	ASTMX07466
OG0000340	bflo_00122, bflo_00525, bflo_16024, bflo_01776, bflo_20610	ASTMX16502
OG0000341	bflo_06684	ASTMX12749, ASTMX11039, ASTMX07461, ASTMX09870
OG0000343	bflo_17341	ASTMX10298, ASTMX08048, ASTMX09330, ASTMX07009, ASTMX11872, ASTMX14973
OG0000344	bflo_20509	ASTMX03514, ASTMX09657, ASTMX05816, ASTMX17941
OG0000344	bflo_15058, bflo_10074, bflo_03028, bflo_15361, bflo_02989, bflo_26940, bflo_14609, bflo_15024, bflo_10164, bflo_09249, bflo_15387, bflo_15389, bflo_15385, bflo_15391	ASTMX06942, ASTMX11054
OG0000345	bflo_10887, bflo_01446	ASTMX17770, ASTMX16023, ASTMX16273, ASTMX07982, ASTMX01509
OG0000346	bflo_25218	ASTMX22643, ASTMX06469, ASTMX11553, ASTMX10029
OG0000349	bflo_13342, bflo_13341, bflo_12597	ASTMX19278, ASTMX04917, ASTMX08922
OG0000350	bflo_01838	ASTMX11261, ASTMX15296, ASTMX12615, ASTMX04193, ASTMX12247
OG0000350	bflo_07745	ASTMX17843
OG0000350	bflo_05176	ASTMX08191
OG0000350	bflo_21677	ASTMX17692, ASTMX01389, ASTMX08192, ASTMX14099
OG0000351	bflo_06476, bflo_06156, bflo_25791	ASTMX01199
OG0000351	bflo_11803, bflo_06751, bflo_11123, bflo_12172, bflo_11092, bflo_06493	ASTMX15963
OG0000352	bflo_25258	ASTMX05896, ASTMX03995, ASTMX17359, ASTMX13140
OG0000352	bflo_17369	ASTMX01195
OG0000353	bflo_06917	ASTMX09282, ASTMX22996, ASTMX17983, ASTMX09283, ASTMX12295, ASTMX10436, ASTMX14017, ASTMX15244
OG0000356	bflo_08887	ASTMX12514, ASTMX01697
OG0000356	bflo_09044, bflo_09043, bflo_27095, bflo_13915	ASTMX09465, ASTMX09256
OG0000357	bflo_21193	ASTMX09989, ASTMX05067, ASTMX15356
OG0000357	bflo_12361	ASTMX15888, ASTMX01105, ASTMX14562, ASTMX04757
OG0000358	bflo_04698	ASTMX16628
OG0000358	bflo_03207	ASTMX07152, ASTMX07224
OG0000358	bflo_03399	ASTMX07099
OG0000358	bflo_22355	ASTMX00097
OG0000359	bflo_23810	ASTMX07087
OG0000359	bflo_20615	ASTMX09819
OG0000359	bflo_21858, bflo_21418, bflo_21948, bflo_11427, bflo_22311, bflo_01605	ASTMX07326
OG0000359	bflo_14379	ASTMX01180
OG0000360	bflo_20148, bflo_14730	ASTMX04622
OG0000360	bflo_14063	ASTMX22133, ASTMX09946
OG0000360	bflo_11395	ASTMX13961
OG0000362	bflo_08544, bflo_18903, bflo_19635, bflo_00545, bflo_07214, bflo_07309	ASTMX21692, ASTMX20233, ASTMX20234, ASTMX11473, ASTMX02523
OG0000363	bflo_16028	ASTMX05820
OG0000363	bflo_19825, bflo_20728, bflo_20486, bflo_19824, bflo_21073	ASTMX01558, ASTMX08726
OG0000365	bflo_25324	ASTMX07405, ASTMX03199, ASTMX04165
OG0000367	bflo_12373, bflo_12346	ASTMX09449, ASTMX02026, ASTMX13956
OG0000367	bflo_01421	ASTMX06700, ASTMX14123, ASTMX14122, ASTMX18667
OG0000372	bflo_24061	ASTMX00698
OG0000372	bflo_15126	ASTMX11491
OG0000372	bflo_06799	ASTMX06694, ASTMX07580, ASTMX13013
OG0000373	bflo_20268	ASTMX13546, ASTMX07311, ASTMX17503
OG0000373	bflo_20832	ASTMX01605
OG0000374	bflo_02391	ASTMX01921, ASTMX08407, ASTMX04767, ASTMX00978
OG0000374	bflo_08395	ASTMX20213, ASTMX12128, ASTMX03034
OG0000374	bflo_02486	ASTMX04768, ASTMX06554, ASTMX08406
OG0000375	bflo_27422, bflo_23080	ASTMX17658, ASTMX18679, ASTMX11890, ASTMX11667, ASTMX04506, ASTMX04504
OG0000375	bflo_05885	ASTMX12920
OG0000377	bflo_25175, bflo_26216, bflo_08463, bflo_25683, bflo_25682, bflo_24032, bflo_25685, bflo_15850, bflo_02013, bflo_01626, bflo_17469, bflo_25498, bflo_18397, bflo_01350, bflo_00826, bflo_01358, bflo_01407, bflo_01726, bflo_00138, bflo_17888, bflo_02016, bflo_01351, bflo_16543, bflo_00137, bflo_00139, bflo_01265, bflo_01408, bflo_02014, bflo_00829, bflo_00830, bflo_03964, bflo_07237, bflo_08637, bflo_00140, bflo_07170, bflo_08065, bflo_02052, bflo_13269, bflo_11990, bflo_00152, bflo_00105, bflo_08659, bflo_12825, bflo_12829	ASTMX11710
OG0000378	bflo_09799	ASTMX03495, ASTMX00112, ASTMX09555, ASTMX08740, ASTMX06762
OG0000379	bflo_20897	ASTMX13728
OG0000379	bflo_23374	ASTMX04508
OG0000379	bflo_23272	ASTMX13150
OG0000379	bflo_26192	ASTMX22205
OG0000382	bflo_16967, bflo_16969	ASTMX09281
OG0000382	bflo_11264	ASTMX08358, ASTMX08357, ASTMX10496
OG0000382	bflo_12323	ASTMX05165, ASTMX22929, ASTMX06353, ASTMX05166, ASTMX02014, ASTMX06354
OG0000384	bflo_05291	ASTMX19452, ASTMX14011
OG0000384	bflo_00328	ASTMX01899, ASTMX12044
OG0000385	bflo_19604	ASTMX12707, ASTMX02895
OG0000385	bflo_18599	ASTMX01809, ASTMX18429, ASTMX18427
OG0000386	bflo_19548, bflo_01822, bflo_01692, bflo_19136, bflo_20890, bflo_02065, bflo_18690	ASTMX04680, ASTMX21914, ASTMX04732, ASTMX10701, ASTMX14354, ASTMX03719
OG0000389	bflo_00851, bflo_00833, bflo_08724	ASTMX12665, ASTMX03229
OG0000391	bflo_02326	ASTMX04762, ASTMX02755, ASTMX07882
OG0000392	bflo_25334	ASTMX06463, ASTMX05494
OG0000393	bflo_09981, bflo_03395, bflo_12314, bflo_10658, bflo_09983, bflo_13075	ASTMX19684, ASTMX19683
OG0000393	bflo_09730	ASTMX17767
OG0000393	bflo_12974	ASTMX20759
OG0000396	bflo_26073	ASTMX04070, ASTMX14443
OG0000396	bflo_07114	ASTMX12435, ASTMX11755, ASTMX18032, ASTMX03320, ASTMX15315, ASTMX20903, ASTMX21124, ASTMX21896
OG0000397	bflo_09318	ASTMX18504
OG0000399	bflo_18860	ASTMX15648, ASTMX13680
OG0000399	bflo_06800	ASTMX07577, ASTMX13014
OG0000399	bflo_08038	ASTMX14554, ASTMX05126, ASTMX19706
OG0000400	bflo_17776	ASTMX08052
OG0000401	bflo_19446, bflo_12961, bflo_27312, bflo_19447	ASTMX17054, ASTMX15521, ASTMX14025
OG0000402	bflo_10632, bflo_09977	ASTMX15651, ASTMX21467, ASTMX17950, ASTMX07646, ASTMX19109
OG0000402	bflo_13338, bflo_13171	ASTMX00692, ASTMX17284, ASTMX02556
OG0000403	bflo_24805, bflo_24718	ASTMX04627
OG0000403	bflo_07864, bflo_22142	ASTMX06115
OG0000403	bflo_04398	ASTMX04628
OG0000404	bflo_26366	ASTMX17035, ASTMX14046
OG0000404	bflo_26162	ASTMX11552, ASTMX11278
OG0000404	bflo_26305	ASTMX11279
OG0000405	bflo_06572	ASTMX06845, ASTMX10883, ASTMX04895, ASTMX21258, ASTMX08631, ASTMX07907
OG0000406	bflo_18527, bflo_06929, bflo_25381, bflo_19796, bflo_14281, bflo_26711, bflo_12022, bflo_24045, bflo_21895, bflo_21817, bflo_20290, bflo_25152, bflo_21907, bflo_24530, bflo_24632, bflo_01214, bflo_09784, bflo_09785, bflo_00711, bflo_05446, bflo_16060, bflo_19234, bflo_09186	ASTMX04773, ASTMX09394
OG0000409	bflo_01293	ASTMX06797, ASTMX15995, ASTMX16349, ASTMX15996, ASTMX06796, ASTMX06795
OG0000410	bflo_01989, bflo_01601, bflo_05836	ASTMX06774, ASTMX04085, ASTMX05774, ASTMX06993, ASTMX14821, ASTMX06987, ASTMX06988, ASTMX14822, ASTMX22001, ASTMX06989, ASTMX02686, ASTMX10008
OG0000411	bflo_17409	ASTMX20008, ASTMX01392, ASTMX12902
OG0000411	bflo_14978, bflo_14593	ASTMX15616
OG0000412	bflo_00225	ASTMX08855
OG0000412	bflo_08591	ASTMX13390, ASTMX06615
OG0000412	bflo_05972, bflo_16322	ASTMX11203, ASTMX12505
OG0000413	bflo_14739	ASTMX22225, ASTMX13671, ASTMX19651, ASTMX16482, ASTMX04390
OG0000413	bflo_21427	ASTMX16688, ASTMX04912, ASTMX09192, ASTMX19930
OG0000415	bflo_12739, bflo_12745, bflo_10121, bflo_20948, bflo_12970	ASTMX01956, ASTMX21705, ASTMX02652, ASTMX19313, ASTMX01972, ASTMX00955, ASTMX01971, ASTMX00515
OG0000416	bflo_04749, bflo_04759, bflo_04753, bflo_04751, bflo_23726, bflo_04750, bflo_13638, bflo_04314, bflo_21859, bflo_20431, bflo_03943, bflo_03733, bflo_03953, bflo_04315, bflo_05100, bflo_04313, bflo_03960, bflo_18679	ASTMX16726, ASTMX21802, ASTMX21803, ASTMX16725
OG0000416	bflo_03954	ASTMX20380
OG0000417	bflo_05335	ASTMX22859, ASTMX22984, ASTMX18815, ASTMX13376, ASTMX13063, ASTMX12137
OG0000419	bflo_03805, bflo_06647, bflo_09952	ASTMX19880
OG0000419	bflo_07379	ASTMX14421, ASTMX01798, ASTMX13831, ASTMX01797
OG0000420	bflo_17746	ASTMX03701, ASTMX11233, ASTMX04743
OG0000422	bflo_01841	ASTMX00828, ASTMX04590, ASTMX14110, ASTMX06444, ASTMX19359
OG0000424	bflo_07069, bflo_07072, bflo_03509, bflo_03507	ASTMX07663
OG0000425	bflo_15042	ASTMX16190, ASTMX11596, ASTMX04218, ASTMX01381, ASTMX08082
OG0000425	bflo_08454	ASTMX16429, ASTMX07289, ASTMX14964
OG0000426	bflo_22865	ASTMX11516, ASTMX15003, ASTMX14175, ASTMX10096, ASTMX04997
OG0000427	bflo_09135	ASTMX06287, ASTMX09008
OG0000427	bflo_24135, bflo_24132, bflo_23993	ASTMX05255, ASTMX14566, ASTMX04360, ASTMX10338
OG0000427	bflo_24588	ASTMX00224
OG0000429	bflo_01906, bflo_00989, bflo_26612, bflo_00993, bflo_00990, bflo_05299, bflo_17239, bflo_05214, bflo_17214	ASTMX07836
OG0000430	bflo_15444, bflo_26286, bflo_07250, bflo_17434, bflo_10498	ASTMX20525, ASTMX18883, ASTMX07370, ASTMX07368, ASTMX07365, ASTMX07367, ASTMX07366, ASTMX22456
OG0000431	bflo_23110	ASTMX19915
OG0000431	bflo_21622	ASTMX06516, ASTMX00145, ASTMX09571
OG0000432	bflo_10885	ASTMX14397, ASTMX08330, ASTMX02099, ASTMX08388, ASTMX14398
OG0000432	bflo_11863, bflo_11838, bflo_11424	ASTMX03080, ASTMX07191, ASTMX18766, ASTMX16836
OG0000433	bflo_22961	ASTMX01496, ASTMX04993
OG0000433	bflo_17648	ASTMX10245, ASTMX08139, ASTMX12987
OG0000435	bflo_17533	ASTMX07675
OG0000435	bflo_00433	ASTMX17180, ASTMX22596, ASTMX08016, ASTMX00822, ASTMX11321, ASTMX01296, ASTMX01968, ASTMX00957
OG0000436	bflo_26554	ASTMX00162, ASTMX01672, ASTMX22621, ASTMX04268
OG0000442	bflo_21599	ASTMX11711, ASTMX07283, ASTMX12980
OG0000442	bflo_17568	ASTMX06201, ASTMX00907, ASTMX14474
OG0000442	bflo_17631	ASTMX03715, ASTMX07828, ASTMX20141
OG0000443	bflo_18531	ASTMX18401, ASTMX18402, ASTMX12956
OG0000443	bflo_06828	ASTMX05909
OG0000444	bflo_10204	ASTMX14380, ASTMX00703, ASTMX21179
OG0000444	bflo_10684	ASTMX10912, ASTMX16562
OG0000445	bflo_24863, bflo_01964, bflo_05054, bflo_18289, bflo_00589, bflo_06262, bflo_07278	ASTMX09933
OG0000446	bflo_01471	ASTMX01267
OG0000446	bflo_04727	ASTMX15320
OG0000446	bflo_01065	ASTMX14081, ASTMX05013, ASTMX14082, ASTMX04327, ASTMX15770
OG0000447	bflo_14311	ASTMX14913, ASTMX09104, ASTMX06112, ASTMX14924, ASTMX04090, ASTMX14911, ASTMX21473
OG0000448	bflo_14676, bflo_14718	ASTMX09522, ASTMX00028, ASTMX09521, ASTMX22210
OG0000449	bflo_07112, bflo_17674	ASTMX18026, ASTMX10844, ASTMX10845, ASTMX10843, ASTMX13513, ASTMX06017
OG0000450	bflo_20906	ASTMX18053, ASTMX11721, ASTMX11722
OG0000452	bflo_11354, bflo_12133, bflo_11353, bflo_14618	ASTMX15971, ASTMX02015, ASTMX05164
OG0000453	bflo_05750, bflo_12764, bflo_12115, bflo_07044, bflo_11775, bflo_17995, bflo_20915, bflo_11283, bflo_15292, bflo_21781, bflo_02998, bflo_07650	ASTMX04911
OG0000458	bflo_06803	ASTMX13023
OG0000458	bflo_06805, bflo_06666, bflo_04696	ASTMX10795, ASTMX08179, ASTMX16062, ASTMX04818, ASTMX06686
OG0000458	bflo_19919, bflo_20979	ASTMX09867, ASTMX09869, ASTMX09868, ASTMX12750
OG0000460	bflo_14319	ASTMX20066
OG0000461	bflo_07181, bflo_00203	ASTMX14096
OG0000463	bflo_09114	ASTMX05187
OG0000463	bflo_05598	ASTMX18847
OG0000465	bflo_00794	ASTMX14121
OG0000465	bflo_24499	ASTMX02125
OG0000466	bflo_05441, bflo_05440	ASTMX20737
OG0000467	bflo_11110	ASTMX19597, ASTMX15795, ASTMX10740, ASTMX09415, ASTMX01966, ASTMX05515, ASTMX02018
OG0000468	bflo_03275, bflo_03654, bflo_03645, bflo_03264, bflo_03637, bflo_12349, bflo_09961, bflo_09959, bflo_09520	ASTMX16968, ASTMX16966, ASTMX16964, ASTMX16965, ASTMX16967, ASTMX08249
OG0000468	bflo_23431	ASTMX07575
OG0000469	bflo_11324	ASTMX17554, ASTMX08379, ASTMX20035, ASTMX11781, ASTMX01028, ASTMX09278, ASTMX13963, ASTMX16633, ASTMX02217, ASTMX04047
OG0000469	bflo_04725	ASTMX15740, ASTMX02909
OG0000470	bflo_08491	ASTMX20617, ASTMX01420, ASTMX16395, ASTMX15646, ASTMX03241, ASTMX22015
OG0000471	bflo_06159, bflo_05125	ASTMX04676, ASTMX16280, ASTMX07614, ASTMX11079, ASTMX22458
OG0000472	bflo_17690, bflo_02139	ASTMX08847, ASTMX08908
OG0000475	bflo_02919	ASTMX05457, ASTMX04247, ASTMX09728, ASTMX05455, ASTMX08656, ASTMX22981, ASTMX05456
OG0000476	bflo_17083	ASTMX15748
OG0000476	bflo_06569, bflo_06568, bflo_06570	ASTMX15079
OG0000477	bflo_19342	ASTMX17413, ASTMX12779, ASTMX22298, ASTMX02431, ASTMX11940, ASTMX12860, ASTMX09034
OG0000478	bflo_22125	ASTMX06404, ASTMX08367, ASTMX22529, ASTMX16617
OG0000479	bflo_17734	ASTMX07487, ASTMX08702, ASTMX01240, ASTMX04831, ASTMX08818
OG0000479	bflo_20950	ASTMX21850, ASTMX17585, ASTMX15198, ASTMX05901
OG0000481	bflo_20169, bflo_20171	ASTMX04468
OG0000481	bflo_15712	ASTMX15759
OG0000481	bflo_07346	ASTMX21277, ASTMX10551
OG0000482	bflo_09175	ASTMX01407, ASTMX16480
OG0000484	bflo_25251	ASTMX05957
OG0000485	bflo_18606	ASTMX18912, ASTMX15444
OG0000485	bflo_25560, bflo_16150	ASTMX02971, ASTMX22496
OG0000486	bflo_25698, bflo_15799, bflo_16994, bflo_13974, bflo_02817, bflo_07531	ASTMX13378, ASTMX03758
OG0000487	bflo_09879	ASTMX08062, ASTMX13666
OG0000487	bflo_14910, bflo_09870, bflo_09874, bflo_14913	ASTMX07842, ASTMX20342
OG0000488	bflo_26845, bflo_07048	ASTMX03433, ASTMX00689
OG0000488	bflo_12530	ASTMX04604, ASTMX15969
OG0000489	bflo_01733	ASTMX09842, ASTMX01834, ASTMX04138, ASTMX06584, ASTMX11463, ASTMX18490
OG0000490	bflo_16287	ASTMX19146, ASTMX08274, ASTMX14197, ASTMX19145, ASTMX08725, ASTMX15774, ASTMX08972, ASTMX03317
OG0000492	bflo_10701	ASTMX07363, ASTMX15985, ASTMX00365, ASTMX03605, ASTMX08527, ASTMX08299, ASTMX22795, ASTMX18734
OG0000494	bflo_21012	ASTMX16000, ASTMX05886, ASTMX17592, ASTMX10961, ASTMX13194, ASTMX13294, ASTMX10353
OG0000495	bflo_17328, bflo_17329, bflo_20028, bflo_14633, bflo_25150, bflo_26792, bflo_05352, bflo_14634, bflo_17330	ASTMX01188
OG0000496	bflo_02965	ASTMX14117, ASTMX19979
OG0000497	bflo_09440	ASTMX22201, ASTMX10346, ASTMX13802, ASTMX03464, ASTMX13801
OG0000497	bflo_16465	ASTMX21023, ASTMX02074
OG0000498	bflo_13583	ASTMX00213, ASTMX00420, ASTMX17520, ASTMX13589, ASTMX20713, ASTMX07450, ASTMX11775, ASTMX16597, ASTMX00588
OG0000499	bflo_18253	ASTMX01239, ASTMX04830
OG0000503	bflo_10348	ASTMX07343, ASTMX16980, ASTMX02609, ASTMX03072
OG0000503	bflo_17082	ASTMX21242
OG0000504	bflo_06289	ASTMX09815, ASTMX14231, ASTMX10657, ASTMX03402, ASTMX11929, ASTMX02863, ASTMX05201, ASTMX20171
OG0000505	bflo_07768	ASTMX04944, ASTMX15734, ASTMX05133
OG0000505	bflo_07767	ASTMX18350
OG0000506	bflo_22129	ASTMX20807, ASTMX05502, ASTMX16924, ASTMX20808, ASTMX10856, ASTMX08798
OG0000508	bflo_18835	ASTMX01457, ASTMX09874
OG0000508	bflo_00915	ASTMX07533
OG0000508	bflo_20411	ASTMX21261, ASTMX15755, ASTMX12540, ASTMX13811
OG0000510	bflo_00250	ASTMX10189, ASTMX20520, ASTMX12755, ASTMX12852, ASTMX10966, ASTMX16608
OG0000512	bflo_08124	ASTMX15891, ASTMX12990, ASTMX21535, ASTMX22365, ASTMX21536, ASTMX10730, ASTMX01582, ASTMX01607, ASTMX22852, ASTMX06930, ASTMX06929, ASTMX06932, ASTMX06931, ASTMX21240, ASTMX20557, ASTMX06898, ASTMX03503, ASTMX01504, ASTMX08640, ASTMX01505, ASTMX10731, ASTMX21537, ASTMX07570, ASTMX08639
OG0000514	bflo_04358	ASTMX10637, ASTMX15495, ASTMX20347, ASTMX17787, ASTMX03613, ASTMX20346
OG0000515	bflo_07840, bflo_19448	ASTMX16147
OG0000516	bflo_04958, bflo_04964, bflo_04978, bflo_04972, bflo_04974, bflo_04979, bflo_04981, bflo_04962, bflo_04969, bflo_04966, bflo_04961, bflo_04983, bflo_04986, bflo_04976, bflo_04732, bflo_03764, bflo_22939, bflo_13085	ASTMX01654, ASTMX13984, ASTMX12362
OG0000516	bflo_13506	ASTMX20641
OG0000517	bflo_02363, bflo_03618	ASTMX09398, ASTMX10775, ASTMX13252, ASTMX18055, ASTMX22426, ASTMX13873
OG0000519	bflo_04746, bflo_19841	ASTMX13209, ASTMX05997
OG0000521	bflo_10380	ASTMX12513, ASTMX04599, ASTMX14516, ASTMX14141, ASTMX03940, ASTMX02711
OG0000522	bflo_10022, bflo_10021	ASTMX19564, ASTMX01611
OG0000523	bflo_05805	ASTMX14292, ASTMX12401
OG0000524	bflo_07612	ASTMX13403, ASTMX02748
OG0000525	bflo_16581	ASTMX22715, ASTMX10039, ASTMX12399
OG0000525	bflo_22957	ASTMX17740, ASTMX22684, ASTMX02688, ASTMX11391
OG0000526	bflo_03466, bflo_05443, bflo_05444, bflo_21568, bflo_09245, bflo_14836, bflo_08760, bflo_15247, bflo_13787, bflo_26442, bflo_00822, bflo_00641, bflo_26490, bflo_00115, bflo_21914, bflo_03791, bflo_21569	ASTMX04211, ASTMX04131
OG0000527	bflo_01262	ASTMX21736, ASTMX22367, ASTMX02383, ASTMX14201, ASTMX19141
OG0000528	bflo_07977	ASTMX18461, ASTMX02315, ASTMX10467, ASTMX20121
OG0000529	bflo_24350	ASTMX11508, ASTMX07444, ASTMX17776, ASTMX00725
OG0000530	bflo_25160	ASTMX03176, ASTMX02906, ASTMX17387, ASTMX07408, ASTMX19455
OG0000531	bflo_00390	ASTMX15871, ASTMX06454, ASTMX20431, ASTMX05437
OG0000532	bflo_17770	ASTMX01302, ASTMX15057
OG0000533	bflo_20601, bflo_11898	ASTMX16723
OG0000534	bflo_19475	ASTMX08654, ASTMX15015, ASTMX16887, ASTMX17809, ASTMX14095
OG0000535	bflo_23349	ASTMX07978, ASTMX01946, ASTMX20355, ASTMX22489
OG0000537	bflo_21616	ASTMX02700, ASTMX00178, ASTMX15548, ASTMX22237
OG0000537	bflo_21615	ASTMX15547, ASTMX02699, ASTMX00179
OG0000539	bflo_11764, bflo_18430, bflo_04586, bflo_01715, bflo_09848, bflo_04616, bflo_10638, bflo_10636, bflo_19528	ASTMX18298, ASTMX11895
OG0000540	bflo_00156, bflo_00167, bflo_00147, bflo_00174, bflo_00178, bflo_00136, bflo_26475, bflo_00126, bflo_26547, bflo_26513, bflo_00098, bflo_26502, bflo_26564, bflo_26524, bflo_26482	ASTMX20622, ASTMX08053, ASTMX10282, ASTMX17477, ASTMX20569, ASTMX11992, ASTMX08565, ASTMX06601, ASTMX18502, ASTMX17476, ASTMX07387, ASTMX17150, ASTMX12690, ASTMX05290, ASTMX07380
OG0000542	bflo_00805	ASTMX04273
OG0000544	bflo_14131	ASTMX11235, ASTMX03698, ASTMX08268
OG0000544	bflo_07969	ASTMX06964, ASTMX06963
OG0000544	bflo_25327	ASTMX02823, ASTMX10067
OG0000545	bflo_18231	ASTMX10987
OG0000545	bflo_12226	ASTMX08452, ASTMX01683, ASTMX12544, ASTMX08514, ASTMX06310
OG0000546	bflo_22147	ASTMX04133, ASTMX22988, ASTMX21232, ASTMX02230
OG0000547	bflo_19336	ASTMX00797, ASTMX00796, ASTMX04032, ASTMX00795
OG0000548	bflo_09374	ASTMX20814, ASTMX19774, ASTMX15937, ASTMX10502
OG0000548	bflo_10945	ASTMX10235
OG0000548	bflo_11390	ASTMX16625, ASTMX05347
OG0000550	bflo_20434, bflo_02305, bflo_02304	ASTMX00672, ASTMX00670, ASTMX00669, ASTMX00673
OG0000551	bflo_12938, bflo_07425, bflo_12554	ASTMX02105
OG0000552	bflo_07608	ASTMX21676
OG0000553	bflo_01191	ASTMX17368, ASTMX03487, ASTMX06718
OG0000553	bflo_23301	ASTMX14321, ASTMX21466, ASTMX11677
OG0000554	bflo_10796	ASTMX07583
OG0000554	bflo_02002	ASTMX22268
OG0000560	bflo_21065, bflo_17516, bflo_25084, bflo_24948, bflo_24301, bflo_25087, bflo_24121, bflo_24472, bflo_25015	ASTMX10434, ASTMX12293
OG0000561	bflo_08446, bflo_27388, bflo_22174	ASTMX19650
OG0000561	bflo_22164	ASTMX12281, ASTMX09747, ASTMX04726
OG0000562	bflo_01967	ASTMX02939
OG0000562	bflo_12589, bflo_27046	ASTMX18239, ASTMX07420
OG0000564	bflo_12710	ASTMX10683, ASTMX04443, ASTMX18629, ASTMX04222, ASTMX15637
OG0000564	bflo_11709	ASTMX13514, ASTMX14790, ASTMX21125
OG0000565	bflo_23423, bflo_00721, bflo_21031, bflo_25370, bflo_12816, bflo_06157, bflo_02938, bflo_02291	ASTMX06713
OG0000566	bflo_04927	ASTMX09638
OG0000567	bflo_12747, bflo_00564	ASTMX07889, ASTMX10650
OG0000567	bflo_26349, bflo_16510	ASTMX02913
OG0000570	bflo_05300, bflo_11340	ASTMX10311, ASTMX21575, ASTMX01487, ASTMX14282
OG0000572	bflo_05895	ASTMX14415, ASTMX08526
OG0000572	bflo_23930	ASTMX09438, ASTMX05246
OG0000573	bflo_24510	ASTMX11352, ASTMX15555, ASTMX04860, ASTMX18772, ASTMX02110
OG0000573	bflo_06124	ASTMX02201
OG0000574	bflo_23738	ASTMX11657
OG0000574	bflo_15787	ASTMX08559
OG0000575	bflo_22268	ASTMX18324, ASTMX05900, ASTMX10924, ASTMX11741, ASTMX07926, ASTMX05390, ASTMX08403
OG0000576	bflo_00644	ASTMX02752
OG0000579	bflo_12221	ASTMX19442, ASTMX10867, ASTMX05568, ASTMX19217, ASTMX02063, ASTMX06365
OG0000580	bflo_01833	ASTMX08882
OG0000580	bflo_03722	ASTMX14484
OG0000581	bflo_17912	ASTMX10825
OG0000581	bflo_13400	ASTMX10599, ASTMX16863, ASTMX10824, ASTMX04580
OG0000581	bflo_15589	ASTMX10823
OG0000582	bflo_16708	ASTMX11411, ASTMX20610, ASTMX13349, ASTMX13077, ASTMX01858, ASTMX10152
OG0000584	bflo_25906, bflo_25368, bflo_25269	ASTMX03102, ASTMX07415, ASTMX15596, ASTMX18904
OG0000585	bflo_12167	ASTMX10753, ASTMX02113, ASTMX17466, ASTMX08311, ASTMX20178, ASTMX01009
OG0000586	bflo_03607	ASTMX16567
OG0000587	bflo_22172	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880
OG0000587	bflo_21539	ASTMX13819
OG0000588	bflo_25659	ASTMX14157, ASTMX18468, ASTMX06494, ASTMX10386, ASTMX19382
OG0000588	bflo_18379	ASTMX03016
OG0000589	bflo_16480, bflo_24537	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370, ASTMX02599, ASTMX02002, ASTMX18733, ASTMX08294, ASTMX08295, ASTMX08296
OG0000590	bflo_02465	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496
OG0000590	bflo_13755	ASTMX11935, ASTMX00513
OG0000591	bflo_23823, bflo_04558	ASTMX04992, ASTMX12325
OG0000591	bflo_22417	ASTMX09194
OG0000592	bflo_18186	ASTMX01208
OG0000592	bflo_18254, bflo_09136	ASTMX00581, ASTMX20394
OG0000593	bflo_23756	ASTMX11066, ASTMX07725, ASTMX21954, ASTMX04864
OG0000593	bflo_12794	ASTMX09942, ASTMX00591, ASTMX02549, ASTMX05477, ASTMX19749
OG0000594	bflo_12009, bflo_11236	ASTMX10755, ASTMX00628
OG0000597	bflo_20762, bflo_20033	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757
OG0000597	bflo_08218	ASTMX00247, ASTMX15148, ASTMX16916
OG0000600	bflo_17336	ASTMX20647
OG0000601	bflo_23194, bflo_02476, bflo_02479	ASTMX20990, ASTMX07640, ASTMX07641, ASTMX07642, ASTMX05034, ASTMX05939
OG0000602	bflo_21292	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681
OG0000602	bflo_21257	ASTMX15541, ASTMX07893, ASTMX11827, ASTMX00030, ASTMX18680
