Orthogroup	BRAFL	PFLAV
OG0002781	bflo_19213	TCONS_00056768.p1
OG0002782	bflo_14421	TCONS_00011132.p1
OG0002783	bflo_25872	TCONS_00053820.p1
OG0002784	bflo_02360, bflo_16682	TCONS_00008354.p1, TCONS_00008352.p1
OG0002785	bflo_26328	TCONS_00054448.p1
OG0002786	bflo_05969	TCONS_00029566.p1
OG0002787	bflo_13919	TCONS_00020698.p1
OG0002788	bflo_03434	TCONS_00038074.p1
OG0002789	bflo_14158	TCONS_00054494.p1, TCONS_00053396.p1
OG0002790	bflo_14079	TCONS_00042475.p1
OG0002791	bflo_15958	TCONS_00016217.p1
OG0002792	bflo_16681	TCONS_00020366.p1
OG0002793	bflo_08304	TCONS_00003882.p1
OG0002795	bflo_08440	TCONS_00020221.p1
OG0002797	bflo_08866, bflo_11443	TCONS_00020292.p1, TCONS_00002919.p1
OG0002798	bflo_24975, bflo_24155, bflo_25054	TCONS_00025918.p1, TCONS_00011008.p1, TCONS_00011012.p1, TCONS_00031864.p1, TCONS_00024850.p1
OG0002799	bflo_20975	TCONS_00004881.p1
OG0002811	bflo_00373	TCONS_00047302.p1
OG0002812	bflo_25657	TCONS_00054658.p1, TCONS_00054657.p1
OG0002813	bflo_06583	TCONS_00014792.p1
OG0002814	bflo_07071	TCONS_00030568.p1
OG0002815	bflo_17407	TCONS_00000287.p1
OG0002816	bflo_25325	TCONS_00054308.p1
OG0002817	bflo_19433	TCONS_00009559.p1
OG0002818	bflo_11439	TCONS_00049657.p1
OG0002819	bflo_24340	TCONS_00050227.p1
OG0002822	bflo_23044	TCONS_00014245.p1, TCONS_00013412.p1, TCONS_00014423.p1
OG0002823	bflo_16083	TCONS_00015619.p1
OG0002823	bflo_10219	TCONS_00027448.p1
OG0002824	bflo_00260	TCONS_00019599.p1
OG0002825	bflo_09064	TCONS_00024295.p1
OG0002826	bflo_10373	TCONS_00009663.p1
OG0002827	bflo_17660	TCONS_00001794.p1, TCONS_00001795.p2
OG0002828	bflo_13605, bflo_26191	TCONS_00034310.p1
OG0002829	bflo_23391	TCONS_00013706.p1
OG0002830	bflo_18123	TCONS_00010894.p1
OG0002831	bflo_03754	TCONS_00035950.p1, TCONS_00035945.p1
OG0002832	bflo_04706, bflo_01707, bflo_26639, bflo_01716	TCONS_00045155.p1
OG0002833	bflo_23101	TCONS_00014217.p1
OG0002834	bflo_07632	TCONS_00051206.p1
OG0002835	bflo_01169	TCONS_00018725.p1, TCONS_00017643.p1
OG0002836	bflo_24436	TCONS_00052011.p1
OG0002837	bflo_14396	TCONS_00042766.p1
OG0002838	bflo_04823, bflo_06896	TCONS_00029902.p1, TCONS_00020903.p1
OG0002839	bflo_02442	TCONS_00004451.p1
OG0002840	bflo_13049	TCONS_00009182.p1
OG0002841	bflo_12441	TCONS_00047849.p1, TCONS_00001411.p1, TCONS_00048553.p1
OG0002842	bflo_26300, bflo_27525	TCONS_00054700.p1, TCONS_00054625.p1
OG0002843	bflo_20383	TCONS_00030426.p1
OG0002844	bflo_05002	TCONS_00048042.p1
OG0002845	bflo_11712, bflo_27024	TCONS_00049073.p1
OG0002846	bflo_15417	TCONS_00054878.p1
OG0002847	bflo_20604	TCONS_00006483.p1
OG0002848	bflo_05738	TCONS_00045223.p1
OG0002849	bflo_07787	TCONS_00020783.p1, TCONS_00020774.p1, TCONS_00020784.p1
OG0002850	bflo_24019	TCONS_00051637.p1
OG0002851	bflo_17584	TCONS_00000274.p1
OG0002852	bflo_00075, bflo_22607, bflo_21354, bflo_21353, bflo_22614, bflo_22616	TCONS_00002074.p1, TCONS_00002075.p1, TCONS_00002077.p1, TCONS_00001080.p1, TCONS_00001078.p1
OG0002853	bflo_05557, bflo_05653, bflo_06253	TCONS_00029548.p1
OG0002854	bflo_16139	TCONS_00015088.p1, TCONS_00044327.p1
OG0002855	bflo_17685	TCONS_00001781.p1, TCONS_00004538.p1
OG0002856	bflo_01557	TCONS_00028409.p1
OG0002857	bflo_26339	TCONS_00053239.p1
OG0002858	bflo_14031	TCONS_00007488.p1, TCONS_00007490.p1
OG0002859	bflo_06107	TCONS_00045580.p1, TCONS_00045581.p1, TCONS_00046896.p1
OG0002860	bflo_23715	TCONS_00013248.p1
OG0002861	bflo_09268	TCONS_00025233.p1
OG0002862	bflo_18185	TCONS_00002185.p1
OG0002863	bflo_25239	TCONS_00053234.p1, TCONS_00053235.p1
OG0002864	bflo_08165	TCONS_00019063.p1
OG0002865	bflo_13072	TCONS_00042624.p1
OG0002866	bflo_03313	TCONS_00037598.p1
OG0002867	bflo_12609	TCONS_00008722.p1
OG0002868	bflo_25215	TCONS_00052544.p1
OG0002869	bflo_23949	TCONS_00051574.p1
OG0002870	bflo_17468	TCONS_00002023.p1
OG0002871	bflo_19678	TCONS_00013806.p1
OG0002871	bflo_03405	TCONS_00036247.p1
OG0002872	bflo_12757	TCONS_00009347.p1
OG0002873	bflo_04366	TCONS_00014159.p1
OG0002874	bflo_12477	TCONS_00049627.p1
OG0002875	bflo_20718	TCONS_00009978.p1
OG0002876	bflo_04355	TCONS_00055182.p1, TCONS_00055153.p1, TCONS_00055154.p1
OG0002877	bflo_00643	TCONS_00027894.p1
OG0002878	bflo_16359, bflo_12870	TCONS_00007163.p1, TCONS_00008468.p1
OG0002878	bflo_12799, bflo_27059, bflo_12792	TCONS_00007158.p1, TCONS_00007157.p1
OG0002879	bflo_17132	TCONS_00001819.p1
OG0002880	bflo_05881	TCONS_00045912.p1
OG0002881	bflo_24604	TCONS_00051615.p1
OG0002882	bflo_21005	TCONS_00004986.p1
OG0002882	bflo_20487	TCONS_00051197.p1
OG0002884	bflo_04037	TCONS_00036357.p1
OG0002886	bflo_07624, bflo_09541, bflo_08496, bflo_19996, bflo_18396, bflo_14709, bflo_10619	TCONS_00028689.p1, TCONS_00028683.p1
OG0002887	bflo_26793, bflo_05390	TCONS_00053132.p1
OG0002888	bflo_22791	TCONS_00014580.p1
OG0002889	bflo_11465	TCONS_00049306.p1
OG0002890	bflo_02459	TCONS_00007836.p1
OG0002892	bflo_16138	TCONS_00001681.p1, TCONS_00014788.p1
OG0002893	bflo_22235, bflo_22577, bflo_02586, bflo_11659	TCONS_00022744.p1
OG0002894	bflo_18873	TCONS_00010576.p1
OG0002895	bflo_12378	TCONS_00029819.p1
OG0002896	bflo_21624	TCONS_00021246.p1
OG0002897	bflo_00347	TCONS_00041365.p1, TCONS_00031606.p1, TCONS_00041377.p1, TCONS_00032281.p1, TCONS_00041351.p1, TCONS_00041379.p1, TCONS_00031603.p1, TCONS_00031601.p1, TCONS_00031610.p1, TCONS_00031602.p1, TCONS_00041359.p1, TCONS_00041348.p1, TCONS_00041353.p1
OG0002898	bflo_04282	TCONS_00012139.p1, TCONS_00011793.p1, TCONS_00010413.p1, TCONS_00010440.p1, TCONS_00010414.p1
OG0002899	bflo_24003	TCONS_00051403.p1
OG0002901	bflo_17271	TCONS_00001145.p1
OG0002902	bflo_05131	TCONS_00013877.p1
OG0002903	bflo_08729, bflo_06728, bflo_11692	TCONS_00018225.p1, TCONS_00017180.p1, TCONS_00017183.p1, TCONS_00017182.p1, TCONS_00017176.p1
OG0002906	bflo_12537	TCONS_00009274.p1
OG0002907	bflo_25401	TCONS_00028502.p1
OG0002908	bflo_00264, bflo_02327	TCONS_00055243.p1
OG0002908	bflo_12818	TCONS_00008542.p1
OG0002909	bflo_10956	TCONS_00047561.p1
OG0002910	bflo_04018, bflo_04040, bflo_04045	TCONS_00028540.p1, TCONS_00028541.p1
OG0002911	bflo_09390	TCONS_00026143.p1
OG0002912	bflo_22216, bflo_13816	TCONS_00007897.p1, TCONS_00008713.p1, TCONS_00007439.p1, TCONS_00003154.p1, TCONS_00003605.p1, TCONS_00003606.p1
OG0002913	bflo_12845	TCONS_00056620.p1
OG0002914	bflo_08995	TCONS_00046412.p1
OG0002915	bflo_13226	TCONS_00020490.p1
OG0002916	bflo_25687	TCONS_00054595.p1
OG0002917	bflo_21482	TCONS_00021044.p1
OG0002918	bflo_20376	TCONS_00047155.p1
OG0002919	bflo_06629	TCONS_00029838.p1
OG0002921	bflo_20845	TCONS_00005612.p1, TCONS_00005613.p2
OG0002922	bflo_10302	TCONS_00025977.p1
OG0002923	bflo_22160	TCONS_00007977.p1
OG0002924	bflo_07438	TCONS_00019349.p1
OG0002925	bflo_02541	TCONS_00018459.p1
OG0002926	bflo_06182	TCONS_00028061.p1
OG0002927	bflo_02244	TCONS_00004135.p1
OG0002934	bflo_22854	TCONS_00015801.p1
OG0002944	bflo_01745	TCONS_00016891.p1
OG0002945	bflo_22945	TCONS_00014323.p1, TCONS_00014335.p1
OG0002946	bflo_21430	TCONS_00013028.p1
OG0002946	bflo_22798, bflo_11274, bflo_21428	TCONS_00014225.p1, TCONS_00013029.p1
OG0002947	bflo_08384	TCONS_00049003.p1
OG0002948	bflo_24612	TCONS_00050545.p1
OG0002949	bflo_22993	TCONS_00014445.p1
OG0002950	bflo_22911	TCONS_00014046.p1
OG0002952	bflo_14626	TCONS_00042673.p1
OG0002953	bflo_11098	TCONS_00048395.p1
OG0002954	bflo_09804	TCONS_00023913.p1
OG0002955	bflo_10404	TCONS_00011898.p1
OG0002956	bflo_03036	TCONS_00029297.p1
OG0002957	bflo_21819, bflo_21211	TCONS_00022513.p1
OG0002958	bflo_23521, bflo_23116	TCONS_00013876.p1
OG0002958	bflo_26057	TCONS_00035583.p1, TCONS_00035642.p1
OG0002959	bflo_24974	TCONS_00010958.p1
OG0002960	bflo_16007	TCONS_00016533.p1
OG0002961	bflo_19123	TCONS_00011734.p1
OG0002962	bflo_23844	TCONS_00013946.p1
OG0002963	bflo_13955, bflo_13648, bflo_18403, bflo_17947, bflo_12558	TCONS_00050132.p1, TCONS_00050133.p1, TCONS_00050125.p1, TCONS_00019112.p1, TCONS_00052087.p1
OG0002964	bflo_23022	TCONS_00013728.p1
OG0002965	bflo_01675, bflo_07078	TCONS_00030551.p1
OG0002966	bflo_16916	TCONS_00016414.p1
OG0002967	bflo_05869	TCONS_00034167.p1, TCONS_00034173.p1
OG0002968	bflo_17865	TCONS_00000180.p1
OG0002969	bflo_19693	TCONS_00055983.p1
OG0002971	bflo_06655	TCONS_00045604.p1, TCONS_00046877.p1
OG0002973	bflo_11691	TCONS_00048192.p1
OG0002974	bflo_12717	TCONS_00009337.p1
OG0002975	bflo_17392	TCONS_00010555.p1, TCONS_00016004.p1, TCONS_00010554.p1, TCONS_00016006.p1
OG0002976	bflo_06168	TCONS_00028969.p1
OG0002977	bflo_20350	TCONS_00004747.p1
OG0002978	bflo_20000	TCONS_00010996.p1
OG0002979	bflo_18017	TCONS_00000115.p1
OG0002981	bflo_26562	TCONS_00009178.p1
OG0002982	bflo_17282	TCONS_00002363.p1, TCONS_00002375.p1
OG0002983	bflo_04491	TCONS_00002109.p1, TCONS_00002101.p1
OG0002984	bflo_23742	TCONS_00014608.p1
OG0002985	bflo_14855	TCONS_00042833.p1
OG0002986	bflo_11732	TCONS_00049664.p1
OG0002987	bflo_08736	TCONS_00026946.p1
OG0002988	bflo_14375, bflo_14313, bflo_06455, bflo_18734	TCONS_00056009.p1
OG0002989	bflo_12281, bflo_07369	TCONS_00049575.p1
OG0002990	bflo_09319	TCONS_00027688.p1
OG0002991	bflo_07835	TCONS_00030348.p1
OG0002992	bflo_00388	TCONS_00020442.p1
OG0002994	bflo_12787	TCONS_00008401.p1
OG0002995	bflo_15689	TCONS_00010900.p1, TCONS_00010896.p1
OG0002995	bflo_22637, bflo_05323	TCONS_00010897.p1
OG0002996	bflo_04215	TCONS_00049228.p1
OG0002997	bflo_25686	TCONS_00053213.p1
OG0002998	bflo_21850	TCONS_00022351.p1
OG0003000	bflo_08062	TCONS_00039107.p1, TCONS_00039126.p1
OG0003001	bflo_02143	TCONS_00002698.p1
OG0003002	bflo_19016	TCONS_00056726.p1
OG0003003	bflo_06732, bflo_22035, bflo_21500, bflo_22036, bflo_08718, bflo_09063	TCONS_00046653.p1
OG0003005	bflo_25599	TCONS_00053819.p1
OG0003006	bflo_23446	TCONS_00014322.p1, TCONS_00014334.p1
OG0003007	bflo_25623	TCONS_00053186.p1
OG0003008	bflo_15918	TCONS_00014834.p1
OG0003009	bflo_06877	TCONS_00017797.p1
OG0003010	bflo_04794	TCONS_00036755.p1
OG0003011	bflo_14700	TCONS_00044235.p1
OG0003012	bflo_05326	TCONS_00048089.p1
OG0003013	bflo_19393, bflo_19612	TCONS_00056297.p1, TCONS_00056301.p1, TCONS_00028450.p1, TCONS_00056300.p1, TCONS_00056296.p1
OG0003014	bflo_01493	TCONS_00018508.p1
OG0003016	bflo_14974	TCONS_00041684.p1
OG0003017	bflo_09191, bflo_09195	TCONS_00025399.p1
OG0003018	bflo_14657, bflo_17790	TCONS_00042596.p1
OG0003019	bflo_24520	TCONS_00051034.p1
OG0003019	bflo_19038	TCONS_00011573.p1
OG0003020	bflo_12891	TCONS_00052089.p1, TCONS_00052085.p1, TCONS_00052088.p1
OG0003021	bflo_25104	TCONS_00050470.p1
OG0003023	bflo_20853	TCONS_00042741.p1
OG0003024	bflo_10487	TCONS_00014173.p1
OG0003025	bflo_13188, bflo_12224	TCONS_00044903.p1
OG0003026	bflo_15640	TCONS_00014720.p1, TCONS_00015662.p1
OG0003027	bflo_01434	TCONS_00018446.p1
OG0003028	bflo_02463	TCONS_00044915.p1
OG0003029	bflo_13998	TCONS_00008363.p1
OG0003030	bflo_01465	TCONS_00055499.p1
OG0003031	bflo_20430	TCONS_00004052.p1
OG0003032	bflo_10314	TCONS_00027563.p1
OG0003033	bflo_17532	TCONS_00000889.p1
OG0003034	bflo_14512	TCONS_00042530.p1
OG0003035	bflo_08294	TCONS_00019341.p1
OG0003036	bflo_16842	TCONS_00014973.p1
OG0003037	bflo_09575	TCONS_00012033.p1
OG0003038	bflo_13256	TCONS_00039831.p1
OG0003039	bflo_06154	TCONS_00029796.p1
OG0003040	bflo_22431	TCONS_00021633.p1, TCONS_00021160.p1
OG0003041	bflo_05283	TCONS_00017725.p1, TCONS_00044813.p1
OG0003042	bflo_19071	TCONS_00054889.p1
OG0003043	bflo_14220	TCONS_00042430.p1
OG0003044	bflo_20099	TCONS_00004867.p1
OG0003045	bflo_18957	TCONS_00056867.p1
OG0003045	bflo_22134	TCONS_00021219.p1
OG0003046	bflo_11903	TCONS_00018079.p1
OG0003048	bflo_12696	TCONS_00009304.p1
OG0003049	bflo_25818	TCONS_00054626.p1, TCONS_00054702.p1
OG0003050	bflo_05626	TCONS_00029314.p1
OG0003051	bflo_22450	TCONS_00026476.p1, TCONS_00022396.p1
OG0003052	bflo_09325, bflo_26918	TCONS_00027167.p1
OG0003053	bflo_25336	TCONS_00054310.p1
OG0003054	bflo_22442	TCONS_00021522.p1
OG0003055	bflo_25637	TCONS_00054282.p1
OG0003056	bflo_18212	TCONS_00000638.p1
OG0003057	bflo_17866	TCONS_00000589.p1
OG0003058	bflo_01459	TCONS_00017801.p1
OG0003059	bflo_08502	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1
OG0003060	bflo_26348	TCONS_00053579.p1
OG0003061	bflo_10461	TCONS_00010070.p1
OG0003062	bflo_13079	TCONS_00009277.p1
OG0003063	bflo_11663	TCONS_00047299.p1
OG0003064	bflo_06964	TCONS_00032013.p2
OG0003065	bflo_19457	TCONS_00040405.p1
OG0003066	bflo_03016	TCONS_00037980.p1
OG0003067	bflo_10237	TCONS_00027360.p1
OG0003069	bflo_06497	TCONS_00022197.p1, TCONS_00022198.p1, TCONS_00036468.p1
OG0003071	bflo_14796	TCONS_00045257.p1
OG0003072	bflo_12228	TCONS_00048899.p1
OG0003074	bflo_12708	TCONS_00008081.p1
OG0003075	bflo_12501, bflo_19989, bflo_14228	TCONS_00042477.p1
OG0003077	bflo_23487	TCONS_00012670.p1
OG0003078	bflo_17438, bflo_17436, bflo_17435	TCONS_00011470.p1
OG0003079	bflo_06301	TCONS_00029793.p1
OG0003083	bflo_15813	TCONS_00016010.p1
OG0003084	bflo_14074, bflo_15209	TCONS_00042337.p1, TCONS_00042338.p1
OG0003085	bflo_22399	TCONS_00055899.p1
OG0003086	bflo_18801, bflo_19341	TCONS_00026260.p1, TCONS_00026114.p1, TCONS_00029205.p1
OG0003089	bflo_01856, bflo_20367	TCONS_00026730.p1, TCONS_00030845.p1
OG0003090	bflo_13883, bflo_22430	TCONS_00022504.p1, TCONS_00022507.p1, TCONS_00050796.p1, TCONS_00051891.p1, TCONS_00051894.p1, TCONS_00022509.p1
OG0003101	bflo_01542	TCONS_00017184.p1
OG0003103	bflo_02914, bflo_02855	TCONS_00013562.p1, TCONS_00012395.p1
OG0003104	bflo_16005	TCONS_00055183.p1, TCONS_00055155.p1
OG0003105	bflo_07269	TCONS_00028837.p1
OG0003107	bflo_12594	TCONS_00007437.p1
OG0003108	bflo_23281	TCONS_00035993.p1
OG0003110	bflo_22448	TCONS_00021811.p1
OG0003111	bflo_02071	TCONS_00053315.p1, TCONS_00053316.p1, TCONS_00053005.p1, TCONS_00053006.p1
OG0003112	bflo_08398, bflo_09454	TCONS_00030053.p1, TCONS_00030052.p1
OG0003113	bflo_01744	TCONS_00045475.p1
OG0003114	bflo_20937	TCONS_00011587.p1
OG0003115	bflo_02956	TCONS_00028290.p1
OG0003116	bflo_14734	TCONS_00043730.p1
OG0003118	bflo_00599	TCONS_00020273.p1
OG0003119	bflo_09328	TCONS_00041056.p1
OG0003120	bflo_08097	TCONS_00022866.p1, TCONS_00022865.p1, TCONS_00022605.p1
OG0003121	bflo_05128	TCONS_00028552.p1
OG0003122	bflo_17079	TCONS_00009581.p1
OG0003122	bflo_11331	TCONS_00048359.p1
OG0003124	bflo_20947	TCONS_00005423.p1
OG0003125	bflo_09377	TCONS_00039975.p1
OG0003127	bflo_16528	TCONS_00010397.p1
OG0003128	bflo_20579	TCONS_00006238.p1
OG0003129	bflo_07740	TCONS_00018005.p1
OG0003130	bflo_20145	TCONS_00006397.p1
OG0003131	bflo_20297	TCONS_00005152.p1
OG0003132	bflo_13312	TCONS_00044476.p1, TCONS_00044485.p1, TCONS_00044491.p1, TCONS_00018768.p1
OG0003133	bflo_13064	TCONS_00007944.p1
OG0003134	bflo_18233	TCONS_00008606.p1
OG0003134	bflo_22955	TCONS_00020380.p1
OG0003135	bflo_11156	TCONS_00011843.p1
OG0003136	bflo_06361	TCONS_00010930.p1
OG0003137	bflo_13210	TCONS_00007039.p1
OG0003138	bflo_18045	TCONS_00050755.p1
OG0003140	bflo_05963, bflo_05965	TCONS_00028144.p1
OG0003141	bflo_24349	TCONS_00050305.p1, TCONS_00050154.p1, TCONS_00050309.p1
OG0003142	bflo_06487	TCONS_00029198.p1
OG0003143	bflo_05643	TCONS_00028047.p1
OG0003144	bflo_18077	TCONS_00000595.p1
OG0003145	bflo_16411	TCONS_00014971.p1
OG0003146	bflo_01499	TCONS_00018409.p1, TCONS_00018423.p1
OG0003147	bflo_10687	TCONS_00026561.p1
OG0003148	bflo_12082	TCONS_00011185.p1
OG0003149	bflo_05831, bflo_05830	TCONS_00029158.p1
OG0003150	bflo_21673	TCONS_00021955.p1
OG0003152	bflo_23595	TCONS_00013455.p1
OG0003153	bflo_13277	TCONS_00007590.p1
OG0003154	bflo_15309, bflo_20484, bflo_01436	TCONS_00052774.p1, TCONS_00052813.p1
OG0003155	bflo_23835	TCONS_00014244.p1
OG0003155	bflo_23490	TCONS_00014093.p1
OG0003156	bflo_17373	TCONS_00002247.p1
OG0003156	bflo_27205	TCONS_00002246.p1
OG0003157	bflo_14340	TCONS_00043932.p1
OG0003158	bflo_02352	TCONS_00002576.p1
OG0003159	bflo_18570	TCONS_00055457.p1
OG0003160	bflo_09900	TCONS_00026054.p1
OG0003161	bflo_11644	TCONS_00011327.p1
OG0003162	bflo_06527	TCONS_00011068.p1, TCONS_00011067.p1, TCONS_00011066.p1
OG0003163	bflo_25957	TCONS_00029492.p1
OG0003164	bflo_15147	TCONS_00044053.p1
OG0003165	bflo_17531	TCONS_00002241.p1
OG0003167	bflo_20648	TCONS_00006140.p1, TCONS_00006160.p1
OG0003169	bflo_05306, bflo_26358	TCONS_00053814.p1
OG0003170	bflo_17644, bflo_08035, bflo_12979, bflo_20445, bflo_20443	TCONS_00036987.p1
OG0003170	bflo_25065, bflo_25047, bflo_24898, bflo_24899, bflo_24781, bflo_24782, bflo_24728, bflo_06752, bflo_06451	TCONS_00016034.p1
OG0003172	bflo_19337	TCONS_00004769.p1, TCONS_00057202.p1
OG0003174	bflo_15477	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1
OG0003175	bflo_02528, bflo_02529, bflo_02516	TCONS_00003127.p1
OG0003176	bflo_13138, bflo_13141, bflo_13521	TCONS_00030621.p1, TCONS_00030620.p1
OG0003177	bflo_04900	TCONS_00026401.p1
OG0003178	bflo_21644	TCONS_00012175.p1
OG0003179	bflo_07971	TCONS_00031402.p1
OG0003180	bflo_03868	TCONS_00006051.p1
OG0003181	bflo_23833	TCONS_00012251.p1
OG0003183	bflo_00612	TCONS_00020630.p1
OG0003184	bflo_07007	TCONS_00031430.p1
OG0003185	bflo_03286	TCONS_00036463.p1
OG0003187	bflo_06988	TCONS_00054634.p1
OG0003188	bflo_05779	TCONS_00027939.p1
OG0003189	bflo_17966, bflo_17711	TCONS_00001707.p1
OG0003190	bflo_26454, bflo_00272	TCONS_00000091.p1, TCONS_00047115.p1, TCONS_00047116.p1, TCONS_00038643.p1, TCONS_00038635.p1, TCONS_00044569.p1
OG0003191	bflo_02395	TCONS_00003984.p1
OG0003193	bflo_22117	TCONS_00022403.p1
OG0003194	bflo_16541	TCONS_00015839.p1
OG0003195	bflo_23682	TCONS_00012666.p1
OG0003196	bflo_23488, bflo_13878, bflo_13848	TCONS_00007011.p1
OG0003197	bflo_21320	TCONS_00021731.p1
OG0003198	bflo_15180, bflo_14134, bflo_15182, bflo_09803, bflo_09477	TCONS_00052157.p1, TCONS_00052173.p1
OG0003199	bflo_11640	TCONS_00054865.p1
OG0003200	bflo_05796	TCONS_00045357.p1
OG0003202	bflo_08512	TCONS_00030468.p1
OG0003204	bflo_14307	TCONS_00041693.p1
OG0003205	bflo_04278	TCONS_00028178.p1
OG0003206	bflo_14678, bflo_27134	TCONS_00042722.p1
OG0003207	bflo_11574	TCONS_00043267.p1, TCONS_00030185.p1
OG0003208	bflo_12238	TCONS_00048913.p1
OG0003210	bflo_16532	TCONS_00014945.p1
OG0003211	bflo_12109	TCONS_00038940.p1, TCONS_00006794.p1
OG0003212	bflo_11237, bflo_11720	TCONS_00038921.p1, TCONS_00005698.p1
OG0003213	bflo_06414	TCONS_00029459.p1
OG0003214	bflo_15011	TCONS_00056343.p1, TCONS_00056311.p1
OG0003215	bflo_23368	TCONS_00004511.p1
OG0003216	bflo_22895	TCONS_00013734.p1
OG0003217	bflo_13097, bflo_13181	TCONS_00053417.p1
OG0003218	bflo_21266	TCONS_00022948.p1
OG0003220	bflo_17426	TCONS_00000598.p1
OG0003221	bflo_01510	TCONS_00018637.p1
OG0003222	bflo_14038	TCONS_00008423.p1
OG0003223	bflo_13052	TCONS_00008858.p1
OG0003224	bflo_00958	TCONS_00019205.p1
OG0003225	bflo_08138	TCONS_00034983.p1
OG0003226	bflo_03250	TCONS_00037381.p1
OG0003227	bflo_09183	TCONS_00026520.p1
OG0003228	bflo_11373	TCONS_00010782.p1
OG0003229	bflo_14282	TCONS_00054940.p1
OG0003230	bflo_10210	TCONS_00027696.p1
OG0003231	bflo_05723	TCONS_00045218.p1
OG0003232	bflo_13766	TCONS_00011416.p1
OG0003234	bflo_14580, bflo_14579	TCONS_00043599.p1
OG0003235	bflo_14854	TCONS_00049408.p1
OG0003236	bflo_16680	TCONS_00019350.p1
OG0003236	bflo_27409, bflo_22679	TCONS_00013892.p1
OG0003238	bflo_07377	TCONS_00019863.p1
OG0003239	bflo_09028	TCONS_00029442.p1
OG0003250	bflo_01703	TCONS_00046236.p1
OG0003251	bflo_12651	TCONS_00007188.p1
OG0003252	bflo_14795	TCONS_00003543.p1
OG0003253	bflo_01277	TCONS_00029368.p1
OG0003254	bflo_05940	TCONS_00010837.p1
OG0003255	bflo_08217	TCONS_00020100.p1
OG0003257	bflo_05917	TCONS_00010798.p1
OG0003257	bflo_05925	TCONS_00010797.p1
OG0003258	bflo_24354	TCONS_00051629.p1
OG0003259	bflo_06895	TCONS_00030717.p1
OG0003260	bflo_25696	TCONS_00054519.p1
OG0003261	bflo_01512, bflo_00495	TCONS_00018872.p1
OG0003264	bflo_04822	TCONS_00046364.p2
OG0003265	bflo_11145	TCONS_00049250.p1
OG0003266	bflo_10178	TCONS_00041005.p1, TCONS_00040991.p1, TCONS_00040993.p1
OG0003267	bflo_26847, bflo_07095	TCONS_00031423.p1
OG0003268	bflo_13173	TCONS_00008149.p1
OG0003269	bflo_23123	TCONS_00013521.p1
OG0003270	bflo_12004	TCONS_00049296.p1
OG0003271	bflo_06460	TCONS_00029343.p1, TCONS_00028333.p1
OG0003272	bflo_14266	TCONS_00043871.p1
OG0003275	bflo_13276	TCONS_00020755.p1
OG0003276	bflo_17428	TCONS_00016002.p1, TCONS_00010557.p1
OG0003277	bflo_11010	TCONS_00049210.p1
OG0003278	bflo_11050, bflo_18953	TCONS_00010775.p1
OG0003279	bflo_14292	TCONS_00041744.p1
OG0003280	bflo_14909, bflo_01791, bflo_01241, bflo_01239	TCONS_00039790.p1, TCONS_00039792.p1
OG0003281	bflo_22362, bflo_21924, bflo_21888, bflo_22360, bflo_22359, bflo_22361, bflo_22079	TCONS_00021791.p1
OG0003282	bflo_05872	TCONS_00027650.p1
OG0003283	bflo_27041, bflo_12474	TCONS_00049262.p1
OG0003284	bflo_02462	TCONS_00002839.p1, TCONS_00002854.p1
OG0003286	bflo_23054	TCONS_00013948.p1
OG0003287	bflo_03086	TCONS_00057175.p1
OG0003288	bflo_14155	TCONS_00043817.p1
OG0003289	bflo_13357	TCONS_00044248.p1
OG0003290	bflo_07091	TCONS_00015060.p1
OG0003291	bflo_04904	TCONS_00005261.p1
OG0003292	bflo_08515	TCONS_00018846.p1
OG0003292	bflo_20540	TCONS_00005079.p1
OG0003292	bflo_19846	TCONS_00010779.p1
OG0003293	bflo_00129	TCONS_00019456.p1
OG0003294	bflo_14576	TCONS_00042669.p1
OG0003296	bflo_21081	TCONS_00006223.p1
OG0003297	bflo_22943, bflo_27414	TCONS_00013842.p1
OG0003298	bflo_15165	TCONS_00043866.p1
OG0003299	bflo_25833	TCONS_00003948.p1, TCONS_00053494.p1
OG0003301	bflo_01141	TCONS_00056136.p1
OG0003302	bflo_07345	TCONS_00030954.p1
OG0003304	bflo_25914	TCONS_00052730.p1
OG0003305	bflo_03407	TCONS_00045454.p1, TCONS_00045430.p1
OG0003306	bflo_11444, bflo_26999	TCONS_00048857.p1
OG0003307	bflo_07093	TCONS_00031062.p1
OG0003308	bflo_25159, bflo_25333	TCONS_00054644.p1, TCONS_00054628.p1
OG0003309	bflo_18723	TCONS_00018873.p1
OG0003311	bflo_01504	TCONS_00018844.p1
OG0003312	bflo_17850	TCONS_00001297.p1
OG0003313	bflo_06556	TCONS_00056204.p1, TCONS_00045546.p1
OG0003314	bflo_14212	TCONS_00042277.p1, TCONS_00042229.p1, TCONS_00042276.p1
OG0003315	bflo_26618, bflo_01077	TCONS_00017532.p1
OG0003316	bflo_24864	TCONS_00051522.p1
OG0003317	bflo_23280	TCONS_00014439.p1
OG0003318	bflo_11452	TCONS_00048242.p1
OG0003319	bflo_06319	TCONS_00046681.p1
OG0003320	bflo_10097	TCONS_00026069.p1
OG0003321	bflo_13090	TCONS_00008132.p1
