Orthogroup	BRAFL	PFLAV
OG0000107	bflo_26398	TCONS_00003644.p1
OG0000107	bflo_03338	TCONS_00036843.p3, TCONS_00005449.p1
OG0000107	bflo_03337	TCONS_00005452.p1
OG0000108	bflo_02834, bflo_17543, bflo_18071, bflo_18068, bflo_26256	TCONS_00007683.p1, TCONS_00007682.p1
OG0000108	bflo_18310, bflo_21663	TCONS_00020692.p1, TCONS_00014258.p1
OG0000109	bflo_25289	TCONS_00028712.p1
OG0000110	bflo_24970, bflo_24083, bflo_09015, bflo_26087	TCONS_00049057.p1, TCONS_00049040.p1, TCONS_00049039.p1, TCONS_00049056.p1, TCONS_00048547.p1, TCONS_00006425.p1, TCONS_00049058.p1, TCONS_00049041.p1, TCONS_00014571.p1
OG0000110	bflo_23445, bflo_05644	TCONS_00010334.p1
OG0000110	bflo_25083, bflo_24963	TCONS_00011731.p1
OG0000111	bflo_23465, bflo_23571, bflo_23573	TCONS_00028433.p1, TCONS_00028771.p1, TCONS_00029470.p1, TCONS_00028618.p1, TCONS_00029648.p1, TCONS_00001854.p1, TCONS_00029493.p1, TCONS_00029608.p1, TCONS_00053207.p1, TCONS_00029495.p1, TCONS_00026846.p1, TCONS_00028551.p1, TCONS_00028550.p1, TCONS_00027405.p1
OG0000111	bflo_20710, bflo_08602, bflo_05768, bflo_25968, bflo_26203, bflo_01089, bflo_06150, bflo_06575, bflo_18443, bflo_07865, bflo_25866, bflo_23409, bflo_23905, bflo_22622, bflo_13544, bflo_21580, bflo_07025, bflo_01278, bflo_13984	TCONS_00013097.p1, TCONS_00013688.p1
OG0000112	bflo_17383	TCONS_00033500.p1
OG0000112	bflo_26712, bflo_17118	TCONS_00056787.p1, TCONS_00055648.p1, TCONS_00030650.p1, TCONS_00029947.p1, TCONS_00056783.p1, TCONS_00056788.p1, TCONS_00031816.p1, TCONS_00032475.p1
OG0000112	bflo_22626, bflo_23508, bflo_22625, bflo_23530	TCONS_00017304.p1, TCONS_00017303.p1, TCONS_00048983.p1, TCONS_00033035.p1, TCONS_00033033.p1, TCONS_00033032.p1, TCONS_00033034.p1
OG0000112	bflo_00298, bflo_22186, bflo_17628, bflo_04926, bflo_17557, bflo_17560, bflo_17559, bflo_17558, bflo_17555, bflo_17384, bflo_08823, bflo_09155, bflo_08826, bflo_09583, bflo_06862, bflo_06865, bflo_06327, bflo_11900, bflo_18366, bflo_18367, bflo_17305, bflo_18244, bflo_17306, bflo_17304, bflo_18035, bflo_17303, bflo_17301, bflo_15715, bflo_17302, bflo_17300	TCONS_00051140.p1, TCONS_00028735.p1
OG0000113	bflo_25033, bflo_24791	TCONS_00027143.p1, TCONS_00027140.p1, TCONS_00027144.p1, TCONS_00027142.p1, TCONS_00027145.p1
OG0000113	bflo_00623	TCONS_00054086.p1, TCONS_00054095.p1
OG0000113	bflo_03827, bflo_03944, bflo_03952, bflo_03218, bflo_03217, bflo_01136, bflo_03958, bflo_03967	TCONS_00052707.p1
OG0000113	bflo_13900, bflo_13882, bflo_00036	TCONS_00039497.p1, TCONS_00047521.p1, TCONS_00047520.p1, TCONS_00055054.p1, TCONS_00027606.p1, TCONS_00027607.p1
OG0000113	bflo_24516, bflo_04504, bflo_07619	TCONS_00036236.p1, TCONS_00036235.p1, TCONS_00029210.p1, TCONS_00036233.p1
OG0000114	bflo_16447, bflo_20688, bflo_23618, bflo_04836, bflo_00471, bflo_24385, bflo_07559	TCONS_00052106.p1, TCONS_00052119.p1, TCONS_00052126.p1, TCONS_00052128.p1, TCONS_00052122.p1, TCONS_00052108.p1, TCONS_00052127.p1, TCONS_00052120.p1, TCONS_00052107.p1, TCONS_00052118.p1, TCONS_00052105.p1, TCONS_00051213.p1, TCONS_00051211.p1
OG0000115	bflo_23614	TCONS_00013255.p1
OG0000115	bflo_01928, bflo_19598, bflo_09066	TCONS_00011509.p1, TCONS_00011501.p1, TCONS_00003694.p1, TCONS_00011474.p1, TCONS_00035074.p1, TCONS_00035341.p1, TCONS_00016926.p1
OG0000115	bflo_23586, bflo_23502	TCONS_00014552.p1
OG0000115	bflo_21498, bflo_21499	TCONS_00014896.p1
OG0000115	bflo_08766, bflo_13795, bflo_07665	TCONS_00002085.p1, TCONS_00052644.p1
OG0000115	bflo_19523	TCONS_00019340.p1
OG0000115	bflo_12948	TCONS_00007634.p1, TCONS_00008855.p1, TCONS_00028706.p1
OG0000116	bflo_20127, bflo_20129, bflo_18429, bflo_17359, bflo_03403	TCONS_00002625.p1, TCONS_00002621.p1, TCONS_00002632.p1, TCONS_00002641.p1, TCONS_00002633.p1, TCONS_00002636.p1, TCONS_00002639.p1, TCONS_00002634.p1, TCONS_00002628.p1, TCONS_00002637.p1, TCONS_00002638.p1, TCONS_00002543.p1, TCONS_00002622.p1, TCONS_00043231.p1, TCONS_00043230.p1, TCONS_00043228.p1, TCONS_00020815.p1, TCONS_00020818.p1
OG0000117	bflo_01696	TCONS_00045308.p1, TCONS_00004143.p1
OG0000117	bflo_23504	TCONS_00017843.p1
OG0000117	bflo_22010	TCONS_00000464.p1
OG0000118	bflo_07868, bflo_09925, bflo_26933	TCONS_00045374.p1, TCONS_00022753.p1, TCONS_00045314.p1, TCONS_00046209.p1, TCONS_00045645.p1, TCONS_00044769.p1, TCONS_00044770.p1, TCONS_00019455.p1, TCONS_00019827.p1, TCONS_00019790.p1, TCONS_00046287.p1, TCONS_00045204.p1, TCONS_00046283.p1, TCONS_00046272.p1, TCONS_00046277.p1, TCONS_00046273.p1, TCONS_00046282.p1, TCONS_00020230.p1, TCONS_00007540.p1, TCONS_00017440.p1, TCONS_00046275.p1, TCONS_00045951.p1, TCONS_00016834.p1, TCONS_00016826.p1, TCONS_00023387.p1, TCONS_00017929.p1, TCONS_00016935.p1, TCONS_00016837.p1, TCONS_00017853.p1, TCONS_00017923.p2
OG0000119	bflo_07858, bflo_19358, bflo_19300	TCONS_00056170.p1
OG0000119	bflo_19602, bflo_19603	TCONS_00056847.p1, TCONS_00056846.p1
OG0000119	bflo_18609	TCONS_00055230.p1, TCONS_00055229.p1
OG0000121	bflo_07529	TCONS_00030428.p1, TCONS_00031179.p1, TCONS_00030430.p1, TCONS_00030914.p1
OG0000121	bflo_11325, bflo_07518	TCONS_00003458.p1, TCONS_00030849.p1, TCONS_00030592.p1, TCONS_00007080.p1
OG0000121	bflo_13413	TCONS_00031448.p1, TCONS_00030576.p1, TCONS_00031449.p1
OG0000121	bflo_24584	TCONS_00050263.p1
OG0000121	bflo_25107	TCONS_00016937.p1, TCONS_00017994.p2
OG0000121	bflo_02806	TCONS_00003089.p1, TCONS_00003087.p1
OG0000122	bflo_02060, bflo_02098, bflo_02745	TCONS_00002660.p1
OG0000123	bflo_10734	TCONS_00027086.p1
OG0000123	bflo_10706	TCONS_00027685.p1
OG0000123	bflo_10752	TCONS_00025956.p1
OG0000123	bflo_10627	TCONS_00021896.p1, TCONS_00020876.p1, TCONS_00027090.p1, TCONS_00026280.p1
OG0000124	bflo_12150, bflo_12152, bflo_22917	TCONS_00012573.p1
OG0000124	bflo_00313	TCONS_00020297.p1
OG0000124	bflo_01845	TCONS_00051755.p1
OG0000124	bflo_10478	TCONS_00010577.p1
OG0000125	bflo_02406	TCONS_00003991.p1
OG0000125	bflo_02146	TCONS_00002941.p1, TCONS_00002946.p1, TCONS_00002944.p1
OG0000125	bflo_02145	TCONS_00002702.p1
OG0000125	bflo_04110	TCONS_00036467.p1
OG0000126	bflo_21252	TCONS_00021629.p1
OG0000126	bflo_14089	TCONS_00044227.p1
OG0000126	bflo_04718	TCONS_00027983.p1
OG0000127	bflo_21614	TCONS_00021994.p1
OG0000127	bflo_21827	TCONS_00021998.p1
OG0000127	bflo_05798	TCONS_00045275.p1
OG0000127	bflo_06367	TCONS_00045354.p1
OG0000127	bflo_23284	TCONS_00013871.p1
OG0000128	bflo_10688	TCONS_00011543.p1, TCONS_00011542.p1, TCONS_00010148.p1, TCONS_00010154.p1, TCONS_00010149.p1, TCONS_00010152.p1, TCONS_00010153.p1, TCONS_00010155.p1, TCONS_00011487.p1
OG0000129	bflo_20410	TCONS_00006415.p1, TCONS_00006414.p1, TCONS_00005150.p1
OG0000129	bflo_24123	TCONS_00010095.p1
OG0000129	bflo_21811	TCONS_00021318.p1
OG0000130	bflo_09285, bflo_18165, bflo_10954	TCONS_00008545.p1
OG0000130	bflo_04953	TCONS_00035871.p1, TCONS_00041245.p1
OG0000130	bflo_13796, bflo_14046, bflo_05612, bflo_10836	TCONS_00005000.p1
OG0000130	bflo_24424	TCONS_00010243.p1, TCONS_00011632.p1
OG0000130	bflo_08589, bflo_24777	TCONS_00026286.p1, TCONS_00030125.p1
OG0000131	bflo_09427	TCONS_00017719.p1, TCONS_00017718.p1, TCONS_00018860.p1, TCONS_00000480.p1
OG0000131	bflo_01839, bflo_16008, bflo_14604, bflo_00845, bflo_18988, bflo_19783, bflo_18990, bflo_01846, bflo_05434	TCONS_00044269.p1, TCONS_00044271.p1
OG0000132	bflo_17456, bflo_25589, bflo_26376, bflo_25953, bflo_25590, bflo_25949, bflo_26371, bflo_26369, bflo_26372, bflo_00097, bflo_26373, bflo_26370, bflo_01753, bflo_26374, bflo_03326, bflo_03327, bflo_20394, bflo_21602, bflo_21603, bflo_03325, bflo_23200, bflo_23203, bflo_23205, bflo_23199, bflo_23202	TCONS_00012352.p1, TCONS_00043358.p1
OG0000132	bflo_23438	TCONS_00012797.p1, TCONS_00012805.p1
OG0000133	bflo_10152, bflo_17277, bflo_17275, bflo_09185	TCONS_00054945.p1, TCONS_00050402.p1, TCONS_00050401.p1, TCONS_00054944.p1
OG0000134	bflo_23108	TCONS_00023106.p1, TCONS_00041905.p1, TCONS_00029787.p1, TCONS_00012460.p1, TCONS_00011765.p1, TCONS_00004014.p1, TCONS_00037170.p1, TCONS_00041412.p1
OG0000135	bflo_24884, bflo_07161, bflo_07162, bflo_16474	TCONS_00008330.p1, TCONS_00036165.p1, TCONS_00045055.p1, TCONS_00045135.p1, TCONS_00045134.p1, TCONS_00045133.p1, TCONS_00056264.p1, TCONS_00056263.p1, TCONS_00056262.p1, TCONS_00055078.p1, TCONS_00056265.p1, TCONS_00045138.p1, TCONS_00044968.p1, TCONS_00045980.p1, TCONS_00044882.p1, TCONS_00044862.p1, TCONS_00037507.p1, TCONS_00037023.p1, TCONS_00033814.p1
OG0000135	bflo_24030	TCONS_00053373.p1, TCONS_00046525.p1
OG0000135	bflo_23758	TCONS_00049786.p1, TCONS_00049784.p1
OG0000136	bflo_12160, bflo_26069, bflo_25826, bflo_18249, bflo_18250, bflo_11254, bflo_11724, bflo_18260, bflo_18171, bflo_18251, bflo_17636, bflo_03189, bflo_18252	TCONS_00030736.p1, TCONS_00029864.p1, TCONS_00030733.p1, TCONS_00029866.p1, TCONS_00029264.p1, TCONS_00007251.p1, TCONS_00007256.p1, TCONS_00007907.p1, TCONS_00007905.p1, TCONS_00007247.p1, TCONS_00007259.p1, TCONS_00046323.p1, TCONS_00046320.p1, TCONS_00046322.p1, TCONS_00045305.p1, TCONS_00046329.p1, TCONS_00046331.p1, TCONS_00045310.p1, TCONS_00045311.p1, TCONS_00045306.p1, TCONS_00045303.p1, TCONS_00045307.p1, TCONS_00046328.p1, TCONS_00046333.p1, TCONS_00045312.p1, TCONS_00045304.p1, TCONS_00025364.p1, TCONS_00046332.p1, TCONS_00007147.p1, TCONS_00031684.p1, TCONS_00032648.p1, TCONS_00002734.p1, TCONS_00002739.p1, TCONS_00002737.p1, TCONS_00002740.p1, TCONS_00002735.p1, TCONS_00002741.p1, TCONS_00030212.p1
OG0000137	bflo_09259, bflo_06365	TCONS_00046377.p1, TCONS_00046380.p1, TCONS_00046378.p1
OG0000137	bflo_15519, bflo_14495, bflo_03009, bflo_18504, bflo_17184, bflo_22195	TCONS_00001295.p1, TCONS_00048914.p1, TCONS_00045334.p1, TCONS_00008615.p1, TCONS_00007898.p1, TCONS_00008611.p1, TCONS_00046391.p1, TCONS_00046390.p1
OG0000137	bflo_08835, bflo_10584	TCONS_00026076.p1, TCONS_00027698.p1
OG0000137	bflo_17627, bflo_17554, bflo_17629, bflo_17769	TCONS_00000131.p1, TCONS_00023555.p1, TCONS_00023592.p1, TCONS_00023593.p1
OG0000138	bflo_03846	TCONS_00055171.p1
OG0000138	bflo_18441, bflo_26543, bflo_03057, bflo_10895, bflo_15130, bflo_17867	TCONS_00010147.p1, TCONS_00034638.p1, TCONS_00035411.p1, TCONS_00003531.p1, TCONS_00025225.p1
OG0000138	bflo_08630, bflo_06142, bflo_00254, bflo_01193, bflo_23725, bflo_19047, bflo_07752	TCONS_00031996.p1
OG0000139	bflo_11679	TCONS_00035579.p1, TCONS_00035646.p1
OG0000140	bflo_05213, bflo_19550	TCONS_00007622.p1, TCONS_00049096.p1
OG0000140	bflo_05861, bflo_27273, bflo_18707	TCONS_00017076.p1, TCONS_00017281.p1, TCONS_00017283.p1, TCONS_00017274.p1, TCONS_00016946.p1
OG0000141	bflo_05698, bflo_23741	TCONS_00028196.p1, TCONS_00028023.p1, TCONS_00028024.p1, TCONS_00028025.p1, TCONS_00052231.p1, TCONS_00028026.p1, TCONS_00029045.p1, TCONS_00044864.p1, TCONS_00044863.p1, TCONS_00029095.p1, TCONS_00029096.p1, TCONS_00028916.p1, TCONS_00029093.p1, TCONS_00048445.p1, TCONS_00034821.p1, TCONS_00034712.p1, TCONS_00048444.p1, TCONS_00048446.p1, TCONS_00049738.p1, TCONS_00049736.p1, TCONS_00049737.p1, TCONS_00048447.p1
OG0000141	bflo_09702, bflo_21882, bflo_22082	TCONS_00036126.p1, TCONS_00037292.p1, TCONS_00036124.p1, TCONS_00036110.p1
OG0000141	bflo_12983	TCONS_00013964.p1, TCONS_00007967.p1
OG0000142	bflo_03118	TCONS_00044174.p1
OG0000142	bflo_25749, bflo_08776	TCONS_00044171.p1
OG0000144	bflo_24763	TCONS_00050099.p1
OG0000145	bflo_15644	TCONS_00031878.p1, TCONS_00014242.p1, TCONS_00055069.p1, TCONS_00001022.p1
OG0000145	bflo_15672, bflo_15671	TCONS_00024839.p1
OG0000146	bflo_17221	TCONS_00046353.p1
OG0000147	bflo_24794	TCONS_00050037.p1
OG0000147	bflo_01706	TCONS_00016785.p1
OG0000147	bflo_26820, bflo_06307	TCONS_00014779.p1
OG0000147	bflo_09430	TCONS_00002531.p1
OG0000148	bflo_10991	TCONS_00049717.p1
OG0000148	bflo_17467, bflo_17466	TCONS_00049713.p1
OG0000149	bflo_07000	TCONS_00032530.p1
OG0000149	bflo_07018	TCONS_00032533.p1
OG0000149	bflo_07764, bflo_07398, bflo_13976, bflo_13431, bflo_02277	TCONS_00001855.p1, TCONS_00001516.p1
OG0000149	bflo_07834	TCONS_00029992.p1, TCONS_00029991.p1
OG0000151	bflo_05140, bflo_15697	TCONS_00016209.p1
OG0000151	bflo_16432	TCONS_00015057.p1
OG0000151	bflo_26440	TCONS_00019282.p1
OG0000151	bflo_16242	TCONS_00015033.p1
OG0000153	bflo_13548, bflo_13549	TCONS_00025737.p1, TCONS_00013961.p1, TCONS_00013962.p1, TCONS_00004175.p1
OG0000154	bflo_19167, bflo_21854	TCONS_00044918.p1
OG0000154	bflo_11653	TCONS_00053669.p1, TCONS_00053668.p1, TCONS_00053624.p1, TCONS_00051508.p1, TCONS_00051510.p1, TCONS_00051509.p2
OG0000154	bflo_17422	TCONS_00001016.p1
OG0000156	bflo_27118	TCONS_00000862.p1
OG0000157	bflo_23373	TCONS_00012571.p1
OG0000157	bflo_10928, bflo_12452	TCONS_00048916.p1
OG0000158	bflo_05936	TCONS_00046407.p1
OG0000158	bflo_15817	TCONS_00015575.p1
OG0000159	bflo_01737	TCONS_00017948.p1
OG0000159	bflo_18341	TCONS_00001141.p1
OG0000159	bflo_18486	TCONS_00014999.p1
OG0000159	bflo_10462, bflo_08858	TCONS_00052198.p1
OG0000160	bflo_01705	TCONS_00030030.p1, TCONS_00030031.p1, TCONS_00030037.p1, TCONS_00030036.p1, TCONS_00018408.p1, TCONS_00018422.p1, TCONS_00018553.p1
OG0000160	bflo_19837, bflo_19835, bflo_19840, bflo_22050, bflo_20492, bflo_19926, bflo_19836, bflo_19925, bflo_01559	TCONS_00029348.p1, TCONS_00004928.p1
OG0000162	bflo_04273	TCONS_00028170.p1
OG0000163	bflo_22675, bflo_22678, bflo_22689	TCONS_00013883.p1, TCONS_00012644.p1
OG0000163	bflo_14028	TCONS_00008724.p1
OG0000163	bflo_00524	TCONS_00019995.p1, TCONS_00019992.p1
OG0000164	bflo_01014, bflo_21116, bflo_05174, bflo_00764, bflo_00763, bflo_00454, bflo_00455, bflo_00765, bflo_20441, bflo_18014, bflo_23036	TCONS_00029061.p1, TCONS_00029304.p1, TCONS_00029305.p1, TCONS_00028530.p1, TCONS_00028531.p1, TCONS_00029699.p1, TCONS_00029060.p1
OG0000164	bflo_06018	TCONS_00023443.p1, TCONS_00023476.p1
OG0000164	bflo_25625	TCONS_00028348.p1
OG0000165	bflo_10979, bflo_10842, bflo_10750, bflo_15057	TCONS_00043320.p1, TCONS_00043572.p1, TCONS_00034846.p1, TCONS_00042203.p1, TCONS_00042202.p1, TCONS_00042204.p1, TCONS_00043403.p1
OG0000166	bflo_20238	TCONS_00044259.p1, TCONS_00007893.p1
OG0000166	bflo_02524	TCONS_00036260.p1, TCONS_00017060.p1, TCONS_00035927.p1
OG0000167	bflo_06634	TCONS_00046658.p1
OG0000168	bflo_03282	TCONS_00038071.p1, TCONS_00006904.p1, TCONS_00006931.p1, TCONS_00006681.p1, TCONS_00006709.p1, TCONS_00006708.p1
OG0000168	bflo_25648, bflo_06549, bflo_06560	TCONS_00053064.p1, TCONS_00053107.p1, TCONS_00054243.p1
OG0000169	bflo_04857	TCONS_00055516.p1
OG0000169	bflo_04863	TCONS_00043549.p1
OG0000171	bflo_20611	TCONS_00004994.p1
OG0000171	bflo_20254	TCONS_00003980.p1, TCONS_00003979.p1, TCONS_00003982.p1, TCONS_00003978.p1, TCONS_00003981.p1, TCONS_00003983.p1
OG0000171	bflo_09581, bflo_14570, bflo_10289, bflo_09991, bflo_03045, bflo_02518, bflo_17344	TCONS_00008416.p1
OG0000171	bflo_07453	TCONS_00030867.p1
OG0000172	bflo_18069, bflo_22959	TCONS_00008117.p1, TCONS_00050580.p1, TCONS_00050577.p1, TCONS_00050572.p1, TCONS_00050578.p1, TCONS_00050687.p1
OG0000172	bflo_05089, bflo_03445, bflo_11669, bflo_25279	TCONS_00023066.p1, TCONS_00023061.p1, TCONS_00023098.p1, TCONS_00023099.p1, TCONS_00023063.p1, TCONS_00023102.p1, TCONS_00023065.p1, TCONS_00023100.p1, TCONS_00023068.p1, TCONS_00009964.p1, TCONS_00009965.p1, TCONS_00009961.p1, TCONS_00009963.p1
OG0000173	bflo_05379	TCONS_00050114.p1
OG0000174	bflo_06008, bflo_06009	TCONS_00031729.p1, TCONS_00031730.p1, TCONS_00031733.p1, TCONS_00055107.p1
OG0000174	bflo_00753, bflo_12996, bflo_07672	TCONS_00049340.p1, TCONS_00055928.p1, TCONS_00007699.p1, TCONS_00009494.p1, TCONS_00020943.p1, TCONS_00057228.p1, TCONS_00057227.p1
OG0000175	bflo_23016, bflo_27417, bflo_07263	TCONS_00017269.p1, TCONS_00017270.p1
OG0000175	bflo_01467	TCONS_00001217.p1, TCONS_00002337.p1, TCONS_00042595.p1, TCONS_00018779.p1, TCONS_00045899.p1, TCONS_00017752.p1, TCONS_00045898.p1, TCONS_00018778.p1, TCONS_00018813.p1, TCONS_00005844.p1, TCONS_00017737.p1, TCONS_00044823.p1, TCONS_00005845.p1, TCONS_00018812.p1
OG0000175	bflo_13246, bflo_27066, bflo_13038	TCONS_00013340.p1
OG0000178	bflo_23883, bflo_00317, bflo_23768	TCONS_00003215.p1, TCONS_00003331.p1
OG0000179	bflo_08207, bflo_09019, bflo_09021	TCONS_00030795.p1
OG0000179	bflo_14243	TCONS_00043115.p1
OG0000179	bflo_00377	TCONS_00019355.p1
OG0000180	bflo_24758	TCONS_00050794.p1, TCONS_00051385.p1, TCONS_00051384.p1
OG0000180	bflo_24613	TCONS_00039068.p1, TCONS_00051724.p1
OG0000181	bflo_18642	TCONS_00055710.p1
OG0000181	bflo_10985	TCONS_00049665.p1
OG0000181	bflo_08690	TCONS_00025678.p1
OG0000181	bflo_05297	TCONS_00054994.p1
OG0000182	bflo_04306, bflo_01747	TCONS_00038244.p1
OG0000182	bflo_11472, bflo_21935, bflo_02087, bflo_23800, bflo_11473	TCONS_00023071.p1, TCONS_00044403.p1
OG0000182	bflo_09048	TCONS_00042928.p1, TCONS_00006774.p1, TCONS_00020974.p1, TCONS_00053854.p1, TCONS_00053025.p1, TCONS_00021972.p1, TCONS_00056571.p1, TCONS_00056570.p1, TCONS_00014603.p1, TCONS_00005672.p1, TCONS_00054160.p1, TCONS_00047013.p1
OG0000183	bflo_07655	TCONS_00017266.p1
OG0000183	bflo_23164	TCONS_00039887.p1, TCONS_00040865.p1
OG0000183	bflo_10143	TCONS_00040868.p1
OG0000184	bflo_15969, bflo_06750, bflo_08130, bflo_01334, bflo_23258, bflo_06936	TCONS_00016286.p1
OG0000184	bflo_00050, bflo_00051, bflo_04054, bflo_15781	TCONS_00016263.p1, TCONS_00016258.p1, TCONS_00016260.p1, TCONS_00016230.p1, TCONS_00016234.p1, TCONS_00016229.p1, TCONS_00016266.p1, TCONS_00040794.p1, TCONS_00016262.p1
OG0000185	bflo_19737	TCONS_00056723.p1
OG0000185	bflo_12811	TCONS_00008087.p1
OG0000185	bflo_01505	TCONS_00017446.p1
OG0000186	bflo_02812	TCONS_00021412.p1, TCONS_00045212.p1, TCONS_00046299.p1
OG0000186	bflo_00080	TCONS_00021409.p1
OG0000186	bflo_22026	TCONS_00021428.p1
OG0000186	bflo_22016	TCONS_00021414.p1
OG0000186	bflo_27377	TCONS_00021410.p1
OG0000187	bflo_02670	TCONS_00014049.p1, TCONS_00018739.p1, TCONS_00011379.p1, TCONS_00033086.p1, TCONS_00033092.p1, TCONS_00003416.p1, TCONS_00005865.p1, TCONS_00018715.p1, TCONS_00045691.p1, TCONS_00041473.p1, TCONS_00012865.p1, TCONS_00022970.p1, TCONS_00032414.p1, TCONS_00055145.p1, TCONS_00055135.p1, TCONS_00036035.p1, TCONS_00035821.p1, TCONS_00032782.p1
OG0000187	bflo_18885, bflo_20942, bflo_27061	TCONS_00045441.p1, TCONS_00016925.p1, TCONS_00048117.p1, TCONS_00053015.p1, TCONS_00024116.p1
OG0000188	bflo_20744, bflo_06094, bflo_04940	TCONS_00008971.p1, TCONS_00007865.p1
OG0000188	bflo_22343, bflo_22341, bflo_02236, bflo_20684, bflo_20685	TCONS_00013555.p1
OG0000188	bflo_06892	TCONS_00031463.p1
OG0000188	bflo_22344	TCONS_00022870.p1
OG0000190	bflo_10472, bflo_10479, bflo_10500, bflo_08914	TCONS_00041581.p1
OG0000190	bflo_26696, bflo_17661, bflo_15879	TCONS_00042939.p1, TCONS_00041583.p1, TCONS_00013486.p1
OG0000191	bflo_15169, bflo_16414	TCONS_00008043.p1, TCONS_00008037.p1, TCONS_00008040.p1
OG0000192	bflo_25238	TCONS_00053851.p1, TCONS_00052839.p1
OG0000192	bflo_15818	TCONS_00016580.p1
OG0000192	bflo_12888	TCONS_00051737.p1
OG0000192	bflo_22744	TCONS_00014353.p1
OG0000193	bflo_20086, bflo_20903	TCONS_00009428.p1
OG0000194	bflo_21202, bflo_21234, bflo_21437, bflo_25298, bflo_22596, bflo_13875, bflo_04521, bflo_09655, bflo_21442, bflo_16208, bflo_22482, bflo_21915, bflo_13415	TCONS_00021113.p1, TCONS_00021115.p1, TCONS_00021112.p1, TCONS_00021105.p1, TCONS_00022746.p1, TCONS_00054475.p1, TCONS_00054473.p1, TCONS_00054478.p1, TCONS_00054479.p1, TCONS_00022202.p1
OG0000195	bflo_12247, bflo_11387, bflo_11071	TCONS_00022853.p1
OG0000195	bflo_22055	TCONS_00022924.p1, TCONS_00022472.p1
OG0000195	bflo_06670, bflo_06671, bflo_06263, bflo_21166	TCONS_00050953.p1, TCONS_00052055.p1, TCONS_00051871.p1, TCONS_00052104.p1, TCONS_00052117.p1, TCONS_00051714.p1
OG0000196	bflo_03206, bflo_20354	TCONS_00035622.p1, TCONS_00054821.p1
OG0000197	bflo_01742, bflo_01741	TCONS_00010170.p1, TCONS_00011564.p1, TCONS_00010172.p1
OG0000197	bflo_01474, bflo_01054, bflo_01476, bflo_01475, bflo_01477, bflo_21550	TCONS_00011623.p1, TCONS_00010171.p1, TCONS_00008007.p1
OG0000197	bflo_08557, bflo_01547	TCONS_00028133.p1
OG0000198	bflo_08052, bflo_08054, bflo_04426, bflo_08949, bflo_19199, bflo_19299	TCONS_00038075.p1, TCONS_00036869.p1, TCONS_00037371.p1, TCONS_00036867.p1, TCONS_00025300.p1, TCONS_00036883.p1, TCONS_00019064.p1, TCONS_00019951.p1, TCONS_00019952.p1, TCONS_00037793.p1, TCONS_00037807.p1, TCONS_00037809.p1, TCONS_00036237.p1
OG0000200	bflo_21843, bflo_00078	TCONS_00022565.p1, TCONS_00043876.p1, TCONS_00043877.p1, TCONS_00043881.p1, TCONS_00043878.p1
OG0000200	bflo_15720, bflo_15718, bflo_16879	TCONS_00021598.p1
OG0000201	bflo_22807	TCONS_00014165.p1
OG0000201	bflo_21108	TCONS_00006002.p1
OG0000202	bflo_18746, bflo_27275	TCONS_00056826.p1
OG0000203	bflo_01170	TCONS_00018009.p1
OG0000203	bflo_25089, bflo_24339, bflo_24029, bflo_24028, bflo_24027, bflo_25088, bflo_24026	TCONS_00051437.p1
OG0000204	bflo_24561	TCONS_00051137.p1
OG0000204	bflo_03064	TCONS_00038184.p1
OG0000205	bflo_23189	TCONS_00011551.p1
OG0000205	bflo_02483	TCONS_00002780.p1, TCONS_00057261.p1
OG0000205	bflo_18880	TCONS_00057258.p1
OG0000206	bflo_21996, bflo_17131, bflo_17130, bflo_17126, bflo_17646, bflo_04826, bflo_17874, bflo_17873, bflo_17835, bflo_18025, bflo_17831, bflo_00759, bflo_00605, bflo_05493, bflo_06036, bflo_06056, bflo_24714, bflo_19028, bflo_18842, bflo_18741, bflo_15124, bflo_01378, bflo_21473, bflo_01694, bflo_01662, bflo_01664, bflo_01663, bflo_22538	TCONS_00050457.p1
OG0000206	bflo_12054, bflo_11328, bflo_02019, bflo_11293, bflo_06425, bflo_06657	TCONS_00028561.p1, TCONS_00028562.p1, TCONS_00028563.p1
OG0000207	bflo_13202	TCONS_00008213.p1
OG0000208	bflo_20477, bflo_20154, bflo_20476	TCONS_00006493.p1, TCONS_00006492.p1, TCONS_00006491.p1
OG0000209	bflo_27279	TCONS_00019080.p1
OG0000209	bflo_26713	TCONS_00001370.p1
OG0000210	bflo_26146	TCONS_00052900.p1
OG0000210	bflo_25770	TCONS_00007048.p1, TCONS_00020940.p1
OG0000210	bflo_08497	TCONS_00020245.p1
OG0000210	bflo_26177, bflo_25940	TCONS_00053131.p1, TCONS_00054221.p2, TCONS_00053130.p1, TCONS_00052628.p1
OG0000210	bflo_12303	TCONS_00054361.p1
OG0000210	bflo_22179	TCONS_00021209.p1
OG0000211	bflo_12798	TCONS_00040533.p1
OG0000211	bflo_18019, bflo_09637	TCONS_00000780.p1
OG0000211	bflo_14216	TCONS_00010951.p1
OG0000211	bflo_06051	TCONS_00028192.p1
OG0000211	bflo_25629	TCONS_00028766.p1
OG0000211	bflo_06787	TCONS_00029746.p1
OG0000213	bflo_24585, bflo_27467	TCONS_00054983.p1, TCONS_00016397.p1, TCONS_00019189.p1, TCONS_00023020.p1, TCONS_00023031.p1, TCONS_00019187.p1
