Orthogroup	BRAFL	HUMAN
OG0006662	bflo_01575	HUMAN05526
OG0006663	bflo_14425	HUMAN18303
OG0006664	bflo_15928	HUMAN23221
OG0006666	bflo_09187	HUMAN28875
OG0006668	bflo_14166	HUMAN17409
OG0006669	bflo_25294	HUMAN23253
OG0006670	bflo_16533	HUMAN02070, HUMAN02071
OG0006672	bflo_13866	HUMAN00506
OG0006673	bflo_02561	HUMAN18662, HUMAN18663
OG0006675	bflo_10555	HUMAN27406, HUMAN27405
OG0006677	bflo_23397	HUMAN16360, HUMAN16361
OG0006678	bflo_23848	HUMAN13325, HUMAN13324
OG0006680	bflo_09207	HUMAN18867
OG0006681	bflo_19242	HUMAN27423, HUMAN27424
OG0006683	bflo_24698	HUMAN00125
OG0006684	bflo_11878	HUMAN26898, HUMAN26899, HUMAN26900
OG0006685	bflo_06808	HUMAN16707, HUMAN13839, HUMAN13838
OG0006686	bflo_17040	HUMAN29261
OG0006687	bflo_17541	HUMAN00731, HUMAN00732
OG0006688	bflo_13298	HUMAN07994
OG0006689	bflo_02432	HUMAN09931
OG0006690	bflo_11580	HUMAN01353
OG0006691	bflo_19257	HUMAN12920, HUMAN12921
OG0006692	bflo_02897	HUMAN12863, HUMAN12864
OG0006693	bflo_07011	HUMAN22772, HUMAN22771, HUMAN22773
OG0006694	bflo_18353	HUMAN25673
OG0006695	bflo_14487	HUMAN05347, HUMAN05346
OG0006697	bflo_09979	HUMAN03758
OG0006698	bflo_12723	HUMAN28004
OG0006699	bflo_20072	HUMAN07333
OG0006700	bflo_21306, bflo_27375	HUMAN18335
OG0006702	bflo_01001	HUMAN00468
OG0006703	bflo_01171	HUMAN27810
OG0006704	bflo_20746	HUMAN01256
OG0006705	bflo_24434	HUMAN21830, HUMAN21831
OG0006706	bflo_16963	HUMAN01180
OG0006707	bflo_16382	HUMAN20459, HUMAN20457, HUMAN20458
OG0006708	bflo_15553	HUMAN28636, HUMAN28634, HUMAN28635
OG0006709	bflo_19084	HUMAN17846
OG0006710	bflo_05942	HUMAN28677
OG0006711	bflo_17546	HUMAN21244
OG0006712	bflo_12812, bflo_12813	HUMAN19027
OG0006713	bflo_15567	HUMAN08608
OG0006714	bflo_09041	HUMAN24242, HUMAN24241
OG0006715	bflo_11134	HUMAN28884, HUMAN28887, HUMAN29933
OG0006716	bflo_23946	HUMAN28602, HUMAN28603, HUMAN28601
OG0006717	bflo_18859	HUMAN04735
OG0006718	bflo_10197	HUMAN03526
OG0006719	bflo_22960	HUMAN12021
OG0006720	bflo_14691	HUMAN29778
OG0006721	bflo_06291	HUMAN15069, HUMAN15065
OG0006722	bflo_25547	HUMAN10116
OG0006723	bflo_24515	HUMAN01452
OG0006725	bflo_11101	HUMAN20956
OG0006726	bflo_05430	HUMAN25679
OG0006727	bflo_00991	HUMAN25384
OG0006728	bflo_04467	HUMAN13864, HUMAN13865
OG0006729	bflo_26172	HUMAN23307
OG0006730	bflo_03962	HUMAN01413
OG0006731	bflo_11375	HUMAN15325
OG0006732	bflo_00438	HUMAN17586
OG0006733	bflo_12538	HUMAN04919
OG0006734	bflo_16972	HUMAN25074
OG0006735	bflo_07008	HUMAN06599
OG0006736	bflo_13100	HUMAN20713
OG0006737	bflo_14048	HUMAN10669
OG0006738	bflo_18621	HUMAN17555, HUMAN17554
OG0006739	bflo_08902	HUMAN28943
OG0006739	bflo_08901	HUMAN28944
OG0006740	bflo_17055	HUMAN08565, HUMAN08564, HUMAN08563
OG0006741	bflo_11667	HUMAN20918
OG0006742	bflo_14418	HUMAN30051, HUMAN22412
OG0006743	bflo_00682	HUMAN29392, HUMAN29393
OG0006743	bflo_12443	HUMAN09528
OG0006744	bflo_16482	HUMAN18493, HUMAN02331
OG0006745	bflo_21271	HUMAN21637
OG0006747	bflo_10926	HUMAN09322, HUMAN15592, HUMAN17504, HUMAN17503
OG0006748	bflo_06822	HUMAN18508, HUMAN18509, HUMAN18510, HUMAN18507, HUMAN18505
OG0006749	bflo_14082	HUMAN10255, HUMAN10254
OG0006750	bflo_01070	HUMAN16679
OG0006751	bflo_20349	HUMAN04997, HUMAN04996
OG0006752	bflo_14648	HUMAN05470
OG0006753	bflo_09892	HUMAN08651
OG0006754	bflo_13351	HUMAN28391
OG0006755	bflo_14829	HUMAN17392
OG0006756	bflo_22769	HUMAN10187, HUMAN10189, HUMAN10186, HUMAN10188
OG0006757	bflo_24956	HUMAN15606, HUMAN15607, HUMAN15605
OG0006758	bflo_00186	HUMAN20524
OG0006759	bflo_09138	HUMAN06777
OG0006761	bflo_15513, bflo_27154	HUMAN22866, HUMAN22865
OG0006762	bflo_23253	HUMAN16948
OG0006763	bflo_18843	HUMAN20641, HUMAN12652
OG0006764	bflo_11734, bflo_11479	HUMAN24101, HUMAN24102
OG0006765	bflo_12543	HUMAN11017
OG0006766	bflo_18339	HUMAN30336
OG0006768	bflo_18488	HUMAN15305
OG0006769	bflo_21934	HUMAN03966
OG0006770	bflo_03014	HUMAN09788
OG0006772	bflo_10630	HUMAN17212
OG0006774	bflo_12777	HUMAN22081, HUMAN22082, HUMAN22083
OG0006775	bflo_23577	HUMAN25975
OG0006776	bflo_18625	HUMAN12695, HUMAN12694
OG0006777	bflo_17793, bflo_19104	HUMAN15487
OG0006780	bflo_04849	HUMAN08729
OG0006784	bflo_27295	HUMAN29013
OG0006786	bflo_14516	HUMAN22933, HUMAN07752
OG0006787	bflo_00335, bflo_26553	HUMAN26093, HUMAN26094, HUMAN12889, HUMAN12890
OG0006791	bflo_10577	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238
OG0006792	bflo_15974, bflo_15976	HUMAN08508, HUMAN08509, HUMAN08510, HUMAN25745
OG0006796	bflo_09118, bflo_09119	HUMAN04215
OG0006824	bflo_12084, bflo_11904	HUMAN21478
OG0006826	bflo_15514	HUMAN23918
OG0006827	bflo_26115	HUMAN01037
OG0006828	bflo_05590	HUMAN23672
OG0006829	bflo_10123	HUMAN17262
OG0006830	bflo_20502	HUMAN12476
OG0006831	bflo_11563	HUMAN03695, HUMAN03694
OG0006832	bflo_10679	HUMAN08383
OG0006833	bflo_13923	HUMAN11220
OG0006835	bflo_18063	HUMAN05300
OG0006837	bflo_17582	HUMAN05482
OG0006838	bflo_22711	HUMAN10291
OG0006842	bflo_26032	HUMAN14862
OG0006843	bflo_05656	HUMAN28655
OG0006844	bflo_02086	HUMAN09468
OG0006845	bflo_16282	HUMAN04886
OG0006846	bflo_05424	HUMAN08740, HUMAN08738
OG0006847	bflo_20417	HUMAN19861, HUMAN19860, HUMAN19862
OG0006848	bflo_07388	HUMAN03233, HUMAN23824
OG0006849	bflo_23476	HUMAN16918
OG0006850	bflo_18002	HUMAN22747
OG0006851	bflo_08893	HUMAN03180
OG0006852	bflo_07139	HUMAN26914
OG0006856	bflo_08265	HUMAN10703, HUMAN10702, HUMAN10701
OG0006857	bflo_22461	HUMAN29744
OG0006860	bflo_13831	HUMAN11386
OG0006862	bflo_07506	HUMAN08983
OG0006863	bflo_25340, bflo_26074	HUMAN21315
OG0006864	bflo_14254	HUMAN10411
OG0006865	bflo_21505, bflo_21504	HUMAN07621
OG0006866	bflo_24867, bflo_24869, bflo_25058	HUMAN00414, HUMAN00412
OG0006867	bflo_17074	HUMAN16895
OG0006868	bflo_13873	HUMAN20940
OG0006869	bflo_11211	HUMAN21448, HUMAN21447
OG0006870	bflo_14756	HUMAN17467, HUMAN17468
OG0006871	bflo_21815	HUMAN02101
OG0006872	bflo_13623	HUMAN11636
OG0006873	bflo_02792	HUMAN07171
OG0006874	bflo_23619	HUMAN21129
OG0006875	bflo_24959	HUMAN05504
OG0006876	bflo_25862	HUMAN01056
OG0006877	bflo_07384	HUMAN09886
OG0006878	bflo_25700, bflo_25466	HUMAN01136
OG0006880	bflo_22152	HUMAN21476
OG0006881	bflo_14289	HUMAN04095
OG0006882	bflo_13224	HUMAN11464
OG0006883	bflo_17686	HUMAN16684
OG0006884	bflo_17331	HUMAN16682, HUMAN16680, HUMAN16685, HUMAN16681
OG0006885	bflo_01373	HUMAN20135
OG0006886	bflo_18390	HUMAN29974
OG0006887	bflo_19380	HUMAN12500
OG0006888	bflo_21809	HUMAN25053
OG0006889	bflo_13410	HUMAN11509
OG0006890	bflo_10189	HUMAN03527
OG0006891	bflo_20531	HUMAN04608
OG0006892	bflo_19210	HUMAN18023
OG0006893	bflo_22850	HUMAN13212, HUMAN13211
OG0006894	bflo_23771	HUMAN13291
OG0006895	bflo_03293	HUMAN03555
OG0006896	bflo_07051	HUMAN22142
OG0006897	bflo_06445	HUMAN23447
OG0006898	bflo_12617	HUMAN11306, HUMAN11310, HUMAN11307, HUMAN11309
OG0006899	bflo_10493	HUMAN07006
OG0006900	bflo_17774	HUMAN25793
OG0006901	bflo_19215	HUMAN18029, HUMAN18028
OG0006902	bflo_16739	HUMAN27525
OG0006903	bflo_25124, bflo_24851, bflo_02392	HUMAN12933
OG0006904	bflo_08783	HUMAN22374
OG0006905	bflo_13409	HUMAN19217
OG0006907	bflo_05668	HUMAN16729, HUMAN16728, HUMAN16727
OG0006908	bflo_20369	HUMAN13051, HUMAN13052, HUMAN13050
OG0006909	bflo_11161	HUMAN29823
OG0006911	bflo_16763	HUMAN04725
OG0006912	bflo_16818	HUMAN02108, HUMAN02109
OG0006913	bflo_16845	HUMAN01275
OG0006914	bflo_06676	HUMAN28656
OG0006915	bflo_12701, bflo_24776	HUMAN15921, HUMAN15920
OG0006916	bflo_05711	HUMAN11501
OG0006917	bflo_24966	HUMAN18466, HUMAN18467
OG0006918	bflo_06388	HUMAN28188
OG0006919	bflo_10781	HUMAN22288
OG0006920	bflo_18393	HUMAN07463
OG0006921	bflo_17039	HUMAN07563, HUMAN07564, HUMAN07562
OG0006922	bflo_22907, bflo_22906, bflo_16709	HUMAN10671
OG0006924	bflo_14841	HUMAN23650
OG0006925	bflo_01234	HUMAN09328
OG0006926	bflo_01326	HUMAN00625
OG0006927	bflo_25864	HUMAN14265
OG0006928	bflo_21086	HUMAN16715
OG0006930	bflo_18159	HUMAN28830
OG0006931	bflo_03880	HUMAN27632, HUMAN27633
OG0006932	bflo_23118, bflo_22872	HUMAN20250
OG0006934	bflo_22320	HUMAN07628
OG0006935	bflo_10058	HUMAN28718
OG0006936	bflo_10276, bflo_09616	HUMAN03224
OG0006937	bflo_06019	HUMAN13657
OG0006938	bflo_11763	HUMAN20508, HUMAN20507
OG0006939	bflo_05623	HUMAN00665
OG0006940	bflo_00686	HUMAN12719
OG0006942	bflo_16437	HUMAN04879, HUMAN04878
OG0006943	bflo_06674	HUMAN03534
OG0006944	bflo_11099	HUMAN20962
OG0006945	bflo_18670	HUMAN18030
OG0006946	bflo_16430	HUMAN29372
OG0006947	bflo_23439	HUMAN13223, HUMAN13224
OG0006947	bflo_10825	HUMAN25930
OG0006948	bflo_23320	HUMAN20132, HUMAN20131
OG0006949	bflo_08640	HUMAN09677
OG0006951	bflo_02466	HUMAN26563
OG0006952	bflo_12669	HUMAN29995, HUMAN28013
OG0006953	bflo_23341	HUMAN11732
OG0006954	bflo_17503	HUMAN08336
OG0006955	bflo_10967	HUMAN26505, HUMAN26506
OG0006956	bflo_09317	HUMAN03801
OG0006957	bflo_08841	HUMAN24327
OG0006958	bflo_15840, bflo_15252, bflo_15171	HUMAN29194, HUMAN29193
OG0006960	bflo_06033	HUMAN21367
OG0006962	bflo_19179	HUMAN00834
OG0006964	bflo_18137	HUMAN25417
OG0006965	bflo_07273	HUMAN22591, HUMAN22590
OG0006966	bflo_21938	HUMAN21659
OG0006967	bflo_23381	HUMAN20241
OG0006968	bflo_12636	HUMAN28378
OG0006969	bflo_09435	HUMAN22092, HUMAN22091
OG0006970	bflo_20527	HUMAN04563
OG0006971	bflo_20344	HUMAN07273
OG0006972	bflo_13495	HUMAN11350, HUMAN11349
OG0006973	bflo_17571	HUMAN25475
OG0006975	bflo_18089	HUMAN00754
OG0006976	bflo_18136	HUMAN25513, HUMAN25515
OG0006977	bflo_11476	HUMAN21112
OG0006978	bflo_06276	HUMAN23552
OG0006979	bflo_08448	HUMAN09404
OG0006980	bflo_24447	HUMAN21874
OG0006981	bflo_09863	HUMAN04430, HUMAN04429, HUMAN04428
OG0006982	bflo_09169	HUMAN18636, HUMAN18637
OG0006983	bflo_24722	HUMAN00205, HUMAN00204
OG0006984	bflo_09857	HUMAN06255
OG0006985	bflo_11656	HUMAN20423
OG0006987	bflo_15760	HUMAN02240
OG0006988	bflo_09353	HUMAN15597, HUMAN15598
OG0006989	bflo_04780	HUMAN18220
OG0006990	bflo_07372	HUMAN03535, HUMAN03537, HUMAN03536
OG0006991	bflo_06043	HUMAN19260
OG0006993	bflo_22403	HUMAN18314, HUMAN18313
OG0006994	bflo_02112	HUMAN17956
OG0006995	bflo_02848	HUMAN20603
OG0006996	bflo_10719	HUMAN16905, HUMAN16903, HUMAN16904
OG0006997	bflo_11454	HUMAN20333, HUMAN20332
OG0006998	bflo_23590	HUMAN13149
OG0006999	bflo_01138	HUMAN28121
OG0007000	bflo_10483	HUMAN17347, HUMAN17373
OG0007001	bflo_03475	HUMAN06080
OG0007002	bflo_15746	HUMAN29202
OG0007003	bflo_13387	HUMAN15197
OG0007004	bflo_05403, bflo_13198, bflo_13009	HUMAN14061
OG0007005	bflo_20341	HUMAN26374
OG0007006	bflo_15545	HUMAN21322
OG0007007	bflo_18247	HUMAN05696, HUMAN05695
OG0007009	bflo_07642	HUMAN28810
OG0007010	bflo_14446	HUMAN22418
OG0007011	bflo_15254	HUMAN05430
OG0007012	bflo_08408	HUMAN22710
OG0007013	bflo_22925	HUMAN12055
OG0007014	bflo_09903	HUMAN03563, HUMAN03564
OG0007015	bflo_27330, bflo_20402	HUMAN19068
OG0007016	bflo_14032	HUMAN11135
OG0007017	bflo_21913	HUMAN26658
OG0007018	bflo_23908	HUMAN24153
OG0007019	bflo_23063	HUMAN13523
OG0007020	bflo_10034	HUMAN17277, HUMAN17276
OG0007021	bflo_21680	HUMAN07675, HUMAN07676
OG0007022	bflo_18552	HUMAN17994
OG0007023	bflo_11047	HUMAN21002
OG0007024	bflo_11367	HUMAN26989
OG0007025	bflo_14744	HUMAN13355, HUMAN13354
OG0007026	bflo_09805	HUMAN04469
OG0007027	bflo_20536	HUMAN20548, HUMAN20547
OG0007028	bflo_01442	HUMAN02161
OG0007031	bflo_01870	HUMAN01168, HUMAN01167
OG0007032	bflo_18346	HUMAN19463
OG0007033	bflo_16162	HUMAN18746
OG0007034	bflo_19304	HUMAN06574, HUMAN06572, HUMAN06573
OG0007035	bflo_11817	HUMAN05630
OG0007036	bflo_15936	HUMAN24835
OG0007037	bflo_18791	HUMAN17832, HUMAN17833
OG0007038	bflo_11762, bflo_11636	HUMAN01446
OG0007039	bflo_06475	HUMAN08824, HUMAN08823
OG0007040	bflo_15748	HUMAN30265
OG0007041	bflo_06211	HUMAN10016
OG0007042	bflo_02915	HUMAN26067
OG0007043	bflo_10682	HUMAN03790
OG0007044	bflo_04989, bflo_15125	HUMAN05262, HUMAN22902
OG0007045	bflo_18005	HUMAN00605
OG0007046	bflo_17255	HUMAN25422, HUMAN25421
OG0007047	bflo_15778	HUMAN24736
OG0007048	bflo_23058	HUMAN26612
OG0007049	bflo_24438	HUMAN11321, HUMAN11320
OG0007050	bflo_09428	HUMAN22442
OG0007053	bflo_24401	HUMAN12939, HUMAN12938, HUMAN12937
OG0007054	bflo_20473	HUMAN10365
OG0007055	bflo_21171	HUMAN19997
OG0007056	bflo_20134	HUMAN11685, HUMAN11684
OG0007057	bflo_09203	HUMAN03899
OG0007058	bflo_17608	HUMAN05676
OG0007059	bflo_10444	HUMAN03647
OG0007060	bflo_06320	HUMAN28197
OG0007061	bflo_10696	HUMAN03639
OG0007062	bflo_24989	HUMAN21701
OG0007063	bflo_23792	HUMAN15926
OG0007064	bflo_14926	HUMAN22838
OG0007065	bflo_10221	HUMAN04174
OG0007066	bflo_21816	HUMAN05386
OG0007068	bflo_07102	HUMAN22802, HUMAN22803
OG0007069	bflo_06573	HUMAN08305
OG0007070	bflo_22328	HUMAN18532, HUMAN18533
OG0007071	bflo_09008	HUMAN01176
OG0007072	bflo_12921	HUMAN15242
OG0007073	bflo_24056	HUMAN18294
OG0007074	bflo_04122	HUMAN21855
OG0007075	bflo_07697	HUMAN27538
OG0007076	bflo_15859	HUMAN06733
OG0007077	bflo_14982	HUMAN22402
OG0007079	bflo_01999	HUMAN16618
OG0007080	bflo_01418	HUMAN16649, HUMAN16648
OG0007081	bflo_14270	HUMAN12784, HUMAN12785
OG0007082	bflo_16401	HUMAN06040
OG0007083	bflo_15779	HUMAN24737
OG0007086	bflo_11245	HUMAN06730
OG0007087	bflo_06824	HUMAN25159
OG0007088	bflo_06292	HUMAN28245, HUMAN28246
OG0007089	bflo_02444	HUMAN05187
OG0007090	bflo_25747	HUMAN01309
OG0007091	bflo_05854	HUMAN00782
OG0007092	bflo_15232	HUMAN08546
OG0007093	bflo_10575	HUMAN11063
OG0007094	bflo_18319	HUMAN08444
OG0007095	bflo_23010	HUMAN16273
OG0007096	bflo_12760	HUMAN24538
OG0007097	bflo_07989	HUMAN07307, HUMAN07306, HUMAN07305
OG0007098	bflo_13800	HUMAN11106
OG0007099	bflo_21945	HUMAN02624
OG0007100	bflo_11271	HUMAN25051
OG0007102	bflo_14184	HUMAN17403
OG0007103	bflo_08091	HUMAN03151, HUMAN03152
OG0007104	bflo_21832	HUMAN07585, HUMAN30241
OG0007105	bflo_21094	HUMAN17174
OG0007106	bflo_11280	HUMAN21445
OG0007107	bflo_23422	HUMAN24797
OG0007108	bflo_20348	HUMAN26396
OG0007109	bflo_04042	HUMAN20295
OG0007111	bflo_13861	HUMAN14065, HUMAN14067
OG0007112	bflo_06337	HUMAN09877
OG0007113	bflo_11442	HUMAN20963
OG0007114	bflo_14043	HUMAN20779
OG0007115	bflo_13514	HUMAN28189, HUMAN28190
OG0007116	bflo_23512	HUMAN06067
OG0007118	bflo_17782	HUMAN25504
OG0007119	bflo_26455	HUMAN01099
OG0007120	bflo_26318	HUMAN23269, HUMAN23270
OG0007121	bflo_21082	HUMAN25079
OG0007122	bflo_24072	HUMAN00210, HUMAN00211
OG0007123	bflo_09914	HUMAN03448
OG0007124	bflo_15170	HUMAN17402, HUMAN17399
OG0007125	bflo_14785	HUMAN21228
OG0007126	bflo_22266	HUMAN02640, HUMAN04895
OG0007127	bflo_00577	HUMAN26224
OG0007129	bflo_10446	HUMAN24170, HUMAN24169, HUMAN03476
OG0007130	bflo_11677	HUMAN06959
OG0007131	bflo_25611	HUMAN23398
OG0007132	bflo_05661	HUMAN28401, HUMAN28402
OG0007133	bflo_02382	HUMAN23555
OG0007134	bflo_10408	HUMAN03574
OG0007135	bflo_08465	HUMAN09538
OG0007136	bflo_06450	HUMAN09655
OG0007137	bflo_22784	HUMAN15907
OG0007138	bflo_15711	HUMAN02269
OG0007139	bflo_05619	HUMAN24643
OG0007140	bflo_25840	HUMAN14631
OG0007142	bflo_15000	HUMAN07698, HUMAN17519
OG0007143	bflo_01199	HUMAN16614
OG0007144	bflo_20069	HUMAN02639
OG0007145	bflo_05366	HUMAN13652
OG0007146	bflo_21226	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379
OG0007147	bflo_24598	HUMAN21018
OG0007148	bflo_12090	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566
OG0007149	bflo_17134	HUMAN19282, HUMAN09208
OG0007150	bflo_12859, bflo_09705	HUMAN11018
OG0007151	bflo_14436	HUMAN05431
OG0007152	bflo_08459, bflo_12446	HUMAN01901
OG0007153	bflo_14060	HUMAN16995, HUMAN16996
OG0007154	bflo_11488	HUMAN08481
OG0007158	bflo_12648	HUMAN19159, HUMAN19160, HUMAN22170
OG0007159	bflo_17008, bflo_17009	HUMAN02195
OG0007160	bflo_13912	HUMAN10993
OG0007161	bflo_12808	HUMAN27982, HUMAN11267
OG0007162	bflo_12051	HUMAN15309
OG0007163	bflo_05600	HUMAN01780
OG0007164	bflo_18316	HUMAN21192
OG0007165	bflo_08764	HUMAN05595
OG0007166	bflo_09971	HUMAN04674, HUMAN04671, HUMAN04673
OG0007168	bflo_18756	HUMAN19655, HUMAN19656
OG0007171	bflo_19822	HUMAN02655, HUMAN02654
OG0007173	bflo_24164	HUMAN05355, HUMAN05354
OG0007174	bflo_13932	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951
OG0007175	bflo_10755	HUMAN04157
OG0007176	bflo_11713	HUMAN15324, HUMAN15323
OG0007177	bflo_23830, bflo_10937	HUMAN09300, HUMAN09299
OG0007178	bflo_16205	HUMAN02113
OG0007179	bflo_00319	HUMAN21518
OG0007181	bflo_12101	HUMAN30517
OG0007182	bflo_21896	HUMAN11844
OG0007184	bflo_21975, bflo_21917	HUMAN28058, HUMAN28057, HUMAN28055
OG0007185	bflo_22465, bflo_10063, bflo_10064	HUMAN13405, HUMAN13406
OG0007186	bflo_15420	HUMAN12868
OG0007187	bflo_00521	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523
OG0007188	bflo_00784	HUMAN17704
OG0007189	bflo_23124	HUMAN20179, HUMAN20178
OG0007190	bflo_07553	HUMAN26235
OG0007191	bflo_25319	HUMAN23393, HUMAN23394
OG0007192	bflo_19273	HUMAN17983
OG0007193	bflo_22716	HUMAN20238, HUMAN10521
OG0007195	bflo_09759	HUMAN19946, HUMAN10352
OG0007198	bflo_10249	HUMAN24981
OG0007200	bflo_21570	HUMAN03586, HUMAN03587
OG0007201	bflo_22933	HUMAN24731, HUMAN24730
OG0007204	bflo_25247	HUMAN01107, HUMAN14619
OG0007205	bflo_16687	HUMAN02181, HUMAN29181
OG0007209	bflo_15890	HUMAN24910
OG0007213	bflo_23133	HUMAN10182, HUMAN10184, HUMAN10183, HUMAN10180, HUMAN10181
OG0007248	bflo_12581	HUMAN13700
OG0007250	bflo_21684	HUMAN07633
OG0007251	bflo_02716	HUMAN14332
OG0007252	bflo_07592	HUMAN22688, HUMAN22689
OG0007253	bflo_13719	HUMAN24536, HUMAN11254, HUMAN11253
OG0007254	bflo_25142	HUMAN02644
OG0007255	bflo_18944	HUMAN26073, HUMAN26075, HUMAN26074
OG0007256	bflo_25720	HUMAN27031
OG0007258	bflo_05313	HUMAN14003
OG0007260	bflo_15073, bflo_20515	HUMAN04843, HUMAN04844
OG0007261	bflo_26189	HUMAN28587
OG0007264	bflo_13280	HUMAN11107
OG0007266	bflo_11544	HUMAN20046
OG0007267	bflo_25645	HUMAN00847, HUMAN00846
OG0007268	bflo_21784	HUMAN21302
OG0007269	bflo_11589	HUMAN16581, HUMAN16580, HUMAN16579
OG0007270	bflo_14763	HUMAN07724
OG0007271	bflo_23418	HUMAN13263
OG0007272	bflo_24550, bflo_24548	HUMAN00327
OG0007273	bflo_03291	HUMAN16012
OG0007274	bflo_16336	HUMAN05717
OG0007275	bflo_10957	HUMAN24919, HUMAN06744
OG0007276	bflo_02810	HUMAN28796
OG0007279	bflo_20332	HUMAN11856
OG0007280	bflo_01423	HUMAN27834, HUMAN27835, HUMAN27833
OG0007281	bflo_23827	HUMAN25958
OG0007282	bflo_20472	HUMAN07231
OG0007283	bflo_04526	HUMAN12155
OG0007284	bflo_06381	HUMAN00555, HUMAN29707, HUMAN29706
OG0007285	bflo_17673	HUMAN25396, HUMAN25395
OG0007286	bflo_05934, bflo_06644, bflo_06645, bflo_06646	HUMAN10108
OG0007288	bflo_08435	HUMAN22785
OG0007289	bflo_22229	HUMAN11499
OG0007290	bflo_13377	HUMAN15228
OG0007291	bflo_13121, bflo_27070	HUMAN18973
OG0007292	bflo_16155	HUMAN15636
OG0007293	bflo_05427	HUMAN28207
OG0007294	bflo_00403	HUMAN20782, HUMAN20781
OG0007295	bflo_07534	HUMAN22795
OG0007296	bflo_16995	HUMAN11360
OG0007297	bflo_23790	HUMAN29826, HUMAN29827
OG0007299	bflo_10653	HUMAN27718, HUMAN27719
OG0007300	bflo_19110	HUMAN26544
OG0007301	bflo_25038	HUMAN23169, HUMAN23170
OG0007302	bflo_14759	HUMAN09166
OG0007303	bflo_13169	HUMAN18735
OG0007304	bflo_24595	HUMAN16563, HUMAN16562, HUMAN16564
OG0007305	bflo_22443	HUMAN02006
OG0007306	bflo_17424	HUMAN19439, HUMAN19440, HUMAN19442
OG0007307	bflo_10777	HUMAN17065, HUMAN17066
OG0007308	bflo_02394	HUMAN20559
OG0007309	bflo_23700	HUMAN17011
OG0007310	bflo_19137	HUMAN05294
OG0007312	bflo_23752	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186
OG0007314	bflo_08559	HUMAN02534
OG0007316	bflo_21079	HUMAN23083
OG0007317	bflo_06371	HUMAN17014
OG0007318	bflo_11011	HUMAN20909
OG0007319	bflo_09858	HUMAN19188
OG0007320	bflo_05418	HUMAN09645
OG0007321	bflo_21088	HUMAN04956, HUMAN04955
OG0007322	bflo_21299	HUMAN29064
OG0007323	bflo_01172	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943
OG0007325	bflo_13977	HUMAN11525
OG0007326	bflo_22978	HUMAN09593
OG0007327	bflo_21825	HUMAN11975, HUMAN11976
OG0007328	bflo_10144	HUMAN03776
OG0007329	bflo_16943	HUMAN24733
OG0007330	bflo_14343	HUMAN05264
OG0007331	bflo_19013, bflo_01457, bflo_19764	HUMAN26953, HUMAN26952
OG0007333	bflo_21322	HUMAN29576
OG0007334	bflo_08019	HUMAN01738, HUMAN01739
OG0007335	bflo_08747	HUMAN08862
OG0007336	bflo_18139	HUMAN00761
OG0007337	bflo_14621	HUMAN25483
OG0007338	bflo_03890	HUMAN06830, HUMAN06827, HUMAN06828
OG0007339	bflo_18665, bflo_27270	HUMAN26218, HUMAN26219
OG0007340	bflo_16530	HUMAN24905
OG0007341	bflo_16524	HUMAN25872
OG0007342	bflo_18915	HUMAN28838
OG0007343	bflo_07918	HUMAN14176, HUMAN14177
OG0007344	bflo_07595	HUMAN25001
OG0007345	bflo_08389	HUMAN22717
OG0007347	bflo_02081	HUMAN20415
OG0007348	bflo_22199	HUMAN07623
OG0007351	bflo_26476	HUMAN26020, HUMAN26021
OG0007352	bflo_22987	HUMAN04641
OG0007353	bflo_13799	HUMAN11061, HUMAN11060
OG0007354	bflo_00249	HUMAN23192
OG0007356	bflo_12334	HUMAN24980
OG0007357	bflo_22058	HUMAN11281
OG0007358	bflo_05818	HUMAN23692
OG0007359	bflo_12738	HUMAN24471
OG0007360	bflo_16171	HUMAN02160
OG0007361	bflo_06202	HUMAN01585, HUMAN01584
OG0007363	bflo_15450	HUMAN07700
OG0007364	bflo_14577	HUMAN20228
OG0007365	bflo_25863	HUMAN01007
OG0007366	bflo_05679	HUMAN15080, HUMAN15079
OG0007367	bflo_25660	HUMAN00909
OG0007368	bflo_10256	HUMAN04400
OG0007370	bflo_20740	HUMAN12243, HUMAN12242
OG0007371	bflo_05288	HUMAN03496
OG0007372	bflo_12199	HUMAN15886
OG0007373	bflo_21841	HUMAN25169
OG0007374	bflo_10884	HUMAN17107
OG0007375	bflo_18381	HUMAN25512
OG0007376	bflo_06403	HUMAN27825, HUMAN27824, HUMAN27826
OG0007377	bflo_17036	HUMAN02116, HUMAN02117
OG0007378	bflo_21755	HUMAN11793, HUMAN11794, HUMAN11795
OG0007379	bflo_05815	HUMAN08973, HUMAN08972
OG0007380	bflo_12695	HUMAN13807
OG0007381	bflo_22930	HUMAN13546
OG0007382	bflo_12647	HUMAN19380
OG0007384	bflo_13468	HUMAN16675
OG0007385	bflo_09851	HUMAN04317
OG0007386	bflo_06795	HUMAN16767
OG0007387	bflo_16313	HUMAN29057
