Orthogroup	BRAFL	HUMAN
OG0000908	bflo_08596	HUMAN03117
OG0000909	bflo_18377	HUMAN25146, HUMAN25145, HUMAN19496, HUMAN00496
OG0000911	bflo_00891, bflo_00957	HUMAN12682, HUMAN12683
OG0000911	bflo_12997	HUMAN18001, HUMAN18002
OG0000912	bflo_09112	HUMAN17095, HUMAN17096, HUMAN03635, HUMAN03636, HUMAN24298, HUMAN22119
OG0000912	bflo_20621	HUMAN11740
OG0000913	bflo_14588	HUMAN24104, HUMAN24103, HUMAN24106, HUMAN05337
OG0000914	bflo_10973	HUMAN30513, HUMAN26793
OG0000915	bflo_12273	HUMAN30522, HUMAN20445, HUMAN01514, HUMAN01508, HUMAN02420, HUMAN06732
OG0000916	bflo_26245, bflo_16703, bflo_25616, bflo_13633	HUMAN01193, HUMAN01192, HUMAN01191
OG0000921	bflo_15652	HUMAN02198
OG0000923	bflo_02952	HUMAN17831
OG0000923	bflo_02648	HUMAN06654, HUMAN17698
OG0000925	bflo_09205	HUMAN23362, HUMAN23363, HUMAN23364
OG0000925	bflo_22447	HUMAN30631, HUMAN29752
OG0000926	bflo_09210	HUMAN25003
OG0000926	bflo_13640	HUMAN23202
OG0000927	bflo_22432	HUMAN21812, HUMAN30637, HUMAN30636, HUMAN29567, HUMAN30015, HUMAN11917, HUMAN21813
OG0000928	bflo_05985	HUMAN14950, HUMAN14947, HUMAN14948, HUMAN09734
OG0000929	bflo_17125	HUMAN07498, HUMAN07497, HUMAN25465, HUMAN00572
OG0000931	bflo_08954	HUMAN18621
OG0000932	bflo_19999	HUMAN07155, HUMAN26747
OG0000934	bflo_04490	HUMAN07465, HUMAN25721, HUMAN25723
OG0000935	bflo_19247	HUMAN14530, HUMAN10106, HUMAN01617, HUMAN01618, HUMAN06391, HUMAN06392, HUMAN06390, HUMAN17822
OG0000938	bflo_16013	HUMAN21959, HUMAN04773, HUMAN04774, HUMAN04772, HUMAN04771, HUMAN04769
OG0000938	bflo_25802, bflo_25457, bflo_25455, bflo_25454, bflo_25452, bflo_25458, bflo_25453	HUMAN22973
OG0000940	bflo_14573	HUMAN29044, HUMAN29045
OG0000943	bflo_20510	HUMAN04649, HUMAN07383
OG0000944	bflo_14426	HUMAN07470, HUMAN27468, HUMAN30061
OG0000945	bflo_13705, bflo_12713	HUMAN11233
OG0000946	bflo_03784, bflo_04905	HUMAN02309
OG0000946	bflo_04391	HUMAN03947, HUMAN07023
OG0000947	bflo_00205	HUMAN17713, HUMAN20687
OG0000947	bflo_00170	HUMAN20621
OG0000949	bflo_17563	HUMAN29456, HUMAN24815, HUMAN30599, HUMAN19495, HUMAN00495, HUMAN25148, HUMAN25147
OG0000950	bflo_19953	HUMAN13056, HUMAN13055, HUMAN07390
OG0000951	bflo_05064	HUMAN01583, HUMAN09204
OG0000951	bflo_27253	HUMAN25650
OG0000952	bflo_14821	HUMAN23779, HUMAN22570
OG0000952	bflo_14818	HUMAN24186, HUMAN22573, HUMAN22572
OG0000953	bflo_22870, bflo_26077, bflo_25794, bflo_25795, bflo_22979	HUMAN23240
OG0000953	bflo_24078	HUMAN28290, HUMAN28289, HUMAN00190
OG0000954	bflo_13257	HUMAN18210, HUMAN18209
OG0000954	bflo_23747	HUMAN10206, HUMAN10205, HUMAN10272
OG0000955	bflo_25651	HUMAN28653
OG0000955	bflo_06523	HUMAN09438
OG0000955	bflo_14322	HUMAN22849
OG0000957	bflo_03309	HUMAN14343, HUMAN23229
OG0000958	bflo_03727, bflo_03728, bflo_03019, bflo_04824, bflo_03729, bflo_01686, bflo_03214	HUMAN28882, HUMAN05775, HUMAN05774
OG0000960	bflo_12512	HUMAN11354, HUMAN28219, HUMAN28220
OG0000963	bflo_07262	HUMAN14179, HUMAN14180, HUMAN14181, HUMAN14182
OG0000963	bflo_03565	HUMAN23351, HUMAN01011
OG0000965	bflo_08576	HUMAN22507
OG0000965	bflo_13018	HUMAN08123
OG0000966	bflo_20263	HUMAN12399, HUMAN12400, HUMAN07294, HUMAN07293
OG0000967	bflo_04354	HUMAN07448, HUMAN07447, HUMAN19350
OG0000967	bflo_07239	HUMAN03396, HUMAN03397
OG0000968	bflo_20978	HUMAN06994, HUMAN04278
OG0000969	bflo_04468, bflo_19187, bflo_18840, bflo_18841, bflo_21704, bflo_19041, bflo_18838, bflo_04477, bflo_06432, bflo_19042, bflo_19037, bflo_21707, bflo_21697, bflo_24882, bflo_18839	HUMAN26507
OG0000970	bflo_20773	HUMAN19711, HUMAN30698
OG0000971	bflo_02638	HUMAN18274
OG0000972	bflo_20769, bflo_20771, bflo_20770, bflo_25828	HUMAN19914, HUMAN05358, HUMAN07389
OG0000972	bflo_08143	HUMAN27539
OG0000973	bflo_16704, bflo_16388, bflo_16373, bflo_16375, bflo_16376, bflo_16391, bflo_16380, bflo_16361, bflo_16379, bflo_16384, bflo_16707	HUMAN24825
OG0000974	bflo_01162, bflo_20847	HUMAN24126
OG0000976	bflo_21693, bflo_22585, bflo_21856, bflo_21904, bflo_22532	HUMAN17462
OG0000978	bflo_13255	HUMAN23161, HUMAN19104, HUMAN11274, HUMAN09230
OG0000979	bflo_08836, bflo_13441, bflo_13442, bflo_13947, bflo_19019, bflo_13644, bflo_12775, bflo_13329, bflo_13369	HUMAN03626, HUMAN03625
OG0000981	bflo_05697	HUMAN23534, HUMAN23535
OG0000984	bflo_06233	HUMAN23607
OG0000984	bflo_15679	HUMAN02268, HUMAN02267
OG0000985	bflo_07499	HUMAN17532, HUMAN03584, HUMAN03585, HUMAN27498, HUMAN27502, HUMAN23895
OG0000987	bflo_02033	HUMAN02812, HUMAN02813, HUMAN06286, HUMAN19599
OG0000988	bflo_15623	HUMAN29197, HUMAN29196, HUMAN29296, HUMAN29297, HUMAN02183
OG0000992	bflo_22932	HUMAN13425, HUMAN05365
OG0000992	bflo_09287	HUMAN00480, HUMAN25362, HUMAN00479, HUMAN00478
OG0000993	bflo_00226, bflo_26569, bflo_00227	HUMAN18155
OG0000994	bflo_01641	HUMAN25360
OG0000994	bflo_10212	HUMAN17151, HUMAN17152
OG0000995	bflo_22708	HUMAN12107, HUMAN12112, HUMAN20124, HUMAN20123, HUMAN12108, HUMAN12110, HUMAN12111, HUMAN12109
OG0000996	bflo_21978	HUMAN29968
OG0000997	bflo_15516	HUMAN03989
OG0000999	bflo_03341	HUMAN16037, HUMAN05058, HUMAN20396
OG0001000	bflo_17958, bflo_27228	HUMAN29732, HUMAN30113, HUMAN25791
OG0001001	bflo_27374, bflo_21303	HUMAN29766, HUMAN30632, HUMAN29767
OG0001002	bflo_15982, bflo_10399, bflo_04098	HUMAN21505, HUMAN16097, HUMAN04437
OG0001003	bflo_20878	HUMAN07373, HUMAN07372, HUMAN12090
OG0001005	bflo_10085	HUMAN21015
OG0001006	bflo_04350	HUMAN10719
OG0001006	bflo_22313	HUMAN23379, HUMAN14223, HUMAN00900
OG0001008	bflo_03203	HUMAN06853, HUMAN06852, HUMAN04267
OG0001009	bflo_23339	HUMAN25680, HUMAN00474
OG0001011	bflo_02850, bflo_02067	HUMAN05319
OG0001011	bflo_25798, bflo_25800, bflo_04464	HUMAN28502, HUMAN07763
OG0001013	bflo_22743	HUMAN06060
OG0001013	bflo_23440	HUMAN06061, HUMAN10491, HUMAN15925, HUMAN13289
OG0001015	bflo_23858	HUMAN20176, HUMAN20174, HUMAN26299, HUMAN26298, HUMAN25884, HUMAN25885, HUMAN25882
OG0001016	bflo_19435	HUMAN03017
OG0001016	bflo_00910	HUMAN27202
OG0001017	bflo_00667	HUMAN06335
OG0001018	bflo_17983, bflo_02467, bflo_02601, bflo_13307, bflo_24232	HUMAN19498
OG0001018	bflo_23920	HUMAN08887
OG0001021	bflo_16744, bflo_13349	HUMAN08794, HUMAN08793, HUMAN08791
OG0001021	bflo_15771	HUMAN08792
OG0001022	bflo_21941	HUMAN30208, HUMAN26689, HUMAN07618, HUMAN30205, HUMAN30207, HUMAN30206
OG0001023	bflo_03026	HUMAN05807, HUMAN04131, HUMAN24949, HUMAN15956, HUMAN05808
OG0001024	bflo_04903	HUMAN26241, HUMAN26240, HUMAN22736, HUMAN22737, HUMAN23893, HUMAN03150, HUMAN26239
OG0001026	bflo_23870	HUMAN10167, HUMAN10166, HUMAN12354
OG0001027	bflo_13760	HUMAN29295
OG0001027	bflo_23209, bflo_04293, bflo_23208	HUMAN06083
OG0001028	bflo_25597	HUMAN14304, HUMAN09715, HUMAN09716, HUMAN28814, HUMAN28812
OG0001029	bflo_13219	HUMAN11011, HUMAN08233
OG0001030	bflo_05876	HUMAN14248, HUMAN14247, HUMAN09965
OG0001030	bflo_05907	HUMAN09016, HUMAN18699
OG0001031	bflo_07447	HUMAN03538
OG0001031	bflo_01411, bflo_21667	HUMAN22650
OG0001032	bflo_16280	HUMAN01331, HUMAN14460, HUMAN14458, HUMAN14461, HUMAN14454, HUMAN29217, HUMAN14453, HUMAN29218, HUMAN29214, HUMAN29215, HUMAN29216
OG0001033	bflo_08146	HUMAN22499, HUMAN17164
OG0001033	bflo_20841	HUMAN00952, HUMAN28581, HUMAN14253
OG0001034	bflo_18574, bflo_18588	HUMAN12490, HUMAN02962
OG0001036	bflo_01100	HUMAN19198, HUMAN24555, HUMAN24554
OG0001039	bflo_08311	HUMAN19739, HUMAN19738, HUMAN19737
OG0001039	bflo_11607	HUMAN07040, HUMAN07042, HUMAN21441
OG0001042	bflo_11460, bflo_27000	HUMAN29925, HUMAN20525, HUMAN05764
OG0001046	bflo_23288	HUMAN10290, HUMAN10289, HUMAN10288, HUMAN20197, HUMAN20196, HUMAN20198, HUMAN20195, HUMAN15923, HUMAN15922, HUMAN13448
OG0001047	bflo_22101	HUMAN05210, HUMAN05236, HUMAN30004
OG0001048	bflo_07509, bflo_26856	HUMAN17075, HUMAN17078, HUMAN17076, HUMAN03099, HUMAN03100, HUMAN22630
OG0001049	bflo_24448, bflo_17931	HUMAN21821
OG0001049	bflo_24363	HUMAN21566, HUMAN00206
OG0001050	bflo_23753, bflo_21612	HUMAN25173, HUMAN10022, HUMAN01869
OG0001051	bflo_01863, bflo_09666, bflo_16694, bflo_11064, bflo_11881, bflo_11882, bflo_13847	HUMAN29588, HUMAN30210, HUMAN29587
OG0001052	bflo_08592	HUMAN03137, HUMAN03136
OG0001052	bflo_07579, bflo_08590	HUMAN22593
OG0001053	bflo_19733	HUMAN12525, HUMAN26150, HUMAN06551, HUMAN17942
OG0001053	bflo_08662	HUMAN23827, HUMAN22798, HUMAN03229
OG0001054	bflo_23806	HUMAN16260, HUMAN13202
OG0001057	bflo_22386, bflo_22387	HUMAN21639, HUMAN05349, HUMAN29980, HUMAN21638, HUMAN21640, HUMAN02106, HUMAN30588
OG0001058	bflo_10254	HUMAN01956, HUMAN05750
OG0001059	bflo_04773	HUMAN13851, HUMAN13852, HUMAN16703
OG0001060	bflo_14877	HUMAN20265
OG0001062	bflo_26106	HUMAN14494, HUMAN01209, HUMAN01211
OG0001063	bflo_10992	HUMAN16934, HUMAN16936, HUMAN16935
OG0001065	bflo_24302	HUMAN09272, HUMAN02537
OG0001066	bflo_07352	HUMAN01431, HUMAN20904, HUMAN20903, HUMAN01429
OG0001067	bflo_14070, bflo_05866	HUMAN29571
OG0001068	bflo_24364	HUMAN05952
OG0001072	bflo_20583	HUMAN07095
OG0001072	bflo_01344	HUMAN27023, HUMAN27024
OG0001073	bflo_14186	HUMAN23983, HUMAN30107, HUMAN07711
OG0001075	bflo_01789	HUMAN24569, HUMAN16597, HUMAN16596
OG0001076	bflo_14398	HUMAN07536, HUMAN22387
OG0001077	bflo_19161, bflo_19130	HUMAN02958
OG0001077	bflo_15522	HUMAN26035
OG0001078	bflo_10417	HUMAN20283, HUMAN24929, HUMAN04434
OG0001079	bflo_11561	HUMAN01422, HUMAN26876, HUMAN29846, HUMAN29847
OG0001080	bflo_06623	HUMAN26171, HUMAN06728, HUMAN06729, HUMAN06727
OG0001080	bflo_21619	HUMAN28042, HUMAN28041, HUMAN15214
OG0001081	bflo_15729, bflo_03684	HUMAN15960
OG0001082	bflo_19096	HUMAN18213, HUMAN06409, HUMAN06410
OG0001083	bflo_10562	HUMAN03184, HUMAN03185, HUMAN23866, HUMAN23865, HUMAN27528, HUMAN27527, HUMAN17258, HUMAN17257
OG0001084	bflo_04559	HUMAN26028
OG0001084	bflo_26439	HUMAN23144
OG0001085	bflo_11120	HUMAN21139, HUMAN29849, HUMAN26851, HUMAN26850, HUMAN25039
OG0001088	bflo_18566	HUMAN08702
OG0001089	bflo_05776	HUMAN15690
OG0001090	bflo_03656	HUMAN06347
OG0001091	bflo_26460	HUMAN17874, HUMAN17873, HUMAN12948, HUMAN26589, HUMAN26587, HUMAN26588, HUMAN17872, HUMAN12947, HUMAN12946, HUMAN12945
OG0001092	bflo_15467	HUMAN07557, HUMAN22940
OG0001093	bflo_02494	HUMAN26567, HUMAN12954
OG0001094	bflo_10325	HUMAN18720, HUMAN08291, HUMAN04909
OG0001095	bflo_26605, bflo_00827, bflo_26602	HUMAN06662, HUMAN17682, HUMAN20656, HUMAN20657
OG0001101	bflo_12035	HUMAN29924, HUMAN29923, HUMAN21985, HUMAN02347
OG0001102	bflo_23676	HUMAN18703
OG0001103	bflo_01225	HUMAN25684, HUMAN27937, HUMAN27936
OG0001104	bflo_00423	HUMAN09442
OG0001104	bflo_01201	HUMAN28171, HUMAN00516, HUMAN16748
OG0001105	bflo_10029	HUMAN21768
OG0001105	bflo_23443, bflo_02480	HUMAN18846
OG0001106	bflo_06185	HUMAN10112
OG0001107	bflo_22127	HUMAN21851, HUMAN30406, HUMAN07877, HUMAN07869
OG0001108	bflo_00378	HUMAN06470
OG0001108	bflo_20433	HUMAN26420
OG0001109	bflo_14803, bflo_14804	HUMAN13295, HUMAN13298, HUMAN22148
OG0001110	bflo_16461, bflo_16317	HUMAN01328, HUMAN29331, HUMAN29332
OG0001111	bflo_13059	HUMAN08205, HUMAN08204
OG0001111	bflo_21070, bflo_22350	HUMAN23671, HUMAN19715
OG0001112	bflo_22501	HUMAN18525, HUMAN18524, HUMAN07786, HUMAN07782, HUMAN30342, HUMAN07785, HUMAN07783, HUMAN18526
OG0001113	bflo_14797	HUMAN20232
OG0001113	bflo_22426	HUMAN21591
OG0001113	bflo_26422	HUMAN13568, HUMAN13567, HUMAN13565, HUMAN13566
OG0001114	bflo_04550	HUMAN09738, HUMAN09739, HUMAN01816
OG0001115	bflo_02490	HUMAN24945, HUMAN20513, HUMAN20338
OG0001117	bflo_18874	HUMAN14034, HUMAN18813, HUMAN08156, HUMAN08157
OG0001119	bflo_01654	HUMAN25212, HUMAN28360
OG0001120	bflo_12559	HUMAN30700
OG0001121	bflo_24945, bflo_17622, bflo_24293, bflo_04825	HUMAN25819, HUMAN25818, HUMAN25820, HUMAN25821, HUMAN19588
OG0001123	bflo_09074	HUMAN21519
OG0001123	bflo_20201	HUMAN23592
OG0001124	bflo_23639	HUMAN13636
OG0001124	bflo_10476	HUMAN29856, HUMAN29855, HUMAN29854, HUMAN29853
OG0001126	bflo_21937	HUMAN11886, HUMAN21463, HUMAN11885, HUMAN11887, HUMAN11884
OG0001126	bflo_12463, bflo_10927	HUMAN21462
OG0001127	bflo_19588	HUMAN18103, HUMAN03016
OG0001128	bflo_09982	HUMAN08898, HUMAN08899, HUMAN15801, HUMAN15800, HUMAN02562, HUMAN02561
OG0001129	bflo_12819	HUMAN11361, HUMAN28007
OG0001129	bflo_13264	HUMAN24592
OG0001130	bflo_03852, bflo_06407, bflo_04255	HUMAN23634
OG0001131	bflo_25190	HUMAN17000, HUMAN08891, HUMAN08890, HUMAN08889
OG0001132	bflo_06192	HUMAN28769
OG0001133	bflo_17034	HUMAN24838
OG0001133	bflo_25491	HUMAN23355
OG0001134	bflo_22790	HUMAN22209, HUMAN22213, HUMAN22214, HUMAN22217, HUMAN27443, HUMAN27400, HUMAN27370, HUMAN27444, HUMAN27369, HUMAN27401, HUMAN22215, HUMAN22216, HUMAN22200, HUMAN22207, HUMAN22208, HUMAN22205, HUMAN22199, HUMAN22204, HUMAN22202, HUMAN22198, HUMAN22201, HUMAN22203, HUMAN22206, HUMAN22212, HUMAN22210, HUMAN22211, HUMAN13466, HUMAN13465, HUMAN25963
OG0001135	bflo_14080	HUMAN12999
OG0001136	bflo_06069	HUMAN14242, HUMAN23717, HUMAN09626, HUMAN09622
OG0001137	bflo_23646	HUMAN15475, HUMAN15476, HUMAN16861, HUMAN15474
OG0001138	bflo_00349, bflo_14068, bflo_00161	HUMAN06608, HUMAN27335, HUMAN21562
OG0001139	bflo_22593	HUMAN29573
OG0001139	bflo_09826	HUMAN20297, HUMAN20298, HUMAN03896
OG0001141	bflo_03254	HUMAN28829
OG0001142	bflo_01437	HUMAN04836, HUMAN04835
OG0001143	bflo_07319	HUMAN26902, HUMAN09500, HUMAN09501, HUMAN28929, HUMAN01633
OG0001144	bflo_00201	HUMAN06501, HUMAN06503, HUMAN17895, HUMAN06504, HUMAN26116
OG0001146	bflo_25096, bflo_22204	HUMAN21944, HUMAN21943, HUMAN21945, HUMAN00122, HUMAN11953, HUMAN11952
OG0001149	bflo_16620, bflo_02962, bflo_01361, bflo_02409, bflo_00024, bflo_02408, bflo_24981, bflo_24690, bflo_09301, bflo_12993, bflo_24100, bflo_02029, bflo_07202, bflo_17094, bflo_13951, bflo_13488, bflo_16513, bflo_16878	HUMAN24814, HUMAN01215
OG0001155	bflo_20442	HUMAN11693
OG0001156	bflo_18549	HUMAN06276, HUMAN06274, HUMAN12764, HUMAN26033, HUMAN18478, HUMAN18476
OG0001157	bflo_04821, bflo_19940, bflo_20881, bflo_20767, bflo_20880, bflo_16213, bflo_10961, bflo_11394, bflo_12016, bflo_11393, bflo_12015, bflo_24250, bflo_16503, bflo_08909, bflo_02822, bflo_11112, bflo_19937, bflo_20794, bflo_19947, bflo_20768, bflo_19948, bflo_19939, bflo_19935, bflo_19946, bflo_19927, bflo_19870, bflo_02763, bflo_16780	HUMAN16825
OG0001158	bflo_13300, bflo_11159	HUMAN19221, HUMAN13723, HUMAN13724
OG0001159	bflo_01553	HUMAN16647, HUMAN28079, HUMAN28078
OG0001161	bflo_08066	HUMAN09583, HUMAN28673
OG0001162	bflo_17404	HUMAN05494, HUMAN05495, HUMAN05496, HUMAN05497, HUMAN19367
OG0001163	bflo_06913, bflo_07427	HUMAN03540, HUMAN22604, HUMAN22605
OG0001165	bflo_01574	HUMAN25194
OG0001165	bflo_22236	HUMAN29763
OG0001166	bflo_14820, bflo_15448	HUMAN25123, HUMAN08665, HUMAN08664, HUMAN04806
OG0001167	bflo_16326	HUMAN08882, HUMAN08883, HUMAN17001
OG0001168	bflo_20423, bflo_20474, bflo_13463	HUMAN26184, HUMAN26183, HUMAN19115, HUMAN19116, HUMAN11218
OG0001169	bflo_17729, bflo_06385	HUMAN05126
OG0001169	bflo_14076, bflo_12639	HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351
OG0001171	bflo_05953	HUMAN27880, HUMAN25618, HUMAN25619, HUMAN19014, HUMAN19015
OG0001172	bflo_02862	HUMAN03030, HUMAN18130
OG0001172	bflo_02443	HUMAN18077, HUMAN26531, HUMAN12782
OG0001173	bflo_06950	HUMAN01792
OG0001173	bflo_04050, bflo_04048	HUMAN01793
OG0001174	bflo_11141	HUMAN20367, HUMAN20467, HUMAN20469, HUMAN20468, HUMAN20465
OG0001176	bflo_07517	HUMAN27503, HUMAN03360
OG0001177	bflo_20551	HUMAN13793
OG0001177	bflo_01608	HUMAN13794
OG0001178	bflo_25556	HUMAN01065
OG0001179	bflo_13513	HUMAN19099
OG0001180	bflo_06736, bflo_00350	HUMAN22452
OG0001181	bflo_18914	HUMAN02963, HUMAN12488
OG0001182	bflo_03435	HUMAN16857
OG0001183	bflo_19634	HUMAN12777
OG0001184	bflo_15772	HUMAN24892, HUMAN24891
OG0001184	bflo_09793	HUMAN04448, HUMAN04447
OG0001185	bflo_06562	HUMAN25682, HUMAN25681
OG0001186	bflo_12657	HUMAN13742
OG0001186	bflo_12919	HUMAN11615
OG0001187	bflo_18352, bflo_17267, bflo_06600, bflo_06585, bflo_06590, bflo_06591, bflo_18234, bflo_25290, bflo_26120, bflo_06592, bflo_18465, bflo_18461, bflo_18463, bflo_18462, bflo_08800, bflo_10438, bflo_10068, bflo_12634, bflo_12633, bflo_04140, bflo_10069, bflo_12876, bflo_17352, bflo_04133, bflo_04125, bflo_09603, bflo_05471	HUMAN21121
OG0001188	bflo_05292	HUMAN16878
OG0001189	bflo_06318	HUMAN19325, HUMAN16570, HUMAN27793
OG0001190	bflo_25067	HUMAN27353, HUMAN00374
OG0001191	bflo_04561	HUMAN27561
OG0001191	bflo_10001	HUMAN27560, HUMAN03181, HUMAN23867
OG0001192	bflo_11973, bflo_24276, bflo_09020, bflo_09001, bflo_08999, bflo_08998, bflo_09000, bflo_08997, bflo_09011, bflo_09002, bflo_09013, bflo_09014, bflo_11670, bflo_23492, bflo_23499, bflo_12100, bflo_11977, bflo_01066, bflo_11591, bflo_00034, bflo_11976, bflo_11974, bflo_02044, bflo_11975, bflo_11970, bflo_16582, bflo_24806, bflo_21883	HUMAN29050
OG0001196	bflo_09773	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997
OG0001198	bflo_02095	HUMAN14133, HUMAN09842
OG0001198	bflo_03034	HUMAN03836
OG0001199	bflo_17249	HUMAN25663
OG0001200	bflo_09896, bflo_19272	HUMAN08841
OG0001200	bflo_21205	HUMAN08842, HUMAN08840
OG0001202	bflo_02498	HUMAN22243, HUMAN22242, HUMAN22244
OG0001204	bflo_20309, bflo_20315	HUMAN13045
OG0001205	bflo_14061, bflo_27112	HUMAN08993
OG0001207	bflo_02422	HUMAN13150, HUMAN17601
OG0001208	bflo_25733	HUMAN17864, HUMAN26576
OG0001209	bflo_26894	HUMAN27648
OG0001210	bflo_07894	HUMAN18754
OG0001210	bflo_04429	HUMAN21606
OG0001211	bflo_00897	HUMAN17696, HUMAN17695, HUMAN12935
OG0001212	bflo_15260	HUMAN22840
OG0001213	bflo_10680	HUMAN03742
OG0001213	bflo_20590	HUMAN07278, HUMAN07279
OG0001214	bflo_11103	HUMAN02956, HUMAN02957, HUMAN06746, HUMAN06745, HUMAN06748, HUMAN06749
OG0001215	bflo_00807	HUMAN26208, HUMAN26209, HUMAN17597, HUMAN06423
OG0001216	bflo_24683	HUMAN05988, HUMAN05987, HUMAN11890
OG0001216	bflo_13216	HUMAN11427
OG0001217	bflo_17953	HUMAN29664, HUMAN25763
OG0001218	bflo_24854	HUMAN05862, HUMAN00140, HUMAN11965
OG0001219	bflo_01008	HUMAN01814
OG0001220	bflo_20837	HUMAN07348
OG0001221	bflo_13343	HUMAN08173, HUMAN08174, HUMAN08177, HUMAN08176, HUMAN08178, HUMAN08175, HUMAN08179, HUMAN08180
OG0001223	bflo_12732	HUMAN27843, HUMAN11032, HUMAN07991, HUMAN19019, HUMAN11033
OG0001224	bflo_04929	HUMAN15488, HUMAN15490
OG0001225	bflo_08317	HUMAN09188, HUMAN28761, HUMAN14334
OG0001226	bflo_18009	HUMAN19536, HUMAN30088, HUMAN25307
OG0001227	bflo_17418	HUMAN30017
OG0001230	bflo_16407	HUMAN00718
OG0001231	bflo_03798	HUMAN08474, HUMAN08473, HUMAN16911
OG0001232	bflo_23005, bflo_23685	HUMAN10318
OG0001233	bflo_15064	HUMAN07688
OG0001236	bflo_24082	HUMAN15304
OG0001237	bflo_08453	HUMAN10071, HUMAN01580, HUMAN23506
OG0001238	bflo_06313	HUMAN09752, HUMAN24272
OG0001238	bflo_26480	HUMAN20738, HUMAN12789, HUMAN06408
OG0001239	bflo_10959	HUMAN26890, HUMAN21102
OG0001240	bflo_06423	HUMAN09998, HUMAN10000, HUMAN09999, HUMAN09997, HUMAN01896, HUMAN01897, HUMAN28832
OG0001241	bflo_06240	HUMAN18832, HUMAN18831
OG0001241	bflo_21597	HUMAN07799
OG0001243	bflo_08723	HUMAN27651, HUMAN27653, HUMAN27652, HUMAN27650, HUMAN09639
OG0001247	bflo_12136	HUMAN27059, HUMAN20519, HUMAN29792, HUMAN27060
OG0001248	bflo_00177	HUMAN18429, HUMAN18430, HUMAN03092, HUMAN03076, HUMAN03293, HUMAN03125, HUMAN03071, HUMAN27267, HUMAN06688, HUMAN18428, HUMAN27270, HUMAN27268
OG0001249	bflo_25542	HUMAN28497, HUMAN00860, HUMAN14396
OG0001250	bflo_23893	HUMAN13009, HUMAN20055, HUMAN20056, HUMAN20057, HUMAN12131
OG0001251	bflo_13478	HUMAN08159, HUMAN08158
OG0001252	bflo_25844	HUMAN15100, HUMAN01282, HUMAN14175, HUMAN14174
OG0001253	bflo_11668, bflo_06734	HUMAN20377, HUMAN24966, HUMAN20379, HUMAN24965
OG0001254	bflo_16683	HUMAN23637, HUMAN09380
OG0001255	bflo_16332	HUMAN28258, HUMAN25482, HUMAN01216, HUMAN19038, HUMAN19039, HUMAN25595, HUMAN28179
OG0001256	bflo_27204, bflo_17356	HUMAN25828
OG0001261	bflo_27125, bflo_14339	HUMAN22947, HUMAN04078, HUMAN04079
OG0001262	bflo_15864	HUMAN29428, HUMAN24853
OG0001263	bflo_07084	HUMAN27745, HUMAN27744, HUMAN03309
OG0001263	bflo_10303	HUMAN12942
OG0001264	bflo_13401	HUMAN28020, HUMAN18861, HUMAN18860, HUMAN11601, HUMAN28023
OG0001266	bflo_05662	HUMAN13676, HUMAN13675, HUMAN18946
OG0001267	bflo_14627, bflo_14348	HUMAN27473, HUMAN27475, HUMAN27477, HUMAN27476
OG0001267	bflo_20420	HUMAN26403, HUMAN07336, HUMAN07335, HUMAN04653, HUMAN27474, HUMAN27478
OG0001268	bflo_06467	HUMAN22451
OG0001268	bflo_11029	HUMAN29785, HUMAN29783
OG0001270	bflo_23365	HUMAN10267, HUMAN10268, HUMAN10266
OG0001270	bflo_22891	HUMAN10495
OG0001271	bflo_11260, bflo_18970	HUMAN27281, HUMAN13161, HUMAN06386
OG0001272	bflo_20203	HUMAN10856, HUMAN12263, HUMAN28972
OG0001273	bflo_00724, bflo_03191	HUMAN09957, HUMAN15061, HUMAN23537
OG0001274	bflo_15721	HUMAN01186, HUMAN14450, HUMAN29306
OG0001275	bflo_17335	HUMAN25461, HUMAN25459, HUMAN25460
OG0001276	bflo_14135	HUMAN05158, HUMAN23988, HUMAN23987
OG0001278	bflo_02941, bflo_01205	HUMAN13574, HUMAN02569, HUMAN02570
OG0001279	bflo_08526	HUMAN15552, HUMAN15549, HUMAN09000, HUMAN02712
OG0001280	bflo_05584	HUMAN09972, HUMAN14369, HUMAN28522
OG0001282	bflo_26722, bflo_03069	HUMAN11803, HUMAN21801
OG0001284	bflo_19270	HUMAN27205
OG0001284	bflo_06254	HUMAN09392
OG0001285	bflo_10129	HUMAN03726
OG0001287	bflo_14817	HUMAN23780, HUMAN17479, HUMAN26326, HUMAN22569, HUMAN30270
OG0001288	bflo_06118	HUMAN09745, HUMAN23493
OG0001289	bflo_21364	HUMAN08449, HUMAN08450, HUMAN02661
OG0001290	bflo_05691	HUMAN23738, HUMAN09455, HUMAN11087
OG0001291	bflo_08573	HUMAN27542, HUMAN22728, HUMAN03289
OG0001292	bflo_18759	HUMAN20666, HUMAN18444, HUMAN18446
OG0001293	bflo_20495	HUMAN07380, HUMAN07387, HUMAN07382, HUMAN04647, HUMAN12393
OG0001294	bflo_18510	HUMAN08609
OG0001295	bflo_00207	HUMAN17913, HUMAN17912, HUMAN06527
OG0001296	bflo_12324	HUMAN08945, HUMAN04788, HUMAN02472, HUMAN02470, HUMAN02471
