Orthogroup	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
OG0084083														LYTVA_22556										
OG0084084														LYTVA_22557										
OG0084085														LYTVA_22560										
OG0084086														LYTVA_22562										
OG0084087														LYTVA_22563										
OG0084088														LYTVA_22565										
OG0084089														LYTVA_22580										
OG0084090														LYTVA_22582										
OG0084091														LYTVA_22598										
OG0084092														LYTVA_22613										
OG0084093														LYTVA_22621										
OG0084094														LYTVA_22622										
OG0084095														LYTVA_22623										
OG0084096														LYTVA_22635										
OG0084097														LYTVA_22640										
OG0084098														LYTVA_22648										
OG0084099														LYTVA_22649										
OG0084100														LYTVA_22656										
OG0084101														LYTVA_22663										
OG0084102														LYTVA_22693										
OG0084103														LYTVA_22695										
OG0084104														LYTVA_22699										
OG0084105														LYTVA_22704										
OG0084106														LYTVA_22705										
OG0084107														LYTVA_22711										
OG0084108														LYTVA_22717										
OG0084109														LYTVA_22720										
OG0084110														LYTVA_22721										
OG0084111														LYTVA_22723										
OG0084112														LYTVA_22724										
OG0084113														LYTVA_22741										
OG0084114														LYTVA_22743										
OG0084115														LYTVA_22745										
OG0084116														LYTVA_22761										
OG0084117														LYTVA_22785										
OG0084118														LYTVA_22799										
OG0084119														LYTVA_22802										
OG0084120														LYTVA_22803										
OG0084121														LYTVA_22807										
OG0084122														LYTVA_22819										
OG0084123														LYTVA_22830										
OG0084124														LYTVA_22859										
OG0084125														LYTVA_22865										
OG0084126														LYTVA_22869										
OG0084127														LYTVA_22884										
OG0084128														LYTVA_22887										
OG0084129														LYTVA_22891										
OG0084130														LYTVA_22907										
OG0084131														LYTVA_22920										
OG0084132														LYTVA_22924										
OG0084133														LYTVA_22925										
OG0084134														LYTVA_22926										
OG0084135														LYTVA_22937										
OG0084136														LYTVA_22939										
OG0084137														LYTVA_22948										
OG0084138														LYTVA_22951										
OG0084139														LYTVA_22953										
OG0084140														LYTVA_22960										
OG0084141														LYTVA_22965										
OG0084142														LYTVA_22968										
OG0084143														LYTVA_22976										
OG0084144														LYTVA_22978										
OG0084145														LYTVA_22980										
OG0084146														LYTVA_22981										
OG0084147														LYTVA_22983										
OG0084148														LYTVA_22984										
OG0084149														LYTVA_22988										
OG0084150														LYTVA_22990										
OG0084151														LYTVA_22993										
OG0084152														LYTVA_22997										
OG0084153														LYTVA_22999										
OG0084154														LYTVA_23013										
OG0084155														LYTVA_23022										
OG0084156														LYTVA_23023										
OG0084157														LYTVA_23026										
OG0084158														LYTVA_23028										
OG0084159														LYTVA_23033										
OG0084160														LYTVA_23042										
OG0084161														LYTVA_23054										
OG0084162														LYTVA_23057										
OG0084163														LYTVA_23070										
OG0084164														LYTVA_23074										
OG0084165														LYTVA_23075										
OG0084166														LYTVA_23076										
OG0084167														LYTVA_23078										
OG0084168														LYTVA_23083										
OG0084169														LYTVA_23084										
OG0084170														LYTVA_23100										
OG0084171														LYTVA_23106										
OG0084172														LYTVA_23115										
OG0084173														LYTVA_23119										
OG0084174														LYTVA_23121										
OG0084175														LYTVA_23122										
OG0084176														LYTVA_23125										
OG0084177														LYTVA_23127										
OG0084178														LYTVA_23128										
OG0084179														LYTVA_23133										
OG0084180														LYTVA_23135										
OG0084181														LYTVA_23136										
OG0084182														LYTVA_23150										
OG0084183														LYTVA_23155										
OG0084184														LYTVA_23161										
OG0084185														LYTVA_23163										
OG0084186														LYTVA_23167										
OG0084187														LYTVA_23179										
OG0084188														LYTVA_23181										
OG0084189														LYTVA_23193										
OG0084190														LYTVA_23198										
OG0084191														LYTVA_23202										
OG0084192														LYTVA_23209										
OG0084193														LYTVA_23210										
OG0084194														LYTVA_23226										
OG0084195														LYTVA_23229										
OG0084196														LYTVA_23235										
OG0084197														LYTVA_23239										
OG0084198														LYTVA_23250										
OG0084199														LYTVA_23294										
OG0084200														LYTVA_23296										
OG0084201														LYTVA_23302										
OG0084202														LYTVA_23304										
OG0084203														LYTVA_23305										
OG0084204														LYTVA_23309										
OG0084205														LYTVA_23310										
OG0084206														LYTVA_23341										
OG0084207														LYTVA_23345										
OG0084208														LYTVA_23348										
OG0084209														LYTVA_23350										
OG0084210														LYTVA_23358										
OG0084211														LYTVA_23367										
OG0084212														LYTVA_23376										
OG0084213														LYTVA_23382										
OG0084214														LYTVA_23398										
OG0084215														LYTVA_23406										
OG0084216														LYTVA_23410										
OG0084217														LYTVA_23416										
OG0084218														LYTVA_23433										
OG0084219														LYTVA_23437										
OG0084220														LYTVA_23438										
OG0084221														LYTVA_23440										
OG0084222														LYTVA_23448										
OG0084223														LYTVA_23450										
OG0084224														LYTVA_23472										
OG0084225														LYTVA_23477										
OG0084226														LYTVA_23484										
OG0084227														LYTVA_23490										
OG0084228														LYTVA_23491										
OG0084229														LYTVA_23492										
OG0084230														LYTVA_23506										
OG0084231														LYTVA_23518										
OG0084232														LYTVA_23530										
OG0084233														LYTVA_23533										
OG0084234														LYTVA_23534										
OG0084235														LYTVA_23547										
OG0084236														LYTVA_23560										
OG0084237														LYTVA_23561										
OG0084238														LYTVA_23562										
OG0084239														LYTVA_23567										
OG0084240														LYTVA_23571										
OG0084241														LYTVA_23573										
OG0084242														LYTVA_23580										
OG0084243														LYTVA_23595										
OG0084244														LYTVA_23600										
OG0084245														LYTVA_23603										
OG0084246														LYTVA_23615										
OG0084247														LYTVA_23616										
OG0084248														LYTVA_23622										
OG0084249														LYTVA_23623										
OG0084250														LYTVA_23637										
OG0084251														LYTVA_23669										
OG0084252														LYTVA_23672										
OG0084253														LYTVA_23673										
OG0084254														LYTVA_23674										
OG0084255														LYTVA_23675										
OG0084256														LYTVA_23677										
OG0084257														LYTVA_23695										
OG0084258														LYTVA_23696										
OG0084259														LYTVA_23697										
OG0084260														LYTVA_23698										
OG0084261														LYTVA_23714										
OG0084262														LYTVA_23722										
OG0084263														LYTVA_23723										
OG0084264														LYTVA_23724										
OG0084265														LYTVA_23725										
OG0084266														LYTVA_23735										
OG0084267														LYTVA_23754										
OG0084268														LYTVA_23757										
OG0084269														LYTVA_23769										
OG0084270														LYTVA_23770										
OG0084271														LYTVA_23775										
OG0084272														LYTVA_23779										
OG0084273														LYTVA_23781										
OG0084274														LYTVA_23807										
OG0084275														LYTVA_23827										
OG0084276														LYTVA_23829										
OG0084277														LYTVA_23832										
OG0084278														LYTVA_23847										
OG0084279														LYTVA_23848										
OG0084280														LYTVA_23849										
OG0084281														LYTVA_23854										
OG0084282														LYTVA_23861										
OG0084283														LYTVA_23871										
OG0084284														LYTVA_23882										
OG0084285														LYTVA_23883										
OG0084286														LYTVA_23884										
OG0084287														LYTVA_23885										
OG0084288														LYTVA_23893										
OG0084289														LYTVA_23896										
OG0084290														LYTVA_23901										
OG0084291														LYTVA_23909										
OG0084292														LYTVA_23911										
OG0084293														LYTVA_23913										
OG0084294														LYTVA_23925										
OG0084295														LYTVA_23932										
OG0084296														LYTVA_23934										
OG0084297														LYTVA_23945										
OG0084298														LYTVA_23946										
OG0084299														LYTVA_23962										
OG0084300														LYTVA_23963										
OG0084301														LYTVA_23965										
OG0084302														LYTVA_23968										
OG0084303														LYTVA_23969										
OG0084304														LYTVA_23970										
OG0084305														LYTVA_23977										
OG0084306														LYTVA_23981										
OG0084307														LYTVA_23985										
OG0084308														LYTVA_23990										
OG0084309														LYTVA_23991										
OG0084310														LYTVA_23996										
OG0084311														LYTVA_23997										
OG0084312														LYTVA_23998										
OG0084313														LYTVA_24004										
OG0084314														LYTVA_24007										
OG0084315														LYTVA_24008										
OG0084316														LYTVA_24017										
OG0084317														LYTVA_24040										
OG0084318														LYTVA_24041										
OG0084319														LYTVA_24043										
OG0084320														LYTVA_24044										
OG0084321														LYTVA_24056										
OG0084322														LYTVA_24057										
OG0084323														LYTVA_24068										
OG0084324														LYTVA_24086										
OG0084325														LYTVA_24087										
OG0084326														LYTVA_24088										
OG0084327														LYTVA_24096										
OG0084328														LYTVA_24099										
OG0084329														LYTVA_24111										
OG0084330														LYTVA_24120										
OG0084331														LYTVA_24124										
OG0084332														LYTVA_24125										
OG0084333														LYTVA_24133										
OG0084334														LYTVA_24136										
OG0084335														LYTVA_24137										
OG0084336														LYTVA_24138										
OG0084337														LYTVA_24148										
OG0084338														LYTVA_24159										
OG0084339														LYTVA_24161										
OG0084340														LYTVA_24163										
OG0084341														LYTVA_24164										
OG0084342														LYTVA_24169										
OG0084343														LYTVA_24177										
OG0084344														LYTVA_24179										
OG0084345														LYTVA_24181										
OG0084346														LYTVA_24182										
OG0084347														LYTVA_24200										
OG0084348														LYTVA_24202										
OG0084349														LYTVA_24209										
OG0084350														LYTVA_24211										
OG0084351														LYTVA_24214										
OG0084352														LYTVA_24236										
OG0084353														LYTVA_24246										
OG0084354														LYTVA_24247										
OG0084355														LYTVA_24249										
OG0084356														LYTVA_24255										
OG0084357														LYTVA_24256										
OG0084358														LYTVA_24266										
OG0084359														LYTVA_24267										
OG0084360														LYTVA_24275										
OG0084361														LYTVA_24296										
OG0084362														LYTVA_24301										
OG0084363														LYTVA_24302										
OG0084364														LYTVA_24303										
OG0084365														LYTVA_24306										
OG0084366														LYTVA_24308										
OG0084367														LYTVA_24313										
OG0084368														LYTVA_24314										
OG0084369														LYTVA_24316										
OG0084370														LYTVA_24328										
OG0084371														LYTVA_24334										
OG0084372														LYTVA_24338										
OG0084373														LYTVA_24340										
OG0084374														LYTVA_24342										
OG0084375														LYTVA_24344										
OG0084376														LYTVA_24345										
OG0084377														LYTVA_24352										
OG0084378														LYTVA_24358										
OG0084379														LYTVA_24361										
OG0084380														LYTVA_24362										
OG0084381														LYTVA_24365										
OG0084382														LYTVA_24370										
OG0084383														LYTVA_24380										
OG0084384														LYTVA_24399										
OG0084385														LYTVA_24400										
OG0084386														LYTVA_24401										
OG0084387														LYTVA_24440										
OG0084388														LYTVA_24444										
OG0084389														LYTVA_24450										
OG0084390														LYTVA_24455										
OG0084391														LYTVA_24467										
OG0084392														LYTVA_24474										
OG0084393														LYTVA_24475										
OG0084394														LYTVA_24483										
OG0084395														LYTVA_24484										
OG0084396														LYTVA_24490										
OG0084397														LYTVA_24491										
OG0084398														LYTVA_24492										
OG0084399														LYTVA_24493										
OG0084400														LYTVA_24494										
OG0084401														LYTVA_24495										
OG0084402														LYTVA_24499										
OG0084403														LYTVA_24500										
OG0084404														LYTVA_24507										
OG0084405														LYTVA_24508										
OG0084406														LYTVA_24510										
OG0084407														LYTVA_24524										
OG0084408														LYTVA_24526										
OG0084409														LYTVA_24536										
OG0084410														LYTVA_24544										
OG0084411														LYTVA_24548										
OG0084412														LYTVA_24556										
OG0084413														LYTVA_24563										
OG0084414														LYTVA_24580										
OG0084415														LYTVA_24581										
OG0084416														LYTVA_24584										
OG0084417														LYTVA_24586										
OG0084418														LYTVA_24588										
OG0084419														LYTVA_24591										
OG0084420														LYTVA_24593										
OG0084421														LYTVA_24597										
OG0084422														LYTVA_24603										
OG0084423														LYTVA_24608										
OG0084424														LYTVA_24632										
OG0084425														LYTVA_24634										
OG0084426														LYTVA_24641										
OG0084427														LYTVA_24648										
OG0084428														LYTVA_24650										
OG0084429														LYTVA_24658										
OG0084430														LYTVA_24672										
OG0084431														LYTVA_24692										
OG0084432														LYTVA_24697										
OG0084433														LYTVA_24726										
OG0084434														LYTVA_24729										
OG0084435														LYTVA_24741										
OG0084436														LYTVA_24744										
OG0084437														LYTVA_24746										
OG0084438														LYTVA_24747										
OG0084439														LYTVA_24748										
OG0084440														LYTVA_24751										
OG0084441														LYTVA_24779										
OG0084442														LYTVA_24792										
OG0084443														LYTVA_24793										
OG0084444														LYTVA_24802										
OG0084445														LYTVA_24804										
OG0084446														LYTVA_24809										
OG0084447														LYTVA_24819										
OG0084448														LYTVA_24839										
OG0084449														LYTVA_24841										
OG0084450														LYTVA_24842										
OG0084451														LYTVA_24847										
OG0084452														LYTVA_24861										
OG0084453														LYTVA_24867										
OG0084454														LYTVA_24891										
OG0084455														LYTVA_24893										
OG0084456														LYTVA_24903										
OG0084457														LYTVA_24910										
OG0084458														LYTVA_24912										
OG0084459														LYTVA_24914										
OG0084460														LYTVA_24916										
OG0084461														LYTVA_24917										
OG0084462														LYTVA_24923										
OG0084463														LYTVA_24924										
OG0084464														LYTVA_24925										
OG0084465														LYTVA_24938										
OG0084466														LYTVA_24941										
OG0084467														LYTVA_24943										
OG0084468														LYTVA_24958										
OG0084469														LYTVA_24961										
OG0084470														LYTVA_24965										
OG0084471														LYTVA_24973										
OG0084472														LYTVA_24974										
OG0084473														LYTVA_24976										
OG0084474														LYTVA_24986										
OG0084475														LYTVA_24994										
OG0084476														LYTVA_24996										
OG0084477														LYTVA_24997										
OG0084478														LYTVA_25000										
OG0084479														LYTVA_25006										
OG0084480														LYTVA_25019										
OG0084481														LYTVA_25026										
OG0084482														LYTVA_25061										
OG0084483														LYTVA_25062										
OG0084484														LYTVA_25067										
OG0084485														LYTVA_25078										
OG0084486														LYTVA_25083										
OG0084487														LYTVA_25084										
OG0084488														LYTVA_25089										
OG0084489														LYTVA_25123										
OG0084490														LYTVA_25139										
OG0084491														LYTVA_25140										
OG0084492														LYTVA_25141										
OG0084493														LYTVA_25142										
OG0084494														LYTVA_25157										
OG0084495														LYTVA_25171										
OG0084496														LYTVA_25173										
OG0084497														LYTVA_25188										
OG0084498														LYTVA_25214										
OG0084499														LYTVA_25227										
OG0084500														LYTVA_25228										
OG0084501														LYTVA_25232										
OG0084502														LYTVA_25233										
OG0084503														LYTVA_25236										
OG0084504														LYTVA_25257										
OG0084505														LYTVA_25258										
OG0084506														LYTVA_25263										
OG0084507														LYTVA_25273										
OG0084508														LYTVA_25274										
OG0084509														LYTVA_25282										
OG0084510														LYTVA_25295										
OG0084511														LYTVA_25299										
OG0084512														LYTVA_25302										
OG0084513														LYTVA_25307										
OG0084514														LYTVA_25308										
OG0084515														LYTVA_25336										
OG0084516														LYTVA_25337										
OG0084517														LYTVA_25351										
OG0084518														LYTVA_25353										
OG0084519														LYTVA_25355										
OG0084520														LYTVA_25359										
OG0084521														LYTVA_25364										
OG0084522														LYTVA_25371										
OG0084523														LYTVA_25374										
OG0084524														LYTVA_25375										
OG0084525														LYTVA_25376										
OG0084526														LYTVA_25379										
OG0084527														LYTVA_25381										
OG0084528														LYTVA_25397										
OG0084529														LYTVA_25407										
OG0084530														LYTVA_25410										
OG0084531														LYTVA_25416										
OG0084532														LYTVA_25417										
OG0084533														LYTVA_25418										
OG0084534														LYTVA_25421										
OG0084535														LYTVA_25422										
OG0084536														LYTVA_25442										
OG0084537														LYTVA_25444										
OG0084538														LYTVA_25446										
OG0084539														LYTVA_25447										
OG0084540														LYTVA_25464										
OG0084541														LYTVA_25478										
OG0084542														LYTVA_25486										
OG0084543														LYTVA_25489										
OG0084544														LYTVA_25494										
OG0084545														LYTVA_25496										
OG0084546														LYTVA_25503										
OG0084547														LYTVA_25507										
OG0084548														LYTVA_25509										
OG0084549														LYTVA_25510										
OG0084550														LYTVA_25524										
OG0084551														LYTVA_25525										
OG0084552														LYTVA_25526										
OG0084553														LYTVA_25527										
OG0084554														LYTVA_25531										
OG0084555														LYTVA_25532										
OG0084556														LYTVA_25576										
OG0084557														LYTVA_25578										
OG0084558														LYTVA_25581										
OG0084559														LYTVA_25585										
OG0084560														LYTVA_25589										
OG0084561														LYTVA_25593										
OG0084562														LYTVA_25617										
OG0084563														LYTVA_25619										
OG0084564														LYTVA_25622										
OG0084565														LYTVA_25623										
OG0084566														LYTVA_25635										
OG0084567														LYTVA_25637										
OG0084568														LYTVA_25640										
OG0084569														LYTVA_25641										
OG0084570														LYTVA_25643										
OG0084571														LYTVA_25646										
OG0084572														LYTVA_25647										
OG0084573														LYTVA_25649										
OG0084574														LYTVA_25658										
OG0084575														LYTVA_25660										
OG0084576														LYTVA_25666										
OG0084577														LYTVA_25669										
OG0084578														LYTVA_25670										
OG0084579														LYTVA_25671										
OG0084580														LYTVA_25683										
OG0084581														LYTVA_25689										
OG0084582														LYTVA_25690										
OG0084583														LYTVA_25702										
OG0084584														LYTVA_25708										
OG0084585														LYTVA_25711										
OG0084586														LYTVA_25714										
OG0084587														LYTVA_25716										
OG0084588														LYTVA_25717										
OG0084589														LYTVA_25718										
OG0084590														LYTVA_25720										
OG0084591														LYTVA_25721										
OG0084592														LYTVA_25722										
OG0084593														LYTVA_25729										
OG0084594														LYTVA_25731										
OG0084595														LYTVA_25733										
OG0084596														LYTVA_25736										
OG0084597														LYTVA_25760										
OG0084598														LYTVA_25762										
OG0084599														LYTVA_25784										
OG0084600														LYTVA_25785										
OG0084601														LYTVA_25802										
OG0084602														LYTVA_25803										
OG0084603														LYTVA_25804										
OG0084604														LYTVA_25805										
OG0084605														LYTVA_25810										
OG0084606														LYTVA_25838										
OG0084607														LYTVA_25840										
OG0084608														LYTVA_25841										
OG0084609														LYTVA_25853										
OG0084610														LYTVA_25864										
OG0084611														LYTVA_25869										
OG0084612														LYTVA_25870										
OG0084613														LYTVA_25880										
OG0084614														LYTVA_25891										
OG0084615														LYTVA_25919										
OG0084616														LYTVA_25925										
OG0084617														LYTVA_25930										
OG0084618														LYTVA_25937										
OG0084619														LYTVA_25950										
OG0084620														LYTVA_25977										
OG0084621														LYTVA_25991										
OG0084622														LYTVA_25995										
OG0084623														LYTVA_25999										
OG0084624														LYTVA_26005										
OG0084625														LYTVA_26007										
OG0084626														LYTVA_26010										
OG0084627														LYTVA_26018										
OG0084628														LYTVA_26022										
OG0084629														LYTVA_26031										
OG0084630														LYTVA_26035										
OG0084631														LYTVA_26036										
OG0084632														LYTVA_26038										
OG0084633														LYTVA_26039										
OG0084634														LYTVA_26040										
OG0084635														LYTVA_26041										
OG0084636														LYTVA_26053										
OG0084637														LYTVA_26057										
OG0084638														LYTVA_26063										
OG0084639														LYTVA_26067										
OG0084640														LYTVA_26073										
OG0084641														LYTVA_26074										
OG0084642														LYTVA_26092										
OG0084643														LYTVA_26093										
OG0084644														LYTVA_26097										
OG0084645														LYTVA_26098										
OG0084646														LYTVA_26112										
OG0084647														LYTVA_26115										
OG0084648														LYTVA_26118										
OG0084649														LYTVA_26119										
OG0084650														LYTVA_26120										
OG0084651														LYTVA_26121										
OG0084652														LYTVA_26148										
OG0084653														LYTVA_26191										
OG0084654														LYTVA_26201										
OG0084655														LYTVA_26204										
OG0084656														LYTVA_26206										
OG0084657														LYTVA_26207										
OG0084658														LYTVA_26233										
OG0084659														LYTVA_26236										
OG0084660														LYTVA_26241										
OG0084661														LYTVA_26242										
OG0084662														LYTVA_26248										
OG0084663														LYTVA_26260										
OG0084664														LYTVA_26261										
OG0084665														LYTVA_26262										
OG0084666														LYTVA_26263										
OG0084667														LYTVA_26264										
OG0084668														LYTVA_26268										
OG0084669														LYTVA_26291										
OG0084670														LYTVA_26295										
OG0084671														LYTVA_26305										
OG0084672														LYTVA_26306										
OG0084673														LYTVA_26309										
OG0084674														LYTVA_26314										
OG0084675														LYTVA_26316										
OG0084676														LYTVA_26321										
OG0084677														LYTVA_26324										
OG0084678														LYTVA_26327										
OG0084679														LYTVA_26331										
OG0084680														LYTVA_26332										
OG0084681														LYTVA_26340										
OG0084682														LYTVA_26341										
OG0084683														LYTVA_26343										
OG0084684														LYTVA_26348										
OG0084685														LYTVA_26351										
OG0084686														LYTVA_26363										
OG0084687														LYTVA_26364										
OG0084688														LYTVA_26365										
OG0084689														LYTVA_26376										
OG0084690														LYTVA_26386										
OG0084691														LYTVA_26387										
OG0084692														LYTVA_26390										
OG0084693														LYTVA_26392										
OG0084694														LYTVA_26393										
OG0084695														LYTVA_26399										
OG0084696														LYTVA_26414										
OG0084697														LYTVA_26427										
OG0084698														LYTVA_26435										
OG0084699														LYTVA_26438										
OG0084700														LYTVA_26440										
OG0084701														LYTVA_26450										
OG0084702														LYTVA_26451										
OG0084703														LYTVA_26456										
OG0084704														LYTVA_26458										
OG0084705														LYTVA_26463										
OG0084706														LYTVA_26465										
OG0084707														LYTVA_26471										
OG0084708														LYTVA_26483										
OG0084709														LYTVA_26484										
OG0084710														LYTVA_26496										
OG0084711														LYTVA_26500										
OG0084712														LYTVA_26521										
OG0084713														LYTVA_26522										
OG0084714														LYTVA_26525										
OG0084715														LYTVA_26553										
OG0084716														LYTVA_26554										
OG0084717														LYTVA_26555										
OG0084718														LYTVA_26592										
OG0084719														LYTVA_26598										
OG0084720														LYTVA_26608										
OG0084721														LYTVA_26620										
OG0084722														LYTVA_26624										
OG0084723														LYTVA_26626										
OG0084724														LYTVA_26627										
OG0084725														LYTVA_26640										
OG0084726														LYTVA_26645										
OG0084727														LYTVA_26648										
OG0084728														LYTVA_26649										
OG0084729														LYTVA_26650										
OG0084730														LYTVA_26658										
OG0084731														LYTVA_26661										
OG0084732														LYTVA_26662										
OG0084733														LYTVA_26667										
OG0084734														LYTVA_26676										
OG0084735														LYTVA_26677										
OG0084736														LYTVA_26679										
OG0084737														LYTVA_26692										
OG0084738														LYTVA_26706										
OG0084739														LYTVA_26712										
OG0084740														LYTVA_26714										
OG0084741														LYTVA_26716										
OG0084742														LYTVA_26717										
OG0084743														LYTVA_26719										
OG0084744														LYTVA_26721										
OG0084745														LYTVA_26744										
OG0084746														LYTVA_26746										
OG0084747														LYTVA_26747										
OG0084748														LYTVA_26764										
OG0084749														LYTVA_26765										
OG0084750														LYTVA_26770										
OG0084751														LYTVA_26780										
OG0084752														LYTVA_26785										
OG0084753														LYTVA_26789										
OG0084754														LYTVA_26791										
OG0084755														LYTVA_26792										
OG0084756														LYTVA_26796										
OG0084757														LYTVA_26798										
OG0084758														LYTVA_26812										
OG0084759														LYTVA_26814										
OG0084760														LYTVA_26819										
OG0084761														LYTVA_26822										
OG0084762														LYTVA_26828										
OG0084763														LYTVA_26834										
OG0084764														LYTVA_26836										
OG0084765														LYTVA_26838										
OG0084766														LYTVA_26843										
OG0084767														LYTVA_26844										
OG0084768														LYTVA_26854										
OG0084769														LYTVA_26865										
OG0084770														LYTVA_26868										
OG0084771														LYTVA_26869										
OG0084772														LYTVA_26877										
OG0084773														LYTVA_26899										
OG0084774														LYTVA_26900										
OG0084775														LYTVA_26905										
OG0084776														LYTVA_26907										
OG0084777														LYTVA_26917										
OG0084778														LYTVA_26920										
OG0084779														LYTVA_26925										
OG0084780														LYTVA_26932										
OG0084781														LYTVA_26933										
OG0084782														LYTVA_26934										
OG0084783														LYTVA_26945										
OG0084784														LYTVA_26947										
OG0084785														LYTVA_26950										
OG0084786														LYTVA_26951										
OG0084787														LYTVA_26958										
OG0084788														LYTVA_26961										
OG0084789														LYTVA_26962										
OG0084790														LYTVA_26965										
OG0084791														LYTVA_26966										
OG0084792														LYTVA_26981										
OG0084793														LYTVA_26997										
OG0084794														LYTVA_27007										
OG0084795														LYTVA_27008										
OG0084796														LYTVA_27020										
OG0084797														LYTVA_27021										
OG0084798														LYTVA_27022										
OG0084799														LYTVA_27023										
OG0084800														LYTVA_27037										
OG0084801														LYTVA_27063										
OG0084802														LYTVA_27065										
OG0084803														LYTVA_27068										
OG0084804														LYTVA_27080										
OG0084805														LYTVA_27084										
OG0084806														LYTVA_27087										
OG0084807														LYTVA_27094										
OG0084808														LYTVA_27099										
OG0084809														LYTVA_27107										
OG0084810														LYTVA_27108										
OG0084811														LYTVA_27111										
OG0084812														LYTVA_27114										
OG0084813														LYTVA_27119										
OG0084814														LYTVA_27120										
OG0084815														LYTVA_27122										
OG0084816														LYTVA_27123										
OG0084817														LYTVA_27124										
OG0084818														LYTVA_27125										
OG0084819														LYTVA_27128										
OG0084820														LYTVA_27148										
OG0084821														LYTVA_27150										
OG0084822														LYTVA_27167										
OG0084823														LYTVA_27174										
OG0084824														LYTVA_27181										
OG0084825														LYTVA_27190										
OG0084826														LYTVA_27191										
OG0084827														LYTVA_27195										
OG0084828														LYTVA_27202										
OG0084829														LYTVA_27204										
OG0084830														LYTVA_27206										
OG0084831														LYTVA_27207										
OG0084832														LYTVA_27208										
OG0084833														LYTVA_27217										
OG0084834														LYTVA_27224										
OG0084835														LYTVA_27227										
OG0084836														LYTVA_27231										
OG0084837														LYTVA_27233										
OG0084838														LYTVA_27248										
OG0084839														LYTVA_27250										
OG0084840														LYTVA_27251										
OG0084841														LYTVA_27254										
OG0084842														LYTVA_27256										
OG0084843														LYTVA_27267										
OG0084844														LYTVA_27269										
OG0084845														LYTVA_27273										
OG0084846														LYTVA_27278										
OG0084847														LYTVA_27282										
OG0084848														LYTVA_27287										
OG0084849														LYTVA_27298										
OG0084850														LYTVA_27304										
OG0084851														LYTVA_27305										
OG0084852														LYTVA_27312										
OG0084853														LYTVA_27313										
OG0084854														LYTVA_27319										
OG0084855														LYTVA_27325										
OG0084856														LYTVA_27334										
OG0084857														LYTVA_27337										
OG0084858														LYTVA_27341										
OG0084859														LYTVA_27342										
OG0084860														LYTVA_27348										
OG0084861														LYTVA_27352										
OG0084862														LYTVA_27357										
OG0084863														LYTVA_27361										
OG0084864														LYTVA_27362										
OG0084865														LYTVA_27372										
OG0084866														LYTVA_27376										
OG0084867														LYTVA_27395										
OG0084868														LYTVA_27396										
OG0084869														LYTVA_27397										
OG0084870														LYTVA_27398										
OG0084871														LYTVA_27407										
OG0084872														LYTVA_27408										
OG0084873														LYTVA_27411										
OG0084874														LYTVA_27416										
OG0084875														LYTVA_27419										
OG0084876														LYTVA_27420										
OG0084877														LYTVA_27423										
OG0084878														LYTVA_27426										
OG0084879														LYTVA_27428										
OG0084880														LYTVA_27429										
OG0084881														LYTVA_27430										
OG0084882														LYTVA_27432										
OG0084883														LYTVA_27445										
OG0084884														LYTVA_27446										
OG0084885														LYTVA_27447										
OG0084886														LYTVA_27454										
OG0084887														LYTVA_27468										
OG0084888														LYTVA_27476										
OG0084889														LYTVA_27477										
OG0084890														LYTVA_27479										
OG0084891														LYTVA_27480										
OG0084892														LYTVA_27490										
OG0084893														LYTVA_27493										
OG0084894														LYTVA_27496										
OG0084895														LYTVA_27497										
OG0084896														LYTVA_27511										
OG0084897														LYTVA_27522										
OG0084898														LYTVA_27537										
OG0084899														LYTVA_27538										
OG0084900														LYTVA_27541										
OG0084901														LYTVA_27544										
OG0084902														LYTVA_27548										
OG0084903														LYTVA_27549										
OG0084904														LYTVA_27570										
OG0084905														LYTVA_27593										
OG0084906														LYTVA_27594										
OG0084907														LYTVA_27595										
OG0084908														LYTVA_27597										
OG0084909														LYTVA_27600										
OG0084910														LYTVA_27629										
OG0084911														LYTVA_27639										
OG0084912														LYTVA_27642										
OG0084913														LYTVA_27644										
OG0084914														LYTVA_27648										
OG0084915														LYTVA_27665										
OG0084916														LYTVA_27667										
OG0084917														LYTVA_27670										
OG0084918														LYTVA_27674										
OG0084919														LYTVA_27690										
OG0084920														LYTVA_27692										
OG0084921														LYTVA_27695										
OG0084922														LYTVA_27711										
OG0084923														LYTVA_27712										
OG0084924														LYTVA_27722										
OG0084925														LYTVA_27725										
OG0084926														LYTVA_27730										
OG0084927														LYTVA_27733										
OG0084928														LYTVA_27736										
OG0084929														LYTVA_27740										
OG0084930														LYTVA_27741										
OG0084931														LYTVA_27743										
OG0084932														LYTVA_27745										
OG0084933														LYTVA_27747										
OG0084934														LYTVA_27766										
OG0084935														LYTVA_27776										
OG0084936														LYTVA_27777										
OG0084937														LYTVA_27781										
OG0084938														LYTVA_27801										
OG0084939														LYTVA_27802										
OG0084940														LYTVA_27808										
OG0084941														LYTVA_27809										
OG0084942														LYTVA_27823										
OG0084943														LYTVA_27833										
OG0084944														LYTVA_27837										
OG0084945														LYTVA_27851										
OG0084946														LYTVA_27852										
