Orthogroup	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
OG0070283								CAEEL01319																
OG0070284								CAEEL01321																
OG0070285								CAEEL01335																
OG0070286								CAEEL01337																
OG0070287								CAEEL01339																
OG0070288								CAEEL01342																
OG0070289								CAEEL01351																
OG0070290								CAEEL01362																
OG0070291								CAEEL01364																
OG0070292								CAEEL01365																
OG0070293								CAEEL01375																
OG0070294								CAEEL01378																
OG0070295								CAEEL01380																
OG0070296								CAEEL01381																
OG0070297								CAEEL01383																
OG0070298								CAEEL01388																
OG0070299								CAEEL01400																
OG0070300								CAEEL01403																
OG0070301								CAEEL01405																
OG0070302								CAEEL01406																
OG0070303								CAEEL01409																
OG0070304								CAEEL01411																
OG0070305								CAEEL01417																
OG0070306								CAEEL01418																
OG0070307								CAEEL01427																
OG0070308								CAEEL01429																
OG0070309								CAEEL01432																
OG0070310								CAEEL01436																
OG0070311								CAEEL01437																
OG0070312								CAEEL01443																
OG0070313								CAEEL01444																
OG0070314								CAEEL01446																
OG0070315								CAEEL01447																
OG0070316								CAEEL01450																
OG0070317								CAEEL01458																
OG0070318								CAEEL01460																
OG0070319								CAEEL01462																
OG0070320								CAEEL01465																
OG0070321								CAEEL01466																
OG0070322								CAEEL01467																
OG0070323								CAEEL01474																
OG0070324								CAEEL01478																
OG0070325								CAEEL01479																
OG0070326								CAEEL01481																
OG0070327								CAEEL01484																
OG0070328								CAEEL01492																
OG0070329								CAEEL01496																
OG0070330								CAEEL01500																
OG0070331								CAEEL01501																
OG0070332								CAEEL01504																
OG0070333								CAEEL01505																
OG0070334								CAEEL01508																
OG0070335								CAEEL01512																
OG0070336								CAEEL01515																
OG0070337								CAEEL01518																
OG0070338								CAEEL01524																
OG0070339								CAEEL01526																
OG0070340								CAEEL01528																
OG0070341								CAEEL01530																
OG0070342								CAEEL01537																
OG0070343								CAEEL01545																
OG0070344								CAEEL01546																
OG0070345								CAEEL01548																
OG0070346								CAEEL01550																
OG0070347								CAEEL01551																
OG0070348								CAEEL01564																
OG0070349								CAEEL01568																
OG0070350								CAEEL01569																
OG0070351								CAEEL01572																
OG0070352								CAEEL01573																
OG0070353								CAEEL01579																
OG0070354								CAEEL01581																
OG0070355								CAEEL01582																
OG0070356								CAEEL01587																
OG0070357								CAEEL01591																
OG0070358								CAEEL01594																
OG0070359								CAEEL01595																
OG0070360								CAEEL01599																
OG0070361								CAEEL01605																
OG0070362								CAEEL01612																
OG0070363								CAEEL01616																
OG0070364								CAEEL01619																
OG0070365								CAEEL01620																
OG0070366								CAEEL01628																
OG0070367								CAEEL01630																
OG0070368								CAEEL01633																
OG0070369								CAEEL01634																
OG0070370								CAEEL01635																
OG0070371								CAEEL01639																
OG0070372								CAEEL01653																
OG0070373								CAEEL01658																
OG0070374								CAEEL01674																
OG0070375								CAEEL01675																
OG0070376								CAEEL01676																
OG0070377								CAEEL01679																
OG0070378								CAEEL01685																
OG0070379								CAEEL01686																
OG0070380								CAEEL01690																
OG0070381								CAEEL01698																
OG0070382								CAEEL01699																
OG0070383								CAEEL01702																
OG0070384								CAEEL01708																
OG0070385								CAEEL01709																
OG0070386								CAEEL01711																
OG0070387								CAEEL01715																
OG0070388								CAEEL01717																
OG0070389								CAEEL01721																
OG0070390								CAEEL01722																
OG0070391								CAEEL01727																
OG0070392								CAEEL01728																
OG0070393								CAEEL01730																
OG0070394								CAEEL01732																
OG0070395								CAEEL01744																
OG0070396								CAEEL01745																
OG0070397								CAEEL01754																
OG0070398								CAEEL01761																
OG0070399								CAEEL01766																
OG0070400								CAEEL01770																
OG0070401								CAEEL01771																
OG0070402								CAEEL01777																
OG0070403								CAEEL01781																
OG0070404								CAEEL01796																
OG0070405								CAEEL01797																
OG0070406								CAEEL01798																
OG0070407								CAEEL01800																
OG0070408								CAEEL01805																
OG0070409								CAEEL01816																
OG0070410								CAEEL01817																
OG0070411								CAEEL01818																
OG0070412								CAEEL01829																
OG0070413								CAEEL01834																
OG0070414								CAEEL01835																
OG0070415								CAEEL01844																
OG0070416								CAEEL01851																
OG0070417								CAEEL01861																
OG0070418								CAEEL01864																
OG0070419								CAEEL01866																
OG0070420								CAEEL01868																
OG0070421								CAEEL01873																
OG0070422								CAEEL01875																
OG0070423								CAEEL01883																
OG0070424								CAEEL01887																
OG0070425								CAEEL01897																
OG0070426								CAEEL01902																
OG0070427								CAEEL01918																
OG0070428								CAEEL01929																
OG0070429								CAEEL01931																
OG0070430								CAEEL01933																
OG0070431								CAEEL01934																
OG0070432								CAEEL01935																
OG0070433								CAEEL01936																
OG0070434								CAEEL01946																
OG0070435								CAEEL01964																
OG0070436								CAEEL01965																
OG0070437								CAEEL01969																
OG0070438								CAEEL01970																
OG0070439								CAEEL01971																
OG0070440								CAEEL01980																
OG0070441								CAEEL01981																
OG0070442								CAEEL01987																
OG0070443								CAEEL01996																
OG0070444								CAEEL02003																
OG0070445								CAEEL02006																
OG0070446								CAEEL02009																
OG0070447								CAEEL02010																
OG0070448								CAEEL02012																
OG0070449								CAEEL02020																
OG0070450								CAEEL02034																
OG0070451								CAEEL02039																
OG0070452								CAEEL02047																
OG0070453								CAEEL02050																
OG0070454								CAEEL02052																
OG0070455								CAEEL02055																
OG0070456								CAEEL02056																
OG0070457								CAEEL02067																
OG0070458								CAEEL02078																
OG0070459								CAEEL02080																
OG0070460								CAEEL02082																
OG0070461								CAEEL02091																
OG0070462								CAEEL02094																
OG0070463								CAEEL02099																
OG0070464								CAEEL02102																
OG0070465								CAEEL02110																
OG0070466								CAEEL02113																
OG0070467								CAEEL02114																
OG0070468								CAEEL02121																
OG0070469								CAEEL02127																
OG0070470								CAEEL02133																
OG0070471								CAEEL02136																
OG0070472								CAEEL02141																
OG0070473								CAEEL02147																
OG0070474								CAEEL02149																
OG0070475								CAEEL02150																
OG0070476								CAEEL02151																
OG0070477								CAEEL02153																
OG0070478								CAEEL02154																
OG0070479								CAEEL02155																
OG0070480								CAEEL02160																
OG0070481								CAEEL02161																
OG0070482								CAEEL02169																
OG0070483								CAEEL02173																
OG0070484								CAEEL02175																
OG0070485								CAEEL02176																
OG0070486								CAEEL02177																
OG0070487								CAEEL02181																
OG0070488								CAEEL02188																
OG0070489								CAEEL02189																
OG0070490								CAEEL02192																
OG0070491								CAEEL02203																
OG0070492								CAEEL02208																
OG0070493								CAEEL02209																
OG0070494								CAEEL02214																
OG0070495								CAEEL02222																
OG0070496								CAEEL02223																
OG0070497								CAEEL02226																
OG0070498								CAEEL02227																
OG0070499								CAEEL02228																
OG0070500								CAEEL02231																
OG0070501								CAEEL02232																
OG0070502								CAEEL02238																
OG0070503								CAEEL02244																
OG0070504								CAEEL02250																
OG0070505								CAEEL02274																
OG0070506								CAEEL02283																
OG0070507								CAEEL02286																
OG0070508								CAEEL02289																
OG0070509								CAEEL02294																
OG0070510								CAEEL02296																
OG0070511								CAEEL02308																
OG0070512								CAEEL02313																
OG0070513								CAEEL02315																
OG0070514								CAEEL02329																
OG0070515								CAEEL02330																
OG0070516								CAEEL02331																
OG0070517								CAEEL02332																
OG0070518								CAEEL02340																
OG0070519								CAEEL02359																
OG0070520								CAEEL02361																
OG0070521								CAEEL02364																
OG0070522								CAEEL02370																
OG0070523								CAEEL02371																
OG0070524								CAEEL02374																
OG0070525								CAEEL02401																
OG0070526								CAEEL02402																
OG0070527								CAEEL02403																
OG0070528								CAEEL02405																
OG0070529								CAEEL02408																
OG0070530								CAEEL02427																
OG0070531								CAEEL02492																
OG0070532								CAEEL02495																
OG0070533								CAEEL02496																
OG0070534								CAEEL02501																
OG0070535								CAEEL02507																
OG0070536								CAEEL02508																
OG0070537								CAEEL02509																
OG0070538								CAEEL02510																
OG0070539								CAEEL02512																
OG0070540								CAEEL02513																
OG0070541								CAEEL02518																
OG0070542								CAEEL02519																
OG0070543								CAEEL02521																
OG0070544								CAEEL02523																
OG0070545								CAEEL02530																
OG0070546								CAEEL02532																
OG0070547								CAEEL02537																
OG0070548								CAEEL02547																
OG0070549								CAEEL02548																
OG0070550								CAEEL02552																
OG0070551								CAEEL02562																
OG0070552								CAEEL02563																
OG0070553								CAEEL02566																
OG0070554								CAEEL02573																
OG0070555								CAEEL02590																
OG0070556								CAEEL02602																
OG0070557								CAEEL02605																
OG0070558								CAEEL02610																
OG0070559								CAEEL02616																
OG0070560								CAEEL02636																
OG0070561								CAEEL02639																
OG0070562								CAEEL02652																
OG0070563								CAEEL02662																
OG0070564								CAEEL02664																
OG0070565								CAEEL02670																
OG0070566								CAEEL02673																
OG0070567								CAEEL02675																
OG0070568								CAEEL02680																
OG0070569								CAEEL02682																
OG0070570								CAEEL02683																
OG0070571								CAEEL02687																
OG0070572								CAEEL02688																
OG0070573								CAEEL02692																
OG0070574								CAEEL02696																
OG0070575								CAEEL02698																
OG0070576								CAEEL02707																
OG0070577								CAEEL02708																
OG0070578								CAEEL02709																
OG0070579								CAEEL02732																
OG0070580								CAEEL02736																
OG0070581								CAEEL02737																
OG0070582								CAEEL02738																
OG0070583								CAEEL02743																
OG0070584								CAEEL02746																
OG0070585								CAEEL02748																
OG0070586								CAEEL02762																
OG0070587								CAEEL02763																
OG0070588								CAEEL02772																
OG0070589								CAEEL02783																
OG0070590								CAEEL02787																
OG0070591								CAEEL02818																
OG0070592								CAEEL02819																
OG0070593								CAEEL02821																
OG0070594								CAEEL02823																
OG0070595								CAEEL02832																
OG0070596								CAEEL02836																
OG0070597								CAEEL02857																
OG0070598								CAEEL02862																
OG0070599								CAEEL02863																
OG0070600								CAEEL02870																
OG0070601								CAEEL02871																
OG0070602								CAEEL02875																
OG0070603								CAEEL02876																
OG0070604								CAEEL02894																
OG0070605								CAEEL02899																
OG0070606								CAEEL02903																
OG0070607								CAEEL02907																
OG0070608								CAEEL02911																
OG0070609								CAEEL02917																
OG0070610								CAEEL02933																
OG0070611								CAEEL02943																
OG0070612								CAEEL02952																
OG0070613								CAEEL02954																
OG0070614								CAEEL02956																
OG0070615								CAEEL02962																
OG0070616								CAEEL02970																
OG0070617								CAEEL02976																
OG0070618								CAEEL02977																
OG0070619								CAEEL02980																
OG0070620								CAEEL02982																
OG0070621								CAEEL02983																
OG0070622								CAEEL02986																
OG0070623								CAEEL02987																
OG0070624								CAEEL02991																
OG0070625								CAEEL02992																
OG0070626								CAEEL02994																
OG0070627								CAEEL02999																
OG0070628								CAEEL03020																
OG0070629								CAEEL03024																
OG0070630								CAEEL03028																
OG0070631								CAEEL03033																
OG0070632								CAEEL03049																
OG0070633								CAEEL03051																
OG0070634								CAEEL03060																
OG0070635								CAEEL03061																
OG0070636								CAEEL03063																
OG0070637								CAEEL03067																
OG0070638								CAEEL03074																
OG0070639								CAEEL03083																
OG0070640								CAEEL03087																
OG0070641								CAEEL03092																
OG0070642								CAEEL03093																
OG0070643								CAEEL03094																
OG0070644								CAEEL03095																
OG0070645								CAEEL03103																
OG0070646								CAEEL03106																
OG0070647								CAEEL03107																
OG0070648								CAEEL03108																
OG0070649								CAEEL03122																
OG0070650								CAEEL03124																
OG0070651								CAEEL03142																
OG0070652								CAEEL03143																
OG0070653								CAEEL03144																
OG0070654								CAEEL03147																
OG0070655								CAEEL03148																
OG0070656								CAEEL03156																
OG0070657								CAEEL03166																
OG0070658								CAEEL03176																
OG0070659								CAEEL03201																
OG0070660								CAEEL03230																
OG0070661								CAEEL03231																
OG0070662								CAEEL03232																
OG0070663								CAEEL03237																
OG0070664								CAEEL03242																
OG0070665								CAEEL03243																
OG0070666								CAEEL03247																
OG0070667								CAEEL03248																
OG0070668								CAEEL03252																
OG0070669								CAEEL03259																
OG0070670								CAEEL03262																
OG0070671								CAEEL03263																
OG0070672								CAEEL03268																
OG0070673								CAEEL03269																
OG0070674								CAEEL03270																
OG0070675								CAEEL03277																
OG0070676								CAEEL03278																
OG0070677								CAEEL03279																
OG0070678								CAEEL03282																
OG0070679								CAEEL03294																
OG0070680								CAEEL03296																
OG0070681								CAEEL03303																
OG0070682								CAEEL03308																
OG0070683								CAEEL03310																
OG0070684								CAEEL03344																
OG0070685								CAEEL03389																
OG0070686								CAEEL03390																
OG0070687								CAEEL03391																
OG0070688								CAEEL03433																
OG0070689								CAEEL03461																
OG0070690								CAEEL03462																
OG0070691								CAEEL03479																
OG0070692								CAEEL03488																
OG0070693								CAEEL03498																
OG0070694								CAEEL03501																
OG0070695								CAEEL03503																
OG0070696								CAEEL03517																
OG0070697								CAEEL03529																
OG0070698								CAEEL03533																
OG0070699								CAEEL03534																
OG0070700								CAEEL03540																
OG0070701								CAEEL03547																
OG0070702								CAEEL03550																
OG0070703								CAEEL03565																
OG0070704								CAEEL03571																
OG0070705								CAEEL03573																
OG0070706								CAEEL03596																
OG0070707								CAEEL03607																
OG0070708								CAEEL03618																
OG0070709								CAEEL03628																
OG0070710								CAEEL03665																
OG0070711								CAEEL03666																
OG0070712								CAEEL03669																
OG0070713								CAEEL03671																
OG0070714								CAEEL03672																
OG0070715								CAEEL03689																
OG0070716								CAEEL03693																
OG0070717								CAEEL03696																
OG0070718								CAEEL03697																
OG0070719								CAEEL03710																
OG0070720								CAEEL03717																
OG0070721								CAEEL03721																
OG0070722								CAEEL03723																
OG0070723								CAEEL03724																
OG0070724								CAEEL03749																
OG0070725								CAEEL03750																
OG0070726								CAEEL03763																
OG0070727								CAEEL03786																
OG0070728								CAEEL03825																
OG0070729								CAEEL03831																
OG0070730								CAEEL03834																
OG0070731								CAEEL03840																
OG0070732								CAEEL03844																
OG0070733								CAEEL03851																
OG0070734								CAEEL03852																
OG0070735								CAEEL03853																
OG0070736								CAEEL03863																
OG0070737								CAEEL03864																
OG0070738								CAEEL03865																
OG0070739								CAEEL03871																
OG0070740								CAEEL03872																
OG0070741								CAEEL03880																
OG0070742								CAEEL03883																
OG0070743								CAEEL03896																
OG0070744								CAEEL03897																
OG0070745								CAEEL03902																
OG0070746								CAEEL03903																
OG0070747								CAEEL03904																
OG0070748								CAEEL03917																
OG0070749								CAEEL03918																
OG0070750								CAEEL03920																
OG0070751								CAEEL03921																
OG0070752								CAEEL03926																
OG0070753								CAEEL03941																
OG0070754								CAEEL03943																
OG0070755								CAEEL03946																
OG0070756								CAEEL03950																
OG0070757								CAEEL03955																
OG0070758								CAEEL03956																
OG0070759								CAEEL03957																
OG0070760								CAEEL03958																
OG0070761								CAEEL03961																
OG0070762								CAEEL03962																
OG0070763								CAEEL03964																
OG0070764								CAEEL03976																
OG0070765								CAEEL03983																
OG0070766								CAEEL03985																
OG0070767								CAEEL03986																
OG0070768								CAEEL03995																
OG0070769								CAEEL03996																
OG0070770								CAEEL03999																
OG0070771								CAEEL04000																
OG0070772								CAEEL04004																
OG0070773								CAEEL04009																
OG0070774								CAEEL04010																
OG0070775								CAEEL04013																
OG0070776								CAEEL04033																
OG0070777								CAEEL04034																
OG0070778								CAEEL04045																
OG0070779								CAEEL04046																
OG0070780								CAEEL04047																
OG0070781								CAEEL04048																
OG0070782								CAEEL04049																
OG0070783								CAEEL04052																
OG0070784								CAEEL04056																
OG0070785								CAEEL04057																
OG0070786								CAEEL04058																
OG0070787								CAEEL04065																
OG0070788								CAEEL04066																
OG0070789								CAEEL04071																
OG0070790								CAEEL04072																
OG0070791								CAEEL04073																
OG0070792								CAEEL04082																
OG0070793								CAEEL04093																
OG0070794								CAEEL04097																
OG0070795								CAEEL04107																
OG0070796								CAEEL04116																
OG0070797								CAEEL04118																
OG0070798								CAEEL04121																
OG0070799								CAEEL04133																
OG0070800								CAEEL04137																
OG0070801								CAEEL04138																
OG0070802								CAEEL04139																
OG0070803								CAEEL04140																
OG0070804								CAEEL04145																
OG0070805								CAEEL04146																
OG0070806								CAEEL04161																
OG0070807								CAEEL04173																
OG0070808								CAEEL04176																
OG0070809								CAEEL04177																
OG0070810								CAEEL04185																
OG0070811								CAEEL04191																
OG0070812								CAEEL04193																
OG0070813								CAEEL04203																
OG0070814								CAEEL04211																
OG0070815								CAEEL04215																
OG0070816								CAEEL04224																
OG0070817								CAEEL04226																
OG0070818								CAEEL04231																
OG0070819								CAEEL04253																
OG0070820								CAEEL04255																
OG0070821								CAEEL04266																
OG0070822								CAEEL04274																
OG0070823								CAEEL04278																
OG0070824								CAEEL04284																
OG0070825								CAEEL04286																
OG0070826								CAEEL04291																
OG0070827								CAEEL04300																
OG0070828								CAEEL04303																
OG0070829								CAEEL04310																
OG0070830								CAEEL04326																
OG0070831								CAEEL04331																
OG0070832								CAEEL04334																
OG0070833								CAEEL04339																
OG0070834								CAEEL04343																
OG0070835								CAEEL04346																
OG0070836								CAEEL04350																
OG0070837								CAEEL04356																
OG0070838								CAEEL04360																
OG0070839								CAEEL04365																
OG0070840								CAEEL04366																
OG0070841								CAEEL04367																
OG0070842								CAEEL04382																
OG0070843								CAEEL04383																
OG0070844								CAEEL04384																
OG0070845								CAEEL04385																
OG0070846								CAEEL04386																
OG0070847								CAEEL04388																
OG0070848								CAEEL04392																
OG0070849								CAEEL04394																
OG0070850								CAEEL04395																
OG0070851								CAEEL04405																
OG0070852								CAEEL04407																
OG0070853								CAEEL04410																
OG0070854								CAEEL04411																
OG0070855								CAEEL04413																
OG0070856								CAEEL04416																
OG0070857								CAEEL04418																
OG0070858								CAEEL04419																
OG0070859								CAEEL04420																
OG0070860								CAEEL04422																
OG0070861								CAEEL04427																
OG0070862								CAEEL04428																
OG0070863								CAEEL04451																
OG0070864								CAEEL04458																
OG0070865								CAEEL04459																
OG0070866								CAEEL04460																
OG0070867								CAEEL04463																
OG0070868								CAEEL04468																
OG0070869								CAEEL04472																
OG0070870								CAEEL04474																
OG0070871								CAEEL04476																
OG0070872								CAEEL04482																
OG0070873								CAEEL04483																
OG0070874								CAEEL04488																
OG0070875								CAEEL04489																
OG0070876								CAEEL04497																
OG0070877								CAEEL04504																
OG0070878								CAEEL04510																
OG0070879								CAEEL04512																
OG0070880								CAEEL04522																
OG0070881								CAEEL04525																
OG0070882								CAEEL04528																
OG0070883								CAEEL04533																
OG0070884								CAEEL04541																
OG0070885								CAEEL04548																
OG0070886								CAEEL04549																
OG0070887								CAEEL04550																
OG0070888								CAEEL04552																
OG0070889								CAEEL04553																
OG0070890								CAEEL04554																
OG0070891								CAEEL04564																
OG0070892								CAEEL04565																
OG0070893								CAEEL04566																
OG0070894								CAEEL04568																
OG0070895								CAEEL04569																
OG0070896								CAEEL04580																
OG0070897								CAEEL04586																
OG0070898								CAEEL04590																
OG0070899								CAEEL04591																
OG0070900								CAEEL04598																
OG0070901								CAEEL04599																
OG0070902								CAEEL04600																
OG0070903								CAEEL04601																
OG0070904								CAEEL04603																
OG0070905								CAEEL04609																
OG0070906								CAEEL04612																
OG0070907								CAEEL04613																
OG0070908								CAEEL04620																
OG0070909								CAEEL04626																
OG0070910								CAEEL04627																
OG0070911								CAEEL04629																
OG0070912								CAEEL04631																
OG0070913								CAEEL04632																
OG0070914								CAEEL04634																
OG0070915								CAEEL04636																
OG0070916								CAEEL04640																
OG0070917								CAEEL04641																
OG0070918								CAEEL04643																
OG0070919								CAEEL04646																
OG0070920								CAEEL04655																
OG0070921								CAEEL04660																
OG0070922								CAEEL04661																
OG0070923								CAEEL04663																
OG0070924								CAEEL04666																
OG0070925								CAEEL04671																
OG0070926								CAEEL04673																
OG0070927								CAEEL04682																
OG0070928								CAEEL04683																
OG0070929								CAEEL04685																
OG0070930								CAEEL04686																
OG0070931								CAEEL04687																
OG0070932								CAEEL04688																
OG0070933								CAEEL04689																
OG0070934								CAEEL04691																
OG0070935								CAEEL04692																
OG0070936								CAEEL04699																
OG0070937								CAEEL04701																
OG0070938								CAEEL04715																
OG0070939								CAEEL04719																
OG0070940								CAEEL04720																
OG0070941								CAEEL04723																
OG0070942								CAEEL04726																
OG0070943								CAEEL04737																
OG0070944								CAEEL04742																
OG0070945								CAEEL04744																
OG0070946								CAEEL04746																
OG0070947								CAEEL04750																
OG0070948								CAEEL04751																
OG0070949								CAEEL04752																
OG0070950								CAEEL04760																
OG0070951								CAEEL04761																
OG0070952								CAEEL04763																
OG0070953								CAEEL04764																
OG0070954								CAEEL04768																
OG0070955								CAEEL04769																
OG0070956								CAEEL04775																
OG0070957								CAEEL04778																
OG0070958								CAEEL04795																
OG0070959								CAEEL04796																
OG0070960								CAEEL04797																
OG0070961								CAEEL04805																
OG0070962								CAEEL04809																
OG0070963								CAEEL04820																
OG0070964								CAEEL04827																
OG0070965								CAEEL04831																
OG0070966								CAEEL04840																
OG0070967								CAEEL04847																
OG0070968								CAEEL04870																
OG0070969								CAEEL04871																
OG0070970								CAEEL04882																
OG0070971								CAEEL04884																
OG0070972								CAEEL04892																
OG0070973								CAEEL04893																
OG0070974								CAEEL04895																
OG0070975								CAEEL04899																
OG0070976								CAEEL04902																
OG0070977								CAEEL04907																
OG0070978								CAEEL04914																
OG0070979								CAEEL04923																
OG0070980								CAEEL04924																
OG0070981								CAEEL04928																
OG0070982								CAEEL04931																
OG0070983								CAEEL04933																
OG0070984								CAEEL04938																
OG0070985								CAEEL04941																
OG0070986								CAEEL04942																
OG0070987								CAEEL04948																
OG0070988								CAEEL04950																
OG0070989								CAEEL04954																
OG0070990								CAEEL04958																
OG0070991								CAEEL04959																
OG0070992								CAEEL04961																
OG0070993								CAEEL04968																
OG0070994								CAEEL04973																
OG0070995								CAEEL04974																
OG0070996								CAEEL04977																
OG0070997								CAEEL04982																
OG0070998								CAEEL04984																
OG0070999								CAEEL04985																
OG0071000								CAEEL04988																
OG0071001								CAEEL04989																
OG0071002								CAEEL04994																
OG0071003								CAEEL04998																
OG0071004								CAEEL05011																
OG0071005								CAEEL05012																
OG0071006								CAEEL05016																
OG0071007								CAEEL05024																
OG0071008								CAEEL05025																
OG0071009								CAEEL05029																
OG0071010								CAEEL05034																
OG0071011								CAEEL05035																
OG0071012								CAEEL05041																
OG0071013								CAEEL05054																
OG0071014								CAEEL05055																
OG0071015								CAEEL05059																
OG0071016								CAEEL05060																
OG0071017								CAEEL05066																
OG0071018								CAEEL05067																
OG0071019								CAEEL05083																
OG0071020								CAEEL05084																
OG0071021								CAEEL05088																
OG0071022								CAEEL05092																
OG0071023								CAEEL05093																
OG0071024								CAEEL05094																
OG0071025								CAEEL05096																
OG0071026								CAEEL05098																
OG0071027								CAEEL05102																
OG0071028								CAEEL05104																
OG0071029								CAEEL05110																
OG0071030								CAEEL05114																
OG0071031								CAEEL05117																
OG0071032								CAEEL05132																
OG0071033								CAEEL05135																
OG0071034								CAEEL05138																
OG0071035								CAEEL05142																
OG0071036								CAEEL05146																
OG0071037								CAEEL05157																
OG0071038								CAEEL05167																
OG0071039								CAEEL05172																
OG0071040								CAEEL05180																
OG0071041								CAEEL05181																
OG0071042								CAEEL05186																
OG0071043								CAEEL05188																
OG0071044								CAEEL05192																
OG0071045								CAEEL05200																
OG0071046								CAEEL05205																
OG0071047								CAEEL05207																
OG0071048								CAEEL05215																
OG0071049								CAEEL05222																
OG0071050								CAEEL05223																
OG0071051								CAEEL05225																
OG0071052								CAEEL05230																
OG0071053								CAEEL05234																
OG0071054								CAEEL05236																
OG0071055								CAEEL05237																
OG0071056								CAEEL05242																
OG0071057								CAEEL05249																
OG0071058								CAEEL05250																
OG0071059								CAEEL05251																
OG0071060								CAEEL05252																
OG0071061								CAEEL05254																
OG0071062								CAEEL05260																
OG0071063								CAEEL05261																
OG0071064								CAEEL05262																
OG0071065								CAEEL05271																
OG0071066								CAEEL05275																
OG0071067								CAEEL05276																
OG0071068								CAEEL05280																
OG0071069								CAEEL05285																
OG0071070								CAEEL05288																
OG0071071								CAEEL05289																
OG0071072								CAEEL05292																
OG0071073								CAEEL05293																
OG0071074								CAEEL05297																
OG0071075								CAEEL05300																
OG0071076								CAEEL05301																
OG0071077								CAEEL05303																
OG0071078								CAEEL05309																
OG0071079								CAEEL05310																
OG0071080								CAEEL05313																
OG0071081								CAEEL05324																
OG0071082								CAEEL05326																
OG0071083								CAEEL05329																
OG0071084								CAEEL05331																
OG0071085								CAEEL05334																
OG0071086								CAEEL05345																
OG0071087								CAEEL05346																
OG0071088								CAEEL05350																
OG0071089								CAEEL05351																
OG0071090								CAEEL05352																
OG0071091								CAEEL05355																
OG0071092								CAEEL05360																
OG0071093								CAEEL05377																
OG0071094								CAEEL05381																
OG0071095								CAEEL05384																
OG0071096								CAEEL05386																
OG0071097								CAEEL05395																
OG0071098								CAEEL05396																
OG0071099								CAEEL05397																
OG0071100								CAEEL05404																
OG0071101								CAEEL05417																
OG0071102								CAEEL05418																
OG0071103								CAEEL05425																
OG0071104								CAEEL05434																
OG0071105								CAEEL05435																
OG0071106								CAEEL05436																
OG0071107								CAEEL05438																
OG0071108								CAEEL05445																
OG0071109								CAEEL05454																
OG0071110								CAEEL05463																
OG0071111								CAEEL05469																
OG0071112								CAEEL05476																
OG0071113								CAEEL05477																
OG0071114								CAEEL05478																
OG0071115								CAEEL05484																
OG0071116								CAEEL05485																
OG0071117								CAEEL05491																
OG0071118								CAEEL05497																
OG0071119								CAEEL05499																
OG0071120								CAEEL05509																
OG0071121								CAEEL05515																
OG0071122								CAEEL05520																
OG0071123								CAEEL05540																
OG0071124								CAEEL05541																
OG0071125								CAEEL05550																
OG0071126								CAEEL05554																
OG0071127								CAEEL05558																
OG0071128								CAEEL05564																
OG0071129								CAEEL05566																
OG0071130								CAEEL05574																
OG0071131								CAEEL05575																
OG0071132								CAEEL05581																
OG0071133								CAEEL05584																
OG0071134								CAEEL05586																
OG0071135								CAEEL05590																
OG0071136								CAEEL05603																
OG0071137								CAEEL05604																
OG0071138								CAEEL05610																
OG0071139								CAEEL05611																
OG0071140								CAEEL05612																
OG0071141								CAEEL05613																
OG0071142								CAEEL05623																
OG0071143								CAEEL05624																
OG0071144								CAEEL05625																
OG0071145								CAEEL05627																
OG0071146								CAEEL05631																
OG0071147								CAEEL05633																
OG0071148								CAEEL05634																
OG0071149								CAEEL05638																
OG0071150								CAEEL05640																
OG0071151								CAEEL05646																
OG0071152								CAEEL05650																
OG0071153								CAEEL05652																
OG0071154								CAEEL05664																
OG0071155								CAEEL05667																
OG0071156								CAEEL05668																
OG0071157								CAEEL05670																
OG0071158								CAEEL05672																
OG0071159								CAEEL05673																
OG0071160								CAEEL05674																
OG0071161								CAEEL05683																
OG0071162								CAEEL05694																
OG0071163								CAEEL05695																
OG0071164								CAEEL05699																
OG0071165								CAEEL05706																
OG0071166								CAEEL05721																
OG0071167								CAEEL05723																
OG0071168								CAEEL05730																
OG0071169								CAEEL05735																
OG0071170								CAEEL05738																
OG0071171								CAEEL05741																
OG0071172								CAEEL05742																
OG0071173								CAEEL05750																
OG0071174								CAEEL05751																
OG0071175								CAEEL05752																
OG0071176								CAEEL05763																
OG0071177								CAEEL05766																
OG0071178								CAEEL05768																
OG0071179								CAEEL05772																
OG0071180								CAEEL05777																
OG0071181								CAEEL05778																
OG0071182								CAEEL05779																
OG0071183								CAEEL05787																
OG0071184								CAEEL05788																
OG0071185								CAEEL05791																
OG0071186								CAEEL05795																
OG0071187								CAEEL05796																
OG0071188								CAEEL05803																
OG0071189								CAEEL05805																
OG0071190								CAEEL05806																
OG0071191								CAEEL05812																
OG0071192								CAEEL05817																
OG0071193								CAEEL05826																
OG0071194								CAEEL05827																
OG0071195								CAEEL05832																
OG0071196								CAEEL05837																
OG0071197								CAEEL05838																
OG0071198								CAEEL05839																
OG0071199								CAEEL05844																
OG0071200								CAEEL05845																
OG0071201								CAEEL05850																
OG0071202								CAEEL05851																
OG0071203								CAEEL05853																
OG0071204								CAEEL05863																
