Orthogroup	SACKO_ok	DANRE
OG0003570	SACKO_10065	DANRE27969, DANRE27968, DANRE27970
OG0003571	SACKO_20473	DANRE09814, DANRE02349, DANRE12394, DANRE12393
OG0003572	SACKO_16275	DANRE06293, DANRE07588, DANRE19704, DANRE09005, DANRE06292, DANRE12089
OG0003573	SACKO_03300	DANRE28941, DANRE28942, DANRE28940
OG0003576	SACKO_10871	DANRE22366, DANRE39120
OG0003577	SACKO_06470	DANRE09820, DANRE09819
OG0003578	SACKO_25432	DANRE34970
OG0003579	SACKO_31496	DANRE33558, DANRE01556, DANRE33559
OG0003581	SACKO_32993, SACKO_32992	DANRE00804
OG0003582	SACKO_20514, SACKO_20506	DANRE40963, DANRE02380, DANRE02379
OG0003590	SACKO_00872, SACKO_00863	DANRE39456
OG0003597	SACKO_27649	DANRE38639, DANRE38640
OG0003598	SACKO_18642	DANRE19280, DANRE19281
OG0003600	SACKO_26845	DANRE26177, DANRE26178
OG0003601	SACKO_22970	DANRE35781, DANRE35782
OG0003603	SACKO_20353	DANRE03093
OG0003604	SACKO_02211	DANRE20298, DANRE08319, DANRE40835, DANRE29646
OG0003606	SACKO_14800	DANRE17951, DANRE05856, DANRE05855, DANRE05857, DANRE14626
OG0003607	SACKO_11384	DANRE04316, DANRE04314, DANRE04315
OG0003608	SACKO_31522, SACKO_25828	DANRE21525, DANRE21526
OG0003610	SACKO_11265	DANRE17750, DANRE17749, DANRE17751
OG0003611	SACKO_17082	DANRE07270
OG0003612	SACKO_07192	DANRE08753, DANRE08754
OG0003613	SACKO_09649	DANRE02664, DANRE39801, DANRE39802, DANRE02439
OG0003615	SACKO_03496	DANRE28288, DANRE01856, DANRE01857
OG0003616	SACKO_25465	DANRE01653, DANRE01652, DANRE22423, DANRE22422, DANRE40618
OG0003617	SACKO_22185	DANRE41693, DANRE41694
OG0003618	SACKO_02416	DANRE24326
OG0003619	SACKO_04087	DANRE07157
OG0003620	SACKO_04500	DANRE23467, DANRE23468, DANRE23469
OG0003622	SACKO_14629, SACKO_28093	DANRE18315, DANRE10975
OG0003623	SACKO_00865	DANRE09047
OG0003627	SACKO_03623	DANRE21501, DANRE01204, DANRE01205
OG0003628	SACKO_29894	DANRE12190, DANRE12189, DANRE12188, DANRE25898
OG0003630	SACKO_05455	DANRE03159, DANRE03160, DANRE03158
OG0003631	SACKO_08255	DANRE20236
OG0003632	SACKO_10570	DANRE02527, DANRE24456
OG0003633	SACKO_04000, SACKO_29034	DANRE00949, DANRE00948, DANRE00950, DANRE00947
OG0003635	SACKO_20382	DANRE06305, DANRE06306, DANRE06304
OG0003636	SACKO_32398	DANRE02585, DANRE02586
OG0003638	SACKO_04756	DANRE17696, DANRE17697, DANRE10884
OG0003640	SACKO_16698	DANRE21358
OG0003641	SACKO_25568	DANRE09735, DANRE37139
OG0003642	SACKO_29276	DANRE25168, DANRE25167, DANRE15765
OG0003643	SACKO_24533	DANRE22737, DANRE22739, DANRE22738, DANRE22740
OG0003644	SACKO_09283	DANRE34251, DANRE34253, DANRE34252
OG0003645	SACKO_23291	DANRE28492, DANRE30536
OG0003646	SACKO_03457	DANRE12206, DANRE12205
OG0003647	SACKO_09851	DANRE34807, DANRE19073
OG0003648	SACKO_11947	DANRE11773, DANRE11774
OG0003649	SACKO_04513	DANRE20924
OG0003650	SACKO_09653, SACKO_34048	DANRE43429
OG0003651	SACKO_13985	DANRE22669, DANRE22670, DANRE39196, DANRE39195
OG0003652	SACKO_24298	DANRE19740, DANRE19741, DANRE08247, DANRE08248, DANRE18541
OG0003653	SACKO_18995	DANRE14179, DANRE14177, DANRE14178, DANRE38622, DANRE38058
OG0003654	SACKO_34038	DANRE24374, DANRE24376, DANRE24375
OG0003655	SACKO_24287	DANRE17873, DANRE01135
OG0003656	SACKO_13038	DANRE13213, DANRE13214, DANRE09925
OG0003657	SACKO_16386	DANRE35762, DANRE35761, DANRE35760, DANRE41443, DANRE41444, DANRE41442
OG0003658	SACKO_28365, SACKO_28351, SACKO_16579, SACKO_05605	DANRE14324, DANRE14323, DANRE14322
OG0003659	SACKO_30164	DANRE29175, DANRE29174, DANRE29172, DANRE29173
OG0003660	SACKO_06451, SACKO_27660	DANRE04952, DANRE04951, DANRE04374, DANRE04375
OG0003661	SACKO_00300, SACKO_17621	DANRE37093, DANRE37094
OG0003664	SACKO_00324	DANRE28770, DANRE28769
OG0003665	SACKO_18081, SACKO_18084, SACKO_18052	DANRE35842
OG0003666	SACKO_16204	DANRE10552, DANRE10553, DANRE18264, DANRE26861
OG0003667	SACKO_07527	DANRE20304, DANRE20305, DANRE08259, DANRE08261, DANRE08260, DANRE33525
OG0003668	SACKO_16542	DANRE12750
OG0003669	SACKO_29388, SACKO_29382	DANRE15781, DANRE15782
OG0003671	SACKO_06102	DANRE03115, DANRE05428, DANRE05429, DANRE20214
OG0003672	SACKO_22038	DANRE03570, DANRE03571
OG0003674	SACKO_16258	DANRE36174
OG0003675	SACKO_02504	DANRE09100, DANRE09099, DANRE09098, DANRE09102, DANRE09101, DANRE09097
OG0003676	SACKO_32292	DANRE39857
OG0003677	SACKO_22925	DANRE42049, DANRE38826, DANRE38825, DANRE28975
OG0003678	SACKO_00514	DANRE27131, DANRE27133, DANRE27132, DANRE29806, DANRE29807
OG0003679	SACKO_05594	DANRE42539, DANRE42541, DANRE42540, DANRE39212
OG0003680	SACKO_07919	DANRE01725, DANRE35666, DANRE42127, DANRE42126
OG0003681	SACKO_22429	DANRE12417, DANRE25412, DANRE25413, DANRE39449
OG0003682	SACKO_09118	DANRE08998, DANRE18739
OG0003683	SACKO_19239	DANRE01520, DANRE01519
OG0003684	SACKO_16167	DANRE24181, DANRE24179, DANRE24178, DANRE24180
OG0003685	SACKO_17420	DANRE13195, DANRE13196
OG0003687	SACKO_02692	DANRE23303, DANRE03707, DANRE42625, DANRE03708, DANRE42626, DANRE42624
OG0003688	SACKO_15602	DANRE39820, DANRE39819, DANRE39818
OG0003689	SACKO_12938, SACKO_04151	DANRE13806, DANRE02010, DANRE02009, DANRE14314, DANRE35759, DANRE41448
OG0003690	SACKO_17688	DANRE11515, DANRE11514
OG0003691	SACKO_06838	DANRE15708, DANRE15710, DANRE15711, DANRE15709
OG0003692	SACKO_30272	DANRE01457, DANRE01458, DANRE41224, DANRE41225, DANRE20247
OG0003693	SACKO_30147, SACKO_30156	DANRE31444, DANRE31443, DANRE41258
OG0003694	SACKO_13899	DANRE09191, DANRE09192, DANRE09193
OG0003695	SACKO_15073	DANRE35139, DANRE35387, DANRE17667, DANRE17668
OG0003696	SACKO_23747, SACKO_23745	DANRE24939, DANRE24937, DANRE24938, DANRE24941
OG0003697	SACKO_33327	DANRE04036
OG0003698	SACKO_23560	DANRE05742, DANRE41164
OG0003700	SACKO_28036	DANRE43116, DANRE30469, DANRE30470, DANRE30471, DANRE36113
OG0003701	SACKO_29992	DANRE42586, DANRE42585, DANRE42588, DANRE42587
OG0003702	SACKO_09365	DANRE04621, DANRE04774, DANRE05652, DANRE05653
OG0003703	SACKO_22461	DANRE16794, DANRE16793, DANRE03417
OG0003704	SACKO_18437	DANRE16910, DANRE26809, DANRE26810
OG0003706	SACKO_21403	DANRE14653, DANRE14652, DANRE08597
OG0003707	SACKO_10232	DANRE37652
OG0003708	SACKO_10347	DANRE11487, DANRE11489, DANRE11488, DANRE11485, DANRE11486
OG0003709	SACKO_29614, SACKO_29630, SACKO_29613	DANRE38887, DANRE12499, DANRE12500, DANRE38889, DANRE38888
OG0003710	SACKO_14655	DANRE33869, DANRE33868, DANRE24366, DANRE24365
OG0003711	SACKO_19684	DANRE38542, DANRE38543
OG0003712	SACKO_24483	DANRE28597, DANRE15505
OG0003713	SACKO_23814	DANRE18263, DANRE26856, DANRE26858, DANRE26857
OG0003714	SACKO_12574	DANRE40252
OG0003716	SACKO_26655	DANRE02645, DANRE02644
OG0003717	SACKO_18355	DANRE15027, DANRE15028, DANRE10151, DANRE10150
OG0003718	SACKO_13035	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698
OG0003719	SACKO_21324	DANRE09387
OG0003720	SACKO_27787	DANRE26975
OG0003721	SACKO_27819	DANRE06295, DANRE06296
OG0003722	SACKO_09342	DANRE26551, DANRE34288, DANRE34285, DANRE34290, DANRE34289
OG0003725	SACKO_29232	DANRE39997, DANRE39998, DANRE28902, DANRE23715
OG0003726	SACKO_21238, SACKO_21229, SACKO_21266, SACKO_21234	DANRE04497
OG0003727	SACKO_09913, SACKO_09908	DANRE13820, DANRE13821, DANRE09248
OG0003728	SACKO_28519	DANRE40051
OG0003729	SACKO_10462	DANRE35811
OG0003729	SACKO_10479	DANRE35810
OG0003730	SACKO_07057	DANRE04244
OG0003731	SACKO_09116	DANRE01973, DANRE01974
OG0003733	SACKO_25639	DANRE39268, DANRE39269
OG0003734	SACKO_10298	DANRE34281
OG0003735	SACKO_27359	DANRE01253, DANRE01252
OG0003736	SACKO_08001	DANRE12670
OG0003737	SACKO_21407	DANRE35136, DANRE39954
OG0003738	SACKO_02219	DANRE36139, DANRE36138, DANRE36137, DANRE29374, DANRE29373
OG0003739	SACKO_32965	DANRE42065, DANRE42066, DANRE42068, DANRE42067
OG0003740	SACKO_08475	DANRE38233
OG0003741	SACKO_23163	DANRE10272
OG0003742	SACKO_16317	DANRE08596, DANRE14643, DANRE14644, DANRE23457
OG0003743	SACKO_20767	DANRE33700, DANRE34206, DANRE34205, DANRE34204
OG0003744	SACKO_15973	DANRE40230, DANRE40231, DANRE01611
OG0003745	SACKO_21997, SACKO_21973	DANRE33987
OG0003746	SACKO_04162	DANRE41689, DANRE35874, DANRE03867, DANRE29830, DANRE14507
OG0003747	SACKO_02548	DANRE13572
OG0003748	SACKO_12145	DANRE31296, DANRE31295, DANRE31298, DANRE31297, DANRE25037
OG0003749	SACKO_08322	DANRE25687, DANRE03932
OG0003750	SACKO_12535, SACKO_09051	DANRE22388, DANRE22389
OG0003751	SACKO_27798, SACKO_28378, SACKO_28809, SACKO_28818, SACKO_28814	DANRE40133
OG0003752	SACKO_12922	DANRE06205, DANRE25811, DANRE25810
OG0003754	SACKO_08508	DANRE25083, DANRE25084, DANRE32954
OG0003755	SACKO_29745	DANRE07965, DANRE07966
OG0003756	SACKO_18779	DANRE14383, DANRE12824, DANRE12823
OG0003757	SACKO_06078	DANRE08297, DANRE08295, DANRE08296
OG0003758	SACKO_22893	DANRE29257, DANRE29256, DANRE23446
OG0003759	SACKO_28661, SACKO_18691	DANRE23669, DANRE13867, DANRE13866
OG0003760	SACKO_23820	DANRE26661, DANRE11544, DANRE11543
OG0003761	SACKO_10184, SACKO_16376	DANRE25159, DANRE25158, DANRE39412
OG0003762	SACKO_02218	DANRE30301, DANRE30494, DANRE03653, DANRE30300, DANRE03652, DANRE03651
OG0003763	SACKO_12267, SACKO_12262, SACKO_12259, SACKO_16479	DANRE04502, DANRE04503
OG0003764	SACKO_05674, SACKO_05695, SACKO_05671, SACKO_09985	DANRE03129, DANRE03130, DANRE03128
OG0003765	SACKO_23648	DANRE22765, DANRE22764, DANRE30920, DANRE30919
OG0003766	SACKO_29018	DANRE01676
OG0003767	SACKO_34036, SACKO_34061, SACKO_34034	DANRE14728, DANRE14727
OG0003768	SACKO_08292	DANRE31350, DANRE31348, DANRE31349
OG0003769	SACKO_26729	DANRE24053, DANRE24054
OG0003770	SACKO_30113	DANRE08938
OG0003771	SACKO_24472	DANRE04250, DANRE28509
OG0003772	SACKO_12861	DANRE12993, DANRE12994, DANRE12995
OG0003773	SACKO_25570	DANRE24816, DANRE03698, DANRE03701, DANRE03700, DANRE03699
OG0003775	SACKO_31359	DANRE19597, DANRE19596
OG0003776	SACKO_19961, SACKO_22793, SACKO_32454	DANRE41866, DANRE41867, DANRE41870, DANRE41869, DANRE41865, DANRE41868, DANRE15288, DANRE15287
OG0003777	SACKO_18112	DANRE21401, DANRE42071, DANRE03850, DANRE14680, DANRE08584
OG0003778	SACKO_19167	DANRE30803, DANRE25496
OG0003779	SACKO_17816	DANRE23671
OG0003780	SACKO_32052	DANRE22195, DANRE38018, DANRE38019, DANRE20493, DANRE35732, DANRE42145
OG0003794	SACKO_16406	DANRE23498, DANRE14387, DANRE12539, DANRE12540, DANRE38896
OG0003795	SACKO_26427	DANRE39787, DANRE39786, DANRE39788, DANRE02438
OG0003798	SACKO_04965	DANRE42704, DANRE42702, DANRE01603, DANRE01605, DANRE01604, DANRE01602
OG0003803	SACKO_16018	DANRE19445, DANRE40131, DANRE40132
OG0003806	SACKO_25022	DANRE29065
OG0003807	SACKO_28702	DANRE29385
OG0003808	SACKO_11285	DANRE14806, DANRE14805
OG0003811	SACKO_23286, SACKO_31701	DANRE17816
OG0003812	SACKO_20919	DANRE19666, DANRE19665, DANRE19664
OG0003812	SACKO_19469	DANRE19662, DANRE19663
OG0003813	SACKO_02012	DANRE34559, DANRE34558, DANRE33725
OG0003816	SACKO_29848	DANRE05129
OG0003818	SACKO_15857	DANRE00796, DANRE00795, DANRE00794
OG0003820	SACKO_04478	DANRE37833
OG0003821	SACKO_23600	DANRE40392, DANRE22098, DANRE22097
OG0003823	SACKO_05580	DANRE18651
OG0003824	SACKO_12746	DANRE41228
OG0003825	SACKO_00319, SACKO_24145	DANRE11071, DANRE11072, DANRE18536, DANRE18535
OG0003826	SACKO_00714	DANRE34174, DANRE34175
OG0003827	SACKO_27592	DANRE03015
OG0003828	SACKO_16727	DANRE34896
OG0003829	SACKO_06553	DANRE26628
OG0003830	SACKO_27375, SACKO_27382	DANRE17312, DANRE17311, DANRE17313, DANRE11097, DANRE11096, DANRE11098
OG0003832	SACKO_16929	DANRE24991, DANRE36840
OG0003833	SACKO_15586, SACKO_23901	DANRE10771, DANRE10770
OG0003834	SACKO_32127	DANRE26683, DANRE26682, DANRE26041, DANRE26040
OG0003835	SACKO_00089	DANRE10791, DANRE10790, DANRE10789, DANRE10788
OG0003836	SACKO_30569	DANRE15750, DANRE15749, DANRE20258
OG0003837	SACKO_26489, SACKO_21340	DANRE28859
OG0003838	SACKO_16736	DANRE41969, DANRE41970, DANRE15858
OG0003839	SACKO_03944	DANRE26852, DANRE26851, DANRE26850, DANRE26849
OG0003840	SACKO_04971	DANRE38305, DANRE00216
OG0003841	SACKO_22771	DANRE14586, DANRE14585
OG0003842	SACKO_21861	DANRE31588, DANRE31587, DANRE31586, DANRE31585, DANRE31589
OG0003844	SACKO_31459	DANRE16504
OG0003845	SACKO_11086	DANRE00910, DANRE00911
OG0003846	SACKO_25269	DANRE00602
OG0003848	SACKO_14467	DANRE26505, DANRE39951
OG0003849	SACKO_29260	DANRE12746, DANRE12745, DANRE38507, DANRE00452, DANRE00453
OG0003850	SACKO_27365	DANRE10537
OG0003852	SACKO_19687	DANRE25290, DANRE25289, DANRE25291
OG0003853	SACKO_33439, SACKO_06109	DANRE05312, DANRE05311
OG0003854	SACKO_07817	DANRE28328, DANRE12790, DANRE12789
OG0003855	SACKO_20717	DANRE10176, DANRE10174, DANRE10175
OG0003856	SACKO_00893	DANRE35627
OG0003857	SACKO_19253	DANRE29893
OG0003858	SACKO_32375	DANRE04452, DANRE04453
OG0003859	SACKO_08127, SACKO_30566	DANRE18447, DANRE18446, DANRE18445
OG0003862	SACKO_10381	DANRE35801, DANRE35802
OG0003863	SACKO_16685	DANRE40797
OG0003864	SACKO_22188	DANRE13127
OG0003865	SACKO_07903	DANRE42849, DANRE41340, DANRE41339, DANRE41338
OG0003866	SACKO_20784	DANRE24133, DANRE24132, DANRE24134, DANRE24131
OG0003867	SACKO_16952	DANRE31225
OG0003868	SACKO_03942	DANRE02600, DANRE21503
OG0003869	SACKO_04979	DANRE24691
OG0003870	SACKO_31960	DANRE29501, DANRE29502
OG0003871	SACKO_17392	DANRE41821, DANRE41822
OG0003872	SACKO_01636	DANRE33580
OG0003873	SACKO_11352, SACKO_11339	DANRE10964, DANRE10965, DANRE10963
OG0003874	SACKO_11855	DANRE09593
OG0003876	SACKO_25638	DANRE09822, DANRE09823
OG0003877	SACKO_03342	DANRE36315
OG0003878	SACKO_30808, SACKO_14176	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689
OG0003879	SACKO_05101	DANRE26116, DANRE37629, DANRE37631
OG0003880	SACKO_08397	DANRE36266, DANRE36267, DANRE36268
OG0003881	SACKO_26611, SACKO_26599	DANRE23015, DANRE23016
OG0003882	SACKO_25551	DANRE12769, DANRE12770, DANRE12768
OG0003883	SACKO_13711	DANRE04828, DANRE02957, DANRE39402
OG0003884	SACKO_06475	DANRE24982, DANRE24981, DANRE24983, DANRE24984, DANRE38541, DANRE38540
OG0003885	SACKO_26956	DANRE23957, DANRE23956
OG0003886	SACKO_05656	DANRE03464, DANRE03465
OG0003887	SACKO_31240	DANRE39231
OG0003887	SACKO_34171	DANRE10423
OG0003888	SACKO_14950	DANRE03003, DANRE03004, DANRE03002, DANRE03001
OG0003889	SACKO_01038	DANRE29440
OG0003890	SACKO_02054	DANRE00279, DANRE20425, DANRE20424
OG0003892	SACKO_01168	DANRE31548, DANRE31549
OG0003893	SACKO_09957	DANRE05885, DANRE05887, DANRE05886
OG0003894	SACKO_00239	DANRE34284
OG0003895	SACKO_00396	DANRE29856
OG0003896	SACKO_28766	DANRE29376, DANRE29375, DANRE35458
OG0003897	SACKO_11326	DANRE26467
OG0003898	SACKO_25332	DANRE01941, DANRE01939, DANRE01940
OG0003899	SACKO_14433	DANRE15788
OG0003900	SACKO_06116	DANRE00881
OG0003901	SACKO_09866, SACKO_09871	DANRE18344, DANRE18343
OG0003903	SACKO_12461	DANRE15774
OG0003904	SACKO_07963	DANRE12918
OG0003906	SACKO_07504	DANRE21318, DANRE21317, DANRE21319
OG0003907	SACKO_16578	DANRE37504
OG0003908	SACKO_23098	DANRE16228
OG0003908	SACKO_14104	DANRE37850
OG0003909	SACKO_06873	DANRE18212, DANRE18213
OG0003910	SACKO_25193	DANRE14816
OG0003911	SACKO_05574	DANRE36887, DANRE36885, DANRE36886
OG0003912	SACKO_19964	DANRE22780, DANRE24504, DANRE12988
OG0003913	SACKO_21819	DANRE06162
OG0003915	SACKO_17445	DANRE15235, DANRE06997, DANRE06996
OG0003916	SACKO_16337	DANRE15537, DANRE27984, DANRE14683
OG0003917	SACKO_14384, SACKO_02146	DANRE36320, DANRE36318, DANRE36319
OG0003918	SACKO_03476	DANRE20155, DANRE07336, DANRE34528
OG0003919	SACKO_15063, SACKO_15040	DANRE34144
OG0003920	SACKO_25068	DANRE13507, DANRE13508, DANRE13506
OG0003921	SACKO_23005	DANRE27254, DANRE27256
OG0003922	SACKO_28487	DANRE41706
OG0003923	SACKO_12853	DANRE41776, DANRE41774, DANRE41775
OG0003925	SACKO_09569	DANRE14197, DANRE10649, DANRE10648
OG0003926	SACKO_31099, SACKO_18838, SACKO_29131	DANRE01778, DANRE37929
OG0003927	SACKO_08871	DANRE34037
OG0003928	SACKO_07975	DANRE27301, DANRE27303, DANRE27302
OG0003929	SACKO_13523	DANRE39127, DANRE39126
OG0003930	SACKO_32200	DANRE25628, DANRE25629
OG0003931	SACKO_31562	DANRE03642, DANRE29896, DANRE29894, DANRE29895
OG0003932	SACKO_08899	DANRE41855
OG0003933	SACKO_24589	DANRE36065, DANRE30948
OG0003934	SACKO_18213	DANRE13278
OG0003935	SACKO_12001	DANRE05444
OG0003936	SACKO_01810	DANRE12822, DANRE12821, DANRE12820
OG0003937	SACKO_02287	DANRE04177, DANRE00588, DANRE39693, DANRE11183, DANRE11182, DANRE33380
OG0003939	SACKO_15117	DANRE03346
OG0003940	SACKO_32874, SACKO_08977, SACKO_31353, SACKO_08931	DANRE39442
OG0003941	SACKO_33778	DANRE21275, DANRE31025, DANRE31024, DANRE31023
OG0003942	SACKO_29515	DANRE17325, DANRE17324, DANRE17327, DANRE17326
OG0003943	SACKO_20843	DANRE14720, DANRE14718, DANRE14719, DANRE18814, DANRE11116, DANRE11117
OG0003944	SACKO_18909	DANRE26350
OG0003945	SACKO_09804, SACKO_29979	DANRE12335, DANRE12334, DANRE36681
OG0003946	SACKO_03399	DANRE16868, DANRE15691
OG0003947	SACKO_25687	DANRE04867, DANRE04866, DANRE04865, DANRE00638
OG0003948	SACKO_13260	DANRE39685, DANRE39684
OG0003949	SACKO_15085, SACKO_24451	DANRE22446, DANRE37005
OG0003951	SACKO_27938	DANRE40463, DANRE40462
OG0003953	SACKO_09518	DANRE20584, DANRE43396, DANRE16259
OG0003954	SACKO_02352	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647
OG0003955	SACKO_14555	DANRE16285, DANRE16284, DANRE16283
OG0003956	SACKO_04261	DANRE02182, DANRE02183
OG0003957	SACKO_19048	DANRE27155
OG0003958	SACKO_14206	DANRE05370, DANRE19939, DANRE19940, DANRE06230, DANRE19659
OG0003959	SACKO_27466	DANRE35120, DANRE43205
OG0003960	SACKO_05872	DANRE31202, DANRE31201, DANRE24968, DANRE24967
OG0003961	SACKO_15157	DANRE27124, DANRE40065
OG0003962	SACKO_06799	DANRE15346, DANRE06009, DANRE20526
OG0003965	SACKO_27709, SACKO_08493	DANRE11346
OG0003966	SACKO_31308, SACKO_15122	DANRE16607, DANRE16606
OG0003967	SACKO_05891, SACKO_19262	DANRE21964
OG0003968	SACKO_23161	DANRE42393, DANRE37375
OG0003969	SACKO_19412	DANRE11066, DANRE11065
OG0003970	SACKO_04465	DANRE35241, DANRE35240, DANRE35239
OG0003971	SACKO_11184	DANRE33922
OG0003973	SACKO_17940, SACKO_17922	DANRE10902, DANRE35576, DANRE35578, DANRE35577
OG0003974	SACKO_26812	DANRE25001, DANRE31366, DANRE25187, DANRE38924
OG0003976	SACKO_33615, SACKO_33622	DANRE15778
OG0003980	SACKO_06218, SACKO_06212, SACKO_06223	DANRE36826, DANRE36827, DANRE36828
OG0003997	SACKO_23147, SACKO_25074	DANRE16277, DANRE16275, DANRE16276
OG0003998	SACKO_32493	DANRE16820
OG0003999	SACKO_18525	DANRE24171, DANRE24172
OG0004000	SACKO_20194	DANRE14303, DANRE10250, DANRE10249
OG0004001	SACKO_27901, SACKO_27639, SACKO_21053	DANRE09236
OG0004002	SACKO_22233	DANRE05932, DANRE05928, DANRE05930, DANRE05933, DANRE05931
OG0004004	SACKO_33188	DANRE20285
OG0004004	SACKO_29932	DANRE12698, DANRE12699
OG0004005	SACKO_17133, SACKO_17154	DANRE23393, DANRE23392
OG0004007	SACKO_27467	DANRE17531, DANRE34274
OG0004009	SACKO_27674	DANRE04572
OG0004010	SACKO_07022, SACKO_07010	DANRE00257
OG0004011	SACKO_21800	DANRE04959, DANRE33896
OG0004012	SACKO_03401	DANRE20086
OG0004014	SACKO_04423	DANRE42841, DANRE42839, DANRE42840, DANRE42838
OG0004015	SACKO_00138	DANRE36484, DANRE36483
OG0004016	SACKO_04846	DANRE23411, DANRE23410, DANRE23409
OG0004017	SACKO_31378	DANRE29671, DANRE29669, DANRE29670
OG0004018	SACKO_25485	DANRE10809, DANRE10810, DANRE10811
OG0004019	SACKO_00903	DANRE26375
OG0004020	SACKO_23772, SACKO_23773	DANRE13395, DANRE13394
OG0004021	SACKO_24515	DANRE34176
OG0004022	SACKO_33066	DANRE19882, DANRE19881
OG0004023	SACKO_12120	DANRE38567, DANRE38568
OG0004024	SACKO_00168, SACKO_21778	DANRE23979, DANRE23981, DANRE23980
OG0004025	SACKO_24133, SACKO_14748	DANRE35212
OG0004027	SACKO_27291	DANRE22477, DANRE23101, DANRE03257
OG0004028	SACKO_02251	DANRE05053, DANRE05054, DANRE05056, DANRE05055
OG0004029	SACKO_15425	DANRE05899
OG0004031	SACKO_11954	DANRE11151, DANRE13424
OG0004032	SACKO_05148	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489
OG0004033	SACKO_32338	DANRE02951, DANRE02950, DANRE05920
OG0004034	SACKO_12063	DANRE09592, DANRE37587, DANRE37588
OG0004035	SACKO_05264	DANRE21263, DANRE13578
OG0004036	SACKO_24297	DANRE20096, DANRE38034, DANRE14234
OG0004037	SACKO_11842	DANRE36247, DANRE36246
OG0004038	SACKO_18332	DANRE21930
OG0004039	SACKO_32559	DANRE10161, DANRE10162
OG0004041	SACKO_09138	DANRE16723
OG0004042	SACKO_29359	DANRE38657, DANRE38655
OG0004043	SACKO_04203	DANRE23254
OG0004044	SACKO_31712	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879
OG0004045	SACKO_33631	DANRE22126
OG0004046	SACKO_22550, SACKO_08701	DANRE35326
OG0004047	SACKO_00930	DANRE21333, DANRE21332
OG0004048	SACKO_33590	DANRE20080, DANRE06433, DANRE06434
OG0004049	SACKO_04565	DANRE06836, DANRE10046, DANRE22341
OG0004051	SACKO_17893	DANRE29233, DANRE41445, DANRE35765
OG0004052	SACKO_11790, SACKO_11768, SACKO_11774, SACKO_11776, SACKO_11791, SACKO_00197	DANRE20998, DANRE20999
OG0004053	SACKO_12103	DANRE10451, DANRE10452, DANRE10453
OG0004054	SACKO_22145	DANRE23307, DANRE07839, DANRE07837
OG0004055	SACKO_08940	DANRE18129, DANRE18130, DANRE18128, DANRE18127
OG0004056	SACKO_02937, SACKO_02933	DANRE33963
OG0004057	SACKO_20234	DANRE31161, DANRE31160
OG0004058	SACKO_00555, SACKO_22401	DANRE18210, DANRE18209, DANRE18208
OG0004058	SACKO_22407	DANRE18211
OG0004059	SACKO_04014	DANRE35070, DANRE35069
OG0004060	SACKO_28451	DANRE10030, DANRE10031
OG0004061	SACKO_14715	DANRE27391
OG0004062	SACKO_33240	DANRE06186, DANRE06185, DANRE05295, DANRE00700, DANRE43148
OG0004063	SACKO_18912	DANRE30815, DANRE30816, DANRE30817, DANRE30814, DANRE30819, DANRE30813, DANRE30818
OG0004064	SACKO_28124	DANRE35866, DANRE41678, DANRE41677
OG0004065	SACKO_31120	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199
OG0004066	SACKO_24927, SACKO_04954, SACKO_24926	DANRE35641
OG0004067	SACKO_06615	DANRE06632
OG0004068	SACKO_03077	DANRE39005
OG0004069	SACKO_16363	DANRE35213, DANRE35214
OG0004070	SACKO_26538, SACKO_33985	DANRE15504, DANRE15501, DANRE15503
OG0004071	SACKO_17358	DANRE34963
OG0004073	SACKO_11536	DANRE26024, DANRE30705, DANRE36632
OG0004074	SACKO_24723	DANRE22339
OG0004075	SACKO_16055, SACKO_16079	DANRE03376, DANRE03377, DANRE03378
OG0004076	SACKO_25245	DANRE15069
OG0004078	SACKO_33616	DANRE05190, DANRE05191
OG0004079	SACKO_14566	DANRE07274, DANRE15648, DANRE15649, DANRE15650
OG0004080	SACKO_22943	DANRE35778, DANRE24628
OG0004081	SACKO_22094	DANRE28019, DANRE23662
OG0004083	SACKO_26997	DANRE05501, DANRE05502
OG0004084	SACKO_12941	DANRE11402, DANRE17733, DANRE17734, DANRE17736, DANRE17735, DANRE17732
OG0004085	SACKO_33798	DANRE15264, DANRE15263
OG0004086	SACKO_31613	DANRE05573
OG0004087	SACKO_23851	DANRE24876, DANRE24874, DANRE24875, DANRE42789, DANRE42788
OG0004088	SACKO_25399	DANRE40011, DANRE43235
OG0004089	SACKO_19311	DANRE08809, DANRE08808
OG0004090	SACKO_02550	DANRE36859, DANRE23136, DANRE23135
OG0004091	SACKO_07509	DANRE35209, DANRE35210
OG0004092	SACKO_04140	DANRE23794, DANRE13755
OG0004093	SACKO_30195	DANRE19022, DANRE19023
OG0004094	SACKO_27444	DANRE34257, DANRE34256, DANRE34258, DANRE34259, DANRE41241, DANRE41242, DANRE41240, DANRE41239, DANRE41238
OG0004095	SACKO_06430	DANRE25028, DANRE43192, DANRE25029
OG0004096	SACKO_22778	DANRE17669
OG0004097	SACKO_13213	DANRE33765
