Orthogroup	SACKO_ok	DANRE
OG0000359	SACKO_33693, SACKO_21762, SACKO_26778	DANRE17317, DANRE17318, DANRE17316, DANRE41910, DANRE29664, DANRE29663
OG0000359	SACKO_21197	DANRE06415, DANRE06416, DANRE06413, DANRE06414
OG0000360	SACKO_27760	DANRE06751
OG0000360	SACKO_01907	DANRE17865, DANRE17866
OG0000360	SACKO_11056	DANRE01799, DANRE01798, DANRE01797
OG0000363	SACKO_20204	DANRE10491, DANRE34034, DANRE03815, DANRE13868
OG0000364	SACKO_08428, SACKO_08491	DANRE10845, DANRE10846, DANRE10844
OG0000365	SACKO_00527	DANRE07429, DANRE34414, DANRE34415, DANRE35273, DANRE24290, DANRE27060, DANRE24567, DANRE26709, DANRE26710, DANRE16764, DANRE28891
OG0000367	SACKO_26443	DANRE36654, DANRE31524, DANRE01785, DANRE01784
OG0000367	SACKO_11424	DANRE22496, DANRE26403, DANRE26402, DANRE26404, DANRE26405, DANRE18908, DANRE18907
OG0000371	SACKO_19490, SACKO_27434	DANRE02548, DANRE02547
OG0000371	SACKO_00209	DANRE03248
OG0000372	SACKO_07164	DANRE15253
OG0000372	SACKO_32909	DANRE02748
OG0000372	SACKO_01910	DANRE06645, DANRE06644
OG0000372	SACKO_24569, SACKO_24546	DANRE22505, DANRE22504, DANRE11712, DANRE18764
OG0000373	SACKO_05445	DANRE42982, DANRE29521, DANRE03427, DANRE03426
OG0000373	SACKO_09368	DANRE11420, DANRE39515, DANRE39514
OG0000374	SACKO_03090	DANRE35506, DANRE27018, DANRE23780, DANRE41520, DANRE23150, DANRE35505, DANRE35504
OG0000374	SACKO_31860	DANRE00058, DANRE03789, DANRE05089, DANRE33404, DANRE33403
OG0000374	SACKO_03086	DANRE23152, DANRE23151, DANRE27829
OG0000375	SACKO_30463	DANRE30139, DANRE30138, DANRE16765, DANRE03047, DANRE04153, DANRE30105, DANRE30106, DANRE30107, DANRE04150
OG0000378	SACKO_09446	DANRE10060, DANRE30848, DANRE10029, DANRE41542, DANRE41543, DANRE41544, DANRE35904, DANRE35903
OG0000378	SACKO_10039	DANRE35004, DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468, DANRE13826, DANRE13825, DANRE09246, DANRE09245, DANRE09244
OG0000379	SACKO_05446	DANRE08570
OG0000379	SACKO_01024	DANRE04156
OG0000379	SACKO_24470	DANRE16856, DANRE16855
OG0000379	SACKO_23824	DANRE14077, DANRE14080, DANRE14079, DANRE14076, DANRE14078
OG0000380	SACKO_02625	DANRE34775
OG0000382	SACKO_06165	DANRE02655, DANRE37846, DANRE37849, DANRE37847, DANRE37848
OG0000382	SACKO_14094	DANRE25955, DANRE25953, DANRE25954, DANRE25952, DANRE22850, DANRE22851, DANRE25951, DANRE25950, DANRE31576, DANRE31575, DANRE22849
OG0000383	SACKO_13657, SACKO_18629, SACKO_27153	DANRE21166
OG0000383	SACKO_21398, SACKO_06672, SACKO_23433, SACKO_05974, SACKO_27470, SACKO_27598, SACKO_28815, SACKO_20409, SACKO_20388	DANRE22378, DANRE08790, DANRE31935, DANRE17599
OG0000384	SACKO_13737, SACKO_13722	DANRE39176, DANRE39177, DANRE15659, DANRE15658
OG0000384	SACKO_27089	DANRE09548, DANRE09549, DANRE09547, DANRE41421, DANRE41422
OG0000385	SACKO_20574, SACKO_20579, SACKO_25649, SACKO_25651	DANRE42775, DANRE42776, DANRE02100, DANRE02102, DANRE02101, DANRE09865, DANRE09508
OG0000386	SACKO_11246, SACKO_30840, SACKO_05054, SACKO_30525, SACKO_06363, SACKO_06362, SACKO_06354, SACKO_06364, SACKO_06047	DANRE15744, DANRE06792, DANRE06707, DANRE33779, DANRE08771, DANRE00813
OG0000389	SACKO_01916, SACKO_01929	DANRE07865, DANRE02597, DANRE07866
OG0000389	SACKO_05192	DANRE20466, DANRE20465, DANRE20464, DANRE20463, DANRE03342, DANRE03343, DANRE03344, DANRE11173
OG0000391	SACKO_03376	DANRE11237, DANRE11238, DANRE11236, DANRE11235
OG0000391	SACKO_21842	DANRE23137, DANRE23139, DANRE23138, DANRE04942, DANRE04941, DANRE04943, DANRE04944, DANRE04940, DANRE42610, DANRE42611
OG0000392	SACKO_27590	DANRE34333, DANRE34332, DANRE34328, DANRE34334, DANRE34327, DANRE34330, DANRE34331, DANRE40148, DANRE40147, DANRE40149, DANRE34329, DANRE26696, DANRE26695, DANRE36354, DANRE36355
OG0000393	SACKO_24305	DANRE33584, DANRE33585
OG0000393	SACKO_34206	DANRE04252
OG0000395	SACKO_07419	DANRE07727, DANRE07728, DANRE01256, DANRE01257, DANRE07818, DANRE07819
OG0000396	SACKO_11830	DANRE13219, DANRE13220
OG0000397	SACKO_06461	DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719
OG0000399	SACKO_31626	DANRE18056
OG0000399	SACKO_26961	DANRE09642, DANRE18763
OG0000399	SACKO_24326	DANRE26022, DANRE09643, DANRE38314, DANRE28313
OG0000400	SACKO_04072	DANRE10040
OG0000401	SACKO_22556, SACKO_22554, SACKO_09922	DANRE03473, DANRE27291, DANRE38823, DANRE38822
OG0000402	SACKO_12739	DANRE41229, DANRE19619, DANRE03492, DANRE03493, DANRE11285
OG0000402	SACKO_05257, SACKO_05263, SACKO_05292, SACKO_17632, SACKO_17651, SACKO_17642, SACKO_17652, SACKO_15505, SACKO_18949, SACKO_05251, SACKO_05260, SACKO_18973	DANRE01674, DANRE01673, DANRE22595
OG0000403	SACKO_31259, SACKO_14239	DANRE06760, DANRE06758, DANRE06761, DANRE06759
OG0000404	SACKO_23210	DANRE39992
OG0000404	SACKO_32719	DANRE34733
OG0000405	SACKO_03471	DANRE09893, DANRE09890, DANRE09892, DANRE09891, DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865, DANRE37670, DANRE37669, DANRE37671, DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778
OG0000406	SACKO_30314, SACKO_09458, SACKO_01507, SACKO_15632, SACKO_15603, SACKO_15612, SACKO_09593, SACKO_05337, SACKO_14152, SACKO_25981, SACKO_19110, SACKO_16346, SACKO_19142, SACKO_10043, SACKO_15607, SACKO_23284, SACKO_02161, SACKO_34233, SACKO_02229, SACKO_02242, SACKO_28267, SACKO_33848, SACKO_26913, SACKO_26886, SACKO_01638, SACKO_01662, SACKO_32794, SACKO_15601, SACKO_05243, SACKO_15629, SACKO_28827	DANRE29211, DANRE29212, DANRE29210, DANRE29209, DANRE29213, DANRE25131
OG0000409	SACKO_31828	DANRE09306
OG0000410	SACKO_33944	DANRE37915, DANRE09277, DANRE20414, DANRE37994, DANRE00717, DANRE00715, DANRE00716, DANRE00719, DANRE37987, DANRE37986, DANRE37988, DANRE37985, DANRE37913, DANRE00419, DANRE00420
OG0000411	SACKO_05252	DANRE13511, DANRE12026, DANRE12027, DANRE12025, DANRE12028, DANRE17380, DANRE13514, DANRE13513, DANRE17379, DANRE17378
OG0000411	SACKO_04974	DANRE03269
OG0000412	SACKO_20586	DANRE05333, DANRE05334
OG0000412	SACKO_09277	DANRE34255, DANRE34254, DANRE40964, DANRE14291
OG0000413	SACKO_11939	DANRE10704, DANRE18922, DANRE18980, DANRE08263, DANRE08262
OG0000413	SACKO_26133	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914, DANRE12246, DANRE12248, DANRE12247
OG0000415	SACKO_15332, SACKO_04092, SACKO_26103, SACKO_11472	DANRE22332, DANRE23529, DANRE23530, DANRE23528, DANRE23527, DANRE23556, DANRE23764, DANRE28253, DANRE23816, DANRE23815, DANRE37519, DANRE23602, DANRE35497, DANRE35498, DANRE37135, DANRE37134
OG0000416	SACKO_27496	DANRE28749, DANRE27845, DANRE12131, DANRE31926, DANRE28748, DANRE28750, DANRE33210, DANRE12132, DANRE27844, DANRE27843
OG0000418	SACKO_30453, SACKO_08169, SACKO_28770, SACKO_15977, SACKO_09885, SACKO_19180, SACKO_14077, SACKO_21878, SACKO_12822, SACKO_33956, SACKO_24494, SACKO_00551, SACKO_10583, SACKO_28955	DANRE07530, DANRE20965, DANRE31644
OG0000419	SACKO_13227	DANRE43228, DANRE43227
OG0000422	SACKO_01649, SACKO_01631	DANRE14661, DANRE05596, DANRE05597, DANRE18645, DANRE18644, DANRE22673, DANRE22672, DANRE41117, DANRE41116
OG0000424	SACKO_03765, SACKO_31497	DANRE03532
OG0000425	SACKO_06112	DANRE07739, DANRE07738, DANRE16733, DANRE16732, DANRE04594, DANRE12103, DANRE12105, DANRE12104, DANRE17581
OG0000425	SACKO_09919	DANRE16734, DANRE41873, DANRE41874, DANRE16596, DANRE16595, DANRE00985
OG0000426	SACKO_26352, SACKO_06534	DANRE07061, DANRE07060, DANRE20172
OG0000426	SACKO_02762	DANRE14044, DANRE17040, DANRE17041, DANRE30201, DANRE09323, DANRE09324, DANRE09322, DANRE09321, DANRE29984, DANRE29985
OG0000427	SACKO_23359	DANRE12612, DANRE12613, DANRE12611, DANRE39319, DANRE39318
OG0000427	SACKO_09178	DANRE22930, DANRE22931, DANRE22929, DANRE02497, DANRE02496, DANRE43089, DANRE26773, DANRE26772
OG0000429	SACKO_05554, SACKO_03161, SACKO_25615, SACKO_11011, SACKO_33365, SACKO_29691, SACKO_29695	DANRE36001, DANRE36002
OG0000430	SACKO_23364	DANRE23936, DANRE25020, DANRE37608, DANRE29590, DANRE29591, DANRE29600, DANRE29596, DANRE29595, DANRE29594, DANRE29599, DANRE29593, DANRE29601, DANRE29597, DANRE29598, DANRE29592
OG0000431	SACKO_22052	DANRE24824
OG0000431	SACKO_06822	DANRE17840, DANRE17841, DANRE12254, DANRE12253, DANRE12255, DANRE12256, DANRE12257
OG0000431	SACKO_26117	DANRE26528, DANRE15244, DANRE42492, DANRE42493, DANRE42494, DANRE42495
OG0000432	SACKO_04551	DANRE31442, DANRE25599, DANRE25600, DANRE02708, DANRE02707, DANRE41299
OG0000432	SACKO_26085	DANRE31413, DANRE31412, DANRE21202, DANRE21201, DANRE36976, DANRE36975, DANRE36974
OG0000433	SACKO_18114	DANRE04048, DANRE29991, DANRE29994, DANRE29993, DANRE29992
OG0000433	SACKO_07666	DANRE18170, DANRE18169, DANRE18168, DANRE10817, DANRE42181, DANRE42182
OG0000434	SACKO_17023	DANRE15115, DANRE15112, DANRE15113, DANRE15114, DANRE15111, DANRE15108, DANRE15110, DANRE15107, DANRE15109
OG0000435	SACKO_25249	DANRE03550
OG0000435	SACKO_21913, SACKO_31971	DANRE23596, DANRE23597, DANRE23598, DANRE23968, DANRE23966, DANRE23967, DANRE27191, DANRE14826, DANRE14825, DANRE17636, DANRE11382, DANRE11383, DANRE17637, DANRE17638, DANRE35492, DANRE35491, DANRE35494, DANRE35493
OG0000436	SACKO_03318	DANRE42552, DANRE42550, DANRE42551, DANRE42553, DANRE14971, DANRE14972, DANRE02915, DANRE14967, DANRE14969, DANRE14968, DANRE14970, DANRE14966, DANRE42555
OG0000442	SACKO_15700	DANRE07531, DANRE07532, DANRE07533, DANRE16586
OG0000442	SACKO_00306	DANRE24242, DANRE14641, DANRE10018, DANRE14640
OG0000442	SACKO_06006	DANRE00817, DANRE29323
OG0000443	SACKO_14263	DANRE09802, DANRE09801, DANRE42227, DANRE42228, DANRE42226, DANRE42229
OG0000443	SACKO_12295, SACKO_25347	DANRE00081, DANRE00080, DANRE00082
OG0000444	SACKO_08879, SACKO_08903	DANRE31300, DANRE31301, DANRE02757, DANRE22266, DANRE22265
OG0000444	SACKO_16809	DANRE12801, DANRE12802, DANRE12418
OG0000445	SACKO_01829, SACKO_19774, SACKO_27379, SACKO_27346	DANRE17296
OG0000446	SACKO_11810	DANRE18817
OG0000446	SACKO_19980	DANRE38226, DANRE38225
OG0000446	SACKO_08413	DANRE15097
OG0000446	SACKO_08437	DANRE15117, DANRE15116
OG0000447	SACKO_31056	DANRE16236, DANRE16237, DANRE34347, DANRE34348, DANRE34349, DANRE34350, DANRE19795, DANRE19794, DANRE13289
OG0000448	SACKO_30613	DANRE42866, DANRE42867
OG0000450	SACKO_20176, SACKO_20166, SACKO_10223	DANRE13780, DANRE13779, DANRE13781, DANRE07541
OG0000453	SACKO_27333, SACKO_27397, SACKO_25837, SACKO_27383, SACKO_06847, SACKO_06848, SACKO_27408, SACKO_27399, SACKO_27407, SACKO_27405, SACKO_03955, SACKO_29489	DANRE13184, DANRE13185
OG0000454	SACKO_15534	DANRE38342, DANRE21455, DANRE21457
OG0000457	SACKO_06483	DANRE42219, DANRE20040, DANRE16026
OG0000458	SACKO_26555	DANRE18765, DANRE11630
OG0000458	SACKO_12957	DANRE17730, DANRE10760, DANRE27173, DANRE27171, DANRE23245, DANRE22516
OG0000459	SACKO_27777, SACKO_27762, SACKO_27765, SACKO_27780, SACKO_27782, SACKO_27786	DANRE19705, DANRE16614
OG0000460	SACKO_30614	DANRE03441
OG0000461	SACKO_15370	DANRE29922, DANRE29923, DANRE29921
OG0000461	SACKO_07130	DANRE33325
OG0000463	SACKO_15405	DANRE25872, DANRE25873, DANRE25871
OG0000463	SACKO_05461	DANRE25874
OG0000463	SACKO_21927	DANRE41150, DANRE41151, DANRE25321, DANRE25320
OG0000465	SACKO_34041	DANRE26398, DANRE26399, DANRE26397
OG0000465	SACKO_07203	DANRE43152
OG0000466	SACKO_04143, SACKO_09641, SACKO_13679, SACKO_07455	DANRE26725, DANRE11839, DANRE11838, DANRE11794, DANRE11837, DANRE11834, DANRE11833
OG0000467	SACKO_32050	DANRE23056, DANRE23057, DANRE23058, DANRE22608, DANRE22609, DANRE02650, DANRE02651, DANRE36597, DANRE36596, DANRE23594, DANRE02242, DANRE02241, DANRE31546, DANRE31547, DANRE31545, DANRE22610
OG0000468	SACKO_06372, SACKO_06400, SACKO_23390, SACKO_12657	DANRE38072, DANRE38073, DANRE38074
OG0000468	SACKO_06761	DANRE11717
OG0000469	SACKO_32529	DANRE02667, DANRE36725, DANRE22869
OG0000469	SACKO_32539	DANRE36794
OG0000469	SACKO_12218	DANRE34931, DANRE02143
OG0000470	SACKO_13430	DANRE15508, DANRE15509, DANRE03596, DANRE03595
OG0000470	SACKO_20424	DANRE18054, DANRE11163, DANRE04323
OG0000471	SACKO_21461	DANRE07230
OG0000471	SACKO_31836, SACKO_31844	DANRE06782, DANRE06783, DANRE15739, DANRE20505, DANRE05253, DANRE05254
OG0000472	SACKO_09536	DANRE39293, DANRE39294, DANRE39296, DANRE39295
OG0000474	SACKO_26694	DANRE36587, DANRE23170, DANRE23169, DANRE23168, DANRE36586, DANRE36588, DANRE36585, DANRE23166, DANRE23167, DANRE26339, DANRE29186, DANRE35132, DANRE03214, DANRE15391, DANRE15390, DANRE15392, DANRE42605
OG0000475	SACKO_01437	DANRE14923, DANRE14922, DANRE14924, DANRE09178, DANRE09179, DANRE09180, DANRE35686, DANRE35687, DANRE41506, DANRE41505
OG0000476	SACKO_17515	DANRE34964
OG0000476	SACKO_29718, SACKO_29707, SACKO_29711, SACKO_16110	DANRE19447
OG0000478	SACKO_16775	DANRE36711, DANRE25578, DANRE25579
OG0000479	SACKO_30305	DANRE10077, DANRE10078, DANRE14206, DANRE14207, DANRE17444, DANRE17445, DANRE17446, DANRE07001
OG0000479	SACKO_20169	DANRE16462, DANRE07346, DANRE33624, DANRE00042, DANRE00044, DANRE00043
OG0000480	SACKO_31389	DANRE22993
OG0000481	SACKO_18810	DANRE29372, DANRE03161
OG0000481	SACKO_17872	DANRE20546, DANRE07350, DANRE00274
OG0000482	SACKO_25732	DANRE10705
OG0000482	SACKO_25745, SACKO_25747	DANRE10729
OG0000484	SACKO_23202	DANRE30174, DANRE36358, DANRE26698, DANRE26697, DANRE36356, DANRE36357, DANRE40019, DANRE40018, DANRE27070, DANRE27071, DANRE01866, DANRE01867, DANRE01868, DANRE36359
OG0000485	SACKO_12872	DANRE41723, DANRE16774
OG0000485	SACKO_32346	DANRE01267, DANRE13327, DANRE13328
OG0000486	SACKO_03067, SACKO_03069, SACKO_29945, SACKO_29937, SACKO_07182, SACKO_07195, SACKO_21708, SACKO_28616, SACKO_28629	DANRE05042, DANRE07090, DANRE07089, DANRE04364
OG0000487	SACKO_22207, SACKO_22192, SACKO_22249, SACKO_22216	DANRE10699
OG0000487	SACKO_08406, SACKO_08473, SACKO_34025, SACKO_08477, SACKO_08456	DANRE28673
OG0000488	SACKO_32393	DANRE14182, DANRE14183, DANRE14180, DANRE01677, DANRE22393, DANRE22392
OG0000489	SACKO_02948, SACKO_20823	DANRE16126, DANRE16128, DANRE16127, DANRE05282, DANRE05285, DANRE05286, DANRE36913, DANRE05283, DANRE16125, DANRE10371, DANRE14174, DANRE14172, DANRE10370, DANRE14527
OG0000490	SACKO_25826	DANRE13869, DANRE36198, DANRE36199, DANRE30262, DANRE30263, DANRE13871, DANRE13870, DANRE10492, DANRE10493, DANRE10494, DANRE19551, DANRE19550, DANRE35143, DANRE35142, DANRE35145, DANRE35144
OG0000491	SACKO_09275	DANRE20188, DANRE20187, DANRE38166, DANRE38165, DANRE38163, DANRE23703, DANRE16264, DANRE16263, DANRE38164, DANRE08501, DANRE16265, DANRE01134, DANRE08500, DANRE08499
OG0000494	SACKO_09661, SACKO_20661, SACKO_20676, SACKO_20667, SACKO_20670, SACKO_29545	DANRE34633, DANRE34632, DANRE34634, DANRE07924, DANRE06591, DANRE06590, DANRE16474, DANRE33529, DANRE34185, DANRE34184, DANRE40596, DANRE40598, DANRE40597, DANRE40595, DANRE19497, DANRE19498
OG0000495	SACKO_17840, SACKO_17826, SACKO_13928, SACKO_02191, SACKO_02199	DANRE18597
OG0000496	SACKO_17283	DANRE26393, DANRE03735
OG0000497	SACKO_07766	DANRE19507, DANRE08308, DANRE34943, DANRE34942, DANRE08309
OG0000497	SACKO_21404	DANRE35380, DANRE35379, DANRE35381, DANRE35382, DANRE35378, DANRE39953
OG0000498	SACKO_16151	DANRE38559, DANRE26141, DANRE27692, DANRE27693, DANRE14403, DANRE37024, DANRE23500, DANRE39337, DANRE39336, DANRE26186, DANRE26187
OG0000499	SACKO_07869, SACKO_25714, SACKO_13488, SACKO_07888, SACKO_07856, SACKO_07885	DANRE17443, DANRE17442, DANRE11965, DANRE11964
OG0000503	SACKO_26118	DANRE29639, DANRE29640, DANRE37675, DANRE12362, DANRE12363, DANRE12364, DANRE31157, DANRE31158
OG0000503	SACKO_18333, SACKO_27461	DANRE12932, DANRE12931
OG0000504	SACKO_26022	DANRE41917, DANRE41916, DANRE13988, DANRE13989, DANRE19314, DANRE19315, DANRE28310, DANRE21611, DANRE25901, DANRE25900, DANRE12198
OG0000505	SACKO_33776	DANRE20986, DANRE20985, DANRE28320, DANRE28321, DANRE34921, DANRE34920, DANRE26014, DANRE26013, DANRE26010, DANRE26011, DANRE26012, DANRE10179
OG0000505	SACKO_07335	DANRE10178
OG0000508	SACKO_04141	DANRE03868, DANRE14508, DANRE14509
OG0000508	SACKO_03535	DANRE41797, DANRE41796, DANRE41798
OG0000510	SACKO_00307, SACKO_08802	DANRE29015, DANRE29016, DANRE23929, DANRE24614, DANRE24613, DANRE33900, DANRE33901, DANRE00308, DANRE16489, DANRE06484, DANRE06483
OG0000514	SACKO_06731	DANRE09989, DANRE35445, DANRE29427, DANRE29426, DANRE29431, DANRE29430, DANRE29429, DANRE28744, DANRE04023, DANRE04024, DANRE04022, DANRE28743, DANRE28742, DANRE29428
OG0000515	SACKO_34014, SACKO_02419, SACKO_16456, SACKO_16452, SACKO_13973, SACKO_01627	DANRE03235, DANRE03236
OG0000516	SACKO_26866	DANRE37175, DANRE01104, DANRE01105, DANRE08144
OG0000516	SACKO_23319, SACKO_05262, SACKO_21254, SACKO_26833	DANRE26283, DANRE26284
OG0000519	SACKO_32736	DANRE01551, DANRE33550, DANRE01552
OG0000520	SACKO_18204	DANRE01444, DANRE01443, DANRE01442, DANRE40706, DANRE29662
OG0000521	SACKO_05637	DANRE34387, DANRE34386, DANRE08837, DANRE08836, DANRE08838, DANRE05616, DANRE05617, DANRE02580, DANRE02579, DANRE02578, DANRE02577, DANRE02576, DANRE11262, DANRE11261, DANRE19967, DANRE39243, DANRE39244
OG0000522	SACKO_08798	DANRE05319
OG0000522	SACKO_03537, SACKO_08795, SACKO_03413, SACKO_08800, SACKO_20367	DANRE07315, DANRE07316, DANRE07314, DANRE07313, DANRE07311, DANRE07312, DANRE07310, DANRE15867, DANRE15866, DANRE15864, DANRE15869, DANRE15865, DANRE15868
OG0000523	SACKO_25122	DANRE35335, DANRE35336, DANRE35333, DANRE35334, DANRE43295
OG0000524	SACKO_11508	DANRE04953, DANRE04954
OG0000525	SACKO_14070	DANRE27465, DANRE34311
OG0000525	SACKO_16659	DANRE37919, DANRE37918, DANRE24803, DANRE36177, DANRE29333
OG0000526	SACKO_01849, SACKO_09502, SACKO_07763, SACKO_25850, SACKO_20379, SACKO_20421, SACKO_08249, SACKO_01860, SACKO_08239	DANRE04464, DANRE16744
OG0000527	SACKO_06716, SACKO_06738	DANRE28026, DANRE28029, DANRE28025, DANRE28024, DANRE21774, DANRE21773, DANRE21772, DANRE28027, DANRE30267, DANRE17202
OG0000527	SACKO_06751	DANRE35189, DANRE35188, DANRE19154, DANRE19156, DANRE19155
OG0000528	SACKO_09093	DANRE11572, DANRE11573, DANRE08361, DANRE08362, DANRE37792, DANRE37793, DANRE37794
OG0000529	SACKO_27420	DANRE17658, DANRE17657, DANRE17656
OG0000529	SACKO_04593	DANRE00162, DANRE34045
OG0000529	SACKO_22339	DANRE14000, DANRE09212, DANRE00742, DANRE02792, DANRE02793
OG0000530	SACKO_04253	DANRE26826, DANRE27113, DANRE02134, DANRE00409, DANRE24563, DANRE26825, DANRE24562
OG0000531	SACKO_04723	DANRE26591, DANRE26590, DANRE23889, DANRE41756, DANRE41751, DANRE41754, DANRE41755, DANRE41753, DANRE41752, DANRE35724, DANRE35721, DANRE35723, DANRE35725, DANRE35722, DANRE35726, DANRE35727
OG0000533	SACKO_16139, SACKO_15202, SACKO_31024	DANRE07787, DANRE07786, DANRE41379
OG0000535	SACKO_22523, SACKO_22514, SACKO_22501, SACKO_22484	DANRE20157, DANRE20158, DANRE06031, DANRE06033, DANRE06032, DANRE22311, DANRE22312, DANRE22313, DANRE15667, DANRE15668
OG0000537	SACKO_26142	DANRE38989, DANRE38988, DANRE41614, DANRE41613, DANRE08646, DANRE08648, DANRE08647
OG0000537	SACKO_26151	DANRE08649, DANRE38991, DANRE38990, DANRE38992, DANRE41611, DANRE41612
OG0000538	SACKO_05534, SACKO_05532	DANRE42160, DANRE37095, DANRE29198, DANRE03222, DANRE03824, DANRE27952, DANRE27950, DANRE27949, DANRE27951, DANRE03823, DANRE03821, DANRE03822
OG0000539	SACKO_32564, SACKO_32586, SACKO_16875, SACKO_08069, SACKO_18308, SACKO_33041, SACKO_01049, SACKO_01046, SACKO_01052	DANRE02013
OG0000542	SACKO_04085	DANRE23741
OG0000542	SACKO_31227, SACKO_03340	DANRE14981, DANRE14980
OG0000542	SACKO_04081	DANRE08552, DANRE01087, DANRE01089
OG0000544	SACKO_01595	DANRE08538, DANRE08537, DANRE00847, DANRE00846, DANRE00848, DANRE00845, DANRE16215
OG0000544	SACKO_21942	DANRE34532, DANRE34530, DANRE34533, DANRE34531
OG0000545	SACKO_31593	DANRE11520
OG0000545	SACKO_11658	DANRE02906, DANRE02907, DANRE34438, DANRE34437, DANRE34436, DANRE34439, DANRE11738, DANRE13378, DANRE13377
OG0000546	SACKO_28319, SACKO_20478, SACKO_15121, SACKO_20498, SACKO_18803, SACKO_18787, SACKO_11479	DANRE16759, DANRE27125, DANRE25021, DANRE25022
OG0000547	SACKO_29860, SACKO_29855	DANRE22078, DANRE22082, DANRE22081, DANRE22080, DANRE22079, DANRE39729, DANRE39728, DANRE39727, DANRE22077, DANRE22076
OG0000548	SACKO_24136	DANRE06455, DANRE19625, DANRE40865, DANRE22043
OG0000548	SACKO_21638	DANRE18865
OG0000548	SACKO_01196	DANRE01597, DANRE01599, DANRE01598, DANRE25568
OG0000551	SACKO_27987	DANRE41282
OG0000552	SACKO_16965	DANRE01503
OG0000553	SACKO_30818	DANRE21288, DANRE20656, DANRE31268
OG0000553	SACKO_27631	DANRE00920, DANRE00921, DANRE34994, DANRE09706
OG0000553	SACKO_24378	DANRE29057, DANRE03068
OG0000554	SACKO_04829	DANRE10367, DANRE10368, DANRE30642, DANRE04185, DANRE20459, DANRE15662, DANRE00589, DANRE04187, DANRE04188, DANRE04184, DANRE20458, DANRE30641, DANRE11706, DANRE11705, DANRE04186
OG0000560	SACKO_03111, SACKO_03110, SACKO_19995, SACKO_30877	DANRE03304, DANRE11206
OG0000561	SACKO_01260, SACKO_27682, SACKO_33677, SACKO_00159, SACKO_01255	DANRE18926, DANRE18925, DANRE18927, DANRE10686, DANRE10685
OG0000561	SACKO_31249	DANRE18929, DANRE35309, DANRE06689
OG0000562	SACKO_07813	DANRE27041, DANRE01831
OG0000563	SACKO_05456	DANRE39601
OG0000564	SACKO_32358	DANRE34378, DANRE34377, DANRE08076, DANRE16838, DANRE16839, DANRE16840, DANRE04604, DANRE18044
OG0000564	SACKO_24811	DANRE05546, DANRE17800, DANRE17802, DANRE17801, DANRE05570, DANRE16718, DANRE16717
OG0000565	SACKO_01668, SACKO_01698, SACKO_03932, SACKO_03934, SACKO_03950	DANRE09696, DANRE09695, DANRE09693, DANRE09692, DANRE09697
OG0000566	SACKO_13906	DANRE25108
OG0000566	SACKO_18189	DANRE33333, DANRE33334
OG0000567	SACKO_21311, SACKO_16516	DANRE37645, DANRE43387
OG0000570	SACKO_16042, SACKO_16064	DANRE43359, DANRE30386, DANRE30385, DANRE04065, DANRE01649, DANRE01650, DANRE01648
OG0000571	SACKO_00369	DANRE33710
OG0000572	SACKO_32488	DANRE37800
OG0000572	SACKO_18077	DANRE03776, DANRE03775, DANRE03774, DANRE11722, DANRE37798, DANRE37797, DANRE37799
OG0000573	SACKO_21574	DANRE26429, DANRE36969, DANRE41278, DANRE34489
OG0000573	SACKO_26024	DANRE13206, DANRE13207, DANRE25110
OG0000574	SACKO_33381	DANRE28774, DANRE04148, DANRE04147, DANRE04149, DANRE04146
OG0000574	SACKO_28187	DANRE28773, DANRE28771, DANRE28772, DANRE03028
OG0000574	SACKO_25843	DANRE16551, DANRE16552, DANRE16553
OG0000575	SACKO_27278, SACKO_27258	DANRE33983, DANRE33982, DANRE33981, DANRE33980, DANRE33986, DANRE33985, DANRE33984, DANRE00045, DANRE16440, DANRE16435, DANRE16436, DANRE27242, DANRE27243, DANRE27241, DANRE24309, DANRE24311, DANRE24310, DANRE35805
OG0000576	SACKO_23536	DANRE42659, DANRE42663, DANRE41341, DANRE42662, DANRE42660, DANRE42661, DANRE04947, DANRE41342, DANRE04948, DANRE22099, DANRE22100, DANRE22101
OG0000578	SACKO_32404	DANRE37784, DANRE37783, DANRE37782, DANRE35561, DANRE35560, DANRE35559, DANRE35558, DANRE17778, DANRE17779, DANRE17777, DANRE05436, DANRE05438, DANRE05439
